"pli0098_h","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Monat","1997","66 und älter","Hauptschulabschluss","117","0.107223313405239","0.0892076952491982","0.125238931561281"
"Min 1x pro Monat","1997","66 und älter","Realschulabschluss","","","",""
"Min 1x pro Monat","1997","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1997","66 und älter","AkademikerInnen","","","",""
"Seltener","1997","16-34 Jahre alt","(noch) kein Abschluss","117","0.296829298494523","0.253136766575254","0.340521830413792"
"Seltener","1997","16-34 Jahre alt","Hauptschulabschluss","413","0.321493218530143","0.296569942881285","0.346416494179001"
"Seltener","1997","16-34 Jahre alt","Realschulabschluss","413","0.279104921154087","0.25642777609379","0.301782066214385"
"Seltener","1997","16-34 Jahre alt","(Fach-)Abitur","222","0.334288527379931","0.298541594166752","0.37003546059311"
"Seltener","1997","16-34 Jahre alt","AkademikerInnen","111","0.255290428311158","0.212929875380327","0.29765098124199"
"Seltener","1997","35-65 Jahre alt","(noch) kein Abschluss","110","0.281429047333847","0.235295064703455","0.327563029964239"
"Seltener","1997","35-65 Jahre alt","Hauptschulabschluss","991","0.330264690398755","0.314194063724632","0.346335317072877"
"Seltener","1997","35-65 Jahre alt","Realschulabschluss","394","0.317548162465475","0.293128132777113","0.341968192153836"
"Seltener","1997","35-65 Jahre alt","(Fach-)Abitur","90","0.270894559187655","0.221816415824421","0.319972702550889"
"Seltener","1997","35-65 Jahre alt","AkademikerInnen","322","0.276391975367832","0.251014858992109","0.301769091743556"
"Seltener","1997","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","1997","66 und älter","Hauptschulabschluss","291","0.25701089989115","0.231566036211191","0.282455763571109"
"Seltener","1997","66 und älter","Realschulabschluss","46","0.262561071066136","0.198099665169327","0.327022476962944"
"Seltener","1997","66 und älter","(Fach-)Abitur","","","",""
"Seltener","1997","66 und älter","AkademikerInnen","","","",""
"Nie","1997","16-34 Jahre alt","(noch) kein Abschluss","227","0.524370239435758","0.476608847629394","0.572131631242122"
"Nie","1997","16-34 Jahre alt","Hauptschulabschluss","718","0.556395534518516","0.529884181743614","0.582906887293418"
"Nie","1997","16-34 Jahre alt","Realschulabschluss","935","0.615232966561636","0.590635672822031","0.63983026030124"
"Nie","1997","16-34 Jahre alt","(Fach-)Abitur","354","0.549660025362439","0.511959069754253","0.587360980970626"
"Nie","1997","16-34 Jahre alt","AkademikerInnen","229","0.587500266320877","0.539673969311741","0.635326563330014"
"Nie","1997","35-65 Jahre alt","(noch) kein Abschluss","131","0.428509428552013","0.377741857564514","0.479276999539512"
"Nie","1997","35-65 Jahre alt","Hauptschulabschluss","1593","0.465554901683995","0.448510288762657","0.482599514605333"
"Nie","1997","35-65 Jahre alt","Realschulabschluss","806","0.523248018726755","0.497047768961912","0.549448268491598"
"Nie","1997","35-65 Jahre alt","(Fach-)Abitur","144","0.497281320835199","0.442066407042428","0.55249623462797"
"Nie","1997","35-65 Jahre alt","AkademikerInnen","686","0.530728995589617","0.502410111419581","0.559047879759652"
"Nie","1997","66 und älter","(noch) kein Abschluss","","","",""
"Nie","1997","66 und älter","Hauptschulabschluss","512","0.430764504248536","0.401930890422088","0.459598118074984"
"Nie","1997","66 und älter","Realschulabschluss","79","0.419616209634259","0.347321695887077","0.491910723381441"
"Nie","1997","66 und älter","(Fach-)Abitur","","","",""
"Nie","1997","66 und älter","AkademikerInnen","100","0.533739457458217","0.457851470221971","0.609627444694462"
"Taeglich","1998","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","1998","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","1998","16-34 Jahre alt","Realschulabschluss","","","",""
"Taeglich","1998","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","1998","16-34 Jahre alt","AkademikerInnen","","","",""
"Taeglich","1998","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","1998","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","1998","35-65 Jahre alt","Realschulabschluss","","","",""
"Taeglich","1998","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","1998","35-65 Jahre alt","AkademikerInnen","","","",""
"Taeglich","1998","66 und älter","(noch) kein Abschluss","","","",""
"Taeglich","1998","66 und älter","Hauptschulabschluss","","","",""
"Taeglich","1998","66 und älter","Realschulabschluss","","","",""
"Taeglich","1998","66 und älter","(Fach-)Abitur","","","",""
"Taeglich","1998","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Woche","1998","16-34 Jahre alt","(noch) kein Abschluss","44","0.0914754900398659","0.0641319430763063","0.118819037003425"
"Min 1x pro Woche","1998","16-34 Jahre alt","Hauptschulabschluss","83","0.049624949702267","0.0379492436249134","0.0613006557796206"
"Min 1x pro Woche","1998","16-34 Jahre alt","Realschulabschluss","75","0.0464286079482184","0.0360535869222748","0.056803628974162"
"Min 1x pro Woche","1998","16-34 Jahre alt","(Fach-)Abitur","48","0.0652057018861163","0.0474054279371046","0.0830059758351281"
"Min 1x pro Woche","1998","16-34 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Woche","1998","35-65 Jahre alt","(noch) kein Abschluss","58","0.17271921606459","0.132889534063115","0.212548898066066"
"Min 1x pro Woche","1998","35-65 Jahre alt","Hauptschulabschluss","374","0.0985537316634916","0.0887995944213303","0.108307868905653"
"Min 1x pro Woche","1998","35-65 Jahre alt","Realschulabschluss","99","0.0682203406292313","0.0558549116469013","0.0805857696115613"
"Min 1x pro Woche","1998","35-65 Jahre alt","(Fach-)Abitur","51","0.128421318292081","0.0940521311660806","0.162790505418082"
"Min 1x pro Woche","1998","35-65 Jahre alt","AkademikerInnen","104","0.0831952224530894","0.0684191347339951","0.0979713101721837"
"Min 1x pro Woche","1998","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1998","66 und älter","Hauptschulabschluss","230","0.179004590426879","0.158084879241621","0.199924301612137"
"Min 1x pro Woche","1998","66 und älter","Realschulabschluss","41","0.230396157126901","0.17261260487721","0.288179709376592"
"Min 1x pro Woche","1998","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1998","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Monat","1998","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1998","16-34 Jahre alt","Hauptschulabschluss","119","0.0730873347180163","0.0590938437733329","0.0870808256626997"
"Min 1x pro Monat","1998","16-34 Jahre alt","Realschulabschluss","88","0.051718859795498","0.0407991128272402","0.0626386067637559"
"Min 1x pro Monat","1998","16-34 Jahre alt","(Fach-)Abitur","59","0.0708668437578531","0.0523662189268988","0.0893674685888073"
"Min 1x pro Monat","1998","16-34 Jahre alt","AkademikerInnen","33","0.0774276420565716","0.0525112479097046","0.102344036203439"
"Min 1x pro Monat","1998","35-65 Jahre alt","(noch) kein Abschluss","52","0.152727670074244","0.114824073882948","0.19063126626554"
"Min 1x pro Monat","1998","35-65 Jahre alt","Hauptschulabschluss","378","0.105839538412464","0.0957722131043454","0.115906863720583"
"Min 1x pro Monat","1998","35-65 Jahre alt","Realschulabschluss","140","0.0926964565276659","0.0784730539353361","0.106919859119996"
"Min 1x pro Monat","1998","35-65 Jahre alt","(Fach-)Abitur","37","0.0777436033379807","0.0502358215717809","0.105251385104181"
"Min 1x pro Monat","1998","35-65 Jahre alt","AkademikerInnen","108","0.100338436637162","0.0842636550300274","0.116413218244296"
"Min 1x pro Monat","1998","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1998","66 und älter","Hauptschulabschluss","163","0.137986346799428","0.119165967727382","0.156806725871473"
"Min 1x pro Monat","1998","66 und älter","Realschulabschluss","","","",""
"Min 1x pro Monat","1998","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1998","66 und älter","AkademikerInnen","","","",""
"Seltener","1998","16-34 Jahre alt","(noch) kein Abschluss","124","0.287609386172416","0.24467603631258","0.330542736032253"
"Seltener","1998","16-34 Jahre alt","Hauptschulabschluss","417","0.300477405018186","0.275828797814144","0.325126012222229"
"Seltener","1998","16-34 Jahre alt","Realschulabschluss","440","0.291743582208831","0.269329783755754","0.314157380661907"
"Seltener","1998","16-34 Jahre alt","(Fach-)Abitur","244","0.325538565803744","0.291754986868606","0.359322144738882"
"Seltener","1998","16-34 Jahre alt","AkademikerInnen","129","0.249217386801082","0.208891564822598","0.289543208779565"
"Seltener","1998","35-65 Jahre alt","(noch) kein Abschluss","100","0.273597618066517","0.22662391182923","0.320571324303804"
"Seltener","1998","35-65 Jahre alt","Hauptschulabschluss","1123","0.32945747293175","0.314076094846931","0.344838851016569"
"Seltener","1998","35-65 Jahre alt","Realschulabschluss","437","0.306262048215388","0.283655203501151","0.328868892929624"
"Seltener","1998","35-65 Jahre alt","(Fach-)Abitur","104","0.285744907687058","0.239334720332678","0.332155095041438"
"Seltener","1998","35-65 Jahre alt","AkademikerInnen","377","0.297152774781157","0.272702024204449","0.321603525357865"
"Seltener","1998","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","1998","66 und älter","Hauptschulabschluss","351","0.267335313789341","0.243184374231035","0.291486253347648"
"Seltener","1998","66 und älter","Realschulabschluss","48","0.268445152325163","0.207633859501765","0.32925644514856"
"Seltener","1998","66 und älter","(Fach-)Abitur","","","",""
"Seltener","1998","66 und älter","AkademikerInnen","40","0.242174887713308","0.179936053863427","0.304413721563188"
"Nie","1998","16-34 Jahre alt","(noch) kein Abschluss","223","0.515979019164317","0.468578590576818","0.563379447751816"
"Nie","1998","16-34 Jahre alt","Hauptschulabschluss","702","0.573922730271953","0.547336516263891","0.600508944280014"
"Nie","1998","16-34 Jahre alt","Realschulabschluss","974","0.609293585570051","0.58523566308616","0.633351508053942"
"Nie","1998","16-34 Jahre alt","(Fach-)Abitur","385","0.535805812503192","0.499849145246373","0.57176247976001"
"Nie","1998","16-34 Jahre alt","AkademikerInnen","251","0.600907297662293","0.555253428616839","0.646561166707747"
"Nie","1998","35-65 Jahre alt","(noch) kein Abschluss","126","0.368823937935631","0.317985189359166","0.419662686512095"
"Nie","1998","35-65 Jahre alt","Hauptschulabschluss","1683","0.460392631444212","0.444081446179981","0.476703816708443"
"Nie","1998","35-65 Jahre alt","Realschulabschluss","917","0.530245363095594","0.505767719303624","0.554723006887564"
"Nie","1998","35-65 Jahre alt","(Fach-)Abitur","171","0.50734381079714","0.455984338348384","0.558703283245896"
"Nie","1998","35-65 Jahre alt","AkademikerInnen","750","0.515015679546235","0.488276633583358","0.541754725509112"
"Nie","1998","66 und älter","(noch) kein Abschluss","","","",""
"Nie","1998","66 und älter","Hauptschulabschluss","532","0.404610411618467","0.377826600058082","0.431394223178852"
"Nie","1998","66 und älter","Realschulabschluss","92","0.420205063214292","0.352471978143758","0.487938148284827"
"Nie","1998","66 und älter","(Fach-)Abitur","","","",""
"Nie","1998","66 und älter","AkademikerInnen","97","0.475528666994141","0.402974622628628","0.548082711359655"
"Taeglich","1999","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","1999","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","1999","16-34 Jahre alt","Realschulabschluss","","","",""
"Taeglich","1999","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","1999","16-34 Jahre alt","AkademikerInnen","","","",""
"Taeglich","1999","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","1999","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","1999","35-65 Jahre alt","Realschulabschluss","","","",""
"Taeglich","1999","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","1999","35-65 Jahre alt","AkademikerInnen","","","",""
"Taeglich","1999","66 und älter","(noch) kein Abschluss","","","",""
"Taeglich","1999","66 und älter","Hauptschulabschluss","","","",""
"Taeglich","1999","66 und älter","Realschulabschluss","","","",""
"Taeglich","1999","66 und älter","(Fach-)Abitur","","","",""
"Taeglich","1999","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Woche","1999","16-34 Jahre alt","(noch) kein Abschluss","30","0.0457225585508257","0.0254541056268111","0.0659910114748403"
"Min 1x pro Woche","1999","16-34 Jahre alt","Hauptschulabschluss","64","0.0400744410423715","0.029278985364687","0.050869896720056"
"Min 1x pro Woche","1999","16-34 Jahre alt","Realschulabschluss","64","0.043118851962763","0.0329140787242699","0.0533236252012562"
"Min 1x pro Woche","1999","16-34 Jahre alt","(Fach-)Abitur","36","0.0528799963044336","0.0364991352761851","0.0692608573326821"
"Min 1x pro Woche","1999","16-34 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Woche","1999","35-65 Jahre alt","(noch) kein Abschluss","53","0.156107014421892","0.116524650509531","0.195689378334253"
"Min 1x pro Woche","1999","35-65 Jahre alt","Hauptschulabschluss","363","0.0989522859674628","0.0890315182919386","0.108873053642987"
"Min 1x pro Woche","1999","35-65 Jahre alt","Realschulabschluss","111","0.0683252534652637","0.0562063378970148","0.0804441690335125"
"Min 1x pro Woche","1999","35-65 Jahre alt","(Fach-)Abitur","51","0.124912533301502","0.0915386951171212","0.158286371485884"
"Min 1x pro Woche","1999","35-65 Jahre alt","AkademikerInnen","96","0.0896706363899217","0.0744186100478993","0.104922662731944"
"Min 1x pro Woche","1999","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1999","66 und älter","Hauptschulabschluss","242","0.193011547082756","0.171474877653015","0.214548216512497"
"Min 1x pro Woche","1999","66 und älter","Realschulabschluss","40","0.242200795376017","0.181915404500325","0.302486186251709"
"Min 1x pro Woche","1999","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1999","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Monat","1999","16-34 Jahre alt","(noch) kein Abschluss","32","0.0586298264132621","0.0358338850785741","0.08142576774795"
"Min 1x pro Monat","1999","16-34 Jahre alt","Hauptschulabschluss","96","0.0580004575730676","0.0451348731173198","0.0708660420288154"
"Min 1x pro Monat","1999","16-34 Jahre alt","Realschulabschluss","87","0.0522142146382602","0.041038115762878","0.0633903135136424"
"Min 1x pro Monat","1999","16-34 Jahre alt","(Fach-)Abitur","49","0.0532794758752404","0.0368403250008518","0.069718626749629"
"Min 1x pro Monat","1999","16-34 Jahre alt","AkademikerInnen","32","0.068016382729544","0.0438221234472427","0.0922106420118453"
"Min 1x pro Monat","1999","35-65 Jahre alt","(noch) kein Abschluss","51","0.15760445727446","0.11786800337327","0.19734091117565"
"Min 1x pro Monat","1999","35-65 Jahre alt","Hauptschulabschluss","356","0.0980158561417414","0.0881370130053377","0.107894699278145"
"Min 1x pro Monat","1999","35-65 Jahre alt","Realschulabschluss","127","0.0832321751782986","0.0699638448320898","0.0965005055245075"
"Min 1x pro Monat","1999","35-65 Jahre alt","(Fach-)Abitur","39","0.0979547075185059","0.067948974259322","0.12796044077769"
"Min 1x pro Monat","1999","35-65 Jahre alt","AkademikerInnen","106","0.0888091487991361","0.0736233838308173","0.103994913767455"
"Min 1x pro Monat","1999","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1999","66 und älter","Hauptschulabschluss","138","0.112515045709866","0.095271005141661","0.129759086278072"
"Min 1x pro Monat","1999","66 und älter","Realschulabschluss","","","",""
"Min 1x pro Monat","1999","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1999","66 und älter","AkademikerInnen","","","",""
"Seltener","1999","16-34 Jahre alt","(noch) kein Abschluss","132","0.372432132843095","0.325521430968247","0.419342834717943"
"Seltener","1999","16-34 Jahre alt","Hauptschulabschluss","414","0.313176617091361","0.287649271102719","0.338703963080002"
"Seltener","1999","16-34 Jahre alt","Realschulabschluss","411","0.269873031985233","0.247572269929714","0.292173794040753"
"Seltener","1999","16-34 Jahre alt","(Fach-)Abitur","257","0.342123893721129","0.307398092660515","0.376849694781743"
"Seltener","1999","16-34 Jahre alt","AkademikerInnen","127","0.314167820394673","0.269562033570477","0.358773607218869"
"Seltener","1999","35-65 Jahre alt","(noch) kein Abschluss","97","0.281391070196263","0.232351315367264","0.330430825025262"
"Seltener","1999","35-65 Jahre alt","Hauptschulabschluss","1141","0.34765718332979","0.33183479588571","0.36347957077387"
"Seltener","1999","35-65 Jahre alt","Realschulabschluss","472","0.327550681801791","0.305007770368817","0.350093593234765"
"Seltener","1999","35-65 Jahre alt","(Fach-)Abitur","123","0.343112822763868","0.295190122332788","0.391035523194948"
"Seltener","1999","35-65 Jahre alt","AkademikerInnen","395","0.305057932148469","0.280478683271654","0.329637181025284"
"Seltener","1999","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","1999","66 und älter","Hauptschulabschluss","361","0.277832737315882","0.253389211886972","0.302276262744793"
"Seltener","1999","66 und älter","Realschulabschluss","50","0.285170005173455","0.221636834222608","0.348703176124301"
"Seltener","1999","66 und älter","(Fach-)Abitur","","","",""
"Seltener","1999","66 und älter","AkademikerInnen","43","0.252979616969746","0.19196417285911","0.313995061080383"
"Nie","1999","16-34 Jahre alt","(noch) kein Abschluss","214","0.523215482192817","0.474751468915177","0.571679495470458"
"Nie","1999","16-34 Jahre alt","Hauptschulabschluss","694","0.5887484842932","0.561664838766349","0.615832129820051"
"Nie","1999","16-34 Jahre alt","Realschulabschluss","960","0.634793901413743","0.610604442811255","0.658983360016232"
"Nie","1999","16-34 Jahre alt","(Fach-)Abitur","375","0.551716634099197","0.51531483367655","0.588118434521845"
"Nie","1999","16-34 Jahre alt","AkademikerInnen","236","0.568268168805036","0.52067056105445","0.615865776555621"
"Nie","1999","35-65 Jahre alt","(noch) kein Abschluss","122","0.404897458107384","0.35136523766779","0.458429678546979"
"Nie","1999","35-65 Jahre alt","Hauptschulabschluss","1620","0.455374674561006","0.438828720194607","0.471920628927405"
"Nie","1999","35-65 Jahre alt","Realschulabschluss","955","0.520891889554647","0.496896294117829","0.544887484991464"
"Nie","1999","35-65 Jahre alt","(Fach-)Abitur","164","0.434019936416124","0.383989669231435","0.484050203600813"
"Nie","1999","35-65 Jahre alt","AkademikerInnen","751","0.516462282662474","0.489785243391608","0.543139321933339"
"Nie","1999","66 und älter","(noch) kein Abschluss","","","",""
"Nie","1999","66 und älter","Hauptschulabschluss","549","0.416640669891495","0.389737581383248","0.443543758399742"
"Nie","1999","66 und älter","Realschulabschluss","82","0.382010307028357","0.313638763830491","0.450381850226223"
"Nie","1999","66 und älter","(Fach-)Abitur","","","",""
"Nie","1999","66 und älter","AkademikerInnen","109","0.506986588765154","0.436815472117338","0.577157705412971"
"Taeglich","2000","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2000","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2000","16-34 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2000","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2000","16-34 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2000","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2000","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2000","35-65 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2000","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2000","35-65 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2000","66 und älter","(noch) kein Abschluss","","","",""
"Taeglich","2000","66 und älter","Hauptschulabschluss","","","",""
"Taeglich","2000","66 und älter","Realschulabschluss","","","",""
"Taeglich","2000","66 und älter","(Fach-)Abitur","","","",""
"Taeglich","2000","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Woche","2000","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2000","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2000","16-34 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Woche","2000","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2000","16-34 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Woche","2000","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2000","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2000","35-65 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Woche","2000","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2000","35-65 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Woche","2000","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2000","66 und älter","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2000","66 und älter","Realschulabschluss","","","",""
"Min 1x pro Woche","2000","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2000","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Monat","2000","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2000","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Monat","2000","16-34 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Monat","2000","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2000","16-34 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Monat","2000","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2000","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Monat","2000","35-65 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Monat","2000","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2000","35-65 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Monat","2000","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2000","66 und älter","Hauptschulabschluss","","","",""
"Min 1x pro Monat","2000","66 und älter","Realschulabschluss","","","",""
"Min 1x pro Monat","2000","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2000","66 und älter","AkademikerInnen","","","",""
"Seltener","2000","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Seltener","2000","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Seltener","2000","16-34 Jahre alt","Realschulabschluss","","","",""
"Seltener","2000","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Seltener","2000","16-34 Jahre alt","AkademikerInnen","","","",""
"Seltener","2000","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Seltener","2000","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Seltener","2000","35-65 Jahre alt","Realschulabschluss","","","",""
"Seltener","2000","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Seltener","2000","35-65 Jahre alt","AkademikerInnen","","","",""
"Seltener","2000","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","2000","66 und älter","Hauptschulabschluss","","","",""
"Seltener","2000","66 und älter","Realschulabschluss","","","",""
"Seltener","2000","66 und älter","(Fach-)Abitur","","","",""
"Seltener","2000","66 und älter","AkademikerInnen","","","",""
"Nie","2000","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Nie","2000","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Nie","2000","16-34 Jahre alt","Realschulabschluss","","","",""
"Nie","2000","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Nie","2000","16-34 Jahre alt","AkademikerInnen","","","",""
"Nie","2000","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Nie","2000","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Nie","2000","35-65 Jahre alt","Realschulabschluss","","","",""
"Nie","2000","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Nie","2000","35-65 Jahre alt","AkademikerInnen","","","",""
"Nie","2000","66 und älter","(noch) kein Abschluss","","","",""
"Nie","2000","66 und älter","Hauptschulabschluss","","","",""
"Nie","2000","66 und älter","Realschulabschluss","","","",""
"Nie","2000","66 und älter","(Fach-)Abitur","","","",""
"Nie","2000","66 und älter","AkademikerInnen","","","",""
"Taeglich","2001","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2001","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2001","16-34 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2001","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2001","16-34 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2001","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2001","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2001","35-65 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2001","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2001","35-65 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2001","66 und älter","(noch) kein Abschluss","","","",""
"Taeglich","2001","66 und älter","Hauptschulabschluss","","","",""
"Taeglich","2001","66 und älter","Realschulabschluss","","","",""
"Taeglich","2001","66 und älter","(Fach-)Abitur","","","",""
"Taeglich","2001","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Woche","2001","16-34 Jahre alt","(noch) kein Abschluss","41","0.0699029330965301","0.0495680603685945","0.0902378058244656"
"Min 1x pro Woche","2001","16-34 Jahre alt","Hauptschulabschluss","82","0.0486755504000864","0.0379558566649067","0.0593952441352661"
"Min 1x pro Woche","2001","16-34 Jahre alt","Realschulabschluss","119","0.0543827510018993","0.044880801643483","0.0638847003603156"
"Min 1x pro Woche","2001","16-34 Jahre alt","(Fach-)Abitur","55","0.0387335115146084","0.0278880848943825","0.0495789381348344"
"Min 1x pro Woche","2001","16-34 Jahre alt","AkademikerInnen","33","0.0559315035878248","0.0380022003965404","0.0738608067791092"
"Min 1x pro Woche","2001","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2001","35-65 Jahre alt","Hauptschulabschluss","559","0.0975967652890961","0.0897243213349881","0.105469209243204"
"Min 1x pro Woche","2001","35-65 Jahre alt","Realschulabschluss","208","0.0631671074846015","0.0547015012865134","0.0716327136826895"
"Min 1x pro Woche","2001","35-65 Jahre alt","(Fach-)Abitur","103","0.108828718395652","0.0881941013510035","0.1294633354403"
"Min 1x pro Woche","2001","35-65 Jahre alt","AkademikerInnen","212","0.0904074582227117","0.0791371505183268","0.101677765927097"
"Min 1x pro Woche","2001","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2001","66 und älter","Hauptschulabschluss","413","0.187668555986311","0.171922545630161","0.203414566342462"
"Min 1x pro Woche","2001","66 und älter","Realschulabschluss","73","0.191669261907404","0.152998980085792","0.230339543729015"
"Min 1x pro Woche","2001","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2001","66 und älter","AkademikerInnen","65","0.182421788784869","0.145618984108568","0.219224593461169"
"Min 1x pro Monat","2001","16-34 Jahre alt","(noch) kein Abschluss","41","0.0633783902703926","0.0439479647890821","0.0828088157517032"
"Min 1x pro Monat","2001","16-34 Jahre alt","Hauptschulabschluss","103","0.0552376276787483","0.0438576498466917","0.0666176055108049"
"Min 1x pro Monat","2001","16-34 Jahre alt","Realschulabschluss","128","0.0638832991811843","0.0536366209825262","0.0741299773798423"
"Min 1x pro Monat","2001","16-34 Jahre alt","(Fach-)Abitur","81","0.0660344322370835","0.0520761504870492","0.0799927139871178"
"Min 1x pro Monat","2001","16-34 Jahre alt","AkademikerInnen","51","0.0707126873280788","0.0507114397116568","0.0907139349445008"
"Min 1x pro Monat","2001","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2001","35-65 Jahre alt","Hauptschulabschluss","613","0.104657644772792","0.096537353878425","0.112777935667158"
"Min 1x pro Monat","2001","35-65 Jahre alt","Realschulabschluss","280","0.0830504462510476","0.0734470420454919","0.0926538504566033"
