"pli0098_h","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Taeglich","2009","66 und älter","(noch) kein Abschluss","","","",""
"Taeglich","2009","66 und älter","Hauptschulabschluss","","","",""
"Taeglich","2009","66 und älter","Realschulabschluss","","","",""
"Taeglich","2009","66 und älter","(Fach-)Abitur","","","",""
"Taeglich","2009","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Woche","2009","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2009","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2009","16-34 Jahre alt","Realschulabschluss","40","0.0252088727452995","0.016024160712408","0.0343935847781911"
"Min 1x pro Woche","2009","16-34 Jahre alt","(Fach-)Abitur","37","0.0415288290210256","0.0287475434968432","0.054310114545208"
"Min 1x pro Woche","2009","16-34 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Woche","2009","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2009","35-65 Jahre alt","Hauptschulabschluss","225","0.0753475097736023","0.0660303176211972","0.0846647019260074"
"Min 1x pro Woche","2009","35-65 Jahre alt","Realschulabschluss","202","0.0591577940718081","0.050876953622405","0.0674386345212112"
"Min 1x pro Woche","2009","35-65 Jahre alt","(Fach-)Abitur","68","0.0590507930417274","0.0437858105080222","0.0743157755754325"
"Min 1x pro Woche","2009","35-65 Jahre alt","AkademikerInnen","207","0.0697059136654185","0.0599326584564917","0.0794791688743454"
"Min 1x pro Woche","2009","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2009","66 und älter","Hauptschulabschluss","336","0.148937355039376","0.135017509069618","0.162857201009134"
"Min 1x pro Woche","2009","66 und älter","Realschulabschluss","60","0.117939132778493","0.0911777078464337","0.144700557710553"
"Min 1x pro Woche","2009","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2009","66 und älter","AkademikerInnen","98","0.131974778363607","0.109663030095771","0.154286526631443"
"Min 1x pro Monat","2009","16-34 Jahre alt","(noch) kein Abschluss","34","0.0873112176067075","0.0571721703575072","0.117450264855908"
"Min 1x pro Monat","2009","16-34 Jahre alt","Hauptschulabschluss","31","0.0381260891565054","0.023172411367157","0.0530797669458539"
"Min 1x pro Monat","2009","16-34 Jahre alt","Realschulabschluss","56","0.0444901022074725","0.0324096735600018","0.0565705308549432"
"Min 1x pro Monat","2009","16-34 Jahre alt","(Fach-)Abitur","66","0.0524677378280812","0.0381836227768374","0.066751852879325"
"Min 1x pro Monat","2009","16-34 Jahre alt","AkademikerInnen","43","0.0757086975189184","0.0533972097043593","0.0980201853334775"
"Min 1x pro Monat","2009","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2009","35-65 Jahre alt","Hauptschulabschluss","302","0.0803808315733036","0.0707836970224479","0.0899779661241593"
"Min 1x pro Monat","2009","35-65 Jahre alt","Realschulabschluss","245","0.0781394719123981","0.0687188867175893","0.0875600571072069"
"Min 1x pro Monat","2009","35-65 Jahre alt","(Fach-)Abitur","85","0.0822019967655947","0.0644144894384809","0.0999895040927086"
"Min 1x pro Monat","2009","35-65 Jahre alt","AkademikerInnen","251","0.101668301772329","0.0900697051613279","0.113266898383331"
"Min 1x pro Monat","2009","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2009","66 und älter","Hauptschulabschluss","271","0.107569635624564","0.0954557389588284","0.1196835322903"
"Min 1x pro Monat","2009","66 und älter","Realschulabschluss","63","0.133835678691716","0.105585767323413","0.162085590060019"
"Min 1x pro Monat","2009","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2009","66 und älter","AkademikerInnen","102","0.124986171266741","0.103185975226463","0.146786367307019"
"Seltener","2009","16-34 Jahre alt","(noch) kein Abschluss","116","0.305021128932851","0.255864295003112","0.35417796286259"
"Seltener","2009","16-34 Jahre alt","Hauptschulabschluss","158","0.271159525489248","0.23644537914239","0.305873671836107"
"Seltener","2009","16-34 Jahre alt","Realschulabschluss","288","0.249683107147047","0.224323063886319","0.275043150407775"
"Seltener","2009","16-34 Jahre alt","(Fach-)Abitur","272","0.308563115196157","0.278972196853271","0.338154033539043"
"Seltener","2009","16-34 Jahre alt","AkademikerInnen","181","0.318509972471093","0.279214503076618","0.357805441865568"
"Seltener","2009","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Seltener","2009","35-65 Jahre alt","Hauptschulabschluss","1005","0.312453046953532","0.296092233545763","0.328813860361301"
"Seltener","2009","35-65 Jahre alt","Realschulabschluss","881","0.274570327026583","0.258905179324271","0.290235474728895"
"Seltener","2009","35-65 Jahre alt","(Fach-)Abitur","314","0.328979792602134","0.298553238859047","0.35940634634522"
"Seltener","2009","35-65 Jahre alt","AkademikerInnen","759","0.290589740539299","0.273164323991044","0.308015157087553"
"Seltener","2009","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","2009","66 und älter","Hauptschulabschluss","710","0.292762647698814","0.274971978902412","0.310553316495216"
"Seltener","2009","66 und älter","Realschulabschluss","188","0.303028815925489","0.264897625188518","0.34116000666246"
"Seltener","2009","66 und älter","(Fach-)Abitur","53","0.310691662725964","0.240920444805103","0.380462880646825"
"Seltener","2009","66 und älter","AkademikerInnen","224","0.249096523364878","0.220586481888078","0.277606564841677"
"Nie","2009","16-34 Jahre alt","(noch) kein Abschluss","158","0.526821397446151","0.473515238214608","0.580127556677693"
"Nie","2009","16-34 Jahre alt","Hauptschulabschluss","428","0.68292511147519","0.646588428350956","0.719261794599423"
"Nie","2009","16-34 Jahre alt","Realschulabschluss","735","0.680617917900181","0.653300477092101","0.707935358708261"
"Nie","2009","16-34 Jahre alt","(Fach-)Abitur","561","0.597440317954736","0.566022749606295","0.628857886303177"
"Nie","2009","16-34 Jahre alt","AkademikerInnen","290","0.57315226722908","0.531434341369754","0.614870193088406"
"Nie","2009","35-65 Jahre alt","(noch) kein Abschluss","53","0.581945571193876","0.480604616128742","0.68328652625901"
"Nie","2009","35-65 Jahre alt","Hauptschulabschluss","1551","0.531818611699562","0.514204929053055","0.54943229434607"
"Nie","2009","35-65 Jahre alt","Realschulabschluss","1790","0.588132406989211","0.570857075023007","0.605407738955415"
"Nie","2009","35-65 Jahre alt","(Fach-)Abitur","449","0.529767417590544","0.497445335021635","0.562089500159454"
"Nie","2009","35-65 Jahre alt","AkademikerInnen","1391","0.538036044022953","0.518902120721107","0.5571699673248"
"Nie","2009","66 und älter","(noch) kein Abschluss","","","",""
"Nie","2009","66 und älter","Hauptschulabschluss","1196","0.450730361637245","0.431276624189791","0.4701840990847"
"Nie","2009","66 und älter","Realschulabschluss","247","0.445196372604302","0.403960380665302","0.486432364543302"
"Nie","2009","66 und älter","(Fach-)Abitur","68","0.411144509311323","0.336961174839281","0.485327843783366"
"Nie","2009","66 und älter","AkademikerInnen","460","0.493942527004775","0.460984584680909","0.526900469328641"
"Taeglich","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2010","16-34 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2010","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2010","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2010","35-65 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2010","66 und älter","(noch) kein Abschluss","","","",""
"Taeglich","2010","66 und älter","Hauptschulabschluss","","","",""
"Taeglich","2010","66 und älter","Realschulabschluss","","","",""
"Taeglich","2010","66 und älter","(Fach-)Abitur","","","",""
"Taeglich","2010","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Woche","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2010","16-34 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Woche","2010","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Woche","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2010","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2010","35-65 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Woche","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Woche","2010","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2010","66 und älter","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2010","66 und älter","Realschulabschluss","","","",""
"Min 1x pro Woche","2010","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2010","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Monat","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Monat","2010","16-34 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Monat","2010","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Monat","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2010","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Monat","2010","35-65 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Monat","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Monat","2010","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2010","66 und älter","Hauptschulabschluss","","","",""
"Min 1x pro Monat","2010","66 und älter","Realschulabschluss","","","",""
"Min 1x pro Monat","2010","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2010","66 und älter","AkademikerInnen","","","",""
"Seltener","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Seltener","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Seltener","2010","16-34 Jahre alt","Realschulabschluss","","","",""
"Seltener","2010","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Seltener","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"Seltener","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Seltener","2010","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Seltener","2010","35-65 Jahre alt","Realschulabschluss","","","",""
"Seltener","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Seltener","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"Seltener","2010","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","2010","66 und älter","Hauptschulabschluss","","","",""
"Seltener","2010","66 und älter","Realschulabschluss","","","",""
"Seltener","2010","66 und älter","(Fach-)Abitur","","","",""
"Seltener","2010","66 und älter","AkademikerInnen","","","",""
"Nie","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Nie","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Nie","2010","16-34 Jahre alt","Realschulabschluss","","","",""
"Nie","2010","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Nie","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"Nie","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Nie","2010","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Nie","2010","35-65 Jahre alt","Realschulabschluss","","","",""
"Nie","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Nie","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"Nie","2010","66 und älter","(noch) kein Abschluss","","","",""
"Nie","2010","66 und älter","Hauptschulabschluss","","","",""
"Nie","2010","66 und älter","Realschulabschluss","","","",""
"Nie","2010","66 und älter","(Fach-)Abitur","","","",""
"Nie","2010","66 und älter","AkademikerInnen","","","",""
"Taeglich","2011","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2011","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2011","16-34 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2011","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2011","16-34 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2011","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2011","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2011","35-65 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2011","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2011","35-65 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2011","66 und älter","(noch) kein Abschluss","","","",""
"Taeglich","2011","66 und älter","Hauptschulabschluss","","","",""
"Taeglich","2011","66 und älter","Realschulabschluss","","","",""
"Taeglich","2011","66 und älter","(Fach-)Abitur","","","",""
"Taeglich","2011","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Woche","2011","16-34 Jahre alt","(noch) kein Abschluss","49","0.0584924029602714","0.0397306894091849","0.077254116511358"
"Min 1x pro Woche","2011","16-34 Jahre alt","Hauptschulabschluss","54","0.0301933651165144","0.0209234319582019","0.039463298274827"
"Min 1x pro Woche","2011","16-34 Jahre alt","Realschulabschluss","73","0.0242214804824943","0.0173962371305035","0.0310467238344851"
"Min 1x pro Woche","2011","16-34 Jahre alt","(Fach-)Abitur","99","0.059033711563163","0.0469935791617235","0.0710738439646024"
"Min 1x pro Woche","2011","16-34 Jahre alt","AkademikerInnen","42","0.024919761735626","0.0148525223400313","0.0349870011312206"
"Min 1x pro Woche","2011","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2011","35-65 Jahre alt","Hauptschulabschluss","384","0.0712082740743727","0.0638347585452829","0.0785817896034624"
"Min 1x pro Woche","2011","35-65 Jahre alt","Realschulabschluss","377","0.0563680487334266","0.050103153271682","0.0626329441951712"
"Min 1x pro Woche","2011","35-65 Jahre alt","(Fach-)Abitur","205","0.0900069485519215","0.0772685086137397","0.102745388490103"
"Min 1x pro Woche","2011","35-65 Jahre alt","AkademikerInnen","377","0.0716915741510494","0.0638840365881088","0.0794991117139899"
"Min 1x pro Woche","2011","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2011","66 und älter","Hauptschulabschluss","422","0.153279308614942","0.140325167672482","0.166233449557402"
"Min 1x pro Woche","2011","66 und älter","Realschulabschluss","96","0.125528700847407","0.102172476338152","0.148884925356663"
"Min 1x pro Woche","2011","66 und älter","(Fach-)Abitur","43","0.173650592912813","0.125218397594622","0.222082788231004"
"Min 1x pro Woche","2011","66 und älter","AkademikerInnen","133","0.144618846710186","0.123748579899288","0.165489113521083"
"Min 1x pro Monat","2011","16-34 Jahre alt","(noch) kein Abschluss","52","0.0643515290601986","0.0447338942170558","0.0839691639033414"
"Min 1x pro Monat","2011","16-34 Jahre alt","Hauptschulabschluss","68","0.0586612580856036","0.0459313015545644","0.0713912146166428"
"Min 1x pro Monat","2011","16-34 Jahre alt","Realschulabschluss","104","0.0455099146988371","0.0362569502621455","0.0547628791355287"
"Min 1x pro Monat","2011","16-34 Jahre alt","(Fach-)Abitur","98","0.047827960589685","0.0369262956613657","0.0587296255180043"
"Min 1x pro Monat","2011","16-34 Jahre alt","AkademikerInnen","92","0.0844615539504608","0.0665023905123377","0.102420717388584"
"Min 1x pro Monat","2011","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2011","35-65 Jahre alt","Hauptschulabschluss","441","0.0819362038164815","0.0740725470235511","0.0897998606094119"
"Min 1x pro Monat","2011","35-65 Jahre alt","Realschulabschluss","505","0.0767925505791495","0.0695597714100379","0.0840253297482611"
"Min 1x pro Monat","2011","35-65 Jahre alt","(Fach-)Abitur","212","0.0853114609601322","0.072877786430368","0.0977451354898965"
"Min 1x pro Monat","2011","35-65 Jahre alt","AkademikerInnen","505","0.0979211218218448","0.0889262635416592","0.10691598010203"
"Min 1x pro Monat","2011","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2011","66 und älter","Hauptschulabschluss","357","0.12328877899708","0.111466891462848","0.135110666531312"
