,Unnamed: 0,year,bula_h,pgisced97,pli0098_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2187,2187,2017,Bavaria,Upper Secondary Level,At least once per week,0.10008,216,27264,0.08642,0.11323
2188,2188,2017,Bavaria,Upper Secondary Level,At least once per month,0.1417,310,27264,0.1226,0.16125
2189,2189,2017,Bavaria,Upper Secondary Level,Seldom,0.29867,592,27264,0.27495,0.32247
2190,2190,2017,Bavaria,Upper Secondary Level,Never,0.45956,943,27264,0.42568,0.48722
2191,2191,2017,Bavaria,Post-secondary Non-tertiary Level,At least once per month,0.07215,33,27264,0.04949,0.0932
2192,2192,2017,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.35534,87,27264,0.26461,0.46911
2193,2193,2017,Bavaria,Post-secondary Non-tertiary Level,Never,0.57252,160,27264,0.48379,0.6702
2194,2194,2017,Bavaria,First Stage of Tertiary Education,At least once per month,0.13601,42,27264,0.10505,0.1774
2195,2195,2017,Bavaria,First Stage of Tertiary Education,Seldom,0.29163,80,27264,0.22474,0.37982
2196,2196,2017,Bavaria,First Stage of Tertiary Education,Never,0.57236,114,27264,0.44433,0.70824
2197,2197,2017,Bavaria,Second Stage of Tertiary Education,At least once per week,0.07252,106,27264,0.05791,0.09014
2198,2198,2017,Bavaria,Second Stage of Tertiary Education,At least once per month,0.09655,136,27264,0.07921,0.11293
2199,2199,2017,Bavaria,Second Stage of Tertiary Education,Seldom,0.26126,331,27264,0.23057,0.29623
2200,2200,2017,Bavaria,Second Stage of Tertiary Education,Never,0.56968,523,27264,0.50529,0.62866
2201,2201,2017,Berlin,Lower Secondary Level,Never,1.0,66,27264,0.78922,1.34038
2202,2202,2017,Berlin,Upper Secondary Level,Seldom,0.12017,43,27264,0.08143,0.15811
2203,2203,2017,Berlin,Upper Secondary Level,Never,0.87983,286,27264,0.79017,0.97522
2204,2204,2017,Berlin,Post-secondary Non-tertiary Level,Never,1.0,45,27264,0.67895,1.36698
2205,2205,2017,Berlin,First Stage of Tertiary Education,Never,1.0,48,27264,0.73333,1.24659
2206,2206,2017,Berlin,Second Stage of Tertiary Education,At least once per week,0.05699,36,27264,0.03976,0.07751
2207,2207,2017,Berlin,Second Stage of Tertiary Education,Seldom,0.17446,83,27264,0.1206,0.22766
2208,2208,2017,Berlin,Second Stage of Tertiary Education,Never,0.76855,281,27264,0.67378,0.86605
2209,2209,2017,Brandenburg,Primary Level,Never,1.0,49,27264,0.50196,1.604
2210,2210,2017,Brandenburg,Lower Secondary Level,Never,1.0,87,27264,0.7162,1.34697
2211,2211,2017,Brandenburg,Upper Secondary Level,Seldom,0.1124,67,27264,0.09305,0.13488
2212,2212,2017,Brandenburg,Upper Secondary Level,Never,0.8876,442,27264,0.8026,0.9708
2213,2213,2017,Brandenburg,Post-secondary Non-tertiary Level,Never,1.0,61,27264,0.76134,1.24914
2214,2214,2017,Brandenburg,First Stage of Tertiary Education,Never,1.0,45,27264,0.75018,1.28144
2215,2215,2017,Brandenburg,Second Stage of Tertiary Education,Seldom,0.20043,44,27264,0.11175,0.31463
2216,2216,2017,Brandenburg,Second Stage of Tertiary Education,Never,0.79957,183,27264,0.6894,0.92075
2217,2217,2017,Mecklenburg-Western Pomerania,Lower Secondary Level,Never,1.0,35,27264,0.66511,1.38858
2218,2218,2017,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.20531,42,27264,0.13855,0.28395
2219,2219,2017,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.79469,255,27264,0.68745,0.89428
2220,2220,2017,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Never,1.0,36,27264,0.76156,1.30229
2221,2221,2017,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,1.0,104,27264,0.81679,1.18455
2222,2222,2017,Saxony,Primary Level,Never,1.0,51,27264,0.38872,2.02916
2223,2223,2017,Saxony,Lower Secondary Level,Never,1.0,114,27264,0.71429,1.27332
2224,2224,2017,Saxony,Upper Secondary Level,At least once per week,0.04075,48,27264,0.03323,0.05111
2225,2225,2017,Saxony,Upper Secondary Level,At least once per month,0.04632,32,27264,0.02939,0.06419
2226,2226,2017,Saxony,Upper Secondary Level,Seldom,0.11501,96,27264,0.09525,0.14418
2227,2227,2017,Saxony,Upper Secondary Level,Never,0.79793,690,27264,0.73685,0.85908
2228,2228,2017,Saxony,Post-secondary Non-tertiary Level,Never,1.0,69,27264,0.77022,1.25247
2229,2229,2017,Saxony,First Stage of Tertiary Education,Never,1.0,76,27264,0.77808,1.31802
2230,2230,2017,Saxony,Second Stage of Tertiary Education,At least once per month,0.06314,32,27264,0.04296,0.08417
2231,2231,2017,Saxony,Second Stage of Tertiary Education,Seldom,0.22771,79,27264,0.18205,0.2974
2232,2232,2017,Saxony,Second Stage of Tertiary Education,Never,0.70915,315,27264,0.62969,0.79805
2233,2233,2017,Saxony-Anhalt,Primary Level,Never,1.0,44,27264,0.36305,1.83128
2234,2234,2017,Saxony-Anhalt,Lower Secondary Level,Never,1.0,82,27264,0.72358,1.34536
2235,2235,2017,Saxony-Anhalt,Upper Secondary Level,Seldom,0.04928,33,27264,0.03506,0.06355
2236,2236,2017,Saxony-Anhalt,Upper Secondary Level,Never,0.95072,428,27264,0.86949,1.04305
2237,2237,2017,Saxony-Anhalt,Post-secondary Non-tertiary Level,Never,1.0,41,27264,0.74133,1.38936
2238,2238,2017,Saxony-Anhalt,First Stage of Tertiary Education,Never,1.0,59,27264,0.79703,1.30137
2239,2239,2017,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.15334,39,27264,0.11168,0.21466
2240,2240,2017,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.84666,156,27264,0.70283,1.02634
2241,2241,2017,Thuringa,Lower Secondary Level,Never,1.0,54,27264,0.78395,1.31056
2242,2242,2017,Thuringa,Upper Secondary Level,Seldom,0.23771,114,27264,0.18159,0.30908
2243,2243,2017,Thuringa,Upper Secondary Level,Never,0.76229,408,27264,0.69403,0.84765
2244,2244,2017,Thuringa,Post-secondary Non-tertiary Level,Never,1.0,37,27264,0.74009,1.25572
2245,2245,2017,Thuringa,First Stage of Tertiary Education,Never,1.0,37,27264,0.6275,1.53965
2246,2246,2017,Thuringa,Second Stage of Tertiary Education,Seldom,0.26948,48,27264,0.18153,0.36267
2247,2247,2017,Thuringa,Second Stage of Tertiary Education,Never,0.73052,147,27264,0.62411,0.83238
2248,2248,2018,Lower Saxony,Primary Level,Seldom,0.19535,33,1194,0.12332,0.2767
2249,2249,2018,Lower Saxony,Primary Level,Never,0.80465,116,1194,0.63577,1.02162
2250,2250,2018,Lower Saxony,Lower Secondary Level,Never,1.0,55,1194,0.73802,1.29808
2251,2251,2018,Lower Saxony,Upper Secondary Level,Never,1.0,43,1194,0.65835,1.36233
2252,2252,2018,Lower Saxony,Second Stage of Tertiary Education,Never,1.0,44,1194,0.64865,1.32478
2253,2253,2018,North Rhine-Westphalia,Primary Level,At least once per week,0.25341,46,1194,0.17448,0.3147
2254,2254,2018,North Rhine-Westphalia,Primary Level,Seldom,0.17219,44,1194,0.12061,0.22987
2255,2255,2018,North Rhine-Westphalia,Primary Level,Never,0.57439,141,1194,0.48338,0.66949
2256,2256,2018,North Rhine-Westphalia,Lower Secondary Level,Never,1.0,67,1194,0.76827,1.34533
2257,2257,2018,North Rhine-Westphalia,Upper Secondary Level,Never,1.0,69,1194,0.76582,1.27818
2258,2258,2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,1.0,111,1194,0.82303,1.20327
2259,2259,2018,Hesse,Primary Level,Never,1.0,72,1194,0.74771,1.26656
2260,2260,2018,Hesse,Upper Secondary Level,Never,1.0,37,1194,0.68142,1.31391
2261,2261,2018,"Rhineland-Palatinate, Saarland",Primary Level,Never,1.0,33,1194,0.59535,1.62936
2262,2262,2018,Baden-Wuerttemberg,Primary Level,Never,1.0,56,1194,0.71026,1.41773
2263,2263,2018,Baden-Wuerttemberg,Lower Secondary Level,Never,1.0,41,1194,0.58041,1.56473
2264,2264,2018,Bavaria,Primary Level,Never,1.0,70,1194,0.7053,1.37824
2265,2265,2018,Bavaria,Lower Secondary Level,Never,1.0,48,1194,0.5614,1.48875
2266,2266,2018,Bavaria,Upper Secondary Level,Never,1.0,33,1194,0.62649,1.47443
2267,2267,2018,Saxony,Primary Level,Never,1.0,35,1194,0.7239,1.25401
2268,2268,2019,Schleswig-Holstein,Primary Level,Never,1.0,50,25610,0.46587,1.54215
2269,2269,2019,Schleswig-Holstein,Lower Secondary Level,Never,1.0,97,25610,0.81378,1.27356
2270,2270,2019,Schleswig-Holstein,Upper Secondary Level,Seldom,0.25368,102,25610,0.19223,0.31015
2271,2271,2019,Schleswig-Holstein,Upper Secondary Level,Never,0.74632,280,25610,0.65423,0.84593
2272,2272,2019,Schleswig-Holstein,Post-secondary Non-tertiary Level,Never,1.0,64,25610,0.7363,1.3113
2273,2273,2019,Schleswig-Holstein,First Stage of Tertiary Education,Never,1.0,43,25610,0.68305,1.33063
2274,2274,2019,Schleswig-Holstein,Second Stage of Tertiary Education,Seldom,0.23003,74,25610,0.1717,0.31112
2275,2275,2019,Schleswig-Holstein,Second Stage of Tertiary Education,Never,0.76997,141,25610,0.60468,0.94616
2276,2276,2019,Hamburg,Lower Secondary Level,Never,1.0,46,25610,0.6647,1.33249
2277,2277,2019,Hamburg,Upper Secondary Level,Seldom,0.16269,35,25610,0.1106,0.21818
2278,2278,2019,Hamburg,Upper Secondary Level,Never,0.83731,146,25610,0.68557,1.02011
2279,2279,2019,Hamburg,Post-secondary Non-tertiary Level,Never,1.0,36,25610,0.5736,1.65389
2280,2280,2019,Hamburg,Second Stage of Tertiary Education,Seldom,0.36856,54,25610,0.24366,0.50791
2281,2281,2019,Hamburg,Second Stage of Tertiary Education,Never,0.63144,126,25610,0.48887,0.79946
2282,2282,2019,Lower Saxony,Primary Level,Seldom,0.15532,38,25610,0.05621,0.29755
2283,2283,2019,Lower Saxony,Primary Level,Never,0.84468,140,25610,0.60642,1.12278
2284,2284,2019,Lower Saxony,Lower Secondary Level,At least once per week,0.08934,38,25610,0.06368,0.11666
2285,2285,2019,Lower Saxony,Lower Secondary Level,Seldom,0.25507,91,25610,0.19185,0.32286
2286,2286,2019,Lower Saxony,Lower Secondary Level,Never,0.65559,251,25610,0.52778,0.77976
2287,2287,2019,Lower Saxony,Upper Secondary Level,At least once per week,0.06425,68,25610,0.04783,0.07913
2288,2288,2019,Lower Saxony,Upper Secondary Level,At least once per month,0.0815,91,25610,0.06192,0.10328
2289,2289,2019,Lower Saxony,Upper Secondary Level,Seldom,0.29653,367,25610,0.25449,0.32853
2290,2290,2019,Lower Saxony,Upper Secondary Level,Never,0.55772,623,25610,0.51212,0.61501
2291,2291,2019,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.36537,75,25610,0.25561,0.50152
2292,2292,2019,Lower Saxony,Post-secondary Non-tertiary Level,Never,0.63463,118,25610,0.51492,0.75982
2293,2293,2019,Lower Saxony,First Stage of Tertiary Education,Seldom,0.31698,53,25610,0.24977,0.4095
2294,2294,2019,Lower Saxony,First Stage of Tertiary Education,Never,0.68302,62,25610,0.45812,0.90747
2295,2295,2019,Lower Saxony,Second Stage of Tertiary Education,At least once per week,0.0857,57,25610,0.05236,0.12692
2296,2296,2019,Lower Saxony,Second Stage of Tertiary Education,At least once per month,0.10018,57,25610,0.07346,0.13575
2297,2297,2019,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.30115,209,25610,0.25579,0.34477
2298,2298,2019,Lower Saxony,Second Stage of Tertiary Education,Never,0.51297,305,25610,0.43368,0.59053
2299,2299,2019,Bremen,Upper Secondary Level,Never,1.0,53,25610,0.64983,1.33622
2300,2300,2019,Bremen,Second Stage of Tertiary Education,Never,1.0,36,25610,0.66375,1.36942
2301,2301,2019,North Rhine-Westphalia,Pre-primary Level,Never,1.0,56,25610,0.58911,1.64582
2302,2302,2019,North Rhine-Westphalia,Primary Level,At least once per week,0.18885,53,25610,0.07965,0.31832
2303,2303,2019,North Rhine-Westphalia,Primary Level,Seldom,0.21781,70,25610,0.11959,0.32109
2304,2304,2019,North Rhine-Westphalia,Primary Level,Never,0.59335,245,25610,0.44262,0.7887
2305,2305,2019,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.09139,63,25610,0.06852,0.11996
2306,2306,2019,North Rhine-Westphalia,Lower Secondary Level,At least once per month,0.06368,45,25610,0.03329,0.09825
2307,2307,2019,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.17322,125,25610,0.13647,0.21399
2308,2308,2019,North Rhine-Westphalia,Lower Secondary Level,Never,0.67172,461,25610,0.58957,0.76756
2309,2309,2019,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.08062,190,25610,0.06775,0.09301
2310,2310,2019,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.06664,175,25610,0.0555,0.0773
2311,2311,2019,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.27576,614,25610,0.25244,0.29776
2312,2312,2019,North Rhine-Westphalia,Upper Secondary Level,Never,0.57698,1383,25610,0.53981,0.61497
2313,2313,2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,At least once per week,0.10273,54,25610,0.0746,0.136
2314,2314,2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,At least once per month,0.05638,48,25610,0.03623,0.0821
2315,2315,2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.30738,201,25610,0.25217,0.36761
2316,2316,2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.53351,332,25610,0.46642,0.60593
2317,2317,2019,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per month,0.10648,32,25610,0.07074,0.14985
2318,2318,2019,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.31997,88,25610,0.25061,0.4065
2319,2319,2019,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.57354,147,25610,0.46464,0.68275
2320,2320,2019,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.08548,136,25610,0.06706,0.10849
2321,2321,2019,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per month,0.0694,144,25610,0.0569,0.08418
2322,2322,2019,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.31156,433,25610,0.27281,0.35766
2323,2323,2019,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.53357,762,25610,0.47616,0.5972
2324,2324,2019,Hesse,Primary Level,Never,1.0,62,25610,0.55612,1.58302
2325,2325,2019,Hesse,Lower Secondary Level,Seldom,0.18734,41,25610,0.11968,0.24544
2326,2326,2019,Hesse,Lower Secondary Level,Never,0.81266,111,25610,0.62541,1.02984
2327,2327,2019,Hesse,Upper Secondary Level,At least once per week,0.08302,66,25610,0.05303,0.11076
2328,2328,2019,Hesse,Upper Secondary Level,At least once per month,0.06949,71,25610,0.05022,0.09222
2329,2329,2019,Hesse,Upper Secondary Level,Seldom,0.27427,205,25610,0.23503,0.32148
2330,2330,2019,Hesse,Upper Secondary Level,Never,0.57322,407,25610,0.51101,0.65525
2331,2331,2019,Hesse,Post-secondary Non-tertiary Level,Seldom,0.2086,41,25610,0.1446,0.28181
2332,2332,2019,Hesse,Post-secondary Non-tertiary Level,Never,0.7914,94,25610,0.53082,1.05218
2333,2333,2019,Hesse,First Stage of Tertiary Education,Seldom,0.2582,33,25610,0.15114,0.39938
2334,2334,2019,Hesse,First Stage of Tertiary Education,Never,0.7418,44,25610,0.52622,0.97828
2335,2335,2019,Hesse,Second Stage of Tertiary Education,At least once per week,0.11436,55,25610,0.06962,0.15988
2336,2336,2019,Hesse,Second Stage of Tertiary Education,At least once per month,0.0825,52,25610,0.05301,0.11714
2337,2337,2019,Hesse,Second Stage of Tertiary Education,Seldom,0.30071,162,25610,0.23272,0.37215
2338,2338,2019,Hesse,Second Stage of Tertiary Education,Never,0.50243,295,25610,0.4347,0.57458
2339,2339,2019,"Rhineland-Palatinate, Saarland",Primary Level,Never,1.0,53,25610,0.56672,1.55093
2340,2340,2019,"Rhineland-Palatinate, Saarland",Lower Secondary Level,At least once per week,0.1823,31,25610,0.12121,0.25076
2341,2341,2019,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.25753,51,25610,0.1864,0.36154
2342,2342,2019,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.56018,144,25610,0.43879,0.68959
2343,2343,2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.09127,56,25610,0.06481,0.1156
2344,2344,2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.07193,49,25610,0.05108,0.09477
2345,2345,2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.31529,213,25610,0.26816,0.36445
2346,2346,2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.5215,369,25610,0.45943,0.58373
2347,2347,2019,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Seldom,0.37426,42,25610,0.27392,0.50143
2348,2348,2019,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Never,0.62574,62,25610,0.42682,0.89349
2349,2349,2019,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Never,1.0,44,25610,0.74402,1.27088
2350,2350,2019,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,At least once per month,0.11427,35,25610,0.06773,0.16566
2351,2351,2019,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.33595,110,25610,0.26282,0.40288
2352,2352,2019,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Never,0.54979,165,25610,0.45513,0.69808
2353,2353,2019,Baden-Wuerttemberg,Primary Level,Seldom,0.40925,36,25610,0.09002,0.71299
2354,2354,2019,Baden-Wuerttemberg,Primary Level,Never,0.59075,82,25610,0.30117,0.89196
2355,2355,2019,Baden-Wuerttemberg,Lower Secondary Level,At least once per month,0.17582,41,25610,0.1257,0.22821
2356,2356,2019,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.32531,105,25610,0.24027,0.40571
2357,2357,2019,Baden-Wuerttemberg,Lower Secondary Level,Never,0.49887,165,25610,0.40503,0.60988
2358,2358,2019,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.08921,124,25610,0.07218,0.10816
2359,2359,2019,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.10302,140,25610,0.08359,0.12251
2360,2360,2019,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.32431,374,25610,0.28382,0.36588
2361,2361,2019,Baden-Wuerttemberg,Upper Secondary Level,Never,0.48346,550,25610,0.43633,0.52486
2362,2362,2019,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,At least once per month,0.10114,31,25610,0.06326,0.14438
2363,2363,2019,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.3166,73,25610,0.2428,0.40564
2364,2364,2019,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.58226,116,25610,0.47578,0.69714
2365,2365,2019,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.45693,75,25610,0.29395,0.61806
2366,2366,2019,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.54307,79,25610,0.4038,0.71915
2367,2367,2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per week,0.08591,82,25610,0.06293,0.11217
2368,2368,2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per month,0.08966,110,25610,0.06648,0.11539
2369,2369,2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.31952,321,25610,0.27138,0.35828
2370,2370,2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.50491,420,25610,0.44294,0.57238
2371,2371,2019,Bavaria,Primary Level,Seldom,0.24294,39,25610,0.08224,0.47698
2372,2372,2019,Bavaria,Primary Level,Never,0.75706,105,25610,0.40362,1.20816
2373,2373,2019,Bavaria,Lower Secondary Level,At least once per week,0.15796,49,25610,0.10674,0.20657
2374,2374,2019,Bavaria,Lower Secondary Level,At least once per month,0.10313,39,25610,0.06642,0.13906
2375,2375,2019,Bavaria,Lower Secondary Level,Seldom,0.23246,114,25610,0.17706,0.28835
2376,2376,2019,Bavaria,Lower Secondary Level,Never,0.50645,226,25610,0.42509,0.59184
2377,2377,2019,Bavaria,Upper Secondary Level,At least once per week,0.09034,189,25610,0.07529,0.1067
2378,2378,2019,Bavaria,Upper Secondary Level,At least once per month,0.11776,240,25610,0.10037,0.13754
