,Unnamed: 0,year,bula_h,sex,pli0098_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1590,1590,2019,Berlin,male,Never,0.81998,421,28254,0.71783,0.89697
1591,1591,2019,Berlin,female,At least once per week,0.04207,32,28254,0.0295,0.05265
1592,1592,2019,Berlin,female,Seldom,0.15555,95,28254,0.10422,0.21352
1593,1593,2019,Berlin,female,Never,0.80238,396,28254,0.7188,0.88367
1594,1594,2019,Brandenburg,male,Seldom,0.16636,102,28254,0.11942,0.21072
1595,1595,2019,Brandenburg,male,Never,0.83364,432,28254,0.74432,0.92238
1596,1596,2019,Brandenburg,female,Seldom,0.19199,124,28254,0.14919,0.23862
1597,1597,2019,Brandenburg,female,Never,0.80801,453,28254,0.71008,0.89349
1598,1598,2019,Mecklenburg-Western Pomerania,male,Seldom,0.09094,44,28254,0.059,0.12663
1599,1599,2019,Mecklenburg-Western Pomerania,male,Never,0.90906,243,28254,0.75615,1.09833
1600,1600,2019,Mecklenburg-Western Pomerania,female,Seldom,0.14923,42,28254,0.11136,0.20337
1601,1601,2019,Mecklenburg-Western Pomerania,female,Never,0.85077,267,28254,0.73625,0.96279
1602,1602,2019,Saxony,male,At least once per week,0.03806,42,28254,0.02514,0.05633
1603,1603,2019,Saxony,male,At least once per month,0.04265,36,28254,0.02915,0.05511
1604,1604,2019,Saxony,male,Seldom,0.17671,152,28254,0.13541,0.2268
1605,1605,2019,Saxony,male,Never,0.74259,619,28254,0.67029,0.8227
1606,1606,2019,Saxony,female,At least once per week,0.03855,48,28254,0.03028,0.04938
1607,1607,2019,Saxony,female,At least once per month,0.06924,57,28254,0.05416,0.08733
1608,1608,2019,Saxony,female,Seldom,0.15318,141,28254,0.12041,0.199
1609,1609,2019,Saxony,female,Never,0.73903,637,28254,0.67513,0.82379
1610,1610,2019,Saxony-Anhalt,male,Seldom,0.119,64,28254,0.07868,0.16746
1611,1611,2019,Saxony-Anhalt,male,Never,0.881,342,28254,0.76306,1.0192
1612,1612,2019,Saxony-Anhalt,female,Seldom,0.12426,73,28254,0.08944,0.1557
1613,1613,2019,Saxony-Anhalt,female,Never,0.87574,409,28254,0.7758,0.97417
1614,1614,2019,Thuringa,male,At least once per week,0.05555,41,28254,0.02786,0.08715
1615,1615,2019,Thuringa,male,At least once per month,0.06425,33,28254,0.03773,0.08901
1616,1616,2019,Thuringa,male,Seldom,0.16458,93,28254,0.11133,0.23011
1617,1617,2019,Thuringa,male,Never,0.71562,303,28254,0.60807,0.83976
1618,1618,2019,Thuringa,female,Seldom,0.21756,112,28254,0.16333,0.29728
1619,1619,2019,Thuringa,female,Never,0.78244,346,28254,0.68391,0.88795
