"pli0098_h","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Woche","2009","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2009","16-34 Jahre alt","indirekter Migrationshintergrund","41","0.0585200147542059","0.0383065402720559","0.078733489236356"
"Min 1x pro Woche","2009","35-65 Jahre alt","kein Migrationshintergrund","554","0.0568073130575735","0.051926484464882","0.0616881416502649"
"Min 1x pro Woche","2009","35-65 Jahre alt","direkter Migrationshintergrund","137","0.121955223687444","0.101883080089758","0.142027367285131"
"Min 1x pro Woche","2009","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2009","66 und älter","kein Migrationshintergrund","472","0.136324169224099","0.125476955065753","0.147171383382445"
"Min 1x pro Woche","2009","66 und älter","direkter Migrationshintergrund","59","0.197304919864493","0.155003700113447","0.239606139615539"
"Min 1x pro Woche","2009","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2009","16-34 Jahre alt","kein Migrationshintergrund","176","0.0477016683942209","0.0402938926363496","0.0551094441520921"
"Min 1x pro Monat","2009","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2009","16-34 Jahre alt","indirekter Migrationshintergrund","45","0.0658169618199102","0.0444635087227921","0.0871704149170284"
"Min 1x pro Monat","2009","35-65 Jahre alt","kein Migrationshintergrund","728","0.0776189843139617","0.071977019473329","0.0832609491545944"
"Min 1x pro Monat","2009","35-65 Jahre alt","direkter Migrationshintergrund","150","0.135043644806051","0.114079874508194","0.156007415103909"
"Min 1x pro Monat","2009","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2009","66 und älter","kein Migrationshintergrund","418","0.114874032847936","0.104793815962223","0.124954249733649"
"Min 1x pro Monat","2009","66 und älter","direkter Migrationshintergrund","44","0.114763728079005","0.0808839500217679","0.148643506136241"
"Min 1x pro Monat","2009","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","2009","16-34 Jahre alt","kein Migrationshintergrund","870","0.263559513117007","0.2482471327889","0.278871893445115"
"Seltener","2009","16-34 Jahre alt","direkter Migrationshintergrund","105","0.365437657564893","0.310485989491138","0.420389325638647"
"Seltener","2009","16-34 Jahre alt","indirekter Migrationshintergrund","148","0.292426923599507","0.253254761903154","0.331599085295859"
"Seltener","2009","35-65 Jahre alt","kein Migrationshintergrund","2617","0.297482660822788","0.287843248170193","0.307122073475383"
"Seltener","2009","35-65 Jahre alt","direkter Migrationshintergrund","306","0.275253762429709","0.247857278010351","0.302650246849068"
"Seltener","2009","35-65 Jahre alt","indirekter Migrationshintergrund","66","0.385841668391101","0.316441275954934","0.455242060827269"
"Seltener","2009","66 und älter","kein Migrationshintergrund","1089","0.286069248763062","0.2717829399482","0.300355557577924"
"Seltener","2009","66 und älter","direkter Migrationshintergrund","101","0.282610035207018","0.234749222304874","0.330470848109163"
"Seltener","2009","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","2009","16-34 Jahre alt","kein Migrationshintergrund","2030","0.661595041284777","0.645149468246249","0.678040614323305"
"Nie","2009","16-34 Jahre alt","direkter Migrationshintergrund","138","0.506884032280476","0.449832682860986","0.563935381699965"
"Nie","2009","16-34 Jahre alt","indirekter Migrationshintergrund","284","0.583236099826377","0.54077898713489","0.625693212517864"
"Nie","2009","35-65 Jahre alt","kein Migrationshintergrund","4741","0.568091041805677","0.55764633397058","0.578535749640774"
"Nie","2009","35-65 Jahre alt","direkter Migrationshintergrund","428","0.467747369076795","0.437141846091133","0.498352892062457"
"Nie","2009","35-65 Jahre alt","indirekter Migrationshintergrund","85","0.438563833335644","0.367820781884419","0.50930688478687"
"Nie","2009","66 und älter","kein Migrationshintergrund","1865","0.462732549164903","0.446970354328914","0.478494744000892"
"Nie","2009","66 und älter","direkter Migrationshintergrund","136","0.405321316849484","0.353135853904615","0.457506779794353"
"Nie","2009","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","2010","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2010","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2010","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2010","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2010","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2010","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2010","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","2010","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","2010","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","66 und älter","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2010","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","66 und älter","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2010","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","2010","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Seltener","2010","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Seltener","2010","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","2010","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Seltener","2010","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Seltener","2010","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","2010","66 und älter","kein Migrationshintergrund","","","",""
"Seltener","2010","66 und älter","direkter Migrationshintergrund","","","",""
"Seltener","2010","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","2010","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Nie","2010","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Nie","2010","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","2010","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Nie","2010","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Nie","2010","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","2010","66 und älter","kein Migrationshintergrund","","","",""
"Nie","2010","66 und älter","direkter Migrationshintergrund","","","",""
"Nie","2010","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","2011","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2011","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2011","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2011","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2011","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2011","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2011","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","2011","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","2011","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2011","16-34 Jahre alt","kein Migrationshintergrund","200","0.0273760882063259","0.0229155993772844","0.0318365770353675"
"Min 1x pro Woche","2011","16-34 Jahre alt","direkter Migrationshintergrund","77","0.0772383444130382","0.059559361102952","0.0949173277231243"
"Min 1x pro Woche","2011","16-34 Jahre alt","indirekter Migrationshintergrund","75","0.0646504691594683","0.0475674603854959","0.0817334779334408"
"Min 1x pro Woche","2011","35-65 Jahre alt","kein Migrationshintergrund","1046","0.0585606726635445","0.0546670928242642","0.0624542525028248"
"Min 1x pro Woche","2011","35-65 Jahre alt","direkter Migrationshintergrund","277","0.124668007383982","0.110009715469339","0.139326299298626"
"Min 1x pro Woche","2011","35-65 Jahre alt","indirekter Migrationshintergrund","48","0.0908066248143626","0.0656713793612951","0.11594187026743"
"Min 1x pro Woche","2011","66 und älter","kein Migrationshintergrund","638","0.144271283215825","0.134278073380114","0.154264493051535"
"Min 1x pro Woche","2011","66 und älter","direkter Migrationshintergrund","69","0.185030998838418","0.147893193338772","0.222168804338064"
"Min 1x pro Woche","2011","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2011","16-34 Jahre alt","kein Migrationshintergrund","325","0.0534045112436773","0.0472584699100004","0.0595505525773542"
"Min 1x pro Monat","2011","16-34 Jahre alt","direkter Migrationshintergrund","66","0.0658937300597489","0.0494645372005597","0.0823229229189381"
"Min 1x pro Monat","2011","16-34 Jahre alt","indirekter Migrationshintergrund","54","0.0512110653206624","0.0358981363563981","0.0665239942849267"
"Min 1x pro Monat","2011","35-65 Jahre alt","kein Migrationshintergrund","1425","0.0799089748226102","0.0754125942291908","0.0844053554160295"
"Min 1x pro Monat","2011","35-65 Jahre alt","direkter Migrationshintergrund","218","0.11730500105035","0.103026485685729","0.13158351641497"
"Min 1x pro Monat","2011","35-65 Jahre alt","indirekter Migrationshintergrund","58","0.0880260483264159","0.0632408126777802","0.112811283975052"
"Min 1x pro Monat","2011","66 und älter","kein Migrationshintergrund","538","0.117325677059326","0.108173091712106","0.126478262406546"
"Min 1x pro Monat","2011","66 und älter","direkter Migrationshintergrund","63","0.141651237388754","0.108303565111203","0.174998909666306"
"Min 1x pro Monat","2011","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","2011","16-34 Jahre alt","kein Migrationshintergrund","1258","0.242847343383016","0.231125856853887","0.254568829912145"
"Seltener","2011","16-34 Jahre alt","direkter Migrationshintergrund","200","0.255185672176429","0.226315578540804","0.284055765812053"
"Seltener","2011","16-34 Jahre alt","indirekter Migrationshintergrund","192","0.26366188074267","0.233052547331884","0.294271214153456"
"Seltener","2011","35-65 Jahre alt","kein Migrationshintergrund","3889","0.276333987584867","0.268918561197281","0.283749413972453"
"Seltener","2011","35-65 Jahre alt","direkter Migrationshintergrund","526","0.274520263196186","0.254717795978279","0.294322730414093"
"Seltener","2011","35-65 Jahre alt","indirekter Migrationshintergrund","159","0.305705464811389","0.265404104341687","0.346006825281091"
"Seltener","2011","66 und älter","kein Migrationshintergrund","1319","0.285562688494505","0.272716336992228","0.298409039996781"
"Seltener","2011","66 und älter","direkter Migrationshintergrund","102","0.235058354437008","0.194505125028947","0.275611583845069"
"Seltener","2011","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","2011","16-34 Jahre alt","kein Migrationshintergrund","3358","0.676372057166981","0.663582953018333","0.689161161315629"
"Nie","2011","16-34 Jahre alt","direkter Migrationshintergrund","533","0.601682253350785","0.56926363757553","0.634100869126039"
"Nie","2011","16-34 Jahre alt","indirekter Migrationshintergrund","475","0.620476584777199","0.586765436690411","0.654187732863988"
"Nie","2011","35-65 Jahre alt","kein Migrationshintergrund","7610","0.585196364928979","0.577026366469496","0.593366363388461"
"Nie","2011","35-65 Jahre alt","direkter Migrationshintergrund","930","0.483506728369482","0.461332268423412","0.505681188315551"
"Nie","2011","35-65 Jahre alt","indirekter Migrationshintergrund","237","0.515461862047832","0.471744043359584","0.559179680736081"
"Nie","2011","66 und älter","kein Migrationshintergrund","2254","0.452840351230345","0.438683176358913","0.466997526101777"
"Nie","2011","66 und älter","direkter Migrationshintergrund","186","0.43825940933582","0.39080714143283","0.48571167723881"
"Nie","2011","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","2012","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2012","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2012","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2012","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2012","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2012","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2012","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","2012","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","2012","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","66 und älter","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","66 und älter","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","2012","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Seltener","2012","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Seltener","2012","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","2012","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Seltener","2012","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Seltener","2012","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","2012","66 und älter","kein Migrationshintergrund","","","",""
"Seltener","2012","66 und älter","direkter Migrationshintergrund","","","",""
"Seltener","2012","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","2012","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Nie","2012","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Nie","2012","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","2012","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Nie","2012","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Nie","2012","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","2012","66 und älter","kein Migrationshintergrund","","","",""
"Nie","2012","66 und älter","direkter Migrationshintergrund","","","",""
"Nie","2012","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","2013","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2013","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2013","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2013","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2013","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2013","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2013","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","2013","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","2013","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2013","16-34 Jahre alt","kein Migrationshintergrund","162","0.0323896968135757","0.0271426850750598","0.0376367085520917"
"Min 1x pro Woche","2013","16-34 Jahre alt","direkter Migrationshintergrund","45","0.0442725382897803","0.0278407780623138","0.0607042985172469"
"Min 1x pro Woche","2013","16-34 Jahre alt","indirekter Migrationshintergrund","62","0.0514102965268673","0.0345370208637228","0.0682835721900118"
"Min 1x pro Woche","2013","35-65 Jahre alt","kein Migrationshintergrund","901","0.0613164732487067","0.0571430058439329","0.0654899406534805"
"Min 1x pro Woche","2013","35-65 Jahre alt","direkter Migrationshintergrund","225","0.114581551554719","0.0993957971660332","0.129767305943404"
"Min 1x pro Woche","2013","35-65 Jahre alt","indirekter Migrationshintergrund","46","0.068941122923514","0.0471653204568621","0.0907169253901658"
"Min 1x pro Woche","2013","66 und älter","kein Migrationshintergrund","593","0.140379172800252","0.130323049478569","0.150435296121934"
"Min 1x pro Woche","2013","66 und älter","direkter Migrationshintergrund","58","0.183222267677242","0.143804838087142","0.222639697267343"
"Min 1x pro Woche","2013","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2013","16-34 Jahre alt","kein Migrationshintergrund","253","0.0430420086093187","0.0370267950039907","0.0490572222146467"
"Min 1x pro Monat","2013","16-34 Jahre alt","direkter Migrationshintergrund","43","0.0947902763935757","0.0713907888994628","0.118189763887689"
"Min 1x pro Monat","2013","16-34 Jahre alt","indirekter Migrationshintergrund","57","0.0517772248878927","0.0348471172114289","0.0687073325643565"
"Min 1x pro Monat","2013","35-65 Jahre alt","kein Migrationshintergrund","1207","0.0754430163094937","0.0708486543479131","0.0800373782710743"
"Min 1x pro Monat","2013","35-65 Jahre alt","direkter Migrationshintergrund","207","0.122321128611024","0.106699608212517","0.13794264900953"
"Min 1x pro Monat","2013","35-65 Jahre alt","indirekter Migrationshintergrund","58","0.110836602317232","0.0838543120743905","0.137818892560074"
"Min 1x pro Monat","2013","66 und älter","kein Migrationshintergrund","513","0.120514013404241","0.111089498113542","0.12993852869494"
"Min 1x pro Monat","2013","66 und älter","direkter Migrationshintergrund","34","0.106577697278589","0.0751357966973313","0.138019597859846"
"Min 1x pro Monat","2013","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","2013","16-34 Jahre alt","kein Migrationshintergrund","1116","0.253081921024236","0.240195705245826","0.265968136802646"
"Seltener","2013","16-34 Jahre alt","direkter Migrationshintergrund","139","0.278634799178998","0.24282143517065","0.314448163187346"
"Seltener","2013","16-34 Jahre alt","indirekter Migrationshintergrund","145","0.209739340869991","0.178632187186005","0.240846494553978"
"Seltener","2013","35-65 Jahre alt","kein Migrationshintergrund","3569","0.270506531108993","0.262778863639098","0.278234198578887"
"Seltener","2013","35-65 Jahre alt","direkter Migrationshintergrund","452","0.273837496521635","0.252577259282497","0.295097733760773"
"Seltener","2013","35-65 Jahre alt","indirekter Migrationshintergrund","149","0.268934156089261","0.230823392728574","0.307044919449947"
"Seltener","2013","66 und älter","kein Migrationshintergrund","1238","0.273257836944327","0.260357463628943","0.286158210259712"
"Seltener","2013","66 und älter","direkter Migrationshintergrund","97","0.227369680699398","0.184662649898528","0.270076711500268"
"Seltener","2013","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","2013","16-34 Jahre alt","kein Migrationshintergrund","2836","0.669768586679932","0.655829640821269","0.683707532538595"
"Nie","2013","16-34 Jahre alt","direkter Migrationshintergrund","371","0.580140916218703","0.54071621864923","0.619565613788177"
"Nie","2013","16-34 Jahre alt","indirekter Migrationshintergrund","389","0.684755485197661","0.649255622490288","0.720255347905034"
"Nie","2013","35-65 Jahre alt","kein Migrationshintergrund","7000","0.59163903599775","0.583088381379097","0.600189690616403"
"Nie","2013","35-65 Jahre alt","direkter Migrationshintergrund","797","0.480709399437471","0.456888877312352","0.504529921562591"
"Nie","2013","35-65 Jahre alt","indirekter Migrationshintergrund","266","0.54941688375032","0.506652238178991","0.592181529321649"
"Nie","2013","66 und älter","kein Migrationshintergrund","2230","0.463319959253161","0.448884719104596","0.477755199401725"
"Nie","2013","66 und älter","direkter Migrationshintergrund","179","0.480110599929098","0.429204086002518","0.531017113855678"
"Nie","2013","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","2014","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2014","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2014","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2014","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2014","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2014","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2014","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","2014","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","2014","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","66 und älter","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","66 und älter","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","2014","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Seltener","2014","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Seltener","2014","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","2014","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Seltener","2014","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Seltener","2014","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","2014","66 und älter","kein Migrationshintergrund","","","",""
"Seltener","2014","66 und älter","direkter Migrationshintergrund","","","",""
"Seltener","2014","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","2014","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Nie","2014","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Nie","2014","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","2014","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Nie","2014","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Nie","2014","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","2014","66 und älter","kein Migrationshintergrund","","","",""
"Nie","2014","66 und älter","direkter Migrationshintergrund","","","",""
"Nie","2014","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","2015","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2015","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2015","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","2015","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2015","16-34 Jahre alt","kein Migrationshintergrund","128","0.0284316823817754","0.0231199721403108","0.0337433926232401"
"Min 1x pro Woche","2015","16-34 Jahre alt","direkter Migrationshintergrund","147","0.0745378562621391","0.0628775502064546","0.0861981623178236"
"Min 1x pro Woche","2015","16-34 Jahre alt","indirekter Migrationshintergrund","91","0.0697418495742785","0.0539391496772237","0.0855445494713333"
"Min 1x pro Woche","2015","35-65 Jahre alt","kein Migrationshintergrund","690","0.0503959069120876","0.0463083721790351","0.0544834416451401"
"Min 1x pro Woche","2015","35-65 Jahre alt","direkter Migrationshintergrund","419","0.137073599666404","0.125732894517176","0.148414304815632"
"Min 1x pro Woche","2015","35-65 Jahre alt","indirekter Migrationshintergrund","56","0.052483653285579","0.0357349989484047","0.0692323076227534"
"Min 1x pro Woche","2015","66 und älter","kein Migrationshintergrund","536","0.134399834086076","0.124434316361148","0.144365351811005"
"Min 1x pro Woche","2015","66 und älter","direkter Migrationshintergrund","63","0.173977403490206","0.13831212555898","0.209642681421433"
"Min 1x pro Woche","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2015","16-34 Jahre alt","kein Migrationshintergrund","217","0.0376897312244758","0.0316032609603313","0.0437762014886202"
"Min 1x pro Monat","2015","16-34 Jahre alt","direkter Migrationshintergrund","175","0.0693728963852732","0.0580924851251584","0.080653307645388"
"Min 1x pro Monat","2015","16-34 Jahre alt","indirekter Migrationshintergrund","89","0.078473116763584","0.0617892283687444","0.0951570051584236"
"Min 1x pro Monat","2015","35-65 Jahre alt","kein Migrationshintergrund","997","0.0650517897468545","0.0604437529687514","0.0696598265249575"
"Min 1x pro Monat","2015","35-65 Jahre alt","direkter Migrationshintergrund","384","0.103499187566446","0.0934548780654793","0.113543497067412"
"Min 1x pro Monat","2015","35-65 Jahre alt","indirekter Migrationshintergrund","66","0.0835041707924296","0.0627266433105921","0.104281698274267"
"Min 1x pro Monat","2015","66 und älter","kein Migrationshintergrund","485","0.112240417734263","0.103017588751824","0.121463246716702"
"Min 1x pro Monat","2015","66 und älter","direkter Migrationshintergrund","56","0.154155363359059","0.120182836879085","0.188127889839034"
"Min 1x pro Monat","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","2015","16-34 Jahre alt","kein Migrationshintergrund","900","0.245462273065394","0.231708264837119","0.259216281293669"
"Seltener","2015","16-34 Jahre alt","direkter Migrationshintergrund","420","0.210236858442761","0.192146589175506","0.228327127710017"
"Seltener","2015","16-34 Jahre alt","indirekter Migrationshintergrund","238","0.230596920543153","0.204464085197259","0.256729755889047"
"Seltener","2015","35-65 Jahre alt","kein Migrationshintergrund","3065","0.2687012422431","0.260418487735389","0.276983996750811"
"Seltener","2015","35-65 Jahre alt","direkter Migrationshintergrund","851","0.237618547024939","0.223583864227169","0.251653229822708"
