year,bula_h,pgisced97,plj0588,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Brandenburg,Second Stage of Tertiary Education,Sometimes,0.13820,32,238,0.09426,0.18214
2017,Brandenburg,Second Stage of Tertiary Education,Seldom,0.54315,129,238,0.47973,0.60658
2017,Brandenburg,Second Stage of Tertiary Education,Never,0.25829,77,238,0.20256,0.31402
2017,Mecklenburg-Western Pomerania,Upper Secondary Level,Sometimes,0.21148,60,277,0.16330,0.25965
2017,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.43324,128,277,0.37478,0.49170
2017,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.26349,89,277,0.21151,0.31546
2017,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.44009,60,110,0.34690,0.53329
2017,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,0.31266,50,110,0.22563,0.39968
2017,Saxony,Lower Secondary Level,Seldom,0.47835,50,90,0.37456,0.58213
2017,Saxony,Lower Secondary Level,Never,0.32459,40,90,0.22731,0.42187
2017,Saxony,Upper Secondary Level,Often,0.03711,35,852,0.02441,0.04981
2017,Saxony,Upper Secondary Level,Sometimes,0.21860,160,852,0.19083,0.24637
2017,Saxony,Upper Secondary Level,Seldom,0.45862,387,852,0.42514,0.49210
2017,Saxony,Upper Secondary Level,Never,0.27333,270,852,0.24339,0.30328
2017,Saxony,Post-secondary Non-tertiary Level,Seldom,0.52070,38,38,0.35973,0.68167
2017,Saxony,First Stage of Tertiary Education,Seldom,0.48841,53,98,0.38893,0.58789
2017,Saxony,First Stage of Tertiary Education,Never,0.35650,45,98,0.26118,0.45182
2017,Saxony,Second Stage of Tertiary Education,Sometimes,0.19511,78,423,0.15730,0.23291
2017,Saxony,Second Stage of Tertiary Education,Seldom,0.43688,197,423,0.38956,0.48421
2017,Saxony,Second Stage of Tertiary Education,Never,0.31750,148,423,0.27309,0.36192
2017,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.17527,91,452,0.14018,0.21035
2017,Saxony-Anhalt,Upper Secondary Level,Seldom,0.45143,212,452,0.40551,0.49736
2017,Saxony-Anhalt,Upper Secondary Level,Never,0.30358,149,452,0.26114,0.34602
2017,Saxony-Anhalt,First Stage of Tertiary Education,Seldom,0.57378,38,38,0.41444,0.73313
2017,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.49256,99,167,0.41651,0.56862
2017,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.30117,68,167,0.23138,0.37096
2017,Thuringa,Upper Secondary Level,Often,0.08171,43,551,0.05882,0.10460
2017,Thuringa,Upper Secondary Level,Sometimes,0.19468,128,551,0.16159,0.22778
2017,Thuringa,Upper Secondary Level,Seldom,0.34435,195,551,0.30464,0.38407
2017,Thuringa,Upper Secondary Level,Never,0.35856,185,551,0.31848,0.39864
2017,Thuringa,First Stage of Tertiary Education,Seldom,0.68510,36,36,0.53122,0.83898
2017,Thuringa,Second Stage of Tertiary Education,Sometimes,0.26371,51,222,0.20561,0.32181
2017,Thuringa,Second Stage of Tertiary Education,Seldom,0.42507,97,222,0.35989,0.49025
2017,Thuringa,Second Stage of Tertiary Education,Never,0.27288,74,222,0.21415,0.33161
2021,Schleswig-Holstein,Lower Secondary Level,Seldom,0.67700,38,38,0.52632,0.82768
2021,Schleswig-Holstein,Upper Secondary Level,Sometimes,0.20811,60,287,0.16106,0.25516
2021,Schleswig-Holstein,Upper Secondary Level,Seldom,0.46656,122,287,0.40874,0.52438
2021,Schleswig-Holstein,Upper Secondary Level,Never,0.25745,105,287,0.20677,0.30812
2021,Schleswig-Holstein,Second Stage of Tertiary Education,Sometimes,0.14986,37,195,0.09963,0.20008
2021,Schleswig-Holstein,Second Stage of Tertiary Education,Seldom,0.42052,84,195,0.35105,0.48998
2021,Schleswig-Holstein,Second Stage of Tertiary Education,Never,0.39942,74,195,0.33049,0.46834
2021,Hamburg,Upper Secondary Level,Seldom,0.46127,50,103,0.36453,0.55802
2021,Hamburg,Upper Secondary Level,Never,0.34888,53,103,0.25638,0.44137
2021,Hamburg,Second Stage of Tertiary Education,Seldom,0.39718,58,130,0.31274,0.48162
2021,Hamburg,Second Stage of Tertiary Education,Never,0.47460,72,130,0.38842,0.56077
2021,Lower Saxony,Primary Level,Sometimes,0.11973,37,78,0.04721,0.19224
2021,Lower Saxony,Primary Level,Never,0.25644,41,78,0.15890,0.35397
2021,Lower Saxony,Lower Secondary Level,Sometimes,0.28254,60,197,0.21951,0.34557
2021,Lower Saxony,Lower Secondary Level,Seldom,0.43395,79,197,0.36456,0.50334
2021,Lower Saxony,Lower Secondary Level,Never,0.22613,58,197,0.16756,0.28469
2021,Lower Saxony,Upper Secondary Level,Often,0.03494,40,711,0.02143,0.04844
2021,Lower Saxony,Upper Secondary Level,Sometimes,0.21616,149,711,0.18588,0.24644
2021,Lower Saxony,Upper Secondary Level,Seldom,0.48489,313,711,0.44813,0.52165
2021,Lower Saxony,Upper Secondary Level,Never,0.24789,209,711,0.21613,0.27966
2021,Lower Saxony,Post-secondary Non-tertiary Level,Sometimes,0.16444,31,145,0.10390,0.22498
2021,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.56185,80,145,0.48081,0.64289
2021,Lower Saxony,Post-secondary Non-tertiary Level,Never,0.22588,34,145,0.15758,0.29418
2021,Lower Saxony,First Stage of Tertiary Education,Seldom,0.24448,34,34,0.09784,0.39111
2021,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.19147,96,458,0.15539,0.22754
2021,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.52042,229,458,0.47462,0.56623
2021,Lower Saxony,Second Stage of Tertiary Education,Never,0.25736,133,458,0.21728,0.29744
2021,North Rhine-Westphalia,No answer / don't know,Sometimes,0.24744,49,178,0.18387,0.31101
2021,North Rhine-Westphalia,No answer / don't know,Seldom,0.42075,62,178,0.34802,0.49348
2021,North Rhine-Westphalia,No answer / don't know,Never,0.26239,67,178,0.19758,0.32720
2021,North Rhine-Westphalia,Primary Level,Sometimes,0.41260,73,194,0.34314,0.48205
2021,North Rhine-Westphalia,Primary Level,Seldom,0.21378,36,194,0.15594,0.27162
2021,North Rhine-Westphalia,Primary Level,Never,0.28130,85,194,0.21786,0.34474
2021,North Rhine-Westphalia,Lower Secondary Level,Often,0.08627,38,381,0.05804,0.11450
2021,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.22732,96,381,0.18518,0.26946
2021,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.41704,128,381,0.36746,0.46662
2021,North Rhine-Westphalia,Lower Secondary Level,Never,0.23235,119,381,0.18988,0.27481
2021,North Rhine-Westphalia,Upper Secondary Level,Often,0.05804,96,1463,0.04605,0.07002
2021,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.22098,324,1463,0.19972,0.24225
2021,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.40565,601,1463,0.38048,0.43082
2021,North Rhine-Westphalia,Upper Secondary Level,Never,0.29342,442,1463,0.27008,0.31676
2021,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.20364,95,427,0.16540,0.24188
2021,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.42117,197,427,0.37428,0.46805
2021,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.32597,135,427,0.28146,0.37049
2021,North Rhine-Westphalia,First Stage of Tertiary Education,Sometimes,0.18279,31,172,0.12486,0.24072
2021,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.52714,86,172,0.45231,0.60198
2021,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.24072,55,172,0.17664,0.30480
2021,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.06136,72,1069,0.04697,0.07576
2021,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.20907,218,1069,0.18469,0.23346
2021,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.47782,487,1069,0.44786,0.50778
2021,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.23689,292,1069,0.21139,0.26239
2021,Hesse,Primary Level,Never,0.29521,41,41,0.15385,0.43657
2021,Hesse,Lower Secondary Level,Sometimes,0.14344,31,114,0.07881,0.20807
2021,Hesse,Lower Secondary Level,Seldom,0.48277,44,114,0.39063,0.57490
2021,Hesse,Lower Secondary Level,Never,0.21816,39,114,0.14201,0.29431
2021,Hesse,Upper Secondary Level,Sometimes,0.14987,89,387,0.11426,0.18548
2021,Hesse,Upper Secondary Level,Seldom,0.47406,176,387,0.42424,0.52387
2021,Hesse,Upper Secondary Level,Never,0.31678,122,387,0.27037,0.36319
2021,Hesse,Post-secondary Non-tertiary Level,Seldom,0.55286,46,46,0.40758,0.69813
2021,Hesse,Second Stage of Tertiary Education,Sometimes,0.19928,90,396,0.15989,0.23867
2021,Hesse,Second Stage of Tertiary Education,Seldom,0.49194,195,396,0.44264,0.54124
2021,Hesse,Second Stage of Tertiary Education,Never,0.24972,111,396,0.20703,0.29240
2021,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.39193,42,74,0.27994,0.50392
2021,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.29404,32,74,0.18952,0.39855
2021,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.16431,80,355,0.12571,0.20291
2021,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.46856,153,355,0.41657,0.52054
2021,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.29946,122,355,0.25175,0.34718
2021,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Seldom,0.46285,36,36,0.29766,0.62805
2021,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Sometimes,0.15461,41,221,0.10684,0.20239
2021,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.57279,107,221,0.50742,0.63815
2021,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Never,0.20763,73,221,0.15403,0.26123
2021,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.23427,44,148,0.16580,0.30274
2021,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.41420,45,148,0.33457,0.49383
2021,Baden-Wuerttemberg,Lower Secondary Level,Never,0.27267,59,148,0.20068,0.34466
2021,Baden-Wuerttemberg,Upper Secondary Level,Often,0.05607,47,780,0.03992,0.07223
2021,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.26145,185,780,0.23060,0.29231
2021,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.42669,344,780,0.39195,0.46142
2021,Baden-Wuerttemberg,Upper Secondary Level,Never,0.23734,204,780,0.20746,0.26722
2021,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Sometimes,0.24564,40,167,0.18016,0.31113
2021,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.53005,80,167,0.45413,0.60598
2021,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.14474,47,167,0.09122,0.19827
2021,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.42518,49,49,0.28532,0.56504
2021,Baden-Wuerttemberg,Second Stage of Tertiary Education,Often,0.03860,33,714,0.02446,0.05274
2021,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.17370,138,714,0.14589,0.20151
2021,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.56313,373,714,0.52672,0.59954
2021,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.21920,170,714,0.18884,0.24957
2021,Bavaria,No answer / don't know,Seldom,0.69853,36,36,0.54650,0.85057
2021,Bavaria,Primary Level,Never,0.13668,31,31,0.01376,0.25961
2021,Bavaria,Lower Secondary Level,Sometimes,0.14372,48,225,0.09778,0.18966
2021,Bavaria,Lower Secondary Level,Seldom,0.41325,83,225,0.34877,0.47774
2021,Bavaria,Lower Secondary Level,Never,0.28895,94,225,0.22959,0.34831
2021,Bavaria,Upper Secondary Level,Often,0.05473,77,1150,0.04158,0.06788
2021,Bavaria,Upper Secondary Level,Sometimes,0.19810,253,1150,0.17505,0.22115
2021,Bavaria,Upper Secondary Level,Seldom,0.44828,478,1150,0.41953,0.47704
2021,Bavaria,Upper Secondary Level,Never,0.28744,342,1150,0.26127,0.31361
2021,Bavaria,Post-secondary Non-tertiary Level,Sometimes,0.21991,49,194,0.16147,0.27834
2021,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.41183,74,194,0.34239,0.48126
2021,Bavaria,Post-secondary Non-tertiary Level,Never,0.33802,71,194,0.27128,0.40475
2021,Bavaria,First Stage of Tertiary Education,Sometimes,0.18529,33,160,0.12490,0.24568
2021,Bavaria,First Stage of Tertiary Education,Seldom,0.58048,88,160,0.50377,0.65718
2021,Bavaria,First Stage of Tertiary Education,Never,0.20458,39,160,0.14187,0.26728
2021,Bavaria,Second Stage of Tertiary Education,Often,0.07554,52,847,0.05773,0.09335
2021,Bavaria,Second Stage of Tertiary Education,Sometimes,0.20251,181,847,0.17543,0.22959
2021,Bavaria,Second Stage of Tertiary Education,Seldom,0.44966,367,847,0.41613,0.48318
2021,Bavaria,Second Stage of Tertiary Education,Never,0.26947,247,847,0.23957,0.29937
2021,Berlin,Upper Secondary Level,Sometimes,0.26692,57,233,0.21000,0.32384
2021,Berlin,Upper Secondary Level,Seldom,0.40825,102,233,0.34500,0.47150
2021,Berlin,Upper Secondary Level,Never,0.26450,74,233,0.20775,0.32126
2021,Berlin,Second Stage of Tertiary Education,Sometimes,0.24031,96,362,0.19623,0.28439
2021,Berlin,Second Stage of Tertiary Education,Seldom,0.43682,171,362,0.38566,0.48799
2021,Berlin,Second Stage of Tertiary Education,Never,0.21718,95,362,0.17464,0.25971
2021,Brandenburg,Upper Secondary Level,Sometimes,0.22564,57,282,0.17677,0.27452
2021,Brandenburg,Upper Secondary Level,Seldom,0.44903,130,282,0.39087,0.50719
2021,Brandenburg,Upper Secondary Level,Never,0.26766,95,282,0.21589,0.31943
2021,Brandenburg,Second Stage of Tertiary Education,Sometimes,0.16541,34,201,0.11392,0.21690
2021,Brandenburg,Second Stage of Tertiary Education,Seldom,0.48913,99,201,0.41985,0.55841
2021,Brandenburg,Second Stage of Tertiary Education,Never,0.31143,68,201,0.24725,0.37561
2021,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.32850,75,135,0.24898,0.40802
2021,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.29901,60,135,0.22149,0.37653
2021,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.45950,54,87,0.35417,0.56483
2021,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,0.26305,33,87,0.17000,0.35611
2021,Saxony,Upper Secondary Level,Often,0.09530,33,510,0.06979,0.12080
2021,Saxony,Upper Secondary Level,Sometimes,0.20678,95,510,0.17159,0.24196
2021,Saxony,Upper Secondary Level,Seldom,0.39491,232,510,0.35244,0.43738
2021,Saxony,Upper Secondary Level,Never,0.28339,150,510,0.24424,0.32254
2021,Saxony,First Stage of Tertiary Education,Seldom,0.61796,43,43,0.47102,0.76491
2021,Saxony,Second Stage of Tertiary Education,Sometimes,0.19954,69,339,0.15694,0.24215
2021,Saxony,Second Stage of Tertiary Education,Seldom,0.51205,160,339,0.45876,0.56534
2021,Saxony,Second Stage of Tertiary Education,Never,0.24624,110,339,0.20031,0.29216
2021,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.18020,49,261,0.13348,0.22692
2021,Saxony-Anhalt,Upper Secondary Level,Seldom,0.50284,135,261,0.44207,0.56362
2021,Saxony-Anhalt,Upper Secondary Level,Never,0.20023,77,261,0.15159,0.24887
2021,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.41488,76,121,0.32673,0.50304
2021,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.26319,45,121,0.18440,0.34198
2021,Thuringa,Upper Secondary Level,Often,0.15816,34,295,0.11645,0.19987
2021,Thuringa,Upper Secondary Level,Sometimes,0.20512,64,295,0.15896,0.25127
2021,Thuringa,Upper Secondary Level,Seldom,0.32752,105,295,0.27388,0.38117
2021,Thuringa,Upper Secondary Level,Never,0.30791,92,295,0.25514,0.36068
2021,Thuringa,Second Stage of Tertiary Education,Sometimes,0.24872,36,168,0.18316,0.31428
2021,Thuringa,Second Stage of Tertiary Education,Seldom,0.40436,79,168,0.32993,0.47880
2021,Thuringa,Second Stage of Tertiary Education,Never,0.24385,53,168,0.17872,0.30898
