year,bula_h,regtyp,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Baden-Wuerttemberg,Rural regions,Yes,0.12493,35,276,0.08585,0.16401
2019,Baden-Wuerttemberg,Rural regions,No,0.87507,241,276,0.83599,0.91415
2019,Bavaria,No answer / don't know,No,0.86657,71,71,0.78691,0.94623
2019,Bavaria,Urban regions,Yes,0.11118,176,1762,0.09649,0.12586
2019,Bavaria,Urban regions,No,0.88882,1586,1762,0.87414,0.90351
2019,Bavaria,Rural regions,Yes,0.14603,249,2093,0.13089,0.16116
2019,Bavaria,Rural regions,No,0.85397,1844,2093,0.83884,0.86911
2019,Berlin,No answer / don't know,No,0.84082,64,64,0.75048,0.93116
2019,Berlin,Urban regions,Yes,0.17180,124,949,0.14779,0.19581
2019,Berlin,Urban regions,No,0.82820,825,949,0.80419,0.85221
2019,Brandenburg,Urban regions,No,0.92056,83,83,0.86203,0.97909
2019,Brandenburg,Rural regions,Yes,0.15180,142,1001,0.12956,0.17404
2019,Brandenburg,Rural regions,No,0.84820,859,1001,0.82596,0.87044
2019,Mecklenburg-Western Pomerania,Urban regions,No,0.91924,87,87,0.86165,0.97682
2019,Mecklenburg-Western Pomerania,Rural regions,Yes,0.20376,69,502,0.16849,0.23904
2019,Mecklenburg-Western Pomerania,Rural regions,No,0.79624,433,502,0.76096,0.83151
2019,Saxony,Urban regions,Yes,0.13964,103,851,0.11633,0.16294
2019,Saxony,Urban regions,No,0.86036,748,851,0.83706,0.88367
2019,Saxony,Rural regions,Yes,0.13042,87,755,0.10639,0.15446
2019,Saxony,Rural regions,No,0.86958,668,755,0.84554,0.89361
2019,Saxony-Anhalt,Urban regions,No,0.83950,165,165,0.78332,0.89568
2019,Saxony-Anhalt,Rural regions,Yes,0.08609,59,682,0.06502,0.10716
2019,Saxony-Anhalt,Rural regions,No,0.91391,623,682,0.89284,0.93498
2019,Thuringa,Urban regions,Yes,0.11077,35,286,0.07433,0.14721
2019,Thuringa,Urban regions,No,0.88923,251,286,0.85279,0.92567
2019,Thuringa,Rural regions,Yes,0.15165,88,625,0.12351,0.17980
2019,Thuringa,Rural regions,No,0.84835,537,625,0.82020,0.87649
2020,Schleswig-Holstein,Urban regions,No,0.94431,372,372,0.92097,0.96764
2020,Schleswig-Holstein,Rural regions,Yes,0.15865,73,630,0.13010,0.18720
2020,Schleswig-Holstein,Rural regions,No,0.84135,557,630,0.81280,0.86990
2020,Hamburg,Urban regions,Yes,0.12302,52,577,0.09619,0.14984
2020,Hamburg,Urban regions,No,0.87698,525,577,0.85016,0.90381
2020,Lower Saxony,Urban regions,Yes,0.12322,99,1186,0.10451,0.14194
2020,Lower Saxony,Urban regions,No,0.87678,1087,1186,0.85806,0.89549
2020,Lower Saxony,Rural regions,Yes,0.16124,172,1597,0.14320,0.17929
2020,Lower Saxony,Rural regions,No,0.83876,1425,1597,0.82071,0.85680
2020,Bremen,Urban regions,No,0.91053,251,251,0.87515,0.94591
2020,North Rhine-Westphalia,Urban regions,Yes,0.15155,639,6029,0.14250,0.16060
2020,North Rhine-Westphalia,Urban regions,No,0.84845,5390,6029,0.83940,0.85750
2020,North Rhine-Westphalia,Rural regions,No,0.86840,93,93,0.79932,0.93748
2020,Hesse,Urban regions,Yes,0.13112,165,1668,0.11492,0.14732
2020,Hesse,Urban regions,No,0.86888,1503,1668,0.85268,0.88508
2020,Hesse,Rural regions,Yes,0.16354,46,363,0.12544,0.20164
2020,Hesse,Rural regions,No,0.83646,317,363,0.79836,0.87456
2020,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.15408,118,1142,0.13313,0.17502
2020,"Rhineland-Palatinate, Saarland",Urban regions,No,0.84592,1024,1142,0.82498,0.86687
2020,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.17296,49,376,0.13468,0.21124
2020,"Rhineland-Palatinate, Saarland",Rural regions,No,0.82704,327,376,0.78876,0.86532
2020,Baden-Wuerttemberg,Urban regions,Yes,0.11825,228,2778,0.10624,0.13026
2020,Baden-Wuerttemberg,Urban regions,No,0.88175,2550,2778,0.86974,0.89376
2020,Baden-Wuerttemberg,Rural regions,Yes,0.12256,38,372,0.08919,0.15593
2020,Baden-Wuerttemberg,Rural regions,No,0.87744,334,372,0.84407,0.91081
2020,Bavaria,Urban regions,Yes,0.10702,194,2062,0.09367,0.12037
2020,Bavaria,Urban regions,No,0.89298,1868,2062,0.87963,0.90633
2020,Bavaria,Rural regions,Yes,0.14023,235,2274,0.12595,0.15450
2020,Bavaria,Rural regions,No,0.85977,2039,2274,0.84550,0.87405
2020,Berlin,Urban regions,Yes,0.16289,124,1267,0.14254,0.18323
2020,Berlin,Urban regions,No,0.83711,1143,1267,0.81677,0.85746
2020,Brandenburg,Urban regions,No,0.92263,89,89,0.86681,0.97846
2020,Brandenburg,Rural regions,Yes,0.15882,147,1043,0.13663,0.18101
2020,Brandenburg,Rural regions,No,0.84118,896,1043,0.81899,0.86337
2020,Mecklenburg-Western Pomerania,Urban regions,No,0.86769,83,83,0.79435,0.94103
2020,Mecklenburg-Western Pomerania,Rural regions,Yes,0.22461,61,441,0.18562,0.26361
2020,Mecklenburg-Western Pomerania,Rural regions,No,0.77539,380,441,0.73639,0.81438
2020,Saxony,Urban regions,Yes,0.10679,96,887,0.08646,0.12713
2020,Saxony,Urban regions,No,0.89321,791,887,0.87287,0.91354
2020,Saxony,Rural regions,Yes,0.14354,94,751,0.11845,0.16863
2020,Saxony,Rural regions,No,0.85646,657,751,0.83137,0.88155
2020,Saxony-Anhalt,Urban regions,No,0.83519,212,212,0.78513,0.88525
2020,Saxony-Anhalt,Rural regions,Yes,0.10318,76,711,0.08081,0.12556
2020,Saxony-Anhalt,Rural regions,No,0.89682,635,711,0.87444,0.91919
2020,Thuringa,Urban regions,Yes,0.11561,39,324,0.08074,0.15048
2020,Thuringa,Urban regions,No,0.88439,285,324,0.84952,0.91926
2020,Thuringa,Rural regions,Yes,0.16422,85,642,0.13554,0.19291
2020,Thuringa,Rural regions,No,0.83578,557,642,0.80709,0.86446
2021,Schleswig-Holstein,Urban regions,No,0.95082,311,311,0.92675,0.97489
2021,Schleswig-Holstein,Rural regions,Yes,0.11017,54,498,0.08264,0.13770
2021,Schleswig-Holstein,Rural regions,No,0.88983,444,498,0.86230,0.91736
2021,Hamburg,Urban regions,Yes,0.13082,42,449,0.09959,0.16204
2021,Hamburg,Urban regions,No,0.86918,407,449,0.83796,0.90041
2021,Lower Saxony,Urban regions,Yes,0.13536,89,851,0.11236,0.15836
2021,Lower Saxony,Urban regions,No,0.86464,762,851,0.84164,0.88764
2021,Lower Saxony,Rural regions,Yes,0.13449,111,1051,0.11385,0.15513
2021,Lower Saxony,Rural regions,No,0.86551,940,1051,0.84487,0.88615
2021,Bremen,Urban regions,No,0.95546,143,143,0.92153,0.98939
2021,North Rhine-Westphalia,Urban regions,Yes,0.16006,477,4023,0.14872,0.17139
2021,North Rhine-Westphalia,Urban regions,No,0.83994,3546,4023,0.82861,0.85128
2021,North Rhine-Westphalia,Rural regions,No,0.86251,83,83,0.78797,0.93704
2021,Hesse,Urban regions,Yes,0.14025,122,1095,0.11967,0.16082
2021,Hesse,Urban regions,No,0.85975,973,1095,0.83918,0.88033
2021,Hesse,Rural regions,No,0.82351,208,208,0.77157,0.87545
2021,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.17572,94,775,0.14890,0.20253
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.82428,681,775,0.79747,0.85110
2021,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.19198,36,228,0.14074,0.24322
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.80802,192,228,0.75678,0.85926
2021,Baden-Wuerttemberg,Urban regions,Yes,0.11487,172,1937,0.10067,0.12908
2021,Baden-Wuerttemberg,Urban regions,No,0.88513,1765,1937,0.87092,0.89933
2021,Baden-Wuerttemberg,Rural regions,No,0.83972,209,209,0.78986,0.88958
2021,Bavaria,Urban regions,Yes,0.10200,128,1384,0.08605,0.11795
2021,Bavaria,Urban regions,No,0.89800,1256,1384,0.88205,0.91395
2021,Bavaria,Rural regions,Yes,0.15931,187,1482,0.14067,0.17795
2021,Bavaria,Rural regions,No,0.84069,1295,1482,0.82205,0.85933
2021,Berlin,Urban regions,Yes,0.18179,106,910,0.15671,0.20686
2021,Berlin,Urban regions,No,0.81821,804,910,0.79314,0.84329
2021,Brandenburg,Urban regions,No,0.95021,64,64,0.89650,1.00392
2021,Brandenburg,Rural regions,Yes,0.15924,104,638,0.13082,0.18765
2021,Brandenburg,Rural regions,No,0.84076,534,638,0.81235,0.86918
2021,Mecklenburg-Western Pomerania,Urban regions,No,0.92606,69,69,0.86386,0.98825
2021,Mecklenburg-Western Pomerania,Rural regions,Yes,0.25722,57,336,0.21041,0.30403
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.74278,279,336,0.69597,0.78959
2021,Saxony,Urban regions,Yes,0.13010,74,636,0.10394,0.15627
2021,Saxony,Urban regions,No,0.86990,562,636,0.84373,0.89606
2021,Saxony,Rural regions,Yes,0.13240,69,533,0.10360,0.16120
2021,Saxony,Rural regions,No,0.86760,464,533,0.83880,0.89640
2021,Saxony-Anhalt,Urban regions,No,0.73116,135,135,0.65609,0.80623
2021,Saxony-Anhalt,Rural regions,Yes,0.10764,40,458,0.07922,0.13605
2021,Saxony-Anhalt,Rural regions,No,0.89236,418,458,0.86395,0.92078
2021,Thuringa,Urban regions,Yes,0.09502,31,233,0.05729,0.13276
2021,Thuringa,Urban regions,No,0.90498,202,233,0.86724,0.94271
2021,Thuringa,Rural regions,Yes,0.17865,52,403,0.14120,0.21609
2021,Thuringa,Rural regions,No,0.82135,351,403,0.78391,0.85880
2022,Schleswig-Holstein,Urban regions,Yes,0.08223,31,395,0.05510,0.10935
2022,Schleswig-Holstein,Urban regions,No,0.91777,364,395,0.89065,0.94490
2022,Schleswig-Holstein,Rural regions,Yes,0.12216,71,618,0.09632,0.14800
2022,Schleswig-Holstein,Rural regions,No,0.87784,547,618,0.85200,0.90368
2022,Hamburg,Urban regions,Yes,0.09909,40,622,0.07559,0.12259
2022,Hamburg,Urban regions,No,0.90091,582,622,0.87741,0.92441
2022,Lower Saxony,Urban regions,Yes,0.11018,87,1089,0.09157,0.12878
2022,Lower Saxony,Urban regions,No,0.88982,1002,1089,0.87122,0.90843
2022,Lower Saxony,Rural regions,Yes,0.13751,150,1349,0.11912,0.15589
2022,Lower Saxony,Rural regions,No,0.86249,1199,1349,0.84411,0.88088
2022,Bremen,Urban regions,No,0.95082,197,197,0.92054,0.98109
2022,North Rhine-Westphalia,Urban regions,Yes,0.15628,646,5858,0.14698,0.16558
2022,North Rhine-Westphalia,Urban regions,No,0.84372,5212,5858,0.83442,0.85302
2022,North Rhine-Westphalia,Rural regions,No,0.86189,119,119,0.79964,0.92414
2022,Hesse,Urban regions,Yes,0.12666,146,1481,0.10972,0.14361
2022,Hesse,Urban regions,No,0.87334,1335,1481,0.85639,0.89028
2022,Hesse,Rural regions,Yes,0.16843,39,348,0.12905,0.20781
2022,Hesse,Rural regions,No,0.83157,309,348,0.79219,0.87095
2022,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.14099,112,1052,0.11995,0.16204
2022,"Rhineland-Palatinate, Saarland",Urban regions,No,0.85901,940,1052,0.83796,0.88005
2022,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.21363,40,283,0.16579,0.26147
2022,"Rhineland-Palatinate, Saarland",Rural regions,No,0.78637,243,283,0.73853,0.83421
2022,Baden-Wuerttemberg,Urban regions,Yes,0.11326,194,2838,0.10160,0.12492
2022,Baden-Wuerttemberg,Urban regions,No,0.88674,2644,2838,0.87508,0.89840
2022,Baden-Wuerttemberg,Rural regions,Yes,0.14047,47,447,0.10822,0.17271
2022,Baden-Wuerttemberg,Rural regions,No,0.85953,400,447,0.82729,0.89178
2022,Bavaria,Urban regions,Yes,0.11045,174,2358,0.09779,0.12310
2022,Bavaria,Urban regions,No,0.88955,2184,2358,0.87690,0.90221
2022,Bavaria,Rural regions,Yes,0.14490,231,2052,0.12966,0.16013
2022,Bavaria,Rural regions,No,0.85510,1821,2052,0.83987,0.87034
2022,Berlin,Urban regions,Yes,0.15151,122,1550,0.13365,0.16936
2022,Berlin,Urban regions,No,0.84849,1428,1550,0.83064,0.86635
2022,Brandenburg,Urban regions,No,0.93042,85,85,0.87601,0.98483
2022,Brandenburg,Rural regions,Yes,0.17142,130,934,0.14723,0.19560
2022,Brandenburg,Rural regions,No,0.82858,804,934,0.80440,0.85277
2022,Mecklenburg-Western Pomerania,Urban regions,No,0.91990,106,106,0.86798,0.97182
2022,Mecklenburg-Western Pomerania,Rural regions,Yes,0.19046,59,460,0.15453,0.22638
2022,Mecklenburg-Western Pomerania,Rural regions,No,0.80954,401,460,0.77362,0.84547
2022,Saxony,Urban regions,Yes,0.11291,85,892,0.09213,0.13369
2022,Saxony,Urban regions,No,0.88709,807,892,0.86631,0.90787
2022,Saxony,Rural regions,Yes,0.13179,102,886,0.10950,0.15407
2022,Saxony,Rural regions,No,0.86821,784,886,0.84593,0.89050
2022,Saxony-Anhalt,Urban regions,No,0.85541,201,201,0.80667,0.90415
2022,Saxony-Anhalt,Rural regions,Yes,0.11380,66,701,0.09027,0.13732
2022,Saxony-Anhalt,Rural regions,No,0.88620,635,701,0.86268,0.90973
2022,Thuringa,Urban regions,No,0.94213,280,280,0.91473,0.96953
2022,Thuringa,Rural regions,Yes,0.20233,76,558,0.16897,0.23569
2022,Thuringa,Rural regions,No,0.79767,482,558,0.76431,0.83103
