year,bula_h,regtyp,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Saxony,Urban regions,Yes,0.09646,42,556,0.07190,0.12102
1997,Saxony,Urban regions,No,0.90354,514,556,0.87898,0.92810
1997,Saxony,Rural regions,Yes,0.07212,37,526,0.04999,0.09424
1997,Saxony,Rural regions,No,0.92788,489,526,0.90576,0.95001
1997,Saxony-Anhalt,Urban regions,No,0.91759,129,129,0.86995,0.96523
1997,Saxony-Anhalt,Rural regions,Yes,0.08929,42,520,0.06475,0.11382
1997,Saxony-Anhalt,Rural regions,No,0.91071,478,520,0.88618,0.93525
1997,Thuringa,Urban regions,No,0.90153,178,178,0.85763,0.94542
1997,Thuringa,Rural regions,Yes,0.10807,36,463,0.07976,0.13639
1997,Thuringa,Rural regions,No,0.89193,427,463,0.86361,0.92024
1998,Schleswig-Holstein,Urban regions,No,0.84884,163,163,0.79368,0.90400
1998,Schleswig-Holstein,Rural regions,No,0.91815,146,146,0.87353,0.96277
1998,Hamburg,Urban regions,No,0.82674,132,132,0.76193,0.89155
1998,Lower Saxony,Urban regions,Yes,0.14659,71,576,0.11768,0.17550
1998,Lower Saxony,Urban regions,No,0.85341,505,576,0.82450,0.88232
1998,Lower Saxony,Rural regions,Yes,0.13695,64,613,0.10971,0.16419
1998,Lower Saxony,Rural regions,No,0.86305,549,613,0.83581,0.89029
1998,Bremen,Urban regions,No,0.79681,86,86,0.71127,0.88235
1998,North Rhine-Westphalia,Urban regions,Yes,0.15832,360,2759,0.14470,0.17194
1998,North Rhine-Westphalia,Urban regions,No,0.84168,2399,2759,0.82806,0.85530
1998,North Rhine-Westphalia,Rural regions,No,0.81063,53,53,0.70414,0.91712
1998,Hesse,Urban regions,Yes,0.12367,92,788,0.10067,0.14667
1998,Hesse,Urban regions,No,0.87633,696,788,0.85333,0.89933
1998,Hesse,Rural regions,No,0.81638,126,126,0.74850,0.88425
1998,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.15270,77,616,0.12427,0.18113
1998,"Rhineland-Palatinate, Saarland",Urban regions,No,0.84730,539,616,0.81887,0.87573
1998,"Rhineland-Palatinate, Saarland",Rural regions,No,0.85206,161,161,0.79704,0.90707
1998,Baden-Wuerttemberg,Urban regions,Yes,0.12114,162,1596,0.10513,0.13716
1998,Baden-Wuerttemberg,Urban regions,No,0.87886,1434,1596,0.86284,0.89487
1998,Baden-Wuerttemberg,Rural regions,Yes,0.21973,32,200,0.16220,0.27726
1998,Baden-Wuerttemberg,Rural regions,No,0.78027,168,200,0.72274,0.83780
1998,Bavaria,Urban regions,Yes,0.13126,91,904,0.10924,0.15329
1998,Bavaria,Urban regions,No,0.86874,813,904,0.84671,0.89076
1998,Bavaria,Rural regions,Yes,0.14312,103,948,0.12082,0.16543
1998,Bavaria,Rural regions,No,0.85688,845,948,0.83457,0.87918
1998,Berlin,Urban regions,Yes,0.12716,59,524,0.09860,0.15571
1998,Berlin,Urban regions,No,0.87284,465,524,0.84429,0.90140
1998,Brandenburg,Rural regions,Yes,0.10840,62,585,0.08318,0.13361
1998,Brandenburg,Rural regions,No,0.89160,523,585,0.86639,0.91682
1998,Mecklenburg-Western Pomerania,Urban regions,No,0.88209,49,49,0.79085,0.97332
1998,Mecklenburg-Western Pomerania,Rural regions,Yes,0.11169,34,355,0.07888,0.14450
1998,Mecklenburg-Western Pomerania,Rural regions,No,0.88831,321,355,0.85550,0.92112
1998,Saxony,Urban regions,Yes,0.10038,47,574,0.07577,0.12499
1998,Saxony,Urban regions,No,0.89962,527,574,0.87501,0.92423
1998,Saxony,Rural regions,Yes,0.05669,35,596,0.03810,0.07527
1998,Saxony,Rural regions,No,0.94331,561,596,0.92473,0.96190
1998,Saxony-Anhalt,Urban regions,No,0.93364,127,127,0.89017,0.97710
1998,Saxony-Anhalt,Rural regions,Yes,0.10540,53,546,0.07962,0.13118
1998,Saxony-Anhalt,Rural regions,No,0.89460,493,546,0.86882,0.92038
1998,Thuringa,Urban regions,No,0.86045,194,194,0.81156,0.90934
1998,Thuringa,Rural regions,Yes,0.10795,40,509,0.08096,0.13493
1998,Thuringa,Rural regions,No,0.89205,469,509,0.86507,0.91904
1999,Schleswig-Holstein,Urban regions,No,0.87234,147,147,0.81820,0.92647
1999,Schleswig-Holstein,Rural regions,No,0.88596,143,143,0.83368,0.93824
1999,Hamburg,Urban regions,No,0.85262,123,123,0.78972,0.91553
1999,Lower Saxony,Urban regions,Yes,0.15844,76,573,0.12851,0.18836
1999,Lower Saxony,Urban regions,No,0.84156,497,573,0.81164,0.87149
1999,Lower Saxony,Rural regions,Yes,0.14221,60,590,0.11400,0.17041
1999,Lower Saxony,Rural regions,No,0.85779,530,590,0.82959,0.88600
1999,Bremen,Urban regions,No,0.79474,73,73,0.70145,0.88804
1999,North Rhine-Westphalia,Urban regions,Yes,0.16456,344,2624,0.15037,0.17875
1999,North Rhine-Westphalia,Urban regions,No,0.83544,2280,2624,0.82125,0.84963
1999,North Rhine-Westphalia,Rural regions,No,0.79950,55,55,0.69271,0.90629
1999,Hesse,Urban regions,Yes,0.12273,85,750,0.09923,0.14623
1999,Hesse,Urban regions,No,0.87727,665,750,0.85377,0.90077
1999,Hesse,Rural regions,No,0.80469,119,119,0.73316,0.87622
1999,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.15956,76,591,0.13001,0.18911
1999,"Rhineland-Palatinate, Saarland",Urban regions,No,0.84044,515,591,0.81089,0.86999
1999,"Rhineland-Palatinate, Saarland",Rural regions,No,0.82443,149,149,0.76313,0.88572
1999,Baden-Wuerttemberg,Urban regions,Yes,0.12691,161,1524,0.11019,0.14363
1999,Baden-Wuerttemberg,Urban regions,No,0.87309,1363,1524,0.85637,0.88981
1999,Baden-Wuerttemberg,Rural regions,No,0.80226,172,172,0.74257,0.86196
1999,Bavaria,Urban regions,Yes,0.12346,88,890,0.10183,0.14508
1999,Bavaria,Urban regions,No,0.87654,802,890,0.85492,0.89817
1999,Bavaria,Rural regions,Yes,0.11752,87,899,0.09646,0.13858
1999,Bavaria,Rural regions,No,0.88248,812,899,0.86142,0.90354
1999,Berlin,Urban regions,Yes,0.14648,60,513,0.11586,0.17711
1999,Berlin,Urban regions,No,0.85352,453,513,0.82289,0.88414
1999,Brandenburg,Urban regions,No,0.94307,34,34,0.86402,1.02213
1999,Brandenburg,Rural regions,Yes,0.12886,66,558,0.10104,0.15669
1999,Brandenburg,Rural regions,No,0.87114,492,558,0.84331,0.89896
1999,Mecklenburg-Western Pomerania,Urban regions,No,0.85340,47,47,0.75119,0.95562
1999,Mecklenburg-Western Pomerania,Rural regions,Yes,0.10978,32,346,0.07679,0.14277
1999,Mecklenburg-Western Pomerania,Rural regions,No,0.89022,314,346,0.85723,0.92321
1999,Saxony,Urban regions,Yes,0.10486,47,561,0.07949,0.13024
1999,Saxony,Urban regions,No,0.89514,514,561,0.86976,0.92051
1999,Saxony,Rural regions,Yes,0.06255,35,590,0.04299,0.08211
1999,Saxony,Rural regions,No,0.93745,555,590,0.91789,0.95701
1999,Saxony-Anhalt,Urban regions,No,0.92510,126,126,0.87895,0.97125
1999,Saxony-Anhalt,Rural regions,Yes,0.09528,55,556,0.07085,0.11971
1999,Saxony-Anhalt,Rural regions,No,0.90472,501,556,0.88029,0.92915
1999,Thuringa,Urban regions,No,0.89956,206,206,0.85842,0.94071
1999,Thuringa,Rural regions,Yes,0.10978,40,493,0.08216,0.13741
1999,Thuringa,Rural regions,No,0.89022,453,493,0.86259,0.91784
2000,Schleswig-Holstein,Urban regions,No,0.89760,264,264,0.86096,0.93424
2000,Schleswig-Holstein,Rural regions,Yes,0.11574,47,418,0.08504,0.14645
2000,Schleswig-Holstein,Rural regions,No,0.88426,371,418,0.85355,0.91496
2000,Hamburg,Urban regions,Yes,0.16850,41,299,0.12600,0.21100
2000,Hamburg,Urban regions,No,0.83150,258,299,0.78900,0.87400
2000,Lower Saxony,Urban regions,Yes,0.15583,134,965,0.13293,0.17872
2000,Lower Saxony,Urban regions,No,0.84417,831,965,0.82128,0.86707
2000,Lower Saxony,Rural regions,Yes,0.11302,100,1056,0.09392,0.13213
2000,Lower Saxony,Rural regions,No,0.88698,956,1056,0.86787,0.90608
2000,Bremen,Urban regions,No,0.83805,162,162,0.78115,0.89496
2000,North Rhine-Westphalia,Urban regions,Yes,0.13873,616,4977,0.12912,0.14833
2000,North Rhine-Westphalia,Urban regions,No,0.86127,4361,4977,0.85167,0.87088
2000,North Rhine-Westphalia,Rural regions,No,0.90626,128,128,0.85557,0.95695
2000,Hesse,Urban regions,Yes,0.10941,141,1337,0.09267,0.12615
2000,Hesse,Urban regions,No,0.89059,1196,1337,0.87385,0.90733
2000,Hesse,Rural regions,Yes,0.18220,51,331,0.14055,0.22385
2000,Hesse,Rural regions,No,0.81780,280,331,0.77615,0.85945
2000,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13408,130,1098,0.11392,0.15424
2000,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86592,968,1098,0.84576,0.88608
2000,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.12967,43,359,0.09487,0.16447
2000,"Rhineland-Palatinate, Saarland",Rural regions,No,0.87033,316,359,0.83553,0.90513
2000,Baden-Wuerttemberg,Urban regions,Yes,0.11070,271,2641,0.09873,0.12267
2000,Baden-Wuerttemberg,Urban regions,No,0.88930,2370,2641,0.87733,0.90127
2000,Baden-Wuerttemberg,Rural regions,Yes,0.16395,36,301,0.12205,0.20584
2000,Baden-Wuerttemberg,Rural regions,No,0.83605,265,301,0.79416,0.87795
2000,Bavaria,Urban regions,Yes,0.11639,166,1614,0.10074,0.13204
2000,Bavaria,Urban regions,No,0.88361,1448,1614,0.86796,0.89926
2000,Bavaria,Rural regions,Yes,0.11422,179,1746,0.09930,0.12915
2000,Bavaria,Rural regions,No,0.88578,1567,1746,0.87085,0.90070
2000,Berlin,Urban regions,Yes,0.13424,99,802,0.11063,0.15785
2000,Berlin,Urban regions,No,0.86576,703,802,0.84215,0.88937
2000,Brandenburg,Urban regions,No,0.89982,62,62,0.82447,0.97516
2000,Brandenburg,Rural regions,Yes,0.11746,103,947,0.09694,0.13798
2000,Brandenburg,Rural regions,No,0.88254,844,947,0.86202,0.90306
2000,Mecklenburg-Western Pomerania,Urban regions,No,0.87689,70,70,0.79937,0.95442
2000,Mecklenburg-Western Pomerania,Rural regions,Yes,0.11132,46,487,0.08336,0.13928
2000,Mecklenburg-Western Pomerania,Rural regions,No,0.88868,441,487,0.86072,0.91664
2000,Saxony,Urban regions,Yes,0.09687,69,838,0.07683,0.11691
2000,Saxony,Urban regions,No,0.90313,769,838,0.88309,0.92317
2000,Saxony,Rural regions,Yes,0.06688,57,933,0.05084,0.08292
2000,Saxony,Rural regions,No,0.93312,876,933,0.91708,0.94916
2000,Saxony-Anhalt,Urban regions,No,0.87150,181,181,0.82261,0.92039
2000,Saxony-Anhalt,Rural regions,Yes,0.10115,84,853,0.08090,0.12140
2000,Saxony-Anhalt,Rural regions,No,0.89885,769,853,0.87860,0.91910
2000,Thuringa,Urban regions,No,0.91205,261,261,0.87762,0.94647
2000,Thuringa,Rural regions,Yes,0.12671,80,765,0.10312,0.15029
2000,Thuringa,Rural regions,No,0.87329,685,765,0.84971,0.89688
2001,Schleswig-Holstein,Urban regions,Yes,0.15535,33,275,0.11246,0.19824
2001,Schleswig-Holstein,Urban regions,No,0.84465,242,275,0.80176,0.88754
2001,Schleswig-Holstein,Rural regions,Yes,0.12362,41,369,0.08999,0.15725
2001,Schleswig-Holstein,Rural regions,No,0.87638,328,369,0.84275,0.91001
2001,Hamburg,Urban regions,Yes,0.17475,40,274,0.12970,0.21980
2001,Hamburg,Urban regions,No,0.82525,234,274,0.78020,0.87030
2001,Lower Saxony,Urban regions,Yes,0.15329,119,883,0.12951,0.17706
2001,Lower Saxony,Urban regions,No,0.84671,764,883,0.82294,0.87049
2001,Lower Saxony,Rural regions,Yes,0.11830,98,959,0.09785,0.13875
2001,Lower Saxony,Rural regions,No,0.88170,861,959,0.86125,0.90215
2001,Bremen,Urban regions,No,0.83830,137,137,0.77642,0.90018
2001,North Rhine-Westphalia,Urban regions,Yes,0.13792,546,4520,0.12786,0.14797
2001,North Rhine-Westphalia,Urban regions,No,0.86208,3974,4520,0.85203,0.87214
2001,North Rhine-Westphalia,Rural regions,No,0.89809,106,106,0.84023,0.95596
2001,Hesse,Urban regions,Yes,0.10406,125,1171,0.08657,0.12156
2001,Hesse,Urban regions,No,0.89594,1046,1171,0.87844,0.91343
2001,Hesse,Rural regions,Yes,0.16559,39,301,0.12353,0.20766
2001,Hesse,Rural regions,No,0.83441,262,301,0.79234,0.87647
2001,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13886,131,1022,0.11765,0.16007
2001,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86114,891,1022,0.83993,0.88235
2001,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.12223,38,327,0.08668,0.15779
2001,"Rhineland-Palatinate, Saarland",Rural regions,No,0.87777,289,327,0.84221,0.91332
2001,Baden-Wuerttemberg,Urban regions,Yes,0.11104,235,2330,0.09828,0.12380
2001,Baden-Wuerttemberg,Urban regions,No,0.88896,2095,2330,0.87620,0.90172
2001,Baden-Wuerttemberg,Rural regions,No,0.83603,225,225,0.78755,0.88452
2001,Bavaria,Urban regions,Yes,0.11969,155,1471,0.10310,0.13629
2001,Bavaria,Urban regions,No,0.88031,1316,1471,0.86371,0.89690
2001,Bavaria,Rural regions,Yes,0.11651,158,1551,0.10054,0.13248
2001,Bavaria,Rural regions,No,0.88349,1393,1551,0.86752,0.89946
2001,Berlin,Urban regions,Yes,0.13974,102,786,0.11549,0.16400
2001,Berlin,Urban regions,No,0.86026,684,786,0.83600,0.88451
2001,Brandenburg,Urban regions,No,0.87350,61,61,0.78938,0.95761
2001,Brandenburg,Rural regions,Yes,0.10457,92,885,0.08440,0.12474
2001,Brandenburg,Rural regions,No,0.89543,793,885,0.87526,0.91560
2001,Mecklenburg-Western Pomerania,Urban regions,No,0.89138,61,61,0.81265,0.97012
2001,Mecklenburg-Western Pomerania,Rural regions,Yes,0.11350,45,443,0.08393,0.14307
2001,Mecklenburg-Western Pomerania,Rural regions,No,0.88650,398,443,0.85693,0.91607
2001,Saxony,Urban regions,Yes,0.10836,72,785,0.08660,0.13011
2001,Saxony,Urban regions,No,0.89164,713,785,0.86989,0.91340
2001,Saxony,Rural regions,Yes,0.07096,54,848,0.05367,0.08826
2001,Saxony,Rural regions,No,0.92904,794,848,0.91174,0.94633
2001,Saxony-Anhalt,Urban regions,No,0.85081,164,164,0.79612,0.90551
2001,Saxony-Anhalt,Rural regions,Yes,0.08737,72,812,0.06793,0.10680
2001,Saxony-Anhalt,Rural regions,No,0.91263,740,812,0.89320,0.93207
2001,Thuringa,Urban regions,No,0.92561,259,259,0.89359,0.95763
2001,Thuringa,Rural regions,Yes,0.13112,66,684,0.10581,0.15644
2001,Thuringa,Rural regions,No,0.86888,618,684,0.84356,0.89419
2002,Schleswig-Holstein,Urban regions,Yes,0.19218,39,302,0.14767,0.23669
2002,Schleswig-Holstein,Urban regions,No,0.80782,263,302,0.76331,0.85233
2002,Schleswig-Holstein,Rural regions,Yes,0.12043,44,405,0.08870,0.15217
2002,Schleswig-Holstein,Rural regions,No,0.87957,361,405,0.84783,0.91130
2002,Hamburg,Urban regions,Yes,0.17307,42,321,0.13162,0.21452
2002,Hamburg,Urban regions,No,0.82693,279,321,0.78548,0.86838
2002,Lower Saxony,Urban regions,Yes,0.16934,132,958,0.14558,0.19310
2002,Lower Saxony,Urban regions,No,0.83066,826,958,0.80690,0.85442
2002,Lower Saxony,Rural regions,Yes,0.11057,97,1010,0.09122,0.12992
2002,Lower Saxony,Rural regions,No,0.88943,913,1010,0.87008,0.90878
2002,Bremen,Urban regions,No,0.82583,150,150,0.76493,0.88672
2002,North Rhine-Westphalia,Urban regions,Yes,0.14441,578,4728,0.13439,0.15443
2002,North Rhine-Westphalia,Urban regions,No,0.85559,4150,4728,0.84557,0.86561
2002,North Rhine-Westphalia,Rural regions,No,0.89955,103,103,0.84122,0.95789
2002,Hesse,Urban regions,Yes,0.12371,150,1332,0.10602,0.14140
2002,Hesse,Urban regions,No,0.87629,1182,1332,0.85860,0.89398
2002,Hesse,Rural regions,Yes,0.17579,39,302,0.13278,0.21879
2002,Hesse,Rural regions,No,0.82421,263,302,0.78121,0.86722
2002,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.12234,125,1037,0.10238,0.14229
2002,"Rhineland-Palatinate, Saarland",Urban regions,No,0.87766,912,1037,0.85771,0.89762
2002,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.11986,38,337,0.08513,0.15458
2002,"Rhineland-Palatinate, Saarland",Rural regions,No,0.88014,299,337,0.84542,0.91487
2002,Baden-Wuerttemberg,Urban regions,Yes,0.12826,261,2528,0.11522,0.14130
2002,Baden-Wuerttemberg,Urban regions,No,0.87174,2267,2528,0.85870,0.88478
2002,Baden-Wuerttemberg,Rural regions,Yes,0.16305,31,256,0.11771,0.20840
2002,Baden-Wuerttemberg,Rural regions,No,0.83695,225,256,0.79160,0.88229
2002,Bavaria,Urban regions,Yes,0.12321,161,1624,0.10722,0.13920
2002,Bavaria,Urban regions,No,0.87679,1463,1624,0.86080,0.89278
2002,Bavaria,Rural regions,Yes,0.13170,166,1610,0.11518,0.14823
2002,Bavaria,Rural regions,No,0.86830,1444,1610,0.85177,0.88482
2002,Berlin,Urban regions,Yes,0.14149,101,821,0.11763,0.16534
2002,Berlin,Urban regions,No,0.85851,720,821,0.83466,0.88237
2002,Brandenburg,Urban regions,No,0.86567,57,57,0.77636,0.95499
2002,Brandenburg,Rural regions,Yes,0.12880,107,889,0.10677,0.15083
2002,Brandenburg,Rural regions,No,0.87120,782,889,0.84917,0.89323
2002,Mecklenburg-Western Pomerania,Urban regions,No,0.85566,65,65,0.76956,0.94176
2002,Mecklenburg-Western Pomerania,Rural regions,Yes,0.13561,53,441,0.10362,0.16760
2002,Mecklenburg-Western Pomerania,Rural regions,No,0.86439,388,441,0.83240,0.89638
2002,Saxony,Urban regions,Yes,0.10158,71,795,0.08056,0.12259
2002,Saxony,Urban regions,No,0.89842,724,795,0.87741,0.91944
2002,Saxony,Rural regions,Yes,0.09435,65,847,0.07465,0.11404
2002,Saxony,Rural regions,No,0.90565,782,847,0.88596,0.92535
2002,Saxony-Anhalt,Urban regions,No,0.82784,153,153,0.76782,0.88786
2002,Saxony-Anhalt,Rural regions,Yes,0.11327,82,787,0.09111,0.13543
2002,Saxony-Anhalt,Rural regions,No,0.88673,705,787,0.86457,0.90889
2002,Thuringa,Urban regions,No,0.93198,267,267,0.90172,0.96224
2002,Thuringa,Rural regions,Yes,0.13320,69,675,0.10755,0.15885
2002,Thuringa,Rural regions,No,0.86680,606,675,0.84115,0.89245
2003,Schleswig-Holstein,Urban regions,Yes,0.16360,38,286,0.12065,0.20655
2003,Schleswig-Holstein,Urban regions,No,0.83640,248,286,0.79345,0.87935
2003,Schleswig-Holstein,Rural regions,Yes,0.09066,38,376,0.06160,0.11972
2003,Schleswig-Holstein,Rural regions,No,0.90934,338,376,0.88028,0.93840
2003,Hamburg,Urban regions,Yes,0.16053,32,292,0.11835,0.20271
2003,Hamburg,Urban regions,No,0.83947,260,292,0.79729,0.88165
2003,Lower Saxony,Urban regions,Yes,0.15328,115,917,0.12995,0.17661
2003,Lower Saxony,Urban regions,No,0.84672,802,917,0.82339,0.87005
2003,Lower Saxony,Rural regions,Yes,0.12435,102,983,0.10371,0.14499
2003,Lower Saxony,Rural regions,No,0.87565,881,983,0.85501,0.89629
2003,Bremen,Urban regions,No,0.83653,155,155,0.77812,0.89493
2003,North Rhine-Westphalia,Urban regions,Yes,0.14390,560,4527,0.13368,0.15413
2003,North Rhine-Westphalia,Urban regions,No,0.85610,3967,4527,0.84587,0.86632
2003,North Rhine-Westphalia,Rural regions,No,0.89598,94,94,0.83393,0.95803
2003,Hesse,Urban regions,Yes,0.13063,150,1220,0.11171,0.14955
2003,Hesse,Urban regions,No,0.86937,1070,1220,0.85045,0.88829
2003,Hesse,Rural regions,Yes,0.17090,39,269,0.12583,0.21597
2003,Hesse,Rural regions,No,0.82910,230,269,0.78403,0.87417
2003,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13298,129,1027,0.11220,0.15376
2003,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86702,898,1027,0.84624,0.88780
2003,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.13977,41,321,0.10178,0.17777
2003,"Rhineland-Palatinate, Saarland",Rural regions,No,0.86023,280,321,0.82223,0.89822
2003,Baden-Wuerttemberg,Urban regions,Yes,0.12095,245,2445,0.10803,0.13388
2003,Baden-Wuerttemberg,Urban regions,No,0.87905,2200,2445,0.86612,0.89197
2003,Baden-Wuerttemberg,Rural regions,Yes,0.19116,35,229,0.14012,0.24220
2003,Baden-Wuerttemberg,Rural regions,No,0.80884,194,229,0.75780,0.85988
2003,Bavaria,Urban regions,Yes,0.12719,172,1591,0.11082,0.14357
2003,Bavaria,Urban regions,No,0.87281,1419,1591,0.85643,0.88918
2003,Bavaria,Rural regions,Yes,0.11904,153,1520,0.10275,0.13532
2003,Bavaria,Rural regions,No,0.88096,1367,1520,0.86468,0.89725
2003,Berlin,Urban regions,Yes,0.14346,104,822,0.11948,0.16744
2003,Berlin,Urban regions,No,0.85654,718,822,0.83256,0.88052
2003,Brandenburg,Urban regions,No,0.85124,58,58,0.75886,0.94362
2003,Brandenburg,Rural regions,Yes,0.12665,104,870,0.10454,0.14876
2003,Brandenburg,Rural regions,No,0.87335,766,870,0.85124,0.89546
2003,Mecklenburg-Western Pomerania,Urban regions,No,0.84183,65,65,0.75243,0.93123
2003,Mecklenburg-Western Pomerania,Rural regions,Yes,0.13529,56,451,0.10368,0.16689
2003,Mecklenburg-Western Pomerania,Rural regions,No,0.86471,395,451,0.83311,0.89632
2003,Saxony,Urban regions,Yes,0.09240,69,776,0.07201,0.11279
2003,Saxony,Urban regions,No,0.90760,707,776,0.88721,0.92799
2003,Saxony,Rural regions,Yes,0.09618,66,828,0.07609,0.11628
2003,Saxony,Rural regions,No,0.90382,762,828,0.88372,0.92391
2003,Saxony-Anhalt,Urban regions,No,0.84072,151,151,0.78215,0.89928
2003,Saxony-Anhalt,Rural regions,Yes,0.11103,73,753,0.08858,0.13349
2003,Saxony-Anhalt,Rural regions,No,0.88897,680,753,0.86651,0.91142
2003,Thuringa,Urban regions,No,0.93362,270,270,0.90387,0.96337
2003,Thuringa,Rural regions,Yes,0.13159,65,661,0.10580,0.15738
2003,Thuringa,Rural regions,No,0.86841,596,661,0.84262,0.89420
2004,Schleswig-Holstein,Urban regions,Yes,0.15691,37,284,0.11453,0.19928
2004,Schleswig-Holstein,Urban regions,No,0.84309,247,284,0.80072,0.88547
2004,Schleswig-Holstein,Rural regions,Yes,0.10226,41,380,0.07176,0.13277
2004,Schleswig-Holstein,Rural regions,No,0.89774,339,380,0.86723,0.92824
2004,Hamburg,Urban regions,Yes,0.15772,34,291,0.11577,0.19967
2004,Hamburg,Urban regions,No,0.84228,257,291,0.80033,0.88423
2004,Lower Saxony,Urban regions,Yes,0.15922,117,904,0.13536,0.18309
2004,Lower Saxony,Urban regions,No,0.84078,787,904,0.81691,0.86464
2004,Lower Saxony,Rural regions,Yes,0.13665,105,978,0.11511,0.15818
2004,Lower Saxony,Rural regions,No,0.86335,873,978,0.84182,0.88489
2004,Bremen,Urban regions,No,0.82692,146,146,0.76534,0.88850
2004,North Rhine-Westphalia,Urban regions,Yes,0.15208,566,4413,0.14148,0.16267
2004,North Rhine-Westphalia,Urban regions,No,0.84792,3847,4413,0.83733,0.85852
2004,North Rhine-Westphalia,Rural regions,No,0.90934,95,95,0.85129,0.96738
2004,Hesse,Urban regions,Yes,0.12822,148,1185,0.10918,0.14727
2004,Hesse,Urban regions,No,0.87178,1037,1185,0.85273,0.89082
2004,Hesse,Rural regions,Yes,0.17163,37,254,0.12517,0.21810
2004,Hesse,Rural regions,No,0.82837,217,254,0.78190,0.87483
2004,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13315,127,992,0.11200,0.15430
2004,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86685,865,992,0.84570,0.88800
2004,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.16523,40,308,0.12369,0.20678
2004,"Rhineland-Palatinate, Saarland",Rural regions,No,0.83477,268,308,0.79322,0.87631
2004,Baden-Wuerttemberg,Urban regions,Yes,0.12443,254,2366,0.11113,0.13774
2004,Baden-Wuerttemberg,Urban regions,No,0.87557,2112,2366,0.86226,0.88887
2004,Baden-Wuerttemberg,Rural regions,Yes,0.17668,36,231,0.12739,0.22597
2004,Baden-Wuerttemberg,Rural regions,No,0.82332,195,231,0.77403,0.87261
2004,Bavaria,Urban regions,Yes,0.12472,159,1523,0.10812,0.14132
2004,Bavaria,Urban regions,No,0.87528,1364,1523,0.85868,0.89188
2004,Bavaria,Rural regions,Yes,0.13001,162,1506,0.11302,0.14700
2004,Bavaria,Rural regions,No,0.86999,1344,1506,0.85300,0.88698
2004,Berlin,Urban regions,Yes,0.14713,105,802,0.12260,0.17167
2004,Berlin,Urban regions,No,0.85287,697,802,0.82833,0.87740
2004,Brandenburg,Urban regions,No,0.87538,64,64,0.79382,0.95694
2004,Brandenburg,Rural regions,Yes,0.14081,108,828,0.11710,0.16451
2004,Brandenburg,Rural regions,No,0.85919,720,828,0.83549,0.88290
2004,Mecklenburg-Western Pomerania,Urban regions,No,0.90050,69,69,0.82936,0.97165
2004,Mecklenburg-Western Pomerania,Rural regions,Yes,0.12370,53,433,0.09266,0.15475
2004,Mecklenburg-Western Pomerania,Rural regions,No,0.87630,380,433,0.84525,0.90734
2004,Saxony,Urban regions,Yes,0.10308,74,776,0.08167,0.12448
2004,Saxony,Urban regions,No,0.89692,702,776,0.87552,0.91833
2004,Saxony,Rural regions,Yes,0.10389,67,785,0.08253,0.12525
2004,Saxony,Rural regions,No,0.89611,718,785,0.87475,0.91747
2004,Saxony-Anhalt,Urban regions,No,0.77819,148,148,0.71103,0.84536
2004,Saxony-Anhalt,Rural regions,Yes,0.09814,65,741,0.07671,0.11958
2004,Saxony-Anhalt,Rural regions,No,0.90186,676,741,0.88042,0.92329
2004,Thuringa,Urban regions,No,0.93261,265,265,0.90236,0.96285
2004,Thuringa,Rural regions,Yes,0.13572,69,659,0.10955,0.16189
2004,Thuringa,Rural regions,No,0.86428,590,659,0.83811,0.89045
2005,Schleswig-Holstein,Urban regions,Yes,0.16938,39,271,0.12464,0.21412
2005,Schleswig-Holstein,Urban regions,No,0.83062,232,271,0.78588,0.87536
2005,Schleswig-Holstein,Rural regions,Yes,0.11371,43,366,0.08114,0.14628
2005,Schleswig-Holstein,Rural regions,No,0.88629,323,366,0.85372,0.91886
2005,Hamburg,Urban regions,Yes,0.16562,33,284,0.12230,0.20893
2005,Hamburg,Urban regions,No,0.83438,251,284,0.79107,0.87770
2005,Lower Saxony,Urban regions,Yes,0.14828,107,852,0.12440,0.17216
2005,Lower Saxony,Urban regions,No,0.85172,745,852,0.82784,0.87560
2005,Lower Saxony,Rural regions,Yes,0.13432,100,924,0.11232,0.15631
2005,Lower Saxony,Rural regions,No,0.86568,824,924,0.84369,0.88768
2005,Bremen,Urban regions,No,0.81703,125,125,0.74898,0.88509
2005,North Rhine-Westphalia,Urban regions,Yes,0.15396,581,4237,0.14309,0.16483
2005,North Rhine-Westphalia,Urban regions,No,0.84604,3656,4237,0.83517,0.85691
