year,bula_h,quintil_oecd,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Thuringa,4th Quintile,At least once per week,0.42069,39,93,0.31981,0.52157
2009,Thuringa,4th Quintile,At least once per month,0.36678,54,93,0.26830,0.46526
2009,Thuringa,5th Quintile,At least once per week,0.28061,33,105,0.19426,0.36696
2009,Thuringa,5th Quintile,At least once per month,0.46764,40,105,0.37174,0.56353
2009,Thuringa,5th Quintile,Seldom,0.25175,32,105,0.16834,0.33517
2011,Schleswig-Holstein,1st Quintile,At least once per week,0.60241,80,117,0.51335,0.69147
2011,Schleswig-Holstein,1st Quintile,At least once per month,0.18225,37,117,0.11199,0.25250
2011,Schleswig-Holstein,2nd Quintile,At least once per week,0.33026,60,109,0.24156,0.41896
2011,Schleswig-Holstein,2nd Quintile,At least once per month,0.38856,49,109,0.29663,0.48049
2011,Schleswig-Holstein,3rd Quintile,At least once per week,0.38507,55,101,0.28969,0.48045
2011,Schleswig-Holstein,3rd Quintile,At least once per month,0.43397,46,101,0.33682,0.53111
2011,Schleswig-Holstein,4th Quintile,At least once per week,0.42670,55,120,0.33783,0.51557
2011,Schleswig-Holstein,4th Quintile,At least once per month,0.40018,65,120,0.31216,0.48821
2011,Schleswig-Holstein,5th Quintile,At least once per week,0.34301,56,127,0.26012,0.42590
2011,Schleswig-Holstein,5th Quintile,At least once per month,0.47753,71,127,0.39032,0.56475
2011,Hamburg,1st Quintile,At least once per week,0.57541,31,31,0.39853,0.75229
2011,Hamburg,2nd Quintile,At least once per week,0.40644,34,34,0.23886,0.57402
2011,Hamburg,5th Quintile,At least once per week,0.46048,57,102,0.36327,0.55768
2011,Hamburg,5th Quintile,At least once per month,0.41438,45,102,0.31831,0.51046
2011,Lower Saxony,1st Quintile,At least once per week,0.37655,179,399,0.32895,0.42416
2011,Lower Saxony,1st Quintile,At least once per month,0.25990,118,399,0.21681,0.30299
2011,Lower Saxony,1st Quintile,Seldom,0.29075,102,399,0.24614,0.33537
2011,Lower Saxony,2nd Quintile,At least once per week,0.35590,135,336,0.30463,0.40717
2011,Lower Saxony,2nd Quintile,At least once per month,0.38288,122,336,0.33083,0.43494
2011,Lower Saxony,2nd Quintile,Seldom,0.24579,79,336,0.19969,0.29190
2011,Lower Saxony,3rd Quintile,At least once per week,0.36157,167,396,0.31419,0.40895
2011,Lower Saxony,3rd Quintile,At least once per month,0.39323,160,396,0.34505,0.44140
2011,Lower Saxony,3rd Quintile,Seldom,0.22402,69,396,0.18290,0.26514
2011,Lower Saxony,4th Quintile,At least once per week,0.33997,157,388,0.29277,0.38716
2011,Lower Saxony,4th Quintile,At least once per month,0.35994,158,388,0.31211,0.40776
2011,Lower Saxony,4th Quintile,Seldom,0.26893,73,388,0.22475,0.31311
2011,Lower Saxony,5th Quintile,At least once per week,0.38455,181,444,0.33925,0.42986
2011,Lower Saxony,5th Quintile,At least once per month,0.41482,195,444,0.36894,0.46070
2011,Lower Saxony,5th Quintile,Seldom,0.19291,68,444,0.15617,0.22966
2011,North Rhine-Westphalia,1st Quintile,At least once per week,0.36728,434,986,0.33718,0.39739
2011,North Rhine-Westphalia,1st Quintile,At least once per month,0.32506,305,986,0.29581,0.35431
2011,North Rhine-Westphalia,1st Quintile,Seldom,0.23566,184,986,0.20916,0.26217
2011,North Rhine-Westphalia,1st Quintile,Never,0.07199,63,986,0.05585,0.08813
2011,North Rhine-Westphalia,2nd Quintile,At least once per week,0.36669,333,750,0.33218,0.40121
2011,North Rhine-Westphalia,2nd Quintile,At least once per month,0.33235,263,750,0.29862,0.36609
2011,North Rhine-Westphalia,2nd Quintile,Seldom,0.25857,154,750,0.22722,0.28993
2011,North Rhine-Westphalia,3rd Quintile,At least once per week,0.38912,330,727,0.35365,0.42458
2011,North Rhine-Westphalia,3rd Quintile,At least once per month,0.40488,288,727,0.36918,0.44059
2011,North Rhine-Westphalia,3rd Quintile,Seldom,0.18063,109,727,0.15264,0.20861
2011,North Rhine-Westphalia,4th Quintile,At least once per week,0.45465,409,843,0.42102,0.48829
2011,North Rhine-Westphalia,4th Quintile,At least once per month,0.42065,322,843,0.38731,0.45400
2011,North Rhine-Westphalia,4th Quintile,Seldom,0.11274,112,843,0.09138,0.13410
2011,North Rhine-Westphalia,5th Quintile,At least once per week,0.46876,520,1064,0.43876,0.49875
2011,North Rhine-Westphalia,5th Quintile,At least once per month,0.36523,403,1064,0.33629,0.39418
2011,North Rhine-Westphalia,5th Quintile,Seldom,0.15334,141,1064,0.13168,0.17500
2011,Hesse,1st Quintile,At least once per week,0.43921,123,239,0.37616,0.50226
2011,Hesse,1st Quintile,At least once per month,0.26595,65,239,0.20981,0.32208
2011,Hesse,1st Quintile,Seldom,0.23561,51,239,0.18169,0.28953
2011,Hesse,2nd Quintile,At least once per week,0.49123,135,266,0.43104,0.55142
2011,Hesse,2nd Quintile,At least once per month,0.28290,86,266,0.22867,0.33713
2011,Hesse,2nd Quintile,Seldom,0.16560,45,266,0.12085,0.21036
2011,Hesse,3rd Quintile,At least once per week,0.44898,131,268,0.38932,0.50864
2011,Hesse,3rd Quintile,At least once per month,0.35867,99,268,0.30114,0.41620
2011,Hesse,3rd Quintile,Seldom,0.13915,38,268,0.09763,0.18066
2011,Hesse,4th Quintile,At least once per week,0.37259,125,275,0.31534,0.42984
2011,Hesse,4th Quintile,At least once per month,0.43819,112,275,0.37944,0.49694
2011,Hesse,4th Quintile,Seldom,0.17805,38,275,0.13275,0.22335
2011,Hesse,5th Quintile,At least once per week,0.48605,217,431,0.43881,0.53329
2011,Hesse,5th Quintile,At least once per month,0.34924,154,431,0.30418,0.39430
2011,Hesse,5th Quintile,Seldom,0.16307,60,431,0.12815,0.19799
2011,"Rhineland-Palatinate, Saarland",1st Quintile,At least once per week,0.45732,128,238,0.39390,0.52075
2011,"Rhineland-Palatinate, Saarland",1st Quintile,At least once per month,0.19619,59,238,0.14563,0.24674
2011,"Rhineland-Palatinate, Saarland",1st Quintile,Seldom,0.26010,51,238,0.20425,0.31595
2011,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per week,0.40437,112,256,0.34413,0.46460
2011,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per month,0.32412,95,256,0.26667,0.38157
2011,"Rhineland-Palatinate, Saarland",2nd Quintile,Seldom,0.23624,49,256,0.18411,0.28838
2011,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per week,0.40650,109,244,0.34474,0.46826
2011,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per month,0.33892,84,244,0.27940,0.39843
2011,"Rhineland-Palatinate, Saarland",3rd Quintile,Seldom,0.22172,51,244,0.16949,0.27395
2011,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per week,0.47810,118,234,0.41396,0.54224
2011,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per month,0.35381,81,234,0.29241,0.41520
2011,"Rhineland-Palatinate, Saarland",4th Quintile,Seldom,0.16346,35,234,0.11598,0.21094
2011,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per week,0.47857,112,234,0.41443,0.54272
2011,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per month,0.32620,89,234,0.26600,0.38639
2011,"Rhineland-Palatinate, Saarland",5th Quintile,Seldom,0.17443,33,234,0.12571,0.22316
2011,Baden-Wuerttemberg,1st Quintile,At least once per week,0.39973,178,375,0.35008,0.44937
2011,Baden-Wuerttemberg,1st Quintile,At least once per month,0.28509,116,375,0.23933,0.33084
2011,Baden-Wuerttemberg,1st Quintile,Seldom,0.28755,81,375,0.24168,0.33342
2011,Baden-Wuerttemberg,2nd Quintile,At least once per week,0.42329,203,434,0.37675,0.46982
2011,Baden-Wuerttemberg,2nd Quintile,At least once per month,0.36272,166,434,0.31744,0.40801
2011,Baden-Wuerttemberg,2nd Quintile,Seldom,0.15434,65,434,0.12031,0.18837
2011,Baden-Wuerttemberg,3rd Quintile,At least once per week,0.50348,253,485,0.45893,0.54802
2011,Baden-Wuerttemberg,3rd Quintile,At least once per month,0.29556,159,485,0.25491,0.33621
2011,Baden-Wuerttemberg,3rd Quintile,Seldom,0.18318,73,485,0.14872,0.21765
2011,Baden-Wuerttemberg,4th Quintile,At least once per week,0.45521,305,601,0.41537,0.49506
2011,Baden-Wuerttemberg,4th Quintile,At least once per month,0.36645,208,601,0.32789,0.40500
2011,Baden-Wuerttemberg,4th Quintile,Seldom,0.15885,88,601,0.12960,0.18810
2011,Baden-Wuerttemberg,5th Quintile,At least once per week,0.51804,382,716,0.48142,0.55467
2011,Baden-Wuerttemberg,5th Quintile,At least once per month,0.35992,259,716,0.32474,0.39510
2011,Baden-Wuerttemberg,5th Quintile,Seldom,0.12139,75,716,0.09745,0.14533
2011,Bavaria,1st Quintile,At least once per week,0.43199,236,504,0.38870,0.47528
2011,Bavaria,1st Quintile,At least once per month,0.23626,149,504,0.19914,0.27338
2011,Bavaria,1st Quintile,Seldom,0.30437,119,504,0.26416,0.34458
2011,Bavaria,2nd Quintile,At least once per week,0.44655,306,610,0.40707,0.48604
2011,Bavaria,2nd Quintile,At least once per month,0.29649,201,610,0.26021,0.33276
2011,Bavaria,2nd Quintile,Seldom,0.21580,103,610,0.18313,0.24847
2011,Bavaria,3rd Quintile,At least once per week,0.39955,316,645,0.36172,0.43738
2011,Bavaria,3rd Quintile,At least once per month,0.35131,221,645,0.31444,0.38819
2011,Bavaria,3rd Quintile,Seldom,0.22122,108,645,0.18916,0.25327
2011,Bavaria,4th Quintile,At least once per week,0.49492,282,613,0.45531,0.53453
2011,Bavaria,4th Quintile,At least once per month,0.32142,222,613,0.28442,0.35842
2011,Bavaria,4th Quintile,Seldom,0.17058,109,613,0.14078,0.20038
2011,Bavaria,5th Quintile,At least once per week,0.49387,388,811,0.45943,0.52830
2011,Bavaria,5th Quintile,At least once per month,0.33975,310,811,0.30713,0.37236
2011,Bavaria,5th Quintile,Seldom,0.14837,113,811,0.12389,0.17285
2011,Berlin,1st Quintile,At least once per week,0.43987,88,177,0.36654,0.51321
2011,Berlin,1st Quintile,At least once per month,0.30390,54,177,0.23595,0.37185
2011,Berlin,1st Quintile,Seldom,0.20624,35,177,0.14647,0.26602
2011,Berlin,2nd Quintile,At least once per week,0.33539,53,104,0.24421,0.42657
2011,Berlin,2nd Quintile,At least once per month,0.39497,51,104,0.30056,0.48938
2011,Berlin,3rd Quintile,At least once per week,0.27961,45,113,0.19649,0.36273
2011,Berlin,3rd Quintile,At least once per month,0.50795,68,113,0.41536,0.60054
2011,Berlin,4th Quintile,At least once per week,0.34315,76,152,0.26743,0.41888
2011,Berlin,4th Quintile,At least once per month,0.46872,76,152,0.38913,0.54832
2011,Berlin,5th Quintile,At least once per week,0.31551,65,160,0.24327,0.38774
2011,Berlin,5th Quintile,At least once per month,0.52362,63,160,0.44598,0.60125
2011,Berlin,5th Quintile,Seldom,0.14372,32,160,0.08919,0.19824
2011,Brandenburg,1st Quintile,At least once per week,0.31199,76,232,0.25225,0.37174
2011,Brandenburg,1st Quintile,At least once per month,0.29878,85,232,0.23975,0.35781
2011,Brandenburg,1st Quintile,Seldom,0.31733,71,232,0.25731,0.37735
2011,Brandenburg,2nd Quintile,At least once per week,0.22223,42,204,0.16503,0.27942
2011,Brandenburg,2nd Quintile,At least once per month,0.40769,103,204,0.34009,0.47529
2011,Brandenburg,2nd Quintile,Seldom,0.33130,59,204,0.26655,0.39604
2011,Brandenburg,3rd Quintile,At least once per week,0.25029,43,180,0.18683,0.31375
2011,Brandenburg,3rd Quintile,At least once per month,0.44608,93,180,0.37326,0.51890
2011,Brandenburg,3rd Quintile,Seldom,0.27622,44,180,0.21072,0.34173
2011,Brandenburg,4th Quintile,At least once per month,0.34350,60,101,0.25042,0.43657
2011,Brandenburg,4th Quintile,Seldom,0.43119,41,101,0.33412,0.52826
2011,Brandenburg,5th Quintile,At least once per month,0.42441,48,48,0.28310,0.56571
2011,Mecklenburg-Western Pomerania,1st Quintile,At least once per week,0.24446,48,146,0.17451,0.31442
2011,Mecklenburg-Western Pomerania,1st Quintile,At least once per month,0.44978,65,146,0.36880,0.53075
2011,Mecklenburg-Western Pomerania,1st Quintile,Seldom,0.25373,33,146,0.18290,0.32455
2011,Mecklenburg-Western Pomerania,2nd Quintile,At least once per week,0.42922,46,90,0.32638,0.53205
2011,Mecklenburg-Western Pomerania,2nd Quintile,At least once per month,0.35951,44,90,0.25982,0.45921
2011,Mecklenburg-Western Pomerania,3rd Quintile,At least once per week,0.25517,40,40,0.11834,0.39199
2011,Mecklenburg-Western Pomerania,4th Quintile,At least once per month,0.52363,45,45,0.37606,0.67121
2011,Mecklenburg-Western Pomerania,5th Quintile,At least once per month,0.51312,38,38,0.35206,0.67417
2011,Saxony,1st Quintile,At least once per week,0.23226,137,394,0.19051,0.27401
2011,Saxony,1st Quintile,At least once per month,0.33628,133,394,0.28957,0.38299
2011,Saxony,1st Quintile,Seldom,0.34849,124,394,0.30138,0.39560
2011,Saxony,2nd Quintile,At least once per week,0.31149,147,410,0.26661,0.35637
2011,Saxony,2nd Quintile,At least once per month,0.37785,162,410,0.33086,0.42484
2011,Saxony,2nd Quintile,Seldom,0.28774,101,410,0.24386,0.33161
2011,Saxony,3rd Quintile,At least once per week,0.39366,112,341,0.34172,0.44559
2011,Saxony,3rd Quintile,At least once per month,0.39742,146,341,0.34540,0.44943
2011,Saxony,3rd Quintile,Seldom,0.18834,83,341,0.14678,0.22990
2011,Saxony,4th Quintile,At least once per week,0.28586,77,224,0.22656,0.34516
2011,Saxony,4th Quintile,At least once per month,0.51146,111,224,0.44585,0.57707
2011,Saxony,4th Quintile,Seldom,0.20041,36,224,0.14787,0.25295
2011,Saxony,5th Quintile,At least once per week,0.25543,39,136,0.18186,0.32899
2011,Saxony,5th Quintile,At least once per month,0.48119,63,136,0.39690,0.56547
2011,Saxony,5th Quintile,Seldom,0.26339,34,136,0.18908,0.33769
2011,Saxony-Anhalt,1st Quintile,At least once per week,0.31309,80,235,0.25367,0.37251
2011,Saxony-Anhalt,1st Quintile,At least once per month,0.31481,88,235,0.25530,0.37432
2011,Saxony-Anhalt,1st Quintile,Seldom,0.32360,67,235,0.26366,0.38355
2011,Saxony-Anhalt,2nd Quintile,At least once per week,0.35333,59,218,0.28973,0.41693
2011,Saxony-Anhalt,2nd Quintile,At least once per month,0.41179,104,218,0.34631,0.47728
2011,Saxony-Anhalt,2nd Quintile,Seldom,0.23150,55,218,0.17538,0.28762
2011,Saxony-Anhalt,3rd Quintile,At least once per week,0.24032,35,147,0.17101,0.30963
2011,Saxony-Anhalt,3rd Quintile,At least once per month,0.42557,70,147,0.34537,0.50577
2011,Saxony-Anhalt,3rd Quintile,Seldom,0.31422,42,147,0.23892,0.38952
2011,Saxony-Anhalt,4th Quintile,At least once per week,0.32222,39,102,0.23107,0.41336
2011,Saxony-Anhalt,4th Quintile,At least once per month,0.49763,63,102,0.40012,0.59515
2011,Saxony-Anhalt,5th Quintile,At least once per week,0.40533,39,77,0.29495,0.51571
2011,Saxony-Anhalt,5th Quintile,At least once per month,0.36481,38,77,0.25658,0.47303
2011,Thuringa,1st Quintile,At least once per week,0.33538,73,199,0.26961,0.40114
2011,Thuringa,1st Quintile,At least once per month,0.30095,68,199,0.23706,0.36484
2011,Thuringa,1st Quintile,Seldom,0.29828,58,199,0.23455,0.36201
2011,Thuringa,2nd Quintile,At least once per week,0.35601,73,228,0.29372,0.41830
2011,Thuringa,2nd Quintile,At least once per month,0.29210,80,228,0.23295,0.35126
2011,Thuringa,2nd Quintile,Seldom,0.30139,75,228,0.24170,0.36108
2011,Thuringa,3rd Quintile,At least once per week,0.39456,59,139,0.31302,0.47611
2011,Thuringa,3rd Quintile,At least once per month,0.34553,80,139,0.26619,0.42487
2011,Thuringa,4th Quintile,At least once per week,0.35997,49,152,0.28341,0.43653
2011,Thuringa,4th Quintile,At least once per month,0.37353,61,152,0.29637,0.45069
2011,Thuringa,4th Quintile,Seldom,0.26204,42,152,0.19190,0.33218
2011,Thuringa,5th Quintile,At least once per month,0.54383,46,46,0.39830,0.68935
2015,Schleswig-Holstein,1st Quintile,At least once per week,0.45920,109,209,0.39147,0.52692
2015,Schleswig-Holstein,1st Quintile,At least once per month,0.32988,60,209,0.26598,0.39378
2015,Schleswig-Holstein,1st Quintile,Seldom,0.16650,40,209,0.11588,0.21713
2015,Schleswig-Holstein,2nd Quintile,At least once per week,0.41141,63,154,0.33343,0.48938
2015,Schleswig-Holstein,2nd Quintile,At least once per month,0.36933,59,154,0.29286,0.44581
2015,Schleswig-Holstein,2nd Quintile,Seldom,0.17818,32,154,0.11755,0.23882
2015,Schleswig-Holstein,3rd Quintile,At least once per week,0.32565,65,175,0.25602,0.39528
2015,Schleswig-Holstein,3rd Quintile,At least once per month,0.45536,70,175,0.38136,0.52935
2015,Schleswig-Holstein,3rd Quintile,Seldom,0.20165,40,175,0.14203,0.26127
2015,Schleswig-Holstein,4th Quintile,At least once per week,0.41268,77,173,0.33911,0.48626
2015,Schleswig-Holstein,4th Quintile,At least once per month,0.44153,65,173,0.36732,0.51574
2015,Schleswig-Holstein,4th Quintile,Seldom,0.14372,31,173,0.09129,0.19614
2015,Schleswig-Holstein,5th Quintile,At least once per week,0.36305,58,110,0.27277,0.45333
2015,Schleswig-Holstein,5th Quintile,At least once per month,0.46769,52,110,0.37402,0.56136
2015,Hamburg,2nd Quintile,At least once per week,0.29278,33,33,0.13512,0.45045
2015,Hamburg,3rd Quintile,At least once per week,0.40612,45,80,0.29782,0.51442
2015,Hamburg,3rd Quintile,At least once per month,0.48455,35,80,0.37434,0.59475
2015,Hamburg,4th Quintile,At least once per week,0.43911,35,71,0.32284,0.55537
2015,Hamburg,4th Quintile,At least once per month,0.48269,36,71,0.36563,0.59975
2015,Hamburg,5th Quintile,At least once per week,0.39951,57,102,0.30399,0.49504
2015,Hamburg,5th Quintile,At least once per month,0.39534,45,102,0.29999,0.49069
2015,Lower Saxony,1st Quintile,At least once per week,0.44114,251,520,0.39842,0.48386
2015,Lower Saxony,1st Quintile,At least once per month,0.27001,164,520,0.23181,0.30821
2015,Lower Saxony,1st Quintile,Seldom,0.24964,105,520,0.21240,0.28687
2015,Lower Saxony,2nd Quintile,At least once per week,0.31236,183,453,0.26964,0.35509
2015,Lower Saxony,2nd Quintile,At least once per month,0.40187,177,453,0.35668,0.44707
2015,Lower Saxony,2nd Quintile,Seldom,0.24626,93,453,0.20654,0.28598
2015,Lower Saxony,3rd Quintile,At least once per week,0.41861,201,450,0.37297,0.46424
2015,Lower Saxony,3rd Quintile,At least once per month,0.40876,181,450,0.36329,0.45423
2015,Lower Saxony,3rd Quintile,Seldom,0.14263,68,450,0.11028,0.17497
2015,Lower Saxony,4th Quintile,At least once per week,0.45188,222,488,0.40768,0.49608
2015,Lower Saxony,4th Quintile,At least once per month,0.34208,184,488,0.29994,0.38421
2015,Lower Saxony,4th Quintile,Seldom,0.18151,82,488,0.14728,0.21575
2015,Lower Saxony,5th Quintile,At least once per week,0.46263,198,473,0.41765,0.50761
2015,Lower Saxony,5th Quintile,At least once per month,0.37783,197,473,0.33408,0.42157
2015,Lower Saxony,5th Quintile,Seldom,0.15287,78,473,0.12040,0.18533
2015,Bremen,1st Quintile,At least once per week,0.75568,40,40,0.62082,0.89053
2015,North Rhine-Westphalia,1st Quintile,At least once per week,0.46949,624,1202,0.44127,0.49772
2015,North Rhine-Westphalia,1st Quintile,At least once per month,0.27589,311,1202,0.25061,0.30116
2015,North Rhine-Westphalia,1st Quintile,Seldom,0.17757,193,1202,0.15596,0.19918
2015,North Rhine-Westphalia,1st Quintile,Never,0.07705,74,1202,0.06197,0.09214
2015,North Rhine-Westphalia,2nd Quintile,At least once per week,0.43920,493,996,0.40836,0.47003
2015,North Rhine-Westphalia,2nd Quintile,At least once per month,0.34222,316,996,0.31273,0.37170
2015,North Rhine-Westphalia,2nd Quintile,Seldom,0.17963,155,996,0.15578,0.20348
2015,North Rhine-Westphalia,2nd Quintile,Never,0.03896,32,996,0.02694,0.05098
2015,North Rhine-Westphalia,3rd Quintile,At least once per week,0.44186,430,895,0.40931,0.47441
2015,North Rhine-Westphalia,3rd Quintile,At least once per month,0.36677,333,895,0.33518,0.39836
2015,North Rhine-Westphalia,3rd Quintile,Seldom,0.16593,132,895,0.14154,0.19031
2015,North Rhine-Westphalia,4th Quintile,At least once per week,0.43902,448,961,0.40762,0.47041
2015,North Rhine-Westphalia,4th Quintile,At least once per month,0.38176,375,961,0.35102,0.41249
2015,North Rhine-Westphalia,4th Quintile,Seldom,0.14954,138,961,0.12699,0.17210
2015,North Rhine-Westphalia,5th Quintile,At least once per week,0.42405,479,1062,0.39432,0.45379
2015,North Rhine-Westphalia,5th Quintile,At least once per month,0.42991,450,1062,0.40013,0.45970
2015,North Rhine-Westphalia,5th Quintile,Seldom,0.12903,133,1062,0.10886,0.14920
2015,Hesse,1st Quintile,At least once per week,0.52548,171,319,0.47060,0.58037
2015,Hesse,1st Quintile,At least once per month,0.27268,82,319,0.22374,0.32163
2015,Hesse,1st Quintile,Seldom,0.16759,66,319,0.12654,0.20864
2015,Hesse,2nd Quintile,At least once per week,0.44018,130,277,0.38161,0.49874
2015,Hesse,2nd Quintile,At least once per month,0.35048,107,277,0.29419,0.40677
2015,Hesse,2nd Quintile,Seldom,0.14995,40,277,0.10783,0.19208
2015,Hesse,3rd Quintile,At least once per week,0.52264,169,320,0.46783,0.57745
2015,Hesse,3rd Quintile,At least once per month,0.28120,94,320,0.23187,0.33054
2015,Hesse,3rd Quintile,Seldom,0.16972,57,320,0.12853,0.21092
2015,Hesse,4th Quintile,At least once per week,0.38178,139,310,0.32761,0.43594
2015,Hesse,4th Quintile,At least once per month,0.41187,111,310,0.35700,0.46675
2015,Hesse,4th Quintile,Seldom,0.18698,60,310,0.14351,0.23046
2015,Hesse,5th Quintile,At least once per week,0.49839,224,456,0.45245,0.54433
2015,Hesse,5th Quintile,At least once per month,0.36627,173,456,0.32200,0.41054
2015,Hesse,5th Quintile,Seldom,0.13011,59,456,0.09920,0.16102
2015,"Rhineland-Palatinate, Saarland",1st Quintile,At least once per week,0.51338,156,291,0.45585,0.57090
2015,"Rhineland-Palatinate, Saarland",1st Quintile,At least once per month,0.26227,82,291,0.21164,0.31289
2015,"Rhineland-Palatinate, Saarland",1st Quintile,Seldom,0.16903,53,291,0.12589,0.21216
2015,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per week,0.37746,119,291,0.32167,0.43325
2015,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per month,0.37552,122,291,0.31979,0.43126
2015,"Rhineland-Palatinate, Saarland",2nd Quintile,Seldom,0.19115,50,291,0.14589,0.23641
2015,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per week,0.39988,134,315,0.34570,0.45407
2015,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per month,0.38274,131,315,0.32898,0.43650
2015,"Rhineland-Palatinate, Saarland",3rd Quintile,Seldom,0.19947,50,315,0.15527,0.24367
2015,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per week,0.39081,114,266,0.33206,0.44956
2015,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per month,0.45110,114,266,0.39118,0.51101
2015,"Rhineland-Palatinate, Saarland",4th Quintile,Seldom,0.15560,38,266,0.11196,0.19924
2015,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per week,0.46773,131,276,0.40875,0.52670
2015,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per month,0.37696,104,276,0.31968,0.43424
2015,"Rhineland-Palatinate, Saarland",5th Quintile,Seldom,0.13059,41,276,0.09076,0.17041
2015,Baden-Wuerttemberg,1st Quintile,At least once per week,0.45340,170,354,0.40147,0.50533
2015,Baden-Wuerttemberg,1st Quintile,At least once per month,0.27367,119,354,0.22716,0.32018
2015,Baden-Wuerttemberg,1st Quintile,Seldom,0.21322,65,354,0.17049,0.25595
2015,Baden-Wuerttemberg,2nd Quintile,At least once per week,0.41026,239,501,0.36714,0.45338
2015,Baden-Wuerttemberg,2nd Quintile,At least once per month,0.35297,183,501,0.31108,0.39486
2015,Baden-Wuerttemberg,2nd Quintile,Seldom,0.20665,79,501,0.17116,0.24214
2015,Baden-Wuerttemberg,3rd Quintile,At least once per week,0.44770,301,628,0.40878,0.48662
2015,Baden-Wuerttemberg,3rd Quintile,At least once per month,0.31924,218,628,0.28275,0.35573
2015,Baden-Wuerttemberg,3rd Quintile,Seldom,0.21325,109,628,0.18119,0.24531
2015,Baden-Wuerttemberg,4th Quintile,At least once per week,0.45749,310,649,0.41913,0.49585
2015,Baden-Wuerttemberg,4th Quintile,At least once per month,0.37161,248,649,0.33440,0.40882
2015,Baden-Wuerttemberg,4th Quintile,Seldom,0.15668,91,649,0.12870,0.18467
2015,Baden-Wuerttemberg,5th Quintile,At least once per week,0.53105,393,788,0.49619,0.56592
2015,Baden-Wuerttemberg,5th Quintile,At least once per month,0.35533,318,788,0.32189,0.38877
2015,Baden-Wuerttemberg,5th Quintile,Seldom,0.10201,77,788,0.08086,0.12316
2015,Bavaria,1st Quintile,At least once per week,0.51386,292,608,0.47409,0.55362
2015,Bavaria,1st Quintile,At least once per month,0.23468,165,608,0.20097,0.26840
2015,Bavaria,1st Quintile,Seldom,0.18871,113,608,0.15758,0.21983
2015,Bavaria,1st Quintile,Never,0.06276,38,608,0.04346,0.08205
2015,Bavaria,2nd Quintile,At least once per week,0.47583,378,785,0.44087,0.51079
2015,Bavaria,2nd Quintile,At least once per month,0.32010,269,785,0.28744,0.35276
2015,Bavaria,2nd Quintile,Seldom,0.15982,138,785,0.13417,0.18547
2015,Bavaria,3rd Quintile,At least once per week,0.47924,357,739,0.44320,0.51529
2015,Bavaria,3rd Quintile,At least once per month,0.33122,255,739,0.29727,0.36518
2015,Bavaria,3rd Quintile,Seldom,0.16523,127,739,0.13844,0.19203
2015,Bavaria,4th Quintile,At least once per week,0.50369,412,839,0.46984,0.53754
2015,Bavaria,4th Quintile,At least once per month,0.35038,310,839,0.31808,0.38269
2015,Bavaria,4th Quintile,Seldom,0.13014,117,839,0.10736,0.15292
2015,Bavaria,5th Quintile,At least once per week,0.48351,476,996,0.45246,0.51456
2015,Bavaria,5th Quintile,At least once per month,0.34871,375,996,0.31910,0.37833
2015,Bavaria,5th Quintile,Seldom,0.15798,145,996,0.13532,0.18064
2015,Berlin,1st Quintile,At least once per week,0.39446,94,207,0.32772,0.46120
2015,Berlin,1st Quintile,At least once per month,0.33352,70,207,0.26913,0.39790
2015,Berlin,1st Quintile,Seldom,0.25219,43,207,0.19288,0.31149
2015,Berlin,2nd Quintile,At least once per week,0.43508,91,201,0.36637,0.50379
2015,Berlin,2nd Quintile,At least once per month,0.32198,70,201,0.25723,0.38674
2015,Berlin,2nd Quintile,Seldom,0.21564,40,201,0.15864,0.27264
2015,Berlin,3rd Quintile,At least once per week,0.48189,65,111,0.38851,0.57527
2015,Berlin,3rd Quintile,At least once per month,0.27679,46,111,0.19318,0.36040
2015,Berlin,4th Quintile,At least once per week,0.54475,79,141,0.46226,0.62725
2015,Berlin,4th Quintile,At least once per month,0.24719,62,141,0.17573,0.31865
2015,Berlin,5th Quintile,At least once per week,0.39200,67,184,0.32127,0.46274
2015,Berlin,5th Quintile,At least once per month,0.42280,83,184,0.35122,0.49437
2015,Berlin,5th Quintile,Seldom,0.16152,34,184,0.10820,0.21484
2015,Brandenburg,1st Quintile,At least once per week,0.35311,95,248,0.29351,0.41272
2015,Brandenburg,1st Quintile,At least once per month,0.27700,84,248,0.22119,0.33281
2015,Brandenburg,1st Quintile,Seldom,0.31986,69,248,0.26169,0.37803
2015,Brandenburg,2nd Quintile,At least once per week,0.26056,64,221,0.20255,0.31856
