year,bula_h,quintil_oecd,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Lower Saxony,4th Quintile,At least once per month,0.40651,84,219,0.34131,0.47171
1996,Lower Saxony,4th Quintile,Seldom,0.17273,34,219,0.12255,0.22291
1996,Lower Saxony,5th Quintile,At least once per week,0.34906,82,219,0.28578,0.41234
1996,Lower Saxony,5th Quintile,At least once per month,0.39562,89,219,0.33071,0.46053
1996,Lower Saxony,5th Quintile,Seldom,0.24435,48,219,0.18731,0.30139
1996,North Rhine-Westphalia,1st Quintile,At least once per week,0.47803,272,528,0.43538,0.52068
1996,North Rhine-Westphalia,1st Quintile,At least once per month,0.33457,177,528,0.29429,0.37486
1996,North Rhine-Westphalia,1st Quintile,Seldom,0.14771,79,528,0.11741,0.17800
1996,North Rhine-Westphalia,2nd Quintile,At least once per week,0.44402,241,502,0.40051,0.48753
1996,North Rhine-Westphalia,2nd Quintile,At least once per month,0.33552,162,502,0.29418,0.37687
1996,North Rhine-Westphalia,2nd Quintile,Seldom,0.19701,99,502,0.16218,0.23184
1996,North Rhine-Westphalia,3rd Quintile,At least once per week,0.45366,225,447,0.40746,0.49987
1996,North Rhine-Westphalia,3rd Quintile,At least once per month,0.36789,156,447,0.32313,0.41264
1996,North Rhine-Westphalia,3rd Quintile,Seldom,0.17303,66,447,0.13793,0.20814
1996,North Rhine-Westphalia,4th Quintile,At least once per week,0.43584,233,483,0.39157,0.48011
1996,North Rhine-Westphalia,4th Quintile,At least once per month,0.40912,189,483,0.36522,0.45301
1996,North Rhine-Westphalia,4th Quintile,Seldom,0.12299,61,483,0.09367,0.15231
1996,North Rhine-Westphalia,5th Quintile,At least once per week,0.46465,247,526,0.42199,0.50731
1996,North Rhine-Westphalia,5th Quintile,At least once per month,0.36227,190,526,0.32115,0.40338
1996,North Rhine-Westphalia,5th Quintile,Seldom,0.16603,89,526,0.13420,0.19786
1996,Hesse,1st Quintile,At least once per week,0.42792,106,187,0.35681,0.49903
1996,Hesse,1st Quintile,At least once per month,0.25383,48,187,0.19129,0.31638
1996,Hesse,1st Quintile,Seldom,0.21557,33,187,0.15647,0.27467
1996,Hesse,2nd Quintile,At least once per week,0.48387,85,120,0.39408,0.57366
1996,Hesse,2nd Quintile,At least once per month,0.27733,35,120,0.19689,0.35776
1996,Hesse,3rd Quintile,At least once per week,0.45438,85,121,0.36529,0.54347
1996,Hesse,3rd Quintile,At least once per month,0.28300,36,121,0.20241,0.36360
1996,Hesse,4th Quintile,At least once per week,0.54778,98,159,0.47017,0.62539
1996,Hesse,4th Quintile,At least once per month,0.31636,61,159,0.24384,0.38888
1996,Hesse,5th Quintile,At least once per week,0.50594,117,217,0.43927,0.57262
1996,Hesse,5th Quintile,At least once per month,0.28479,59,217,0.22461,0.34498
1996,Hesse,5th Quintile,Seldom,0.20596,41,217,0.15203,0.25990
1996,"Rhineland-Palatinate, Saarland",1st Quintile,At least once per week,0.52125,74,112,0.42832,0.61419
1996,"Rhineland-Palatinate, Saarland",1st Quintile,At least once per month,0.31260,38,112,0.22636,0.39884
1996,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per week,0.50518,69,112,0.41217,0.59819
1996,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per month,0.36005,43,112,0.27075,0.44935
1996,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per week,0.54724,64,96,0.44714,0.64733
1996,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per month,0.23538,32,96,0.15007,0.32069
1996,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per week,0.52328,93,137,0.43934,0.60723
1996,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per month,0.28834,44,137,0.21221,0.36448
1996,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per week,0.35436,57,117,0.26731,0.44140
1996,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per month,0.44692,60,117,0.35644,0.53740
1996,Baden-Wuerttemberg,1st Quintile,At least once per week,0.51567,196,310,0.45994,0.57139
1996,Baden-Wuerttemberg,1st Quintile,At least once per month,0.29404,75,310,0.24324,0.34484
1996,Baden-Wuerttemberg,1st Quintile,Seldom,0.17387,39,310,0.13161,0.21613
1996,Baden-Wuerttemberg,2nd Quintile,At least once per week,0.37582,179,330,0.32349,0.42816
1996,Baden-Wuerttemberg,2nd Quintile,At least once per month,0.35548,110,330,0.30376,0.40721
1996,Baden-Wuerttemberg,2nd Quintile,Seldom,0.23518,41,330,0.18935,0.28101
1996,Baden-Wuerttemberg,3rd Quintile,At least once per week,0.49658,171,313,0.44110,0.55206
1996,Baden-Wuerttemberg,3rd Quintile,At least once per month,0.28415,98,313,0.23411,0.33420
1996,Baden-Wuerttemberg,3rd Quintile,Seldom,0.18101,44,313,0.13829,0.22374
1996,Baden-Wuerttemberg,4th Quintile,At least once per week,0.41266,187,374,0.36270,0.46262
1996,Baden-Wuerttemberg,4th Quintile,At least once per month,0.43322,135,374,0.38293,0.48351
1996,Baden-Wuerttemberg,4th Quintile,Seldom,0.15165,52,374,0.11525,0.18805
1996,Baden-Wuerttemberg,5th Quintile,At least once per week,0.44767,174,350,0.39550,0.49984
1996,Baden-Wuerttemberg,5th Quintile,At least once per month,0.39579,124,350,0.34448,0.44709
1996,Baden-Wuerttemberg,5th Quintile,Seldom,0.15516,52,350,0.11717,0.19314
1996,Bavaria,1st Quintile,At least once per week,0.46699,121,236,0.40320,0.53078
1996,Bavaria,1st Quintile,At least once per month,0.27347,77,236,0.21648,0.33046
1996,Bavaria,1st Quintile,Seldom,0.17936,38,236,0.13031,0.22842
1996,Bavaria,2nd Quintile,At least once per week,0.38698,111,258,0.32743,0.44653
1996,Bavaria,2nd Quintile,At least once per month,0.38482,106,258,0.32533,0.44431
1996,Bavaria,2nd Quintile,Seldom,0.19441,41,258,0.14602,0.24279
1996,Bavaria,3rd Quintile,At least once per week,0.47390,171,326,0.41962,0.52819
1996,Bavaria,3rd Quintile,At least once per month,0.30774,107,326,0.25756,0.35792
1996,Bavaria,3rd Quintile,Seldom,0.21767,48,326,0.17280,0.26253
1996,Bavaria,4th Quintile,At least once per week,0.44810,189,389,0.39862,0.49758
1996,Bavaria,4th Quintile,At least once per month,0.35476,133,389,0.30715,0.40237
1996,Bavaria,4th Quintile,Seldom,0.19214,67,389,0.15294,0.23135
1996,Bavaria,5th Quintile,At least once per week,0.42000,187,416,0.37252,0.46749
1996,Bavaria,5th Quintile,At least once per month,0.39657,167,416,0.34950,0.44364
1996,Bavaria,5th Quintile,Seldom,0.16252,62,416,0.12702,0.19802
1996,Berlin,1st Quintile,At least once per week,0.58194,48,48,0.44093,0.72296
1996,Berlin,2nd Quintile,At least once per week,0.39002,39,73,0.27736,0.50269
1996,Berlin,2nd Quintile,At least once per month,0.46088,34,73,0.34574,0.57602
1996,Berlin,3rd Quintile,At least once per week,0.51331,49,86,0.40705,0.61957
1996,Berlin,3rd Quintile,At least once per month,0.34992,37,86,0.24852,0.45131
1996,Berlin,4th Quintile,At least once per week,0.37994,54,108,0.28797,0.47191
1996,Berlin,4th Quintile,At least once per month,0.45639,54,108,0.36201,0.55077
1996,Berlin,5th Quintile,At least once per week,0.43437,51,106,0.33956,0.52918
1996,Berlin,5th Quintile,At least once per month,0.38899,55,106,0.29574,0.48224
1996,Brandenburg,1st Quintile,At least once per week,0.36200,39,113,0.27299,0.45100
1996,Brandenburg,1st Quintile,At least once per month,0.30776,37,113,0.22228,0.39325
1996,Brandenburg,1st Quintile,Seldom,0.29628,37,113,0.21171,0.38085
1996,Brandenburg,2nd Quintile,At least once per week,0.24374,39,154,0.17571,0.31177
1996,Brandenburg,2nd Quintile,At least once per month,0.43519,68,154,0.35663,0.51375
1996,Brandenburg,2nd Quintile,Seldom,0.31075,47,154,0.23742,0.38408
1996,Brandenburg,3rd Quintile,At least once per month,0.41734,56,105,0.32257,0.51212
1996,Brandenburg,3rd Quintile,Seldom,0.36506,49,105,0.27253,0.45759
1996,Brandenburg,4th Quintile,At least once per month,0.49496,54,54,0.36035,0.62956
1996,Brandenburg,5th Quintile,At least once per month,0.47017,40,40,0.31352,0.62681
1996,Mecklenburg-Western Pomerania,1st Quintile,At least once per week,0.43758,39,39,0.27985,0.59532
1996,Mecklenburg-Western Pomerania,2nd Quintile,At least once per month,0.44245,39,39,0.28453,0.60037
1996,Mecklenburg-Western Pomerania,3rd Quintile,At least once per month,0.38814,34,34,0.22187,0.55441
1996,Mecklenburg-Western Pomerania,4th Quintile,At least once per month,0.52427,31,31,0.34556,0.70298
1996,Saxony,1st Quintile,At least once per week,0.27777,61,226,0.21925,0.33630
1996,Saxony,1st Quintile,At least once per month,0.32095,85,226,0.25995,0.38195
1996,Saxony,1st Quintile,Seldom,0.32871,80,226,0.26733,0.39009
1996,Saxony,2nd Quintile,At least once per week,0.25586,76,296,0.20606,0.30565
1996,Saxony,2nd Quintile,At least once per month,0.41866,130,296,0.36237,0.47496
1996,Saxony,2nd Quintile,Seldom,0.30690,90,296,0.25427,0.35953
1996,Saxony,3rd Quintile,At least once per week,0.30605,86,270,0.25098,0.36112
1996,Saxony,3rd Quintile,At least once per month,0.40781,114,270,0.34909,0.46654
1996,Saxony,3rd Quintile,Seldom,0.27248,70,270,0.21927,0.32568
1996,Saxony,4th Quintile,At least once per week,0.21395,53,201,0.15712,0.27079
1996,Saxony,4th Quintile,At least once per month,0.57148,102,201,0.50289,0.64006
1996,Saxony,4th Quintile,Seldom,0.20616,46,201,0.15009,0.26222
1996,Saxony,5th Quintile,At least once per month,0.46510,45,45,0.31772,0.61248
1996,Saxony-Anhalt,1st Quintile,At least once per week,0.39950,48,96,0.30101,0.49800
1996,Saxony-Anhalt,1st Quintile,At least once per month,0.35946,48,96,0.26297,0.45596
1996,Saxony-Anhalt,2nd Quintile,At least once per week,0.28865,53,168,0.21992,0.35738
1996,Saxony-Anhalt,2nd Quintile,At least once per month,0.37767,68,168,0.30414,0.45120
1996,Saxony-Anhalt,2nd Quintile,Seldom,0.27691,47,168,0.20905,0.34478
1996,Saxony-Anhalt,3rd Quintile,At least once per week,0.24456,47,169,0.17956,0.30955
1996,Saxony-Anhalt,3rd Quintile,At least once per month,0.41123,64,169,0.33682,0.48563
1996,Saxony-Anhalt,3rd Quintile,Seldom,0.33172,58,169,0.26052,0.40291
1996,Saxony-Anhalt,4th Quintile,At least once per week,0.23262,39,138,0.16187,0.30337
1996,Saxony-Anhalt,4th Quintile,At least once per month,0.48138,58,138,0.39771,0.56505
1996,Saxony-Anhalt,4th Quintile,Seldom,0.26992,41,138,0.19559,0.34426
1996,Thuringa,1st Quintile,At least once per week,0.45254,62,146,0.37152,0.53356
1996,Thuringa,1st Quintile,At least once per month,0.32184,48,146,0.24579,0.39788
1996,Thuringa,1st Quintile,Seldom,0.19157,36,146,0.12751,0.25563
1996,Thuringa,2nd Quintile,At least once per week,0.28389,43,165,0.21488,0.35289
1996,Thuringa,2nd Quintile,At least once per month,0.45777,76,165,0.38152,0.53403
1996,Thuringa,2nd Quintile,Seldom,0.22516,46,165,0.16123,0.28908
1996,Thuringa,3rd Quintile,At least once per week,0.21149,46,190,0.15327,0.26971
1996,Thuringa,3rd Quintile,At least once per month,0.43277,84,190,0.36213,0.50341
1996,Thuringa,3rd Quintile,Seldom,0.32605,60,190,0.25922,0.39289
1996,Thuringa,4th Quintile,At least once per week,0.29364,33,84,0.19566,0.39163
1996,Thuringa,4th Quintile,At least once per month,0.43495,51,84,0.32829,0.54160
1997,Schleswig-Holstein,4th Quintile,At least once per month,0.38144,31,31,0.20762,0.55526
1997,Lower Saxony,1st Quintile,At least once per week,0.45865,96,169,0.38330,0.53400
1997,Lower Saxony,1st Quintile,At least once per month,0.29647,73,169,0.22741,0.36553
1997,Lower Saxony,2nd Quintile,At least once per week,0.32797,65,177,0.25861,0.39733
1997,Lower Saxony,2nd Quintile,At least once per month,0.38986,76,177,0.31780,0.46191
1997,Lower Saxony,2nd Quintile,Seldom,0.24865,36,177,0.18480,0.31251
1997,Lower Saxony,3rd Quintile,At least once per week,0.43959,105,185,0.36787,0.51131
1997,Lower Saxony,3rd Quintile,At least once per month,0.39607,80,185,0.32540,0.46674
1997,Lower Saxony,4th Quintile,At least once per week,0.36644,76,199,0.29932,0.43355
1997,Lower Saxony,4th Quintile,At least once per month,0.40601,83,199,0.33761,0.47442
1997,Lower Saxony,4th Quintile,Seldom,0.21291,40,199,0.15589,0.26993
1997,Lower Saxony,5th Quintile,At least once per week,0.37612,88,198,0.30847,0.44376
1997,Lower Saxony,5th Quintile,At least once per month,0.45901,110,198,0.38942,0.52859
1997,North Rhine-Westphalia,1st Quintile,At least once per week,0.42168,227,490,0.37791,0.46545
1997,North Rhine-Westphalia,1st Quintile,At least once per month,0.35601,177,490,0.31357,0.39845
1997,North Rhine-Westphalia,1st Quintile,Seldom,0.19344,86,490,0.15843,0.22845
1997,North Rhine-Westphalia,2nd Quintile,At least once per week,0.51165,269,518,0.46856,0.55474
1997,North Rhine-Westphalia,2nd Quintile,At least once per month,0.34592,191,518,0.30492,0.38692
1997,North Rhine-Westphalia,2nd Quintile,Seldom,0.11726,58,518,0.08952,0.14499
1997,North Rhine-Westphalia,3rd Quintile,At least once per week,0.40801,208,455,0.36280,0.45322
1997,North Rhine-Westphalia,3rd Quintile,At least once per month,0.35330,165,455,0.30933,0.39727
1997,North Rhine-Westphalia,3rd Quintile,Seldom,0.21430,82,455,0.17655,0.25204
1997,North Rhine-Westphalia,4th Quintile,At least once per week,0.47227,221,461,0.42665,0.51789
1997,North Rhine-Westphalia,4th Quintile,At least once per month,0.32007,150,461,0.27744,0.36270
1997,North Rhine-Westphalia,4th Quintile,Seldom,0.19480,90,461,0.15861,0.23100
1997,North Rhine-Westphalia,5th Quintile,At least once per week,0.45365,256,522,0.41090,0.49640
1997,North Rhine-Westphalia,5th Quintile,At least once per month,0.39255,195,522,0.35062,0.43448
1997,North Rhine-Westphalia,5th Quintile,Seldom,0.14369,71,522,0.11357,0.17381
1997,Hesse,1st Quintile,At least once per week,0.52969,93,132,0.44422,0.61516
1997,Hesse,1st Quintile,At least once per month,0.26095,39,132,0.18575,0.33616
1997,Hesse,2nd Quintile,At least once per week,0.43935,84,126,0.35234,0.52636
1997,Hesse,2nd Quintile,At least once per month,0.30678,42,126,0.22594,0.38763
1997,Hesse,3rd Quintile,At least once per week,0.43651,85,126,0.34956,0.52345
1997,Hesse,3rd Quintile,At least once per month,0.27380,41,126,0.19563,0.35197
1997,Hesse,4th Quintile,At least once per week,0.52088,88,151,0.44093,0.60082
1997,Hesse,4th Quintile,At least once per month,0.38927,63,151,0.31124,0.46730
1997,Hesse,5th Quintile,At least once per week,0.55748,114,181,0.48492,0.63004
1997,Hesse,5th Quintile,At least once per month,0.29221,67,181,0.22577,0.35865
1997,"Rhineland-Palatinate, Saarland",1st Quintile,At least once per week,0.46439,67,107,0.36944,0.55933
1997,"Rhineland-Palatinate, Saarland",1st Quintile,At least once per month,0.29397,40,107,0.20724,0.38070
1997,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per week,0.50910,76,111,0.41568,0.60252
1997,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per month,0.31995,35,111,0.23278,0.40712
1997,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per week,0.53754,75,113,0.44520,0.62988
1997,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per month,0.24494,38,113,0.16530,0.32459
1997,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per week,0.48911,81,127,0.40182,0.57639
1997,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per month,0.29291,46,127,0.21345,0.37237
1997,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per week,0.45924,65,116,0.36816,0.55032
1997,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per month,0.36892,51,116,0.28073,0.45711
1997,Baden-Wuerttemberg,1st Quintile,At least once per week,0.58120,239,328,0.52773,0.63467
1997,Baden-Wuerttemberg,1st Quintile,At least once per month,0.20775,54,328,0.16378,0.25172
1997,Baden-Wuerttemberg,1st Quintile,Seldom,0.19203,35,328,0.14934,0.23473
1997,Baden-Wuerttemberg,2nd Quintile,At least once per week,0.50293,191,315,0.44762,0.55823
1997,Baden-Wuerttemberg,2nd Quintile,At least once per month,0.27033,78,315,0.22121,0.31946
1997,Baden-Wuerttemberg,2nd Quintile,Seldom,0.20964,46,315,0.16462,0.25466
1997,Baden-Wuerttemberg,3rd Quintile,At least once per week,0.44401,174,325,0.38990,0.49811
1997,Baden-Wuerttemberg,3rd Quintile,At least once per month,0.33587,108,325,0.28444,0.38730
1997,Baden-Wuerttemberg,3rd Quintile,Seldom,0.17292,43,325,0.13174,0.21410
1997,Baden-Wuerttemberg,4th Quintile,At least once per week,0.45666,203,367,0.40563,0.50769
1997,Baden-Wuerttemberg,4th Quintile,At least once per month,0.34288,117,367,0.29425,0.39151
1997,Baden-Wuerttemberg,4th Quintile,Seldom,0.17711,47,367,0.13800,0.21622
1997,Baden-Wuerttemberg,5th Quintile,At least once per week,0.46043,175,326,0.40624,0.51462
1997,Baden-Wuerttemberg,5th Quintile,At least once per month,0.35420,105,326,0.30221,0.40620
1997,Baden-Wuerttemberg,5th Quintile,Seldom,0.17899,46,326,0.13731,0.22067
1997,Bavaria,1st Quintile,At least once per week,0.45168,115,205,0.38339,0.51998
1997,Bavaria,1st Quintile,At least once per month,0.24985,57,205,0.19044,0.30926
1997,Bavaria,1st Quintile,Seldom,0.24348,33,205,0.18459,0.30238
1997,Bavaria,2nd Quintile,At least once per week,0.47693,152,294,0.41974,0.53412
1997,Bavaria,2nd Quintile,At least once per month,0.34197,101,294,0.28765,0.39628
1997,Bavaria,2nd Quintile,Seldom,0.15696,41,294,0.11531,0.19861
1997,Bavaria,3rd Quintile,At least once per week,0.42344,153,311,0.36844,0.47845
1997,Bavaria,3rd Quintile,At least once per month,0.30241,101,311,0.25128,0.35354
1997,Bavaria,3rd Quintile,Seldom,0.27175,57,311,0.22223,0.32128
1997,Bavaria,4th Quintile,At least once per week,0.49318,203,365,0.44182,0.54455
1997,Bavaria,4th Quintile,At least once per month,0.30079,107,365,0.25367,0.34790
1997,Bavaria,4th Quintile,Seldom,0.19306,55,365,0.15251,0.23361
1997,Bavaria,5th Quintile,At least once per week,0.52137,230,410,0.47296,0.56978
1997,Bavaria,5th Quintile,At least once per month,0.27130,112,410,0.22820,0.31439
1997,Bavaria,5th Quintile,Seldom,0.20074,68,410,0.16192,0.23956
1997,Berlin,1st Quintile,At least once per week,0.59951,56,56,0.47001,0.72901
1997,Berlin,3rd Quintile,At least once per week,0.47859,45,87,0.37301,0.58417
1997,Berlin,3rd Quintile,At least once per month,0.35791,42,87,0.25659,0.45922
1997,Berlin,4th Quintile,At least once per week,0.47675,57,93,0.37468,0.57881
1997,Berlin,4th Quintile,At least once per month,0.26870,36,93,0.17811,0.35928
1997,Berlin,5th Quintile,At least once per week,0.38638,42,88,0.28406,0.48870
1997,Berlin,5th Quintile,At least once per month,0.36094,46,88,0.26002,0.46187
1997,Brandenburg,1st Quintile,At least once per week,0.29207,31,75,0.18847,0.39568
1997,Brandenburg,1st Quintile,At least once per month,0.41480,44,75,0.30254,0.52706
1997,Brandenburg,2nd Quintile,At least once per week,0.31277,53,183,0.24541,0.38013
1997,Brandenburg,2nd Quintile,At least once per month,0.43260,79,183,0.36062,0.50458
1997,Brandenburg,2nd Quintile,Seldom,0.25463,51,183,0.19133,0.31792
1997,Brandenburg,3rd Quintile,At least once per week,0.40960,44,101,0.31321,0.50598
1997,Brandenburg,3rd Quintile,At least once per month,0.36613,57,101,0.27170,0.46055
1997,Brandenburg,4th Quintile,At least once per month,0.44870,45,45,0.30173,0.59566
1997,Brandenburg,5th Quintile,At least once per month,0.50240,38,38,0.34129,0.66351
1997,Mecklenburg-Western Pomerania,2nd Quintile,At least once per month,0.46189,46,46,0.31623,0.60756
1997,Mecklenburg-Western Pomerania,3rd Quintile,At least once per week,0.44035,34,34,0.27097,0.60973
1997,Mecklenburg-Western Pomerania,4th Quintile,At least once per month,0.44689,33,33,0.27463,0.61916
1997,Saxony,1st Quintile,At least once per week,0.37154,78,209,0.30587,0.43721
1997,Saxony,1st Quintile,At least once per month,0.34432,79,209,0.27975,0.40890
1997,Saxony,1st Quintile,Seldom,0.25396,52,209,0.19480,0.31311
1997,Saxony,2nd Quintile,At least once per week,0.26690,83,306,0.21726,0.31654
1997,Saxony,2nd Quintile,At least once per month,0.35196,122,306,0.29836,0.40555
1997,Saxony,2nd Quintile,Seldom,0.32838,101,306,0.27567,0.38108
1997,Saxony,3rd Quintile,At least once per week,0.30747,81,264,0.25170,0.36324
1997,Saxony,3rd Quintile,At least once per month,0.42947,119,264,0.36964,0.48929
1997,Saxony,3rd Quintile,Seldom,0.24975,64,264,0.19743,0.30207
1997,Saxony,4th Quintile,At least once per week,0.29630,55,184,0.23014,0.36246
1997,Saxony,4th Quintile,At least once per month,0.43572,83,184,0.36387,0.50756
1997,Saxony,4th Quintile,Seldom,0.24956,46,184,0.18686,0.31227
1997,Saxony,5th Quintile,At least once per month,0.42264,42,42,0.27143,0.57384
1997,Saxony-Anhalt,1st Quintile,At least once per week,0.37863,45,86,0.27551,0.48174
1997,Saxony-Anhalt,1st Quintile,At least once per month,0.33233,41,86,0.23219,0.43247
1997,Saxony-Anhalt,2nd Quintile,At least once per week,0.31559,54,158,0.24289,0.38829
1997,Saxony-Anhalt,2nd Quintile,At least once per month,0.26837,52,158,0.19906,0.33768
1997,Saxony-Anhalt,2nd Quintile,Seldom,0.40981,52,158,0.33288,0.48674
1997,Saxony-Anhalt,3rd Quintile,At least once per week,0.34624,48,161,0.27252,0.41996
1997,Saxony-Anhalt,3rd Quintile,At least once per month,0.46406,76,161,0.38678,0.54133
1997,Saxony-Anhalt,3rd Quintile,Seldom,0.17989,37,161,0.12037,0.23941
1997,Saxony-Anhalt,4th Quintile,At least once per week,0.38160,63,166,0.30748,0.45572
1997,Saxony-Anhalt,4th Quintile,At least once per month,0.40278,62,166,0.32794,0.47761
1997,Saxony-Anhalt,4th Quintile,Seldom,0.21562,41,166,0.15287,0.27838
1997,Thuringa,1st Quintile,At least once per week,0.44187,54,145,0.36075,0.52298
1997,Thuringa,1st Quintile,At least once per month,0.25902,44,145,0.18746,0.33057
1997,Thuringa,1st Quintile,Seldom,0.26724,47,145,0.19496,0.33952
1997,Thuringa,2nd Quintile,At least once per week,0.37791,58,167,0.30415,0.45167
1997,Thuringa,2nd Quintile,At least once per month,0.34038,63,167,0.26829,0.41246
1997,Thuringa,2nd Quintile,Seldom,0.25525,46,167,0.18893,0.32158
1997,Thuringa,3rd Quintile,At least once per week,0.24987,41,160,0.18257,0.31716
1997,Thuringa,3rd Quintile,At least once per month,0.44699,76,160,0.36971,0.52427
1997,Thuringa,3rd Quintile,Seldom,0.27947,43,160,0.20972,0.34923
1997,Thuringa,4th Quintile,At least once per week,0.29092,38,132,0.21314,0.36870
1997,Thuringa,4th Quintile,At least once per month,0.46415,62,132,0.37875,0.54955
1997,Thuringa,4th Quintile,Seldom,0.22494,32,132,0.15344,0.29645
1999,Schleswig-Holstein,5th Quintile,At least once per month,0.45809,42,42,0.30558,0.61060
1999,Lower Saxony,1st Quintile,At least once per week,0.38682,84,193,0.31793,0.45571
1999,Lower Saxony,1st Quintile,At least once per month,0.28984,60,193,0.22566,0.35401
1999,Lower Saxony,1st Quintile,Seldom,0.26543,49,193,0.20297,0.32789
1999,Lower Saxony,2nd Quintile,At least once per week,0.33403,82,219,0.27142,0.39664
1999,Lower Saxony,2nd Quintile,At least once per month,0.45043,104,219,0.38439,0.51648
1999,Lower Saxony,2nd Quintile,Seldom,0.20607,33,219,0.15238,0.25977
1999,Lower Saxony,3rd Quintile,At least once per week,0.45979,108,236,0.39607,0.52351
1999,Lower Saxony,3rd Quintile,At least once per month,0.31737,82,236,0.25786,0.37688
1999,Lower Saxony,3rd Quintile,Seldom,0.22097,46,236,0.16792,0.27402
1999,Lower Saxony,4th Quintile,At least once per week,0.38038,93,231,0.31764,0.44312
1999,Lower Saxony,4th Quintile,At least once per month,0.35905,91,231,0.29705,0.42104
1999,Lower Saxony,4th Quintile,Seldom,0.24269,47,231,0.18728,0.29809
1999,Lower Saxony,5th Quintile,At least once per week,0.34938,94,265,0.29186,0.40689
1999,Lower Saxony,5th Quintile,At least once per month,0.43966,124,265,0.37978,0.49953
1999,Lower Saxony,5th Quintile,Seldom,0.20813,47,265,0.15916,0.25710
1999,North Rhine-Westphalia,1st Quintile,At least once per week,0.44478,262,512,0.40170,0.48787
1999,North Rhine-Westphalia,1st Quintile,At least once per month,0.33553,159,512,0.29459,0.37647
1999,North Rhine-Westphalia,1st Quintile,Seldom,0.15853,91,512,0.12686,0.19020
1999,North Rhine-Westphalia,2nd Quintile,At least once per week,0.39023,218,525,0.34846,0.43200
1999,North Rhine-Westphalia,2nd Quintile,At least once per month,0.36297,201,525,0.32179,0.40414
1999,North Rhine-Westphalia,2nd Quintile,Seldom,0.18941,106,525,0.15586,0.22296
1999,North Rhine-Westphalia,3rd Quintile,At least once per week,0.38794,183,434,0.34204,0.43384
1999,North Rhine-Westphalia,3rd Quintile,At least once per month,0.37683,156,434,0.33119,0.42248
1999,North Rhine-Westphalia,3rd Quintile,Seldom,0.20173,95,434,0.16393,0.23953
1999,North Rhine-Westphalia,4th Quintile,At least once per week,0.41605,240,539,0.37440,0.45770
1999,North Rhine-Westphalia,4th Quintile,At least once per month,0.38674,208,539,0.34559,0.42789
1999,North Rhine-Westphalia,4th Quintile,Seldom,0.17916,91,539,0.14676,0.21157
1999,North Rhine-Westphalia,5th Quintile,At least once per week,0.38493,254,599,0.34593,0.42393
1999,North Rhine-Westphalia,5th Quintile,At least once per month,0.39447,223,599,0.35529,0.43364
1999,North Rhine-Westphalia,5th Quintile,Seldom,0.21093,122,599,0.17824,0.24363
1999,Hesse,1st Quintile,At least once per week,0.62430,102,140,0.54379,0.70482
1999,Hesse,1st Quintile,At least once per month,0.20474,38,140,0.13766,0.27182
1999,Hesse,2nd Quintile,At least once per week,0.50941,98,143,0.42719,0.59164
1999,Hesse,2nd Quintile,At least once per month,0.28172,45,143,0.20773,0.35571
1999,Hesse,3rd Quintile,At least once per week,0.40298,62,128,0.31767,0.48829
1999,Hesse,3rd Quintile,At least once per month,0.35609,66,128,0.27281,0.43937
1999,Hesse,4th Quintile,At least once per week,0.50045,96,154,0.42122,0.57968
1999,Hesse,4th Quintile,At least once per month,0.32571,58,154,0.25145,0.39997
1999,Hesse,5th Quintile,At least once per week,0.49189,100,204,0.42311,0.56066
1999,Hesse,5th Quintile,At least once per month,0.31470,70,204,0.25082,0.37859
1999,Hesse,5th Quintile,Seldom,0.18421,34,204,0.13088,0.23754
1999,"Rhineland-Palatinate, Saarland",1st Quintile,At least once per week,0.46812,72,111,0.37487,0.56137
1999,"Rhineland-Palatinate, Saarland",1st Quintile,At least once per month,0.26714,39,111,0.18445,0.34983
1999,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per week,0.43731,64,145,0.35629,0.51833
1999,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per month,0.30292,50,145,0.22786,0.37797
1999,"Rhineland-Palatinate, Saarland",2nd Quintile,Seldom,0.23406,31,145,0.16490,0.30321
1999,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per week,0.45933,70,123,0.37090,0.54776
1999,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per month,0.30948,53,123,0.22745,0.39151
1999,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per week,0.49637,82,165,0.41985,0.57289
