year,migback,quintil_oecd,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Direct migration background,2nd Quintile,Never,0.04246,31,725,0.02778,0.05715
2001,Direct migration background,3rd Quintile,At least once per week,0.44241,257,526,0.39992,0.48489
2001,Direct migration background,3rd Quintile,At least once per month,0.33096,188,526,0.29071,0.37121
2001,Direct migration background,3rd Quintile,Seldom,0.17688,81,526,0.14424,0.20952
2001,Direct migration background,4th Quintile,At least once per week,0.49102,202,378,0.44055,0.54148
2001,Direct migration background,4th Quintile,At least once per month,0.31344,117,378,0.26661,0.36026
2001,Direct migration background,4th Quintile,Seldom,0.18680,59,378,0.14746,0.22615
2001,Direct migration background,5th Quintile,At least once per week,0.43635,147,284,0.37857,0.49413
2001,Direct migration background,5th Quintile,At least once per month,0.36109,87,284,0.30513,0.41705
2001,Direct migration background,5th Quintile,Seldom,0.18332,50,284,0.13824,0.22840
2001,Indirect migration background,1st Quintile,At least once per week,0.76256,132,163,0.69703,0.82808
2001,Indirect migration background,1st Quintile,At least once per month,0.15339,31,163,0.09790,0.20888
2001,Indirect migration background,2nd Quintile,At least once per week,0.70838,135,182,0.64217,0.77460
2001,Indirect migration background,2nd Quintile,At least once per month,0.20319,47,182,0.14457,0.26181
2001,Indirect migration background,3rd Quintile,At least once per week,0.58208,92,125,0.49527,0.66889
2001,Indirect migration background,3rd Quintile,At least once per month,0.25525,33,125,0.17851,0.33199
2001,Indirect migration background,4th Quintile,At least once per week,0.69471,98,98,0.60306,0.78636
2001,Indirect migration background,5th Quintile,At least once per week,0.62325,73,73,0.51132,0.73518
2005,No migration background,1st Quintile,At least once per week,0.42279,943,2223,0.40225,0.44333
2005,No migration background,1st Quintile,At least once per month,0.28032,653,2223,0.26164,0.29900
2005,No migration background,1st Quintile,Seldom,0.23896,521,2223,0.22123,0.25669
2005,No migration background,1st Quintile,Never,0.05792,106,2223,0.04821,0.06764
2005,No migration background,2nd Quintile,At least once per week,0.38869,1083,2916,0.37100,0.40639
2005,No migration background,2nd Quintile,At least once per month,0.35343,1061,2916,0.33608,0.37079
2005,No migration background,2nd Quintile,Seldom,0.22105,670,2916,0.20599,0.23612
2005,No migration background,2nd Quintile,Never,0.03682,102,2916,0.02999,0.04366
2005,No migration background,3rd Quintile,At least once per week,0.39656,1229,3155,0.37949,0.41363
2005,No migration background,3rd Quintile,At least once per month,0.35616,1158,3155,0.33945,0.37287
2005,No migration background,3rd Quintile,Seldom,0.21770,687,3155,0.20330,0.23211
2005,No migration background,3rd Quintile,Never,0.02958,81,3155,0.02366,0.03549
2005,No migration background,4th Quintile,At least once per week,0.41950,1584,3775,0.40375,0.43524
2005,No migration background,4th Quintile,At least once per month,0.36703,1407,3775,0.35165,0.38240
2005,No migration background,4th Quintile,Seldom,0.19586,725,3775,0.18319,0.20852
2005,No migration background,4th Quintile,Never,0.01762,59,3775,0.01342,0.02182
2005,No migration background,5th Quintile,At least once per week,0.45421,2396,5356,0.44088,0.46755
2005,No migration background,5th Quintile,At least once per month,0.38179,2093,5356,0.36878,0.39481
2005,No migration background,5th Quintile,Seldom,0.15302,814,5356,0.14338,0.16266
2005,No migration background,5th Quintile,Never,0.01097,53,5356,0.00818,0.01376
2005,Direct migration background,1st Quintile,At least once per week,0.48597,367,703,0.44899,0.52294
2005,Direct migration background,1st Quintile,At least once per month,0.29115,182,703,0.25754,0.32476
2005,Direct migration background,1st Quintile,Seldom,0.18040,115,703,0.15196,0.20885
2005,Direct migration background,1st Quintile,Never,0.04248,39,703,0.02756,0.05740
2005,Direct migration background,2nd Quintile,At least once per week,0.43649,268,523,0.39395,0.47904
2005,Direct migration background,2nd Quintile,At least once per month,0.28428,155,523,0.24558,0.32298
2005,Direct migration background,2nd Quintile,Seldom,0.23153,100,523,0.19534,0.26771
2005,Direct migration background,3rd Quintile,At least once per week,0.47568,221,411,0.42734,0.52402
2005,Direct migration background,3rd Quintile,At least once per month,0.30920,126,411,0.26446,0.35393
2005,Direct migration background,3rd Quintile,Seldom,0.18571,64,411,0.14807,0.22335
2005,Direct migration background,4th Quintile,At least once per week,0.45842,169,352,0.40629,0.51055
2005,Direct migration background,4th Quintile,At least once per month,0.33509,120,352,0.28571,0.38447
2005,Direct migration background,4th Quintile,Seldom,0.18831,63,352,0.14741,0.22921
2005,Direct migration background,5th Quintile,At least once per week,0.40237,151,323,0.34881,0.45593
2005,Direct migration background,5th Quintile,At least once per month,0.42613,127,323,0.37212,0.48014
2005,Direct migration background,5th Quintile,Seldom,0.14357,45,323,0.10527,0.18187
2005,Indirect migration background,1st Quintile,At least once per week,0.75172,150,183,0.68896,0.81449
2005,Indirect migration background,1st Quintile,At least once per month,0.14801,33,183,0.09642,0.19961
2005,Indirect migration background,2nd Quintile,At least once per week,0.62998,97,133,0.54761,0.71234
2005,Indirect migration background,2nd Quintile,At least once per month,0.21418,36,133,0.14419,0.28416
2005,Indirect migration background,3rd Quintile,At least once per week,0.62579,112,148,0.54756,0.70402
2005,Indirect migration background,3rd Quintile,At least once per month,0.24810,36,148,0.17828,0.31792
2005,Indirect migration background,4th Quintile,At least once per week,0.72722,105,105,0.64162,0.81282
2005,Indirect migration background,5th Quintile,At least once per week,0.60278,93,131,0.51866,0.68689
2005,Indirect migration background,5th Quintile,At least once per month,0.28476,38,131,0.20718,0.36234
2007,No migration background,1st Quintile,At least once per week,0.40882,960,2374,0.38904,0.42860
2007,No migration background,1st Quintile,At least once per month,0.30489,741,2374,0.28636,0.32341
2007,No migration background,1st Quintile,Seldom,0.22388,530,2374,0.20711,0.24065
2007,No migration background,1st Quintile,Never,0.06241,143,2374,0.05268,0.07214
2007,No migration background,2nd Quintile,At least once per week,0.36427,1071,2846,0.34658,0.38195
2007,No migration background,2nd Quintile,At least once per month,0.37188,1044,2846,0.35412,0.38964
2007,No migration background,2nd Quintile,Seldom,0.22764,630,2846,0.21223,0.24305
2007,No migration background,2nd Quintile,Never,0.03621,101,2846,0.02935,0.04308
2007,No migration background,3rd Quintile,At least once per week,0.40847,1296,3302,0.39170,0.42523
2007,No migration background,3rd Quintile,At least once per month,0.37240,1269,3302,0.35591,0.38889
2007,No migration background,3rd Quintile,Seldom,0.19102,656,3302,0.17761,0.20443
2007,No migration background,3rd Quintile,Never,0.02812,81,3302,0.02248,0.03376
2007,No migration background,4th Quintile,At least once per week,0.41601,1583,3845,0.40043,0.43159
2007,No migration background,4th Quintile,At least once per month,0.40105,1584,3845,0.38556,0.41655
2007,No migration background,4th Quintile,Seldom,0.16499,613,3845,0.15326,0.17672
2007,No migration background,4th Quintile,Never,0.01795,65,3845,0.01375,0.02215
2007,No migration background,5th Quintile,At least once per week,0.44753,2284,5155,0.43395,0.46110
2007,No migration background,5th Quintile,At least once per month,0.38718,2041,5155,0.37388,0.40048
2007,No migration background,5th Quintile,Seldom,0.14957,755,5155,0.13983,0.15931
2007,No migration background,5th Quintile,Never,0.01572,75,5155,0.01233,0.01912
2007,Direct migration background,1st Quintile,At least once per week,0.46815,300,620,0.42884,0.50746
2007,Direct migration background,1st Quintile,At least once per month,0.26906,163,620,0.23412,0.30399
2007,Direct migration background,1st Quintile,Seldom,0.19216,112,620,0.16112,0.22319
2007,Direct migration background,1st Quintile,Never,0.07064,45,620,0.05045,0.09082
2007,Direct migration background,2nd Quintile,At least once per week,0.45645,251,477,0.41170,0.50119
2007,Direct migration background,2nd Quintile,At least once per month,0.34047,157,477,0.29790,0.38305
2007,Direct migration background,2nd Quintile,Seldom,0.15314,69,477,0.12079,0.18549
2007,Direct migration background,3rd Quintile,At least once per week,0.49684,200,380,0.44650,0.54718
2007,Direct migration background,3rd Quintile,At least once per month,0.35120,134,380,0.30314,0.39925
2007,Direct migration background,3rd Quintile,Seldom,0.14826,46,380,0.11248,0.18404
2007,Direct migration background,4th Quintile,At least once per week,0.54157,173,315,0.48645,0.59668
2007,Direct migration background,4th Quintile,At least once per month,0.32321,100,315,0.27147,0.37494
2007,Direct migration background,4th Quintile,Seldom,0.12817,42,315,0.09120,0.16514
2007,Direct migration background,5th Quintile,At least once per week,0.44653,135,285,0.38871,0.50435
2007,Direct migration background,5th Quintile,At least once per month,0.33465,99,285,0.27977,0.38953
2007,Direct migration background,5th Quintile,Seldom,0.19084,51,285,0.14514,0.23654
2007,Indirect migration background,1st Quintile,At least once per week,0.69775,130,166,0.62768,0.76782
2007,Indirect migration background,1st Quintile,At least once per month,0.19753,36,166,0.13678,0.25828
2007,Indirect migration background,2nd Quintile,At least once per week,0.59806,99,131,0.51377,0.68234
2007,Indirect migration background,2nd Quintile,At least once per month,0.21635,32,131,0.14557,0.28713
2007,Indirect migration background,3rd Quintile,At least once per week,0.58727,111,148,0.50768,0.66685
2007,Indirect migration background,3rd Quintile,At least once per month,0.23599,37,148,0.16735,0.30463
2007,Indirect migration background,4th Quintile,At least once per week,0.54248,87,122,0.45371,0.63125
2007,Indirect migration background,4th Quintile,At least once per month,0.33939,35,122,0.25502,0.42376
2007,Indirect migration background,5th Quintile,At least once per week,0.65561,87,120,0.57023,0.74098
2007,Indirect migration background,5th Quintile,At least once per month,0.29280,33,120,0.21104,0.37457
2009,No migration background,1st Quintile,At least once per week,0.39058,810,2155,0.36998,0.41118
2009,No migration background,1st Quintile,At least once per month,0.31203,721,2155,0.29246,0.33160
2009,No migration background,1st Quintile,Seldom,0.23946,520,2155,0.22144,0.25748
2009,No migration background,1st Quintile,Never,0.05793,104,2155,0.04806,0.06780
2009,No migration background,2nd Quintile,At least once per week,0.38930,982,2616,0.37061,0.40799
2009,No migration background,2nd Quintile,At least once per month,0.36017,966,2616,0.34177,0.37857
2009,No migration background,2nd Quintile,Seldom,0.22158,592,2616,0.20566,0.23750
2009,No migration background,2nd Quintile,Never,0.02896,76,2616,0.02253,0.03538
2009,No migration background,3rd Quintile,At least once per week,0.36320,1068,2986,0.34595,0.38045
2009,No migration background,3rd Quintile,At least once per month,0.39987,1203,2986,0.38230,0.41745
2009,No migration background,3rd Quintile,Seldom,0.21868,663,2986,0.20385,0.23350
2009,No migration background,3rd Quintile,Never,0.01825,52,2986,0.01345,0.02305
2009,No migration background,4th Quintile,At least once per week,0.41486,1345,3361,0.39820,0.43152
2009,No migration background,4th Quintile,At least once per month,0.40098,1384,3361,0.38441,0.41755
2009,No migration background,4th Quintile,Seldom,0.16613,575,3361,0.15354,0.17871
2009,No migration background,4th Quintile,Never,0.01803,57,3361,0.01353,0.02253
2009,No migration background,5th Quintile,At least once per week,0.42413,1835,4444,0.40960,0.43867
2009,No migration background,5th Quintile,At least once per month,0.40694,1852,4444,0.39249,0.42138
2009,No migration background,5th Quintile,Seldom,0.15677,711,4444,0.14608,0.16746
2009,No migration background,5th Quintile,Never,0.01216,46,4444,0.00894,0.01538
2009,Direct migration background,1st Quintile,At least once per week,0.50986,247,489,0.46551,0.55422
2009,Direct migration background,1st Quintile,At least once per month,0.27155,153,489,0.23209,0.31101
2009,Direct migration background,1st Quintile,Seldom,0.17970,89,489,0.14563,0.21376
2009,Direct migration background,2nd Quintile,At least once per week,0.40331,176,365,0.35291,0.45370
2009,Direct migration background,2nd Quintile,At least once per month,0.31794,110,365,0.27010,0.36578
2009,Direct migration background,2nd Quintile,Seldom,0.25302,79,365,0.20836,0.29768
2009,Direct migration background,3rd Quintile,At least once per week,0.41701,116,278,0.35895,0.47508
2009,Direct migration background,3rd Quintile,At least once per month,0.36505,117,278,0.30836,0.42175
2009,Direct migration background,3rd Quintile,Seldom,0.19050,45,278,0.14425,0.23674
2009,Direct migration background,4th Quintile,At least once per week,0.43342,121,254,0.37236,0.49449
2009,Direct migration background,4th Quintile,At least once per month,0.35200,92,254,0.29315,0.41086
2009,Direct migration background,4th Quintile,Seldom,0.18708,41,254,0.13903,0.23514
2009,Direct migration background,5th Quintile,At least once per week,0.33383,96,215,0.27064,0.39701
2009,Direct migration background,5th Quintile,At least once per month,0.38415,77,215,0.31898,0.44932
2009,Direct migration background,5th Quintile,Seldom,0.27788,42,215,0.21786,0.33790
2009,Indirect migration background,1st Quintile,At least once per week,0.68805,125,156,0.61511,0.76098
2009,Indirect migration background,1st Quintile,At least once per month,0.19636,31,156,0.13382,0.25890
2009,Indirect migration background,2nd Quintile,At least once per week,0.62919,93,139,0.54860,0.70978
2009,Indirect migration background,2nd Quintile,At least once per month,0.30614,46,139,0.22924,0.38303
2009,Indirect migration background,3rd Quintile,At least once per week,0.69799,80,113,0.61295,0.78302
2009,Indirect migration background,3rd Quintile,At least once per month,0.25603,33,113,0.17520,0.33686
2009,Indirect migration background,4th Quintile,At least once per week,0.66778,88,121,0.58351,0.75206
2009,Indirect migration background,4th Quintile,At least once per month,0.23587,33,121,0.15991,0.31183
2009,Indirect migration background,5th Quintile,At least once per week,0.65858,77,119,0.57302,0.74414
2009,Indirect migration background,5th Quintile,At least once per month,0.23083,42,119,0.15480,0.30685
2011,No migration background,1st Quintile,At least once per week,0.36349,1310,3300,0.34707,0.37990
2011,No migration background,1st Quintile,At least once per month,0.30057,1009,3300,0.28492,0.31621
2011,No migration background,1st Quintile,Seldom,0.27539,796,3300,0.26015,0.29064
2011,No migration background,1st Quintile,Never,0.06055,185,3300,0.05241,0.06869
2011,No migration background,2nd Quintile,At least once per week,0.36237,1349,3485,0.34641,0.37833
2011,No migration background,2nd Quintile,At least once per month,0.35130,1300,3485,0.33545,0.36715
2011,No migration background,2nd Quintile,Seldom,0.24435,737,3485,0.23008,0.25862
2011,No migration background,2nd Quintile,Never,0.04197,99,3485,0.03531,0.04863
2011,No migration background,3rd Quintile,At least once per week,0.38202,1449,3564,0.36607,0.39798
2011,No migration background,3rd Quintile,At least once per month,0.38921,1398,3564,0.37320,0.40522
2011,No migration background,3rd Quintile,Seldom,0.20156,646,3564,0.18838,0.21473
2011,No migration background,3rd Quintile,Never,0.02722,71,3564,0.02187,0.03256
2011,No migration background,4th Quintile,At least once per week,0.41210,1551,3672,0.39618,0.42802
2011,No migration background,4th Quintile,At least once per month,0.39225,1463,3672,0.37646,0.40805
2011,No migration background,4th Quintile,Seldom,0.18082,612,3672,0.16837,0.19328
2011,No migration background,4th Quintile,Never,0.01482,46,3672,0.01091,0.01873
2011,No migration background,5th Quintile,At least once per week,0.45235,1917,4269,0.43742,0.46729
2011,No migration background,5th Quintile,At least once per month,0.38198,1684,4269,0.36741,0.39656
2011,No migration background,5th Quintile,Seldom,0.15526,629,4269,0.14439,0.16612
2011,No migration background,5th Quintile,Never,0.01040,39,4269,0.00736,0.01345
2011,Direct migration background,1st Quintile,At least once per week,0.41444,433,982,0.38361,0.44527
2011,Direct migration background,1st Quintile,At least once per month,0.23292,287,982,0.20647,0.25938
2011,Direct migration background,1st Quintile,Seldom,0.29669,194,982,0.26811,0.32528
2011,Direct migration background,1st Quintile,Never,0.05594,68,982,0.04156,0.07032
2011,Direct migration background,2nd Quintile,At least once per week,0.42675,277,595,0.38698,0.46653
2011,Direct migration background,2nd Quintile,At least once per month,0.33208,205,595,0.29421,0.36996
2011,Direct migration background,2nd Quintile,Seldom,0.19854,113,595,0.16646,0.23062
2011,Direct migration background,3rd Quintile,At least once per week,0.39983,175,363,0.34937,0.45029
2011,Direct migration background,3rd Quintile,At least once per month,0.31010,130,363,0.26245,0.35774
2011,Direct migration background,3rd Quintile,Seldom,0.27242,58,363,0.22656,0.31829
2011,Direct migration background,4th Quintile,At least once per week,0.42695,128,281,0.36902,0.48489
2011,Direct migration background,4th Quintile,At least once per month,0.38984,99,281,0.33271,0.44697
2011,Direct migration background,4th Quintile,Seldom,0.16532,54,281,0.12181,0.20883
2011,Direct migration background,5th Quintile,At least once per week,0.36443,117,253,0.30501,0.42386
2011,Direct migration background,5th Quintile,At least once per month,0.36189,99,253,0.30256,0.42122
2011,Direct migration background,5th Quintile,Seldom,0.24853,37,253,0.19517,0.30189
2011,Indirect migration background,1st Quintile,At least once per week,0.56065,167,281,0.50252,0.61878
2011,Indirect migration background,1st Quintile,At least once per month,0.28910,78,281,0.23600,0.34221
2011,Indirect migration background,1st Quintile,Seldom,0.10901,36,281,0.07250,0.14551
2011,Indirect migration background,2nd Quintile,At least once per week,0.59756,128,186,0.52689,0.66823
2011,Indirect migration background,2nd Quintile,At least once per month,0.25064,58,186,0.18819,0.31309
2011,Indirect migration background,3rd Quintile,At least once per week,0.58072,105,156,0.50304,0.65840
2011,Indirect migration background,3rd Quintile,At least once per month,0.33530,51,156,0.26098,0.40962
2011,Indirect migration background,4th Quintile,At least once per week,0.53682,95,143,0.45480,0.61883
2011,Indirect migration background,4th Quintile,At least once per month,0.39487,48,143,0.31447,0.47527
2011,Indirect migration background,5th Quintile,At least once per week,0.53252,101,158,0.45447,0.61057
2011,Indirect migration background,5th Quintile,At least once per month,0.38128,57,158,0.30530,0.45725
2015,No migration background,1st Quintile,At least once per week,0.41950,1273,3025,0.40191,0.43708
2015,No migration background,1st Quintile,At least once per month,0.27485,870,3025,0.25894,0.29076
2015,No migration background,1st Quintile,Seldom,0.24575,698,3025,0.23041,0.26110
2015,No migration background,1st Quintile,Never,0.05990,184,3025,0.05144,0.06836
2015,No migration background,2nd Quintile,At least once per week,0.37224,1421,3772,0.35681,0.38767
2015,No migration background,2nd Quintile,At least once per month,0.35373,1391,3772,0.33847,0.36899
2015,No migration background,2nd Quintile,Seldom,0.22626,796,3772,0.21291,0.23962
2015,No migration background,2nd Quintile,Never,0.04777,164,3772,0.04096,0.05457
2015,No migration background,3rd Quintile,At least once per week,0.39692,1512,3746,0.38125,0.41259
2015,No migration background,3rd Quintile,At least once per month,0.37616,1440,3746,0.36065,0.39168
2015,No migration background,3rd Quintile,Seldom,0.20317,712,3746,0.19028,0.21605
2015,No migration background,3rd Quintile,Never,0.02375,82,3746,0.01887,0.02862
2015,No migration background,4th Quintile,At least once per week,0.42423,1651,3986,0.40888,0.43957
2015,No migration background,4th Quintile,At least once per month,0.39605,1617,3986,0.38087,0.41124
2015,No migration background,4th Quintile,Seldom,0.16302,663,3986,0.15155,0.17449
2015,No migration background,4th Quintile,Never,0.01670,55,3986,0.01272,0.02068
2015,No migration background,5th Quintile,At least once per week,0.44214,1920,4457,0.42756,0.45672
2015,No migration background,5th Quintile,At least once per month,0.40378,1852,4457,0.38937,0.41819
2015,No migration background,5th Quintile,Seldom,0.14386,638,4457,0.13355,0.15416
2015,No migration background,5th Quintile,Never,0.01022,47,4457,0.00727,0.01318
2015,Direct migration background,1st Quintile,At least once per week,0.45518,779,1606,0.43082,0.47955
2015,Direct migration background,1st Quintile,At least once per month,0.29282,477,1606,0.27056,0.31509
2015,Direct migration background,1st Quintile,Seldom,0.18467,259,1606,0.16569,0.20366
2015,Direct migration background,1st Quintile,Never,0.06732,91,1606,0.05506,0.07958
2015,Direct migration background,2nd Quintile,At least once per week,0.41200,511,1134,0.38334,0.44066
2015,Direct migration background,2nd Quintile,At least once per month,0.36769,395,1134,0.33961,0.39577
2015,Direct migration background,2nd Quintile,Seldom,0.17914,187,1134,0.15681,0.20147
2015,Direct migration background,2nd Quintile,Never,0.04117,41,1134,0.02960,0.05274
2015,Direct migration background,3rd Quintile,At least once per week,0.48393,374,791,0.44908,0.51878
2015,Direct migration background,3rd Quintile,At least once per month,0.33220,283,791,0.29936,0.36505
2015,Direct migration background,3rd Quintile,Seldom,0.15818,134,791,0.13274,0.18363
2015,Direct migration background,4th Quintile,At least once per week,0.39598,238,507,0.35336,0.43859
2015,Direct migration background,4th Quintile,At least once per month,0.40104,180,507,0.35833,0.44374
2015,Direct migration background,4th Quintile,Seldom,0.18225,89,507,0.14861,0.21589
2015,Direct migration background,5th Quintile,At least once per week,0.47583,207,447,0.42948,0.52218
2015,Direct migration background,5th Quintile,At least once per month,0.35661,171,447,0.31216,0.40107
2015,Direct migration background,5th Quintile,Seldom,0.13134,69,447,0.09999,0.16269
2015,Indirect migration background,1st Quintile,At least once per week,0.66595,317,467,0.62312,0.70877
2015,Indirect migration background,1st Quintile,At least once per month,0.21141,97,467,0.17434,0.24848
2015,Indirect migration background,1st Quintile,Seldom,0.09148,53,467,0.06530,0.11765
2015,Indirect migration background,2nd Quintile,At least once per week,0.59351,211,337,0.54099,0.64603
2015,Indirect migration background,2nd Quintile,At least once per month,0.23650,92,337,0.19106,0.28193
2015,Indirect migration background,2nd Quintile,Seldom,0.11606,34,337,0.08181,0.15030
2015,Indirect migration background,3rd Quintile,At least once per week,0.62474,175,251,0.56472,0.68476
2015,Indirect migration background,3rd Quintile,At least once per month,0.26664,76,251,0.21183,0.32146
2015,Indirect migration background,4th Quintile,At least once per week,0.63492,170,239,0.57375,0.69608
2015,Indirect migration background,4th Quintile,At least once per month,0.26323,69,239,0.20728,0.31918
2015,Indirect migration background,5th Quintile,At least once per week,0.65769,127,179,0.58798,0.72739
2015,Indirect migration background,5th Quintile,At least once per month,0.23382,52,179,0.17164,0.29600
2017,No migration background,1st Quintile,At least once per week,0.43538,1120,2633,0.41644,0.45432
2017,No migration background,1st Quintile,At least once per month,0.27400,757,2633,0.25696,0.29104
2017,No migration background,1st Quintile,Seldom,0.22592,592,2633,0.20994,0.24189
2017,No migration background,1st Quintile,Never,0.06470,164,2633,0.05530,0.07410
2017,No migration background,2nd Quintile,At least once per week,0.35654,1184,3308,0.34021,0.37286
2017,No migration background,2nd Quintile,At least once per month,0.34899,1200,3308,0.33274,0.36524
2017,No migration background,2nd Quintile,Seldom,0.25371,809,3308,0.23888,0.26854
2017,No migration background,2nd Quintile,Never,0.04076,115,3308,0.03402,0.04750
2017,No migration background,3rd Quintile,At least once per week,0.40284,1369,3437,0.38644,0.41924
2017,No migration background,3rd Quintile,At least once per month,0.38019,1368,3437,0.36396,0.39642
2017,No migration background,3rd Quintile,Seldom,0.19190,629,3437,0.17873,0.20507
2017,No migration background,3rd Quintile,Never,0.02507,71,3437,0.01985,0.03030
2017,No migration background,4th Quintile,At least once per week,0.44377,1583,3632,0.42761,0.45993
2017,No migration background,4th Quintile,At least once per month,0.38942,1439,3632,0.37356,0.40528
2017,No migration background,4th Quintile,Seldom,0.15307,562,3632,0.14136,0.16478
2017,No migration background,4th Quintile,Never,0.01374,48,3632,0.00995,0.01753
2017,No migration background,5th Quintile,At least once per week,0.45656,1707,3910,0.44095,0.47218
2017,No migration background,5th Quintile,At least once per month,0.39625,1609,3910,0.38091,0.41158
2017,No migration background,5th Quintile,Seldom,0.13262,551,3910,0.12198,0.14325
2017,No migration background,5th Quintile,Never,0.01457,43,3910,0.01082,0.01833
2017,Direct migration background,1st Quintile,At least once per week,0.46309,749,1627,0.43885,0.48732
2017,Direct migration background,1st Quintile,At least once per month,0.30509,501,1627,0.28271,0.32747
2017,Direct migration background,1st Quintile,Seldom,0.17897,295,1627,0.16034,0.19760
2017,Direct migration background,1st Quintile,Never,0.05286,82,1627,0.04198,0.06373
2017,Direct migration background,2nd Quintile,At least once per week,0.44268,542,1185,0.41438,0.47097
2017,Direct migration background,2nd Quintile,At least once per month,0.32778,386,1185,0.30104,0.35452
2017,Direct migration background,2nd Quintile,Seldom,0.20566,222,1185,0.18264,0.22868
2017,Direct migration background,2nd Quintile,Never,0.02388,35,1185,0.01518,0.03258
2017,Direct migration background,3rd Quintile,At least once per week,0.41996,298,702,0.38342,0.45650
2017,Direct migration background,3rd Quintile,At least once per month,0.36559,275,702,0.32994,0.40124
2017,Direct migration background,3rd Quintile,Seldom,0.17970,129,702,0.15128,0.20812
2017,Direct migration background,4th Quintile,At least once per week,0.48812,240,494,0.44400,0.53225
2017,Direct migration background,4th Quintile,At least once per month,0.38314,199,494,0.34022,0.42605
2017,Direct migration background,4th Quintile,Seldom,0.10846,55,494,0.08101,0.13591
2017,Direct migration background,5th Quintile,At least once per week,0.41583,198,433,0.36936,0.46231
2017,Direct migration background,5th Quintile,At least once per month,0.36579,153,433,0.32037,0.41121
2017,Direct migration background,5th Quintile,Seldom,0.19322,82,433,0.15599,0.23045
2017,Indirect migration background,1st Quintile,At least once per week,0.68365,297,434,0.63985,0.72745
2017,Indirect migration background,1st Quintile,At least once per month,0.19442,90,434,0.15715,0.23170
2017,Indirect migration background,1st Quintile,Seldom,0.09506,47,434,0.06743,0.12269
2017,Indirect migration background,2nd Quintile,At least once per week,0.60472,176,260,0.54518,0.66427
2017,Indirect migration background,2nd Quintile,At least once per month,0.27006,84,260,0.21599,0.32413
2017,Indirect migration background,3rd Quintile,At least once per week,0.62808,137,247,0.56768,0.68848
2017,Indirect migration background,3rd Quintile,At least once per month,0.27518,76,247,0.21937,0.33099
2017,Indirect migration background,3rd Quintile,Seldom,0.08240,34,247,0.04804,0.11677
2017,Indirect migration background,4th Quintile,At least once per week,0.59053,130,192,0.52079,0.66026
2017,Indirect migration background,4th Quintile,At least once per month,0.34244,62,192,0.27514,0.40974
2017,Indirect migration background,5th Quintile,At least once per week,0.59207,117,176,0.51926,0.66489
2017,Indirect migration background,5th Quintile,At least once per month,0.28127,59,176,0.21465,0.34789
