year,quintil_oecd,regtyp,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,3rd Quintile,Urban regions,At least once per week,0.44415,1078,2317,0.42391,0.46438
2005,3rd Quintile,Urban regions,At least once per month,0.33083,757,2317,0.31167,0.34999
2005,3rd Quintile,Urban regions,Seldom,0.19891,430,2317,0.18265,0.21516
2005,3rd Quintile,Urban regions,Never,0.02612,52,2317,0.01962,0.03261
2005,3rd Quintile,Rural regions,At least once per week,0.35818,484,1421,0.33324,0.38312
2005,3rd Quintile,Rural regions,At least once per month,0.37665,563,1421,0.35145,0.40185
2005,3rd Quintile,Rural regions,Seldom,0.23237,335,1421,0.21041,0.25434
2005,3rd Quintile,Rural regions,Never,0.03280,39,1421,0.02353,0.04206
2005,4th Quintile,Urban regions,At least once per week,0.45043,1294,2792,0.43198,0.46889
2005,4th Quintile,Urban regions,At least once per month,0.34836,980,2792,0.33068,0.36604
2005,4th Quintile,Urban regions,Seldom,0.18389,470,2792,0.16952,0.19826
2005,4th Quintile,Urban regions,Never,0.01732,48,2792,0.01248,0.02216
2005,4th Quintile,Rural regions,At least once per week,0.39063,564,1478,0.36574,0.41551
2005,4th Quintile,Rural regions,At least once per month,0.37732,575,1478,0.35260,0.40204
2005,4th Quintile,Rural regions,Seldom,0.21529,339,1478,0.19433,0.23625
2005,5th Quintile,Urban regions,At least once per week,0.47577,2065,4390,0.46099,0.49054
2005,5th Quintile,Urban regions,At least once per month,0.37094,1671,4390,0.35665,0.38523
2005,5th Quintile,Urban regions,Seldom,0.14050,609,4390,0.13022,0.15078
2005,5th Quintile,Urban regions,Never,0.01280,45,4390,0.00947,0.01612
2005,5th Quintile,Rural regions,At least once per week,0.39067,575,1423,0.36531,0.41603
2005,5th Quintile,Rural regions,At least once per month,0.41653,587,1423,0.39091,0.44215
2005,5th Quintile,Rural regions,Seldom,0.18375,261,1423,0.16362,0.20388
2007,1st Quintile,Urban regions,At least once per week,0.45934,934,2012,0.43755,0.48112
2007,1st Quintile,Urban regions,At least once per month,0.28819,592,2012,0.26840,0.30799
2007,1st Quintile,Urban regions,Seldom,0.18722,368,2012,0.17017,0.20427
2007,1st Quintile,Urban regions,Never,0.06525,118,2012,0.05446,0.07604
2007,1st Quintile,Rural regions,At least once per week,0.40244,456,1166,0.37428,0.43060
2007,1st Quintile,Rural regions,At least once per month,0.29430,348,1166,0.26813,0.32047
2007,1st Quintile,Rural regions,Seldom,0.24773,288,1166,0.22294,0.27252
2007,1st Quintile,Rural regions,Never,0.05553,74,1166,0.04238,0.06868
2007,2nd Quintile,Urban regions,At least once per week,0.41047,925,2120,0.38953,0.43142
2007,2nd Quintile,Urban regions,At least once per month,0.34463,713,2120,0.32440,0.36487
2007,2nd Quintile,Urban regions,Seldom,0.20284,400,2120,0.18572,0.21996
2007,2nd Quintile,Urban regions,Never,0.04205,82,2120,0.03351,0.05060
2007,2nd Quintile,Rural regions,At least once per week,0.35728,496,1377,0.33196,0.38260
2007,2nd Quintile,Rural regions,At least once per month,0.38432,520,1377,0.35861,0.41002
2007,2nd Quintile,Rural regions,Seldom,0.22961,319,1377,0.20739,0.25183
2007,2nd Quintile,Rural regions,Never,0.02879,42,1377,0.01996,0.03763
2007,3rd Quintile,Urban regions,At least once per week,0.45002,1057,2341,0.42986,0.47017
2007,3rd Quintile,Urban regions,At least once per month,0.35563,865,2341,0.33623,0.37503
2007,3rd Quintile,Urban regions,Seldom,0.17148,372,2341,0.15621,0.18675
2007,3rd Quintile,Urban regions,Never,0.02287,47,2341,0.01682,0.02893
2007,3rd Quintile,Rural regions,At least once per week,0.38139,550,1507,0.35686,0.40592
2007,3rd Quintile,Rural regions,At least once per month,0.38012,575,1507,0.35561,0.40464
2007,3rd Quintile,Rural regions,Seldom,0.21160,345,1507,0.19097,0.23223
2007,3rd Quintile,Rural regions,Never,0.02688,37,1507,0.01872,0.03505
2007,4th Quintile,Urban regions,At least once per week,0.44368,1283,2802,0.42528,0.46208
2007,4th Quintile,Urban regions,At least once per month,0.38489,1058,2802,0.36687,0.40291
2007,4th Quintile,Urban regions,Seldom,0.15570,417,2802,0.14227,0.16913
2007,4th Quintile,Urban regions,Never,0.01573,44,2802,0.01112,0.02033
2007,4th Quintile,Rural regions,At least once per week,0.40384,560,1476,0.37880,0.42888
2007,4th Quintile,Rural regions,At least once per month,0.40831,661,1476,0.38322,0.43339
2007,4th Quintile,Rural regions,Seldom,0.16979,255,1476,0.15063,0.18896
2007,5th Quintile,Urban regions,At least once per week,0.47531,1941,4143,0.46010,0.49052
2007,5th Quintile,Urban regions,At least once per month,0.37348,1594,4143,0.35874,0.38821
2007,5th Quintile,Urban regions,Seldom,0.13519,546,4143,0.12478,0.14560
2007,5th Quintile,Urban regions,Never,0.01602,62,4143,0.01220,0.01985
2007,5th Quintile,Rural regions,At least once per week,0.38767,565,1415,0.36227,0.41306
2007,5th Quintile,Rural regions,At least once per month,0.40402,579,1415,0.37844,0.42960
2007,5th Quintile,Rural regions,Seldom,0.19109,271,1415,0.17060,0.21159
2009,1st Quintile,Urban regions,At least once per week,0.45642,802,1786,0.43331,0.47953
2009,1st Quintile,Urban regions,At least once per month,0.29003,542,1786,0.26898,0.31108
2009,1st Quintile,Urban regions,Seldom,0.19352,348,1786,0.17519,0.21185
2009,1st Quintile,Urban regions,Never,0.06003,94,1786,0.04901,0.07105
2009,1st Quintile,Rural regions,At least once per week,0.40338,380,1058,0.37381,0.43296
2009,1st Quintile,Rural regions,At least once per month,0.30376,363,1058,0.27604,0.33149
2009,1st Quintile,Rural regions,Seldom,0.24989,274,1058,0.22379,0.27599
2009,1st Quintile,Rural regions,Never,0.04297,41,1058,0.03075,0.05520
2009,2nd Quintile,Urban regions,At least once per week,0.41020,801,1887,0.38800,0.43240
2009,2nd Quintile,Urban regions,At least once per month,0.36027,680,1887,0.33861,0.38194
2009,2nd Quintile,Urban regions,Seldom,0.20097,358,1887,0.18288,0.21905
2009,2nd Quintile,Urban regions,Never,0.02856,48,1887,0.02104,0.03607
2009,2nd Quintile,Rural regions,At least once per week,0.39947,450,1255,0.37236,0.42658
2009,2nd Quintile,Rural regions,At least once per month,0.32962,442,1255,0.30360,0.35564
2009,2nd Quintile,Rural regions,Seldom,0.24444,322,1255,0.22066,0.26823
2009,2nd Quintile,Rural regions,Never,0.02647,41,1255,0.01758,0.03535
2009,3rd Quintile,Urban regions,At least once per week,0.38804,805,1988,0.36662,0.40947
2009,3rd Quintile,Urban regions,At least once per month,0.40601,795,1988,0.38442,0.42760
2009,3rd Quintile,Urban regions,Seldom,0.19292,388,1988,0.17557,0.21027
2009,3rd Quintile,Rural regions,At least once per week,0.37760,459,1347,0.35170,0.40350
2009,3rd Quintile,Rural regions,At least once per month,0.36096,558,1347,0.33530,0.38662
2009,3rd Quintile,Rural regions,Seldom,0.23374,330,1347,0.21113,0.25634
2009,4th Quintile,Urban regions,At least once per week,0.45021,1064,2445,0.43049,0.46994
2009,4th Quintile,Urban regions,At least once per month,0.38151,969,2445,0.36225,0.40077
2009,4th Quintile,Urban regions,Seldom,0.15109,373,2445,0.13689,0.16529
2009,4th Quintile,Urban regions,Never,0.01719,39,2445,0.01203,0.02234
2009,4th Quintile,Rural regions,At least once per week,0.37887,490,1283,0.35232,0.40543
2009,4th Quintile,Rural regions,At least once per month,0.40941,540,1283,0.38249,0.43633
2009,4th Quintile,Rural regions,Seldom,0.19215,253,1283,0.17058,0.21371
2009,5th Quintile,Urban regions,At least once per week,0.43372,1524,3532,0.41738,0.45007
2009,5th Quintile,Urban regions,At least once per month,0.39865,1458,3532,0.38250,0.41480
2009,5th Quintile,Urban regions,Seldom,0.15443,513,3532,0.14251,0.16634
2009,5th Quintile,Urban regions,Never,0.01320,37,3532,0.00943,0.01696
2009,5th Quintile,Rural regions,At least once per week,0.40272,484,1246,0.37548,0.42996
2009,5th Quintile,Rural regions,At least once per month,0.40364,513,1246,0.37639,0.43090
2009,5th Quintile,Rural regions,Seldom,0.18813,249,1246,0.16642,0.20984
2011,1st Quintile,Urban regions,At least once per week,0.42320,1281,2789,0.40486,0.44154
2011,1st Quintile,Urban regions,At least once per month,0.27614,796,2789,0.25954,0.29274
2011,1st Quintile,Urban regions,Seldom,0.24308,562,2789,0.22716,0.25901
2011,1st Quintile,Urban regions,Never,0.05757,150,2789,0.04893,0.06622
2011,1st Quintile,Rural regions,At least once per week,0.31572,629,1784,0.29415,0.33730
2011,1st Quintile,Rural regions,At least once per month,0.30113,578,1784,0.27984,0.32243
2011,1st Quintile,Rural regions,Seldom,0.32284,464,1784,0.30114,0.34454
2011,1st Quintile,Rural regions,Never,0.06031,113,1784,0.04926,0.07136
2011,2nd Quintile,Urban regions,At least once per week,0.39195,1092,2527,0.37292,0.41099
2011,2nd Quintile,Urban regions,At least once per month,0.34173,887,2527,0.32323,0.36023
2011,2nd Quintile,Urban regions,Seldom,0.22345,477,2527,0.20721,0.23970
2011,2nd Quintile,Urban regions,Never,0.04286,71,2527,0.03496,0.05076
2011,2nd Quintile,Rural regions,At least once per week,0.36983,662,1783,0.34742,0.39225
2011,2nd Quintile,Rural regions,At least once per month,0.34642,676,1783,0.32433,0.36852
2011,2nd Quintile,Rural regions,Seldom,0.24797,398,1783,0.22792,0.26802
2011,2nd Quintile,Rural regions,Never,0.03577,47,1783,0.02715,0.04439
2011,3rd Quintile,Urban regions,At least once per week,0.41048,1122,2496,0.39118,0.42979
2011,3rd Quintile,Urban regions,At least once per month,0.38672,941,2496,0.36761,0.40583
2011,3rd Quintile,Urban regions,Seldom,0.17524,384,2496,0.16032,0.19016
2011,3rd Quintile,Urban regions,Never,0.02755,49,2496,0.02113,0.03398
2011,3rd Quintile,Rural regions,At least once per week,0.35962,607,1612,0.33618,0.38305
2011,3rd Quintile,Rural regions,At least once per month,0.36416,638,1612,0.34066,0.38766
2011,3rd Quintile,Rural regions,Seldom,0.25513,335,1612,0.23384,0.27642
2011,3rd Quintile,Rural regions,Never,0.02110,32,1612,0.01408,0.02811
2011,4th Quintile,Urban regions,At least once per week,0.44880,1303,2749,0.43021,0.46740
2011,4th Quintile,Urban regions,At least once per month,0.38480,1050,2749,0.36661,0.40299
2011,4th Quintile,Urban regions,Seldom,0.15286,396,2749,0.13941,0.16632
2011,4th Quintile,Rural regions,At least once per week,0.34745,471,1312,0.32167,0.37322
2011,4th Quintile,Rural regions,At least once per month,0.40879,560,1312,0.38218,0.43540
2011,4th Quintile,Rural regions,Seldom,0.22686,281,1312,0.20419,0.24953
2011,5th Quintile,Urban regions,At least once per week,0.46751,1699,3512,0.45100,0.48401
2011,5th Quintile,Urban regions,At least once per month,0.37617,1321,3512,0.36015,0.39220
2011,5th Quintile,Urban regions,Seldom,0.14565,460,3512,0.13398,0.15732
2011,5th Quintile,Urban regions,Never,0.01067,32,3512,0.00727,0.01407
2011,5th Quintile,Rural regions,At least once per week,0.38993,436,1172,0.36199,0.41786
2011,5th Quintile,Rural regions,At least once per month,0.39436,519,1172,0.36637,0.42235
2011,5th Quintile,Rural regions,Seldom,0.20266,217,1172,0.17964,0.22569
2015,1st Quintile,Urban regions,At least once per week,0.48134,1594,3230,0.46410,0.49857
2015,1st Quintile,Urban regions,At least once per month,0.26505,882,3230,0.24983,0.28027
2015,1st Quintile,Urban regions,Seldom,0.19269,569,3230,0.17908,0.20629
2015,1st Quintile,Urban regions,Never,0.06093,185,3230,0.05268,0.06918
2015,1st Quintile,Rural regions,At least once per week,0.38075,775,1884,0.35882,0.40268
2015,1st Quintile,Rural regions,At least once per month,0.29207,562,1884,0.27153,0.31261
2015,1st Quintile,Rural regions,Seldom,0.27072,441,1884,0.25065,0.29079
2015,1st Quintile,Rural regions,Never,0.05646,106,1884,0.04603,0.06688
2015,2nd Quintile,Urban regions,At least once per week,0.41124,1358,3152,0.39406,0.42842
2015,2nd Quintile,Urban regions,At least once per month,0.34989,1105,3152,0.33323,0.36654
2015,2nd Quintile,Urban regions,Seldom,0.20010,576,3152,0.18613,0.21407
2015,2nd Quintile,Urban regions,Never,0.03877,113,3152,0.03203,0.04551
2015,2nd Quintile,Rural regions,At least once per week,0.35419,785,2099,0.33373,0.37466
2015,2nd Quintile,Rural regions,At least once per month,0.35005,773,2099,0.32964,0.37046
2015,2nd Quintile,Rural regions,Seldom,0.23430,441,2099,0.21618,0.25243
2015,2nd Quintile,Rural regions,Never,0.06145,100,2099,0.05118,0.07173
2015,3rd Quintile,Urban regions,At least once per week,0.45588,1382,2994,0.43804,0.47372
2015,3rd Quintile,Urban regions,At least once per month,0.34141,1060,2994,0.32442,0.35839
2015,3rd Quintile,Urban regions,Seldom,0.18246,484,2994,0.16863,0.19630
2015,3rd Quintile,Urban regions,Never,0.02025,68,2994,0.01520,0.02530
2015,3rd Quintile,Rural regions,At least once per week,0.34778,679,1846,0.32605,0.36952
2015,3rd Quintile,Rural regions,At least once per month,0.41051,739,1846,0.38807,0.43296
2015,3rd Quintile,Rural regions,Seldom,0.21251,384,1846,0.19384,0.23117
2015,3rd Quintile,Rural regions,Never,0.02920,44,1846,0.02151,0.03688
2015,4th Quintile,Urban regions,At least once per week,0.43572,1362,3065,0.41817,0.45328
2015,4th Quintile,Urban regions,At least once per month,0.39098,1198,3065,0.37370,0.40826
2015,4th Quintile,Urban regions,Seldom,0.15594,463,3065,0.14309,0.16879
2015,4th Quintile,Urban regions,Never,0.01736,42,3065,0.01273,0.02198
2015,4th Quintile,Rural regions,At least once per week,0.41956,697,1673,0.39591,0.44322
2015,4th Quintile,Rural regions,At least once per month,0.39136,668,1673,0.36797,0.41476
2015,4th Quintile,Rural regions,Seldom,0.17301,308,1673,0.15487,0.19114
2015,5th Quintile,Urban regions,At least once per week,0.46144,1748,3797,0.44559,0.47730
2015,5th Quintile,Urban regions,At least once per month,0.39052,1512,3797,0.37500,0.40604
2015,5th Quintile,Urban regions,Seldom,0.13539,496,3797,0.12451,0.14628
2015,5th Quintile,Urban regions,Never,0.01264,41,3797,0.00909,0.01620
2015,5th Quintile,Rural regions,At least once per week,0.42408,506,1295,0.39715,0.45100
2015,5th Quintile,Rural regions,At least once per month,0.40466,563,1295,0.37792,0.43140
2015,5th Quintile,Rural regions,Seldom,0.16057,226,1295,0.14056,0.18057
2017,1st Quintile,Urban regions,At least once per week,0.48174,1438,2959,0.46373,0.49975
2017,1st Quintile,Urban regions,At least once per month,0.27456,822,2959,0.25848,0.29065
2017,1st Quintile,Urban regions,Seldom,0.18963,543,2959,0.17550,0.20375
2017,1st Quintile,Urban regions,Never,0.05407,156,2959,0.04592,0.06222
2017,1st Quintile,Rural regions,At least once per week,0.42706,728,1748,0.40387,0.45026
2017,1st Quintile,Rural regions,At least once per month,0.27751,526,1748,0.25652,0.29851
2017,1st Quintile,Rural regions,Seldom,0.22835,391,1748,0.20867,0.24804
2017,1st Quintile,Rural regions,Never,0.06707,103,1748,0.05534,0.07880
2017,2nd Quintile,Urban regions,At least once per week,0.42427,1259,2912,0.40632,0.44222
2017,2nd Quintile,Urban regions,At least once per month,0.30876,943,2912,0.29198,0.32555
2017,2nd Quintile,Urban regions,Seldom,0.22796,617,2912,0.21272,0.24320
2017,2nd Quintile,Urban regions,Never,0.03900,93,2912,0.03197,0.04604
2017,2nd Quintile,Rural regions,At least once per week,0.31479,643,1874,0.29375,0.33582
2017,2nd Quintile,Rural regions,At least once per month,0.40229,727,1874,0.38008,0.42450
2017,2nd Quintile,Rural regions,Seldom,0.24960,443,1874,0.23000,0.26920
2017,2nd Quintile,Rural regions,Never,0.03333,61,1874,0.02520,0.04145
2017,3rd Quintile,Urban regions,At least once per week,0.44822,1183,2677,0.42937,0.46706
2017,3rd Quintile,Urban regions,At least once per month,0.35377,998,2677,0.33565,0.37189
2017,3rd Quintile,Urban regions,Seldom,0.17200,439,2677,0.15770,0.18630
2017,3rd Quintile,Urban regions,Never,0.02601,57,2677,0.01998,0.03204
2017,3rd Quintile,Rural regions,At least once per week,0.35660,621,1728,0.33401,0.37919
2017,3rd Quintile,Rural regions,At least once per month,0.40851,721,1728,0.38533,0.43170
2017,3rd Quintile,Rural regions,Seldom,0.20922,353,1728,0.19004,0.22841
2017,3rd Quintile,Rural regions,Never,0.02567,33,1728,0.01821,0.03313
2017,4th Quintile,Urban regions,At least once per week,0.44514,1323,2835,0.42685,0.46344
2017,4th Quintile,Urban regions,At least once per month,0.39630,1069,2835,0.37829,0.41430
2017,4th Quintile,Urban regions,Seldom,0.14563,406,2835,0.13264,0.15862
2017,4th Quintile,Urban regions,Never,0.01293,37,2835,0.00877,0.01709
2017,4th Quintile,Rural regions,At least once per week,0.47400,630,1495,0.44868,0.49932
2017,4th Quintile,Rural regions,At least once per month,0.36674,631,1495,0.34230,0.39117
2017,4th Quintile,Rural regions,Seldom,0.14359,234,1495,0.12581,0.16137
2017,5th Quintile,Urban regions,At least once per week,0.47363,1560,3416,0.45688,0.49038
2017,5th Quintile,Urban regions,At least once per month,0.38651,1364,3416,0.37018,0.40284
2017,5th Quintile,Urban regions,Seldom,0.12596,460,3416,0.11483,0.13709
2017,5th Quintile,Urban regions,Never,0.01390,32,3416,0.00997,0.01782
2017,5th Quintile,Rural regions,At least once per week,0.40763,462,1111,0.37872,0.43654
2017,5th Quintile,Rural regions,At least once per month,0.39628,457,1111,0.36751,0.42506
2017,5th Quintile,Rural regions,Seldom,0.17579,192,1111,0.15340,0.19818
