year,pli0094_h,bula_h,sampreg,proportion,n,lower_confidence,upper_confidence
2017,At least once per week,Berlin,West,0.02328513786146604,45410,0.021898051104828058,0.02467222461810402
2017,At least once per week,Hamburg,West,0.020679219905850706,45410,0.019370309618267086,0.021988130193434326
2017,At least once per week,Mecklenburg-Western Pomerania,East,0.016896435776731673,45410,0.015711001429025283,0.018081870124438064
2017,At least once per week,Berlin,East,0.015635507733691996,45410,0.0144944324864699,0.01677658298091409
2017,At least once per week,Bremen,West,0.008154001344989913,45410,0.0073268445674858395,0.008981158122493987
2017,At least once per month,North Rhine-Westphalia,West,0.19529262086513996,45410,0.1916464062359123,0.1989388354943676
2017,At least once per month,Bavaria,West,0.15553435114503816,45410,0.15220097383181808,0.15886772845825825
2017,At least once per month,Baden-Wuerttemberg,West,0.12065309584393553,45410,0.1176571795508483,0.12364901213702277
2017,At least once per month,Lower Saxony,West,0.10337150127226463,45410,0.10057131448875824,0.10617168805577103
2017,At least once per month,Saxony,East,0.07167090754877015,45410,0.0692984264959486,0.0740433886015917
2017,At least once per month,Hesse,West,0.06202290076335878,45410,0.05980443630681139,0.06424136521990616
2017,At least once per month,"Rhineland-Palatinate, Saarland",West,0.05354113655640373,45410,0.05147063774862786,0.0556116353641796
2017,At least once per month,Brandenburg,East,0.047285835453774384,45410,0.045333622614058655,0.049238048293490114
2017,At least once per month,Thuringa,East,0.03806191687871077,45410,0.03630197142424268,0.039821862333178866
2017,At least once per month,Schleswig-Holstein,West,0.03668363019508058,45410,0.0349546065042489,0.03841265388591226
2017,At least once per month,Saxony-Anhalt,East,0.033502968617472435,45410,0.03184787628061198,0.03515806095433289
2017,At least once per month,Mecklenburg-Western Pomerania,East,0.024173027989821884,45410,0.022760385526394436,0.025585670453249332
2017,At least once per month,Berlin,West,0.018553859202714164,45410,0.017312690875419666,0.01979502753000866
2017,At least once per month,Hamburg,West,0.016433418150975404,45410,0.015264063746760393,0.017602772555190417
2017,At least once per month,Berlin,East,0.01547921967769296,45410,0.014343771556887363,0.01661466779849856
2017,At least once per month,Bremen,West,0.00773960983884648,45410,0.0069335771000013,0.008545642577691661
2017,Seldom,North Rhine-Westphalia,West,0.18779031187790313,45410,0.18419819056873496,0.1913824331870713
2017,Seldom,Bavaria,West,0.14067684140676842,45410,0.13747890456170989,0.14387477825182696
2017,Seldom,Lower Saxony,West,0.0940057509400575,45410,0.09132151768603783,0.09668998419407718
2017,Seldom,Saxony,East,0.08626410086264101,45410,0.08368180669484063,0.0888463950304414
2017,Seldom,Baden-Wuerttemberg,West,0.08582172085821721,45410,0.08324543304701683,0.08839800866941759
2017,Seldom,Brandenburg,East,0.06060606060606061,45410,0.058411425988913204,0.06280069522320801
2017,Seldom,Thuringa,East,0.06038487060384871,45410,0.058193986567508904,0.06257575464018851
2017,Seldom,"Rhineland-Palatinate, Saarland",West,0.0579517805795178,45410,0.05580271197790358,0.060100849181132024
2017,Seldom,Hesse,West,0.05596107055961071,45410,0.05384700583637374,0.058075135282847676
2017,Seldom,Saxony-Anhalt,East,0.0493253704932537,45410,0.04733363597320021,0.0513171050133072
2017,Seldom,Schleswig-Holstein,West,0.0329573103295731,45410,0.03131528813044564,0.034599332528700566
2017,Seldom,Mecklenburg-Western Pomerania,East,0.027869940278699403,45410,0.026355993787958016,0.02938388676944079
2017,Seldom,Berlin,West,0.0203494802034948,45410,0.01905082886586407,0.02164813154112553
2017,Seldom,Berlin,East,0.0190223401902234,45410,0.017765899909770386,0.020278780470676418
2017,Seldom,Hamburg,West,0.011944260119442602,45410,0.010945064159187121,0.012943456079698082
2017,Seldom,Bremen,West,0.0090687900906879,45410,0.00819686987153801,0.009940710309837791
2017,Never,North Rhine-Westphalia,West,0.1762917933130699,45410,0.1727868333236794,0.17979675330246042
2017,Never,Bavaria,West,0.14437689969604864,45410,0.1411441623020372,0.1476096370900601
2017,Never,Baden-Wuerttemberg,West,0.12006079027355623,45410,0.11707123040961118,0.12305035013750129
2017,Never,Saxony,East,0.0790273556231003,45410,0.0765459805755561,0.0815087306706445
2017,Never,"Rhineland-Palatinate, Saarland",West,0.07598784194528875,45410,0.07355064166949957,0.07842504222107793
2017,Never,Lower Saxony,West,0.07446808510638298,45410,0.07205339661003986,0.07688277360272609
2017,Never,Saxony-Anhalt,East,0.0729483282674772,45410,0.07055644509755245,0.07534021143740195
2017,Never,Hesse,West,0.060790273556231005,45410,0.058592521677395905,0.06298802543506611
2017,Never,Thuringa,East,0.04559270516717325,45410,0.043674059063588566,0.04751135127075794
2017,Never,Schleswig-Holstein,West,0.028875379939209727,45410,0.027335163847882746,0.030415596030536708
2017,Never,Mecklenburg-Western Pomerania,East,0.02735562310030395,45410,0.02585531426671055,0.028855931933897353
2017,Never,Brandenburg,East,0.025835866261398176,45410,0.02437668950772272,0.02729504301507363
2017,Never,Berlin,West,0.019756838905775075,45410,0.018476850722616046,0.021036827088934104
2017,Never,Berlin,East,0.0182370820668693,45410,0.017006356255813787,0.019467807877924813
2017,Never,Hamburg,West,0.016717325227963525,45410,0.015538083306599478,0.017896567149327573
2017,Never,Bremen,West,0.013677811550151976,45410,0.012609499739064766,0.014746123361239186
