"plh0038","year","bula_h","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Einige Sorgen","2012","Schleswig-Holstein","Ostdeutschland","","","",""
"Einige Sorgen","2012","Hamburg","Westdeutschland","200","0.609894161448167","0.557425798726314","0.66236252417002"
"Einige Sorgen","2012","Hamburg","Ostdeutschland","","","",""
"Einige Sorgen","2012","Niedersachsen","Westdeutschland","940","0.482025819900009","0.459354256049576","0.504697383750441"
"Einige Sorgen","2012","Niedersachsen","Ostdeutschland","","","",""
"Einige Sorgen","2012","Bremen","Westdeutschland","61","0.481619269795428","0.396380440280381","0.566858099310476"
"Einige Sorgen","2012","Bremen","Ostdeutschland","","","",""
"Einige Sorgen","2012","Nordrhein-Westfalen","Westdeutschland","1912","0.483893949713327","0.468439919879219","0.499347979547435"
"Einige Sorgen","2012","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Einige Sorgen","2012","Hessen","Westdeutschland","747","0.531321891023292","0.50508835215871","0.557555429887873"
"Einige Sorgen","2012","Hessen","Ostdeutschland","","","",""
"Einige Sorgen","2012","Rheinland-Pfalz,Saarland","Westdeutschland","657","0.563036745172649","0.534759950318342","0.591313540026957"
"Einige Sorgen","2012","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Einige Sorgen","2012","Baden-Wuerttemberg","Westdeutschland","1214","0.515590979372552","0.495487718891481","0.535694239853623"
"Einige Sorgen","2012","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Einige Sorgen","2012","Bayern","Westdeutschland","1631","0.527853690161501","0.510433877101338","0.545273503221664"
"Einige Sorgen","2012","Bayern","Ostdeutschland","","","",""
"Einige Sorgen","2012","Saarland","Westdeutschland","","","",""
"Einige Sorgen","2012","Saarland","Ostdeutschland","","","",""
"Einige Sorgen","2012","Berlin","Westdeutschland","225","0.486773577405706","0.441147237659004","0.532399917152408"
"Einige Sorgen","2012","Berlin","Ostdeutschland","151","0.452720047468855","0.400572522352534","0.504867572585176"
"Einige Sorgen","2012","Brandenburg","Westdeutschland","","","",""
"Einige Sorgen","2012","Brandenburg","Ostdeutschland","472","0.527325508331629","0.4938804712674","0.560770545395859"
"Einige Sorgen","2012","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Einige Sorgen","2012","Mecklenburg-Vorpommern","Ostdeutschland","255","0.538488183547664","0.494835722902341","0.582140644192988"
"Einige Sorgen","2012","Sachsen","Westdeutschland","","","",""
"Einige Sorgen","2012","Sachsen","Ostdeutschland","705","0.49767804064978","0.471862488284884","0.523493593014676"
"Einige Sorgen","2012","Sachsen-Anhalt","Westdeutschland","","","",""
"Einige Sorgen","2012","Sachsen-Anhalt","Ostdeutschland","398","0.483353655826091","0.449150171586951","0.517557140065232"
"Einige Sorgen","2012","Thueringen","Westdeutschland","","","",""
"Einige Sorgen","2012","Thueringen","Ostdeutschland","400","0.463016981673157","0.42969141054482","0.496342552801494"
"Keine Sorgen","2012","Schleswig-Holstein","Westdeutschland","105","0.183477450988129","0.153560450751981","0.213394451224277"
"Keine Sorgen","2012","Schleswig-Holstein","Ostdeutschland","","","",""
"Keine Sorgen","2012","Hamburg","Westdeutschland","58","0.160548512171737","0.121059161432325","0.200037862911148"
"Keine Sorgen","2012","Hamburg","Ostdeutschland","","","",""
"Keine Sorgen","2012","Niedersachsen","Westdeutschland","327","0.185915886474436","0.168264242389332","0.203567530559541"
"Keine Sorgen","2012","Niedersachsen","Ostdeutschland","","","",""
"Keine Sorgen","2012","Bremen","Westdeutschland","33","0.231743445159434","0.159762425883766","0.303724464435102"
"Keine Sorgen","2012","Bremen","Ostdeutschland","","","",""
"Keine Sorgen","2012","Nordrhein-Westfalen","Westdeutschland","683","0.165232590393864","0.153747675705516","0.176717505082211"
"Keine Sorgen","2012","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Keine Sorgen","2012","Hessen","Westdeutschland","239","0.194100340426839","0.173308433347807","0.214892247505871"
"Keine Sorgen","2012","Hessen","Ostdeutschland","","","",""
"Keine Sorgen","2012","Rheinland-Pfalz,Saarland","Westdeutschland","171","0.145697808469172","0.125585050723629","0.165810566214716"
"Keine Sorgen","2012","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Keine Sorgen","2012","Baden-Wuerttemberg","Westdeutschland","456","0.190399052882956","0.1746056530851","0.206192452680812"
"Keine Sorgen","2012","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Keine Sorgen","2012","Bayern","Westdeutschland","553","0.179781338173725","0.166381932472142","0.193180743875308"
"Keine Sorgen","2012","Bayern","Ostdeutschland","","","",""
"Keine Sorgen","2012","Saarland","Westdeutschland","","","",""
"Keine Sorgen","2012","Saarland","Ostdeutschland","","","",""
"Keine Sorgen","2012","Berlin","Westdeutschland","84","0.17238028074146","0.137901108172993","0.206859453309928"
"Keine Sorgen","2012","Berlin","Ostdeutschland","50","0.149569231199016","0.112205117767486","0.186933344630546"
"Keine Sorgen","2012","Brandenburg","Westdeutschland","","","",""
"Keine Sorgen","2012","Brandenburg","Ostdeutschland","90","0.105145581131564","0.0845969491092619","0.125694213153867"
"Keine Sorgen","2012","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Keine Sorgen","2012","Mecklenburg-Vorpommern","Ostdeutschland","78","0.140360816185996","0.109944243808493","0.1707773885635"
"Keine Sorgen","2012","Sachsen","Westdeutschland","","","",""
"Keine Sorgen","2012","Sachsen","Ostdeutschland","254","0.175979091036355","0.156317631602354","0.195640550470357"
"Keine Sorgen","2012","Sachsen-Anhalt","Westdeutschland","","","",""
"Keine Sorgen","2012","Sachsen-Anhalt","Ostdeutschland","120","0.155697298689558","0.130881355109643","0.180513242269474"
"Keine Sorgen","2012","Thueringen","Westdeutschland","","","",""
"Keine Sorgen","2012","Thueringen","Ostdeutschland","182","0.209874223787389","0.182658083689317","0.237090363885462"
"Grosse Sorgen","2013","Schleswig-Holstein","Westdeutschland","165","0.242315818430463","0.207741225277852","0.276890411583075"
"Grosse Sorgen","2013","Schleswig-Holstein","Ostdeutschland","","","",""
"Grosse Sorgen","2013","Hamburg","Westdeutschland","82","0.251922217228498","0.203361452575044","0.300482981881952"
"Grosse Sorgen","2013","Hamburg","Ostdeutschland","","","",""
"Grosse Sorgen","2013","Niedersachsen","Westdeutschland","514","0.308799145622404","0.287270121084632","0.330328170160175"
"Grosse Sorgen","2013","Niedersachsen","Ostdeutschland","","","",""
"Grosse Sorgen","2013","Bremen","Westdeutschland","37","0.386084348339016","0.297488260052491","0.474680436625541"
"Grosse Sorgen","2013","Bremen","Ostdeutschland","","","",""
"Grosse Sorgen","2013","Nordrhein-Westfalen","Westdeutschland","1210","0.315772195674167","0.30079486109692","0.330749530251414"
"Grosse Sorgen","2013","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Grosse Sorgen","2013","Hessen","Westdeutschland","374","0.291578208264232","0.2667092123887","0.316447204139764"
"Grosse Sorgen","2013","Hessen","Ostdeutschland","","","",""
"Grosse Sorgen","2013","Rheinland-Pfalz,Saarland","Westdeutschland","338","0.297081537038597","0.269953076562762","0.324209997514432"
"Grosse Sorgen","2013","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","2013","Baden-Wuerttemberg","Westdeutschland","523","0.25249527324421","0.233975775794344","0.271014770694076"
"Grosse Sorgen","2013","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Grosse Sorgen","2013","Bayern","Westdeutschland","812","0.268452574250358","0.252351434252851","0.284553714247865"
"Grosse Sorgen","2013","Bayern","Ostdeutschland","","","",""
"Grosse Sorgen","2013","Saarland","Westdeutschland","","","",""
"Grosse Sorgen","2013","Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","2013","Berlin","Westdeutschland","136","0.314549260805685","0.271261071978353","0.357837449633017"
"Grosse Sorgen","2013","Berlin","Ostdeutschland","131","0.372788195852407","0.319973067098396","0.425603324606417"
"Grosse Sorgen","2013","Brandenburg","Westdeutschland","","","",""
"Grosse Sorgen","2013","Brandenburg","Ostdeutschland","245","0.321879106302628","0.289092176870275","0.354666035734981"
"Grosse Sorgen","2013","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Grosse Sorgen","2013","Mecklenburg-Vorpommern","Ostdeutschland","159","0.384000683695414","0.339213360793496","0.428788006597331"
"Grosse Sorgen","2013","Sachsen","Westdeutschland","","","",""
"Grosse Sorgen","2013","Sachsen","Ostdeutschland","404","0.324192003279814","0.299045831643851","0.349338174915777"
"Grosse Sorgen","2013","Sachsen-Anhalt","Westdeutschland","","","",""
"Grosse Sorgen","2013","Sachsen-Anhalt","Ostdeutschland","289","0.378221125323876","0.343698456610779","0.412743794036974"
"Grosse Sorgen","2013","Thueringen","Westdeutschland","","","",""
"Grosse Sorgen","2013","Thueringen","Ostdeutschland","251","0.325657836084965","0.293144048109652","0.358171624060277"
"Einige Sorgen","2013","Schleswig-Holstein","Westdeutschland","322","0.556658408778518","0.516573056007302","0.596743761549735"
"Einige Sorgen","2013","Schleswig-Holstein","Ostdeutschland","","","",""
"Einige Sorgen","2013","Hamburg","Westdeutschland","164","0.524862125681718","0.469000786113569","0.580723465249867"
"Einige Sorgen","2013","Hamburg","Ostdeutschland","","","",""
"Einige Sorgen","2013","Niedersachsen","Westdeutschland","889","0.473802882773261","0.450534979153639","0.497070786392882"
"Einige Sorgen","2013","Niedersachsen","Ostdeutschland","","","",""
"Einige Sorgen","2013","Bremen","Westdeutschland","52","0.452515965298459","0.361938163006934","0.543093767589984"
"Einige Sorgen","2013","Bremen","Ostdeutschland","","","",""
"Einige Sorgen","2013","Nordrhein-Westfalen","Westdeutschland","1888","0.525978887990348","0.509889844424918","0.542067931555779"
"Einige Sorgen","2013","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Einige Sorgen","2013","Hessen","Westdeutschland","686","0.525768532388147","0.498445604130372","0.553091460645921"
"Einige Sorgen","2013","Hessen","Ostdeutschland","","","",""
"Einige Sorgen","2013","Rheinland-Pfalz,Saarland","Westdeutschland","586","0.551955435043997","0.522433320846142","0.581477549241852"
"Einige Sorgen","2013","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Einige Sorgen","2013","Baden-Wuerttemberg","Westdeutschland","1168","0.546288584136625","0.525066085446778","0.567511082826471"
"Einige Sorgen","2013","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Einige Sorgen","2013","Bayern","Westdeutschland","1578","0.533472891585353","0.51534713195163","0.551598651219077"
"Einige Sorgen","2013","Bayern","Ostdeutschland","","","",""
"Einige Sorgen","2013","Saarland","Westdeutschland","","","",""
"Einige Sorgen","2013","Saarland","Ostdeutschland","","","",""
"Einige Sorgen","2013","Berlin","Westdeutschland","229","0.498112770544517","0.451500112695841","0.544725428393194"
"Einige Sorgen","2013","Berlin","Ostdeutschland","140","0.431959370444989","0.3778551299364","0.486063610953578"
"Einige Sorgen","2013","Brandenburg","Westdeutschland","","","",""
"Einige Sorgen","2013","Brandenburg","Ostdeutschland","435","0.557532829219811","0.522676910123527","0.592388748316094"
"Einige Sorgen","2013","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Einige Sorgen","2013","Mecklenburg-Vorpommern","Ostdeutschland","220","0.48601399250938","0.439988438528024","0.532039546490737"
"Einige Sorgen","2013","Sachsen","Westdeutschland","","","",""
"Einige Sorgen","2013","Sachsen","Ostdeutschland","687","0.508336043947767","0.48147835119271","0.535193736702824"
"Einige Sorgen","2013","Sachsen-Anhalt","Westdeutschland","","","",""
"Einige Sorgen","2013","Sachsen-Anhalt","Ostdeutschland","368","0.475946561306586","0.440393224059652","0.511499898553521"
"Einige Sorgen","2013","Thueringen","Westdeutschland","","","",""
"Einige Sorgen","2013","Thueringen","Ostdeutschland","378","0.462510442030796","0.427917107062484","0.497103776999108"
"Keine Sorgen","2013","Schleswig-Holstein","Westdeutschland","103","0.201025772791018","0.168687684641393","0.233363860940643"
"Keine Sorgen","2013","Schleswig-Holstein","Ostdeutschland","","","",""
"Keine Sorgen","2013","Hamburg","Westdeutschland","61","0.223215657089784","0.176636517499026","0.269794796680542"
"Keine Sorgen","2013","Hamburg","Ostdeutschland","","","",""
"Keine Sorgen","2013","Niedersachsen","Westdeutschland","366","0.217397971604336","0.198176687276499","0.236619255932173"
"Keine Sorgen","2013","Niedersachsen","Ostdeutschland","","","",""
"Keine Sorgen","2013","Bremen","Westdeutschland","27","","",""
"Keine Sorgen","2013","Bremen","Ostdeutschland","","","",""
"Keine Sorgen","2013","Nordrhein-Westfalen","Westdeutschland","602","0.158248916335485","0.146488858883396","0.170008973787573"
"Keine Sorgen","2013","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Keine Sorgen","2013","Hessen","Westdeutschland","223","0.182653259347621","0.16151098794379","0.203795530751452"
"Keine Sorgen","2013","Hessen","Ostdeutschland","","","",""
"Keine Sorgen","2013","Rheinland-Pfalz,Saarland","Westdeutschland","166","0.150963027917406","0.129709381938904","0.172216673895908"
"Keine Sorgen","2013","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Keine Sorgen","2013","Baden-Wuerttemberg","Westdeutschland","423","0.201216142619166","0.184126158902031","0.218306126336301"
"Keine Sorgen","2013","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Keine Sorgen","2013","Bayern","Westdeutschland","520","0.198074534164289","0.183594055412737","0.21255501291584"
"Keine Sorgen","2013","Bayern","Ostdeutschland","","","",""
"Keine Sorgen","2013","Saarland","Westdeutschland","","","",""
"Keine Sorgen","2013","Saarland","Ostdeutschland","","","",""
"Keine Sorgen","2013","Berlin","Westdeutschland","77","0.187337968649798","0.150962814333253","0.223713122966343"
"Keine Sorgen","2013","Berlin","Ostdeutschland","51","0.195252433702605","0.151956389424912","0.238548477980297"
"Keine Sorgen","2013","Brandenburg","Westdeutschland","","","",""
"Keine Sorgen","2013","Brandenburg","Ostdeutschland","100","0.120588064477561","0.0977347534799081","0.143441375475215"
"Keine Sorgen","2013","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Keine Sorgen","2013","Mecklenburg-Vorpommern","Ostdeutschland","74","0.129985323795206","0.099017588964524","0.160953058625889"
"Keine Sorgen","2013","Sachsen","Westdeutschland","","","",""
"Keine Sorgen","2013","Sachsen","Ostdeutschland","240","0.167471952772419","0.147412016814114","0.187531888730724"
"Keine Sorgen","2013","Sachsen-Anhalt","Westdeutschland","","","",""
"Keine Sorgen","2013","Sachsen-Anhalt","Ostdeutschland","101","0.145832313369537","0.120706973812586","0.170957652926489"
"Keine Sorgen","2013","Thueringen","Westdeutschland","","","",""
"Keine Sorgen","2013","Thueringen","Ostdeutschland","169","0.211831721884239","0.183481816138973","0.240181627629506"
"Grosse Sorgen","2014","Schleswig-Holstein","Westdeutschland","353","0.353155910698274","0.322254850362604","0.384056971033945"
"Grosse Sorgen","2014","Schleswig-Holstein","Ostdeutschland","","","",""
"Grosse Sorgen","2014","Hamburg","Westdeutschland","164","0.392503285938216","0.347082962656953","0.437923609219478"
"Grosse Sorgen","2014","Hamburg","Ostdeutschland","","","",""
"Grosse Sorgen","2014","Niedersachsen","Westdeutschland","943","0.353923860644252","0.335522078809962","0.372325642478541"
"Grosse Sorgen","2014","Niedersachsen","Ostdeutschland","","","",""
"Grosse Sorgen","2014","Bremen","Westdeutschland","84","0.368242256138086","0.303619823467362","0.43286468880881"
"Grosse Sorgen","2014","Bremen","Ostdeutschland","","","",""
"Grosse Sorgen","2014","Nordrhein-Westfalen","Westdeutschland","2488","0.405013431864098","0.392173535903859","0.417853327824337"
"Grosse Sorgen","2014","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Grosse Sorgen","2014","Hessen","Westdeutschland","756","0.398176313190035","0.376060106989507","0.420292519390562"
"Grosse Sorgen","2014","Hessen","Ostdeutschland","","","",""
"Grosse Sorgen","2014","Rheinland-Pfalz,Saarland","Westdeutschland","596","0.394687086347252","0.370555469975824","0.418818702718681"
"Grosse Sorgen","2014","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","2014","Baden-Wuerttemberg","Westdeutschland","1227","0.361172334387849","0.344550459571362","0.377794209204335"
"Grosse Sorgen","2014","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Grosse Sorgen","2014","Bayern","Westdeutschland","1613","0.342405781494613","0.328324090887213","0.356487472102012"
"Grosse Sorgen","2014","Bayern","Ostdeutschland","","","",""
"Grosse Sorgen","2014","Saarland","Westdeutschland","","","",""
"Grosse Sorgen","2014","Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","2014","Berlin","Westdeutschland","240","0.415250546625871","0.374690674208859","0.455810419042882"
"Grosse Sorgen","2014","Berlin","Ostdeutschland","179","0.399600495404579","0.352531535975449","0.446669454833709"
"Grosse Sorgen","2014","Brandenburg","Westdeutschland","","","",""
"Grosse Sorgen","2014","Brandenburg","Ostdeutschland","376","0.34870459144593","0.319501547947104","0.377907634944756"
"Grosse Sorgen","2014","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Grosse Sorgen","2014","Mecklenburg-Vorpommern","Ostdeutschland","205","0.399117446707618","0.358411688483912","0.439823204931324"
"Grosse Sorgen","2014","Sachsen","Westdeutschland","","","",""
"Grosse Sorgen","2014","Sachsen","Ostdeutschland","544","0.321354877372682","0.298564856584304","0.34414489816106"
"Grosse Sorgen","2014","Sachsen-Anhalt","Westdeutschland","","","",""
"Grosse Sorgen","2014","Sachsen-Anhalt","Ostdeutschland","391","0.417502614284735","0.386355950320437","0.448649278249033"
"Grosse Sorgen","2014","Thueringen","Westdeutschland","","","",""
"Grosse Sorgen","2014","Thueringen","Ostdeutschland","372","0.39386297576662","0.363442272564313","0.424283678968927"
"Einige Sorgen","2014","Schleswig-Holstein","Westdeutschland","468","0.514721531161238","0.482408922983","0.547034139339477"
"Einige Sorgen","2014","Schleswig-Holstein","Ostdeutschland","","","",""
"Einige Sorgen","2014","Hamburg","Westdeutschland","215","0.441859403396365","0.3956670102338","0.48805179655893"
"Einige Sorgen","2014","Hamburg","Ostdeutschland","","","",""
"Einige Sorgen","2014","Niedersachsen","Westdeutschland","1252","0.492789888018202","0.473550646321995","0.512029129714409"
"Einige Sorgen","2014","Niedersachsen","Ostdeutschland","","","",""
"Einige Sorgen","2014","Bremen","Westdeutschland","92","0.441163512751286","0.374638743864054","0.507688281638518"
"Einige Sorgen","2014","Bremen","Ostdeutschland","","","",""
"Einige Sorgen","2014","Nordrhein-Westfalen","Westdeutschland","2443","0.459980205309659","0.4469441071554","0.473016303463918"
"Einige Sorgen","2014","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Einige Sorgen","2014","Hessen","Westdeutschland","898","0.466838205256738","0.444298357025222","0.489378053488254"
"Einige Sorgen","2014","Hessen","Ostdeutschland","","","",""
"Einige Sorgen","2014","Rheinland-Pfalz,Saarland","Westdeutschland","786","0.492565060689833","0.467882400211618","0.517247721168049"
"Einige Sorgen","2014","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Einige Sorgen","2014","Baden-Wuerttemberg","Westdeutschland","1509","0.48112330895007","0.463833460327215","0.498413157572925"
"Einige Sorgen","2014","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Einige Sorgen","2014","Bayern","Westdeutschland","2156","0.503199318355982","0.488361625597064","0.5180370111149"
"Einige Sorgen","2014","Bayern","Ostdeutschland","","","",""
"Einige Sorgen","2014","Saarland","Westdeutschland","","","",""
"Einige Sorgen","2014","Saarland","Ostdeutschland","","","",""
"Einige Sorgen","2014","Berlin","Westdeutschland","259","0.456107852980478","0.415111357760192","0.497104348200765"
"Einige Sorgen","2014","Berlin","Ostdeutschland","196","0.510944444979713","0.4629083865116","0.558980503447825"
"Einige Sorgen","2014","Brandenburg","Westdeutschland","","","",""
"Einige Sorgen","2014","Brandenburg","Ostdeutschland","522","0.516051207125274","0.485427597584426","0.546674816666122"
"Einige Sorgen","2014","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Einige Sorgen","2014","Mecklenburg-Vorpommern","Ostdeutschland","283","0.472353941649321","0.430857026171775","0.513850857126866"
"Einige Sorgen","2014","Sachsen","Westdeutschland","","","",""
"Einige Sorgen","2014","Sachsen","Ostdeutschland","814","0.538508317965839","0.514180169688096","0.562836466243583"
"Einige Sorgen","2014","Sachsen-Anhalt","Westdeutschland","","","",""
"Einige Sorgen","2014","Sachsen-Anhalt","Ostdeutschland","442","0.454019473522172","0.422573809906993","0.485465137137352"
"Einige Sorgen","2014","Thueringen","Westdeutschland","","","",""
"Einige Sorgen","2014","Thueringen","Ostdeutschland","421","0.412043139757956","0.381398442256894","0.442687837259018"
"Keine Sorgen","2014","Schleswig-Holstein","Westdeutschland","98","0.132122558140488","0.110229419748553","0.154015696532423"
"Keine Sorgen","2014","Schleswig-Holstein","Ostdeutschland","","","",""
"Keine Sorgen","2014","Hamburg","Westdeutschland","65","0.165637310665419","0.13105825499111","0.200216366339729"
"Keine Sorgen","2014","Hamburg","Ostdeutschland","","","",""
"Keine Sorgen","2014","Niedersachsen","Westdeutschland","399","0.153286251337546","0.139422428091336","0.167150074583757"
"Keine Sorgen","2014","Niedersachsen","Ostdeutschland","","","",""
"Keine Sorgen","2014","Bremen","Westdeutschland","38","0.190594231110628","0.137970791939748","0.243217670281507"
"Keine Sorgen","2014","Bremen","Ostdeutschland","","","",""
"Keine Sorgen","2014","Nordrhein-Westfalen","Westdeutschland","684","0.135006362826243","0.126068024570648","0.143944701081838"
"Keine Sorgen","2014","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Keine Sorgen","2014","Hessen","Westdeutschland","228","0.134985481553228","0.119547393631987","0.150423569474468"
"Keine Sorgen","2014","Hessen","Ostdeutschland","","","",""
"Keine Sorgen","2014","Rheinland-Pfalz,Saarland","Westdeutschland","194","0.112747852962914","0.0971326492566029","0.128363056669225"
"Keine Sorgen","2014","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Keine Sorgen","2014","Baden-Wuerttemberg","Westdeutschland","472","0.157704356662081","0.145092325534702","0.17031638778946"
"Keine Sorgen","2014","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Keine Sorgen","2014","Bayern","Westdeutschland","593","0.154394900149405","0.143672166146492","0.165117634152319"
"Keine Sorgen","2014","Bayern","Ostdeutschland","","","",""
"Keine Sorgen","2014","Saarland","Westdeutschland","","","",""
"Keine Sorgen","2014","Saarland","Ostdeutschland","","","",""
"Keine Sorgen","2014","Berlin","Westdeutschland","68","0.128641600393651","0.101083727685786","0.156199473101516"
"Keine Sorgen","2014","Berlin","Ostdeutschland","41","0.0894550596157083","0.0620295584064253","0.116880560824991"
"Keine Sorgen","2014","Brandenburg","Westdeutschland","","","",""
"Keine Sorgen","2014","Brandenburg","Ostdeutschland","125","0.135244201428796","0.114287817681732","0.15620058517586"
"Keine Sorgen","2014","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Keine Sorgen","2014","Mecklenburg-Vorpommern","Ostdeutschland","68","0.128528611643061","0.100709889932021","0.156347333354102"
"Keine Sorgen","2014","Sachsen","Westdeutschland","","","",""
"Keine Sorgen","2014","Sachsen","Ostdeutschland","255","0.140136804661478","0.123196481425003","0.157077127897953"
"Keine Sorgen","2014","Sachsen-Anhalt","Westdeutschland","","","",""
"Keine Sorgen","2014","Sachsen-Anhalt","Ostdeutschland","130","0.128477912193093","0.107343587180531","0.149612237205655"
"Keine Sorgen","2014","Thueringen","Westdeutschland","","","",""
"Keine Sorgen","2014","Thueringen","Ostdeutschland","198","0.194093884475424","0.169469838385479","0.218717930565369"
"Grosse Sorgen","2015","Schleswig-Holstein","Westdeutschland","399","0.436060895522196","0.403071230572766","0.469050560471626"
"Grosse Sorgen","2015","Schleswig-Holstein","Ostdeutschland","","","",""
"Grosse Sorgen","2015","Hamburg","Westdeutschland","198","0.449418701693192","0.402014787262641","0.496822616123742"
"Grosse Sorgen","2015","Hamburg","Ostdeutschland","","","",""
"Grosse Sorgen","2015","Niedersachsen","Westdeutschland","1110","0.47360216637385","0.453626266295888","0.493578066451812"
"Grosse Sorgen","2015","Niedersachsen","Ostdeutschland","","","",""
"Grosse Sorgen","2015","Bremen","Westdeutschland","85","0.600687734236551","0.52749557239409","0.673879896079012"
"Grosse Sorgen","2015","Bremen","Ostdeutschland","","","",""
"Grosse Sorgen","2015","Nordrhein-Westfalen","Westdeutschland","2630","0.503035418788454","0.489374648099244","0.516696189477665"
"Grosse Sorgen","2015","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Grosse Sorgen","2015","Hessen","Westdeutschland","771","0.458107888121381","0.43438149687646","0.481834279366302"
"Grosse Sorgen","2015","Hessen","Ostdeutschland","","","",""
"Grosse Sorgen","2015","Rheinland-Pfalz,Saarland","Westdeutschland","651","0.458491150934279","0.433148436948393","0.483833864920165"
"Grosse Sorgen","2015","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","2015","Baden-Wuerttemberg","Westdeutschland","1456","0.511387861214845","0.493410448040428","0.529365274389263"
"Grosse Sorgen","2015","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Grosse Sorgen","2015","Bayern","Westdeutschland","1820","0.440815316275381","0.425406244155717","0.456224388395046"
"Grosse Sorgen","2015","Bayern","Ostdeutschland","","","",""
"Grosse Sorgen","2015","Saarland","Westdeutschland","","","",""
"Grosse Sorgen","2015","Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","2015","Berlin","Westdeutschland","249","0.452509494962688","0.409521556296594","0.495497433628781"
"Grosse Sorgen","2015","Berlin","Ostdeutschland","209","0.487907126951923","0.438613305233695","0.537200948670152"
"Grosse Sorgen","2015","Brandenburg","Westdeutschland","","","",""
"Grosse Sorgen","2015","Brandenburg","Ostdeutschland","469","0.474258791875471","0.442963978331798","0.505553605419144"
"Grosse Sorgen","2015","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Grosse Sorgen","2015","Mecklenburg-Vorpommern","Ostdeutschland","237","0.458655088168361","0.417124731315441","0.50018544502128"
"Grosse Sorgen","2015","Sachsen","Westdeutschland","","","",""
"Grosse Sorgen","2015","Sachsen","Ostdeutschland","705","0.467025096908753","0.441726508958846","0.492323684858659"
"Grosse Sorgen","2015","Sachsen-Anhalt","Westdeutschland","","","",""
"Grosse Sorgen","2015","Sachsen-Anhalt","Ostdeutschland","443","0.521924434415929","0.488921022237302","0.554927846594556"
"Grosse Sorgen","2015","Thueringen","Westdeutschland","","","",""
"Grosse Sorgen","2015","Thueringen","Ostdeutschland","401","0.441301989491216","0.409163909431692","0.47344006955074"
"Einige Sorgen","2015","Schleswig-Holstein","Westdeutschland","395","0.479225719484461","0.445991686140162","0.51245975282876"
"Einige Sorgen","2015","Schleswig-Holstein","Ostdeutschland","","","",""
"Einige Sorgen","2015","Hamburg","Westdeutschland","198","0.488615034203089","0.440979032930547","0.536251035475631"
"Einige Sorgen","2015","Hamburg","Ostdeutschland","","","",""
"Einige Sorgen","2015","Niedersachsen","Westdeutschland","1050","0.443491714862468","0.423616078483382","0.463367351241555"
"Einige Sorgen","2015","Niedersachsen","Ostdeutschland","","","",""
"Einige Sorgen","2015","Bremen","Westdeutschland","75","0.362045040781909","0.290222597013847","0.433867484549972"
"Einige Sorgen","2015","Bremen","Ostdeutschland","","","",""
"Einige Sorgen","2015","Nordrhein-Westfalen","Westdeutschland","2116","0.415274833515851","0.40181136684466","0.428738300187042"
"Einige Sorgen","2015","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Einige Sorgen","2015","Hessen","Westdeutschland","779","0.442746574034422","0.4190930765376","0.466400071531243"
"Einige Sorgen","2015","Hessen","Ostdeutschland","","","",""
"Einige Sorgen","2015","Rheinland-Pfalz,Saarland","Westdeutschland","703","0.466653397157183","0.441279519200088","0.492027275114279"
