year,bula_h,sex,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Schleswig-Holstein,male,Seldom,0.38087,115,231,0.31811,0.44363
2008,Schleswig-Holstein,female,At least once per week,0.10219,40,286,0.06702,0.13736
2008,Schleswig-Holstein,female,At least once per month,0.28124,95,286,0.22904,0.33344
2008,Schleswig-Holstein,female,Seldom,0.33983,120,286,0.28484,0.39483
2008,Schleswig-Holstein,female,Never,0.08999,31,286,0.05676,0.12321
2008,Hamburg,male,At least once per week,0.35172,53,128,0.26868,0.43477
2008,Hamburg,male,At least once per month,0.26744,40,128,0.19046,0.34443
2008,Hamburg,male,Seldom,0.24160,35,128,0.16716,0.31605
2008,Hamburg,female,At least once per week,0.15396,33,139,0.09374,0.21418
2008,Hamburg,female,At least once per month,0.31383,58,139,0.23641,0.39125
2008,Hamburg,female,Seldom,0.32956,48,139,0.25113,0.40798
2008,Lower Saxony,male,At least once per week,0.15696,169,814,0.13196,0.18197
2008,Lower Saxony,male,At least once per month,0.25517,267,814,0.22520,0.28514
2008,Lower Saxony,male,Seldom,0.31938,329,814,0.28733,0.35143
2008,Lower Saxony,male,Never,0.06595,49,814,0.04889,0.08301
2008,Lower Saxony,female,At least once per week,0.11725,145,898,0.09619,0.13830
2008,Lower Saxony,female,At least once per month,0.27144,303,898,0.24234,0.30054
2008,Lower Saxony,female,Seldom,0.36430,376,898,0.33281,0.39579
2008,Lower Saxony,female,Never,0.08819,74,898,0.06964,0.10675
2008,North Rhine-Westphalia,male,Daily,0.02830,49,1861,0.02076,0.03583
2008,North Rhine-Westphalia,male,At least once per week,0.20537,471,1861,0.18701,0.22373
2008,North Rhine-Westphalia,male,At least once per month,0.24723,570,1861,0.22762,0.26683
2008,North Rhine-Westphalia,male,Seldom,0.28510,636,1861,0.26458,0.30562
2008,North Rhine-Westphalia,male,Never,0.06640,135,1861,0.05509,0.07772
2008,North Rhine-Westphalia,female,At least once per week,0.15559,422,2052,0.13991,0.17128
2008,North Rhine-Westphalia,female,At least once per month,0.25059,668,2052,0.23183,0.26934
2008,North Rhine-Westphalia,female,Seldom,0.32040,752,2052,0.30020,0.34059
2008,North Rhine-Westphalia,female,Never,0.10232,210,2052,0.08920,0.11543
2008,Hesse,male,At least once per week,0.23618,190,619,0.20270,0.26967
2008,Hesse,male,At least once per month,0.22503,187,619,0.19211,0.25796
2008,Hesse,male,Seldom,0.25265,196,619,0.21839,0.28691
2008,Hesse,male,Never,0.06475,46,619,0.04535,0.08416
2008,Hesse,female,At least once per week,0.15698,144,678,0.12958,0.18438
2008,Hesse,female,At least once per month,0.27636,236,678,0.24267,0.31004
2008,Hesse,female,Seldom,0.30590,236,678,0.27119,0.34061
2008,Hesse,female,Never,0.08320,62,678,0.06240,0.10401
2008,"Rhineland-Palatinate, Saarland",male,At least once per week,0.14624,99,481,0.11462,0.17785
2008,"Rhineland-Palatinate, Saarland",male,At least once per month,0.24938,154,481,0.21067,0.28809
2008,"Rhineland-Palatinate, Saarland",male,Seldom,0.28390,180,481,0.24357,0.32424
2008,"Rhineland-Palatinate, Saarland",male,Never,0.09100,48,481,0.06527,0.11673
2008,"Rhineland-Palatinate, Saarland",female,At least once per week,0.13745,99,597,0.10981,0.16509
2008,"Rhineland-Palatinate, Saarland",female,At least once per month,0.20316,172,597,0.17085,0.23546
2008,"Rhineland-Palatinate, Saarland",female,Seldom,0.36013,251,597,0.32159,0.39867
2008,"Rhineland-Palatinate, Saarland",female,Never,0.13938,75,597,0.11158,0.16719
2008,Baden-Wuerttemberg,male,At least once per week,0.27323,363,1110,0.24700,0.29946
2008,Baden-Wuerttemberg,male,At least once per month,0.22829,344,1110,0.20359,0.25300
2008,Baden-Wuerttemberg,male,Seldom,0.25254,342,1110,0.22697,0.27812
2008,Baden-Wuerttemberg,male,Never,0.04564,61,1110,0.03335,0.05792
2008,Baden-Wuerttemberg,female,At least once per week,0.15381,259,1211,0.13348,0.17413
2008,Baden-Wuerttemberg,female,At least once per month,0.26419,392,1211,0.23935,0.28903
2008,Baden-Wuerttemberg,female,Seldom,0.31689,456,1211,0.29067,0.34310
2008,Baden-Wuerttemberg,female,Never,0.08655,104,1211,0.07071,0.10240
2008,Bavaria,male,Daily,0.02869,47,1307,0.01964,0.03775
2008,Bavaria,male,At least once per week,0.25627,430,1307,0.23259,0.27995
2008,Bavaria,male,At least once per month,0.20973,353,1307,0.18765,0.23181
2008,Bavaria,male,Seldom,0.25224,391,1307,0.22868,0.27579
2008,Bavaria,male,Never,0.07392,86,1307,0.05973,0.08811
2008,Bavaria,female,At least once per week,0.18921,351,1423,0.16885,0.20956
2008,Bavaria,female,At least once per month,0.25532,457,1423,0.23266,0.27799
2008,Bavaria,female,Seldom,0.29972,497,1423,0.27591,0.32353
2008,Bavaria,female,Never,0.08964,118,1423,0.07479,0.10449
2008,Berlin,male,At least once per week,0.24150,91,299,0.19291,0.29010
2008,Berlin,male,At least once per month,0.20727,95,299,0.16125,0.25330
2008,Berlin,male,Seldom,0.29917,113,299,0.24718,0.35116
2008,Berlin,female,At least once per week,0.19186,93,365,0.15141,0.23232
2008,Berlin,female,At least once per month,0.29029,141,365,0.24366,0.33692
2008,Berlin,female,Seldom,0.33216,131,365,0.28378,0.38055
2008,Brandenburg,male,At least once per week,0.06473,38,389,0.04025,0.08921
2008,Brandenburg,male,At least once per month,0.23888,100,389,0.19645,0.28131
2008,Brandenburg,male,Seldom,0.39786,193,389,0.34916,0.44656
2008,Brandenburg,male,Never,0.13678,58,389,0.10259,0.17098
2008,Brandenburg,female,At least once per week,0.07021,31,426,0.04592,0.09450
2008,Brandenburg,female,At least once per month,0.21579,112,426,0.17668,0.25491
2008,Brandenburg,female,Seldom,0.42315,217,426,0.37618,0.47012
2008,Brandenburg,female,Never,0.16005,66,426,0.12519,0.19491
2008,Mecklenburg-Western Pomerania,male,At least once per month,0.18417,55,172,0.12607,0.24227
2008,Mecklenburg-Western Pomerania,male,Seldom,0.45435,117,172,0.37973,0.52898
2008,Mecklenburg-Western Pomerania,female,At least once per month,0.22417,70,233,0.17051,0.27784
2008,Mecklenburg-Western Pomerania,female,Seldom,0.45404,130,233,0.38997,0.51811
2008,Mecklenburg-Western Pomerania,female,Never,0.14946,33,233,0.10358,0.19534
2008,Saxony,male,At least once per week,0.14792,96,699,0.12158,0.17426
2008,Saxony,male,At least once per month,0.22959,198,699,0.19839,0.26079
2008,Saxony,male,Seldom,0.37894,329,699,0.34295,0.41493
2008,Saxony,male,Never,0.11825,76,699,0.09430,0.14221
2008,Saxony,female,At least once per week,0.08233,69,726,0.06232,0.10234
2008,Saxony,female,At least once per month,0.22254,187,726,0.19227,0.25282
2008,Saxony,female,Seldom,0.42199,384,726,0.38604,0.45794
2008,Saxony,female,Never,0.12554,86,726,0.10142,0.14966
2008,Saxony-Anhalt,male,At least once per week,0.09260,47,389,0.06376,0.12145
2008,Saxony-Anhalt,male,At least once per month,0.24438,98,389,0.20162,0.28714
2008,Saxony-Anhalt,male,Seldom,0.37313,193,389,0.32500,0.42125
2008,Saxony-Anhalt,male,Never,0.13232,51,389,0.09860,0.16604
2008,Saxony-Anhalt,female,At least once per week,0.07311,37,419,0.04815,0.09806
2008,Saxony-Anhalt,female,At least once per month,0.19498,95,419,0.15700,0.23296
2008,Saxony-Anhalt,female,Seldom,0.50410,230,419,0.45617,0.55203
2008,Saxony-Anhalt,female,Never,0.13356,57,419,0.10095,0.16617
2008,Thuringa,male,At least once per week,0.13799,64,424,0.10513,0.17086
2008,Thuringa,male,At least once per month,0.21755,107,424,0.17823,0.25687
2008,Thuringa,male,Seldom,0.38163,199,424,0.33533,0.42792
2008,Thuringa,male,Never,0.12645,54,424,0.09478,0.15812
2008,Thuringa,female,At least once per week,0.08223,47,447,0.05673,0.10772
2008,Thuringa,female,At least once per month,0.20603,98,447,0.16849,0.24356
2008,Thuringa,female,Seldom,0.45276,238,447,0.40657,0.49896
2008,Thuringa,female,Never,0.14328,64,447,0.11076,0.17580
2013,Schleswig-Holstein,male,At least once per week,0.11436,67,393,0.08286,0.14587
2013,Schleswig-Holstein,male,At least once per month,0.27362,125,393,0.22949,0.31775
2013,Schleswig-Holstein,male,Seldom,0.29606,165,393,0.25087,0.34126
2013,Schleswig-Holstein,male,Never,0.06319,36,393,0.03910,0.08727
2013,Schleswig-Holstein,female,At least once per week,0.15199,82,503,0.12059,0.18340
2013,Schleswig-Holstein,female,At least once per month,0.26009,161,503,0.22172,0.29847
2013,Schleswig-Holstein,female,Seldom,0.32075,222,503,0.27991,0.36158
2013,Schleswig-Holstein,female,Never,0.05953,38,503,0.03883,0.08023
2013,Hamburg,male,At least once per week,0.25189,54,170,0.18645,0.31734
2013,Hamburg,male,At least once per month,0.28140,72,170,0.21361,0.34920
2013,Hamburg,male,Seldom,0.20184,44,170,0.14132,0.26235
2013,Hamburg,female,At least once per week,0.18657,46,206,0.13324,0.23990
2013,Hamburg,female,At least once per month,0.26428,93,206,0.20392,0.32465
2013,Hamburg,female,Seldom,0.20884,67,206,0.15319,0.26448
2013,Lower Saxony,male,At least once per week,0.19140,251,1081,0.16793,0.21486
2013,Lower Saxony,male,At least once per month,0.21057,348,1081,0.18625,0.23488
2013,Lower Saxony,male,Seldom,0.26925,405,1081,0.24280,0.29571
2013,Lower Saxony,male,Never,0.05365,77,1081,0.04021,0.06708
2013,Lower Saxony,female,At least once per week,0.14853,223,1331,0.12942,0.16764
2013,Lower Saxony,female,At least once per month,0.26953,478,1331,0.24568,0.29338
2013,Lower Saxony,female,Seldom,0.29355,524,1331,0.26908,0.31803
2013,Lower Saxony,female,Never,0.06587,106,1331,0.05254,0.07920
2013,Bremen,female,At least once per month,0.30102,32,71,0.19356,0.40847
2013,Bremen,female,Seldom,0.26651,39,71,0.16293,0.37009
2013,North Rhine-Westphalia,male,Daily,0.02037,57,2312,0.01461,0.02613
2013,North Rhine-Westphalia,male,At least once per week,0.20541,597,2312,0.18894,0.22188
2013,North Rhine-Westphalia,male,At least once per month,0.22680,730,2312,0.20973,0.24387
2013,North Rhine-Westphalia,male,Seldom,0.22895,782,2312,0.21182,0.24608
2013,North Rhine-Westphalia,male,Never,0.04935,146,2312,0.04052,0.05818
2013,North Rhine-Westphalia,female,At least once per week,0.16674,554,2760,0.15284,0.18065
2013,North Rhine-Westphalia,female,At least once per month,0.24446,977,2760,0.22843,0.26050
2013,North Rhine-Westphalia,female,Seldom,0.25840,1016,2760,0.24207,0.27474
2013,North Rhine-Westphalia,female,Never,0.06380,213,2760,0.05468,0.07292
2013,Hesse,male,At least once per week,0.22708,247,790,0.19785,0.25631
2013,Hesse,male,At least once per month,0.25052,266,790,0.22028,0.28075
2013,Hesse,male,Seldom,0.19316,215,790,0.16561,0.22071
2013,Hesse,male,Never,0.05490,62,790,0.03900,0.07079
2013,Hesse,female,At least once per week,0.18083,201,937,0.15618,0.20549
2013,Hesse,female,At least once per month,0.26486,352,937,0.23659,0.29313
2013,Hesse,female,Seldom,0.21497,310,937,0.18865,0.24128
2013,Hesse,female,Never,0.06611,74,937,0.05019,0.08203
2013,"Rhineland-Palatinate, Saarland",male,At least once per week,0.18220,145,615,0.15167,0.21273
2013,"Rhineland-Palatinate, Saarland",male,At least once per month,0.28446,210,615,0.24877,0.32014
2013,"Rhineland-Palatinate, Saarland",male,Seldom,0.21588,206,615,0.18334,0.24843
2013,"Rhineland-Palatinate, Saarland",male,Never,0.05000,54,615,0.03276,0.06724
2013,"Rhineland-Palatinate, Saarland",female,At least once per week,0.14681,142,788,0.12208,0.17154
2013,"Rhineland-Palatinate, Saarland",female,At least once per month,0.28973,288,788,0.25804,0.32143
2013,"Rhineland-Palatinate, Saarland",female,Seldom,0.25702,277,788,0.22649,0.28755
2013,"Rhineland-Palatinate, Saarland",female,Never,0.07555,81,788,0.05709,0.09401
2013,Baden-Wuerttemberg,male,Daily,0.01300,31,1371,0.00700,0.01900
2013,Baden-Wuerttemberg,male,At least once per week,0.23936,425,1371,0.21676,0.26195
2013,Baden-Wuerttemberg,male,At least once per month,0.23075,436,1371,0.20844,0.25306
2013,Baden-Wuerttemberg,male,Seldom,0.18691,397,1371,0.16626,0.20755
2013,Baden-Wuerttemberg,male,Never,0.04029,82,1371,0.02987,0.05070
2013,Baden-Wuerttemberg,female,At least once per week,0.16908,365,1621,0.15083,0.18733
2013,Baden-Wuerttemberg,female,At least once per month,0.25884,609,1621,0.23751,0.28017
2013,Baden-Wuerttemberg,female,Seldom,0.24809,522,1621,0.22706,0.26912
2013,Baden-Wuerttemberg,female,Never,0.06177,125,1621,0.05005,0.07349
2013,Bavaria,male,Daily,0.02902,63,1804,0.02127,0.03677
2013,Bavaria,male,At least once per week,0.24149,552,1804,0.22173,0.26125
2013,Bavaria,male,At least once per month,0.23427,565,1804,0.21472,0.25382
2013,Bavaria,male,Seldom,0.18286,514,1804,0.16501,0.20070
2013,Bavaria,male,Never,0.05300,110,1804,0.04266,0.06334
2013,Bavaria,female,At least once per week,0.18593,485,2184,0.16961,0.20225
2013,Bavaria,female,At least once per month,0.25964,842,2184,0.24125,0.27803
2013,Bavaria,female,Seldom,0.25474,722,2184,0.23646,0.27302
2013,Bavaria,female,Never,0.05988,135,2184,0.04993,0.06983
2013,Berlin,male,At least once per week,0.19539,119,386,0.15579,0.23500
2013,Berlin,male,At least once per month,0.23118,126,386,0.18907,0.27330
2013,Berlin,male,Seldom,0.24227,141,386,0.19947,0.28506
2013,Berlin,female,At least once per week,0.17679,133,545,0.14473,0.20884
2013,Berlin,female,At least once per month,0.27980,185,545,0.24208,0.31752
2013,Berlin,female,Seldom,0.26513,183,545,0.22804,0.30222
2013,Berlin,female,Never,0.06578,44,545,0.04495,0.08661
2013,Brandenburg,male,At least once per week,0.08440,56,457,0.05888,0.10991
2013,Brandenburg,male,At least once per month,0.21816,117,457,0.18026,0.25607
2013,Brandenburg,male,Seldom,0.39051,227,457,0.34574,0.43529
2013,Brandenburg,male,Never,0.10630,57,457,0.07801,0.13459
2013,Brandenburg,female,At least once per week,0.05496,42,554,0.03597,0.07396
2013,Brandenburg,female,At least once per month,0.21844,144,554,0.18400,0.25287
2013,Brandenburg,female,Seldom,0.41511,283,554,0.37404,0.45618
2013,Brandenburg,female,Never,0.14119,85,554,0.11217,0.17022
2013,Mecklenburg-Western Pomerania,male,At least once per month,0.25496,84,206,0.19530,0.31462
2013,Mecklenburg-Western Pomerania,male,Seldom,0.43294,122,206,0.36511,0.50077
2013,Mecklenburg-Western Pomerania,female,At least once per week,0.07013,31,325,0.04232,0.09793
2013,Mecklenburg-Western Pomerania,female,At least once per month,0.24293,108,325,0.19623,0.28963
2013,Mecklenburg-Western Pomerania,female,Seldom,0.42443,148,325,0.37061,0.47825
2013,Mecklenburg-Western Pomerania,female,Never,0.11297,38,325,0.07850,0.14744
2013,Saxony,male,At least once per week,0.14038,113,804,0.11636,0.16441
2013,Saxony,male,At least once per month,0.23390,243,804,0.20462,0.26318
2013,Saxony,male,Seldom,0.35916,351,804,0.32598,0.39235
2013,Saxony,male,Never,0.10782,97,804,0.08637,0.12928
2013,Saxony,female,At least once per week,0.07387,78,888,0.05665,0.09108
2013,Saxony,female,At least once per month,0.27014,268,888,0.24092,0.29936
2013,Saxony,female,Seldom,0.38470,438,888,0.35268,0.41671
2013,Saxony,female,Never,0.10582,104,888,0.08558,0.12607
2013,Saxony-Anhalt,male,At least once per week,0.10544,47,426,0.07625,0.13464
2013,Saxony-Anhalt,male,At least once per month,0.17934,100,426,0.14286,0.21581
2013,Saxony-Anhalt,male,Seldom,0.38239,203,426,0.33619,0.42860
2013,Saxony-Anhalt,male,Never,0.15728,76,426,0.12267,0.19189
2013,Saxony-Anhalt,female,At least once per week,0.07509,44,529,0.05261,0.09757
2013,Saxony-Anhalt,female,At least once per month,0.25260,142,529,0.21554,0.28966
2013,Saxony-Anhalt,female,Seldom,0.37391,258,529,0.33264,0.41518
2013,Saxony-Anhalt,female,Never,0.13650,85,529,0.10721,0.16578
2013,Thuringa,male,At least once per week,0.12875,69,439,0.09739,0.16012
2013,Thuringa,male,At least once per month,0.25355,135,439,0.21280,0.29429
2013,Thuringa,male,Seldom,0.33095,186,439,0.28688,0.37502
2013,Thuringa,male,Never,0.10422,49,439,0.07561,0.13284
2013,Thuringa,female,At least once per week,0.08870,63,541,0.06472,0.11268
2013,Thuringa,female,At least once per month,0.26961,164,541,0.23218,0.30704
2013,Thuringa,female,Seldom,0.38254,251,541,0.34154,0.42353
2013,Thuringa,female,Never,0.11515,63,541,0.08823,0.14207
2017,Schleswig-Holstein,male,At least once per week,0.00482,47,47,-0.01520,0.02485
2017,Schleswig-Holstein,female,Seldom,0.00150,32,32,-0.01212,0.01512
2017,Lower Saxony,male,Daily,0.00123,41,278,-0.00290,0.00536
2017,Lower Saxony,male,At least once per week,0.00190,69,278,-0.00323,0.00702
2017,Lower Saxony,male,At least once per month,0.00117,49,278,-0.00286,0.00520
2017,Lower Saxony,male,Seldom,0.00150,55,278,-0.00306,0.00606
2017,Lower Saxony,male,Never,0.00210,64,278,-0.00329,0.00748
2017,Lower Saxony,female,At least once per week,0.00124,54,221,-0.00341,0.00589
2017,Lower Saxony,female,At least once per month,0.00146,56,221,-0.00359,0.00651
2017,Lower Saxony,female,Seldom,0.00127,46,221,-0.00344,0.00598
2017,Lower Saxony,female,Never,0.00180,65,221,-0.00380,0.00739
2017,North Rhine-Westphalia,male,At least once per week,0.00275,133,558,-0.00160,0.00710
2017,North Rhine-Westphalia,male,At least once per month,0.00295,150,558,-0.00155,0.00745
2017,North Rhine-Westphalia,male,Seldom,0.00136,108,558,-0.00170,0.00443
2017,North Rhine-Westphalia,male,Never,0.00210,167,558,-0.00170,0.00590
2017,North Rhine-Westphalia,female,At least once per week,0.00079,58,391,-0.00200,0.00358
2017,North Rhine-Westphalia,female,At least once per month,0.00086,72,391,-0.00205,0.00378
2017,North Rhine-Westphalia,female,Seldom,0.00109,89,391,-0.00219,0.00438
2017,North Rhine-Westphalia,female,Never,0.00222,172,391,-0.00245,0.00690
2017,Hesse,male,At least once per week,0.00166,47,196,-0.00405,0.00737
2017,Hesse,male,At least once per month,0.00147,44,196,-0.00391,0.00685
2017,Hesse,male,Seldom,0.00147,55,196,-0.00391,0.00686
2017,Hesse,male,Never,0.00144,50,196,-0.00388,0.00677
2017,Hesse,female,At least once per month,0.00105,40,143,-0.00427,0.00637
2017,Hesse,female,Seldom,0.00074,33,143,-0.00373,0.00522
2017,Hesse,female,Never,0.00179,70,143,-0.00516,0.00873
2017,"Rhineland-Palatinate, Saarland",male,At least once per month,0.00174,32,137,-0.00526,0.00873
2017,"Rhineland-Palatinate, Saarland",male,Seldom,0.00259,45,137,-0.00595,0.01114
2017,"Rhineland-Palatinate, Saarland",male,Never,0.00362,60,137,-0.00647,0.01371
2017,"Rhineland-Palatinate, Saarland",female,Never,0.00178,45,45,-0.01068,0.01425
2017,Baden-Wuerttemberg,male,At least once per week,0.00131,49,240,-0.00328,0.00591
2017,Baden-Wuerttemberg,male,At least once per month,0.00122,59,240,-0.00320,0.00564
2017,Baden-Wuerttemberg,male,Seldom,0.00107,41,240,-0.00307,0.00521
2017,Baden-Wuerttemberg,male,Never,0.00185,91,240,-0.00360,0.00729
2017,Baden-Wuerttemberg,female,At least once per month,0.00070,52,181,-0.00316,0.00455
2017,Baden-Wuerttemberg,female,Seldom,0.00042,32,181,-0.00257,0.00341
2017,Baden-Wuerttemberg,female,Never,0.00120,97,181,-0.00386,0.00626
2017,Bavaria,male,At least once per week,0.00089,42,241,-0.00288,0.00465
2017,Bavaria,male,At least once per month,0.00142,56,241,-0.00334,0.00618
2017,Bavaria,male,Seldom,0.00099,61,241,-0.00299,0.00497
2017,Bavaria,male,Never,0.00121,82,241,-0.00318,0.00560
2017,Bavaria,female,At least once per month,0.00035,36,153,-0.00262,0.00332
2017,Bavaria,female,Seldom,0.00057,33,153,-0.00323,0.00438
2017,Bavaria,female,Never,0.00107,84,153,-0.00413,0.00628
2017,Brandenburg,male,Never,0.00326,33,33,-0.01649,0.02302
2018,Schleswig-Holstein,male,At least once per week,0.00492,33,33,-0.01933,0.02918
2018,Lower Saxony,male,At least once per week,0.00372,99,155,-0.00589,0.01333
2018,Lower Saxony,male,At least once per month,0.00183,56,155,-0.00492,0.00857
2018,Lower Saxony,female,At least once per week,0.00209,68,150,-0.00525,0.00943
2018,Lower Saxony,female,At least once per month,0.00186,47,150,-0.00506,0.00879
2018,Lower Saxony,female,Seldom,0.00159,35,150,-0.00480,0.00798
2018,North Rhine-Westphalia,male,At least once per week,0.00261,111,439,-0.00217,0.00738
2018,North Rhine-Westphalia,male,At least once per month,0.00294,173,439,-0.00213,0.00800
2018,North Rhine-Westphalia,male,Seldom,0.00179,99,439,-0.00217,0.00574
2018,North Rhine-Westphalia,male,Never,0.00102,56,439,-0.00197,0.00400
2018,North Rhine-Westphalia,female,At least once per week,0.00056,41,292,-0.00216,0.00328
2018,North Rhine-Westphalia,female,At least once per month,0.00143,109,292,-0.00291,0.00578
2018,North Rhine-Westphalia,female,Seldom,0.00130,80,292,-0.00284,0.00544
2018,North Rhine-Westphalia,female,Never,0.00099,62,292,-0.00262,0.00459
2018,Hesse,male,At least once per week,0.00265,59,188,-0.00472,0.01002
2018,Hesse,male,At least once per month,0.00184,53,188,-0.00430,0.00799
2018,Hesse,male,Seldom,0.00127,43,188,-0.00384,0.00638
2018,Hesse,male,Never,0.00149,33,188,-0.00404,0.00701
2018,Hesse,female,At least once per month,0.00116,50,127,-0.00479,0.00712
2018,Hesse,female,Seldom,0.00106,38,127,-0.00462,0.00674
2018,Hesse,female,Never,0.00123,39,127,-0.00489,0.00735
2018,"Rhineland-Palatinate, Saarland",male,At least once per week,0.00336,32,106,-0.00771,0.01442
2018,"Rhineland-Palatinate, Saarland",male,At least once per month,0.00327,36,106,-0.00765,0.01419
2018,"Rhineland-Palatinate, Saarland",male,Never,0.00287,38,106,-0.00736,0.01311
2018,Baden-Wuerttemberg,male,At least once per week,0.00222,57,208,-0.00419,0.00864
2018,Baden-Wuerttemberg,male,At least once per month,0.00161,70,208,-0.00385,0.00707
2018,Baden-Wuerttemberg,male,Seldom,0.00068,38,208,-0.00287,0.00422
2018,Baden-Wuerttemberg,male,Never,0.00093,43,208,-0.00322,0.00508
2018,Baden-Wuerttemberg,female,At least once per week,0.00077,31,118,-0.00425,0.00579
2018,Baden-Wuerttemberg,female,At least once per month,0.00096,52,118,-0.00465,0.00656
2018,Baden-Wuerttemberg,female,Seldom,0.00053,35,118,-0.00363,0.00468
2018,Bavaria,male,At least once per week,0.00175,40,192,-0.00418,0.00768
2018,Bavaria,male,At least once per month,0.00190,64,192,-0.00428,0.00808
2018,Bavaria,male,Seldom,0.00082,35,192,-0.00324,0.00488
2018,Bavaria,male,Never,0.00066,53,192,-0.00298,0.00429
2018,Bavaria,female,At least once per month,0.00046,41,84,-0.00416,0.00509
2018,Bavaria,female,Never,0.00084,43,84,-0.00539,0.00707
2019,Schleswig-Holstein,male,At least once per week,0.18904,165,549,0.15626,0.22182
2019,Schleswig-Holstein,male,At least once per month,0.30940,188,549,0.27070,0.34810
2019,Schleswig-Holstein,male,Seldom,0.24957,156,549,0.21334,0.28581
2019,Schleswig-Holstein,male,Never,0.03420,40,549,0.01898,0.04942
2019,Schleswig-Holstein,female,At least once per week,0.15447,101,556,0.12440,0.18454
2019,Schleswig-Holstein,female,At least once per month,0.36200,240,556,0.32201,0.40198
2019,Schleswig-Holstein,female,Seldom,0.23012,174,556,0.19511,0.26514
2019,Schleswig-Holstein,female,Never,0.04711,41,556,0.02948,0.06474
2019,Hamburg,male,At least once per week,0.25839,94,238,0.20266,0.31412
2019,Hamburg,male,At least once per month,0.29779,90,238,0.23957,0.35601
2019,Hamburg,male,Seldom,0.17622,54,238,0.12771,0.22473
2019,Hamburg,female,At least once per week,0.25726,88,289,0.20677,0.30774
2019,Hamburg,female,At least once per month,0.24512,99,289,0.19544,0.29480
2019,Hamburg,female,Seldom,0.17677,68,289,0.13271,0.22082
2019,Hamburg,female,Never,0.05882,34,289,0.03164,0.08599
2019,Lower Saxony,male,Daily,0.01682,31,1377,0.01002,0.02361
2019,Lower Saxony,male,At least once per week,0.20986,410,1377,0.18835,0.23138
2019,Lower Saxony,male,At least once per month,0.30781,499,1377,0.28342,0.33220
2019,Lower Saxony,male,Seldom,0.24581,349,1377,0.22306,0.26856
2019,Lower Saxony,male,Never,0.04973,88,1377,0.03824,0.06122
2019,Lower Saxony,female,At least once per week,0.17244,327,1468,0.15311,0.19177
2019,Lower Saxony,female,At least once per month,0.32950,631,1468,0.30544,0.35355
2019,Lower Saxony,female,Seldom,0.29283,420,1468,0.26954,0.31612
2019,Lower Saxony,female,Never,0.03696,90,1468,0.02731,0.04662
2019,Bremen,male,At least once per week,0.20339,38,127,0.13311,0.27368
2019,Bremen,male,At least once per month,0.25882,52,127,0.18234,0.33530
2019,Bremen,male,Seldom,0.25999,37,127,0.18340,0.33657
2019,Bremen,female,At least once per week,0.28972,40,134,0.21262,0.36681
2019,Bremen,female,At least once per month,0.34996,55,134,0.26890,0.43102
2019,Bremen,female,Seldom,0.19318,39,134,0.12608,0.26028
2019,North Rhine-Westphalia,male,Daily,0.01483,67,3044,0.01054,0.01913
2019,North Rhine-Westphalia,male,At least once per week,0.25900,984,3044,0.24343,0.27456
2019,North Rhine-Westphalia,male,At least once per month,0.28476,1025,3044,0.26873,0.30080
2019,North Rhine-Westphalia,male,Seldom,0.23918,751,3044,0.22403,0.25434
2019,North Rhine-Westphalia,male,Never,0.04413,217,3044,0.03683,0.05142
2019,North Rhine-Westphalia,female,At least once per week,0.20965,760,3122,0.19537,0.22393
2019,North Rhine-Westphalia,female,At least once per month,0.35351,1249,3122,0.33674,0.37028
2019,North Rhine-Westphalia,female,Seldom,0.22423,879,3122,0.20959,0.23886
2019,North Rhine-Westphalia,female,Never,0.06146,234,3122,0.05303,0.06988
2019,Hesse,male,At least once per week,0.26907,365,986,0.24138,0.29677
2019,Hesse,male,At least once per month,0.28265,329,986,0.25453,0.31077
2019,Hesse,male,Seldom,0.20677,231,986,0.18148,0.23206
2019,Hesse,male,Never,0.05507,61,986,0.04082,0.06932
2019,Hesse,female,At least once per week,0.23544,254,964,0.20865,0.26224
2019,Hesse,female,At least once per month,0.32328,376,964,0.29374,0.35282
2019,Hesse,female,Seldom,0.21315,261,964,0.18729,0.23902
2019,Hesse,female,Never,0.06237,73,964,0.04710,0.07765
2019,"Rhineland-Palatinate, Saarland",male,At least once per week,0.24541,225,772,0.21503,0.27579
2019,"Rhineland-Palatinate, Saarland",male,At least once per month,0.28532,268,772,0.25345,0.31720
2019,"Rhineland-Palatinate, Saarland",male,Seldom,0.22311,200,772,0.19372,0.25249
2019,"Rhineland-Palatinate, Saarland",male,Never,0.06907,79,772,0.05117,0.08697
2019,"Rhineland-Palatinate, Saarland",female,At least once per week,0.20584,202,833,0.17836,0.23331
2019,"Rhineland-Palatinate, Saarland",female,At least once per month,0.32519,304,833,0.29336,0.35703
2019,"Rhineland-Palatinate, Saarland",female,Seldom,0.24553,248,833,0.21629,0.27478
2019,"Rhineland-Palatinate, Saarland",female,Never,0.06604,79,833,0.04917,0.08292
2019,Baden-Wuerttemberg,male,Daily,0.02942,54,1530,0.02095,0.03790
2019,Baden-Wuerttemberg,male,At least once per week,0.27202,526,1530,0.24972,0.29433
2019,Baden-Wuerttemberg,male,At least once per month,0.28768,522,1530,0.26499,0.31037
2019,Baden-Wuerttemberg,male,Seldom,0.17960,346,1530,0.16036,0.19884
2019,Baden-Wuerttemberg,male,Never,0.03906,82,1530,0.02935,0.04878
