year,age_gr,bula_h,pli0079,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1998,46-65 y.,Baden-Wuerttemberg,At least once per week,0.19828,102,12623,0.19779,0.19878
1998,46-65 y.,Baden-Wuerttemberg,At least once per month,0.34693,148,12623,0.34634,0.34752
1998,46-65 y.,Baden-Wuerttemberg,Seldom,0.37994,195,12623,0.37934,0.38055
1998,46-65 y.,Baden-Wuerttemberg,Never,0.07484,64,12623,0.07452,0.07517
1998,46-65 y.,Bavaria,At least once per week,0.22116,107,12623,0.22068,0.22164
1998,46-65 y.,Bavaria,At least once per month,0.32394,170,12623,0.32340,0.32448
1998,46-65 y.,Bavaria,Seldom,0.37174,213,12623,0.37118,0.37230
1998,46-65 y.,Bavaria,Never,0.08317,47,12623,0.08285,0.08349
1998,46-65 y.,Berlin,At least once per month,0.47521,63,12623,0.47402,0.47640
1998,46-65 y.,Berlin,Seldom,0.52479,68,12623,0.52360,0.52598
1998,46-65 y.,Brandenburg,At least once per month,0.24361,48,12623,0.24261,0.24461
1998,46-65 y.,Brandenburg,Seldom,0.55693,115,12623,0.55577,0.55809
1998,46-65 y.,Brandenburg,Never,0.19946,34,12623,0.19852,0.20039
1998,46-65 y.,Mecklenburg-Western Pomerania,Seldom,1.00000,86,12623,1.00000,1.00000
1998,46-65 y.,Saxony,At least once per month,0.21362,77,12623,0.21289,0.21435
1998,46-65 y.,Saxony,Seldom,0.55342,207,12623,0.55254,0.55431
1998,46-65 y.,Saxony,Never,0.23295,73,12623,0.23220,0.23371
1998,46-65 y.,Saxony-Anhalt,At least once per month,0.13067,36,12623,0.12993,0.13141
1998,46-65 y.,Saxony-Anhalt,Seldom,0.58584,136,12623,0.58475,0.58692
1998,46-65 y.,Saxony-Anhalt,Never,0.28349,56,12623,0.28250,0.28449
1998,46-65 y.,Thuringa,At least once per month,0.31092,52,12623,0.30957,0.31227
1998,46-65 y.,Thuringa,Seldom,0.68908,115,12623,0.68773,0.69043
1998,66 and older,Lower Saxony,At least once per month,0.22209,34,12623,0.22129,0.22289
1998,66 and older,Lower Saxony,Seldom,0.43226,62,12623,0.43130,0.43321
1998,66 and older,Lower Saxony,Never,0.34566,40,12623,0.34474,0.34657
1998,66 and older,North Rhine-Westphalia,At least once per week,0.19703,60,12623,0.19654,0.19753
1998,66 and older,North Rhine-Westphalia,At least once per month,0.20966,72,12623,0.20916,0.21017
1998,66 and older,North Rhine-Westphalia,Seldom,0.34892,122,12623,0.34833,0.34951
1998,66 and older,North Rhine-Westphalia,Never,0.24438,85,12623,0.24385,0.24492
1998,66 and older,Hesse,Seldom,0.61744,49,12623,0.61625,0.61863
1998,66 and older,Hesse,Never,0.38256,34,12623,0.38137,0.38375
1998,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.61622,50,12623,0.61493,0.61752
1998,66 and older,"Rhineland-Palatinate, Saarland",Never,0.38378,32,12623,0.38248,0.38507
1998,66 and older,Baden-Wuerttemberg,At least once per month,0.28587,47,12623,0.28509,0.28665
1998,66 and older,Baden-Wuerttemberg,Seldom,0.40492,76,12623,0.40407,0.40577
1998,66 and older,Baden-Wuerttemberg,Never,0.30921,55,12623,0.30841,0.31001
1998,66 and older,Bavaria,At least once per week,0.19400,51,12623,0.19347,0.19454
1998,66 and older,Bavaria,At least once per month,0.23422,65,12623,0.23364,0.23479
1998,66 and older,Bavaria,Seldom,0.38637,105,12623,0.38571,0.38704
1998,66 and older,Bavaria,Never,0.18540,49,12623,0.18488,0.18593
1998,66 and older,Berlin,Seldom,1.00000,33,12623,1.00000,1.00000
1998,66 and older,Brandenburg,Seldom,1.00000,32,12623,1.00000,1.00000
1998,66 and older,Saxony,Seldom,0.59644,73,12623,0.59519,0.59769
1998,66 and older,Saxony,Never,0.40356,43,12623,0.40231,0.40481
1998,66 and older,Saxony-Anhalt,Seldom,0.47295,36,12623,0.47129,0.47461
1998,66 and older,Saxony-Anhalt,Never,0.52705,35,12623,0.52539,0.52871
1998,66 and older,Thuringa,Seldom,0.50490,40,12623,0.50312,0.50668
1998,66 and older,Thuringa,Never,0.49510,35,12623,0.49332,0.49688
2003,17-29 y.,Schleswig-Holstein,At least once per month,0.57472,39,20687,0.57279,0.57664
2003,17-29 y.,Schleswig-Holstein,Seldom,0.42528,35,20687,0.42336,0.42721
2003,17-29 y.,Lower Saxony,At least once per week,0.41338,125,20687,0.41240,0.41435
2003,17-29 y.,Lower Saxony,At least once per month,0.29759,105,20687,0.29669,0.29850
2003,17-29 y.,Lower Saxony,Seldom,0.28903,80,20687,0.28813,0.28993
2003,17-29 y.,North Rhine-Westphalia,At least once per week,0.39257,305,20687,0.39193,0.39320
2003,17-29 y.,North Rhine-Westphalia,At least once per month,0.30403,252,20687,0.30343,0.30462
2003,17-29 y.,North Rhine-Westphalia,Seldom,0.23741,165,20687,0.23686,0.23796
2003,17-29 y.,North Rhine-Westphalia,Never,0.06600,39,20687,0.06567,0.06632
2003,17-29 y.,Hesse,At least once per week,0.53712,116,20687,0.53599,0.53825
2003,17-29 y.,Hesse,At least once per month,0.29126,68,20687,0.29023,0.29229
2003,17-29 y.,Hesse,Seldom,0.17162,48,20687,0.17076,0.17247
2003,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.43243,93,20687,0.43123,0.43362
2003,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.28340,58,20687,0.28231,0.28449
2003,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.28417,56,20687,0.28308,0.28526
2003,17-29 y.,Baden-Wuerttemberg,At least once per week,0.43438,218,20687,0.43356,0.43520
2003,17-29 y.,Baden-Wuerttemberg,At least once per month,0.29288,141,20687,0.29213,0.29364
2003,17-29 y.,Baden-Wuerttemberg,Seldom,0.27274,119,20687,0.27200,0.27347
2003,17-29 y.,Bavaria,At least once per week,0.51485,287,20687,0.51409,0.51561
2003,17-29 y.,Bavaria,At least once per month,0.27945,148,20687,0.27877,0.28013
2003,17-29 y.,Bavaria,Seldom,0.20570,100,20687,0.20509,0.20632
2003,17-29 y.,Berlin,At least once per week,0.40310,76,20687,0.40171,0.40448
2003,17-29 y.,Berlin,At least once per month,0.34416,46,20687,0.34282,0.34551
2003,17-29 y.,Berlin,Seldom,0.25274,43,20687,0.25151,0.25397
2003,17-29 y.,Brandenburg,At least once per week,0.24937,45,20687,0.24802,0.25072
2003,17-29 y.,Brandenburg,At least once per month,0.43573,71,20687,0.43419,0.43728
2003,17-29 y.,Brandenburg,Seldom,0.31490,53,20687,0.31345,0.31634
2003,17-29 y.,Mecklenburg-Western Pomerania,At least once per month,0.40905,34,20687,0.40672,0.41137
2003,17-29 y.,Mecklenburg-Western Pomerania,Seldom,0.59095,37,20687,0.58863,0.59328
2003,17-29 y.,Saxony,At least once per week,0.38692,102,20687,0.38570,0.38814
2003,17-29 y.,Saxony,At least once per month,0.27802,84,20687,0.27690,0.27915
2003,17-29 y.,Saxony,Seldom,0.33506,96,20687,0.33387,0.33624
2003,17-29 y.,Saxony-Anhalt,At least once per week,0.29971,46,20687,0.29807,0.30135
2003,17-29 y.,Saxony-Anhalt,At least once per month,0.39698,63,20687,0.39523,0.39873
2003,17-29 y.,Saxony-Anhalt,Seldom,0.30331,52,20687,0.30167,0.30496
2003,17-29 y.,Thuringa,At least once per week,0.32728,64,20687,0.32562,0.32894
2003,17-29 y.,Thuringa,At least once per month,0.33741,69,20687,0.33574,0.33908
2003,17-29 y.,Thuringa,Seldom,0.33531,66,20687,0.33364,0.33698
2003,30-45 y.,Schleswig-Holstein,At least once per month,0.45119,67,20687,0.44983,0.45254
2003,30-45 y.,Schleswig-Holstein,Seldom,0.54881,77,20687,0.54746,0.55017
2003,30-45 y.,Lower Saxony,At least once per week,0.14939,97,20687,0.14889,0.14989
2003,30-45 y.,Lower Saxony,At least once per month,0.35411,227,20687,0.35344,0.35478
2003,30-45 y.,Lower Saxony,Seldom,0.44853,263,20687,0.44783,0.44923
2003,30-45 y.,Lower Saxony,Never,0.04797,32,20687,0.04767,0.04827
2003,30-45 y.,North Rhine-Westphalia,At least once per week,0.19860,330,20687,0.19823,0.19898
2003,30-45 y.,North Rhine-Westphalia,At least once per month,0.35903,544,20687,0.35857,0.35948
2003,30-45 y.,North Rhine-Westphalia,Seldom,0.36920,501,20687,0.36874,0.36965
2003,30-45 y.,North Rhine-Westphalia,Never,0.07317,93,20687,0.07293,0.07342
2003,30-45 y.,Hesse,At least once per week,0.26354,128,20687,0.26283,0.26425
2003,30-45 y.,Hesse,At least once per month,0.35938,178,20687,0.35860,0.36015
2003,30-45 y.,Hesse,Seldom,0.37709,161,20687,0.37630,0.37787
2003,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.16764,83,20687,0.16701,0.16827
2003,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.34766,155,20687,0.34685,0.34846
2003,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.41398,170,20687,0.41315,0.41482
2003,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.07072,33,20687,0.07029,0.07115
2003,30-45 y.,Baden-Wuerttemberg,At least once per week,0.25013,217,20687,0.24963,0.25064
2003,30-45 y.,Baden-Wuerttemberg,At least once per month,0.32423,312,20687,0.32368,0.32478
2003,30-45 y.,Baden-Wuerttemberg,Seldom,0.34982,311,20687,0.34926,0.35038
2003,30-45 y.,Baden-Wuerttemberg,Never,0.07581,70,20687,0.07550,0.07612
2003,30-45 y.,Bavaria,At least once per week,0.25426,271,20687,0.25376,0.25477
2003,30-45 y.,Bavaria,At least once per month,0.32124,373,20687,0.32070,0.32179
2003,30-45 y.,Bavaria,Seldom,0.35373,309,20687,0.35317,0.35429
2003,30-45 y.,Bavaria,Never,0.07076,44,20687,0.07046,0.07106
2003,30-45 y.,Berlin,At least once per week,0.30703,64,20687,0.30603,0.30804
2003,30-45 y.,Berlin,At least once per month,0.36826,94,20687,0.36720,0.36931
2003,30-45 y.,Berlin,Seldom,0.32471,57,20687,0.32369,0.32573
2003,30-45 y.,Brandenburg,At least once per month,0.25768,50,20687,0.25638,0.25898
2003,30-45 y.,Brandenburg,Seldom,0.74232,142,20687,0.74102,0.74362
2003,30-45 y.,Mecklenburg-Western Pomerania,At least once per month,0.30191,42,20687,0.30028,0.30354
2003,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.69809,79,20687,0.69646,0.69972
2003,30-45 y.,Saxony,At least once per week,0.11014,61,20687,0.10955,0.11073
2003,30-45 y.,Saxony,At least once per month,0.29156,140,20687,0.29071,0.29241
2003,30-45 y.,Saxony,Seldom,0.50933,240,20687,0.50839,0.51026
2003,30-45 y.,Saxony,Never,0.08897,35,20687,0.08844,0.08950
2003,30-45 y.,Saxony-Anhalt,At least once per month,0.36482,60,20687,0.36333,0.36631
2003,30-45 y.,Saxony-Anhalt,Seldom,0.63518,137,20687,0.63369,0.63667
2003,30-45 y.,Thuringa,At least once per week,0.20180,34,20687,0.20064,0.20295
2003,30-45 y.,Thuringa,At least once per month,0.27289,75,20687,0.27161,0.27417
2003,30-45 y.,Thuringa,Seldom,0.52531,128,20687,0.52388,0.52675
2003,46-65 y.,Schleswig-Holstein,At least once per week,0.15750,40,20687,0.15674,0.15827
2003,46-65 y.,Schleswig-Holstein,At least once per month,0.31346,88,20687,0.31249,0.31444
2003,46-65 y.,Schleswig-Holstein,Seldom,0.52903,106,20687,0.52798,0.53009
2003,46-65 y.,Hamburg,At least once per week,0.28333,38,20687,0.28197,0.28470
2003,46-65 y.,Hamburg,At least once per month,0.36376,43,20687,0.36230,0.36522
2003,46-65 y.,Hamburg,Seldom,0.35291,40,20687,0.35146,0.35436
2003,46-65 y.,Lower Saxony,At least once per week,0.13197,108,20687,0.13149,0.13244
2003,46-65 y.,Lower Saxony,At least once per month,0.32401,203,20687,0.32336,0.32467
2003,46-65 y.,Lower Saxony,Seldom,0.44429,236,20687,0.44360,0.44499
2003,46-65 y.,Lower Saxony,Never,0.09972,49,20687,0.09930,0.10014
2003,46-65 y.,North Rhine-Westphalia,At least once per week,0.22492,374,20687,0.22454,0.22530
2003,46-65 y.,North Rhine-Westphalia,At least once per month,0.33545,533,20687,0.33503,0.33588
2003,46-65 y.,North Rhine-Westphalia,Seldom,0.35214,563,20687,0.35170,0.35257
2003,46-65 y.,North Rhine-Westphalia,Never,0.08749,123,20687,0.08723,0.08774
2003,46-65 y.,Hesse,At least once per week,0.23501,133,20687,0.23436,0.23566
2003,46-65 y.,Hesse,At least once per month,0.27020,165,20687,0.26952,0.27089
2003,46-65 y.,Hesse,Seldom,0.37487,165,20687,0.37412,0.37561
2003,46-65 y.,Hesse,Never,0.11992,47,20687,0.11942,0.12042
2003,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.18339,92,20687,0.18271,0.18408
2003,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.32803,129,20687,0.32720,0.32886
2003,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.37520,148,20687,0.37435,0.37606
2003,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.11337,44,20687,0.11281,0.11393
2003,46-65 y.,Baden-Wuerttemberg,At least once per week,0.20891,197,20687,0.20841,0.20940
2003,46-65 y.,Baden-Wuerttemberg,At least once per month,0.29913,254,20687,0.29857,0.29969
2003,46-65 y.,Baden-Wuerttemberg,Seldom,0.39672,303,20687,0.39612,0.39731
2003,46-65 y.,Baden-Wuerttemberg,Never,0.09524,90,20687,0.09489,0.09560
2003,46-65 y.,Bavaria,Daily,0.02668,31,20687,0.02650,0.02686
2003,46-65 y.,Bavaria,At least once per week,0.20446,241,20687,0.20401,0.20490
2003,46-65 y.,Bavaria,At least once per month,0.31432,326,20687,0.31381,0.31483
2003,46-65 y.,Bavaria,Seldom,0.36423,364,20687,0.36370,0.36476
2003,46-65 y.,Bavaria,Never,0.09031,72,20687,0.09000,0.09063
2003,46-65 y.,Berlin,At least once per week,0.25379,73,20687,0.25288,0.25469
2003,46-65 y.,Berlin,At least once per month,0.30282,82,20687,0.30187,0.30377
2003,46-65 y.,Berlin,Seldom,0.44339,119,20687,0.44236,0.44442
2003,46-65 y.,Brandenburg,At least once per month,0.22424,71,20687,0.22325,0.22522
2003,46-65 y.,Brandenburg,Seldom,0.64417,199,20687,0.64304,0.64530
2003,46-65 y.,Brandenburg,Never,0.13159,40,20687,0.13079,0.13239
2003,46-65 y.,Mecklenburg-Western Pomerania,At least once per month,0.25822,44,20687,0.25681,0.25962
2003,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.74178,100,20687,0.74038,0.74319
2003,46-65 y.,Saxony,At least once per week,0.07845,42,20687,0.07797,0.07893
2003,46-65 y.,Saxony,At least once per month,0.25923,146,20687,0.25845,0.26001
2003,46-65 y.,Saxony,Seldom,0.52240,289,20687,0.52151,0.52328
2003,46-65 y.,Saxony,Never,0.13992,71,20687,0.13931,0.14054
2003,46-65 y.,Saxony-Anhalt,At least once per month,0.19396,70,20687,0.19307,0.19485
2003,46-65 y.,Saxony-Anhalt,Seldom,0.60904,202,20687,0.60794,0.61014
2003,46-65 y.,Saxony-Anhalt,Never,0.19700,53,20687,0.19610,0.19790
2003,46-65 y.,Thuringa,At least once per week,0.09410,36,20687,0.09339,0.09481
2003,46-65 y.,Thuringa,At least once per month,0.17152,65,20687,0.17060,0.17243
2003,46-65 y.,Thuringa,Seldom,0.57149,192,20687,0.57029,0.57269
2003,46-65 y.,Thuringa,Never,0.16290,36,20687,0.16200,0.16379
2003,66 and older,Schleswig-Holstein,At least once per month,0.34409,36,20687,0.34252,0.34566
2003,66 and older,Schleswig-Holstein,Seldom,0.65591,55,20687,0.65434,0.65748
2003,66 and older,Lower Saxony,At least once per week,0.08362,34,20687,0.08318,0.08406
2003,66 and older,Lower Saxony,At least once per month,0.26523,90,20687,0.26453,0.26592
2003,66 and older,Lower Saxony,Seldom,0.45013,149,20687,0.44934,0.45091
2003,66 and older,Lower Saxony,Never,0.20103,65,20687,0.20039,0.20166
2003,66 and older,North Rhine-Westphalia,At least once per week,0.17530,124,20687,0.17487,0.17573
2003,66 and older,North Rhine-Westphalia,At least once per month,0.24596,202,20687,0.24547,0.24644
2003,66 and older,North Rhine-Westphalia,Seldom,0.33402,254,20687,0.33349,0.33455
2003,66 and older,North Rhine-Westphalia,Never,0.24473,180,20687,0.24424,0.24521
2003,66 and older,Hesse,At least once per week,0.19333,44,20687,0.19257,0.19410
2003,66 and older,Hesse,At least once per month,0.27179,60,20687,0.27093,0.27265
2003,66 and older,Hesse,Seldom,0.34341,77,20687,0.34249,0.34433
2003,66 and older,Hesse,Never,0.19147,44,20687,0.19071,0.19223
2003,66 and older,"Rhineland-Palatinate, Saarland",At least once per week,0.18152,44,20687,0.18075,0.18228
2003,66 and older,"Rhineland-Palatinate, Saarland",At least once per month,0.18446,50,20687,0.18369,0.18523
2003,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.36555,93,20687,0.36459,0.36651
2003,66 and older,"Rhineland-Palatinate, Saarland",Never,0.26848,66,20687,0.26760,0.26936
2003,66 and older,Baden-Wuerttemberg,At least once per week,0.15244,68,20687,0.15189,0.15299
2003,66 and older,Baden-Wuerttemberg,At least once per month,0.24254,89,20687,0.24188,0.24320
2003,66 and older,Baden-Wuerttemberg,Seldom,0.39366,145,20687,0.39291,0.39441
2003,66 and older,Baden-Wuerttemberg,Never,0.21136,72,20687,0.21074,0.21199
2003,66 and older,Bavaria,At least once per week,0.11980,74,20687,0.11936,0.12024
2003,66 and older,Bavaria,At least once per month,0.23859,129,20687,0.23801,0.23917
2003,66 and older,Bavaria,Seldom,0.43785,213,20687,0.43718,0.43853
2003,66 and older,Bavaria,Never,0.20376,81,20687,0.20321,0.20431
2003,66 and older,Berlin,At least once per month,0.39566,32,20687,0.39391,0.39741
2003,66 and older,Berlin,Seldom,0.60434,47,20687,0.60259,0.60609
2003,66 and older,Brandenburg,Seldom,0.63307,93,20687,0.63164,0.63449
2003,66 and older,Brandenburg,Never,0.36693,48,20687,0.36551,0.36836
2003,66 and older,Mecklenburg-Western Pomerania,Seldom,1.00000,46,20687,1.00000,1.00000
2003,66 and older,Saxony,At least once per month,0.23023,57,20687,0.22931,0.23115
2003,66 and older,Saxony,Seldom,0.43028,114,20687,0.42920,0.43136
2003,66 and older,Saxony,Never,0.33948,81,20687,0.33845,0.34052
2003,66 and older,Saxony-Anhalt,Seldom,0.55231,67,20687,0.55075,0.55388
2003,66 and older,Saxony-Anhalt,Never,0.44769,51,20687,0.44612,0.44925
2003,66 and older,Thuringa,Seldom,0.63187,70,20687,0.63013,0.63361
2003,66 and older,Thuringa,Never,0.36813,40,20687,0.36639,0.36987
2008,17-29 y.,Schleswig-Holstein,Seldom,1.00000,34,17735,1.00000,1.00000
2008,17-29 y.,Lower Saxony,At least once per week,0.30950,86,17735,0.30861,0.31040
2008,17-29 y.,Lower Saxony,At least once per month,0.43304,106,17735,0.43207,0.43400
2008,17-29 y.,Lower Saxony,Seldom,0.25746,65,17735,0.25661,0.25831
2008,17-29 y.,North Rhine-Westphalia,At least once per week,0.42895,235,17735,0.42831,0.42960
2008,17-29 y.,North Rhine-Westphalia,At least once per month,0.32840,195,17735,0.32779,0.32901
2008,17-29 y.,North Rhine-Westphalia,Seldom,0.24265,136,17735,0.24209,0.24320
2008,17-29 y.,Hesse,At least once per week,0.51204,90,17735,0.51095,0.51313
2008,17-29 y.,Hesse,At least once per month,0.33038,63,17735,0.32936,0.33141
2008,17-29 y.,Hesse,Seldom,0.15758,36,17735,0.15678,0.15837
2008,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.32977,52,17735,0.32854,0.33099
2008,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.40716,60,17735,0.40588,0.40843
2008,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.26308,38,17735,0.26193,0.26422
2008,17-29 y.,Baden-Wuerttemberg,At least once per week,0.48781,185,17735,0.48702,0.48860
2008,17-29 y.,Baden-Wuerttemberg,At least once per month,0.34818,146,17735,0.34743,0.34893
2008,17-29 y.,Baden-Wuerttemberg,Seldom,0.16401,91,17735,0.16342,0.16460
2008,17-29 y.,Bavaria,At least once per week,0.52885,209,17735,0.52807,0.52963
2008,17-29 y.,Bavaria,At least once per month,0.26014,122,17735,0.25945,0.26082
2008,17-29 y.,Bavaria,Seldom,0.21102,72,17735,0.21038,0.21165
2008,17-29 y.,Berlin,At least once per week,0.64932,63,17735,0.64782,0.65082
2008,17-29 y.,Berlin,At least once per month,0.35068,44,17735,0.34918,0.35218
2008,17-29 y.,Brandenburg,At least once per month,0.42453,41,17735,0.42257,0.42648
2008,17-29 y.,Brandenburg,Seldom,0.57547,41,17735,0.57352,0.57743
2008,17-29 y.,Mecklenburg-Western Pomerania,Seldom,1.00000,33,17735,1.00000,1.00000
2008,17-29 y.,Saxony,At least once per week,0.28968,58,17735,0.28855,0.29080
2008,17-29 y.,Saxony,At least once per month,0.35782,89,17735,0.35663,0.35901
2008,17-29 y.,Saxony,Seldom,0.35251,80,17735,0.35132,0.35369
2008,17-29 y.,Saxony-Anhalt,At least once per month,0.49641,45,17735,0.49452,0.49831
2008,17-29 y.,Saxony-Anhalt,Seldom,0.50359,62,17735,0.50169,0.50548
2008,17-29 y.,Thuringa,At least once per week,0.28466,44,17735,0.28314,0.28618
2008,17-29 y.,Thuringa,At least once per month,0.41242,50,17735,0.41077,0.41408
2008,17-29 y.,Thuringa,Seldom,0.30292,51,17735,0.30137,0.30446
2008,30-45 y.,Schleswig-Holstein,At least once per month,0.42383,41,17735,0.42244,0.42523
2008,30-45 y.,Schleswig-Holstein,Seldom,0.57617,55,17735,0.57477,0.57756
2008,30-45 y.,Lower Saxony,At least once per week,0.13102,59,17735,0.13050,0.13153
2008,30-45 y.,Lower Saxony,At least once per month,0.39593,175,17735,0.39519,0.39668
2008,30-45 y.,Lower Saxony,Seldom,0.47305,220,17735,0.47229,0.47381
2008,30-45 y.,North Rhine-Westphalia,At least once per week,0.20013,233,17735,0.19974,0.20051
2008,30-45 y.,North Rhine-Westphalia,At least once per month,0.32811,377,17735,0.32766,0.32856
2008,30-45 y.,North Rhine-Westphalia,Seldom,0.39132,410,17735,0.39085,0.39178
2008,30-45 y.,North Rhine-Westphalia,Never,0.08045,67,17735,0.08019,0.08071
2008,30-45 y.,Hesse,At least once per week,0.23310,91,17735,0.23243,0.23377
2008,30-45 y.,Hesse,At least once per month,0.38125,143,17735,0.38048,0.38202
2008,30-45 y.,Hesse,Seldom,0.38565,127,17735,0.38488,0.38643
2008,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.16403,37,17735,0.16326,0.16480
2008,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.34488,93,17735,0.34389,0.34587
2008,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.49109,121,17735,0.49005,0.49213
