year,bula_h,rentown,hgeqpinsul,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Baden-Wuerttemberg,Tenant,Yes,0.41440,254,463,0.36948,0.45932
2021,Baden-Wuerttemberg,Tenant,No,0.38167,209,463,0.33737,0.42597
2021,Bavaria,Owner,Yes,0.60990,565,795,0.57597,0.64382
2021,Bavaria,Owner,No,0.32491,230,795,0.29233,0.35749
2021,Bavaria,Tenant,Yes,0.40993,411,767,0.37510,0.44476
2021,Bavaria,Tenant,No,0.45045,356,767,0.41521,0.48568
2021,Berlin,Owner,Yes,0.58040,67,67,0.46134,0.69946
2021,Berlin,Tenant,Yes,0.57695,249,411,0.52913,0.62477
2021,Berlin,Tenant,No,0.32801,162,411,0.28256,0.37345
2021,Brandenburg,Owner,Yes,0.74883,155,204,0.68917,0.80849
2021,Brandenburg,Owner,No,0.19856,49,204,0.14369,0.25344
2021,Brandenburg,Tenant,Yes,0.68857,139,194,0.62324,0.75390
2021,Brandenburg,Tenant,No,0.20817,55,194,0.15089,0.26545
2021,Mecklenburg-Western Pomerania,Owner,Yes,0.65482,73,73,0.54500,0.76464
2021,Mecklenburg-Western Pomerania,Tenant,Yes,0.72463,115,115,0.64263,0.80663
2021,Saxony,Owner,Yes,0.61689,183,246,0.55601,0.67776
2021,Saxony,Owner,No,0.28078,63,246,0.22451,0.33705
2021,Saxony,Tenant,Yes,0.53126,279,419,0.48342,0.57910
2021,Saxony,Tenant,No,0.35858,140,419,0.31260,0.40456
2021,Saxony-Anhalt,Owner,Yes,0.58932,102,140,0.50754,0.67111
2021,Saxony-Anhalt,Owner,No,0.29817,38,140,0.22212,0.37422
2021,Saxony-Anhalt,Tenant,Yes,0.61313,134,193,0.54424,0.68202
2021,Saxony-Anhalt,Tenant,No,0.23138,59,193,0.17173,0.29103
2021,Thuringa,Owner,Yes,0.60923,110,162,0.53386,0.68460
2021,Thuringa,Owner,No,0.36186,52,162,0.28763,0.43609
2021,Thuringa,Tenant,Yes,0.66311,139,187,0.59519,0.73104
2021,Thuringa,Tenant,No,0.20399,48,187,0.14608,0.26190
2022,Schleswig-Holstein,Owner,Yes,0.80494,254,319,0.76139,0.84849
2022,Schleswig-Holstein,Owner,No,0.18964,65,319,0.14656,0.23273
2022,Schleswig-Holstein,Tenant,Yes,0.55460,179,313,0.49945,0.60975
2022,Schleswig-Holstein,Tenant,No,0.38254,134,313,0.32861,0.43646
2022,Hamburg,Owner,Yes,0.82859,83,83,0.74702,0.91016
2022,Hamburg,Tenant,Yes,0.53050,190,320,0.47573,0.58527
2022,Hamburg,Tenant,No,0.42366,130,320,0.36944,0.47789
2022,Lower Saxony,Owner,Yes,0.74722,649,842,0.71785,0.77660
2022,Lower Saxony,Owner,No,0.24741,193,842,0.21824,0.27657
2022,Lower Saxony,Tenant,Yes,0.54096,439,763,0.50558,0.57634
2022,Lower Saxony,Tenant,No,0.39468,324,763,0.35997,0.42938
2022,Bremen,Owner,Yes,0.79417,31,31,0.64950,0.93885
2022,Bremen,Tenant,Yes,0.51088,53,93,0.40873,0.61302
2022,Bremen,Tenant,No,0.39491,40,93,0.29502,0.49480
2022,North Rhine-Westphalia,Owner,Yes,0.74054,1280,1622,0.71920,0.76188
2022,North Rhine-Westphalia,Owner,No,0.25168,342,1622,0.23056,0.27281
2022,North Rhine-Westphalia,Tenant,Yes,0.55033,1283,2184,0.52946,0.57120
2022,North Rhine-Westphalia,Tenant,No,0.38993,901,2184,0.36947,0.41039
2022,Hesse,Owner,Yes,0.65258,330,474,0.60967,0.69549
2022,Hesse,Owner,No,0.33981,144,474,0.29712,0.38249
2022,Hesse,Tenant,Yes,0.57134,442,740,0.53565,0.60702
2022,Hesse,Tenant,No,0.37339,298,740,0.33852,0.40827
2022,"Rhineland-Palatinate, Saarland",Owner,Yes,0.74089,329,416,0.69873,0.78304
2022,"Rhineland-Palatinate, Saarland",Owner,No,0.25193,87,416,0.21017,0.29370
2022,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.46825,237,448,0.42199,0.51450
2022,"Rhineland-Palatinate, Saarland",Tenant,No,0.46914,211,448,0.42287,0.51540
2022,Baden-Wuerttemberg,Owner,Yes,0.70452,776,1006,0.67632,0.73273
2022,Baden-Wuerttemberg,Owner,No,0.28718,230,1006,0.25921,0.31516
2022,Baden-Wuerttemberg,Tenant,Yes,0.49745,698,1233,0.46953,0.52536
2022,Baden-Wuerttemberg,Tenant,No,0.46351,535,1233,0.43567,0.49136
2022,Bavaria,Owner,Yes,0.63893,928,1312,0.61293,0.66493
2022,Bavaria,Owner,No,0.35141,384,1312,0.32557,0.37726
2022,Bavaria,Tenant,Yes,0.47503,921,1681,0.45115,0.49891
2022,Bavaria,Tenant,No,0.47548,760,1681,0.45160,0.49936
2022,Berlin,Owner,Yes,0.64499,123,172,0.57327,0.71672
2022,Berlin,Owner,No,0.33357,49,172,0.26290,0.40424
2022,Berlin,Tenant,Yes,0.56175,522,923,0.52972,0.59378
2022,Berlin,Tenant,No,0.38310,401,923,0.35172,0.41448
2022,Brandenburg,Owner,Yes,0.82077,265,330,0.77933,0.86222
2022,Brandenburg,Owner,No,0.17364,65,330,0.13271,0.21457
2022,Brandenburg,Tenant,Yes,0.65447,277,396,0.60757,0.70137
2022,Brandenburg,Tenant,No,0.31519,119,396,0.26937,0.36100
2022,Mecklenburg-Western Pomerania,Owner,Yes,0.79638,105,105,0.71898,0.87377
2022,Mecklenburg-Western Pomerania,Tenant,Yes,0.74265,224,279,0.69126,0.79404
2022,Mecklenburg-Western Pomerania,Tenant,No,0.22173,55,279,0.17289,0.27056
2022,Saxony,Owner,Yes,0.70824,356,470,0.66710,0.74938
2022,Saxony,Owner,No,0.27489,114,470,0.23449,0.31530
2022,Saxony,Tenant,Yes,0.58514,504,791,0.55079,0.61950
2022,Saxony,Tenant,No,0.37443,287,791,0.34068,0.40818
2022,Saxony-Anhalt,Owner,Yes,0.80273,233,299,0.75754,0.84791
2022,Saxony-Anhalt,Owner,No,0.19412,66,299,0.14921,0.23902
2022,Saxony-Anhalt,Tenant,Yes,0.71699,270,374,0.67127,0.76270
2022,Saxony-Anhalt,Tenant,No,0.24543,104,374,0.20176,0.28911
2022,Thuringa,Owner,Yes,0.66084,186,255,0.60262,0.71906
2022,Thuringa,Owner,No,0.32988,69,255,0.27205,0.38770
2022,Thuringa,Tenant,Yes,0.72088,214,311,0.67094,0.77081
2022,Thuringa,Tenant,No,0.25732,97,311,0.20866,0.30599
