"plh0040","year","bula_h","regtyp","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Grosse Sorgen","2009","Hamburg","Staedtischer Raum","52","0.248652915997408","0.196612323199479","0.300693508795336"
"Grosse Sorgen","2009","Hamburg","Laendlicher Raum","","","",""
"Grosse Sorgen","2009","Niedersachsen","Staedtischer Raum","246","0.31709470273569","0.284205022181848","0.349984383289532"
"Grosse Sorgen","2009","Niedersachsen","Laendlicher Raum","284","0.349692384434023","0.317746588298954","0.381638180569092"
"Grosse Sorgen","2009","Bremen","Staedtischer Raum","51","0.371369113144664","0.284190925648652","0.458547300640675"
"Grosse Sorgen","2009","Bremen","Laendlicher Raum","","","",""
"Grosse Sorgen","2009","Nordrhein-Westfalen","Staedtischer Raum","1283","0.364411817825115","0.348467784187518","0.380355851462712"
"Grosse Sorgen","2009","Nordrhein-Westfalen","Laendlicher Raum","28","","",""
"Grosse Sorgen","2009","Hessen","Staedtischer Raum","286","0.326356213204525","0.297163641161033","0.355548785248017"
"Grosse Sorgen","2009","Hessen","Laendlicher Raum","70","0.335511464367186","0.272833155133814","0.398189773600558"
"Grosse Sorgen","2009","Rheinland-Pfalz,Saarland","Staedtischer Raum","288","0.387602616910682","0.353279428520603","0.421925805300762"
"Grosse Sorgen","2009","Rheinland-Pfalz,Saarland","Laendlicher Raum","99","0.414905811735878","0.353584716668755","0.476226906803001"
"Grosse Sorgen","2009","Baden-Wuerttemberg","Staedtischer Raum","550","0.296281827057181","0.275809385604562","0.316754268509801"
"Grosse Sorgen","2009","Baden-Wuerttemberg","Laendlicher Raum","59","0.358218007530945","0.29004087030918","0.426395144752711"
"Grosse Sorgen","2009","Bayern","Staedtischer Raum","260","0.242557017154108","0.218224229945924","0.266889804362293"
"Grosse Sorgen","2009","Bayern","Laendlicher Raum","443","0.307822909708237","0.283686703428587","0.331959115987888"
"Grosse Sorgen","2009","Saarland","Staedtischer Raum","","","",""
"Grosse Sorgen","2009","Saarland","Laendlicher Raum","","","",""
"Grosse Sorgen","2009","Berlin","Staedtischer Raum","255","0.368623607676644","0.332390108490719","0.404857106862569"
"Grosse Sorgen","2009","Berlin","Laendlicher Raum","","","",""
"Grosse Sorgen","2009","Brandenburg","Staedtischer Raum","19","","",""
"Grosse Sorgen","2009","Brandenburg","Laendlicher Raum","265","0.379450714366641","0.344079923556023","0.414821505177258"
"Grosse Sorgen","2009","Mecklenburg-Vorpommern","Staedtischer Raum","19","","",""
"Grosse Sorgen","2009","Mecklenburg-Vorpommern","Laendlicher Raum","159","0.429553114865098","0.381754476416397","0.477351753313799"
"Grosse Sorgen","2009","Sachsen","Staedtischer Raum","234","0.350536442834193","0.315012148905777","0.386060736762609"
"Grosse Sorgen","2009","Sachsen","Laendlicher Raum","244","0.37188414197101","0.335342575294718","0.408425708647302"
"Grosse Sorgen","2009","Sachsen-Anhalt","Staedtischer Raum","54","0.345359628335671","0.26849498786283","0.422224268808513"
"Grosse Sorgen","2009","Sachsen-Anhalt","Laendlicher Raum","253","0.420694264998904","0.381741102840751","0.459647427157057"
"Grosse Sorgen","2009","Thueringen","Staedtischer Raum","110","0.420663118296333","0.358973320804325","0.482352915788341"
"Grosse Sorgen","2009","Thueringen","Laendlicher Raum","184","0.322705400640274","0.284492844323271","0.360917956957277"
"Einige Sorgen","2009","Schleswig-Holstein","Staedtischer Raum","90","0.519965342322219","0.448738993143589","0.591191691500849"
"Einige Sorgen","2009","Schleswig-Holstein","Laendlicher Raum","176","0.540724234078226","0.485516413322386","0.595932054834066"
"Einige Sorgen","2009","Hamburg","Staedtischer Raum","152","0.536144197247613","0.476101878465122","0.596186516030105"
"Einige Sorgen","2009","Hamburg","Laendlicher Raum","","","",""
"Einige Sorgen","2009","Niedersachsen","Staedtischer Raum","391","0.519352074833028","0.484039499425552","0.554664650240504"
"Einige Sorgen","2009","Niedersachsen","Laendlicher Raum","465","0.524300629216491","0.490845116757702","0.557756141675281"
"Einige Sorgen","2009","Bremen","Staedtischer Raum","50","0.548429782530837","0.458639311779159","0.638220253282515"
"Einige Sorgen","2009","Bremen","Laendlicher Raum","","","",""
"Einige Sorgen","2009","Nordrhein-Westfalen","Staedtischer Raum","1710","0.485921997810674","0.46936384603415","0.502480149587198"
"Einige Sorgen","2009","Nordrhein-Westfalen","Laendlicher Raum","61","0.561459320958615","0.466996861508121","0.655921780409109"
"Einige Sorgen","2009","Hessen","Staedtischer Raum","511","0.504802861132156","0.47367414342628","0.535931578838032"
"Einige Sorgen","2009","Hessen","Laendlicher Raum","126","0.571013266223061","0.505313341138688","0.636713191307434"
"Einige Sorgen","2009","Rheinland-Pfalz,Saarland","Staedtischer Raum","375","0.457708838948883","0.422610341635567","0.492807336262198"
"Einige Sorgen","2009","Rheinland-Pfalz,Saarland","Laendlicher Raum","122","0.48116335629037","0.418978613255861","0.543348099324879"
"Einige Sorgen","2009","Baden-Wuerttemberg","Staedtischer Raum","978","0.516981796864782","0.494577200596064","0.5393863931335"
"Einige Sorgen","2009","Baden-Wuerttemberg","Laendlicher Raum","90","0.470631809268348","0.399659187306472","0.541604431230224"
"Einige Sorgen","2009","Bayern","Staedtischer Raum","676","0.5623982439888","0.534235726829425","0.590560761148175"
"Einige Sorgen","2009","Bayern","Laendlicher Raum","733","0.53912761966753","0.513063319973106","0.565191919361954"
"Einige Sorgen","2009","Saarland","Staedtischer Raum","","","",""
"Einige Sorgen","2009","Saarland","Laendlicher Raum","","","",""
"Einige Sorgen","2009","Berlin","Staedtischer Raum","312","0.481738386914694","0.444210450566397","0.51926632326299"
"Einige Sorgen","2009","Berlin","Laendlicher Raum","","","",""
"Einige Sorgen","2009","Brandenburg","Staedtischer Raum","33","0.542601292069133","0.421491490873091","0.663711093265174"
"Einige Sorgen","2009","Brandenburg","Laendlicher Raum","379","0.504361133763428","0.467916597708054","0.540805669818802"
"Einige Sorgen","2009","Mecklenburg-Vorpommern","Staedtischer Raum","32","0.518512267859782","0.389922555339266","0.647101980380297"
"Einige Sorgen","2009","Mecklenburg-Vorpommern","Laendlicher Raum","221","0.516221580522839","0.467966748656792","0.564476412388886"
"Einige Sorgen","2009","Sachsen","Staedtischer Raum","347","0.454072409995663","0.417003351769674","0.491141468221652"
"Einige Sorgen","2009","Sachsen","Laendlicher Raum","330","0.502441791235259","0.464638615956979","0.540244966513539"
"Einige Sorgen","2009","Sachsen-Anhalt","Staedtischer Raum","76","0.473354690174436","0.392641990025079","0.554067390323794"
"Einige Sorgen","2009","Sachsen-Anhalt","Laendlicher Raum","311","0.506451912706789","0.46700260797814","0.545901217435439"
"Einige Sorgen","2009","Thueringen","Staedtischer Raum","109","0.462460551927364","0.400155529802467","0.524765574052261"
"Einige Sorgen","2009","Thueringen","Laendlicher Raum","316","0.530805212558845","0.490014776550526","0.571595648567164"
"Keine Sorgen","2009","Schleswig-Holstein","Staedtischer Raum","62","0.26877119269863","0.205568556323382","0.331973829073879"
"Keine Sorgen","2009","Schleswig-Holstein","Laendlicher Raum","60","0.15772807236808","0.11734897716789","0.198107167568271"
"Keine Sorgen","2009","Hamburg","Staedtischer Raum","61","0.215202886754979","0.165723090932738","0.26468268257722"
"Keine Sorgen","2009","Hamburg","Laendlicher Raum","","","",""
"Keine Sorgen","2009","Niedersachsen","Staedtischer Raum","132","0.163553222431282","0.137411534257329","0.189694910605235"
"Keine Sorgen","2009","Niedersachsen","Laendlicher Raum","107","0.126006986349486","0.103775807035544","0.148238165663428"
"Keine Sorgen","2009","Bremen","Staedtischer Raum","17","","",""
"Keine Sorgen","2009","Bremen","Laendlicher Raum","","","",""
"Keine Sorgen","2009","Nordrhein-Westfalen","Staedtischer Raum","507","0.149666184364211","0.137847459097431","0.161484909630991"
"Keine Sorgen","2009","Nordrhein-Westfalen","Laendlicher Raum","17","","",""
"Keine Sorgen","2009","Hessen","Staedtischer Raum","194","0.168840925663319","0.145517507359585","0.192164343967052"
"Keine Sorgen","2009","Hessen","Laendlicher Raum","22","","",""
"Keine Sorgen","2009","Rheinland-Pfalz,Saarland","Staedtischer Raum","111","0.154688544140435","0.129213493026435","0.180163595254435"
"Keine Sorgen","2009","Rheinland-Pfalz,Saarland","Laendlicher Raum","27","","",""
"Keine Sorgen","2009","Baden-Wuerttemberg","Staedtischer Raum","383","0.186736376078036","0.169264164328435","0.204208587827638"
"Keine Sorgen","2009","Baden-Wuerttemberg","Laendlicher Raum","41","0.171150183200707","0.117595445370243","0.22470492103117"
"Keine Sorgen","2009","Bayern","Staedtischer Raum","256","0.195044738857091","0.172550932349331","0.217538545364852"
"Keine Sorgen","2009","Bayern","Laendlicher Raum","229","0.153049470624233","0.134223608803992","0.171875332444474"
"Keine Sorgen","2009","Saarland","Staedtischer Raum","","","",""
"Keine Sorgen","2009","Saarland","Laendlicher Raum","","","",""
"Keine Sorgen","2009","Berlin","Staedtischer Raum","114","0.149638005408663","0.122846481853467","0.176429528963858"
"Keine Sorgen","2009","Berlin","Laendlicher Raum","","","",""
"Keine Sorgen","2009","Brandenburg","Staedtischer Raum","13","","",""
"Keine Sorgen","2009","Brandenburg","Laendlicher Raum","79","0.116188151869931","0.0928299302916945","0.139546373448168"
"Keine Sorgen","2009","Mecklenburg-Vorpommern","Staedtischer Raum","7","","",""
"Keine Sorgen","2009","Mecklenburg-Vorpommern","Laendlicher Raum","32","0.0542253046120628","0.032358046650125","0.0760925625740007"
"Keine Sorgen","2009","Sachsen","Staedtischer Raum","112","0.195391147170144","0.165870469801757","0.22491182453853"
"Keine Sorgen","2009","Sachsen","Laendlicher Raum","98","0.125674066793731","0.100611648792504","0.150736484794959"
"Keine Sorgen","2009","Sachsen-Anhalt","Staedtischer Raum","17","","",""
"Keine Sorgen","2009","Sachsen-Anhalt","Laendlicher Raum","53","0.0728538222943067","0.0523466497206734","0.09336099486794"
"Keine Sorgen","2009","Thueringen","Staedtischer Raum","27","","",""
"Keine Sorgen","2009","Thueringen","Laendlicher Raum","75","0.146489386800881","0.117587798377068","0.175390975224694"
"Grosse Sorgen","2010","Schleswig-Holstein","Staedtischer Raum","96","0.314950642916698","0.258919651272872","0.370981634560525"
"Grosse Sorgen","2010","Schleswig-Holstein","Laendlicher Raum","192","0.411740228729725","0.36705629919523","0.456424158264219"
"Grosse Sorgen","2010","Hamburg","Staedtischer Raum","124","0.311998667608171","0.265658938767211","0.358338396449132"
"Grosse Sorgen","2010","Hamburg","Laendlicher Raum","","","",""
"Grosse Sorgen","2010","Niedersachsen","Staedtischer Raum","346","0.340183912706972","0.310686793738048","0.369681031675896"
"Grosse Sorgen","2010","Niedersachsen","Laendlicher Raum","469","0.423798634870876","0.39566305735406","0.451934212387692"
"Grosse Sorgen","2010","Bremen","Staedtischer Raum","77","0.506001162770916","0.431283618714481","0.580718706827351"
"Grosse Sorgen","2010","Bremen","Laendlicher Raum","","","",""
"Grosse Sorgen","2010","Nordrhein-Westfalen","Staedtischer Raum","1872","0.409184014848018","0.395332066662128","0.423035963033909"
"Grosse Sorgen","2010","Nordrhein-Westfalen","Laendlicher Raum","44","0.301888930426847","0.221410603149139","0.382367257704555"
"Grosse Sorgen","2010","Hessen","Staedtischer Raum","440","0.325781625953586","0.300612996678312","0.35095025522886"
"Grosse Sorgen","2010","Hessen","Laendlicher Raum","119","0.327374522453618","0.276973996339398","0.377775048567838"
"Grosse Sorgen","2010","Rheinland-Pfalz,Saarland","Staedtischer Raum","417","0.444326894249593","0.413280474049849","0.475373314449337"
"Grosse Sorgen","2010","Rheinland-Pfalz,Saarland","Laendlicher Raum","129","0.438096149887432","0.384886478136011","0.491305821638853"
"Grosse Sorgen","2010","Baden-Wuerttemberg","Staedtischer Raum","859","0.348352899772691","0.330028571442246","0.366677228103136"
"Grosse Sorgen","2010","Baden-Wuerttemberg","Laendlicher Raum","103","0.337605598633007","0.282703517455784","0.39250767981023"
"Grosse Sorgen","2010","Bayern","Staedtischer Raum","437","0.305522460020774","0.282350494223998","0.32869442581755"
"Grosse Sorgen","2010","Bayern","Laendlicher Raum","751","0.368292686701625","0.347428180237251","0.389157193165999"
"Grosse Sorgen","2010","Saarland","Staedtischer Raum","","","",""
"Grosse Sorgen","2010","Saarland","Laendlicher Raum","","","",""
"Grosse Sorgen","2010","Berlin","Staedtischer Raum","345","0.390940660479517","0.359426662655071","0.422454658303962"
"Grosse Sorgen","2010","Berlin","Laendlicher Raum","","","",""
"Grosse Sorgen","2010","Brandenburg","Staedtischer Raum","17","","",""
"Grosse Sorgen","2010","Brandenburg","Laendlicher Raum","372","0.390047863184018","0.35785788899059","0.422237837377446"
"Grosse Sorgen","2010","Mecklenburg-Vorpommern","Staedtischer Raum","33","0.379638005615009","0.274599484573891","0.484676526656127"
"Grosse Sorgen","2010","Mecklenburg-Vorpommern","Laendlicher Raum","226","0.479849999037663","0.436319877116771","0.523380120958554"
"Grosse Sorgen","2010","Sachsen","Staedtischer Raum","309","0.388922965006893","0.356584400005061","0.421261530008724"
"Grosse Sorgen","2010","Sachsen","Laendlicher Raum","303","0.451848562034986","0.417297161076096","0.486399962993875"
"Grosse Sorgen","2010","Sachsen-Anhalt","Staedtischer Raum","70","0.393650154712935","0.317470956687943","0.469829352737928"
"Grosse Sorgen","2010","Sachsen-Anhalt","Laendlicher Raum","339","0.436946132601892","0.401400502688103","0.472491762515682"
"Grosse Sorgen","2010","Thueringen","Staedtischer Raum","135","0.426129652896596","0.372283664118589","0.479975641674603"
"Grosse Sorgen","2010","Thueringen","Laendlicher Raum","222","0.336159565306156","0.299271795083283","0.373047335529029"
"Einige Sorgen","2010","Schleswig-Holstein","Staedtischer Raum","135","0.530328444058748","0.470125778899027","0.590531109218468"
"Einige Sorgen","2010","Schleswig-Holstein","Laendlicher Raum","207","0.47679948595596","0.43145159403095","0.52214737788097"
"Einige Sorgen","2010","Hamburg","Staedtischer Raum","184","0.439416979825283","0.3897759404909","0.489058019159666"
"Einige Sorgen","2010","Hamburg","Laendlicher Raum","","","",""
"Einige Sorgen","2010","Niedersachsen","Staedtischer Raum","475","0.482826873356289","0.451715086425813","0.513938660286765"
"Einige Sorgen","2010","Niedersachsen","Laendlicher Raum","558","0.443140682890872","0.41485722709287","0.471424138688873"
"Einige Sorgen","2010","Bremen","Staedtischer Raum","64","0.398394812924222","0.325230972932741","0.471558652915703"
"Einige Sorgen","2010","Bremen","Laendlicher Raum","","","",""
"Einige Sorgen","2010","Nordrhein-Westfalen","Staedtischer Raum","2212","0.445474228506617","0.431471986813702","0.459476470199532"
"Einige Sorgen","2010","Nordrhein-Westfalen","Laendlicher Raum","73","0.656593273099035","0.573350661291885","0.739835884906185"
"Einige Sorgen","2010","Hessen","Staedtischer Raum","627","0.491214087712364","0.464366892279099","0.518061283145629"
"Einige Sorgen","2010","Hessen","Laendlicher Raum","170","0.520560792464403","0.466903534515016","0.57421805041379"
"Einige Sorgen","2010","Rheinland-Pfalz,Saarland","Staedtischer Raum","450","0.455635330841689","0.424517866294814","0.486752795388565"
"Einige Sorgen","2010","Rheinland-Pfalz,Saarland","Laendlicher Raum","163","0.446940458732844","0.393621011627216","0.500259905838472"
"Einige Sorgen","2010","Baden-Wuerttemberg","Staedtischer Raum","1279","0.47737895374086","0.458168518795515","0.496589388686204"
"Einige Sorgen","2010","Baden-Wuerttemberg","Laendlicher Raum","147","0.492499072418165","0.434456481593038","0.550541663243292"
"Einige Sorgen","2010","Bayern","Staedtischer Raum","766","0.501253254974912","0.476100773064751","0.526405736885073"
"Einige Sorgen","2010","Bayern","Laendlicher Raum","1019","0.497163106577369","0.475535093167048","0.518791119987689"
"Einige Sorgen","2010","Saarland","Staedtischer Raum","","","",""
"Einige Sorgen","2010","Saarland","Laendlicher Raum","","","",""
"Einige Sorgen","2010","Berlin","Staedtischer Raum","409","0.450963398989354","0.418827565227189","0.483099232751518"
"Einige Sorgen","2010","Berlin","Laendlicher Raum","","","",""
"Einige Sorgen","2010","Brandenburg","Staedtischer Raum","32","0.4942012714229","0.377906627706951","0.610495915138848"
"Einige Sorgen","2010","Brandenburg","Laendlicher Raum","413","0.501158044134887","0.468160422535671","0.534155665734104"
"Einige Sorgen","2010","Mecklenburg-Vorpommern","Staedtischer Raum","37","0.488366792568486","0.380175180999972","0.596558404137"
