"plh0040","year","bula_h","regtyp","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Grosse Sorgen","1999","Berlin","Laendlicher Raum","","","",""
"Grosse Sorgen","1999","Brandenburg","Staedtischer Raum","13","","",""
"Grosse Sorgen","1999","Brandenburg","Laendlicher Raum","363","0.655513296766076","0.616120286292024","0.694906307240127"
"Grosse Sorgen","1999","Mecklenburg-Vorpommern","Staedtischer Raum","37","0.779415106914984","0.667784715149688","0.891045498680279"
"Grosse Sorgen","1999","Mecklenburg-Vorpommern","Laendlicher Raum","205","0.61077228906554","0.559397319208613","0.662147258922467"
"Grosse Sorgen","1999","Sachsen","Staedtischer Raum","331","0.626340200024794","0.586307950758593","0.666372449290995"
"Grosse Sorgen","1999","Sachsen","Laendlicher Raum","387","0.655578723163903","0.617236305252776","0.693921141075031"
"Grosse Sorgen","1999","Sachsen-Anhalt","Staedtischer Raum","89","0.714124448375792","0.63818733302069","0.790061563730894"
"Grosse Sorgen","1999","Sachsen-Anhalt","Laendlicher Raum","370","0.711789030023878","0.674073161997875","0.749504898049882"
"Grosse Sorgen","1999","Thueringen","Staedtischer Raum","141","0.625067077731436","0.561811775811182","0.688322379651691"
"Grosse Sorgen","1999","Thueringen","Laendlicher Raum","309","0.662129241708009","0.62033540640611","0.703923077009907"
"Einige Sorgen","1999","Schleswig-Holstein","Staedtischer Raum","79","0.439960510437502","0.36352296053341","0.516398060341595"
"Einige Sorgen","1999","Schleswig-Holstein","Laendlicher Raum","83","0.462560631363098","0.385061184903259","0.540060077822937"
"Einige Sorgen","1999","Hamburg","Staedtischer Raum","59","0.399232972443476","0.317817502047069","0.480648442839883"
"Einige Sorgen","1999","Hamburg","Laendlicher Raum","","","",""
"Einige Sorgen","1999","Niedersachsen","Staedtischer Raum","207","0.344966744713816","0.306112858989585","0.383820630438047"
"Einige Sorgen","1999","Niedersachsen","Laendlicher Raum","235","0.353934319230866","0.315316289057828","0.392552349403903"
"Einige Sorgen","1999","Bremen","Staedtischer Raum","18","","",""
"Einige Sorgen","1999","Bremen","Laendlicher Raum","","","",""
"Einige Sorgen","1999","Nordrhein-Westfalen","Staedtischer Raum","1058","0.389586636184967","0.370903048620911","0.408270223749024"
"Einige Sorgen","1999","Nordrhein-Westfalen","Laendlicher Raum","16","","",""
"Einige Sorgen","1999","Hessen","Staedtischer Raum","305","0.390833503067707","0.355936187546453","0.425730818588962"
"Einige Sorgen","1999","Hessen","Laendlicher Raum","49","0.323901277212771","0.246384544134752","0.401418010290791"
"Einige Sorgen","1999","Rheinland-Pfalz,Saarland","Staedtischer Raum","285","0.46667612330288","0.426386449796008","0.506965796809752"
"Einige Sorgen","1999","Rheinland-Pfalz,Saarland","Laendlicher Raum","91","0.526096683282806","0.452744043798044","0.599449322767569"
"Einige Sorgen","1999","Baden-Wuerttemberg","Staedtischer Raum","708","0.450944997456207","0.42597948199344","0.475910512918975"
"Einige Sorgen","1999","Baden-Wuerttemberg","Laendlicher Raum","77","0.384289734705714","0.31636427803771","0.452215191373718"
"Einige Sorgen","1999","Bayern","Staedtischer Raum","449","0.532406080926364","0.499059232438264","0.565752929414465"
"Einige Sorgen","1999","Bayern","Laendlicher Raum","417","0.461007254571567","0.428970246069137","0.493044263073997"
"Einige Sorgen","1999","Saarland","Staedtischer Raum","","","",""
"Einige Sorgen","1999","Saarland","Laendlicher Raum","","","",""
"Einige Sorgen","1999","Berlin","Staedtischer Raum","175","0.371711403017141","0.32993326671757","0.413489539316713"
"Einige Sorgen","1999","Berlin","Laendlicher Raum","","","",""
"Einige Sorgen","1999","Brandenburg","Staedtischer Raum","20","","",""
"Einige Sorgen","1999","Brandenburg","Laendlicher Raum","179","0.317100673261449","0.278524502862177","0.355676843660722"
"Einige Sorgen","1999","Mecklenburg-Vorpommern","Staedtischer Raum","15","","",""
"Einige Sorgen","1999","Mecklenburg-Vorpommern","Laendlicher Raum","132","0.369870325169838","0.319001729012047","0.420738921327628"
"Einige Sorgen","1999","Sachsen","Staedtischer Raum","205","0.337159356278248","0.298040258167314","0.376278454389181"
"Einige Sorgen","1999","Sachsen","Laendlicher Raum","184","0.307477547643593","0.270243031156446","0.344712064130741"
"Einige Sorgen","1999","Sachsen-Anhalt","Staedtischer Raum","44","0.259817552008706","0.186115043205128","0.333520060812285"
"Einige Sorgen","1999","Sachsen-Anhalt","Laendlicher Raum","164","0.256302327331796","0.21994703051269","0.292657624150903"
"Einige Sorgen","1999","Thueringen","Staedtischer Raum","77","0.349415108994687","0.287116312247218","0.411713905742155"
"Einige Sorgen","1999","Thueringen","Laendlicher Raum","168","0.311108581935545","0.270201648645328","0.352015515225762"
"Keine Sorgen","1999","Schleswig-Holstein","Staedtischer Raum","30","0.188837521528726","0.12856926108419","0.249105781973262"
"Keine Sorgen","1999","Schleswig-Holstein","Laendlicher Raum","17","","",""
"Keine Sorgen","1999","Hamburg","Staedtischer Raum","9","","",""
"Keine Sorgen","1999","Hamburg","Laendlicher Raum","","","",""
"Keine Sorgen","1999","Niedersachsen","Staedtischer Raum","19","","",""
"Keine Sorgen","1999","Niedersachsen","Laendlicher Raum","24","","",""
"Keine Sorgen","1999","Bremen","Staedtischer Raum","3","","",""
"Keine Sorgen","1999","Bremen","Laendlicher Raum","","","",""
"Keine Sorgen","1999","Nordrhein-Westfalen","Staedtischer Raum","178","0.0687626008887786","0.0590674944389757","0.0784577073385815"
"Keine Sorgen","1999","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Keine Sorgen","1999","Hessen","Staedtischer Raum","54","0.0682130022124442","0.0501819933168559","0.0862440111080326"
"Keine Sorgen","1999","Hessen","Laendlicher Raum","8","","",""
"Keine Sorgen","1999","Rheinland-Pfalz,Saarland","Staedtischer Raum","27","","",""
"Keine Sorgen","1999","Rheinland-Pfalz,Saarland","Laendlicher Raum","11","","",""
"Keine Sorgen","1999","Baden-Wuerttemberg","Staedtischer Raum","139","0.085804343635218","0.071752120488053","0.0998565667823831"
"Keine Sorgen","1999","Baden-Wuerttemberg","Laendlicher Raum","28","","",""
"Keine Sorgen","1999","Bayern","Staedtischer Raum","105","0.103055787055634","0.0827360645059444","0.123375509605324"
"Keine Sorgen","1999","Bayern","Laendlicher Raum","69","0.0652389657491579","0.0493677406700289","0.0811101908282869"
"Keine Sorgen","1999","Saarland","Staedtischer Raum","","","",""
"Keine Sorgen","1999","Saarland","Laendlicher Raum","","","",""
"Keine Sorgen","1999","Berlin","Staedtischer Raum","29","","",""
"Keine Sorgen","1999","Berlin","Laendlicher Raum","","","",""
"Keine Sorgen","1999","Brandenburg","Staedtischer Raum","4","","",""
"Keine Sorgen","1999","Brandenburg","Laendlicher Raum","17","","",""
"Keine Sorgen","1999","Mecklenburg-Vorpommern","Staedtischer Raum","1","","",""
"Keine Sorgen","1999","Mecklenburg-Vorpommern","Laendlicher Raum","9","","",""
"Keine Sorgen","1999","Sachsen","Staedtischer Raum","25","","",""
"Keine Sorgen","1999","Sachsen","Laendlicher Raum","19","","",""
"Keine Sorgen","1999","Sachsen-Anhalt","Staedtischer Raum","3","","",""
"Keine Sorgen","1999","Sachsen-Anhalt","Laendlicher Raum","20","","",""
"Keine Sorgen","1999","Thueringen","Staedtischer Raum","7","","",""
"Keine Sorgen","1999","Thueringen","Laendlicher Raum","15","","",""
"Grosse Sorgen","2000","Schleswig-Holstein","Staedtischer Raum","84","0.342295978229134","0.287497563596673","0.397094392861594"
"Grosse Sorgen","2000","Schleswig-Holstein","Laendlicher Raum","171","0.468882757600853","0.420754471435425","0.517011043766281"
"Grosse Sorgen","2000","Hamburg","Staedtischer Raum","154","0.550702181074027","0.494225975236454","0.607178386911599"
"Grosse Sorgen","2000","Hamburg","Laendlicher Raum","","","",""
"Grosse Sorgen","2000","Niedersachsen","Staedtischer Raum","553","0.594004214234488","0.563003971104172","0.625004457364804"
"Grosse Sorgen","2000","Niedersachsen","Laendlicher Raum","539","0.532612395757204","0.502491213389056","0.562733578125352"
"Grosse Sorgen","2000","Bremen","Staedtischer Raum","111","0.621912949188206","0.552412439549368","0.691413458827045"
"Grosse Sorgen","2000","Bremen","Laendlicher Raum","","","",""
"Grosse Sorgen","2000","Nordrhein-Westfalen","Staedtischer Raum","2612","0.536563976154985","0.522690617816233","0.550437334493736"
"Grosse Sorgen","2000","Nordrhein-Westfalen","Laendlicher Raum","66","0.429728626364427","0.348306611131902","0.511150641596952"
"Grosse Sorgen","2000","Hessen","Staedtischer Raum","686","0.527923253791984","0.501073472424295","0.554773035159672"
"Grosse Sorgen","2000","Hessen","Laendlicher Raum","228","0.702678456109223","0.653511812942533","0.751845099275913"
"Grosse Sorgen","2000","Rheinland-Pfalz,Saarland","Staedtischer Raum","591","0.558510049045273","0.529071668352546","0.587948429737999"
"Grosse Sorgen","2000","Rheinland-Pfalz,Saarland","Laendlicher Raum","190","0.510053278203403","0.458342262715902","0.561764293690904"
"Grosse Sorgen","2000","Baden-Wuerttemberg","Staedtischer Raum","1157","0.469539265611064","0.450414690269955","0.488663840952172"
"Grosse Sorgen","2000","Baden-Wuerttemberg","Laendlicher Raum","143","0.506291092980577","0.44971628502718","0.562865900933974"
"Grosse Sorgen","2000","Bayern","Staedtischer Raum","559","0.36527174531113","0.341238752329314","0.389304738292946"
"Grosse Sorgen","2000","Bayern","Laendlicher Raum","857","0.47852997782456","0.455535770788913","0.501524184860207"
"Grosse Sorgen","2000","Saarland","Staedtischer Raum","","","",""
"Grosse Sorgen","2000","Saarland","Laendlicher Raum","","","",""
"Grosse Sorgen","2000","Berlin","Staedtischer Raum","492","0.612510502339004","0.578877370630982","0.646143634047027"
"Grosse Sorgen","2000","Berlin","Laendlicher Raum","","","",""
"Grosse Sorgen","2000","Brandenburg","Staedtischer Raum","40","0.564333795132676","0.447338469292755","0.681329120972598"
"Grosse Sorgen","2000","Brandenburg","Laendlicher Raum","617","0.664807856259324","0.634598486922301","0.695017225596347"
"Grosse Sorgen","2000","Mecklenburg-Vorpommern","Staedtischer Raum","54","0.784598218979285","0.692775313146887","0.876421124811682"
"Grosse Sorgen","2000","Mecklenburg-Vorpommern","Laendlicher Raum","318","0.66501331340767","0.623137127078993","0.706889499736347"
"Grosse Sorgen","2000","Sachsen","Staedtischer Raum","510","0.633701907935353","0.601023214144253","0.666380601726454"
"Grosse Sorgen","2000","Sachsen","Laendlicher Raum","591","0.6375817170896","0.606687329307803","0.668476104871397"
"Grosse Sorgen","2000","Sachsen-Anhalt","Staedtischer Raum","141","0.683875088773991","0.620226480373809","0.747523697174173"
"Grosse Sorgen","2000","Sachsen-Anhalt","Laendlicher Raum","555","0.695110614066573","0.664089240592131","0.726131987541014"
"Grosse Sorgen","2000","Thueringen","Staedtischer Raum","180","0.656616975631629","0.601392145980305","0.711841805282953"
"Grosse Sorgen","2000","Thueringen","Laendlicher Raum","468","0.638346120281114","0.604275810093663","0.672416430468566"
"Einige Sorgen","2000","Schleswig-Holstein","Staedtischer Raum","121","0.409398421639936","0.352608374292463","0.46618846898741"
"Einige Sorgen","2000","Schleswig-Holstein","Laendlicher Raum","183","0.402674170220023","0.355374773786355","0.449973566653692"
"Einige Sorgen","2000","Hamburg","Staedtischer Raum","123","0.386292765895225","0.331011386915234","0.441574144875216"
"Einige Sorgen","2000","Hamburg","Laendlicher Raum","","","",""
"Einige Sorgen","2000","Niedersachsen","Staedtischer Raum","357","0.352124822566819","0.321973694522601","0.382275950611037"
"Einige Sorgen","2000","Niedersachsen","Laendlicher Raum","435","0.393638475983497","0.364143885244955","0.42313306672204"
"Einige Sorgen","2000","Bremen","Staedtischer Raum","61","0.30224104048275","0.236421216517146","0.368060864448353"
"Einige Sorgen","2000","Bremen","Laendlicher Raum","","","",""
"Einige Sorgen","2000","Nordrhein-Westfalen","Staedtischer Raum","1968","0.387880285055768","0.374323928277619","0.401436641833918"
"Einige Sorgen","2000","Nordrhein-Westfalen","Laendlicher Raum","75","0.562849858196502","0.481263882602885","0.64443583379012"
"Einige Sorgen","2000","Hessen","Staedtischer Raum","531","0.395367764600868","0.369071423117352","0.421664106084384"
"Einige Sorgen","2000","Hessen","Laendlicher Raum","98","0.282877117566095","0.234429240842068","0.331324994290123"
"Einige Sorgen","2000","Rheinland-Pfalz,Saarland","Staedtischer Raum","452","0.392253415233579","0.363307809632693","0.421199020834465"
"Einige Sorgen","2000","Rheinland-Pfalz,Saarland","Laendlicher Raum","149","0.430152835101951","0.378938509585323","0.48136716061858"
"Einige Sorgen","2000","Baden-Wuerttemberg","Staedtischer Raum","1220","0.444871006455085","0.425827661795564","0.463914351114607"
"Einige Sorgen","2000","Baden-Wuerttemberg","Laendlicher Raum","125","0.389219800921102","0.334046699004587","0.444392902837616"
"Einige Sorgen","2000","Bayern","Staedtischer Raum","760","0.495342833635143","0.47038786268277","0.520297804587515"
"Einige Sorgen","2000","Bayern","Laendlicher Raum","809","0.445416704943305","0.422538822120185","0.468294587766426"
"Einige Sorgen","2000","Saarland","Staedtischer Raum","","","",""
"Einige Sorgen","2000","Saarland","Laendlicher Raum","","","",""
"Einige Sorgen","2000","Berlin","Staedtischer Raum","266","0.323141815478371","0.290854941929934","0.355428689026807"
"Einige Sorgen","2000","Berlin","Laendlicher Raum","","","",""
"Einige Sorgen","2000","Brandenburg","Staedtischer Raum","25","","",""
"Einige Sorgen","2000","Brandenburg","Laendlicher Raum","298","0.314082202905677","0.28437892546898","0.343785480342373"
"Einige Sorgen","2000","Mecklenburg-Vorpommern","Staedtischer Raum","21","","",""
"Einige Sorgen","2000","Mecklenburg-Vorpommern","Laendlicher Raum","152","0.305933790201555","0.265049886714964","0.346817693688145"
"Einige Sorgen","2000","Sachsen","Staedtischer Raum","285","0.326309365625911","0.294507699213954","0.358111032037867"
"Einige Sorgen","2000","Sachsen","Laendlicher Raum","298","0.310461308525412","0.280724820288271","0.340197796762554"
"Einige Sorgen","2000","Sachsen-Anhalt","Staedtischer Raum","59","0.291459605773011","0.229252119216787","0.353667092329236"
"Einige Sorgen","2000","Sachsen-Anhalt","Laendlicher Raum","262","0.276312552377503","0.24617980457806","0.306445300176947"
"Einige Sorgen","2000","Thueringen","Staedtischer Raum","98","0.324095056415935","0.269661346353119","0.378528766478751"
"Einige Sorgen","2000","Thueringen","Laendlicher Raum","254","0.304766207637952","0.272126199844469","0.337406215431435"
"Keine Sorgen","2000","Schleswig-Holstein","Staedtischer Raum","83","0.24830560013093","0.198409596602155","0.298201603659706"
"Keine Sorgen","2000","Schleswig-Holstein","Laendlicher Raum","59","0.128443072179124","0.0961747572231928","0.160711387135055"
"Keine Sorgen","2000","Hamburg","Staedtischer Raum","21","","",""
"Keine Sorgen","2000","Hamburg","Laendlicher Raum","","","",""
"Keine Sorgen","2000","Niedersachsen","Staedtischer Raum","54","0.0538709631986933","0.0396194122403683","0.0681225141570182"
"Keine Sorgen","2000","Niedersachsen","Laendlicher Raum","80","0.0737491282592988","0.0579704527103324","0.0895278038082652"
"Keine Sorgen","2000","Bremen","Staedtischer Raum","15","","",""
"Keine Sorgen","2000","Bremen","Laendlicher Raum","","","",""
"Keine Sorgen","2000","Nordrhein-Westfalen","Staedtischer Raum","383","0.075555738789247","0.0682029846035953","0.0829084929748988"
"Keine Sorgen","2000","Nordrhein-Westfalen","Laendlicher Raum","1","","",""
"Keine Sorgen","2000","Hessen","Staedtischer Raum","111","0.0767089816071478","0.0623956257940916","0.0910223374202041"
"Keine Sorgen","2000","Hessen","Laendlicher Raum","6","","",""
"Keine Sorgen","2000","Rheinland-Pfalz,Saarland","Staedtischer Raum","50","0.0492365357211486","0.036409745369135","0.0620633260731622"
"Keine Sorgen","2000","Rheinland-Pfalz,Saarland","Laendlicher Raum","20","","",""
"Keine Sorgen","2000","Baden-Wuerttemberg","Staedtischer Raum","239","0.085589727933851","0.0748693377558665","0.0963101181118355"
"Keine Sorgen","2000","Baden-Wuerttemberg","Laendlicher Raum","32","0.104489106098321","0.0698745786338555","0.139103633562787"
"Keine Sorgen","2000","Bayern","Staedtischer Raum","223","0.139385421053727","0.12209844902675","0.156672393080704"
"Keine Sorgen","2000","Bayern","Laendlicher Raum","147","0.0760533172321344","0.0638512974425681","0.0882553370217007"
"Keine Sorgen","2000","Saarland","Staedtischer Raum","","","",""
"Keine Sorgen","2000","Saarland","Laendlicher Raum","","","",""
"Keine Sorgen","2000","Berlin","Staedtischer Raum","48","0.0643476821826249","0.0474080384156745","0.0812873259495753"
"Keine Sorgen","2000","Berlin","Laendlicher Raum","","","",""
"Keine Sorgen","2000","Brandenburg","Staedtischer Raum","4","","",""
"Keine Sorgen","2000","Brandenburg","Laendlicher Raum","23","","",""
"Keine Sorgen","2000","Mecklenburg-Vorpommern","Staedtischer Raum","2","","",""
"Keine Sorgen","2000","Mecklenburg-Vorpommern","Laendlicher Raum","18","","",""
"Keine Sorgen","2000","Sachsen","Staedtischer Raum","40","0.0399887264387365","0.0266991295952646","0.0532783232822083"
"Keine Sorgen","2000","Sachsen","Laendlicher Raum","41","0.0519569743849876","0.0376929337630927","0.0662210150068825"
"Keine Sorgen","2000","Sachsen-Anhalt","Staedtischer Raum","5","","",""
"Keine Sorgen","2000","Sachsen-Anhalt","Laendlicher Raum","29","","",""
"Keine Sorgen","2000","Thueringen","Staedtischer Raum","6","","",""
"Keine Sorgen","2000","Thueringen","Laendlicher Raum","42","0.0568876720809335","0.0404631703322774","0.0733121738295896"
"Grosse Sorgen","2001","Schleswig-Holstein","Staedtischer Raum","76","0.322330701170004","0.266788462431934","0.377872939908075"
"Grosse Sorgen","2001","Schleswig-Holstein","Laendlicher Raum","155","0.463829211860881","0.41308438686087","0.514574036860892"
"Grosse Sorgen","2001","Hamburg","Staedtischer Raum","134","0.530213036140532","0.471010208650172","0.589415863630891"
"Grosse Sorgen","2001","Hamburg","Laendlicher Raum","","","",""
"Grosse Sorgen","2001","Niedersachsen","Staedtischer Raum","444","0.526162345296158","0.493209837927469","0.559114852664846"
"Grosse Sorgen","2001","Niedersachsen","Laendlicher Raum","516","0.567054775223264","0.535646207828188","0.59846334261834"
"Grosse Sorgen","2001","Bremen","Staedtischer Raum","81","0.541029824836246","0.463082520463205","0.618977129209288"
"Grosse Sorgen","2001","Bremen","Laendlicher Raum","","","",""
"Grosse Sorgen","2001","Nordrhein-Westfalen","Staedtischer Raum","2251","0.510343983784485","0.495730280334159","0.52495768723481"
"Grosse Sorgen","2001","Nordrhein-Westfalen","Laendlicher Raum","44","0.316483950568819","0.232207669285434","0.400760231852204"
"Grosse Sorgen","2001","Hessen","Staedtischer Raum","579","0.504373808595239","0.475737104568774","0.533010512621704"
"Grosse Sorgen","2001","Hessen","Laendlicher Raum","180","0.621026920980603","0.566130142776329","0.675923699184878"
"Grosse Sorgen","2001","Rheinland-Pfalz,Saarland","Staedtischer Raum","522","0.527853906236273","0.497187048931662","0.558520763540884"
"Grosse Sorgen","2001","Rheinland-Pfalz,Saarland","Laendlicher Raum","183","0.576201436535902","0.522559283666722","0.629843589405082"
"Grosse Sorgen","2001","Baden-Wuerttemberg","Staedtischer Raum","982","0.434776351884112","0.414613121968327","0.454939581799896"
"Grosse Sorgen","2001","Baden-Wuerttemberg","Laendlicher Raum","105","0.464670794915241","0.402969484519194","0.526372105311288"
"Grosse Sorgen","2001","Bayern","Staedtischer Raum","446","0.33098508579222","0.306379594489789","0.35559057709465"
"Grosse Sorgen","2001","Bayern","Laendlicher Raum","695","0.44213447379238","0.417867701181456","0.466401246403304"
"Grosse Sorgen","2001","Saarland","Staedtischer Raum","","","",""
"Grosse Sorgen","2001","Saarland","Laendlicher Raum","","","",""
"Grosse Sorgen","2001","Berlin","Staedtischer Raum","435","0.546682022049139","0.511879903223547","0.581484140874731"
"Grosse Sorgen","2001","Berlin","Laendlicher Raum","","","",""
"Grosse Sorgen","2001","Brandenburg","Staedtischer Raum","36","0.518069233460603","0.400170328127526","0.635968138793679"
"Grosse Sorgen","2001","Brandenburg","Laendlicher Raum","536","0.617140693287208","0.585043147050726","0.64923823952369"
"Grosse Sorgen","2001","Mecklenburg-Vorpommern","Staedtischer Raum","42","0.701483298969047","0.591910268208222","0.811056329729873"
"Grosse Sorgen","2001","Mecklenburg-Vorpommern","Laendlicher Raum","277","0.627320062756252","0.582294533821867","0.672345591690636"
"Grosse Sorgen","2001","Sachsen","Staedtischer Raum","406","0.55379425498873","0.518953583521766","0.588634926455694"
"Grosse Sorgen","2001","Sachsen","Laendlicher Raum","497","0.599425430682768","0.566464192683621","0.632386668681916"
"Grosse Sorgen","2001","Sachsen-Anhalt","Staedtischer Raum","108","0.545356740008216","0.473988825064445","0.616724654951986"
"Grosse Sorgen","2001","Sachsen-Anhalt","Laendlicher Raum","491","0.642571453086122","0.609486090253455","0.675656815918789"
"Grosse Sorgen","2001","Thueringen","Staedtischer Raum","157","0.613405657775437","0.555954976167181","0.670856339383692"
"Grosse Sorgen","2001","Thueringen","Laendlicher Raum","393","0.602437763057851","0.565815541174095","0.639059984941607"
"Einige Sorgen","2001","Schleswig-Holstein","Staedtischer Raum","105","0.409298202136714","0.350863921248245","0.467732483025183"
"Einige Sorgen","2001","Schleswig-Holstein","Laendlicher Raum","149","0.39096233717171","0.341308745048297","0.440615929295124"
"Einige Sorgen","2001","Hamburg","Staedtischer Raum","120","0.387646906749063","0.329852489781025","0.445441323717101"
"Einige Sorgen","2001","Hamburg","Laendlicher Raum","","","",""
"Einige Sorgen","2001","Niedersachsen","Staedtischer Raum","369","0.398361114307764","0.366052359770221","0.430669868845308"
"Einige Sorgen","2001","Niedersachsen","Laendlicher Raum","362","0.35795863445965","0.327569588140447","0.388347680778853"
"Einige Sorgen","2001","Bremen","Staedtischer Raum","60","0.387033363720195","0.3108446072321","0.46322212020829"
"Einige Sorgen","2001","Bremen","Laendlicher Raum","","","",""
"Einige Sorgen","2001","Nordrhein-Westfalen","Staedtischer Raum","1905","0.412042359685145","0.397653472918456","0.426431246451834"
"Einige Sorgen","2001","Nordrhein-Westfalen","Laendlicher Raum","67","0.609716599388949","0.521325362793512","0.698107835984386"
"Einige Sorgen","2001","Hessen","Staedtischer Raum","495","0.413292822796407","0.385088915683838","0.441496729908977"
"Einige Sorgen","2001","Hessen","Laendlicher Raum","112","0.35376076040305","0.299655566795352","0.407865954010749"
"Einige Sorgen","2001","Rheinland-Pfalz,Saarland","Staedtischer Raum","427","0.404664226715613","0.374513165766038","0.434815287665188"
"Einige Sorgen","2001","Rheinland-Pfalz,Saarland","Laendlicher Raum","124","0.351557813025085","0.299728757002731","0.403386869047439"
"Einige Sorgen","2001","Baden-Wuerttemberg","Staedtischer Raum","1140","0.47103588883132","0.450733035097229","0.491338742565412"
"Einige Sorgen","2001","Baden-Wuerttemberg","Laendlicher Raum","107","0.410043104236747","0.349196530593475","0.470889677880019"
"Einige Sorgen","2001","Bayern","Staedtischer Raum","734","0.519582840310724","0.493458424695107","0.545707255926342"
"Einige Sorgen","2001","Bayern","Laendlicher Raum","798","0.489354700000574","0.464929303613105","0.513780096388042"
"Einige Sorgen","2001","Saarland","Staedtischer Raum","","","",""
"Einige Sorgen","2001","Saarland","Laendlicher Raum","","","",""
"Einige Sorgen","2001","Berlin","Staedtischer Raum","306","0.400160200435765","0.365909346560818","0.434411054310712"
"Einige Sorgen","2001","Berlin","Laendlicher Raum","","","",""
"Einige Sorgen","2001","Brandenburg","Staedtischer Raum","25","","",""
"Einige Sorgen","2001","Brandenburg","Laendlicher Raum","310","0.3439913556336","0.312623221784611","0.375359489482589"
"Einige Sorgen","2001","Mecklenburg-Vorpommern","Staedtischer Raum","21","","",""
"Einige Sorgen","2001","Mecklenburg-Vorpommern","Laendlicher Raum","151","0.334842032401774","0.290895095376647","0.378788969426902"
"Einige Sorgen","2001","Sachsen","Staedtischer Raum","327","0.385637623971098","0.351522518416741","0.419752729525454"
"Einige Sorgen","2001","Sachsen","Laendlicher Raum","309","0.344688295103558","0.312719116607208","0.376657473599908"
"Einige Sorgen","2001","Sachsen-Anhalt","Staedtischer Raum","73","0.404810873180864","0.334458157436287","0.475163588925441"
"Einige Sorgen","2001","Sachsen-Anhalt","Laendlicher Raum","286","0.321008976337772","0.28877816968397","0.353239782991575"
"Einige Sorgen","2001","Thueringen","Staedtischer Raum","106","0.346054487227576","0.289932043320351","0.402176931134801"
"Einige Sorgen","2001","Thueringen","Laendlicher Raum","256","0.341515951867319","0.30602937080796","0.377002532926679"
"Keine Sorgen","2001","Schleswig-Holstein","Staedtischer Raum","91","0.268371096693282","0.215711571794161","0.321030621592403"
"Keine Sorgen","2001","Schleswig-Holstein","Laendlicher Raum","67","0.145208450967409","0.109358613388296","0.181058288546523"
"Keine Sorgen","2001","Hamburg","Staedtischer Raum","19","","",""
"Keine Sorgen","2001","Hamburg","Laendlicher Raum","","","",""
"Keine Sorgen","2001","Niedersachsen","Staedtischer Raum","69","0.0754765403960778","0.0580432743068085","0.0929098064853471"
"Keine Sorgen","2001","Niedersachsen","Laendlicher Raum","78","0.0749865903170856","0.0582916464791771","0.0916815341549941"
"Keine Sorgen","2001","Bremen","Staedtischer Raum","16","","",""
"Keine Sorgen","2001","Bremen","Laendlicher Raum","","","",""
"Keine Sorgen","2001","Nordrhein-Westfalen","Staedtischer Raum","339","0.0776136565303701","0.0697918197838171","0.0854354932769232"
"Keine Sorgen","2001","Nordrhein-Westfalen","Laendlicher Raum","6","","",""
"Keine Sorgen","2001","Hessen","Staedtischer Raum","97","0.0823333686083538","0.0665899132949161","0.0980768239217915"
"Keine Sorgen","2001","Hessen","Laendlicher Raum","8","","",""
"Keine Sorgen","2001","Rheinland-Pfalz,Saarland","Staedtischer Raum","69","0.0674818670481141","0.0520720887792975","0.0828916453169307"
"Keine Sorgen","2001","Rheinland-Pfalz,Saarland","Laendlicher Raum","19","","",""
"Keine Sorgen","2001","Baden-Wuerttemberg","Staedtischer Raum","200","0.0941877592845679","0.0823072978592182","0.106068220709918"
"Keine Sorgen","2001","Baden-Wuerttemberg","Laendlicher Raum","39","0.125286100848012","0.0843321607525275","0.166240040943496"
"Keine Sorgen","2001","Bayern","Staedtischer Raum","225","0.149432073897056","0.130790338390321","0.168073809403791"
"Keine Sorgen","2001","Bayern","Laendlicher Raum","116","0.0685108262070465","0.0561673189339008","0.0808543334801923"
"Keine Sorgen","2001","Saarland","Staedtischer Raum","","","",""
"Keine Sorgen","2001","Saarland","Laendlicher Raum","","","",""
"Keine Sorgen","2001","Berlin","Staedtischer Raum","45","0.0531577775150957","0.0374736980638728","0.0688418569663187"
"Keine Sorgen","2001","Berlin","Laendlicher Raum","","","",""
"Keine Sorgen","2001","Brandenburg","Staedtischer Raum","8","","",""
"Keine Sorgen","2001","Brandenburg","Laendlicher Raum","35","0.0388679510791922","0.0261051062225076","0.0516307959358767"
"Keine Sorgen","2001","Mecklenburg-Vorpommern","Staedtischer Raum","4","","",""
"Keine Sorgen","2001","Mecklenburg-Vorpommern","Laendlicher Raum","15","","",""
"Keine Sorgen","2001","Sachsen","Staedtischer Raum","49","0.0605681210401724","0.0438495401108373","0.0772867019695075"
"Keine Sorgen","2001","Sachsen","Laendlicher Raum","43","0.0558862742136737","0.0404351892610106","0.0713373591663368"
"Keine Sorgen","2001","Sachsen-Anhalt","Staedtischer Raum","6","","",""
"Keine Sorgen","2001","Sachsen-Anhalt","Laendlicher Raum","29","","",""
"Keine Sorgen","2001","Thueringen","Staedtischer Raum","13","","",""
"Keine Sorgen","2001","Thueringen","Laendlicher Raum","37","0.05604628507483","0.0388341478886814","0.0732584222609786"
"Grosse Sorgen","2002","Schleswig-Holstein","Staedtischer Raum","79","0.321016962439448","0.26879269506815","0.373241229810745"
"Grosse Sorgen","2002","Schleswig-Holstein","Laendlicher Raum","137","0.413783802443808","0.365994173375384","0.461573431512231"
