year,pgisced97,quintil_oecd,pli0092_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2011,Second Stage of Tertiary Education,4th Quintile,Never,0.00870121357484139,228,20781,0.008675103305909591,0.00872732384377319
2011,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.0535145316807574,1327,20781,0.053451259619466854,0.053577803742047944
2011,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.010378806650420453,219,20781,0.010350314360958793,0.010407298939882112
2011,Second Stage of Tertiary Education,5th Quintile,Seldom,0.012735502266407338,356,20781,0.01270397807599143,0.012767026456823247
2011,Second Stage of Tertiary Education,5th Quintile,Never,0.01447471202551067,384,20781,0.01444113378034255,0.014508290270678792
2013,Pre-primary Level,1st Quintile,At least once per week,0.0008865882965775217,63,24450,0.0008789548006749891,0.0008942217924800542
2013,Pre-primary Level,2nd Quintile,At least once per week,0.002026056041842019,84,24450,0.0020145230917247956,0.0020375889919592425
2013,Pre-primary Level,3rd Quintile,At least once per week,0.002311242292660814,70,24450,0.0022989261315167478,0.00232355845380488
2013,Pre-primary Level,4th Quintile,At least once per week,0.0023669769074660986,63,24450,0.002354513479612289,0.002379440335319908
2013,Pre-primary Level,5th Quintile,At least once per week,0.0022971272131836083,61,24450,0.0022848486310369743,0.0023094057953302423
2013,Primary Level,1st Quintile,At least once per week,0.0017844095799150236,35,24450,0.001773584913221506,0.0017952342466085412
2013,Primary Level,1st Quintile,Never,0.004504624442254205,140,24450,0.004487449155236839,0.004521799729271571
2013,Primary Level,2nd Quintile,Never,0.0017896788899438062,48,24450,0.001778838281179986,0.0018005194987076264
2013,Lower Secondary Level,1st Quintile,At least once per week,0.009587199315627794,247,24450,0.00956220685101073,0.009612191780244857
2013,Lower Secondary Level,1st Quintile,At least once per month,0.0011538809486452547,39,24450,0.0011451736211325505,0.001162588276157959
2013,Lower Secondary Level,1st Quintile,Seldom,0.003918572438403711,119,24450,0.003902548604065052,0.003934596272742371
2013,Lower Secondary Level,1st Quintile,Never,0.0233443914064668,633,24450,0.02330566411824548,0.02338311869468812
2013,Lower Secondary Level,2nd Quintile,At least once per week,0.010434679441133122,230,24450,0.010408616892976516,0.010460741989289727
2013,Lower Secondary Level,2nd Quintile,Seldom,0.003927902466553596,78,24450,0.003911859642506384,0.003943945290600807
2013,Lower Secondary Level,2nd Quintile,Never,0.016243865659962758,348,24450,0.01621144338335091,0.016276287936574606
2013,Lower Secondary Level,3rd Quintile,At least once per week,0.007536462518779,176,24450,0.007514280751877578,0.007558644285680421
2013,Lower Secondary Level,3rd Quintile,Seldom,0.0025725430138651916,54,24450,0.002559550982286572,0.0025855350454438114
2013,Lower Secondary Level,3rd Quintile,Never,0.009432183618876004,197,24450,0.00940739208969787,0.00945697514805414
2013,Lower Secondary Level,4th Quintile,At least once per week,0.006605851030794039,123,24450,0.006585074153636692,0.0066266279079513855
2013,Lower Secondary Level,4th Quintile,Seldom,0.0015377840549532266,32,24450,0.0015277339966897749,0.0015478341132166783
2013,Lower Secondary Level,4th Quintile,Never,0.005867543330810628,111,24450,0.0058479546421093985,0.005887132019511858
2013,Lower Secondary Level,5th Quintile,At least once per week,0.0033686648327806764,71,24450,0.0033538037225471426,0.00338352594301421
2013,Lower Secondary Level,5th Quintile,Never,0.002140160611415639,42,24450,0.00212830802744516,0.002152013195386118
2013,Upper Secondary Level,1st Quintile,At least once per week,0.029992784598431733,805,24450,0.029949037327880304,0.03003653186898316
2013,Upper Secondary Level,1st Quintile,At least once per month,0.0040345989739126965,97,24450,0.004018340589115024,0.004050857358710369
2013,Upper Secondary Level,1st Quintile,Seldom,0.01534777866662823,420,24450,0.015316249007059584,0.015379308326196875
2013,Upper Secondary Level,1st Quintile,Never,0.04766961079809491,1399,24450,0.047614963372184654,0.04772425822400517
2013,Upper Secondary Level,2nd Quintile,At least once per week,0.04440525833763074,1099,24450,0.04435242486443464,0.044458091810826834
2013,Upper Secondary Level,2nd Quintile,At least once per month,0.005545900002701831,123,24450,0.0055268527004262245,0.005564947304977438
2013,Upper Secondary Level,2nd Quintile,Seldom,0.01618626507377493,447,24450,0.01615389938525754,0.016218630762292317
2013,Upper Secondary Level,2nd Quintile,Never,0.05024854678026292,1267,24450,0.0501925166255277,0.050304576934998145
2013,Upper Secondary Level,3rd Quintile,At least once per week,0.055118895620195,1194,24450,0.05506036354510484,0.055177427695285164
2013,Upper Secondary Level,3rd Quintile,At least once per month,0.0065472240490416535,135,24450,0.006526538964480413,0.006567909133602894
2013,Upper Secondary Level,3rd Quintile,Seldom,0.019362221656371293,400,24450,0.019326879992733022,0.019397563320009564
2013,Upper Secondary Level,3rd Quintile,Never,0.04173219208742711,932,24450,0.04168090191801355,0.041783482256840664
2013,Upper Secondary Level,4th Quintile,At least once per week,0.05672019171073205,1099,24450,0.05666086582930134,0.056779517592162765
2013,Upper Secondary Level,4th Quintile,At least once per month,0.0056683958782890505,116,24450,0.0056491405559227865,0.005687651200655315
2013,Upper Secondary Level,4th Quintile,Seldom,0.019937298385394518,393,24450,0.019901446238229356,0.01997315053255968
2013,Upper Secondary Level,4th Quintile,Never,0.03393891663105332,683,24450,0.03389247511734992,0.03398535814475672
2013,Upper Secondary Level,5th Quintile,At least once per week,0.04582333014834433,973,24450,0.045769699529780584,0.04587696076690808
2013,Upper Secondary Level,5th Quintile,At least once per month,0.003274647581273689,70,24450,0.003259994629447041,0.0032893005331003367
2013,Upper Secondary Level,5th Quintile,Seldom,0.012598984835230368,257,24450,0.012570378011058134,0.012627591659402602
2013,Upper Secondary Level,5th Quintile,Never,0.020654965157558176,429,24450,0.020618486807920867,0.020691443507195484
2013,Post-secondary Non-tertiary Level,1st Quintile,At least once per week,0.0038468122510758834,118,24450,0.0038309352437512633,0.0038626892584005036
2013,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.0017544108835247216,54,24450,0.0017436774309500414,0.0017651443360994017
2013,Post-secondary Non-tertiary Level,1st Quintile,Never,0.0025570967366704586,115,24450,0.002544143667440184,0.0025700498059007333
2013,Post-secondary Non-tertiary Level,2nd Quintile,At least once per week,0.0052160074954260465,165,24450,0.005197532319486509,0.005234482671365584
2013,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.0013636743869265958,60,24450,0.0013542095288350806,0.001373139245018111
2013,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.0024681494751326704,115,24450,0.0024554231152615754,0.0024808758350037654
2013,Post-secondary Non-tertiary Level,3rd Quintile,At least once per week,0.00677451655564684,195,24450,0.00675347789122207,0.006795555220071609
2013,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.0020716018741169973,49,24450,0.002059940279944284,0.0020832634682897105
2013,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.004016927127289779,95,24450,0.00400070424411802,0.004033150010461539
2013,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.010024019329197711,222,24450,0.00999846947877954,0.010049569179615882
2013,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.0015496822980976413,44,24450,0.0015395934948799963,0.0015597711013152864
2013,Post-secondary Non-tertiary Level,4th Quintile,Never,0.003407959309887945,83,24450,0.003393012070400712,0.003422906549375178
2013,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.009897261018109503,229,24450,0.009871871601125367,0.009922650435093638
2013,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.001907638521803855,55,24450,0.0018964470168009839,0.0019188300268067262
2013,Post-secondary Non-tertiary Level,5th Quintile,Never,0.004043349706734771,77,24450,0.004027073771400301,0.004059625642069241
2013,First Stage of Tertiary Education,1st Quintile,At least once per week,0.002731304866066729,61,24450,0.002717919006395387,0.0027446907257380714
2013,First Stage of Tertiary Education,1st Quintile,Never,0.0033497484344455148,64,24450,0.003334928967850602,0.0033645679010404273
2013,First Stage of Tertiary Education,2nd Quintile,At least once per week,0.004486038189172375,112,24450,0.0044688982117237555,0.004503178166620995
2013,First Stage of Tertiary Education,2nd Quintile,Seldom,0.001897673717484833,50,24450,0.0018865114251927157,0.0019088360097769502
2013,First Stage of Tertiary Education,2nd Quintile,Never,0.0035422309940468964,110,24450,0.0035269931693299532,0.0035574688187638395
2013,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.006467880281405601,187,24450,0.006447320095954802,0.0064884404668564
2013,First Stage of Tertiary Education,3rd Quintile,Seldom,0.0023362218565198,69,24450,0.0023238394736343608,0.002348604239405239
2013,First Stage of Tertiary Education,3rd Quintile,Never,0.003982070432540042,111,24450,0.003965917806736955,0.0039982230583431285
2013,First Stage of Tertiary Education,4th Quintile,At least once per week,0.009637077448166914,210,24450,0.009612020686256273,0.009662134210077555
2013,First Stage of Tertiary Education,4th Quintile,At least once per month,0.0022139104033588454,38,24450,0.002201855774925693,0.0022259650317919977
2013,First Stage of Tertiary Education,4th Quintile,Seldom,0.0037004777648573456,83,24450,0.0036849045259580403,0.003716051003756651
2013,First Stage of Tertiary Education,4th Quintile,Never,0.0038856234969046775,94,24450,0.0038696669083128467,0.0039015800854965083
2013,First Stage of Tertiary Education,5th Quintile,At least once per week,0.011903713658112023,253,24450,0.011875897576326053,0.011931529739897993
2013,First Stage of Tertiary Education,5th Quintile,Seldom,0.0033577797999391444,65,24450,0.003342942638166462,0.0033726169617118266
2013,First Stage of Tertiary Education,5th Quintile,Never,0.003613294759826334,79,24450,0.003597905393309469,0.0036286841263431994
2013,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.008198866434525819,204,24450,0.00817573810367588,0.008221994765375757
2013,Second Stage of Tertiary Education,1st Quintile,Seldom,0.0022435433371655817,56,24450,0.0022314084821941408,0.0022556781921370225
2013,Second Stage of Tertiary Education,1st Quintile,Never,0.0028918455299340342,109,24450,0.0028780729987338523,0.002905618061134216
2013,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.01081895652940856,333,24450,0.01079242357164047,0.01084548948717665
2013,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.0007604957555852414,33,24450,0.0007534254484462831,0.0007675660627241998
2013,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.0028633139935699448,89,24450,0.0028496093760100177,0.002877018611129872
2013,Second Stage of Tertiary Education,2nd Quintile,Never,0.005052575149560299,149,24450,0.005034390223382088,0.005070760075738511
2013,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.016838022147576164,495,24450,0.016805022206769354,0.016871022088382974
2013,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.0015114955542081098,60,24450,0.0015015316382210426,0.001521459470195177
2013,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.004559025290784494,126,24450,0.004541747077020004,0.0045763035045489845
2013,Second Stage of Tertiary Education,3rd Quintile,Never,0.005926572377425472,175,24450,0.005906885986084783,0.00594625876876616
2013,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.03215020591603811,832,24450,0.03210496296280114,0.03219544886927508
2013,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.0038600737132876042,93,24450,0.0038441694682553674,0.003875977958319841
2013,Second Stage of Tertiary Education,4th Quintile,Seldom,0.0071116950330387925,198,24450,0.007090142821287279,0.007133247244790306
2013,Second Stage of Tertiary Education,4th Quintile,Never,0.006817277044202588,214,24450,0.006796172540913717,0.0068383815474914586
2013,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.06883559183397997,1778,24450,0.06877065743957589,0.06890052622838405
2013,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.0060800467684587805,154,24450,0.0060601086464185045,0.006099984890499057
2013,Second Stage of Tertiary Education,5th Quintile,Seldom,0.01022185750235883,298,24450,0.010196059330828037,0.010247655673889624
2013,Second Stage of Tertiary Education,5th Quintile,Never,0.014807991691143996,390,24450,0.014777012961356776,0.014838970420931215
2015,Pre-primary Level,1st Quintile,At least once per week,0.001611878984484472,67,23926,0.0016020186796480006,0.0016217392893209434
2015,Pre-primary Level,2nd Quintile,At least once per week,0.0016655954614911259,57,23926,0.0016555724735943234,0.0016756184493879284
2015,Pre-primary Level,3rd Quintile,At least once per week,0.0012909661136434188,46,23926,0.0012821403695026598,0.001299791857784178
2015,Pre-primary Level,4th Quintile,At least once per week,0.001100152256220773,40,23926,0.0010920040541093413,0.0011083004583322047
2015,Pre-primary Level,5th Quintile,At least once per week,0.0012615333410516882,33,23926,0.0012528086576255976,0.0012702580244777788
2015,Primary Level,1st Quintile,At least once per week,0.00204763568682259,48,23926,0.0020365246222065017,0.0020587467514386784
2015,Primary Level,1st Quintile,Never,0.0059196618267782705,193,23926,0.005900806519546832,0.005938517134009709
2015,Primary Level,2nd Quintile,Never,0.002044620727413361,52,23926,0.0020335178290606056,0.002055723625766116
2015,Lower Secondary Level,1st Quintile,At least once per week,0.009692511984911075,273,23926,0.009668430812485692,0.009716593157336459
2015,Lower Secondary Level,1st Quintile,At least once per month,0.00160817629790939,33,23926,0.0015983273064944885,0.0016180252893242917
2015,Lower Secondary Level,1st Quintile,Seldom,0.004067663680806415,98,23926,0.004052019174663194,0.004083308186949635
2015,Lower Secondary Level,1st Quintile,Never,0.026802925926844804,676,23926,0.026763228174058278,0.02684262367963133
2015,Lower Secondary Level,2nd Quintile,At least once per week,0.008829441598900733,210,23926,0.008806447561238159,0.008852435636563308
2015,Lower Secondary Level,2nd Quintile,Seldom,0.003325647587253468,84,23926,0.003311496520591316,0.0033397986539156197
2015,Lower Secondary Level,2nd Quintile,Never,0.018524155789049278,430,23926,0.01849101342811924,0.018557298149979317
2015,Lower Secondary Level,3rd Quintile,At least once per week,0.00798763696982928,155,23926,0.007965757231485057,0.008009516708173504
2015,Lower Secondary Level,3rd Quintile,Seldom,0.0021729103877462124,58,23926,0.0021614651985636278,0.002184355576928797
2015,Lower Secondary Level,3rd Quintile,Never,0.01086197229347575,232,23926,0.010836494769599822,0.010887449817351678
2015,Lower Secondary Level,4th Quintile,At least once per week,0.004821657046992375,100,23926,0.00480463063887353,0.00483868345511122
2015,Lower Secondary Level,4th Quintile,Seldom,0.0020287429267292446,45,23926,0.002017683135005865,0.002039802718452624
2015,Lower Secondary Level,4th Quintile,Never,0.006748494786036359,118,23926,0.0067283711016754635,0.006768618470397255
2015,Lower Secondary Level,5th Quintile,At least once per week,0.0035073890447804585,66,23926,0.0034928577793922827,0.0035219203101686343
2015,Lower Secondary Level,5th Quintile,Never,0.0018256265691915408,35,23926,0.0018151339574181734,0.0018361191809649082
2015,Upper Secondary Level,1st Quintile,At least once per week,0.025481747626972803,623,23926,0.025443014370062248,0.025520480883883357
2015,Upper Secondary Level,1st Quintile,At least once per month,0.00612243266943297,112,23926,0.006103259104191687,0.006141606234674252
2015,Upper Secondary Level,1st Quintile,Seldom,0.010663744255969191,295,23926,0.01063849775211002,0.010688990759828362
2015,Upper Secondary Level,1st Quintile,Never,0.05209395672993288,1387,23926,0.05203933685000824,0.05214857660985752
2015,Upper Secondary Level,2nd Quintile,At least once per week,0.036560669140107006,894,23926,0.03651453805437123,0.036606800225842784
2015,Upper Secondary Level,2nd Quintile,At least once per month,0.005277894116498909,123,23926,0.005260084455868217,0.0052957037771296
2015,Upper Secondary Level,2nd Quintile,Seldom,0.01557532827441377,420,23926,0.015544892505942013,0.015605764042885528
2015,Upper Secondary Level,2nd Quintile,Never,0.06090214877036216,1480,23926,0.0608433665273484,0.06096093101337592
2015,Upper Secondary Level,3rd Quintile,At least once per week,0.042562131497486555,957,23926,0.04251251325154275,0.04261174974343036
2015,Upper Secondary Level,3rd Quintile,At least once per month,0.006335677629849606,151,23926,0.006316175106495369,0.006355180153203843
2015,Upper Secondary Level,3rd Quintile,Seldom,0.01719713487496767,337,23926,0.017165180106277697,0.017229089643657644
2015,Upper Secondary Level,3rd Quintile,Never,0.048158262592366656,1034,23926,0.0481056375813297,0.04821088760340361
2015,Upper Secondary Level,4th Quintile,At least once per week,0.04938253741385657,1025,23926,0.04932928196895069,0.04943579285876245
2015,Upper Secondary Level,4th Quintile,At least once per month,0.005612587951458262,120,23926,0.005594225366788958,0.005630950536127565
2015,Upper Secondary Level,4th Quintile,Seldom,0.018061878892923815,366,23926,0.018029144978262843,0.018094612807584787
2015,Upper Secondary Level,4th Quintile,Never,0.03550336010031208,730,23926,0.035457876010256975,0.03554884419036719
2015,Upper Secondary Level,5th Quintile,At least once per week,0.0386984431647918,832,23926,0.038651035234862095,0.0387458510947215
2015,Upper Secondary Level,5th Quintile,At least once per month,0.003867406903203927,83,23926,0.003852150824105695,0.0038826629823021587
2015,Upper Secondary Level,5th Quintile,Seldom,0.009477049721656262,215,23926,0.009453235122639188,0.009500864320673336
2015,Upper Secondary Level,5th Quintile,Never,0.02126492987344696,452,23926,0.02122946985353742,0.0213003898933565
2015,Post-secondary Non-tertiary Level,1st Quintile,At least once per week,0.00351229796674591,109,23926,0.003497756571791763,0.003526839361700057
2015,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.0017229507748031756,37,23926,0.0017127569679462906,0.0017331445816600607
2015,Post-secondary Non-tertiary Level,1st Quintile,Never,0.0046062097240716,178,23926,0.004589566259342332,0.004622853188800869
2015,Post-secondary Non-tertiary Level,2nd Quintile,At least once per week,0.005810247155404591,168,23926,0.005791565886701975,0.005828928424107207
2015,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.0015174342132853113,63,23926,0.001507866688377541,0.0015270017381930816
2015,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.004574845402188537,154,23926,0.004558258436761735,0.004591432367615339
2015,Post-secondary Non-tertiary Level,3rd Quintile,At least once per week,0.006746551756277816,193,23926,0.0067264309494553115,0.006766672563100321
2015,Post-secondary Non-tertiary Level,3rd Quintile,At least once per month,0.0017956343990400258,40,23926,0.0017852281764012155,0.001806040621678836
2015,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.0023200009644347335,57,23926,0.002308175610771059,0.002331826318098408
2015,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.005247184967580158,154,23926,0.005229426920714793,0.005264943014445522
2015,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.011275487399162173,218,23926,0.011249534867162138,0.011301439931162208
2015,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.002173225864694463,54,23926,0.002161779846508768,0.0021846718828801583
2015,Post-secondary Non-tertiary Level,4th Quintile,Never,0.004842896540396686,105,23926,0.004825832854747965,0.004859960226045407
2015,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.009605987006153071,229,23926,0.009582012513626583,0.009629961498679559
2015,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.0027474824516482243,52,23926,0.0027346164246962123,0.0027603484786002364
2015,Post-secondary Non-tertiary Level,5th Quintile,Never,0.00318756493112422,64,23926,0.003173709799173841,0.0032014200630745993
2015,First Stage of Tertiary Education,1st Quintile,At least once per week,0.0022903201822979426,40,23926,0.0022785705408066297,0.0023020698237892555
2015,First Stage of Tertiary Education,1st Quintile,Never,0.0031848044291936895,60,23926,0.0031709552787921804,0.0031986535795951987
2015,First Stage of Tertiary Education,2nd Quintile,At least once per week,0.0038060046465671835,101,23926,0.003790869694863285,0.003821139598271082
2015,First Stage of Tertiary Education,2nd Quintile,Seldom,0.0013764419664184836,37,23926,0.001367329115221695,0.0013855548176152721
2015,First Stage of Tertiary Education,2nd Quintile,Never,0.005532471117869932,125,23926,0.005514239328122351,0.0055507029076175135
2015,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.005720480595959972,130,23926,0.005701943362146594,0.005739017829773351
2015,First Stage of Tertiary Education,3rd Quintile,Seldom,0.0025867250864468013,58,23926,0.0025742401271140257,0.002599210045779577
2015,First Stage of Tertiary Education,3rd Quintile,Never,0.004566077627840618,128,23926,0.00454950649166765,0.004582648764013586
2015,First Stage of Tertiary Education,4th Quintile,At least once per week,0.008096683479918884,170,23926,0.008074656108505805,0.008118710851331964
2015,First Stage of Tertiary Education,4th Quintile,Seldom,0.004195909306470518,85,23926,0.004180021116578723,0.004211797496362312
2015,First Stage of Tertiary Education,4th Quintile,Never,0.005259221687015981,105,23926,0.005241443391446085,0.005276999982585877
2015,First Stage of Tertiary Education,5th Quintile,At least once per week,0.009647118060297956,210,23926,0.009623092794333092,0.009671143326262819
2015,First Stage of Tertiary Education,5th Quintile,Seldom,0.004181117903971105,72,23926,0.004165257625503765,0.004196978182438446
2015,First Stage of Tertiary Education,5th Quintile,Never,0.004702763598637158,97,23926,0.004685947416770703,0.004719579780503612
2015,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.010928138157671075,215,23926,0.010902584007986209,0.01095369230735594
2015,Second Stage of Tertiary Education,1st Quintile,Seldom,0.0018152865999026145,49,23926,0.001804823690116369,0.00182574950968886
2015,Second Stage of Tertiary Education,1st Quintile,Never,0.006224923360945916,186,23926,0.0062055909740805215,0.00624425574781131
2015,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.009043836178705062,308,23926,0.00902056716434348,0.009067105193066645
2015,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.0013432632589162926,31,23926,0.0013342607593614427,0.0013522657584711425
2015,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.00196727776342286,80,23926,0.001956386465089015,0.001978169061756705
2015,Second Stage of Tertiary Education,2nd Quintile,Never,0.006705309514594341,218,23926,0.006685249885697522,0.006725369143491159
2015,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.018103775993038255,504,23926,0.01807100483403853,0.01813654715203798
2015,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.0022846217816284934,67,23926,0.002272886732497781,0.0022963568307592056
2015,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.004974693876628732,124,23926,0.004957400704424889,0.004991987048832575
2015,Second Stage of Tertiary Education,3rd Quintile,Never,0.008206663210452617,244,23926,0.008184487970846224,0.00822883845005901
2015,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.03020253555912891,758,23926,0.030160469033235174,0.030244602085022644
2015,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.00424975143954978,95,23926,0.0042337620678284706,0.004265740811271089
2015,Second Stage of Tertiary Education,4th Quintile,Seldom,0.007420393375673796,202,23926,0.007399298811303824,0.007441487940043768
2015,Second Stage of Tertiary Education,4th Quintile,Never,0.009289465807186344,274,23926,0.009265885840715447,0.009313045773657241
2015,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.06741939407806388,1587,23926,0.06735776154251985,0.06748102661360791
2015,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.006885000371957702,161,23926,0.006864675576801408,0.006905325167113997
2015,Second Stage of Tertiary Education,5th Quintile,Seldom,0.010882798332793844,310,23926,0.010857296664610121,0.010908300000977566
2015,Second Stage of Tertiary Education,5th Quintile,Never,0.016674410645450617,435,23926,0.016642936906420616,0.016705884384480618
2017,Pre-primary Level,1st Quintile,At least once per week,0.0012643246148687653,58,23170,0.001255011926203164,0.0012736373035343667
2017,Pre-primary Level,2nd Quintile,At least once per week,0.0012352149892810177,52,23170,0.0012260099977520326,0.0012444199808100027
2017,Pre-primary Level,3rd Quintile,At least once per week,0.001406704509942743,50,23170,0.0013968821404136836,0.0014165268794718022
2017,Pre-primary Level,4th Quintile,At least once per week,0.002428999626173194,43,23170,0.0024160991382151885,0.002441900114131199
2017,Pre-primary Level,5th Quintile,At least once per week,0.0016432894966781969,41,23170,0.0016326744864659545,0.0016539045068904392
2017,Primary Level,1st Quintile,At least once per week,0.002187732999248324,195,23170,0.002175488470248397,0.002199977528248251
2017,Primary Level,1st Quintile,Seldom,0.001148284085902852,82,23170,0.0011394085274423218,0.0011571596443633821
2017,Primary Level,1st Quintile,Never,0.007165324684083239,443,23170,0.00714322037668725,0.007187428991479228
2017,Primary Level,2nd Quintile,At least once per week,0.0010069055605188204,34,23170,0.000998593740729607,0.0010152173803080337
2017,Primary Level,2nd Quintile,Never,0.002789724776302933,66,23170,0.002775902022970596,0.0028035475296352697
2017,Lower Secondary Level,1st Quintile,At least once per week,0.011254088939642751,353,23170,0.011226443848400483,0.01128173403088502
2017,Lower Secondary Level,1st Quintile,At least once per month,0.0012661830754877599,51,23170,0.0012568635535359478,0.001275502597439572
2017,Lower Secondary Level,1st Quintile,Seldom,0.0034738172469672255,154,23170,0.0034583978160219013,0.0034892366779125496
2017,Lower Secondary Level,1st Quintile,Never,0.025202255670238437,744,23170,0.025161178788258073,0.025243332552218802
2017,Lower Secondary Level,2nd Quintile,At least once per week,0.008497308707665175,168,23170,0.008473253553041661,0.008521363862288689
2017,Lower Secondary Level,2nd Quintile,Seldom,0.0025551330533905826,68,23170,0.0025419026917384204,0.0025683634150427447
2017,Lower Secondary Level,2nd Quintile,Never,0.01770319079148371,361,23170,0.01766863127581115,0.01773775030715627
2017,Lower Secondary Level,3rd Quintile,At least once per week,0.007266278696370633,122,23170,0.00724402034885901,0.007288537043882257
2017,Lower Secondary Level,3rd Quintile,Seldom,0.003139741653342276,57,23170,0.0031250799440431273,0.0031544033626414243
2017,Lower Secondary Level,3rd Quintile,Never,0.012548258697846888,210,23170,0.012519086430986268,0.012577430964707507
2017,Lower Secondary Level,4th Quintile,At least once per week,0.006124168561459193,100,23170,0.006103722477555771,0.0061446146453626145
2017,Lower Secondary Level,4th Quintile,Never,0.006493124394755515,100,23170,0.006472075329912893,0.006514173459598137
2017,Lower Secondary Level,5th Quintile,At least once per week,0.003886223335304952,63,23170,0.003869917657489635,0.0039025290131202693
2017,Upper Secondary Level,1st Quintile,At least once per week,0.0275105054157223,679,23170,0.02746763948578672,0.027553371345657884
2017,Upper Secondary Level,1st Quintile,At least once per month,0.004134775950263096,120,23170,0.004117959017796317,0.004151592882729874
2017,Upper Secondary Level,1st Quintile,Seldom,0.012864945750846212,321,23170,0.012835412396732799,0.012894479104959626
2017,Upper Secondary Level,1st Quintile,Never,0.04725850384112075,1302,23170,0.047202894464004885,0.047314113218236614
2017,Upper Secondary Level,2nd Quintile,At least once per week,0.03872167616177648,827,23170,0.038671114405034894,0.03877223791851806
2017,Upper Secondary Level,2nd Quintile,At least once per month,0.005974716146555798,140,23170,0.005954519565350099,0.005994912727761496
2017,Upper Secondary Level,2nd Quintile,Seldom,0.012667589390427168,329,23170,0.012638280512535974,0.012696898268318362
2017,Upper Secondary Level,2nd Quintile,Never,0.06011107236939334,1345,23170,0.06004877983358737,0.060173364905199304
2017,Upper Secondary Level,3rd Quintile,At least once per week,0.043319039140067406,878,23170,0.04326568802769352,0.043372390252441294
2017,Upper Secondary Level,3rd Quintile,At least once per month,0.005383211307887754,106,23170,0.005364034818143385,0.005402387797632123
2017,Upper Secondary Level,3rd Quintile,Seldom,0.015756901415409686,318,23170,0.015724264650441352,0.01578953818037802
2017,Upper Secondary Level,3rd Quintile,Never,0.04385618324579748,923,23170,0.043802517455071466,0.04390984903652349
2017,Upper Secondary Level,4th Quintile,At least once per week,0.04375814716864839,865,23170,0.04370453864560997,0.04381175569168681
2017,Upper Secondary Level,4th Quintile,At least once per month,0.006701203330992179,109,23170,0.006679821895538583,0.006722584766445775
2017,Upper Secondary Level,4th Quintile,Seldom,0.01658113594068928,314,23170,0.016547670471886787,0.016614601409491773
2017,Upper Secondary Level,4th Quintile,Never,0.0376999822964418,650,23170,0.03765006554361871,0.037749899049264894
2017,Upper Secondary Level,5th Quintile,At least once per week,0.03933703598283334,734,23170,0.039286090363482434,0.03938798160218425
2017,Upper Secondary Level,5th Quintile,At least once per month,0.004425462611789624,84,23170,0.004408067119078942,0.004442858104500306
2017,Upper Secondary Level,5th Quintile,Seldom,0.011490575416344432,188,23170,0.011462644717523238,0.011518506115165627
2017,Upper Secondary Level,5th Quintile,Never,0.019519842572169852,361,23170,0.019483586724307243,0.01955609842003246
2017,Post-secondary Non-tertiary Level,1st Quintile,At least once per week,0.004387517476457702,131,23170,0.0043701963910927665,0.004404838561822637
