,Unnamed: 0,year,pgisced97,sampreg,pli0092_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
304,304,1998,Pre-primary Level,East,At least once per week,1.0,67,13297,0.85938,1.14816
305,305,1998,Primary Level,West,At least once per week,0.08783,31,13297,0.06213,0.11412
306,306,1998,Primary Level,West,Seldom,0.09399,39,13297,0.07446,0.11897
307,307,1998,Primary Level,West,Never,0.81818,348,13297,0.75186,0.89519
308,308,1998,Lower Secondary Level,West,At least once per week,0.19901,418,13297,0.1847,0.21229
309,309,1998,Lower Secondary Level,West,At least once per month,0.05343,128,13297,0.04753,0.06163
310,310,1998,Lower Secondary Level,West,Seldom,0.152,362,13297,0.13921,0.16475
311,311,1998,Lower Secondary Level,West,Never,0.59557,1235,13297,0.57188,0.62427
312,312,1998,Lower Secondary Level,East,At least once per week,0.19419,83,13297,0.16996,0.2256
313,313,1998,Lower Secondary Level,East,Seldom,0.14095,61,13297,0.12172,0.15717
314,314,1998,Lower Secondary Level,East,Never,0.66487,200,13297,0.60719,0.71894
315,315,1998,Upper Secondary Level,West,At least once per week,0.31411,1487,13297,0.30303,0.32594
316,316,1998,Upper Secondary Level,West,At least once per month,0.08321,425,13297,0.07787,0.08873
317,317,1998,Upper Secondary Level,West,Seldom,0.21925,1115,13297,0.20982,0.22971
318,318,1998,Upper Secondary Level,West,Never,0.38343,1857,13297,0.37194,0.39441
319,319,1998,Upper Secondary Level,East,At least once per week,0.17224,375,13297,0.16114,0.18229
320,320,1998,Upper Secondary Level,East,At least once per month,0.05802,126,13297,0.05201,0.06522
321,321,1998,Upper Secondary Level,East,Seldom,0.257,563,13297,0.24241,0.27303
322,322,1998,Upper Secondary Level,East,Never,0.51274,1012,13297,0.4894,0.53111
323,323,1998,Post-secondary Non-tertiary Level,West,At least once per week,0.39938,155,13297,0.35362,0.44824
324,324,1998,Post-secondary Non-tertiary Level,West,At least once per month,0.10979,47,13297,0.08835,0.13377
325,325,1998,Post-secondary Non-tertiary Level,West,Seldom,0.22628,102,13297,0.19654,0.25567
326,326,1998,Post-secondary Non-tertiary Level,West,Never,0.26455,130,13297,0.23418,0.30302
327,327,1998,First Stage of Tertiary Education,West,At least once per week,0.36048,204,13297,0.32851,0.39122
328,328,1998,First Stage of Tertiary Education,West,At least once per month,0.08803,59,13297,0.07441,0.10447
329,329,1998,First Stage of Tertiary Education,West,Seldom,0.2632,167,13297,0.2379,0.29408
330,330,1998,First Stage of Tertiary Education,West,Never,0.2883,147,13297,0.26175,0.31501
331,331,1998,First Stage of Tertiary Education,East,At least once per week,0.23885,56,13297,0.20661,0.26929
332,332,1998,First Stage of Tertiary Education,East,Seldom,0.26746,64,13297,0.23205,0.30569
333,333,1998,First Stage of Tertiary Education,East,Never,0.49369,106,13297,0.4283,0.54987
334,334,1998,Second Stage of Tertiary Education,West,At least once per week,0.47687,503,13297,0.44831,0.50538
335,335,1998,Second Stage of Tertiary Education,West,At least once per month,0.11915,129,13297,0.10678,0.13219
336,336,1998,Second Stage of Tertiary Education,West,Seldom,0.191,236,13297,0.17332,0.21513
337,337,1998,Second Stage of Tertiary Education,West,Never,0.21298,225,13297,0.19411,0.23401
338,338,1998,Second Stage of Tertiary Education,East,At least once per week,0.25303,230,13297,0.23399,0.27263
339,339,1998,Second Stage of Tertiary Education,East,At least once per month,0.07391,66,13297,0.06418,0.08453
340,340,1998,Second Stage of Tertiary Education,East,Seldom,0.31073,275,13297,0.29006,0.33475
341,341,1998,Second Stage of Tertiary Education,East,Never,0.36234,290,13297,0.3418,0.38266
342,342,1999,Pre-primary Level,West,At least once per week,0.73627,127,13014,0.66438,0.81956
343,343,1999,Pre-primary Level,West,Seldom,0.26373,46,13014,0.2156,0.32786
344,344,1999,Pre-primary Level,East,At least once per week,1.0,51,13014,0.84659,1.19788
345,345,1999,Primary Level,West,Seldom,0.10934,43,13014,0.08782,0.1394
346,346,1999,Primary Level,West,Never,0.89066,330,13014,0.81826,0.97295
347,347,1999,Lower Secondary Level,West,At least once per week,0.16918,359,13014,0.15593,0.18252
348,348,1999,Lower Secondary Level,West,At least once per month,0.04323,111,13014,0.03749,0.0487
349,349,1999,Lower Secondary Level,West,Seldom,0.14321,321,13014,0.13161,0.15491
350,350,1999,Lower Secondary Level,West,Never,0.64437,1260,13014,0.61837,0.66526
351,351,1999,Lower Secondary Level,East,At least once per week,0.13085,56,13014,0.11015,0.15084
352,352,1999,Lower Secondary Level,East,Seldom,0.16742,73,13014,0.14549,0.1963
353,353,1999,Lower Secondary Level,East,Never,0.70174,219,13014,0.64475,0.75661
354,354,1999,Upper Secondary Level,West,At least once per week,0.26748,1268,13014,0.25837,0.27816
355,355,1999,Upper Secondary Level,West,At least once per month,0.07317,360,13014,0.06856,0.07826
356,356,1999,Upper Secondary Level,West,Seldom,0.19411,1016,13014,0.18459,0.20299
357,357,1999,Upper Secondary Level,West,Never,0.46525,2164,13014,0.4527,0.47756
358,358,1999,Upper Secondary Level,East,At least once per week,0.14313,293,13014,0.1319,0.15232
359,359,1999,Upper Secondary Level,East,At least once per month,0.04717,103,13014,0.04057,0.05599
360,360,1999,Upper Secondary Level,East,Seldom,0.20224,417,13014,0.1881,0.21904
361,361,1999,Upper Secondary Level,East,Never,0.60747,1233,13014,0.58669,0.62732
362,362,1999,Post-secondary Non-tertiary Level,West,At least once per week,0.36946,139,13014,0.32805,0.42186
363,363,1999,Post-secondary Non-tertiary Level,West,At least once per month,0.08551,45,13014,0.07093,0.09925
364,364,1999,Post-secondary Non-tertiary Level,West,Seldom,0.22113,100,13014,0.19022,0.25557
365,365,1999,Post-secondary Non-tertiary Level,West,Never,0.32389,139,13014,0.28323,0.36705
366,366,1999,First Stage of Tertiary Education,West,At least once per week,0.29122,165,13014,0.26814,0.32003
367,367,1999,First Stage of Tertiary Education,West,At least once per month,0.07143,47,13014,0.05515,0.08891
368,368,1999,First Stage of Tertiary Education,West,Seldom,0.24874,158,13014,0.22472,0.28076
369,369,1999,First Stage of Tertiary Education,West,Never,0.38861,199,13014,0.35427,0.42383
370,370,1999,First Stage of Tertiary Education,East,At least once per week,0.15908,39,13014,0.13527,0.18722
371,371,1999,First Stage of Tertiary Education,East,Seldom,0.19114,54,13014,0.16305,0.21969
372,372,1999,First Stage of Tertiary Education,East,Never,0.64978,140,13014,0.58415,0.71579
373,373,1999,Second Stage of Tertiary Education,West,At least once per week,0.45177,472,13014,0.42178,0.48482
374,374,1999,Second Stage of Tertiary Education,West,At least once per month,0.08352,105,13014,0.07055,0.09671
375,375,1999,Second Stage of Tertiary Education,West,Seldom,0.19306,235,13014,0.17607,0.21211
376,376,1999,Second Stage of Tertiary Education,West,Never,0.27165,279,13014,0.25086,0.29452
377,377,1999,Second Stage of Tertiary Education,East,At least once per week,0.19018,187,13014,0.17556,0.2046
378,378,1999,Second Stage of Tertiary Education,East,At least once per month,0.06114,53,13014,0.05198,0.07312
379,379,1999,Second Stage of Tertiary Education,East,Seldom,0.22959,202,13014,0.20841,0.24849
380,380,1999,Second Stage of Tertiary Education,East,Never,0.5191,406,13014,0.48899,0.55374
381,381,2001,Pre-primary Level,West,At least once per week,0.65606,225,21401,0.60655,0.71418
382,382,2001,Pre-primary Level,West,Seldom,0.17488,64,21401,0.14705,0.20219
383,383,2001,Pre-primary Level,West,Never,0.16905,61,21401,0.152,0.1849
384,384,2001,Pre-primary Level,East,At least once per week,0.72257,83,21401,0.64983,0.81138
385,385,2001,Pre-primary Level,East,Never,0.27743,36,21401,0.23333,0.32052
386,386,2001,Primary Level,West,Never,1.0,244,21401,0.91733,1.06818
387,387,2001,Lower Secondary Level,West,At least once per week,0.17071,476,21401,0.16266,0.18014
388,388,2001,Lower Secondary Level,West,At least once per month,0.04234,113,21401,0.03783,0.04706
389,389,2001,Lower Secondary Level,West,Seldom,0.10152,283,21401,0.09414,0.10991
390,390,2001,Lower Secondary Level,West,Never,0.68543,1732,21401,0.66663,0.70611
391,391,2001,Lower Secondary Level,East,At least once per week,0.15101,71,21401,0.12687,0.17459
392,392,2001,Lower Secondary Level,East,Seldom,0.11539,67,21401,0.09912,0.12923
393,393,2001,Lower Secondary Level,East,Never,0.7336,284,21401,0.67803,0.78906
394,394,2001,Upper Secondary Level,West,At least once per week,0.26678,2289,21401,0.26047,0.27437
395,395,2001,Upper Secondary Level,West,At least once per month,0.06028,533,21401,0.05787,0.06422
396,396,2001,Upper Secondary Level,West,Seldom,0.16455,1445,21401,0.1588,0.17103
397,397,2001,Upper Secondary Level,West,Never,0.50838,4224,21401,0.49866,0.51746
398,398,2001,Upper Secondary Level,East,At least once per week,0.16092,483,21401,0.15311,0.16913
399,399,2001,Upper Secondary Level,East,At least once per month,0.047,137,21401,0.04241,0.05189
400,400,2001,Upper Secondary Level,East,Seldom,0.16234,535,21401,0.15463,0.17119
401,401,2001,Upper Secondary Level,East,Never,0.62974,1824,21401,0.61363,0.64691
402,402,2001,Post-secondary Non-tertiary Level,West,At least once per week,0.33815,311,21401,0.31424,0.3627
403,403,2001,Post-secondary Non-tertiary Level,West,At least once per month,0.08371,84,21401,0.07353,0.09563
404,404,2001,Post-secondary Non-tertiary Level,West,Seldom,0.20433,192,21401,0.18619,0.22541
405,405,2001,Post-secondary Non-tertiary Level,West,Never,0.3738,353,21401,0.34527,0.39723
406,406,2001,Post-secondary Non-tertiary Level,East,At least once per week,0.56569,44,21401,0.46531,0.67389
407,407,2001,Post-secondary Non-tertiary Level,East,Never,0.43431,45,21401,0.37347,0.50562
408,408,2001,First Stage of Tertiary Education,West,At least once per week,0.32238,378,21401,0.30512,0.3391
409,409,2001,First Stage of Tertiary Education,West,At least once per month,0.0963,115,21401,0.08339,0.10839
410,410,2001,First Stage of Tertiary Education,West,Seldom,0.17845,240,21401,0.16222,0.19373
411,411,2001,First Stage of Tertiary Education,West,Never,0.40286,489,21401,0.38093,0.42748
412,412,2001,First Stage of Tertiary Education,East,At least once per week,0.18949,77,21401,0.17022,0.21348
413,413,2001,First Stage of Tertiary Education,East,Seldom,0.17551,81,21401,0.14593,0.2038
414,414,2001,First Stage of Tertiary Education,East,Never,0.635,258,21401,0.58761,0.68364
415,415,2001,Second Stage of Tertiary Education,West,At least once per week,0.4293,1000,21401,0.41377,0.44646
416,416,2001,Second Stage of Tertiary Education,West,At least once per month,0.0856,198,21401,0.07825,0.09315
417,417,2001,Second Stage of Tertiary Education,West,Seldom,0.17446,414,21401,0.16303,0.18839
418,418,2001,Second Stage of Tertiary Education,West,Never,0.31063,699,21401,0.29617,0.32501
419,419,2001,Second Stage of Tertiary Education,East,At least once per week,0.2833,357,21401,0.26504,0.30082
420,420,2001,Second Stage of Tertiary Education,East,At least once per month,0.05767,79,21401,0.0507,0.06536
421,421,2001,Second Stage of Tertiary Education,East,Seldom,0.20478,259,21401,0.18622,0.22343
422,422,2001,Second Stage of Tertiary Education,East,Never,0.45425,519,21401,0.43448,0.47752
423,423,2003,Pre-primary Level,West,At least once per week,0.78814,339,21574,0.72108,0.86442
424,424,2003,Pre-primary Level,West,Seldom,0.08362,39,21574,0.06425,0.10803
425,425,2003,Pre-primary Level,West,Never,0.12824,51,21574,0.10384,0.15487
426,426,2003,Pre-primary Level,East,At least once per week,0.69794,93,21574,0.59118,0.79958
427,427,2003,Pre-primary Level,East,Seldom,0.30206,33,21574,0.23033,0.38531
428,428,2003,Primary Level,West,Never,1.0,209,21574,0.90788,1.10349
429,429,2003,Lower Secondary Level,West,At least once per week,0.19527,451,21574,0.18243,0.20742
430,430,2003,Lower Secondary Level,West,At least once per month,0.05272,137,21574,0.04627,0.05802
431,431,2003,Lower Secondary Level,West,Seldom,0.1392,344,21574,0.12872,0.14981
432,432,2003,Lower Secondary Level,West,Never,0.61281,1379,21574,0.5912,0.63237
433,433,2003,Lower Secondary Level,East,At least once per week,0.17754,77,21574,0.15039,0.20423
434,434,2003,Lower Secondary Level,East,Seldom,0.14332,69,21574,0.11555,0.17383
435,435,2003,Lower Secondary Level,East,Never,0.67914,244,21574,0.63872,0.72347
436,436,2003,Upper Secondary Level,West,At least once per week,0.31691,2829,21574,0.30763,0.32477
437,437,2003,Upper Secondary Level,West,At least once per month,0.07322,632,21574,0.06935,0.07723
438,438,2003,Upper Secondary Level,West,Seldom,0.19956,1611,21574,0.19291,0.20757
439,439,2003,Upper Secondary Level,West,Never,0.41031,3162,21574,0.4008,0.41975
440,440,2003,Upper Secondary Level,East,At least once per week,0.23717,659,21574,0.22409,0.25049
441,441,2003,Upper Secondary Level,East,At least once per month,0.06313,188,21574,0.05579,0.07051
442,442,2003,Upper Secondary Level,East,Seldom,0.2152,634,21574,0.20366,0.22837
443,443,2003,Upper Secondary Level,East,Never,0.4845,1317,21574,0.46791,0.49947
444,444,2003,Post-secondary Non-tertiary Level,West,At least once per week,0.44829,460,21574,0.41219,0.48035
445,445,2003,Post-secondary Non-tertiary Level,West,At least once per month,0.07698,84,21574,0.06349,0.08911
446,446,2003,Post-secondary Non-tertiary Level,West,Seldom,0.20212,204,21574,0.1771,0.22168
447,447,2003,Post-secondary Non-tertiary Level,West,Never,0.27261,259,21574,0.24888,0.29731
448,448,2003,Post-secondary Non-tertiary Level,East,At least once per week,0.71791,63,21574,0.58867,0.89016
449,449,2003,Post-secondary Non-tertiary Level,East,Seldom,0.28209,32,21574,0.21115,0.35088
450,450,2003,First Stage of Tertiary Education,West,At least once per week,0.41485,503,21574,0.38398,0.44117
451,451,2003,First Stage of Tertiary Education,West,At least once per month,0.09785,115,21574,0.08104,0.11535
452,452,2003,First Stage of Tertiary Education,West,Seldom,0.2053,267,21574,0.18719,0.22763
453,453,2003,First Stage of Tertiary Education,West,Never,0.282,338,21574,0.2625,0.30062
454,454,2003,First Stage of Tertiary Education,East,At least once per week,0.29755,119,21574,0.26002,0.35279
455,455,2003,First Stage of Tertiary Education,East,Seldom,0.23975,110,21574,0.19724,0.27684
456,456,2003,First Stage of Tertiary Education,East,Never,0.4627,192,21574,0.42449,0.50475
457,457,2003,Second Stage of Tertiary Education,West,At least once per week,0.4912,1592,21574,0.46831,0.51548
458,458,2003,Second Stage of Tertiary Education,West,At least once per month,0.10435,305,21574,0.09419,0.11742
459,459,2003,Second Stage of Tertiary Education,West,Seldom,0.1773,537,21574,0.16251,0.19153
460,460,2003,Second Stage of Tertiary Education,West,Never,0.22715,613,21574,0.21253,0.24323
461,461,2003,Second Stage of Tertiary Education,East,At least once per week,0.38982,525,21574,0.36471,0.41809
462,462,2003,Second Stage of Tertiary Education,East,At least once per month,0.09382,127,21574,0.08083,0.10861
463,463,2003,Second Stage of Tertiary Education,East,Seldom,0.2451,321,21574,0.2226,0.26662
464,464,2003,Second Stage of Tertiary Education,East,Never,0.27126,311,21574,0.25243,0.29153
465,465,2005,Pre-primary Level,West,At least once per week,0.64149,325,20047,0.57088,0.70996
466,466,2005,Pre-primary Level,West,At least once per month,0.07307,46,20047,0.05854,0.08799
467,467,2005,Pre-primary Level,West,Seldom,0.13259,68,20047,0.10489,0.16388
468,468,2005,Pre-primary Level,West,Never,0.15285,63,20047,0.1272,0.19277
469,469,2005,Pre-primary Level,East,At least once per week,1.0,81,20047,0.82867,1.20828
470,470,2005,Primary Level,West,Never,1.0,172,20047,0.89103,1.12007
471,471,2005,Lower Secondary Level,West,At least once per week,0.19463,410,20047,0.18005,0.20785
472,472,2005,Lower Secondary Level,West,At least once per month,0.05185,106,20047,0.04265,0.0606
473,473,2005,Lower Secondary Level,West,Seldom,0.14547,291,20047,0.13255,0.15676
474,474,2005,Lower Secondary Level,West,Never,0.60805,1233,20047,0.5904,0.63367
475,475,2005,Lower Secondary Level,East,At least once per week,0.17696,62,20047,0.14392,0.21624
476,476,2005,Lower Secondary Level,East,Seldom,0.14557,53,20047,0.12349,0.17938
477,477,2005,Lower Secondary Level,East,Never,0.67747,192,20047,0.62182,0.7398
478,478,2005,Upper Secondary Level,West,At least once per week,0.29584,2415,20047,0.28636,0.30524
479,479,2005,Upper Secondary Level,West,At least once per month,0.08223,600,20047,0.0774,0.08848
480,480,2005,Upper Secondary Level,West,Seldom,0.17634,1365,20047,0.16978,0.18445
481,481,2005,Upper Secondary Level,West,Never,0.44559,3184,20047,0.43583,0.4558
482,482,2005,Upper Secondary Level,East,At least once per week,0.17975,490,20047,0.1683,0.19318
483,483,2005,Upper Secondary Level,East,At least once per month,0.06124,162,20047,0.05293,0.06932
484,484,2005,Upper Secondary Level,East,Seldom,0.21792,577,20047,0.20393,0.2335
485,485,2005,Upper Secondary Level,East,Never,0.54109,1378,20047,0.51777,0.56061
486,486,2005,Post-secondary Non-tertiary Level,West,At least once per week,0.39554,405,20047,0.36469,0.44166
487,487,2005,Post-secondary Non-tertiary Level,West,At least once per month,0.10183,92,20047,0.08528,0.11935
488,488,2005,Post-secondary Non-tertiary Level,West,Seldom,0.19771,197,20047,0.17112,0.22121
489,489,2005,Post-secondary Non-tertiary Level,West,Never,0.30492,266,20047,0.27109,0.33416
490,490,2005,Post-secondary Non-tertiary Level,East,At least once per week,0.37562,53,20047,0.29778,0.47446
491,491,2005,Post-secondary Non-tertiary Level,East,Seldom,0.28547,39,20047,0.20565,0.38434
492,492,2005,Post-secondary Non-tertiary Level,East,Never,0.33891,46,20047,0.23843,0.44581
493,493,2005,First Stage of Tertiary Education,West,At least once per week,0.37047,430,20047,0.34025,0.40571
494,494,2005,First Stage of Tertiary Education,West,At least once per month,0.07913,91,20047,0.06638,0.09367
495,495,2005,First Stage of Tertiary Education,West,Seldom,0.22136,248,20047,0.19861,0.24017
496,496,2005,First Stage of Tertiary Education,West,Never,0.32903,362,20047,0.30262,0.36039
497,497,2005,First Stage of Tertiary Education,East,At least once per week,0.23597,96,20047,0.20095,0.27918
498,498,2005,First Stage of Tertiary Education,East,Seldom,0.25192,103,20047,0.21483,0.29057
499,499,2005,First Stage of Tertiary Education,East,Never,0.51211,201,20047,0.45185,0.55647
500,500,2005,Second Stage of Tertiary Education,West,At least once per week,0.45953,1413,20047,0.43668,0.48483
501,501,2005,Second Stage of Tertiary Education,West,At least once per month,0.10642,283,20047,0.09457,0.11921
502,502,2005,Second Stage of Tertiary Education,West,Seldom,0.18436,526,20047,0.16929,0.20128
503,503,2005,Second Stage of Tertiary Education,West,Never,0.24969,676,20047,0.23189,0.26481
504,504,2005,Second Stage of Tertiary Education,East,At least once per week,0.33237,440,20047,0.30024,0.36597
505,505,2005,Second Stage of Tertiary Education,East,At least once per month,0.09331,117,20047,0.07714,0.10803
506,506,2005,Second Stage of Tertiary Education,East,Seldom,0.21558,279,20047,0.19539,0.23526
507,507,2005,Second Stage of Tertiary Education,East,Never,0.35873,411,20047,0.33059,0.3917
508,508,2007,Pre-primary Level,West,At least once per week,1.0,189,19823,0.89447,1.13261
509,509,2007,Pre-primary Level,East,At least once per week,1.0,40,19823,0.76011,1.3052
510,510,2007,Primary Level,West,Never,1.0,153,19823,0.88732,1.11581
511,511,2007,Lower Secondary Level,West,At least once per week,0.18007,360,19823,0.16427,0.1935
512,512,2007,Lower Secondary Level,West,At least once per month,0.04805,93,19823,0.04038,0.05735
513,513,2007,Lower Secondary Level,West,Seldom,0.13753,237,19823,0.1252,0.15174
514,514,2007,Lower Secondary Level,West,Never,0.63435,1165,19823,0.61113,0.65648
515,515,2007,Lower Secondary Level,East,At least once per week,0.13975,59,19823,0.11698,0.16428
516,516,2007,Lower Secondary Level,East,Seldom,0.16588,41,19823,0.11983,0.21492
517,517,2007,Lower Secondary Level,East,Never,0.69438,208,19823,0.64063,0.75723
518,518,2007,Upper Secondary Level,West,At least once per week,0.32711,2629,19823,0.31743,0.33896
519,519,2007,Upper Secondary Level,West,At least once per month,0.07165,550,19823,0.06641,0.07624
520,520,2007,Upper Secondary Level,West,Seldom,0.17433,1305,19823,0.16639,0.1817
521,521,2007,Upper Secondary Level,West,Never,0.42691,3161,19823,0.41451,0.43756
522,522,2007,Upper Secondary Level,East,At least once per week,0.21385,554,19823,0.19867,0.2294
523,523,2007,Upper Secondary Level,East,At least once per month,0.0568,152,19823,0.04821,0.06395
524,524,2007,Upper Secondary Level,East,Seldom,0.19532,533,19823,0.18079,0.21101
525,525,2007,Upper Secondary Level,East,Never,0.53403,1370,19823,0.51144,0.55505
526,526,2007,Post-secondary Non-tertiary Level,West,At least once per week,0.41661,427,19823,0.37943,0.46118
527,527,2007,Post-secondary Non-tertiary Level,West,At least once per month,0.09861,94,19823,0.08274,0.11386
528,528,2007,Post-secondary Non-tertiary Level,West,Seldom,0.19898,192,19823,0.17773,0.22449
529,529,2007,Post-secondary Non-tertiary Level,West,Never,0.28581,288,19823,0.26191,0.314
530,530,2007,Post-secondary Non-tertiary Level,East,At least once per week,0.36944,50,19823,0.29568,0.45448
531,531,2007,Post-secondary Non-tertiary Level,East,Seldom,0.32254,51,19823,0.23734,0.42571
532,532,2007,Post-secondary Non-tertiary Level,East,Never,0.30802,47,19823,0.24314,0.36824
533,533,2007,First Stage of Tertiary Education,West,At least once per week,0.41018,466,19823,0.37644,0.44505
534,534,2007,First Stage of Tertiary Education,West,At least once per month,0.0622,74,19823,0.04694,0.07725
535,535,2007,First Stage of Tertiary Education,West,Seldom,0.21768,234,19823,0.19228,0.24396
536,536,2007,First Stage of Tertiary Education,West,Never,0.30994,348,19823,0.28879,0.33891
537,537,2007,First Stage of Tertiary Education,East,At least once per week,0.29012,104,19823,0.25002,0.34641
538,538,2007,First Stage of Tertiary Education,East,Seldom,0.2149,85,19823,0.16937,0.259
539,539,2007,First Stage of Tertiary Education,East,Never,0.49499,194,19823,0.45259,0.54726
540,540,2007,Second Stage of Tertiary Education,West,At least once per week,0.51746,1602,19823,0.48941,0.53944
541,541,2007,Second Stage of Tertiary Education,West,At least once per month,0.08871,288,19823,0.0783,0.09792
542,542,2007,Second Stage of Tertiary Education,West,Seldom,0.17767,532,19823,0.16405,0.19103
543,543,2007,Second Stage of Tertiary Education,West,Never,0.21617,655,19823,0.2029,0.23064
544,544,2007,Second Stage of Tertiary Education,East,At least once per week,0.36583,496,19823,0.33473,0.39546
545,545,2007,Second Stage of Tertiary Education,East,At least once per month,0.08333,112,19823,0.06605,0.09949
546,546,2007,Second Stage of Tertiary Education,East,Seldom,0.2109,283,19823,0.18821,0.23425
547,547,2007,Second Stage of Tertiary Education,East,Never,0.33995,402,19823,0.30604,0.36631
548,548,2008,Pre-primary Level,West,At least once per week,0.84985,202,18689,0.7475,0.95779
549,549,2008,Pre-primary Level,West,Seldom,0.15015,33,18689,0.09522,0.21866
550,550,2008,Pre-primary Level,East,At least once per week,1.0,48,18689,0.72762,1.27672
551,551,2008,Primary Level,West,Never,1.0,127,18689,0.87302,1.12472
552,552,2008,Lower Secondary Level,West,At least once per week,0.24058,430,18689,0.22295,0.2584
553,553,2008,Lower Secondary Level,West,At least once per month,0.05204,85,18689,0.04465,0.06344
554,554,2008,Lower Secondary Level,West,Seldom,0.14871,234,18689,0.13517,0.16334
555,555,2008,Lower Secondary Level,West,Never,0.55866,945,18689,0.53306,0.58391
556,556,2008,Lower Secondary Level,East,At least once per week,0.22407,75,18689,0.18519,0.27533
557,557,2008,Lower Secondary Level,East,Seldom,0.1595,42,18689,0.12166,0.20249
558,558,2008,Lower Secondary Level,East,Never,0.61643,167,18689,0.54478,0.68736
559,559,2008,Upper Secondary Level,West,At least once per week,0.37376,2802,18689,0.36151,0.3854
560,560,2008,Upper Secondary Level,West,At least once per month,0.07678,551,18689,0.07085,0.08218
561,561,2008,Upper Secondary Level,West,Seldom,0.1965,1357,18689,0.18913,0.20457
562,562,2008,Upper Secondary Level,West,Never,0.35296,2478,18689,0.34172,0.36348
563,563,2008,Upper Secondary Level,East,At least once per week,0.27145,680,18689,0.25299,0.28891
564,564,2008,Upper Secondary Level,East,At least once per month,0.06032,144,18689,0.04904,0.07082
565,565,2008,Upper Secondary Level,East,Seldom,0.22341,558,18689,0.20696,0.24116
566,566,2008,Upper Secondary Level,East,Never,0.44481,1105,18689,0.42321,0.46893
567,567,2008,Post-secondary Non-tertiary Level,West,At least once per week,0.45171,431,18689,0.40627,0.48288
568,568,2008,Post-secondary Non-tertiary Level,West,At least once per month,0.07979,77,18689,0.06575,0.09852
569,569,2008,Post-secondary Non-tertiary Level,West,Seldom,0.20651,184,18689,0.18181,0.22467
570,570,2008,Post-secondary Non-tertiary Level,West,Never,0.26198,228,18689,0.23571,0.28973
571,571,2008,Post-secondary Non-tertiary Level,East,At least once per week,0.47468,67,18689,0.36716,0.61432
572,572,2008,Post-secondary Non-tertiary Level,East,Seldom,0.28726,41,18689,0.22503,0.36014
573,573,2008,Post-secondary Non-tertiary Level,East,Never,0.23806,37,18689,0.18534,0.29834
574,574,2008,First Stage of Tertiary Education,West,At least once per week,0.46186,475,18689,0.42381,0.49787
575,575,2008,First Stage of Tertiary Education,West,At least once per month,0.08206,81,18689,0.06747,0.1004
576,576,2008,First Stage of Tertiary Education,West,Seldom,0.2093,231,18689,0.18523,0.2379
577,577,2008,First Stage of Tertiary Education,West,Never,0.24678,250,18689,0.22109,0.27399
578,578,2008,First Stage of Tertiary Education,East,At least once per week,0.38517,124,18689,0.32542,0.45488
579,579,2008,First Stage of Tertiary Education,East,Seldom,0.24426,86,18689,0.18388,0.29586
580,580,2008,First Stage of Tertiary Education,East,Never,0.37058,133,18689,0.32783,0.41346
581,581,2008,Second Stage of Tertiary Education,West,At least once per week,0.57425,1690,18689,0.5471,0.60261
582,582,2008,Second Stage of Tertiary Education,West,At least once per month,0.10289,299,18689,0.09295,0.11255
583,583,2008,Second Stage of Tertiary Education,West,Seldom,0.16152,488,18689,0.14623,0.17437
584,584,2008,Second Stage of Tertiary Education,West,Never,0.16134,463,18689,0.14849,0.17641
585,585,2008,Second Stage of Tertiary Education,East,At least once per week,0.4486,582,18689,0.41169,0.48798
586,586,2008,Second Stage of Tertiary Education,East,At least once per month,0.09384,106,18689,0.07888,0.11122
587,587,2008,Second Stage of Tertiary Education,East,Seldom,0.22107,291,18689,0.2011,0.24178
588,588,2008,Second Stage of Tertiary Education,East,Never,0.23649,262,18689,0.21499,0.25633
589,589,2009,Pre-primary Level,West,At least once per week,0.85964,180,17382,0.7419,0.99689
590,590,2009,Pre-primary Level,West,Seldom,0.14036,37,17382,0.10206,0.19233
591,591,2009,Primary Level,West,Never,1.0,111,17382,0.87355,1.13132
592,592,2009,Lower Secondary Level,West,At least once per week,0.21931,332,17382,0.19515,0.2387
593,593,2009,Lower Secondary Level,West,At least once per month,0.04756,84,17382,0.03964,0.05663
594,594,2009,Lower Secondary Level,West,Seldom,0.14409,210,17382,0.12575,0.16253
595,595,2009,Lower Secondary Level,West,Never,0.58904,887,17382,0.5557,0.61386
596,596,2009,Lower Secondary Level,East,At least once per week,0.14774,47,17382,0.11949,0.17527
597,597,2009,Lower Secondary Level,East,Seldom,0.10062,33,17382,0.07939,0.12312
598,598,2009,Lower Secondary Level,East,Never,0.75164,161,17382,0.64199,0.8674
599,599,2009,Upper Secondary Level,West,At least once per week,0.34509,2336,17382,0.33166,0.359
600,600,2009,Upper Secondary Level,West,At least once per month,0.07466,460,17382,0.06884,0.0813
601,601,2009,Upper Secondary Level,West,Seldom,0.17949,1170,17382,0.17018,0.18756
602,602,2009,Upper Secondary Level,West,Never,0.40076,2666,17382,0.3898,0.41289
603,603,2009,Upper Secondary Level,East,At least once per week,0.21093,500,17382,0.19203,0.22909
604,604,2009,Upper Secondary Level,East,At least once per month,0.06286,153,17382,0.05393,0.07603
605,605,2009,Upper Secondary Level,East,Seldom,0.19178,471,17382,0.17061,0.21107
606,606,2009,Upper Secondary Level,East,Never,0.53443,1253,17382,0.50484,0.56203
607,607,2009,Post-secondary Non-tertiary Level,West,At least once per week,0.4403,370,17382,0.39817,0.48528
