year,pgisced97,quintil_oecd,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Second Stage of Tertiary Education,2nd Quintile,Strong,0.15348,47,339,0.11506,0.19191
2008,Second Stage of Tertiary Education,2nd Quintile,A Little,0.34086,127,339,0.29033,0.39140
2008,Second Stage of Tertiary Education,2nd Quintile,Not at all,0.50565,165,339,0.45235,0.55895
2008,Second Stage of Tertiary Education,3rd Quintile,Strong,0.12306,71,594,0.09662,0.14950
2008,Second Stage of Tertiary Education,3rd Quintile,A Little,0.40324,237,594,0.36376,0.44272
2008,Second Stage of Tertiary Education,3rd Quintile,Not at all,0.47370,286,594,0.43351,0.51389
2008,Second Stage of Tertiary Education,4th Quintile,Strong,0.09365,65,778,0.07316,0.11413
2008,Second Stage of Tertiary Education,4th Quintile,A Little,0.35728,278,778,0.32359,0.39098
2008,Second Stage of Tertiary Education,4th Quintile,Not at all,0.54907,435,778,0.51408,0.58406
2008,Second Stage of Tertiary Education,5th Quintile,Strong,0.07630,175,2272,0.06538,0.08722
2008,Second Stage of Tertiary Education,5th Quintile,A Little,0.32504,765,2272,0.30577,0.34430
2008,Second Stage of Tertiary Education,5th Quintile,Not at all,0.59867,1332,2272,0.57851,0.61883
2014,No answer / don't know,1st Quintile,A Little,0.21835,69,240,0.16597,0.27073
2014,No answer / don't know,1st Quintile,Not at all,0.59211,171,240,0.52980,0.65442
2014,No answer / don't know,2nd Quintile,Not at all,0.61786,77,77,0.50861,0.72710
2014,No answer / don't know,3rd Quintile,Not at all,0.61533,64,64,0.49519,0.73547
2014,No answer / don't know,4th Quintile,Not at all,0.72188,50,50,0.59642,0.84734
2014,No answer / don't know,5th Quintile,Not at all,0.78983,55,55,0.68116,0.89850
2014,Pre-primary Level,1st Quintile,Not at all,0.89731,130,130,0.84493,0.94970
2014,Pre-primary Level,2nd Quintile,Not at all,0.90089,85,85,0.83699,0.96479
2014,Pre-primary Level,3rd Quintile,Not at all,0.81013,56,56,0.70648,0.91378
2014,Pre-primary Level,4th Quintile,Not at all,0.76296,53,53,0.64737,0.87855
2014,Pre-primary Level,5th Quintile,Not at all,0.86481,61,61,0.77830,0.95133
2014,Primary Level,1st Quintile,Strong,0.26778,77,336,0.22036,0.31520
2014,Primary Level,1st Quintile,A Little,0.33783,109,336,0.28718,0.38848
2014,Primary Level,1st Quintile,Not at all,0.39439,150,336,0.34206,0.44673
2014,Primary Level,2nd Quintile,Not at all,0.32190,43,43,0.18060,0.46320
2014,Lower Secondary Level,1st Quintile,Strong,0.25911,250,1271,0.23501,0.28321
2014,Lower Secondary Level,1st Quintile,A Little,0.34652,402,1271,0.32035,0.37269
2014,Lower Secondary Level,1st Quintile,Not at all,0.39437,619,1271,0.36749,0.42125
2014,Lower Secondary Level,2nd Quintile,Strong,0.25653,164,829,0.22678,0.28628
2014,Lower Secondary Level,2nd Quintile,A Little,0.36449,268,829,0.33170,0.39727
2014,Lower Secondary Level,2nd Quintile,Not at all,0.37898,397,829,0.34594,0.41203
2014,Lower Secondary Level,3rd Quintile,Strong,0.22766,106,549,0.19255,0.26277
2014,Lower Secondary Level,3rd Quintile,A Little,0.35123,185,549,0.31126,0.39120
2014,Lower Secondary Level,3rd Quintile,Not at all,0.42111,258,549,0.37977,0.46245
2014,Lower Secondary Level,4th Quintile,Strong,0.19556,58,334,0.15296,0.23817
2014,Lower Secondary Level,4th Quintile,A Little,0.37218,107,334,0.32026,0.42410
2014,Lower Secondary Level,4th Quintile,Not at all,0.43226,169,334,0.37905,0.48547
2014,Lower Secondary Level,5th Quintile,A Little,0.30412,37,106,0.21613,0.39212
2014,Lower Secondary Level,5th Quintile,Not at all,0.52328,69,106,0.42775,0.61882
2014,Upper Secondary Level,1st Quintile,Strong,0.24374,554,2760,0.22772,0.25976
2014,Upper Secondary Level,1st Quintile,A Little,0.33774,909,2760,0.32009,0.35538
2014,Upper Secondary Level,1st Quintile,Not at all,0.41853,1297,2760,0.40012,0.43693
2014,Upper Secondary Level,2nd Quintile,Strong,0.21918,498,3015,0.20441,0.23395
2014,Upper Secondary Level,2nd Quintile,A Little,0.38617,1093,3015,0.36878,0.40355
2014,Upper Secondary Level,2nd Quintile,Not at all,0.39465,1424,3015,0.37720,0.41210
2014,Upper Secondary Level,3rd Quintile,Strong,0.15747,362,2644,0.14358,0.17136
2014,Upper Secondary Level,3rd Quintile,A Little,0.40489,993,2644,0.38618,0.42361
2014,Upper Secondary Level,3rd Quintile,Not at all,0.43764,1289,2644,0.41872,0.45655
2014,Upper Secondary Level,4th Quintile,Strong,0.13529,308,2421,0.12167,0.14892
2014,Upper Secondary Level,4th Quintile,A Little,0.38895,894,2421,0.36952,0.40837
2014,Upper Secondary Level,4th Quintile,Not at all,0.47576,1219,2421,0.45586,0.49566
2014,Upper Secondary Level,5th Quintile,Strong,0.10446,176,1666,0.08976,0.11915
2014,Upper Secondary Level,5th Quintile,A Little,0.37429,614,1666,0.35105,0.39754
2014,Upper Secondary Level,5th Quintile,Not at all,0.52125,876,1666,0.49726,0.54525
2014,Post-secondary Non-tertiary Level,1st Quintile,Strong,0.15380,56,366,0.11679,0.19081
2014,Post-secondary Non-tertiary Level,1st Quintile,A Little,0.29524,99,366,0.24844,0.34203
2014,Post-secondary Non-tertiary Level,1st Quintile,Not at all,0.55096,211,366,0.49993,0.60199
2014,Post-secondary Non-tertiary Level,2nd Quintile,Strong,0.09427,31,414,0.06609,0.12245
2014,Post-secondary Non-tertiary Level,2nd Quintile,A Little,0.26528,121,414,0.22270,0.30785
2014,Post-secondary Non-tertiary Level,2nd Quintile,Not at all,0.64046,262,414,0.59418,0.68674
2014,Post-secondary Non-tertiary Level,3rd Quintile,Strong,0.10797,37,422,0.07832,0.13761
2014,Post-secondary Non-tertiary Level,3rd Quintile,A Little,0.36274,136,422,0.31681,0.40867
2014,Post-secondary Non-tertiary Level,3rd Quintile,Not at all,0.52929,249,422,0.48161,0.57697
2014,Post-secondary Non-tertiary Level,4th Quintile,A Little,0.28560,131,429,0.24281,0.32839
2014,Post-secondary Non-tertiary Level,4th Quintile,Not at all,0.63923,298,429,0.59374,0.68473
2014,Post-secondary Non-tertiary Level,5th Quintile,A Little,0.26720,103,354,0.22104,0.31336
2014,Post-secondary Non-tertiary Level,5th Quintile,Not at all,0.65185,251,354,0.60215,0.70155
2014,First Stage of Tertiary Education,1st Quintile,A Little,0.40217,50,99,0.30509,0.49925
2014,First Stage of Tertiary Education,1st Quintile,Not at all,0.32812,49,99,0.23516,0.42108
2014,First Stage of Tertiary Education,2nd Quintile,Strong,0.28547,50,278,0.23228,0.33866
2014,First Stage of Tertiary Education,2nd Quintile,A Little,0.42173,124,278,0.36357,0.47989
2014,First Stage of Tertiary Education,2nd Quintile,Not at all,0.29280,104,278,0.23921,0.34639
2014,First Stage of Tertiary Education,3rd Quintile,Strong,0.14127,47,345,0.10446,0.17808
2014,First Stage of Tertiary Education,3rd Quintile,A Little,0.44896,133,345,0.39640,0.50152
2014,First Stage of Tertiary Education,3rd Quintile,Not at all,0.40977,165,345,0.35780,0.46174
2014,First Stage of Tertiary Education,4th Quintile,Strong,0.09815,37,429,0.06996,0.12634
2014,First Stage of Tertiary Education,4th Quintile,A Little,0.39766,166,429,0.35129,0.44403
2014,First Stage of Tertiary Education,4th Quintile,Not at all,0.50419,226,429,0.45682,0.55156
2014,First Stage of Tertiary Education,5th Quintile,Strong,0.06445,38,410,0.04065,0.08824
2014,First Stage of Tertiary Education,5th Quintile,A Little,0.39414,160,410,0.34678,0.44150
2014,First Stage of Tertiary Education,5th Quintile,Not at all,0.54141,212,410,0.49312,0.58970
2014,Second Stage of Tertiary Education,1st Quintile,Strong,0.15519,67,535,0.12448,0.18590
2014,Second Stage of Tertiary Education,1st Quintile,A Little,0.30386,162,535,0.26485,0.34287
2014,Second Stage of Tertiary Education,1st Quintile,Not at all,0.54095,306,535,0.49868,0.58322
2014,Second Stage of Tertiary Education,2nd Quintile,Strong,0.13065,79,662,0.10496,0.15634
2014,Second Stage of Tertiary Education,2nd Quintile,A Little,0.38578,226,662,0.34867,0.42289
2014,Second Stage of Tertiary Education,2nd Quintile,Not at all,0.48357,357,662,0.44547,0.52167
2014,Second Stage of Tertiary Education,3rd Quintile,Strong,0.14245,111,990,0.12067,0.16424
2014,Second Stage of Tertiary Education,3rd Quintile,A Little,0.32315,312,990,0.29400,0.35229
2014,Second Stage of Tertiary Education,3rd Quintile,Not at all,0.53440,567,990,0.50331,0.56549
2014,Second Stage of Tertiary Education,4th Quintile,Strong,0.09786,122,1360,0.08206,0.11366
2014,Second Stage of Tertiary Education,4th Quintile,A Little,0.33020,422,1360,0.30519,0.35520
2014,Second Stage of Tertiary Education,4th Quintile,Not at all,0.57194,816,1360,0.54564,0.59825
2014,Second Stage of Tertiary Education,5th Quintile,Strong,0.06882,169,2666,0.05921,0.07843
2014,Second Stage of Tertiary Education,5th Quintile,A Little,0.29484,815,2666,0.27752,0.31215
2014,Second Stage of Tertiary Education,5th Quintile,Not at all,0.63634,1682,2666,0.61808,0.65461
2016,No answer / don't know,1st Quintile,A Little,0.28892,59,220,0.22889,0.34896
2016,No answer / don't know,1st Quintile,Not at all,0.61445,161,220,0.54998,0.67891
2016,No answer / don't know,2nd Quintile,Not at all,0.75123,97,97,0.66475,0.83771
2016,No answer / don't know,3rd Quintile,Not at all,0.71849,70,70,0.61237,0.82461
2016,No answer / don't know,4th Quintile,Not at all,0.73508,58,58,0.62052,0.84964
2016,No answer / don't know,5th Quintile,Not at all,0.81619,45,45,0.70174,0.93064
2016,Pre-primary Level,1st Quintile,Not at all,0.90572,82,82,0.84208,0.96936
2016,Pre-primary Level,2nd Quintile,Not at all,0.87145,67,67,0.79070,0.95220
2016,Pre-primary Level,3rd Quintile,Not at all,0.90789,50,50,0.82692,0.98886
2016,Pre-primary Level,4th Quintile,Not at all,0.91323,43,43,0.82810,0.99837
2016,Pre-primary Level,5th Quintile,Not at all,0.95258,47,47,0.89115,1.01400
2016,Primary Level,1st Quintile,Strong,0.25164,49,252,0.19795,0.30533
2016,Primary Level,1st Quintile,A Little,0.36409,73,252,0.30456,0.42362
2016,Primary Level,1st Quintile,Not at all,0.38427,130,252,0.32409,0.44445
2016,Primary Level,2nd Quintile,Not at all,0.39608,35,35,0.23168,0.56048
2016,Lower Secondary Level,1st Quintile,Strong,0.26904,201,1059,0.24232,0.29576
2016,Lower Secondary Level,1st Quintile,A Little,0.33362,346,1059,0.30521,0.36203
2016,Lower Secondary Level,1st Quintile,Not at all,0.39734,512,1059,0.36785,0.42682
2016,Lower Secondary Level,2nd Quintile,Strong,0.20866,131,684,0.17818,0.23913
2016,Lower Secondary Level,2nd Quintile,A Little,0.40077,230,684,0.36402,0.43752
2016,Lower Secondary Level,2nd Quintile,Not at all,0.39057,323,684,0.35399,0.42716
2016,Lower Secondary Level,3rd Quintile,Strong,0.25472,93,429,0.21344,0.29600
2016,Lower Secondary Level,3rd Quintile,A Little,0.34352,142,429,0.29853,0.38852
2016,Lower Secondary Level,3rd Quintile,Not at all,0.40176,194,429,0.35531,0.44820
2016,Lower Secondary Level,4th Quintile,Strong,0.20074,42,247,0.15068,0.25079
2016,Lower Secondary Level,4th Quintile,A Little,0.37422,81,247,0.31374,0.43469
2016,Lower Secondary Level,4th Quintile,Not at all,0.42505,124,247,0.36327,0.48683
2016,Lower Secondary Level,5th Quintile,A Little,0.36384,45,114,0.27514,0.45255
2016,Lower Secondary Level,5th Quintile,Not at all,0.49199,69,114,0.39981,0.58416
2016,Upper Secondary Level,1st Quintile,Strong,0.23382,449,2327,0.21662,0.25102
2016,Upper Secondary Level,1st Quintile,A Little,0.35818,774,2327,0.33869,0.37766
2016,Upper Secondary Level,1st Quintile,Not at all,0.40800,1104,2327,0.38803,0.42797
2016,Upper Secondary Level,2nd Quintile,Strong,0.21937,480,2724,0.20382,0.23491
2016,Upper Secondary Level,2nd Quintile,A Little,0.36915,977,2724,0.35102,0.38727
2016,Upper Secondary Level,2nd Quintile,Not at all,0.41149,1267,2724,0.39300,0.42997
2016,Upper Secondary Level,3rd Quintile,Strong,0.15358,350,2351,0.13900,0.16816
2016,Upper Secondary Level,3rd Quintile,A Little,0.40485,873,2351,0.38500,0.42469
2016,Upper Secondary Level,3rd Quintile,Not at all,0.44157,1128,2351,0.42149,0.46165
2016,Upper Secondary Level,4th Quintile,Strong,0.12563,240,2088,0.11141,0.13985
2016,Upper Secondary Level,4th Quintile,A Little,0.42356,834,2088,0.40236,0.44476
2016,Upper Secondary Level,4th Quintile,Not at all,0.45081,1014,2088,0.42946,0.47216
2016,Upper Secondary Level,5th Quintile,Strong,0.12488,160,1460,0.10791,0.14184
2016,Upper Secondary Level,5th Quintile,A Little,0.35540,535,1460,0.33084,0.37996
2016,Upper Secondary Level,5th Quintile,Not at all,0.51973,765,1460,0.49409,0.54536
2016,Post-secondary Non-tertiary Level,1st Quintile,Strong,0.16818,59,361,0.12954,0.20681
2016,Post-secondary Non-tertiary Level,1st Quintile,A Little,0.27430,105,361,0.22821,0.32039
2016,Post-secondary Non-tertiary Level,1st Quintile,Not at all,0.55752,197,361,0.50622,0.60883
2016,Post-secondary Non-tertiary Level,2nd Quintile,Strong,0.08758,39,452,0.06149,0.11367
2016,Post-secondary Non-tertiary Level,2nd Quintile,A Little,0.31565,131,452,0.27275,0.35854
2016,Post-secondary Non-tertiary Level,2nd Quintile,Not at all,0.59678,282,452,0.55150,0.64205
2016,Post-secondary Non-tertiary Level,3rd Quintile,Strong,0.09234,33,426,0.06481,0.11986
2016,Post-secondary Non-tertiary Level,3rd Quintile,A Little,0.34541,129,426,0.30020,0.39061
2016,Post-secondary Non-tertiary Level,3rd Quintile,Not at all,0.56226,264,426,0.51509,0.60942
2016,Post-secondary Non-tertiary Level,4th Quintile,Strong,0.11036,31,424,0.08050,0.14023
2016,Post-secondary Non-tertiary Level,4th Quintile,A Little,0.28389,117,424,0.24092,0.32686
2016,Post-secondary Non-tertiary Level,4th Quintile,Not at all,0.60575,276,424,0.55918,0.65232
2016,Post-secondary Non-tertiary Level,5th Quintile,A Little,0.28017,103,325,0.23127,0.32907
2016,Post-secondary Non-tertiary Level,5th Quintile,Not at all,0.62431,222,325,0.57157,0.67704
2016,First Stage of Tertiary Education,1st Quintile,A Little,0.43283,49,90,0.32989,0.53577
2016,First Stage of Tertiary Education,1st Quintile,Not at all,0.26755,41,90,0.17558,0.35952
2016,First Stage of Tertiary Education,2nd Quintile,Strong,0.25204,55,258,0.19896,0.30512
2016,First Stage of Tertiary Education,2nd Quintile,A Little,0.39086,108,258,0.33120,0.45052
2016,First Stage of Tertiary Education,2nd Quintile,Not at all,0.35710,95,258,0.29852,0.41568
2016,First Stage of Tertiary Education,3rd Quintile,Strong,0.15287,44,300,0.11208,0.19366
2016,First Stage of Tertiary Education,3rd Quintile,A Little,0.38131,115,300,0.32625,0.43636
2016,First Stage of Tertiary Education,3rd Quintile,Not at all,0.46583,141,300,0.40928,0.52237
2016,First Stage of Tertiary Education,4th Quintile,A Little,0.44126,144,317,0.38652,0.49601
2016,First Stage of Tertiary Education,4th Quintile,Not at all,0.47946,173,317,0.42437,0.53454
2016,First Stage of Tertiary Education,5th Quintile,A Little,0.41989,176,355,0.36848,0.47131
2016,First Stage of Tertiary Education,5th Quintile,Not at all,0.52372,179,355,0.47169,0.57575
2016,Second Stage of Tertiary Education,1st Quintile,Strong,0.14746,71,539,0.11750,0.17742
2016,Second Stage of Tertiary Education,1st Quintile,A Little,0.24661,145,539,0.21018,0.28303
2016,Second Stage of Tertiary Education,1st Quintile,Not at all,0.60593,323,539,0.56464,0.64722
2016,Second Stage of Tertiary Education,2nd Quintile,Strong,0.09770,71,642,0.07471,0.12068
2016,Second Stage of Tertiary Education,2nd Quintile,A Little,0.36345,224,642,0.32622,0.40069
2016,Second Stage of Tertiary Education,2nd Quintile,Not at all,0.53885,347,642,0.50026,0.57744
2016,Second Stage of Tertiary Education,3rd Quintile,Strong,0.14977,93,909,0.12656,0.17298
2016,Second Stage of Tertiary Education,3rd Quintile,A Little,0.31275,286,909,0.28259,0.34290
2016,Second Stage of Tertiary Education,3rd Quintile,Not at all,0.53748,530,909,0.50505,0.56991
2016,Second Stage of Tertiary Education,4th Quintile,Strong,0.08912,105,1367,0.07401,0.10423
2016,Second Stage of Tertiary Education,4th Quintile,A Little,0.28441,402,1367,0.26048,0.30833
2016,Second Stage of Tertiary Education,4th Quintile,Not at all,0.62647,860,1367,0.60082,0.65212
2016,Second Stage of Tertiary Education,5th Quintile,Strong,0.07966,180,2415,0.06886,0.09046
2016,Second Stage of Tertiary Education,5th Quintile,A Little,0.34022,785,2415,0.32132,0.35912
2016,Second Stage of Tertiary Education,5th Quintile,Not at all,0.58012,1450,2415,0.56043,0.59981
2018,No answer / don't know,1st Quintile,Strong,0.10658,38,385,0.07571,0.13744
2018,No answer / don't know,1st Quintile,A Little,0.28227,109,385,0.23725,0.32729
2018,No answer / don't know,1st Quintile,Not at all,0.61115,238,385,0.56240,0.65991
2018,No answer / don't know,2nd Quintile,A Little,0.27301,38,141,0.19922,0.34681
2018,No answer / don't know,2nd Quintile,Not at all,0.68694,103,141,0.61012,0.76376
2018,No answer / don't know,3rd Quintile,Not at all,0.75081,73,73,0.65090,0.85072
2018,No answer / don't know,4th Quintile,Not at all,0.83928,63,63,0.74785,0.93070
2018,No answer / don't know,5th Quintile,Not at all,0.61970,42,42,0.47110,0.76830
2018,Pre-primary Level,1st Quintile,Not at all,0.77736,77,77,0.68382,0.87089
2018,Pre-primary Level,2nd Quintile,Not at all,0.89212,60,60,0.81297,0.97128
2018,Pre-primary Level,3rd Quintile,Not at all,0.87658,57,57,0.79044,0.96273
2018,Pre-primary Level,4th Quintile,Not at all,0.91891,51,51,0.84324,0.99457
2018,Pre-primary Level,5th Quintile,Not at all,0.95977,41,41,0.89887,1.02066
2018,Primary Level,1st Quintile,Strong,0.30141,183,1094,0.27420,0.32861
2018,Primary Level,1st Quintile,A Little,0.32284,357,1094,0.29512,0.35056
2018,Primary Level,1st Quintile,Not at all,0.37575,554,1094,0.34704,0.40446
2018,Primary Level,2nd Quintile,A Little,0.38004,46,136,0.29816,0.46192
2018,Primary Level,2nd Quintile,Not at all,0.43929,90,136,0.35556,0.52301
2018,Lower Secondary Level,1st Quintile,Strong,0.24617,236,1483,0.22423,0.26810
2018,Lower Secondary Level,1st Quintile,A Little,0.32626,434,1483,0.30239,0.35013
2018,Lower Secondary Level,1st Quintile,Not at all,0.42757,813,1483,0.40238,0.45276
2018,Lower Secondary Level,2nd Quintile,Strong,0.25063,120,733,0.21923,0.28202
2018,Lower Secondary Level,2nd Quintile,A Little,0.38148,253,733,0.34629,0.41667
2018,Lower Secondary Level,2nd Quintile,Not at all,0.36789,360,733,0.33296,0.40283
2018,Lower Secondary Level,3rd Quintile,Strong,0.23140,100,452,0.19247,0.27032
2018,Lower Secondary Level,3rd Quintile,A Little,0.33225,152,452,0.28878,0.37573
2018,Lower Secondary Level,3rd Quintile,Not at all,0.43635,200,452,0.39058,0.48212
2018,Lower Secondary Level,4th Quintile,Strong,0.18273,37,239,0.13364,0.23183
2018,Lower Secondary Level,4th Quintile,A Little,0.27867,77,239,0.22171,0.33563
2018,Lower Secondary Level,4th Quintile,Not at all,0.53860,125,239,0.47526,0.60193
2018,Lower Secondary Level,5th Quintile,A Little,0.27626,31,109,0.19193,0.36059
2018,Lower Secondary Level,5th Quintile,Not at all,0.62829,78,109,0.53715,0.71943
2018,Upper Secondary Level,1st Quintile,Strong,0.24274,488,2624,0.22634,0.25915
2018,Upper Secondary Level,1st Quintile,A Little,0.36664,877,2624,0.34820,0.38508
2018,Upper Secondary Level,1st Quintile,Not at all,0.39062,1259,2624,0.37194,0.40929
2018,Upper Secondary Level,2nd Quintile,Strong,0.20446,453,2739,0.18935,0.21956
2018,Upper Secondary Level,2nd Quintile,A Little,0.38373,1001,2739,0.36551,0.40194
2018,Upper Secondary Level,2nd Quintile,Not at all,0.41182,1285,2739,0.39338,0.43025
2018,Upper Secondary Level,3rd Quintile,Strong,0.16931,358,2407,0.15432,0.18429
2018,Upper Secondary Level,3rd Quintile,A Little,0.40340,906,2407,0.38380,0.42300
2018,Upper Secondary Level,3rd Quintile,Not at all,0.42729,1143,2407,0.40752,0.44706
2018,Upper Secondary Level,4th Quintile,Strong,0.12009,232,2100,0.10619,0.13400
2018,Upper Secondary Level,4th Quintile,A Little,0.41112,790,2100,0.39007,0.43217
2018,Upper Secondary Level,4th Quintile,Not at all,0.46878,1078,2100,0.44743,0.49013
2018,Upper Secondary Level,5th Quintile,Strong,0.10457,174,1573,0.08944,0.11970
2018,Upper Secondary Level,5th Quintile,A Little,0.39007,573,1573,0.36596,0.41419
2018,Upper Secondary Level,5th Quintile,Not at all,0.50536,826,1573,0.48064,0.53007
2018,Post-secondary Non-tertiary Level,1st Quintile,Strong,0.12724,59,415,0.09514,0.15934
2018,Post-secondary Non-tertiary Level,1st Quintile,A Little,0.32606,138,415,0.28090,0.37122
2018,Post-secondary Non-tertiary Level,1st Quintile,Not at all,0.54670,218,415,0.49874,0.59465
2018,Post-secondary Non-tertiary Level,2nd Quintile,Strong,0.10537,43,442,0.07672,0.13403
2018,Post-secondary Non-tertiary Level,2nd Quintile,A Little,0.35752,141,442,0.31279,0.40225
2018,Post-secondary Non-tertiary Level,2nd Quintile,Not at all,0.53711,258,442,0.49057,0.58365
2018,Post-secondary Non-tertiary Level,3rd Quintile,Strong,0.09174,37,460,0.06534,0.11815
2018,Post-secondary Non-tertiary Level,3rd Quintile,A Little,0.36788,147,460,0.32376,0.41199
2018,Post-secondary Non-tertiary Level,3rd Quintile,Not at all,0.54038,276,460,0.49479,0.58597
2018,Post-secondary Non-tertiary Level,4th Quintile,Strong,0.10760,35,427,0.07818,0.13703
2018,Post-secondary Non-tertiary Level,4th Quintile,A Little,0.37252,126,427,0.32661,0.41843
2018,Post-secondary Non-tertiary Level,4th Quintile,Not at all,0.51988,266,427,0.47243,0.56732
2018,Post-secondary Non-tertiary Level,5th Quintile,A Little,0.26184,108,332,0.21448,0.30920
2018,Post-secondary Non-tertiary Level,5th Quintile,Not at all,0.63822,224,332,0.58645,0.68998
2018,First Stage of Tertiary Education,1st Quintile,A Little,0.49455,44,84,0.38699,0.60211
2018,First Stage of Tertiary Education,1st Quintile,Not at all,0.31138,40,84,0.21175,0.41100
2018,First Stage of Tertiary Education,2nd Quintile,Strong,0.26018,61,260,0.20675,0.31362
2018,First Stage of Tertiary Education,2nd Quintile,A Little,0.34771,95,260,0.28971,0.40571
2018,First Stage of Tertiary Education,2nd Quintile,Not at all,0.39211,104,260,0.33265,0.45157
2018,First Stage of Tertiary Education,3rd Quintile,Strong,0.17659,38,303,0.13359,0.21960
2018,First Stage of Tertiary Education,3rd Quintile,A Little,0.39029,119,303,0.33527,0.44531
2018,First Stage of Tertiary Education,3rd Quintile,Not at all,0.43312,146,303,0.37723,0.48900
2018,First Stage of Tertiary Education,4th Quintile,Strong,0.08019,31,361,0.05214,0.10825
2018,First Stage of Tertiary Education,4th Quintile,A Little,0.40920,151,361,0.35841,0.46000
2018,First Stage of Tertiary Education,4th Quintile,Not at all,0.51060,179,361,0.45897,0.56224
2018,First Stage of Tertiary Education,5th Quintile,Strong,0.07464,36,375,0.04800,0.10127
2018,First Stage of Tertiary Education,5th Quintile,A Little,0.40376,160,375,0.35404,0.45349
2018,First Stage of Tertiary Education,5th Quintile,Not at all,0.52160,179,375,0.47097,0.57223
2018,Second Stage of Tertiary Education,1st Quintile,Strong,0.12386,90,917,0.10252,0.14519
2018,Second Stage of Tertiary Education,1st Quintile,A Little,0.33050,278,917,0.30004,0.36096
2018,Second Stage of Tertiary Education,1st Quintile,Not at all,0.54564,549,917,0.51340,0.57789
2018,Second Stage of Tertiary Education,2nd Quintile,Strong,0.11433,78,736,0.09133,0.13734
2018,Second Stage of Tertiary Education,2nd Quintile,A Little,0.30957,242,736,0.27614,0.34299
2018,Second Stage of Tertiary Education,2nd Quintile,Not at all,0.57610,416,736,0.54037,0.61183
2018,Second Stage of Tertiary Education,3rd Quintile,Strong,0.13536,87,972,0.11384,0.15688
2018,Second Stage of Tertiary Education,3rd Quintile,A Little,0.27690,291,972,0.24876,0.30505
2018,Second Stage of Tertiary Education,3rd Quintile,Not at all,0.58774,594,972,0.55678,0.61870
2018,Second Stage of Tertiary Education,4th Quintile,Strong,0.08093,115,1434,0.06681,0.09505
2018,Second Stage of Tertiary Education,4th Quintile,A Little,0.31737,445,1434,0.29327,0.34147
2018,Second Stage of Tertiary Education,4th Quintile,Not at all,0.60170,874,1434,0.57635,0.62704
2018,Second Stage of Tertiary Education,5th Quintile,Strong,0.07167,168,2517,0.06159,0.08175
2018,Second Stage of Tertiary Education,5th Quintile,A Little,0.31639,805,2517,0.29821,0.33456
2018,Second Stage of Tertiary Education,5th Quintile,Not at all,0.61194,1544,2517,0.59290,0.63098
2020,No answer / don't know,1st Quintile,Strong,0.08416,47,318,0.05360,0.11472
2020,No answer / don't know,1st Quintile,A Little,0.22635,93,318,0.18028,0.27242
2020,No answer / don't know,1st Quintile,Not at all,0.68949,178,318,0.63855,0.74043
2020,No answer / don't know,2nd Quintile,A Little,0.20401,31,114,0.12971,0.27831
2020,No answer / don't know,2nd Quintile,Not at all,0.71719,83,114,0.63415,0.80023
2020,No answer / don't know,3rd Quintile,Not at all,0.70994,58,58,0.59214,0.82775
2020,No answer / don't know,4th Quintile,Not at all,0.66841,41,41,0.52252,0.81431
2020,No answer / don't know,5th Quintile,Not at all,0.90801,52,52,0.82869,0.98733
2020,Pre-primary Level,1st Quintile,Not at all,0.86062,57,57,0.76991,0.95133
2020,Pre-primary Level,2nd Quintile,Not at all,0.82738,57,57,0.72840,0.92636
2020,Pre-primary Level,3rd Quintile,Not at all,0.80923,54,54,0.70345,0.91501
2020,Pre-primary Level,4th Quintile,Not at all,0.86936,47,47,0.77197,0.96675
2020,Pre-primary Level,5th Quintile,Not at all,0.95492,48,48,0.89561,1.01424
2020,Primary Level,1st Quintile,Strong,0.29416,198,1030,0.26632,0.32201
2020,Primary Level,1st Quintile,A Little,0.34584,307,1030,0.31677,0.37490
2020,Primary Level,1st Quintile,Not at all,0.36000,525,1030,0.33067,0.38933
2020,Primary Level,2nd Quintile,Strong,0.35494,31,143,0.27623,0.43364
2020,Primary Level,2nd Quintile,A Little,0.35262,53,143,0.27403,0.43120
2020,Primary Level,2nd Quintile,Not at all,0.29245,59,143,0.21763,0.36727
2020,Lower Secondary Level,1st Quintile,Strong,0.25989,232,1335,0.23636,0.28343
2020,Lower Secondary Level,1st Quintile,A Little,0.35178,435,1335,0.32615,0.37741
2020,Lower Secondary Level,1st Quintile,Not at all,0.38833,668,1335,0.36217,0.41448
2020,Lower Secondary Level,2nd Quintile,Strong,0.21671,96,630,0.18451,0.24891
2020,Lower Secondary Level,2nd Quintile,A Little,0.41789,236,630,0.37934,0.45643
2020,Lower Secondary Level,2nd Quintile,Not at all,0.36540,298,630,0.32777,0.40304
2020,Lower Secondary Level,3rd Quintile,Strong,0.19924,72,371,0.15854,0.23994
2020,Lower Secondary Level,3rd Quintile,A Little,0.44700,141,371,0.39634,0.49767
2020,Lower Secondary Level,3rd Quintile,Not at all,0.35375,158,371,0.30503,0.40247
2020,Lower Secondary Level,4th Quintile,Strong,0.17731,37,232,0.12806,0.22657
2020,Lower Secondary Level,4th Quintile,A Little,0.37409,86,232,0.31169,0.43649
2020,Lower Secondary Level,4th Quintile,Not at all,0.44860,109,232,0.38446,0.51273
2020,Lower Secondary Level,5th Quintile,A Little,0.38721,53,125,0.30147,0.47294
