,Unnamed: 0,year,bula_h,regtyp,ple0004,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
298,298,2014,Hesse,Urban regions,Strong,0.1308,172,26803,0.11484,0.14974
299,299,2014,Hesse,Urban regions,A Little,0.26803,400,26803,0.24175,0.29525
300,300,2014,Hesse,Urban regions,Not at all,0.60117,971,26803,0.55858,0.65013
301,301,2014,Hesse,Rural regions,Strong,0.1256,32,26803,0.09267,0.16825
302,302,2014,Hesse,Rural regions,A Little,0.35355,96,26803,0.28779,0.44066
303,303,2014,Hesse,Rural regions,Not at all,0.52086,210,26803,0.45626,0.59659
304,304,2014,"Rhineland-Palatinate, Saarland",Urban regions,Strong,0.12094,115,26803,0.10559,0.13715
305,305,2014,"Rhineland-Palatinate, Saarland",Urban regions,A Little,0.29751,341,26803,0.26326,0.3289
306,306,2014,"Rhineland-Palatinate, Saarland",Urban regions,Not at all,0.58155,732,26803,0.53633,0.6471
307,307,2014,"Rhineland-Palatinate, Saarland",Rural regions,A Little,0.41394,124,26803,0.3473,0.47755
308,308,2014,"Rhineland-Palatinate, Saarland",Rural regions,Not at all,0.58606,248,26803,0.50689,0.67328
309,309,2014,Baden-Wuerttemberg,Urban regions,Strong,0.10607,240,26803,0.0938,0.12144
310,310,2014,Baden-Wuerttemberg,Urban regions,A Little,0.30482,760,26803,0.27593,0.32722
311,311,2014,Baden-Wuerttemberg,Urban regions,Not at all,0.58911,1863,26803,0.55922,0.62242
312,312,2014,Baden-Wuerttemberg,Rural regions,A Little,0.27058,75,26803,0.20472,0.33927
313,313,2014,Baden-Wuerttemberg,Rural regions,Not at all,0.72942,251,26803,0.61264,0.89469
314,314,2014,Bavaria,Urban regions,Strong,0.11099,186,26803,0.09724,0.12575
315,315,2014,Bavaria,Urban regions,A Little,0.25294,488,26803,0.22911,0.27809
316,316,2014,Bavaria,Urban regions,Not at all,0.63607,1305,26803,0.59465,0.67988
317,317,2014,Bavaria,Rural regions,Strong,0.11036,201,26803,0.09691,0.12532
318,318,2014,Bavaria,Rural regions,A Little,0.28772,611,26803,0.26383,0.3155
319,319,2014,Bavaria,Rural regions,Not at all,0.60192,1600,26803,0.56813,0.64094
320,320,2014,Berlin,Urban regions,Strong,0.14934,106,26803,0.1284,0.1725
321,321,2014,Berlin,Urban regions,A Little,0.36273,330,26803,0.33231,0.3936
322,322,2014,Berlin,Urban regions,Not at all,0.48792,549,26803,0.44855,0.52975
323,323,2014,Brandenburg,Urban regions,Not at all,1.0,52,26803,0.72989,1.24662
324,324,2014,Brandenburg,Rural regions,Strong,0.20195,155,26803,0.17028,0.23061
325,325,2014,Brandenburg,Rural regions,A Little,0.38517,345,26803,0.3398,0.43546
326,326,2014,Brandenburg,Rural regions,Not at all,0.41287,435,26803,0.37092,0.45677
327,327,2014,Mecklenburg-Western Pomerania,Urban regions,Not at all,1.0,49,26803,0.71283,1.32606
328,328,2014,Mecklenburg-Western Pomerania,Rural regions,Strong,0.16607,62,26803,0.13335,0.19951
329,329,2014,Mecklenburg-Western Pomerania,Rural regions,A Little,0.36288,179,26803,0.30881,0.40887
330,330,2014,Mecklenburg-Western Pomerania,Rural regions,Not at all,0.47105,251,26803,0.40758,0.54951
331,331,2014,Saxony,Urban regions,Strong,0.11775,91,26803,0.09758,0.13082
332,332,2014,Saxony,Urban regions,A Little,0.34133,278,26803,0.31295,0.37879
333,333,2014,Saxony,Urban regions,Not at all,0.54092,467,26803,0.47798,0.60866
334,334,2014,Saxony,Rural regions,Strong,0.1157,80,26803,0.09737,0.13693
335,335,2014,Saxony,Rural regions,A Little,0.38771,275,26803,0.33976,0.43202
336,336,2014,Saxony,Rural regions,Not at all,0.4966,424,26803,0.43646,0.54734
337,337,2014,Saxony-Anhalt,Urban regions,A Little,0.46503,81,26803,0.384,0.53843
338,338,2014,Saxony-Anhalt,Urban regions,Not at all,0.53497,113,26803,0.43871,0.62416
339,339,2014,Saxony-Anhalt,Rural regions,Strong,0.1506,94,26803,0.12311,0.17639
340,340,2014,Saxony-Anhalt,Rural regions,A Little,0.33923,249,26803,0.3005,0.38306
341,341,2014,Saxony-Anhalt,Rural regions,Not at all,0.51017,400,26803,0.45175,0.57052
342,342,2014,Thuringa,Urban regions,A Little,0.2545,85,26803,0.18908,0.32327
343,343,2014,Thuringa,Urban regions,Not at all,0.7455,190,26803,0.6259,0.85938
344,344,2014,Thuringa,Rural regions,Strong,0.15363,84,26803,0.12752,0.18177
345,345,2014,Thuringa,Rural regions,A Little,0.37099,240,26803,0.3178,0.41708
346,346,2014,Thuringa,Rural regions,Not at all,0.47538,364,26803,0.42714,0.52538
347,347,2016,Schleswig-Holstein,Urban regions,Strong,0.10164,34,26958,0.05465,0.16177
348,348,2016,Schleswig-Holstein,Urban regions,A Little,0.37772,106,26958,0.27177,0.4862
349,349,2016,Schleswig-Holstein,Urban regions,Not at all,0.52065,226,26958,0.42761,0.62005
350,350,2016,Schleswig-Holstein,Rural regions,Strong,0.10525,72,26958,0.08369,0.12721
351,351,2016,Schleswig-Holstein,Rural regions,A Little,0.32864,178,26958,0.26452,0.39069
352,352,2016,Schleswig-Holstein,Rural regions,Not at all,0.56611,377,26958,0.49824,0.63844
353,353,2016,Hamburg,Urban regions,Strong,0.13911,47,26958,0.10923,0.17803
354,354,2016,Hamburg,Urban regions,A Little,0.24454,103,26958,0.20179,0.28778
355,355,2016,Hamburg,Urban regions,Not at all,0.61634,308,26958,0.5376,0.71308
356,356,2016,Lower Saxony,Urban regions,Strong,0.12768,104,26958,0.10626,0.1565
357,357,2016,Lower Saxony,Urban regions,A Little,0.29242,297,26958,0.25155,0.33529
358,358,2016,Lower Saxony,Urban regions,Not at all,0.57991,764,26958,0.52217,0.63621
359,359,2016,Lower Saxony,Rural regions,Strong,0.13048,157,26958,0.10858,0.15609
360,360,2016,Lower Saxony,Rural regions,A Little,0.32798,464,26958,0.29013,0.35893
361,361,2016,Lower Saxony,Rural regions,Not at all,0.54154,907,26958,0.49398,0.59828
362,362,2016,Bremen,Urban regions,A Little,0.37379,47,26958,0.27074,0.4884
363,363,2016,Bremen,Urban regions,Not at all,0.62621,166,26958,0.474,0.7895
364,364,2016,North Rhine-Westphalia,Urban regions,Strong,0.12607,538,26958,0.11418,0.13694
365,365,2016,North Rhine-Westphalia,Urban regions,A Little,0.29199,1415,26958,0.27113,0.31061
366,366,2016,North Rhine-Westphalia,Urban regions,Not at all,0.58194,3574,26958,0.55714,0.60894
367,367,2016,North Rhine-Westphalia,Rural regions,A Little,0.36766,39,26958,0.26282,0.47751
368,368,2016,North Rhine-Westphalia,Rural regions,Not at all,0.63234,88,26958,0.46703,0.80668
369,369,2016,Hesse,Urban regions,Strong,0.11844,158,26958,0.09882,0.13933
370,370,2016,Hesse,Urban regions,A Little,0.28151,419,26958,0.2506,0.31187
371,371,2016,Hesse,Urban regions,Not at all,0.60005,904,26958,0.55665,0.65466
372,372,2016,Hesse,Rural regions,Strong,0.17421,36,26958,0.12774,0.22442
373,373,2016,Hesse,Rural regions,A Little,0.28924,90,26958,0.21155,0.38359
374,374,2016,Hesse,Rural regions,Not at all,0.53655,212,26958,0.4432,0.65402
375,375,2016,"Rhineland-Palatinate, Saarland",Urban regions,Strong,0.10018,113,26958,0.08011,0.11716
376,376,2016,"Rhineland-Palatinate, Saarland",Urban regions,A Little,0.33428,401,26958,0.29556,0.37205
377,377,2016,"Rhineland-Palatinate, Saarland",Urban regions,Not at all,0.56554,783,26958,0.51367,0.61767
378,378,2016,"Rhineland-Palatinate, Saarland",Rural regions,Strong,0.09031,43,26958,0.06,0.13218
379,379,2016,"Rhineland-Palatinate, Saarland",Rural regions,A Little,0.35468,106,26958,0.29088,0.43262
380,380,2016,"Rhineland-Palatinate, Saarland",Rural regions,Not at all,0.555,290,26958,0.4836,0.65282
381,381,2016,Baden-Wuerttemberg,Urban regions,Strong,0.10369,226,26958,0.09004,0.11704
382,382,2016,Baden-Wuerttemberg,Urban regions,A Little,0.32863,822,26958,0.2982,0.35364
383,383,2016,Baden-Wuerttemberg,Urban regions,Not at all,0.56768,1750,26958,0.5312,0.59942
384,384,2016,Baden-Wuerttemberg,Rural regions,A Little,0.3596,101,26958,0.27101,0.45325
385,385,2016,Baden-Wuerttemberg,Rural regions,Not at all,0.6404,243,26958,0.54247,0.74047
386,386,2016,Bavaria,Urban regions,Strong,0.10707,153,26958,0.08876,0.12495
387,387,2016,Bavaria,Urban regions,A Little,0.27232,503,26958,0.24884,0.30403
388,388,2016,Bavaria,Urban regions,Not at all,0.6206,1192,26958,0.57707,0.66999
389,389,2016,Bavaria,Rural regions,Strong,0.10146,208,26958,0.09032,0.11278
390,390,2016,Bavaria,Rural regions,A Little,0.31199,612,26958,0.28471,0.34098
391,391,2016,Bavaria,Rural regions,Not at all,0.58654,1525,26958,0.54943,0.62762
392,392,2016,Berlin,Urban regions,Strong,0.16956,133,26958,0.14319,0.20376
393,393,2016,Berlin,Urban regions,A Little,0.29246,301,26958,0.25454,0.32797
394,394,2016,Berlin,Urban regions,Not at all,0.53798,570,26958,0.49162,0.59362
395,395,2016,Brandenburg,Urban regions,Not at all,1.0,46,26958,0.61984,1.52189
396,396,2016,Brandenburg,Rural regions,Strong,0.19019,154,26958,0.15072,0.22642
397,397,2016,Brandenburg,Rural regions,A Little,0.40545,353,26958,0.34945,0.45537
398,398,2016,Brandenburg,Rural regions,Not at all,0.40435,464,26958,0.35424,0.46274
399,399,2016,Mecklenburg-Western Pomerania,Urban regions,Not at all,1.0,61,26958,0.65037,1.38381
400,400,2016,Mecklenburg-Western Pomerania,Rural regions,Strong,0.12477,59,26958,0.09097,0.16796
401,401,2016,Mecklenburg-Western Pomerania,Rural regions,A Little,0.36351,181,26958,0.31344,0.41879
402,402,2016,Mecklenburg-Western Pomerania,Rural regions,Not at all,0.51172,267,26958,0.43897,0.60896
403,403,2016,Saxony,Urban regions,Strong,0.10043,99,26958,0.08442,0.12024
404,404,2016,Saxony,Urban regions,A Little,0.32627,282,26958,0.29199,0.36797
405,405,2016,Saxony,Urban regions,Not at all,0.5733,479,26958,0.49976,0.64479
406,406,2016,Saxony,Rural regions,Strong,0.0944,63,26958,0.07314,0.11809
407,407,2016,Saxony,Rural regions,A Little,0.34542,249,26958,0.29332,0.39809
408,408,2016,Saxony,Rural regions,Not at all,0.56018,409,26958,0.48958,0.62228
409,409,2016,Saxony-Anhalt,Urban regions,Strong,0.15493,32,26958,0.11866,0.20294
410,410,2016,Saxony-Anhalt,Urban regions,A Little,0.381,85,26958,0.30246,0.48136
411,411,2016,Saxony-Anhalt,Urban regions,Not at all,0.46407,111,26958,0.29709,0.65433
412,412,2016,Saxony-Anhalt,Rural regions,Strong,0.13452,75,26958,0.09922,0.17854
413,413,2016,Saxony-Anhalt,Rural regions,A Little,0.41418,254,26958,0.36554,0.47648
414,414,2016,Saxony-Anhalt,Rural regions,Not at all,0.4513,356,26958,0.39962,0.51612
415,415,2016,Thuringa,Urban regions,Strong,0.09646,37,26958,0.07157,0.12748
416,416,2016,Thuringa,Urban regions,A Little,0.2048,77,26958,0.15236,0.27046
417,417,2016,Thuringa,Urban regions,Not at all,0.69874,179,26958,0.54847,0.85342
418,418,2016,Thuringa,Rural regions,Strong,0.12541,71,26958,0.08904,0.16065
419,419,2016,Thuringa,Rural regions,A Little,0.32807,231,26958,0.27939,0.37258
420,420,2016,Thuringa,Rural regions,Not at all,0.54652,379,26958,0.48558,0.61816
421,421,2018,Schleswig-Holstein,Urban regions,Strong,0.11988,47,28953,0.0762,0.16421
422,422,2018,Schleswig-Holstein,Urban regions,A Little,0.31804,114,28953,0.23927,0.41361
423,423,2018,Schleswig-Holstein,Urban regions,Not at all,0.56209,268,28953,0.47925,0.6585
424,424,2018,Schleswig-Holstein,Rural regions,Strong,0.11725,62,28953,0.09472,0.14243
425,425,2018,Schleswig-Holstein,Rural regions,A Little,0.26106,158,28953,0.22358,0.30161
426,426,2018,Schleswig-Holstein,Rural regions,Not at all,0.62168,432,28953,0.5559,0.69053
427,427,2018,Hamburg,Urban regions,Strong,0.15028,58,28953,0.10569,0.19769
428,428,2018,Hamburg,Urban regions,A Little,0.19638,121,28953,0.15299,0.23769
429,429,2018,Hamburg,Urban regions,Not at all,0.65333,357,28953,0.56753,0.73854
430,430,2018,Lower Saxony,Urban regions,Strong,0.1114,93,28953,0.08904,0.13722
431,431,2018,Lower Saxony,Urban regions,A Little,0.28586,319,28953,0.25358,0.32555
432,432,2018,Lower Saxony,Urban regions,Not at all,0.60274,882,28953,0.5443,0.6631
433,433,2018,Lower Saxony,Rural regions,Strong,0.12615,151,28953,0.10265,0.15068
434,434,2018,Lower Saxony,Rural regions,A Little,0.34329,518,28953,0.31007,0.37774
435,435,2018,Lower Saxony,Rural regions,Not at all,0.53056,1073,28953,0.48366,0.58465
436,436,2018,Bremen,Urban regions,A Little,0.47933,93,28953,0.33874,0.61369
437,437,2018,Bremen,Urban regions,Not at all,0.52067,176,28953,0.40352,0.66974
438,438,2018,North Rhine-Westphalia,Urban regions,Strong,0.13494,655,28953,0.12412,0.14538
439,439,2018,North Rhine-Westphalia,Urban regions,A Little,0.30287,1697,28953,0.28367,0.32228
440,440,2018,North Rhine-Westphalia,Urban regions,Not at all,0.56219,3742,28953,0.53625,0.58771
441,441,2018,North Rhine-Westphalia,Rural regions,A Little,0.44075,41,28953,0.31285,0.57792
442,442,2018,North Rhine-Westphalia,Rural regions,Not at all,0.55925,79,28953,0.42629,0.6851
443,443,2018,Hesse,Urban regions,Strong,0.11906,158,28953,0.10019,0.13995
444,444,2018,Hesse,Urban regions,A Little,0.3023,491,28953,0.271,0.33751
445,445,2018,Hesse,Urban regions,Not at all,0.57864,1013,28953,0.53296,0.62809
446,446,2018,Hesse,Rural regions,Strong,0.15681,40,28953,0.10988,0.21788
447,447,2018,Hesse,Rural regions,A Little,0.33659,129,28953,0.26142,0.41056
448,448,2018,Hesse,Rural regions,Not at all,0.5066,258,28953,0.43214,0.5897
449,449,2018,"Rhineland-Palatinate, Saarland",Urban regions,Strong,0.10383,135,28953,0.08701,0.12525
450,450,2018,"Rhineland-Palatinate, Saarland",Urban regions,A Little,0.34483,373,28953,0.3088,0.38339
451,451,2018,"Rhineland-Palatinate, Saarland",Urban regions,Not at all,0.55134,766,28953,0.50733,0.59538
452,452,2018,"Rhineland-Palatinate, Saarland",Rural regions,Strong,0.1093,40,28953,0.07524,0.14769
453,453,2018,"Rhineland-Palatinate, Saarland",Rural regions,A Little,0.39045,128,28953,0.31581,0.47805
454,454,2018,"Rhineland-Palatinate, Saarland",Rural regions,Not at all,0.50025,258,28953,0.42746,0.59557
455,455,2018,Baden-Wuerttemberg,Urban regions,Strong,0.09483,229,28953,0.08076,0.10523
456,456,2018,Baden-Wuerttemberg,Urban regions,A Little,0.3081,792,28953,0.28509,0.33659
457,457,2018,Baden-Wuerttemberg,Urban regions,Not at all,0.59707,1770,28953,0.57134,0.6237
458,458,2018,Baden-Wuerttemberg,Rural regions,Strong,0.09099,32,28953,0.05765,0.12792
459,459,2018,Baden-Wuerttemberg,Rural regions,A Little,0.37558,98,28953,0.29923,0.45691
460,460,2018,Baden-Wuerttemberg,Rural regions,Not at all,0.53343,223,28953,0.45538,0.63681
461,461,2018,Bavaria,Urban regions,Strong,0.11678,181,28953,0.10096,0.1364
462,462,2018,Bavaria,Urban regions,A Little,0.27229,494,28953,0.24515,0.30231
463,463,2018,Bavaria,Urban regions,Not at all,0.61093,1234,28953,0.5719,0.65551
464,464,2018,Bavaria,Rural regions,Strong,0.09953,223,28953,0.08683,0.1132
465,465,2018,Bavaria,Rural regions,A Little,0.31707,666,28953,0.28733,0.34273
466,466,2018,Bavaria,Rural regions,Not at all,0.5834,1524,28953,0.5467,0.61906
467,467,2018,Berlin,Urban regions,Strong,0.15994,141,28953,0.13714,0.1876
468,468,2018,Berlin,Urban regions,A Little,0.30355,368,28953,0.26911,0.33815
469,469,2018,Berlin,Urban regions,Not at all,0.5365,615,28953,0.49387,0.58457
470,470,2018,Brandenburg,Urban regions,Not at all,1.0,64,28953,0.73372,1.30507
471,471,2018,Brandenburg,Rural regions,Strong,0.13461,154,28953,0.11364,0.15526
472,472,2018,Brandenburg,Rural regions,A Little,0.3981,386,28953,0.34325,0.45088
473,473,2018,Brandenburg,Rural regions,Not at all,0.46729,488,28953,0.42235,0.52508
474,474,2018,Mecklenburg-Western Pomerania,Urban regions,Not at all,1.0,75,28953,0.74878,1.26594
475,475,2018,Mecklenburg-Western Pomerania,Rural regions,Strong,0.16572,62,28953,0.12624,0.21935
476,476,2018,Mecklenburg-Western Pomerania,Rural regions,A Little,0.33413,175,28953,0.27847,0.39212
477,477,2018,Mecklenburg-Western Pomerania,Rural regions,Not at all,0.50016,309,28953,0.4374,0.56398
478,478,2018,Saxony,Urban regions,Strong,0.10241,96,28953,0.08585,0.12195
479,479,2018,Saxony,Urban regions,A Little,0.35172,314,28953,0.30966,0.39242
480,480,2018,Saxony,Urban regions,Not at all,0.54588,551,28953,0.48221,0.62498
481,481,2018,Saxony,Rural regions,Strong,0.09785,71,28953,0.08216,0.11648
482,482,2018,Saxony,Rural regions,A Little,0.34639,268,28953,0.30036,0.39582
483,483,2018,Saxony,Rural regions,Not at all,0.55576,439,28953,0.49094,0.62362
484,484,2018,Saxony-Anhalt,Urban regions,A Little,0.49683,89,28953,0.40424,0.61188
485,485,2018,Saxony-Anhalt,Urban regions,Not at all,0.50317,116,28953,0.4151,0.60211
486,486,2018,Saxony-Anhalt,Rural regions,Strong,0.15289,90,28953,0.12411,0.18327
487,487,2018,Saxony-Anhalt,Rural regions,A Little,0.41685,302,28953,0.35954,0.47126
488,488,2018,Saxony-Anhalt,Rural regions,Not at all,0.43025,378,28953,0.37351,0.4814
489,489,2018,Thuringa,Urban regions,A Little,0.2604,95,28953,0.19551,0.33548
490,490,2018,Thuringa,Urban regions,Not at all,0.7396,219,28953,0.58417,0.91345
491,491,2018,Thuringa,Rural regions,Strong,0.09402,60,28953,0.06849,0.12299
492,492,2018,Thuringa,Rural regions,A Little,0.37353,248,28953,0.31434,0.43679
493,493,2018,Thuringa,Rural regions,Not at all,0.53245,389,28953,0.47297,0.58293
494,494,2020,Schleswig-Holstein,Urban regions,Strong,0.06239,38,29208,0.03331,0.09366
495,495,2020,Schleswig-Holstein,Urban regions,A Little,0.33942,116,29208,0.24076,0.42222
496,496,2020,Schleswig-Holstein,Urban regions,Not at all,0.59819,265,29208,0.49745,0.69292
497,497,2020,Schleswig-Holstein,Rural regions,Strong,0.13399,59,29208,0.10481,0.17006
498,498,2020,Schleswig-Holstein,Rural regions,A Little,0.33852,176,29208,0.28096,0.40601
499,499,2020,Schleswig-Holstein,Rural regions,Not at all,0.52749,413,29208,0.45574,0.59598
500,500,2020,Hamburg,Urban regions,Strong,0.16071,55,29208,0.12016,0.20519
501,501,2020,Hamburg,Urban regions,A Little,0.21753,125,29208,0.1738,0.26571
502,502,2020,Hamburg,Urban regions,Not at all,0.62176,426,29208,0.53172,0.71692
503,503,2020,Lower Saxony,Urban regions,Strong,0.1183,103,29208,0.09189,0.14916
504,504,2020,Lower Saxony,Urban regions,A Little,0.29076,353,29208,0.24939,0.33088
505,505,2020,Lower Saxony,Urban regions,Not at all,0.59094,782,29208,0.5311,0.65596
506,506,2020,Lower Saxony,Rural regions,Strong,0.12999,157,29208,0.10221,0.16193
507,507,2020,Lower Saxony,Rural regions,A Little,0.38553,526,29208,0.34604,0.43173
508,508,2020,Lower Saxony,Rural regions,Not at all,0.48449,960,29208,0.43916,0.53651
509,509,2020,Bremen,Urban regions,A Little,0.51805,112,29208,0.38415,0.67894
510,510,2020,Bremen,Urban regions,Not at all,0.48195,171,29208,0.36041,0.594
511,511,2020,North Rhine-Westphalia,Urban regions,Strong,0.12807,652,29208,0.11371,0.14195
512,512,2020,North Rhine-Westphalia,Urban regions,A Little,0.32933,1949,29208,0.3094,0.35196
513,513,2020,North Rhine-Westphalia,Urban regions,Not at all,0.54259,3848,29208,0.51811,0.57272
514,514,2020,North Rhine-Westphalia,Rural regions,Not at all,1.0,75,29208,0.71551,1.30464
515,515,2020,Hesse,Urban regions,Strong,0.10916,145,29208,0.08638,0.13272
516,516,2020,Hesse,Urban regions,A Little,0.33277,508,29208,0.29694,0.37273
517,517,2020,Hesse,Urban regions,Not at all,0.55807,1065,29208,0.50136,0.61412
518,518,2020,Hesse,Rural regions,A Little,0.38139,118,29208,0.30476,0.45295
519,519,2020,Hesse,Rural regions,Not at all,0.61861,227,29208,0.51176,0.73227
520,520,2020,"Rhineland-Palatinate, Saarland",Urban regions,Strong,0.10462,111,29208,0.08485,0.12487
521,521,2020,"Rhineland-Palatinate, Saarland",Urban regions,A Little,0.35233,374,29208,0.31261,0.40531
522,522,2020,"Rhineland-Palatinate, Saarland",Urban regions,Not at all,0.54305,710,29208,0.49213,0.6045
523,523,2020,"Rhineland-Palatinate, Saarland",Rural regions,Strong,0.15333,40,29208,0.09858,0.19985
524,524,2020,"Rhineland-Palatinate, Saarland",Rural regions,A Little,0.32242,105,29208,0.23339,0.41538
525,525,2020,"Rhineland-Palatinate, Saarland",Rural regions,Not at all,0.52425,238,29208,0.44054,0.60969
526,526,2020,Baden-Wuerttemberg,Urban regions,Strong,0.09729,234,29208,0.08309,0.11702
527,527,2020,Baden-Wuerttemberg,Urban regions,A Little,0.34475,863,29208,0.31718,0.37722
528,528,2020,Baden-Wuerttemberg,Urban regions,Not at all,0.55796,1722,29208,0.52442,0.59366
529,529,2020,Baden-Wuerttemberg,Rural regions,Strong,0.1442,35,29208,0.09757,0.18687
530,530,2020,Baden-Wuerttemberg,Rural regions,A Little,0.28507,102,29208,0.21961,0.35324
531,531,2020,Baden-Wuerttemberg,Rural regions,Not at all,0.57073,246,29208,0.45565,0.67107
532,532,2020,Bavaria,Urban regions,Strong,0.09698,173,29208,0.0789,0.11287
533,533,2020,Bavaria,Urban regions,A Little,0.29987,580,29208,0.2661,0.33498
534,534,2020,Bavaria,Urban regions,Not at all,0.60315,1309,29208,0.5529,0.64722
535,535,2020,Bavaria,Rural regions,Strong,0.09443,193,29208,0.07608,0.1161
536,536,2020,Bavaria,Rural regions,A Little,0.35536,722,29208,0.32752,0.38987
537,537,2020,Bavaria,Rural regions,Not at all,0.55021,1404,29208,0.51072,0.5856
538,538,2020,Berlin,Urban regions,Strong,0.14928,147,29208,0.12149,0.18234
539,539,2020,Berlin,Urban regions,A Little,0.33625,409,29208,0.29728,0.38862
540,540,2020,Berlin,Urban regions,Not at all,0.51447,818,29208,0.46646,0.56739
541,541,2020,Brandenburg,Urban regions,A Little,0.28438,32,29208,0.20714,0.35937
542,542,2020,Brandenburg,Urban regions,Not at all,0.71562,63,29208,0.50412,0.95482
543,543,2020,Brandenburg,Rural regions,Strong,0.15868,157,29208,0.12935,0.18832
544,544,2020,Brandenburg,Rural regions,A Little,0.36083,371,29208,0.31752,0.3957
545,545,2020,Brandenburg,Rural regions,Not at all,0.48049,523,29208,0.4118,0.54578
546,546,2020,Mecklenburg-Western Pomerania,Urban regions,Not at all,1.0,66,29208,0.70722,1.31409
547,547,2020,Mecklenburg-Western Pomerania,Rural regions,Strong,0.13762,54,29208,0.095,0.1796
548,548,2020,Mecklenburg-Western Pomerania,Rural regions,A Little,0.40868,160,29208,0.32961,0.49008
549,549,2020,Mecklenburg-Western Pomerania,Rural regions,Not at all,0.4537,230,29208,0.38506,0.52589
550,550,2020,Saxony,Urban regions,Strong,0.10495,81,29208,0.08939,0.12927
551,551,2020,Saxony,Urban regions,A Little,0.31394,297,29208,0.27352,0.36847
552,552,2020,Saxony,Urban regions,Not at all,0.5811,540,29208,0.50574,0.65918
553,553,2020,Saxony,Rural regions,Strong,0.116,69,29208,0.09372,0.13926
554,554,2020,Saxony,Rural regions,A Little,0.29525,251,29208,0.26346,0.33469
555,555,2020,Saxony,Rural regions,Not at all,0.58875,436,29208,0.51731,0.65947
556,556,2020,Saxony-Anhalt,Urban regions,A Little,0.47194,91,29208,0.36478,0.60352
557,557,2020,Saxony-Anhalt,Urban regions,Not at all,0.52806,132,29208,0.36068,0.72923
558,558,2020,Saxony-Anhalt,Rural regions,Strong,0.10804,77,29208,0.08746,0.13425
559,559,2020,Saxony-Anhalt,Rural regions,A Little,0.46669,300,29208,0.39592,0.5367
560,560,2020,Saxony-Anhalt,Rural regions,Not at all,0.42526,346,29208,0.35985,0.49541
561,561,2020,Thuringa,Urban regions,Strong,0.06464,31,29208,0.0361,0.09753
562,562,2020,Thuringa,Urban regions,A Little,0.30677,102,29208,0.24145,0.38138
563,563,2020,Thuringa,Urban regions,Not at all,0.62859,198,29208,0.48566,0.78956
564,564,2020,Thuringa,Rural regions,Strong,0.15,66,29208,0.10541,0.19793
565,565,2020,Thuringa,Rural regions,A Little,0.35959,224,29208,0.29903,0.41287
566,566,2020,Thuringa,Rural regions,Not at all,0.49041,352,29208,0.42866,0.54897
