,Unnamed: 0,year,bula_h,m11124,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
290,290,1999,Berlin,Not Disabled (<= 30%),0.86112,457,13593,0.80948,0.90895
291,291,1999,Berlin,Disabled (> 30%),0.13888,58,13593,0.11998,0.15717
292,292,1999,Brandenburg,Not Disabled (<= 30%),0.89019,530,13593,0.8479,0.93528
293,293,1999,Brandenburg,Disabled (> 30%),0.10981,63,13593,0.09671,0.12474
294,294,1999,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.90547,367,13593,0.84381,0.96947
295,295,1999,Mecklenburg-Western Pomerania,Disabled (> 30%),0.09453,31,13593,0.07217,0.1146
296,296,1999,Saxony,Not Disabled (<= 30%),0.92493,1075,13593,0.88705,0.95711
297,297,1999,Saxony,Disabled (> 30%),0.07507,75,13593,0.06682,0.08324
298,298,1999,Saxony-Anhalt,Not Disabled (<= 30%),0.92227,631,13593,0.87175,0.97215
299,299,1999,Saxony-Anhalt,Disabled (> 30%),0.07773,55,13593,0.0672,0.08842
300,300,1999,Thuringa,Not Disabled (<= 30%),0.906,665,13593,0.8557,0.95953
301,301,1999,Thuringa,Disabled (> 30%),0.094,53,13593,0.08133,0.1072
302,302,2000,Schleswig-Holstein,Not Disabled (<= 30%),0.89242,637,24029,0.85486,0.93214
303,303,2000,Schleswig-Holstein,Disabled (> 30%),0.10758,69,24029,0.09535,0.12165
304,304,2000,Hamburg,Not Disabled (<= 30%),0.84739,259,24029,0.80198,0.89941
305,305,2000,Hamburg,Disabled (> 30%),0.15261,36,24029,0.13221,0.17943
306,306,2000,Lower Saxony,Not Disabled (<= 30%),0.8771,1808,24029,0.85279,0.89667
307,307,2000,Lower Saxony,Disabled (> 30%),0.1229,213,24029,0.11487,0.13028
308,308,2000,Bremen,Not Disabled (<= 30%),1.0,163,24029,0.91837,1.07572
309,309,2000,North Rhine-Westphalia,Not Disabled (<= 30%),0.8711,4543,24029,0.8567,0.88579
310,310,2000,North Rhine-Westphalia,Disabled (> 30%),0.1289,588,24029,0.12345,0.1347
311,311,2000,Hesse,Not Disabled (<= 30%),0.88538,1493,24029,0.86111,0.91086
312,312,2000,Hesse,Disabled (> 30%),0.11462,176,24029,0.10777,0.12264
313,313,2000,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.87429,1298,24029,0.85064,0.89812
314,314,2000,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.12571,162,24029,0.1166,0.13752
315,315,2000,Baden-Wuerttemberg,Not Disabled (<= 30%),0.89294,2664,24029,0.87243,0.91059
316,316,2000,Baden-Wuerttemberg,Disabled (> 30%),0.10706,288,24029,0.09794,0.11632
317,317,2000,Bavaria,Not Disabled (<= 30%),0.89164,3047,24029,0.87312,0.91297
318,318,2000,Bavaria,Disabled (> 30%),0.10836,321,24029,0.10191,0.11448
319,319,2000,Berlin,Not Disabled (<= 30%),0.87095,714,24029,0.8408,0.90803
320,320,2000,Berlin,Disabled (> 30%),0.12905,97,24029,0.11902,0.14159
321,321,2000,Brandenburg,Not Disabled (<= 30%),0.89641,915,24029,0.8638,0.92477
322,322,2000,Brandenburg,Disabled (> 30%),0.10359,99,24029,0.09313,0.11244
323,323,2000,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.89939,517,24029,0.85814,0.94102
324,324,2000,Mecklenburg-Western Pomerania,Disabled (> 30%),0.10061,48,24029,0.08864,0.11306
325,325,2000,Saxony,Not Disabled (<= 30%),0.92493,1657,24029,0.89722,0.94727
326,326,2000,Saxony,Disabled (> 30%),0.07507,117,24029,0.06925,0.08235
327,327,2000,Saxony-Anhalt,Not Disabled (<= 30%),0.90825,960,24029,0.88037,0.93893
328,328,2000,Saxony-Anhalt,Disabled (> 30%),0.09175,94,24029,0.08348,0.10083
329,329,2000,Thuringa,Not Disabled (<= 30%),0.89858,957,24029,0.86192,0.93317
330,330,2000,Thuringa,Disabled (> 30%),0.10142,89,24029,0.09052,0.11161
331,331,2001,Schleswig-Holstein,Not Disabled (<= 30%),0.866,575,21845,0.82389,0.91309
332,332,2001,Schleswig-Holstein,Disabled (> 30%),0.134,72,21845,0.11486,0.15152
333,333,2001,Hamburg,Not Disabled (<= 30%),0.82846,235,21845,0.77851,0.88274
334,334,2001,Hamburg,Disabled (> 30%),0.17154,39,21845,0.14504,0.19461
335,335,2001,Lower Saxony,Not Disabled (<= 30%),0.87894,1653,21845,0.853,0.90098
336,336,2001,Lower Saxony,Disabled (> 30%),0.12106,194,21845,0.11326,0.12928
337,337,2001,Bremen,Not Disabled (<= 30%),1.0,137,21845,0.89558,1.09136
338,338,2001,North Rhine-Westphalia,Not Disabled (<= 30%),0.86998,4116,21845,0.85201,0.88759
339,339,2001,North Rhine-Westphalia,Disabled (> 30%),0.13002,524,21845,0.12378,0.13659
340,340,2001,Hesse,Not Disabled (<= 30%),0.89194,1325,21845,0.86026,0.92153
341,341,2001,Hesse,Disabled (> 30%),0.10806,156,21845,0.10034,0.11689
342,342,2001,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.87543,1197,21845,0.85115,0.90565
343,343,2001,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.12457,155,21845,0.11613,0.13542
344,344,2001,Baden-Wuerttemberg,Not Disabled (<= 30%),0.89373,2345,21845,0.86805,0.91188
345,345,2001,Baden-Wuerttemberg,Disabled (> 30%),0.10627,249,21845,0.0974,0.11537
346,346,2001,Bavaria,Not Disabled (<= 30%),0.89091,2746,21845,0.86993,0.91151
347,347,2001,Bavaria,Disabled (> 30%),0.10909,289,21845,0.10213,0.11766
348,348,2001,Berlin,Not Disabled (<= 30%),0.87271,692,21845,0.83476,0.91027
349,349,2001,Berlin,Disabled (> 30%),0.12729,95,21845,0.11415,0.14466
350,350,2001,Brandenburg,Not Disabled (<= 30%),0.90898,859,21845,0.87671,0.94709
351,351,2001,Brandenburg,Disabled (> 30%),0.09102,90,21845,0.083,0.09941
352,352,2001,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.8964,463,21845,0.85223,0.94351
353,353,2001,Mecklenburg-Western Pomerania,Disabled (> 30%),0.1036,46,21845,0.08871,0.11759
354,354,2001,Saxony,Not Disabled (<= 30%),0.91997,1523,21845,0.89352,0.94479
355,355,2001,Saxony,Disabled (> 30%),0.08003,114,21845,0.07328,0.08619
356,356,2001,Saxony-Anhalt,Not Disabled (<= 30%),0.91351,915,21845,0.87514,0.94772
357,357,2001,Saxony-Anhalt,Disabled (> 30%),0.08649,84,21845,0.07864,0.09567
358,358,2001,Thuringa,Not Disabled (<= 30%),0.91165,888,21845,0.87037,0.95606
359,359,2001,Thuringa,Disabled (> 30%),0.08835,69,21845,0.07713,0.09986
360,360,2002,Schleswig-Holstein,Not Disabled (<= 30%),0.85568,638,22957,0.80626,0.90317
361,361,2002,Schleswig-Holstein,Disabled (> 30%),0.14432,81,22957,0.12584,0.16247
362,362,2002,Hamburg,Not Disabled (<= 30%),0.83278,284,22957,0.76729,0.90615
363,363,2002,Hamburg,Disabled (> 30%),0.16722,40,22957,0.13359,0.1944
364,364,2002,Lower Saxony,Not Disabled (<= 30%),0.86934,1759,22957,0.84132,0.89689
365,365,2002,Lower Saxony,Disabled (> 30%),0.13066,216,22957,0.12139,0.14073
366,366,2002,Bremen,Not Disabled (<= 30%),1.0,152,22957,0.88855,1.12549
367,367,2002,North Rhine-Westphalia,Not Disabled (<= 30%),0.86584,4304,22957,0.84475,0.8859
368,368,2002,North Rhine-Westphalia,Disabled (> 30%),0.13416,557,22957,0.12769,0.14214
369,369,2002,Hesse,Not Disabled (<= 30%),0.87623,1458,22957,0.83922,0.91343
370,370,2002,Hesse,Disabled (> 30%),0.12377,178,22957,0.11525,0.13472
371,371,2002,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.88582,1227,22957,0.84868,0.92002
372,372,2002,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.11418,148,22957,0.1035,0.12529
373,373,2002,Baden-Wuerttemberg,Not Disabled (<= 30%),0.88118,2524,22957,0.85638,0.9114
374,374,2002,Baden-Wuerttemberg,Disabled (> 30%),0.11882,270,22957,0.10776,0.12878
375,375,2002,Bavaria,Not Disabled (<= 30%),0.8814,2947,22957,0.85525,0.90972
376,376,2002,Bavaria,Disabled (> 30%),0.1186,306,22957,0.1096,0.12704
377,377,2002,Berlin,Not Disabled (<= 30%),0.86577,729,22957,0.82166,0.90567
378,378,2002,Berlin,Disabled (> 30%),0.13423,98,22957,0.12157,0.14937
379,379,2002,Brandenburg,Not Disabled (<= 30%),0.88788,853,22957,0.84427,0.92511
380,380,2002,Brandenburg,Disabled (> 30%),0.11212,104,22957,0.09981,0.1256
381,381,2002,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.87781,462,22957,0.82701,0.92784
382,382,2002,Mecklenburg-Western Pomerania,Disabled (> 30%),0.12219,52,22957,0.10253,0.14213
383,383,2002,Saxony,Not Disabled (<= 30%),0.9111,1523,22957,0.88268,0.93984
384,384,2002,Saxony,Disabled (> 30%),0.0889,122,22957,0.08128,0.09786
385,385,2002,Saxony-Anhalt,Not Disabled (<= 30%),0.89465,875,22957,0.85495,0.93366
386,386,2002,Saxony-Anhalt,Disabled (> 30%),0.10535,90,22957,0.09512,0.11724
387,387,2002,Thuringa,Not Disabled (<= 30%),0.8999,881,22957,0.85479,0.94124
388,388,2002,Thuringa,Disabled (> 30%),0.1001,79,22957,0.0865,0.11229
389,389,2003,Schleswig-Holstein,Not Disabled (<= 30%),0.88176,593,22078,0.83259,0.92222
390,390,2003,Schleswig-Holstein,Disabled (> 30%),0.11824,74,22078,0.10417,0.13648
391,391,2003,Hamburg,Not Disabled (<= 30%),1.0,263,22078,0.92182,1.09522
392,392,2003,Lower Saxony,Not Disabled (<= 30%),0.87376,1706,22078,0.846,0.90471
393,393,2003,Lower Saxony,Disabled (> 30%),0.12624,198,22078,0.11649,0.13751
394,394,2003,Bremen,Not Disabled (<= 30%),1.0,155,22078,0.88631,1.10575
395,395,2003,North Rhine-Westphalia,Not Disabled (<= 30%),0.86485,4120,22078,0.84959,0.88288
396,396,2003,North Rhine-Westphalia,Disabled (> 30%),0.13515,541,22078,0.1286,0.14349
397,397,2003,Hesse,Not Disabled (<= 30%),0.86793,1313,22078,0.82539,0.90168
398,398,2003,Hesse,Disabled (> 30%),0.13207,183,22078,0.12285,0.14471
399,399,2003,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.87359,1192,22078,0.83859,0.90703
400,400,2003,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.12641,158,22078,0.11548,0.13889
401,401,2003,Baden-Wuerttemberg,Not Disabled (<= 30%),0.88062,2418,22078,0.85032,0.91647
402,402,2003,Baden-Wuerttemberg,Disabled (> 30%),0.11938,266,22078,0.10852,0.13331
403,403,2003,Bavaria,Not Disabled (<= 30%),0.88844,2830,22078,0.86095,0.91878
404,404,2003,Bavaria,Disabled (> 30%),0.11156,295,22078,0.10289,0.12061
405,405,2003,Berlin,Not Disabled (<= 30%),0.86365,720,22078,0.81882,0.92166
406,406,2003,Berlin,Disabled (> 30%),0.13635,100,22078,0.11785,0.15102
407,407,2003,Brandenburg,Not Disabled (<= 30%),0.89198,838,22078,0.84987,0.93064
408,408,2003,Brandenburg,Disabled (> 30%),0.10802,101,22078,0.09789,0.11913
409,409,2003,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.87267,467,22078,0.81856,0.93342
410,410,2003,Mecklenburg-Western Pomerania,Disabled (> 30%),0.12733,57,22078,0.1057,0.14691
411,411,2003,Saxony,Not Disabled (<= 30%),0.91318,1481,22078,0.88294,0.94121
412,412,2003,Saxony,Disabled (> 30%),0.08682,126,22078,0.07877,0.09367
413,413,2003,Saxony-Anhalt,Not Disabled (<= 30%),0.89646,844,22078,0.85083,0.93885
414,414,2003,Saxony-Anhalt,Disabled (> 30%),0.10354,85,22078,0.09214,0.11511
415,415,2003,Thuringa,Not Disabled (<= 30%),0.90166,876,22078,0.84913,0.94999
416,416,2003,Thuringa,Disabled (> 30%),0.09834,78,22078,0.08573,0.11265
417,417,2004,Schleswig-Holstein,Not Disabled (<= 30%),0.8832,596,21555,0.83393,0.93231
418,418,2004,Schleswig-Holstein,Disabled (> 30%),0.1168,73,21555,0.09857,0.13563
419,419,2004,Hamburg,Not Disabled (<= 30%),0.84907,261,21555,0.7656,0.9112
420,420,2004,Hamburg,Disabled (> 30%),0.15093,33,21555,0.12133,0.18283
421,421,2004,Lower Saxony,Not Disabled (<= 30%),0.86667,1679,21555,0.83396,0.90062
422,422,2004,Lower Saxony,Disabled (> 30%),0.13333,201,21555,0.11994,0.14609
423,423,2004,Bremen,Not Disabled (<= 30%),1.0,147,21555,0.86273,1.12766
424,424,2004,North Rhine-Westphalia,Not Disabled (<= 30%),0.85835,3992,21555,0.8381,0.8804
425,425,2004,North Rhine-Westphalia,Disabled (> 30%),0.14165,545,21555,0.13352,0.1506
426,426,2004,Hesse,Not Disabled (<= 30%),0.87651,1268,21555,0.83996,0.9158
427,427,2004,Hesse,Disabled (> 30%),0.12349,170,21555,0.11207,0.13457
428,428,2004,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.86767,1148,21555,0.83459,0.91208
429,429,2004,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.13233,155,21555,0.11877,0.14548
430,430,2004,Baden-Wuerttemberg,Not Disabled (<= 30%),0.8747,2321,21555,0.84314,0.90722
431,431,2004,Baden-Wuerttemberg,Disabled (> 30%),0.1253,280,21555,0.11421,0.13645
432,432,2004,Bavaria,Not Disabled (<= 30%),0.88145,2744,21555,0.85443,0.90667
433,433,2004,Bavaria,Disabled (> 30%),0.11855,300,21555,0.10924,0.12849
434,434,2004,Berlin,Not Disabled (<= 30%),0.85965,702,21555,0.81091,0.90898
435,435,2004,Berlin,Disabled (> 30%),0.14035,102,21555,0.12043,0.16254
436,436,2004,Brandenburg,Not Disabled (<= 30%),0.87861,794,21555,0.83608,0.9298
437,437,2004,Brandenburg,Disabled (> 30%),0.12139,106,21555,0.10805,0.1351
438,438,2004,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.90195,458,21555,0.84678,0.97025
439,439,2004,Mecklenburg-Western Pomerania,Disabled (> 30%),0.09805,49,21555,0.08534,0.11416
440,440,2004,Saxony,Not Disabled (<= 30%),0.90599,1439,21555,0.87187,0.93775
441,441,2004,Saxony,Disabled (> 30%),0.09401,128,21555,0.08334,0.10644
442,442,2004,Saxony-Anhalt,Not Disabled (<= 30%),0.88388,834,21555,0.84016,0.93296
443,443,2004,Saxony-Anhalt,Disabled (> 30%),0.11612,88,21555,0.10145,0.13041
444,444,2004,Thuringa,Not Disabled (<= 30%),0.89336,860,21555,0.84204,0.95256
445,445,2004,Thuringa,Disabled (> 30%),0.10664,82,21555,0.09049,0.12323
446,446,2005,Schleswig-Holstein,Not Disabled (<= 30%),0.87544,569,20640,0.82314,0.92104
447,447,2005,Schleswig-Holstein,Disabled (> 30%),0.12456,75,20640,0.10781,0.14563
448,448,2005,Hamburg,Not Disabled (<= 30%),0.84581,254,20640,0.74452,0.95573
449,449,2005,Hamburg,Disabled (> 30%),0.15419,32,20640,0.12629,0.18305
450,450,2005,Lower Saxony,Not Disabled (<= 30%),0.86925,1588,20640,0.8295,0.90203
451,451,2005,Lower Saxony,Disabled (> 30%),0.13075,193,20640,0.1192,0.14349
452,452,2005,Bremen,Not Disabled (<= 30%),1.0,126,20640,0.86695,1.12127
453,453,2005,North Rhine-Westphalia,Not Disabled (<= 30%),0.85724,3797,20640,0.83208,0.87887
454,454,2005,North Rhine-Westphalia,Disabled (> 30%),0.14276,554,20640,0.13469,0.15159
455,455,2005,Hesse,Not Disabled (<= 30%),0.88585,1211,20640,0.84464,0.93244
456,456,2005,Hesse,Disabled (> 30%),0.11415,155,20640,0.10228,0.12571
457,457,2005,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.88141,1100,20640,0.84444,0.92092
458,458,2005,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.11859,139,20640,0.1055,0.13062
459,459,2005,Baden-Wuerttemberg,Not Disabled (<= 30%),0.88736,2251,20640,0.85951,0.92109
460,460,2005,Baden-Wuerttemberg,Disabled (> 30%),0.11264,264,20640,0.10226,0.12356
461,461,2005,Bavaria,Not Disabled (<= 30%),0.87979,2593,20640,0.84869,0.90754
462,462,2005,Bavaria,Disabled (> 30%),0.12021,302,20640,0.11041,0.129
463,463,2005,Berlin,Not Disabled (<= 30%),0.86258,657,20640,0.81526,0.91158
464,464,2005,Berlin,Disabled (> 30%),0.13742,97,20640,0.12251,0.15434
465,465,2005,Brandenburg,Not Disabled (<= 30%),0.8807,775,20640,0.83043,0.92981
466,466,2005,Brandenburg,Disabled (> 30%),0.1193,106,20640,0.10413,0.13344
467,467,2005,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.88752,445,20640,0.82,0.94494
468,468,2005,Mecklenburg-Western Pomerania,Disabled (> 30%),0.11248,55,20640,0.09161,0.13207
469,469,2005,Saxony,Not Disabled (<= 30%),0.90209,1389,20640,0.86378,0.93732
470,470,2005,Saxony,Disabled (> 30%),0.09791,133,20640,0.08704,0.10858
471,471,2005,Saxony-Anhalt,Not Disabled (<= 30%),0.8794,807,20640,0.83377,0.93111
472,472,2005,Saxony-Anhalt,Disabled (> 30%),0.1206,86,20640,0.10481,0.13651
473,473,2005,Thuringa,Not Disabled (<= 30%),0.88968,808,20640,0.83394,0.94716
474,474,2005,Thuringa,Disabled (> 30%),0.11032,79,20640,0.09286,0.1298
475,475,2006,Schleswig-Holstein,Not Disabled (<= 30%),0.85178,581,21905,0.80348,0.89804
476,476,2006,Schleswig-Holstein,Disabled (> 30%),0.14822,92,21905,0.13133,0.16807
477,477,2006,Hamburg,Not Disabled (<= 30%),0.8293,264,21905,0.7484,0.91087
478,478,2006,Hamburg,Disabled (> 30%),0.1707,39,21905,0.13678,0.19791
479,479,2006,Lower Saxony,Not Disabled (<= 30%),0.87133,1743,21905,0.839,0.90586
480,480,2006,Lower Saxony,Disabled (> 30%),0.12867,215,21905,0.11747,0.13984
481,481,2006,Bremen,Not Disabled (<= 30%),1.0,127,21905,0.86974,1.14283
482,482,2006,North Rhine-Westphalia,Not Disabled (<= 30%),0.85801,3963,21905,0.83366,0.87971
483,483,2006,North Rhine-Westphalia,Disabled (> 30%),0.14199,577,21905,0.13457,0.15107
484,484,2006,Hesse,Not Disabled (<= 30%),0.86639,1287,21905,0.83001,0.90631
485,485,2006,Hesse,Disabled (> 30%),0.13361,193,21905,0.12115,0.14738
486,486,2006,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.87955,1136,21905,0.84179,0.91648
487,487,2006,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.12045,151,21905,0.10697,0.13517
488,488,2006,Baden-Wuerttemberg,Not Disabled (<= 30%),0.87593,2398,21905,0.84749,0.91097
489,489,2006,Baden-Wuerttemberg,Disabled (> 30%),0.12407,314,21905,0.11514,0.13454
490,490,2006,Bavaria,Not Disabled (<= 30%),0.88121,2803,21905,0.85493,0.90806
491,491,2006,Bavaria,Disabled (> 30%),0.11879,332,21905,0.11055,0.12818
492,492,2006,Berlin,Not Disabled (<= 30%),0.86791,680,21905,0.81619,0.91391
493,493,2006,Berlin,Disabled (> 30%),0.13209,96,21905,0.11445,0.15169
494,494,2006,Brandenburg,Not Disabled (<= 30%),0.88622,822,21905,0.84261,0.93647
495,495,2006,Brandenburg,Disabled (> 30%),0.11378,113,21905,0.10032,0.12679
496,496,2006,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.88262,489,21905,0.83777,0.93164
497,497,2006,Mecklenburg-Western Pomerania,Disabled (> 30%),0.11738,58,21905,0.10033,0.14228
498,498,2006,Saxony,Not Disabled (<= 30%),0.88155,1428,21905,0.84272,0.91835
499,499,2006,Saxony,Disabled (> 30%),0.11845,148,21905,0.10335,0.13507
500,500,2006,Saxony-Anhalt,Not Disabled (<= 30%),0.89106,821,21905,0.83921,0.93828
501,501,2006,Saxony-Anhalt,Disabled (> 30%),0.10894,88,21905,0.09168,0.12485
502,502,2006,Thuringa,Not Disabled (<= 30%),0.87847,850,21905,0.83285,0.93595
503,503,2006,Thuringa,Disabled (> 30%),0.12153,97,21905,0.10663,0.13774
504,504,2007,Schleswig-Holstein,Not Disabled (<= 30%),0.85486,525,20453,0.8023,0.91129
505,505,2007,Schleswig-Holstein,Disabled (> 30%),0.14514,86,20453,0.12699,0.16466
506,506,2007,Hamburg,Not Disabled (<= 30%),0.85068,257,20453,0.75777,0.93443
507,507,2007,Hamburg,Disabled (> 30%),0.14932,35,20453,0.12459,0.17601
508,508,2007,Lower Saxony,Not Disabled (<= 30%),0.88546,1635,20453,0.85404,0.92297
509,509,2007,Lower Saxony,Disabled (> 30%),0.11454,190,20453,0.10496,0.12562
510,510,2007,Bremen,Not Disabled (<= 30%),1.0,128,20453,0.87157,1.15549
511,511,2007,North Rhine-Westphalia,Not Disabled (<= 30%),0.85533,3645,20453,0.83346,0.88054
512,512,2007,North Rhine-Westphalia,Disabled (> 30%),0.14467,552,20453,0.13598,0.15423
513,513,2007,Hesse,Not Disabled (<= 30%),0.86014,1207,20453,0.82474,0.91065
514,514,2007,Hesse,Disabled (> 30%),0.13986,185,20453,0.12681,0.15741
515,515,2007,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.87301,1031,20453,0.83424,0.91785
516,516,2007,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.12699,140,20453,0.11146,0.14411
517,517,2007,Baden-Wuerttemberg,Not Disabled (<= 30%),0.88028,2201,20453,0.8458,0.91562
518,518,2007,Baden-Wuerttemberg,Disabled (> 30%),0.11972,284,20453,0.10937,0.13149
519,519,2007,Bavaria,Not Disabled (<= 30%),0.87314,2615,20453,0.84336,0.90177
520,520,2007,Bavaria,Disabled (> 30%),0.12686,333,20453,0.11835,0.13676
521,521,2007,Berlin,Not Disabled (<= 30%),0.85787,657,20453,0.81526,0.90664
522,522,2007,Berlin,Disabled (> 30%),0.14213,92,20453,0.12199,0.16282
523,523,2007,Brandenburg,Not Disabled (<= 30%),0.8745,748,20453,0.80985,0.92852
524,524,2007,Brandenburg,Disabled (> 30%),0.1255,112,20453,0.10874,0.14111
525,525,2007,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.87424,449,20453,0.80403,0.92972
526,526,2007,Mecklenburg-Western Pomerania,Disabled (> 30%),0.12576,58,20453,0.10448,0.14983
527,527,2007,Saxony,Not Disabled (<= 30%),0.90016,1379,20453,0.86107,0.94177
528,528,2007,Saxony,Disabled (> 30%),0.09984,132,20453,0.08594,0.11721
529,529,2007,Saxony-Anhalt,Not Disabled (<= 30%),0.89517,786,20453,0.83846,0.94447
530,530,2007,Saxony-Anhalt,Disabled (> 30%),0.10483,82,20453,0.08864,0.12502
531,531,2007,Thuringa,Not Disabled (<= 30%),0.89188,817,20453,0.83363,0.94706
532,532,2007,Thuringa,Disabled (> 30%),0.10812,92,20453,0.0939,0.12159
533,533,2008,Schleswig-Holstein,Not Disabled (<= 30%),0.86429,477,19233,0.79849,0.92256
534,534,2008,Schleswig-Holstein,Disabled (> 30%),0.13571,76,19233,0.11793,0.15419
535,535,2008,Hamburg,Not Disabled (<= 30%),1.0,250,19233,0.90193,1.134
536,536,2008,Lower Saxony,Not Disabled (<= 30%),0.87934,1546,19233,0.84341,0.92182
537,537,2008,Lower Saxony,Disabled (> 30%),0.12066,191,19233,0.10913,0.13286
538,538,2008,Bremen,Not Disabled (<= 30%),1.0,120,19233,0.86357,1.15927
539,539,2008,North Rhine-Westphalia,Not Disabled (<= 30%),0.85998,3421,19233,0.83725,0.88384
540,540,2008,North Rhine-Westphalia,Disabled (> 30%),0.14002,503,19233,0.1302,0.15075
541,541,2008,Hesse,Not Disabled (<= 30%),0.85913,1130,19233,0.81708,0.9
542,542,2008,Hesse,Disabled (> 30%),0.14087,182,19233,0.12437,0.15505
543,543,2008,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.87987,968,19233,0.83476,0.92085
544,544,2008,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.12013,128,19233,0.10427,0.13459
545,545,2008,Baden-Wuerttemberg,Not Disabled (<= 30%),0.88025,2087,19233,0.84751,0.91602
546,546,2008,Baden-Wuerttemberg,Disabled (> 30%),0.11975,267,19233,0.10836,0.13088
547,547,2008,Bavaria,Not Disabled (<= 30%),0.87544,2431,19233,0.84292,0.90964
548,548,2008,Bavaria,Disabled (> 30%),0.12456,314,19233,0.11334,0.13508
549,549,2008,Berlin,Not Disabled (<= 30%),0.85519,625,19233,0.7974,0.9087
550,550,2008,Berlin,Disabled (> 30%),0.14481,94,19233,0.12472,0.16346
551,551,2008,Brandenburg,Not Disabled (<= 30%),0.87999,723,19233,0.82453,0.94116
552,552,2008,Brandenburg,Disabled (> 30%),0.12001,99,19233,0.10183,0.14085
553,553,2008,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.86138,434,19233,0.79815,0.93524
554,554,2008,Mecklenburg-Western Pomerania,Disabled (> 30%),0.13862,53,19233,0.11358,0.17139
555,555,2008,Saxony,Not Disabled (<= 30%),0.90747,1301,19233,0.8584,0.95513
556,556,2008,Saxony,Disabled (> 30%),0.09253,131,19233,0.07966,0.10752
557,557,2008,Saxony-Anhalt,Not Disabled (<= 30%),0.89807,738,19233,0.82915,0.94978
558,558,2008,Saxony-Anhalt,Disabled (> 30%),0.10193,73,19233,0.08373,0.11828
559,559,2008,Thuringa,Not Disabled (<= 30%),0.8972,782,19233,0.84505,0.95928
560,560,2008,Thuringa,Disabled (> 30%),0.1028,89,19233,0.08995,0.11554
561,561,2009,Schleswig-Holstein,Not Disabled (<= 30%),0.86377,435,17935,0.80543,0.94346
562,562,2009,Schleswig-Holstein,Disabled (> 30%),0.13623,71,17935,0.11516,0.16557
563,563,2009,Hamburg,Not Disabled (<= 30%),1.0,237,17935,0.86701,1.11413
564,564,2009,Lower Saxony,Not Disabled (<= 30%),0.86338,1433,17935,0.81594,0.90749
565,565,2009,Lower Saxony,Disabled (> 30%),0.13662,197,17935,0.12098,0.15176
566,566,2009,Bremen,Not Disabled (<= 30%),1.0,105,17935,0.81993,1.16039
567,567,2009,North Rhine-Westphalia,Not Disabled (<= 30%),0.85698,3132,17935,0.8322,0.88659
568,568,2009,North Rhine-Westphalia,Disabled (> 30%),0.14302,489,17935,0.13322,0.15354
569,569,2009,Hesse,Not Disabled (<= 30%),0.85781,1053,17935,0.81734,0.89926
570,570,2009,Hesse,Disabled (> 30%),0.14219,162,17935,0.12435,0.16129
571,571,2009,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.88486,902,17935,0.83702,0.93654
572,572,2009,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.11514,119,17935,0.09822,0.13432
573,573,2009,Baden-Wuerttemberg,Not Disabled (<= 30%),0.88555,1877,17935,0.84183,0.92665
574,574,2009,Baden-Wuerttemberg,Disabled (> 30%),0.11445,226,17935,0.10184,0.13025
575,575,2009,Bavaria,Not Disabled (<= 30%),0.8825,2306,17935,0.84706,0.91421
576,576,2009,Bavaria,Disabled (> 30%),0.1175,296,17935,0.10755,0.12936
577,577,2009,Berlin,Not Disabled (<= 30%),0.86162,599,17935,0.80294,0.91719
578,578,2009,Berlin,Disabled (> 30%),0.13838,84,17935,0.11464,0.16401
579,579,2009,Brandenburg,Not Disabled (<= 30%),0.89634,694,17935,0.83018,0.95554
580,580,2009,Brandenburg,Disabled (> 30%),0.10366,95,17935,0.09025,0.1168
