year,quintil_oecd,sampreg,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,1st Quintile,East,Disabled (> 30%),0.18662,118,944,0.16175,0.21149
2022,2nd Quintile,West,Not Disabled (<= 30%),0.85614,2084,2362,0.84198,0.87029
2022,2nd Quintile,West,Disabled (> 30%),0.14386,278,2362,0.12971,0.15802
2022,2nd Quintile,East,Not Disabled (<= 30%),0.81688,733,858,0.79099,0.84278
2022,2nd Quintile,East,Disabled (> 30%),0.18312,125,858,0.15722,0.20901
2022,3rd Quintile,West,Not Disabled (<= 30%),0.84495,2010,2293,0.83014,0.85977
2022,3rd Quintile,West,Disabled (> 30%),0.15505,283,2293,0.14023,0.16986
2022,3rd Quintile,East,Not Disabled (<= 30%),0.87539,596,664,0.85024,0.90053
2022,3rd Quintile,East,Disabled (> 30%),0.12461,68,664,0.09947,0.14976
2022,4th Quintile,West,Not Disabled (<= 30%),0.86942,2268,2544,0.85633,0.88252
2022,4th Quintile,West,Disabled (> 30%),0.13058,276,2544,0.11748,0.14367
2022,4th Quintile,East,Not Disabled (<= 30%),0.87003,503,569,0.84237,0.89768
2022,4th Quintile,East,Disabled (> 30%),0.12997,66,569,0.10232,0.15763
2022,5th Quintile,West,Not Disabled (<= 30%),0.89868,3096,3381,0.88850,0.90885
2022,5th Quintile,West,Disabled (> 30%),0.10132,285,3381,0.09115,0.11150
2022,5th Quintile,East,Not Disabled (<= 30%),0.91375,581,627,0.89176,0.93574
2022,5th Quintile,East,Disabled (> 30%),0.08625,46,627,0.06426,0.10824
