"m11124","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Beeinträchtigt","1998","(Fach-)Abitur","Ostdeutschland","5","0.0346949394310328","0.00710377070470283","0.0622861081573628"
"Beeinträchtigt","1998","AkademikerIn","Westdeutschland","65","0.0759400725178446","0.0602856402893901","0.0915945047462991"
"Beeinträchtigt","1998","AkademikerIn","Ostdeutschland","65","0.0871850324206782","0.0683525833713917","0.106017481469965"
"Nicht beeinträchtigt","1999","(noch) kein Abschluss","Westdeutschland","589","0.880327354755561","0.855658055557255","0.904996653953867"
"Nicht beeinträchtigt","1999","(noch) kein Abschluss","Ostdeutschland","125","","",""
"Nicht beeinträchtigt","1999","Hauptschule","Westdeutschland","4100","0.807771464050338","0.796697464782222","0.818845463318455"
"Nicht beeinträchtigt","1999","Hauptschule","Ostdeutschland","1003","","",""
"Nicht beeinträchtigt","1999","Realschule","Westdeutschland","1859","","",""
"Nicht beeinträchtigt","1999","Realschule","Ostdeutschland","1323","","",""
"Nicht beeinträchtigt","1999","(Fach-)Abitur","Westdeutschland","894","0.936280707262066","0.920691258633259","0.951870155890873"
"Nicht beeinträchtigt","1999","(Fach-)Abitur","Ostdeutschland","186","","",""
"Nicht beeinträchtigt","1999","AkademikerIn","Westdeutschland","1040","","",""
"Nicht beeinträchtigt","1999","AkademikerIn","Ostdeutschland","786","0.908843096571446","0.88953860384255","0.928147589300342"
"Beeinträchtigt","1999","(noch) kein Abschluss","Westdeutschland","76","0.119672645244439","0.0950033460461326","0.144341944442745"
"Beeinträchtigt","1999","(noch) kein Abschluss","Ostdeutschland","","","",""
"Beeinträchtigt","1999","Hauptschule","Westdeutschland","764","0.192228535949662","0.181154536681545","0.203302535217778"
"Beeinträchtigt","1999","Hauptschule","Ostdeutschland","144","","",""
"Beeinträchtigt","1999","Realschule","Westdeutschland","124","","",""
"Beeinträchtigt","1999","Realschule","Ostdeutschland","72","0.0536284999118453","0.0418065357540553","0.0654504640696352"
"Beeinträchtigt","1999","(Fach-)Abitur","Westdeutschland","49","0.063719292737934","0.0481298441091271","0.0793087413667409"
"Beeinträchtigt","1999","(Fach-)Abitur","Ostdeutschland","4","0.023646992421012","0.00204157403230387","0.0452524108097201"
"Beeinträchtigt","1999","AkademikerIn","Westdeutschland","62","0.0723283253552481","0.0570347634013531","0.0876218873091432"
"Beeinträchtigt","1999","AkademikerIn","Ostdeutschland","68","0.0911569034285541","0.0718524106996576","0.110461396157451"
"Nicht beeinträchtigt","2000","(noch) kein Abschluss","Westdeutschland","691","0.908788651297589","0.888251958745491","0.929325343849686"
"Nicht beeinträchtigt","2000","(noch) kein Abschluss","Ostdeutschland","161","","",""
"Nicht beeinträchtigt","2000","Hauptschule","Westdeutschland","7524","0.832468411285346","0.82470060658507","0.840236215985622"
"Nicht beeinträchtigt","2000","Hauptschule","Ostdeutschland","1497","","",""
"Nicht beeinträchtigt","2000","Realschule","Westdeutschland","3774","0.921975923751004","0.913689002480314","0.930262845021694"
"Nicht beeinträchtigt","2000","Realschule","Ostdeutschland","2150","","",""
"Nicht beeinträchtigt","2000","(Fach-)Abitur","Westdeutschland","1885","","",""
"Nicht beeinträchtigt","2000","(Fach-)Abitur","Ostdeutschland","348","0.970805790880575","0.953317892200234","0.988293689560915"
"Nicht beeinträchtigt","2000","AkademikerIn","Westdeutschland","2366","","",""
"Nicht beeinträchtigt","2000","AkademikerIn","Ostdeutschland","1191","","",""
"Beeinträchtigt","2000","(noch) kein Abschluss","Westdeutschland","64","0.0912113487024112","0.0706746561503138","0.111748041254509"
"Beeinträchtigt","2000","(noch) kein Abschluss","Ostdeutschland","","","",""
"Beeinträchtigt","2000","Hauptschule","Westdeutschland","1355","","",""
"Beeinträchtigt","2000","Hauptschule","Ostdeutschland","265","","",""
"Beeinträchtigt","2000","Realschule","Westdeutschland","250","","",""
"Beeinträchtigt","2000","Realschule","Ostdeutschland","110","","",""
"Beeinträchtigt","2000","(Fach-)Abitur","Westdeutschland","106","","",""
"Beeinträchtigt","2000","(Fach-)Abitur","Ostdeutschland","8","0.0291942091194255","0.0117063104390846","0.0466821077997664"
"Beeinträchtigt","2000","AkademikerIn","Westdeutschland","160","","",""
"Beeinträchtigt","2000","AkademikerIn","Ostdeutschland","99","0.0876439325810707","0.0722128517491694","0.103075013412972"
"Nicht beeinträchtigt","2001","(noch) kein Abschluss","Westdeutschland","647","0.921012532817924","0.900988868044159","0.941036197591689"
"Nicht beeinträchtigt","2001","(noch) kein Abschluss","Ostdeutschland","173","","",""
"Nicht beeinträchtigt","2001","Hauptschule","Westdeutschland","6595","0.833033950666628","0.824745763344477","0.84132213798878"
"Nicht beeinträchtigt","2001","Hauptschule","Ostdeutschland","1368","","",""
"Nicht beeinträchtigt","2001","Realschule","Westdeutschland","3465","0.919665980934157","0.91091493039472","0.928417031473594"
"Nicht beeinträchtigt","2001","Realschule","Ostdeutschland","1946","","",""
"Nicht beeinträchtigt","2001","(Fach-)Abitur","Westdeutschland","1754","","",""
"Nicht beeinträchtigt","2001","(Fach-)Abitur","Ostdeutschland","341","0.97357225026858","0.95674358920638","0.99040091133078"
"Nicht beeinträchtigt","2001","AkademikerIn","Westdeutschland","2165","","",""
"Nicht beeinträchtigt","2001","AkademikerIn","Ostdeutschland","1119","","",""
"Beeinträchtigt","2001","(noch) kein Abschluss","Westdeutschland","50","0.078987467182076","0.0589638024083111","0.0990111319558409"
"Beeinträchtigt","2001","(noch) kein Abschluss","Ostdeutschland","","","",""
"Beeinträchtigt","2001","Hauptschule","Westdeutschland","1183","","",""
"Beeinträchtigt","2001","Hauptschule","Ostdeutschland","214","","",""
"Beeinträchtigt","2001","Realschule","Westdeutschland","241","","",""
"Beeinträchtigt","2001","Realschule","Ostdeutschland","112","","",""
"Beeinträchtigt","2001","(Fach-)Abitur","Westdeutschland","114","","",""
"Beeinträchtigt","2001","(Fach-)Abitur","Ostdeutschland","8","0.0264277497314205","0.00959908866922042","0.0432564107936205"
"Beeinträchtigt","2001","AkademikerIn","Westdeutschland","160","","",""
"Beeinträchtigt","2001","AkademikerIn","Ostdeutschland","101","","",""
"Nicht beeinträchtigt","2002","(noch) kein Abschluss","Westdeutschland","694","0.921120442563981","0.901659906909955","0.940580978218008"
"Nicht beeinträchtigt","2002","(noch) kein Abschluss","Ostdeutschland","170","","",""
"Nicht beeinträchtigt","2002","Hauptschule","Westdeutschland","6165","0.819461957207621","0.81069661159049","0.828227302824751"
"Nicht beeinträchtigt","2002","Hauptschule","Ostdeutschland","1245","","",""
"Nicht beeinträchtigt","2002","Realschule","Westdeutschland","3681","0.910143121005705","0.901235005272545","0.919051236738866"
"Nicht beeinträchtigt","2002","Realschule","Ostdeutschland","1904","","",""
"Nicht beeinträchtigt","2002","(Fach-)Abitur","Westdeutschland","1986","","",""
"Nicht beeinträchtigt","2002","(Fach-)Abitur","Ostdeutschland","345","0.953056151008022","0.931053120223921","0.975059181792124"
"Nicht beeinträchtigt","2002","AkademikerIn","Westdeutschland","3031","0.922073120247121","0.91283455760801","0.931311682886233"
"Nicht beeinträchtigt","2002","AkademikerIn","Ostdeutschland","1216","","",""
"Beeinträchtigt","2002","(noch) kein Abschluss","Westdeutschland","43","0.0788795574360185","0.0594190217819924","0.0983400930900447"
"Beeinträchtigt","2002","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Beeinträchtigt","2002","Hauptschule","Westdeutschland","1232","","",""
"Beeinträchtigt","2002","Hauptschule","Ostdeutschland","247","","",""
"Beeinträchtigt","2002","Realschule","Westdeutschland","278","","",""
"Beeinträchtigt","2002","Realschule","Ostdeutschland","114","","",""
"Beeinträchtigt","2002","(Fach-)Abitur","Westdeutschland","112","","",""
"Beeinträchtigt","2002","(Fach-)Abitur","Ostdeutschland","10","","",""
"Beeinträchtigt","2002","AkademikerIn","Westdeutschland","203","","",""
"Beeinträchtigt","2002","AkademikerIn","Ostdeutschland","106","","",""
"Nicht beeinträchtigt","2003","(noch) kein Abschluss","Westdeutschland","673","0.928993097146432","0.91014099194143","0.947845202351434"
"Nicht beeinträchtigt","2003","(noch) kein Abschluss","Ostdeutschland","182","","",""
"Nicht beeinträchtigt","2003","Hauptschule","Westdeutschland","5823","0.819869930954664","0.810870612746933","0.828869249162394"
"Nicht beeinträchtigt","2003","Hauptschule","Ostdeutschland","1192","","",""
"Nicht beeinträchtigt","2003","Realschule","Westdeutschland","3507","0.91189251184768","0.902855228898465","0.920929794796896"
"Nicht beeinträchtigt","2003","Realschule","Ostdeutschland","1875","","",""
"Nicht beeinträchtigt","2003","(Fach-)Abitur","Westdeutschland","1930","","",""
"Nicht beeinträchtigt","2003","(Fach-)Abitur","Ostdeutschland","358","0.969342319004195","0.951705376626147","0.986979261382243"
"Nicht beeinträchtigt","2003","AkademikerIn","Westdeutschland","2847","","",""
"Nicht beeinträchtigt","2003","AkademikerIn","Ostdeutschland","1181","","",""
"Beeinträchtigt","2003","(noch) kein Abschluss","Westdeutschland","40","0.0710069028535682","0.0521547976485661","0.0898590080585702"
"Beeinträchtigt","2003","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Beeinträchtigt","2003","Hauptschule","Westdeutschland","1182","","",""
"Beeinträchtigt","2003","Hauptschule","Ostdeutschland","238","","",""
"Beeinträchtigt","2003","Realschule","Westdeutschland","272","","",""
"Beeinträchtigt","2003","Realschule","Ostdeutschland","121","","",""
"Beeinträchtigt","2003","(Fach-)Abitur","Westdeutschland","110","","",""
"Beeinträchtigt","2003","(Fach-)Abitur","Ostdeutschland","9","0.0306576809958051","0.013020738617757","0.0482946233738533"
"Beeinträchtigt","2003","AkademikerIn","Westdeutschland","212","","",""
"Beeinträchtigt","2003","AkademikerIn","Ostdeutschland","111","","",""
"Nicht beeinträchtigt","2004","(noch) kein Abschluss","Westdeutschland","686","0.922662049650475","0.90319067557656","0.942133423724389"
"Nicht beeinträchtigt","2004","(noch) kein Abschluss","Ostdeutschland","183","","",""
"Nicht beeinträchtigt","2004","Hauptschule","Westdeutschland","5516","0.815797191855976","0.80650738425743","0.825086999454522"
"Nicht beeinträchtigt","2004","Hauptschule","Ostdeutschland","1134","","",""
"Nicht beeinträchtigt","2004","Realschule","Westdeutschland","3403","0.906282858080258","0.896878369921674","0.915687346238843"
"Nicht beeinträchtigt","2004","Realschule","Ostdeutschland","1795","","",""
"Nicht beeinträchtigt","2004","(Fach-)Abitur","Westdeutschland","1890","","",""
"Nicht beeinträchtigt","2004","(Fach-)Abitur","Ostdeutschland","379","0.960546204575153","0.941225662294745","0.97986674685556"
"Nicht beeinträchtigt","2004","AkademikerIn","Westdeutschland","2801","","",""
"Nicht beeinträchtigt","2004","AkademikerIn","Ostdeutschland","1160","","",""
"Beeinträchtigt","2004","(noch) kein Abschluss","Westdeutschland","37","0.0773379503495252","0.0578665762756108","0.0968093244234396"
"Beeinträchtigt","2004","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Beeinträchtigt","2004","Hauptschule","Westdeutschland","1173","","",""
"Beeinträchtigt","2004","Hauptschule","Ostdeutschland","230","","",""
"Beeinträchtigt","2004","Realschule","Westdeutschland","286","","",""
"Beeinträchtigt","2004","Realschule","Ostdeutschland","130","","",""
"Beeinträchtigt","2004","(Fach-)Abitur","Westdeutschland","114","","",""
"Beeinträchtigt","2004","(Fach-)Abitur","Ostdeutschland","11","","",""
"Beeinträchtigt","2004","AkademikerIn","Westdeutschland","216","","",""
"Beeinträchtigt","2004","AkademikerIn","Ostdeutschland","114","","",""
"Nicht beeinträchtigt","2005","(noch) kein Abschluss","Westdeutschland","699","0.923592513340737","0.904400641143089","0.942784385538384"
"Nicht beeinträchtigt","2005","(noch) kein Abschluss","Ostdeutschland","163","","",""
"Nicht beeinträchtigt","2005","Hauptschule","Westdeutschland","5142","0.817304167726827","0.807737960731448","0.826870374722206"
"Nicht beeinträchtigt","2005","Hauptschule","Ostdeutschland","1044","","",""
"Nicht beeinträchtigt","2005","Realschule","Westdeutschland","3246","0.906750005827068","0.897165711259265","0.91633430039487"
"Nicht beeinträchtigt","2005","Realschule","Ostdeutschland","1709","","",""
"Nicht beeinträchtigt","2005","(Fach-)Abitur","Westdeutschland","1787","","",""
"Nicht beeinträchtigt","2005","(Fach-)Abitur","Ostdeutschland","383","0.961217895244799","0.942129104059618","0.980306686429979"
"Nicht beeinträchtigt","2005","AkademikerIn","Westdeutschland","2697","","",""
"Nicht beeinträchtigt","2005","AkademikerIn","Ostdeutschland","1140","","",""
"Beeinträchtigt","2005","(noch) kein Abschluss","Westdeutschland","37","0.0764074866592634","0.057215614461616","0.0955993588569108"
"Beeinträchtigt","2005","(noch) kein Abschluss","Ostdeutschland","4","0.04397867305354","0.0128797960651845","0.0750775500418955"
"Beeinträchtigt","2005","Hauptschule","Westdeutschland","1126","","",""
"Beeinträchtigt","2005","Hauptschule","Ostdeutschland","237","","",""
"Beeinträchtigt","2005","Realschule","Westdeutschland","290","","",""
"Beeinträchtigt","2005","Realschule","Ostdeutschland","136","","",""
"Beeinträchtigt","2005","(Fach-)Abitur","Westdeutschland","113","","",""
"Beeinträchtigt","2005","(Fach-)Abitur","Ostdeutschland","10","","",""
"Beeinträchtigt","2005","AkademikerIn","Westdeutschland","212","","",""
"Beeinträchtigt","2005","AkademikerIn","Ostdeutschland","112","","",""
"Nicht beeinträchtigt","2006","(noch) kein Abschluss","Westdeutschland","511","0.900167934487461","0.875160142412255","0.925175726562667"
"Nicht beeinträchtigt","2006","(noch) kein Abschluss","Ostdeutschland","94","0.883673810024827","0.820196312532516","0.947151307517139"
"Nicht beeinträchtigt","2006","Hauptschule","Westdeutschland","5476","0.81372225902985","0.804401912479919","0.823042605579781"
"Nicht beeinträchtigt","2006","Hauptschule","Ostdeutschland","1128","","",""
"Nicht beeinträchtigt","2006","Realschule","Westdeutschland","3470","0.900656973885601","0.891137672647941","0.91017627512326"
"Nicht beeinträchtigt","2006","Realschule","Ostdeutschland","1800","","",""
"Nicht beeinträchtigt","2006","(Fach-)Abitur","Westdeutschland","1916","","",""
"Nicht beeinträchtigt","2006","(Fach-)Abitur","Ostdeutschland","399","0.960639123357835","0.941816997250962","0.979461249464708"
"Nicht beeinträchtigt","2006","AkademikerIn","Westdeutschland","2989","","",""
"Nicht beeinträchtigt","2006","AkademikerIn","Ostdeutschland","1205","","",""
"Beeinträchtigt","2006","(noch) kein Abschluss","Westdeutschland","41","0.0998320655125391","0.0748242734373332","0.124839857587745"
"Beeinträchtigt","2006","(noch) kein Abschluss","Ostdeutschland","4","0.116326189975173","0.0528486924828613","0.179803687467484"
"Beeinträchtigt","2006","Hauptschule","Westdeutschland","1227","","",""
"Beeinträchtigt","2006","Hauptschule","Ostdeutschland","250","","",""
"Beeinträchtigt","2006","Realschule","Westdeutschland","323","0.0993430261143994","0.08982372487674","0.108862327352059"
"Beeinträchtigt","2006","Realschule","Ostdeutschland","151","","",""
"Beeinträchtigt","2006","(Fach-)Abitur","Westdeutschland","122","","",""
"Beeinträchtigt","2006","(Fach-)Abitur","Ostdeutschland","11","","",""
"Beeinträchtigt","2006","AkademikerIn","Westdeutschland","254","","",""
"Beeinträchtigt","2006","AkademikerIn","Ostdeutschland","126","","",""
"Nicht beeinträchtigt","2007","(noch) kein Abschluss","Westdeutschland","416","0.889804949468216","0.861001227024016","0.918608671912416"
"Nicht beeinträchtigt","2007","(noch) kein Abschluss","Ostdeutschland","100","","",""
"Nicht beeinträchtigt","2007","Hauptschule","Westdeutschland","4945","0.813512722350226","0.803702072031109","0.823323372669343"
"Nicht beeinträchtigt","2007","Hauptschule","Ostdeutschland","1042","","",""
"Nicht beeinträchtigt","2007","Realschule","Westdeutschland","3252","0.901582722351232","0.89180594138322","0.911359503319244"
"Nicht beeinträchtigt","2007","Realschule","Ostdeutschland","1678","","",""
"Nicht beeinträchtigt","2007","(Fach-)Abitur","Westdeutschland","1829","","",""
"Nicht beeinträchtigt","2007","(Fach-)Abitur","Ostdeutschland","377","0.938711327572488","0.914936583602261","0.962486071542715"
"Nicht beeinträchtigt","2007","AkademikerIn","Westdeutschland","2825","","",""
"Nicht beeinträchtigt","2007","AkademikerIn","Ostdeutschland","1174","","",""
"Beeinträchtigt","2007","(noch) kein Abschluss","Westdeutschland","38","0.110195050531784","0.081391328087584","0.138998772975984"
"Beeinträchtigt","2007","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Beeinträchtigt","2007","Hauptschule","Westdeutschland","1110","","",""
"Beeinträchtigt","2007","Hauptschule","Ostdeutschland","224","","",""
"Beeinträchtigt","2007","Realschule","Westdeutschland","314","0.0984172776487678","0.0886404966807556","0.10819405861678"
"Beeinträchtigt","2007","Realschule","Ostdeutschland","152","","",""
"Beeinträchtigt","2007","(Fach-)Abitur","Westdeutschland","136","","",""
"Beeinträchtigt","2007","(Fach-)Abitur","Ostdeutschland","14","","",""
"Beeinträchtigt","2007","AkademikerIn","Westdeutschland","262","","",""
"Beeinträchtigt","2007","AkademikerIn","Ostdeutschland","124","","",""
"Nicht beeinträchtigt","2008","(noch) kein Abschluss","Westdeutschland","412","0.897042900186812","0.868838594144208","0.925247206229416"
"Nicht beeinträchtigt","2008","(noch) kein Abschluss","Ostdeutschland","98","0.970813810587256","0.937822105438217","1.0038055157363"
"Nicht beeinträchtigt","2008","Hauptschule","Westdeutschland","4556","0.813138470440217","0.802930985620045","0.823345955260389"
"Nicht beeinträchtigt","2008","Hauptschule","Ostdeutschland","989","0.828579518746761","0.807157735743493","0.850001301750028"
"Nicht beeinträchtigt","2008","Realschule","Westdeutschland","3062","0.903827947079885","0.893862046213577","0.913793847946194"
"Nicht beeinträchtigt","2008","Realschule","Ostdeutschland","1597","","",""
"Nicht beeinträchtigt","2008","(Fach-)Abitur","Westdeutschland","1688","","",""
"Nicht beeinträchtigt","2008","(Fach-)Abitur","Ostdeutschland","347","0.933817250841386","0.908243282309341","0.959391219373432"
"Nicht beeinträchtigt","2008","AkademikerIn","Westdeutschland","2706","","",""
"Nicht beeinträchtigt","2008","AkademikerIn","Ostdeutschland","1117","","",""
"Beeinträchtigt","2008","(noch) kein Abschluss","Westdeutschland","34","0.102957099813188","0.0747527937705841","0.131161405855792"
"Beeinträchtigt","2008","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Beeinträchtigt","2008","Hauptschule","Westdeutschland","1046","","",""
"Beeinträchtigt","2008","Hauptschule","Ostdeutschland","200","","",""
"Beeinträchtigt","2008","Realschule","Westdeutschland","300","0.0961720529201146","0.0862061520538057","0.106137953786424"
"Beeinträchtigt","2008","Realschule","Ostdeutschland","147","","",""
"Beeinträchtigt","2008","(Fach-)Abitur","Westdeutschland","120","","",""
"Beeinträchtigt","2008","(Fach-)Abitur","Ostdeutschland","16","","",""
"Beeinträchtigt","2008","AkademikerIn","Westdeutschland","244","","",""
"Beeinträchtigt","2008","AkademikerIn","Ostdeutschland","123","","",""
"Nicht beeinträchtigt","2009","(noch) kein Abschluss","Westdeutschland","384","0.899202861738861","0.870132366907614","0.928273356570108"
"Nicht beeinträchtigt","2009","(noch) kein Abschluss","Ostdeutschland","69","0.959030856395403","0.913245502433503","1.0048162103573"
"Nicht beeinträchtigt","2009","Hauptschule","Westdeutschland","4120","0.814601331614511","0.803906244369107","0.825296418859914"
"Nicht beeinträchtigt","2009","Hauptschule","Ostdeutschland","920","0.818752431386511","0.796181709796469","0.841323152976553"
"Nicht beeinträchtigt","2009","Realschule","Westdeutschland","2842","","",""
"Nicht beeinträchtigt","2009","Realschule","Ostdeutschland","1519","","",""
"Nicht beeinträchtigt","2009","(Fach-)Abitur","Westdeutschland","1534","","",""
"Nicht beeinträchtigt","2009","(Fach-)Abitur","Ostdeutschland","329","0.93897187871431","0.913712082838695","0.964231674589924"
"Nicht beeinträchtigt","2009","AkademikerIn","Westdeutschland","2587","","",""
"Nicht beeinträchtigt","2009","AkademikerIn","Ostdeutschland","1089","","",""
"Beeinträchtigt","2009","(noch) kein Abschluss","Westdeutschland","28","","",""
"Beeinträchtigt","2009","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Beeinträchtigt","2009","Hauptschule","Westdeutschland","952","0.185398668385489","0.174703581140086","0.196093755630893"
"Beeinträchtigt","2009","Hauptschule","Ostdeutschland","199","","",""
"Beeinträchtigt","2009","Realschule","Westdeutschland","298","","",""
"Beeinträchtigt","2009","Realschule","Ostdeutschland","149","","",""
"Beeinträchtigt","2009","(Fach-)Abitur","Westdeutschland","119","","",""
"Beeinträchtigt","2009","(Fach-)Abitur","Ostdeutschland","16","","",""
"Beeinträchtigt","2009","AkademikerIn","Westdeutschland","238","","",""
"Beeinträchtigt","2009","AkademikerIn","Ostdeutschland","115","","",""
"Nicht beeinträchtigt","2010","(noch) kein Abschluss","Westdeutschland","650","0.917013987821764","0.896415805024895","0.937612170618633"
"Nicht beeinträchtigt","2010","(noch) kein Abschluss","Ostdeutschland","83","0.991416269147626","0.97168865729235","1.0111438810029"
"Nicht beeinträchtigt","2010","Hauptschule","Westdeutschland","5351","0.814001405093384","0.804388555865063","0.823614254321704"
"Nicht beeinträchtigt","2010","Hauptschule","Ostdeutschland","990","0.827991072844227","0.806385160693781","0.849596984994673"
"Nicht beeinträchtigt","2010","Realschule","Westdeutschland","4220","0.894264416259423","0.885352090567158","0.903176741951687"
"Nicht beeinträchtigt","2010","Realschule","Ostdeutschland","2024","","",""
"Nicht beeinträchtigt","2010","(Fach-)Abitur","Westdeutschland","2421","","",""
"Nicht beeinträchtigt","2010","(Fach-)Abitur","Ostdeutschland","477","0.9271439806115","0.90427148442444","0.950016476798561"
"Nicht beeinträchtigt","2010","AkademikerIn","Westdeutschland","3741","0.913904157890239","0.905185165093224","0.922623150687255"
"Nicht beeinträchtigt","2010","AkademikerIn","Ostdeutschland","1273","","",""
"Beeinträchtigt","2010","(noch) kein Abschluss","Westdeutschland","39","0.0829860121782363","0.0623878293813674","0.103584194975105"
"Beeinträchtigt","2010","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Beeinträchtigt","2010","Hauptschule","Westdeutschland","943","0.185998594906616","0.176385745678296","0.195611444134937"
"Beeinträchtigt","2010","Hauptschule","Ostdeutschland","182","","",""
"Beeinträchtigt","2010","Realschule","Westdeutschland","353","0.105735583740577","0.0968232580483127","0.114647909432842"
"Beeinträchtigt","2010","Realschule","Ostdeutschland","173","","",""
"Beeinträchtigt","2010","(Fach-)Abitur","Westdeutschland","140","","",""
"Beeinträchtigt","2010","(Fach-)Abitur","Ostdeutschland","19","","",""
"Beeinträchtigt","2010","AkademikerIn","Westdeutschland","235","","",""
"Beeinträchtigt","2010","AkademikerIn","Ostdeutschland","121","","",""
"Nicht beeinträchtigt","2011","(noch) kein Abschluss","Westdeutschland","738","0.895832560576208","0.874611310006925","0.91705381114549"
"Nicht beeinträchtigt","2011","(noch) kein Abschluss","Ostdeutschland","97","0.95714192785777","0.91764240127951","0.996641454436031"
"Nicht beeinträchtigt","2011","Hauptschule","Westdeutschland","6321","0.813521746939183","0.804719772440976","0.82232372143739"
"Nicht beeinträchtigt","2011","Hauptschule","Ostdeutschland","1159","","",""
"Nicht beeinträchtigt","2011","Realschule","Westdeutschland","4915","0.891456222432555","0.883147236154616","0.899765208710493"
"Nicht beeinträchtigt","2011","Realschule","Ostdeutschland","2295","","",""
"Nicht beeinträchtigt","2011","(Fach-)Abitur","Westdeutschland","2894","","",""
"Nicht beeinträchtigt","2011","(Fach-)Abitur","Ostdeutschland","555","0.967778046631062","0.953255668565892","0.982300424696231"
"Nicht beeinträchtigt","2011","AkademikerIn","Westdeutschland","4346","0.918824853897574","0.910974373662788","0.926675334132359"
"Nicht beeinträchtigt","2011","AkademikerIn","Ostdeutschland","1409","","",""
"Beeinträchtigt","2011","(noch) kein Abschluss","Westdeutschland","58","0.104167439423792","0.0829461888545094","0.125388689993075"
"Beeinträchtigt","2011","(noch) kein Abschluss","Ostdeutschland","4","0.0428580721422295","0.00335854556396913","0.0823575987204899"
"Beeinträchtigt","2011","Hauptschule","Westdeutschland","1201","","",""
"Beeinträchtigt","2011","Hauptschule","Ostdeutschland","235","","",""
"Beeinträchtigt","2011","Realschule","Westdeutschland","469","0.108543777567445","0.100234791289507","0.116852763845383"
"Beeinträchtigt","2011","Realschule","Ostdeutschland","236","","",""
"Beeinträchtigt","2011","(Fach-)Abitur","Westdeutschland","167","","",""
"Beeinträchtigt","2011","(Fach-)Abitur","Ostdeutschland","13","","",""
"Beeinträchtigt","2011","AkademikerIn","Westdeutschland","303","0.0811751461024265","0.0733246658676406","0.0890256263372124"
"Beeinträchtigt","2011","AkademikerIn","Ostdeutschland","152","","",""
"Nicht beeinträchtigt","2012","(noch) kein Abschluss","Westdeutschland","728","0.884811812837664","0.862479037841902","0.907144587833425"
"Nicht beeinträchtigt","2012","(noch) kein Abschluss","Ostdeutschland","99","0.925219709913866","0.874907956610288","0.975531463217445"
"Nicht beeinträchtigt","2012","Hauptschule","Westdeutschland","6052","0.810903094860546","0.801898029637431","0.819908160083661"
"Nicht beeinträchtigt","2012","Hauptschule","Ostdeutschland","1138","","",""
"Nicht beeinträchtigt","2012","Realschule","Westdeutschland","4780","0.889688025974826","0.881236335198934","0.898139716750718"
"Nicht beeinträchtigt","2012","Realschule","Ostdeutschland","2202","","",""
"Nicht beeinträchtigt","2012","(Fach-)Abitur","Westdeutschland","2799","","",""
"Nicht beeinträchtigt","2012","(Fach-)Abitur","Ostdeutschland","538","0.946798726045173","0.928259835427555","0.965337616662791"
"Nicht beeinträchtigt","2012","AkademikerIn","Westdeutschland","4287","0.913659870520973","0.905548677297722","0.921771063744225"
"Nicht beeinträchtigt","2012","AkademikerIn","Ostdeutschland","1382","","",""
"Beeinträchtigt","2012","(noch) kein Abschluss","Westdeutschland","57","0.115188187162336","0.092855412166575","0.137520962158098"
"Beeinträchtigt","2012","(noch) kein Abschluss","Ostdeutschland","6","0.0747802900861335","0.0244685367825549","0.125092043389712"
"Beeinträchtigt","2012","Hauptschule","Westdeutschland","1212","","",""
"Beeinträchtigt","2012","Hauptschule","Ostdeutschland","249","","",""
"Beeinträchtigt","2012","Realschule","Westdeutschland","498","0.110311974025174","0.101860283249282","0.118763664801066"
"Beeinträchtigt","2012","Realschule","Ostdeutschland","255","","",""
"Beeinträchtigt","2012","(Fach-)Abitur","Westdeutschland","192","","",""
"Beeinträchtigt","2012","(Fach-)Abitur","Ostdeutschland","25","","",""
"Beeinträchtigt","2012","AkademikerIn","Westdeutschland","319","0.0863401294790265","0.078228936255775","0.094451322702278"
"Beeinträchtigt","2012","AkademikerIn","Ostdeutschland","151","","",""
"Nicht beeinträchtigt","2013","(noch) kein Abschluss","Westdeutschland","1085","","",""
"Nicht beeinträchtigt","2013","(noch) kein Abschluss","Ostdeutschland","134","","",""
"Nicht beeinträchtigt","2013","Hauptschule","Westdeutschland","6829","0.806080558243253","0.797438444737022","0.814722671749484"
"Nicht beeinträchtigt","2013","Hauptschule","Ostdeutschland","1144","","",""
"Nicht beeinträchtigt","2013","Realschule","Westdeutschland","4941","0.889740723270754","0.881407606181339","0.898073840360169"
"Nicht beeinträchtigt","2013","Realschule","Ostdeutschland","2111","","",""
"Nicht beeinträchtigt","2013","(Fach-)Abitur","Westdeutschland","3669","0.923841810162242","0.915504190577497","0.932179429746988"
"Nicht beeinträchtigt","2013","(Fach-)Abitur","Ostdeutschland","545","0.938474411110805","0.91873059646855","0.958218225753061"
"Nicht beeinträchtigt","2013","AkademikerIn","Westdeutschland","4950","0.913854876905956","0.906303949444609","0.921405804367302"
"Nicht beeinträchtigt","2013","AkademikerIn","Ostdeutschland","1400","","",""
"Beeinträchtigt","2013","(noch) kein Abschluss","Westdeutschland","81","0.119596228081823","0.100971132745378","0.138221323418267"
