year,bula_h,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,"Rhineland-Palatinate, Saarland",No,0.77251,1071,1377,0.75036,0.79466
2014,Baden-Wuerttemberg,Yes,0.28671,775,2775,0.26988,0.30354
2014,Baden-Wuerttemberg,No,0.71329,2000,2775,0.69646,0.73012
2014,Bavaria,Yes,0.29486,1059,3762,0.28028,0.30943
2014,Bavaria,No,0.70514,2703,3762,0.69057,0.71972
2014,Berlin,Yes,0.23253,193,851,0.20413,0.26093
2014,Berlin,No,0.76747,658,851,0.73907,0.79587
2014,Brandenburg,Yes,0.16946,170,953,0.14563,0.19329
2014,Brandenburg,No,0.83054,783,953,0.80671,0.85437
2014,Mecklenburg-Western Pomerania,Yes,0.14986,81,514,0.11897,0.18075
2014,Mecklenburg-Western Pomerania,No,0.85014,433,514,0.81925,0.88103
2014,Saxony,Yes,0.18303,271,1497,0.16344,0.20263
2014,Saxony,No,0.81697,1226,1497,0.79737,0.83656
2014,Saxony-Anhalt,Yes,0.14491,126,903,0.12194,0.16788
2014,Saxony-Anhalt,No,0.85509,777,903,0.83212,0.87806
2014,Thuringa,Yes,0.12620,116,925,0.10479,0.14761
2014,Thuringa,No,0.87380,809,925,0.85239,0.89521
2016,Schleswig-Holstein,Yes,0.24035,153,729,0.20931,0.27139
2016,Schleswig-Holstein,No,0.75965,576,729,0.72861,0.79069
2016,Hamburg,Yes,0.21834,66,357,0.17543,0.26126
2016,Hamburg,No,0.78166,291,357,0.73874,0.82457
2016,Lower Saxony,Yes,0.27364,447,2077,0.25446,0.29282
2016,Lower Saxony,No,0.72636,1630,2077,0.70718,0.74554
2016,Bremen,No,0.88842,141,141,0.83627,0.94058
2016,North Rhine-Westphalia,Yes,0.20004,850,4365,0.18817,0.21191
2016,North Rhine-Westphalia,No,0.79996,3515,4365,0.78809,0.81183
2016,Hesse,Yes,0.18831,292,1351,0.16746,0.20917
2016,Hesse,No,0.81169,1059,1351,0.79083,0.83254
2016,"Rhineland-Palatinate, Saarland",Yes,0.18406,236,1285,0.16286,0.20526
2016,"Rhineland-Palatinate, Saarland",No,0.81594,1049,1285,0.79474,0.83714
2016,Baden-Wuerttemberg,Yes,0.25347,623,2443,0.23622,0.27072
2016,Baden-Wuerttemberg,No,0.74653,1820,2443,0.72928,0.76378
2016,Bavaria,Yes,0.27843,875,3345,0.26324,0.29363
2016,Bavaria,No,0.72157,2470,3345,0.70637,0.73676
2016,Berlin,Yes,0.20342,155,795,0.17542,0.23142
2016,Berlin,No,0.79658,640,795,0.76858,0.82458
2016,Brandenburg,Yes,0.12196,121,866,0.10015,0.14377
2016,Brandenburg,No,0.87804,745,866,0.85623,0.89985
2016,Mecklenburg-Western Pomerania,Yes,0.12462,60,473,0.09483,0.15442
2016,Mecklenburg-Western Pomerania,No,0.87538,413,473,0.84558,0.90517
2016,Saxony,Yes,0.16399,238,1345,0.14420,0.18379
2016,Saxony,No,0.83601,1107,1345,0.81621,0.85580
2016,Saxony-Anhalt,Yes,0.11261,88,776,0.09035,0.13487
2016,Saxony-Anhalt,No,0.88739,688,776,0.86513,0.90965
2016,Thuringa,Yes,0.11610,118,833,0.09433,0.13787
2016,Thuringa,No,0.88390,715,833,0.86213,0.90567
2018,Schleswig-Holstein,Yes,0.21888,161,817,0.19051,0.24725
2018,Schleswig-Holstein,No,0.78112,656,817,0.75275,0.80949
2018,Hamburg,Yes,0.17862,69,415,0.14172,0.21552
2018,Hamburg,No,0.82138,346,415,0.78448,0.85828
2018,Lower Saxony,Yes,0.26076,484,2203,0.24242,0.27910
2018,Lower Saxony,No,0.73924,1719,2203,0.72090,0.75758
2018,Bremen,No,0.82500,176,176,0.76870,0.88130
2018,North Rhine-Westphalia,Yes,0.20405,927,4693,0.19251,0.21558
2018,North Rhine-Westphalia,No,0.79595,3766,4693,0.78442,0.80749
2018,Hesse,Yes,0.19341,324,1446,0.17305,0.21378
2018,Hesse,No,0.80659,1122,1446,0.78622,0.82695
2018,"Rhineland-Palatinate, Saarland",Yes,0.18988,227,1284,0.16842,0.21134
2018,"Rhineland-Palatinate, Saarland",No,0.81012,1057,1284,0.78866,0.83158
2018,Baden-Wuerttemberg,Yes,0.28415,623,2369,0.26599,0.30232
2018,Baden-Wuerttemberg,No,0.71585,1746,2369,0.69768,0.73401
2018,Bavaria,Yes,0.28400,960,3449,0.26895,0.29905
2018,Bavaria,No,0.71600,2489,3449,0.70095,0.73105
2018,Berlin,Yes,0.20128,185,870,0.17462,0.22794
2018,Berlin,No,0.79872,685,870,0.77206,0.82538
2018,Brandenburg,Yes,0.18492,177,950,0.16022,0.20963
2018,Brandenburg,No,0.81508,773,950,0.79037,0.83978
2018,Mecklenburg-Western Pomerania,Yes,0.12707,76,550,0.09921,0.15493
2018,Mecklenburg-Western Pomerania,No,0.87293,474,550,0.84507,0.90079
2018,Saxony,Yes,0.18154,288,1521,0.16216,0.20092
2018,Saxony,No,0.81846,1233,1521,0.79908,0.83784
2018,Saxony-Anhalt,Yes,0.13293,121,859,0.11021,0.15565
2018,Saxony-Anhalt,No,0.86707,738,859,0.84435,0.88979
2018,Thuringa,Yes,0.15167,136,868,0.12780,0.17555
2018,Thuringa,No,0.84833,732,868,0.82445,0.87220
2020,Schleswig-Holstein,Yes,0.24230,183,766,0.21194,0.27267
2020,Schleswig-Holstein,No,0.75770,583,766,0.72733,0.78806
2020,Hamburg,Yes,0.22685,98,437,0.18753,0.26616
2020,Hamburg,No,0.77315,339,437,0.73384,0.81247
2020,Lower Saxony,Yes,0.24114,462,2110,0.22288,0.25940
2020,Lower Saxony,No,0.75886,1648,2110,0.74060,0.77712
2020,Bremen,No,0.79129,159,159,0.72792,0.85465
2020,North Rhine-Westphalia,Yes,0.21629,1008,4663,0.20447,0.22811
2020,North Rhine-Westphalia,No,0.78371,3655,4663,0.77189,0.79553
2020,Hesse,Yes,0.18612,321,1449,0.16607,0.20616
2020,Hesse,No,0.81388,1128,1449,0.79384,0.83393
2020,"Rhineland-Palatinate, Saarland",Yes,0.20132,212,1169,0.17832,0.22431
2020,"Rhineland-Palatinate, Saarland",No,0.79868,957,1169,0.77569,0.82168
2020,Baden-Wuerttemberg,Yes,0.27895,612,2356,0.26084,0.29707
2020,Baden-Wuerttemberg,No,0.72105,1744,2356,0.70293,0.73916
2020,Bavaria,Yes,0.27737,918,3427,0.26237,0.29236
2020,Bavaria,No,0.72263,2509,3427,0.70764,0.73763
2020,Berlin,Yes,0.21992,205,1020,0.19449,0.24535
2020,Berlin,No,0.78008,815,1020,0.75465,0.80551
2020,Brandenburg,Yes,0.18916,168,951,0.16425,0.21406
2020,Brandenburg,No,0.81084,783,951,0.78594,0.83575
2020,Mecklenburg-Western Pomerania,Yes,0.14955,74,454,0.11671,0.18239
2020,Mecklenburg-Western Pomerania,No,0.85045,380,454,0.81761,0.88329
2020,Saxony,Yes,0.20817,304,1405,0.18693,0.22941
2020,Saxony,No,0.79183,1101,1405,0.77059,0.81307
2020,Saxony-Anhalt,Yes,0.15592,111,795,0.13068,0.18115
2020,Saxony-Anhalt,No,0.84408,684,795,0.81885,0.86932
2020,Thuringa,Yes,0.14447,135,810,0.12024,0.16870
2020,Thuringa,No,0.85553,675,810,0.83130,0.87976
2022,Schleswig-Holstein,Yes,0.25146,197,806,0.22149,0.28143
2022,Schleswig-Holstein,No,0.74854,609,806,0.71857,0.77851
2022,Hamburg,Yes,0.27300,127,498,0.23383,0.31217
2022,Hamburg,No,0.72700,371,498,0.68783,0.76617
2022,Lower Saxony,Yes,0.25387,442,1861,0.23409,0.27365
2022,Lower Saxony,No,0.74613,1419,1861,0.72635,0.76591
2022,Bremen,Yes,0.24126,39,162,0.17517,0.30735
2022,Bremen,No,0.75874,123,162,0.69265,0.82483
2022,North Rhine-Westphalia,Yes,0.26689,1172,4585,0.25408,0.27969
2022,North Rhine-Westphalia,No,0.73311,3413,4585,0.72031,0.74592
2022,Hesse,Yes,0.27105,363,1400,0.24776,0.29435
2022,Hesse,No,0.72895,1037,1400,0.70565,0.75224
2022,"Rhineland-Palatinate, Saarland",Yes,0.28625,292,1034,0.25868,0.31381
2022,"Rhineland-Palatinate, Saarland",No,0.71375,742,1034,0.68619,0.74132
2022,Baden-Wuerttemberg,Yes,0.29865,724,2647,0.28121,0.31609
2022,Baden-Wuerttemberg,No,0.70135,1923,2647,0.68391,0.71879
2022,Bavaria,Yes,0.30262,1063,3638,0.28769,0.31755
2022,Bavaria,No,0.69738,2575,3638,0.68245,0.71231
2022,Berlin,Yes,0.19382,232,1288,0.17223,0.21542
2022,Berlin,No,0.80618,1056,1288,0.78458,0.82777
2022,Brandenburg,Yes,0.23978,202,859,0.21121,0.26835
2022,Brandenburg,No,0.76022,657,859,0.73165,0.78879
2022,Mecklenburg-Western Pomerania,Yes,0.17249,86,497,0.13924,0.20574
2022,Mecklenburg-Western Pomerania,No,0.82751,411,497,0.79426,0.86076
2022,Saxony,Yes,0.19011,330,1560,0.17063,0.20958
2022,Saxony,No,0.80989,1230,1560,0.79042,0.82937
2022,Saxony-Anhalt,Yes,0.14678,117,820,0.12255,0.17102
2022,Saxony-Anhalt,No,0.85322,703,820,0.82898,0.87745
2022,Thuringa,Yes,0.15603,116,735,0.12978,0.18228
2022,Thuringa,No,0.84397,619,735,0.81772,0.87022
