,Unnamed: 0,year,bula_h,plb0037_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
331,331,2001,Mecklenburg-Western Pomerania,Permanent job,0.80327,218,10598,0.73877,0.87803
332,332,2001,Mecklenburg-Western Pomerania,Temporary job,0.19673,54,10598,0.17162,0.22093
333,333,2001,Saxony,Permanent job,0.81431,654,10598,0.77638,0.84843
334,334,2001,Saxony,Temporary job,0.18569,141,10598,0.17005,0.20433
335,335,2001,Saxony-Anhalt,Permanent job,0.80842,378,10598,0.75585,0.85193
336,336,2001,Saxony-Anhalt,Temporary job,0.19158,92,10598,0.16647,0.2193
337,337,2001,Thuringa,Permanent job,0.78703,359,10598,0.72514,0.8466
338,338,2001,Thuringa,Temporary job,0.21297,92,10598,0.18456,0.23963
339,339,2002,Schleswig-Holstein,Permanent job,0.85146,296,11120,0.78189,0.9296
340,340,2002,Schleswig-Holstein,Temporary job,0.14854,42,11120,0.12517,0.18121
341,341,2002,Hamburg,Permanent job,1.0,148,11120,0.87038,1.14344
342,342,2002,Lower Saxony,Permanent job,0.87293,803,11120,0.82799,0.92561
343,343,2002,Lower Saxony,Temporary job,0.12707,129,11120,0.11219,0.14849
344,344,2002,Bremen,Permanent job,1.0,67,11120,0.82452,1.17925
345,345,2002,North Rhine-Westphalia,Permanent job,0.88497,2054,11120,0.85792,0.91536
346,346,2002,North Rhine-Westphalia,Temporary job,0.11503,279,11120,0.10611,0.1268
347,347,2002,Hesse,Permanent job,0.83919,714,11120,0.78531,0.88106
348,348,2002,Hesse,Temporary job,0.16081,113,11120,0.13757,0.18534
349,349,2002,"Rhineland-Palatinate, Saarland",Permanent job,0.85264,538,11120,0.80206,0.91039
350,350,2002,"Rhineland-Palatinate, Saarland",Temporary job,0.14736,90,11120,0.13012,0.1672
351,351,2002,Baden-Wuerttemberg,Permanent job,0.88139,1258,11120,0.83789,0.91705
352,352,2002,Baden-Wuerttemberg,Temporary job,0.11861,160,11120,0.1031,0.1357
353,353,2002,Bavaria,Permanent job,0.87567,1425,11120,0.83879,0.91128
354,354,2002,Bavaria,Temporary job,0.12433,188,11120,0.11064,0.14059
355,355,2002,Berlin,Permanent job,0.84955,345,11120,0.78264,0.91589
356,356,2002,Berlin,Temporary job,0.15045,59,11120,0.12288,0.18028
357,357,2002,Brandenburg,Permanent job,0.80716,368,11120,0.74824,0.87006
358,358,2002,Brandenburg,Temporary job,0.19284,79,11120,0.16221,0.22125
359,359,2002,Mecklenburg-Western Pomerania,Permanent job,0.78465,212,11120,0.71666,0.86942
360,360,2002,Mecklenburg-Western Pomerania,Temporary job,0.21535,56,11120,0.172,0.25915
361,361,2002,Saxony,Permanent job,0.83046,683,11120,0.78058,0.88093
362,362,2002,Saxony,Temporary job,0.16954,123,11120,0.15062,0.19395
363,363,2002,Saxony-Anhalt,Permanent job,0.7992,368,11120,0.74231,0.86205
364,364,2002,Saxony-Anhalt,Temporary job,0.2008,84,11120,0.17075,0.22799
365,365,2002,Thuringa,Permanent job,0.82901,363,11120,0.77046,0.9012
366,366,2002,Thuringa,Temporary job,0.17099,76,11120,0.14247,0.2047
367,367,2003,Schleswig-Holstein,Permanent job,0.85494,267,10418,0.77668,0.94093
368,368,2003,Schleswig-Holstein,Temporary job,0.14506,40,10418,0.11654,0.17665
369,369,2003,Hamburg,Permanent job,1.0,133,10418,0.87846,1.12361
370,370,2003,Lower Saxony,Permanent job,0.86825,755,10418,0.82024,0.91635
371,371,2003,Lower Saxony,Temporary job,0.13175,117,10418,0.10958,0.15497
372,372,2003,Bremen,Permanent job,1.0,61,10418,0.80289,1.19296
373,373,2003,North Rhine-Westphalia,Permanent job,0.87789,1896,10418,0.84674,0.90825
374,374,2003,North Rhine-Westphalia,Temporary job,0.12211,276,10418,0.11146,0.13353
375,375,2003,Hesse,Permanent job,0.83362,666,10418,0.7825,0.88713
376,376,2003,Hesse,Temporary job,0.16638,98,10418,0.14102,0.19321
377,377,2003,"Rhineland-Palatinate, Saarland",Permanent job,0.83334,502,10418,0.7777,0.90349
378,378,2003,"Rhineland-Palatinate, Saarland",Temporary job,0.16666,85,10418,0.14342,0.19233
379,379,2003,Baden-Wuerttemberg,Permanent job,0.896,1182,10418,0.85773,0.94381
380,380,2003,Baden-Wuerttemberg,Temporary job,0.104,157,10418,0.09145,0.11505
381,381,2003,Bavaria,Permanent job,0.884,1335,10418,0.84366,0.92451
382,382,2003,Bavaria,Temporary job,0.116,184,10418,0.10132,0.13044
383,383,2003,Berlin,Permanent job,0.83075,318,10418,0.75123,0.89865
384,384,2003,Berlin,Temporary job,0.16925,64,10418,0.13467,0.20755
385,385,2003,Brandenburg,Permanent job,0.80093,350,10418,0.74046,0.87088
386,386,2003,Brandenburg,Temporary job,0.19907,83,10418,0.167,0.2277
387,387,2003,Mecklenburg-Western Pomerania,Permanent job,0.80772,201,10418,0.71936,0.91181
388,388,2003,Mecklenburg-Western Pomerania,Temporary job,0.19228,47,10418,0.15422,0.24225
389,389,2003,Saxony,Permanent job,0.86402,649,10418,0.81711,0.91876
390,390,2003,Saxony,Temporary job,0.13598,104,10418,0.11931,0.1516
391,391,2003,Saxony-Anhalt,Permanent job,0.85246,349,10418,0.78382,0.90745
392,392,2003,Saxony-Anhalt,Temporary job,0.14754,62,10418,0.11836,0.18874
393,393,2003,Thuringa,Permanent job,0.76268,349,10418,0.69866,0.81934
394,394,2003,Thuringa,Temporary job,0.23732,88,10418,0.19977,0.28271
395,395,2004,Schleswig-Holstein,Permanent job,0.83985,257,10052,0.76775,0.91404
396,396,2004,Schleswig-Holstein,Temporary job,0.16015,38,10052,0.12538,0.19758
397,397,2004,Hamburg,Permanent job,1.0,125,10052,0.86566,1.16141
398,398,2004,Lower Saxony,Permanent job,0.87066,745,10052,0.81579,0.9257
399,399,2004,Lower Saxony,Temporary job,0.12934,111,10052,0.1074,0.15186
400,400,2004,Bremen,Permanent job,1.0,64,10052,0.79236,1.2039
401,401,2004,North Rhine-Westphalia,Permanent job,0.87317,1836,10052,0.84201,0.90964
402,402,2004,North Rhine-Westphalia,Temporary job,0.12683,260,10052,0.11521,0.13658
403,403,2004,Hesse,Permanent job,0.83491,619,10052,0.78903,0.8853
404,404,2004,Hesse,Temporary job,0.16509,101,10052,0.14402,0.19029
405,405,2004,"Rhineland-Palatinate, Saarland",Permanent job,0.83461,493,10052,0.77423,0.89457
406,406,2004,"Rhineland-Palatinate, Saarland",Temporary job,0.16539,81,10052,0.13357,0.19871
407,407,2004,Baden-Wuerttemberg,Permanent job,0.87214,1103,10052,0.81053,0.91645
408,408,2004,Baden-Wuerttemberg,Temporary job,0.12786,166,10052,0.11306,0.1443
409,409,2004,Bavaria,Permanent job,0.87701,1267,10052,0.83885,0.91965
410,410,2004,Bavaria,Temporary job,0.12299,190,10052,0.10786,0.14267
411,411,2004,Berlin,Permanent job,0.78018,305,10052,0.71061,0.85165
412,412,2004,Berlin,Temporary job,0.21982,72,10052,0.17983,0.26099
413,413,2004,Brandenburg,Permanent job,0.81334,324,10052,0.73834,0.89184
414,414,2004,Brandenburg,Temporary job,0.18666,71,10052,0.14742,0.22818
415,415,2004,Mecklenburg-Western Pomerania,Permanent job,0.82776,195,10052,0.73928,0.92561
416,416,2004,Mecklenburg-Western Pomerania,Temporary job,0.17224,45,10052,0.13923,0.20897
417,417,2004,Saxony,Permanent job,0.8389,614,10052,0.78456,0.89785
418,418,2004,Saxony,Temporary job,0.1611,121,10052,0.14164,0.17918
419,419,2004,Saxony-Anhalt,Permanent job,0.84027,355,10052,0.77202,0.9268
420,420,2004,Saxony-Anhalt,Temporary job,0.15973,69,10052,0.13099,0.1863
421,421,2004,Thuringa,Permanent job,0.7682,336,10052,0.70579,0.84642
422,422,2004,Thuringa,Temporary job,0.2318,89,10052,0.18482,0.28371
423,423,2005,Schleswig-Holstein,Permanent job,0.84557,263,9696,0.76622,0.91552
424,424,2005,Schleswig-Holstein,Temporary job,0.15443,37,9696,0.11433,0.19879
425,425,2005,Hamburg,Permanent job,1.0,112,9696,0.82316,1.16342
426,426,2005,Lower Saxony,Permanent job,0.87148,717,9696,0.80555,0.94172
427,427,2005,Lower Saxony,Temporary job,0.12852,106,9696,0.10769,0.15254
428,428,2005,Bremen,Permanent job,1.0,57,9696,0.79074,1.22758
429,429,2005,North Rhine-Westphalia,Permanent job,0.86788,1786,9696,0.8387,0.89998
430,430,2005,North Rhine-Westphalia,Temporary job,0.13212,245,9696,0.11926,0.14565
431,431,2005,Hesse,Permanent job,0.84119,628,9696,0.77579,0.89281
432,432,2005,Hesse,Temporary job,0.15881,82,9696,0.13195,0.19116
433,433,2005,"Rhineland-Palatinate, Saarland",Permanent job,0.82235,476,9696,0.76974,0.88244
434,434,2005,"Rhineland-Palatinate, Saarland",Temporary job,0.17765,79,9696,0.14243,0.2176
435,435,2005,Baden-Wuerttemberg,Permanent job,0.89883,1085,9696,0.8557,0.95696
436,436,2005,Baden-Wuerttemberg,Temporary job,0.10117,137,9696,0.0851,0.11839
437,437,2005,Bavaria,Permanent job,0.88414,1260,9696,0.84261,0.93455
438,438,2005,Bavaria,Temporary job,0.11586,160,9696,0.1004,0.12838
439,439,2005,Berlin,Permanent job,0.81916,288,9696,0.74348,0.8893
440,440,2005,Berlin,Temporary job,0.18084,60,9696,0.14115,0.22606
441,441,2005,Brandenburg,Permanent job,0.82477,326,9696,0.74533,0.91037
442,442,2005,Brandenburg,Temporary job,0.17523,69,9696,0.14433,0.21619
443,443,2005,Mecklenburg-Western Pomerania,Permanent job,0.75926,187,9696,0.66894,0.85599
444,444,2005,Mecklenburg-Western Pomerania,Temporary job,0.24074,48,9696,0.17712,0.31831
445,445,2005,Saxony,Permanent job,0.84512,608,9696,0.78969,0.91711
446,446,2005,Saxony,Temporary job,0.15488,101,9696,0.13395,0.18195
447,447,2005,Saxony-Anhalt,Permanent job,0.82813,343,9696,0.75232,0.91385
448,448,2005,Saxony-Anhalt,Temporary job,0.17187,62,9696,0.12778,0.22054
449,449,2005,Thuringa,Permanent job,0.77339,314,9696,0.69167,0.84781
450,450,2005,Thuringa,Temporary job,0.22661,60,9696,0.18595,0.3039
451,451,2006,Schleswig-Holstein,Permanent job,0.8118,256,10166,0.74171,0.89948
452,452,2006,Schleswig-Holstein,Temporary job,0.1882,48,10166,0.14528,0.23186
453,453,2006,Hamburg,Permanent job,1.0,110,10166,0.83906,1.17916
454,454,2006,Lower Saxony,Permanent job,0.88709,778,10166,0.83619,0.9367
455,455,2006,Lower Saxony,Temporary job,0.11291,107,10166,0.09669,0.13301
456,456,2006,Bremen,Permanent job,1.0,58,10166,0.80269,1.2346
457,457,2006,North Rhine-Westphalia,Permanent job,0.84916,1789,10166,0.81875,0.88653
458,458,2006,North Rhine-Westphalia,Temporary job,0.15084,289,10166,0.1367,0.16502
459,459,2006,Hesse,Permanent job,0.84478,643,10166,0.7975,0.89554
460,460,2006,Hesse,Temporary job,0.15522,96,10166,0.12585,0.18315
461,461,2006,"Rhineland-Palatinate, Saarland",Permanent job,0.84114,527,10166,0.78285,0.89162
462,462,2006,"Rhineland-Palatinate, Saarland",Temporary job,0.15886,76,10166,0.13034,0.18943
463,463,2006,Baden-Wuerttemberg,Permanent job,0.87347,1169,10166,0.8286,0.91568
464,464,2006,Baden-Wuerttemberg,Temporary job,0.12653,156,10166,0.10993,0.14799
465,465,2006,Bavaria,Permanent job,0.8815,1320,10166,0.84353,0.9244
466,466,2006,Bavaria,Temporary job,0.1185,167,10166,0.10319,0.1342
467,467,2006,Berlin,Permanent job,0.81653,296,10166,0.74365,0.88714
468,468,2006,Berlin,Temporary job,0.18347,62,10166,0.15479,0.21385
469,469,2006,Brandenburg,Permanent job,0.82159,343,10166,0.73641,0.89946
470,470,2006,Brandenburg,Temporary job,0.17841,70,10166,0.15057,0.20991
471,471,2006,Mecklenburg-Western Pomerania,Permanent job,0.81992,201,10166,0.73461,0.92628
472,472,2006,Mecklenburg-Western Pomerania,Temporary job,0.18008,47,10166,0.13953,0.23607
473,473,2006,Saxony,Permanent job,0.79472,607,10166,0.74438,0.84875
474,474,2006,Saxony,Temporary job,0.20528,116,10166,0.17056,0.24382
475,475,2006,Saxony-Anhalt,Permanent job,0.81665,347,10166,0.72682,0.89819
476,476,2006,Saxony-Anhalt,Temporary job,0.18335,70,10166,0.14969,0.22846
477,477,2006,Thuringa,Permanent job,0.76998,342,10166,0.69866,0.85664
478,478,2006,Thuringa,Temporary job,0.23002,76,10166,0.1913,0.2726
479,479,2007,Schleswig-Holstein,Permanent job,0.80137,215,9703,0.72107,0.89553
480,480,2007,Schleswig-Holstein,Temporary job,0.19863,51,9703,0.15822,0.24431
481,481,2007,Hamburg,Permanent job,1.0,108,9703,0.81092,1.15147
482,482,2007,Lower Saxony,Permanent job,0.86199,751,9703,0.82014,0.9134
483,483,2007,Lower Saxony,Temporary job,0.13801,120,9703,0.11468,0.16166
484,484,2007,Bremen,Permanent job,1.0,57,9703,0.7744,1.22352
485,485,2007,North Rhine-Westphalia,Permanent job,0.86082,1722,9703,0.82407,0.88993
486,486,2007,North Rhine-Westphalia,Temporary job,0.13918,266,9703,0.12674,0.15455
487,487,2007,Hesse,Permanent job,0.84741,599,9703,0.78874,0.90883
488,488,2007,Hesse,Temporary job,0.15259,89,9703,0.12383,0.17516
489,489,2007,"Rhineland-Palatinate, Saarland",Permanent job,0.84248,479,9703,0.77549,0.90846
490,490,2007,"Rhineland-Palatinate, Saarland",Temporary job,0.15752,65,9703,0.12678,0.19482
491,491,2007,Baden-Wuerttemberg,Permanent job,0.8667,1082,9703,0.818,0.90728
492,492,2007,Baden-Wuerttemberg,Temporary job,0.1333,151,9703,0.11368,0.15155
493,493,2007,Bavaria,Permanent job,0.87447,1269,9703,0.83486,0.92125
494,494,2007,Bavaria,Temporary job,0.12553,173,9703,0.11176,0.13953
495,495,2007,Berlin,Permanent job,0.7753,280,9703,0.7032,0.8453
496,496,2007,Berlin,Temporary job,0.2247,73,9703,0.19324,0.257
497,497,2007,Brandenburg,Permanent job,0.81454,312,9703,0.72464,0.89717
498,498,2007,Brandenburg,Temporary job,0.18546,59,9703,0.14837,0.2223
499,499,2007,Mecklenburg-Western Pomerania,Permanent job,0.801,188,9703,0.70225,0.90897
500,500,2007,Mecklenburg-Western Pomerania,Temporary job,0.199,50,9703,0.14784,0.24971
501,501,2007,Saxony,Permanent job,0.81645,611,9703,0.75817,0.869
502,502,2007,Saxony,Temporary job,0.18355,118,9703,0.15852,0.21449
503,503,2007,Saxony-Anhalt,Permanent job,0.81413,337,9703,0.73935,0.89768
504,504,2007,Saxony-Anhalt,Temporary job,0.18587,69,9703,0.13622,0.23891
505,505,2007,Thuringa,Permanent job,0.77786,334,9703,0.69239,0.85946
506,506,2007,Thuringa,Temporary job,0.22214,75,9703,0.16948,0.28604
507,507,2008,Schleswig-Holstein,Permanent job,0.78649,205,9333,0.70072,0.86513
508,508,2008,Schleswig-Holstein,Temporary job,0.21351,43,9333,0.16232,0.25679
509,509,2008,Hamburg,Permanent job,1.0,106,9333,0.85697,1.20679
510,510,2008,Lower Saxony,Permanent job,0.84703,703,9333,0.79247,0.9065
511,511,2008,Lower Saxony,Temporary job,0.15297,110,9333,0.13289,0.17975
512,512,2008,Bremen,Permanent job,1.0,52,9333,0.72804,1.27427
513,513,2008,North Rhine-Westphalia,Permanent job,0.84847,1624,9333,0.81199,0.87976
514,514,2008,North Rhine-Westphalia,Temporary job,0.15153,268,9333,0.13415,0.16857
515,515,2008,Hesse,Permanent job,0.84653,579,9333,0.78157,0.9093
516,516,2008,Hesse,Temporary job,0.15347,89,9333,0.12661,0.18267
517,517,2008,"Rhineland-Palatinate, Saarland",Permanent job,0.84762,439,9333,0.79349,0.91623
518,518,2008,"Rhineland-Palatinate, Saarland",Temporary job,0.15238,70,9333,0.11996,0.1827
519,519,2008,Baden-Wuerttemberg,Permanent job,0.87547,1062,9333,0.83382,0.9225
520,520,2008,Baden-Wuerttemberg,Temporary job,0.12453,144,9333,0.10958,0.14137
521,521,2008,Bavaria,Permanent job,0.85857,1205,9333,0.82032,0.90091
522,522,2008,Bavaria,Temporary job,0.14143,187,9333,0.12396,0.16036
523,523,2008,Berlin,Permanent job,0.79738,285,9333,0.72364,0.87352
524,524,2008,Berlin,Temporary job,0.20262,67,9333,0.16953,0.24473
525,525,2008,Brandenburg,Permanent job,0.81227,293,9333,0.72129,0.91079
526,526,2008,Brandenburg,Temporary job,0.18773,48,9333,0.14624,0.23792
527,527,2008,Mecklenburg-Western Pomerania,Permanent job,0.82023,186,9333,0.71684,0.91897
528,528,2008,Mecklenburg-Western Pomerania,Temporary job,0.17977,43,9333,0.13508,0.23
529,529,2008,Saxony,Permanent job,0.83818,607,9333,0.77612,0.90422
530,530,2008,Saxony,Temporary job,0.16182,113,9333,0.13937,0.18359
531,531,2008,Saxony-Anhalt,Permanent job,0.82783,344,9333,0.74569,0.91936
532,532,2008,Saxony-Anhalt,Temporary job,0.17217,64,9333,0.13859,0.21818
533,533,2008,Thuringa,Permanent job,0.78082,320,9333,0.69359,0.87379
534,534,2008,Thuringa,Temporary job,0.21918,77,9333,0.17967,0.28485
535,535,2009,Schleswig-Holstein,Permanent job,0.80844,191,8691,0.69933,0.89426
536,536,2009,Schleswig-Holstein,Temporary job,0.19156,38,8691,0.14148,0.25299
537,537,2009,Hamburg,Permanent job,1.0,96,8691,0.79409,1.1948
538,538,2009,Lower Saxony,Permanent job,0.88139,672,8691,0.82489,0.95768
539,539,2009,Lower Saxony,Temporary job,0.11861,92,8691,0.09623,0.14473
540,540,2009,Bremen,Permanent job,1.0,44,8691,0.76212,1.37464
541,541,2009,North Rhine-Westphalia,Permanent job,0.87008,1502,8691,0.83487,0.90995
542,542,2009,North Rhine-Westphalia,Temporary job,0.12992,235,8691,0.11235,0.14905
543,543,2009,Hesse,Permanent job,0.80108,528,8691,0.72946,0.86632
544,544,2009,Hesse,Temporary job,0.19892,103,8691,0.17153,0.23099
545,545,2009,"Rhineland-Palatinate, Saarland",Permanent job,0.84067,418,8691,0.76969,0.90947
546,546,2009,"Rhineland-Palatinate, Saarland",Temporary job,0.15933,67,8691,0.12457,0.19677
547,547,2009,Baden-Wuerttemberg,Permanent job,0.83474,925,8691,0.7801,0.88894
548,548,2009,Baden-Wuerttemberg,Temporary job,0.16526,163,8691,0.14045,0.19368
549,549,2009,Bavaria,Permanent job,0.87694,1157,8691,0.82562,0.93332
550,550,2009,Bavaria,Temporary job,0.12306,146,8691,0.10034,0.14578
551,551,2009,Berlin,Permanent job,0.74802,260,8691,0.68092,0.84431
552,552,2009,Berlin,Temporary job,0.25198,68,8691,0.19603,0.30661
553,553,2009,Brandenburg,Permanent job,0.87737,301,8691,0.77354,0.96829
554,554,2009,Brandenburg,Temporary job,0.12263,43,8691,0.09483,0.15765
555,555,2009,Mecklenburg-Western Pomerania,Permanent job,0.80038,184,8691,0.68646,0.92239
556,556,2009,Mecklenburg-Western Pomerania,Temporary job,0.19962,39,8691,0.14107,0.27408
557,557,2009,Saxony,Permanent job,0.82514,557,8691,0.74946,0.90246
558,558,2009,Saxony,Temporary job,0.17486,116,8691,0.14468,0.2155
559,559,2009,Saxony-Anhalt,Permanent job,0.78788,304,8691,0.695,0.901
560,560,2009,Saxony-Anhalt,Temporary job,0.21212,72,8691,0.15272,0.28212
561,561,2009,Thuringa,Permanent job,0.79035,300,8691,0.68635,0.9252
562,562,2009,Thuringa,Temporary job,0.20965,70,8691,0.15072,0.285
563,563,2010,Schleswig-Holstein,Permanent job,0.83616,291,11981,0.72109,0.94658
564,564,2010,Schleswig-Holstein,Temporary job,0.16384,60,11981,0.11048,0.22564
565,565,2010,Hamburg,Permanent job,0.83473,160,11981,0.68426,1.02514
566,566,2010,Hamburg,Temporary job,0.16527,32,11981,0.10668,0.24154
567,567,2010,Lower Saxony,Permanent job,0.83179,918,11981,0.77012,0.89701
568,568,2010,Lower Saxony,Temporary job,0.16821,180,11981,0.13897,0.20133
569,569,2010,Bremen,Permanent job,1.0,67,11981,0.70706,1.34073
570,570,2010,North Rhine-Westphalia,Permanent job,0.85979,2056,11981,0.8127,0.90536
571,571,2010,North Rhine-Westphalia,Temporary job,0.14021,334,11981,0.12558,0.15885
572,572,2010,Hesse,Permanent job,0.853,732,11981,0.77669,0.93035
573,573,2010,Hesse,Temporary job,0.147,134,11981,0.117,0.17995
574,574,2010,"Rhineland-Palatinate, Saarland",Permanent job,0.83995,563,11981,0.75556,0.92887
575,575,2010,"Rhineland-Palatinate, Saarland",Temporary job,0.16005,104,11981,0.13092,0.19631
576,576,2010,Baden-Wuerttemberg,Permanent job,0.83128,1331,11981,0.76218,0.88767
577,577,2010,Baden-Wuerttemberg,Temporary job,0.16872,228,11981,0.14265,0.19533
578,578,2010,Bavaria,Permanent job,0.8737,1641,11981,0.81769,0.92646
579,579,2010,Bavaria,Temporary job,0.1263,224,11981,0.1063,0.14855
580,580,2010,Berlin,Permanent job,0.77271,339,11981,0.67299,0.87011
581,581,2010,Berlin,Temporary job,0.22729,102,11981,0.186,0.28086
582,582,2010,Brandenburg,Permanent job,0.82196,354,11981,0.71369,0.92858
583,583,2010,Brandenburg,Temporary job,0.17804,77,11981,0.13557,0.21697
584,584,2010,Mecklenburg-Western Pomerania,Permanent job,0.81553,239,11981,0.69591,0.94875
585,585,2010,Mecklenburg-Western Pomerania,Temporary job,0.18447,51,11981,0.13039,0.24774
586,586,2010,Saxony,Permanent job,0.80816,705,11981,0.73118,0.88407
587,587,2010,Saxony,Temporary job,0.19184,133,11981,0.14785,0.23467
588,588,2010,Saxony-Anhalt,Permanent job,0.82069,376,11981,0.71432,0.91489
589,589,2010,Saxony-Anhalt,Temporary job,0.17931,82,11981,0.14351,0.22879
590,590,2010,Thuringa,Permanent job,0.79643,381,11981,0.71235,0.88988
591,591,2010,Thuringa,Temporary job,0.20357,87,11981,0.14811,0.29862
592,592,2011,Schleswig-Holstein,Permanent job,0.83112,415,14532,0.73484,0.93238
593,593,2011,Schleswig-Holstein,Temporary job,0.16888,80,14532,0.12969,0.20919
594,594,2011,Hamburg,Permanent job,1.0,179,14532,0.82038,1.19356
595,595,2011,Lower Saxony,Permanent job,0.82989,1129,14532,0.77954,0.88765
596,596,2011,Lower Saxony,Temporary job,0.17011,211,14532,0.14719,0.19601
597,597,2011,Bremen,Permanent job,1.0,72,14532,0.73598,1.26688
598,598,2011,North Rhine-Westphalia,Permanent job,0.84215,2472,14532,0.80217,0.88263
599,599,2011,North Rhine-Westphalia,Temporary job,0.15785,419,14532,0.13933,0.17346
600,600,2011,Hesse,Permanent job,0.86872,899,14532,0.80719,0.93508
601,601,2011,Hesse,Temporary job,0.13128,137,14532,0.10411,0.16602
602,602,2011,"Rhineland-Palatinate, Saarland",Permanent job,0.82717,678,14532,0.75209,0.90044
603,603,2011,"Rhineland-Palatinate, Saarland",Temporary job,0.17283,138,14532,0.14683,0.20296
604,604,2011,Baden-Wuerttemberg,Permanent job,0.84491,1675,14532,0.7969,0.88657
605,605,2011,Baden-Wuerttemberg,Temporary job,0.15509,251,14532,0.12992,0.17761
606,606,2011,Bavaria,Permanent job,0.85791,2081,14532,0.80142,0.89622
607,607,2011,Bavaria,Temporary job,0.14209,300,14532,0.12304,0.16306
608,608,2011,Berlin,Permanent job,0.78848,389,14532,0.70344,0.87454
609,609,2011,Berlin,Temporary job,0.21152,96,14532,0.16879,0.25927
610,610,2011,Brandenburg,Permanent job,0.8364,443,14532,0.74487,0.9264
611,611,2011,Brandenburg,Temporary job,0.1636,92,14532,0.12454,0.21151
612,612,2011,Mecklenburg-Western Pomerania,Permanent job,0.7943,264,14532,0.68363,0.8866
613,613,2011,Mecklenburg-Western Pomerania,Temporary job,0.2057,50,14532,0.1459,0.2683
614,614,2011,Saxony,Permanent job,0.82954,792,14532,0.75944,0.90664
615,615,2011,Saxony,Temporary job,0.17046,160,14532,0.14119,0.20441
616,616,2011,Saxony-Anhalt,Permanent job,0.80769,449,14532,0.72501,0.89202
617,617,2011,Saxony-Anhalt,Temporary job,0.19231,98,14532,0.15521,0.24768
618,618,2011,Thuringa,Permanent job,0.85111,474,14532,0.75651,0.96112
619,619,2011,Thuringa,Temporary job,0.14889,89,14532,0.11769,0.17883
620,620,2012,Schleswig-Holstein,Permanent job,0.82629,424,14412,0.73373,0.90968
621,621,2012,Schleswig-Holstein,Temporary job,0.17371,82,14412,0.14118,0.21666
622,622,2012,Hamburg,Permanent job,0.82294,178,14412,0.67107,0.98057
623,623,2012,Hamburg,Temporary job,0.17706,38,14412,0.1104,0.26644
624,624,2012,Lower Saxony,Permanent job,0.84007,1131,14412,0.79712,0.89415
625,625,2012,Lower Saxony,Temporary job,0.15993,208,14412,0.13931,0.18598
626,626,2012,Bremen,Permanent job,1.0,80,14412,0.69599,1.27779
627,627,2012,North Rhine-Westphalia,Permanent job,0.84555,2441,14412,0.81371,0.88944
628,628,2012,North Rhine-Westphalia,Temporary job,0.15445,427,14412,0.13743,0.17644
629,629,2012,Hesse,Permanent job,0.85171,841,14412,0.78647,0.93332
630,630,2012,Hesse,Temporary job,0.14829,152,14412,0.11979,0.1785
631,631,2012,"Rhineland-Palatinate, Saarland",Permanent job,0.82603,679,14412,0.74875,0.90833
632,632,2012,"Rhineland-Palatinate, Saarland",Temporary job,0.17397,126,14412,0.13507,0.21669
633,633,2012,Baden-Wuerttemberg,Permanent job,0.844,1581,14412,0.7897,0.8891
634,634,2012,Baden-Wuerttemberg,Temporary job,0.156,279,14412,0.13468,0.17795
635,635,2012,Bavaria,Permanent job,0.85359,2047,14412,0.80839,0.90012
636,636,2012,Bavaria,Temporary job,0.14641,335,14412,0.12692,0.16709
637,637,2012,Berlin,Permanent job,0.78096,393,14412,0.71608,0.87915
638,638,2012,Berlin,Temporary job,0.21904,101,14412,0.18198,0.25458
639,639,2012,Brandenburg,Permanent job,0.88739,439,14412,0.79065,0.97222
640,640,2012,Brandenburg,Temporary job,0.11261,81,14412,0.09484,0.13528
641,641,2012,Mecklenburg-Western Pomerania,Permanent job,0.79019,252,14412,0.67882,0.89931
642,642,2012,Mecklenburg-Western Pomerania,Temporary job,0.20981,66,14412,0.16828,0.2659
643,643,2012,Saxony,Permanent job,0.83322,801,14412,0.7752,0.90282
644,644,2012,Saxony,Temporary job,0.16678,158,14412,0.13244,0.19602
645,645,2012,Saxony-Anhalt,Permanent job,0.83255,447,14412,0.74316,0.92304
646,646,2012,Saxony-Anhalt,Temporary job,0.16745,86,14412,0.13122,0.20406
647,647,2012,Thuringa,Permanent job,0.82593,446,14412,0.73881,0.94969
648,648,2012,Thuringa,Temporary job,0.17407,93,14412,0.14575,0.2063
649,649,2013,Schleswig-Holstein,Permanent job,0.81762,443,16295,0.73123,0.9136
650,650,2013,Schleswig-Holstein,Temporary job,0.18238,106,16295,0.14565,0.22118
651,651,2013,Hamburg,Permanent job,0.8549,247,16295,0.69952,1.00949
652,652,2013,Hamburg,Temporary job,0.1451,53,16295,0.09305,0.2044
653,653,2013,Lower Saxony,Permanent job,0.82422,1253,16295,0.77366,0.88828
654,654,2013,Lower Saxony,Temporary job,0.17578,286,16295,0.15135,0.20137
655,655,2013,Bremen,Permanent job,1.0,90,16295,0.72415,1.38342
656,656,2013,North Rhine-Westphalia,Permanent job,0.82848,2757,16295,0.79441,0.86202
657,657,2013,North Rhine-Westphalia,Temporary job,0.17152,622,16295,0.1501,0.19255
658,658,2013,Hesse,Permanent job,0.81825,968,16295,0.75769,0.87928
659,659,2013,Hesse,Temporary job,0.18175,237,16295,0.14767,0.21152
660,660,2013,"Rhineland-Palatinate, Saarland",Permanent job,0.82755,777,16295,0.75206,0.91331
