"plb0037_h","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Unbefristet","2001","Hauptschule","Westdeutschland","2934","","",""
"Unbefristet","2001","Hauptschule","Ostdeutschland","249","","",""
"Unbefristet","2001","Realschule","Westdeutschland","1870","","",""
"Unbefristet","2001","Realschule","Ostdeutschland","1106","","",""
"Unbefristet","2001","(Fach-)Abitur","Westdeutschland","795","0.814284971726527","0.789825323305894","0.83874462014716"
"Unbefristet","2001","(Fach-)Abitur","Ostdeutschland","87","0.571608140447197","0.496330871531703","0.646885409362692"
"Unbefristet","2001","AkademikerIn","Westdeutschland","1279","","",""
"Unbefristet","2001","AkademikerIn","Ostdeutschland","663","0.893571553325118","0.871231403590388","0.915911703059847"
"Befristet","2001","(noch) kein Abschluss","Westdeutschland","19","","",""
"Befristet","2001","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Befristet","2001","Hauptschule","Westdeutschland","330","0.0991909021063364","0.0889361464230584","0.109445657789614"
"Befristet","2001","Hauptschule","Ostdeutschland","101","","",""
"Befristet","2001","Realschule","Westdeutschland","308","0.132517848150251","0.118278614548032","0.146757081752469"
"Befristet","2001","Realschule","Ostdeutschland","248","","",""
"Befristet","2001","(Fach-)Abitur","Westdeutschland","176","","",""
"Befristet","2001","(Fach-)Abitur","Ostdeutschland","79","0.428391859552803","0.353114590637308","0.503669128468297"
"Befristet","2001","AkademikerIn","Westdeutschland","142","","",""
"Befristet","2001","AkademikerIn","Ostdeutschland","69","0.106428446674882","0.0840882969401525","0.128768596409612"
"Unbefristet","2002","(noch) kein Abschluss","Westdeutschland","100","","",""
"Unbefristet","2002","(noch) kein Abschluss","Ostdeutschland","6","0.358586889005053","0.0751751282959774","0.641998649714128"
"Unbefristet","2002","Hauptschule","Westdeutschland","2713","","",""
"Unbefristet","2002","Hauptschule","Ostdeutschland","225","","",""
"Unbefristet","2002","Realschule","Westdeutschland","2020","","",""
"Unbefristet","2002","Realschule","Ostdeutschland","1088","","",""
"Unbefristet","2002","(Fach-)Abitur","Westdeutschland","877","0.803047196235547","0.779448536699596","0.826645855771498"
"Unbefristet","2002","(Fach-)Abitur","Ostdeutschland","108","","",""
"Unbefristet","2002","AkademikerIn","Westdeutschland","1773","","",""
"Unbefristet","2002","AkademikerIn","Ostdeutschland","708","0.900170164760251","0.87906495250406","0.921275377016442"
"Befristet","2002","(noch) kein Abschluss","Westdeutschland","17","","",""
"Befristet","2002","(noch) kein Abschluss","Ostdeutschland","5","0.641413110994947","0.358001350285872","0.924824871704023"
"Befristet","2002","Hauptschule","Westdeutschland","293","","",""
"Befristet","2002","Hauptschule","Ostdeutschland","74","0.272485276354135","0.222018575974169","0.322951976734101"
"Befristet","2002","Realschule","Westdeutschland","300","0.13430185005711","0.120426998644405","0.148176701469815"
"Befristet","2002","Realschule","Ostdeutschland","213","","",""
"Befristet","2002","(Fach-)Abitur","Westdeutschland","214","","",""
"Befristet","2002","(Fach-)Abitur","Ostdeutschland","76","0.366473512359101","0.296852094511755","0.436094930206446"
"Befristet","2002","AkademikerIn","Westdeutschland","187","","",""
"Befristet","2002","AkademikerIn","Ostdeutschland","67","0.0998298352397492","0.0787246229835583","0.12093504749594"
"Unbefristet","2003","(noch) kein Abschluss","Westdeutschland","82","0.803166487356241","0.722788620714871","0.883544353997611"
"Unbefristet","2003","(noch) kein Abschluss","Ostdeutschland","5","0.681589642476859","0.358771315945368","1.00440796900835"
"Unbefristet","2003","Hauptschule","Westdeutschland","2498","","",""
"Unbefristet","2003","Hauptschule","Ostdeutschland","200","","",""
"Unbefristet","2003","Realschule","Westdeutschland","1911","","",""
"Unbefristet","2003","Realschule","Ostdeutschland","1041","","",""
"Unbefristet","2003","(Fach-)Abitur","Westdeutschland","833","0.789488869439851","0.764853971992187","0.814123766887514"
"Unbefristet","2003","(Fach-)Abitur","Ostdeutschland","111","","",""
"Unbefristet","2003","AkademikerIn","Westdeutschland","1615","","",""
"Unbefristet","2003","AkademikerIn","Ostdeutschland","674","0.879741061072052","0.85646263706034","0.903019485083764"
"Befristet","2003","(noch) kein Abschluss","Westdeutschland","12","","",""
"Befristet","2003","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Befristet","2003","Hauptschule","Westdeutschland","276","","",""
"Befristet","2003","Hauptschule","Ostdeutschland","72","0.247583473840732","0.196291002076388","0.298875945605076"
"Befristet","2003","Realschule","Westdeutschland","280","","",""
"Befristet","2003","Realschule","Ostdeutschland","178","","",""
"Befristet","2003","(Fach-)Abitur","Westdeutschland","219","","",""
"Befristet","2003","(Fach-)Abitur","Ostdeutschland","64","0.345004809103403","0.274574321230646","0.415435296976159"
"Befristet","2003","AkademikerIn","Westdeutschland","175","","",""
"Befristet","2003","AkademikerIn","Ostdeutschland","76","0.120258938927948","0.0969805149162363","0.143537362939661"
"Unbefristet","2004","(noch) kein Abschluss","Westdeutschland","69","0.871794900684524","0.798073367728948","0.945516433640101"
"Unbefristet","2004","(noch) kein Abschluss","Ostdeutschland","8","0.867110178983082","0.666508414423492","1.06771194354267"
"Unbefristet","2004","Hauptschule","Westdeutschland","2316","","",""
"Unbefristet","2004","Hauptschule","Ostdeutschland","199","","",""
"Unbefristet","2004","Realschule","Westdeutschland","1829","","",""
"Unbefristet","2004","Realschule","Ostdeutschland","983","0.834701739409704","0.813426745495238","0.855976733324169"
"Unbefristet","2004","(Fach-)Abitur","Westdeutschland","843","0.81049401693949","0.786571595998056","0.834416437880924"
"Unbefristet","2004","(Fach-)Abitur","Ostdeutschland","113","","",""
"Unbefristet","2004","AkademikerIn","Westdeutschland","1586","","",""
"Unbefristet","2004","AkademikerIn","Ostdeutschland","643","0.869203730869859","0.844660170862815","0.893747290876903"
"Befristet","2004","(noch) kein Abschluss","Westdeutschland","10","","",""
"Befristet","2004","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Befristet","2004","Hauptschule","Westdeutschland","268","","",""
"Befristet","2004","Hauptschule","Ostdeutschland","64","0.257980057950645","0.205102538533819","0.31085757736747"
"Befristet","2004","Realschule","Westdeutschland","271","","",""
"Befristet","2004","Realschule","Ostdeutschland","188","","",""
"Befristet","2004","(Fach-)Abitur","Westdeutschland","188","","",""
"Befristet","2004","(Fach-)Abitur","Ostdeutschland","82","0.40683326957411","0.337884359084052","0.475782180064168"
"Befristet","2004","AkademikerIn","Westdeutschland","179","","",""
"Befristet","2004","AkademikerIn","Ostdeutschland","82","0.130796269130141","0.106252709123097","0.155339829137185"
"Unbefristet","2005","(noch) kein Abschluss","Westdeutschland","67","0.845053967144899","0.766251822959727","0.923856111330071"
"Unbefristet","2005","(noch) kein Abschluss","Ostdeutschland","5","0.788669540641289","0.486237601826086","1.09110147945649"
"Unbefristet","2005","Hauptschule","Westdeutschland","2196","","",""
"Unbefristet","2005","Hauptschule","Ostdeutschland","169","","",""
"Unbefristet","2005","Realschule","Westdeutschland","1801","","",""
"Unbefristet","2005","Realschule","Ostdeutschland","966","0.843764249640545","0.822547805475778","0.864980693805312"
"Unbefristet","2005","(Fach-)Abitur","Westdeutschland","850","0.842930809649351","0.820501599518783","0.865360019779918"
"Unbefristet","2005","(Fach-)Abitur","Ostdeutschland","124","","",""
"Unbefristet","2005","AkademikerIn","Westdeutschland","1575","","",""
"Unbefristet","2005","AkademikerIn","Ostdeutschland","635","0.880276725319819","0.856414431230392","0.904139019409246"
"Befristet","2005","(noch) kein Abschluss","Westdeutschland","14","","",""
"Befristet","2005","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Befristet","2005","Hauptschule","Westdeutschland","250","","",""
"Befristet","2005","Hauptschule","Ostdeutschland","42","0.279939052980404","0.219359894442314","0.340518211518495"
"Befristet","2005","Realschule","Westdeutschland","255","","",""
"Befristet","2005","Realschule","Ostdeutschland","159","","",""
"Befristet","2005","(Fach-)Abitur","Westdeutschland","161","","",""
"Befristet","2005","(Fach-)Abitur","Ostdeutschland","64","0.390071804912415","0.320348044597081","0.459795565227748"
"Befristet","2005","AkademikerIn","Westdeutschland","135","","",""
"Befristet","2005","AkademikerIn","Ostdeutschland","76","0.119723274680181","0.0958609805907536","0.143585568769608"
"Unbefristet","2006","(noch) kein Abschluss","Westdeutschland","63","0.87034656432375","0.792209508866099","0.948483619781402"
"Unbefristet","2006","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Unbefristet","2006","Hauptschule","Westdeutschland","2268","","",""
"Unbefristet","2006","Hauptschule","Ostdeutschland","167","","",""
"Unbefristet","2006","Realschule","Westdeutschland","1869","","",""
"Unbefristet","2006","Realschule","Ostdeutschland","1010","","",""
"Unbefristet","2006","(Fach-)Abitur","Westdeutschland","876","0.820116414516613","0.797016022364574","0.843216806668651"
"Unbefristet","2006","(Fach-)Abitur","Ostdeutschland","140","","",""
"Unbefristet","2006","AkademikerIn","Westdeutschland","1689","","",""
"Unbefristet","2006","AkademikerIn","Ostdeutschland","635","0.835321921759691","0.80832439860474","0.862319444914641"
"Befristet","2006","(noch) kein Abschluss","Westdeutschland","8","0.12965343567625","0.0515163802185982","0.207790491133901"
"Befristet","2006","(noch) kein Abschluss","Ostdeutschland","4","0.701826064348083","0.300855331610588","1.10279679708558"
"Befristet","2006","Hauptschule","Westdeutschland","257","","",""
"Befristet","2006","Hauptschule","Ostdeutschland","55","0.261131833098515","0.203350841518449","0.318912824678581"
"Befristet","2006","Realschule","Westdeutschland","278","","",""
"Befristet","2006","Realschule","Ostdeutschland","185","","",""
"Befristet","2006","(Fach-)Abitur","Westdeutschland","186","","",""
"Befristet","2006","(Fach-)Abitur","Ostdeutschland","48","0.295738000407716","0.230501619451237","0.360974381364194"
"Befristet","2006","AkademikerIn","Westdeutschland","164","","",""
"Befristet","2006","AkademikerIn","Ostdeutschland","90","0.16467807824031","0.137680555085359","0.19167560139526"
"Unbefristet","2007","(noch) kein Abschluss","Westdeutschland","52","0.836657870090353","0.744639337414834","0.928676402765872"
"Unbefristet","2007","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Unbefristet","2007","Hauptschule","Westdeutschland","2135","","",""
"Unbefristet","2007","Hauptschule","Ostdeutschland","145","","",""
"Unbefristet","2007","Realschule","Westdeutschland","1776","","",""
"Unbefristet","2007","Realschule","Ostdeutschland","976","0.832134107857728","0.810466904022731","0.853801311692724"
"Unbefristet","2007","(Fach-)Abitur","Westdeutschland","826","0.770585644962948","0.745032040203379","0.796139249722517"
"Unbefristet","2007","(Fach-)Abitur","Ostdeutschland","156","","",""
"Unbefristet","2007","AkademikerIn","Westdeutschland","1586","","",""
"Unbefristet","2007","AkademikerIn","Ostdeutschland","610","0.85398097504694","0.827821568288179","0.880140381805702"
"Befristet","2007","(noch) kein Abschluss","Westdeutschland","10","","",""
"Befristet","2007","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Befristet","2007","Hauptschule","Westdeutschland","244","","",""
"Befristet","2007","Hauptschule","Ostdeutschland","55","0.307831592996533","0.243858761353339","0.371804424639727"
"Befristet","2007","Realschule","Westdeutschland","257","","",""
"Befristet","2007","Realschule","Ostdeutschland","167","","",""
"Befristet","2007","(Fach-)Abitur","Westdeutschland","214","","",""
"Befristet","2007","(Fach-)Abitur","Ostdeutschland","52","0.244373819534001","0.185975915469748","0.302771723598254"
"Befristet","2007","AkademikerIn","Westdeutschland","168","","",""
"Befristet","2007","AkademikerIn","Ostdeutschland","90","0.14601902495306","0.119859618194298","0.172178431711821"
"Unbefristet","2008","(noch) kein Abschluss","Westdeutschland","53","0.777010391099039","0.679499124577874","0.874521657620203"
"Unbefristet","2008","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Unbefristet","2008","Hauptschule","Westdeutschland","2019","","",""
"Unbefristet","2008","Hauptschule","Ostdeutschland","154","","",""
"Unbefristet","2008","Realschule","Westdeutschland","1701","","",""
"Unbefristet","2008","Realschule","Ostdeutschland","967","0.838035325731833","0.816648960504958","0.859421690958708"
"Unbefristet","2008","(Fach-)Abitur","Westdeutschland","774","0.785543122952567","0.759740137190496","0.811346108714637"
"Unbefristet","2008","(Fach-)Abitur","Ostdeutschland","131","","",""
"Unbefristet","2008","AkademikerIn","Westdeutschland","1511","","",""
"Unbefristet","2008","AkademikerIn","Ostdeutschland","603","0.858945724470405","0.832841323743438","0.885050125197372"
"Befristet","2008","(noch) kein Abschluss","Westdeutschland","17","","",""
"Befristet","2008","(noch) kein Abschluss","Ostdeutschland","","","",""
"Befristet","2008","Hauptschule","Westdeutschland","219","","",""
"Befristet","2008","Hauptschule","Ostdeutschland","41","0.210254050708587","0.153060550669385","0.267447550747788"
"Befristet","2008","Realschule","Westdeutschland","271","","",""
"Befristet","2008","Realschule","Ostdeutschland","173","","",""
"Befristet","2008","(Fach-)Abitur","Westdeutschland","198","","",""
"Befristet","2008","(Fach-)Abitur","Ostdeutschland","53","0.274193925663193","0.209735693030983","0.338652158295403"
"Befristet","2008","AkademikerIn","Westdeutschland","171","","",""
"Befristet","2008","AkademikerIn","Ostdeutschland","80","0.141054275529595","0.114949874802628","0.167158676256562"
"Unbefristet","2009","(noch) kein Abschluss","Westdeutschland","42","0.868436525632418","0.778281919853045","0.95859113141179"
"Unbefristet","2009","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Unbefristet","2009","Hauptschule","Westdeutschland","1793","","",""
"Unbefristet","2009","Hauptschule","Ostdeutschland","126","","",""
"Unbefristet","2009","Realschule","Westdeutschland","1625","","",""
"Unbefristet","2009","Realschule","Ostdeutschland","918","0.83723167097391","0.815225574079846","0.859237767867973"
"Unbefristet","2009","(Fach-)Abitur","Westdeutschland","723","0.771443667061969","0.744354479556149","0.79853285456779"
"Unbefristet","2009","(Fach-)Abitur","Ostdeutschland","118","","",""
"Unbefristet","2009","AkademikerIn","Westdeutschland","1417","","",""
"Unbefristet","2009","AkademikerIn","Ostdeutschland","575","0.856846068450854","0.829838537893103","0.883853599008605"
"Befristet","2009","(noch) kein Abschluss","Westdeutschland","12","","",""
"Befristet","2009","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Befristet","2009","Hauptschule","Westdeutschland","203","","",""
"Befristet","2009","Hauptschule","Ostdeutschland","48","0.256708956705347","0.19180466311117","0.321613250299525"
"Befristet","2009","Realschule","Westdeutschland","228","","",""
"Befristet","2009","Realschule","Ostdeutschland","163","","",""
"Befristet","2009","(Fach-)Abitur","Westdeutschland","200","","",""
"Befristet","2009","(Fach-)Abitur","Ostdeutschland","48","0.30641178148628","0.236282783987334","0.376540778985226"
"Befristet","2009","AkademikerIn","Westdeutschland","174","","",""
"Befristet","2009","AkademikerIn","Ostdeutschland","71","0.143153931549146","0.116146400991395","0.170161462106897"
"Unbefristet","2010","(noch) kein Abschluss","Westdeutschland","95","0.841622690193769","0.776026319872069","0.90721906051547"
"Unbefristet","2010","(noch) kein Abschluss","Ostdeutschland","5","0.552893814818771","0.259076115916769","0.846711513720773"
"Unbefristet","2010","Hauptschule","Westdeutschland","2309","","",""
"Unbefristet","2010","Hauptschule","Ostdeutschland","177","","",""
"Unbefristet","2010","Realschule","Westdeutschland","2316","","",""
"Unbefristet","2010","Realschule","Ostdeutschland","1159","","",""
"Unbefristet","2010","(Fach-)Abitur","Westdeutschland","1157","","",""
"Unbefristet","2010","(Fach-)Abitur","Ostdeutschland","172","","",""
"Unbefristet","2010","AkademikerIn","Westdeutschland","1995","","",""
"Unbefristet","2010","AkademikerIn","Ostdeutschland","658","0.874787424271862","0.85127318122035","0.898301667323374"
"Befristet","2010","(noch) kein Abschluss","Westdeutschland","24","","",""
"Befristet","2010","(noch) kein Abschluss","Ostdeutschland","6","0.447106185181229","0.153288486279227","0.740923884083231"
"Befristet","2010","Hauptschule","Westdeutschland","338","0.11136353526045","0.0993794555183831","0.123347615002517"
"Befristet","2010","Hauptschule","Ostdeutschland","56","0.220605660431361","0.167363327107135","0.273847993755587"
"Befristet","2010","Realschule","Westdeutschland","348","0.142664073653387","0.129383592719188","0.155944554587585"
"Befristet","2010","Realschule","Ostdeutschland","212","","",""
"Befristet","2010","(Fach-)Abitur","Westdeutschland","257","","",""
"Befristet","2010","(Fach-)Abitur","Ostdeutschland","69","0.401814695852164","0.339917589341272","0.463711802363055"
"Befristet","2010","AkademikerIn","Westdeutschland","298","","",""
"Befristet","2010","AkademikerIn","Ostdeutschland","103","","",""
"Unbefristet","2011","(noch) kein Abschluss","Westdeutschland","111","","",""
"Unbefristet","2011","(noch) kein Abschluss","Ostdeutschland","9","0.595456225564724","0.374768097068759","0.816144354060688"
"Unbefristet","2011","Hauptschule","Westdeutschland","2763","","",""
"Unbefristet","2011","Hauptschule","Ostdeutschland","210","","",""
"Unbefristet","2011","Realschule","Westdeutschland","2876","","",""
"Unbefristet","2011","Realschule","Ostdeutschland","1345","","",""
"Unbefristet","2011","(Fach-)Abitur","Westdeutschland","1410","","",""
"Unbefristet","2011","(Fach-)Abitur","Ostdeutschland","227","","",""
"Unbefristet","2011","AkademikerIn","Westdeutschland","2464","","",""
"Unbefristet","2011","AkademikerIn","Ostdeutschland","764","0.878168028723329","0.856420613360042","0.899915444086616"
"Befristet","2011","(noch) kein Abschluss","Westdeutschland","37","0.302239024904132","0.228253656417894","0.37622439339037"
"Befristet","2011","(noch) kein Abschluss","Ostdeutschland","10","","",""
"Befristet","2011","Hauptschule","Westdeutschland","376","0.112142032443875","0.101103574869271","0.123180490018479"
"Befristet","2011","Hauptschule","Ostdeutschland","71","0.243097975764189","0.192943991922103","0.293251959606275"
"Befristet","2011","Realschule","Westdeutschland","421","0.148056201908009","0.135933277631959","0.160179126184059"
"Befristet","2011","Realschule","Ostdeutschland","244","","",""
"Befristet","2011","(Fach-)Abitur","Westdeutschland","300","0.205238874286723","0.186096396319061","0.224381352254385"
"Befristet","2011","(Fach-)Abitur","Ostdeutschland","66","0.258732333871499","0.208587388533211","0.308877279209786"
"Befristet","2011","AkademikerIn","Westdeutschland","348","0.135841376704994","0.123177892761436","0.148504860648552"
"Befristet","2011","AkademikerIn","Ostdeutschland","105","","",""
"Unbefristet","2012","(noch) kein Abschluss","Westdeutschland","131","","",""
"Unbefristet","2012","(noch) kein Abschluss","Ostdeutschland","8","0.340739782479263","0.121786382176427","0.559693182782098"
"Unbefristet","2012","Hauptschule","Westdeutschland","2707","","",""
"Unbefristet","2012","Hauptschule","Ostdeutschland","217","","",""
"Unbefristet","2012","Realschule","Westdeutschland","2813","","",""
"Unbefristet","2012","Realschule","Ostdeutschland","1345","","",""
"Unbefristet","2012","(Fach-)Abitur","Westdeutschland","1420","","",""
"Unbefristet","2012","(Fach-)Abitur","Ostdeutschland","236","","",""
"Unbefristet","2012","AkademikerIn","Westdeutschland","2402","","",""
"Unbefristet","2012","AkademikerIn","Ostdeutschland","734","0.868335068191969","0.845414589590557","0.891255546793382"
"Befristet","2012","(noch) kein Abschluss","Westdeutschland","47","0.23035280540809","0.168496968381717","0.292208642434464"
"Befristet","2012","(noch) kein Abschluss","Ostdeutschland","10","","",""
"Befristet","2012","Hauptschule","Westdeutschland","398","0.111882745248651","0.1007952358829","0.122970254614402"
"Befristet","2012","Hauptschule","Ostdeutschland","89","0.252706766386499","0.204016591097708","0.301396941675289"
"Befristet","2012","Realschule","Westdeutschland","466","0.145396406876878","0.133331149882788","0.157461663870969"
"Befristet","2012","Realschule","Ostdeutschland","218","","",""
"Befristet","2012","(Fach-)Abitur","Westdeutschland","338","0.222261614699949","0.202826475511642","0.241696753888257"
"Befristet","2012","(Fach-)Abitur","Ostdeutschland","81","0.263217570728673","0.214739477630294","0.311695663827052"
"Befristet","2012","AkademikerIn","Westdeutschland","346","0.149024411884012","0.135709846767953","0.162338977000071"
"Befristet","2012","AkademikerIn","Ostdeutschland","102","","",""
"Unbefristet","2013","(noch) kein Abschluss","Westdeutschland","202","","",""
"Unbefristet","2013","(noch) kein Abschluss","Ostdeutschland","10","","",""
"Unbefristet","2013","Hauptschule","Westdeutschland","3168","0.880434499597297","0.870006848999812","0.890862150194781"
"Unbefristet","2013","Hauptschule","Ostdeutschland","231","","",""
"Unbefristet","2013","Realschule","Westdeutschland","2835","","",""
"Unbefristet","2013","Realschule","Ostdeutschland","1267","","",""
"Unbefristet","2013","(Fach-)Abitur","Westdeutschland","1826","","",""
"Unbefristet","2013","(Fach-)Abitur","Ostdeutschland","251","","",""
"Unbefristet","2013","AkademikerIn","Westdeutschland","2700","","",""
"Unbefristet","2013","AkademikerIn","Ostdeutschland","740","0.869978348288833","0.847355029911806","0.89260166666586"
"Befristet","2013","(noch) kein Abschluss","Westdeutschland","87","0.31883558226959","0.26510660945246","0.372564555086719"
"Befristet","2013","(noch) kein Abschluss","Ostdeutschland","17","","",""
"Befristet","2013","Hauptschule","Westdeutschland","551","0.119565500402703","0.109137849805219","0.129993151000188"
"Befristet","2013","Hauptschule","Ostdeutschland","102","","",""
"Befristet","2013","Realschule","Westdeutschland","577","0.151538899503087","0.139507348615342","0.163570450390831"
"Befristet","2013","Realschule","Ostdeutschland","212","","",""
"Befristet","2013","(Fach-)Abitur","Westdeutschland","489","0.221994082106099","0.205064948122002","0.238923216090196"
"Befristet","2013","(Fach-)Abitur","Ostdeutschland","85","0.297268873971632","0.248398263236867","0.346139484706397"
"Befristet","2013","AkademikerIn","Westdeutschland","474","0.153457606109482","0.140918597651538","0.165996614567426"
"Befristet","2013","AkademikerIn","Ostdeutschland","109","","",""
"Unbefristet","2014","(noch) kein Abschluss","Westdeutschland","151","","",""
"Unbefristet","2014","(noch) kein Abschluss","Ostdeutschland","5","0.352049985731662","0.0818219618127716","0.622278009650553"
"Unbefristet","2014","Hauptschule","Westdeutschland","2748","","",""
"Unbefristet","2014","Hauptschule","Ostdeutschland","218","","",""
"Unbefristet","2014","Realschule","Westdeutschland","2501","","",""
"Unbefristet","2014","Realschule","Ostdeutschland","1145","","",""
"Unbefristet","2014","(Fach-)Abitur","Westdeutschland","1634","","",""
"Unbefristet","2014","(Fach-)Abitur","Ostdeutschland","230","","",""
"Unbefristet","2014","AkademikerIn","Westdeutschland","2450","","",""
"Unbefristet","2014","AkademikerIn","Ostdeutschland","647","0.828104959201094","0.801157056577675","0.855052861824513"
"Befristet","2014","(noch) kein Abschluss","Westdeutschland","55","0.22198323669718","0.165232820904824","0.278733652489536"
"Befristet","2014","(noch) kein Abschluss","Ostdeutschland","7","0.647950014268338","0.377721990349447","0.918178038187228"
"Befristet","2014","Hauptschule","Westdeutschland","429","0.115888319646188","0.104757865608521","0.127018773683855"
"Befristet","2014","Hauptschule","Ostdeutschland","80","0.253031112982848","0.203670768916596","0.3023914570491"
"Befristet","2014","Realschule","Westdeutschland","486","0.160917086236335","0.147739556691879","0.17409461578079"
"Befristet","2014","Realschule","Ostdeutschland","170","","",""
"Befristet","2014","(Fach-)Abitur","Westdeutschland","458","0.247065204229332","0.228583086706225","0.265547321752438"
"Befristet","2014","(Fach-)Abitur","Ostdeutschland","81","0.279745467720914","0.2298578890177","0.329633046424128"
"Befristet","2014","AkademikerIn","Westdeutschland","399","0.150991287935649","0.137844069319404","0.164138506551893"
"Befristet","2014","AkademikerIn","Ostdeutschland","106","","",""
"Unbefristet","2015","(noch) kein Abschluss","Westdeutschland","169","","",""
"Unbefristet","2015","(noch) kein Abschluss","Ostdeutschland","8","0.664519412678399","0.440073777553223","0.888965047803575"
"Unbefristet","2015","Hauptschule","Westdeutschland","2576","","",""
"Unbefristet","2015","Hauptschule","Ostdeutschland","226","","",""
"Unbefristet","2015","Realschule","Westdeutschland","2399","","",""
"Unbefristet","2015","Realschule","Ostdeutschland","1101","","",""
"Unbefristet","2015","(Fach-)Abitur","Westdeutschland","1713","","",""
"Unbefristet","2015","(Fach-)Abitur","Ostdeutschland","231","","",""
"Unbefristet","2015","AkademikerIn","Westdeutschland","2548","","",""
"Unbefristet","2015","AkademikerIn","Ostdeutschland","626","0.810808036839592","0.782796400029691","0.838819673649493"
"Befristet","2015","(noch) kein Abschluss","Westdeutschland","65","0.327488985746776","0.267359399955875","0.387618571537677"
"Befristet","2015","(noch) kein Abschluss","Ostdeutschland","9","0.335480587321601","0.111034952196425","0.559926222446778"
"Befristet","2015","Hauptschule","Westdeutschland","446","0.13633231829751","0.124098173810317","0.148566462784702"
"Befristet","2015","Hauptschule","Ostdeutschland","76","0.257370786071283","0.208063595395105","0.306677976747462"
"Befristet","2015","Realschule","Westdeutschland","469","0.142228340720328","0.129445203943915","0.155011477496741"
"Befristet","2015","Realschule","Ostdeutschland","136","","",""
"Befristet","2015","(Fach-)Abitur","Westdeutschland","475","0.208744830221443","0.191715774100685","0.225773886342202"
"Befristet","2015","(Fach-)Abitur","Ostdeutschland","75","0.24615097196077","0.19788619041085","0.294415753510689"
"Befristet","2015","AkademikerIn","Westdeutschland","449","0.148987190435574","0.136239038426897","0.16173534244425"
"Befristet","2015","AkademikerIn","Ostdeutschland","125","","",""
"Unbefristet","2016","(noch) kein Abschluss","Westdeutschland","174","","",""
"Unbefristet","2016","(noch) kein Abschluss","Ostdeutschland","13","","",""
"Unbefristet","2016","Hauptschule","Westdeutschland","2300","","",""
"Unbefristet","2016","Hauptschule","Ostdeutschland","215","","",""
"Unbefristet","2016","Realschule","Westdeutschland","2208","","",""
"Unbefristet","2016","Realschule","Ostdeutschland","1008","","",""
"Unbefristet","2016","(Fach-)Abitur","Westdeutschland","1610","","",""
"Unbefristet","2016","(Fach-)Abitur","Ostdeutschland","238","","",""
"Unbefristet","2016","AkademikerIn","Westdeutschland","2293","","",""
"Unbefristet","2016","AkademikerIn","Ostdeutschland","618","0.811315859706823","0.78293344492821","0.839698274485436"
"Befristet","2016","(noch) kein Abschluss","Westdeutschland","95","0.295071965079152","0.240570482434909","0.349573447723395"
"Befristet","2016","(noch) kein Abschluss","Ostdeutschland","13","","",""
"Befristet","2016","Hauptschule","Westdeutschland","470","0.128916235124479","0.116436884896885","0.141395585352073"
"Befristet","2016","Hauptschule","Ostdeutschland","68","0.191491211658379","0.145648355334963","0.237334067981794"
"Befristet","2016","Realschule","Westdeutschland","397","0.154464203253713","0.140586290564924","0.168342115942502"
"Befristet","2016","Realschule","Ostdeutschland","152","","",""
"Befristet","2016","(Fach-)Abitur","Westdeutschland","456","0.218862872240376","0.201033640911301","0.23669210356945"
"Befristet","2016","(Fach-)Abitur","Ostdeutschland","75","0.248674154114548","0.2007885014139","0.296559806815196"
"Befristet","2016","AkademikerIn","Westdeutschland","443","0.145532138756691","0.132318654042892","0.15874562347049"
"Befristet","2016","AkademikerIn","Ostdeutschland","112","","",""
"Unbefristet","2017","(noch) kein Abschluss","Westdeutschland","201","","",""
"Unbefristet","2017","(noch) kein Abschluss","Ostdeutschland","20","","",""
"Unbefristet","2017","Hauptschule","Westdeutschland","2515","","",""
"Unbefristet","2017","Hauptschule","Ostdeutschland","246","","",""
"Unbefristet","2017","Realschule","Westdeutschland","2650","","",""
"Unbefristet","2017","Realschule","Ostdeutschland","1227","","",""
"Unbefristet","2017","(Fach-)Abitur","Westdeutschland","1778","","",""
"Unbefristet","2017","(Fach-)Abitur","Ostdeutschland","279","","",""
"Unbefristet","2017","AkademikerIn","Westdeutschland","2672","","",""
"Unbefristet","2017","AkademikerIn","Ostdeutschland","696","0.879749985848135","0.857026082826472","0.902473888869798"
"Befristet","2017","(noch) kein Abschluss","Westdeutschland","136","","",""
"Befristet","2017","(noch) kein Abschluss","Ostdeutschland","18","","",""
"Befristet","2017","Hauptschule","Westdeutschland","471","0.114427712234831","0.103009954974477","0.125845469495184"
"Befristet","2017","Hauptschule","Ostdeutschland","75","0.170870109060688","0.129694511629905","0.212045706491471"
"Befristet","2017","Realschule","Westdeutschland","400","0.138122213774502","0.125877383202131","0.150367044346873"
"Befristet","2017","Realschule","Ostdeutschland","159","","",""
