,Unnamed: 0,year,bula_h,regtyp,plb0037_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
584,584,2005,North Rhine-Westphalia,Urban regions,Temporary job,0.13296,241,9555,0.12099,0.14601
585,585,2005,North Rhine-Westphalia,Rural regions,Permanent job,1.0,37,9555,0.80899,1.2772
586,586,2005,Hesse,Urban regions,Permanent job,0.84952,528,9555,0.78957,0.9117
587,587,2005,Hesse,Urban regions,Temporary job,0.15048,64,9555,0.12007,0.18127
588,588,2005,Hesse,Rural regions,Permanent job,1.0,100,9555,0.8484,1.13409
589,589,2005,"Rhineland-Palatinate, Saarland",Urban regions,Permanent job,0.81217,359,9555,0.74915,0.8839
590,590,2005,"Rhineland-Palatinate, Saarland",Urban regions,Temporary job,0.18783,60,9555,0.13864,0.23539
591,591,2005,"Rhineland-Palatinate, Saarland",Rural regions,Permanent job,1.0,117,9555,0.85808,1.13706
592,592,2005,Baden-Wuerttemberg,Urban regions,Permanent job,0.89778,1001,9555,0.8521,0.95419
593,593,2005,Baden-Wuerttemberg,Urban regions,Temporary job,0.10222,126,9555,0.08656,0.11856
594,594,2005,Baden-Wuerttemberg,Rural regions,Permanent job,1.0,84,9555,0.84092,1.18734
595,595,2005,Bavaria,Urban regions,Permanent job,0.90197,645,9555,0.83608,0.95859
596,596,2005,Bavaria,Urban regions,Temporary job,0.09803,73,9555,0.07624,0.1228
597,597,2005,Bavaria,Rural regions,Permanent job,0.86622,615,9555,0.81827,0.93015
598,598,2005,Bavaria,Rural regions,Temporary job,0.13378,87,9555,0.11149,0.15858
599,599,2005,Berlin,Urban regions,Permanent job,0.81916,288,9555,0.74676,0.89232
600,600,2005,Berlin,Urban regions,Temporary job,0.18084,60,9555,0.13589,0.23056
601,601,2005,Brandenburg,Urban regions,Permanent job,1.0,36,9555,0.78229,1.22232
602,602,2005,Brandenburg,Rural regions,Permanent job,0.82329,290,9555,0.73626,0.90528
603,603,2005,Brandenburg,Rural regions,Temporary job,0.17671,60,9555,0.13585,0.21773
604,604,2005,Mecklenburg-Western Pomerania,Urban regions,Permanent job,1.0,34,9555,0.68397,1.3625
605,605,2005,Mecklenburg-Western Pomerania,Rural regions,Permanent job,0.73895,153,9555,0.6583,0.82566
606,606,2005,Mecklenburg-Western Pomerania,Rural regions,Temporary job,0.26105,43,9555,0.19171,0.3543
607,607,2005,Saxony,Urban regions,Permanent job,0.86314,298,9555,0.77561,0.96223
608,608,2005,Saxony,Urban regions,Temporary job,0.13686,43,9555,0.119,0.15758
609,609,2005,Saxony,Rural regions,Permanent job,0.83269,310,9555,0.75548,0.91782
610,610,2005,Saxony,Rural regions,Temporary job,0.16731,58,9555,0.13753,0.19844
611,611,2005,Saxony-Anhalt,Urban regions,Permanent job,1.0,63,9555,0.84282,1.21929
612,612,2005,Saxony-Anhalt,Rural regions,Permanent job,0.86893,280,9555,0.78389,0.95874
613,613,2005,Saxony-Anhalt,Rural regions,Temporary job,0.13107,44,9555,0.0939,0.18942
614,614,2005,Thuringa,Urban regions,Permanent job,1.0,96,9555,0.81786,1.21234
615,615,2005,Thuringa,Rural regions,Permanent job,0.76936,218,9555,0.67563,0.86958
616,616,2005,Thuringa,Rural regions,Temporary job,0.23064,40,9555,0.16715,0.29102
617,617,2006,Schleswig-Holstein,Urban regions,Permanent job,1.0,120,10039,0.86667,1.12582
618,618,2006,Schleswig-Holstein,Rural regions,Permanent job,0.7833,136,10039,0.67819,0.88842
619,619,2006,Schleswig-Holstein,Rural regions,Temporary job,0.2167,32,10039,0.16435,0.26962
620,620,2006,Hamburg,Urban regions,Permanent job,1.0,110,10039,0.85236,1.16022
621,621,2006,Lower Saxony,Urban regions,Permanent job,0.90611,380,10039,0.83561,0.97343
622,622,2006,Lower Saxony,Urban regions,Temporary job,0.09389,43,10039,0.07029,0.1203
623,623,2006,Lower Saxony,Rural regions,Permanent job,0.86808,398,10039,0.79344,0.9382
624,624,2006,Lower Saxony,Rural regions,Temporary job,0.13192,64,10039,0.11062,0.15673
625,625,2006,Bremen,Urban regions,Permanent job,1.0,58,10039,0.80662,1.20929
626,626,2006,North Rhine-Westphalia,Urban regions,Permanent job,0.85022,1746,10039,0.82211,0.88217
627,627,2006,North Rhine-Westphalia,Urban regions,Temporary job,0.14978,281,10039,0.13609,0.16496
628,628,2006,North Rhine-Westphalia,Rural regions,Permanent job,1.0,43,10039,0.77086,1.26324
629,629,2006,Hesse,Urban regions,Permanent job,0.84433,537,10039,0.78759,0.89173
630,630,2006,Hesse,Urban regions,Temporary job,0.15567,80,10039,0.13203,0.18772
631,631,2006,Hesse,Rural regions,Permanent job,1.0,106,10039,0.87369,1.13555
632,632,2006,"Rhineland-Palatinate, Saarland",Urban regions,Permanent job,0.83406,400,10039,0.76221,0.89755
633,633,2006,"Rhineland-Palatinate, Saarland",Urban regions,Temporary job,0.16594,56,10039,0.13002,0.19846
634,634,2006,"Rhineland-Palatinate, Saarland",Rural regions,Permanent job,1.0,127,10039,0.88035,1.1314
635,635,2006,Baden-Wuerttemberg,Urban regions,Permanent job,0.87357,1069,10039,0.81827,0.91984
636,636,2006,Baden-Wuerttemberg,Urban regions,Temporary job,0.12643,144,10039,0.10737,0.14555
637,637,2006,Baden-Wuerttemberg,Rural regions,Permanent job,1.0,100,10039,0.84753,1.17278
638,638,2006,Bavaria,Urban regions,Permanent job,0.8968,652,10039,0.8456,0.96617
639,639,2006,Bavaria,Urban regions,Temporary job,0.1032,77,10039,0.07958,0.12465
640,640,2006,Bavaria,Rural regions,Permanent job,0.86649,668,10039,0.8191,0.93052
641,641,2006,Bavaria,Rural regions,Temporary job,0.13351,90,10039,0.11397,0.15485
642,642,2006,Berlin,Urban regions,Permanent job,0.81653,296,10039,0.75485,0.88811
643,643,2006,Berlin,Urban regions,Temporary job,0.18347,62,10039,0.15388,0.222
644,644,2006,Brandenburg,Urban regions,Permanent job,1.0,39,10039,0.81845,1.19317
645,645,2006,Brandenburg,Rural regions,Permanent job,0.8092,304,10039,0.73503,0.89729
646,646,2006,Brandenburg,Rural regions,Temporary job,0.1908,64,10039,0.16447,0.22871
647,647,2006,Mecklenburg-Western Pomerania,Urban regions,Permanent job,1.0,31,10039,0.67619,1.31647
648,648,2006,Mecklenburg-Western Pomerania,Rural regions,Permanent job,0.84672,170,10039,0.74241,0.95803
649,649,2006,Mecklenburg-Western Pomerania,Rural regions,Temporary job,0.15328,38,10039,0.11756,0.203
650,650,2006,Saxony,Urban regions,Permanent job,0.8435,312,10039,0.77987,0.91254
651,651,2006,Saxony,Urban regions,Temporary job,0.1565,46,10039,0.11655,0.19861
652,652,2006,Saxony,Rural regions,Permanent job,0.75753,295,10039,0.69085,0.8288
653,653,2006,Saxony,Rural regions,Temporary job,0.24247,70,10039,0.20043,0.29664
654,654,2006,Saxony-Anhalt,Urban regions,Permanent job,1.0,62,10039,0.79033,1.21429
655,655,2006,Saxony-Anhalt,Rural regions,Permanent job,0.84077,285,10039,0.76386,0.91982
656,656,2006,Saxony-Anhalt,Rural regions,Temporary job,0.15923,56,10039,0.12878,0.19883
657,657,2006,Thuringa,Urban regions,Permanent job,1.0,99,10039,0.82049,1.20207
658,658,2006,Thuringa,Rural regions,Permanent job,0.78463,243,10039,0.67025,0.87677
659,659,2006,Thuringa,Rural regions,Temporary job,0.21537,50,10039,0.1685,0.27381
660,660,2007,Schleswig-Holstein,Urban regions,Permanent job,1.0,96,9522,0.87034,1.17705
661,661,2007,Schleswig-Holstein,Rural regions,Permanent job,0.7742,119,9522,0.65803,0.89204
662,662,2007,Schleswig-Holstein,Rural regions,Temporary job,0.2258,35,9522,0.17796,0.29207
663,663,2007,Hamburg,Urban regions,Permanent job,1.0,108,9522,0.84333,1.17621
664,664,2007,Lower Saxony,Urban regions,Permanent job,0.88508,360,9522,0.81314,0.96535
665,665,2007,Lower Saxony,Urban regions,Temporary job,0.11492,52,9522,0.08928,0.15249
666,666,2007,Lower Saxony,Rural regions,Permanent job,0.84064,391,9522,0.77528,0.91052
667,667,2007,Lower Saxony,Rural regions,Temporary job,0.15936,68,9522,0.12847,0.20008
668,668,2007,Bremen,Urban regions,Permanent job,1.0,57,9522,0.81908,1.24581
669,669,2007,North Rhine-Westphalia,Urban regions,Permanent job,0.86239,1686,9522,0.82979,0.90361
670,670,2007,North Rhine-Westphalia,Urban regions,Temporary job,0.13761,257,9522,0.12418,0.15229
671,671,2007,North Rhine-Westphalia,Rural regions,Permanent job,1.0,36,9522,0.81404,1.23069
672,672,2007,Hesse,Urban regions,Permanent job,0.84243,504,9522,0.77788,0.91248
673,673,2007,Hesse,Urban regions,Temporary job,0.15757,71,9522,0.13033,0.18984
674,674,2007,Hesse,Rural regions,Permanent job,1.0,95,9522,0.83468,1.15714
675,675,2007,"Rhineland-Palatinate, Saarland",Urban regions,Permanent job,0.82198,353,9522,0.74738,0.88786
676,676,2007,"Rhineland-Palatinate, Saarland",Urban regions,Temporary job,0.17802,57,9522,0.14198,0.21235
677,677,2007,"Rhineland-Palatinate, Saarland",Rural regions,Permanent job,1.0,126,9522,0.87155,1.13559
678,678,2007,Baden-Wuerttemberg,Urban regions,Permanent job,0.86283,997,9522,0.81101,0.91652
679,679,2007,Baden-Wuerttemberg,Urban regions,Temporary job,0.13717,134,9522,0.11764,0.16034
680,680,2007,Baden-Wuerttemberg,Rural regions,Permanent job,1.0,85,9522,0.84431,1.16569
681,681,2007,Bavaria,Urban regions,Permanent job,0.89164,613,9522,0.83817,0.94725
682,682,2007,Bavaria,Urban regions,Temporary job,0.10836,76,9522,0.08597,0.13248
683,683,2007,Bavaria,Rural regions,Permanent job,0.85853,656,9522,0.79917,0.9111
684,684,2007,Bavaria,Rural regions,Temporary job,0.14147,97,9522,0.12155,0.16302
685,685,2007,Berlin,Urban regions,Permanent job,0.7753,280,9522,0.70277,0.8503
686,686,2007,Berlin,Urban regions,Temporary job,0.2247,73,9522,0.19435,0.25539
687,687,2007,Brandenburg,Rural regions,Permanent job,0.81279,282,9522,0.71967,0.90363
688,688,2007,Brandenburg,Rural regions,Temporary job,0.18721,52,9522,0.15293,0.23019
689,689,2007,Mecklenburg-Western Pomerania,Rural regions,Permanent job,0.80088,159,9522,0.68789,0.93421
690,690,2007,Mecklenburg-Western Pomerania,Rural regions,Temporary job,0.19912,46,9522,0.15532,0.25592
691,691,2007,Saxony,Urban regions,Permanent job,0.81191,293,9522,0.73767,0.87374
692,692,2007,Saxony,Urban regions,Temporary job,0.18809,59,9522,0.14475,0.24046
693,693,2007,Saxony,Rural regions,Permanent job,0.81959,318,9522,0.7341,0.91292
694,694,2007,Saxony,Rural regions,Temporary job,0.18041,59,9522,0.14185,0.23065
695,695,2007,Saxony-Anhalt,Urban regions,Permanent job,1.0,60,9522,0.81459,1.15652
696,696,2007,Saxony-Anhalt,Rural regions,Permanent job,0.82364,277,9522,0.73169,0.92669
697,697,2007,Saxony-Anhalt,Rural regions,Temporary job,0.17636,54,9522,0.12958,0.24224
698,698,2007,Thuringa,Urban regions,Permanent job,1.0,92,9522,0.7828,1.22281
699,699,2007,Thuringa,Rural regions,Permanent job,0.80331,242,9522,0.71433,0.90839
700,700,2007,Thuringa,Rural regions,Temporary job,0.19669,47,9522,0.14978,0.2611
701,701,2008,Schleswig-Holstein,Urban regions,Permanent job,1.0,94,9199,0.85443,1.19244
702,702,2008,Schleswig-Holstein,Rural regions,Permanent job,0.73337,111,9199,0.63875,0.8433
703,703,2008,Schleswig-Holstein,Rural regions,Temporary job,0.26663,31,9199,0.19707,0.33294
704,704,2008,Hamburg,Urban regions,Permanent job,1.0,106,9199,0.8387,1.15738
705,705,2008,Lower Saxony,Urban regions,Permanent job,0.87153,336,9199,0.79073,0.95082
706,706,2008,Lower Saxony,Urban regions,Temporary job,0.12847,53,9199,0.1003,0.16454
707,707,2008,Lower Saxony,Rural regions,Permanent job,0.82472,367,9199,0.76014,0.89949
708,708,2008,Lower Saxony,Rural regions,Temporary job,0.17528,57,9199,0.13936,0.22486
709,709,2008,Bremen,Urban regions,Permanent job,1.0,52,9199,0.68983,1.31458
710,710,2008,North Rhine-Westphalia,Urban regions,Permanent job,0.85307,1591,9199,0.81532,0.8905
711,711,2008,North Rhine-Westphalia,Urban regions,Temporary job,0.14693,253,9199,0.13092,0.16261
712,712,2008,North Rhine-Westphalia,Rural regions,Permanent job,1.0,33,9199,0.79173,1.26508
713,713,2008,Hesse,Urban regions,Permanent job,0.84199,496,9199,0.77085,0.91208
714,714,2008,Hesse,Urban regions,Temporary job,0.15801,77,9199,0.1304,0.18825
715,715,2008,Hesse,Rural regions,Permanent job,1.0,83,9199,0.83893,1.16451
716,716,2008,"Rhineland-Palatinate, Saarland",Urban regions,Permanent job,0.84346,329,9199,0.76012,0.91106
717,717,2008,"Rhineland-Palatinate, Saarland",Urban regions,Temporary job,0.15654,57,9199,0.12827,0.18978
718,718,2008,"Rhineland-Palatinate, Saarland",Rural regions,Permanent job,1.0,110,9199,0.8553,1.16202
719,719,2008,Baden-Wuerttemberg,Urban regions,Permanent job,0.8793,970,9199,0.81964,0.93164
720,720,2008,Baden-Wuerttemberg,Urban regions,Temporary job,0.1207,127,9199,0.10289,0.1386
721,721,2008,Baden-Wuerttemberg,Rural regions,Permanent job,1.0,92,9199,0.86222,1.17005
722,722,2008,Bavaria,Urban regions,Permanent job,0.84533,570,9199,0.77174,0.91447
723,723,2008,Bavaria,Urban regions,Temporary job,0.15467,91,9199,0.12813,0.18241
724,724,2008,Bavaria,Rural regions,Permanent job,0.87062,635,9199,0.80174,0.93059
725,725,2008,Bavaria,Rural regions,Temporary job,0.12938,96,9199,0.10701,0.15139
726,726,2008,Berlin,Urban regions,Permanent job,0.79738,285,9199,0.72693,0.86297
727,727,2008,Berlin,Urban regions,Temporary job,0.20262,67,9199,0.17094,0.23771
728,728,2008,Brandenburg,Urban regions,Permanent job,1.0,36,9199,0.76242,1.27228
729,729,2008,Brandenburg,Rural regions,Permanent job,0.799,257,9199,0.69065,0.89267
730,730,2008,Brandenburg,Rural regions,Temporary job,0.201,46,9199,0.15198,0.26377
731,731,2008,Mecklenburg-Western Pomerania,Rural regions,Permanent job,0.81828,159,9199,0.70622,0.94356
732,732,2008,Mecklenburg-Western Pomerania,Rural regions,Temporary job,0.18172,40,9199,0.13518,0.23375
733,733,2008,Saxony,Urban regions,Permanent job,0.82902,301,9199,0.73757,0.92183
734,734,2008,Saxony,Urban regions,Temporary job,0.17098,55,9199,0.13824,0.20606
735,735,2008,Saxony,Rural regions,Permanent job,0.84575,306,9199,0.75303,0.95548
736,736,2008,Saxony,Rural regions,Temporary job,0.15425,58,9199,0.1168,0.19367
737,737,2008,Saxony-Anhalt,Urban regions,Permanent job,1.0,61,9199,0.82971,1.20263
738,738,2008,Saxony-Anhalt,Rural regions,Permanent job,0.83437,283,9199,0.72432,0.93284
739,739,2008,Saxony-Anhalt,Rural regions,Temporary job,0.16563,52,9199,0.12527,0.21537
740,740,2008,Thuringa,Urban regions,Permanent job,1.0,87,9199,0.77367,1.24478
741,741,2008,Thuringa,Rural regions,Permanent job,0.7778,233,9199,0.68619,0.8764
742,742,2008,Thuringa,Rural regions,Temporary job,0.2222,56,9199,0.16436,0.2903
743,743,2009,Schleswig-Holstein,Urban regions,Permanent job,1.0,78,8535,0.81972,1.24019
744,744,2009,Schleswig-Holstein,Rural regions,Permanent job,1.0,113,8535,0.86151,1.21373
745,745,2009,Hamburg,Urban regions,Permanent job,1.0,96,8535,0.82395,1.22165
746,746,2009,Lower Saxony,Urban regions,Permanent job,0.86994,320,8535,0.79929,0.94628
747,747,2009,Lower Saxony,Urban regions,Temporary job,0.13006,49,8535,0.10071,0.16393
748,748,2009,Lower Saxony,Rural regions,Permanent job,0.89204,352,8535,0.80676,0.98327
749,749,2009,Lower Saxony,Rural regions,Temporary job,0.10796,43,8535,0.07471,0.1522
750,750,2009,Bremen,Urban regions,Permanent job,1.0,44,8535,0.7158,1.30585
751,751,2009,North Rhine-Westphalia,Urban regions,Permanent job,0.87687,1469,8535,0.83739,0.9161
752,752,2009,North Rhine-Westphalia,Urban regions,Temporary job,0.12313,219,8535,0.10888,0.13754
753,753,2009,North Rhine-Westphalia,Rural regions,Permanent job,1.0,33,8535,0.69718,1.36792
754,754,2009,Hesse,Urban regions,Permanent job,0.80365,442,8535,0.75166,0.87632
755,755,2009,Hesse,Urban regions,Temporary job,0.19635,88,8535,0.15949,0.2361
756,756,2009,Hesse,Rural regions,Permanent job,1.0,86,8535,0.84139,1.20192
757,757,2009,"Rhineland-Palatinate, Saarland",Urban regions,Permanent job,0.83317,314,8535,0.75318,0.90967
758,758,2009,"Rhineland-Palatinate, Saarland",Urban regions,Temporary job,0.16683,53,8535,0.12846,0.22046
759,759,2009,"Rhineland-Palatinate, Saarland",Rural regions,Permanent job,1.0,104,8535,0.84388,1.16786
760,760,2009,Baden-Wuerttemberg,Urban regions,Permanent job,0.82627,840,8535,0.76476,0.89304
761,761,2009,Baden-Wuerttemberg,Urban regions,Temporary job,0.17373,156,8535,0.14826,0.20095
762,762,2009,Baden-Wuerttemberg,Rural regions,Permanent job,1.0,85,8535,0.8212,1.18746
763,763,2009,Bavaria,Urban regions,Permanent job,0.87732,541,8535,0.80708,0.95105
764,764,2009,Bavaria,Urban regions,Temporary job,0.12268,70,8535,0.09808,0.1487
765,765,2009,Bavaria,Rural regions,Permanent job,0.87658,616,8535,0.80756,0.94354
766,766,2009,Bavaria,Rural regions,Temporary job,0.12342,76,8535,0.0873,0.15957
767,767,2009,Berlin,Urban regions,Permanent job,0.74802,260,8535,0.67359,0.82726
768,768,2009,Berlin,Urban regions,Temporary job,0.25198,68,8535,0.19839,0.31537
769,769,2009,Brandenburg,Urban regions,Permanent job,1.0,33,8535,0.72244,1.24519
770,770,2009,Brandenburg,Rural regions,Permanent job,0.86815,268,8535,0.77138,0.98807
771,771,2009,Brandenburg,Rural regions,Temporary job,0.13185,42,8535,0.10439,0.17014
772,772,2009,Mecklenburg-Western Pomerania,Rural regions,Permanent job,0.79756,159,8535,0.69266,0.93394
773,773,2009,Mecklenburg-Western Pomerania,Rural regions,Temporary job,0.20244,36,8535,0.14646,0.27787
774,774,2009,Saxony,Urban regions,Permanent job,0.78336,262,8535,0.68912,0.88655
775,775,2009,Saxony,Urban regions,Temporary job,0.21664,61,8535,0.16586,0.27773
776,776,2009,Saxony,Rural regions,Permanent job,0.85688,295,8535,0.7531,0.98892
777,777,2009,Saxony,Rural regions,Temporary job,0.14312,55,8535,0.09987,0.19333
778,778,2009,Saxony-Anhalt,Urban regions,Permanent job,1.0,52,8535,0.80361,1.21143
779,779,2009,Saxony-Anhalt,Rural regions,Permanent job,0.79161,252,8535,0.67566,0.90179
780,780,2009,Saxony-Anhalt,Rural regions,Temporary job,0.20839,59,8535,0.15189,0.27402
781,781,2009,Thuringa,Urban regions,Permanent job,1.0,81,8535,0.77557,1.25264
782,782,2009,Thuringa,Rural regions,Permanent job,0.81485,219,8535,0.69928,0.9566
783,783,2009,Thuringa,Rural regions,Temporary job,0.18515,46,8535,0.13858,0.24436
784,784,2010,Schleswig-Holstein,Urban regions,Permanent job,1.0,110,11906,0.80746,1.22555
785,785,2010,Schleswig-Holstein,Rural regions,Permanent job,0.80409,181,11906,0.65094,0.98545
786,786,2010,Schleswig-Holstein,Rural regions,Temporary job,0.19591,43,11906,0.12618,0.2747
787,787,2010,Hamburg,Urban regions,Permanent job,0.83473,160,11906,0.68403,1.01005
788,788,2010,Hamburg,Urban regions,Temporary job,0.16527,32,11906,0.10445,0.23905
789,789,2010,Lower Saxony,Urban regions,Permanent job,0.84657,420,11906,0.74211,0.9452
790,790,2010,Lower Saxony,Urban regions,Temporary job,0.15343,94,11906,0.12178,0.19085
791,791,2010,Lower Saxony,Rural regions,Permanent job,0.81923,498,11906,0.72415,0.93511
792,792,2010,Lower Saxony,Rural regions,Temporary job,0.18077,86,11906,0.12663,0.22598
793,793,2010,Bremen,Urban regions,Permanent job,1.0,67,11906,0.69277,1.33476
794,794,2010,North Rhine-Westphalia,Urban regions,Permanent job,0.86142,2006,11906,0.80883,0.91234
795,795,2010,North Rhine-Westphalia,Urban regions,Temporary job,0.13858,324,11906,0.1207,0.15666
796,796,2010,North Rhine-Westphalia,Rural regions,Permanent job,1.0,50,11906,0.66754,1.30155
797,797,2010,Hesse,Urban regions,Permanent job,0.86043,609,11906,0.78335,0.94577
798,798,2010,Hesse,Urban regions,Temporary job,0.13957,99,11906,0.10499,0.18258
799,799,2010,Hesse,Rural regions,Permanent job,0.81956,123,11906,0.64913,1.002
800,800,2010,Hesse,Rural regions,Temporary job,0.18044,35,11906,0.124,0.23897
801,801,2010,"Rhineland-Palatinate, Saarland",Urban regions,Permanent job,0.85762,412,11906,0.76009,0.96266
802,802,2010,"Rhineland-Palatinate, Saarland",Urban regions,Temporary job,0.14238,73,11906,0.10619,0.17903
803,803,2010,"Rhineland-Palatinate, Saarland",Rural regions,Permanent job,0.7916,151,11906,0.67448,0.92866
804,804,2010,"Rhineland-Palatinate, Saarland",Rural regions,Temporary job,0.2084,31,11906,0.13235,0.30931
805,805,2010,Baden-Wuerttemberg,Urban regions,Permanent job,0.84383,1201,11906,0.78738,0.91165
806,806,2010,Baden-Wuerttemberg,Urban regions,Temporary job,0.15617,205,11906,0.1312,0.17793
807,807,2010,Baden-Wuerttemberg,Rural regions,Permanent job,1.0,130,11906,0.78764,1.28371
808,808,2010,Bavaria,Urban regions,Permanent job,0.86784,704,11906,0.78719,0.96335
809,809,2010,Bavaria,Urban regions,Temporary job,0.13216,93,11906,0.10224,0.16595
810,810,2010,Bavaria,Rural regions,Permanent job,0.87885,937,11906,0.80876,0.94001
811,811,2010,Bavaria,Rural regions,Temporary job,0.12115,131,11906,0.09397,0.15142
812,812,2010,Berlin,Urban regions,Permanent job,0.77271,339,11906,0.67758,0.86849
813,813,2010,Berlin,Urban regions,Temporary job,0.22729,102,11906,0.18032,0.28322
814,814,2010,Brandenburg,Urban regions,Permanent job,1.0,36,11906,0.75165,1.2515
815,815,2010,Brandenburg,Rural regions,Permanent job,0.80872,318,11906,0.70648,0.91429
816,816,2010,Brandenburg,Rural regions,Temporary job,0.19128,73,11906,0.14808,0.23767
817,817,2010,Mecklenburg-Western Pomerania,Urban regions,Permanent job,1.0,31,11906,0.68258,1.36632
818,818,2010,Mecklenburg-Western Pomerania,Rural regions,Permanent job,0.80576,208,11906,0.69266,0.94825
819,819,2010,Mecklenburg-Western Pomerania,Rural regions,Temporary job,0.19424,45,11906,0.1266,0.27057
820,820,2010,Saxony,Urban regions,Permanent job,0.77767,332,11906,0.69043,0.86892
821,821,2010,Saxony,Urban regions,Temporary job,0.22233,72,11906,0.15985,0.28329
822,822,2010,Saxony,Rural regions,Permanent job,0.83101,373,11906,0.73024,0.93357
823,823,2010,Saxony,Rural regions,Temporary job,0.16899,61,11906,0.11428,0.21868
824,824,2010,Saxony-Anhalt,Urban regions,Permanent job,1.0,48,11906,0.71155,1.3051
825,825,2010,Saxony-Anhalt,Rural regions,Permanent job,0.82684,328,11906,0.72518,0.94271
826,826,2010,Saxony-Anhalt,Rural regions,Temporary job,0.17316,67,11906,0.12334,0.23387
827,827,2010,Thuringa,Urban regions,Permanent job,0.6922,120,11906,0.53121,0.84611
828,828,2010,Thuringa,Urban regions,Temporary job,0.3078,40,11906,0.15084,0.56906
829,829,2010,Thuringa,Rural regions,Permanent job,0.86075,261,11906,0.7554,0.99518
830,830,2010,Thuringa,Rural regions,Temporary job,0.13925,47,11906,0.10736,0.17913
831,831,2011,Schleswig-Holstein,Urban regions,Permanent job,1.0,136,14406,0.80942,1.26797
832,832,2011,Schleswig-Holstein,Rural regions,Permanent job,0.83412,279,14406,0.73607,0.95093
833,833,2011,Schleswig-Holstein,Rural regions,Temporary job,0.16588,56,14406,0.12239,0.22134
834,834,2011,Hamburg,Urban regions,Permanent job,1.0,179,14406,0.82507,1.21645
835,835,2011,Lower Saxony,Urban regions,Permanent job,0.85021,488,14406,0.76062,0.94946
836,836,2011,Lower Saxony,Urban regions,Temporary job,0.14979,96,14406,0.11714,0.18644
837,837,2011,Lower Saxony,Rural regions,Permanent job,0.81357,641,14406,0.7389,0.88689
838,838,2011,Lower Saxony,Rural regions,Temporary job,0.18643,115,14406,0.1456,0.2269
839,839,2011,Bremen,Urban regions,Permanent job,1.0,72,14406,0.79527,1.23799
840,840,2011,North Rhine-Westphalia,Urban regions,Permanent job,0.84625,2401,14406,0.80625,0.89131
841,841,2011,North Rhine-Westphalia,Urban regions,Temporary job,0.15375,403,14406,0.13777,0.1721
842,842,2011,North Rhine-Westphalia,Rural regions,Permanent job,1.0,71,14406,0.75492,1.21325
843,843,2011,Hesse,Urban regions,Permanent job,0.86684,726,14406,0.79552,0.93954
844,844,2011,Hesse,Urban regions,Temporary job,0.13316,103,14406,0.09716,0.1648
845,845,2011,Hesse,Rural regions,Permanent job,0.87791,173,14406,0.73759,1.04607
846,846,2011,Hesse,Rural regions,Temporary job,0.12209,34,14406,0.07785,0.17099
847,847,2011,"Rhineland-Palatinate, Saarland",Urban regions,Permanent job,0.8337,483,14406,0.7579,0.93115
848,848,2011,"Rhineland-Palatinate, Saarland",Urban regions,Temporary job,0.1663,102,14406,0.13383,0.20291
849,849,2011,"Rhineland-Palatinate, Saarland",Rural regions,Permanent job,0.8135,195,14406,0.69659,0.93239
850,850,2011,"Rhineland-Palatinate, Saarland",Rural regions,Temporary job,0.1865,36,14406,0.12601,0.24525
851,851,2011,Baden-Wuerttemberg,Urban regions,Permanent job,0.84411,1488,14406,0.7848,0.90205
852,852,2011,Baden-Wuerttemberg,Urban regions,Temporary job,0.15589,222,14406,0.13378,0.18117
853,853,2011,Baden-Wuerttemberg,Rural regions,Permanent job,1.0,187,14406,0.80442,1.20066
854,854,2011,Bavaria,Urban regions,Permanent job,0.86505,899,14406,0.80253,0.94338
855,855,2011,Bavaria,Urban regions,Temporary job,0.13495,116,14406,0.1121,0.16409
856,856,2011,Bavaria,Rural regions,Permanent job,0.85179,1182,14406,0.79099,0.92741
857,857,2011,Bavaria,Rural regions,Temporary job,0.14821,184,14406,0.12547,0.1682
858,858,2011,Berlin,Urban regions,Permanent job,0.78848,389,14406,0.7067,0.86881
859,859,2011,Berlin,Urban regions,Temporary job,0.21152,96,14406,0.17568,0.26615
860,860,2011,Brandenburg,Urban regions,Permanent job,1.0,46,14406,0.78545,1.26867
861,861,2011,Brandenburg,Rural regions,Permanent job,0.82784,397,14406,0.72908,0.94086
862,862,2011,Brandenburg,Rural regions,Temporary job,0.17216,84,14406,0.12451,0.22529
863,863,2011,Mecklenburg-Western Pomerania,Rural regions,Permanent job,0.80003,243,14406,0.68361,0.92137
864,864,2011,Mecklenburg-Western Pomerania,Rural regions,Temporary job,0.19997,44,14406,0.14023,0.27384
865,865,2011,Saxony,Urban regions,Permanent job,0.82516,407,14406,0.7419,0.92094
866,866,2011,Saxony,Urban regions,Temporary job,0.17484,76,14406,0.13247,0.22795
867,867,2011,Saxony,Rural regions,Permanent job,0.83324,385,14406,0.73969,0.93142
868,868,2011,Saxony,Rural regions,Temporary job,0.16676,84,14406,0.13437,0.2153
869,869,2011,Saxony-Anhalt,Urban regions,Permanent job,1.0,71,14406,0.79291,1.36565
870,870,2011,Saxony-Anhalt,Rural regions,Permanent job,0.8135,378,14406,0.7361,0.9102
871,871,2011,Saxony-Anhalt,Rural regions,Temporary job,0.1865,76,14406,0.14109,0.22574
872,872,2011,Thuringa,Urban regions,Permanent job,0.82124,154,14406,0.61999,1.04033
873,873,2011,Thuringa,Urban regions,Temporary job,0.17876,35,14406,0.1166,0.24164
874,874,2011,Thuringa,Rural regions,Permanent job,0.86968,320,14406,0.76319,0.9863
