"plb0037_h","year","bildungsniveau","regtyp","n","percent","lower_confidence","upper_confidence"
"Befristet","1999","(noch) kein Abschluss","Laendlicher Raum","5","","",""
"Befristet","1999","(noch) kein Abschluss","Staedtischer Raum","16","","",""
"Befristet","1999","AkademikerIn","Laendlicher Raum","43","0.0888106220306227","0.0622906087951854","0.11533063526606"
"Befristet","1999","AkademikerIn","Staedtischer Raum","112","0.13471792501377","0.111642928762163","0.157792921265377"
"Befristet","1999","Hauptschule","Laendlicher Raum","141","0.135899179839463","0.112889057899254","0.158909301779671"
"Befristet","1999","Hauptschule","Staedtischer Raum","200","0.100059398738707","0.0863108007464781","0.113807996730935"
"Befristet","1999","Realschule","Laendlicher Raum","192","0.179434226350808","0.155663612630179","0.203204840071438"
"Befristet","1999","Realschule","Staedtischer Raum","182","0.139989250196863","0.120669045589506","0.159309454804219"
"Unbefristet","1999","(Fach-)Abitur","Laendlicher Raum","117","0.784677189724004","0.720174722681362","0.849179656766646"
"Unbefristet","1999","(Fach-)Abitur","Staedtischer Raum","407","0.814693680282019","0.780805777611909","0.848581582952128"
"Unbefristet","1999","(noch) kein Abschluss","Laendlicher Raum","41","0.771863038848862","0.650597577370992","0.893128500326733"
"Unbefristet","1999","(noch) kein Abschluss","Staedtischer Raum","171","0.864080389776482","0.814961852818129","0.913198926734834"
"Unbefristet","1999","AkademikerIn","Laendlicher Raum","399","0.911189377969377","0.88466936473394","0.937709391204815"
"Unbefristet","1999","AkademikerIn","Staedtischer Raum","729","0.86528207498623","0.842207078734623","0.888357071237837"
"Unbefristet","1999","Hauptschule","Laendlicher Raum","711","0.864100820160537","0.841090698220329","0.887110942100746"
"Unbefristet","1999","Hauptschule","Staedtischer Raum","1630","0.899940601261293","0.886192003269065","0.913689199253522"
"Unbefristet","1999","Realschule","Laendlicher Raum","809","0.820565773649192","0.796795159928562","0.844336387369821"
"Unbefristet","1999","Realschule","Staedtischer Raum","1057","0.860010749803138","0.840690545195781","0.879330954410494"
"Befristet","2000","(Fach-)Abitur","Laendlicher Raum","73","0.229235961082956","0.179735379396105","0.278736542769807"
"Befristet","2000","(Fach-)Abitur","Staedtischer Raum","178","0.187565505570157","0.162327153257679","0.212803857882635"
"Befristet","2000","(noch) kein Abschluss","Laendlicher Raum","9","","",""
"Befristet","2000","(noch) kein Abschluss","Staedtischer Raum","17","","",""
"Befristet","2000","AkademikerIn","Laendlicher Raum","82","0.119152079516285","0.0954388997825168","0.142865259250053"
"Befristet","2000","AkademikerIn","Staedtischer Raum","180","0.126681285857259","0.11041895593989","0.142943615774629"
"Befristet","2000","Hauptschule","Laendlicher Raum","217","0.147583052789962","0.128592396465735","0.166573709114188"
"Befristet","2000","Hauptschule","Staedtischer Raum","291","0.102895576570277","0.0916680762398938","0.11412307690066"
"Befristet","2000","Realschule","Laendlicher Raum","308","0.174805937452737","0.156584775853168","0.193027099052305"
"Befristet","2000","Realschule","Staedtischer Raum","310","0.137438295018572","0.122965004253656","0.151911585783488"
"Unbefristet","2000","(Fach-)Abitur","Laendlicher Raum","204","0.770764038917044","0.721263457230193","0.820264620603895"
"Unbefristet","2000","(Fach-)Abitur","Staedtischer Raum","741","0.812434494429843","0.787196142117365","0.837672846742321"
"Unbefristet","2000","(noch) kein Abschluss","Laendlicher Raum","23","","",""
"Unbefristet","2000","(noch) kein Abschluss","Staedtischer Raum","104","0.850451029079442","0.786907434917817","0.913994623241066"
"Unbefristet","2000","AkademikerIn","Laendlicher Raum","635","0.880847920483715","0.857134740749947","0.904561100217483"
"Unbefristet","2000","AkademikerIn","Staedtischer Raum","1427","0.873318714142741","0.857056384225371","0.889581044060111"
"Unbefristet","2000","Hauptschule","Laendlicher Raum","1123","0.852416947210038","0.833426290885812","0.871407603534265"
"Unbefristet","2000","Hauptschule","Staedtischer Raum","2522","0.897104423429723","0.88587692309934","0.908331923760106"
"Unbefristet","2000","Realschule","Laendlicher Raum","1361","0.825194062547263","0.806972900947694","0.843415224146832"
"Unbefristet","2000","Realschule","Staedtischer Raum","1864","0.862561704981428","0.848088414216512","0.877034995746344"
"Befristet","2001","(Fach-)Abitur","Laendlicher Raum","82","0.29774419834616","0.241947620942992","0.353540775749327"
"Befristet","2001","(Fach-)Abitur","Staedtischer Raum","173","0.187594298533196","0.161786559870669","0.213402037195724"
"Befristet","2001","(noch) kein Abschluss","Laendlicher Raum","5","","",""
"Befristet","2001","(noch) kein Abschluss","Staedtischer Raum","17","","",""
"Befristet","2001","AkademikerIn","Laendlicher Raum","60","0.0968470255610335","0.0744695736420802","0.119224477479987"
"Befristet","2001","AkademikerIn","Staedtischer Raum","151","0.116761216975871","0.1004114201197","0.133111013832042"
"Befristet","2001","Hauptschule","Laendlicher Raum","180","0.148951012678777","0.128145863241902","0.169756162115652"
"Befristet","2001","Hauptschule","Staedtischer Raum","251","0.0988817082194589","0.0871547730108376","0.11060864342808"
"Befristet","2001","Realschule","Laendlicher Raum","280","0.172377194692281","0.153370288575698","0.191384100808864"
"Befristet","2001","Realschule","Staedtischer Raum","276","0.128140122350562","0.113546050534275","0.142734194166849"
"Unbefristet","2001","(Fach-)Abitur","Laendlicher Raum","176","0.70225580165384","0.646459224250673","0.758052379057008"
"Unbefristet","2001","(Fach-)Abitur","Staedtischer Raum","706","0.812405701466804","0.786597962804277","0.838213440129331"
"Unbefristet","2001","(noch) kein Abschluss","Laendlicher Raum","23","","",""
"Unbefristet","2001","(noch) kein Abschluss","Staedtischer Raum","102","0.82602403026923","0.757913292559869","0.894134767978591"
"Unbefristet","2001","AkademikerIn","Laendlicher Raum","611","0.903152974438966","0.880775522520013","0.92553042635792"
"Unbefristet","2001","AkademikerIn","Staedtischer Raum","1331","0.883238783024129","0.866888986167957","0.8995885798803"
"Unbefristet","2001","Hauptschule","Laendlicher Raum","945","0.851048987321223","0.830243837884348","0.871854136758098"
"Unbefristet","2001","Hauptschule","Staedtischer Raum","2238","0.901118291780541","0.88939135657192","0.912845226989162"
"Unbefristet","2001","Realschule","Laendlicher Raum","1237","0.827622805307719","0.808615899191136","0.846629711424302"
"Unbefristet","2001","Realschule","Staedtischer Raum","1739","0.871859877649438","0.857265805833151","0.886453949465725"
"Befristet","2002","(Fach-)Abitur","Laendlicher Raum","85","0.26136697209196","0.211396945417277","0.311336998766643"
"Befristet","2002","(Fach-)Abitur","Staedtischer Raum","205","0.201637257395964","0.17649153103616","0.226782983755768"
"Befristet","2002","(noch) kein Abschluss","Laendlicher Raum","5","","",""
"Befristet","2002","(noch) kein Abschluss","Staedtischer Raum","17","","",""
"Befristet","2002","AkademikerIn","Laendlicher Raum","73","0.116880034825528","0.0942608339463109","0.139499235704745"
"Befristet","2002","AkademikerIn","Staedtischer Raum","181","0.111230543372504","0.0973109468979713","0.125150139847037"
"Befristet","2002","Hauptschule","Laendlicher Raum","161","0.149983110660828","0.128447802647185","0.171518418674472"
"Befristet","2002","Hauptschule","Staedtischer Raum","206","0.0870988559768709","0.0754449512234585","0.0987527607302833"
"Befristet","2002","Realschule","Laendlicher Raum","231","0.150520994781349","0.132503123009368","0.16853886655333"
"Befristet","2002","Realschule","Staedtischer Raum","282","0.14158329860957","0.126701073128865","0.156465524090274"
"Unbefristet","2002","(Fach-)Abitur","Laendlicher Raum","212","0.73863302790804","0.688663001233357","0.788603054582723"
"Unbefristet","2002","(Fach-)Abitur","Staedtischer Raum","773","0.798362742604036","0.773217016244232","0.82350846896384"
"Unbefristet","2002","(noch) kein Abschluss","Laendlicher Raum","18","","",""
"Unbefristet","2002","(noch) kein Abschluss","Staedtischer Raum","88","0.806273112811006","0.730678737880898","0.881867487741113"
"Unbefristet","2002","AkademikerIn","Laendlicher Raum","702","0.883119965174472","0.860500764295255","0.905739166053689"
"Unbefristet","2002","AkademikerIn","Staedtischer Raum","1779","0.888769456627496","0.874849860152963","0.902689053102029"
"Unbefristet","2002","Hauptschule","Laendlicher Raum","895","0.850016889339172","0.828481581325528","0.871552197352815"
"Unbefristet","2002","Hauptschule","Staedtischer Raum","2043","0.912901144023129","0.901247239269717","0.924555048776542"
"Unbefristet","2002","Realschule","Laendlicher Raum","1282","0.849479005218651","0.83146113344667","0.867496876990632"
"Unbefristet","2002","Realschule","Staedtischer Raum","1826","0.85841670139043","0.843534475909726","0.873298926871135"
"Befristet","2003","(Fach-)Abitur","Laendlicher Raum","84","0.285465671470809","0.23247072185643","0.338460621085188"
"Befristet","2003","(Fach-)Abitur","Staedtischer Raum","199","0.20688433982962","0.181098813898515","0.232669865760725"
"Befristet","2003","(noch) kein Abschluss","Laendlicher Raum","5","","",""
"Befristet","2003","(noch) kein Abschluss","Staedtischer Raum","10","","",""
"Befristet","2003","AkademikerIn","Laendlicher Raum","73","0.102006202290688","0.0801998919169848","0.123812512664391"
"Befristet","2003","AkademikerIn","Staedtischer Raum","178","0.117745410939762","0.102855887548291","0.132634934331234"
"Befristet","2003","Hauptschule","Laendlicher Raum","142","0.132315131343981","0.110881377309826","0.153748885378136"
"Befristet","2003","Hauptschule","Staedtischer Raum","206","0.100556146581722","0.0876504253694867","0.113461867793958"
"Befristet","2003","Realschule","Laendlicher Raum","203","0.145813289263275","0.127372648778679","0.16425392974787"
"Befristet","2003","Realschule","Staedtischer Raum","255","0.124125421470692","0.109685695709193","0.138565147232192"
"Unbefristet","2003","(Fach-)Abitur","Laendlicher Raum","195","0.714534328529191","0.661539378914812","0.76752927814357"
"Unbefristet","2003","(Fach-)Abitur","Staedtischer Raum","749","0.79311566017038","0.767330134239275","0.818901186101485"
"Unbefristet","2003","(noch) kein Abschluss","Laendlicher Raum","17","","",""
"Unbefristet","2003","(noch) kein Abschluss","Staedtischer Raum","70","0.803733586028505","0.716700947576443","0.890766224480567"
"Unbefristet","2003","AkademikerIn","Laendlicher Raum","667","0.897993797709312","0.876187487335609","0.919800108083015"
"Unbefristet","2003","AkademikerIn","Staedtischer Raum","1622","0.882254589060237","0.867365065668765","0.897144112451709"
"Unbefristet","2003","Hauptschule","Laendlicher Raum","818","0.867684868656019","0.846251114621864","0.889118622690174"
"Unbefristet","2003","Hauptschule","Staedtischer Raum","1880","0.899443853418277","0.886538132206042","0.912349574630513"
"Unbefristet","2003","Realschule","Laendlicher Raum","1204","0.854186710736725","0.83574607025213","0.872627351221321"
"Unbefristet","2003","Realschule","Staedtischer Raum","1748","0.875874578529308","0.861434852767808","0.890314304290807"
"Befristet","2004","(Fach-)Abitur","Laendlicher Raum","80","0.225442571928678","0.176143547316671","0.274741596540685"
"Befristet","2004","(Fach-)Abitur","Staedtischer Raum","190","0.208827894376008","0.182980544202292","0.234675244549725"
"Befristet","2004","(noch) kein Abschluss","Laendlicher Raum","4","","",""
"Befristet","2004","(noch) kein Abschluss","Staedtischer Raum","9","","",""
"Befristet","2004","AkademikerIn","Laendlicher Raum","77","0.121988694184519","0.0981496601730303","0.145827728196007"
"Befristet","2004","AkademikerIn","Staedtischer Raum","184","0.137013119123655","0.120975646987962","0.153050591259349"
"Befristet","2004","Hauptschule","Laendlicher Raum","141","0.15324553695517","0.129685140860678","0.176805933049661"
"Befristet","2004","Hauptschule","Staedtischer Raum","191","0.0983101730975396","0.0850920440727468","0.111528302122332"
"Befristet","2004","Realschule","Laendlicher Raum","213","0.141313104153105","0.122820043290602","0.159806165015609"
"Befristet","2004","Realschule","Staedtischer Raum","246","0.131454530519134","0.116293002784937","0.146616058253332"
"Unbefristet","2004","(Fach-)Abitur","Laendlicher Raum","196","0.774557428071322","0.725258403459314","0.823856452683329"
"Unbefristet","2004","(Fach-)Abitur","Staedtischer Raum","760","0.791172105623992","0.765324755450275","0.817019455797708"
"Unbefristet","2004","(noch) kein Abschluss","Laendlicher Raum","9","","",""
"Unbefristet","2004","(noch) kein Abschluss","Staedtischer Raum","68","0.924535726338151","0.865537999924818","0.983533452751485"
"Unbefristet","2004","AkademikerIn","Laendlicher Raum","647","0.878011305815481","0.854172271803993","0.90185033982697"
"Unbefristet","2004","AkademikerIn","Staedtischer Raum","1582","0.862986880876344","0.846949408740651","0.879024353012038"
"Unbefristet","2004","Hauptschule","Laendlicher Raum","757","0.84675446304483","0.823194066950339","0.870314859139322"
"Unbefristet","2004","Hauptschule","Staedtischer Raum","1758","0.90168982690246","0.888471697877668","0.914907955927253"
"Unbefristet","2004","Realschule","Laendlicher Raum","1150","0.858686895846895","0.840193834984391","0.877179956709398"
"Unbefristet","2004","Realschule","Staedtischer Raum","1662","0.868545469480866","0.853383941746668","0.883706997215063"
"Befristet","2005","(Fach-)Abitur","Laendlicher Raum","67","0.231855539167017","0.18161044839891","0.282100629935123"
"Befristet","2005","(Fach-)Abitur","Staedtischer Raum","158","0.169477704193128","0.145339439965986","0.19361596842027"
"Befristet","2005","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Befristet","2005","(noch) kein Abschluss","Staedtischer Raum","14","","",""
"Befristet","2005","AkademikerIn","Laendlicher Raum","56","0.0772496163146566","0.0575972316503642","0.0969020009789489"
"Befristet","2005","AkademikerIn","Staedtischer Raum","155","0.111644477142726","0.0967265584335752","0.126562395851876"
"Befristet","2005","Hauptschule","Laendlicher Raum","113","0.157690939333538","0.132956380311206","0.182425498355869"
"Befristet","2005","Hauptschule","Staedtischer Raum","179","0.103342407562061","0.0893688380613223","0.1173159770628"
"Befristet","2005","Realschule","Laendlicher Raum","184","0.155990707926354","0.136386778748616","0.175594637104093"
"Befristet","2005","Realschule","Staedtischer Raum","230","0.124986559127861","0.109977699663737","0.139995418591985"
"Unbefristet","2005","(Fach-)Abitur","Laendlicher Raum","204","0.768144460832983","0.717899370064877","0.81838955160109"
"Unbefristet","2005","(Fach-)Abitur","Staedtischer Raum","770","0.830522295806872","0.80638403157973","0.854660560034014"
"Unbefristet","2005","(noch) kein Abschluss","Laendlicher Raum","12","","",""
"Unbefristet","2005","(noch) kein Abschluss","Staedtischer Raum","60","0.829747487760886","0.744112356298554","0.915382619223219"
"Unbefristet","2005","AkademikerIn","Laendlicher Raum","653","0.922750383685343","0.903097999021051","0.942402768349636"
"Unbefristet","2005","AkademikerIn","Staedtischer Raum","1557","0.888355522857274","0.873437604148124","0.903273441566425"
"Unbefristet","2005","Hauptschule","Laendlicher Raum","721","0.842309060666462","0.817574501644131","0.867043619688794"
"Unbefristet","2005","Hauptschule","Staedtischer Raum","1644","0.896657592437939","0.8826840229372","0.910631161938678"
"Unbefristet","2005","Realschule","Laendlicher Raum","1132","0.844009292073646","0.824405362895907","0.863613221251384"
"Unbefristet","2005","Realschule","Staedtischer Raum","1635","0.875013440872139","0.860004581408015","0.890022300336263"
"Befristet","2006","(Fach-)Abitur","Laendlicher Raum","69","0.246513725750836","0.197744519281612","0.295282932220059"
"Befristet","2006","(Fach-)Abitur","Staedtischer Raum","165","0.176077355648987","0.151856958421607","0.200297752876366"
"Befristet","2006","(noch) kein Abschluss","Laendlicher Raum","7","","",""
"Befristet","2006","(noch) kein Abschluss","Staedtischer Raum","5","","",""
"Befristet","2006","AkademikerIn","Laendlicher Raum","63","0.0913674414885218","0.0704802868663085","0.112254596110735"
"Befristet","2006","AkademikerIn","Staedtischer Raum","191","0.12857741051696","0.113311898069258","0.143842922964662"
"Befristet","2006","Hauptschule","Laendlicher Raum","123","0.151192590068501","0.127670328578112","0.174714851558891"
"Befristet","2006","Hauptschule","Staedtischer Raum","189","0.109146442785427","0.0949602108050625","0.123332674765792"
"Befristet","2006","Realschule","Laendlicher Raum","213","0.15873658439256","0.139676041787873","0.177797126997247"
"Befristet","2006","Realschule","Staedtischer Raum","250","0.141113718080252","0.125581914593523","0.156645521566981"
"Unbefristet","2006","(Fach-)Abitur","Laendlicher Raum","231","0.753486274249164","0.704717067779941","0.802255480718388"
"Unbefristet","2006","(Fach-)Abitur","Staedtischer Raum","785","0.823922644351013","0.799702247123633","0.848143041578393"
"Unbefristet","2006","(noch) kein Abschluss","Laendlicher Raum","8","","",""
"Unbefristet","2006","(noch) kein Abschluss","Staedtischer Raum","56","0.876996001383597","0.794574296238759","0.959417706528436"
"Unbefristet","2006","AkademikerIn","Laendlicher Raum","668","0.908632558511478","0.887745403889265","0.929519713133692"
"Unbefristet","2006","AkademikerIn","Staedtischer Raum","1656","0.87142258948304","0.856157077035338","0.886688101930742"
"Unbefristet","2006","Hauptschule","Laendlicher Raum","768","0.848807409931499","0.825285148441109","0.872329671421888"
"Unbefristet","2006","Hauptschule","Staedtischer Raum","1667","0.890853557214573","0.876667325234208","0.905039789194938"
"Unbefristet","2006","Realschule","Laendlicher Raum","1199","0.84126341560744","0.822202873002753","0.860323958212127"
"Unbefristet","2006","Realschule","Staedtischer Raum","1680","0.858886281919748","0.84335447843302","0.874418085406477"
"Befristet","2007","(Fach-)Abitur","Laendlicher Raum","69","0.233853078466222","0.187035295600012","0.280670861332431"
"Befristet","2007","(Fach-)Abitur","Staedtischer Raum","197","0.230326263234524","0.203324027925917","0.257328498543132"
"Befristet","2007","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Befristet","2007","(noch) kein Abschluss","Staedtischer Raum","9","","",""
"Befristet","2007","AkademikerIn","Laendlicher Raum","77","0.117991887292445","0.0943127601256479","0.141671014459241"
"Befristet","2007","AkademikerIn","Staedtischer Raum","181","0.130789367575852","0.114951473269293","0.146627261882411"
"Befristet","2007","Hauptschule","Laendlicher Raum","119","0.138525580952855","0.115477812818635","0.161573349087075"
"Befristet","2007","Hauptschule","Staedtischer Raum","180","0.110083446939015","0.0952744684714713","0.124892425406559"
"Befristet","2007","Realschule","Laendlicher Raum","188","0.153764117318666","0.134428608484698","0.173099626152634"
"Befristet","2007","Realschule","Staedtischer Raum","236","0.129595822810595","0.114245652038923","0.144945993582266"
"Unbefristet","2007","(Fach-)Abitur","Laendlicher Raum","245","0.766146921533778","0.719329138667568","0.812964704399987"
"Unbefristet","2007","(Fach-)Abitur","Staedtischer Raum","737","0.769673736765476","0.742671501456868","0.796675972074083"
"Unbefristet","2007","(noch) kein Abschluss","Laendlicher Raum","8","","",""
"Unbefristet","2007","(noch) kein Abschluss","Staedtischer Raum","45","0.820892071314273","0.718621272687484","0.923162869941063"
"Unbefristet","2007","AkademikerIn","Laendlicher Raum","636","0.882008112707555","0.858328985540759","0.905687239874352"
"Unbefristet","2007","AkademikerIn","Staedtischer Raum","1560","0.869210632424148","0.853372738117589","0.885048526730707"
"Unbefristet","2007","Hauptschule","Laendlicher Raum","744","0.861474419047145","0.838426650912925","0.884522187181365"
"Unbefristet","2007","Hauptschule","Staedtischer Raum","1536","0.889916553060985","0.875107574593441","0.904725531528529"
"Unbefristet","2007","Realschule","Laendlicher Raum","1149","0.846235882681334","0.826900373847366","0.865571391515302"
"Unbefristet","2007","Realschule","Staedtischer Raum","1603","0.870404177189405","0.855054006417733","0.885754347961077"
"Befristet","2008","(Fach-)Abitur","Laendlicher Raum","70","0.249056754033621","0.199368433695128","0.298745074372114"
"Befristet","2008","(Fach-)Abitur","Staedtischer Raum","181","0.21228295661205","0.185031939137247","0.239533974086853"
"Befristet","2008","(noch) kein Abschluss","Laendlicher Raum","4","","",""
"Befristet","2008","(noch) kein Abschluss","Staedtischer Raum","13","","",""
"Befristet","2008","AkademikerIn","Laendlicher Raum","72","0.126861331490118","0.101753890634302","0.151968772345934"
"Befristet","2008","AkademikerIn","Staedtischer Raum","179","0.121575318080241","0.105994878339624","0.137155757820858"
"Befristet","2008","Hauptschule","Laendlicher Raum","102","0.138051784242171","0.114527324035368","0.161576244448974"
"Befristet","2008","Hauptschule","Staedtischer Raum","158","0.101317605797652","0.0865644228224665","0.116070788772837"
"Befristet","2008","Realschule","Laendlicher Raum","195","0.162276480748255","0.142218422443167","0.182334539053343"
"Befristet","2008","Realschule","Staedtischer Raum","249","0.153893681300965","0.137288167682897","0.170499194919034"
"Unbefristet","2008","(Fach-)Abitur","Laendlicher Raum","221","0.750943245966379","0.701254925627886","0.800631566304872"
"Unbefristet","2008","(Fach-)Abitur","Staedtischer Raum","684","0.78771704338795","0.760466025913147","0.814968060862753"
"Unbefristet","2008","(noch) kein Abschluss","Laendlicher Raum","6","","",""
"Unbefristet","2008","(noch) kein Abschluss","Staedtischer Raum","48","0.802845392998023","0.703005846820393","0.902684939175653"
"Unbefristet","2008","AkademikerIn","Laendlicher Raum","603","0.873138668509882","0.848031227654066","0.898246109365698"
"Unbefristet","2008","AkademikerIn","Staedtischer Raum","1511","0.878424681919759","0.862844242179142","0.894005121660376"
"Unbefristet","2008","Hauptschule","Laendlicher Raum","724","0.861948215757829","0.838423755551026","0.885472675964632"
"Unbefristet","2008","Hauptschule","Staedtischer Raum","1449","0.898682394202349","0.883929211227164","0.913435577177534"
"Unbefristet","2008","Realschule","Laendlicher Raum","1103","0.837723519251745","0.817665460946657","0.857781577556833"
"Unbefristet","2008","Realschule","Staedtischer Raum","1565","0.846106318699035","0.829500805080966","0.862711832317103"
"Befristet","2009","(Fach-)Abitur","Laendlicher Raum","67","0.27899103081152","0.226174039179682","0.331808022443358"
"Befristet","2009","(Fach-)Abitur","Staedtischer Raum","181","0.22328194457761","0.194638279981944","0.251925609173277"
"Befristet","2009","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Befristet","2009","(noch) kein Abschluss","Staedtischer Raum","12","","",""
"Befristet","2009","AkademikerIn","Laendlicher Raum","70","0.121679308575817","0.0968882664467115","0.146470350704922"
"Befristet","2009","AkademikerIn","Staedtischer Raum","175","0.122525507379554","0.106301164184608","0.1387498505745"
"Befristet","2009","Hauptschule","Laendlicher Raum","85","0.119342176427921","0.0958730632462787","0.142811289609564"
"Befristet","2009","Hauptschule","Staedtischer Raum","166","0.115345199009497","0.0988291414530142","0.13186125656598"
"Befristet","2009","Realschule","Laendlicher Raum","165","0.133643462183554","0.114870163013175","0.152416761353933"
"Befristet","2009","Realschule","Staedtischer Raum","226","0.154978706890392","0.137632688711111","0.172324725069672"
"Unbefristet","2009","(Fach-)Abitur","Laendlicher Raum","210","0.72100896918848","0.668191977556642","0.773825960820318"
"Unbefristet","2009","(Fach-)Abitur","Staedtischer Raum","631","0.77671805542239","0.748074390826723","0.805361720018056"
"Unbefristet","2009","(noch) kein Abschluss","Laendlicher Raum","10","","",""
"Unbefristet","2009","(noch) kein Abschluss","Staedtischer Raum","35","0.828580373466886","0.720835465299793","0.93632528163398"
"Unbefristet","2009","AkademikerIn","Laendlicher Raum","598","0.878320691424183","0.853529649295078","0.903111733553288"
"Unbefristet","2009","AkademikerIn","Staedtischer Raum","1394","0.877474492620446","0.8612501494255","0.893698835815392"
"Unbefristet","2009","Hauptschule","Laendlicher Raum","648","0.880657823572079","0.857188710390436","0.904126936753721"
"Unbefristet","2009","Hauptschule","Staedtischer Raum","1271","0.884654800990503","0.86813874343402","0.901170858546986"
"Unbefristet","2009","Realschule","Laendlicher Raum","1097","0.866356537816446","0.847583238646067","0.885129836986825"
"Unbefristet","2009","Realschule","Staedtischer Raum","1446","0.845021293109608","0.827675274930328","0.862367311288889"
"Befristet","2010","(Fach-)Abitur","Laendlicher Raum","102","0.272669543828078","0.231199888050839","0.314139199605317"
"Befristet","2010","(Fach-)Abitur","Staedtischer Raum","224","0.218688638012985","0.195417267489745","0.241960008536224"
"Befristet","2010","(noch) kein Abschluss","Laendlicher Raum","12","","",""
"Befristet","2010","(noch) kein Abschluss","Staedtischer Raum","18","","",""
"Befristet","2010","AkademikerIn","Laendlicher Raum","81","0.127854270648102","0.105012558130071","0.150695983166132"
"Befristet","2010","AkademikerIn","Staedtischer Raum","320","0.13063472172784","0.116657070903911","0.144612372551769"
"Befristet","2010","Hauptschule","Laendlicher Raum","140","0.127840620177336","0.10746829476228","0.148212945592392"
"Befristet","2010","Hauptschule","Staedtischer Raum","254","0.113598262729653","0.0991306041378582","0.128065921321448"
"Befristet","2010","Realschule","Laendlicher Raum","270","0.164800190345282","0.147670688011279","0.181929692679285"
"Befristet","2010","Realschule","Staedtischer Raum","290","0.143350738036367","0.128816066604575","0.157885409468158"
"Unbefristet","2010","(Fach-)Abitur","Laendlicher Raum","341","0.727330456171922","0.685860800394683","0.768800111949161"
"Unbefristet","2010","(Fach-)Abitur","Staedtischer Raum","988","0.781311361987015","0.758039991463776","0.804582732510254"
"Unbefristet","2010","(noch) kein Abschluss","Laendlicher Raum","32","0.822999189680016","0.710225163944858","0.935773215415174"
"Unbefristet","2010","(noch) kein Abschluss","Staedtischer Raum","68","0.82985925900304","0.75044376398582","0.909274754020261"
"Unbefristet","2010","AkademikerIn","Laendlicher Raum","740","0.872145729351898","0.849304016833868","0.894987441869929"
"Unbefristet","2010","AkademikerIn","Staedtischer Raum","1913","0.86936527827216","0.855387627448231","0.883342929096089"
"Unbefristet","2010","Hauptschule","Laendlicher Raum","892","0.872159379822664","0.851787054407608","0.89253170523772"
"Unbefristet","2010","Hauptschule","Staedtischer Raum","1594","0.886401737270347","0.871934078678552","0.900869395862142"
"Unbefristet","2010","Realschule","Laendlicher Raum","1532","0.835199809654718","0.818070307320715","0.852329311988721"
"Unbefristet","2010","Realschule","Staedtischer Raum","1943","0.856649261963633","0.842114590531842","0.871183933395425"
"Befristet","2011","(Fach-)Abitur","Laendlicher Raum","123","0.289043192865115","0.252022901656947","0.326063484073283"
"Befristet","2011","(Fach-)Abitur","Staedtischer Raum","243","0.184646498744546","0.164514837533197","0.204778159955895"
"Befristet","2011","(noch) kein Abschluss","Laendlicher Raum","14","","",""
"Befristet","2011","(noch) kein Abschluss","Staedtischer Raum","33","0.346106151141382","0.257605821866809","0.434606480415954"
"Befristet","2011","AkademikerIn","Laendlicher Raum","101","0.102327524648732","0.0837643050885858","0.120890744208877"
"Befristet","2011","AkademikerIn","Staedtischer Raum","352","0.14320884035668","0.129889745367635","0.156527935345725"
"Befristet","2011","Hauptschule","Laendlicher Raum","168","0.120400935519511","0.102481798361884","0.138320072677138"
"Befristet","2011","Hauptschule","Staedtischer Raum","279","0.120488073095604","0.106737557840781","0.134238588350427"
"Befristet","2011","Realschule","Laendlicher Raum","325","0.164585294190306","0.14905170618592","0.180118882194692"
"Befristet","2011","Realschule","Staedtischer Raum","340","0.14281140404573","0.129606743094946","0.156016064996514"
"Unbefristet","2011","(Fach-)Abitur","Laendlicher Raum","453","0.710956807134885","0.673936515926717","0.747977098343053"
"Unbefristet","2011","(Fach-)Abitur","Staedtischer Raum","1184","0.815353501255454","0.795221840044105","0.835485162466803"
"Unbefristet","2011","(noch) kein Abschluss","Laendlicher Raum","42","0.776333172176691","0.667194431433259","0.885471912920123"
"Unbefristet","2011","(noch) kein Abschluss","Staedtischer Raum","78","0.653893848858618","0.565393519584046","0.742394178133191"
"Unbefristet","2011","AkademikerIn","Laendlicher Raum","923","0.897672475351268","0.879109255791123","0.916235694911414"
"Unbefristet","2011","AkademikerIn","Staedtischer Raum","2305","0.85679115964332","0.843472064654275","0.870110254632365"
"Unbefristet","2011","Hauptschule","Laendlicher Raum","1099","0.879599064480489","0.861679927322862","0.897518201638115"
"Unbefristet","2011","Hauptschule","Staedtischer Raum","1874","0.879511926904396","0.865761411649573","0.893262442159219"
"Unbefristet","2011","Realschule","Laendlicher Raum","1864","0.835414705809694","0.819881117805308","0.85094829381408"
"Unbefristet","2011","Realschule","Staedtischer Raum","2357","0.85718859595427","0.843983935003486","0.870393256905054"
"Befristet","2012","(Fach-)Abitur","Laendlicher Raum","127","0.245577803690825","0.211336086995226","0.279819520386423"
"Befristet","2012","(Fach-)Abitur","Staedtischer Raum","292","0.220980608915725","0.199756166965082","0.242205050866367"
"Befristet","2012","(noch) kein Abschluss","Laendlicher Raum","23","","",""
"Befristet","2012","(noch) kein Abschluss","Staedtischer Raum","34","0.231376556385037","0.158884085176148","0.303869027593927"
