year,bula_h,sampreg,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Baden-Wuerttemberg,West,Permanent job,0.34155,1258,1418,0.31686,0.36624
2002,Baden-Wuerttemberg,West,Temporary job,0.04595,160,1418,0.03505,0.05685
2002,Bavaria,West,Permanent job,0.33877,1425,1613,0.31567,0.36188
2002,Bavaria,West,Temporary job,0.04809,188,1613,0.03765,0.05854
2002,Berlin,West,Permanent job,0.33463,199,199,0.26891,0.40036
2002,Berlin,East,Permanent job,0.31431,146,181,0.24649,0.38213
2002,Berlin,East,Temporary job,0.07721,35,181,0.03821,0.11620
2002,Brandenburg,East,Permanent job,0.29095,368,447,0.24880,0.33311
2002,Brandenburg,East,Temporary job,0.06951,79,447,0.04591,0.09311
2002,Mecklenburg-Western Pomerania,East,Permanent job,0.29225,212,268,0.23770,0.34681
2002,Mecklenburg-Western Pomerania,East,Temporary job,0.08019,56,268,0.04761,0.11277
2002,Saxony,East,Permanent job,0.31097,683,806,0.27899,0.34295
2002,Saxony,East,Temporary job,0.06348,123,806,0.04664,0.08032
2002,Saxony-Anhalt,East,Permanent job,0.28211,368,452,0.24057,0.32364
2002,Saxony-Anhalt,East,Temporary job,0.07087,84,452,0.04718,0.09455
2002,Thuringa,East,Permanent job,0.27499,363,439,0.23318,0.31681
2002,Thuringa,East,Temporary job,0.05672,76,439,0.03506,0.07838
2003,Schleswig-Holstein,West,Permanent job,0.31438,267,307,0.26236,0.36640
2003,Schleswig-Holstein,West,Temporary job,0.05333,40,307,0.02815,0.07850
2003,Hamburg,West,Permanent job,0.34353,133,133,0.26251,0.42454
2003,Lower Saxony,West,Permanent job,0.30098,755,872,0.27052,0.33144
2003,Lower Saxony,West,Temporary job,0.04568,117,872,0.03181,0.05954
2003,Bremen,West,Permanent job,0.26522,61,61,0.15352,0.37693
2003,North Rhine-Westphalia,West,Permanent job,0.32455,1896,2172,0.30486,0.34425
2003,North Rhine-Westphalia,West,Temporary job,0.04515,276,2172,0.03641,0.05388
2003,Hesse,West,Permanent job,0.31675,666,764,0.28374,0.34976
2003,Hesse,West,Temporary job,0.06318,98,764,0.04592,0.08045
2003,"Rhineland-Palatinate, Saarland",West,Permanent job,0.27725,502,587,0.24101,0.31349
2003,"Rhineland-Palatinate, Saarland",West,Temporary job,0.05549,85,587,0.03696,0.07403
2003,Baden-Wuerttemberg,West,Permanent job,0.34108,1182,1339,0.31568,0.36648
2003,Baden-Wuerttemberg,West,Temporary job,0.03959,157,1339,0.02914,0.05004
2003,Bavaria,West,Permanent job,0.33401,1335,1519,0.31028,0.35774
2003,Bavaria,West,Temporary job,0.04384,184,1519,0.03354,0.05414
2003,Berlin,West,Permanent job,0.31698,178,212,0.25420,0.37976
2003,Berlin,West,Temporary job,0.06679,34,212,0.03310,0.10047
2003,Berlin,East,Permanent job,0.29608,140,140,0.22018,0.37197
2003,Brandenburg,East,Permanent job,0.29309,350,433,0.25017,0.33602
2003,Brandenburg,East,Temporary job,0.07286,83,433,0.04835,0.09737
2003,Mecklenburg-Western Pomerania,East,Permanent job,0.29135,201,248,0.23468,0.34802
2003,Mecklenburg-Western Pomerania,East,Temporary job,0.06934,47,248,0.03766,0.10102
2003,Saxony,East,Permanent job,0.31146,649,753,0.27836,0.34455
2003,Saxony,East,Temporary job,0.04901,104,753,0.03358,0.06444
2003,Saxony-Anhalt,East,Permanent job,0.28224,349,411,0.23867,0.32581
2003,Saxony-Anhalt,East,Temporary job,0.04885,62,411,0.02798,0.06971
2003,Thuringa,East,Permanent job,0.26941,349,437,0.22776,0.31105
2003,Thuringa,East,Temporary job,0.08380,88,437,0.05779,0.10981
2004,Schleswig-Holstein,West,Permanent job,0.29008,257,295,0.23820,0.34195
2004,Schleswig-Holstein,West,Temporary job,0.05526,38,295,0.02914,0.08137
2004,Hamburg,West,Permanent job,0.34148,125,125,0.25802,0.42495
2004,Lower Saxony,West,Permanent job,0.29924,745,856,0.26854,0.32993
2004,Lower Saxony,West,Temporary job,0.04446,111,856,0.03064,0.05827
2004,Bremen,West,Permanent job,0.27628,64,64,0.16586,0.38670
2004,North Rhine-Westphalia,West,Permanent job,0.32463,1836,2096,0.30458,0.34468
2004,North Rhine-Westphalia,West,Temporary job,0.04712,260,2096,0.03805,0.05619
2004,Hesse,West,Permanent job,0.30854,619,720,0.27478,0.34231
2004,Hesse,West,Temporary job,0.06096,101,720,0.04347,0.07845
2004,"Rhineland-Palatinate, Saarland",West,Permanent job,0.28398,493,574,0.24705,0.32090
2004,"Rhineland-Palatinate, Saarland",West,Temporary job,0.05626,81,574,0.03740,0.07513
2004,Baden-Wuerttemberg,West,Permanent job,0.33131,1103,1269,0.30540,0.35722
2004,Baden-Wuerttemberg,West,Temporary job,0.04857,166,1269,0.03674,0.06040
2004,Bavaria,West,Permanent job,0.33073,1267,1457,0.30656,0.35489
2004,Bavaria,West,Temporary job,0.04635,190,1457,0.03555,0.05715
2004,Berlin,West,Permanent job,0.31067,177,177,0.24230,0.37904
2004,Berlin,East,Permanent job,0.26888,128,173,0.20262,0.33514
2004,Berlin,East,Temporary job,0.12492,45,173,0.07551,0.17433
2004,Brandenburg,East,Permanent job,0.28196,324,395,0.23753,0.32639
2004,Brandenburg,East,Temporary job,0.06470,71,395,0.04041,0.08899
2004,Mecklenburg-Western Pomerania,East,Permanent job,0.30352,195,240,0.24522,0.36181
2004,Mecklenburg-Western Pomerania,East,Temporary job,0.06313,45,240,0.03230,0.09397
2004,Saxony,East,Permanent job,0.29630,614,735,0.26327,0.32934
2004,Saxony,East,Temporary job,0.05689,121,735,0.04013,0.07365
2004,Saxony-Anhalt,East,Permanent job,0.28105,355,424,0.23821,0.32388
2004,Saxony-Anhalt,East,Temporary job,0.05341,69,424,0.03198,0.07483
2004,Thuringa,East,Permanent job,0.26755,336,425,0.22541,0.30968
2004,Thuringa,East,Temporary job,0.08075,89,425,0.05482,0.10669
2005,Schleswig-Holstein,West,Permanent job,0.32899,263,300,0.27573,0.38225
2005,Schleswig-Holstein,West,Temporary job,0.06013,37,300,0.03318,0.08707
2005,Hamburg,West,Permanent job,0.35530,112,112,0.26627,0.44434
2005,Lower Saxony,West,Permanent job,0.31170,717,823,0.28004,0.34337
2005,Lower Saxony,West,Temporary job,0.04595,106,823,0.03164,0.06026
2005,Bremen,West,Permanent job,0.29881,57,57,0.17892,0.41870
2005,North Rhine-Westphalia,West,Permanent job,0.33192,1786,2031,0.31144,0.35241
2005,North Rhine-Westphalia,West,Temporary job,0.05050,245,2031,0.04097,0.06002
2005,Hesse,West,Permanent job,0.34453,628,710,0.30955,0.37951
2005,Hesse,West,Temporary job,0.06497,82,710,0.04682,0.08311
2005,"Rhineland-Palatinate, Saarland",West,Permanent job,0.29948,476,555,0.26134,0.33762
2005,"Rhineland-Palatinate, Saarland",West,Temporary job,0.06469,79,555,0.04420,0.08517
2005,Baden-Wuerttemberg,West,Permanent job,0.35114,1085,1222,0.32436,0.37791
2005,Baden-Wuerttemberg,West,Temporary job,0.03957,137,1222,0.02864,0.05051
2005,Bavaria,West,Permanent job,0.34283,1260,1420,0.31813,0.36753
2005,Bavaria,West,Temporary job,0.04492,160,1420,0.03414,0.05570
2005,Berlin,West,Permanent job,0.29464,159,159,0.22355,0.36572
2005,Berlin,East,Permanent job,0.31117,129,165,0.24031,0.38203
2005,Berlin,East,Temporary job,0.08345,36,165,0.04112,0.12578
2005,Brandenburg,East,Permanent job,0.30493,326,395,0.25947,0.35039
2005,Brandenburg,East,Temporary job,0.06479,69,395,0.04049,0.08910
2005,Mecklenburg-Western Pomerania,East,Permanent job,0.29147,187,235,0.23325,0.34970
2005,Mecklenburg-Western Pomerania,East,Temporary job,0.09236,48,235,0.05527,0.12946
2005,Saxony,East,Permanent job,0.30098,608,709,0.26719,0.33476
2005,Saxony,East,Temporary job,0.05527,101,709,0.03844,0.07211
2005,Saxony-Anhalt,East,Permanent job,0.28262,343,405,0.23871,0.32653
2005,Saxony-Anhalt,East,Temporary job,0.05863,62,405,0.03572,0.08153
2005,Thuringa,East,Permanent job,0.24429,314,374,0.20069,0.28790
2005,Thuringa,East,Temporary job,0.07159,60,374,0.04543,0.09775
2006,Schleswig-Holstein,West,Permanent job,0.30157,256,304,0.24990,0.35325
2006,Schleswig-Holstein,West,Temporary job,0.06986,48,304,0.04116,0.09856
2006,Hamburg,West,Permanent job,0.28528,110,110,0.20051,0.37005
2006,Lower Saxony,West,Permanent job,0.31242,778,885,0.28187,0.34298
2006,Lower Saxony,West,Temporary job,0.03976,107,885,0.02688,0.05264
2006,Bremen,West,Permanent job,0.29131,58,58,0.17335,0.40927
2006,North Rhine-Westphalia,West,Permanent job,0.32098,1789,2078,0.30090,0.34106
2006,North Rhine-Westphalia,West,Temporary job,0.05703,289,2078,0.04705,0.06700
2006,Hesse,West,Permanent job,0.32669,643,739,0.29285,0.36053
2006,Hesse,West,Temporary job,0.05994,96,739,0.04281,0.07706
2006,"Rhineland-Palatinate, Saarland",West,Permanent job,0.32012,527,603,0.28285,0.35739
2006,"Rhineland-Palatinate, Saarland",West,Temporary job,0.06043,76,603,0.04140,0.07947
2006,Baden-Wuerttemberg,West,Permanent job,0.34398,1169,1325,0.31839,0.36957
2006,Baden-Wuerttemberg,West,Temporary job,0.04987,156,1325,0.03814,0.06159
2006,Bavaria,West,Permanent job,0.33885,1320,1487,0.31479,0.36292
2006,Bavaria,West,Temporary job,0.04560,167,1487,0.03499,0.05620
2006,Berlin,West,Permanent job,0.31996,174,174,0.25045,0.38948
2006,Berlin,East,Permanent job,0.29209,122,159,0.22119,0.36300
2006,Berlin,East,Temporary job,0.09083,37,159,0.04602,0.13563
2006,Brandenburg,East,Permanent job,0.29443,343,413,0.25042,0.33844
2006,Brandenburg,East,Temporary job,0.06395,70,413,0.04032,0.08757
2006,Mecklenburg-Western Pomerania,East,Permanent job,0.29541,201,248,0.23851,0.35231
2006,Mecklenburg-Western Pomerania,East,Temporary job,0.06487,47,248,0.03415,0.09558
2006,Saxony,East,Permanent job,0.28765,607,723,0.25463,0.32067
2006,Saxony,East,Temporary job,0.07445,116,723,0.05530,0.09360
2006,Saxony-Anhalt,East,Permanent job,0.27564,347,417,0.23270,0.31858
2006,Saxony-Anhalt,East,Temporary job,0.06187,70,417,0.03872,0.08502
2006,Thuringa,East,Permanent job,0.27257,342,418,0.22984,0.31531
2006,Thuringa,East,Temporary job,0.08147,76,418,0.05521,0.10772
2007,Schleswig-Holstein,West,Permanent job,0.27780,215,266,0.22387,0.33173
2007,Schleswig-Holstein,West,Temporary job,0.06880,51,266,0.03832,0.09927
2007,Hamburg,West,Permanent job,0.31673,108,108,0.22858,0.40487
2007,Lower Saxony,West,Permanent job,0.33193,751,871,0.30064,0.36322
2007,Lower Saxony,West,Temporary job,0.05314,120,871,0.03824,0.06805
2007,Bremen,West,Permanent job,0.30882,57,57,0.18781,0.42983
2007,North Rhine-Westphalia,West,Permanent job,0.33206,1722,1988,0.31136,0.35277
2007,North Rhine-Westphalia,West,Temporary job,0.05369,266,1988,0.04378,0.06360
2007,Hesse,West,Permanent job,0.33438,599,688,0.29910,0.36966
2007,Hesse,West,Temporary job,0.06016,89,688,0.04238,0.07794
2007,"Rhineland-Palatinate, Saarland",West,Permanent job,0.32041,479,544,0.28116,0.35965
2007,"Rhineland-Palatinate, Saarland",West,Temporary job,0.05990,65,544,0.03994,0.07986
2007,Baden-Wuerttemberg,West,Permanent job,0.34558,1082,1233,0.31902,0.37213
2007,Baden-Wuerttemberg,West,Temporary job,0.05319,151,1233,0.04066,0.06573
2007,Bavaria,West,Permanent job,0.35026,1269,1442,0.32563,0.37489
2007,Bavaria,West,Temporary job,0.05027,173,1442,0.03899,0.06156
2007,Berlin,West,Permanent job,0.30700,161,194,0.24193,0.37208
2007,Berlin,West,Temporary job,0.07483,33,194,0.03771,0.11195
2007,Berlin,East,Permanent job,0.28724,119,159,0.21669,0.35780
2007,Berlin,East,Temporary job,0.10092,40,159,0.05395,0.14789
2007,Brandenburg,East,Permanent job,0.28044,312,371,0.23467,0.32622
2007,Brandenburg,East,Temporary job,0.06385,59,371,0.03894,0.08876
2007,Mecklenburg-Western Pomerania,East,Permanent job,0.31333,188,238,0.25427,0.37238
2007,Mecklenburg-Western Pomerania,East,Temporary job,0.07783,50,238,0.04373,0.11194
2007,Saxony,East,Permanent job,0.31801,611,729,0.28418,0.35184
2007,Saxony,East,Temporary job,0.07154,118,729,0.05282,0.09027
2007,Saxony-Anhalt,East,Permanent job,0.28315,337,406,0.23927,0.32703
2007,Saxony-Anhalt,East,Temporary job,0.06464,69,406,0.04070,0.08859
2007,Thuringa,East,Permanent job,0.29937,334,409,0.25493,0.34381
2007,Thuringa,East,Temporary job,0.08550,75,409,0.05837,0.11264
2008,Schleswig-Holstein,West,Permanent job,0.29950,205,248,0.24238,0.35662
2008,Schleswig-Holstein,West,Temporary job,0.08117,43,248,0.04711,0.11522
2008,Hamburg,West,Permanent job,0.33233,106,106,0.24223,0.42243
2008,Lower Saxony,West,Permanent job,0.32893,703,813,0.29662,0.36125
2008,Lower Saxony,West,Temporary job,0.05939,110,813,0.04314,0.07565
2008,Bremen,West,Permanent job,0.26372,52,52,0.14278,0.38466
2008,North Rhine-Westphalia,West,Permanent job,0.34264,1624,1892,0.32125,0.36404
2008,North Rhine-Westphalia,West,Temporary job,0.06119,268,1892,0.05039,0.07199
2008,Hesse,West,Permanent job,0.34647,579,668,0.31036,0.38259
2008,Hesse,West,Temporary job,0.06278,89,668,0.04437,0.08118
2008,"Rhineland-Palatinate, Saarland",West,Permanent job,0.32084,439,509,0.28025,0.36143
2008,"Rhineland-Palatinate, Saarland",West,Temporary job,0.05767,70,509,0.03740,0.07794
2008,Baden-Wuerttemberg,West,Permanent job,0.37212,1062,1206,0.34483,0.39941
2008,Baden-Wuerttemberg,West,Temporary job,0.05292,144,1206,0.04028,0.06556
2008,Bavaria,West,Permanent job,0.36415,1205,1392,0.33886,0.38944
2008,Bavaria,West,Temporary job,0.05996,187,1392,0.04749,0.07244
2008,Berlin,West,Permanent job,0.34368,163,163,0.27055,0.41682
2008,Berlin,East,Permanent job,0.31763,122,163,0.24593,0.38932
2008,Berlin,East,Temporary job,0.09720,41,163,0.05159,0.14282
2008,Brandenburg,East,Permanent job,0.29089,293,341,0.24261,0.33916
2008,Brandenburg,East,Temporary job,0.06720,48,341,0.04058,0.09381
2008,Mecklenburg-Western Pomerania,East,Permanent job,0.32729,186,229,0.26638,0.38820
2008,Mecklenburg-Western Pomerania,East,Temporary job,0.07167,43,229,0.03819,0.10515
2008,Saxony,East,Permanent job,0.34474,607,720,0.31000,0.37948
2008,Saxony,East,Temporary job,0.06659,113,720,0.04837,0.08482
2008,Saxony-Anhalt,East,Permanent job,0.31511,344,408,0.26997,0.36024
2008,Saxony-Anhalt,East,Temporary job,0.06551,64,408,0.04147,0.08955
2008,Thuringa,East,Permanent job,0.30751,320,397,0.26206,0.35296
2008,Thuringa,East,Temporary job,0.08636,77,397,0.05870,0.11403
2009,Schleswig-Holstein,West,Permanent job,0.30106,191,229,0.24151,0.36060
2009,Schleswig-Holstein,West,Temporary job,0.07125,38,229,0.03786,0.10465
2009,Hamburg,West,Permanent job,0.35744,96,96,0.26107,0.45381
2009,Lower Saxony,West,Permanent job,0.34539,672,764,0.31165,0.37913
2009,Lower Saxony,West,Temporary job,0.04649,92,764,0.03155,0.06143
2009,Bremen,West,Permanent job,0.23864,44,44,0.11123,0.36605
2009,North Rhine-Westphalia,West,Permanent job,0.34795,1502,1737,0.32555,0.37036
2009,North Rhine-Westphalia,West,Temporary job,0.05197,235,1737,0.04152,0.06241
2009,Hesse,West,Permanent job,0.34113,528,631,0.30411,0.37815
2009,Hesse,West,Temporary job,0.08468,103,631,0.06294,0.10642
2009,"Rhineland-Palatinate, Saarland",West,Permanent job,0.32721,418,485,0.28541,0.36901
2009,"Rhineland-Palatinate, Saarland",West,Temporary job,0.06203,67,485,0.04054,0.08352
2009,Baden-Wuerttemberg,West,Permanent job,0.35995,925,1088,0.33141,0.38848
2009,Baden-Wuerttemberg,West,Temporary job,0.07120,163,1088,0.05591,0.08649
2009,Bavaria,West,Permanent job,0.37700,1157,1303,0.35068,0.40332
2009,Bavaria,West,Temporary job,0.05288,146,1303,0.04072,0.06503
2009,Berlin,West,Permanent job,0.32003,142,174,0.25052,0.38955
2009,Berlin,West,Temporary job,0.08844,32,174,0.04613,0.13075
2009,Berlin,East,Permanent job,0.32055,118,154,0.24660,0.39450
2009,Berlin,East,Temporary job,0.13147,36,154,0.07793,0.18502
2009,Brandenburg,East,Permanent job,0.31548,301,344,0.26630,0.36466
2009,Brandenburg,East,Temporary job,0.04409,43,344,0.02237,0.06582
2009,Mecklenburg-Western Pomerania,East,Permanent job,0.33362,184,223,0.27159,0.39564
2009,Mecklenburg-Western Pomerania,East,Temporary job,0.08314,39,223,0.04682,0.11946
2009,Saxony,East,Permanent job,0.32901,557,673,0.29348,0.36453
2009,Saxony,East,Temporary job,0.06973,116,673,0.05047,0.08899
2009,Saxony-Anhalt,East,Permanent job,0.29051,304,376,0.24456,0.33646
2009,Saxony-Anhalt,East,Temporary job,0.07820,72,376,0.05103,0.10538
2009,Thuringa,East,Permanent job,0.30902,300,370,0.26187,0.35617
2009,Thuringa,East,Temporary job,0.08197,70,370,0.05398,0.10996
2010,Schleswig-Holstein,West,Permanent job,0.33113,291,351,0.28183,0.38044
2010,Schleswig-Holstein,West,Temporary job,0.06620,60,351,0.04015,0.09224
2010,Hamburg,West,Permanent job,0.35365,160,192,0.28584,0.42145
2010,Hamburg,West,Temporary job,0.06993,32,192,0.03376,0.10610
2010,Lower Saxony,West,Permanent job,0.33756,918,1098,0.30957,0.36554
2010,Lower Saxony,West,Temporary job,0.06664,180,1098,0.05188,0.08140
2010,Bremen,West,Permanent job,0.26058,67,67,0.15468,0.36648
2010,North Rhine-Westphalia,West,Permanent job,0.34761,2056,2390,0.32852,0.36671
2010,North Rhine-Westphalia,West,Temporary job,0.05689,334,2390,0.04760,0.06617
2010,Hesse,West,Permanent job,0.34577,732,866,0.31408,0.37747
2010,Hesse,West,Temporary job,0.05997,134,866,0.04414,0.07579
2010,"Rhineland-Palatinate, Saarland",West,Permanent job,0.33688,563,667,0.30098,0.37277
2010,"Rhineland-Palatinate, Saarland",West,Temporary job,0.06449,104,667,0.04583,0.08314
2010,Baden-Wuerttemberg,West,Permanent job,0.36942,1331,1559,0.34545,0.39339
2010,Baden-Wuerttemberg,West,Temporary job,0.07496,228,1559,0.06188,0.08804
2010,Bavaria,West,Permanent job,0.37342,1641,1865,0.35146,0.39538
2010,Bavaria,West,Temporary job,0.05370,224,1865,0.04347,0.06393
2010,Berlin,West,Permanent job,0.34815,202,253,0.28934,0.40697
2010,Berlin,West,Temporary job,0.06626,51,253,0.03555,0.09698
2010,Berlin,East,Permanent job,0.30215,137,188,0.23633,0.36796
2010,Berlin,East,Temporary job,0.14390,51,188,0.09359,0.19420
2010,Brandenburg,East,Permanent job,0.30251,354,431,0.25910,0.34593
2010,Brandenburg,East,Temporary job,0.06545,77,431,0.04207,0.08882
2010,Mecklenburg-Western Pomerania,East,Permanent job,0.35088,239,290,0.29586,0.40591
2010,Mecklenburg-Western Pomerania,East,Temporary job,0.07921,51,290,0.04808,0.11035
2010,Saxony,East,Permanent job,0.34683,705,838,0.31459,0.37908
2010,Saxony,East,Temporary job,0.08225,133,838,0.06364,0.10087
2010,Saxony-Anhalt,East,Permanent job,0.33054,376,458,0.28741,0.37367
2010,Saxony-Anhalt,East,Temporary job,0.07216,82,458,0.04844,0.09589
2010,Thuringa,East,Permanent job,0.34095,381,468,0.29796,0.38395
2010,Thuringa,East,Temporary job,0.08723,87,468,0.06164,0.11282
2011,Schleswig-Holstein,West,Permanent job,0.32035,415,495,0.27920,0.36150
2011,Schleswig-Holstein,West,Temporary job,0.06504,80,495,0.04329,0.08678
2011,Hamburg,West,Permanent job,0.33156,179,179,0.26240,0.40072
2011,Lower Saxony,West,Permanent job,0.33751,1129,1340,0.31219,0.36284
2011,Lower Saxony,West,Temporary job,0.06882,211,1340,0.05526,0.08238
2011,Bremen,West,Permanent job,0.30983,72,72,0.20227,0.41740
2011,North Rhine-Westphalia,West,Permanent job,0.34603,2472,2891,0.32869,0.36338
2011,North Rhine-Westphalia,West,Temporary job,0.06494,419,2891,0.05596,0.07393
2011,Hesse,West,Permanent job,0.34570,899,1036,0.31672,0.37467
2011,Hesse,West,Temporary job,0.05270,137,1036,0.03909,0.06632
2011,"Rhineland-Palatinate, Saarland",West,Permanent job,0.32156,678,816,0.28949,0.35362
2011,"Rhineland-Palatinate, Saarland",West,Temporary job,0.06690,138,816,0.04975,0.08406
2011,Baden-Wuerttemberg,West,Permanent job,0.36889,1675,1926,0.34733,0.39044
2011,Baden-Wuerttemberg,West,Temporary job,0.06762,251,1926,0.05641,0.07884
2011,Bavaria,West,Permanent job,0.37033,2081,2381,0.35093,0.38973
2011,Bavaria,West,Temporary job,0.06140,300,2381,0.05175,0.07104
2011,Berlin,West,Permanent job,0.31631,219,260,0.25967,0.37294
2011,Berlin,West,Temporary job,0.05841,41,260,0.02985,0.08697
2011,Berlin,East,Permanent job,0.29700,170,225,0.23716,0.35684
2011,Berlin,East,Temporary job,0.11676,55,225,0.07470,0.15881
2011,Brandenburg,East,Permanent job,0.32957,443,535,0.28970,0.36944
2011,Brandenburg,East,Temporary job,0.06444,92,535,0.04361,0.08526
2011,Mecklenburg-Western Pomerania,East,Permanent job,0.33297,264,314,0.28076,0.38518
2011,Mecklenburg-Western Pomerania,East,Temporary job,0.08606,50,314,0.05499,0.11713
2011,Saxony,East,Permanent job,0.35929,792,952,0.32879,0.38978
2011,Saxony,East,Temporary job,0.07379,160,952,0.05717,0.09041
2011,Saxony-Anhalt,East,Permanent job,0.33136,449,547,0.29188,0.37085
2011,Saxony-Anhalt,East,Temporary job,0.07889,98,547,0.05628,0.10150
2011,Thuringa,East,Permanent job,0.35382,474,563,0.31429,0.39335
2011,Thuringa,East,Temporary job,0.06190,89,563,0.04198,0.08183
2012,Schleswig-Holstein,West,Permanent job,0.31308,424,506,0.27263,0.35353
2012,Schleswig-Holstein,West,Temporary job,0.06570,82,506,0.04409,0.08731
2012,Hamburg,West,Permanent job,0.31674,178,216,0.25455,0.37892
2012,Hamburg,West,Temporary job,0.06879,38,216,0.03496,0.10262
2012,Lower Saxony,West,Permanent job,0.35246,1131,1339,0.32686,0.37805
2012,Lower Saxony,West,Temporary job,0.06681,208,1339,0.05343,0.08019
2012,Bremen,West,Permanent job,0.29831,80,80,0.19742,0.39920
2012,North Rhine-Westphalia,West,Permanent job,0.35490,2441,2868,0.33739,0.37242
2012,North Rhine-Westphalia,West,Temporary job,0.06495,427,2868,0.05593,0.07397
2012,Hesse,West,Permanent job,0.34207,841,993,0.31255,0.37159
2012,Hesse,West,Temporary job,0.06087,152,993,0.04599,0.07575
2012,"Rhineland-Palatinate, Saarland",West,Permanent job,0.34274,679,805,0.30993,0.37555
2012,"Rhineland-Palatinate, Saarland",West,Temporary job,0.07198,126,805,0.05412,0.08985
2012,Baden-Wuerttemberg,West,Permanent job,0.37298,1581,1860,0.35100,0.39496
2012,Baden-Wuerttemberg,West,Temporary job,0.06862,279,1860,0.05712,0.08011
2012,Bavaria,West,Permanent job,0.37587,2047,2382,0.35641,0.39532
2012,Bavaria,West,Temporary job,0.06456,335,2382,0.05469,0.07443
2012,Berlin,West,Permanent job,0.29455,210,262,0.23924,0.34985
2012,Berlin,West,Temporary job,0.08410,52,262,0.05043,0.11777
2012,Berlin,East,Permanent job,0.31611,183,232,0.25615,0.37607
2012,Berlin,East,Temporary job,0.08636,49,232,0.05014,0.12258
2012,Brandenburg,East,Permanent job,0.35109,439,520,0.31002,0.39215
2012,Brandenburg,East,Temporary job,0.04457,81,520,0.02682,0.06233
2012,Mecklenburg-Western Pomerania,East,Permanent job,0.33273,252,318,0.28086,0.38460
2012,Mecklenburg-Western Pomerania,East,Temporary job,0.08829,66,318,0.05706,0.11953
2012,Saxony,East,Permanent job,0.35625,801,959,0.32593,0.38658
2012,Saxony,East,Temporary job,0.07120,158,959,0.05491,0.08748
2012,Saxony-Anhalt,East,Permanent job,0.33151,447,533,0.29151,0.37152
2012,Saxony-Anhalt,East,Temporary job,0.06683,86,533,0.04561,0.08806
2012,Thuringa,East,Permanent job,0.33890,446,539,0.29891,0.37890
2012,Thuringa,East,Temporary job,0.07139,93,539,0.04963,0.09314
2013,Schleswig-Holstein,West,Permanent job,0.30919,443,549,0.27050,0.34789
2013,Schleswig-Holstein,West,Temporary job,0.06886,106,549,0.04766,0.09006
2013,Hamburg,West,Permanent job,0.34745,247,300,0.29348,0.40143
2013,Hamburg,West,Temporary job,0.05706,53,300,0.03077,0.08335
2013,Lower Saxony,West,Permanent job,0.34357,1253,1539,0.31984,0.36731
2013,Lower Saxony,West,Temporary job,0.07389,286,1539,0.06082,0.08697
2013,Bremen,West,Permanent job,0.27183,90,90,0.17939,0.36426
2013,North Rhine-Westphalia,West,Permanent job,0.33965,2757,3379,0.32368,0.35562
2013,North Rhine-Westphalia,West,Temporary job,0.06995,622,3379,0.06135,0.07855
2013,Hesse,West,Permanent job,0.34218,968,1205,0.31538,0.36897
2013,Hesse,West,Temporary job,0.07615,237,1205,0.06117,0.09114
2013,"Rhineland-Palatinate, Saarland",West,Permanent job,0.33616,777,948,0.30607,0.36625
2013,"Rhineland-Palatinate, Saarland",West,Temporary job,0.06963,171,948,0.05342,0.08584
2013,Baden-Wuerttemberg,West,Permanent job,0.36454,1825,2180,0.34433,0.38475
2013,Baden-Wuerttemberg,West,Temporary job,0.06845,355,2180,0.05785,0.07905
2013,Bavaria,West,Permanent job,0.37781,2318,2706,0.35953,0.39608
2013,Bavaria,West,Temporary job,0.05240,388,2706,0.04400,0.06080
2013,Berlin,West,Permanent job,0.31015,236,308,0.25840,0.36189
2013,Berlin,West,Temporary job,0.08876,72,308,0.05695,0.12058
2013,Berlin,East,Permanent job,0.28537,184,239,0.22799,0.34274
2013,Berlin,East,Temporary job,0.08007,55,239,0.04559,0.11455
2013,Brandenburg,East,Permanent job,0.31774,421,535,0.27825,0.35723
2013,Brandenburg,East,Temporary job,0.07268,114,535,0.05066,0.09469
2013,Mecklenburg-Western Pomerania,East,Permanent job,0.33159,225,297,0.27796,0.38522
2013,Mecklenburg-Western Pomerania,East,Temporary job,0.09144,72,297,0.05861,0.12428
2013,Saxony,East,Permanent job,0.37726,796,937,0.34621,0.40832
2013,Saxony,East,Temporary job,0.07002,141,937,0.05368,0.08637
2013,Saxony-Anhalt,East,Permanent job,0.34860,454,545,0.30855,0.38864
2013,Saxony-Anhalt,East,Temporary job,0.05316,91,545,0.03430,0.07201
2013,Thuringa,East,Permanent job,0.35103,449,538,0.31066,0.39140
2013,Thuringa,East,Temporary job,0.08358,89,538,0.06018,0.10699
2014,Schleswig-Holstein,West,Permanent job,0.32372,408,477,0.28169,0.36575
2014,Schleswig-Holstein,West,Temporary job,0.04985,69,477,0.03029,0.06940
2014,Hamburg,West,Permanent job,0.35208,195,231,0.29035,0.41381
2014,Hamburg,West,Temporary job,0.04386,36,231,0.01739,0.07033
2014,Lower Saxony,West,Permanent job,0.34635,1131,1375,0.32119,0.37151
2014,Lower Saxony,West,Temporary job,0.07539,244,1375,0.06143,0.08935
2014,Bremen,West,Permanent job,0.21462,74,74,0.12044,0.30880
2014,North Rhine-Westphalia,West,Permanent job,0.34116,2438,2992,0.32417,0.35815
2014,North Rhine-Westphalia,West,Temporary job,0.07588,554,2992,0.06639,0.08537
2014,Hesse,West,Permanent job,0.33559,857,1050,0.30701,0.36416
