year,bula_h,regtyp,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Lower Saxony,Urban regions,Yes,0.58843,141,266,0.52918,0.64768
1995,Lower Saxony,Urban regions,No,0.41157,125,266,0.35232,0.47082
1995,Lower Saxony,Rural regions,Yes,0.82521,204,251,0.77813,0.87229
1995,Lower Saxony,Rural regions,No,0.17479,47,251,0.12771,0.22187
1995,Bremen,Urban regions,No,0.69167,34,34,0.53411,0.84924
1995,North Rhine-Westphalia,Urban regions,Yes,0.57239,652,1227,0.54470,0.60009
1995,North Rhine-Westphalia,Urban regions,No,0.42761,575,1227,0.39991,0.45530
1995,Hesse,Urban regions,Yes,0.56423,191,396,0.51533,0.61314
1995,Hesse,Urban regions,No,0.43577,205,396,0.38686,0.48467
1995,Hesse,Rural regions,Yes,0.58679,44,75,0.47460,0.69899
1995,Hesse,Rural regions,No,0.41321,31,75,0.30101,0.52540
1995,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.60416,174,284,0.54718,0.66114
1995,"Rhineland-Palatinate, Saarland",Urban regions,No,0.39584,110,284,0.33886,0.45282
1995,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.79464,48,48,0.67915,0.91013
1995,Baden-Wuerttemberg,Urban regions,Yes,0.61148,397,735,0.57621,0.64674
1995,Baden-Wuerttemberg,Urban regions,No,0.38852,338,735,0.35326,0.42379
1995,Baden-Wuerttemberg,Rural regions,Yes,0.77867,73,106,0.69927,0.85808
1995,Baden-Wuerttemberg,Rural regions,No,0.22133,33,106,0.14192,0.30073
1995,Bavaria,Urban regions,Yes,0.52926,223,437,0.48241,0.57611
1995,Bavaria,Urban regions,No,0.47074,214,437,0.42389,0.51759
1995,Bavaria,Rural regions,Yes,0.68994,272,399,0.64450,0.73538
1995,Bavaria,Rural regions,No,0.31006,127,399,0.26462,0.35550
1995,Berlin,Urban regions,Yes,0.11507,36,288,0.07815,0.15199
1995,Berlin,Urban regions,No,0.88493,252,288,0.84801,0.92185
1995,Brandenburg,Rural regions,Yes,0.61329,158,261,0.55410,0.67249
1995,Brandenburg,Rural regions,No,0.38671,103,261,0.32751,0.44590
1995,Mecklenburg-Western Pomerania,Rural regions,Yes,0.56317,90,165,0.48726,0.63908
1995,Mecklenburg-Western Pomerania,Rural regions,No,0.43683,75,165,0.36092,0.51274
1995,Saxony,Urban regions,Yes,0.38811,109,274,0.33030,0.44592
1995,Saxony,Urban regions,No,0.61189,165,274,0.55408,0.66970
1995,Saxony,Rural regions,Yes,0.44894,118,248,0.38691,0.51097
1995,Saxony,Rural regions,No,0.55106,130,248,0.48903,0.61309
1995,Saxony-Anhalt,Urban regions,No,0.67444,41,41,0.52922,0.81966
1995,Saxony-Anhalt,Rural regions,Yes,0.54828,140,256,0.48719,0.60936
1995,Saxony-Anhalt,Rural regions,No,0.45172,116,256,0.39064,0.51281
1995,Thuringa,Urban regions,Yes,0.33102,38,94,0.23537,0.42666
1995,Thuringa,Urban regions,No,0.66898,56,94,0.57334,0.76463
1995,Thuringa,Rural regions,Yes,0.60322,137,208,0.53658,0.66987
1995,Thuringa,Rural regions,No,0.39678,71,208,0.33013,0.46342
1996,Schleswig-Holstein,Urban regions,Yes,0.67581,44,44,0.53591,0.81572
1996,Schleswig-Holstein,Rural regions,Yes,0.72807,58,58,0.61255,0.84358
1996,Hamburg,Urban regions,No,0.75176,57,57,0.63862,0.86491
1996,Lower Saxony,Urban regions,Yes,0.54986,138,269,0.49030,0.60943
1996,Lower Saxony,Urban regions,No,0.45014,131,269,0.39057,0.50970
1996,Lower Saxony,Rural regions,Yes,0.81307,200,249,0.76455,0.86159
1996,Lower Saxony,Rural regions,No,0.18693,49,249,0.13841,0.23545
1996,Bremen,Urban regions,No,0.62468,31,31,0.45141,0.79795
1996,North Rhine-Westphalia,Urban regions,Yes,0.57170,654,1222,0.54394,0.59945
1996,North Rhine-Westphalia,Urban regions,No,0.42830,568,1222,0.40055,0.45606
1996,Hesse,Urban regions,Yes,0.58342,196,378,0.53366,0.63319
1996,Hesse,Urban regions,No,0.41658,182,378,0.36681,0.46634
1996,Hesse,Rural regions,Yes,0.58292,44,44,0.43554,0.73030
1996,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.62950,177,279,0.57273,0.68627
1996,"Rhineland-Palatinate, Saarland",Urban regions,No,0.37050,102,279,0.31373,0.42727
1996,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.78333,47,47,0.66427,0.90238
1996,Baden-Wuerttemberg,Urban regions,Yes,0.61542,379,716,0.57976,0.65108
1996,Baden-Wuerttemberg,Urban regions,No,0.38458,337,716,0.34892,0.42024
1996,Baden-Wuerttemberg,Rural regions,Yes,0.72890,66,103,0.64264,0.81517
1996,Baden-Wuerttemberg,Rural regions,No,0.27110,37,103,0.18483,0.35736
1996,Bavaria,Urban regions,Yes,0.53019,220,428,0.48285,0.57753
1996,Bavaria,Urban regions,No,0.46981,208,428,0.42247,0.51715
1996,Bavaria,Rural regions,Yes,0.70537,284,408,0.66108,0.74966
1996,Bavaria,Rural regions,No,0.29463,124,408,0.25034,0.33892
1996,Berlin,Urban regions,Yes,0.11631,35,275,0.07835,0.15427
1996,Berlin,Urban regions,No,0.88369,240,275,0.84573,0.92165
1996,Brandenburg,Rural regions,Yes,0.61993,161,265,0.56137,0.67848
1996,Brandenburg,Rural regions,No,0.38007,104,265,0.32152,0.43863
1996,Mecklenburg-Western Pomerania,Rural regions,Yes,0.55805,92,164,0.48181,0.63429
1996,Mecklenburg-Western Pomerania,Rural regions,No,0.44195,72,164,0.36571,0.51819
1996,Saxony,Urban regions,Yes,0.38292,106,273,0.32515,0.44069
1996,Saxony,Urban regions,No,0.61708,167,273,0.55931,0.67485
1996,Saxony,Rural regions,Yes,0.52470,143,253,0.46304,0.58636
1996,Saxony,Rural regions,No,0.47530,110,253,0.41364,0.53696
1996,Saxony-Anhalt,Urban regions,No,0.76897,50,50,0.65095,0.88699
1996,Saxony-Anhalt,Rural regions,Yes,0.52683,132,240,0.46353,0.59013
1996,Saxony-Anhalt,Rural regions,No,0.47317,108,240,0.40987,0.53647
1996,Thuringa,Urban regions,Yes,0.31408,36,94,0.21975,0.40842
1996,Thuringa,Urban regions,No,0.68592,58,94,0.59158,0.78025
1996,Thuringa,Rural regions,Yes,0.58065,138,215,0.51454,0.64676
1996,Thuringa,Rural regions,No,0.41935,77,215,0.35324,0.48546
1997,Schleswig-Holstein,Urban regions,Yes,0.69593,42,42,0.55512,0.83674
1997,Schleswig-Holstein,Rural regions,Yes,0.74531,55,55,0.62910,0.86151
1997,Hamburg,Urban regions,No,0.72161,53,53,0.59979,0.84343
1997,Lower Saxony,Urban regions,Yes,0.55351,140,261,0.49308,0.61394
1997,Lower Saxony,Urban regions,No,0.44649,121,261,0.38606,0.50692
1997,Lower Saxony,Rural regions,Yes,0.81638,204,255,0.76876,0.86399
1997,Lower Saxony,Rural regions,No,0.18362,51,255,0.13601,0.23124
1997,North Rhine-Westphalia,Urban regions,Yes,0.57234,664,1209,0.54445,0.60024
1997,North Rhine-Westphalia,Urban regions,No,0.42766,545,1209,0.39976,0.45555
1997,Hesse,Urban regions,Yes,0.58971,189,352,0.53825,0.64117
1997,Hesse,Urban regions,No,0.41029,163,352,0.35883,0.46175
1997,Hesse,Rural regions,Yes,0.64551,45,45,0.50417,0.78686
1997,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.64236,187,288,0.58691,0.69782
1997,"Rhineland-Palatinate, Saarland",Urban regions,No,0.35764,101,288,0.30218,0.41309
1997,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.78292,48,48,0.66505,0.90078
1997,Baden-Wuerttemberg,Urban regions,Yes,0.60397,381,718,0.56818,0.63977
1997,Baden-Wuerttemberg,Urban regions,No,0.39603,337,718,0.36023,0.43182
1997,Baden-Wuerttemberg,Rural regions,Yes,0.74442,64,98,0.65761,0.83122
1997,Baden-Wuerttemberg,Rural regions,No,0.25558,34,98,0.16878,0.34239
1997,Bavaria,Urban regions,Yes,0.53788,223,418,0.49003,0.58574
1997,Bavaria,Urban regions,No,0.46212,195,418,0.41426,0.50997
1997,Bavaria,Rural regions,Yes,0.72718,288,403,0.68364,0.77073
1997,Bavaria,Rural regions,No,0.27282,115,403,0.22927,0.31636
1997,Berlin,Urban regions,Yes,0.13074,36,268,0.09031,0.17118
1997,Berlin,Urban regions,No,0.86926,232,268,0.82882,0.90969
1997,Brandenburg,Rural regions,Yes,0.59770,162,272,0.53931,0.65608
1997,Brandenburg,Rural regions,No,0.40230,110,272,0.34392,0.46069
1997,Mecklenburg-Western Pomerania,Rural regions,Yes,0.56680,93,162,0.49025,0.64334
1997,Mecklenburg-Western Pomerania,Rural regions,No,0.43320,69,162,0.35666,0.50975
1997,Saxony,Urban regions,Yes,0.36593,99,264,0.30771,0.42415
1997,Saxony,Urban regions,No,0.63407,165,264,0.57585,0.69229
1997,Saxony,Rural regions,Yes,0.54583,139,247,0.48361,0.60805
1997,Saxony,Rural regions,No,0.45417,108,247,0.39195,0.51639
1997,Saxony-Anhalt,Urban regions,No,0.76766,49,49,0.64818,0.88714
1997,Saxony-Anhalt,Rural regions,Yes,0.49552,131,242,0.43240,0.55865
1997,Saxony-Anhalt,Rural regions,No,0.50448,111,242,0.44135,0.56760
1997,Thuringa,Urban regions,Yes,0.31862,36,95,0.22443,0.41282
1997,Thuringa,Urban regions,No,0.68138,59,95,0.58718,0.77557
1997,Thuringa,Rural regions,Yes,0.57892,131,208,0.51166,0.64618
1997,Thuringa,Rural regions,No,0.42108,77,208,0.35382,0.48834
1998,Schleswig-Holstein,Urban regions,Yes,0.73938,69,69,0.63504,0.84372
1998,Schleswig-Holstein,Rural regions,Yes,0.75553,68,68,0.65262,0.85844
1998,Hamburg,Urban regions,No,0.77679,72,72,0.67993,0.87365
1998,Lower Saxony,Urban regions,Yes,0.56066,167,309,0.50523,0.61609
1998,Lower Saxony,Urban regions,No,0.43934,142,309,0.38391,0.49477
1998,Lower Saxony,Rural regions,Yes,0.82823,250,306,0.78590,0.87056
1998,Lower Saxony,Rural regions,No,0.17177,56,306,0.12944,0.21410
1998,Bremen,Urban regions,No,0.63727,35,35,0.47565,0.79888
1998,North Rhine-Westphalia,Urban regions,Yes,0.52812,777,1454,0.50245,0.55379
1998,North Rhine-Westphalia,Urban regions,No,0.47188,677,1454,0.44621,0.49755
1998,Hesse,Urban regions,Yes,0.54893,225,414,0.50094,0.59693
1998,Hesse,Urban regions,No,0.45107,189,414,0.40307,0.49906
1998,Hesse,Rural regions,Yes,0.73925,57,57,0.62426,0.85424
1998,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.62133,209,329,0.56883,0.67382
1998,"Rhineland-Palatinate, Saarland",Urban regions,No,0.37867,120,329,0.32618,0.43117
1998,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.64517,62,62,0.52509,0.76524
1998,Baden-Wuerttemberg,Urban regions,Yes,0.57662,429,815,0.54268,0.61056
1998,Baden-Wuerttemberg,Urban regions,No,0.42338,386,815,0.38944,0.45732
1998,Baden-Wuerttemberg,Rural regions,Yes,0.68424,72,106,0.59533,0.77315
1998,Baden-Wuerttemberg,Rural regions,No,0.31576,34,106,0.22685,0.40467
1998,Bavaria,Urban regions,Yes,0.52679,262,489,0.48249,0.57109
1998,Bavaria,Urban regions,No,0.47321,227,489,0.42891,0.51751
1998,Bavaria,Rural regions,Yes,0.71883,345,485,0.67878,0.75888
1998,Bavaria,Rural regions,No,0.28117,140,485,0.24112,0.32122
1998,Berlin,Urban regions,Yes,0.13651,42,316,0.09860,0.17443
1998,Berlin,Urban regions,No,0.86349,274,316,0.82557,0.90140
1998,Brandenburg,Rural regions,Yes,0.51949,158,301,0.46295,0.57603
1998,Brandenburg,Rural regions,No,0.48051,143,301,0.42397,0.53705
1998,Mecklenburg-Western Pomerania,Rural regions,Yes,0.48411,91,183,0.41150,0.55671
1998,Mecklenburg-Western Pomerania,Rural regions,No,0.51589,92,183,0.44329,0.58850
1998,Saxony,Urban regions,Yes,0.37145,111,292,0.31593,0.42696
1998,Saxony,Urban regions,No,0.62855,181,292,0.57304,0.68407
1998,Saxony,Rural regions,Yes,0.51268,152,286,0.45465,0.57072
1998,Saxony,Rural regions,No,0.48732,134,286,0.42928,0.54535
1998,Saxony-Anhalt,Urban regions,No,0.74006,50,50,0.61725,0.86287
1998,Saxony-Anhalt,Rural regions,Yes,0.45428,134,277,0.39554,0.51302
1998,Saxony-Anhalt,Rural regions,No,0.54572,143,277,0.48698,0.60446
1998,Thuringa,Urban regions,Yes,0.37626,47,105,0.28316,0.46937
1998,Thuringa,Urban regions,No,0.62374,58,105,0.53063,0.71684
1998,Thuringa,Rural regions,Yes,0.53832,147,249,0.47628,0.60037
1998,Thuringa,Rural regions,No,0.46168,102,249,0.39963,0.52372
1999,Schleswig-Holstein,Urban regions,Yes,0.72763,59,59,0.61306,0.84220
1999,Schleswig-Holstein,Rural regions,Yes,0.75581,69,69,0.65369,0.85792
1999,Hamburg,Urban regions,No,0.78046,62,62,0.67658,0.88434
1999,Lower Saxony,Urban regions,Yes,0.57561,167,300,0.51959,0.63163
1999,Lower Saxony,Urban regions,No,0.42439,133,300,0.36837,0.48041
1999,Lower Saxony,Rural regions,Yes,0.81497,239,296,0.77066,0.85929
1999,Lower Saxony,Rural regions,No,0.18503,57,296,0.14071,0.22934
1999,Bremen,Urban regions,No,0.65775,31,31,0.48796,0.82753
1999,North Rhine-Westphalia,Urban regions,Yes,0.51455,739,1371,0.48809,0.54102
1999,North Rhine-Westphalia,Urban regions,No,0.48545,632,1371,0.45898,0.51191
1999,Hesse,Urban regions,Yes,0.57506,227,395,0.52625,0.62387
1999,Hesse,Urban regions,No,0.42494,168,395,0.37613,0.47375
1999,Hesse,Rural regions,Yes,0.73443,51,51,0.61202,0.85685
1999,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.65645,210,315,0.60393,0.70898
1999,"Rhineland-Palatinate, Saarland",Urban regions,No,0.34355,105,315,0.29102,0.39607
1999,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.67260,64,64,0.55672,0.78848
1999,Baden-Wuerttemberg,Urban regions,Yes,0.57653,407,776,0.54174,0.61131
1999,Baden-Wuerttemberg,Urban regions,No,0.42347,369,776,0.38869,0.45826
1999,Baden-Wuerttemberg,Rural regions,Yes,0.68897,67,99,0.59732,0.78062
1999,Baden-Wuerttemberg,Rural regions,No,0.31103,32,99,0.21938,0.40268
1999,Bavaria,Urban regions,Yes,0.52868,247,473,0.48364,0.57371
1999,Bavaria,Urban regions,No,0.47132,226,473,0.42629,0.51636
1999,Bavaria,Rural regions,Yes,0.73426,336,459,0.69380,0.77471
1999,Bavaria,Rural regions,No,0.26574,123,459,0.22529,0.30620
1999,Berlin,Urban regions,Yes,0.14875,43,300,0.10841,0.18908
1999,Berlin,Urban regions,No,0.85125,257,300,0.81092,0.89159
1999,Brandenburg,Rural regions,Yes,0.54691,160,284,0.48891,0.60491
1999,Brandenburg,Rural regions,No,0.45309,124,284,0.39509,0.51109
1999,Mecklenburg-Western Pomerania,Rural regions,Yes,0.47658,87,180,0.40341,0.54975
1999,Mecklenburg-Western Pomerania,Rural regions,No,0.52342,93,180,0.45025,0.59659
1999,Saxony,Urban regions,Yes,0.38815,115,284,0.33137,0.44493
1999,Saxony,Urban regions,No,0.61185,169,284,0.55507,0.66863
1999,Saxony,Rural regions,Yes,0.53490,155,284,0.47678,0.59301
1999,Saxony,Rural regions,No,0.46510,129,284,0.40699,0.52322
1999,Saxony-Anhalt,Urban regions,No,0.73742,48,48,0.61162,0.86323
1999,Saxony-Anhalt,Rural regions,Yes,0.43601,134,276,0.37740,0.49462
1999,Saxony-Anhalt,Rural regions,No,0.56399,142,276,0.50538,0.62260
1999,Thuringa,Urban regions,Yes,0.39900,50,109,0.30664,0.49135
1999,Thuringa,Urban regions,No,0.60100,59,109,0.50865,0.69336
1999,Thuringa,Rural regions,Yes,0.54663,147,244,0.48404,0.60923
1999,Thuringa,Rural regions,No,0.45337,97,244,0.39077,0.51596
2000,Schleswig-Holstein,Urban regions,Yes,0.62337,103,166,0.54944,0.69731
2000,Schleswig-Holstein,Urban regions,No,0.37663,63,166,0.30269,0.45056
2000,Schleswig-Holstein,Rural regions,Yes,0.78801,186,234,0.73553,0.84049
2000,Schleswig-Holstein,Rural regions,No,0.21199,48,234,0.15951,0.26447
2000,Hamburg,Urban regions,Yes,0.27001,58,177,0.20442,0.33560
2000,Hamburg,Urban regions,No,0.72999,119,177,0.66440,0.79558
2000,Lower Saxony,Urban regions,Yes,0.59976,332,531,0.55805,0.64147
2000,Lower Saxony,Urban regions,No,0.40024,199,531,0.35853,0.44195
2000,Lower Saxony,Rural regions,Yes,0.81752,450,541,0.78494,0.85010
2000,Lower Saxony,Rural regions,No,0.18248,91,541,0.14990,0.21506
2000,Bremen,Urban regions,Yes,0.38877,49,109,0.29683,0.48070
2000,Bremen,Urban regions,No,0.61123,60,109,0.51930,0.70317
2000,North Rhine-Westphalia,Urban regions,Yes,0.54236,1561,2669,0.52346,0.56127
2000,North Rhine-Westphalia,Urban regions,No,0.45764,1108,2669,0.43873,0.47654
2000,North Rhine-Westphalia,Rural regions,Yes,0.57241,44,75,0.45969,0.68513
2000,North Rhine-Westphalia,Rural regions,No,0.42759,31,75,0.31487,0.54031
2000,Hesse,Urban regions,Yes,0.54440,422,726,0.50815,0.58065
2000,Hesse,Urban regions,No,0.45560,304,726,0.41935,0.49185
2000,Hesse,Rural regions,Yes,0.84482,140,140,0.78463,0.90501
2000,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.61851,383,594,0.57941,0.65761
2000,"Rhineland-Palatinate, Saarland",Urban regions,No,0.38149,211,594,0.34239,0.42059
2000,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.70497,141,185,0.63907,0.77086
2000,"Rhineland-Palatinate, Saarland",Rural regions,No,0.29503,44,185,0.22914,0.36093
2000,Baden-Wuerttemberg,Urban regions,Yes,0.59158,809,1351,0.56536,0.61781
2000,Baden-Wuerttemberg,Urban regions,No,0.40842,542,1351,0.38219,0.43464
2000,Baden-Wuerttemberg,Rural regions,Yes,0.63143,103,157,0.55572,0.70713
2000,Baden-Wuerttemberg,Rural regions,No,0.36857,54,157,0.29287,0.44428
2000,Bavaria,Urban regions,Yes,0.53401,496,877,0.50097,0.56704
2000,Bavaria,Urban regions,No,0.46599,381,877,0.43296,0.49903
2000,Bavaria,Rural regions,Yes,0.72375,691,912,0.69471,0.75278
2000,Bavaria,Rural regions,No,0.27625,221,912,0.24722,0.30529
2000,Berlin,Urban regions,Yes,0.13851,74,499,0.10817,0.16885
2000,Berlin,Urban regions,No,0.86149,425,499,0.83115,0.89183
2000,Brandenburg,Urban regions,No,0.83050,31,31,0.69624,0.96476
2000,Brandenburg,Rural regions,Yes,0.50672,272,489,0.46236,0.55107
2000,Brandenburg,Rural regions,No,0.49328,217,489,0.44893,0.53764
2000,Mecklenburg-Western Pomerania,Urban regions,No,0.89743,39,39,0.80096,0.99389
2000,Mecklenburg-Western Pomerania,Rural regions,Yes,0.47857,139,270,0.41887,0.53827
2000,Mecklenburg-Western Pomerania,Rural regions,No,0.52143,131,270,0.46173,0.58113
2000,Saxony,Urban regions,Yes,0.38663,180,428,0.34044,0.43282
2000,Saxony,Urban regions,No,0.61337,248,428,0.56718,0.65956
2000,Saxony,Rural regions,Yes,0.54558,275,480,0.50099,0.59018
2000,Saxony,Rural regions,No,0.45442,205,480,0.40982,0.49901
2000,Saxony-Anhalt,Urban regions,Yes,0.42351,48,108,0.32988,0.51713
2000,Saxony-Anhalt,Urban regions,No,0.57649,60,108,0.48287,0.67012
2000,Saxony-Anhalt,Rural regions,Yes,0.53791,245,423,0.49034,0.58548
2000,Saxony-Anhalt,Rural regions,No,0.46209,178,423,0.41452,0.50966
2000,Thuringa,Urban regions,Yes,0.34346,58,147,0.26643,0.42049
2000,Thuringa,Urban regions,No,0.65654,89,147,0.57951,0.73357
2000,Thuringa,Rural regions,Yes,0.58272,241,384,0.53333,0.63210
2000,Thuringa,Rural regions,No,0.41728,143,384,0.36790,0.46667
2001,Schleswig-Holstein,Urban regions,Yes,0.57425,93,157,0.49666,0.65184
2001,Schleswig-Holstein,Urban regions,No,0.42575,64,157,0.34816,0.50334
2001,Schleswig-Holstein,Rural regions,Yes,0.78500,163,204,0.72848,0.84151
2001,Schleswig-Holstein,Rural regions,No,0.21500,41,204,0.15849,0.27152
2001,Hamburg,Urban regions,Yes,0.26965,54,170,0.20275,0.33656
2001,Hamburg,Urban regions,No,0.73035,116,170,0.66344,0.79725
2001,Lower Saxony,Urban regions,Yes,0.62278,301,477,0.57924,0.66633
2001,Lower Saxony,Urban regions,No,0.37722,176,477,0.33367,0.42076
2001,Lower Saxony,Rural regions,Yes,0.83252,404,474,0.79887,0.86617
2001,Lower Saxony,Rural regions,No,0.16748,70,474,0.13383,0.20113
2001,Bremen,Urban regions,Yes,0.41473,44,94,0.31459,0.51486
2001,Bremen,Urban regions,No,0.58527,50,94,0.48514,0.68541
2001,North Rhine-Westphalia,Urban regions,Yes,0.55498,1411,2381,0.53501,0.57495
2001,North Rhine-Westphalia,Urban regions,No,0.44502,970,2381,0.42505,0.46499
2001,North Rhine-Westphalia,Rural regions,Yes,0.51110,34,34,0.34054,0.68165
2001,Hesse,Urban regions,Yes,0.54230,361,623,0.50315,0.58146
2001,Hesse,Urban regions,No,0.45770,262,623,0.41854,0.49685
2001,Hesse,Rural regions,Yes,0.81746,125,125,0.74947,0.88545
2001,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.63901,363,546,0.59868,0.67933
2001,"Rhineland-Palatinate, Saarland",Urban regions,No,0.36099,183,546,0.32067,0.40132
2001,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.73214,132,169,0.66517,0.79911
2001,"Rhineland-Palatinate, Saarland",Rural regions,No,0.26786,37,169,0.20089,0.33483
2001,Baden-Wuerttemberg,Urban regions,Yes,0.57310,701,1198,0.54508,0.60112
2001,Baden-Wuerttemberg,Urban regions,No,0.42690,497,1198,0.39888,0.45492
2001,Baden-Wuerttemberg,Rural regions,Yes,0.63985,88,132,0.55765,0.72206
2001,Baden-Wuerttemberg,Rural regions,No,0.36015,44,132,0.27794,0.44235
2001,Bavaria,Urban regions,Yes,0.54948,454,792,0.51480,0.58415
2001,Bavaria,Urban regions,No,0.45052,338,792,0.41585,0.48520
2001,Bavaria,Rural regions,Yes,0.73015,614,806,0.69948,0.76081
2001,Bavaria,Rural regions,No,0.26985,192,806,0.23919,0.30052
2001,Berlin,Urban regions,Yes,0.13698,72,469,0.10583,0.16813
2001,Berlin,Urban regions,No,0.86302,397,469,0.83187,0.89417
2001,Brandenburg,Rural regions,Yes,0.54869,263,453,0.50281,0.59456
2001,Brandenburg,Rural regions,No,0.45131,190,453,0.40544,0.49719
2001,Mecklenburg-Western Pomerania,Urban regions,No,0.89478,35,35,0.79164,0.99792
2001,Mecklenburg-Western Pomerania,Rural regions,Yes,0.49034,126,245,0.42761,0.55307
2001,Mecklenburg-Western Pomerania,Rural regions,No,0.50966,119,245,0.44693,0.57239
2001,Saxony,Urban regions,Yes,0.38881,177,405,0.34127,0.43634
2001,Saxony,Urban regions,No,0.61119,228,405,0.56366,0.65873
2001,Saxony,Rural regions,Yes,0.52598,242,424,0.47839,0.57356
2001,Saxony,Rural regions,No,0.47402,182,424,0.42644,0.52161
2001,Saxony-Anhalt,Urban regions,Yes,0.43308,46,100,0.33548,0.53069
2001,Saxony-Anhalt,Urban regions,No,0.56692,54,100,0.46931,0.66452
2001,Saxony-Anhalt,Rural regions,Yes,0.56287,237,397,0.51402,0.61173
2001,Saxony-Anhalt,Rural regions,No,0.43713,160,397,0.38827,0.48598
2001,Thuringa,Urban regions,Yes,0.32121,58,142,0.24413,0.39828
2001,Thuringa,Urban regions,No,0.67879,84,142,0.60172,0.75587
2001,Thuringa,Rural regions,Yes,0.56122,220,345,0.50878,0.61366
2001,Thuringa,Rural regions,No,0.43878,125,345,0.38634,0.49122
2002,Schleswig-Holstein,Urban regions,Yes,0.51584,99,169,0.44027,0.59142
2002,Schleswig-Holstein,Urban regions,No,0.48416,70,169,0.40858,0.55973
2002,Schleswig-Holstein,Rural regions,Yes,0.76658,177,222,0.71081,0.82235
2002,Schleswig-Holstein,Rural regions,No,0.23342,45,222,0.17765,0.28919
2002,Hamburg,Urban regions,Yes,0.29464,75,187,0.22912,0.36016
2002,Hamburg,Urban regions,No,0.70536,112,187,0.63984,0.77088
2002,Lower Saxony,Urban regions,Yes,0.63810,346,507,0.59623,0.67997
2002,Lower Saxony,Urban regions,No,0.36190,161,507,0.32003,0.40377
2002,Lower Saxony,Rural regions,Yes,0.82839,424,506,0.79551,0.86128
2002,Lower Saxony,Rural regions,No,0.17161,82,506,0.13872,0.20449
2002,Bremen,Urban regions,Yes,0.46944,52,101,0.37162,0.56726
2002,Bremen,Urban regions,No,0.53056,49,101,0.43274,0.62838
2002,North Rhine-Westphalia,Urban regions,Yes,0.55550,1543,2490,0.53598,0.57502
2002,North Rhine-Westphalia,Urban regions,No,0.44450,947,2490,0.42498,0.46402
2002,North Rhine-Westphalia,Rural regions,Yes,0.51450,34,34,0.34398,0.68503
2002,Hesse,Urban regions,Yes,0.54339,439,704,0.50657,0.58021
2002,Hesse,Urban regions,No,0.45661,265,704,0.41979,0.49343
2002,Hesse,Rural regions,Yes,0.80506,120,120,0.73388,0.87624
2002,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.65161,385,553,0.61186,0.69136
2002,"Rhineland-Palatinate, Saarland",Urban regions,No,0.34839,168,553,0.30864,0.38814
2002,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.74668,133,171,0.68130,0.81206
2002,"Rhineland-Palatinate, Saarland",Rural regions,No,0.25332,38,171,0.18794,0.31870
2002,Baden-Wuerttemberg,Urban regions,Yes,0.56647,767,1276,0.53927,0.59367
2002,Baden-Wuerttemberg,Urban regions,No,0.43353,509,1276,0.40633,0.46073
2002,Baden-Wuerttemberg,Rural regions,Yes,0.69625,94,130,0.61689,0.77561
2002,Baden-Wuerttemberg,Rural regions,No,0.30375,36,130,0.22439,0.38311
2002,Bavaria,Urban regions,Yes,0.54026,516,871,0.50714,0.57338
2002,Bavaria,Urban regions,No,0.45974,355,871,0.42662,0.49286
2002,Bavaria,Rural regions,Yes,0.73580,646,826,0.70572,0.76589
2002,Bavaria,Rural regions,No,0.26420,180,826,0.23411,0.29428
2002,Berlin,Urban regions,Yes,0.13437,92,483,0.10392,0.16481
2002,Berlin,Urban regions,No,0.86563,391,483,0.83519,0.89608
2002,Brandenburg,Rural regions,Yes,0.55951,268,455,0.51384,0.60517
2002,Brandenburg,Rural regions,No,0.44049,187,455,0.39483,0.48616
2002,Mecklenburg-Western Pomerania,Urban regions,No,0.88606,33,33,0.77596,0.99615
2002,Mecklenburg-Western Pomerania,Rural regions,Yes,0.47413,127,237,0.41042,0.53784
2002,Mecklenburg-Western Pomerania,Rural regions,No,0.52587,110,237,0.46216,0.58958
2002,Saxony,Urban regions,Yes,0.40317,187,407,0.35546,0.45089
2002,Saxony,Urban regions,No,0.59683,220,407,0.54911,0.64454
2002,Saxony,Rural regions,Yes,0.54999,255,422,0.50247,0.59751
2002,Saxony,Rural regions,No,0.45001,167,422,0.40249,0.49753
2002,Saxony-Anhalt,Urban regions,Yes,0.37545,43,98,0.27908,0.47182
2002,Saxony-Anhalt,Urban regions,No,0.62455,55,98,0.52818,0.72092
2002,Saxony-Anhalt,Rural regions,Yes,0.55062,239,398,0.50169,0.59955
