year,bula_h,quintil_oecd_hh,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Saxony-Anhalt,3rd Quintile,Yes,0.52885,41,81,0.41947,0.63824
1994,Saxony-Anhalt,3rd Quintile,No,0.47115,40,81,0.36176,0.58053
1994,Thuringa,1st Quintile,Yes,0.48212,53,96,0.38164,0.58260
1994,Thuringa,1st Quintile,No,0.51788,43,96,0.41740,0.61836
1994,Thuringa,2nd Quintile,Yes,0.50688,51,91,0.40359,0.61017
1994,Thuringa,2nd Quintile,No,0.49312,40,91,0.38983,0.59641
1994,Thuringa,3rd Quintile,Yes,0.52145,43,75,0.40763,0.63526
1994,Thuringa,3rd Quintile,No,0.47855,32,75,0.36474,0.59237
1995,Lower Saxony,1st Quintile,Yes,0.53471,49,100,0.43646,0.63297
1995,Lower Saxony,1st Quintile,No,0.46529,51,100,0.36703,0.56354
1995,Lower Saxony,2nd Quintile,Yes,0.70103,62,94,0.60798,0.79408
1995,Lower Saxony,2nd Quintile,No,0.29897,32,94,0.20592,0.39202
1995,Lower Saxony,3rd Quintile,Yes,0.70190,75,114,0.61756,0.78624
1995,Lower Saxony,3rd Quintile,No,0.29810,39,114,0.21376,0.38244
1995,Lower Saxony,4th Quintile,Yes,0.68519,74,109,0.59760,0.77278
1995,Lower Saxony,4th Quintile,No,0.31481,35,109,0.22722,0.40240
1995,Lower Saxony,5th Quintile,Yes,0.88425,85,85,0.81583,0.95266
1995,North Rhine-Westphalia,1st Quintile,Yes,0.41169,101,264,0.35221,0.47117
1995,North Rhine-Westphalia,1st Quintile,No,0.58831,163,264,0.52883,0.64779
1995,North Rhine-Westphalia,2nd Quintile,Yes,0.45820,109,253,0.39668,0.51971
1995,North Rhine-Westphalia,2nd Quintile,No,0.54180,144,253,0.48029,0.60332
1995,North Rhine-Westphalia,3rd Quintile,Yes,0.56963,140,251,0.50825,0.63101
1995,North Rhine-Westphalia,3rd Quintile,No,0.43037,111,251,0.36899,0.49175
1995,North Rhine-Westphalia,4th Quintile,Yes,0.64089,137,229,0.57862,0.70317
1995,North Rhine-Westphalia,4th Quintile,No,0.35911,92,229,0.29683,0.42138
1995,North Rhine-Westphalia,5th Quintile,Yes,0.74787,191,263,0.69529,0.80045
1995,North Rhine-Westphalia,5th Quintile,No,0.25213,72,263,0.19955,0.30471
1995,Hesse,1st Quintile,No,0.66007,69,69,0.54748,0.77266
1995,Hesse,2nd Quintile,Yes,0.59758,44,91,0.49626,0.69889
1995,Hesse,2nd Quintile,No,0.40242,47,91,0.30111,0.50374
1995,Hesse,3rd Quintile,Yes,0.58303,47,97,0.48440,0.68166
1995,Hesse,3rd Quintile,No,0.41697,50,97,0.31834,0.51560
1995,Hesse,4th Quintile,Yes,0.64929,53,89,0.54959,0.74899
1995,Hesse,4th Quintile,No,0.35071,36,89,0.25101,0.45041
1995,Hesse,5th Quintile,Yes,0.63613,68,102,0.54230,0.72996
1995,Hesse,5th Quintile,No,0.36387,34,102,0.27004,0.45770
1995,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.43194,33,83,0.32473,0.53916
1995,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.56806,50,83,0.46084,0.67527
1995,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.57813,41,41,0.42508,0.73118
1995,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.69030,46,46,0.55521,0.82540
1995,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.80143,54,54,0.69402,0.90883
1995,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.75531,47,47,0.63107,0.87954
1995,Baden-Wuerttemberg,1st Quintile,Yes,0.54781,66,152,0.46842,0.62719
1995,Baden-Wuerttemberg,1st Quintile,No,0.45219,86,152,0.37281,0.53158
1995,Baden-Wuerttemberg,2nd Quintile,Yes,0.55714,92,181,0.48457,0.62970
1995,Baden-Wuerttemberg,2nd Quintile,No,0.44286,89,181,0.37030,0.51543
1995,Baden-Wuerttemberg,3rd Quintile,Yes,0.66035,101,170,0.58894,0.73175
1995,Baden-Wuerttemberg,3rd Quintile,No,0.33965,69,170,0.26825,0.41106
1995,Baden-Wuerttemberg,4th Quintile,Yes,0.66703,101,170,0.59597,0.73808
1995,Baden-Wuerttemberg,4th Quintile,No,0.33297,69,170,0.26192,0.40403
1995,Baden-Wuerttemberg,5th Quintile,Yes,0.70525,110,168,0.63610,0.77440
1995,Baden-Wuerttemberg,5th Quintile,No,0.29475,58,168,0.22560,0.36390
1995,Bavaria,1st Quintile,Yes,0.48904,62,136,0.40472,0.57336
1995,Bavaria,1st Quintile,No,0.51096,74,136,0.42664,0.59528
1995,Bavaria,2nd Quintile,Yes,0.52632,73,145,0.44476,0.60787
1995,Bavaria,2nd Quintile,No,0.47368,72,145,0.39213,0.55524
1995,Bavaria,3rd Quintile,Yes,0.66524,107,167,0.59345,0.73703
1995,Bavaria,3rd Quintile,No,0.33476,60,167,0.26297,0.40655
1995,Bavaria,4th Quintile,Yes,0.64885,124,195,0.58169,0.71602
1995,Bavaria,4th Quintile,No,0.35115,71,195,0.28398,0.41831
1995,Bavaria,5th Quintile,Yes,0.65063,128,192,0.58301,0.71825
1995,Bavaria,5th Quintile,No,0.34937,64,192,0.28175,0.41699
1995,Berlin,1st Quintile,No,0.93175,59,59,0.86686,0.99665
1995,Berlin,2nd Quintile,No,0.90769,49,49,0.82580,0.98958
1995,Berlin,3rd Quintile,No,0.92838,49,49,0.85543,1.00133
1995,Berlin,4th Quintile,No,0.85093,55,55,0.75593,0.94592
1995,Berlin,5th Quintile,No,0.82319,40,40,0.70345,0.94293
1995,Brandenburg,1st Quintile,No,0.57313,34,34,0.40436,0.74189
1995,Brandenburg,2nd Quintile,Yes,0.65117,62,62,0.53156,0.77077
1995,Brandenburg,3rd Quintile,Yes,0.57766,36,36,0.41402,0.74130
1995,Mecklenburg-Western Pomerania,2nd Quintile,No,0.61261,32,32,0.44112,0.78410
1995,Saxony,1st Quintile,Yes,0.37340,56,138,0.29240,0.45440
1995,Saxony,1st Quintile,No,0.62660,82,138,0.54560,0.70760
1995,Saxony,2nd Quintile,Yes,0.43385,80,166,0.35822,0.50947
1995,Saxony,2nd Quintile,No,0.56615,86,166,0.49053,0.64178
1995,Saxony,3rd Quintile,Yes,0.38683,42,111,0.29581,0.47784
1995,Saxony,3rd Quintile,No,0.61317,69,111,0.52216,0.70419
1995,Saxony,4th Quintile,Yes,0.51848,33,75,0.40463,0.63232
1995,Saxony,4th Quintile,No,0.48152,42,75,0.36768,0.59537
1995,Saxony-Anhalt,1st Quintile,No,0.57409,46,46,0.42961,0.71857
1995,Saxony-Anhalt,2nd Quintile,Yes,0.46444,42,87,0.35903,0.56985
1995,Saxony-Anhalt,2nd Quintile,No,0.53556,45,87,0.43015,0.64097
1995,Saxony-Anhalt,3rd Quintile,Yes,0.55813,42,78,0.44721,0.66906
1995,Saxony-Anhalt,3rd Quintile,No,0.44187,36,78,0.33094,0.55279
1995,Saxony-Anhalt,4th Quintile,Yes,0.55924,31,31,0.38157,0.73690
1995,Thuringa,1st Quintile,Yes,0.40106,37,77,0.29087,0.51125
1995,Thuringa,1st Quintile,No,0.59894,40,77,0.48875,0.70913
1995,Thuringa,2nd Quintile,Yes,0.55876,53,90,0.45560,0.66192
1995,Thuringa,2nd Quintile,No,0.44124,37,90,0.33808,0.54440
1995,Thuringa,3rd Quintile,Yes,0.53958,49,49,0.39857,0.68058
1996,Lower Saxony,1st Quintile,Yes,0.51949,48,98,0.42007,0.61892
1996,Lower Saxony,1st Quintile,No,0.48051,50,98,0.38108,0.57993
1996,Lower Saxony,2nd Quintile,Yes,0.65104,56,89,0.55145,0.75062
1996,Lower Saxony,2nd Quintile,No,0.34896,33,89,0.24938,0.44855
1996,Lower Saxony,3rd Quintile,Yes,0.67319,77,119,0.58856,0.75782
1996,Lower Saxony,3rd Quintile,No,0.32681,42,119,0.24218,0.41144
1996,Lower Saxony,4th Quintile,Yes,0.69514,78,115,0.61064,0.77965
1996,Lower Saxony,4th Quintile,No,0.30486,37,115,0.22035,0.38936
1996,Lower Saxony,5th Quintile,Yes,0.82055,79,79,0.73539,0.90571
1996,North Rhine-Westphalia,1st Quintile,Yes,0.39843,96,273,0.34025,0.45661
1996,North Rhine-Westphalia,1st Quintile,No,0.60157,177,273,0.54339,0.65975
1996,North Rhine-Westphalia,2nd Quintile,Yes,0.52341,131,266,0.46328,0.58355
1996,North Rhine-Westphalia,2nd Quintile,No,0.47659,135,266,0.41645,0.53672
1996,North Rhine-Westphalia,3rd Quintile,Yes,0.55904,124,221,0.49343,0.62465
1996,North Rhine-Westphalia,3rd Quintile,No,0.44096,97,221,0.37535,0.50657
1996,North Rhine-Westphalia,4th Quintile,Yes,0.57833,138,245,0.51637,0.64029
1996,North Rhine-Westphalia,4th Quintile,No,0.42167,107,245,0.35971,0.48363
1996,North Rhine-Westphalia,5th Quintile,Yes,0.76120,187,248,0.70803,0.81437
1996,North Rhine-Westphalia,5th Quintile,No,0.23880,61,248,0.18563,0.29197
1996,Hesse,1st Quintile,Yes,0.38139,32,105,0.28804,0.47475
1996,Hesse,1st Quintile,No,0.61861,73,105,0.52525,0.71196
1996,Hesse,2nd Quintile,Yes,0.54833,35,74,0.43417,0.66249
1996,Hesse,2nd Quintile,No,0.45167,39,74,0.33751,0.56583
1996,Hesse,3rd Quintile,Yes,0.57985,46,87,0.47553,0.68417
1996,Hesse,3rd Quintile,No,0.42015,41,87,0.31583,0.52447
1996,Hesse,4th Quintile,Yes,0.71145,59,59,0.59484,0.82806
1996,Hesse,5th Quintile,Yes,0.67317,68,68,0.56085,0.78548
1996,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.57292,43,43,0.42332,0.72252
1996,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.59785,41,41,0.44589,0.74980
1996,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.65863,45,45,0.51852,0.79874
1996,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.80095,61,61,0.69992,0.90198
1996,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.81421,47,47,0.70181,0.92661
1996,Baden-Wuerttemberg,1st Quintile,Yes,0.45636,57,156,0.37795,0.53478
1996,Baden-Wuerttemberg,1st Quintile,No,0.54364,99,156,0.46522,0.62205
1996,Baden-Wuerttemberg,2nd Quintile,Yes,0.58181,79,164,0.50608,0.65753
1996,Baden-Wuerttemberg,2nd Quintile,No,0.41819,85,164,0.34247,0.49392
1996,Baden-Wuerttemberg,3rd Quintile,Yes,0.65216,90,162,0.57859,0.72574
1996,Baden-Wuerttemberg,3rd Quintile,No,0.34784,72,162,0.27426,0.42141
1996,Baden-Wuerttemberg,4th Quintile,Yes,0.69345,114,178,0.62553,0.76138
1996,Baden-Wuerttemberg,4th Quintile,No,0.30655,64,178,0.23862,0.37447
1996,Baden-Wuerttemberg,5th Quintile,Yes,0.70795,105,159,0.63705,0.77885
1996,Baden-Wuerttemberg,5th Quintile,No,0.29205,54,159,0.22115,0.36295
1996,Bavaria,1st Quintile,Yes,0.50213,68,149,0.42158,0.58269
1996,Bavaria,1st Quintile,No,0.49787,81,149,0.41731,0.57842
1996,Bavaria,2nd Quintile,Yes,0.55233,79,141,0.46996,0.63470
1996,Bavaria,2nd Quintile,No,0.44767,62,141,0.36530,0.53004
1996,Bavaria,3rd Quintile,Yes,0.66482,109,177,0.59508,0.73456
1996,Bavaria,3rd Quintile,No,0.33518,68,177,0.26544,0.40492
1996,Bavaria,4th Quintile,Yes,0.59403,106,175,0.52107,0.66700
1996,Bavaria,4th Quintile,No,0.40597,69,175,0.33300,0.47893
1996,Bavaria,5th Quintile,Yes,0.71061,142,194,0.64663,0.77459
1996,Bavaria,5th Quintile,No,0.28939,52,194,0.22541,0.35337
1996,Berlin,1st Quintile,No,0.87466,50,50,0.78194,0.96737
1996,Berlin,2nd Quintile,No,0.91340,43,43,0.82834,0.99846
1996,Berlin,3rd Quintile,No,0.97244,54,54,0.92836,1.01651
1996,Berlin,4th Quintile,No,0.79669,47,47,0.68039,0.91300
1996,Berlin,5th Quintile,No,0.85474,46,46,0.75179,0.95769
1996,Brandenburg,1st Quintile,No,0.53054,33,33,0.35762,0.70346
1996,Brandenburg,2nd Quintile,Yes,0.60530,48,81,0.49819,0.71241
1996,Brandenburg,2nd Quintile,No,0.39470,33,81,0.28759,0.50181
1996,Brandenburg,3rd Quintile,Yes,0.59548,34,34,0.42803,0.76294
1996,Brandenburg,4th Quintile,Yes,0.67165,35,35,0.51380,0.82951
1996,Saxony,1st Quintile,Yes,0.31355,45,127,0.23254,0.39456
1996,Saxony,1st Quintile,No,0.68645,82,127,0.60544,0.76746
1996,Saxony,2nd Quintile,Yes,0.55301,84,150,0.47318,0.63284
1996,Saxony,2nd Quintile,No,0.44699,66,150,0.36716,0.52682
1996,Saxony,3rd Quintile,Yes,0.53110,66,128,0.44431,0.61790
1996,Saxony,3rd Quintile,No,0.46890,62,128,0.38210,0.55569
1996,Saxony,4th Quintile,Yes,0.43932,36,81,0.33056,0.54807
1996,Saxony,4th Quintile,No,0.56068,45,81,0.45193,0.66944
1996,Saxony-Anhalt,1st Quintile,No,0.68029,44,44,0.54089,0.81968
1996,Saxony-Anhalt,2nd Quintile,Yes,0.35166,34,87,0.25074,0.45258
1996,Saxony-Anhalt,2nd Quintile,No,0.64834,53,87,0.54742,0.74926
1996,Saxony-Anhalt,3rd Quintile,Yes,0.60282,46,79,0.49423,0.71141
1996,Saxony-Anhalt,3rd Quintile,No,0.39718,33,79,0.28859,0.50577
1996,Saxony-Anhalt,4th Quintile,Yes,0.68392,37,37,0.53204,0.83580
1996,Thuringa,1st Quintile,Yes,0.36969,31,74,0.25895,0.48043
1996,Thuringa,1st Quintile,No,0.63031,43,74,0.51957,0.74105
1996,Thuringa,2nd Quintile,Yes,0.51906,51,91,0.41584,0.62229
1996,Thuringa,2nd Quintile,No,0.48094,40,91,0.37771,0.58416
1996,Thuringa,3rd Quintile,Yes,0.59252,57,88,0.48926,0.69577
1996,Thuringa,3rd Quintile,No,0.40748,31,88,0.30423,0.51074
1997,Lower Saxony,1st Quintile,Yes,0.58007,52,103,0.48429,0.67586
1997,Lower Saxony,1st Quintile,No,0.41993,51,103,0.32414,0.51571
1997,Lower Saxony,2nd Quintile,Yes,0.63713,58,58,0.51230,0.76195
1997,Lower Saxony,3rd Quintile,Yes,0.63622,74,113,0.54712,0.72532
1997,Lower Saxony,3rd Quintile,No,0.36378,39,113,0.27468,0.45288
1997,Lower Saxony,4th Quintile,Yes,0.74284,77,109,0.66041,0.82527
1997,Lower Saxony,4th Quintile,No,0.25716,32,109,0.17473,0.33959
1997,Lower Saxony,5th Quintile,Yes,0.81357,83,83,0.72928,0.89787
1997,North Rhine-Westphalia,1st Quintile,Yes,0.38240,98,259,0.32310,0.44170
1997,North Rhine-Westphalia,1st Quintile,No,0.61760,161,259,0.55830,0.67690
1997,North Rhine-Westphalia,2nd Quintile,Yes,0.50258,120,257,0.44133,0.56383
1997,North Rhine-Westphalia,2nd Quintile,No,0.49742,137,257,0.43617,0.55867
1997,North Rhine-Westphalia,3rd Quintile,Yes,0.54874,138,236,0.48512,0.61237
1997,North Rhine-Westphalia,3rd Quintile,No,0.45126,98,236,0.38763,0.51488
1997,North Rhine-Westphalia,4th Quintile,Yes,0.61557,140,244,0.55440,0.67673
1997,North Rhine-Westphalia,4th Quintile,No,0.38443,104,244,0.32327,0.44560
1997,North Rhine-Westphalia,5th Quintile,Yes,0.76885,193,248,0.71627,0.82142
1997,North Rhine-Westphalia,5th Quintile,No,0.23115,55,248,0.17858,0.28373
1997,Hesse,1st Quintile,No,0.69968,60,60,0.58271,0.81665
1997,Hesse,2nd Quintile,Yes,0.55755,39,77,0.44588,0.66922
1997,Hesse,2nd Quintile,No,0.44245,38,77,0.33078,0.55412
1997,Hesse,3rd Quintile,Yes,0.65770,48,86,0.55683,0.75857
1997,Hesse,3rd Quintile,No,0.34230,38,86,0.24143,0.44317
1997,Hesse,4th Quintile,Yes,0.65112,56,56,0.52516,0.77708
1997,Hesse,5th Quintile,Yes,0.75352,68,68,0.65032,0.85671
1997,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.53299,36,71,0.41611,0.64987
1997,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.46701,35,71,0.35013,0.58389
1997,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.67141,47,47,0.53567,0.80715
1997,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.67719,53,53,0.55011,0.80427
1997,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.69640,54,54,0.57261,0.82019
1997,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.78163,45,45,0.65956,0.90371
1997,Baden-Wuerttemberg,1st Quintile,Yes,0.43692,57,165,0.36101,0.51283
1997,Baden-Wuerttemberg,1st Quintile,No,0.56308,108,165,0.48717,0.63899
1997,Baden-Wuerttemberg,2nd Quintile,Yes,0.67584,81,153,0.60143,0.75025
1997,Baden-Wuerttemberg,2nd Quintile,No,0.32416,72,153,0.24975,0.39857
1997,Baden-Wuerttemberg,3rd Quintile,Yes,0.61446,96,171,0.54130,0.68763
1997,Baden-Wuerttemberg,3rd Quintile,No,0.38554,75,171,0.31237,0.45870
1997,Baden-Wuerttemberg,4th Quintile,Yes,0.64003,110,185,0.57068,0.70939
1997,Baden-Wuerttemberg,4th Quintile,No,0.35997,75,185,0.29061,0.42932
1997,Baden-Wuerttemberg,5th Quintile,Yes,0.73551,101,141,0.66244,0.80857
1997,Baden-Wuerttemberg,5th Quintile,No,0.26449,40,141,0.19143,0.33756
1997,Bavaria,1st Quintile,Yes,0.54177,65,130,0.45579,0.62776
1997,Bavaria,1st Quintile,No,0.45823,65,130,0.37224,0.54421
1997,Bavaria,2nd Quintile,Yes,0.52176,87,163,0.44483,0.59868
1997,Bavaria,2nd Quintile,No,0.47824,76,163,0.40132,0.55517
1997,Bavaria,3rd Quintile,Yes,0.73606,113,165,0.66860,0.80352
1997,Bavaria,3rd Quintile,No,0.26394,52,165,0.19648,0.33140
1997,Bavaria,4th Quintile,Yes,0.63185,105,165,0.55803,0.70566
1997,Bavaria,4th Quintile,No,0.36815,60,165,0.29434,0.44197
1997,Bavaria,5th Quintile,Yes,0.67715,141,198,0.61186,0.74244
1997,Bavaria,5th Quintile,No,0.32285,57,198,0.25756,0.38814
1997,Berlin,1st Quintile,No,0.94188,57,57,0.88060,1.00316
1997,Berlin,2nd Quintile,No,0.87110,33,33,0.75500,0.98720
1997,Berlin,3rd Quintile,No,0.90875,54,54,0.83122,0.98628
1997,Berlin,4th Quintile,No,0.82481,45,45,0.71249,0.93713
1997,Berlin,5th Quintile,No,0.80597,43,43,0.68637,0.92557
1997,Brandenburg,1st Quintile,No,0.54928,33,33,0.37689,0.72168
1997,Brandenburg,2nd Quintile,Yes,0.60916,53,88,0.50663,0.71169
1997,Brandenburg,2nd Quintile,No,0.39084,35,88,0.28831,0.49337
1997,Brandenburg,3rd Quintile,Yes,0.57084,35,66,0.45051,0.69117
1997,Brandenburg,3rd Quintile,No,0.42916,31,66,0.30883,0.54949
1997,Saxony,1st Quintile,Yes,0.43394,51,114,0.34256,0.52532
1997,Saxony,1st Quintile,No,0.56606,63,114,0.47468,0.65744
1997,Saxony,2nd Quintile,Yes,0.46766,74,155,0.38886,0.54647
1997,Saxony,2nd Quintile,No,0.53234,81,155,0.45353,0.61114
1997,Saxony,3rd Quintile,Yes,0.45351,62,127,0.36658,0.54044
1997,Saxony,3rd Quintile,No,0.54649,65,127,0.45956,0.63342
1997,Saxony,4th Quintile,Yes,0.43397,33,77,0.32254,0.54540
1997,Saxony,4th Quintile,No,0.56603,44,77,0.45460,0.67746
1997,Saxony-Anhalt,1st Quintile,No,0.71204,47,47,0.58119,0.84290
1997,Saxony-Anhalt,2nd Quintile,Yes,0.30844,32,83,0.20848,0.40841
1997,Saxony-Anhalt,2nd Quintile,No,0.69156,51,83,0.59159,0.79152
1997,Saxony-Anhalt,3rd Quintile,Yes,0.54398,39,72,0.42813,0.65983
1997,Saxony-Anhalt,3rd Quintile,No,0.45602,33,72,0.34017,0.57187
1997,Saxony-Anhalt,4th Quintile,Yes,0.64633,43,43,0.50174,0.79093
1997,Thuringa,1st Quintile,Yes,0.42227,34,73,0.30818,0.53636
1997,Thuringa,1st Quintile,No,0.57773,39,73,0.46364,0.69182
1997,Thuringa,2nd Quintile,Yes,0.43617,41,79,0.32612,0.54623
1997,Thuringa,2nd Quintile,No,0.56383,38,79,0.45377,0.67388
1997,Thuringa,3rd Quintile,Yes,0.56676,49,83,0.45951,0.67402
1997,Thuringa,3rd Quintile,No,0.43324,34,83,0.32598,0.54049
1997,Thuringa,4th Quintile,Yes,0.59295,33,33,0.42273,0.76317
1998,Schleswig-Holstein,5th Quintile,Yes,0.94624,45,45,0.87959,1.01288
1998,Lower Saxony,1st Quintile,Yes,0.55182,60,114,0.46012,0.64351
1998,Lower Saxony,1st Quintile,No,0.44818,54,114,0.35649,0.53988
1998,Lower Saxony,2nd Quintile,Yes,0.66443,81,127,0.58198,0.74688
1998,Lower Saxony,2nd Quintile,No,0.33557,46,127,0.25312,0.41802
1998,Lower Saxony,3rd Quintile,Yes,0.72328,83,120,0.64290,0.80366
1998,Lower Saxony,3rd Quintile,No,0.27672,37,120,0.19634,0.35710
1998,Lower Saxony,4th Quintile,Yes,0.64942,90,133,0.56802,0.73082
1998,Lower Saxony,4th Quintile,No,0.35058,43,133,0.26918,0.43198
1998,Lower Saxony,5th Quintile,Yes,0.86904,103,103,0.80357,0.93451
1998,North Rhine-Westphalia,1st Quintile,Yes,0.34946,119,338,0.29855,0.40036
1998,North Rhine-Westphalia,1st Quintile,No,0.65054,219,338,0.59964,0.70145
1998,North Rhine-Westphalia,2nd Quintile,Yes,0.50008,125,266,0.43988,0.56028
1998,North Rhine-Westphalia,2nd Quintile,No,0.49992,141,266,0.43972,0.56012
1998,North Rhine-Westphalia,3rd Quintile,Yes,0.52990,155,270,0.47025,0.58954
1998,North Rhine-Westphalia,3rd Quintile,No,0.47010,115,270,0.41046,0.52975
1998,North Rhine-Westphalia,4th Quintile,Yes,0.52052,166,288,0.46272,0.57832
1998,North Rhine-Westphalia,4th Quintile,No,0.47948,122,288,0.42168,0.53728
1998,North Rhine-Westphalia,5th Quintile,Yes,0.73146,238,323,0.68305,0.77987
1998,North Rhine-Westphalia,5th Quintile,No,0.26854,85,323,0.22013,0.31695
1998,Hesse,1st Quintile,Yes,0.33087,35,101,0.23865,0.42310
1998,Hesse,1st Quintile,No,0.66913,66,101,0.57690,0.76135
1998,Hesse,2nd Quintile,Yes,0.60672,51,96,0.50849,0.70495
1998,Hesse,2nd Quintile,No,0.39328,45,96,0.29505,0.49151
1998,Hesse,3rd Quintile,Yes,0.54217,48,81,0.43300,0.65135
1998,Hesse,3rd Quintile,No,0.45783,33,81,0.34865,0.56700
1998,Hesse,4th Quintile,Yes,0.63820,70,109,0.54758,0.72883
1998,Hesse,4th Quintile,No,0.36180,39,109,0.27117,0.45242
1998,Hesse,5th Quintile,Yes,0.73066,78,78,0.63157,0.82975
1998,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.45020,34,76,0.33761,0.56280
1998,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.54980,42,76,0.43720,0.66239
1998,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.60239,65,99,0.50549,0.69929
1998,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.39761,34,99,0.30071,0.49451
1998,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.64876,58,58,0.52483,0.77268
1998,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.68528,62,62,0.56874,0.80182
1998,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.77760,52,52,0.66347,0.89173
1998,Baden-Wuerttemberg,1st Quintile,Yes,0.51453,74,189,0.44308,0.58597
1998,Baden-Wuerttemberg,1st Quintile,No,0.48547,115,189,0.41403,0.55692
1998,Baden-Wuerttemberg,2nd Quintile,Yes,0.57109,91,179,0.49838,0.64380
1998,Baden-Wuerttemberg,2nd Quintile,No,0.42891,88,179,0.35620,0.50162
1998,Baden-Wuerttemberg,3rd Quintile,Yes,0.53457,99,189,0.46327,0.60588
1998,Baden-Wuerttemberg,3rd Quintile,No,0.46543,90,189,0.39412,0.53673
1998,Baden-Wuerttemberg,4th Quintile,Yes,0.60286,113,189,0.53292,0.67281
1998,Baden-Wuerttemberg,4th Quintile,No,0.39714,76,189,0.32719,0.46708
1998,Baden-Wuerttemberg,5th Quintile,Yes,0.71712,124,174,0.65000,0.78424
1998,Baden-Wuerttemberg,5th Quintile,No,0.28288,50,174,0.21576,0.35000
1998,Bavaria,1st Quintile,Yes,0.45338,60,143,0.37150,0.53527
1998,Bavaria,1st Quintile,No,0.54662,83,143,0.46473,0.62850
1998,Bavaria,2nd Quintile,Yes,0.53120,104,192,0.46043,0.60197
1998,Bavaria,2nd Quintile,No,0.46880,88,192,0.39803,0.53957
1998,Bavaria,3rd Quintile,Yes,0.62342,122,195,0.55524,0.69161
1998,Bavaria,3rd Quintile,No,0.37658,73,195,0.30839,0.44476
1998,Bavaria,4th Quintile,Yes,0.72177,162,222,0.66269,0.78085
1998,Bavaria,4th Quintile,No,0.27823,60,222,0.21915,0.33731
1998,Bavaria,5th Quintile,Yes,0.67377,158,221,0.61181,0.73572
1998,Bavaria,5th Quintile,No,0.32623,63,221,0.26428,0.38819
1998,Berlin,1st Quintile,No,0.85279,60,60,0.76238,0.94320
1998,Berlin,2nd Quintile,No,0.91138,51,51,0.83261,0.99016
1998,Berlin,3rd Quintile,No,0.88254,58,58,0.79896,0.96613
1998,Berlin,4th Quintile,No,0.85229,60,60,0.76175,0.94283
1998,Berlin,5th Quintile,No,0.81343,45,45,0.69832,0.92854
1998,Brandenburg,1st Quintile,No,0.76685,50,50,0.64845,0.88524
1998,Brandenburg,2nd Quintile,Yes,0.56284,43,80,0.45345,0.67222
1998,Brandenburg,2nd Quintile,No,0.43716,37,80,0.32778,0.54655
1998,Brandenburg,3rd Quintile,Yes,0.50719,42,80,0.39694,0.61744
1998,Brandenburg,3rd Quintile,No,0.49281,38,80,0.38256,0.60306
1998,Brandenburg,4th Quintile,Yes,0.65463,37,37,0.49930,0.80996
1998,Mecklenburg-Western Pomerania,1st Quintile,No,0.77759,37,37,0.64174,0.91344
1998,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.53100,33,33,0.35810,0.70391
1998,Saxony,1st Quintile,Yes,0.34401,44,117,0.25756,0.43046
1998,Saxony,1st Quintile,No,0.65599,73,117,0.56954,0.74244
1998,Saxony,2nd Quintile,Yes,0.41768,73,161,0.34126,0.49409
1998,Saxony,2nd Quintile,No,0.58232,88,161,0.50591,0.65874
1998,Saxony,3rd Quintile,Yes,0.41301,64,156,0.33549,0.49052
1998,Saxony,3rd Quintile,No,0.58699,92,156,0.50948,0.66451
1998,Saxony,4th Quintile,Yes,0.58888,57,103,0.49340,0.68437
1998,Saxony,4th Quintile,No,0.41112,46,103,0.31563,0.50660
1998,Saxony-Anhalt,1st Quintile,No,0.78448,64,64,0.68295,0.88602
1998,Saxony-Anhalt,2nd Quintile,Yes,0.38729,34,84,0.28249,0.49209
1998,Saxony-Anhalt,2nd Quintile,No,0.61271,50,84,0.50791,0.71751
1998,Saxony-Anhalt,3rd Quintile,Yes,0.47235,47,91,0.36920,0.57549
1998,Saxony-Anhalt,3rd Quintile,No,0.52765,44,91,0.42451,0.63080
