"ple0055","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"0","2003","Ostdeutschland","weiblich","","","",""
"1","2003","Westdeutschland","maennlich","622","0.726266914005621","0.696024487775657","0.756509340235586"
"1","2003","Westdeutschland","weiblich","866","0.761844685846754","0.736615432896068","0.78707393879744"
"1","2003","Ostdeutschland","maennlich","205","0.750497770912658","0.699538861514678","0.801456680310639"
"1","2003","Ostdeutschland","weiblich","268","0.717653395136822","0.671599781230156","0.763707009043487"
"2","2003","Westdeutschland","maennlich","136","0.177383683634054","0.151474105147017","0.20329326212109"
"2","2003","Westdeutschland","weiblich","171","0.178444940825468","0.155766589005658","0.201123292645278"
"2","2003","Ostdeutschland","maennlich","53","0.184224176634654","0.138571427653662","0.229876925615646"
"2","2003","Ostdeutschland","weiblich","72","0.200250239987558","0.159307336209027","0.241193143766088"
"3","2003","Westdeutschland","maennlich","34","0.0377919928420139","0.0248578029285116","0.0507261827555163"
"3","2003","Westdeutschland","weiblich","37","0.0375024570022636","0.0262493951206593","0.0487555188838678"
"3","2003","Ostdeutschland","maennlich","12","","",""
"3","2003","Ostdeutschland","weiblich","21","","",""
"4","2003","Westdeutschland","maennlich","22","","",""
"4","2003","Westdeutschland","weiblich","10","","",""
"4","2003","Ostdeutschland","maennlich","3","","",""
"4","2003","Ostdeutschland","weiblich","3","","",""
"5","2003","Westdeutschland","maennlich","8","","",""
"5","2003","Westdeutschland","weiblich","3","","",""
"5","2003","Ostdeutschland","maennlich","1","","",""
"5","2003","Ostdeutschland","weiblich","1","","",""
"6","2003","Westdeutschland","maennlich","5","","",""
"6","2003","Westdeutschland","weiblich","5","","",""
"6","2003","Ostdeutschland","maennlich","","","",""
"6","2003","Ostdeutschland","weiblich","","","",""
"7","2003","Westdeutschland","maennlich","6","","",""
"7","2003","Westdeutschland","weiblich","1","","",""
"7","2003","Ostdeutschland","maennlich","1","","",""
"7","2003","Ostdeutschland","weiblich","","","",""
"8","2003","Westdeutschland","maennlich","","","",""
"8","2003","Westdeutschland","weiblich","","","",""
"8","2003","Ostdeutschland","maennlich","1","","",""
"8","2003","Ostdeutschland","weiblich","1","","",""
"9","2003","Westdeutschland","maennlich","","","",""
"9","2003","Westdeutschland","weiblich","","","",""
"9","2003","Ostdeutschland","maennlich","","","",""
"9","2003","Ostdeutschland","weiblich","","","",""
"10","2003","Westdeutschland","maennlich","","","",""
"10","2003","Westdeutschland","weiblich","1","","",""
"10","2003","Ostdeutschland","maennlich","","","",""
"10","2003","Ostdeutschland","weiblich","1","","",""
"11","2003","Westdeutschland","maennlich","","","",""
"11","2003","Westdeutschland","weiblich","","","",""
"11","2003","Ostdeutschland","maennlich","","","",""
"11","2003","Ostdeutschland","weiblich","","","",""
"12","2003","Westdeutschland","maennlich","1","","",""
"12","2003","Westdeutschland","weiblich","","","",""
"12","2003","Ostdeutschland","maennlich","1","","",""
"12","2003","Ostdeutschland","weiblich","","","",""
"13","2003","Westdeutschland","maennlich","","","",""
"13","2003","Westdeutschland","weiblich","","","",""
"13","2003","Ostdeutschland","maennlich","","","",""
"13","2003","Ostdeutschland","weiblich","","","",""
"14","2003","Westdeutschland","maennlich","1","","",""
"14","2003","Westdeutschland","weiblich","","","",""
"14","2003","Ostdeutschland","maennlich","","","",""
"14","2003","Ostdeutschland","weiblich","","","",""
"15","2003","Westdeutschland","maennlich","","","",""
"15","2003","Westdeutschland","weiblich","1","","",""
"15","2003","Ostdeutschland","maennlich","","","",""
"15","2003","Ostdeutschland","weiblich","","","",""
"16","2003","Westdeutschland","maennlich","","","",""
"16","2003","Westdeutschland","weiblich","","","",""
"16","2003","Ostdeutschland","maennlich","","","",""
"16","2003","Ostdeutschland","weiblich","","","",""
"17","2003","Westdeutschland","maennlich","","","",""
"17","2003","Westdeutschland","weiblich","","","",""
"17","2003","Ostdeutschland","maennlich","","","",""
"17","2003","Ostdeutschland","weiblich","","","",""
"18","2003","Westdeutschland","maennlich","","","",""
"18","2003","Westdeutschland","weiblich","","","",""
"18","2003","Ostdeutschland","maennlich","","","",""
"18","2003","Ostdeutschland","weiblich","","","",""
"19","2003","Westdeutschland","maennlich","","","",""
"19","2003","Westdeutschland","weiblich","","","",""
"19","2003","Ostdeutschland","maennlich","","","",""
"19","2003","Ostdeutschland","weiblich","","","",""
"20","2003","Westdeutschland","maennlich","","","",""
"20","2003","Westdeutschland","weiblich","","","",""
"20","2003","Ostdeutschland","maennlich","","","",""
"20","2003","Ostdeutschland","weiblich","","","",""
"21","2003","Westdeutschland","maennlich","","","",""
"21","2003","Westdeutschland","weiblich","","","",""
"21","2003","Ostdeutschland","maennlich","","","",""
"21","2003","Ostdeutschland","weiblich","","","",""
"22","2003","Westdeutschland","maennlich","","","",""
"22","2003","Westdeutschland","weiblich","","","",""
"22","2003","Ostdeutschland","maennlich","","","",""
"22","2003","Ostdeutschland","weiblich","","","",""
"23","2003","Westdeutschland","maennlich","","","",""
"23","2003","Westdeutschland","weiblich","","","",""
"23","2003","Ostdeutschland","maennlich","","","",""
"23","2003","Ostdeutschland","weiblich","","","",""
"24","2003","Westdeutschland","maennlich","","","",""
"24","2003","Westdeutschland","weiblich","","","",""
"24","2003","Ostdeutschland","maennlich","","","",""
"24","2003","Ostdeutschland","weiblich","","","",""
"25","2003","Westdeutschland","maennlich","","","",""
"25","2003","Westdeutschland","weiblich","","","",""
"25","2003","Ostdeutschland","maennlich","","","",""
"25","2003","Ostdeutschland","weiblich","","","",""
"26","2003","Westdeutschland","maennlich","","","",""
"26","2003","Westdeutschland","weiblich","","","",""
"26","2003","Ostdeutschland","maennlich","","","",""
"26","2003","Ostdeutschland","weiblich","","","",""
"27","2003","Westdeutschland","maennlich","","","",""
"27","2003","Westdeutschland","weiblich","","","",""
"27","2003","Ostdeutschland","maennlich","","","",""
"27","2003","Ostdeutschland","weiblich","","","",""
"28","2003","Westdeutschland","maennlich","","","",""
"28","2003","Westdeutschland","weiblich","","","",""
"28","2003","Ostdeutschland","maennlich","","","",""
"28","2003","Ostdeutschland","weiblich","","","",""
"30","2003","Westdeutschland","maennlich","","","",""
"30","2003","Westdeutschland","weiblich","","","",""
"30","2003","Ostdeutschland","maennlich","","","",""
"30","2003","Ostdeutschland","weiblich","","","",""
"31","2003","Westdeutschland","maennlich","","","",""
"31","2003","Westdeutschland","weiblich","","","",""
"31","2003","Ostdeutschland","maennlich","","","",""
"31","2003","Ostdeutschland","weiblich","","","",""
"32","2003","Westdeutschland","maennlich","","","",""
"32","2003","Westdeutschland","weiblich","","","",""
"32","2003","Ostdeutschland","maennlich","","","",""
"32","2003","Ostdeutschland","weiblich","","","",""
"35","2003","Westdeutschland","maennlich","","","",""
"35","2003","Westdeutschland","weiblich","","","",""
"35","2003","Ostdeutschland","maennlich","","","",""
"35","2003","Ostdeutschland","weiblich","","","",""
"36","2003","Westdeutschland","maennlich","","","",""
"36","2003","Westdeutschland","weiblich","","","",""
"36","2003","Ostdeutschland","maennlich","","","",""
"36","2003","Ostdeutschland","weiblich","","","",""
"40","2003","Westdeutschland","maennlich","","","",""
"40","2003","Westdeutschland","weiblich","","","",""
"40","2003","Ostdeutschland","maennlich","","","",""
"40","2003","Ostdeutschland","weiblich","","","",""
"42","2003","Westdeutschland","maennlich","","","",""
"42","2003","Westdeutschland","weiblich","","","",""
"42","2003","Ostdeutschland","maennlich","","","",""
"42","2003","Ostdeutschland","weiblich","","","",""
"45","2003","Westdeutschland","maennlich","","","",""
"45","2003","Westdeutschland","weiblich","","","",""
"45","2003","Ostdeutschland","maennlich","","","",""
"45","2003","Ostdeutschland","weiblich","","","",""
"48","2003","Westdeutschland","maennlich","","","",""
"48","2003","Westdeutschland","weiblich","","","",""
"48","2003","Ostdeutschland","maennlich","","","",""
"48","2003","Ostdeutschland","weiblich","","","",""
"50","2003","Westdeutschland","maennlich","","","",""
"50","2003","Westdeutschland","weiblich","","","",""
"50","2003","Ostdeutschland","maennlich","","","",""
"50","2003","Ostdeutschland","weiblich","","","",""
"51","2003","Westdeutschland","maennlich","","","",""
"51","2003","Westdeutschland","weiblich","","","",""
"51","2003","Ostdeutschland","maennlich","","","",""
"51","2003","Ostdeutschland","weiblich","","","",""
"64","2003","Westdeutschland","maennlich","","","",""
"64","2003","Westdeutschland","weiblich","","","",""
"64","2003","Ostdeutschland","maennlich","","","",""
"64","2003","Ostdeutschland","weiblich","","","",""
"65","2003","Westdeutschland","maennlich","","","",""
"65","2003","Westdeutschland","weiblich","","","",""
"65","2003","Ostdeutschland","maennlich","","","",""
"65","2003","Ostdeutschland","weiblich","","","",""
"90","2003","Westdeutschland","maennlich","","","",""
"90","2003","Westdeutschland","weiblich","","","",""
"90","2003","Ostdeutschland","maennlich","","","",""
"90","2003","Ostdeutschland","weiblich","","","",""
"98","2003","Westdeutschland","maennlich","","","",""
"98","2003","Westdeutschland","weiblich","","","",""
"98","2003","Ostdeutschland","maennlich","","","",""
"98","2003","Ostdeutschland","weiblich","","","",""
"100","2003","Westdeutschland","maennlich","","","",""
"100","2003","Westdeutschland","weiblich","","","",""
"100","2003","Ostdeutschland","maennlich","","","",""
"100","2003","Ostdeutschland","weiblich","","","",""
"0","2004","Westdeutschland","maennlich","","","",""
"0","2004","Westdeutschland","weiblich","","","",""
"0","2004","Ostdeutschland","maennlich","","","",""
"0","2004","Ostdeutschland","weiblich","","","",""
"1","2004","Westdeutschland","maennlich","596","0.713205332493504","0.682001772119638","0.74440889286737"
"1","2004","Westdeutschland","weiblich","891","0.786097862709601","0.762007331385089","0.810188394034113"
"1","2004","Ostdeutschland","maennlich","181","0.666758014460741","0.609897588787011","0.723618440134472"
"1","2004","Ostdeutschland","weiblich","263","0.711427315679348","0.663958658471372","0.758895972887324"
"2","2004","Westdeutschland","maennlich","140","0.197268594761399","0.169813343270743","0.224723846252054"
"2","2004","Westdeutschland","weiblich","161","0.1486441706006","0.12774495400551","0.169543387195691"
"2","2004","Ostdeutschland","maennlich","61","0.236312220967226","0.185067735252074","0.287556706682379"
"2","2004","Ostdeutschland","weiblich","65","0.216577170152742","0.173423422477158","0.259730917828325"
"3","2004","Westdeutschland","maennlich","40","0.0492226389360687","0.0342969912345667","0.0641482866375707"
"3","2004","Westdeutschland","weiblich","40","0.047124476021947","0.0346752640472118","0.0595736879966821"
"3","2004","Ostdeutschland","maennlich","14","","",""
"3","2004","Ostdeutschland","weiblich","16","","",""
"4","2004","Westdeutschland","maennlich","17","","",""
"4","2004","Westdeutschland","weiblich","7","","",""
"4","2004","Ostdeutschland","maennlich","2","","",""
"4","2004","Ostdeutschland","weiblich","1","","",""
"5","2004","Westdeutschland","maennlich","7","","",""
"5","2004","Westdeutschland","weiblich","6","","",""
"5","2004","Ostdeutschland","maennlich","3","","",""
"5","2004","Ostdeutschland","weiblich","","","",""
"6","2004","Westdeutschland","maennlich","1","","",""
"6","2004","Westdeutschland","weiblich","4","","",""
"6","2004","Ostdeutschland","maennlich","1","","",""
"6","2004","Ostdeutschland","weiblich","","","",""
"7","2004","Westdeutschland","maennlich","","","",""
"7","2004","Westdeutschland","weiblich","","","",""
"7","2004","Ostdeutschland","maennlich","","","",""
"7","2004","Ostdeutschland","weiblich","2","","",""
"8","2004","Westdeutschland","maennlich","2","","",""
"8","2004","Westdeutschland","weiblich","","","",""
"8","2004","Ostdeutschland","maennlich","1","","",""
"8","2004","Ostdeutschland","weiblich","2","","",""
"9","2004","Westdeutschland","maennlich","","","",""
"9","2004","Westdeutschland","weiblich","","","",""
"9","2004","Ostdeutschland","maennlich","","","",""
"9","2004","Ostdeutschland","weiblich","","","",""
"10","2004","Westdeutschland","maennlich","1","","",""
"10","2004","Westdeutschland","weiblich","2","","",""
"10","2004","Ostdeutschland","maennlich","","","",""
"10","2004","Ostdeutschland","weiblich","1","","",""
"11","2004","Westdeutschland","maennlich","1","","",""
"11","2004","Westdeutschland","weiblich","1","","",""
"11","2004","Ostdeutschland","maennlich","","","",""
"11","2004","Ostdeutschland","weiblich","","","",""
"12","2004","Westdeutschland","maennlich","2","","",""
"12","2004","Westdeutschland","weiblich","","","",""
"12","2004","Ostdeutschland","maennlich","","","",""
"12","2004","Ostdeutschland","weiblich","","","",""
"13","2004","Westdeutschland","maennlich","","","",""
"13","2004","Westdeutschland","weiblich","1","","",""
"13","2004","Ostdeutschland","maennlich","1","","",""
"13","2004","Ostdeutschland","weiblich","","","",""
"14","2004","Westdeutschland","maennlich","","","",""
"14","2004","Westdeutschland","weiblich","","","",""
"14","2004","Ostdeutschland","maennlich","","","",""
"14","2004","Ostdeutschland","weiblich","","","",""
"15","2004","Westdeutschland","maennlich","","","",""
"15","2004","Westdeutschland","weiblich","","","",""
"15","2004","Ostdeutschland","maennlich","","","",""
"15","2004","Ostdeutschland","weiblich","","","",""
"16","2004","Westdeutschland","maennlich","","","",""
"16","2004","Westdeutschland","weiblich","","","",""
"16","2004","Ostdeutschland","maennlich","","","",""
"16","2004","Ostdeutschland","weiblich","","","",""
"17","2004","Westdeutschland","maennlich","","","",""
"17","2004","Westdeutschland","weiblich","","","",""
"17","2004","Ostdeutschland","maennlich","","","",""
"17","2004","Ostdeutschland","weiblich","","","",""
"18","2004","Westdeutschland","maennlich","","","",""
"18","2004","Westdeutschland","weiblich","","","",""
"18","2004","Ostdeutschland","maennlich","","","",""
"18","2004","Ostdeutschland","weiblich","","","",""
"19","2004","Westdeutschland","maennlich","","","",""
"19","2004","Westdeutschland","weiblich","","","",""
"19","2004","Ostdeutschland","maennlich","","","",""
"19","2004","Ostdeutschland","weiblich","","","",""
"20","2004","Westdeutschland","maennlich","","","",""
"20","2004","Westdeutschland","weiblich","","","",""
"20","2004","Ostdeutschland","maennlich","","","",""
"20","2004","Ostdeutschland","weiblich","","","",""
"21","2004","Westdeutschland","maennlich","","","",""
"21","2004","Westdeutschland","weiblich","","","",""
"21","2004","Ostdeutschland","maennlich","","","",""
"21","2004","Ostdeutschland","weiblich","","","",""
"22","2004","Westdeutschland","maennlich","","","",""
"22","2004","Westdeutschland","weiblich","","","",""
"22","2004","Ostdeutschland","maennlich","","","",""
"22","2004","Ostdeutschland","weiblich","","","",""
"23","2004","Westdeutschland","maennlich","","","",""
"23","2004","Westdeutschland","weiblich","","","",""
"23","2004","Ostdeutschland","maennlich","","","",""
"23","2004","Ostdeutschland","weiblich","","","",""
"24","2004","Westdeutschland","maennlich","","","",""
"24","2004","Westdeutschland","weiblich","","","",""
"24","2004","Ostdeutschland","maennlich","","","",""
"24","2004","Ostdeutschland","weiblich","","","",""
"25","2004","Westdeutschland","maennlich","","","",""
"25","2004","Westdeutschland","weiblich","","","",""
"25","2004","Ostdeutschland","maennlich","","","",""
"25","2004","Ostdeutschland","weiblich","","","",""
"26","2004","Westdeutschland","maennlich","","","",""
"26","2004","Westdeutschland","weiblich","","","",""
"26","2004","Ostdeutschland","maennlich","","","",""
"26","2004","Ostdeutschland","weiblich","","","",""
"27","2004","Westdeutschland","maennlich","","","",""
"27","2004","Westdeutschland","weiblich","","","",""
"27","2004","Ostdeutschland","maennlich","","","",""
"27","2004","Ostdeutschland","weiblich","","","",""
"28","2004","Westdeutschland","maennlich","","","",""
"28","2004","Westdeutschland","weiblich","","","",""
"28","2004","Ostdeutschland","maennlich","","","",""
"28","2004","Ostdeutschland","weiblich","","","",""
"30","2004","Westdeutschland","maennlich","","","",""
"30","2004","Westdeutschland","weiblich","","","",""
"30","2004","Ostdeutschland","maennlich","","","",""
"30","2004","Ostdeutschland","weiblich","","","",""
"31","2004","Westdeutschland","maennlich","","","",""
"31","2004","Westdeutschland","weiblich","","","",""
"31","2004","Ostdeutschland","maennlich","","","",""
"31","2004","Ostdeutschland","weiblich","","","",""
"32","2004","Westdeutschland","maennlich","","","",""
"32","2004","Westdeutschland","weiblich","","","",""
"32","2004","Ostdeutschland","maennlich","","","",""
"32","2004","Ostdeutschland","weiblich","","","",""
"35","2004","Westdeutschland","maennlich","","","",""
"35","2004","Westdeutschland","weiblich","","","",""
"35","2004","Ostdeutschland","maennlich","","","",""
"35","2004","Ostdeutschland","weiblich","","","",""
"36","2004","Westdeutschland","maennlich","","","",""
"36","2004","Westdeutschland","weiblich","","","",""
"36","2004","Ostdeutschland","maennlich","","","",""
"36","2004","Ostdeutschland","weiblich","","","",""
"40","2004","Westdeutschland","maennlich","","","",""
"40","2004","Westdeutschland","weiblich","","","",""
"40","2004","Ostdeutschland","maennlich","","","",""
"40","2004","Ostdeutschland","weiblich","","","",""
"42","2004","Westdeutschland","maennlich","","","",""
"42","2004","Westdeutschland","weiblich","","","",""
"42","2004","Ostdeutschland","maennlich","","","",""
"42","2004","Ostdeutschland","weiblich","","","",""
"45","2004","Westdeutschland","maennlich","","","",""
"45","2004","Westdeutschland","weiblich","","","",""
"45","2004","Ostdeutschland","maennlich","","","",""
"45","2004","Ostdeutschland","weiblich","","","",""
"48","2004","Westdeutschland","maennlich","","","",""
"48","2004","Westdeutschland","weiblich","","","",""
"48","2004","Ostdeutschland","maennlich","","","",""
"48","2004","Ostdeutschland","weiblich","","","",""
"50","2004","Westdeutschland","maennlich","","","",""
"50","2004","Westdeutschland","weiblich","","","",""
"50","2004","Ostdeutschland","maennlich","","","",""
"50","2004","Ostdeutschland","weiblich","","","",""
"51","2004","Westdeutschland","maennlich","","","",""
"51","2004","Westdeutschland","weiblich","","","",""
"51","2004","Ostdeutschland","maennlich","","","",""
"51","2004","Ostdeutschland","weiblich","","","",""
"64","2004","Westdeutschland","maennlich","","","",""
"64","2004","Westdeutschland","weiblich","","","",""
"64","2004","Ostdeutschland","maennlich","","","",""
"64","2004","Ostdeutschland","weiblich","","","",""
"65","2004","Westdeutschland","maennlich","","","",""
"65","2004","Westdeutschland","weiblich","","","",""
"65","2004","Ostdeutschland","maennlich","","","",""
"65","2004","Ostdeutschland","weiblich","","","",""
"90","2004","Westdeutschland","maennlich","","","",""
"90","2004","Westdeutschland","weiblich","","","",""
"90","2004","Ostdeutschland","maennlich","","","",""
"90","2004","Ostdeutschland","weiblich","","","",""
"98","2004","Westdeutschland","maennlich","","","",""
"98","2004","Westdeutschland","weiblich","","","",""
"98","2004","Ostdeutschland","maennlich","","","",""
"98","2004","Ostdeutschland","weiblich","","","",""
"100","2004","Westdeutschland","maennlich","","","",""
"100","2004","Westdeutschland","weiblich","","","",""
"100","2004","Ostdeutschland","maennlich","","","",""
"100","2004","Ostdeutschland","weiblich","","","",""
"0","2005","Westdeutschland","maennlich","","","",""
"0","2005","Westdeutschland","weiblich","","","",""
"0","2005","Ostdeutschland","maennlich","","","",""
"0","2005","Ostdeutschland","weiblich","","","",""
"1","2005","Westdeutschland","maennlich","513","0.753236703581836","0.721114815661352","0.785358591502319"
"1","2005","Westdeutschland","weiblich","741","0.76359431993631","0.736476639237481","0.790712000635139"
"1","2005","Ostdeutschland","maennlich","199","0.69972971809909","0.645652432341478","0.753807003856702"
"1","2005","Ostdeutschland","weiblich","246","0.754494687046694","0.707631251178813","0.801358122914575"
"2","2005","Westdeutschland","maennlich","127","0.165317936650966","0.137641155965052","0.192994717336879"
"2","2005","Westdeutschland","weiblich","139","0.153813404353467","0.130787197190203","0.176839611516731"
"2","2005","Ostdeutschland","maennlich","57","0.19507281536906","0.148324041629883","0.241821589108236"
"2","2005","Ostdeutschland","weiblich","56","0.166038705044025","0.12552021970245","0.206557190385601"
"3","2005","Westdeutschland","maennlich","31","0.0464013921683472","0.0307287090298796","0.0620740753068147"
"3","2005","Westdeutschland","weiblich","41","0.0499551931199318","0.0360507176598437","0.0638596685800199"
"3","2005","Ostdeutschland","maennlich","10","","",""
"3","2005","Ostdeutschland","weiblich","12","","",""
"4","2005","Westdeutschland","maennlich","13","","",""
"4","2005","Westdeutschland","weiblich","11","","",""
"4","2005","Ostdeutschland","maennlich","5","","",""
"4","2005","Ostdeutschland","weiblich","4","","",""
"5","2005","Westdeutschland","maennlich","2","","",""
"5","2005","Westdeutschland","weiblich","5","","",""
"5","2005","Ostdeutschland","maennlich","3","","",""
"5","2005","Ostdeutschland","weiblich","3","","",""
"6","2005","Westdeutschland","maennlich","4","","",""
"6","2005","Westdeutschland","weiblich","1","","",""
"6","2005","Ostdeutschland","maennlich","","","",""
"6","2005","Ostdeutschland","weiblich","","","",""
"7","2005","Westdeutschland","maennlich","1","","",""
"7","2005","Westdeutschland","weiblich","1","","",""
"7","2005","Ostdeutschland","maennlich","2","","",""
"7","2005","Ostdeutschland","weiblich","1","","",""
"8","2005","Westdeutschland","maennlich","","","",""
"8","2005","Westdeutschland","weiblich","1","","",""
"8","2005","Ostdeutschland","maennlich","","","",""
"8","2005","Ostdeutschland","weiblich","","","",""
"9","2005","Westdeutschland","maennlich","1","","",""
"9","2005","Westdeutschland","weiblich","1","","",""
"9","2005","Ostdeutschland","maennlich","","","",""
"9","2005","Ostdeutschland","weiblich","1","","",""
"10","2005","Westdeutschland","maennlich","","","",""
"10","2005","Westdeutschland","weiblich","","","",""
"10","2005","Ostdeutschland","maennlich","","","",""
"10","2005","Ostdeutschland","weiblich","1","","",""
"11","2005","Westdeutschland","maennlich","","","",""
"11","2005","Westdeutschland","weiblich","1","","",""
"11","2005","Ostdeutschland","maennlich","","","",""
"11","2005","Ostdeutschland","weiblich","","","",""
"12","2005","Westdeutschland","maennlich","","","",""
"12","2005","Westdeutschland","weiblich","","","",""
"12","2005","Ostdeutschland","maennlich","","","",""
"12","2005","Ostdeutschland","weiblich","","","",""
"13","2005","Westdeutschland","maennlich","","","",""
"13","2005","Westdeutschland","weiblich","","","",""
"13","2005","Ostdeutschland","maennlich","","","",""
"13","2005","Ostdeutschland","weiblich","","","",""
"14","2005","Westdeutschland","maennlich","","","",""
"14","2005","Westdeutschland","weiblich","","","",""
"14","2005","Ostdeutschland","maennlich","","","",""
"14","2005","Ostdeutschland","weiblich","","","",""
"15","2005","Westdeutschland","maennlich","","","",""
"15","2005","Westdeutschland","weiblich","1","","",""
"15","2005","Ostdeutschland","maennlich","","","",""
"15","2005","Ostdeutschland","weiblich","","","",""
"16","2005","Westdeutschland","maennlich","","","",""
"16","2005","Westdeutschland","weiblich","","","",""
"16","2005","Ostdeutschland","maennlich","","","",""
"16","2005","Ostdeutschland","weiblich","","","",""
"17","2005","Westdeutschland","maennlich","","","",""
"17","2005","Westdeutschland","weiblich","","","",""
"17","2005","Ostdeutschland","maennlich","","","",""
"17","2005","Ostdeutschland","weiblich","","","",""
"18","2005","Westdeutschland","maennlich","","","",""
"18","2005","Westdeutschland","weiblich","","","",""
"18","2005","Ostdeutschland","maennlich","","","",""
"18","2005","Ostdeutschland","weiblich","","","",""
"19","2005","Westdeutschland","maennlich","","","",""
"19","2005","Westdeutschland","weiblich","","","",""
"19","2005","Ostdeutschland","maennlich","","","",""
"19","2005","Ostdeutschland","weiblich","","","",""
"20","2005","Westdeutschland","maennlich","","","",""
"20","2005","Westdeutschland","weiblich","","","",""
"20","2005","Ostdeutschland","maennlich","","","",""
"20","2005","Ostdeutschland","weiblich","","","",""
"21","2005","Westdeutschland","maennlich","","","",""
"21","2005","Westdeutschland","weiblich","","","",""
"21","2005","Ostdeutschland","maennlich","","","",""
"21","2005","Ostdeutschland","weiblich","","","",""
"22","2005","Westdeutschland","maennlich","","","",""
"22","2005","Westdeutschland","weiblich","","","",""
"22","2005","Ostdeutschland","maennlich","","","",""
"22","2005","Ostdeutschland","weiblich","","","",""
"23","2005","Westdeutschland","maennlich","","","",""
"23","2005","Westdeutschland","weiblich","","","",""
"23","2005","Ostdeutschland","maennlich","","","",""
"23","2005","Ostdeutschland","weiblich","","","",""
"24","2005","Westdeutschland","maennlich","","","",""
"24","2005","Westdeutschland","weiblich","","","",""
"24","2005","Ostdeutschland","maennlich","","","",""
"24","2005","Ostdeutschland","weiblich","","","",""
"25","2005","Westdeutschland","maennlich","","","",""
"25","2005","Westdeutschland","weiblich","","","",""
"25","2005","Ostdeutschland","maennlich","","","",""
"25","2005","Ostdeutschland","weiblich","","","",""
"26","2005","Westdeutschland","maennlich","","","",""
"26","2005","Westdeutschland","weiblich","","","",""
"26","2005","Ostdeutschland","maennlich","","","",""
"26","2005","Ostdeutschland","weiblich","","","",""
"27","2005","Westdeutschland","maennlich","","","",""
"27","2005","Westdeutschland","weiblich","","","",""
"27","2005","Ostdeutschland","maennlich","","","",""
"27","2005","Ostdeutschland","weiblich","","","",""
"28","2005","Westdeutschland","maennlich","","","",""
"28","2005","Westdeutschland","weiblich","","","",""
"28","2005","Ostdeutschland","maennlich","","","",""
"28","2005","Ostdeutschland","weiblich","","","",""
"30","2005","Westdeutschland","maennlich","","","",""
"30","2005","Westdeutschland","weiblich","","","",""
"30","2005","Ostdeutschland","maennlich","","","",""
"30","2005","Ostdeutschland","weiblich","","","",""
"31","2005","Westdeutschland","maennlich","","","",""
"31","2005","Westdeutschland","weiblich","","","",""
"31","2005","Ostdeutschland","maennlich","","","",""
"31","2005","Ostdeutschland","weiblich","","","",""
"32","2005","Westdeutschland","maennlich","","","",""
"32","2005","Westdeutschland","weiblich","","","",""
"32","2005","Ostdeutschland","maennlich","","","",""
"32","2005","Ostdeutschland","weiblich","","","",""
"35","2005","Westdeutschland","maennlich","","","",""
"35","2005","Westdeutschland","weiblich","","","",""
"35","2005","Ostdeutschland","maennlich","","","",""
"35","2005","Ostdeutschland","weiblich","","","",""
"36","2005","Westdeutschland","maennlich","","","",""
"36","2005","Westdeutschland","weiblich","","","",""
"36","2005","Ostdeutschland","maennlich","","","",""
"36","2005","Ostdeutschland","weiblich","","","",""
"40","2005","Westdeutschland","maennlich","","","",""
"40","2005","Westdeutschland","weiblich","","","",""
"40","2005","Ostdeutschland","maennlich","","","",""
"40","2005","Ostdeutschland","weiblich","","","",""
"42","2005","Westdeutschland","maennlich","","","",""
"42","2005","Westdeutschland","weiblich","","","",""
"42","2005","Ostdeutschland","maennlich","","","",""
"42","2005","Ostdeutschland","weiblich","","","",""
"45","2005","Westdeutschland","maennlich","","","",""
"45","2005","Westdeutschland","weiblich","","","",""
"45","2005","Ostdeutschland","maennlich","","","",""
"45","2005","Ostdeutschland","weiblich","","","",""
"48","2005","Westdeutschland","maennlich","","","",""
"48","2005","Westdeutschland","weiblich","","","",""
"48","2005","Ostdeutschland","maennlich","","","",""
"48","2005","Ostdeutschland","weiblich","","","",""
"50","2005","Westdeutschland","maennlich","","","",""
"50","2005","Westdeutschland","weiblich","","","",""
"50","2005","Ostdeutschland","maennlich","","","",""
"50","2005","Ostdeutschland","weiblich","","","",""
"51","2005","Westdeutschland","maennlich","","","",""
"51","2005","Westdeutschland","weiblich","","","",""
"51","2005","Ostdeutschland","maennlich","","","",""
"51","2005","Ostdeutschland","weiblich","","","",""
"64","2005","Westdeutschland","maennlich","","","",""
"64","2005","Westdeutschland","weiblich","","","",""
"64","2005","Ostdeutschland","maennlich","","","",""
"64","2005","Ostdeutschland","weiblich","","","",""
"65","2005","Westdeutschland","maennlich","","","",""
"65","2005","Westdeutschland","weiblich","","","",""
"65","2005","Ostdeutschland","maennlich","","","",""
"65","2005","Ostdeutschland","weiblich","","","",""
"90","2005","Westdeutschland","maennlich","","","",""
"90","2005","Westdeutschland","weiblich","","","",""
"90","2005","Ostdeutschland","maennlich","","","",""
"90","2005","Ostdeutschland","weiblich","","","",""
"98","2005","Westdeutschland","maennlich","","","",""
"98","2005","Westdeutschland","weiblich","","","",""
"98","2005","Ostdeutschland","maennlich","","","",""
"98","2005","Ostdeutschland","weiblich","","","",""
"100","2005","Westdeutschland","maennlich","","","",""
"100","2005","Westdeutschland","weiblich","","","",""
"100","2005","Ostdeutschland","maennlich","","","",""
"100","2005","Ostdeutschland","weiblich","","","",""
"0","2006","Westdeutschland","maennlich","","","",""
"0","2006","Westdeutschland","weiblich","","","",""
