"ple0055","year","n","percent","lower_confidence_percent","upper_confidence_percent"
"45","2006","","","",""
"48","2006","","","",""
"50","2006","","","",""
"51","2006","","","",""
"64","2006","","","",""
"65","2006","","","",""
"90","2006","","","",""
"98","2006","","","",""
"100","2006","","","",""
"0","2007","","","",""
"1","2007","1777","","",""
"2","2007","429","0.188598037766296","0.172963783801012","0.20423229173158"
"3","2007","125","","",""
"4","2007","38","0.0161885979147437","0.0111448764541945","0.0212323193752929"
"5","2007","18","","",""
"6","2007","3","","",""
"7","2007","3","","",""
"8","2007","1","","",""
"9","2007","2","","",""
"10","2007","1","","",""
"11","2007","1","","",""
"12","2007","3","","",""
"13","2007","","","",""
"14","2007","1","","",""
"15","2007","","","",""
"16","2007","1","","",""
"17","2007","","","",""
"18","2007","1","","",""
"19","2007","","","",""
"20","2007","","","",""
"21","2007","","","",""
"22","2007","","","",""
"23","2007","1","","",""
"24","2007","","","",""
"25","2007","","","",""
"26","2007","","","",""
"27","2007","","","",""
"28","2007","","","",""
"30","2007","","","",""
"31","2007","","","",""
"32","2007","","","",""
"35","2007","","","",""
"36","2007","","","",""
"40","2007","","","",""
"42","2007","","","",""
"45","2007","","","",""
"48","2007","","","",""
"50","2007","","","",""
"51","2007","","","",""
"64","2007","","","",""
"65","2007","","","",""
"90","2007","","","",""
"98","2007","","","",""
"100","2007","","","",""
"0","2008","","","",""
"1","2008","1624","","",""
"2","2008","407","0.192171495967581","0.175692300879625","0.208650691055536"
"3","2008","106","","",""
"4","2008","33","0.0151110697146272","0.0100086855292198","0.0202134539000346"
"5","2008","13","","",""
"6","2008","2","","",""
"7","2008","5","0.00269455516610869","0.00052640400284848","0.0048627063293689"
"8","2008","3","","",""
"9","2008","","","",""
"10","2008","1","","",""
"11","2008","","","",""
"12","2008","1","","",""
"13","2008","","","",""
"14","2008","","","",""
"15","2008","","","",""
"16","2008","","","",""
"17","2008","","","",""
"18","2008","","","",""
"19","2008","","","",""
"20","2008","","","",""
"21","2008","","","",""
"22","2008","","","",""
"23","2008","","","",""
"24","2008","","","",""
"25","2008","","","",""
"26","2008","","","",""
"27","2008","","","",""
"28","2008","","","",""
"30","2008","","","",""
"31","2008","","","",""
"32","2008","","","",""
"35","2008","","","",""
"36","2008","","","",""
"40","2008","","","",""
"42","2008","1","","",""
"45","2008","","","",""
"48","2008","","","",""
"50","2008","","","",""
"51","2008","","","",""
"64","2008","","","",""
"65","2008","","","",""
"90","2008","","","",""
"98","2008","","","",""
"100","2008","","","",""
"0","2009","","","",""
"1","2009","1649","","",""
"2","2009","404","0.195630796127903","0.179214325922801","0.212047266333006"
"3","2009","120","","",""
"4","2009","35","0.0161155306386538","0.0109044497809026","0.0213266114964049"
"5","2009","13","","",""
"6","2009","7","0.00342902511003334","0.0010098188143705","0.00584823140569619"
"7","2009","2","","",""
"8","2009","5","0.00247424711429287","0.000418275810373223","0.00453021841821251"
"9","2009","1","","",""
"10","2009","3","","",""
"11","2009","1","","",""
"12","2009","1","","",""
"13","2009","","","",""
"14","2009","1","","",""
"15","2009","","","",""
"16","2009","","","",""
"17","2009","","","",""
"18","2009","","","",""
"19","2009","","","",""
"20","2009","","","",""
"21","2009","","","",""
"22","2009","","","",""
"23","2009","","","",""
"24","2009","","","",""
"25","2009","","","",""
"26","2009","","","",""
"27","2009","","","",""
"28","2009","1","","",""
"30","2009","","","",""
"31","2009","","","",""
"32","2009","","","",""
"35","2009","","","",""
"36","2009","","","",""
"40","2009","","","",""
"42","2009","","","",""
"45","2009","","","",""
"48","2009","","","",""
"50","2009","","","",""
"51","2009","","","",""
"64","2009","","","",""
"65","2009","","","",""
"90","2009","","","",""
"98","2009","","","",""
"100","2009","","","",""
"0","2010","","","",""
"1","2010","2476","","",""
"2","2010","501","0.16337676639915","0.150609061471705","0.176144471326595"
"3","2010","150","","",""
"4","2010","47","0.0169948489955688","0.0125312077655763","0.0214584902255612"
"5","2010","21","","",""
"6","2010","5","0.00102957365137386","-7.79621000073739e-05","0.0021371094027551"
"7","2010","7","0.00196520495053526","0.000435775338019113","0.00349463456305141"
"8","2010","3","","",""
"9","2010","1","","",""
"10","2010","3","","",""
"11","2010","","","",""
"12","2010","","","",""
"13","2010","2","","",""
"14","2010","1","","",""
"15","2010","1","","",""
"16","2010","1","","",""
"17","2010","","","",""
"18","2010","","","",""
"19","2010","","","",""
"20","2010","2","","",""
"21","2010","","","",""
"22","2010","","","",""
"23","2010","","","",""
"24","2010","","","",""
"25","2010","","","",""
"26","2010","","","",""
"27","2010","","","",""
"28","2010","","","",""
"30","2010","","","",""
"31","2010","","","",""
"32","2010","","","",""
"35","2010","","","",""
"36","2010","","","",""
"40","2010","","","",""
"42","2010","","","",""
"45","2010","","","",""
"48","2010","","","",""
"50","2010","","","",""
"51","2010","","","",""
"64","2010","","","",""
"65","2010","","","",""
"90","2010","","","",""
"98","2010","","","",""
"100","2010","","","",""
"0","2011","","","",""
"1","2011","2955","","",""
"2","2011","582","0.166151897518702","0.154354525509237","0.177949269528168"
"3","2011","192","","",""
"4","2011","43","0.0145954419467681","0.0107943790364236","0.0183965048571126"
"5","2011","25","","",""
"6","2011","7","0.000991804878922387","-5.86484926976948e-06","0.00198947460711454"
"7","2011","7","0.00105765113356862","2.74296995299904e-05","0.00208787256760724"
"8","2011","6","0.000584203579154006","-0.000181647556404129","0.00135005471471214"
"9","2011","3","","",""
"10","2011","1","","",""
"11","2011","","","",""
"12","2011","","","",""
"13","2011","1","","",""
"14","2011","","","",""
"15","2011","","","",""
"16","2011","","","",""
"17","2011","","","",""
"18","2011","","","",""
"19","2011","","","",""
"20","2011","1","","",""
"21","2011","","","",""
"22","2011","","","",""
"23","2011","","","",""
"24","2011","","","",""
"25","2011","","","",""
"26","2011","","","",""
"27","2011","","","",""
"28","2011","","","",""
"30","2011","1","","",""
"31","2011","","","",""
"32","2011","","","",""
"35","2011","","","",""
"36","2011","","","",""
"40","2011","","","",""
"42","2011","","","",""
"45","2011","","","",""
"48","2011","","","",""
"50","2011","","","",""
"51","2011","","","",""
"64","2011","","","",""
"65","2011","","","",""
"90","2011","","","",""
"98","2011","","","",""
"100","2011","","","",""
"0","2012","","","",""
"1","2012","2792","","",""
"2","2012","570","0.173997554853603","0.1617138570007","0.186281252706506"
"3","2012","175","","",""
"4","2012","62","0.0170746153723563","0.0128770001459551","0.0212722305987576"
"5","2012","22","","",""
"6","2012","16","","",""
"7","2012","8","0.00204074094837789","0.000578505757413927","0.00350297613934185"
"8","2012","2","","",""
"9","2012","1","","",""
"10","2012","5","0.00108508852767553","1.83359025082753e-05","0.00215184115284279"
"11","2012","1","","",""
"12","2012","1","","",""
"13","2012","","","",""
"14","2012","1","","",""
"15","2012","1","","",""
"16","2012","","","",""
"17","2012","","","",""
"18","2012","","","",""
"19","2012","","","",""
"20","2012","1","","",""
"21","2012","","","",""
"22","2012","","","",""
"23","2012","","","",""
"24","2012","","","",""
"25","2012","","","",""
"26","2012","1","","",""
"27","2012","","","",""
"28","2012","","","",""
"30","2012","","","",""
"31","2012","","","",""
"32","2012","","","",""
"35","2012","","","",""
"36","2012","","","",""
"40","2012","","","",""
"42","2012","","","",""
"45","2012","","","",""
"48","2012","","","",""
"50","2012","","","",""
"51","2012","","","",""
"64","2012","","","",""
"65","2012","","","",""
"90","2012","","","",""
"98","2012","","","",""
"100","2012","","","",""
"0","2013","","","",""
"1","2013","2558","","",""
"2","2013","578","0.186478169880013","0.173359094756798","0.199597245003227"
"3","2013","153","","",""
"4","2013","42","0.0148140631027651","0.010744940164252","0.0188831860412781"
"5","2013","26","","",""
"6","2013","12","","",""
"7","2013","2","","",""
"8","2013","4","0.000751109991762352","-0.000171659486014051","0.00167387946953875"
"9","2013","3","","",""
"10","2013","3","","",""
"11","2013","1","","",""
"12","2013","","","",""
"13","2013","","","",""
"14","2013","1","","",""
"15","2013","1","","",""
"16","2013","","","",""
"17","2013","","","",""
"18","2013","","","",""
"19","2013","","","",""
"20","2013","1","","",""
"21","2013","","","",""
"22","2013","","","",""
"23","2013","","","",""
"24","2013","","","",""
"25","2013","","","",""
"26","2013","1","","",""
"27","2013","","","",""
"28","2013","","","",""
"30","2013","","","",""
"31","2013","","","",""
"32","2013","","","",""
"35","2013","","","",""
"36","2013","","","",""
"40","2013","","","",""
"42","2013","","","",""
"45","2013","","","",""
"48","2013","","","",""
"50","2013","","","",""
"51","2013","","","",""
"64","2013","","","",""
"65","2013","","","",""
"90","2013","","","",""
"98","2013","","","",""
"100","2013","","","",""
"0","2014","","","",""
"1","2014","2229","","",""
"2","2014","471","0.15975967368544","0.146522712269716","0.172996635101163"
"3","2014","155","","",""
"4","2014","48","0.0165922431304929","0.0119772365330098","0.021207249727976"
"5","2014","17","","",""
"6","2014","9","0.00541326426115713","0.00276229979877904","0.00806422872353522"
"7","2014","3","","",""
"8","2014","4","0.00109079704087976","-0.000101784114881608","0.00228337819664113"
"9","2014","1","","",""
"10","2014","2","","",""
"11","2014","1","","",""
"12","2014","1","","",""
"13","2014","","","",""
"14","2014","","","",""
"15","2014","1","","",""
"16","2014","","","",""
"17","2014","1","","",""
"18","2014","","","",""
"19","2014","","","",""
"20","2014","","","",""
"21","2014","","","",""
"22","2014","","","",""
"23","2014","","","",""
"24","2014","","","",""
"25","2014","","","",""
"26","2014","","","",""
"27","2014","","","",""
"28","2014","","","",""
"30","2014","","","",""
"31","2014","","","",""
"32","2014","","","",""
"35","2014","","","",""
"36","2014","","","",""
"40","2014","","","",""
"42","2014","","","",""
"45","2014","","","",""
"48","2014","","","",""
"50","2014","","","",""
"51","2014","","","",""
"64","2014","","","",""
"65","2014","","","",""
"90","2014","","","",""
"98","2014","","","",""
"100","2014","","","",""
"0","2015","","","",""
"1","2015","2507","","",""
"2","2015","503","0.156849816487483","0.14438930355073","0.169310329424236"
"3","2015","162","","",""
"4","2015","45","0.0122785167208304","0.00850512713526093","0.0160519063063998"
"5","2015","23","","",""
"6","2015","8","0.00209296034946483","0.00052704966601586","0.0036588710329138"
"7","2015","5","0.00102138289589366","-7.31122256334448e-05","0.00211587801742077"
"8","2015","7","0.0017507167160445","0.00031830163010098","0.00318313180198802"
"9","2015","","","",""
"10","2015","3","","",""
"11","2015","1","","",""
"12","2015","3","","",""
"13","2015","","","",""
"14","2015","","","",""
"15","2015","","","",""
"16","2015","","","",""
"17","2015","","","",""
"18","2015","","","",""
"19","2015","","","",""
"20","2015","1","","",""
"21","2015","","","",""
"22","2015","","","",""
"23","2015","","","",""
"24","2015","","","",""
"25","2015","1","","",""
"26","2015","","","",""
"27","2015","","","",""
"28","2015","","","",""
"30","2015","1","","",""
"31","2015","","","",""
"32","2015","1","","",""
"35","2015","","","",""
"36","2015","","","",""
"40","2015","","","",""
"42","2015","","","",""
"45","2015","","","",""
"48","2015","","","",""
"50","2015","1","","",""
"51","2015","","","",""
"64","2015","","","",""
"65","2015","","","",""
"90","2015","","","",""
"98","2015","","","",""
"100","2015","","","",""
"0","2016","","","",""
"1","2016","2371","","",""
"2","2016","525","0.175235133429616","0.161903964047378","0.188566302811853"
"3","2016","141","","",""
"4","2016","44","0.0174235813555156","0.0128353589566708","0.0220118037543604"
"5","2016","12","","",""
"6","2016","7","0.00398114284859701","0.00177298437017618","0.00618930132701784"
"7","2016","6","0.00135246024255297","6.3733174919413e-05","0.00264118731018652"
"8","2016","4","0.00110016081163109","-6.23088718221412e-05","0.00226263049508432"
"9","2016","1","","",""
"10","2016","6","0.00144136088560352","0.000111011445158326","0.00277171032604871"
"11","2016","1","","",""
"12","2016","3","","",""
"13","2016","1","","",""
"14","2016","","","",""
"15","2016","","","",""
"16","2016","","","",""
"17","2016","","","",""
"18","2016","","","",""
"19","2016","","","",""
"20","2016","","","",""
"21","2016","","","",""
"22","2016","","","",""
"23","2016","","","",""
"24","2016","","","",""
"25","2016","","","",""
"26","2016","","","",""
"27","2016","","","",""
"28","2016","","","",""
"30","2016","1","","",""
"31","2016","","","",""
"32","2016","","","",""
"35","2016","","","",""
"36","2016","","","",""
"40","2016","","","",""
"42","2016","","","",""
"45","2016","","","",""
"48","2016","1","","",""
"50","2016","","","",""
"51","2016","","","",""
"64","2016","","","",""
"65","2016","","","",""
"90","2016","","","",""
"98","2016","","","",""
"100","2016","","","",""
"0","2017","","","",""
"1","2017","2649","","",""
"2","2017","566","0.171154901548593","0.158646474181886","0.183663328915299"
"3","2017","158","","",""
"4","2017","49","0.0163859897766943","0.0121698010122181","0.0206021785411704"
"5","2017","29","","",""
"6","2017","12","","",""
"7","2017","6","0.00140155185272431","0.000159123418458632","0.00264398028698999"
"8","2017","4","0.000826291833779788","-0.000127950287681796","0.00178053395524137"
"9","2017","4","0.00299838341973834","0.00118260492217884","0.00481416191729784"
"10","2017","4","0.00122383175424327","6.27406489881173e-05","0.00238492285949842"
"11","2017","","","",""
"12","2017","","","",""
"13","2017","","","",""
"14","2017","","","",""
"15","2017","1","","",""
"16","2017","","","",""
"17","2017","","","",""
"18","2017","","","",""
"19","2017","","","",""
"20","2017","","","",""
"21","2017","","","",""
"22","2017","","","",""
"23","2017","","","",""
"24","2017","","","",""
"25","2017","","","",""
"26","2017","","","",""
"27","2017","","","",""
"28","2017","","","",""
"30","2017","1","","",""
"31","2017","","","",""
"32","2017","","","",""
"35","2017","","","",""
"36","2017","","","",""
"40","2017","","","",""
"42","2017","","","",""
"45","2017","","","",""
"48","2017","","","",""
"50","2017","","","",""
"51","2017","","","",""
"64","2017","","","",""
"65","2017","","","",""
"90","2017","","","",""
"98","2017","","","",""
"100","2017","","","",""
"0","2018","","","",""
"1","2018","2571","","",""
"2","2018","503","0.154737178603509","0.142508721263408","0.16696563594361"
"3","2018","161","","",""
"4","2018","67","0.0188032749703764","0.0142105203174987","0.0233960296232542"
"5","2018","27","","",""
"6","2018","7","0.000995590994434319","-7.07660311081504e-05","0.00206194801997679"
"7","2018","8","0.00240378699429767","0.000748002395173693","0.00405957159342165"
"8","2018","4","0.00121063889787588","3.48679689075632e-05","0.00238640982684419"
"9","2018","2","","",""
"10","2018","2","","",""
"11","2018","","","",""
"12","2018","3","","",""
"13","2018","","","",""
"14","2018","","","",""
"15","2018","2","","",""
"16","2018","","","",""
"17","2018","","","",""
"18","2018","","","",""
"19","2018","","","",""
"20","2018","1","","",""
"21","2018","","","",""
"22","2018","","","",""
"23","2018","","","",""
"24","2018","","","",""
"25","2018","","","",""
"26","2018","","","",""
"27","2018","","","",""
"28","2018","","","",""
"30","2018","","","",""
"31","2018","","","",""
"32","2018","","","",""
"35","2018","","","",""
"36","2018","","","",""
"40","2018","","","",""
"42","2018","","","",""
"45","2018","","","",""
"48","2018","","","",""
"50","2018","","","",""
"51","2018","","","",""
"64","2018","","","",""
"65","2018","","","",""
"90","2018","","","",""
"98","2018","1","","",""
"100","2018","1","","",""
"0","2019","","","",""
"1","2019","2606","","",""
"2","2019","539","0.16017016833015","0.147858382418192","0.172481954242109"
"3","2019","153","","",""
"4","2019","51","0.0165140277163777","0.012235984377365","0.0207920710553903"
"5","2019","23","","",""
"6","2019","12","","",""
"7","2019","3","","",""
"8","2019","6","0.00219476188403609","0.000623852316333275","0.0037656714517389"
"9","2019","5","0.00152184921512934","0.000213301131806196","0.00283039729845248"
"10","2019","2","","",""
"11","2019","1","","",""
"12","2019","2","","",""
"13","2019","","","",""
"14","2019","1","","",""
"15","2019","2","","",""
"16","2019","","","",""
"17","2019","","","",""
"18","2019","","","",""
"19","2019","1","","",""
"20","2019","1","","",""
"21","2019","","","",""
"22","2019","","","",""
"23","2019","","","",""
"24","2019","","","",""
"25","2019","","","",""
"26","2019","","","",""
"27","2019","","","",""
"28","2019","","","",""
"30","2019","","","",""
"31","2019","","","",""
"32","2019","","","",""
"35","2019","","","",""
"36","2019","","","",""
"40","2019","","","",""
"42","2019","","","",""
"45","2019","","","",""
"48","2019","","","",""
"50","2019","1","","",""
"51","2019","","","",""
"64","2019","","","",""
"65","2019","","","",""
"90","2019","","","",""
"98","2019","","","",""
"100","2019","","","",""
"0","2020","","","",""
"1","2020","2664","","",""
"2","2020","592","0.177551066934927","0.165054346882831","0.190047786987023"
"3","2020","192","","",""
"4","2020","65","0.0144106651211049","0.0105133103782373","0.0183080198639724"
"5","2020","26","","",""
"6","2020","15","","",""
"7","2020","11","","",""
"8","2020","4","0.000495036152726136","-0.000232393269781482","0.00122246557523375"
"9","2020","4","0.000748730216641883","-0.000145768993917831","0.0016432294272016"
"10","2020","6","0.00180944008227154","0.000419619434586316","0.00319926072995676"
"11","2020","","","",""
"12","2020","3","","",""
"13","2020","","","",""
"14","2020","1","","",""
"15","2020","3","","",""
"16","2020","","","",""
"17","2020","1","","",""
"18","2020","","","",""
"19","2020","","","",""
"20","2020","2","","",""
"21","2020","1","","",""
"22","2020","1","","",""
"23","2020","","","",""
"24","2020","","","",""
"25","2020","","","",""
"26","2020","","","",""
"27","2020","","","",""
"28","2020","","","",""
"30","2020","","","",""
"31","2020","","","",""
"32","2020","","","",""
"35","2020","","","",""
"36","2020","","","",""
"40","2020","1","","",""
"42","2020","","","",""
"45","2020","","","",""
"48","2020","","","",""
"50","2020","","","",""
"51","2020","","","",""
"64","2020","","","",""
"65","2020","","","",""
"90","2020","","","",""
"98","2020","","","",""
"100","2020","","","",""
