"ple0055","year","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"20","2002","weiblich","","","",""
"21","2002","männlich","","","",""
"21","2002","weiblich","","","",""
"22","2002","männlich","","","",""
"22","2002","weiblich","","","",""
"23","2002","männlich","","","",""
"23","2002","weiblich","","","",""
"24","2002","männlich","","","",""
"24","2002","weiblich","","","",""
"25","2002","männlich","","","",""
"25","2002","weiblich","","","",""
"26","2002","männlich","","","",""
"26","2002","weiblich","","","",""
"27","2002","männlich","","","",""
"27","2002","weiblich","","","",""
"28","2002","männlich","","","",""
"28","2002","weiblich","","","",""
"30","2002","männlich","","","",""
"30","2002","weiblich","","","",""
"31","2002","männlich","","","",""
"31","2002","weiblich","","","",""
"32","2002","männlich","","","",""
"32","2002","weiblich","","","",""
"35","2002","männlich","","","",""
"35","2002","weiblich","","","",""
"36","2002","männlich","","","",""
"36","2002","weiblich","","","",""
"40","2002","männlich","","","",""
"40","2002","weiblich","","","",""
"42","2002","männlich","","","",""
"42","2002","weiblich","","","",""
"45","2002","männlich","","","",""
"45","2002","weiblich","","","",""
"48","2002","männlich","","","",""
"48","2002","weiblich","1","","",""
"50","2002","männlich","","","",""
"50","2002","weiblich","","","",""
"51","2002","männlich","","","",""
"51","2002","weiblich","","","",""
"64","2002","männlich","","","",""
"64","2002","weiblich","","","",""
"65","2002","männlich","","","",""
"65","2002","weiblich","","","",""
"90","2002","männlich","","","",""
"90","2002","weiblich","","","",""
"98","2002","männlich","","","",""
"98","2002","weiblich","","","",""
"100","2002","männlich","","","",""
"100","2002","weiblich","","","",""
"0","2003","männlich","","","",""
"0","2003","weiblich","","","",""
"1","2003","männlich","827","0.731124874199308","0.705065331487859","0.757184416910758"
"1","2003","weiblich","1134","0.752875269193171","0.730765000259453","0.774985538126889"
"2","2003","männlich","189","0.178755110275282","0.156235479243718","0.201274741306847"
"2","2003","weiblich","243","0.182870718174326","0.163055818544655","0.202685617803996"
"3","2003","männlich","46","0.0378396255125747","0.0266247916129349","0.0490544594122146"
"3","2003","weiblich","58","0.0420478608852159","0.0317601615357344","0.0523355602346975"
"4","2003","männlich","25","","",""
"4","2003","weiblich","13","","",""
"5","2003","männlich","9","","",""
"5","2003","weiblich","4","","",""
"6","2003","männlich","5","","",""
"6","2003","weiblich","5","","",""
"7","2003","männlich","7","","",""
"7","2003","weiblich","1","","",""
"8","2003","männlich","1","","",""
"8","2003","weiblich","1","","",""
"9","2003","männlich","","","",""
"9","2003","weiblich","","","",""
"10","2003","männlich","","","",""
"10","2003","weiblich","2","","",""
"11","2003","männlich","","","",""
"11","2003","weiblich","","","",""
"12","2003","männlich","2","","",""
"12","2003","weiblich","","","",""
"13","2003","männlich","","","",""
"13","2003","weiblich","","","",""
"14","2003","männlich","1","","",""
"14","2003","weiblich","","","",""
"15","2003","männlich","","","",""
"15","2003","weiblich","1","","",""
"16","2003","männlich","","","",""
"16","2003","weiblich","","","",""
"17","2003","männlich","","","",""
"17","2003","weiblich","","","",""
"18","2003","männlich","","","",""
"18","2003","weiblich","","","",""
"19","2003","männlich","","","",""
"19","2003","weiblich","","","",""
"20","2003","männlich","","","",""
"20","2003","weiblich","","","",""
"21","2003","männlich","","","",""
"21","2003","weiblich","","","",""
"22","2003","männlich","","","",""
"22","2003","weiblich","","","",""
"23","2003","männlich","","","",""
"23","2003","weiblich","","","",""
"24","2003","männlich","","","",""
"24","2003","weiblich","","","",""
"25","2003","männlich","","","",""
"25","2003","weiblich","","","",""
"26","2003","männlich","","","",""
"26","2003","weiblich","","","",""
"27","2003","männlich","","","",""
"27","2003","weiblich","","","",""
"28","2003","männlich","","","",""
"28","2003","weiblich","","","",""
"30","2003","männlich","","","",""
"30","2003","weiblich","","","",""
"31","2003","männlich","","","",""
"31","2003","weiblich","","","",""
"32","2003","männlich","","","",""
"32","2003","weiblich","","","",""
"35","2003","männlich","","","",""
"35","2003","weiblich","","","",""
"36","2003","männlich","","","",""
"36","2003","weiblich","","","",""
"40","2003","männlich","","","",""
"40","2003","weiblich","","","",""
"42","2003","männlich","","","",""
"42","2003","weiblich","","","",""
"45","2003","männlich","","","",""
"45","2003","weiblich","","","",""
"48","2003","männlich","","","",""
"48","2003","weiblich","","","",""
"50","2003","männlich","","","",""
"50","2003","weiblich","","","",""
"51","2003","männlich","","","",""
"51","2003","weiblich","","","",""
"64","2003","männlich","","","",""
"64","2003","weiblich","","","",""
"65","2003","männlich","","","",""
"65","2003","weiblich","","","",""
"90","2003","männlich","","","",""
"90","2003","weiblich","","","",""
"98","2003","männlich","","","",""
"98","2003","weiblich","","","",""
"100","2003","männlich","","","",""
"100","2003","weiblich","","","",""
"0","2004","männlich","","","",""
"0","2004","weiblich","","","",""
"1","2004","männlich","777","0.703942854989044","0.676602142270086","0.731283567708003"
"1","2004","weiblich","1154","0.772374322926785","0.750888575455708","0.793860070397862"
"2","2004","männlich","201","0.205054635478947","0.180874607896347","0.229234663061546"
"2","2004","weiblich","226","0.161129430974308","0.142290300948759","0.179968560999856"
"3","2004","männlich","54","0.0541128107648345","0.0405633168618987","0.0676623046677703"
"3","2004","weiblich","56","0.0474536860185062","0.0365592700212385","0.0583481020157739"
"4","2004","männlich","19","","",""
"4","2004","weiblich","8","","",""
"5","2004","männlich","10","","",""
"5","2004","weiblich","6","","",""
"6","2004","männlich","2","","",""
"6","2004","weiblich","4","","",""
"7","2004","männlich","","","",""
"7","2004","weiblich","2","","",""
"8","2004","männlich","3","","",""
"8","2004","weiblich","2","","",""
"9","2004","männlich","","","",""
"9","2004","weiblich","","","",""
"10","2004","männlich","1","","",""
"10","2004","weiblich","3","","",""
"11","2004","männlich","1","","",""
"11","2004","weiblich","1","","",""
"12","2004","männlich","2","","",""
"12","2004","weiblich","","","",""
"13","2004","männlich","1","","",""
"13","2004","weiblich","1","","",""
"14","2004","männlich","","","",""
"14","2004","weiblich","","","",""
"15","2004","männlich","","","",""
"15","2004","weiblich","","","",""
"16","2004","männlich","","","",""
"16","2004","weiblich","","","",""
"17","2004","männlich","","","",""
"17","2004","weiblich","","","",""
"18","2004","männlich","","","",""
"18","2004","weiblich","","","",""
"19","2004","männlich","","","",""
"19","2004","weiblich","","","",""
"20","2004","männlich","","","",""
"20","2004","weiblich","","","",""
"21","2004","männlich","","","",""
"21","2004","weiblich","","","",""
"22","2004","männlich","","","",""
"22","2004","weiblich","","","",""
"23","2004","männlich","","","",""
"23","2004","weiblich","","","",""
"24","2004","männlich","","","",""
"24","2004","weiblich","","","",""
"25","2004","männlich","","","",""
"25","2004","weiblich","","","",""
"26","2004","männlich","","","",""
"26","2004","weiblich","","","",""
"27","2004","männlich","","","",""
"27","2004","weiblich","","","",""
"28","2004","männlich","","","",""
"28","2004","weiblich","","","",""
"30","2004","männlich","","","",""
"30","2004","weiblich","","","",""
"31","2004","männlich","","","",""
"31","2004","weiblich","","","",""
"32","2004","männlich","","","",""
"32","2004","weiblich","","","",""
"35","2004","männlich","","","",""
"35","2004","weiblich","","","",""
"36","2004","männlich","","","",""
"36","2004","weiblich","","","",""
"40","2004","männlich","","","",""
"40","2004","weiblich","","","",""
"42","2004","männlich","","","",""
"42","2004","weiblich","","","",""
"45","2004","männlich","","","",""
"45","2004","weiblich","","","",""
"48","2004","männlich","","","",""
"48","2004","weiblich","","","",""
"50","2004","männlich","","","",""
"50","2004","weiblich","","","",""
"51","2004","männlich","","","",""
"51","2004","weiblich","","","",""
"64","2004","männlich","","","",""
"64","2004","weiblich","","","",""
"65","2004","männlich","","","",""
"65","2004","weiblich","","","",""
"90","2004","männlich","","","",""
"90","2004","weiblich","","","",""
"98","2004","männlich","","","",""
"98","2004","weiblich","","","",""
"100","2004","männlich","","","",""
"100","2004","weiblich","","","",""
"0","2005","männlich","","","",""
"0","2005","weiblich","","","",""
"1","2005","männlich","712","0.74086807422987","0.713266025780545","0.768470122679195"
"1","2005","weiblich","987","0.761802163602747","0.7383463884057","0.785257938799795"
"2","2005","männlich","184","0.172196049162003","0.148412002338045","0.195980095985962"
"2","2005","weiblich","195","0.156221155339475","0.136229717887392","0.176212592791558"
"3","2005","männlich","41","0.0475270021263179","0.0341238496216874","0.0609301546309484"
"3","2005","weiblich","53","0.0474648877891343","0.035756785457914","0.0591729901203547"
"4","2005","männlich","18","","",""
"4","2005","weiblich","15","","",""
"5","2005","männlich","5","","",""
"5","2005","weiblich","8","","",""
"6","2005","männlich","4","","",""
"6","2005","weiblich","1","","",""
"7","2005","männlich","3","","",""
"7","2005","weiblich","2","","",""
"8","2005","männlich","","","",""
"8","2005","weiblich","1","","",""
"9","2005","männlich","1","","",""
"9","2005","weiblich","2","","",""
"10","2005","männlich","","","",""
"10","2005","weiblich","1","","",""
"11","2005","männlich","","","",""
"11","2005","weiblich","1","","",""
"12","2005","männlich","","","",""
"12","2005","weiblich","","","",""
"13","2005","männlich","","","",""
"13","2005","weiblich","","","",""
"14","2005","männlich","","","",""
"14","2005","weiblich","","","",""
"15","2005","männlich","","","",""
"15","2005","weiblich","1","","",""
"16","2005","männlich","","","",""
"16","2005","weiblich","","","",""
"17","2005","männlich","","","",""
"17","2005","weiblich","","","",""
"18","2005","männlich","","","",""
"18","2005","weiblich","","","",""
"19","2005","männlich","","","",""
"19","2005","weiblich","","","",""
"20","2005","männlich","","","",""
"20","2005","weiblich","","","",""
"21","2005","männlich","","","",""
"21","2005","weiblich","","","",""
"22","2005","männlich","","","",""
"22","2005","weiblich","","","",""
"23","2005","männlich","","","",""
"23","2005","weiblich","","","",""
"24","2005","männlich","","","",""
"24","2005","weiblich","","","",""
"25","2005","männlich","","","",""
"25","2005","weiblich","","","",""
"26","2005","männlich","","","",""
"26","2005","weiblich","","","",""
"27","2005","männlich","","","",""
"27","2005","weiblich","","","",""
"28","2005","männlich","","","",""
"28","2005","weiblich","","","",""
"30","2005","männlich","","","",""
"30","2005","weiblich","","","",""
"31","2005","männlich","","","",""
"31","2005","weiblich","","","",""
"32","2005","männlich","","","",""
"32","2005","weiblich","","","",""
"35","2005","männlich","","","",""
"35","2005","weiblich","","","",""
"36","2005","männlich","","","",""
"36","2005","weiblich","","","",""
"40","2005","männlich","","","",""
"40","2005","weiblich","","","",""
"42","2005","männlich","","","",""
"42","2005","weiblich","","","",""
"45","2005","männlich","","","",""
"45","2005","weiblich","","","",""
"48","2005","männlich","","","",""
"48","2005","weiblich","","","",""
"50","2005","männlich","","","",""
"50","2005","weiblich","","","",""
"51","2005","männlich","","","",""
"51","2005","weiblich","","","",""
"64","2005","männlich","","","",""
"64","2005","weiblich","","","",""
"65","2005","männlich","","","",""
"65","2005","weiblich","","","",""
"90","2005","männlich","","","",""
"90","2005","weiblich","","","",""
"98","2005","männlich","","","",""
"98","2005","weiblich","","","",""
"100","2005","männlich","","","",""
"100","2005","weiblich","","","",""
"0","2006","männlich","","","",""
"0","2006","weiblich","","","",""
"1","2006","männlich","777","0.718413648163123","0.691626470970565","0.745200825355682"
"1","2006","weiblich","1108","0.780532941821825","0.759058771468902","0.802007112174747"
"2","2006","männlich","209","0.18393053759042","0.160856460133789","0.207004615047052"
"2","2006","weiblich","228","0.158612705033583","0.139658609498872","0.177566800568295"
"3","2006","männlich","61","0.064228405087684","0.0496274131656739","0.0788293970096941"
"3","2006","weiblich","58","0.0372191078843675","0.0273974949385439","0.047040720830191"
"4","2006","männlich","20","","",""
"4","2006","weiblich","16","","",""
"5","2006","männlich","5","","",""
"5","2006","weiblich","7","","",""
"6","2006","männlich","2","","",""
"6","2006","weiblich","2","","",""
"7","2006","männlich","4","","",""
"7","2006","weiblich","4","","",""
"8","2006","männlich","","","",""
"8","2006","weiblich","","","",""
"9","2006","männlich","","","",""
"9","2006","weiblich","","","",""
"10","2006","männlich","","","",""
"10","2006","weiblich","","","",""
"11","2006","männlich","","","",""
"11","2006","weiblich","1","","",""
"12","2006","männlich","2","","",""
"12","2006","weiblich","1","","",""
"13","2006","männlich","","","",""
"13","2006","weiblich","","","",""
"14","2006","männlich","","","",""
"14","2006","weiblich","","","",""
"15","2006","männlich","2","","",""
"15","2006","weiblich","","","",""
"16","2006","männlich","","","",""
"16","2006","weiblich","","","",""
"17","2006","männlich","","","",""
"17","2006","weiblich","","","",""
"18","2006","männlich","","","",""
"18","2006","weiblich","","","",""
"19","2006","männlich","","","",""
"19","2006","weiblich","1","","",""
"20","2006","männlich","","","",""
"20","2006","weiblich","1","","",""
"21","2006","männlich","","","",""
"21","2006","weiblich","","","",""
"22","2006","männlich","","","",""
"22","2006","weiblich","","","",""
"23","2006","männlich","","","",""
"23","2006","weiblich","","","",""
"24","2006","männlich","","","",""
"24","2006","weiblich","","","",""
"25","2006","männlich","","","",""
"25","2006","weiblich","","","",""
"26","2006","männlich","","","",""
"26","2006","weiblich","","","",""
"27","2006","männlich","","","",""
"27","2006","weiblich","","","",""
"28","2006","männlich","","","",""
"28","2006","weiblich","","","",""
"30","2006","männlich","1","","",""
"30","2006","weiblich","","","",""
"31","2006","männlich","","","",""
"31","2006","weiblich","","","",""
"32","2006","männlich","","","",""
"32","2006","weiblich","","","",""
"35","2006","männlich","","","",""
"35","2006","weiblich","","","",""
"36","2006","männlich","","","",""
"36","2006","weiblich","","","",""
"40","2006","männlich","","","",""
"40","2006","weiblich","","","",""
"42","2006","männlich","","","",""
"42","2006","weiblich","","","",""
"45","2006","männlich","","","",""
"45","2006","weiblich","","","",""
"48","2006","männlich","","","",""
"48","2006","weiblich","","","",""
"50","2006","männlich","","","",""
"50","2006","weiblich","","","",""
"51","2006","männlich","","","",""
"51","2006","weiblich","","","",""
"64","2006","männlich","","","",""
"64","2006","weiblich","","","",""
"65","2006","männlich","","","",""
"65","2006","weiblich","","","",""
"90","2006","männlich","","","",""
"90","2006","weiblich","","","",""
"98","2006","männlich","","","",""
"98","2006","weiblich","","","",""
"100","2006","männlich","","","",""
"100","2006","weiblich","","","",""
"0","2007","männlich","","","",""
"0","2007","weiblich","","","",""
"1","2007","männlich","758","0.684296575860048","0.656315978118698","0.712277173601399"
"1","2007","weiblich","1019","0.759526982757084","0.736687212625599","0.78236675288857"
"2","2007","männlich","205","0.221270214695787","0.196281148350501","0.246259281041072"
"2","2007","weiblich","224","0.162269525397268","0.142565380659264","0.181973670135272"
"3","2007","männlich","60","0.0534299776826552","0.0398916809748444","0.0669682743904659"
"3","2007","weiblich","65","0.0517787463698099","0.0399369508575987","0.0636205418820211"
"4","2007","männlich","15","","",""
"4","2007","weiblich","23","","",""
"5","2007","männlich","12","","",""
"5","2007","weiblich","6","","",""
"6","2007","männlich","2","","",""
"6","2007","weiblich","1","","",""
"7","2007","männlich","1","","",""
"7","2007","weiblich","2","","",""
"8","2007","männlich","1","","",""
"8","2007","weiblich","","","",""
"9","2007","männlich","1","","",""
"9","2007","weiblich","1","","",""
"10","2007","männlich","","","",""
"10","2007","weiblich","1","","",""
"11","2007","männlich","","","",""
"11","2007","weiblich","1","","",""
"12","2007","männlich","2","","",""
"12","2007","weiblich","1","","",""
"13","2007","männlich","","","",""
"13","2007","weiblich","","","",""
"14","2007","männlich","1","","",""
"14","2007","weiblich","","","",""
"15","2007","männlich","","","",""
"15","2007","weiblich","","","",""
"16","2007","männlich","1","","",""
"16","2007","weiblich","","","",""
"17","2007","männlich","","","",""
"17","2007","weiblich","","","",""
"18","2007","männlich","","","",""
"18","2007","weiblich","1","","",""
"19","2007","männlich","","","",""
"19","2007","weiblich","","","",""
"20","2007","männlich","","","",""
"20","2007","weiblich","","","",""
"21","2007","männlich","","","",""
"21","2007","weiblich","","","",""
"22","2007","männlich","","","",""
"22","2007","weiblich","","","",""
"23","2007","männlich","1","","",""
"23","2007","weiblich","","","",""
"24","2007","männlich","","","",""
"24","2007","weiblich","","","",""
"25","2007","männlich","","","",""
"25","2007","weiblich","","","",""
"26","2007","männlich","","","",""
"26","2007","weiblich","","","",""
"27","2007","männlich","","","",""
"27","2007","weiblich","","","",""
"28","2007","männlich","","","",""
"28","2007","weiblich","","","",""
"30","2007","männlich","","","",""
"30","2007","weiblich","","","",""
"31","2007","männlich","","","",""
"31","2007","weiblich","","","",""
"32","2007","männlich","","","",""
"32","2007","weiblich","","","",""
"35","2007","männlich","","","",""
"35","2007","weiblich","","","",""
"36","2007","männlich","","","",""
"36","2007","weiblich","","","",""
"40","2007","männlich","","","",""
"40","2007","weiblich","","","",""
"42","2007","männlich","","","",""
"42","2007","weiblich","","","",""
"45","2007","männlich","","","",""
"45","2007","weiblich","","","",""
"48","2007","männlich","","","",""
"48","2007","weiblich","","","",""
"50","2007","männlich","","","",""
"50","2007","weiblich","","","",""
"51","2007","männlich","","","",""
"51","2007","weiblich","","","",""
"64","2007","männlich","","","",""
"64","2007","weiblich","","","",""
"65","2007","männlich","","","",""
"65","2007","weiblich","","","",""
"90","2007","männlich","","","",""
"90","2007","weiblich","","","",""
"98","2007","männlich","","","",""
"98","2007","weiblich","","","",""
"100","2007","männlich","","","",""
"100","2007","weiblich","","","",""
"0","2008","männlich","","","",""
"0","2008","weiblich","","","",""
"1","2008","männlich","701","0.712582887161753","0.684248810888889","0.740916963434617"
"1","2008","weiblich","923","0.747684457408038","0.723271944729442","0.772096970086634"
"2","2008","männlich","195","0.203619862996309","0.178407977074684","0.228831748917933"
"2","2008","weiblich","212","0.182883703333512","0.161156154065058","0.204611252601966"
"3","2008","männlich","51","0.051996961149836","0.038096509886131","0.0658974124135409"
"3","2008","weiblich","55","0.0430481962503808","0.0316403458925012","0.0544560466082604"
"4","2008","männlich","18","","",""
"4","2008","weiblich","15","","",""
"5","2008","männlich","7","","",""
"5","2008","weiblich","6","","",""
"6","2008","männlich","2","","",""
"6","2008","weiblich","","","",""
"7","2008","männlich","5","","",""
"7","2008","weiblich","","","",""
"8","2008","männlich","1","","",""
"8","2008","weiblich","2","","",""
"9","2008","männlich","","","",""
"9","2008","weiblich","","","",""
"10","2008","männlich","","","",""
"10","2008","weiblich","1","","",""
"11","2008","männlich","","","",""
"11","2008","weiblich","","","",""
"12","2008","männlich","","","",""
"12","2008","weiblich","1","","",""
"13","2008","männlich","","","",""
"13","2008","weiblich","","","",""
"14","2008","männlich","","","",""
"14","2008","weiblich","","","",""
"15","2008","männlich","","","",""
"15","2008","weiblich","","","",""
"16","2008","männlich","","","",""
"16","2008","weiblich","","","",""
"17","2008","männlich","","","",""
"17","2008","weiblich","","","",""
"18","2008","männlich","","","",""
"18","2008","weiblich","","","",""
"19","2008","männlich","","","",""
"19","2008","weiblich","","","",""
"20","2008","männlich","","","",""
"20","2008","weiblich","","","",""
"21","2008","männlich","","","",""
"21","2008","weiblich","","","",""
"22","2008","männlich","","","",""
"22","2008","weiblich","","","",""
"23","2008","männlich","","","",""
"23","2008","weiblich","","","",""
"24","2008","männlich","","","",""
"24","2008","weiblich","","","",""
"25","2008","männlich","","","",""
"25","2008","weiblich","","","",""
"26","2008","männlich","","","",""
"26","2008","weiblich","","","",""
"27","2008","männlich","","","",""
"27","2008","weiblich","","","",""
"28","2008","männlich","","","",""
"28","2008","weiblich","","","",""
"30","2008","männlich","","","",""
"30","2008","weiblich","","","",""
"31","2008","männlich","","","",""
"31","2008","weiblich","","","",""
"32","2008","männlich","","","",""
"32","2008","weiblich","","","",""
"35","2008","männlich","","","",""
"35","2008","weiblich","","","",""
"36","2008","männlich","","","",""
"36","2008","weiblich","","","",""
"40","2008","männlich","","","",""
"40","2008","weiblich","","","",""
"42","2008","männlich","","","",""
"42","2008","weiblich","1","","",""
"45","2008","männlich","","","",""
"45","2008","weiblich","","","",""
"48","2008","männlich","","","",""
"48","2008","weiblich","","","",""
"50","2008","männlich","","","",""
"50","2008","weiblich","","","",""
"51","2008","männlich","","","",""
"51","2008","weiblich","","","",""
"64","2008","männlich","","","",""
"64","2008","weiblich","","","",""
"65","2008","männlich","","","",""
"65","2008","weiblich","","","",""
"90","2008","männlich","","","",""
"90","2008","weiblich","","","",""
"98","2008","männlich","","","",""
"98","2008","weiblich","","","",""
"100","2008","männlich","","","",""
"100","2008","weiblich","","","",""
"0","2009","männlich","","","",""
"0","2009","weiblich","","","",""
"1","2009","männlich","717","0.723782990673097","0.696084222973787","0.751481758372408"
"1","2009","weiblich","932","0.727225510963694","0.70245564130499","0.751995380622399"
"2","2009","männlich","182","0.190339887708272","0.166020797210547","0.214658978205997"
"2","2009","weiblich","222","0.199674807031744","0.177442620693695","0.221906993369792"
"3","2009","männlich","72","0.0593901787352151","0.0447484241594362","0.0740319333109939"
"3","2009","weiblich","48","0.0319404380374445","0.0221611155796839","0.041719760495205"
"4","2009","männlich","16","","",""
"4","2009","weiblich","19","","",""
"5","2009","männlich","5","","",""
"5","2009","weiblich","8","","",""
"6","2009","männlich","2","","",""
"6","2009","weiblich","5","","",""
"7","2009","männlich","2","","",""
"7","2009","weiblich","","","",""
"8","2009","männlich","1","","",""
"8","2009","weiblich","4","","",""
"9","2009","männlich","","","",""
"9","2009","weiblich","1","","",""
"10","2009","männlich","1","","",""
"10","2009","weiblich","2","","",""
"11","2009","männlich","1","","",""
"11","2009","weiblich","","","",""
"12","2009","männlich","1","","",""
"12","2009","weiblich","","","",""
"13","2009","männlich","","","",""
"13","2009","weiblich","","","",""
"14","2009","männlich","","","",""
"14","2009","weiblich","1","","",""
"15","2009","männlich","","","",""
"15","2009","weiblich","","","",""
"16","2009","männlich","","","",""
"16","2009","weiblich","","","",""
"17","2009","männlich","","","",""
"17","2009","weiblich","","","",""
"18","2009","männlich","","","",""
"18","2009","weiblich","","","",""
"19","2009","männlich","","","",""
"19","2009","weiblich","","","",""
"20","2009","männlich","","","",""
"20","2009","weiblich","","","",""
"21","2009","männlich","","","",""
"21","2009","weiblich","","","",""
"22","2009","männlich","","","",""
"22","2009","weiblich","","","",""
"23","2009","männlich","","","",""
"23","2009","weiblich","","","",""
"24","2009","männlich","","","",""
"24","2009","weiblich","","","",""
"25","2009","männlich","","","",""
"25","2009","weiblich","","","",""
"26","2009","männlich","","","",""
"26","2009","weiblich","","","",""
"27","2009","männlich","","","",""
"27","2009","weiblich","","","",""
"28","2009","männlich","1","","",""
"28","2009","weiblich","","","",""
"30","2009","männlich","","","",""
"30","2009","weiblich","","","",""
"31","2009","männlich","","","",""
"31","2009","weiblich","","","",""
"32","2009","männlich","","","",""
"32","2009","weiblich","","","",""
"35","2009","männlich","","","",""
"35","2009","weiblich","","","",""
"36","2009","männlich","","","",""
"36","2009","weiblich","","","",""
"40","2009","männlich","","","",""
"40","2009","weiblich","","","",""
"42","2009","männlich","","","",""
"42","2009","weiblich","","","",""
"45","2009","männlich","","","",""
"45","2009","weiblich","","","",""
"48","2009","männlich","","","",""
"48","2009","weiblich","","","",""
"50","2009","männlich","","","",""
"50","2009","weiblich","","","",""
"51","2009","männlich","","","",""
"51","2009","weiblich","","","",""
"64","2009","männlich","","","",""
"64","2009","weiblich","","","",""
"65","2009","männlich","","","",""
"65","2009","weiblich","","","",""
"90","2009","männlich","","","",""
"90","2009","weiblich","","","",""
"98","2009","männlich","","","",""
"98","2009","weiblich","","","",""
"100","2009","männlich","","","",""
"100","2009","weiblich","","","",""
"0","2010","männlich","","","",""
"0","2010","weiblich","","","",""
"1","2010","männlich","886","0.743211799663582","0.718190292061515","0.768233307265649"
"1","2010","weiblich","1590","0.758253485642588","0.739719941419698","0.776787029865477"
"2","2010","männlich","192","0.170910624824055","0.149350322354862","0.192470927293247"
"2","2010","weiblich","309","0.157003515646387","0.141255032468868","0.172751998823906"
"3","2010","männlich","55","0.0471810021376969","0.03503709526917","0.0593249090062238"
"3","2010","weiblich","95","0.0568021066039984","0.0467824048893184","0.0668218083186784"
"4","2010","männlich","17","","",""
"4","2010","weiblich","30","0.0153851550147008","0.0100572645415898","0.0207130454878119"
"5","2010","männlich","9","","",""
"5","2010","weiblich","12","","",""
"6","2010","männlich","2","","",""
"6","2010","weiblich","3","","",""
"7","2010","männlich","4","","",""
"7","2010","weiblich","3","","",""
"8","2010","männlich","","","",""
"8","2010","weiblich","3","","",""
"9","2010","männlich","1","","",""
"9","2010","weiblich","","","",""
"10","2010","männlich","1","","",""
"10","2010","weiblich","2","","",""
"11","2010","männlich","","","",""
"11","2010","weiblich","","","",""
"12","2010","männlich","","","",""
"12","2010","weiblich","","","",""
"13","2010","männlich","1","","",""
"13","2010","weiblich","1","","",""
"14","2010","männlich","","","",""
"14","2010","weiblich","1","","",""
"15","2010","männlich","1","","",""
"15","2010","weiblich","","","",""
"16","2010","männlich","1","","",""
"16","2010","weiblich","","","",""
"17","2010","männlich","","","",""
"17","2010","weiblich","","","",""
"18","2010","männlich","","","",""
"18","2010","weiblich","","","",""
"19","2010","männlich","","","",""
"19","2010","weiblich","","","",""
"20","2010","männlich","1","","",""
"20","2010","weiblich","1","","",""
"21","2010","männlich","","","",""
"21","2010","weiblich","","","",""
"22","2010","männlich","","","",""
"22","2010","weiblich","","","",""
"23","2010","männlich","","","",""
"23","2010","weiblich","","","",""
"24","2010","männlich","","","",""
"24","2010","weiblich","","","",""
"25","2010","männlich","","","",""
"25","2010","weiblich","","","",""
"26","2010","männlich","","","",""
"26","2010","weiblich","","","",""
"27","2010","männlich","","","",""
"27","2010","weiblich","","","",""
"28","2010","männlich","","","",""
"28","2010","weiblich","","","",""
"30","2010","männlich","","","",""
"30","2010","weiblich","","","",""
"31","2010","männlich","","","",""
"31","2010","weiblich","","","",""
"32","2010","männlich","","","",""
"32","2010","weiblich","","","",""
"35","2010","männlich","","","",""
"35","2010","weiblich","","","",""
"36","2010","männlich","","","",""
"36","2010","weiblich","","","",""
"40","2010","männlich","","","",""
"40","2010","weiblich","","","",""
"42","2010","männlich","","","",""
"42","2010","weiblich","","","",""
"45","2010","männlich","","","",""
"45","2010","weiblich","","","",""
"48","2010","männlich","","","",""
"48","2010","weiblich","","","",""
"50","2010","männlich","","","",""
"50","2010","weiblich","","","",""
"51","2010","männlich","","","",""
"51","2010","weiblich","","","",""
"64","2010","männlich","","","",""
"64","2010","weiblich","","","",""
"65","2010","männlich","","","",""
"65","2010","weiblich","","","",""
"90","2010","männlich","","","",""
"90","2010","weiblich","","","",""
"98","2010","männlich","","","",""
"98","2010","weiblich","","","",""
"100","2010","männlich","","","",""
"100","2010","weiblich","","","",""
"0","2011","männlich","","","",""
"0","2011","weiblich","","","",""
"1","2011","männlich","1085","0.73369456630124","0.710919403463977","0.756469729138503"
"1","2011","weiblich","1870","0.757920322319628","0.740700667462289","0.775139977176966"
"2","2011","männlich","228","0.155252302544021","0.136592959084635","0.173911646003407"
"2","2011","weiblich","354","0.174348225724036","0.159095736548483","0.18960071489959"
"3","2011","männlich","85","0.0684461691826373","0.0554357174237708","0.0814566209415038"
"3","2011","weiblich","107","0.0503742139440929","0.0415816832968121","0.0591667445913738"
"4","2011","männlich","23","","",""
"4","2011","weiblich","20","","",""
"5","2011","männlich","14","","",""
"5","2011","weiblich","11","","",""
"6","2011","männlich","2","","",""
"6","2011","weiblich","5","","",""
"7","2011","männlich","2","","",""
"7","2011","weiblich","5","","",""
"8","2011","männlich","4","","",""
"8","2011","weiblich","2","","",""
"9","2011","männlich","2","","",""
"9","2011","weiblich","1","","",""
"10","2011","männlich","1","","",""
"10","2011","weiblich","","","",""
"11","2011","männlich","","","",""
"11","2011","weiblich","","","",""
"12","2011","männlich","","","",""
"12","2011","weiblich","","","",""
"13","2011","männlich","","","",""
"13","2011","weiblich","1","","",""
"14","2011","männlich","","","",""
"14","2011","weiblich","","","",""
"15","2011","männlich","","","",""
"15","2011","weiblich","","","",""
"16","2011","männlich","","","",""
"16","2011","weiblich","","","",""
"17","2011","männlich","","","",""
"17","2011","weiblich","","","",""
"18","2011","männlich","","","",""
"18","2011","weiblich","","","",""
"19","2011","männlich","","","",""
"19","2011","weiblich","","","",""
"20","2011","männlich","1","","",""
