"ple0055","year","age_gr","n","percent","lower_confidence_percent","upper_confidence_percent"
"4","1993","66","","","",""
"5","1993","17-29","","","",""
"5","1993","30-45","","","",""
"5","1993","46-65","","","",""
"5","1993","66","","","",""
"6","1993","17-29","","","",""
"6","1993","30-45","","","",""
"6","1993","46-65","","","",""
"6","1993","66","","","",""
"7","1993","17-29","","","",""
"7","1993","30-45","","","",""
"7","1993","46-65","","","",""
"7","1993","66","","","",""
"8","1993","17-29","","","",""
"8","1993","30-45","","","",""
"8","1993","46-65","","","",""
"8","1993","66","","","",""
"9","1993","17-29","","","",""
"9","1993","30-45","","","",""
"9","1993","46-65","","","",""
"9","1993","66","","","",""
"10","1993","17-29","","","",""
"10","1993","30-45","","","",""
"10","1993","46-65","","","",""
"10","1993","66","","","",""
"11","1993","17-29","","","",""
"11","1993","30-45","","","",""
"11","1993","46-65","","","",""
"11","1993","66","","","",""
"12","1993","17-29","","","",""
"12","1993","30-45","","","",""
"12","1993","46-65","","","",""
"12","1993","66","","","",""
"13","1993","17-29","","","",""
"13","1993","30-45","","","",""
"13","1993","46-65","","","",""
"13","1993","66","","","",""
"14","1993","17-29","","","",""
"14","1993","30-45","","","",""
"14","1993","46-65","","","",""
"14","1993","66","","","",""
"15","1993","17-29","","","",""
"15","1993","30-45","","","",""
"15","1993","46-65","","","",""
"15","1993","66","","","",""
"16","1993","17-29","","","",""
"16","1993","30-45","","","",""
"16","1993","46-65","","","",""
"16","1993","66","","","",""
"17","1993","17-29","","","",""
"17","1993","30-45","","","",""
"17","1993","46-65","","","",""
"17","1993","66","","","",""
"18","1993","17-29","","","",""
"18","1993","30-45","","","",""
"18","1993","46-65","","","",""
"18","1993","66","","","",""
"19","1993","17-29","","","",""
"19","1993","30-45","","","",""
"19","1993","46-65","","","",""
"19","1993","66","","","",""
"20","1993","17-29","","","",""
"20","1993","30-45","","","",""
"20","1993","46-65","","","",""
"20","1993","66","","","",""
"21","1993","17-29","","","",""
"21","1993","30-45","","","",""
"21","1993","46-65","","","",""
"21","1993","66","","","",""
"22","1993","17-29","","","",""
"22","1993","30-45","","","",""
"22","1993","46-65","","","",""
"22","1993","66","","","",""
"23","1993","17-29","","","",""
"23","1993","30-45","","","",""
"23","1993","46-65","","","",""
"23","1993","66","","","",""
"24","1993","17-29","","","",""
"24","1993","30-45","","","",""
"24","1993","46-65","","","",""
"24","1993","66","","","",""
"25","1993","17-29","","","",""
"25","1993","30-45","","","",""
"25","1993","46-65","","","",""
"25","1993","66","","","",""
"26","1993","17-29","","","",""
"26","1993","30-45","","","",""
"26","1993","46-65","","","",""
"26","1993","66","","","",""
"27","1993","17-29","","","",""
"27","1993","30-45","","","",""
"27","1993","46-65","","","",""
"27","1993","66","","","",""
"28","1993","17-29","","","",""
"28","1993","30-45","","","",""
"28","1993","46-65","","","",""
"28","1993","66","","","",""
"30","1993","17-29","","","",""
"30","1993","30-45","","","",""
"30","1993","46-65","","","",""
"30","1993","66","","","",""
"31","1993","17-29","","","",""
"31","1993","30-45","","","",""
"31","1993","46-65","","","",""
"31","1993","66","","","",""
"32","1993","17-29","","","",""
"32","1993","30-45","","","",""
"32","1993","46-65","","","",""
"32","1993","66","","","",""
"35","1993","17-29","","","",""
"35","1993","30-45","","","",""
"35","1993","46-65","","","",""
"35","1993","66","","","",""
"36","1993","17-29","","","",""
"36","1993","30-45","","","",""
"36","1993","46-65","","","",""
"36","1993","66","","","",""
"40","1993","17-29","","","",""
"40","1993","30-45","","","",""
"40","1993","46-65","","","",""
"40","1993","66","","","",""
"42","1993","17-29","","","",""
"42","1993","30-45","","","",""
"42","1993","46-65","","","",""
"42","1993","66","","","",""
"45","1993","17-29","","","",""
"45","1993","30-45","","","",""
"45","1993","46-65","","","",""
"45","1993","66","","","",""
"48","1993","17-29","","","",""
"48","1993","30-45","","","",""
"48","1993","46-65","","","",""
"48","1993","66","","","",""
"50","1993","17-29","","","",""
"50","1993","30-45","","","",""
"50","1993","46-65","","","",""
"50","1993","66","","","",""
"51","1993","17-29","","","",""
"51","1993","30-45","","","",""
"51","1993","46-65","","","",""
"51","1993","66","","","",""
"64","1993","17-29","","","",""
"64","1993","30-45","","","",""
"64","1993","46-65","","","",""
"64","1993","66","","","",""
"65","1993","17-29","","","",""
"65","1993","30-45","","","",""
"65","1993","46-65","","","",""
"65","1993","66","","","",""
"90","1993","17-29","","","",""
"90","1993","30-45","","","",""
"90","1993","46-65","","","",""
"90","1993","66","","","",""
"98","1993","17-29","","","",""
"98","1993","30-45","","","",""
"98","1993","46-65","","","",""
"98","1993","66","","","",""
"100","1993","17-29","","","",""
"100","1993","30-45","","","",""
"100","1993","46-65","","","",""
"100","1993","66","","","",""
"0","1994","17-29","","","",""
"0","1994","30-45","","","",""
"0","1994","46-65","","","",""
"0","1994","66","","","",""
"1","1994","17-29","278","0.852823615687281","0.814246987997747","0.891400243376814"
"1","1994","30-45","308","0.80467828146329","0.764712473306706","0.844644089619873"
"1","1994","46-65","324","0.786865209583855","0.746782852774307","0.826947566393403"
"1","1994","66","","","",""
"2","1994","17-29","32","0.104225782338481","0.0709550433734213","0.137496521303541"
"2","1994","30-45","46","0.129999705983689","0.0960971005046126","0.163902311462766"
"2","1994","46-65","57","0.159464018516648","0.123630833539094","0.195297203494201"
"2","1994","66","","","",""
"3","1994","17-29","7","","",""
"3","1994","30-45","12","","",""
"3","1994","46-65","9","","",""
"3","1994","66","","","",""
"4","1994","17-29","","","",""
"4","1994","30-45","2","","",""
"4","1994","46-65","6","","",""
"4","1994","66","","","",""
"5","1994","17-29","3","","",""
"5","1994","30-45","3","","",""
"5","1994","46-65","","","",""
"5","1994","66","","","",""
"6","1994","17-29","2","","",""
"6","1994","30-45","4","","",""
"6","1994","46-65","","","",""
"6","1994","66","","","",""
"7","1994","17-29","1","","",""
"7","1994","30-45","","","",""
"7","1994","46-65","1","","",""
"7","1994","66","","","",""
"8","1994","17-29","1","","",""
"8","1994","30-45","","","",""
"8","1994","46-65","","","",""
"8","1994","66","","","",""
"9","1994","17-29","","","",""
"9","1994","30-45","","","",""
"9","1994","46-65","","","",""
"9","1994","66","","","",""
"10","1994","17-29","","","",""
"10","1994","30-45","","","",""
"10","1994","46-65","","","",""
"10","1994","66","","","",""
"11","1994","17-29","","","",""
"11","1994","30-45","","","",""
"11","1994","46-65","","","",""
"11","1994","66","","","",""
"12","1994","17-29","","","",""
"12","1994","30-45","1","","",""
"12","1994","46-65","","","",""
"12","1994","66","","","",""
"13","1994","17-29","","","",""
"13","1994","30-45","","","",""
"13","1994","46-65","1","","",""
"13","1994","66","","","",""
"14","1994","17-29","","","",""
"14","1994","30-45","1","","",""
"14","1994","46-65","","","",""
"14","1994","66","","","",""
"15","1994","17-29","","","",""
"15","1994","30-45","","","",""
"15","1994","46-65","","","",""
"15","1994","66","","","",""
"16","1994","17-29","","","",""
"16","1994","30-45","","","",""
"16","1994","46-65","1","","",""
"16","1994","66","","","",""
"17","1994","17-29","","","",""
"17","1994","30-45","","","",""
"17","1994","46-65","","","",""
"17","1994","66","","","",""
"18","1994","17-29","","","",""
"18","1994","30-45","","","",""
"18","1994","46-65","","","",""
"18","1994","66","","","",""
"19","1994","17-29","","","",""
"19","1994","30-45","","","",""
"19","1994","46-65","","","",""
"19","1994","66","","","",""
"20","1994","17-29","","","",""
"20","1994","30-45","","","",""
"20","1994","46-65","","","",""
"20","1994","66","","","",""
"21","1994","17-29","","","",""
"21","1994","30-45","1","","",""
"21","1994","46-65","1","","",""
"21","1994","66","","","",""
"22","1994","17-29","","","",""
"22","1994","30-45","","","",""
"22","1994","46-65","","","",""
"22","1994","66","","","",""
"23","1994","17-29","","","",""
"23","1994","30-45","","","",""
"23","1994","46-65","","","",""
"23","1994","66","","","",""
"24","1994","17-29","","","",""
"24","1994","30-45","","","",""
"24","1994","46-65","","","",""
"24","1994","66","","","",""
"25","1994","17-29","","","",""
"25","1994","30-45","","","",""
"25","1994","46-65","","","",""
"25","1994","66","","","",""
"26","1994","17-29","","","",""
"26","1994","30-45","","","",""
"26","1994","46-65","","","",""
"26","1994","66","","","",""
"27","1994","17-29","","","",""
"27","1994","30-45","","","",""
"27","1994","46-65","","","",""
"27","1994","66","","","",""
"28","1994","17-29","","","",""
"28","1994","30-45","","","",""
"28","1994","46-65","","","",""
"28","1994","66","","","",""
"30","1994","17-29","","","",""
"30","1994","30-45","","","",""
"30","1994","46-65","","","",""
"30","1994","66","","","",""
"31","1994","17-29","","","",""
"31","1994","30-45","","","",""
"31","1994","46-65","","","",""
"31","1994","66","","","",""
"32","1994","17-29","","","",""
"32","1994","30-45","","","",""
"32","1994","46-65","","","",""
"32","1994","66","","","",""
"35","1994","17-29","","","",""
"35","1994","30-45","","","",""
"35","1994","46-65","","","",""
"35","1994","66","","","",""
"36","1994","17-29","","","",""
"36","1994","30-45","","","",""
"36","1994","46-65","","","",""
"36","1994","66","","","",""
"40","1994","17-29","","","",""
"40","1994","30-45","","","",""
"40","1994","46-65","","","",""
"40","1994","66","","","",""
"42","1994","17-29","","","",""
"42","1994","30-45","","","",""
"42","1994","46-65","","","",""
"42","1994","66","","","",""
"45","1994","17-29","","","",""
"45","1994","30-45","","","",""
"45","1994","46-65","","","",""
"45","1994","66","","","",""
"48","1994","17-29","","","",""
"48","1994","30-45","","","",""
"48","1994","46-65","","","",""
"48","1994","66","","","",""
"50","1994","17-29","","","",""
"50","1994","30-45","","","",""
"50","1994","46-65","1","","",""
"50","1994","66","","","",""
"51","1994","17-29","","","",""
"51","1994","30-45","","","",""
"51","1994","46-65","","","",""
"51","1994","66","","","",""
"64","1994","17-29","","","",""
"64","1994","30-45","","","",""
"64","1994","46-65","","","",""
"64","1994","66","","","",""
"65","1994","17-29","","","",""
"65","1994","30-45","","","",""
"65","1994","46-65","","","",""
"65","1994","66","","","",""
"90","1994","17-29","","","",""
"90","1994","30-45","","","",""
"90","1994","46-65","","","",""
"90","1994","66","","","",""
"98","1994","17-29","","","",""
"98","1994","30-45","","","",""
"98","1994","46-65","","","",""
"98","1994","66","","","",""
"100","1994","17-29","","","",""
"100","1994","30-45","","","",""
"100","1994","46-65","","","",""
"100","1994","66","","","",""
"0","1995","17-29","1","","",""
"0","1995","30-45","2","","",""
"0","1995","46-65","2","","",""
"0","1995","66","","","",""
"1","1995","17-29","286","0.862601847377378","0.826221695446503","0.898981999308254"
"1","1995","30-45","336","0.79082676678855","0.751883281697098","0.829770251880002"
"1","1995","46-65","324","0.754286862540654","0.713690354563324","0.794883370517984"
"1","1995","66","","","",""
"2","1995","17-29","34","0.0761352118635831","0.0481089059920188","0.104161517735147"
"2","1995","30-45","51","0.112801557382644","0.0825108780933998","0.143092236671888"
"2","1995","46-65","73","0.181008735916695","0.144701296613715","0.217316175219675"
"2","1995","66","","","",""
"3","1995","17-29","7","","",""
"3","1995","30-45","16","","",""
"3","1995","46-65","11","","",""
"3","1995","66","","","",""
"4","1995","17-29","4","","",""
"4","1995","30-45","4","","",""
"4","1995","46-65","12","","",""
"4","1995","66","","","",""
"5","1995","17-29","6","","",""
"5","1995","30-45","4","","",""
"5","1995","46-65","1","","",""
"5","1995","66","","","",""
"6","1995","17-29","2","","",""
"6","1995","30-45","1","","",""
"6","1995","46-65","2","","",""
"6","1995","66","","","",""
"7","1995","17-29","","","",""
"7","1995","30-45","1","","",""
"7","1995","46-65","","","",""
"7","1995","66","","","",""
"8","1995","17-29","1","","",""
"8","1995","30-45","1","","",""
"8","1995","46-65","1","","",""
"8","1995","66","","","",""
"9","1995","17-29","1","","",""
"9","1995","30-45","","","",""
"9","1995","46-65","","","",""
"9","1995","66","","","",""
"10","1995","17-29","","","",""
"10","1995","30-45","","","",""
"10","1995","46-65","1","","",""
"10","1995","66","","","",""
"11","1995","17-29","1","","",""
"11","1995","30-45","2","","",""
"11","1995","46-65","1","","",""
"11","1995","66","","","",""
"12","1995","17-29","1","","",""
"12","1995","30-45","","","",""
"12","1995","46-65","1","","",""
"12","1995","66","","","",""
"13","1995","17-29","","","",""
"13","1995","30-45","","","",""
"13","1995","46-65","","","",""
"13","1995","66","","","",""
"14","1995","17-29","","","",""
"14","1995","30-45","1","","",""
"14","1995","46-65","","","",""
"14","1995","66","","","",""
"15","1995","17-29","","","",""
"15","1995","30-45","","","",""
"15","1995","46-65","","","",""
"15","1995","66","","","",""
"16","1995","17-29","","","",""
"16","1995","30-45","","","",""
"16","1995","46-65","","","",""
"16","1995","66","","","",""
"17","1995","17-29","","","",""
"17","1995","30-45","","","",""
"17","1995","46-65","","","",""
"17","1995","66","","","",""
"18","1995","17-29","","","",""
"18","1995","30-45","","","",""
"18","1995","46-65","","","",""
"18","1995","66","","","",""
"19","1995","17-29","","","",""
"19","1995","30-45","","","",""
"19","1995","46-65","","","",""
"19","1995","66","","","",""
"20","1995","17-29","","","",""
"20","1995","30-45","","","",""
"20","1995","46-65","1","","",""
"20","1995","66","","","",""
"21","1995","17-29","","","",""
"21","1995","30-45","","","",""
"21","1995","46-65","1","","",""
"21","1995","66","","","",""
"22","1995","17-29","","","",""
"22","1995","30-45","","","",""
"22","1995","46-65","","","",""
"22","1995","66","","","",""
"23","1995","17-29","","","",""
"23","1995","30-45","","","",""
"23","1995","46-65","","","",""
"23","1995","66","","","",""
"24","1995","17-29","","","",""
"24","1995","30-45","","","",""
"24","1995","46-65","","","",""
"24","1995","66","","","",""
"25","1995","17-29","","","",""
"25","1995","30-45","","","",""
"25","1995","46-65","","","",""
"25","1995","66","","","",""
"26","1995","17-29","","","",""
"26","1995","30-45","","","",""
"26","1995","46-65","","","",""
"26","1995","66","","","",""
"27","1995","17-29","","","",""
"27","1995","30-45","","","",""
"27","1995","46-65","","","",""
"27","1995","66","","","",""
"28","1995","17-29","","","",""
"28","1995","30-45","","","",""
"28","1995","46-65","","","",""
"28","1995","66","","","",""
"30","1995","17-29","","","",""
"30","1995","30-45","","","",""
"30","1995","46-65","","","",""
"30","1995","66","","","",""
"31","1995","17-29","","","",""
"31","1995","30-45","","","",""
"31","1995","46-65","","","",""
"31","1995","66","","","",""
"32","1995","17-29","","","",""
"32","1995","30-45","","","",""
"32","1995","46-65","","","",""
"32","1995","66","","","",""
"35","1995","17-29","","","",""
"35","1995","30-45","","","",""
"35","1995","46-65","1","","",""
"35","1995","66","","","",""
"36","1995","17-29","","","",""
"36","1995","30-45","","","",""
"36","1995","46-65","","","",""
"36","1995","66","","","",""
"40","1995","17-29","","","",""
"40","1995","30-45","","","",""
"40","1995","46-65","","","",""
"40","1995","66","","","",""
"42","1995","17-29","","","",""
"42","1995","30-45","","","",""
"42","1995","46-65","","","",""
"42","1995","66","","","",""
"45","1995","17-29","","","",""
"45","1995","30-45","","","",""
"45","1995","46-65","","","",""
"45","1995","66","","","",""
"48","1995","17-29","","","",""
"48","1995","30-45","","","",""
"48","1995","46-65","","","",""
"48","1995","66","","","",""
"50","1995","17-29","","","",""
"50","1995","30-45","","","",""
"50","1995","46-65","","","",""
"50","1995","66","","","",""
"51","1995","17-29","","","",""
"51","1995","30-45","","","",""
"51","1995","46-65","","","",""
"51","1995","66","","","",""
"64","1995","17-29","","","",""
"64","1995","30-45","","","",""
"64","1995","46-65","","","",""
"64","1995","66","","","",""
"65","1995","17-29","","","",""
"65","1995","30-45","","","",""
"65","1995","46-65","","","",""
"65","1995","66","","","",""
"90","1995","17-29","","","",""
"90","1995","30-45","","","",""
"90","1995","46-65","","","",""
"90","1995","66","","","",""
"98","1995","17-29","","","",""
"98","1995","30-45","","","",""
"98","1995","46-65","","","",""
"98","1995","66","","","",""
"100","1995","17-29","","","",""
"100","1995","30-45","","","",""
"100","1995","46-65","","","",""
"100","1995","66","","","",""
"0","1996","17-29","","","",""
"0","1996","30-45","","","",""
"0","1996","46-65","","","",""
"0","1996","66","","","",""
"1","1996","17-29","276","0.86212842949646","0.824235526711043","0.900021332281877"
"1","1996","30-45","356","0.807550975652867","0.770504551693989","0.844597399611745"
"1","1996","46-65","349","0.764298264192355","0.724863348872144","0.803733179512565"
"1","1996","66","","","",""
"2","1996","17-29","25","","",""
"2","1996","30-45","50","0.111214346852165","0.0816694561194886","0.140759237584841"
"2","1996","46-65","61","0.13452552370526","0.102822727892996","0.166228319517524"
"2","1996","66","","","",""
"3","1996","17-29","9","","",""
"3","1996","30-45","14","","",""
"3","1996","46-65","19","","",""
"3","1996","66","","","",""
"4","1996","17-29","1","","",""
"4","1996","30-45","1","","",""
"4","1996","46-65","6","","",""
"4","1996","66","","","",""
"5","1996","17-29","3","","",""
"5","1996","30-45","4","","",""
"5","1996","46-65","3","","",""
"5","1996","66","","","",""
"6","1996","17-29","2","","",""
"6","1996","30-45","1","","",""
"6","1996","46-65","1","","",""
"6","1996","66","","","",""
"7","1996","17-29","1","","",""
"7","1996","30-45","5","","",""
"7","1996","46-65","1","","",""
"7","1996","66","","","",""
"8","1996","17-29","","","",""
"8","1996","30-45","","","",""
"8","1996","46-65","","","",""
"8","1996","66","","","",""
"9","1996","17-29","","","",""
"9","1996","30-45","2","","",""
"9","1996","46-65","","","",""
"9","1996","66","","","",""
"10","1996","17-29","1","","",""
"10","1996","30-45","1","","",""
"10","1996","46-65","1","","",""
"10","1996","66","","","",""
"11","1996","17-29","","","",""
"11","1996","30-45","","","",""
"11","1996","46-65","","","",""
"11","1996","66","","","",""
"12","1996","17-29","","","",""
"12","1996","30-45","","","",""
"12","1996","46-65","","","",""
"12","1996","66","","","",""
"13","1996","17-29","","","",""
"13","1996","30-45","","","",""
"13","1996","46-65","","","",""
"13","1996","66","","","",""
"14","1996","17-29","","","",""
"14","1996","30-45","","","",""
"14","1996","46-65","2","","",""
"14","1996","66","","","",""
"15","1996","17-29","","","",""
"15","1996","30-45","","","",""
"15","1996","46-65","1","","",""
"15","1996","66","","","",""
"16","1996","17-29","","","",""
"16","1996","30-45","","","",""
"16","1996","46-65","","","",""
"16","1996","66","","","",""
"17","1996","17-29","","","",""
"17","1996","30-45","1","","",""
"17","1996","46-65","","","",""
"17","1996","66","","","",""
"18","1996","17-29","","","",""
"18","1996","30-45","","","",""
"18","1996","46-65","","","",""
"18","1996","66","","","",""
"19","1996","17-29","","","",""
"19","1996","30-45","","","",""
"19","1996","46-65","","","",""
"19","1996","66","","","",""
"20","1996","17-29","","","",""
"20","1996","30-45","","","",""
"20","1996","46-65","","","",""
"20","1996","66","","","",""
"21","1996","17-29","","","",""
"21","1996","30-45","","","",""
"21","1996","46-65","","","",""
"21","1996","66","","","",""
"22","1996","17-29","","","",""
"22","1996","30-45","","","",""
"22","1996","46-65","","","",""
"22","1996","66","","","",""
"23","1996","17-29","","","",""
"23","1996","30-45","","","",""
"23","1996","46-65","","","",""
"23","1996","66","","","",""
"24","1996","17-29","","","",""
"24","1996","30-45","","","",""
"24","1996","46-65","","","",""
"24","1996","66","","","",""
"25","1996","17-29","","","",""
"25","1996","30-45","","","",""
"25","1996","46-65","","","",""
"25","1996","66","","","",""
"26","1996","17-29","","","",""
"26","1996","30-45","","","",""
"26","1996","46-65","","","",""
"26","1996","66","","","",""
"27","1996","17-29","","","",""
"27","1996","30-45","","","",""
"27","1996","46-65","","","",""
"27","1996","66","","","",""
"28","1996","17-29","","","",""
"28","1996","30-45","","","",""
"28","1996","46-65","","","",""
"28","1996","66","","","",""
"30","1996","17-29","","","",""
"30","1996","30-45","","","",""
"30","1996","46-65","","","",""
"30","1996","66","","","",""
"31","1996","17-29","","","",""
"31","1996","30-45","","","",""
"31","1996","46-65","","","",""
"31","1996","66","","","",""
"32","1996","17-29","","","",""
"32","1996","30-45","","","",""
"32","1996","46-65","","","",""
"32","1996","66","","","",""
"35","1996","17-29","","","",""
"35","1996","30-45","","","",""
"35","1996","46-65","1","","",""
"35","1996","66","","","",""
"36","1996","17-29","","","",""
"36","1996","30-45","","","",""
"36","1996","46-65","","","",""
"36","1996","66","","","",""
"40","1996","17-29","","","",""
"40","1996","30-45","","","",""
"40","1996","46-65","","","",""
"40","1996","66","","","",""
"42","1996","17-29","","","",""
"42","1996","30-45","","","",""
"42","1996","46-65","","","",""
"42","1996","66","","","",""
"45","1996","17-29","","","",""
"45","1996","30-45","","","",""
"45","1996","46-65","","","",""
"45","1996","66","","","",""
"48","1996","17-29","","","",""
"48","1996","30-45","","","",""
"48","1996","46-65","","","",""
"48","1996","66","","","",""
"50","1996","17-29","","","",""
"50","1996","30-45","","","",""
"50","1996","46-65","","","",""
"50","1996","66","","","",""
"51","1996","17-29","","","",""
"51","1996","30-45","","","",""
"51","1996","46-65","","","",""
"51","1996","66","","","",""
"64","1996","17-29","","","",""
"64","1996","30-45","","","",""
"64","1996","46-65","","","",""
"64","1996","66","","","",""
"65","1996","17-29","","","",""
"65","1996","30-45","","","",""
"65","1996","46-65","","","",""
"65","1996","66","","","",""
"90","1996","17-29","","","",""
"90","1996","30-45","","","",""
"90","1996","46-65","","","",""
"90","1996","66","","","",""
"98","1996","17-29","","","",""
"98","1996","30-45","","","",""
"98","1996","46-65","","","",""
"98","1996","66","","","",""
"100","1996","17-29","","","",""
"100","1996","30-45","","","",""
"100","1996","46-65","","","",""
"100","1996","66","","","",""
"0","1997","17-29","","","",""
"0","1997","30-45","","","",""
"0","1997","46-65","","","",""
"0","1997","66","","","",""
"1","1997","17-29","258","0.89056634960921","0.855588270030832","0.925544429187587"
"1","1997","30-45","341","0.8094341323917","0.772138617555521","0.846729647227879"
"1","1997","46-65","347","0.741086981207931","0.700749337446699","0.781424624969163"
"1","1997","66","","","",""
"2","1997","17-29","35","0.0854306678977902","0.0541120494573652","0.116749286338215"
"2","1997","30-45","63","0.134454114516754","0.102059308176764","0.166848920856743"
"2","1997","46-65","66","0.145318794005716","0.112865262714147","0.177772325297286"
"2","1997","66","","","",""
"3","1997","17-29","6","","",""
"3","1997","30-45","11","","",""
"3","1997","46-65","19","","",""
"3","1997","66","","","",""
"4","1997","17-29","3","","",""
"4","1997","30-45","3","","",""
"4","1997","46-65","4","","",""
"4","1997","66","","","",""
"5","1997","17-29","1","","",""
"5","1997","30-45","1","","",""
"5","1997","46-65","4","","",""
"5","1997","66","","","",""
"6","1997","17-29","","","",""
"6","1997","30-45","1","","",""
"6","1997","46-65","1","","",""
"6","1997","66","","","",""
"7","1997","17-29","2","","",""
"7","1997","30-45","3","","",""
"7","1997","46-65","1","","",""
"7","1997","66","","","",""
"8","1997","17-29","","","",""
"8","1997","30-45","2","","",""
"8","1997","46-65","2","","",""
"8","1997","66","","","",""
"9","1997","17-29","","","",""
"9","1997","30-45","","","",""
"9","1997","46-65","","","",""
"9","1997","66","","","",""
"10","1997","17-29","","","",""
"10","1997","30-45","","","",""
"10","1997","46-65","1","","",""
"10","1997","66","","","",""
"11","1997","17-29","","","",""
"11","1997","30-45","","","",""
"11","1997","46-65","","","",""
"11","1997","66","","","",""
"12","1997","17-29","","","",""
"12","1997","30-45","","","",""
"12","1997","46-65","3","","",""
"12","1997","66","","","",""
"13","1997","17-29","","","",""
"13","1997","30-45","","","",""
"13","1997","46-65","","","",""
"13","1997","66","","","",""
"14","1997","17-29","","","",""
"14","1997","30-45","1","","",""
"14","1997","46-65","1","","",""
"14","1997","66","","","",""
"15","1997","17-29","","","",""
"15","1997","30-45","","","",""
"15","1997","46-65","1","","",""
"15","1997","66","","","",""
"16","1997","17-29","","","",""
"16","1997","30-45","","","",""
"16","1997","46-65","","","",""
"16","1997","66","","","",""
"17","1997","17-29","","","",""
"17","1997","30-45","","","",""
"17","1997","46-65","","","",""
"17","1997","66","","","",""
"18","1997","17-29","","","",""
"18","1997","30-45","","","",""
"18","1997","46-65","","","",""
"18","1997","66","","","",""
"19","1997","17-29","","","",""
"19","1997","30-45","","","",""
"19","1997","46-65","","","",""
"19","1997","66","","","",""
"20","1997","17-29","","","",""
"20","1997","30-45","","","",""
"20","1997","46-65","","","",""
"20","1997","66","","","",""
"21","1997","17-29","1","","",""
"21","1997","30-45","","","",""
"21","1997","46-65","","","",""
"21","1997","66","","","",""
"22","1997","17-29","","","",""
"22","1997","30-45","","","",""
"22","1997","46-65","","","",""
"22","1997","66","","","",""
"23","1997","17-29","","","",""
"23","1997","30-45","","","",""
"23","1997","46-65","","","",""
"23","1997","66","","","",""
"24","1997","17-29","","","",""
"24","1997","30-45","","","",""
"24","1997","46-65","","","",""
"24","1997","66","","","",""
"25","1997","17-29","","","",""
"25","1997","30-45","","","",""
"25","1997","46-65","","","",""
"25","1997","66","","","",""
"26","1997","17-29","","","",""
"26","1997","30-45","","","",""
"26","1997","46-65","","","",""
"26","1997","66","","","",""
"27","1997","17-29","","","",""
"27","1997","30-45","","","",""
"27","1997","46-65","","","",""
"27","1997","66","","","",""
"28","1997","17-29","","","",""
"28","1997","30-45","","","",""
"28","1997","46-65","","","",""
"28","1997","66","","","",""
"30","1997","17-29","","","",""
"30","1997","30-45","","","",""
"30","1997","46-65","2","","",""
"30","1997","66","","","",""
"31","1997","17-29","","","",""
"31","1997","30-45","","","",""
"31","1997","46-65","","","",""
"31","1997","66","","","",""
"32","1997","17-29","","","",""
"32","1997","30-45","","","",""
"32","1997","46-65","","","",""
"32","1997","66","","","",""
"35","1997","17-29","","","",""
"35","1997","30-45","","","",""
"35","1997","46-65","","","",""
"35","1997","66","","","",""
"36","1997","17-29","","","",""
"36","1997","30-45","","","",""
"36","1997","46-65","1","","",""
"36","1997","66","","","",""
"40","1997","17-29","","","",""
"40","1997","30-45","","","",""
"40","1997","46-65","","","",""
"40","1997","66","","","",""
"42","1997","17-29","","","",""
"42","1997","30-45","","","",""
"42","1997","46-65","","","",""
"42","1997","66","","","",""
"45","1997","17-29","","","",""
"45","1997","30-45","","","",""
"45","1997","46-65","","","",""
"45","1997","66","","","",""
"48","1997","17-29","","","",""
"48","1997","30-45","","","",""
"48","1997","46-65","","","",""
"48","1997","66","","","",""
"50","1997","17-29","","","",""
"50","1997","30-45","","","",""
"50","1997","46-65","","","",""
"50","1997","66","","","",""
"51","1997","17-29","","","",""
"51","1997","30-45","","","",""
"51","1997","46-65","","","",""
"51","1997","66","","","",""
"64","1997","17-29","","","",""
"64","1997","30-45","","","",""
"64","1997","46-65","","","",""
"64","1997","66","","","",""
"65","1997","17-29","","","",""
"65","1997","30-45","","","",""
"65","1997","46-65","","","",""
"65","1997","66","","","",""
"90","1997","17-29","","","",""
"90","1997","30-45","","","",""
"90","1997","46-65","","","",""
"90","1997","66","","","",""
"98","1997","17-29","","","",""
"98","1997","30-45","","","",""
"98","1997","46-65","","","",""
"98","1997","66","","","",""
"100","1997","17-29","","","",""
"100","1997","30-45","","","",""
"100","1997","46-65","","","",""
"100","1997","66","","","",""
"0","1998","17-29","","","",""
"0","1998","30-45","","","",""
"0","1998","46-65","","","",""
"0","1998","66","","","",""
"1","1998","17-29","266","0.812409893583149","0.770226384057121","0.854593403109178"
"1","1998","30-45","399","0.854251252731986","0.822485865956925","0.886016639507047"
"1","1998","46-65","401","0.768425085272259","0.73177831352141","0.805071857023107"
"1","1998","66","","","",""
"2","1998","17-29","43","0.123435801588607","0.0878921062865571","0.158979496890657"
"2","1998","30-45","57","0.1057370344356","0.0780545473598602","0.13341952151134"
"2","1998","46-65","73","0.144220060762441","0.113700162060258","0.174739959464624"
"2","1998","66","","","",""
"3","1998","17-29","10","","",""
"3","1998","30-45","7","","",""
"3","1998","46-65","14","","",""
"3","1998","66","","","",""
"4","1998","17-29","3","","",""
"4","1998","30-45","4","","",""
"4","1998","46-65","7","","",""
"4","1998","66","","","",""
"5","1998","17-29","4","","",""
"5","1998","30-45","2","","",""
"5","1998","46-65","5","","",""
"5","1998","66","","","",""
"6","1998","17-29","","","",""
"6","1998","30-45","1","","",""
"6","1998","46-65","2","","",""
"6","1998","66","","","",""
"7","1998","17-29","","","",""
