"ple0055","year","age_gr","n","percent","lower_confidence_percent","upper_confidence_percent"
"7","1998","30-45","1","","",""
"7","1998","46-65","2","","",""
"7","1998","66","","","",""
"8","1998","17-29","2","","",""
"8","1998","30-45","","","",""
"8","1998","46-65","2","","",""
"8","1998","66","","","",""
"9","1998","17-29","","","",""
"9","1998","30-45","1","","",""
"9","1998","46-65","","","",""
"9","1998","66","","","",""
"10","1998","17-29","","","",""
"10","1998","30-45","","","",""
"10","1998","46-65","","","",""
"10","1998","66","","","",""
"11","1998","17-29","","","",""
"11","1998","30-45","","","",""
"11","1998","46-65","","","",""
"11","1998","66","","","",""
"12","1998","17-29","1","","",""
"12","1998","30-45","","","",""
"12","1998","46-65","","","",""
"12","1998","66","","","",""
"13","1998","17-29","","","",""
"13","1998","30-45","","","",""
"13","1998","46-65","","","",""
"13","1998","66","","","",""
"14","1998","17-29","","","",""
"14","1998","30-45","1","","",""
"14","1998","46-65","","","",""
"14","1998","66","","","",""
"15","1998","17-29","","","",""
"15","1998","30-45","","","",""
"15","1998","46-65","","","",""
"15","1998","66","","","",""
"16","1998","17-29","","","",""
"16","1998","30-45","","","",""
"16","1998","46-65","1","","",""
"16","1998","66","","","",""
"17","1998","17-29","","","",""
"17","1998","30-45","","","",""
"17","1998","46-65","","","",""
"17","1998","66","","","",""
"18","1998","17-29","","","",""
"18","1998","30-45","","","",""
"18","1998","46-65","","","",""
"18","1998","66","","","",""
"19","1998","17-29","","","",""
"19","1998","30-45","","","",""
"19","1998","46-65","","","",""
"19","1998","66","","","",""
"20","1998","17-29","","","",""
"20","1998","30-45","1","","",""
"20","1998","46-65","","","",""
"20","1998","66","","","",""
"21","1998","17-29","","","",""
"21","1998","30-45","","","",""
"21","1998","46-65","","","",""
"21","1998","66","","","",""
"22","1998","17-29","","","",""
"22","1998","30-45","","","",""
"22","1998","46-65","1","","",""
"22","1998","66","","","",""
"23","1998","17-29","","","",""
"23","1998","30-45","","","",""
"23","1998","46-65","","","",""
"23","1998","66","","","",""
"24","1998","17-29","","","",""
"24","1998","30-45","","","",""
"24","1998","46-65","","","",""
"24","1998","66","","","",""
"25","1998","17-29","","","",""
"25","1998","30-45","","","",""
"25","1998","46-65","","","",""
"25","1998","66","","","",""
"26","1998","17-29","","","",""
"26","1998","30-45","","","",""
"26","1998","46-65","","","",""
"26","1998","66","","","",""
"27","1998","17-29","","","",""
"27","1998","30-45","","","",""
"27","1998","46-65","","","",""
"27","1998","66","","","",""
"28","1998","17-29","","","",""
"28","1998","30-45","","","",""
"28","1998","46-65","","","",""
"28","1998","66","","","",""
"30","1998","17-29","","","",""
"30","1998","30-45","","","",""
"30","1998","46-65","","","",""
"30","1998","66","","","",""
"31","1998","17-29","","","",""
"31","1998","30-45","","","",""
"31","1998","46-65","","","",""
"31","1998","66","","","",""
"32","1998","17-29","","","",""
"32","1998","30-45","","","",""
"32","1998","46-65","","","",""
"32","1998","66","","","",""
"35","1998","17-29","","","",""
"35","1998","30-45","","","",""
"35","1998","46-65","","","",""
"35","1998","66","","","",""
"36","1998","17-29","","","",""
"36","1998","30-45","","","",""
"36","1998","46-65","","","",""
"36","1998","66","","","",""
"40","1998","17-29","","","",""
"40","1998","30-45","","","",""
"40","1998","46-65","","","",""
"40","1998","66","","","",""
"42","1998","17-29","","","",""
"42","1998","30-45","","","",""
"42","1998","46-65","","","",""
"42","1998","66","","","",""
"45","1998","17-29","","","",""
"45","1998","30-45","","","",""
"45","1998","46-65","","","",""
"45","1998","66","","","",""
"48","1998","17-29","","","",""
"48","1998","30-45","","","",""
"48","1998","46-65","","","",""
"48","1998","66","","","",""
"50","1998","17-29","","","",""
"50","1998","30-45","","","",""
"50","1998","46-65","","","",""
"50","1998","66","","","",""
"51","1998","17-29","","","",""
"51","1998","30-45","","","",""
"51","1998","46-65","","","",""
"51","1998","66","","","",""
"64","1998","17-29","","","",""
"64","1998","30-45","","","",""
"64","1998","46-65","1","","",""
"64","1998","66","","","",""
"65","1998","17-29","","","",""
"65","1998","30-45","","","",""
"65","1998","46-65","","","",""
"65","1998","66","","","",""
"90","1998","17-29","","","",""
"90","1998","30-45","","","",""
"90","1998","46-65","","","",""
"90","1998","66","","","",""
"98","1998","17-29","","","",""
"98","1998","30-45","","","",""
"98","1998","46-65","","","",""
"98","1998","66","","","",""
"100","1998","17-29","","","",""
"100","1998","30-45","","","",""
"100","1998","46-65","","","",""
"100","1998","66","","","",""
"0","1999","17-29","","","",""
"0","1999","30-45","","","",""
"0","1999","46-65","","","",""
"0","1999","66","","","",""
"1","1999","17-29","213","0.787212790033297","0.738751871616925","0.835673708449669"
"1","1999","30-45","363","0.803058253417895","0.76663675832089","0.839479748514901"
"1","1999","46-65","407","0.753980715660755","0.717485503348803","0.790475927972708"
"1","1999","66","","","",""
"2","1999","17-29","39","0.142997344537883","0.101547025295011","0.184447663780754"
"2","1999","30-45","73","0.156985892225497","0.123669107235404","0.19030267721559"
"2","1999","46-65","83","0.149783005564427","0.11954401000289","0.180022001125965"
"2","1999","66","","","",""
"3","1999","17-29","11","","",""
"3","1999","30-45","9","","",""
"3","1999","46-65","23","","",""
"3","1999","66","","","",""
"4","1999","17-29","4","","",""
"4","1999","30-45","8","","",""
"4","1999","46-65","6","","",""
"4","1999","66","","","",""
"5","1999","17-29","2","","",""
"5","1999","30-45","1","","",""
"5","1999","46-65","8","","",""
"5","1999","66","","","",""
"6","1999","17-29","1","","",""
"6","1999","30-45","1","","",""
"6","1999","46-65","3","","",""
"6","1999","66","","","",""
"7","1999","17-29","3","","",""
"7","1999","30-45","","","",""
"7","1999","46-65","2","","",""
"7","1999","66","","","",""
"8","1999","17-29","","","",""
"8","1999","30-45","","","",""
"8","1999","46-65","1","","",""
"8","1999","66","","","",""
"9","1999","17-29","1","","",""
"9","1999","30-45","","","",""
"9","1999","46-65","","","",""
"9","1999","66","","","",""
"10","1999","17-29","","","",""
"10","1999","30-45","1","","",""
"10","1999","46-65","","","",""
"10","1999","66","","","",""
"11","1999","17-29","","","",""
"11","1999","30-45","1","","",""
"11","1999","46-65","","","",""
"11","1999","66","","","",""
"12","1999","17-29","","","",""
"12","1999","30-45","","","",""
"12","1999","46-65","","","",""
"12","1999","66","","","",""
"13","1999","17-29","","","",""
"13","1999","30-45","1","","",""
"13","1999","46-65","","","",""
"13","1999","66","","","",""
"14","1999","17-29","","","",""
"14","1999","30-45","","","",""
"14","1999","46-65","","","",""
"14","1999","66","","","",""
"15","1999","17-29","","","",""
"15","1999","30-45","","","",""
"15","1999","46-65","","","",""
"15","1999","66","","","",""
"16","1999","17-29","","","",""
"16","1999","30-45","","","",""
"16","1999","46-65","","","",""
"16","1999","66","","","",""
"17","1999","17-29","","","",""
"17","1999","30-45","","","",""
"17","1999","46-65","","","",""
"17","1999","66","","","",""
"18","1999","17-29","","","",""
"18","1999","30-45","","","",""
"18","1999","46-65","","","",""
"18","1999","66","","","",""
"19","1999","17-29","","","",""
"19","1999","30-45","","","",""
"19","1999","46-65","1","","",""
"19","1999","66","","","",""
"20","1999","17-29","","","",""
"20","1999","30-45","","","",""
"20","1999","46-65","","","",""
"20","1999","66","","","",""
"21","1999","17-29","","","",""
"21","1999","30-45","","","",""
"21","1999","46-65","","","",""
"21","1999","66","","","",""
"22","1999","17-29","","","",""
"22","1999","30-45","","","",""
"22","1999","46-65","","","",""
"22","1999","66","","","",""
"23","1999","17-29","","","",""
"23","1999","30-45","","","",""
"23","1999","46-65","","","",""
"23","1999","66","","","",""
"24","1999","17-29","","","",""
"24","1999","30-45","","","",""
"24","1999","46-65","","","",""
"24","1999","66","","","",""
"25","1999","17-29","","","",""
"25","1999","30-45","","","",""
"25","1999","46-65","","","",""
"25","1999","66","","","",""
"26","1999","17-29","","","",""
"26","1999","30-45","","","",""
"26","1999","46-65","","","",""
"26","1999","66","","","",""
"27","1999","17-29","","","",""
"27","1999","30-45","","","",""
"27","1999","46-65","","","",""
"27","1999","66","","","",""
"28","1999","17-29","","","",""
"28","1999","30-45","","","",""
"28","1999","46-65","","","",""
"28","1999","66","","","",""
"30","1999","17-29","","","",""
"30","1999","30-45","","","",""
"30","1999","46-65","1","","",""
"30","1999","66","","","",""
"31","1999","17-29","","","",""
"31","1999","30-45","","","",""
"31","1999","46-65","","","",""
"31","1999","66","","","",""
"32","1999","17-29","","","",""
"32","1999","30-45","","","",""
"32","1999","46-65","","","",""
"32","1999","66","","","",""
"35","1999","17-29","","","",""
"35","1999","30-45","","","",""
"35","1999","46-65","","","",""
"35","1999","66","","","",""
"36","1999","17-29","","","",""
"36","1999","30-45","","","",""
"36","1999","46-65","","","",""
"36","1999","66","","","",""
"40","1999","17-29","","","",""
"40","1999","30-45","","","",""
"40","1999","46-65","","","",""
"40","1999","66","","","",""
"42","1999","17-29","","","",""
"42","1999","30-45","","","",""
"42","1999","46-65","","","",""
"42","1999","66","","","",""
"45","1999","17-29","","","",""
"45","1999","30-45","","","",""
"45","1999","46-65","","","",""
"45","1999","66","","","",""
"48","1999","17-29","","","",""
"48","1999","30-45","","","",""
"48","1999","46-65","","","",""
"48","1999","66","","","",""
"50","1999","17-29","","","",""
"50","1999","30-45","","","",""
"50","1999","46-65","","","",""
"50","1999","66","","","",""
"51","1999","17-29","","","",""
"51","1999","30-45","","","",""
"51","1999","46-65","","","",""
"51","1999","66","","","",""
"64","1999","17-29","","","",""
"64","1999","30-45","","","",""
"64","1999","46-65","","","",""
"64","1999","66","","","",""
"65","1999","17-29","","","",""
"65","1999","30-45","","","",""
"65","1999","46-65","","","",""
"65","1999","66","","","",""
"90","1999","17-29","","","",""
"90","1999","30-45","","","",""
"90","1999","46-65","","","",""
"90","1999","66","","","",""
"98","1999","17-29","","","",""
"98","1999","30-45","","","",""
"98","1999","46-65","","","",""
"98","1999","66","","","",""
"100","1999","17-29","","","",""
"100","1999","30-45","","","",""
"100","1999","46-65","","","",""
"100","1999","66","","","",""
"0","2000","17-29","","","",""
"0","2000","30-45","","","",""
"0","2000","46-65","","","",""
"0","2000","66","","","",""
"1","2000","17-29","371","0.832971333073345","0.79847003337717","0.86747263276952"
"1","2000","30-45","577","0.779856809606279","0.749779125812961","0.809934493399598"
"1","2000","46-65","663","0.712790056810059","0.683741759109287","0.74183835451083"
"1","2000","66","","","",""
"2","2000","17-29","53","0.109766708782224","0.0808524437567155","0.138680973807732"
"2","2000","30-45","99","0.148208779760876","0.122416610372497","0.174000949149254"
"2","2000","46-65","159","0.167925315253583","0.143927076178085","0.191923554329082"
"2","2000","66","","","",""
"3","2000","17-29","13","","",""
"3","2000","30-45","24","","",""
"3","2000","46-65","44","0.0496864810247967","0.0357358867483563","0.0636370753012372"
"3","2000","66","","","",""
"4","2000","17-29","3","","",""
"4","2000","30-45","12","","",""
"4","2000","46-65","23","","",""
"4","2000","66","","","",""
"5","2000","17-29","1","","",""
"5","2000","30-45","3","","",""
"5","2000","46-65","12","","",""
"5","2000","66","","","",""
"6","2000","17-29","3","","",""
"6","2000","30-45","4","","",""
"6","2000","46-65","8","","",""
"6","2000","66","","","",""
"7","2000","17-29","1","","",""
"7","2000","30-45","1","","",""
"7","2000","46-65","4","","",""
"7","2000","66","","","",""
"8","2000","17-29","2","","",""
"8","2000","30-45","","","",""
"8","2000","46-65","6","","",""
"8","2000","66","","","",""
"9","2000","17-29","1","","",""
"9","2000","30-45","3","","",""
"9","2000","46-65","3","","",""
"9","2000","66","","","",""
"10","2000","17-29","","","",""
"10","2000","30-45","4","","",""
"10","2000","46-65","","","",""
"10","2000","66","","","",""
"11","2000","17-29","","","",""
"11","2000","30-45","","","",""
"11","2000","46-65","1","","",""
"11","2000","66","","","",""
"12","2000","17-29","","","",""
"12","2000","30-45","1","","",""
"12","2000","46-65","1","","",""
"12","2000","66","","","",""
"13","2000","17-29","1","","",""
"13","2000","30-45","1","","",""
"13","2000","46-65","1","","",""
"13","2000","66","","","",""
"14","2000","17-29","","","",""
"14","2000","30-45","","","",""
"14","2000","46-65","3","","",""
"14","2000","66","","","",""
"15","2000","17-29","","","",""
"15","2000","30-45","","","",""
"15","2000","46-65","","","",""
"15","2000","66","","","",""
"16","2000","17-29","","","",""
"16","2000","30-45","","","",""
"16","2000","46-65","","","",""
"16","2000","66","","","",""
"17","2000","17-29","","","",""
"17","2000","30-45","","","",""
"17","2000","46-65","","","",""
"17","2000","66","","","",""
"18","2000","17-29","","","",""
"18","2000","30-45","","","",""
"18","2000","46-65","","","",""
"18","2000","66","","","",""
"19","2000","17-29","","","",""
"19","2000","30-45","","","",""
"19","2000","46-65","","","",""
"19","2000","66","","","",""
"20","2000","17-29","","","",""
"20","2000","30-45","","","",""
"20","2000","46-65","1","","",""
"20","2000","66","","","",""
"21","2000","17-29","","","",""
"21","2000","30-45","","","",""
"21","2000","46-65","","","",""
"21","2000","66","","","",""
"22","2000","17-29","","","",""
"22","2000","30-45","","","",""
"22","2000","46-65","1","","",""
"22","2000","66","","","",""
"23","2000","17-29","","","",""
"23","2000","30-45","","","",""
"23","2000","46-65","","","",""
"23","2000","66","","","",""
"24","2000","17-29","","","",""
"24","2000","30-45","","","",""
"24","2000","46-65","","","",""
"24","2000","66","","","",""
"25","2000","17-29","","","",""
"25","2000","30-45","","","",""
"25","2000","46-65","","","",""
"25","2000","66","","","",""
"26","2000","17-29","","","",""
"26","2000","30-45","","","",""
"26","2000","46-65","","","",""
"26","2000","66","","","",""
"27","2000","17-29","","","",""
"27","2000","30-45","","","",""
"27","2000","46-65","","","",""
"27","2000","66","","","",""
"28","2000","17-29","","","",""
"28","2000","30-45","","","",""
"28","2000","46-65","","","",""
"28","2000","66","","","",""
"30","2000","17-29","","","",""
"30","2000","30-45","","","",""
"30","2000","46-65","1","","",""
"30","2000","66","","","",""
"31","2000","17-29","","","",""
"31","2000","30-45","","","",""
"31","2000","46-65","","","",""
"31","2000","66","","","",""
"32","2000","17-29","","","",""
"32","2000","30-45","","","",""
"32","2000","46-65","","","",""
"32","2000","66","","","",""
"35","2000","17-29","","","",""
"35","2000","30-45","","","",""
