"ple0055","year","age_gr","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"14","1995","46-65","Ländlicher Raum","","","",""
"14","1995","66","Städtischer Raum","","","",""
"14","1995","66","Ländlicher Raum","","","",""
"15","1995","17-29","Städtischer Raum","","","",""
"15","1995","17-29","Ländlicher Raum","","","",""
"15","1995","30-45","Städtischer Raum","","","",""
"15","1995","30-45","Ländlicher Raum","","","",""
"15","1995","46-65","Städtischer Raum","","","",""
"15","1995","46-65","Ländlicher Raum","","","",""
"15","1995","66","Städtischer Raum","","","",""
"15","1995","66","Ländlicher Raum","","","",""
"16","1995","17-29","Städtischer Raum","","","",""
"16","1995","17-29","Ländlicher Raum","","","",""
"16","1995","30-45","Städtischer Raum","","","",""
"16","1995","30-45","Ländlicher Raum","","","",""
"16","1995","46-65","Städtischer Raum","","","",""
"16","1995","46-65","Ländlicher Raum","","","",""
"16","1995","66","Städtischer Raum","","","",""
"16","1995","66","Ländlicher Raum","","","",""
"17","1995","17-29","Städtischer Raum","","","",""
"17","1995","17-29","Ländlicher Raum","","","",""
"17","1995","30-45","Städtischer Raum","","","",""
"17","1995","30-45","Ländlicher Raum","","","",""
"17","1995","46-65","Städtischer Raum","","","",""
"17","1995","46-65","Ländlicher Raum","","","",""
"17","1995","66","Städtischer Raum","","","",""
"17","1995","66","Ländlicher Raum","","","",""
"18","1995","17-29","Städtischer Raum","","","",""
"18","1995","17-29","Ländlicher Raum","","","",""
"18","1995","30-45","Städtischer Raum","","","",""
"18","1995","30-45","Ländlicher Raum","","","",""
"18","1995","46-65","Städtischer Raum","","","",""
"18","1995","46-65","Ländlicher Raum","","","",""
"18","1995","66","Städtischer Raum","","","",""
"18","1995","66","Ländlicher Raum","","","",""
"19","1995","17-29","Städtischer Raum","","","",""
"19","1995","17-29","Ländlicher Raum","","","",""
"19","1995","30-45","Städtischer Raum","","","",""
"19","1995","30-45","Ländlicher Raum","","","",""
"19","1995","46-65","Städtischer Raum","","","",""
"19","1995","46-65","Ländlicher Raum","","","",""
"19","1995","66","Städtischer Raum","","","",""
"19","1995","66","Ländlicher Raum","","","",""
"20","1995","17-29","Städtischer Raum","","","",""
"20","1995","17-29","Ländlicher Raum","","","",""
"20","1995","30-45","Städtischer Raum","","","",""
"20","1995","30-45","Ländlicher Raum","","","",""
"20","1995","46-65","Städtischer Raum","1","","",""
"20","1995","46-65","Ländlicher Raum","","","",""
"20","1995","66","Städtischer Raum","","","",""
"20","1995","66","Ländlicher Raum","","","",""
"21","1995","17-29","Städtischer Raum","","","",""
"21","1995","17-29","Ländlicher Raum","","","",""
"21","1995","30-45","Städtischer Raum","","","",""
"21","1995","30-45","Ländlicher Raum","","","",""
"21","1995","46-65","Städtischer Raum","","","",""
"21","1995","46-65","Ländlicher Raum","1","","",""
"21","1995","66","Städtischer Raum","","","",""
"21","1995","66","Ländlicher Raum","","","",""
"22","1995","17-29","Städtischer Raum","","","",""
"22","1995","17-29","Ländlicher Raum","","","",""
"22","1995","30-45","Städtischer Raum","","","",""
"22","1995","30-45","Ländlicher Raum","","","",""
"22","1995","46-65","Städtischer Raum","","","",""
"22","1995","46-65","Ländlicher Raum","","","",""
"22","1995","66","Städtischer Raum","","","",""
"22","1995","66","Ländlicher Raum","","","",""
"23","1995","17-29","Städtischer Raum","","","",""
"23","1995","17-29","Ländlicher Raum","","","",""
"23","1995","30-45","Städtischer Raum","","","",""
"23","1995","30-45","Ländlicher Raum","","","",""
"23","1995","46-65","Städtischer Raum","","","",""
"23","1995","46-65","Ländlicher Raum","","","",""
"23","1995","66","Städtischer Raum","","","",""
"23","1995","66","Ländlicher Raum","","","",""
"24","1995","17-29","Städtischer Raum","","","",""
"24","1995","17-29","Ländlicher Raum","","","",""
"24","1995","30-45","Städtischer Raum","","","",""
"24","1995","30-45","Ländlicher Raum","","","",""
"24","1995","46-65","Städtischer Raum","","","",""
"24","1995","46-65","Ländlicher Raum","","","",""
"24","1995","66","Städtischer Raum","","","",""
"24","1995","66","Ländlicher Raum","","","",""
"25","1995","17-29","Städtischer Raum","","","",""
"25","1995","17-29","Ländlicher Raum","","","",""
"25","1995","30-45","Städtischer Raum","","","",""
"25","1995","30-45","Ländlicher Raum","","","",""
"25","1995","46-65","Städtischer Raum","","","",""
"25","1995","46-65","Ländlicher Raum","","","",""
"25","1995","66","Städtischer Raum","","","",""
"25","1995","66","Ländlicher Raum","","","",""
"26","1995","17-29","Städtischer Raum","","","",""
"26","1995","17-29","Ländlicher Raum","","","",""
"26","1995","30-45","Städtischer Raum","","","",""
"26","1995","30-45","Ländlicher Raum","","","",""
"26","1995","46-65","Städtischer Raum","","","",""
"26","1995","46-65","Ländlicher Raum","","","",""
"26","1995","66","Städtischer Raum","","","",""
"26","1995","66","Ländlicher Raum","","","",""
"27","1995","17-29","Städtischer Raum","","","",""
"27","1995","17-29","Ländlicher Raum","","","",""
"27","1995","30-45","Städtischer Raum","","","",""
"27","1995","30-45","Ländlicher Raum","","","",""
"27","1995","46-65","Städtischer Raum","","","",""
"27","1995","46-65","Ländlicher Raum","","","",""
"27","1995","66","Städtischer Raum","","","",""
"27","1995","66","Ländlicher Raum","","","",""
"28","1995","17-29","Städtischer Raum","","","",""
"28","1995","17-29","Ländlicher Raum","","","",""
"28","1995","30-45","Städtischer Raum","","","",""
"28","1995","30-45","Ländlicher Raum","","","",""
"28","1995","46-65","Städtischer Raum","","","",""
"28","1995","46-65","Ländlicher Raum","","","",""
"28","1995","66","Städtischer Raum","","","",""
"28","1995","66","Ländlicher Raum","","","",""
"30","1995","17-29","Städtischer Raum","","","",""
"30","1995","17-29","Ländlicher Raum","","","",""
"30","1995","30-45","Städtischer Raum","","","",""
"30","1995","30-45","Ländlicher Raum","","","",""
"30","1995","46-65","Städtischer Raum","","","",""
"30","1995","46-65","Ländlicher Raum","","","",""
"30","1995","66","Städtischer Raum","","","",""
"30","1995","66","Ländlicher Raum","","","",""
"31","1995","17-29","Städtischer Raum","","","",""
"31","1995","17-29","Ländlicher Raum","","","",""
"31","1995","30-45","Städtischer Raum","","","",""
"31","1995","30-45","Ländlicher Raum","","","",""
"31","1995","46-65","Städtischer Raum","","","",""
"31","1995","46-65","Ländlicher Raum","","","",""
"31","1995","66","Städtischer Raum","","","",""
"31","1995","66","Ländlicher Raum","","","",""
"32","1995","17-29","Städtischer Raum","","","",""
"32","1995","17-29","Ländlicher Raum","","","",""
"32","1995","30-45","Städtischer Raum","","","",""
"32","1995","30-45","Ländlicher Raum","","","",""
"32","1995","46-65","Städtischer Raum","","","",""
"32","1995","46-65","Ländlicher Raum","","","",""
"32","1995","66","Städtischer Raum","","","",""
"32","1995","66","Ländlicher Raum","","","",""
"35","1995","17-29","Städtischer Raum","","","",""
"35","1995","17-29","Ländlicher Raum","","","",""
"35","1995","30-45","Städtischer Raum","","","",""
"35","1995","30-45","Ländlicher Raum","","","",""
"35","1995","46-65","Städtischer Raum","1","","",""
"35","1995","46-65","Ländlicher Raum","","","",""
"35","1995","66","Städtischer Raum","","","",""
"35","1995","66","Ländlicher Raum","","","",""
"36","1995","17-29","Städtischer Raum","","","",""
"36","1995","17-29","Ländlicher Raum","","","",""
"36","1995","30-45","Städtischer Raum","","","",""
"36","1995","30-45","Ländlicher Raum","","","",""
"36","1995","46-65","Städtischer Raum","","","",""
"36","1995","46-65","Ländlicher Raum","","","",""
"36","1995","66","Städtischer Raum","","","",""
"36","1995","66","Ländlicher Raum","","","",""
"40","1995","17-29","Städtischer Raum","","","",""
"40","1995","17-29","Ländlicher Raum","","","",""
"40","1995","30-45","Städtischer Raum","","","",""
"40","1995","30-45","Ländlicher Raum","","","",""
"40","1995","46-65","Städtischer Raum","","","",""
"40","1995","46-65","Ländlicher Raum","","","",""
"40","1995","66","Städtischer Raum","","","",""
"40","1995","66","Ländlicher Raum","","","",""
"42","1995","17-29","Städtischer Raum","","","",""
"42","1995","17-29","Ländlicher Raum","","","",""
"42","1995","30-45","Städtischer Raum","","","",""
"42","1995","30-45","Ländlicher Raum","","","",""
"42","1995","46-65","Städtischer Raum","","","",""
"42","1995","46-65","Ländlicher Raum","","","",""
"42","1995","66","Städtischer Raum","","","",""
"42","1995","66","Ländlicher Raum","","","",""
"45","1995","17-29","Städtischer Raum","","","",""
"45","1995","17-29","Ländlicher Raum","","","",""
"45","1995","30-45","Städtischer Raum","","","",""
"45","1995","30-45","Ländlicher Raum","","","",""
"45","1995","46-65","Städtischer Raum","","","",""
"45","1995","46-65","Ländlicher Raum","","","",""
"45","1995","66","Städtischer Raum","","","",""
"45","1995","66","Ländlicher Raum","","","",""
"48","1995","17-29","Städtischer Raum","","","",""
"48","1995","17-29","Ländlicher Raum","","","",""
"48","1995","30-45","Städtischer Raum","","","",""
"48","1995","30-45","Ländlicher Raum","","","",""
"48","1995","46-65","Städtischer Raum","","","",""
"48","1995","46-65","Ländlicher Raum","","","",""
"48","1995","66","Städtischer Raum","","","",""
"48","1995","66","Ländlicher Raum","","","",""
"50","1995","17-29","Städtischer Raum","","","",""
"50","1995","17-29","Ländlicher Raum","","","",""
"50","1995","30-45","Städtischer Raum","","","",""
"50","1995","30-45","Ländlicher Raum","","","",""
"50","1995","46-65","Städtischer Raum","","","",""
"50","1995","46-65","Ländlicher Raum","","","",""
"50","1995","66","Städtischer Raum","","","",""
"50","1995","66","Ländlicher Raum","","","",""
"51","1995","17-29","Städtischer Raum","","","",""
"51","1995","17-29","Ländlicher Raum","","","",""
"51","1995","30-45","Städtischer Raum","","","",""
"51","1995","30-45","Ländlicher Raum","","","",""
"51","1995","46-65","Städtischer Raum","","","",""
"51","1995","46-65","Ländlicher Raum","","","",""
"51","1995","66","Städtischer Raum","","","",""
"51","1995","66","Ländlicher Raum","","","",""
"64","1995","17-29","Städtischer Raum","","","",""
"64","1995","17-29","Ländlicher Raum","","","",""
"64","1995","30-45","Städtischer Raum","","","",""
"64","1995","30-45","Ländlicher Raum","","","",""
"64","1995","46-65","Städtischer Raum","","","",""
"64","1995","46-65","Ländlicher Raum","","","",""
"64","1995","66","Städtischer Raum","","","",""
"64","1995","66","Ländlicher Raum","","","",""
"65","1995","17-29","Städtischer Raum","","","",""
"65","1995","17-29","Ländlicher Raum","","","",""
"65","1995","30-45","Städtischer Raum","","","",""
"65","1995","30-45","Ländlicher Raum","","","",""
"65","1995","46-65","Städtischer Raum","","","",""
"65","1995","46-65","Ländlicher Raum","","","",""
"65","1995","66","Städtischer Raum","","","",""
"65","1995","66","Ländlicher Raum","","","",""
"90","1995","17-29","Städtischer Raum","","","",""
"90","1995","17-29","Ländlicher Raum","","","",""
"90","1995","30-45","Städtischer Raum","","","",""
"90","1995","30-45","Ländlicher Raum","","","",""
"90","1995","46-65","Städtischer Raum","","","",""
"90","1995","46-65","Ländlicher Raum","","","",""
"90","1995","66","Städtischer Raum","","","",""
"90","1995","66","Ländlicher Raum","","","",""
"98","1995","17-29","Städtischer Raum","","","",""
"98","1995","17-29","Ländlicher Raum","","","",""
"98","1995","30-45","Städtischer Raum","","","",""
"98","1995","30-45","Ländlicher Raum","","","",""
"98","1995","46-65","Städtischer Raum","","","",""
"98","1995","46-65","Ländlicher Raum","","","",""
"98","1995","66","Städtischer Raum","","","",""
"98","1995","66","Ländlicher Raum","","","",""
"100","1995","17-29","Städtischer Raum","","","",""
"100","1995","17-29","Ländlicher Raum","","","",""
"100","1995","30-45","Städtischer Raum","","","",""
"100","1995","30-45","Ländlicher Raum","","","",""
"100","1995","46-65","Städtischer Raum","","","",""
"100","1995","46-65","Ländlicher Raum","","","",""
"100","1995","66","Städtischer Raum","","","",""
"100","1995","66","Ländlicher Raum","","","",""
"0","1996","17-29","Städtischer Raum","","","",""
"0","1996","17-29","Ländlicher Raum","","","",""
"0","1996","30-45","Städtischer Raum","","","",""
"0","1996","30-45","Ländlicher Raum","","","",""
"0","1996","46-65","Städtischer Raum","","","",""
"0","1996","46-65","Ländlicher Raum","","","",""
"0","1996","66","Städtischer Raum","","","",""
"0","1996","66","Ländlicher Raum","","","",""
"1","1996","17-29","Städtischer Raum","173","0.87111778659697","0.82432812420413","0.917907448989809"
"1","1996","17-29","Ländlicher Raum","103","0.8453931127689","0.780976308323101","0.909809917214698"
"1","1996","30-45","Städtischer Raum","242","0.840287296070591","0.797301040205338","0.883273551935844"
"1","1996","30-45","Ländlicher Raum","114","0.733487829565958","0.664106795076492","0.802868864055424"
"1","1996","46-65","Städtischer Raum","230","0.771432160697664","0.723595741045421","0.819268580349906"
"1","1996","46-65","Ländlicher Raum","119","0.748364502563497","0.678686210103851","0.818042795023142"
"1","1996","66","Städtischer Raum","","","",""
"1","1996","66","Ländlicher Raum","","","",""
"2","1996","17-29","Städtischer Raum","17","","",""
"2","1996","17-29","Ländlicher Raum","8","","",""
"2","1996","30-45","Städtischer Raum","22","","",""
"2","1996","30-45","Ländlicher Raum","28","","",""
"2","1996","46-65","Städtischer Raum","43","0.146719238092463","0.106411192225068","0.187027283959859"
"2","1996","46-65","Ländlicher Raum","18","","",""
"2","1996","66","Städtischer Raum","","","",""
"2","1996","66","Ländlicher Raum","","","",""
"3","1996","17-29","Städtischer Raum","4","","",""
"3","1996","17-29","Ländlicher Raum","5","","",""
"3","1996","30-45","Städtischer Raum","10","","",""
"3","1996","30-45","Ländlicher Raum","4","","",""
"3","1996","46-65","Städtischer Raum","13","","",""
"3","1996","46-65","Ländlicher Raum","6","","",""
"3","1996","66","Städtischer Raum","","","",""
"3","1996","66","Ländlicher Raum","","","",""
"4","1996","17-29","Städtischer Raum","","","",""
"4","1996","17-29","Ländlicher Raum","1","","",""
"4","1996","30-45","Städtischer Raum","","","",""
"4","1996","30-45","Ländlicher Raum","1","","",""
"4","1996","46-65","Städtischer Raum","4","","",""
"4","1996","46-65","Ländlicher Raum","2","","",""
"4","1996","66","Städtischer Raum","","","",""
"4","1996","66","Ländlicher Raum","","","",""
"5","1996","17-29","Städtischer Raum","1","","",""
"5","1996","17-29","Ländlicher Raum","2","","",""
"5","1996","30-45","Städtischer Raum","3","","",""
"5","1996","30-45","Ländlicher Raum","1","","",""
"5","1996","46-65","Städtischer Raum","2","","",""
"5","1996","46-65","Ländlicher Raum","1","","",""
"5","1996","66","Städtischer Raum","","","",""
"5","1996","66","Ländlicher Raum","","","",""
"6","1996","17-29","Städtischer Raum","2","","",""
"6","1996","17-29","Ländlicher Raum","","","",""
"6","1996","30-45","Städtischer Raum","1","","",""
"6","1996","30-45","Ländlicher Raum","","","",""
"6","1996","46-65","Städtischer Raum","1","","",""
"6","1996","46-65","Ländlicher Raum","","","",""
"6","1996","66","Städtischer Raum","","","",""
"6","1996","66","Ländlicher Raum","","","",""
"7","1996","17-29","Städtischer Raum","","","",""
"7","1996","17-29","Ländlicher Raum","1","","",""
"7","1996","30-45","Städtischer Raum","1","","",""
