"ple0055","year","regtyp","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"23","1989","Städtischer Raum","weiblich","","","",""
"23","1989","Ländlicher Raum","männlich","","","",""
"23","1989","Ländlicher Raum","weiblich","","","",""
"24","1989","Städtischer Raum","männlich","","","",""
"24","1989","Städtischer Raum","weiblich","","","",""
"24","1989","Ländlicher Raum","männlich","","","",""
"24","1989","Ländlicher Raum","weiblich","","","",""
"25","1989","Städtischer Raum","männlich","","","",""
"25","1989","Städtischer Raum","weiblich","1","","",""
"25","1989","Ländlicher Raum","männlich","","","",""
"25","1989","Ländlicher Raum","weiblich","","","",""
"26","1989","Städtischer Raum","männlich","","","",""
"26","1989","Städtischer Raum","weiblich","","","",""
"26","1989","Ländlicher Raum","männlich","","","",""
"26","1989","Ländlicher Raum","weiblich","","","",""
"27","1989","Städtischer Raum","männlich","","","",""
"27","1989","Städtischer Raum","weiblich","","","",""
"27","1989","Ländlicher Raum","männlich","","","",""
"27","1989","Ländlicher Raum","weiblich","","","",""
"28","1989","Städtischer Raum","männlich","","","",""
"28","1989","Städtischer Raum","weiblich","","","",""
"28","1989","Ländlicher Raum","männlich","","","",""
"28","1989","Ländlicher Raum","weiblich","","","",""
"30","1989","Städtischer Raum","männlich","","","",""
"30","1989","Städtischer Raum","weiblich","","","",""
"30","1989","Ländlicher Raum","männlich","","","",""
"30","1989","Ländlicher Raum","weiblich","","","",""
"31","1989","Städtischer Raum","männlich","","","",""
"31","1989","Städtischer Raum","weiblich","","","",""
"31","1989","Ländlicher Raum","männlich","","","",""
"31","1989","Ländlicher Raum","weiblich","","","",""
"32","1989","Städtischer Raum","männlich","","","",""
"32","1989","Städtischer Raum","weiblich","","","",""
"32","1989","Ländlicher Raum","männlich","","","",""
"32","1989","Ländlicher Raum","weiblich","","","",""
"35","1989","Städtischer Raum","männlich","1","","",""
"35","1989","Städtischer Raum","weiblich","","","",""
"35","1989","Ländlicher Raum","männlich","","","",""
"35","1989","Ländlicher Raum","weiblich","","","",""
"36","1989","Städtischer Raum","männlich","","","",""
"36","1989","Städtischer Raum","weiblich","","","",""
"36","1989","Ländlicher Raum","männlich","","","",""
"36","1989","Ländlicher Raum","weiblich","","","",""
"40","1989","Städtischer Raum","männlich","1","","",""
"40","1989","Städtischer Raum","weiblich","","","",""
"40","1989","Ländlicher Raum","männlich","","","",""
"40","1989","Ländlicher Raum","weiblich","","","",""
"42","1989","Städtischer Raum","männlich","","","",""
"42","1989","Städtischer Raum","weiblich","","","",""
"42","1989","Ländlicher Raum","männlich","","","",""
"42","1989","Ländlicher Raum","weiblich","","","",""
"45","1989","Städtischer Raum","männlich","","","",""
"45","1989","Städtischer Raum","weiblich","","","",""
"45","1989","Ländlicher Raum","männlich","","","",""
"45","1989","Ländlicher Raum","weiblich","","","",""
"48","1989","Städtischer Raum","männlich","","","",""
"48","1989","Städtischer Raum","weiblich","","","",""
"48","1989","Ländlicher Raum","männlich","","","",""
"48","1989","Ländlicher Raum","weiblich","","","",""
"50","1989","Städtischer Raum","männlich","","","",""
"50","1989","Städtischer Raum","weiblich","","","",""
"50","1989","Ländlicher Raum","männlich","","","",""
"50","1989","Ländlicher Raum","weiblich","","","",""
"51","1989","Städtischer Raum","männlich","","","",""
"51","1989","Städtischer Raum","weiblich","","","",""
"51","1989","Ländlicher Raum","männlich","","","",""
"51","1989","Ländlicher Raum","weiblich","","","",""
"64","1989","Städtischer Raum","männlich","","","",""
"64","1989","Städtischer Raum","weiblich","","","",""
"64","1989","Ländlicher Raum","männlich","","","",""
"64","1989","Ländlicher Raum","weiblich","","","",""
"65","1989","Städtischer Raum","männlich","","","",""
"65","1989","Städtischer Raum","weiblich","","","",""
"65","1989","Ländlicher Raum","männlich","","","",""
"65","1989","Ländlicher Raum","weiblich","","","",""
"90","1989","Städtischer Raum","männlich","","","",""
"90","1989","Städtischer Raum","weiblich","","","",""
"90","1989","Ländlicher Raum","männlich","","","",""
"90","1989","Ländlicher Raum","weiblich","1","","",""
"98","1989","Städtischer Raum","männlich","","","",""
"98","1989","Städtischer Raum","weiblich","","","",""
"98","1989","Ländlicher Raum","männlich","","","",""
"98","1989","Ländlicher Raum","weiblich","","","",""
"100","1989","Städtischer Raum","männlich","","","",""
"100","1989","Städtischer Raum","weiblich","","","",""
"100","1989","Ländlicher Raum","männlich","","","",""
"100","1989","Ländlicher Raum","weiblich","","","",""
"0","1990","Städtischer Raum","männlich","","","",""
"0","1990","Städtischer Raum","weiblich","","","",""
"0","1990","Ländlicher Raum","männlich","","","",""
"0","1990","Ländlicher Raum","weiblich","","","",""
"1","1990","Städtischer Raum","männlich","","","",""
"1","1990","Städtischer Raum","weiblich","","","",""
"1","1990","Ländlicher Raum","männlich","","","",""
"1","1990","Ländlicher Raum","weiblich","","","",""
"2","1990","Städtischer Raum","männlich","","","",""
"2","1990","Städtischer Raum","weiblich","","","",""
"2","1990","Ländlicher Raum","männlich","","","",""
"2","1990","Ländlicher Raum","weiblich","","","",""
"3","1990","Städtischer Raum","männlich","","","",""
"3","1990","Städtischer Raum","weiblich","","","",""
"3","1990","Ländlicher Raum","männlich","","","",""
"3","1990","Ländlicher Raum","weiblich","","","",""
"4","1990","Städtischer Raum","männlich","","","",""
"4","1990","Städtischer Raum","weiblich","","","",""
"4","1990","Ländlicher Raum","männlich","","","",""
"4","1990","Ländlicher Raum","weiblich","","","",""
"5","1990","Städtischer Raum","männlich","","","",""
"5","1990","Städtischer Raum","weiblich","","","",""
"5","1990","Ländlicher Raum","männlich","","","",""
"5","1990","Ländlicher Raum","weiblich","","","",""
"6","1990","Städtischer Raum","männlich","","","",""
"6","1990","Städtischer Raum","weiblich","","","",""
"6","1990","Ländlicher Raum","männlich","","","",""
"6","1990","Ländlicher Raum","weiblich","","","",""
"7","1990","Städtischer Raum","männlich","","","",""
"7","1990","Städtischer Raum","weiblich","","","",""
"7","1990","Ländlicher Raum","männlich","","","",""
"7","1990","Ländlicher Raum","weiblich","","","",""
"8","1990","Städtischer Raum","männlich","","","",""
"8","1990","Städtischer Raum","weiblich","","","",""
"8","1990","Ländlicher Raum","männlich","","","",""
"8","1990","Ländlicher Raum","weiblich","","","",""
"9","1990","Städtischer Raum","männlich","","","",""
"9","1990","Städtischer Raum","weiblich","","","",""
"9","1990","Ländlicher Raum","männlich","","","",""
"9","1990","Ländlicher Raum","weiblich","","","",""
"10","1990","Städtischer Raum","männlich","","","",""
"10","1990","Städtischer Raum","weiblich","","","",""
"10","1990","Ländlicher Raum","männlich","","","",""
"10","1990","Ländlicher Raum","weiblich","","","",""
"11","1990","Städtischer Raum","männlich","","","",""
"11","1990","Städtischer Raum","weiblich","","","",""
"11","1990","Ländlicher Raum","männlich","","","",""
"11","1990","Ländlicher Raum","weiblich","","","",""
"12","1990","Städtischer Raum","männlich","","","",""
"12","1990","Städtischer Raum","weiblich","","","",""
"12","1990","Ländlicher Raum","männlich","","","",""
"12","1990","Ländlicher Raum","weiblich","","","",""
"13","1990","Städtischer Raum","männlich","","","",""
"13","1990","Städtischer Raum","weiblich","","","",""
"13","1990","Ländlicher Raum","männlich","","","",""
"13","1990","Ländlicher Raum","weiblich","","","",""
"14","1990","Städtischer Raum","männlich","","","",""
"14","1990","Städtischer Raum","weiblich","","","",""
"14","1990","Ländlicher Raum","männlich","","","",""
"14","1990","Ländlicher Raum","weiblich","","","",""
"15","1990","Städtischer Raum","männlich","","","",""
"15","1990","Städtischer Raum","weiblich","","","",""
"15","1990","Ländlicher Raum","männlich","","","",""
"15","1990","Ländlicher Raum","weiblich","","","",""
"16","1990","Städtischer Raum","männlich","","","",""
"16","1990","Städtischer Raum","weiblich","","","",""
"16","1990","Ländlicher Raum","männlich","","","",""
"16","1990","Ländlicher Raum","weiblich","","","",""
"17","1990","Städtischer Raum","männlich","","","",""
"17","1990","Städtischer Raum","weiblich","","","",""
"17","1990","Ländlicher Raum","männlich","","","",""
"17","1990","Ländlicher Raum","weiblich","","","",""
"18","1990","Städtischer Raum","männlich","","","",""
"18","1990","Städtischer Raum","weiblich","","","",""
"18","1990","Ländlicher Raum","männlich","","","",""
"18","1990","Ländlicher Raum","weiblich","","","",""
"19","1990","Städtischer Raum","männlich","","","",""
"19","1990","Städtischer Raum","weiblich","","","",""
"19","1990","Ländlicher Raum","männlich","","","",""
"19","1990","Ländlicher Raum","weiblich","","","",""
"20","1990","Städtischer Raum","männlich","","","",""
"20","1990","Städtischer Raum","weiblich","","","",""
"20","1990","Ländlicher Raum","männlich","","","",""
"20","1990","Ländlicher Raum","weiblich","","","",""
"21","1990","Städtischer Raum","männlich","","","",""
"21","1990","Städtischer Raum","weiblich","","","",""
"21","1990","Ländlicher Raum","männlich","","","",""
"21","1990","Ländlicher Raum","weiblich","","","",""
"22","1990","Städtischer Raum","männlich","","","",""
"22","1990","Städtischer Raum","weiblich","","","",""
"22","1990","Ländlicher Raum","männlich","","","",""
"22","1990","Ländlicher Raum","weiblich","","","",""
"23","1990","Städtischer Raum","männlich","","","",""
"23","1990","Städtischer Raum","weiblich","","","",""
"23","1990","Ländlicher Raum","männlich","","","",""
"23","1990","Ländlicher Raum","weiblich","","","",""
"24","1990","Städtischer Raum","männlich","","","",""
"24","1990","Städtischer Raum","weiblich","","","",""
"24","1990","Ländlicher Raum","männlich","","","",""
"24","1990","Ländlicher Raum","weiblich","","","",""
"25","1990","Städtischer Raum","männlich","","","",""
"25","1990","Städtischer Raum","weiblich","","","",""
"25","1990","Ländlicher Raum","männlich","","","",""
"25","1990","Ländlicher Raum","weiblich","","","",""
"26","1990","Städtischer Raum","männlich","","","",""
"26","1990","Städtischer Raum","weiblich","","","",""
"26","1990","Ländlicher Raum","männlich","","","",""
"26","1990","Ländlicher Raum","weiblich","","","",""
"27","1990","Städtischer Raum","männlich","","","",""
"27","1990","Städtischer Raum","weiblich","","","",""
"27","1990","Ländlicher Raum","männlich","","","",""
"27","1990","Ländlicher Raum","weiblich","","","",""
"28","1990","Städtischer Raum","männlich","","","",""
"28","1990","Städtischer Raum","weiblich","","","",""
"28","1990","Ländlicher Raum","männlich","","","",""
"28","1990","Ländlicher Raum","weiblich","","","",""
"30","1990","Städtischer Raum","männlich","","","",""
"30","1990","Städtischer Raum","weiblich","","","",""
"30","1990","Ländlicher Raum","männlich","","","",""
"30","1990","Ländlicher Raum","weiblich","","","",""
"31","1990","Städtischer Raum","männlich","","","",""
"31","1990","Städtischer Raum","weiblich","","","",""
"31","1990","Ländlicher Raum","männlich","","","",""
"31","1990","Ländlicher Raum","weiblich","","","",""
"32","1990","Städtischer Raum","männlich","","","",""
"32","1990","Städtischer Raum","weiblich","","","",""
"32","1990","Ländlicher Raum","männlich","","","",""
"32","1990","Ländlicher Raum","weiblich","","","",""
"35","1990","Städtischer Raum","männlich","","","",""
"35","1990","Städtischer Raum","weiblich","","","",""
"35","1990","Ländlicher Raum","männlich","","","",""
"35","1990","Ländlicher Raum","weiblich","","","",""
"36","1990","Städtischer Raum","männlich","","","",""
"36","1990","Städtischer Raum","weiblich","","","",""
"36","1990","Ländlicher Raum","männlich","","","",""
"36","1990","Ländlicher Raum","weiblich","","","",""
"40","1990","Städtischer Raum","männlich","","","",""
"40","1990","Städtischer Raum","weiblich","","","",""
"40","1990","Ländlicher Raum","männlich","","","",""
"40","1990","Ländlicher Raum","weiblich","","","",""
"42","1990","Städtischer Raum","männlich","","","",""
"42","1990","Städtischer Raum","weiblich","","","",""
"42","1990","Ländlicher Raum","männlich","","","",""
"42","1990","Ländlicher Raum","weiblich","","","",""
"45","1990","Städtischer Raum","männlich","","","",""
"45","1990","Städtischer Raum","weiblich","","","",""
"45","1990","Ländlicher Raum","männlich","","","",""
"45","1990","Ländlicher Raum","weiblich","","","",""
"48","1990","Städtischer Raum","männlich","","","",""
"48","1990","Städtischer Raum","weiblich","","","",""
"48","1990","Ländlicher Raum","männlich","","","",""
"48","1990","Ländlicher Raum","weiblich","","","",""
"50","1990","Städtischer Raum","männlich","","","",""
"50","1990","Städtischer Raum","weiblich","","","",""
"50","1990","Ländlicher Raum","männlich","","","",""
"50","1990","Ländlicher Raum","weiblich","","","",""
"51","1990","Städtischer Raum","männlich","","","",""
"51","1990","Städtischer Raum","weiblich","","","",""
"51","1990","Ländlicher Raum","männlich","","","",""
"51","1990","Ländlicher Raum","weiblich","","","",""
"64","1990","Städtischer Raum","männlich","","","",""
"64","1990","Städtischer Raum","weiblich","","","",""
"64","1990","Ländlicher Raum","männlich","","","",""
"64","1990","Ländlicher Raum","weiblich","","","",""
"65","1990","Städtischer Raum","männlich","","","",""
"65","1990","Städtischer Raum","weiblich","","","",""
"65","1990","Ländlicher Raum","männlich","","","",""
"65","1990","Ländlicher Raum","weiblich","","","",""
"90","1990","Städtischer Raum","männlich","","","",""
"90","1990","Städtischer Raum","weiblich","","","",""
"90","1990","Ländlicher Raum","männlich","","","",""
"90","1990","Ländlicher Raum","weiblich","","","",""
"98","1990","Städtischer Raum","männlich","","","",""
"98","1990","Städtischer Raum","weiblich","","","",""
"98","1990","Ländlicher Raum","männlich","","","",""
"98","1990","Ländlicher Raum","weiblich","","","",""
"100","1990","Städtischer Raum","männlich","","","",""
"100","1990","Städtischer Raum","weiblich","","","",""
"100","1990","Ländlicher Raum","männlich","","","",""
"100","1990","Ländlicher Raum","weiblich","","","",""
"0","1991","Städtischer Raum","männlich","","","",""
"0","1991","Städtischer Raum","weiblich","","","",""
"0","1991","Ländlicher Raum","männlich","","","",""
"0","1991","Ländlicher Raum","weiblich","","","",""
"1","1991","Städtischer Raum","männlich","272","0.81177843517925","0.769668212396065","0.853888657962436"
"1","1991","Städtischer Raum","weiblich","412","0.758782236043583","0.721796884356652","0.795767587730515"
"1","1991","Ländlicher Raum","männlich","64","0.652702434492604","0.555413675607126","0.749991193378081"
"1","1991","Ländlicher Raum","weiblich","111","0.755496946429367","0.684806224132712","0.826187668726023"
"2","1991","Städtischer Raum","männlich","38","0.115367732654768","0.0809519491528538","0.149783516156683"
"2","1991","Städtischer Raum","weiblich","64","0.148472172191481","0.117733260636738","0.179211083746225"
"2","1991","Ländlicher Raum","männlich","20","","",""
"2","1991","Ländlicher Raum","weiblich","20","","",""
"3","1991","Städtischer Raum","männlich","11","","",""
"3","1991","Städtischer Raum","weiblich","21","","",""
"3","1991","Ländlicher Raum","männlich","4","","",""
"3","1991","Ländlicher Raum","weiblich","3","","",""
"4","1991","Städtischer Raum","männlich","5","","",""
"4","1991","Städtischer Raum","weiblich","5","","",""
"4","1991","Ländlicher Raum","männlich","1","","",""
"4","1991","Ländlicher Raum","weiblich","1","","",""
"5","1991","Städtischer Raum","männlich","","","",""
"5","1991","Städtischer Raum","weiblich","2","","",""
"5","1991","Ländlicher Raum","männlich","1","","",""
"5","1991","Ländlicher Raum","weiblich","","","",""
"6","1991","Städtischer Raum","männlich","1","","",""
"6","1991","Städtischer Raum","weiblich","4","","",""
"6","1991","Ländlicher Raum","männlich","1","","",""
"6","1991","Ländlicher Raum","weiblich","","","",""
"7","1991","Städtischer Raum","männlich","1","","",""
"7","1991","Städtischer Raum","weiblich","1","","",""
"7","1991","Ländlicher Raum","männlich","","","",""
"7","1991","Ländlicher Raum","weiblich","2","","",""
"8","1991","Städtischer Raum","männlich","","","",""
"8","1991","Städtischer Raum","weiblich","1","","",""
"8","1991","Ländlicher Raum","männlich","","","",""
"8","1991","Ländlicher Raum","weiblich","1","","",""
"9","1991","Städtischer Raum","männlich","","","",""
"9","1991","Städtischer Raum","weiblich","1","","",""
"9","1991","Ländlicher Raum","männlich","","","",""
"9","1991","Ländlicher Raum","weiblich","1","","",""
"10","1991","Städtischer Raum","männlich","2","","",""
"10","1991","Städtischer Raum","weiblich","","","",""
"10","1991","Ländlicher Raum","männlich","1","","",""
"10","1991","Ländlicher Raum","weiblich","","","",""
"11","1991","Städtischer Raum","männlich","","","",""
"11","1991","Städtischer Raum","weiblich","","","",""
"11","1991","Ländlicher Raum","männlich","","","",""
"11","1991","Ländlicher Raum","weiblich","","","",""
"12","1991","Städtischer Raum","männlich","","","",""
"12","1991","Städtischer Raum","weiblich","","","",""
"12","1991","Ländlicher Raum","männlich","","","",""
"12","1991","Ländlicher Raum","weiblich","1","","",""
"13","1991","Städtischer Raum","männlich","","","",""
"13","1991","Städtischer Raum","weiblich","","","",""
"13","1991","Ländlicher Raum","männlich","","","",""
"13","1991","Ländlicher Raum","weiblich","","","",""
"14","1991","Städtischer Raum","männlich","","","",""
"14","1991","Städtischer Raum","weiblich","1","","",""
"14","1991","Ländlicher Raum","männlich","","","",""
"14","1991","Ländlicher Raum","weiblich","","","",""
"15","1991","Städtischer Raum","männlich","","","",""
"15","1991","Städtischer Raum","weiblich","","","",""
"15","1991","Ländlicher Raum","männlich","","","",""
"15","1991","Ländlicher Raum","weiblich","","","",""
"16","1991","Städtischer Raum","männlich","","","",""
"16","1991","Städtischer Raum","weiblich","","","",""
"16","1991","Ländlicher Raum","männlich","","","",""
"16","1991","Ländlicher Raum","weiblich","","","",""
"17","1991","Städtischer Raum","männlich","","","",""
"17","1991","Städtischer Raum","weiblich","","","",""
"17","1991","Ländlicher Raum","männlich","","","",""
"17","1991","Ländlicher Raum","weiblich","","","",""
"18","1991","Städtischer Raum","männlich","","","",""
"18","1991","Städtischer Raum","weiblich","","","",""
"18","1991","Ländlicher Raum","männlich","","","",""
"18","1991","Ländlicher Raum","weiblich","","","",""
"19","1991","Städtischer Raum","männlich","","","",""
"19","1991","Städtischer Raum","weiblich","","","",""
"19","1991","Ländlicher Raum","männlich","","","",""
"19","1991","Ländlicher Raum","weiblich","","","",""
"20","1991","Städtischer Raum","männlich","1","","",""
"20","1991","Städtischer Raum","weiblich","1","","",""
"20","1991","Ländlicher Raum","männlich","","","",""
"20","1991","Ländlicher Raum","weiblich","","","",""
"21","1991","Städtischer Raum","männlich","","","",""
"21","1991","Städtischer Raum","weiblich","","","",""
"21","1991","Ländlicher Raum","männlich","","","",""
"21","1991","Ländlicher Raum","weiblich","","","",""
"22","1991","Städtischer Raum","männlich","","","",""
"22","1991","Städtischer Raum","weiblich","","","",""
"22","1991","Ländlicher Raum","männlich","","","",""
"22","1991","Ländlicher Raum","weiblich","","","",""
"23","1991","Städtischer Raum","männlich","","","",""
"23","1991","Städtischer Raum","weiblich","","","",""
"23","1991","Ländlicher Raum","männlich","","","",""
"23","1991","Ländlicher Raum","weiblich","","","",""
"24","1991","Städtischer Raum","männlich","","","",""
"24","1991","Städtischer Raum","weiblich","","","",""
"24","1991","Ländlicher Raum","männlich","","","",""
"24","1991","Ländlicher Raum","weiblich","1","","",""
"25","1991","Städtischer Raum","männlich","","","",""
"25","1991","Städtischer Raum","weiblich","","","",""
"25","1991","Ländlicher Raum","männlich","","","",""
"25","1991","Ländlicher Raum","weiblich","","","",""
"26","1991","Städtischer Raum","männlich","","","",""
"26","1991","Städtischer Raum","weiblich","","","",""
"26","1991","Ländlicher Raum","männlich","","","",""
"26","1991","Ländlicher Raum","weiblich","","","",""
"27","1991","Städtischer Raum","männlich","","","",""
"27","1991","Städtischer Raum","weiblich","","","",""
"27","1991","Ländlicher Raum","männlich","","","",""
"27","1991","Ländlicher Raum","weiblich","1","","",""
"28","1991","Städtischer Raum","männlich","","","",""
"28","1991","Städtischer Raum","weiblich","","","",""
"28","1991","Ländlicher Raum","männlich","","","",""
"28","1991","Ländlicher Raum","weiblich","","","",""
"30","1991","Städtischer Raum","männlich","","","",""
"30","1991","Städtischer Raum","weiblich","1","","",""
"30","1991","Ländlicher Raum","männlich","","","",""
"30","1991","Ländlicher Raum","weiblich","","","",""
"31","1991","Städtischer Raum","männlich","","","",""
"31","1991","Städtischer Raum","weiblich","","","",""
"31","1991","Ländlicher Raum","männlich","","","",""
"31","1991","Ländlicher Raum","weiblich","","","",""
"32","1991","Städtischer Raum","männlich","","","",""
"32","1991","Städtischer Raum","weiblich","","","",""
"32","1991","Ländlicher Raum","männlich","","","",""
"32","1991","Ländlicher Raum","weiblich","","","",""
"35","1991","Städtischer Raum","männlich","","","",""
"35","1991","Städtischer Raum","weiblich","","","",""
"35","1991","Ländlicher Raum","männlich","","","",""
"35","1991","Ländlicher Raum","weiblich","","","",""
"36","1991","Städtischer Raum","männlich","","","",""
"36","1991","Städtischer Raum","weiblich","","","",""
"36","1991","Ländlicher Raum","männlich","","","",""
"36","1991","Ländlicher Raum","weiblich","","","",""
"40","1991","Städtischer Raum","männlich","","","",""
"40","1991","Städtischer Raum","weiblich","","","",""
"40","1991","Ländlicher Raum","männlich","","","",""
"40","1991","Ländlicher Raum","weiblich","","","",""
"42","1991","Städtischer Raum","männlich","","","",""
"42","1991","Städtischer Raum","weiblich","","","",""
"42","1991","Ländlicher Raum","männlich","","","",""
"42","1991","Ländlicher Raum","weiblich","","","",""
"45","1991","Städtischer Raum","männlich","","","",""
"45","1991","Städtischer Raum","weiblich","","","",""
"45","1991","Ländlicher Raum","männlich","","","",""
"45","1991","Ländlicher Raum","weiblich","","","",""
"48","1991","Städtischer Raum","männlich","","","",""
"48","1991","Städtischer Raum","weiblich","","","",""
"48","1991","Ländlicher Raum","männlich","","","",""
"48","1991","Ländlicher Raum","weiblich","","","",""
"50","1991","Städtischer Raum","männlich","","","",""
"50","1991","Städtischer Raum","weiblich","","","",""
"50","1991","Ländlicher Raum","männlich","","","",""
"50","1991","Ländlicher Raum","weiblich","","","",""
"51","1991","Städtischer Raum","männlich","","","",""
"51","1991","Städtischer Raum","weiblich","","","",""
"51","1991","Ländlicher Raum","männlich","","","",""
"51","1991","Ländlicher Raum","weiblich","","","",""
"64","1991","Städtischer Raum","männlich","","","",""
"64","1991","Städtischer Raum","weiblich","","","",""
"64","1991","Ländlicher Raum","männlich","","","",""
"64","1991","Ländlicher Raum","weiblich","","","",""
"65","1991","Städtischer Raum","männlich","","","",""
"65","1991","Städtischer Raum","weiblich","","","",""
"65","1991","Ländlicher Raum","männlich","","","",""
"65","1991","Ländlicher Raum","weiblich","","","",""
"90","1991","Städtischer Raum","männlich","","","",""
"90","1991","Städtischer Raum","weiblich","","","",""
"90","1991","Ländlicher Raum","männlich","","","",""
"90","1991","Ländlicher Raum","weiblich","","","",""
"98","1991","Städtischer Raum","männlich","","","",""
"98","1991","Städtischer Raum","weiblich","","","",""
"98","1991","Ländlicher Raum","männlich","","","",""
"98","1991","Ländlicher Raum","weiblich","","","",""
"100","1991","Städtischer Raum","männlich","","","",""
"100","1991","Städtischer Raum","weiblich","","","",""
"100","1991","Ländlicher Raum","männlich","","","",""
"100","1991","Ländlicher Raum","weiblich","","","",""
"0","1992","Städtischer Raum","männlich","","","",""
"0","1992","Städtischer Raum","weiblich","","","",""
"0","1992","Ländlicher Raum","männlich","","","",""
"0","1992","Ländlicher Raum","weiblich","","","",""
"1","1992","Städtischer Raum","männlich","294","0.784444703285087","0.742545308877866","0.826344097692309"
"1","1992","Städtischer Raum","weiblich","446","0.801620150963224","0.768171018351223","0.835069283575224"
"1","1992","Ländlicher Raum","männlich","129","0.717968483395167","0.652412805116864","0.78352416167347"
"1","1992","Ländlicher Raum","weiblich","199","0.757678151863743","0.704774398007921","0.810581905719564"
"2","1992","Städtischer Raum","männlich","52","0.125622680400308","0.0918527085358637","0.159392652264752"
"2","1992","Städtischer Raum","weiblich","70","0.138284941970371","0.109330109492735","0.167239774448008"
"2","1992","Ländlicher Raum","männlich","38","0.20488222478983","0.146082312871417","0.263682136708242"
"2","1992","Ländlicher Raum","weiblich","34","0.149565563722949","0.105531978674766","0.193599148771132"
"3","1992","Städtischer Raum","männlich","13","","",""
"3","1992","Städtischer Raum","weiblich","12","","",""
"3","1992","Ländlicher Raum","männlich","6","","",""
"3","1992","Ländlicher Raum","weiblich","9","","",""
"4","1992","Städtischer Raum","männlich","1","","",""
"4","1992","Städtischer Raum","weiblich","5","","",""
"4","1992","Ländlicher Raum","männlich","2","","",""
"4","1992","Ländlicher Raum","weiblich","3","","",""
"5","1992","Städtischer Raum","männlich","2","","",""
"5","1992","Städtischer Raum","weiblich","2","","",""
"5","1992","Ländlicher Raum","männlich","","","",""
"5","1992","Ländlicher Raum","weiblich","4","","",""
"6","1992","Städtischer Raum","männlich","2","","",""
"6","1992","Städtischer Raum","weiblich","1","","",""
"6","1992","Ländlicher Raum","männlich","1","","",""
"6","1992","Ländlicher Raum","weiblich","","","",""
"7","1992","Städtischer Raum","männlich","3","","",""
"7","1992","Städtischer Raum","weiblich","","","",""
"7","1992","Ländlicher Raum","männlich","4","","",""
"7","1992","Ländlicher Raum","weiblich","","","",""
"8","1992","Städtischer Raum","männlich","1","","",""
"8","1992","Städtischer Raum","weiblich","2","","",""
"8","1992","Ländlicher Raum","männlich","","","",""
"8","1992","Ländlicher Raum","weiblich","","","",""
"9","1992","Städtischer Raum","männlich","","","",""
"9","1992","Städtischer Raum","weiblich","1","","",""
"9","1992","Ländlicher Raum","männlich","","","",""
"9","1992","Ländlicher Raum","weiblich","","","",""
"10","1992","Städtischer Raum","männlich","1","","",""
"10","1992","Städtischer Raum","weiblich","4","","",""
"10","1992","Ländlicher Raum","männlich","","","",""
"10","1992","Ländlicher Raum","weiblich","","","",""
"11","1992","Städtischer Raum","männlich","","","",""
"11","1992","Städtischer Raum","weiblich","","","",""
"11","1992","Ländlicher Raum","männlich","","","",""
"11","1992","Ländlicher Raum","weiblich","","","",""
"12","1992","Städtischer Raum","männlich","","","",""
"12","1992","Städtischer Raum","weiblich","1","","",""
"12","1992","Ländlicher Raum","männlich","1","","",""
"12","1992","Ländlicher Raum","weiblich","","","",""
"13","1992","Städtischer Raum","männlich","","","",""
"13","1992","Städtischer Raum","weiblich","","","",""
"13","1992","Ländlicher Raum","männlich","","","",""
"13","1992","Ländlicher Raum","weiblich","","","",""
"14","1992","Städtischer Raum","männlich","","","",""
"14","1992","Städtischer Raum","weiblich","","","",""
"14","1992","Ländlicher Raum","männlich","","","",""
"14","1992","Ländlicher Raum","weiblich","","","",""
"15","1992","Städtischer Raum","männlich","","","",""
"15","1992","Städtischer Raum","weiblich","","","",""
"15","1992","Ländlicher Raum","männlich","","","",""
"15","1992","Ländlicher Raum","weiblich","","","",""
"16","1992","Städtischer Raum","männlich","","","",""
"16","1992","Städtischer Raum","weiblich","","","",""
"16","1992","Ländlicher Raum","männlich","","","",""
"16","1992","Ländlicher Raum","weiblich","","","",""
"17","1992","Städtischer Raum","männlich","","","",""
"17","1992","Städtischer Raum","weiblich","","","",""
"17","1992","Ländlicher Raum","männlich","","","",""
"17","1992","Ländlicher Raum","weiblich","","","",""
"18","1992","Städtischer Raum","männlich","","","",""
"18","1992","Städtischer Raum","weiblich","","","",""
"18","1992","Ländlicher Raum","männlich","","","",""
"18","1992","Ländlicher Raum","weiblich","","","",""
"19","1992","Städtischer Raum","männlich","","","",""
"19","1992","Städtischer Raum","weiblich","","","",""
"19","1992","Ländlicher Raum","männlich","","","",""
"19","1992","Ländlicher Raum","weiblich","","","",""
"20","1992","Städtischer Raum","männlich","","","",""
"20","1992","Städtischer Raum","weiblich","","","",""
"20","1992","Ländlicher Raum","männlich","","","",""
"20","1992","Ländlicher Raum","weiblich","","","",""
"21","1992","Städtischer Raum","männlich","1","","",""
"21","1992","Städtischer Raum","weiblich","1","","",""
"21","1992","Ländlicher Raum","männlich","","","",""
"21","1992","Ländlicher Raum","weiblich","2","","",""
"22","1992","Städtischer Raum","männlich","","","",""
"22","1992","Städtischer Raum","weiblich","","","",""
"22","1992","Ländlicher Raum","männlich","","","",""
"22","1992","Ländlicher Raum","weiblich","","","",""
"23","1992","Städtischer Raum","männlich","","","",""
"23","1992","Städtischer Raum","weiblich","","","",""
"23","1992","Ländlicher Raum","männlich","","","",""
"23","1992","Ländlicher Raum","weiblich","","","",""
