"ple0055","year","regtyp","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"24","1992","Städtischer Raum","männlich","","","",""
"24","1992","Städtischer Raum","weiblich","","","",""
"24","1992","Ländlicher Raum","männlich","","","",""
"24","1992","Ländlicher Raum","weiblich","","","",""
"25","1992","Städtischer Raum","männlich","","","",""
"25","1992","Städtischer Raum","weiblich","","","",""
"25","1992","Ländlicher Raum","männlich","","","",""
"25","1992","Ländlicher Raum","weiblich","","","",""
"26","1992","Städtischer Raum","männlich","","","",""
"26","1992","Städtischer Raum","weiblich","","","",""
"26","1992","Ländlicher Raum","männlich","","","",""
"26","1992","Ländlicher Raum","weiblich","","","",""
"27","1992","Städtischer Raum","männlich","","","",""
"27","1992","Städtischer Raum","weiblich","","","",""
"27","1992","Ländlicher Raum","männlich","","","",""
"27","1992","Ländlicher Raum","weiblich","","","",""
"28","1992","Städtischer Raum","männlich","","","",""
"28","1992","Städtischer Raum","weiblich","","","",""
"28","1992","Ländlicher Raum","männlich","","","",""
"28","1992","Ländlicher Raum","weiblich","","","",""
"30","1992","Städtischer Raum","männlich","","","",""
"30","1992","Städtischer Raum","weiblich","1","","",""
"30","1992","Ländlicher Raum","männlich","","","",""
"30","1992","Ländlicher Raum","weiblich","","","",""
"31","1992","Städtischer Raum","männlich","","","",""
"31","1992","Städtischer Raum","weiblich","","","",""
"31","1992","Ländlicher Raum","männlich","","","",""
"31","1992","Ländlicher Raum","weiblich","","","",""
"32","1992","Städtischer Raum","männlich","","","",""
"32","1992","Städtischer Raum","weiblich","","","",""
"32","1992","Ländlicher Raum","männlich","","","",""
"32","1992","Ländlicher Raum","weiblich","","","",""
"35","1992","Städtischer Raum","männlich","","","",""
"35","1992","Städtischer Raum","weiblich","","","",""
"35","1992","Ländlicher Raum","männlich","","","",""
"35","1992","Ländlicher Raum","weiblich","","","",""
"36","1992","Städtischer Raum","männlich","","","",""
"36","1992","Städtischer Raum","weiblich","","","",""
"36","1992","Ländlicher Raum","männlich","","","",""
"36","1992","Ländlicher Raum","weiblich","","","",""
"40","1992","Städtischer Raum","männlich","","","",""
"40","1992","Städtischer Raum","weiblich","","","",""
"40","1992","Ländlicher Raum","männlich","","","",""
"40","1992","Ländlicher Raum","weiblich","","","",""
"42","1992","Städtischer Raum","männlich","","","",""
"42","1992","Städtischer Raum","weiblich","","","",""
"42","1992","Ländlicher Raum","männlich","","","",""
"42","1992","Ländlicher Raum","weiblich","","","",""
"45","1992","Städtischer Raum","männlich","","","",""
"45","1992","Städtischer Raum","weiblich","","","",""
"45","1992","Ländlicher Raum","männlich","","","",""
"45","1992","Ländlicher Raum","weiblich","","","",""
"48","1992","Städtischer Raum","männlich","","","",""
"48","1992","Städtischer Raum","weiblich","","","",""
"48","1992","Ländlicher Raum","männlich","","","",""
"48","1992","Ländlicher Raum","weiblich","","","",""
"50","1992","Städtischer Raum","männlich","","","",""
"50","1992","Städtischer Raum","weiblich","","","",""
"50","1992","Ländlicher Raum","männlich","","","",""
"50","1992","Ländlicher Raum","weiblich","","","",""
"51","1992","Städtischer Raum","männlich","","","",""
"51","1992","Städtischer Raum","weiblich","","","",""
"51","1992","Ländlicher Raum","männlich","","","",""
"51","1992","Ländlicher Raum","weiblich","","","",""
"64","1992","Städtischer Raum","männlich","","","",""
"64","1992","Städtischer Raum","weiblich","","","",""
"64","1992","Ländlicher Raum","männlich","","","",""
"64","1992","Ländlicher Raum","weiblich","","","",""
"65","1992","Städtischer Raum","männlich","","","",""
"65","1992","Städtischer Raum","weiblich","","","",""
"65","1992","Ländlicher Raum","männlich","","","",""
"65","1992","Ländlicher Raum","weiblich","1","","",""
"90","1992","Städtischer Raum","männlich","","","",""
"90","1992","Städtischer Raum","weiblich","","","",""
"90","1992","Ländlicher Raum","männlich","","","",""
"90","1992","Ländlicher Raum","weiblich","","","",""
"98","1992","Städtischer Raum","männlich","","","",""
"98","1992","Städtischer Raum","weiblich","","","",""
"98","1992","Ländlicher Raum","männlich","","","",""
"98","1992","Ländlicher Raum","weiblich","","","",""
"100","1992","Städtischer Raum","männlich","","","",""
"100","1992","Städtischer Raum","weiblich","","","",""
"100","1992","Ländlicher Raum","männlich","","","",""
"100","1992","Ländlicher Raum","weiblich","","","",""
"0","1993","Städtischer Raum","männlich","","","",""
"0","1993","Städtischer Raum","weiblich","","","",""
"0","1993","Ländlicher Raum","männlich","","","",""
"0","1993","Ländlicher Raum","weiblich","","","",""
"1","1993","Städtischer Raum","männlich","","","",""
"1","1993","Städtischer Raum","weiblich","","","",""
"1","1993","Ländlicher Raum","männlich","","","",""
"1","1993","Ländlicher Raum","weiblich","","","",""
"2","1993","Städtischer Raum","männlich","","","",""
"2","1993","Städtischer Raum","weiblich","","","",""
"2","1993","Ländlicher Raum","männlich","","","",""
"2","1993","Ländlicher Raum","weiblich","","","",""
"3","1993","Städtischer Raum","männlich","","","",""
"3","1993","Städtischer Raum","weiblich","","","",""
"3","1993","Ländlicher Raum","männlich","","","",""
"3","1993","Ländlicher Raum","weiblich","","","",""
"4","1993","Städtischer Raum","männlich","","","",""
"4","1993","Städtischer Raum","weiblich","","","",""
"4","1993","Ländlicher Raum","männlich","","","",""
"4","1993","Ländlicher Raum","weiblich","","","",""
"5","1993","Städtischer Raum","männlich","","","",""
"5","1993","Städtischer Raum","weiblich","","","",""
"5","1993","Ländlicher Raum","männlich","","","",""
"5","1993","Ländlicher Raum","weiblich","","","",""
"6","1993","Städtischer Raum","männlich","","","",""
"6","1993","Städtischer Raum","weiblich","","","",""
"6","1993","Ländlicher Raum","männlich","","","",""
"6","1993","Ländlicher Raum","weiblich","","","",""
"7","1993","Städtischer Raum","männlich","","","",""
"7","1993","Städtischer Raum","weiblich","","","",""
"7","1993","Ländlicher Raum","männlich","","","",""
"7","1993","Ländlicher Raum","weiblich","","","",""
"8","1993","Städtischer Raum","männlich","","","",""
"8","1993","Städtischer Raum","weiblich","","","",""
"8","1993","Ländlicher Raum","männlich","","","",""
"8","1993","Ländlicher Raum","weiblich","","","",""
"9","1993","Städtischer Raum","männlich","","","",""
"9","1993","Städtischer Raum","weiblich","","","",""
"9","1993","Ländlicher Raum","männlich","","","",""
"9","1993","Ländlicher Raum","weiblich","","","",""
"10","1993","Städtischer Raum","männlich","","","",""
"10","1993","Städtischer Raum","weiblich","","","",""
"10","1993","Ländlicher Raum","männlich","","","",""
"10","1993","Ländlicher Raum","weiblich","","","",""
"11","1993","Städtischer Raum","männlich","","","",""
"11","1993","Städtischer Raum","weiblich","","","",""
"11","1993","Ländlicher Raum","männlich","","","",""
"11","1993","Ländlicher Raum","weiblich","","","",""
"12","1993","Städtischer Raum","männlich","","","",""
"12","1993","Städtischer Raum","weiblich","","","",""
"12","1993","Ländlicher Raum","männlich","","","",""
"12","1993","Ländlicher Raum","weiblich","","","",""
"13","1993","Städtischer Raum","männlich","","","",""
"13","1993","Städtischer Raum","weiblich","","","",""
"13","1993","Ländlicher Raum","männlich","","","",""
"13","1993","Ländlicher Raum","weiblich","","","",""
"14","1993","Städtischer Raum","männlich","","","",""
"14","1993","Städtischer Raum","weiblich","","","",""
"14","1993","Ländlicher Raum","männlich","","","",""
"14","1993","Ländlicher Raum","weiblich","","","",""
"15","1993","Städtischer Raum","männlich","","","",""
"15","1993","Städtischer Raum","weiblich","","","",""
"15","1993","Ländlicher Raum","männlich","","","",""
"15","1993","Ländlicher Raum","weiblich","","","",""
"16","1993","Städtischer Raum","männlich","","","",""
"16","1993","Städtischer Raum","weiblich","","","",""
"16","1993","Ländlicher Raum","männlich","","","",""
"16","1993","Ländlicher Raum","weiblich","","","",""
"17","1993","Städtischer Raum","männlich","","","",""
"17","1993","Städtischer Raum","weiblich","","","",""
"17","1993","Ländlicher Raum","männlich","","","",""
"17","1993","Ländlicher Raum","weiblich","","","",""
"18","1993","Städtischer Raum","männlich","","","",""
"18","1993","Städtischer Raum","weiblich","","","",""
"18","1993","Ländlicher Raum","männlich","","","",""
"18","1993","Ländlicher Raum","weiblich","","","",""
"19","1993","Städtischer Raum","männlich","","","",""
"19","1993","Städtischer Raum","weiblich","","","",""
"19","1993","Ländlicher Raum","männlich","","","",""
"19","1993","Ländlicher Raum","weiblich","","","",""
"20","1993","Städtischer Raum","männlich","","","",""
"20","1993","Städtischer Raum","weiblich","","","",""
"20","1993","Ländlicher Raum","männlich","","","",""
"20","1993","Ländlicher Raum","weiblich","","","",""
"21","1993","Städtischer Raum","männlich","","","",""
"21","1993","Städtischer Raum","weiblich","","","",""
"21","1993","Ländlicher Raum","männlich","","","",""
"21","1993","Ländlicher Raum","weiblich","","","",""
"22","1993","Städtischer Raum","männlich","","","",""
"22","1993","Städtischer Raum","weiblich","","","",""
"22","1993","Ländlicher Raum","männlich","","","",""
"22","1993","Ländlicher Raum","weiblich","","","",""
"23","1993","Städtischer Raum","männlich","","","",""
"23","1993","Städtischer Raum","weiblich","","","",""
"23","1993","Ländlicher Raum","männlich","","","",""
"23","1993","Ländlicher Raum","weiblich","","","",""
"24","1993","Städtischer Raum","männlich","","","",""
"24","1993","Städtischer Raum","weiblich","","","",""
"24","1993","Ländlicher Raum","männlich","","","",""
"24","1993","Ländlicher Raum","weiblich","","","",""
"25","1993","Städtischer Raum","männlich","","","",""
"25","1993","Städtischer Raum","weiblich","","","",""
"25","1993","Ländlicher Raum","männlich","","","",""
"25","1993","Ländlicher Raum","weiblich","","","",""
"26","1993","Städtischer Raum","männlich","","","",""
"26","1993","Städtischer Raum","weiblich","","","",""
"26","1993","Ländlicher Raum","männlich","","","",""
"26","1993","Ländlicher Raum","weiblich","","","",""
"27","1993","Städtischer Raum","männlich","","","",""
"27","1993","Städtischer Raum","weiblich","","","",""
"27","1993","Ländlicher Raum","männlich","","","",""
"27","1993","Ländlicher Raum","weiblich","","","",""
"28","1993","Städtischer Raum","männlich","","","",""
"28","1993","Städtischer Raum","weiblich","","","",""
"28","1993","Ländlicher Raum","männlich","","","",""
"28","1993","Ländlicher Raum","weiblich","","","",""
"30","1993","Städtischer Raum","männlich","","","",""
"30","1993","Städtischer Raum","weiblich","","","",""
"30","1993","Ländlicher Raum","männlich","","","",""
"30","1993","Ländlicher Raum","weiblich","","","",""
"31","1993","Städtischer Raum","männlich","","","",""
"31","1993","Städtischer Raum","weiblich","","","",""
"31","1993","Ländlicher Raum","männlich","","","",""
"31","1993","Ländlicher Raum","weiblich","","","",""
"32","1993","Städtischer Raum","männlich","","","",""
"32","1993","Städtischer Raum","weiblich","","","",""
"32","1993","Ländlicher Raum","männlich","","","",""
"32","1993","Ländlicher Raum","weiblich","","","",""
"35","1993","Städtischer Raum","männlich","","","",""
"35","1993","Städtischer Raum","weiblich","","","",""
"35","1993","Ländlicher Raum","männlich","","","",""
"35","1993","Ländlicher Raum","weiblich","","","",""
"36","1993","Städtischer Raum","männlich","","","",""
"36","1993","Städtischer Raum","weiblich","","","",""
"36","1993","Ländlicher Raum","männlich","","","",""
"36","1993","Ländlicher Raum","weiblich","","","",""
"40","1993","Städtischer Raum","männlich","","","",""
"40","1993","Städtischer Raum","weiblich","","","",""
"40","1993","Ländlicher Raum","männlich","","","",""
"40","1993","Ländlicher Raum","weiblich","","","",""
"42","1993","Städtischer Raum","männlich","","","",""
"42","1993","Städtischer Raum","weiblich","","","",""
"42","1993","Ländlicher Raum","männlich","","","",""
"42","1993","Ländlicher Raum","weiblich","","","",""
"45","1993","Städtischer Raum","männlich","","","",""
"45","1993","Städtischer Raum","weiblich","","","",""
"45","1993","Ländlicher Raum","männlich","","","",""
"45","1993","Ländlicher Raum","weiblich","","","",""
"48","1993","Städtischer Raum","männlich","","","",""
"48","1993","Städtischer Raum","weiblich","","","",""
"48","1993","Ländlicher Raum","männlich","","","",""
"48","1993","Ländlicher Raum","weiblich","","","",""
"50","1993","Städtischer Raum","männlich","","","",""
"50","1993","Städtischer Raum","weiblich","","","",""
"50","1993","Ländlicher Raum","männlich","","","",""
"50","1993","Ländlicher Raum","weiblich","","","",""
"51","1993","Städtischer Raum","männlich","","","",""
"51","1993","Städtischer Raum","weiblich","","","",""
"51","1993","Ländlicher Raum","männlich","","","",""
"51","1993","Ländlicher Raum","weiblich","","","",""
"64","1993","Städtischer Raum","männlich","","","",""
"64","1993","Städtischer Raum","weiblich","","","",""
"64","1993","Ländlicher Raum","männlich","","","",""
"64","1993","Ländlicher Raum","weiblich","","","",""
"65","1993","Städtischer Raum","männlich","","","",""
"65","1993","Städtischer Raum","weiblich","","","",""
"65","1993","Ländlicher Raum","männlich","","","",""
"65","1993","Ländlicher Raum","weiblich","","","",""
"90","1993","Städtischer Raum","männlich","","","",""
"90","1993","Städtischer Raum","weiblich","","","",""
"90","1993","Ländlicher Raum","männlich","","","",""
"90","1993","Ländlicher Raum","weiblich","","","",""
"98","1993","Städtischer Raum","männlich","","","",""
"98","1993","Städtischer Raum","weiblich","","","",""
"98","1993","Ländlicher Raum","männlich","","","",""
"98","1993","Ländlicher Raum","weiblich","","","",""
"100","1993","Städtischer Raum","männlich","","","",""
"100","1993","Städtischer Raum","weiblich","","","",""
"100","1993","Ländlicher Raum","männlich","","","",""
