"ple0055","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"23","2003","Berlin","Laendlicher Raum","","","",""
"23","2003","Brandenburg","Staedtischer Raum","","","",""
"23","2003","Brandenburg","Laendlicher Raum","","","",""
"23","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"23","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"23","2003","Sachsen","Staedtischer Raum","","","",""
"23","2003","Sachsen","Laendlicher Raum","","","",""
"23","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"23","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"23","2003","Thueringen","Staedtischer Raum","","","",""
"23","2003","Thueringen","Laendlicher Raum","","","",""
"24","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"24","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"24","2003","Hamburg","Staedtischer Raum","","","",""
"24","2003","Hamburg","Laendlicher Raum","","","",""
"24","2003","Niedersachsen","Staedtischer Raum","","","",""
"24","2003","Niedersachsen","Laendlicher Raum","","","",""
"24","2003","Bremen","Staedtischer Raum","","","",""
"24","2003","Bremen","Laendlicher Raum","","","",""
"24","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"24","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"24","2003","Hessen","Staedtischer Raum","","","",""
"24","2003","Hessen","Laendlicher Raum","","","",""
"24","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"24","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"24","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"24","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"24","2003","Bayern","Staedtischer Raum","","","",""
"24","2003","Bayern","Laendlicher Raum","","","",""
"24","2003","Saarland","Staedtischer Raum","","","",""
"24","2003","Saarland","Laendlicher Raum","","","",""
"24","2003","Berlin","Staedtischer Raum","","","",""
"24","2003","Berlin","Laendlicher Raum","","","",""
"24","2003","Brandenburg","Staedtischer Raum","","","",""
"24","2003","Brandenburg","Laendlicher Raum","","","",""
"24","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"24","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"24","2003","Sachsen","Staedtischer Raum","","","",""
"24","2003","Sachsen","Laendlicher Raum","","","",""
"24","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"24","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"24","2003","Thueringen","Staedtischer Raum","","","",""
"24","2003","Thueringen","Laendlicher Raum","","","",""
"25","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"25","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"25","2003","Hamburg","Staedtischer Raum","","","",""
"25","2003","Hamburg","Laendlicher Raum","","","",""
"25","2003","Niedersachsen","Staedtischer Raum","","","",""
"25","2003","Niedersachsen","Laendlicher Raum","","","",""
"25","2003","Bremen","Staedtischer Raum","","","",""
"25","2003","Bremen","Laendlicher Raum","","","",""
"25","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"25","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"25","2003","Hessen","Staedtischer Raum","","","",""
"25","2003","Hessen","Laendlicher Raum","","","",""
"25","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"25","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"25","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"25","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"25","2003","Bayern","Staedtischer Raum","","","",""
"25","2003","Bayern","Laendlicher Raum","","","",""
"25","2003","Saarland","Staedtischer Raum","","","",""
"25","2003","Saarland","Laendlicher Raum","","","",""
"25","2003","Berlin","Staedtischer Raum","","","",""
"25","2003","Berlin","Laendlicher Raum","","","",""
"25","2003","Brandenburg","Staedtischer Raum","","","",""
"25","2003","Brandenburg","Laendlicher Raum","","","",""
"25","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"25","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"25","2003","Sachsen","Staedtischer Raum","","","",""
"25","2003","Sachsen","Laendlicher Raum","","","",""
"25","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"25","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"25","2003","Thueringen","Staedtischer Raum","","","",""
"25","2003","Thueringen","Laendlicher Raum","","","",""
"26","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"26","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"26","2003","Hamburg","Staedtischer Raum","","","",""
"26","2003","Hamburg","Laendlicher Raum","","","",""
"26","2003","Niedersachsen","Staedtischer Raum","","","",""
"26","2003","Niedersachsen","Laendlicher Raum","","","",""
"26","2003","Bremen","Staedtischer Raum","","","",""
"26","2003","Bremen","Laendlicher Raum","","","",""
"26","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"26","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"26","2003","Hessen","Staedtischer Raum","","","",""
"26","2003","Hessen","Laendlicher Raum","","","",""
"26","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"26","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"26","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"26","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"26","2003","Bayern","Staedtischer Raum","","","",""
"26","2003","Bayern","Laendlicher Raum","","","",""
"26","2003","Saarland","Staedtischer Raum","","","",""
"26","2003","Saarland","Laendlicher Raum","","","",""
"26","2003","Berlin","Staedtischer Raum","","","",""
"26","2003","Berlin","Laendlicher Raum","","","",""
"26","2003","Brandenburg","Staedtischer Raum","","","",""
"26","2003","Brandenburg","Laendlicher Raum","","","",""
"26","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"26","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"26","2003","Sachsen","Staedtischer Raum","","","",""
"26","2003","Sachsen","Laendlicher Raum","","","",""
"26","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"26","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"26","2003","Thueringen","Staedtischer Raum","","","",""
"26","2003","Thueringen","Laendlicher Raum","","","",""
"27","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"27","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"27","2003","Hamburg","Staedtischer Raum","","","",""
"27","2003","Hamburg","Laendlicher Raum","","","",""
"27","2003","Niedersachsen","Staedtischer Raum","","","",""
"27","2003","Niedersachsen","Laendlicher Raum","","","",""
"27","2003","Bremen","Staedtischer Raum","","","",""
"27","2003","Bremen","Laendlicher Raum","","","",""
"27","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"27","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"27","2003","Hessen","Staedtischer Raum","","","",""
"27","2003","Hessen","Laendlicher Raum","","","",""
"27","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"27","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"27","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"27","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"27","2003","Bayern","Staedtischer Raum","","","",""
"27","2003","Bayern","Laendlicher Raum","","","",""
"27","2003","Saarland","Staedtischer Raum","","","",""
"27","2003","Saarland","Laendlicher Raum","","","",""
"27","2003","Berlin","Staedtischer Raum","","","",""
"27","2003","Berlin","Laendlicher Raum","","","",""
"27","2003","Brandenburg","Staedtischer Raum","","","",""
"27","2003","Brandenburg","Laendlicher Raum","","","",""
"27","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"27","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"27","2003","Sachsen","Staedtischer Raum","","","",""
"27","2003","Sachsen","Laendlicher Raum","","","",""
"27","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"27","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"27","2003","Thueringen","Staedtischer Raum","","","",""
"27","2003","Thueringen","Laendlicher Raum","","","",""
"28","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"28","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"28","2003","Hamburg","Staedtischer Raum","","","",""
"28","2003","Hamburg","Laendlicher Raum","","","",""
"28","2003","Niedersachsen","Staedtischer Raum","","","",""
"28","2003","Niedersachsen","Laendlicher Raum","","","",""
"28","2003","Bremen","Staedtischer Raum","","","",""
"28","2003","Bremen","Laendlicher Raum","","","",""
"28","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"28","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"28","2003","Hessen","Staedtischer Raum","","","",""
"28","2003","Hessen","Laendlicher Raum","","","",""
"28","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"28","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"28","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"28","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"28","2003","Bayern","Staedtischer Raum","","","",""
"28","2003","Bayern","Laendlicher Raum","","","",""
"28","2003","Saarland","Staedtischer Raum","","","",""
"28","2003","Saarland","Laendlicher Raum","","","",""
"28","2003","Berlin","Staedtischer Raum","","","",""
"28","2003","Berlin","Laendlicher Raum","","","",""
"28","2003","Brandenburg","Staedtischer Raum","","","",""
"28","2003","Brandenburg","Laendlicher Raum","","","",""
"28","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"28","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"28","2003","Sachsen","Staedtischer Raum","","","",""
"28","2003","Sachsen","Laendlicher Raum","","","",""
"28","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"28","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"28","2003","Thueringen","Staedtischer Raum","","","",""
"28","2003","Thueringen","Laendlicher Raum","","","",""
"30","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"30","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"30","2003","Hamburg","Staedtischer Raum","","","",""
"30","2003","Hamburg","Laendlicher Raum","","","",""
"30","2003","Niedersachsen","Staedtischer Raum","","","",""
"30","2003","Niedersachsen","Laendlicher Raum","","","",""
"30","2003","Bremen","Staedtischer Raum","","","",""
"30","2003","Bremen","Laendlicher Raum","","","",""
"30","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"30","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"30","2003","Hessen","Staedtischer Raum","","","",""
"30","2003","Hessen","Laendlicher Raum","","","",""
"30","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"30","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"30","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"30","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"30","2003","Bayern","Staedtischer Raum","","","",""
"30","2003","Bayern","Laendlicher Raum","","","",""
"30","2003","Saarland","Staedtischer Raum","","","",""
"30","2003","Saarland","Laendlicher Raum","","","",""
"30","2003","Berlin","Staedtischer Raum","","","",""
"30","2003","Berlin","Laendlicher Raum","","","",""
"30","2003","Brandenburg","Staedtischer Raum","","","",""
"30","2003","Brandenburg","Laendlicher Raum","","","",""
"30","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"30","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"30","2003","Sachsen","Staedtischer Raum","","","",""
"30","2003","Sachsen","Laendlicher Raum","","","",""
"30","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"30","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"30","2003","Thueringen","Staedtischer Raum","","","",""
"30","2003","Thueringen","Laendlicher Raum","","","",""
"31","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"31","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"31","2003","Hamburg","Staedtischer Raum","","","",""
"31","2003","Hamburg","Laendlicher Raum","","","",""
"31","2003","Niedersachsen","Staedtischer Raum","","","",""
"31","2003","Niedersachsen","Laendlicher Raum","","","",""
"31","2003","Bremen","Staedtischer Raum","","","",""
"31","2003","Bremen","Laendlicher Raum","","","",""
"31","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"31","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"31","2003","Hessen","Staedtischer Raum","","","",""
"31","2003","Hessen","Laendlicher Raum","","","",""
"31","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"31","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"31","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"31","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"31","2003","Bayern","Staedtischer Raum","","","",""
"31","2003","Bayern","Laendlicher Raum","","","",""
"31","2003","Saarland","Staedtischer Raum","","","",""
"31","2003","Saarland","Laendlicher Raum","","","",""
"31","2003","Berlin","Staedtischer Raum","","","",""
"31","2003","Berlin","Laendlicher Raum","","","",""
"31","2003","Brandenburg","Staedtischer Raum","","","",""
"31","2003","Brandenburg","Laendlicher Raum","","","",""
"31","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"31","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"31","2003","Sachsen","Staedtischer Raum","","","",""
"31","2003","Sachsen","Laendlicher Raum","","","",""
"31","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"31","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"31","2003","Thueringen","Staedtischer Raum","","","",""
"31","2003","Thueringen","Laendlicher Raum","","","",""
"32","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"32","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"32","2003","Hamburg","Staedtischer Raum","","","",""
"32","2003","Hamburg","Laendlicher Raum","","","",""
"32","2003","Niedersachsen","Staedtischer Raum","","","",""
"32","2003","Niedersachsen","Laendlicher Raum","","","",""
"32","2003","Bremen","Staedtischer Raum","","","",""
"32","2003","Bremen","Laendlicher Raum","","","",""
"32","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"32","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"32","2003","Hessen","Staedtischer Raum","","","",""
"32","2003","Hessen","Laendlicher Raum","","","",""
"32","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"32","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"32","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"32","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"32","2003","Bayern","Staedtischer Raum","","","",""
"32","2003","Bayern","Laendlicher Raum","","","",""
"32","2003","Saarland","Staedtischer Raum","","","",""
"32","2003","Saarland","Laendlicher Raum","","","",""
"32","2003","Berlin","Staedtischer Raum","","","",""
"32","2003","Berlin","Laendlicher Raum","","","",""
"32","2003","Brandenburg","Staedtischer Raum","","","",""
"32","2003","Brandenburg","Laendlicher Raum","","","",""
"32","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"32","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"32","2003","Sachsen","Staedtischer Raum","","","",""
"32","2003","Sachsen","Laendlicher Raum","","","",""
"32","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"32","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"32","2003","Thueringen","Staedtischer Raum","","","",""
"32","2003","Thueringen","Laendlicher Raum","","","",""
"35","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"35","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"35","2003","Hamburg","Staedtischer Raum","","","",""
"35","2003","Hamburg","Laendlicher Raum","","","",""
"35","2003","Niedersachsen","Staedtischer Raum","","","",""
"35","2003","Niedersachsen","Laendlicher Raum","","","",""
"35","2003","Bremen","Staedtischer Raum","","","",""
"35","2003","Bremen","Laendlicher Raum","","","",""
"35","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"35","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"35","2003","Hessen","Staedtischer Raum","","","",""
"35","2003","Hessen","Laendlicher Raum","","","",""
"35","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"35","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"35","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"35","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"35","2003","Bayern","Staedtischer Raum","","","",""
"35","2003","Bayern","Laendlicher Raum","","","",""
"35","2003","Saarland","Staedtischer Raum","","","",""
"35","2003","Saarland","Laendlicher Raum","","","",""
"35","2003","Berlin","Staedtischer Raum","","","",""
"35","2003","Berlin","Laendlicher Raum","","","",""
"35","2003","Brandenburg","Staedtischer Raum","","","",""
"35","2003","Brandenburg","Laendlicher Raum","","","",""
"35","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"35","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"35","2003","Sachsen","Staedtischer Raum","","","",""
"35","2003","Sachsen","Laendlicher Raum","","","",""
"35","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"35","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"35","2003","Thueringen","Staedtischer Raum","","","",""
