"ple0055","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"8","2003","Thueringen","Laendlicher Raum","","","",""
"9","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"9","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"9","2003","Hamburg","Staedtischer Raum","","","",""
"9","2003","Hamburg","Laendlicher Raum","","","",""
"9","2003","Niedersachsen","Staedtischer Raum","","","",""
"9","2003","Niedersachsen","Laendlicher Raum","","","",""
"9","2003","Bremen","Staedtischer Raum","","","",""
"9","2003","Bremen","Laendlicher Raum","","","",""
"9","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"9","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"9","2003","Hessen","Staedtischer Raum","","","",""
"9","2003","Hessen","Laendlicher Raum","","","",""
"9","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"9","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"9","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"9","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"9","2003","Bayern","Staedtischer Raum","","","",""
"9","2003","Bayern","Laendlicher Raum","","","",""
"9","2003","Saarland","Staedtischer Raum","","","",""
"9","2003","Saarland","Laendlicher Raum","","","",""
"9","2003","Berlin","Staedtischer Raum","","","",""
"9","2003","Berlin","Laendlicher Raum","","","",""
"9","2003","Brandenburg","Staedtischer Raum","","","",""
"9","2003","Brandenburg","Laendlicher Raum","","","",""
"9","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"9","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"9","2003","Sachsen","Staedtischer Raum","","","",""
"9","2003","Sachsen","Laendlicher Raum","","","",""
"9","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"9","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"9","2003","Thueringen","Staedtischer Raum","","","",""
"9","2003","Thueringen","Laendlicher Raum","","","",""
"10","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"10","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"10","2003","Hamburg","Staedtischer Raum","","","",""
"10","2003","Hamburg","Laendlicher Raum","","","",""
"10","2003","Niedersachsen","Staedtischer Raum","","","",""
"10","2003","Niedersachsen","Laendlicher Raum","","","",""
"10","2003","Bremen","Staedtischer Raum","","","",""
"10","2003","Bremen","Laendlicher Raum","","","",""
"10","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"10","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"10","2003","Hessen","Staedtischer Raum","","","",""
"10","2003","Hessen","Laendlicher Raum","","","",""
"10","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"10","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"10","2003","Baden-Wuerttemberg","Staedtischer Raum","1","","",""
"10","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"10","2003","Bayern","Staedtischer Raum","","","",""
"10","2003","Bayern","Laendlicher Raum","","","",""
"10","2003","Saarland","Staedtischer Raum","","","",""
"10","2003","Saarland","Laendlicher Raum","","","",""
"10","2003","Berlin","Staedtischer Raum","","","",""
"10","2003","Berlin","Laendlicher Raum","","","",""
"10","2003","Brandenburg","Staedtischer Raum","","","",""
"10","2003","Brandenburg","Laendlicher Raum","","","",""
"10","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"10","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"10","2003","Sachsen","Staedtischer Raum","","","",""
"10","2003","Sachsen","Laendlicher Raum","","","",""
"10","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"10","2003","Sachsen-Anhalt","Laendlicher Raum","1","","",""
"10","2003","Thueringen","Staedtischer Raum","","","",""
"10","2003","Thueringen","Laendlicher Raum","","","",""
"11","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"11","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"11","2003","Hamburg","Staedtischer Raum","","","",""
"11","2003","Hamburg","Laendlicher Raum","","","",""
"11","2003","Niedersachsen","Staedtischer Raum","","","",""
"11","2003","Niedersachsen","Laendlicher Raum","","","",""
"11","2003","Bremen","Staedtischer Raum","","","",""
"11","2003","Bremen","Laendlicher Raum","","","",""
"11","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"11","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"11","2003","Hessen","Staedtischer Raum","","","",""
"11","2003","Hessen","Laendlicher Raum","","","",""
"11","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"11","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"11","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"11","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"11","2003","Bayern","Staedtischer Raum","","","",""
"11","2003","Bayern","Laendlicher Raum","","","",""
"11","2003","Saarland","Staedtischer Raum","","","",""
"11","2003","Saarland","Laendlicher Raum","","","",""
"11","2003","Berlin","Staedtischer Raum","","","",""
"11","2003","Berlin","Laendlicher Raum","","","",""
"11","2003","Brandenburg","Staedtischer Raum","","","",""
"11","2003","Brandenburg","Laendlicher Raum","","","",""
"11","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"11","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"11","2003","Sachsen","Staedtischer Raum","","","",""
"11","2003","Sachsen","Laendlicher Raum","","","",""
"11","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"11","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"11","2003","Thueringen","Staedtischer Raum","","","",""
"11","2003","Thueringen","Laendlicher Raum","","","",""
"12","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"12","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"12","2003","Hamburg","Staedtischer Raum","","","",""
"12","2003","Hamburg","Laendlicher Raum","","","",""
"12","2003","Niedersachsen","Staedtischer Raum","","","",""
"12","2003","Niedersachsen","Laendlicher Raum","","","",""
"12","2003","Bremen","Staedtischer Raum","","","",""
"12","2003","Bremen","Laendlicher Raum","","","",""
"12","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"12","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"12","2003","Hessen","Staedtischer Raum","","","",""
"12","2003","Hessen","Laendlicher Raum","","","",""
"12","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"12","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"12","2003","Baden-Wuerttemberg","Staedtischer Raum","1","","",""
"12","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"12","2003","Bayern","Staedtischer Raum","","","",""
"12","2003","Bayern","Laendlicher Raum","","","",""
"12","2003","Saarland","Staedtischer Raum","","","",""
"12","2003","Saarland","Laendlicher Raum","","","",""
"12","2003","Berlin","Staedtischer Raum","","","",""
"12","2003","Berlin","Laendlicher Raum","","","",""
"12","2003","Brandenburg","Staedtischer Raum","","","",""
"12","2003","Brandenburg","Laendlicher Raum","1","","",""
"12","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"12","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"12","2003","Sachsen","Staedtischer Raum","","","",""
"12","2003","Sachsen","Laendlicher Raum","","","",""
"12","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"12","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"12","2003","Thueringen","Staedtischer Raum","","","",""
"12","2003","Thueringen","Laendlicher Raum","","","",""
"13","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"13","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"13","2003","Hamburg","Staedtischer Raum","","","",""
"13","2003","Hamburg","Laendlicher Raum","","","",""
"13","2003","Niedersachsen","Staedtischer Raum","","","",""
"13","2003","Niedersachsen","Laendlicher Raum","","","",""
"13","2003","Bremen","Staedtischer Raum","","","",""
"13","2003","Bremen","Laendlicher Raum","","","",""
"13","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"13","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"13","2003","Hessen","Staedtischer Raum","","","",""
"13","2003","Hessen","Laendlicher Raum","","","",""
"13","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"13","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"13","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"13","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"13","2003","Bayern","Staedtischer Raum","","","",""
"13","2003","Bayern","Laendlicher Raum","","","",""
"13","2003","Saarland","Staedtischer Raum","","","",""
"13","2003","Saarland","Laendlicher Raum","","","",""
"13","2003","Berlin","Staedtischer Raum","","","",""
"13","2003","Berlin","Laendlicher Raum","","","",""
"13","2003","Brandenburg","Staedtischer Raum","","","",""
"13","2003","Brandenburg","Laendlicher Raum","","","",""
"13","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"13","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"13","2003","Sachsen","Staedtischer Raum","","","",""
"13","2003","Sachsen","Laendlicher Raum","","","",""
"13","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"13","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"13","2003","Thueringen","Staedtischer Raum","","","",""
"13","2003","Thueringen","Laendlicher Raum","","","",""
"14","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"14","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"14","2003","Hamburg","Staedtischer Raum","","","",""
"14","2003","Hamburg","Laendlicher Raum","","","",""
"14","2003","Niedersachsen","Staedtischer Raum","","","",""
"14","2003","Niedersachsen","Laendlicher Raum","","","",""
"14","2003","Bremen","Staedtischer Raum","","","",""
"14","2003","Bremen","Laendlicher Raum","","","",""
"14","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"14","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"14","2003","Hessen","Staedtischer Raum","","","",""
"14","2003","Hessen","Laendlicher Raum","","","",""
"14","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"14","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"14","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"14","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"14","2003","Bayern","Staedtischer Raum","1","","",""
"14","2003","Bayern","Laendlicher Raum","","","",""
"14","2003","Saarland","Staedtischer Raum","","","",""
"14","2003","Saarland","Laendlicher Raum","","","",""
"14","2003","Berlin","Staedtischer Raum","","","",""
"14","2003","Berlin","Laendlicher Raum","","","",""
"14","2003","Brandenburg","Staedtischer Raum","","","",""
"14","2003","Brandenburg","Laendlicher Raum","","","",""
"14","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"14","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"14","2003","Sachsen","Staedtischer Raum","","","",""
"14","2003","Sachsen","Laendlicher Raum","","","",""
"14","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"14","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"14","2003","Thueringen","Staedtischer Raum","","","",""
"14","2003","Thueringen","Laendlicher Raum","","","",""
"15","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"15","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"15","2003","Hamburg","Staedtischer Raum","","","",""
"15","2003","Hamburg","Laendlicher Raum","","","",""
"15","2003","Niedersachsen","Staedtischer Raum","","","",""
"15","2003","Niedersachsen","Laendlicher Raum","","","",""
"15","2003","Bremen","Staedtischer Raum","","","",""
"15","2003","Bremen","Laendlicher Raum","","","",""
"15","2003","Nordrhein-Westfalen","Staedtischer Raum","1","","",""
"15","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"15","2003","Hessen","Staedtischer Raum","","","",""
"15","2003","Hessen","Laendlicher Raum","","","",""
"15","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"15","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"15","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"15","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"15","2003","Bayern","Staedtischer Raum","","","",""
"15","2003","Bayern","Laendlicher Raum","","","",""
"15","2003","Saarland","Staedtischer Raum","","","",""
"15","2003","Saarland","Laendlicher Raum","","","",""
"15","2003","Berlin","Staedtischer Raum","","","",""
"15","2003","Berlin","Laendlicher Raum","","","",""
"15","2003","Brandenburg","Staedtischer Raum","","","",""
"15","2003","Brandenburg","Laendlicher Raum","","","",""
"15","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"15","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"15","2003","Sachsen","Staedtischer Raum","","","",""
"15","2003","Sachsen","Laendlicher Raum","","","",""
"15","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"15","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"15","2003","Thueringen","Staedtischer Raum","","","",""
"15","2003","Thueringen","Laendlicher Raum","","","",""
"16","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"16","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"16","2003","Hamburg","Staedtischer Raum","","","",""
"16","2003","Hamburg","Laendlicher Raum","","","",""
"16","2003","Niedersachsen","Staedtischer Raum","","","",""
"16","2003","Niedersachsen","Laendlicher Raum","","","",""
"16","2003","Bremen","Staedtischer Raum","","","",""
"16","2003","Bremen","Laendlicher Raum","","","",""
"16","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"16","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"16","2003","Hessen","Staedtischer Raum","","","",""
"16","2003","Hessen","Laendlicher Raum","","","",""
"16","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"16","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"16","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"16","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"16","2003","Bayern","Staedtischer Raum","","","",""
"16","2003","Bayern","Laendlicher Raum","","","",""
"16","2003","Saarland","Staedtischer Raum","","","",""
"16","2003","Saarland","Laendlicher Raum","","","",""
"16","2003","Berlin","Staedtischer Raum","","","",""
"16","2003","Berlin","Laendlicher Raum","","","",""
"16","2003","Brandenburg","Staedtischer Raum","","","",""
"16","2003","Brandenburg","Laendlicher Raum","","","",""
"16","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"16","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"16","2003","Sachsen","Staedtischer Raum","","","",""
"16","2003","Sachsen","Laendlicher Raum","","","",""
"16","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"16","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"16","2003","Thueringen","Staedtischer Raum","","","",""
"16","2003","Thueringen","Laendlicher Raum","","","",""
"17","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"17","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"17","2003","Hamburg","Staedtischer Raum","","","",""
"17","2003","Hamburg","Laendlicher Raum","","","",""
"17","2003","Niedersachsen","Staedtischer Raum","","","",""
"17","2003","Niedersachsen","Laendlicher Raum","","","",""
"17","2003","Bremen","Staedtischer Raum","","","",""
"17","2003","Bremen","Laendlicher Raum","","","",""
"17","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"17","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"17","2003","Hessen","Staedtischer Raum","","","",""
"17","2003","Hessen","Laendlicher Raum","","","",""
"17","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"17","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"17","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"17","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"17","2003","Bayern","Staedtischer Raum","","","",""
"17","2003","Bayern","Laendlicher Raum","","","",""
"17","2003","Saarland","Staedtischer Raum","","","",""
"17","2003","Saarland","Laendlicher Raum","","","",""
"17","2003","Berlin","Staedtischer Raum","","","",""
"17","2003","Berlin","Laendlicher Raum","","","",""
"17","2003","Brandenburg","Staedtischer Raum","","","",""
"17","2003","Brandenburg","Laendlicher Raum","","","",""
"17","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"17","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"17","2003","Sachsen","Staedtischer Raum","","","",""
"17","2003","Sachsen","Laendlicher Raum","","","",""
"17","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"17","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"17","2003","Thueringen","Staedtischer Raum","","","",""
"17","2003","Thueringen","Laendlicher Raum","","","",""
"18","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"18","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"18","2003","Hamburg","Staedtischer Raum","","","",""
"18","2003","Hamburg","Laendlicher Raum","","","",""
"18","2003","Niedersachsen","Staedtischer Raum","","","",""
"18","2003","Niedersachsen","Laendlicher Raum","","","",""
"18","2003","Bremen","Staedtischer Raum","","","",""
"18","2003","Bremen","Laendlicher Raum","","","",""
"18","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"18","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"18","2003","Hessen","Staedtischer Raum","","","",""
"18","2003","Hessen","Laendlicher Raum","","","",""
"18","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"18","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"18","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"18","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"18","2003","Bayern","Staedtischer Raum","","","",""
"18","2003","Bayern","Laendlicher Raum","","","",""
"18","2003","Saarland","Staedtischer Raum","","","",""
"18","2003","Saarland","Laendlicher Raum","","","",""
"18","2003","Berlin","Staedtischer Raum","","","",""
"18","2003","Berlin","Laendlicher Raum","","","",""
"18","2003","Brandenburg","Staedtischer Raum","","","",""
"18","2003","Brandenburg","Laendlicher Raum","","","",""
"18","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"18","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"18","2003","Sachsen","Staedtischer Raum","","","",""
"18","2003","Sachsen","Laendlicher Raum","","","",""
"18","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"18","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"18","2003","Thueringen","Staedtischer Raum","","","",""
"18","2003","Thueringen","Laendlicher Raum","","","",""
"19","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"19","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"19","2003","Hamburg","Staedtischer Raum","","","",""
"19","2003","Hamburg","Laendlicher Raum","","","",""
"19","2003","Niedersachsen","Staedtischer Raum","","","",""
"19","2003","Niedersachsen","Laendlicher Raum","","","",""
"19","2003","Bremen","Staedtischer Raum","","","",""
"19","2003","Bremen","Laendlicher Raum","","","",""
"19","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"19","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"19","2003","Hessen","Staedtischer Raum","","","",""
"19","2003","Hessen","Laendlicher Raum","","","",""
"19","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"19","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"19","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"19","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"19","2003","Bayern","Staedtischer Raum","","","",""
"19","2003","Bayern","Laendlicher Raum","","","",""
"19","2003","Saarland","Staedtischer Raum","","","",""
"19","2003","Saarland","Laendlicher Raum","","","",""
"19","2003","Berlin","Staedtischer Raum","","","",""
"19","2003","Berlin","Laendlicher Raum","","","",""
"19","2003","Brandenburg","Staedtischer Raum","","","",""
"19","2003","Brandenburg","Laendlicher Raum","","","",""
"19","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"19","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"19","2003","Sachsen","Staedtischer Raum","","","",""
"19","2003","Sachsen","Laendlicher Raum","","","",""
"19","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"19","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"19","2003","Thueringen","Staedtischer Raum","","","",""
"19","2003","Thueringen","Laendlicher Raum","","","",""
"20","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"20","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"20","2003","Hamburg","Staedtischer Raum","","","",""
"20","2003","Hamburg","Laendlicher Raum","","","",""
"20","2003","Niedersachsen","Staedtischer Raum","","","",""
"20","2003","Niedersachsen","Laendlicher Raum","","","",""
"20","2003","Bremen","Staedtischer Raum","","","",""
"20","2003","Bremen","Laendlicher Raum","","","",""
"20","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"20","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"20","2003","Hessen","Staedtischer Raum","","","",""
"20","2003","Hessen","Laendlicher Raum","","","",""
"20","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"20","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"20","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"20","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"20","2003","Bayern","Staedtischer Raum","","","",""
"20","2003","Bayern","Laendlicher Raum","","","",""
"20","2003","Saarland","Staedtischer Raum","","","",""
"20","2003","Saarland","Laendlicher Raum","","","",""
"20","2003","Berlin","Staedtischer Raum","","","",""
"20","2003","Berlin","Laendlicher Raum","","","",""
"20","2003","Brandenburg","Staedtischer Raum","","","",""
"20","2003","Brandenburg","Laendlicher Raum","","","",""
"20","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"20","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"20","2003","Sachsen","Staedtischer Raum","","","",""
"20","2003","Sachsen","Laendlicher Raum","","","",""
"20","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"20","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"20","2003","Thueringen","Staedtischer Raum","","","",""
"20","2003","Thueringen","Laendlicher Raum","","","",""
"21","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"21","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"21","2003","Hamburg","Staedtischer Raum","","","",""
"21","2003","Hamburg","Laendlicher Raum","","","",""
"21","2003","Niedersachsen","Staedtischer Raum","","","",""
"21","2003","Niedersachsen","Laendlicher Raum","","","",""
"21","2003","Bremen","Staedtischer Raum","","","",""
"21","2003","Bremen","Laendlicher Raum","","","",""
"21","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"21","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"21","2003","Hessen","Staedtischer Raum","","","",""
"21","2003","Hessen","Laendlicher Raum","","","",""
"21","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"21","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"21","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"21","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"21","2003","Bayern","Staedtischer Raum","","","",""
"21","2003","Bayern","Laendlicher Raum","","","",""
"21","2003","Saarland","Staedtischer Raum","","","",""
"21","2003","Saarland","Laendlicher Raum","","","",""
"21","2003","Berlin","Staedtischer Raum","","","",""
"21","2003","Berlin","Laendlicher Raum","","","",""
"21","2003","Brandenburg","Staedtischer Raum","","","",""
"21","2003","Brandenburg","Laendlicher Raum","","","",""
"21","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"21","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"21","2003","Sachsen","Staedtischer Raum","","","",""
"21","2003","Sachsen","Laendlicher Raum","","","",""
"21","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"21","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"21","2003","Thueringen","Staedtischer Raum","","","",""
"21","2003","Thueringen","Laendlicher Raum","","","",""
"22","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"22","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"22","2003","Hamburg","Staedtischer Raum","","","",""
"22","2003","Hamburg","Laendlicher Raum","","","",""
"22","2003","Niedersachsen","Staedtischer Raum","","","",""
"22","2003","Niedersachsen","Laendlicher Raum","","","",""
"22","2003","Bremen","Staedtischer Raum","","","",""
"22","2003","Bremen","Laendlicher Raum","","","",""
"22","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"22","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"22","2003","Hessen","Staedtischer Raum","","","",""
"22","2003","Hessen","Laendlicher Raum","","","",""
"22","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"22","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"22","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"22","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"22","2003","Bayern","Staedtischer Raum","","","",""
"22","2003","Bayern","Laendlicher Raum","","","",""
"22","2003","Saarland","Staedtischer Raum","","","",""
"22","2003","Saarland","Laendlicher Raum","","","",""
"22","2003","Berlin","Staedtischer Raum","","","",""
"22","2003","Berlin","Laendlicher Raum","","","",""
"22","2003","Brandenburg","Staedtischer Raum","","","",""
"22","2003","Brandenburg","Laendlicher Raum","","","",""
"22","2003","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"22","2003","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"22","2003","Sachsen","Staedtischer Raum","","","",""
"22","2003","Sachsen","Laendlicher Raum","","","",""
"22","2003","Sachsen-Anhalt","Staedtischer Raum","","","",""
"22","2003","Sachsen-Anhalt","Laendlicher Raum","","","",""
"22","2003","Thueringen","Staedtischer Raum","","","",""
"22","2003","Thueringen","Laendlicher Raum","","","",""
"23","2003","Schleswig-Holstein","Staedtischer Raum","","","",""
"23","2003","Schleswig-Holstein","Laendlicher Raum","","","",""
"23","2003","Hamburg","Staedtischer Raum","","","",""
"23","2003","Hamburg","Laendlicher Raum","","","",""
"23","2003","Niedersachsen","Staedtischer Raum","","","",""
"23","2003","Niedersachsen","Laendlicher Raum","","","",""
"23","2003","Bremen","Staedtischer Raum","","","",""
"23","2003","Bremen","Laendlicher Raum","","","",""
"23","2003","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"23","2003","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"23","2003","Hessen","Staedtischer Raum","","","",""
"23","2003","Hessen","Laendlicher Raum","","","",""
"23","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"23","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"23","2003","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"23","2003","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"23","2003","Bayern","Staedtischer Raum","","","",""
"23","2003","Bayern","Laendlicher Raum","","","",""
"23","2003","Saarland","Staedtischer Raum","","","",""
"23","2003","Saarland","Laendlicher Raum","","","",""
"23","2003","Berlin","Staedtischer Raum","","","",""
