"ple0055","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"20","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"20","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"21","2018","1 Einkommensschwächstes Quintil","männlich","","","",""
"21","2018","1 Einkommensschwächstes Quintil","weiblich","","","",""
"21","2018","2","männlich","","","",""
"21","2018","2","weiblich","","","",""
"21","2018","3","männlich","","","",""
"21","2018","3","weiblich","","","",""
"21","2018","4","männlich","","","",""
"21","2018","4","weiblich","","","",""
"21","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"21","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"22","2018","1 Einkommensschwächstes Quintil","männlich","","","",""
"22","2018","1 Einkommensschwächstes Quintil","weiblich","","","",""
"22","2018","2","männlich","","","",""
"22","2018","2","weiblich","","","",""
"22","2018","3","männlich","","","",""
"22","2018","3","weiblich","","","",""
"22","2018","4","männlich","","","",""
"22","2018","4","weiblich","","","",""
"22","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"22","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"23","2018","1 Einkommensschwächstes Quintil","männlich","","","",""
"23","2018","1 Einkommensschwächstes Quintil","weiblich","","","",""
"23","2018","2","männlich","","","",""
"23","2018","2","weiblich","","","",""
"23","2018","3","männlich","","","",""
"23","2018","3","weiblich","","","",""
"23","2018","4","männlich","","","",""
"23","2018","4","weiblich","","","",""
"23","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"23","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"24","2018","1 Einkommensschwächstes Quintil","männlich","","","",""
"24","2018","1 Einkommensschwächstes Quintil","weiblich","","","",""
"24","2018","2","männlich","","","",""
"24","2018","2","weiblich","","","",""
"24","2018","3","männlich","","","",""
"24","2018","3","weiblich","","","",""
"24","2018","4","männlich","","","",""
"24","2018","4","weiblich","","","",""
"24","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"24","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"25","2018","1 Einkommensschwächstes Quintil","männlich","","","",""
"25","2018","1 Einkommensschwächstes Quintil","weiblich","","","",""
"25","2018","2","männlich","","","",""
"25","2018","2","weiblich","","","",""
"25","2018","3","männlich","","","",""
"25","2018","3","weiblich","","","",""
"25","2018","4","männlich","","","",""
"25","2018","4","weiblich","","","",""
"25","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"25","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"26","2018","1 Einkommensschwächstes Quintil","männlich","","","",""
"26","2018","1 Einkommensschwächstes Quintil","weiblich","","","",""
"26","2018","2","männlich","","","",""
"26","2018","2","weiblich","","","",""
"26","2018","3","männlich","","","",""
"26","2018","3","weiblich","","","",""
"26","2018","4","männlich","","","",""
"26","2018","4","weiblich","","","",""
"26","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"26","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"28","2018","1 Einkommensschwächstes Quintil","männlich","","","",""
"28","2018","1 Einkommensschwächstes Quintil","weiblich","","","",""
"28","2018","2","männlich","","","",""
"28","2018","2","weiblich","","","",""
"28","2018","3","männlich","","","",""
"28","2018","3","weiblich","","","",""
"28","2018","4","männlich","","","",""
"28","2018","4","weiblich","","","",""
"28","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"28","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"30","2018","1 Einkommensschwächstes Quintil","männlich","","","",""
"30","2018","1 Einkommensschwächstes Quintil","weiblich","","","",""
"30","2018","2","männlich","","","",""
"30","2018","2","weiblich","","","",""
"30","2018","3","männlich","","","",""
"30","2018","3","weiblich","","","",""
"30","2018","4","männlich","","","",""
"30","2018","4","weiblich","","","",""
"30","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"30","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"32","2018","1 Einkommensschwächstes Quintil","männlich","","","",""
"32","2018","1 Einkommensschwächstes Quintil","weiblich","","","",""
"32","2018","2","männlich","","","",""
"32","2018","2","weiblich","","","",""
"32","2018","3","männlich","","","",""
"32","2018","3","weiblich","","","",""
"32","2018","4","männlich","","","",""
"32","2018","4","weiblich","","","",""
"32","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"32","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"35","2018","1 Einkommensschwächstes Quintil","männlich","","","",""
"35","2018","1 Einkommensschwächstes Quintil","weiblich","","","",""
"35","2018","2","männlich","","","",""
"35","2018","2","weiblich","","","",""
"35","2018","3","männlich","","","",""
"35","2018","3","weiblich","","","",""
"35","2018","4","männlich","","","",""
"35","2018","4","weiblich","","","",""
"35","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"35","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"36","2018","1 Einkommensschwächstes Quintil","männlich","","","",""
"36","2018","1 Einkommensschwächstes Quintil","weiblich","","","",""
"36","2018","2","männlich","","","",""
"36","2018","2","weiblich","","","",""
"36","2018","3","männlich","","","",""
"36","2018","3","weiblich","","","",""
"36","2018","4","männlich","","","",""
"36","2018","4","weiblich","","","",""
"36","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"36","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"40","2018","1 Einkommensschwächstes Quintil","männlich","","","",""
"40","2018","1 Einkommensschwächstes Quintil","weiblich","","","",""
"40","2018","2","männlich","","","",""
"40","2018","2","weiblich","","","",""
"40","2018","3","männlich","","","",""
"40","2018","3","weiblich","","","",""
"40","2018","4","männlich","","","",""
"40","2018","4","weiblich","","","",""
"40","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"40","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"42","2018","1 Einkommensschwächstes Quintil","männlich","","","",""
"42","2018","1 Einkommensschwächstes Quintil","weiblich","","","",""
"42","2018","2","männlich","","","",""
"42","2018","2","weiblich","","","",""
"42","2018","3","männlich","","","",""
"42","2018","3","weiblich","","","",""
"42","2018","4","männlich","","","",""
"42","2018","4","weiblich","","","",""
"42","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"42","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"45","2018","1 Einkommensschwächstes Quintil","männlich","","","",""
"45","2018","1 Einkommensschwächstes Quintil","weiblich","","","",""
"45","2018","2","männlich","","","",""
"45","2018","2","weiblich","","","",""
"45","2018","3","männlich","","","",""
"45","2018","3","weiblich","","","",""
"45","2018","4","männlich","","","",""
"45","2018","4","weiblich","","","",""
"45","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"45","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"48","2018","1 Einkommensschwächstes Quintil","männlich","","","",""
"48","2018","1 Einkommensschwächstes Quintil","weiblich","","","",""
"48","2018","2","männlich","","","",""
"48","2018","2","weiblich","","","",""
"48","2018","3","männlich","","","",""
"48","2018","3","weiblich","","","",""
"48","2018","4","männlich","","","",""
"48","2018","4","weiblich","","","",""
"48","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"48","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"50","2018","1 Einkommensschwächstes Quintil","männlich","","","",""
"50","2018","1 Einkommensschwächstes Quintil","weiblich","","","",""
"50","2018","2","männlich","","","",""
"50","2018","2","weiblich","","","",""
"50","2018","3","männlich","","","",""
"50","2018","3","weiblich","","","",""
"50","2018","4","männlich","","","",""
"50","2018","4","weiblich","","","",""
"50","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"50","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"64","2018","1 Einkommensschwächstes Quintil","männlich","","","",""
"64","2018","1 Einkommensschwächstes Quintil","weiblich","","","",""
"64","2018","2","männlich","","","",""
"64","2018","2","weiblich","","","",""
"64","2018","3","männlich","","","",""
"64","2018","3","weiblich","","","",""
"64","2018","4","männlich","","","",""
"64","2018","4","weiblich","","","",""
"64","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"64","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"98","2018","1 Einkommensschwächstes Quintil","männlich","","","",""
"98","2018","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"98","2018","2","männlich","","","",""
"98","2018","2","weiblich","","","",""
"98","2018","3","männlich","","","",""
"98","2018","3","weiblich","","","",""
"98","2018","4","männlich","","","",""
"98","2018","4","weiblich","","","",""
"98","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"98","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"100","2018","1 Einkommensschwächstes Quintil","männlich","","","",""
"100","2018","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"100","2018","2","männlich","","","",""
"100","2018","2","weiblich","","","",""
"100","2018","3","männlich","","","",""
"100","2018","3","weiblich","","","",""
"100","2018","4","männlich","","","",""
"100","2018","4","weiblich","","","",""
"100","2018","5 Einkommensstärkstes Quintil","männlich","","","",""
"100","2018","5 Einkommensstärkstes Quintil","weiblich","","","",""
"0","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"0","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"0","2019","2","männlich","","","",""
"0","2019","2","weiblich","","","",""
"0","2019","3","männlich","","","",""
"0","2019","3","weiblich","","","",""
"0","2019","4","männlich","","","",""
"0","2019","4","weiblich","","","",""
"0","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"0","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"1","2019","1 Einkommensschwächstes Quintil","männlich","116","0.771912983319036","0.708273842060612","0.835552124577461"
"1","2019","1 Einkommensschwächstes Quintil","weiblich","169","0.697821701898174","0.638476167592229","0.75716723620412"
"1","2019","2","männlich","126","0.658507446971062","0.588646829176069","0.728368064766054"
"1","2019","2","weiblich","218","0.725559197248299","0.672818907622286","0.778299486874312"
"1","2019","3","männlich","172","0.755181925292782","0.699853076876047","0.810510773709517"
"1","2019","3","weiblich","229","0.655109471930169","0.601938270163422","0.708280673696916"
"1","2019","4","männlich","253","0.683725192791608","0.634937703545303","0.732512682037913"
"1","2019","4","weiblich","368","0.825657293192923","0.791061052795917","0.86025353358993"
"1","2019","5 Einkommensstärkstes Quintil","männlich","476","0.781822312040405","0.749312725655155","0.814331898425654"
"1","2019","5 Einkommensstärkstes Quintil","weiblich","477","0.825374520753579","0.794636307621548","0.85611273388561"
"2","2019","1 Einkommensschwächstes Quintil","männlich","38","0.189871151640425","0.130387667794972","0.249354635485878"
"2","2019","1 Einkommensschwächstes Quintil","weiblich","43","0.197125391652395","0.145711637184667","0.248539146120124"
"2","2019","2","männlich","33","0.224998847036131","0.163480766194444","0.286516927877819"
"2","2019","2","weiblich","36","0.186566663709306","0.140524073237307","0.232609254181305"
"2","2019","3","männlich","35","0.129597410121007","0.0863796407872416","0.172815179454772"
"2","2019","3","weiblich","39","0.153496782016323","0.113174709386205","0.193818854646442"
"2","2019","4","männlich","67","0.196688484883664","0.154985528751954","0.238391441015374"
"2","2019","4","weiblich","65","0.130789903298157","0.100044754886773","0.161535051709541"
"2","2019","5 Einkommensstärkstes Quintil","männlich","100","0.151978487703233","0.123720141579353","0.180236833827113"
"2","2019","5 Einkommensstärkstes Quintil","weiblich","82","0.130590903494959","0.103309429184056","0.157872377805863"
"3","2019","1 Einkommensschwächstes Quintil","männlich","6","","",""
"3","2019","1 Einkommensschwächstes Quintil","weiblich","10","","",""
"3","2019","2","männlich","11","","",""
"3","2019","2","weiblich","15","","",""
"3","2019","3","männlich","12","","",""
"3","2019","3","weiblich","18","","",""
"3","2019","4","männlich","19","","",""
"3","2019","4","weiblich","18","","",""
"3","2019","5 Einkommensstärkstes Quintil","männlich","27","","",""
"3","2019","5 Einkommensstärkstes Quintil","weiblich","17","","",""
"4","2019","1 Einkommensschwächstes Quintil","männlich","3","","",""
"4","2019","1 Einkommensschwächstes Quintil","weiblich","2","","",""
"4","2019","2","männlich","3","","",""
"4","2019","2","weiblich","2","","",""
"4","2019","3","männlich","7","","",""
"4","2019","3","weiblich","12","","",""
"4","2019","4","männlich","3","","",""
"4","2019","4","weiblich","7","","",""
"4","2019","5 Einkommensstärkstes Quintil","männlich","6","","",""
"4","2019","5 Einkommensstärkstes Quintil","weiblich","6","","",""
"5","2019","1 Einkommensschwächstes Quintil","männlich","1","","",""
"5","2019","1 Einkommensschwächstes Quintil","weiblich","4","","",""
"5","2019","2","männlich","4","","",""
"5","2019","2","weiblich","","","",""
"5","2019","3","männlich","3","","",""
"5","2019","3","weiblich","4","","",""
"5","2019","4","männlich","2","","",""
"5","2019","4","weiblich","1","","",""
"5","2019","5 Einkommensstärkstes Quintil","männlich","2","","",""
"5","2019","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"6","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"6","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"6","2019","2","männlich","","","",""
"6","2019","2","weiblich","1","","",""
"6","2019","3","männlich","2","","",""
"6","2019","3","weiblich","1","","",""
"6","2019","4","männlich","2","","",""
"6","2019","4","weiblich","2","","",""
"6","2019","5 Einkommensstärkstes Quintil","männlich","4","","",""
"6","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"7","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"7","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"7","2019","2","männlich","","","",""
"7","2019","2","weiblich","1","","",""
"7","2019","3","männlich","","","",""
"7","2019","3","weiblich","1","","",""
"7","2019","4","männlich","","","",""
"7","2019","4","weiblich","","","",""
"7","2019","5 Einkommensstärkstes Quintil","männlich","1","","",""
"7","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"8","2019","1 Einkommensschwächstes Quintil","männlich","1","","",""
"8","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"8","2019","2","männlich","","","",""
"8","2019","2","weiblich","2","","",""
"8","2019","3","männlich","","","",""
"8","2019","3","weiblich","1","","",""
"8","2019","4","männlich","","","",""
"8","2019","4","weiblich","","","",""
"8","2019","5 Einkommensstärkstes Quintil","männlich","1","","",""
"8","2019","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"9","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"9","2019","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"9","2019","2","männlich","","","",""
"9","2019","2","weiblich","","","",""
"9","2019","3","männlich","1","","",""
"9","2019","3","weiblich","1","","",""
"9","2019","4","männlich","","","",""
"9","2019","4","weiblich","","","",""
"9","2019","5 Einkommensstärkstes Quintil","männlich","1","","",""
"9","2019","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"10","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"10","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"10","2019","2","männlich","","","",""
"10","2019","2","weiblich","","","",""
"10","2019","3","männlich","","","",""
"10","2019","3","weiblich","1","","",""
"10","2019","4","männlich","","","",""
"10","2019","4","weiblich","1","","",""
"10","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"10","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"11","2019","1 Einkommensschwächstes Quintil","männlich","1","","",""
"11","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"11","2019","2","männlich","","","",""
"11","2019","2","weiblich","","","",""
"11","2019","3","männlich","","","",""
"11","2019","3","weiblich","","","",""
"11","2019","4","männlich","","","",""
"11","2019","4","weiblich","","","",""
"11","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"11","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"12","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"12","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"12","2019","2","männlich","","","",""
"12","2019","2","weiblich","","","",""
"12","2019","3","männlich","","","",""
"12","2019","3","weiblich","","","",""
"12","2019","4","männlich","","","",""
"12","2019","4","weiblich","","","",""
"12","2019","5 Einkommensstärkstes Quintil","männlich","1","","",""
"12","2019","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"13","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"13","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"13","2019","2","männlich","","","",""
"13","2019","2","weiblich","","","",""
"13","2019","3","männlich","","","",""
"13","2019","3","weiblich","","","",""
"13","2019","4","männlich","","","",""
"13","2019","4","weiblich","","","",""
"13","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"13","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"14","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"14","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"14","2019","2","männlich","","","",""
"14","2019","2","weiblich","","","",""
"14","2019","3","männlich","","","",""
"14","2019","3","weiblich","","","",""
"14","2019","4","männlich","1","","",""
"14","2019","4","weiblich","","","",""
"14","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"14","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"15","2019","1 Einkommensschwächstes Quintil","männlich","1","","",""
"15","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"15","2019","2","männlich","","","",""
"15","2019","2","weiblich","","","",""
"15","2019","3","männlich","","","",""
"15","2019","3","weiblich","","","",""
"15","2019","4","männlich","","","",""
"15","2019","4","weiblich","","","",""
"15","2019","5 Einkommensstärkstes Quintil","männlich","1","","",""
"15","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"16","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"16","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"16","2019","2","männlich","","","",""
"16","2019","2","weiblich","","","",""
"16","2019","3","männlich","","","",""
"16","2019","3","weiblich","","","",""
"16","2019","4","männlich","","","",""
"16","2019","4","weiblich","","","",""
"16","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"16","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"17","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"17","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"17","2019","2","männlich","","","",""
"17","2019","2","weiblich","","","",""
"17","2019","3","männlich","","","",""
"17","2019","3","weiblich","","","",""
"17","2019","4","männlich","","","",""
"17","2019","4","weiblich","","","",""
"17","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"17","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"18","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"18","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"18","2019","2","männlich","","","",""
"18","2019","2","weiblich","","","",""
"18","2019","3","männlich","","","",""
"18","2019","3","weiblich","","","",""
"18","2019","4","männlich","","","",""
"18","2019","4","weiblich","","","",""
"18","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"18","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"19","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"19","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"19","2019","2","männlich","","","",""
"19","2019","2","weiblich","","","",""
"19","2019","3","männlich","","","",""
"19","2019","3","weiblich","","","",""
"19","2019","4","männlich","1","","",""
"19","2019","4","weiblich","","","",""
"19","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"19","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"20","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"20","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"20","2019","2","männlich","","","",""
"20","2019","2","weiblich","","","",""
"20","2019","3","männlich","","","",""
"20","2019","3","weiblich","","","",""
"20","2019","4","männlich","1","","",""
"20","2019","4","weiblich","","","",""
"20","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"20","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"21","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"21","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"21","2019","2","männlich","","","",""
"21","2019","2","weiblich","","","",""
"21","2019","3","männlich","","","",""
"21","2019","3","weiblich","","","",""
"21","2019","4","männlich","","","",""
"21","2019","4","weiblich","","","",""
"21","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"21","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"22","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"22","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"22","2019","2","männlich","","","",""
"22","2019","2","weiblich","","","",""
"22","2019","3","männlich","","","",""
"22","2019","3","weiblich","","","",""
"22","2019","4","männlich","","","",""
"22","2019","4","weiblich","","","",""
"22","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"22","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"23","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"23","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"23","2019","2","männlich","","","",""
"23","2019","2","weiblich","","","",""
"23","2019","3","männlich","","","",""
"23","2019","3","weiblich","","","",""
"23","2019","4","männlich","","","",""
"23","2019","4","weiblich","","","",""
"23","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"23","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"24","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"24","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"24","2019","2","männlich","","","",""
"24","2019","2","weiblich","","","",""
"24","2019","3","männlich","","","",""
"24","2019","3","weiblich","","","",""
"24","2019","4","männlich","","","",""
"24","2019","4","weiblich","","","",""
"24","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"24","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"25","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"25","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"25","2019","2","männlich","","","",""
"25","2019","2","weiblich","","","",""
"25","2019","3","männlich","","","",""
"25","2019","3","weiblich","","","",""
"25","2019","4","männlich","","","",""
"25","2019","4","weiblich","","","",""
"25","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"25","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"26","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"26","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"26","2019","2","männlich","","","",""
"26","2019","2","weiblich","","","",""
"26","2019","3","männlich","","","",""
"26","2019","3","weiblich","","","",""
"26","2019","4","männlich","","","",""
"26","2019","4","weiblich","","","",""
"26","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"26","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"28","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"28","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"28","2019","2","männlich","","","",""
"28","2019","2","weiblich","","","",""
"28","2019","3","männlich","","","",""
"28","2019","3","weiblich","","","",""
"28","2019","4","männlich","","","",""
"28","2019","4","weiblich","","","",""
"28","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"28","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"30","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"30","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"30","2019","2","männlich","","","",""
"30","2019","2","weiblich","","","",""
"30","2019","3","männlich","","","",""
"30","2019","3","weiblich","","","",""
"30","2019","4","männlich","","","",""
"30","2019","4","weiblich","","","",""
"30","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"30","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"32","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"32","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"32","2019","2","männlich","","","",""
"32","2019","2","weiblich","","","",""
"32","2019","3","männlich","","","",""
"32","2019","3","weiblich","","","",""
"32","2019","4","männlich","","","",""
"32","2019","4","weiblich","","","",""
"32","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"32","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"35","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"35","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"35","2019","2","männlich","","","",""
"35","2019","2","weiblich","","","",""
"35","2019","3","männlich","","","",""
"35","2019","3","weiblich","","","",""
"35","2019","4","männlich","","","",""
"35","2019","4","weiblich","","","",""
"35","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"35","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"36","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"36","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"36","2019","2","männlich","","","",""
"36","2019","2","weiblich","","","",""
"36","2019","3","männlich","","","",""
"36","2019","3","weiblich","","","",""
"36","2019","4","männlich","","","",""
"36","2019","4","weiblich","","","",""
"36","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"36","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"40","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"40","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"40","2019","2","männlich","","","",""
"40","2019","2","weiblich","","","",""
"40","2019","3","männlich","","","",""
"40","2019","3","weiblich","","","",""
"40","2019","4","männlich","","","",""
"40","2019","4","weiblich","","","",""
"40","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"40","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"42","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"42","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"42","2019","2","männlich","","","",""
"42","2019","2","weiblich","","","",""
"42","2019","3","männlich","","","",""
"42","2019","3","weiblich","","","",""
"42","2019","4","männlich","","","",""
"42","2019","4","weiblich","","","",""
"42","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"42","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"45","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"45","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"45","2019","2","männlich","","","",""
"45","2019","2","weiblich","","","",""
"45","2019","3","männlich","","","",""
"45","2019","3","weiblich","","","",""
"45","2019","4","männlich","","","",""
"45","2019","4","weiblich","","","",""
"45","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"45","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"48","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"48","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"48","2019","2","männlich","","","",""
"48","2019","2","weiblich","","","",""
"48","2019","3","männlich","","","",""
"48","2019","3","weiblich","","","",""
"48","2019","4","männlich","","","",""
"48","2019","4","weiblich","","","",""
"48","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"48","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"50","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"50","2019","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"50","2019","2","männlich","","","",""
"50","2019","2","weiblich","","","",""
"50","2019","3","männlich","","","",""
"50","2019","3","weiblich","","","",""
"50","2019","4","männlich","","","",""
"50","2019","4","weiblich","","","",""
"50","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
"50","2019","5 Einkommensstärkstes Quintil","weiblich","","","",""
"64","2019","1 Einkommensschwächstes Quintil","männlich","","","",""
"64","2019","1 Einkommensschwächstes Quintil","weiblich","","","",""
"64","2019","2","männlich","","","",""
"64","2019","2","weiblich","","","",""
"64","2019","3","männlich","","","",""
"64","2019","3","weiblich","","","",""
"64","2019","4","männlich","","","",""
"64","2019","4","weiblich","","","",""
"64","2019","5 Einkommensstärkstes Quintil","männlich","","","",""
