"ple0055","year","regtyp","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"31","1993","Laendlicher Raum","Ostdeutschland","","","",""
"32","1993","Staedtischer Raum","Westdeutschland","","","",""
"32","1993","Staedtischer Raum","Ostdeutschland","","","",""
"32","1993","Laendlicher Raum","Westdeutschland","","","",""
"32","1993","Laendlicher Raum","Ostdeutschland","","","",""
"35","1993","Staedtischer Raum","Westdeutschland","","","",""
"35","1993","Staedtischer Raum","Ostdeutschland","","","",""
"35","1993","Laendlicher Raum","Westdeutschland","","","",""
"35","1993","Laendlicher Raum","Ostdeutschland","","","",""
"36","1993","Staedtischer Raum","Westdeutschland","","","",""
"36","1993","Staedtischer Raum","Ostdeutschland","","","",""
"36","1993","Laendlicher Raum","Westdeutschland","","","",""
"36","1993","Laendlicher Raum","Ostdeutschland","","","",""
"40","1993","Staedtischer Raum","Westdeutschland","","","",""
"40","1993","Staedtischer Raum","Ostdeutschland","","","",""
"40","1993","Laendlicher Raum","Westdeutschland","","","",""
"40","1993","Laendlicher Raum","Ostdeutschland","","","",""
"42","1993","Staedtischer Raum","Westdeutschland","","","",""
"42","1993","Staedtischer Raum","Ostdeutschland","","","",""
"42","1993","Laendlicher Raum","Westdeutschland","","","",""
"42","1993","Laendlicher Raum","Ostdeutschland","","","",""
"45","1993","Staedtischer Raum","Westdeutschland","","","",""
"45","1993","Staedtischer Raum","Ostdeutschland","","","",""
"45","1993","Laendlicher Raum","Westdeutschland","","","",""
"45","1993","Laendlicher Raum","Ostdeutschland","","","",""
"48","1993","Staedtischer Raum","Westdeutschland","","","",""
"48","1993","Staedtischer Raum","Ostdeutschland","","","",""
"48","1993","Laendlicher Raum","Westdeutschland","","","",""
"48","1993","Laendlicher Raum","Ostdeutschland","","","",""
"50","1993","Staedtischer Raum","Westdeutschland","","","",""
"50","1993","Staedtischer Raum","Ostdeutschland","","","",""
"50","1993","Laendlicher Raum","Westdeutschland","","","",""
"50","1993","Laendlicher Raum","Ostdeutschland","","","",""
"51","1993","Staedtischer Raum","Westdeutschland","","","",""
"51","1993","Staedtischer Raum","Ostdeutschland","","","",""
"51","1993","Laendlicher Raum","Westdeutschland","","","",""
"51","1993","Laendlicher Raum","Ostdeutschland","","","",""
"64","1993","Staedtischer Raum","Westdeutschland","","","",""
"64","1993","Staedtischer Raum","Ostdeutschland","","","",""
"64","1993","Laendlicher Raum","Westdeutschland","","","",""
"64","1993","Laendlicher Raum","Ostdeutschland","","","",""
"65","1993","Staedtischer Raum","Westdeutschland","","","",""
"65","1993","Staedtischer Raum","Ostdeutschland","","","",""
"65","1993","Laendlicher Raum","Westdeutschland","","","",""
"65","1993","Laendlicher Raum","Ostdeutschland","","","",""
"90","1993","Staedtischer Raum","Westdeutschland","","","",""
"90","1993","Staedtischer Raum","Ostdeutschland","","","",""
"90","1993","Laendlicher Raum","Westdeutschland","","","",""
"90","1993","Laendlicher Raum","Ostdeutschland","","","",""
"98","1993","Staedtischer Raum","Westdeutschland","","","",""
"98","1993","Staedtischer Raum","Ostdeutschland","","","",""
"98","1993","Laendlicher Raum","Westdeutschland","","","",""
"98","1993","Laendlicher Raum","Ostdeutschland","","","",""
"100","1993","Staedtischer Raum","Westdeutschland","","","",""
"100","1993","Staedtischer Raum","Ostdeutschland","","","",""
"100","1993","Laendlicher Raum","Westdeutschland","","","",""
"100","1993","Laendlicher Raum","Ostdeutschland","","","",""
"0","1994","Staedtischer Raum","Westdeutschland","","","",""
"0","1994","Staedtischer Raum","Ostdeutschland","","","",""
"0","1994","Laendlicher Raum","Westdeutschland","","","",""
"0","1994","Laendlicher Raum","Ostdeutschland","","","",""
"1","1994","Staedtischer Raum","Westdeutschland","663","0.782152415811177","0.753830339979427","0.810474491642927"
"1","1994","Staedtischer Raum","Ostdeutschland","87","0.693822325659052","0.611357572539321","0.776287078778783"
"1","1994","Laendlicher Raum","Westdeutschland","175","0.797726882843696","0.745239728274347","0.850214037413044"
"1","1994","Laendlicher Raum","Ostdeutschland","189","0.795237364437341","0.743644706304791","0.846830022569891"
"2","1994","Staedtischer Raum","Westdeutschland","104","0.143771391967793","0.119698175695688","0.167844608239898"
"2","1994","Staedtischer Raum","Ostdeutschland","18","","",""
"2","1994","Laendlicher Raum","Westdeutschland","34","0.121246860454071","0.0785962228792031","0.163897498028939"
"2","1994","Laendlicher Raum","Ostdeutschland","30","0.152372965580972","0.106424552175196","0.198321378986748"
"3","1994","Staedtischer Raum","Westdeutschland","24","","",""
"3","1994","Staedtischer Raum","Ostdeutschland","8","","",""
"3","1994","Laendlicher Raum","Westdeutschland","5","","",""
"3","1994","Laendlicher Raum","Ostdeutschland","5","","",""
"4","1994","Staedtischer Raum","Westdeutschland","12","","",""
"4","1994","Staedtischer Raum","Ostdeutschland","3","","",""
"4","1994","Laendlicher Raum","Westdeutschland","","","",""
"4","1994","Laendlicher Raum","Ostdeutschland","3","","",""
"5","1994","Staedtischer Raum","Westdeutschland","2","","",""
"5","1994","Staedtischer Raum","Ostdeutschland","2","","",""
"5","1994","Laendlicher Raum","Westdeutschland","2","","",""
"5","1994","Laendlicher Raum","Ostdeutschland","2","","",""
"6","1994","Staedtischer Raum","Westdeutschland","1","","",""
"6","1994","Staedtischer Raum","Ostdeutschland","1","","",""
"6","1994","Laendlicher Raum","Westdeutschland","3","","",""
"6","1994","Laendlicher Raum","Ostdeutschland","2","","",""
"7","1994","Staedtischer Raum","Westdeutschland","3","","",""
"7","1994","Staedtischer Raum","Ostdeutschland","","","",""
"7","1994","Laendlicher Raum","Westdeutschland","1","","",""
"7","1994","Laendlicher Raum","Ostdeutschland","","","",""
"8","1994","Staedtischer Raum","Westdeutschland","3","","",""
"8","1994","Staedtischer Raum","Ostdeutschland","","","",""
"8","1994","Laendlicher Raum","Westdeutschland","1","","",""
"8","1994","Laendlicher Raum","Ostdeutschland","","","",""
"9","1994","Staedtischer Raum","Westdeutschland","","","",""
"9","1994","Staedtischer Raum","Ostdeutschland","","","",""
"9","1994","Laendlicher Raum","Westdeutschland","","","",""
"9","1994","Laendlicher Raum","Ostdeutschland","","","",""
"10","1994","Staedtischer Raum","Westdeutschland","1","","",""
"10","1994","Staedtischer Raum","Ostdeutschland","","","",""
"10","1994","Laendlicher Raum","Westdeutschland","","","",""
"10","1994","Laendlicher Raum","Ostdeutschland","2","","",""
"11","1994","Staedtischer Raum","Westdeutschland","","","",""
"11","1994","Staedtischer Raum","Ostdeutschland","","","",""
"11","1994","Laendlicher Raum","Westdeutschland","","","",""
"11","1994","Laendlicher Raum","Ostdeutschland","","","",""
"12","1994","Staedtischer Raum","Westdeutschland","","","",""
"12","1994","Staedtischer Raum","Ostdeutschland","1","","",""
"12","1994","Laendlicher Raum","Westdeutschland","","","",""
"12","1994","Laendlicher Raum","Ostdeutschland","","","",""
"13","1994","Staedtischer Raum","Westdeutschland","","","",""
"13","1994","Staedtischer Raum","Ostdeutschland","","","",""
"13","1994","Laendlicher Raum","Westdeutschland","1","","",""
"13","1994","Laendlicher Raum","Ostdeutschland","","","",""
"14","1994","Staedtischer Raum","Westdeutschland","1","","",""
"14","1994","Staedtischer Raum","Ostdeutschland","","","",""
"14","1994","Laendlicher Raum","Westdeutschland","2","","",""
"14","1994","Laendlicher Raum","Ostdeutschland","","","",""
"15","1994","Staedtischer Raum","Westdeutschland","","","",""
"15","1994","Staedtischer Raum","Ostdeutschland","","","",""
"15","1994","Laendlicher Raum","Westdeutschland","","","",""
"15","1994","Laendlicher Raum","Ostdeutschland","1","","",""
"16","1994","Staedtischer Raum","Westdeutschland","","","",""
"16","1994","Staedtischer Raum","Ostdeutschland","","","",""
"16","1994","Laendlicher Raum","Westdeutschland","1","","",""
"16","1994","Laendlicher Raum","Ostdeutschland","","","",""
"17","1994","Staedtischer Raum","Westdeutschland","","","",""
"17","1994","Staedtischer Raum","Ostdeutschland","","","",""
"17","1994","Laendlicher Raum","Westdeutschland","","","",""
"17","1994","Laendlicher Raum","Ostdeutschland","","","",""
"18","1994","Staedtischer Raum","Westdeutschland","","","",""
"18","1994","Staedtischer Raum","Ostdeutschland","","","",""
"18","1994","Laendlicher Raum","Westdeutschland","","","",""
"18","1994","Laendlicher Raum","Ostdeutschland","","","",""
"19","1994","Staedtischer Raum","Westdeutschland","","","",""
"19","1994","Staedtischer Raum","Ostdeutschland","","","",""
"19","1994","Laendlicher Raum","Westdeutschland","","","",""
"19","1994","Laendlicher Raum","Ostdeutschland","","","",""
"20","1994","Staedtischer Raum","Westdeutschland","","","",""
"20","1994","Staedtischer Raum","Ostdeutschland","","","",""
"20","1994","Laendlicher Raum","Westdeutschland","","","",""
"20","1994","Laendlicher Raum","Ostdeutschland","","","",""
"21","1994","Staedtischer Raum","Westdeutschland","1","","",""
"21","1994","Staedtischer Raum","Ostdeutschland","","","",""
"21","1994","Laendlicher Raum","Westdeutschland","","","",""
"21","1994","Laendlicher Raum","Ostdeutschland","1","","",""
"22","1994","Staedtischer Raum","Westdeutschland","","","",""
"22","1994","Staedtischer Raum","Ostdeutschland","","","",""
"22","1994","Laendlicher Raum","Westdeutschland","","","",""
"22","1994","Laendlicher Raum","Ostdeutschland","","","",""
"23","1994","Staedtischer Raum","Westdeutschland","","","",""
"23","1994","Staedtischer Raum","Ostdeutschland","","","",""
"23","1994","Laendlicher Raum","Westdeutschland","","","",""
"23","1994","Laendlicher Raum","Ostdeutschland","","","",""
"24","1994","Staedtischer Raum","Westdeutschland","","","",""
"24","1994","Staedtischer Raum","Ostdeutschland","","","",""
"24","1994","Laendlicher Raum","Westdeutschland","","","",""
"24","1994","Laendlicher Raum","Ostdeutschland","","","",""
"25","1994","Staedtischer Raum","Westdeutschland","","","",""
"25","1994","Staedtischer Raum","Ostdeutschland","","","",""
"25","1994","Laendlicher Raum","Westdeutschland","","","",""
"25","1994","Laendlicher Raum","Ostdeutschland","","","",""
"26","1994","Staedtischer Raum","Westdeutschland","","","",""
"26","1994","Staedtischer Raum","Ostdeutschland","","","",""
"26","1994","Laendlicher Raum","Westdeutschland","","","",""
"26","1994","Laendlicher Raum","Ostdeutschland","","","",""
"27","1994","Staedtischer Raum","Westdeutschland","","","",""
"27","1994","Staedtischer Raum","Ostdeutschland","","","",""
"27","1994","Laendlicher Raum","Westdeutschland","","","",""
"27","1994","Laendlicher Raum","Ostdeutschland","","","",""
"28","1994","Staedtischer Raum","Westdeutschland","","","",""
"28","1994","Staedtischer Raum","Ostdeutschland","","","",""
"28","1994","Laendlicher Raum","Westdeutschland","","","",""
"28","1994","Laendlicher Raum","Ostdeutschland","","","",""
"30","1994","Staedtischer Raum","Westdeutschland","","","",""
"30","1994","Staedtischer Raum","Ostdeutschland","","","",""
"30","1994","Laendlicher Raum","Westdeutschland","","","",""
"30","1994","Laendlicher Raum","Ostdeutschland","","","",""
"31","1994","Staedtischer Raum","Westdeutschland","","","",""
"31","1994","Staedtischer Raum","Ostdeutschland","","","",""
"31","1994","Laendlicher Raum","Westdeutschland","","","",""
"31","1994","Laendlicher Raum","Ostdeutschland","","","",""
"32","1994","Staedtischer Raum","Westdeutschland","","","",""
"32","1994","Staedtischer Raum","Ostdeutschland","","","",""
"32","1994","Laendlicher Raum","Westdeutschland","","","",""
"32","1994","Laendlicher Raum","Ostdeutschland","","","",""
"35","1994","Staedtischer Raum","Westdeutschland","","","",""
"35","1994","Staedtischer Raum","Ostdeutschland","","","",""
"35","1994","Laendlicher Raum","Westdeutschland","","","",""
"35","1994","Laendlicher Raum","Ostdeutschland","","","",""
"36","1994","Staedtischer Raum","Westdeutschland","","","",""
"36","1994","Staedtischer Raum","Ostdeutschland","","","",""
"36","1994","Laendlicher Raum","Westdeutschland","","","",""
"36","1994","Laendlicher Raum","Ostdeutschland","","","",""
"40","1994","Staedtischer Raum","Westdeutschland","","","",""
"40","1994","Staedtischer Raum","Ostdeutschland","","","",""
"40","1994","Laendlicher Raum","Westdeutschland","","","",""
"40","1994","Laendlicher Raum","Ostdeutschland","","","",""
"42","1994","Staedtischer Raum","Westdeutschland","","","",""
"42","1994","Staedtischer Raum","Ostdeutschland","","","",""
"42","1994","Laendlicher Raum","Westdeutschland","","","",""
"42","1994","Laendlicher Raum","Ostdeutschland","","","",""
"45","1994","Staedtischer Raum","Westdeutschland","","","",""
"45","1994","Staedtischer Raum","Ostdeutschland","","","",""
"45","1994","Laendlicher Raum","Westdeutschland","","","",""
"45","1994","Laendlicher Raum","Ostdeutschland","","","",""
"48","1994","Staedtischer Raum","Westdeutschland","","","",""
"48","1994","Staedtischer Raum","Ostdeutschland","","","",""
"48","1994","Laendlicher Raum","Westdeutschland","","","",""
"48","1994","Laendlicher Raum","Ostdeutschland","","","",""
"50","1994","Staedtischer Raum","Westdeutschland","1","","",""
"50","1994","Staedtischer Raum","Ostdeutschland","","","",""
"50","1994","Laendlicher Raum","Westdeutschland","","","",""
"50","1994","Laendlicher Raum","Ostdeutschland","","","",""
"51","1994","Staedtischer Raum","Westdeutschland","","","",""
"51","1994","Staedtischer Raum","Ostdeutschland","","","",""
"51","1994","Laendlicher Raum","Westdeutschland","","","",""
"51","1994","Laendlicher Raum","Ostdeutschland","","","",""
"64","1994","Staedtischer Raum","Westdeutschland","","","",""
"64","1994","Staedtischer Raum","Ostdeutschland","","","",""
"64","1994","Laendlicher Raum","Westdeutschland","","","",""
"64","1994","Laendlicher Raum","Ostdeutschland","","","",""
"65","1994","Staedtischer Raum","Westdeutschland","","","",""
"65","1994","Staedtischer Raum","Ostdeutschland","","","",""
"65","1994","Laendlicher Raum","Westdeutschland","","","",""
"65","1994","Laendlicher Raum","Ostdeutschland","","","",""
"90","1994","Staedtischer Raum","Westdeutschland","","","",""
"90","1994","Staedtischer Raum","Ostdeutschland","","","",""
"90","1994","Laendlicher Raum","Westdeutschland","","","",""
"90","1994","Laendlicher Raum","Ostdeutschland","","","",""
"98","1994","Staedtischer Raum","Westdeutschland","","","",""
"98","1994","Staedtischer Raum","Ostdeutschland","","","",""
"98","1994","Laendlicher Raum","Westdeutschland","","","",""
"98","1994","Laendlicher Raum","Ostdeutschland","","","",""
"100","1994","Staedtischer Raum","Westdeutschland","","","",""
"100","1994","Staedtischer Raum","Ostdeutschland","","","",""
"100","1994","Laendlicher Raum","Westdeutschland","","","",""
"100","1994","Laendlicher Raum","Ostdeutschland","","","",""
"0","1995","Staedtischer Raum","Westdeutschland","","","",""
"0","1995","Staedtischer Raum","Ostdeutschland","1","","",""
"0","1995","Laendlicher Raum","Westdeutschland","","","",""
"0","1995","Laendlicher Raum","Ostdeutschland","6","","",""
"1","1995","Staedtischer Raum","Westdeutschland","622","0.737716945978826","0.70759131610893","0.767842575848722"
"1","1995","Staedtischer Raum","Ostdeutschland","97","0.815221473224942","0.74428612153717","0.886156824912713"
"1","1995","Laendlicher Raum","Westdeutschland","186","0.744066048876839","0.688741378449571","0.799390719304108"
"1","1995","Laendlicher Raum","Ostdeutschland","217","0.733735038815456","0.683037916952302","0.78443216067861"
"2","1995","Staedtischer Raum","Westdeutschland","134","0.172131369834568","0.146278017442402","0.197984722226734"
"2","1995","Staedtischer Raum","Ostdeutschland","11","","",""
"2","1995","Laendlicher Raum","Westdeutschland","30","0.166727132143484","0.119472335229506","0.213981929057463"
"2","1995","Laendlicher Raum","Ostdeutschland","41","0.147897975638422","0.107180243725173","0.18861570755167"
"3","1995","Staedtischer Raum","Westdeutschland","27","","",""
"3","1995","Staedtischer Raum","Ostdeutschland","4","","",""
"3","1995","Laendlicher Raum","Westdeutschland","11","","",""
"3","1995","Laendlicher Raum","Ostdeutschland","13","","",""
"4","1995","Staedtischer Raum","Westdeutschland","17","","",""
"4","1995","Staedtischer Raum","Ostdeutschland","","","",""
"4","1995","Laendlicher Raum","Westdeutschland","2","","",""
"4","1995","Laendlicher Raum","Ostdeutschland","7","","",""
"5","1995","Staedtischer Raum","Westdeutschland","5","","",""
"5","1995","Staedtischer Raum","Ostdeutschland","","","",""
"5","1995","Laendlicher Raum","Westdeutschland","5","","",""
"5","1995","Laendlicher Raum","Ostdeutschland","1","","",""
"6","1995","Staedtischer Raum","Westdeutschland","3","","",""
"6","1995","Staedtischer Raum","Ostdeutschland","","","",""
"6","1995","Laendlicher Raum","Westdeutschland","2","","",""
"6","1995","Laendlicher Raum","Ostdeutschland","2","","",""
"7","1995","Staedtischer Raum","Westdeutschland","2","","",""
"7","1995","Staedtischer Raum","Ostdeutschland","","","",""
"7","1995","Laendlicher Raum","Westdeutschland","","","",""
"7","1995","Laendlicher Raum","Ostdeutschland","","","",""
"8","1995","Staedtischer Raum","Westdeutschland","3","","",""
"8","1995","Staedtischer Raum","Ostdeutschland","","","",""
"8","1995","Laendlicher Raum","Westdeutschland","","","",""
"8","1995","Laendlicher Raum","Ostdeutschland","","","",""
"9","1995","Staedtischer Raum","Westdeutschland","1","","",""
"9","1995","Staedtischer Raum","Ostdeutschland","","","",""
"9","1995","Laendlicher Raum","Westdeutschland","","","",""
"9","1995","Laendlicher Raum","Ostdeutschland","","","",""
"10","1995","Staedtischer Raum","Westdeutschland","","","",""
"10","1995","Staedtischer Raum","Ostdeutschland","","","",""
"10","1995","Laendlicher Raum","Westdeutschland","","","",""
"10","1995","Laendlicher Raum","Ostdeutschland","2","","",""
"11","1995","Staedtischer Raum","Westdeutschland","1","","",""
"11","1995","Staedtischer Raum","Ostdeutschland","","","",""
"11","1995","Laendlicher Raum","Westdeutschland","2","","",""
"11","1995","Laendlicher Raum","Ostdeutschland","2","","",""
"12","1995","Staedtischer Raum","Westdeutschland","2","","",""
"12","1995","Staedtischer Raum","Ostdeutschland","","","",""
"12","1995","Laendlicher Raum","Westdeutschland","","","",""
"12","1995","Laendlicher Raum","Ostdeutschland","1","","",""
"13","1995","Staedtischer Raum","Westdeutschland","","","",""
"13","1995","Staedtischer Raum","Ostdeutschland","","","",""
"13","1995","Laendlicher Raum","Westdeutschland","","","",""
"13","1995","Laendlicher Raum","Ostdeutschland","","","",""
"14","1995","Staedtischer Raum","Westdeutschland","1","","",""
"14","1995","Staedtischer Raum","Ostdeutschland","","","",""
"14","1995","Laendlicher Raum","Westdeutschland","","","",""
"14","1995","Laendlicher Raum","Ostdeutschland","","","",""
"15","1995","Staedtischer Raum","Westdeutschland","","","",""
"15","1995","Staedtischer Raum","Ostdeutschland","","","",""
"15","1995","Laendlicher Raum","Westdeutschland","","","",""
"15","1995","Laendlicher Raum","Ostdeutschland","","","",""
"16","1995","Staedtischer Raum","Westdeutschland","","","",""
"16","1995","Staedtischer Raum","Ostdeutschland","","","",""
"16","1995","Laendlicher Raum","Westdeutschland","","","",""
"16","1995","Laendlicher Raum","Ostdeutschland","","","",""
"17","1995","Staedtischer Raum","Westdeutschland","","","",""
"17","1995","Staedtischer Raum","Ostdeutschland","","","",""
"17","1995","Laendlicher Raum","Westdeutschland","","","",""
"17","1995","Laendlicher Raum","Ostdeutschland","","","",""
"18","1995","Staedtischer Raum","Westdeutschland","","","",""
"18","1995","Staedtischer Raum","Ostdeutschland","1","","",""
"18","1995","Laendlicher Raum","Westdeutschland","","","",""
"18","1995","Laendlicher Raum","Ostdeutschland","","","",""
"19","1995","Staedtischer Raum","Westdeutschland","","","",""
"19","1995","Staedtischer Raum","Ostdeutschland","","","",""
"19","1995","Laendlicher Raum","Westdeutschland","","","",""
"19","1995","Laendlicher Raum","Ostdeutschland","","","",""
"20","1995","Staedtischer Raum","Westdeutschland","1","","",""
"20","1995","Staedtischer Raum","Ostdeutschland","","","",""
"20","1995","Laendlicher Raum","Westdeutschland","","","",""
"20","1995","Laendlicher Raum","Ostdeutschland","","","",""
"21","1995","Staedtischer Raum","Westdeutschland","","","",""
"21","1995","Staedtischer Raum","Ostdeutschland","","","",""
"21","1995","Laendlicher Raum","Westdeutschland","1","","",""
"21","1995","Laendlicher Raum","Ostdeutschland","","","",""
"22","1995","Staedtischer Raum","Westdeutschland","","","",""
"22","1995","Staedtischer Raum","Ostdeutschland","","","",""
"22","1995","Laendlicher Raum","Westdeutschland","","","",""
"22","1995","Laendlicher Raum","Ostdeutschland","","","",""
"23","1995","Staedtischer Raum","Westdeutschland","","","",""
"23","1995","Staedtischer Raum","Ostdeutschland","","","",""
"23","1995","Laendlicher Raum","Westdeutschland","","","",""
"23","1995","Laendlicher Raum","Ostdeutschland","","","",""
"24","1995","Staedtischer Raum","Westdeutschland","","","",""
"24","1995","Staedtischer Raum","Ostdeutschland","","","",""
"24","1995","Laendlicher Raum","Westdeutschland","","","",""
"24","1995","Laendlicher Raum","Ostdeutschland","","","",""
"25","1995","Staedtischer Raum","Westdeutschland","","","",""
"25","1995","Staedtischer Raum","Ostdeutschland","","","",""
"25","1995","Laendlicher Raum","Westdeutschland","","","",""
"25","1995","Laendlicher Raum","Ostdeutschland","","","",""
"26","1995","Staedtischer Raum","Westdeutschland","","","",""
"26","1995","Staedtischer Raum","Ostdeutschland","","","",""
"26","1995","Laendlicher Raum","Westdeutschland","","","",""
"26","1995","Laendlicher Raum","Ostdeutschland","","","",""
"27","1995","Staedtischer Raum","Westdeutschland","","","",""
"27","1995","Staedtischer Raum","Ostdeutschland","","","",""
"27","1995","Laendlicher Raum","Westdeutschland","","","",""
"27","1995","Laendlicher Raum","Ostdeutschland","","","",""
"28","1995","Staedtischer Raum","Westdeutschland","","","",""
"28","1995","Staedtischer Raum","Ostdeutschland","","","",""
"28","1995","Laendlicher Raum","Westdeutschland","","","",""
"28","1995","Laendlicher Raum","Ostdeutschland","","","",""
"30","1995","Staedtischer Raum","Westdeutschland","","","",""
"30","1995","Staedtischer Raum","Ostdeutschland","","","",""
"30","1995","Laendlicher Raum","Westdeutschland","","","",""
"30","1995","Laendlicher Raum","Ostdeutschland","","","",""
"31","1995","Staedtischer Raum","Westdeutschland","","","",""
"31","1995","Staedtischer Raum","Ostdeutschland","","","",""
"31","1995","Laendlicher Raum","Westdeutschland","","","",""
"31","1995","Laendlicher Raum","Ostdeutschland","","","",""
"32","1995","Staedtischer Raum","Westdeutschland","","","",""
"32","1995","Staedtischer Raum","Ostdeutschland","","","",""
"32","1995","Laendlicher Raum","Westdeutschland","","","",""
"32","1995","Laendlicher Raum","Ostdeutschland","","","",""
"35","1995","Staedtischer Raum","Westdeutschland","","","",""
"35","1995","Staedtischer Raum","Ostdeutschland","1","","",""
"35","1995","Laendlicher Raum","Westdeutschland","","","",""
"35","1995","Laendlicher Raum","Ostdeutschland","","","",""
"36","1995","Staedtischer Raum","Westdeutschland","","","",""
"36","1995","Staedtischer Raum","Ostdeutschland","","","",""
"36","1995","Laendlicher Raum","Westdeutschland","","","",""
"36","1995","Laendlicher Raum","Ostdeutschland","","","",""
"40","1995","Staedtischer Raum","Westdeutschland","","","",""
"40","1995","Staedtischer Raum","Ostdeutschland","","","",""
"40","1995","Laendlicher Raum","Westdeutschland","","","",""
"40","1995","Laendlicher Raum","Ostdeutschland","","","",""
"42","1995","Staedtischer Raum","Westdeutschland","","","",""
"42","1995","Staedtischer Raum","Ostdeutschland","","","",""
"42","1995","Laendlicher Raum","Westdeutschland","","","",""
"42","1995","Laendlicher Raum","Ostdeutschland","","","",""
"45","1995","Staedtischer Raum","Westdeutschland","","","",""
"45","1995","Staedtischer Raum","Ostdeutschland","","","",""
"45","1995","Laendlicher Raum","Westdeutschland","","","",""
"45","1995","Laendlicher Raum","Ostdeutschland","","","",""
"48","1995","Staedtischer Raum","Westdeutschland","","","",""
"48","1995","Staedtischer Raum","Ostdeutschland","","","",""
"48","1995","Laendlicher Raum","Westdeutschland","","","",""
"48","1995","Laendlicher Raum","Ostdeutschland","","","",""
"50","1995","Staedtischer Raum","Westdeutschland","","","",""
"50","1995","Staedtischer Raum","Ostdeutschland","","","",""
"50","1995","Laendlicher Raum","Westdeutschland","","","",""
"50","1995","Laendlicher Raum","Ostdeutschland","","","",""
"51","1995","Staedtischer Raum","Westdeutschland","","","",""
"51","1995","Staedtischer Raum","Ostdeutschland","","","",""
"51","1995","Laendlicher Raum","Westdeutschland","","","",""
"51","1995","Laendlicher Raum","Ostdeutschland","","","",""
"64","1995","Staedtischer Raum","Westdeutschland","","","",""
"64","1995","Staedtischer Raum","Ostdeutschland","","","",""
"64","1995","Laendlicher Raum","Westdeutschland","","","",""
"64","1995","Laendlicher Raum","Ostdeutschland","","","",""
"65","1995","Staedtischer Raum","Westdeutschland","","","",""
"65","1995","Staedtischer Raum","Ostdeutschland","","","",""
"65","1995","Laendlicher Raum","Westdeutschland","","","",""
"65","1995","Laendlicher Raum","Ostdeutschland","","","",""
"90","1995","Staedtischer Raum","Westdeutschland","","","",""
"90","1995","Staedtischer Raum","Ostdeutschland","","","",""
"90","1995","Laendlicher Raum","Westdeutschland","","","",""
"90","1995","Laendlicher Raum","Ostdeutschland","","","",""
"98","1995","Staedtischer Raum","Westdeutschland","","","",""
"98","1995","Staedtischer Raum","Ostdeutschland","","","",""
"98","1995","Laendlicher Raum","Westdeutschland","","","",""
"98","1995","Laendlicher Raum","Ostdeutschland","","","",""
"100","1995","Staedtischer Raum","Westdeutschland","","","",""
"100","1995","Staedtischer Raum","Ostdeutschland","","","",""
"100","1995","Laendlicher Raum","Westdeutschland","","","",""
"100","1995","Laendlicher Raum","Ostdeutschland","","","",""
"0","1996","Staedtischer Raum","Westdeutschland","","","",""
"0","1996","Staedtischer Raum","Ostdeutschland","","","",""
"0","1996","Laendlicher Raum","Westdeutschland","","","",""
"0","1996","Laendlicher Raum","Ostdeutschland","","","",""
"1","1996","Staedtischer Raum","Westdeutschland","678","0.773177173374331","0.744840425789433","0.801513920959228"
"1","1996","Staedtischer Raum","Ostdeutschland","99","0.70735357314165","0.627593972041804","0.787113174241495"
"1","1996","Laendlicher Raum","Westdeutschland","185","0.73942366739809","0.683889965132976","0.794957369663204"
"1","1996","Laendlicher Raum","Ostdeutschland","228","0.768576862728794","0.720286404951937","0.816867320505651"
"2","1996","Staedtischer Raum","Westdeutschland","107","0.150485545555081","0.126291979287991","0.174679111822171"
"2","1996","Staedtischer Raum","Ostdeutschland","20","","",""
"2","1996","Laendlicher Raum","Westdeutschland","35","0.13988909626679","0.0960045483202361","0.183773644213343"
"2","1996","Laendlicher Raum","Ostdeutschland","37","0.138657020437634","0.099086362457418","0.178227678417851"
"3","1996","Staedtischer Raum","Westdeutschland","33","0.0471281147355319","0.0327889319548543","0.0614672975162095"
"3","1996","Staedtischer Raum","Ostdeutschland","2","","",""
"3","1996","Laendlicher Raum","Westdeutschland","7","","",""
"3","1996","Laendlicher Raum","Ostdeutschland","13","","",""
"4","1996","Staedtischer Raum","Westdeutschland","6","","",""
"4","1996","Staedtischer Raum","Ostdeutschland","","","",""
"4","1996","Laendlicher Raum","Westdeutschland","3","","",""
"4","1996","Laendlicher Raum","Ostdeutschland","3","","",""
"5","1996","Staedtischer Raum","Westdeutschland","7","","",""
"5","1996","Staedtischer Raum","Ostdeutschland","","","",""
"5","1996","Laendlicher Raum","Westdeutschland","2","","",""
"5","1996","Laendlicher Raum","Ostdeutschland","3","","",""
"6","1996","Staedtischer Raum","Westdeutschland","3","","",""
"6","1996","Staedtischer Raum","Ostdeutschland","1","","",""
"6","1996","Laendlicher Raum","Westdeutschland","","","",""
"6","1996","Laendlicher Raum","Ostdeutschland","","","",""
"7","1996","Staedtischer Raum","Westdeutschland","1","","",""
"7","1996","Staedtischer Raum","Ostdeutschland","","","",""
"7","1996","Laendlicher Raum","Westdeutschland","4","","",""
"7","1996","Laendlicher Raum","Ostdeutschland","4","","",""
"8","1996","Staedtischer Raum","Westdeutschland","","","",""
"8","1996","Staedtischer Raum","Ostdeutschland","","","",""
"8","1996","Laendlicher Raum","Westdeutschland","","","",""
"8","1996","Laendlicher Raum","Ostdeutschland","","","",""
