"ple0055","year","regtyp","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"48","2008","Staedtischer Raum","Ostdeutschland","","","",""
"48","2008","Laendlicher Raum","Westdeutschland","","","",""
"48","2008","Laendlicher Raum","Ostdeutschland","","","",""
"50","2008","Staedtischer Raum","Westdeutschland","","","",""
"50","2008","Staedtischer Raum","Ostdeutschland","","","",""
"50","2008","Laendlicher Raum","Westdeutschland","","","",""
"50","2008","Laendlicher Raum","Ostdeutschland","","","",""
"51","2008","Staedtischer Raum","Westdeutschland","","","",""
"51","2008","Staedtischer Raum","Ostdeutschland","","","",""
"51","2008","Laendlicher Raum","Westdeutschland","","","",""
"51","2008","Laendlicher Raum","Ostdeutschland","","","",""
"64","2008","Staedtischer Raum","Westdeutschland","","","",""
"64","2008","Staedtischer Raum","Ostdeutschland","","","",""
"64","2008","Laendlicher Raum","Westdeutschland","","","",""
"64","2008","Laendlicher Raum","Ostdeutschland","","","",""
"65","2008","Staedtischer Raum","Westdeutschland","","","",""
"65","2008","Staedtischer Raum","Ostdeutschland","","","",""
"65","2008","Laendlicher Raum","Westdeutschland","","","",""
"65","2008","Laendlicher Raum","Ostdeutschland","","","",""
"90","2008","Staedtischer Raum","Westdeutschland","","","",""
"90","2008","Staedtischer Raum","Ostdeutschland","","","",""
"90","2008","Laendlicher Raum","Westdeutschland","","","",""
"90","2008","Laendlicher Raum","Ostdeutschland","","","",""
"98","2008","Staedtischer Raum","Westdeutschland","","","",""
"98","2008","Staedtischer Raum","Ostdeutschland","","","",""
"98","2008","Laendlicher Raum","Westdeutschland","","","",""
"98","2008","Laendlicher Raum","Ostdeutschland","","","",""
"100","2008","Staedtischer Raum","Westdeutschland","","","",""
"100","2008","Staedtischer Raum","Ostdeutschland","","","",""
"100","2008","Laendlicher Raum","Westdeutschland","","","",""
"100","2008","Laendlicher Raum","Ostdeutschland","","","",""
"0","2009","Staedtischer Raum","Westdeutschland","","","",""
"0","2009","Staedtischer Raum","Ostdeutschland","","","",""
"0","2009","Laendlicher Raum","Westdeutschland","","","",""
"0","2009","Laendlicher Raum","Ostdeutschland","","","",""
"1","2009","Staedtischer Raum","Westdeutschland","886","0.718417098968668","0.693137349057038","0.743696848880298"
"1","2009","Staedtischer Raum","Ostdeutschland","137","0.717083188093903","0.651824747123917","0.782341629063889"
"1","2009","Laendlicher Raum","Westdeutschland","319","0.72034532758896","0.678118871137773","0.762571784040147"
"1","2009","Laendlicher Raum","Ostdeutschland","307","0.771190020204774","0.730529367632429","0.811850672777118"
"2","2009","Staedtischer Raum","Westdeutschland","224","0.204322630426336","0.181660118683536","0.226985142169135"
"2","2009","Staedtischer Raum","Ostdeutschland","30","0.185099386516418","0.12882932911134","0.241369443921496"
"2","2009","Laendlicher Raum","Westdeutschland","79","0.195812089377485","0.158478328023146","0.233145850731825"
"2","2009","Laendlicher Raum","Ostdeutschland","71","0.161421745236358","0.125808710761034","0.197034779711682"
"3","2009","Staedtischer Raum","Westdeutschland","70","0.0465927647907867","0.0347465455423343","0.0584389840392391"
"3","2009","Staedtischer Raum","Ostdeutschland","8","","",""
"3","2009","Laendlicher Raum","Westdeutschland","21","","",""
"3","2009","Laendlicher Raum","Ostdeutschland","21","","",""
"4","2009","Staedtischer Raum","Westdeutschland","18","","",""
"4","2009","Staedtischer Raum","Ostdeutschland","5","","",""
"4","2009","Laendlicher Raum","Westdeutschland","6","","",""
"4","2009","Laendlicher Raum","Ostdeutschland","6","","",""
"5","2009","Staedtischer Raum","Westdeutschland","6","","",""
"5","2009","Staedtischer Raum","Ostdeutschland","2","","",""
"5","2009","Laendlicher Raum","Westdeutschland","3","","",""
"5","2009","Laendlicher Raum","Ostdeutschland","2","","",""
"6","2009","Staedtischer Raum","Westdeutschland","5","","",""
"6","2009","Staedtischer Raum","Ostdeutschland","","","",""
"6","2009","Laendlicher Raum","Westdeutschland","1","","",""
"6","2009","Laendlicher Raum","Ostdeutschland","1","","",""
"7","2009","Staedtischer Raum","Westdeutschland","2","","",""
"7","2009","Staedtischer Raum","Ostdeutschland","","","",""
"7","2009","Laendlicher Raum","Westdeutschland","","","",""
"7","2009","Laendlicher Raum","Ostdeutschland","","","",""
"8","2009","Staedtischer Raum","Westdeutschland","3","","",""
"8","2009","Staedtischer Raum","Ostdeutschland","1","","",""
"8","2009","Laendlicher Raum","Westdeutschland","1","","",""
"8","2009","Laendlicher Raum","Ostdeutschland","","","",""
"9","2009","Staedtischer Raum","Westdeutschland","1","","",""
"9","2009","Staedtischer Raum","Ostdeutschland","","","",""
"9","2009","Laendlicher Raum","Westdeutschland","","","",""
"9","2009","Laendlicher Raum","Ostdeutschland","","","",""
"10","2009","Staedtischer Raum","Westdeutschland","","","",""
"10","2009","Staedtischer Raum","Ostdeutschland","","","",""
"10","2009","Laendlicher Raum","Westdeutschland","2","","",""
"10","2009","Laendlicher Raum","Ostdeutschland","1","","",""
"11","2009","Staedtischer Raum","Westdeutschland","1","","",""
"11","2009","Staedtischer Raum","Ostdeutschland","","","",""
"11","2009","Laendlicher Raum","Westdeutschland","","","",""
"11","2009","Laendlicher Raum","Ostdeutschland","","","",""
"12","2009","Staedtischer Raum","Westdeutschland","","","",""
"12","2009","Staedtischer Raum","Ostdeutschland","","","",""
"12","2009","Laendlicher Raum","Westdeutschland","","","",""
"12","2009","Laendlicher Raum","Ostdeutschland","1","","",""
"13","2009","Staedtischer Raum","Westdeutschland","","","",""
"13","2009","Staedtischer Raum","Ostdeutschland","","","",""
"13","2009","Laendlicher Raum","Westdeutschland","","","",""
"13","2009","Laendlicher Raum","Ostdeutschland","","","",""
"14","2009","Staedtischer Raum","Westdeutschland","","","",""
"14","2009","Staedtischer Raum","Ostdeutschland","","","",""
"14","2009","Laendlicher Raum","Westdeutschland","1","","",""
"14","2009","Laendlicher Raum","Ostdeutschland","","","",""
"15","2009","Staedtischer Raum","Westdeutschland","","","",""
"15","2009","Staedtischer Raum","Ostdeutschland","","","",""
"15","2009","Laendlicher Raum","Westdeutschland","","","",""
"15","2009","Laendlicher Raum","Ostdeutschland","","","",""
"16","2009","Staedtischer Raum","Westdeutschland","","","",""
"16","2009","Staedtischer Raum","Ostdeutschland","","","",""
"16","2009","Laendlicher Raum","Westdeutschland","","","",""
"16","2009","Laendlicher Raum","Ostdeutschland","","","",""
"17","2009","Staedtischer Raum","Westdeutschland","","","",""
"17","2009","Staedtischer Raum","Ostdeutschland","","","",""
"17","2009","Laendlicher Raum","Westdeutschland","","","",""
"17","2009","Laendlicher Raum","Ostdeutschland","","","",""
"18","2009","Staedtischer Raum","Westdeutschland","","","",""
"18","2009","Staedtischer Raum","Ostdeutschland","","","",""
"18","2009","Laendlicher Raum","Westdeutschland","","","",""
"18","2009","Laendlicher Raum","Ostdeutschland","","","",""
"19","2009","Staedtischer Raum","Westdeutschland","","","",""
"19","2009","Staedtischer Raum","Ostdeutschland","","","",""
"19","2009","Laendlicher Raum","Westdeutschland","","","",""
"19","2009","Laendlicher Raum","Ostdeutschland","","","",""
"20","2009","Staedtischer Raum","Westdeutschland","","","",""
"20","2009","Staedtischer Raum","Ostdeutschland","","","",""
"20","2009","Laendlicher Raum","Westdeutschland","","","",""
"20","2009","Laendlicher Raum","Ostdeutschland","","","",""
"21","2009","Staedtischer Raum","Westdeutschland","","","",""
"21","2009","Staedtischer Raum","Ostdeutschland","","","",""
"21","2009","Laendlicher Raum","Westdeutschland","","","",""
"21","2009","Laendlicher Raum","Ostdeutschland","","","",""
"22","2009","Staedtischer Raum","Westdeutschland","","","",""
"22","2009","Staedtischer Raum","Ostdeutschland","","","",""
"22","2009","Laendlicher Raum","Westdeutschland","","","",""
"22","2009","Laendlicher Raum","Ostdeutschland","","","",""
"23","2009","Staedtischer Raum","Westdeutschland","","","",""
"23","2009","Staedtischer Raum","Ostdeutschland","","","",""
"23","2009","Laendlicher Raum","Westdeutschland","","","",""
"23","2009","Laendlicher Raum","Ostdeutschland","","","",""
"24","2009","Staedtischer Raum","Westdeutschland","","","",""
"24","2009","Staedtischer Raum","Ostdeutschland","","","",""
"24","2009","Laendlicher Raum","Westdeutschland","","","",""
"24","2009","Laendlicher Raum","Ostdeutschland","","","",""
"25","2009","Staedtischer Raum","Westdeutschland","","","",""
"25","2009","Staedtischer Raum","Ostdeutschland","","","",""
"25","2009","Laendlicher Raum","Westdeutschland","","","",""
"25","2009","Laendlicher Raum","Ostdeutschland","","","",""
"26","2009","Staedtischer Raum","Westdeutschland","","","",""
"26","2009","Staedtischer Raum","Ostdeutschland","","","",""
"26","2009","Laendlicher Raum","Westdeutschland","","","",""
"26","2009","Laendlicher Raum","Ostdeutschland","","","",""
"27","2009","Staedtischer Raum","Westdeutschland","","","",""
"27","2009","Staedtischer Raum","Ostdeutschland","","","",""
"27","2009","Laendlicher Raum","Westdeutschland","","","",""
"27","2009","Laendlicher Raum","Ostdeutschland","","","",""
"28","2009","Staedtischer Raum","Westdeutschland","","","",""
"28","2009","Staedtischer Raum","Ostdeutschland","","","",""
"28","2009","Laendlicher Raum","Westdeutschland","1","","",""
"28","2009","Laendlicher Raum","Ostdeutschland","","","",""
"30","2009","Staedtischer Raum","Westdeutschland","","","",""
"30","2009","Staedtischer Raum","Ostdeutschland","","","",""
"30","2009","Laendlicher Raum","Westdeutschland","","","",""
"30","2009","Laendlicher Raum","Ostdeutschland","","","",""
"31","2009","Staedtischer Raum","Westdeutschland","","","",""
"31","2009","Staedtischer Raum","Ostdeutschland","","","",""
"31","2009","Laendlicher Raum","Westdeutschland","","","",""
"31","2009","Laendlicher Raum","Ostdeutschland","","","",""
"32","2009","Staedtischer Raum","Westdeutschland","","","",""
"32","2009","Staedtischer Raum","Ostdeutschland","","","",""
"32","2009","Laendlicher Raum","Westdeutschland","","","",""
"32","2009","Laendlicher Raum","Ostdeutschland","","","",""
"35","2009","Staedtischer Raum","Westdeutschland","","","",""
"35","2009","Staedtischer Raum","Ostdeutschland","","","",""
"35","2009","Laendlicher Raum","Westdeutschland","","","",""
"35","2009","Laendlicher Raum","Ostdeutschland","","","",""
"36","2009","Staedtischer Raum","Westdeutschland","","","",""
"36","2009","Staedtischer Raum","Ostdeutschland","","","",""
"36","2009","Laendlicher Raum","Westdeutschland","","","",""
"36","2009","Laendlicher Raum","Ostdeutschland","","","",""
"40","2009","Staedtischer Raum","Westdeutschland","","","",""
"40","2009","Staedtischer Raum","Ostdeutschland","","","",""
"40","2009","Laendlicher Raum","Westdeutschland","","","",""
"40","2009","Laendlicher Raum","Ostdeutschland","","","",""
"42","2009","Staedtischer Raum","Westdeutschland","","","",""
"42","2009","Staedtischer Raum","Ostdeutschland","","","",""
"42","2009","Laendlicher Raum","Westdeutschland","","","",""
"42","2009","Laendlicher Raum","Ostdeutschland","","","",""
"45","2009","Staedtischer Raum","Westdeutschland","","","",""
"45","2009","Staedtischer Raum","Ostdeutschland","","","",""
"45","2009","Laendlicher Raum","Westdeutschland","","","",""
"45","2009","Laendlicher Raum","Ostdeutschland","","","",""
"48","2009","Staedtischer Raum","Westdeutschland","","","",""
"48","2009","Staedtischer Raum","Ostdeutschland","","","",""
"48","2009","Laendlicher Raum","Westdeutschland","","","",""
"48","2009","Laendlicher Raum","Ostdeutschland","","","",""
"50","2009","Staedtischer Raum","Westdeutschland","","","",""
"50","2009","Staedtischer Raum","Ostdeutschland","","","",""
"50","2009","Laendlicher Raum","Westdeutschland","","","",""
"50","2009","Laendlicher Raum","Ostdeutschland","","","",""
"51","2009","Staedtischer Raum","Westdeutschland","","","",""
"51","2009","Staedtischer Raum","Ostdeutschland","","","",""
"51","2009","Laendlicher Raum","Westdeutschland","","","",""
"51","2009","Laendlicher Raum","Ostdeutschland","","","",""
"64","2009","Staedtischer Raum","Westdeutschland","","","",""
"64","2009","Staedtischer Raum","Ostdeutschland","","","",""
"64","2009","Laendlicher Raum","Westdeutschland","","","",""
"64","2009","Laendlicher Raum","Ostdeutschland","","","",""
"65","2009","Staedtischer Raum","Westdeutschland","","","",""
"65","2009","Staedtischer Raum","Ostdeutschland","","","",""
"65","2009","Laendlicher Raum","Westdeutschland","","","",""
"65","2009","Laendlicher Raum","Ostdeutschland","","","",""
"90","2009","Staedtischer Raum","Westdeutschland","","","",""
"90","2009","Staedtischer Raum","Ostdeutschland","","","",""
"90","2009","Laendlicher Raum","Westdeutschland","","","",""
"90","2009","Laendlicher Raum","Ostdeutschland","","","",""
"98","2009","Staedtischer Raum","Westdeutschland","","","",""
"98","2009","Staedtischer Raum","Ostdeutschland","","","",""
"98","2009","Laendlicher Raum","Westdeutschland","","","",""
"98","2009","Laendlicher Raum","Ostdeutschland","","","",""
"100","2009","Staedtischer Raum","Westdeutschland","","","",""
"100","2009","Staedtischer Raum","Ostdeutschland","","","",""
"100","2009","Laendlicher Raum","Westdeutschland","","","",""
"100","2009","Laendlicher Raum","Ostdeutschland","","","",""
"0","2010","Staedtischer Raum","Westdeutschland","","","",""
"0","2010","Staedtischer Raum","Ostdeutschland","","","",""
"0","2010","Laendlicher Raum","Westdeutschland","","","",""
"0","2010","Laendlicher Raum","Ostdeutschland","","","",""
"1","2010","Staedtischer Raum","Westdeutschland","1426","0.766287098428464","0.746881996968937","0.78569219988799"
"1","2010","Staedtischer Raum","Ostdeutschland","198","0.754478902318656","0.701756393648834","0.807201410988478"
"1","2010","Laendlicher Raum","Westdeutschland","488","0.720210253203662","0.685377861204414","0.75504264520291"
"1","2010","Laendlicher Raum","Ostdeutschland","364","0.722917704953177","0.683688283117111","0.762147126789243"
"2","2010","Staedtischer Raum","Westdeutschland","264","0.14348946692554","0.127414311432589","0.159564622418491"
"2","2010","Staedtischer Raum","Ostdeutschland","42","0.189234157946753","0.141252461811232","0.237215854082274"
"2","2010","Laendlicher Raum","Westdeutschland","100","0.194902877422722","0.164165202425286","0.225640552420159"
"2","2010","Laendlicher Raum","Ostdeutschland","95","0.201605822261904","0.166439795317405","0.236771849206402"
"3","2010","Staedtischer Raum","Westdeutschland","87","0.0558397698808022","0.0453111007284327","0.0663684390331717"
"3","2010","Staedtischer Raum","Ostdeutschland","10","","",""
"3","2010","Laendlicher Raum","Westdeutschland","28","","",""
"3","2010","Laendlicher Raum","Ostdeutschland","25","","",""
"4","2010","Staedtischer Raum","Westdeutschland","24","","",""
"4","2010","Staedtischer Raum","Ostdeutschland","3","","",""
"4","2010","Laendlicher Raum","Westdeutschland","12","","",""
"4","2010","Laendlicher Raum","Ostdeutschland","8","","",""
"5","2010","Staedtischer Raum","Westdeutschland","10","","",""
"5","2010","Staedtischer Raum","Ostdeutschland","2","","",""
"5","2010","Laendlicher Raum","Westdeutschland","4","","",""
"5","2010","Laendlicher Raum","Ostdeutschland","5","","",""
"6","2010","Staedtischer Raum","Westdeutschland","4","","",""
"6","2010","Staedtischer Raum","Ostdeutschland","","","",""
"6","2010","Laendlicher Raum","Westdeutschland","1","","",""
"6","2010","Laendlicher Raum","Ostdeutschland","","","",""
"7","2010","Staedtischer Raum","Westdeutschland","2","","",""
"7","2010","Staedtischer Raum","Ostdeutschland","1","","",""
"7","2010","Laendlicher Raum","Westdeutschland","3","","",""
"7","2010","Laendlicher Raum","Ostdeutschland","1","","",""
"8","2010","Staedtischer Raum","Westdeutschland","1","","",""
"8","2010","Staedtischer Raum","Ostdeutschland","","","",""
"8","2010","Laendlicher Raum","Westdeutschland","","","",""
"8","2010","Laendlicher Raum","Ostdeutschland","2","","",""
"9","2010","Staedtischer Raum","Westdeutschland","1","","",""
"9","2010","Staedtischer Raum","Ostdeutschland","","","",""
"9","2010","Laendlicher Raum","Westdeutschland","","","",""
