"ple0055","year","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"0","1992","Staedtischer Raum","","","",""
"0","1992","Laendlicher Raum","","","",""
"1","1992","Staedtischer Raum","740","0.794806840655412","0.768654377946894","0.82095930336393"
"1","1992","Laendlicher Raum","328","0.73998527840516","0.698669622519091","0.781300934291228"
"2","1992","Staedtischer Raum","122","0.133261962721607","0.111253110974017","0.155270814469196"
"2","1992","Laendlicher Raum","72","0.174212223394312","0.138486775717971","0.209937671070652"
"3","1992","Staedtischer Raum","25","","",""
"3","1992","Laendlicher Raum","15","","",""
"4","1992","Staedtischer Raum","6","","",""
"4","1992","Laendlicher Raum","5","","",""
"5","1992","Staedtischer Raum","4","","",""
"5","1992","Laendlicher Raum","4","","",""
"6","1992","Staedtischer Raum","3","","",""
"6","1992","Laendlicher Raum","1","","",""
"7","1992","Staedtischer Raum","3","","",""
"7","1992","Laendlicher Raum","4","","",""
"8","1992","Staedtischer Raum","3","","",""
"8","1992","Laendlicher Raum","","","",""
"9","1992","Staedtischer Raum","1","","",""
"9","1992","Laendlicher Raum","","","",""
"10","1992","Staedtischer Raum","5","","",""
"10","1992","Laendlicher Raum","","","",""
"11","1992","Staedtischer Raum","","","",""
"11","1992","Laendlicher Raum","","","",""
"12","1992","Staedtischer Raum","1","","",""
"12","1992","Laendlicher Raum","1","","",""
"13","1992","Staedtischer Raum","","","",""
"13","1992","Laendlicher Raum","","","",""
"14","1992","Staedtischer Raum","","","",""
"14","1992","Laendlicher Raum","","","",""
"15","1992","Staedtischer Raum","","","",""
"15","1992","Laendlicher Raum","","","",""
"16","1992","Staedtischer Raum","","","",""
"16","1992","Laendlicher Raum","","","",""
"17","1992","Staedtischer Raum","","","",""
"17","1992","Laendlicher Raum","","","",""
"18","1992","Staedtischer Raum","","","",""
"18","1992","Laendlicher Raum","","","",""
"19","1992","Staedtischer Raum","","","",""
"19","1992","Laendlicher Raum","","","",""
"20","1992","Staedtischer Raum","","","",""
"20","1992","Laendlicher Raum","","","",""
"21","1992","Staedtischer Raum","2","","",""
"21","1992","Laendlicher Raum","2","","",""
"22","1992","Staedtischer Raum","","","",""
"22","1992","Laendlicher Raum","","","",""
"23","1992","Staedtischer Raum","","","",""
"23","1992","Laendlicher Raum","","","",""
"24","1992","Staedtischer Raum","","","",""
"24","1992","Laendlicher Raum","","","",""
"25","1992","Staedtischer Raum","","","",""
"25","1992","Laendlicher Raum","","","",""
"26","1992","Staedtischer Raum","","","",""
"26","1992","Laendlicher Raum","","","",""
"27","1992","Staedtischer Raum","","","",""
"27","1992","Laendlicher Raum","","","",""
"28","1992","Staedtischer Raum","","","",""
"28","1992","Laendlicher Raum","","","",""
"30","1992","Staedtischer Raum","1","","",""
"30","1992","Laendlicher Raum","","","",""
"31","1992","Staedtischer Raum","","","",""
"31","1992","Laendlicher Raum","","","",""
"32","1992","Staedtischer Raum","","","",""
"32","1992","Laendlicher Raum","","","",""
"35","1992","Staedtischer Raum","","","",""
"35","1992","Laendlicher Raum","","","",""
"36","1992","Staedtischer Raum","","","",""
"36","1992","Laendlicher Raum","","","",""
"40","1992","Staedtischer Raum","","","",""
"40","1992","Laendlicher Raum","","","",""
"42","1992","Staedtischer Raum","","","",""
"42","1992","Laendlicher Raum","","","",""
"45","1992","Staedtischer Raum","","","",""
"45","1992","Laendlicher Raum","","","",""
"48","1992","Staedtischer Raum","","","",""
"48","1992","Laendlicher Raum","","","",""
"50","1992","Staedtischer Raum","","","",""
"50","1992","Laendlicher Raum","","","",""
"51","1992","Staedtischer Raum","","","",""
"51","1992","Laendlicher Raum","","","",""
"64","1992","Staedtischer Raum","","","",""
"64","1992","Laendlicher Raum","","","",""
"65","1992","Staedtischer Raum","","","",""
"65","1992","Laendlicher Raum","1","","",""
"90","1992","Staedtischer Raum","","","",""
"90","1992","Laendlicher Raum","","","",""
"98","1992","Staedtischer Raum","","","",""
"98","1992","Laendlicher Raum","","","",""
"100","1992","Staedtischer Raum","","","",""
"100","1992","Laendlicher Raum","","","",""
"0","1993","Staedtischer Raum","","","",""
"0","1993","Laendlicher Raum","","","",""
"1","1993","Staedtischer Raum","","","",""
"1","1993","Laendlicher Raum","","","",""
"2","1993","Staedtischer Raum","","","",""
"2","1993","Laendlicher Raum","","","",""
"3","1993","Staedtischer Raum","","","",""
"3","1993","Laendlicher Raum","","","",""
"4","1993","Staedtischer Raum","","","",""
"4","1993","Laendlicher Raum","","","",""
"5","1993","Staedtischer Raum","","","",""
"5","1993","Laendlicher Raum","","","",""
"6","1993","Staedtischer Raum","","","",""
"6","1993","Laendlicher Raum","","","",""
"7","1993","Staedtischer Raum","","","",""
"7","1993","Laendlicher Raum","","","",""
"8","1993","Staedtischer Raum","","","",""
"8","1993","Laendlicher Raum","","","",""
"9","1993","Staedtischer Raum","","","",""
"9","1993","Laendlicher Raum","","","",""
"10","1993","Staedtischer Raum","","","",""
"10","1993","Laendlicher Raum","","","",""
"11","1993","Staedtischer Raum","","","",""
"11","1993","Laendlicher Raum","","","",""
"12","1993","Staedtischer Raum","","","",""
"12","1993","Laendlicher Raum","","","",""
"13","1993","Staedtischer Raum","","","",""
"13","1993","Laendlicher Raum","","","",""
"14","1993","Staedtischer Raum","","","",""
"14","1993","Laendlicher Raum","","","",""
"15","1993","Staedtischer Raum","","","",""
"15","1993","Laendlicher Raum","","","",""
"16","1993","Staedtischer Raum","","","",""
"16","1993","Laendlicher Raum","","","",""
"17","1993","Staedtischer Raum","","","",""
"17","1993","Laendlicher Raum","","","",""
"18","1993","Staedtischer Raum","","","",""
"18","1993","Laendlicher Raum","","","",""
"19","1993","Staedtischer Raum","","","",""
"19","1993","Laendlicher Raum","","","",""
"20","1993","Staedtischer Raum","","","",""
"20","1993","Laendlicher Raum","","","",""
"21","1993","Staedtischer Raum","","","",""
"21","1993","Laendlicher Raum","","","",""
"22","1993","Staedtischer Raum","","","",""
"22","1993","Laendlicher Raum","","","",""
"23","1993","Staedtischer Raum","","","",""
"23","1993","Laendlicher Raum","","","",""
"24","1993","Staedtischer Raum","","","",""
"24","1993","Laendlicher Raum","","","",""
"25","1993","Staedtischer Raum","","","",""
"25","1993","Laendlicher Raum","","","",""
"26","1993","Staedtischer Raum","","","",""
"26","1993","Laendlicher Raum","","","",""
"27","1993","Staedtischer Raum","","","",""
"27","1993","Laendlicher Raum","","","",""
"28","1993","Staedtischer Raum","","","",""
"28","1993","Laendlicher Raum","","","",""
"30","1993","Staedtischer Raum","","","",""
"30","1993","Laendlicher Raum","","","",""
"31","1993","Staedtischer Raum","","","",""
"31","1993","Laendlicher Raum","","","",""
"32","1993","Staedtischer Raum","","","",""
"32","1993","Laendlicher Raum","","","",""
"35","1993","Staedtischer Raum","","","",""
"35","1993","Laendlicher Raum","","","",""
"36","1993","Staedtischer Raum","","","",""
"36","1993","Laendlicher Raum","","","",""
"40","1993","Staedtischer Raum","","","",""
"40","1993","Laendlicher Raum","","","",""
"42","1993","Staedtischer Raum","","","",""
"42","1993","Laendlicher Raum","","","",""
"45","1993","Staedtischer Raum","","","",""
"45","1993","Laendlicher Raum","","","",""
"48","1993","Staedtischer Raum","","","",""
"48","1993","Laendlicher Raum","","","",""
"50","1993","Staedtischer Raum","","","",""
"50","1993","Laendlicher Raum","","","",""
"51","1993","Staedtischer Raum","","","",""
"51","1993","Laendlicher Raum","","","",""
"64","1993","Staedtischer Raum","","","",""
"64","1993","Laendlicher Raum","","","",""
"65","1993","Staedtischer Raum","","","",""
"65","1993","Laendlicher Raum","","","",""
"90","1993","Staedtischer Raum","","","",""
"90","1993","Laendlicher Raum","","","",""
"98","1993","Staedtischer Raum","","","",""
"98","1993","Laendlicher Raum","","","",""
"100","1993","Staedtischer Raum","","","",""
"100","1993","Laendlicher Raum","","","",""
"0","1994","Staedtischer Raum","","","",""
"0","1994","Laendlicher Raum","","","",""
"1","1994","Staedtischer Raum","750","0.774872674910701","0.748115550044193","0.801629799777209"
"1","1994","Laendlicher Raum","364","0.796813846620176","0.760043758922871","0.83358393431748"
"2","1994","Staedtischer Raum","122","0.148222049496142","0.125459035236514","0.17098506375577"
"2","1994","Laendlicher Raum","64","0.132662426374533","0.101664173010941","0.163660679738125"
"3","1994","Staedtischer Raum","32","0.0360784109729225","0.0241315249341965","0.0480252970116484"
"3","1994","Laendlicher Raum","10","","",""
"4","1994","Staedtischer Raum","15","","",""
"4","1994","Laendlicher Raum","3","","",""
"5","1994","Staedtischer Raum","4","","",""
"5","1994","Laendlicher Raum","4","","",""
"6","1994","Staedtischer Raum","2","","",""
"6","1994","Laendlicher Raum","5","","",""
"7","1994","Staedtischer Raum","3","","",""
"7","1994","Laendlicher Raum","1","","",""
"8","1994","Staedtischer Raum","3","","",""
"8","1994","Laendlicher Raum","1","","",""
"9","1994","Staedtischer Raum","","","",""
"9","1994","Laendlicher Raum","","","",""
"10","1994","Staedtischer Raum","1","","",""
"10","1994","Laendlicher Raum","2","","",""
"11","1994","Staedtischer Raum","","","",""
"11","1994","Laendlicher Raum","","","",""
"12","1994","Staedtischer Raum","1","","",""
"12","1994","Laendlicher Raum","","","",""
"13","1994","Staedtischer Raum","","","",""
"13","1994","Laendlicher Raum","1","","",""
"14","1994","Staedtischer Raum","1","","",""
"14","1994","Laendlicher Raum","2","","",""
"15","1994","Staedtischer Raum","","","",""
"15","1994","Laendlicher Raum","1","","",""
"16","1994","Staedtischer Raum","","","",""
"16","1994","Laendlicher Raum","1","","",""
"17","1994","Staedtischer Raum","","","",""
"17","1994","Laendlicher Raum","","","",""
"18","1994","Staedtischer Raum","","","",""
"18","1994","Laendlicher Raum","","","",""
"19","1994","Staedtischer Raum","","","",""
"19","1994","Laendlicher Raum","","","",""
"20","1994","Staedtischer Raum","","","",""
"20","1994","Laendlicher Raum","","","",""
"21","1994","Staedtischer Raum","1","","",""
"21","1994","Laendlicher Raum","1","","",""
"22","1994","Staedtischer Raum","","","",""
"22","1994","Laendlicher Raum","","","",""
"23","1994","Staedtischer Raum","","","",""
"23","1994","Laendlicher Raum","","","",""
"24","1994","Staedtischer Raum","","","",""
"24","1994","Laendlicher Raum","","","",""
"25","1994","Staedtischer Raum","","","",""
"25","1994","Laendlicher Raum","","","",""
"26","1994","Staedtischer Raum","","","",""
"26","1994","Laendlicher Raum","","","",""
"27","1994","Staedtischer Raum","","","",""
"27","1994","Laendlicher Raum","","","",""
"28","1994","Staedtischer Raum","","","",""
"28","1994","Laendlicher Raum","","","",""
"30","1994","Staedtischer Raum","","","",""
"30","1994","Laendlicher Raum","","","",""
"31","1994","Staedtischer Raum","","","",""
"31","1994","Laendlicher Raum","","","",""
"32","1994","Staedtischer Raum","","","",""
"32","1994","Laendlicher Raum","","","",""
"35","1994","Staedtischer Raum","","","",""
"35","1994","Laendlicher Raum","","","",""
"36","1994","Staedtischer Raum","","","",""
"36","1994","Laendlicher Raum","","","",""
"40","1994","Staedtischer Raum","","","",""
"40","1994","Laendlicher Raum","","","",""
"42","1994","Staedtischer Raum","","","",""
"42","1994","Laendlicher Raum","","","",""
"45","1994","Staedtischer Raum","","","",""
"45","1994","Laendlicher Raum","","","",""
"48","1994","Staedtischer Raum","","","",""
"48","1994","Laendlicher Raum","","","",""
"50","1994","Staedtischer Raum","1","","",""
"50","1994","Laendlicher Raum","","","",""
"51","1994","Staedtischer Raum","","","",""
"51","1994","Laendlicher Raum","","","",""
"64","1994","Staedtischer Raum","","","",""
"64","1994","Laendlicher Raum","","","",""
"65","1994","Staedtischer Raum","","","",""
"65","1994","Laendlicher Raum","","","",""
"90","1994","Staedtischer Raum","","","",""
"90","1994","Laendlicher Raum","","","",""
"98","1994","Staedtischer Raum","","","",""
"98","1994","Laendlicher Raum","","","",""
"100","1994","Staedtischer Raum","","","",""
"100","1994","Laendlicher Raum","","","",""
"0","1995","Staedtischer Raum","1","","",""
"0","1995","Laendlicher Raum","6","","",""
"1","1995","Staedtischer Raum","719","0.744481308619333","0.716509993272085","0.772452623966581"
"1","1995","Laendlicher Raum","403","0.739956773130545","0.70264664172151","0.777266904539579"
"2","1995","Staedtischer Raum","145","0.165566143097381","0.141728880685058","0.189403405509703"
"2","1995","Laendlicher Raum","71","0.159237622822545","0.128116138088173","0.190359107556918"
"3","1995","Staedtischer Raum","31","0.0471519544167181","0.0335582968363661","0.0607456119970701"
"3","1995","Laendlicher Raum","24","","",""
"4","1995","Staedtischer Raum","17","","",""
"4","1995","Laendlicher Raum","9","","",""
"5","1995","Staedtischer Raum","5","","",""
"5","1995","Laendlicher Raum","6","","",""
"6","1995","Staedtischer Raum","3","","",""
"6","1995","Laendlicher Raum","4","","",""
"7","1995","Staedtischer Raum","2","","",""
"7","1995","Laendlicher Raum","","","",""
"8","1995","Staedtischer Raum","3","","",""
"8","1995","Laendlicher Raum","","","",""
"9","1995","Staedtischer Raum","1","","",""
"9","1995","Laendlicher Raum","","","",""
"10","1995","Staedtischer Raum","","","",""
"10","1995","Laendlicher Raum","2","","",""
"11","1995","Staedtischer Raum","1","","",""
"11","1995","Laendlicher Raum","4","","",""
"12","1995","Staedtischer Raum","2","","",""
"12","1995","Laendlicher Raum","1","","",""
"13","1995","Staedtischer Raum","","","",""
"13","1995","Laendlicher Raum","","","",""
"14","1995","Staedtischer Raum","1","","",""
"14","1995","Laendlicher Raum","","","",""
"15","1995","Staedtischer Raum","","","",""
"15","1995","Laendlicher Raum","","","",""
"16","1995","Staedtischer Raum","","","",""
"16","1995","Laendlicher Raum","","","",""
"17","1995","Staedtischer Raum","","","",""
"17","1995","Laendlicher Raum","","","",""
"18","1995","Staedtischer Raum","1","","",""
"18","1995","Laendlicher Raum","","","",""
"19","1995","Staedtischer Raum","","","",""
"19","1995","Laendlicher Raum","","","",""
"20","1995","Staedtischer Raum","1","","",""
"20","1995","Laendlicher Raum","","","",""
"21","1995","Staedtischer Raum","","","",""
"21","1995","Laendlicher Raum","1","","",""
"22","1995","Staedtischer Raum","","","",""
"22","1995","Laendlicher Raum","","","",""
"23","1995","Staedtischer Raum","","","",""
"23","1995","Laendlicher Raum","","","",""
"24","1995","Staedtischer Raum","","","",""
"24","1995","Laendlicher Raum","","","",""
"25","1995","Staedtischer Raum","","","",""
"25","1995","Laendlicher Raum","","","",""
"26","1995","Staedtischer Raum","","","",""
"26","1995","Laendlicher Raum","","","",""
"27","1995","Staedtischer Raum","","","",""
"27","1995","Laendlicher Raum","","","",""
"28","1995","Staedtischer Raum","","","",""
"28","1995","Laendlicher Raum","","","",""
"30","1995","Staedtischer Raum","","","",""
"30","1995","Laendlicher Raum","","","",""
"31","1995","Staedtischer Raum","","","",""
"31","1995","Laendlicher Raum","","","",""
"32","1995","Staedtischer Raum","","","",""
"32","1995","Laendlicher Raum","","","",""
"35","1995","Staedtischer Raum","1","","",""
"35","1995","Laendlicher Raum","","","",""
"36","1995","Staedtischer Raum","","","",""
"36","1995","Laendlicher Raum","","","",""
"40","1995","Staedtischer Raum","","","",""
"40","1995","Laendlicher Raum","","","",""
"42","1995","Staedtischer Raum","","","",""
"42","1995","Laendlicher Raum","","","",""
"45","1995","Staedtischer Raum","","","",""
"45","1995","Laendlicher Raum","","","",""
"48","1995","Staedtischer Raum","","","",""
"48","1995","Laendlicher Raum","","","",""
"50","1995","Staedtischer Raum","","","",""
"50","1995","Laendlicher Raum","","","",""
"51","1995","Staedtischer Raum","","","",""
"51","1995","Laendlicher Raum","","","",""
"64","1995","Staedtischer Raum","","","",""
"64","1995","Laendlicher Raum","","","",""
"65","1995","Staedtischer Raum","","","",""
"65","1995","Laendlicher Raum","","","",""
"90","1995","Staedtischer Raum","","","",""
"90","1995","Laendlicher Raum","","","",""
"98","1995","Staedtischer Raum","","","",""
"98","1995","Laendlicher Raum","","","",""
"100","1995","Staedtischer Raum","","","",""
"100","1995","Laendlicher Raum","","","",""
"0","1996","Staedtischer Raum","","","",""
"0","1996","Laendlicher Raum","","","",""
"1","1996","Staedtischer Raum","777","0.766545524003633","0.739841319045492","0.793249728961775"
"1","1996","Laendlicher Raum","413","0.750717712068335","0.713992143440424","0.787443280696246"
"2","1996","Staedtischer Raum","127","0.158960911578959","0.135879474942103","0.182042348215815"
"2","1996","Laendlicher Raum","72","0.139411785999638","0.110006058456306","0.168817513542971"
"3","1996","Staedtischer Raum","35","0.0447545017294484","0.0317022501218617","0.0578067533370352"
"3","1996","Laendlicher Raum","20","","",""
"4","1996","Staedtischer Raum","6","","",""
"4","1996","Laendlicher Raum","6","","",""
"5","1996","Staedtischer Raum","7","","",""
"5","1996","Laendlicher Raum","5","","",""
"6","1996","Staedtischer Raum","4","","",""
"6","1996","Laendlicher Raum","","","",""
"7","1996","Staedtischer Raum","1","","",""
"7","1996","Laendlicher Raum","8","","",""
"8","1996","Staedtischer Raum","","","",""
"8","1996","Laendlicher Raum","","","",""
"9","1996","Staedtischer Raum","","","",""
"9","1996","Laendlicher Raum","2","","",""
"10","1996","Staedtischer Raum","1","","",""
"10","1996","Laendlicher Raum","2","","",""
"11","1996","Staedtischer Raum","","","",""
"11","1996","Laendlicher Raum","","","",""
"12","1996","Staedtischer Raum","1","","",""
"12","1996","Laendlicher Raum","","","",""
"13","1996","Staedtischer Raum","","","",""
"13","1996","Laendlicher Raum","","","",""
"14","1996","Staedtischer Raum","2","","",""
"14","1996","Laendlicher Raum","2","","",""
"15","1996","Staedtischer Raum","1","","",""
"15","1996","Laendlicher Raum","1","","",""
"16","1996","Staedtischer Raum","","","",""
"16","1996","Laendlicher Raum","","","",""
"17","1996","Staedtischer Raum","","","",""
"17","1996","Laendlicher Raum","1","","",""
"18","1996","Staedtischer Raum","","","",""
"18","1996","Laendlicher Raum","","","",""
"19","1996","Staedtischer Raum","","","",""
"19","1996","Laendlicher Raum","","","",""
"20","1996","Staedtischer Raum","","","",""
"20","1996","Laendlicher Raum","","","",""
"21","1996","Staedtischer Raum","","","",""
"21","1996","Laendlicher Raum","","","",""
"22","1996","Staedtischer Raum","","","",""
"22","1996","Laendlicher Raum","","","",""
"23","1996","Staedtischer Raum","","","",""
"23","1996","Laendlicher Raum","","","",""
"24","1996","Staedtischer Raum","","","",""
"24","1996","Laendlicher Raum","","","",""
"25","1996","Staedtischer Raum","","","",""
"25","1996","Laendlicher Raum","","","",""
"26","1996","Staedtischer Raum","","","",""
"26","1996","Laendlicher Raum","","","",""
"27","1996","Staedtischer Raum","","","",""
"27","1996","Laendlicher Raum","","","",""
"28","1996","Staedtischer Raum","1","","",""
"28","1996","Laendlicher Raum","","","",""
"30","1996","Staedtischer Raum","1","","",""
"30","1996","Laendlicher Raum","","","",""
"31","1996","Staedtischer Raum","","","",""
"31","1996","Laendlicher Raum","","","",""
"32","1996","Staedtischer Raum","","","",""
"32","1996","Laendlicher Raum","","","",""
"35","1996","Staedtischer Raum","","","",""
"35","1996","Laendlicher Raum","1","","",""
"36","1996","Staedtischer Raum","","","",""
"36","1996","Laendlicher Raum","","","",""
"40","1996","Staedtischer Raum","","","",""
"40","1996","Laendlicher Raum","","","",""
"42","1996","Staedtischer Raum","","","",""
"42","1996","Laendlicher Raum","","","",""
"45","1996","Staedtischer Raum","","","",""
"45","1996","Laendlicher Raum","","","",""
"48","1996","Staedtischer Raum","","","",""
"48","1996","Laendlicher Raum","","","",""
"50","1996","Staedtischer Raum","","","",""
"50","1996","Laendlicher Raum","","","",""
"51","1996","Staedtischer Raum","","","",""
"51","1996","Laendlicher Raum","","","",""
"64","1996","Staedtischer Raum","","","",""
"64","1996","Laendlicher Raum","","","",""
"65","1996","Staedtischer Raum","","","",""
"65","1996","Laendlicher Raum","","","",""
"90","1996","Staedtischer Raum","","","",""
"90","1996","Laendlicher Raum","","","",""
"98","1996","Staedtischer Raum","","","",""
"98","1996","Laendlicher Raum","","","",""
"100","1996","Staedtischer Raum","","","",""
"100","1996","Laendlicher Raum","","","",""
"0","1997","Staedtischer Raum","","","",""
"0","1997","Laendlicher Raum","","","",""
"1","1997","Staedtischer Raum","771","0.786144812208658","0.760112495926019","0.812177128491296"
"1","1997","Laendlicher Raum","380","0.74985230775956","0.712591649021062","0.787112966498058"
"2","1997","Staedtischer Raum","129","0.142291326935127","0.120111367056383","0.164471286813871"
"2","1997","Laendlicher Raum","93","0.149791000646771","0.119088756430552","0.180493244862989"
"3","1997","Staedtischer Raum","26","","",""
"3","1997","Laendlicher Raum","27","","",""
"4","1997","Staedtischer Raum","8","","",""
"4","1997","Laendlicher Raum","4","","",""
"5","1997","Staedtischer Raum","6","","",""
"5","1997","Laendlicher Raum","2","","",""
"6","1997","Staedtischer Raum","1","","",""
"6","1997","Laendlicher Raum","1","","",""
"7","1997","Staedtischer Raum","1","","",""
"7","1997","Laendlicher Raum","5","","",""
"8","1997","Staedtischer Raum","1","","",""
"8","1997","Laendlicher Raum","3","","",""
"9","1997","Staedtischer Raum","","","",""
"9","1997","Laendlicher Raum","","","",""
"10","1997","Staedtischer Raum","1","","",""
"10","1997","Laendlicher Raum","","","",""
"11","1997","Staedtischer Raum","","","",""
"11","1997","Laendlicher Raum","","","",""
"12","1997","Staedtischer Raum","4","","",""
"12","1997","Laendlicher Raum","1","","",""
"13","1997","Staedtischer Raum","","","",""
"13","1997","Laendlicher Raum","","","",""
"14","1997","Staedtischer Raum","1","","",""
"14","1997","Laendlicher Raum","2","","",""
"15","1997","Staedtischer Raum","1","","",""
"15","1997","Laendlicher Raum","","","",""
"16","1997","Staedtischer Raum","","","",""
"16","1997","Laendlicher Raum","","","",""
"17","1997","Staedtischer Raum","","","",""
"17","1997","Laendlicher Raum","","","",""
"18","1997","Staedtischer Raum","","","",""
"18","1997","Laendlicher Raum","","","",""
"19","1997","Staedtischer Raum","","","",""
"19","1997","Laendlicher Raum","","","",""
"20","1997","Staedtischer Raum","","","",""
"20","1997","Laendlicher Raum","","","",""
"21","1997","Staedtischer Raum","1","","",""
"21","1997","Laendlicher Raum","","","",""
"22","1997","Staedtischer Raum","","","",""
"22","1997","Laendlicher Raum","","","",""
"23","1997","Staedtischer Raum","","","",""
"23","1997","Laendlicher Raum","","","",""
"24","1997","Staedtischer Raum","","","",""
"24","1997","Laendlicher Raum","","","",""
"25","1997","Staedtischer Raum","","","",""
"25","1997","Laendlicher Raum","","","",""
"26","1997","Staedtischer Raum","","","",""
"26","1997","Laendlicher Raum","","","",""
"27","1997","Staedtischer Raum","","","",""
"27","1997","Laendlicher Raum","","","",""
"28","1997","Staedtischer Raum","","","",""
"28","1997","Laendlicher Raum","","","",""
"30","1997","Staedtischer Raum","1","","",""
"30","1997","Laendlicher Raum","1","","",""
"31","1997","Staedtischer Raum","","","",""
"31","1997","Laendlicher Raum","","","",""
"32","1997","Staedtischer Raum","","","",""
"32","1997","Laendlicher Raum","","","",""
"35","1997","Staedtischer Raum","","","",""
"35","1997","Laendlicher Raum","","","",""
"36","1997","Staedtischer Raum","1","","",""
"36","1997","Laendlicher Raum","","","",""
"40","1997","Staedtischer Raum","","","",""
"40","1997","Laendlicher Raum","","","",""
"42","1997","Staedtischer Raum","","","",""
"42","1997","Laendlicher Raum","","","",""
"45","1997","Staedtischer Raum","","","",""
"45","1997","Laendlicher Raum","","","",""
"48","1997","Staedtischer Raum","","","",""
"48","1997","Laendlicher Raum","","","",""
"50","1997","Staedtischer Raum","","","",""
"50","1997","Laendlicher Raum","","","",""
"51","1997","Staedtischer Raum","","","",""
"51","1997","Laendlicher Raum","","","",""
"64","1997","Staedtischer Raum","","","",""
"64","1997","Laendlicher Raum","","","",""
"65","1997","Staedtischer Raum","","","",""
"65","1997","Laendlicher Raum","","","",""
"90","1997","Staedtischer Raum","","","",""
"90","1997","Laendlicher Raum","","","",""
"98","1997","Staedtischer Raum","","","",""
"98","1997","Laendlicher Raum","","","",""
"100","1997","Staedtischer Raum","","","",""
"100","1997","Laendlicher Raum","","","",""
"0","1998","Staedtischer Raum","","","",""
"0","1998","Laendlicher Raum","","","",""
"1","1998","Staedtischer Raum","819","0.768892784790708","0.743149193987169","0.794636375594248"
"1","1998","Laendlicher Raum","466","0.750254592138243","0.716209432272647","0.784299752003839"
"2","1998","Staedtischer Raum","146","0.153131947291388","0.131139667291255","0.175124227291521"
"2","1998","Laendlicher Raum","110","0.174190012527757","0.144359962506108","0.204020062549405"
"3","1998","Staedtischer Raum","28","","",""
"3","1998","Laendlicher Raum","25","","",""
"4","1998","Staedtischer Raum","13","","",""
"4","1998","Laendlicher Raum","10","","",""
"5","1998","Staedtischer Raum","8","","",""
"5","1998","Laendlicher Raum","3","","",""
"6","1998","Staedtischer Raum","5","","",""
"6","1998","Laendlicher Raum","1","","",""
"7","1998","Staedtischer Raum","4","","",""
"7","1998","Laendlicher Raum","","","",""
"8","1998","Staedtischer Raum","1","","",""
"8","1998","Laendlicher Raum","3","","",""
"9","1998","Staedtischer Raum","1","","",""
"9","1998","Laendlicher Raum","","","",""
"10","1998","Staedtischer Raum","","","",""
"10","1998","Laendlicher Raum","","","",""
"11","1998","Staedtischer Raum","","","",""
"11","1998","Laendlicher Raum","","","",""
"12","1998","Staedtischer Raum","","","",""
"12","1998","Laendlicher Raum","1","","",""
"13","1998","Staedtischer Raum","","","",""
"13","1998","Laendlicher Raum","","","",""
"14","1998","Staedtischer Raum","1","","",""
"14","1998","Laendlicher Raum","1","","",""
"15","1998","Staedtischer Raum","","","",""
"15","1998","Laendlicher Raum","","","",""
"16","1998","Staedtischer Raum","1","","",""
"16","1998","Laendlicher Raum","","","",""
"17","1998","Staedtischer Raum","","","",""
"17","1998","Laendlicher Raum","","","",""
"18","1998","Staedtischer Raum","","","",""
"18","1998","Laendlicher Raum","","","",""
"19","1998","Staedtischer Raum","","","",""
"19","1998","Laendlicher Raum","","","",""
"20","1998","Staedtischer Raum","1","","",""
"20","1998","Laendlicher Raum","1","","",""
"21","1998","Staedtischer Raum","","","",""
"21","1998","Laendlicher Raum","","","",""
"22","1998","Staedtischer Raum","1","","",""
"22","1998","Laendlicher Raum","","","",""
"23","1998","Staedtischer Raum","","","",""
"23","1998","Laendlicher Raum","","","",""
"24","1998","Staedtischer Raum","","","",""
"24","1998","Laendlicher Raum","","","",""
"25","1998","Staedtischer Raum","","","",""
"25","1998","Laendlicher Raum","","","",""
"26","1998","Staedtischer Raum","","","",""
"26","1998","Laendlicher Raum","","","",""
"27","1998","Staedtischer Raum","","","",""
"27","1998","Laendlicher Raum","","","",""
"28","1998","Staedtischer Raum","","","",""
"28","1998","Laendlicher Raum","","","",""
"30","1998","Staedtischer Raum","","","",""
"30","1998","Laendlicher Raum","","","",""
"31","1998","Staedtischer Raum","","","",""
"31","1998","Laendlicher Raum","","","",""
"32","1998","Staedtischer Raum","","","",""
"32","1998","Laendlicher Raum","","","",""
"35","1998","Staedtischer Raum","","","",""
"35","1998","Laendlicher Raum","","","",""
"36","1998","Staedtischer Raum","","","",""
"36","1998","Laendlicher Raum","","","",""
"40","1998","Staedtischer Raum","","","",""
"40","1998","Laendlicher Raum","","","",""
"42","1998","Staedtischer Raum","","","",""
"42","1998","Laendlicher Raum","","","",""
"45","1998","Staedtischer Raum","","","",""
"45","1998","Laendlicher Raum","","","",""
"48","1998","Staedtischer Raum","","","",""
"48","1998","Laendlicher Raum","","","",""
"50","1998","Staedtischer Raum","","","",""
"50","1998","Laendlicher Raum","","","",""
"51","1998","Staedtischer Raum","","","",""
"51","1998","Laendlicher Raum","","","",""
"64","1998","Staedtischer Raum","1","","",""
"64","1998","Laendlicher Raum","","","",""
"65","1998","Staedtischer Raum","","","",""
"65","1998","Laendlicher Raum","","","",""
"90","1998","Staedtischer Raum","","","",""
"90","1998","Laendlicher Raum","","","",""
"98","1998","Staedtischer Raum","","","",""
"98","1998","Laendlicher Raum","","","",""
"100","1998","Staedtischer Raum","","","",""
"100","1998","Laendlicher Raum","","","",""
