year,pgisced97,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Lower Secondary Level,(1b) General Elementary School,0.79262,1816,2391,0.77636,0.80887
2005,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.20738,575,2391,0.19113,0.22364
2005,Upper Secondary Level,(1a) Inadequately completed,0.00561,42,10170,0.00415,0.00706
2005,Upper Secondary Level,(1c) Basic Vocational Qualification,0.55444,5242,10170,0.54478,0.56410
2005,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.36948,4108,10170,0.36009,0.37886
2005,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06215,778,10170,0.05746,0.06684
2005,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.32172,470,1552,0.29847,0.34497
2005,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.43008,699,1552,0.40544,0.45472
2005,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.23841,383,1552,0.21721,0.25962
2005,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42016,1651,4166,0.40517,0.43515
2005,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57984,2515,4166,0.56485,0.59483
2006,Primary Level,(1a) Inadequately completed,0.83651,194,241,0.78972,0.88330
2006,Primary Level,(1b) General Elementary School,0.16349,47,241,0.11670,0.21028
2006,Lower Secondary Level,(1b) General Elementary School,0.79403,1931,2535,0.77829,0.80978
2006,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.20597,604,2535,0.19022,0.22171
2006,Upper Secondary Level,(1a) Inadequately completed,0.00574,46,10973,0.00433,0.00715
2006,Upper Secondary Level,(1c) Basic Vocational Qualification,0.54179,5656,10973,0.53246,0.55111
2006,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.37507,4449,10973,0.36601,0.38413
2006,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06625,822,10973,0.06160,0.07090
2006,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.31380,499,1640,0.29133,0.33627
2006,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.42325,724,1640,0.39933,0.44717
2006,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.25431,417,1640,0.23322,0.27539
2006,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.40307,1807,4577,0.38886,0.41728
2006,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.59693,2770,4577,0.58272,0.61114
2007,Primary Level,(1a) Inadequately completed,0.83701,174,216,0.78764,0.88639
2007,Primary Level,(1b) General Elementary School,0.16299,42,216,0.11361,0.21236
2007,Lower Secondary Level,(1b) General Elementary School,0.78293,1707,2256,0.76592,0.79995
2007,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.21707,549,2256,0.20005,0.23408
2007,Upper Secondary Level,(1a) Inadequately completed,0.00521,38,10196,0.00381,0.00661
2007,Upper Secondary Level,(1c) Basic Vocational Qualification,0.53210,5155,10196,0.52242,0.54179
2007,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.37880,4201,10196,0.36939,0.38822
2007,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.07176,802,10196,0.06675,0.07677
2007,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.31458,458,1527,0.29128,0.33787
2007,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.42504,681,1527,0.40023,0.44984
2007,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.25262,388,1527,0.23082,0.27442
2007,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.40323,1714,4389,0.38871,0.41774
2007,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.59677,2675,4389,0.58226,0.61129
2008,Primary Level,(1a) Inadequately completed,0.83794,147,184,0.78454,0.89133
2008,Primary Level,(1b) General Elementary School,0.16206,37,184,0.10867,0.21546
2008,Lower Secondary Level,(1b) General Elementary School,0.78118,1558,2065,0.76334,0.79901
2008,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.21882,507,2065,0.20099,0.23666
2008,Upper Secondary Level,(1a) Inadequately completed,0.00536,39,9589,0.00390,0.00683
2008,Upper Secondary Level,(1c) Basic Vocational Qualification,0.52300,4807,9589,0.51300,0.53299
2008,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.38471,4015,9589,0.37498,0.39445
2008,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.07338,728,9589,0.06816,0.07860
2008,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.32011,435,1407,0.29572,0.34449
2008,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.42612,622,1407,0.40027,0.45197
2008,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.24525,350,1407,0.22276,0.26774
2008,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.40285,1649,4192,0.38800,0.41770
2008,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.59715,2543,4192,0.58230,0.61200
2009,Primary Level,(1a) Inadequately completed,0.83666,132,165,0.78008,0.89324
2009,Primary Level,(1b) General Elementary School,0.16334,33,165,0.10676,0.21992
2009,Lower Secondary Level,(1b) General Elementary School,0.77657,1382,1830,0.75748,0.79566
2009,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.22343,448,1830,0.20434,0.24252
2009,Upper Secondary Level,(1a) Inadequately completed,0.00557,37,8919,0.00403,0.00712
2009,Upper Secondary Level,(1c) Basic Vocational Qualification,0.51206,4421,8919,0.50168,0.52243
2009,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.38978,3781,8919,0.37966,0.39990
2009,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.07702,680,8919,0.07149,0.08256
2009,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.30673,399,1323,0.28188,0.33159
2009,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.43439,599,1323,0.40767,0.46111
2009,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.24980,325,1323,0.22646,0.27313
2009,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.40064,1591,4035,0.38552,0.41576
2009,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.59936,2444,4035,0.58424,0.61448
2010,Primary Level,(1a) Inadequately completed,0.83835,288,343,0.79934,0.87737
2010,Primary Level,(1b) General Elementary School,0.16165,55,343,0.12263,0.20066
2010,Lower Secondary Level,(1b) General Elementary School,0.77359,1856,2510,0.75721,0.78996
2010,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.22641,654,2510,0.21004,0.24279
2010,Upper Secondary Level,(1a) Inadequately completed,0.00614,67,11602,0.00472,0.00756
2010,Upper Secondary Level,(1c) Basic Vocational Qualification,0.50014,5203,11602,0.49104,0.50924
2010,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.39424,5425,11602,0.38535,0.40313
2010,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.08339,907,11602,0.07836,0.08842
2010,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.28613,418,1602,0.26399,0.30827
2010,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.42910,742,1602,0.40486,0.45335
2010,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.27758,442,1602,0.25565,0.29952
2010,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.40072,1964,5376,0.38762,0.41383
2010,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.59928,3412,5376,0.58617,0.61238
2011,Pre-primary Level,(0) No qualification (yet),0.99679,893,893,0.99308,1.00050
2011,Primary Level,(1a) Inadequately completed,0.84028,334,407,0.80464,0.87591
2011,Primary Level,(1b) General Elementary School,0.15972,73,407,0.12409,0.19536
2011,Lower Secondary Level,(1b) General Elementary School,0.76340,2242,3049,0.74831,0.77849
2011,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.23660,807,3049,0.22151,0.25169
2011,Upper Secondary Level,(1a) Inadequately completed,0.00677,87,13718,0.00540,0.00814
2011,Upper Secondary Level,(1c) Basic Vocational Qualification,0.48996,6194,13718,0.48159,0.49832
2011,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.39688,6319,13718,0.38869,0.40507
2011,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.08991,1118,13718,0.08512,0.09470
2011,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.28775,482,1826,0.26698,0.30853
2011,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.42512,832,1826,0.40244,0.44780
2011,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.27370,512,1826,0.25325,0.29416
2011,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.38780,2271,6212,0.37569,0.39992
2011,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.61220,3941,6212,0.60008,0.62431
2012,Primary Level,(1a) Inadequately completed,0.85531,321,386,0.82017,0.89045
2012,Primary Level,(1b) General Elementary School,0.14469,65,386,0.10955,0.17983
2012,Lower Secondary Level,(1b) General Elementary School,0.76680,2170,2986,0.75163,0.78197
2012,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.23320,816,2986,0.21803,0.24837
2012,Upper Secondary Level,(1a) Inadequately completed,0.00732,93,13359,0.00587,0.00876
2012,Upper Secondary Level,(1c) Basic Vocational Qualification,0.48780,6005,13359,0.47932,0.49628
2012,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.39864,6175,13359,0.39034,0.40694
2012,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.08746,1086,13359,0.08267,0.09225
2012,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.27230,467,1781,0.25162,0.29298
2012,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.42606,810,1781,0.40309,0.44904
2012,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.28883,504,1781,0.26777,0.30988
2012,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.38899,2275,6146,0.37680,0.40118
2012,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.61101,3871,6146,0.59882,0.62320
2013,Primary Level,(1a) Inadequately completed,0.87540,562,631,0.84961,0.90119
2013,Primary Level,(1b) General Elementary School,0.12460,69,631,0.09881,0.15039
2013,Lower Secondary Level,(1b) General Elementary School,0.75509,2791,3804,0.74143,0.76876
2013,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.24487,1013,3804,0.23120,0.25854
2013,Upper Secondary Level,(1a) Inadequately completed,0.00792,108,13951,0.00645,0.00939
2013,Upper Secondary Level,(1c) Basic Vocational Qualification,0.47608,6172,13951,0.46779,0.48437
2013,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.40313,6070,13951,0.39499,0.41127
2013,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.09641,1601,13951,0.09151,0.10131
2013,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.27681,436,1698,0.25552,0.29810
2013,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.42830,764,1698,0.40476,0.45185
2013,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.28191,498,1698,0.26050,0.30332
2013,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.38370,2275,6862,0.37219,0.39521
2013,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.61630,4587,6862,0.60479,0.62781
2014,Primary Level,(1a) Inadequately completed,0.87164,440,504,0.84241,0.90087
2014,Primary Level,(1b) General Elementary School,0.12836,64,504,0.09913,0.15759
2014,Lower Secondary Level,(1b) General Elementary School,0.75535,2348,3229,0.74052,0.77018
2014,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.24465,881,3229,0.22982,0.25948
2014,Upper Secondary Level,(1a) Inadequately completed,0.00804,98,12354,0.00646,0.00961
2014,Upper Secondary Level,(1c) Basic Vocational Qualification,0.47240,5447,12354,0.46360,0.48121
2014,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.40051,5370,12354,0.39187,0.40915
2014,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.10179,1439,12354,0.09645,0.10712
2014,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.27425,404,1561,0.25211,0.29639
2014,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.40823,695,1561,0.38384,0.43262
2014,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.29715,462,1561,0.27448,0.31983
2014,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.39154,2175,6227,0.37941,0.40366
2014,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.60846,4052,6227,0.59634,0.62059
2015,Primary Level,(1a) Inadequately completed,0.87671,471,533,0.84877,0.90465
2015,Primary Level,(1b) General Elementary School,0.12329,62,533,0.09535,0.15123
2015,Lower Secondary Level,(1b) General Elementary School,0.74630,2255,3100,0.73098,0.76162
2015,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.25370,845,3100,0.23838,0.26902
2015,Upper Secondary Level,(1a) Inadequately completed,0.00841,109,11982,0.00678,0.01005
2015,Upper Secondary Level,(1c) Basic Vocational Qualification,0.46453,5185,11982,0.45560,0.47346
2015,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.40668,5121,11982,0.39788,0.41548
2015,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.10154,1567,11982,0.09613,0.10694
2015,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.25666,375,1493,0.23450,0.27882
2015,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.42596,676,1493,0.40087,0.45105
2015,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.29371,442,1493,0.27060,0.31682
2015,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.38724,2127,6422,0.37532,0.39915
2015,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.61276,4295,6422,0.60085,0.62468
2016,Primary Level,(1a) Inadequately completed,0.88828,1390,1442,0.87201,0.90454
2016,Primary Level,(1b) General Elementary School,0.11172,52,1442,0.09546,0.12799
2016,Lower Secondary Level,(1b) General Elementary School,0.73681,2491,3287,0.72175,0.75186
2016,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.26319,796,3287,0.24814,0.27825
2016,Upper Secondary Level,(1a) Inadequately completed,0.00823,132,11341,0.00657,0.00989
2016,Upper Secondary Level,(1c) Basic Vocational Qualification,0.45945,4792,11341,0.45027,0.46862
2016,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.40732,4712,11341,0.39828,0.41637
2016,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.10211,1705,11341,0.09654,0.10768
2016,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.24386,342,1372,0.22113,0.26660
2016,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.42025,614,1372,0.39412,0.44638
2016,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.31043,416,1372,0.28594,0.33492
2016,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.38387,2012,6488,0.37204,0.39571
2016,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.61613,4476,6488,0.60429,0.62796
2017,Primary Level,(1a) Inadequately completed,0.89279,1872,1928,0.87898,0.90661
2017,Primary Level,(1b) General Elementary School,0.10721,56,1928,0.09339,0.12102
2017,Lower Secondary Level,(1b) General Elementary School,0.73426,2798,3695,0.72002,0.74851
2017,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.26574,897,3695,0.25149,0.27998
2017,Upper Secondary Level,(1a) Inadequately completed,0.00887,141,12539,0.00723,0.01051
2017,Upper Secondary Level,(1c) Basic Vocational Qualification,0.44681,4919,12539,0.43811,0.45552
2017,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.41726,5405,12539,0.40863,0.42590
2017,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.10541,2074,12539,0.10003,0.11078
2017,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.22823,341,1503,0.20700,0.24945
2017,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.45291,717,1503,0.42774,0.47809
2017,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.29475,445,1503,0.27169,0.31781
2017,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.37640,2278,7251,0.36525,0.38756
2017,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.62360,4973,7251,0.61244,0.63475
2018,Pre-primary Level,(0) No qualification (yet),0.99953,775,775,0.99800,1.00106
2018,Primary Level,(1a) Inadequately completed,0.90608,1778,1834,0.89272,0.91943
2018,Primary Level,(1b) General Elementary School,0.09392,56,1834,0.08057,0.10728
2018,Lower Secondary Level,(1b) General Elementary School,0.74726,2666,3570,0.73300,0.76152
2018,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.25274,904,3570,0.23848,0.26700
2018,Upper Secondary Level,(1a) Inadequately completed,0.00761,134,11906,0.00605,0.00917
2018,Upper Secondary Level,(1c) Basic Vocational Qualification,0.43491,4595,11906,0.42601,0.44382
2018,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.42138,5185,11906,0.41251,0.43025
2018,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.10982,1992,11906,0.10420,0.11543
2018,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.23713,323,1423,0.21503,0.25924
2018,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.43277,667,1423,0.40702,0.45852
2018,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.30353,433,1423,0.27963,0.32743
2018,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.38558,2253,6978,0.37415,0.39700
2018,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.61442,4725,6978,0.60300,0.62585
2019,Pre-primary Level,(0) No qualification (yet),0.99996,612,612,0.99944,1.00048
2019,Primary Level,(1a) Inadequately completed,0.88598,1666,1722,0.87096,0.90099
2019,Primary Level,(1b) General Elementary School,0.11402,56,1722,0.09901,0.12904
2019,Lower Secondary Level,(1b) General Elementary School,0.73515,2323,3213,0.71989,0.75041
2019,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.26485,890,3213,0.24959,0.28011
2019,Upper Secondary Level,(1a) Inadequately completed,0.00784,126,11431,0.00622,0.00946
2019,Upper Secondary Level,(1c) Basic Vocational Qualification,0.42254,4209,11431,0.41349,0.43160
2019,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.42921,5182,11431,0.42014,0.43828
2019,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.11402,1914,11431,0.10819,0.11985
2019,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.22149,359,1622,0.20128,0.24171
2019,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.43627,772,1622,0.41213,0.46041
2019,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.31432,491,1622,0.29172,0.33692
2019,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.37645,2473,7586,0.36555,0.38736
2019,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.62355,5113,7586,0.61264,0.63445
2020,Primary Level,(1a) Inadequately completed,0.88242,1767,1831,0.86766,0.89718
2020,Primary Level,(1b) General Elementary School,0.11758,64,1831,0.10282,0.13234
2020,Lower Secondary Level,(1b) General Elementary School,0.72650,2466,3326,0.71135,0.74166
2020,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.27350,860,3326,0.25834,0.28865
2020,Upper Secondary Level,(1a) Inadequately completed,0.00705,141,11083,0.00549,0.00861
2020,Upper Secondary Level,(1c) Basic Vocational Qualification,0.41999,3973,11083,0.41080,0.42918
2020,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.43065,4764,11083,0.42144,0.43987
2020,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.11127,2205,11083,0.10542,0.11713
2020,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.21549,295,1433,0.19419,0.23679
2020,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.44932,689,1433,0.42356,0.47508
2020,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.30843,449,1433,0.28451,0.33235
2020,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.38866,2355,7763,0.37782,0.39951
2020,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.61134,5408,7763,0.60049,0.62218
2021,Primary Level,(1a) Inadequately completed,0.90645,1017,1053,0.88886,0.92405
2021,Primary Level,(1b) General Elementary School,0.09355,36,1053,0.07595,0.11114
2021,Lower Secondary Level,(1b) General Elementary School,0.73157,1349,1894,0.71161,0.75154
2021,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.26843,545,1894,0.24846,0.28839
2021,Upper Secondary Level,(1a) Inadequately completed,0.00819,102,7251,0.00611,0.01026
2021,Upper Secondary Level,(1c) Basic Vocational Qualification,0.41455,2503,7251,0.40321,0.42589
2021,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.42592,3243,7251,0.41454,0.43730
2021,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.12451,1403,7251,0.11691,0.13211
2021,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.23508,197,982,0.20854,0.26161
2021,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.44443,475,982,0.41333,0.47552
2021,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.29942,310,982,0.27076,0.32808
2021,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.35849,1728,5707,0.34605,0.37094
2021,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.64151,3979,5707,0.62906,0.65395
