year,age_gr,pgisced97,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.39841,152,374,0.34872,0.44809
2015,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.30843,615,2352,0.28976,0.32710
2015,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.69157,1737,2352,0.67290,0.71024
2015,46-65 y.,Primary Level,(1a) Inadequately completed,0.90168,136,136,0.85146,0.95191
2015,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.85953,553,663,0.83306,0.88600
2015,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.14047,110,663,0.11400,0.16694
2015,46-65 y.,Upper Secondary Level,(1a) Inadequately completed,0.00818,40,4381,0.00551,0.01085
2015,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.46518,1930,4381,0.45041,0.47995
2015,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.48477,2198,4381,0.46997,0.49957
2015,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.03313,213,4381,0.02783,0.03843
2015,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.20382,152,729,0.17456,0.23308
2015,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.48113,378,729,0.44483,0.51743
2015,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.29922,199,729,0.26595,0.33248
2015,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.38434,848,2385,0.36482,0.40387
2015,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.61566,1537,2385,0.59613,0.63518
2015,66 and older,Primary Level,(1a) Inadequately completed,0.96329,40,40,0.90427,1.02231
2015,66 and older,Lower Secondary Level,(1b) General Elementary School,0.89841,586,650,0.87516,0.92165
2015,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.10159,64,650,0.07835,0.12484
2015,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.72006,1795,2498,0.70245,0.73767
2015,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.24612,652,2498,0.22922,0.26301
2015,66 and older,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.02262,51,2498,0.01679,0.02845
2015,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.49289,165,336,0.43935,0.54643
2015,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.32614,104,336,0.27594,0.37634
2015,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.17230,67,336,0.13186,0.21274
2015,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42070,456,1184,0.39257,0.44883
2015,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57930,728,1184,0.55117,0.60743
2016,17-29 y.,Primary Level,(1a) Inadequately completed,0.61214,393,427,0.56586,0.65841
2016,17-29 y.,Primary Level,(1b) General Elementary School,0.38786,34,427,0.34159,0.43414
2016,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.45116,645,1126,0.42208,0.48023
2016,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.54884,481,1126,0.51977,0.57792
2016,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.14153,243,1547,0.12416,0.15891
2016,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.30907,403,1547,0.28604,0.33211
2016,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.46150,901,1547,0.43665,0.48636
2016,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.58262,189,576,0.54231,0.62292
2016,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.41738,387,576,0.37708,0.45769
2016,30-45 y.,Primary Level,(1a) Inadequately completed,0.96637,679,679,0.95280,0.97994
2016,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.74204,760,905,0.71352,0.77056
2016,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.25796,145,905,0.22944,0.28648
2016,30-45 y.,Upper Secondary Level,(1a) Inadequately completed,0.01583,59,3175,0.01149,0.02017
2016,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.35127,1090,3175,0.33467,0.36788
2016,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.50471,1524,3175,0.48732,0.52211
2016,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.09281,502,3175,0.08272,0.10291
2016,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.07680,42,335,0.04825,0.10536
2016,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.40322,146,335,0.35062,0.45583
2016,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.46697,147,335,0.41346,0.52048
2016,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.31441,574,2326,0.29554,0.33328
2016,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.68559,1752,2326,0.66672,0.70446
2016,46-65 y.,Primary Level,(1a) Inadequately completed,0.90971,267,267,0.87527,0.94416
2016,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.82884,539,643,0.79971,0.85798
2016,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.17116,104,643,0.14202,0.20029
2016,46-65 y.,Upper Secondary Level,(1a) Inadequately completed,0.00620,41,4210,0.00383,0.00857
2016,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.45978,1774,4210,0.44472,0.47483
2016,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.49175,2139,4210,0.47665,0.50686
2016,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.03526,256,4210,0.02969,0.04084
2016,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.20777,142,672,0.17707,0.23847
2016,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.47896,348,672,0.44116,0.51676
2016,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.29157,182,672,0.25719,0.32596
2016,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.36916,792,2393,0.34982,0.38849
2016,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.63084,1601,2393,0.61151,0.65018
2016,66 and older,Lower Secondary Level,(1b) General Elementary School,0.89618,547,613,0.87202,0.92035
2016,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.10382,66,613,0.07965,0.12798
2016,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.70493,1685,2377,0.68659,0.72327
2016,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.25994,646,2377,0.24231,0.27758
2016,66 and older,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.02192,46,2377,0.01604,0.02781
2016,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.49052,153,320,0.43567,0.54538
2016,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.33127,102,320,0.27962,0.38292
2016,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.17113,65,320,0.12980,0.21246
2016,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.41432,457,1193,0.38635,0.44228
2016,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.58568,736,1193,0.55772,0.61365
2017,17-29 y.,Primary Level,(1a) Inadequately completed,0.80491,615,615,0.77357,0.83625
2017,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.45263,774,1274,0.42528,0.47997
2017,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.54737,500,1274,0.52003,0.57472
2017,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.13008,244,1942,0.11512,0.14505
2017,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.33125,520,1942,0.31032,0.35219
2017,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.45734,1178,1942,0.43518,0.47950
2017,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.60379,270,706,0.56769,0.63990
2017,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.39621,436,706,0.36010,0.43231
2017,30-45 y.,Primary Level,(1a) Inadequately completed,0.88829,833,833,0.86688,0.90969
2017,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.73799,869,1025,0.71105,0.76492
2017,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.26201,156,1025,0.23508,0.28895
2017,30-45 y.,Upper Secondary Level,(1a) Inadequately completed,0.01538,62,3181,0.01110,0.01966
2017,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.32452,1017,3181,0.30825,0.34079
2017,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.52706,1582,3181,0.50971,0.54441
2017,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.10125,520,3181,0.09077,0.11174
2017,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.05932,35,338,0.03410,0.08454
2017,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.51279,164,338,0.45942,0.56615
2017,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.39636,139,338,0.34413,0.44858
2017,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.30800,631,2520,0.28997,0.32603
2017,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.69200,1889,2520,0.67397,0.71003
2017,46-65 y.,Primary Level,(1a) Inadequately completed,0.89896,362,362,0.86787,0.93005
2017,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.80945,627,788,0.78201,0.83689
2017,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.19055,161,788,0.16311,0.21799
2017,46-65 y.,Upper Secondary Level,(1a) Inadequately completed,0.00692,45,4864,0.00459,0.00925
2017,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.45231,1943,4864,0.43832,0.46630
2017,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.49440,2561,4864,0.48035,0.50845
2017,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.03730,315,4864,0.03198,0.04263
2017,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.18515,152,772,0.15773,0.21257
2017,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.48150,408,772,0.44623,0.51677
2017,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.31577,212,772,0.28296,0.34858
2017,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.35273,905,2763,0.33491,0.37055
2017,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.64727,1858,2763,0.62945,0.66509
2017,66 and older,Primary Level,(1a) Inadequately completed,0.98722,62,62,0.95903,1.01541
2017,66 and older,Lower Secondary Level,(1b) General Elementary School,0.89124,528,608,0.86647,0.91601
2017,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.10876,80,608,0.08399,0.13353
2017,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.68679,1715,2518,0.66867,0.70491
2017,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.27230,742,2518,0.25491,0.28969
2017,66 and older,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.02721,61,2518,0.02086,0.03357
2017,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.46972,148,338,0.41644,0.52301
2017,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.34609,119,338,0.29530,0.39688
2017,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.16766,71,338,0.12777,0.20754
2017,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.41727,472,1262,0.39006,0.44449
2017,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.58273,790,1262,0.55551,0.60994
2018,17-29 y.,Primary Level,(1a) Inadequately completed,0.81083,577,577,0.77885,0.84282
2018,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.50238,744,1259,0.47475,0.53001
2018,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.49762,515,1259,0.46999,0.52525
2018,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.11338,211,1780,0.09864,0.12811
2018,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.32260,479,1780,0.30088,0.34432
2018,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.45581,1090,1780,0.43267,0.47895
2018,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.59699,268,652,0.55931,0.63467
2018,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.40301,384,652,0.36533,0.44069
2018,30-45 y.,Primary Level,(1a) Inadequately completed,0.90650,777,777,0.88602,0.92699
2018,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.75664,785,932,0.72908,0.78421
2018,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.24336,147,932,0.21579,0.27092
2018,30-45 y.,Upper Secondary Level,(1a) Inadequately completed,0.01098,51,2890,0.00718,0.01478
2018,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.32549,911,2890,0.30841,0.34258
2018,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.52550,1416,2890,0.50730,0.54371
2018,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.10669,512,2890,0.09543,0.11794
2018,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.08710,34,307,0.05550,0.11869
2018,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.46968,144,307,0.41376,0.52560
2018,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.39933,129,307,0.34445,0.45421
2018,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.33949,632,2377,0.32045,0.35853
2018,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.66051,1745,2377,0.64147,0.67955
2018,46-65 y.,Primary Level,(1a) Inadequately completed,0.92646,368,368,0.89976,0.95317
2018,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.80762,625,781,0.77995,0.83528
2018,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.19238,156,781,0.16472,0.22005
2018,46-65 y.,Upper Secondary Level,(1a) Inadequately completed,0.00726,44,4694,0.00483,0.00969
2018,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.43554,1812,4694,0.42135,0.44973
2018,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.50405,2519,4694,0.48974,0.51835
2018,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.04327,319,4694,0.03745,0.04910
2018,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.17789,134,723,0.14999,0.20578
2018,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.48994,387,723,0.45348,0.52641
2018,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.32167,202,723,0.28760,0.35575
2018,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.35962,874,2661,0.34138,0.37785
2018,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.64038,1787,2661,0.62215,0.65862
2018,66 and older,Lower Secondary Level,(1b) General Elementary School,0.88569,512,598,0.86016,0.91121
2018,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.11431,86,598,0.08879,0.13984
2018,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.67056,1661,2503,0.65214,0.68898
2018,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.28343,771,2503,0.26578,0.30109
2018,66 and older,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.03162,71,2503,0.02476,0.03848
2018,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.48677,150,342,0.43372,0.53982
2018,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.31138,118,342,0.26223,0.36053
2018,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.18898,74,342,0.14743,0.23053
2018,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.40335,479,1288,0.37654,0.43015
2018,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.59665,809,1288,0.56985,0.62346
2019,17-29 y.,Primary Level,(1a) Inadequately completed,0.74190,472,472,0.70238,0.78142
2019,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.47168,606,1094,0.44208,0.50127
2019,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.52832,488,1094,0.49873,0.55792
2019,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.11326,191,1581,0.09764,0.12889
2019,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.30525,397,1581,0.28254,0.32796
2019,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.47729,993,1581,0.45266,0.50192
2019,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.52075,241,581,0.48009,0.56141
2019,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.47925,340,581,0.43859,0.51991
2019,30-45 y.,Primary Level,(1a) Inadequately completed,0.86940,767,767,0.84554,0.89326
2019,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.76020,678,823,0.73101,0.78939
2019,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.23980,145,823,0.21061,0.26899
2019,30-45 y.,Upper Secondary Level,(1a) Inadequately completed,0.01277,48,2571,0.00843,0.01711
2019,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.31265,755,2571,0.29473,0.33057
2019,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.52879,1299,2571,0.50949,0.54808
2019,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.11239,469,2571,0.10018,0.12461
2019,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.10365,43,342,0.07130,0.13600
2019,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.48001,158,342,0.42698,0.53303
2019,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.39043,141,342,0.33865,0.44221
2019,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.34730,661,2337,0.32800,0.36661
2019,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.65270,1676,2337,0.63339,0.67200
2019,46-65 y.,Primary Level,(1a) Inadequately completed,0.94220,376,376,0.91858,0.96582
2019,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.80346,579,746,0.77492,0.83199
2019,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.19654,167,746,0.16801,0.22508
2019,46-65 y.,Upper Secondary Level,(1a) Inadequately completed,0.00738,41,4714,0.00494,0.00982
2019,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.41956,1669,4714,0.40547,0.43365
2019,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.51755,2643,4714,0.50328,0.53182
2019,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.04569,361,4714,0.03973,0.05165
2019,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.16659,158,852,0.14155,0.19162
2019,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.48330,449,852,0.44973,0.51688
2019,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.33147,245,852,0.29984,0.36310
2019,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.35474,1047,3214,0.33820,0.37129
2019,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.64526,2167,3214,0.62871,0.66180
2019,66 and older,Primary Level,(1a) Inadequately completed,0.99803,51,51,0.98573,1.01033
2019,66 and older,Lower Secondary Level,(1b) General Elementary School,0.88175,460,550,0.85473,0.90876
2019,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.11825,90,550,0.09124,0.14527
2019,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.64906,1594,2528,0.63045,0.66767
2019,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.29940,843,2528,0.28154,0.31725
2019,66 and older,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.03528,91,2528,0.02808,0.04247
2019,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.46610,154,372,0.41533,0.51686
2019,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.32362,141,372,0.27601,0.37122
2019,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.19440,77,372,0.15413,0.23467
2019,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.39275,524,1454,0.36764,0.41786
2019,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.60725,930,1454,0.58214,0.63236
2020,17-29 y.,Primary Level,(1a) Inadequately completed,0.79883,486,522,0.76440,0.83325
2020,17-29 y.,Primary Level,(1b) General Elementary School,0.20117,36,522,0.16675,0.23560
2020,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.45692,662,1153,0.42816,0.48569
2020,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.54308,491,1153,0.51431,0.57184
2020,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.10732,237,1698,0.09259,0.12205
2020,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.28890,365,1698,0.26733,0.31046
2020,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.48701,1096,1698,0.46323,0.51079
2020,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.57108,243,789,0.53653,0.60564
2020,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.42892,546,789,0.39436,0.46347
2020,30-45 y.,Primary Level,(1a) Inadequately completed,0.86589,867,867,0.84320,0.88859
2020,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.76824,799,933,0.74115,0.79533
2020,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.23176,134,933,0.20467,0.25885
2020,30-45 y.,Upper Secondary Level,(1a) Inadequately completed,0.00976,56,2562,0.00595,0.01356
2020,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.28962,706,2562,0.27206,0.30719
2020,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.54120,1147,2562,0.52190,0.56050
2020,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.11003,653,2562,0.09791,0.12215
2020,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.10139,31,281,0.06603,0.13674
2020,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.49444,130,281,0.43588,0.55300
2020,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.37690,120,281,0.32013,0.43366
2020,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.36347,635,2526,0.34471,0.38223
2020,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.63653,1891,2526,0.61777,0.65529
2020,46-65 y.,Primary Level,(1a) Inadequately completed,0.91479,366,366,0.88615,0.94343
2020,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.79042,583,732,0.76091,0.81992
2020,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.20958,149,732,0.18008,0.23909
2020,46-65 y.,Upper Secondary Level,(1a) Inadequately completed,0.00703,42,4385,0.00456,0.00951
2020,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.41533,1546,4385,0.40075,0.42992
2020,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.52486,2424,4385,0.51008,0.53965
2020,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.04289,373,4385,0.03689,0.04889
2020,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.16899,127,756,0.14226,0.19573
2020,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.48149,406,756,0.44585,0.51713
2020,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.33033,223,756,0.29678,0.36388
2020,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.35810,964,3061,0.34112,0.37509
2020,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.64190,2097,3061,0.62491,0.65888
2020,66 and older,Primary Level,(1a) Inadequately completed,0.99645,48,48,0.97946,1.01345
2020,66 and older,Lower Secondary Level,(1b) General Elementary School,0.87411,422,508,0.84523,0.90299
2020,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.12589,86,508,0.09701,0.15477
2020,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.65120,1484,2395,0.63211,0.67029
2020,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.30120,828,2395,0.28283,0.31958
2020,66 and older,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.03076,83,2395,0.02385,0.03768
2020,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.42130,133,347,0.36927,0.47333
2020,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.37163,135,347,0.32072,0.42255
2020,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.19215,79,347,0.15064,0.23366
2020,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.40050,513,1387,0.37470,0.42630
2020,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.59950,874,1387,0.57370,0.62530
2021,17-29 y.,Primary Level,(1a) Inadequately completed,0.84514,252,252,0.80038,0.88989
2021,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.48721,328,636,0.44833,0.52608
2021,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.51279,308,636,0.47392,0.55167
2021,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.10669,134,1121,0.08861,0.12477
2021,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.26241,242,1121,0.23664,0.28817
2021,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.53625,745,1121,0.50704,0.56545
2021,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.43449,174,532,0.39233,0.47665
