year,age_gr,pgisced97,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.53415,256,539,0.49200,0.57630
1990,66 and older,Lower Secondary Level,(1b) General Elementary School,0.92680,480,514,0.90426,0.94934
1990,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.07320,34,514,0.05066,0.09574
1990,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.75795,548,683,0.72581,0.79010
1990,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.22135,135,683,0.19019,0.25251
1990,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.55823,59,59,0.43043,0.68604
1990,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.51512,62,108,0.42043,0.60982
1990,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.48488,46,108,0.39018,0.57957
1991,17-29 y.,Pre-primary Level,(0) No qualification (yet),0.96181,150,150,0.93103,0.99258
1991,17-29 y.,Primary Level,(1a) Inadequately completed,0.81924,132,132,0.75334,0.88514
1991,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.50796,522,932,0.47584,0.54007
1991,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.49204,410,932,0.45993,0.52416
1991,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.34522,657,1834,0.32346,0.36699
1991,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.46436,880,1834,0.44153,0.48720
1991,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.17410,297,1834,0.15674,0.19146
1991,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.47061,50,50,0.33085,0.61037
1991,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.57928,122,200,0.51069,0.64787
1991,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.42072,78,200,0.35213,0.48931
1991,30-45 y.,Primary Level,(1a) Inadequately completed,0.87050,192,192,0.82288,0.91812
1991,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.86395,478,521,0.83448,0.89341
1991,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.13605,43,521,0.10659,0.16552
1991,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.58632,1224,2267,0.56605,0.60660
1991,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.37873,981,2267,0.35876,0.39871
1991,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.02699,62,2267,0.02032,0.03366
1991,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.29992,78,300,0.24798,0.35186
1991,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.43966,163,300,0.38340,0.49592
1991,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.25503,59,300,0.20563,0.30444
1991,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.41908,408,817,0.38522,0.45293
1991,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.58092,409,817,0.54707,0.61478
1991,46-65 y.,Primary Level,(1a) Inadequately completed,0.96980,290,290,0.95006,0.98953
1991,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.93597,870,916,0.92010,0.95183
1991,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.06403,46,916,0.04817,0.07990
1991,46-65 y.,Upper Secondary Level,(1a) Inadequately completed,0.00617,32,1996,0.00274,0.00961
1991,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.79560,1649,1996,0.77791,0.81330
1991,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.18790,315,1996,0.17076,0.20504
1991,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.59174,162,236,0.52890,0.65459
1991,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.27320,74,236,0.21623,0.33018
1991,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.48286,292,549,0.44102,0.52469
1991,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.51714,257,549,0.47531,0.55898
1991,66 and older,Lower Secondary Level,(1b) General Elementary School,0.92194,455,489,0.89814,0.94575
1991,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.07806,34,489,0.05425,0.10186
1991,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.77044,560,691,0.73906,0.80182
1991,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.21300,131,691,0.18245,0.24355
1991,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.53984,52,52,0.40305,0.67664
1991,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.49583,62,112,0.40282,0.58884
1991,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.50417,50,112,0.41116,0.59718
1992,17-29 y.,Pre-primary Level,(0) No qualification (yet),0.86653,144,187,0.81765,0.91540
1992,17-29 y.,Pre-primary Level,(1a) Inadequately completed,0.13347,43,187,0.08460,0.18235
1992,17-29 y.,Primary Level,(1a) Inadequately completed,0.80407,118,118,0.73214,0.87599
1992,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.50774,514,932,0.47563,0.53986
1992,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.49226,418,932,0.46014,0.52437
1992,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.32493,613,1714,0.30275,0.34711
1992,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.46504,811,1714,0.44142,0.48866
1992,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.18872,290,1714,0.17019,0.20725
1992,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.49122,51,84,0.38366,0.59877
1992,17-29 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.32564,33,84,0.22482,0.42646
1992,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.55927,102,171,0.48464,0.63391
1992,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.44073,69,171,0.36609,0.51536
1992,30-45 y.,Primary Level,(1a) Inadequately completed,0.87416,183,183,0.82598,0.92235
1992,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.83827,441,488,0.80556,0.87097
1992,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.16173,47,488,0.12903,0.19444
1992,30-45 y.,Upper Secondary Level,(1a) Inadequately completed,0.00715,31,2258,0.00367,0.01063
1992,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.58942,1194,2258,0.56912,0.60971
1992,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.37616,975,2258,0.35617,0.39614
1992,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.02559,58,2258,0.01907,0.03210
1992,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.30474,83,308,0.25325,0.35623
1992,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.43676,166,308,0.38128,0.49225
1992,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.25323,59,308,0.20458,0.30187
1992,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42095,413,829,0.38732,0.45458
1992,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57905,416,829,0.54542,0.61268
1992,46-65 y.,Primary Level,(1a) Inadequately completed,0.97058,277,277,0.95064,0.99052
1992,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.94126,845,886,0.92577,0.95675
1992,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.05874,41,886,0.04325,0.07423
1992,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.78381,1583,1911,0.76535,0.80227
1992,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.19688,328,1911,0.17905,0.21472
1992,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.59562,157,230,0.53205,0.65918
1992,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.26781,73,230,0.21046,0.32517
1992,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.46906,289,548,0.42723,0.51088
1992,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.53094,259,548,0.48912,0.57277
1992,66 and older,Lower Secondary Level,(1b) General Elementary School,0.91945,444,478,0.89503,0.94387
1992,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.08055,34,478,0.05613,0.10497
1992,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.76004,569,706,0.72852,0.79157
1992,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.22184,137,706,0.19117,0.25251
1992,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.54072,53,53,0.40527,0.67617
1992,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.52249,62,107,0.42740,0.61757
1992,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.47751,45,107,0.38243,0.57260
1993,17-29 y.,Pre-primary Level,(0) No qualification (yet),0.81213,126,185,0.75569,0.86857
1993,17-29 y.,Pre-primary Level,(1a) Inadequately completed,0.18787,59,185,0.13143,0.24431
1993,17-29 y.,Primary Level,(1a) Inadequately completed,0.83372,118,118,0.76626,0.90119
1993,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.49400,484,884,0.46103,0.52698
1993,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.50600,400,884,0.47302,0.53897
1993,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.32219,583,1683,0.29985,0.34452
1993,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.46280,797,1683,0.43897,0.48663
1993,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.19136,303,1683,0.17256,0.21016
1993,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.50119,50,81,0.39162,0.61075
1993,17-29 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.37568,31,81,0.26955,0.48180
1993,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.56594,98,163,0.48962,0.64226
1993,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.43406,65,163,0.35774,0.51038
1993,30-45 y.,Primary Level,(1a) Inadequately completed,0.87771,171,171,0.82846,0.92696
1993,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.83926,418,463,0.80576,0.87275
1993,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.16074,45,463,0.12725,0.19424
1993,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.56992,1156,2213,0.54929,0.59055
1993,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.39579,996,2213,0.37541,0.41617
1993,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.02603,61,2213,0.01940,0.03267
1993,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.29246,81,315,0.24214,0.34277
1993,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.44322,173,315,0.38827,0.49816
1993,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.25986,61,315,0.21135,0.30837
1993,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.41162,393,806,0.37762,0.44562
1993,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.58838,413,806,0.55438,0.62238
1993,46-65 y.,Primary Level,(1a) Inadequately completed,0.97230,276,276,0.95290,0.99169
1993,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.93825,806,846,0.92203,0.95448
1993,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.06175,40,846,0.04552,0.07797
1993,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.78494,1550,1883,0.76638,0.80351
1993,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.19230,333,1883,0.17450,0.21011
1993,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.59013,149,217,0.52454,0.65572
1993,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.26746,68,217,0.20843,0.32649
1993,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.46514,287,552,0.42350,0.50679
1993,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.53486,265,552,0.49321,0.57650
1993,66 and older,Lower Secondary Level,(1b) General Elementary School,0.92573,454,485,0.90237,0.94909
1993,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.07427,31,485,0.05091,0.09763
1993,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.74838,575,718,0.71661,0.78014
1993,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.23732,143,718,0.20617,0.26846
1993,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.60951,55,55,0.47938,0.73963
1993,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.53398,68,115,0.44241,0.62556
1993,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.46602,47,115,0.37444,0.55759
1994,17-29 y.,Pre-primary Level,(0) No qualification (yet),0.90513,201,239,0.86791,0.94236
1994,17-29 y.,Pre-primary Level,(1a) Inadequately completed,0.09487,38,239,0.05764,0.13209
1994,17-29 y.,Primary Level,(1a) Inadequately completed,0.76580,90,90,0.67781,0.85378
1994,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.50979,426,772,0.47451,0.54508
1994,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.49021,346,772,0.45492,0.52549
1994,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.30023,525,1594,0.27772,0.32274
1994,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.45945,764,1594,0.43498,0.48392
1994,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.20695,305,1594,0.18706,0.22684
1994,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.52393,54,54,0.38947,0.65839
1994,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.55446,94,164,0.47816,0.63076
1994,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.44554,70,164,0.36924,0.52184
1994,30-45 y.,Primary Level,(1a) Inadequately completed,0.87643,150,150,0.82359,0.92927
1994,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.82611,389,439,0.79061,0.86160
1994,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.17389,50,439,0.13840,0.20939
1994,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.56399,1120,2190,0.54321,0.58476
1994,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.40020,1006,2190,0.37967,0.42072
1994,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.02690,64,2190,0.02012,0.03368
1994,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.29238,75,308,0.24150,0.34326
1994,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.43707,171,308,0.38158,0.49256
1994,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.26910,62,308,0.21949,0.31871
1994,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.40587,392,812,0.37207,0.43967
1994,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.59413,420,812,0.56033,0.62793
1994,46-65 y.,Primary Level,(1a) Inadequately completed,0.98254,265,265,0.96674,0.99834
1994,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.93021,769,811,0.91266,0.94776
1994,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.06979,42,811,0.05224,0.08734
1994,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.77224,1525,1878,0.75327,0.79121
1994,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.20402,353,1878,0.18579,0.22225
1994,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.58109,145,220,0.51575,0.64644
1994,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.27518,75,220,0.21603,0.33433
1994,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.45897,282,547,0.41717,0.50077
1994,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.54103,265,547,0.49923,0.58283
1994,66 and older,Lower Secondary Level,(1b) General Elementary School,0.92660,441,441,0.90223,0.95097
1994,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.75680,593,731,0.72568,0.78793
1994,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.22918,138,731,0.19869,0.25967
1994,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.58309,57,57,0.45396,0.71223
1994,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.55244,81,130,0.46663,0.63825
1994,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.44756,49,130,0.36175,0.53337
1995,17-29 y.,Pre-primary Level,(0) No qualification (yet),0.95284,264,264,0.92722,0.97846
1995,17-29 y.,Primary Level,(1a) Inadequately completed,0.70457,65,65,0.59279,0.81635
1995,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.52235,416,763,0.48688,0.55781
1995,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.47765,347,763,0.44219,0.51312
1995,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.31310,514,1552,0.29002,0.33618
1995,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.41839,702,1552,0.39384,0.44294
1995,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.22971,336,1552,0.20878,0.25065
1995,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.51975,60,60,0.39226,0.64723
1995,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.51520,97,172,0.44029,0.59011
1995,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.48480,75,172,0.40989,0.55971
1995,30-45 y.,Primary Level,(1a) Inadequately completed,0.89474,140,140,0.84372,0.94576
1995,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.82334,406,465,0.78864,0.85804
1995,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.17666,59,465,0.14196,0.21136
1995,30-45 y.,Upper Secondary Level,(1a) Inadequately completed,0.00694,32,2372,0.00360,0.01028
1995,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.52689,1154,2372,0.50680,0.54699
1995,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.42475,1093,2372,0.40485,0.44464
1995,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.03842,93,2372,0.03068,0.04615
1995,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.27105,75,323,0.22250,0.31960
1995,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.47653,184,323,0.42197,0.53108
1995,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.25088,64,323,0.20353,0.29823
1995,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.38263,384,847,0.34988,0.41538
1995,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.61737,463,847,0.58462,0.65012
1995,46-65 y.,Primary Level,(1a) Inadequately completed,0.94905,269,269,0.92272,0.97538
1995,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.93782,750,784,0.92090,0.95473
1995,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.06218,34,784,0.04527,0.07910
1995,46-65 y.,Upper Secondary Level,(1a) Inadequately completed,0.00871,33,1945,0.00458,0.01284
1995,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.77534,1545,1945,0.75679,0.79390
1995,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.19942,367,1945,0.18166,0.21718
1995,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.56656,137,216,0.50032,0.63280
1995,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.28809,79,216,0.22755,0.34862
1995,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.45670,294,582,0.41619,0.49720
1995,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.54330,288,582,0.50280,0.58381
1995,66 and older,Primary Level,(1a) Inadequately completed,0.90829,36,36,0.81268,1.00391
1995,66 and older,Lower Secondary Level,(1b) General Elementary School,0.91625,445,480,0.89144,0.94105
1995,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.08375,35,480,0.05895,0.10856
1995,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.76393,592,729,0.73308,0.79478
1995,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.22339,137,729,0.19313,0.25365
1995,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.57870,54,54,0.44577,0.71164
1995,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.52388,89,152,0.44422,0.60354
1995,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.47612,63,152,0.39646,0.55578
1996,17-29 y.,Pre-primary Level,(0) No qualification (yet),0.98430,286,286,0.96987,0.99873
1996,17-29 y.,Primary Level,(1a) Inadequately completed,0.60612,53,53,0.47331,0.73892
1996,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.50404,383,716,0.46739,0.54068
1996,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.49596,333,716,0.45932,0.53261
1996,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.32514,479,1419,0.30076,0.34952
1996,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.40818,637,1419,0.38260,0.43376
1996,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.22020,303,1419,0.19864,0.24177
1996,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.53992,64,64,0.41685,0.66299
1996,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.51336,85,157,0.43492,0.59179
1996,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.48664,72,157,0.40821,0.56508
1996,30-45 y.,Primary Level,(1a) Inadequately completed,0.92531,125,125,0.87904,0.97158
1996,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.79235,376,445,0.75462,0.83008
1996,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.20765,69,445,0.16992,0.24538
1996,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.51602,1131,2349,0.49581,0.53624
1996,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.43346,1123,2349,0.41342,0.45351
1996,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.04020,95,2349,0.03226,0.04815
1996,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.27968,76,328,0.23104,0.32833
1996,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.46813,187,328,0.41404,0.52221
1996,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.24961,65,328,0.20271,0.29652
1996,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.40082,397,850,0.36786,0.43379
1996,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.59918,453,850,0.56621,0.63214
1996,46-65 y.,Primary Level,(1a) Inadequately completed,0.98077,247,247,0.96360,0.99793
1996,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.93857,725,757,0.92146,0.95569
1996,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.06143,32,757,0.04431,0.07854
1996,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.75492,1500,1901,0.73558,0.77426
1996,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.22011,401,1901,0.20148,0.23874
1996,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.51767,129,214,0.45056,0.58477
1996,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.32306,85,214,0.26025,0.38586
1996,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.45239,301,600,0.41253,0.49225
1996,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.54761,299,600,0.50775,0.58747
1996,66 and older,Primary Level,(1a) Inadequately completed,0.91379,41,41,0.82681,1.00077
1996,66 and older,Lower Secondary Level,(1b) General Elementary School,0.91382,431,467,0.88834,0.93930
1996,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.08618,36,467,0.06070,0.11166
1996,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.77156,619,753,0.74156,0.80157
1996,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.21444,134,753,0.18511,0.24378
1996,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.62511,55,55,0.49599,0.75423
1996,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.52045,90,157,0.44205,0.59885
1996,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.47955,67,157,0.40115,0.55795
1997,17-29 y.,Pre-primary Level,(0) No qualification (yet),0.98669,310,310,0.97391,0.99947
1997,17-29 y.,Primary Level,(1a) Inadequately completed,0.60433,41,41,0.45279,0.75587
1997,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.50333,369,710,0.46652,0.54013
1997,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.49667,341,710,0.45987,0.53348
1997,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.30387,432,1304,0.27890,0.32884
1997,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.40097,577,1304,0.37436,0.42758
1997,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.24203,295,1304,0.21877,0.26529
1997,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.48301,52,84,0.37551,0.59052
1997,17-29 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.35410,32,84,0.25121,0.45699
1997,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.49923,77,147,0.41812,0.58033
