"pli0083","year","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","1996","Hamburg","","","",""
"Min 1x pro Woche","1996","Niedersachsen","","","",""
"Min 1x pro Woche","1996","Bremen","","","",""
"Min 1x pro Woche","1996","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1996","Hessen","","","",""
"Min 1x pro Woche","1996","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1996","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1996","Bayern","","","",""
"Min 1x pro Woche","1996","Saarland","","","",""
"Min 1x pro Woche","1996","Berlin","","","",""
"Min 1x pro Woche","1996","Brandenburg","","","",""
"Min 1x pro Woche","1996","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1996","Sachsen","","","",""
"Min 1x pro Woche","1996","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1996","Thueringen","","","",""
"Min 1x pro Monat","1996","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1996","Hamburg","","","",""
"Min 1x pro Monat","1996","Niedersachsen","","","",""
"Min 1x pro Monat","1996","Bremen","","","",""
"Min 1x pro Monat","1996","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1996","Hessen","","","",""
"Min 1x pro Monat","1996","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1996","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1996","Bayern","","","",""
"Min 1x pro Monat","1996","Saarland","","","",""
"Min 1x pro Monat","1996","Berlin","","","",""
"Min 1x pro Monat","1996","Brandenburg","","","",""
"Min 1x pro Monat","1996","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1996","Sachsen","","","",""
"Min 1x pro Monat","1996","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1996","Thueringen","","","",""
"Seltener","1996","Schleswig-Holstein","","","",""
"Seltener","1996","Hamburg","","","",""
"Seltener","1996","Niedersachsen","","","",""
"Seltener","1996","Bremen","","","",""
"Seltener","1996","Nordrhein-Westfalen","","","",""
"Seltener","1996","Hessen","","","",""
"Seltener","1996","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1996","Baden-Wuerttemberg","","","",""
"Seltener","1996","Bayern","","","",""
"Seltener","1996","Saarland","","","",""
"Seltener","1996","Berlin","","","",""
"Seltener","1996","Brandenburg","","","",""
"Seltener","1996","Mecklenburg-Vorpommern","","","",""
"Seltener","1996","Sachsen","","","",""
"Seltener","1996","Sachsen-Anhalt","","","",""
"Seltener","1996","Thueringen","","","",""
"Nie","1996","Schleswig-Holstein","","","",""
"Nie","1996","Hamburg","","","",""
"Nie","1996","Niedersachsen","","","",""
"Nie","1996","Bremen","","","",""
"Nie","1996","Nordrhein-Westfalen","","","",""
"Nie","1996","Hessen","","","",""
"Nie","1996","Rheinland-Pfalz,Saarland","","","",""
"Nie","1996","Baden-Wuerttemberg","","","",""
"Nie","1996","Bayern","","","",""
"Nie","1996","Saarland","","","",""
"Nie","1996","Berlin","","","",""
"Nie","1996","Brandenburg","","","",""
"Nie","1996","Mecklenburg-Vorpommern","","","",""
"Nie","1996","Sachsen","","","",""
"Nie","1996","Sachsen-Anhalt","","","",""
"Nie","1996","Thueringen","","","",""
"Taeglich","1997","Schleswig-Holstein","","","",""
"Taeglich","1997","Hamburg","","","",""
"Taeglich","1997","Niedersachsen","","","",""
"Taeglich","1997","Bremen","","","",""
"Taeglich","1997","Nordrhein-Westfalen","","","",""
"Taeglich","1997","Hessen","","","",""
"Taeglich","1997","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1997","Baden-Wuerttemberg","","","",""
"Taeglich","1997","Bayern","","","",""
"Taeglich","1997","Saarland","","","",""
"Taeglich","1997","Berlin","","","",""
"Taeglich","1997","Brandenburg","","","",""
"Taeglich","1997","Mecklenburg-Vorpommern","","","",""
"Taeglich","1997","Sachsen","","","",""
"Taeglich","1997","Sachsen-Anhalt","","","",""
"Taeglich","1997","Thueringen","","","",""
"Min 1x pro Woche","1997","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1997","Hamburg","","","",""
"Min 1x pro Woche","1997","Niedersachsen","","","",""
"Min 1x pro Woche","1997","Bremen","","","",""
"Min 1x pro Woche","1997","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1997","Hessen","","","",""
"Min 1x pro Woche","1997","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1997","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1997","Bayern","","","",""
"Min 1x pro Woche","1997","Saarland","","","",""
"Min 1x pro Woche","1997","Berlin","","","",""
"Min 1x pro Woche","1997","Brandenburg","","","",""
"Min 1x pro Woche","1997","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1997","Sachsen","","","",""
"Min 1x pro Woche","1997","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1997","Thueringen","","","",""
"Min 1x pro Monat","1997","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1997","Hamburg","","","",""
"Min 1x pro Monat","1997","Niedersachsen","","","",""
"Min 1x pro Monat","1997","Bremen","","","",""
"Min 1x pro Monat","1997","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1997","Hessen","","","",""
"Min 1x pro Monat","1997","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1997","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1997","Bayern","","","",""
"Min 1x pro Monat","1997","Saarland","","","",""
"Min 1x pro Monat","1997","Berlin","","","",""
"Min 1x pro Monat","1997","Brandenburg","","","",""
"Min 1x pro Monat","1997","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1997","Sachsen","","","",""
"Min 1x pro Monat","1997","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1997","Thueringen","","","",""
"Seltener","1997","Schleswig-Holstein","","","",""
"Seltener","1997","Hamburg","","","",""
"Seltener","1997","Niedersachsen","","","",""
"Seltener","1997","Bremen","","","",""
"Seltener","1997","Nordrhein-Westfalen","","","",""
"Seltener","1997","Hessen","","","",""
"Seltener","1997","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1997","Baden-Wuerttemberg","","","",""
"Seltener","1997","Bayern","","","",""
"Seltener","1997","Saarland","","","",""
"Seltener","1997","Berlin","","","",""
"Seltener","1997","Brandenburg","","","",""
"Seltener","1997","Mecklenburg-Vorpommern","","","",""
"Seltener","1997","Sachsen","","","",""
"Seltener","1997","Sachsen-Anhalt","","","",""
"Seltener","1997","Thueringen","","","",""
"Nie","1997","Schleswig-Holstein","","","",""
"Nie","1997","Hamburg","","","",""
"Nie","1997","Niedersachsen","","","",""
"Nie","1997","Bremen","","","",""
"Nie","1997","Nordrhein-Westfalen","","","",""
"Nie","1997","Hessen","","","",""
"Nie","1997","Rheinland-Pfalz,Saarland","","","",""
"Nie","1997","Baden-Wuerttemberg","","","",""
"Nie","1997","Bayern","","","",""
"Nie","1997","Saarland","","","",""
"Nie","1997","Berlin","","","",""
"Nie","1997","Brandenburg","","","",""
"Nie","1997","Mecklenburg-Vorpommern","","","",""
"Nie","1997","Sachsen","","","",""
"Nie","1997","Sachsen-Anhalt","","","",""
"Nie","1997","Thueringen","","","",""
"Taeglich","1998","Schleswig-Holstein","257","","",""
"Taeglich","1998","Hamburg","128","","",""
"Taeglich","1998","Niedersachsen","987","0.822254517335388","0.800560984210769","0.843948050460007"
"Taeglich","1998","Bremen","84","0.831308493279324","0.757911915892124","0.904705070666524"
"Taeglich","1998","Nordrhein-Westfalen","2467","","",""
"Taeglich","1998","Hessen","798","0.853808528854363","0.83125920586932","0.876357851839407"
"Taeglich","1998","Rheinland-Pfalz,Saarland","706","0.88990541696469","0.868201925642799","0.911608908286582"
"Taeglich","1998","Baden-Wuerttemberg","1523","","",""
"Taeglich","1998","Bayern","1520","","",""
"Taeglich","1998","Saarland","","","",""
"Taeglich","1998","Berlin","430","0.82146952166321","0.788680054509076","0.854258988817344"
"Taeglich","1998","Brandenburg","545","0.886683183247004","0.861651551917376","0.911714814576632"
"Taeglich","1998","Mecklenburg-Vorpommern","358","0.892572041793677","0.862414156863277","0.922729926724076"
"Taeglich","1998","Sachsen","1029","","",""
"Taeglich","1998","Sachsen-Anhalt","618","0.909482367157771","0.888027123141162","0.93093761117438"
"Taeglich","1998","Thueringen","645","0.892649506576927","0.870131896846539","0.915167116307316"
"Min 1x pro Woche","1998","Schleswig-Holstein","70","0.182699939246368","0.141924512914181","0.223475365578555"
"Min 1x pro Woche","1998","Hamburg","21","","",""
"Min 1x pro Woche","1998","Niedersachsen","142","","",""
"Min 1x pro Woche","1998","Bremen","11","","",""
"Min 1x pro Woche","1998","Nordrhein-Westfalen","251","","",""
"Min 1x pro Woche","1998","Hessen","96","0.0972099737423013","0.0783021722637356","0.116117775220867"
"Min 1x pro Woche","1998","Rheinland-Pfalz,Saarland","67","0.082043836819509","0.0630151572270718","0.101072516411946"
"Min 1x pro Woche","1998","Baden-Wuerttemberg","191","","",""
"Min 1x pro Woche","1998","Bayern","247","","",""
"Min 1x pro Woche","1998","Saarland","","","",""
"Min 1x pro Woche","1998","Berlin","61","0.121088636146776","0.0931563372158793","0.149020935077674"
"Min 1x pro Woche","1998","Brandenburg","50","0.0812357108413233","0.059661581368404","0.102809840314243"
"Min 1x pro Woche","1998","Mecklenburg-Vorpommern","26","","",""
"Min 1x pro Woche","1998","Sachsen","116","","",""
"Min 1x pro Woche","1998","Sachsen-Anhalt","47","0.059321738470963","0.0416574067675046","0.0769860701744215"
"Min 1x pro Woche","1998","Thueringen","54","0.0617429543051452","0.0442350404595283","0.0792508681507621"
"Min 1x pro Monat","1998","Schleswig-Holstein","8","0.0229336502956343","0.00713801256947273","0.0387292880217958"
"Min 1x pro Monat","1998","Hamburg","1","","",""
"Min 1x pro Monat","1998","Niedersachsen","10","","",""
"Min 1x pro Monat","1998","Bremen","1","","",""
"Min 1x pro Monat","1998","Nordrhein-Westfalen","22","","",""
"Min 1x pro Monat","1998","Hessen","11","","",""
"Min 1x pro Monat","1998","Rheinland-Pfalz,Saarland","5","0.00586999836682144","0.000573177548433781","0.0111668191852091"
"Min 1x pro Monat","1998","Baden-Wuerttemberg","27","","",""
"Min 1x pro Monat","1998","Bayern","22","","",""
"Min 1x pro Monat","1998","Saarland","","","",""
"Min 1x pro Monat","1998","Berlin","5","0.0103789181724014","0.0017014513721163","0.0190563849726865"
"Min 1x pro Monat","1998","Brandenburg","4","0.00479231229283727","-0.000661336312769811","0.0102459608984444"
"Min 1x pro Monat","1998","Mecklenburg-Vorpommern","5","0.00686735088578113","-0.001175663180547","0.0149103649521093"
"Min 1x pro Monat","1998","Sachsen","9","0.00968884599201345","0.00409516999054677","0.0152825219934801"
"Min 1x pro Monat","1998","Sachsen-Anhalt","5","0.00615442192461102","0.000306213923094665","0.0120026299261274"
"Min 1x pro Monat","1998","Thueringen","2","","",""
"Seltener","1998","Schleswig-Holstein","9","0.0325945412803631","0.0138568859102687","0.0513321966504575"
"Seltener","1998","Hamburg","3","","",""
"Seltener","1998","Niedersachsen","37","0.0317287722552936","0.0217826677902977","0.0416748767202895"
"Seltener","1998","Bremen","4","0.0459029832636817","0.00488589608937532","0.0869200704379881"
"Seltener","1998","Nordrhein-Westfalen","60","0.0199065519045494","0.0147594427243779","0.0250536610847209"
"Seltener","1998","Hessen","25","","",""
"Seltener","1998","Rheinland-Pfalz,Saarland","14","","",""
"Seltener","1998","Baden-Wuerttemberg","50","0.0333026542667815","0.0250183625168413","0.0415869460167217"
"Seltener","1998","Bayern","42","0.0253752969290327","0.018218801340111","0.0325317925179544"
"Seltener","1998","Saarland","","","",""
"Seltener","1998","Berlin","13","","",""
"Seltener","1998","Brandenburg","13","","",""
"Seltener","1998","Mecklenburg-Vorpommern","12","","",""
"Seltener","1998","Sachsen","21","","",""
"Seltener","1998","Sachsen-Anhalt","15","","",""
"Seltener","1998","Thueringen","22","","",""
"Nie","1998","Schleswig-Holstein","1","","",""
"Nie","1998","Hamburg","1","","",""
"Nie","1998","Niedersachsen","17","","",""
"Nie","1998","Bremen","","","",""
"Nie","1998","Nordrhein-Westfalen","29","","",""
"Nie","1998","Hessen","13","","",""
"Nie","1998","Rheinland-Pfalz,Saarland","7","0.00638542551737002","0.000862380289190202","0.0119084707455498"
"Nie","1998","Baden-Wuerttemberg","11","","",""
"Nie","1998","Bayern","24","","",""
"Nie","1998","Saarland","","","",""
"Nie","1998","Berlin","15","","",""
"Nie","1998","Brandenburg","4","0.00765797207037115","0.000773901455811276","0.014542042684931"
"Nie","1998","Mecklenburg-Vorpommern","4","0.0175680199871445","0.00477322789023467","0.0303628120840543"
"Nie","1998","Sachsen","3","","",""
"Nie","1998","Sachsen-Anhalt","2","","",""
"Nie","1998","Thueringen","3","","",""
"Taeglich","1999","Schleswig-Holstein","","","",""
"Taeglich","1999","Hamburg","","","",""
"Taeglich","1999","Niedersachsen","","","",""
"Taeglich","1999","Bremen","","","",""
"Taeglich","1999","Nordrhein-Westfalen","","","",""
"Taeglich","1999","Hessen","","","",""
"Taeglich","1999","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1999","Baden-Wuerttemberg","","","",""
"Taeglich","1999","Bayern","","","",""
"Taeglich","1999","Saarland","","","",""
"Taeglich","1999","Berlin","","","",""
"Taeglich","1999","Brandenburg","","","",""
"Taeglich","1999","Mecklenburg-Vorpommern","","","",""
"Taeglich","1999","Sachsen","","","",""
"Taeglich","1999","Sachsen-Anhalt","","","",""
"Taeglich","1999","Thueringen","","","",""
"Min 1x pro Woche","1999","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1999","Hamburg","","","",""
"Min 1x pro Woche","1999","Niedersachsen","","","",""
"Min 1x pro Woche","1999","Bremen","","","",""
"Min 1x pro Woche","1999","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1999","Hessen","","","",""
"Min 1x pro Woche","1999","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1999","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1999","Bayern","","","",""
"Min 1x pro Woche","1999","Saarland","","","",""
"Min 1x pro Woche","1999","Berlin","","","",""
"Min 1x pro Woche","1999","Brandenburg","","","",""
"Min 1x pro Woche","1999","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1999","Sachsen","","","",""
"Min 1x pro Woche","1999","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1999","Thueringen","","","",""
"Min 1x pro Monat","1999","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1999","Hamburg","","","",""
"Min 1x pro Monat","1999","Niedersachsen","","","",""
"Min 1x pro Monat","1999","Bremen","","","",""
"Min 1x pro Monat","1999","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1999","Hessen","","","",""
"Min 1x pro Monat","1999","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1999","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1999","Bayern","","","",""
"Min 1x pro Monat","1999","Saarland","","","",""
"Min 1x pro Monat","1999","Berlin","","","",""
"Min 1x pro Monat","1999","Brandenburg","","","",""
"Min 1x pro Monat","1999","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1999","Sachsen","","","",""
"Min 1x pro Monat","1999","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1999","Thueringen","","","",""
"Seltener","1999","Schleswig-Holstein","","","",""
"Seltener","1999","Hamburg","","","",""
"Seltener","1999","Niedersachsen","","","",""
"Seltener","1999","Bremen","","","",""
"Seltener","1999","Nordrhein-Westfalen","","","",""
"Seltener","1999","Hessen","","","",""
"Seltener","1999","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1999","Baden-Wuerttemberg","","","",""
"Seltener","1999","Bayern","","","",""
"Seltener","1999","Saarland","","","",""
"Seltener","1999","Berlin","","","",""
"Seltener","1999","Brandenburg","","","",""
"Seltener","1999","Mecklenburg-Vorpommern","","","",""
"Seltener","1999","Sachsen","","","",""
"Seltener","1999","Sachsen-Anhalt","","","",""
"Seltener","1999","Thueringen","","","",""
"Nie","1999","Schleswig-Holstein","","","",""
"Nie","1999","Hamburg","","","",""
"Nie","1999","Niedersachsen","","","",""
"Nie","1999","Bremen","","","",""
"Nie","1999","Nordrhein-Westfalen","","","",""
"Nie","1999","Hessen","","","",""
"Nie","1999","Rheinland-Pfalz,Saarland","","","",""
"Nie","1999","Baden-Wuerttemberg","","","",""
"Nie","1999","Bayern","","","",""
"Nie","1999","Saarland","","","",""
"Nie","1999","Berlin","","","",""
"Nie","1999","Brandenburg","","","",""
"Nie","1999","Mecklenburg-Vorpommern","","","",""
"Nie","1999","Sachsen","","","",""
"Nie","1999","Sachsen-Anhalt","","","",""
"Nie","1999","Thueringen","","","",""
"Taeglich","2000","Schleswig-Holstein","","","",""
"Taeglich","2000","Hamburg","","","",""
"Taeglich","2000","Niedersachsen","","","",""
"Taeglich","2000","Bremen","","","",""
"Taeglich","2000","Nordrhein-Westfalen","","","",""
"Taeglich","2000","Hessen","","","",""
"Taeglich","2000","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2000","Baden-Wuerttemberg","","","",""
"Taeglich","2000","Bayern","","","",""
"Taeglich","2000","Saarland","","","",""
"Taeglich","2000","Berlin","","","",""
"Taeglich","2000","Brandenburg","","","",""
"Taeglich","2000","Mecklenburg-Vorpommern","","","",""
"Taeglich","2000","Sachsen","","","",""
"Taeglich","2000","Sachsen-Anhalt","","","",""
"Taeglich","2000","Thueringen","","","",""
"Min 1x pro Woche","2000","Schleswig-Holstein","","","",""
"Min 1x pro Woche","2000","Hamburg","","","",""
"Min 1x pro Woche","2000","Niedersachsen","","","",""
"Min 1x pro Woche","2000","Bremen","","","",""
"Min 1x pro Woche","2000","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","2000","Hessen","","","",""
"Min 1x pro Woche","2000","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","2000","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","2000","Bayern","","","",""
"Min 1x pro Woche","2000","Saarland","","","",""
"Min 1x pro Woche","2000","Berlin","","","",""
"Min 1x pro Woche","2000","Brandenburg","","","",""
"Min 1x pro Woche","2000","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","2000","Sachsen","","","",""
"Min 1x pro Woche","2000","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","2000","Thueringen","","","",""
"Min 1x pro Monat","2000","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2000","Hamburg","","","",""
"Min 1x pro Monat","2000","Niedersachsen","","","",""
"Min 1x pro Monat","2000","Bremen","","","",""
"Min 1x pro Monat","2000","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2000","Hessen","","","",""
"Min 1x pro Monat","2000","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2000","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","2000","Bayern","","","",""
"Min 1x pro Monat","2000","Saarland","","","",""
"Min 1x pro Monat","2000","Berlin","","","",""
"Min 1x pro Monat","2000","Brandenburg","","","",""
"Min 1x pro Monat","2000","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2000","Sachsen","","","",""
"Min 1x pro Monat","2000","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2000","Thueringen","","","",""
"Seltener","2000","Schleswig-Holstein","","","",""
"Seltener","2000","Hamburg","","","",""
"Seltener","2000","Niedersachsen","","","",""
"Seltener","2000","Bremen","","","",""
"Seltener","2000","Nordrhein-Westfalen","","","",""
"Seltener","2000","Hessen","","","",""
"Seltener","2000","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2000","Baden-Wuerttemberg","","","",""
"Seltener","2000","Bayern","","","",""
"Seltener","2000","Saarland","","","",""
"Seltener","2000","Berlin","","","",""
"Seltener","2000","Brandenburg","","","",""
"Seltener","2000","Mecklenburg-Vorpommern","","","",""
"Seltener","2000","Sachsen","","","",""
"Seltener","2000","Sachsen-Anhalt","","","",""
"Seltener","2000","Thueringen","","","",""
"Nie","2000","Schleswig-Holstein","","","",""
"Nie","2000","Hamburg","","","",""
"Nie","2000","Niedersachsen","","","",""
"Nie","2000","Bremen","","","",""
"Nie","2000","Nordrhein-Westfalen","","","",""
"Nie","2000","Hessen","","","",""
"Nie","2000","Rheinland-Pfalz,Saarland","","","",""
"Nie","2000","Baden-Wuerttemberg","","","",""
"Nie","2000","Bayern","","","",""
"Nie","2000","Saarland","","","",""
"Nie","2000","Berlin","","","",""
"Nie","2000","Brandenburg","","","",""
"Nie","2000","Mecklenburg-Vorpommern","","","",""
"Nie","2000","Sachsen","","","",""
"Nie","2000","Sachsen-Anhalt","","","",""
"Nie","2000","Thueringen","","","",""
"Taeglich","2001","Schleswig-Holstein","","","",""
"Taeglich","2001","Hamburg","","","",""
"Taeglich","2001","Niedersachsen","","","",""
"Taeglich","2001","Bremen","","","",""
"Taeglich","2001","Nordrhein-Westfalen","","","",""
"Taeglich","2001","Hessen","","","",""
"Taeglich","2001","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2001","Baden-Wuerttemberg","","","",""
"Taeglich","2001","Bayern","","","",""
"Taeglich","2001","Saarland","","","",""
"Taeglich","2001","Berlin","","","",""
"Taeglich","2001","Brandenburg","","","",""
"Taeglich","2001","Mecklenburg-Vorpommern","","","",""
"Taeglich","2001","Sachsen","","","",""
"Taeglich","2001","Sachsen-Anhalt","","","",""
"Taeglich","2001","Thueringen","","","",""
"Min 1x pro Woche","2001","Schleswig-Holstein","","","",""
"Min 1x pro Woche","2001","Hamburg","","","",""
"Min 1x pro Woche","2001","Niedersachsen","","","",""
"Min 1x pro Woche","2001","Bremen","","","",""
"Min 1x pro Woche","2001","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","2001","Hessen","","","",""
"Min 1x pro Woche","2001","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","2001","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","2001","Bayern","","","",""
"Min 1x pro Woche","2001","Saarland","","","",""
"Min 1x pro Woche","2001","Berlin","","","",""
"Min 1x pro Woche","2001","Brandenburg","","","",""
"Min 1x pro Woche","2001","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","2001","Sachsen","","","",""
"Min 1x pro Woche","2001","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","2001","Thueringen","","","",""
"Min 1x pro Monat","2001","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2001","Hamburg","","","",""
"Min 1x pro Monat","2001","Niedersachsen","","","",""
"Min 1x pro Monat","2001","Bremen","","","",""
"Min 1x pro Monat","2001","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2001","Hessen","","","",""
"Min 1x pro Monat","2001","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2001","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","2001","Bayern","","","",""
"Min 1x pro Monat","2001","Saarland","","","",""
"Min 1x pro Monat","2001","Berlin","","","",""
"Min 1x pro Monat","2001","Brandenburg","","","",""
"Min 1x pro Monat","2001","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2001","Sachsen","","","",""
"Min 1x pro Monat","2001","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2001","Thueringen","","","",""
"Seltener","2001","Schleswig-Holstein","","","",""
"Seltener","2001","Hamburg","","","",""
"Seltener","2001","Niedersachsen","","","",""
"Seltener","2001","Bremen","","","",""
"Seltener","2001","Nordrhein-Westfalen","","","",""
"Seltener","2001","Hessen","","","",""
"Seltener","2001","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2001","Baden-Wuerttemberg","","","",""
"Seltener","2001","Bayern","","","",""
"Seltener","2001","Saarland","","","",""
"Seltener","2001","Berlin","","","",""
"Seltener","2001","Brandenburg","","","",""
"Seltener","2001","Mecklenburg-Vorpommern","","","",""
"Seltener","2001","Sachsen","","","",""
"Seltener","2001","Sachsen-Anhalt","","","",""
"Seltener","2001","Thueringen","","","",""
"Nie","2001","Schleswig-Holstein","","","",""
"Nie","2001","Hamburg","","","",""
"Nie","2001","Niedersachsen","","","",""
"Nie","2001","Bremen","","","",""
"Nie","2001","Nordrhein-Westfalen","","","",""
"Nie","2001","Hessen","","","",""
"Nie","2001","Rheinland-Pfalz,Saarland","","","",""
"Nie","2001","Baden-Wuerttemberg","","","",""
"Nie","2001","Bayern","","","",""
"Nie","2001","Saarland","","","",""
"Nie","2001","Berlin","","","",""
"Nie","2001","Brandenburg","","","",""
"Nie","2001","Mecklenburg-Vorpommern","","","",""
"Nie","2001","Sachsen","","","",""
"Nie","2001","Sachsen-Anhalt","","","",""
"Nie","2001","Thueringen","","","",""
"Taeglich","2002","Schleswig-Holstein","","","",""
"Taeglich","2002","Hamburg","","","",""
"Taeglich","2002","Niedersachsen","","","",""
"Taeglich","2002","Bremen","","","",""
"Taeglich","2002","Nordrhein-Westfalen","","","",""
"Taeglich","2002","Hessen","","","",""
"Taeglich","2002","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2002","Baden-Wuerttemberg","","","",""
"Taeglich","2002","Bayern","","","",""
"Taeglich","2002","Saarland","","","",""
"Taeglich","2002","Berlin","","","",""
"Taeglich","2002","Brandenburg","","","",""
"Taeglich","2002","Mecklenburg-Vorpommern","","","",""
"Taeglich","2002","Sachsen","","","",""
"Taeglich","2002","Sachsen-Anhalt","","","",""
"Taeglich","2002","Thueringen","","","",""
"Min 1x pro Woche","2002","Schleswig-Holstein","","","",""
"Min 1x pro Woche","2002","Hamburg","","","",""
"Min 1x pro Woche","2002","Niedersachsen","","","",""
"Min 1x pro Woche","2002","Bremen","","","",""
"Min 1x pro Woche","2002","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","2002","Hessen","","","",""
"Min 1x pro Woche","2002","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","2002","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","2002","Bayern","","","",""
"Min 1x pro Woche","2002","Saarland","","","",""
"Min 1x pro Woche","2002","Berlin","","","",""
"Min 1x pro Woche","2002","Brandenburg","","","",""
"Min 1x pro Woche","2002","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","2002","Sachsen","","","",""
"Min 1x pro Woche","2002","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","2002","Thueringen","","","",""
"Min 1x pro Monat","2002","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2002","Hamburg","","","",""
"Min 1x pro Monat","2002","Niedersachsen","","","",""
"Min 1x pro Monat","2002","Bremen","","","",""
"Min 1x pro Monat","2002","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2002","Hessen","","","",""
"Min 1x pro Monat","2002","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2002","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","2002","Bayern","","","",""
"Min 1x pro Monat","2002","Saarland","","","",""
"Min 1x pro Monat","2002","Berlin","","","",""
"Min 1x pro Monat","2002","Brandenburg","","","",""
"Min 1x pro Monat","2002","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2002","Sachsen","","","",""
"Min 1x pro Monat","2002","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2002","Thueringen","","","",""
"Seltener","2002","Schleswig-Holstein","","","",""
"Seltener","2002","Hamburg","","","",""
"Seltener","2002","Niedersachsen","","","",""
"Seltener","2002","Bremen","","","",""
"Seltener","2002","Nordrhein-Westfalen","","","",""
"Seltener","2002","Hessen","","","",""
"Seltener","2002","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2002","Baden-Wuerttemberg","","","",""
"Seltener","2002","Bayern","","","",""
