"ple0053","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2001","Realschule","Westdeutschland","3281","0.888086123940631","0.877921053778616","0.898251194102646"
"Nein","2001","Realschule","Ostdeutschland","1861","","",""
"Nein","2001","(Fach-)Abitur","Westdeutschland","1673","","",""
"Nein","2001","(Fach-)Abitur","Ostdeutschland","303","0.883745610443764","0.850069123240066","0.917422097647461"
"Nein","2001","AkademikerIn","Westdeutschland","2090","","",""
"Nein","2001","AkademikerIn","Ostdeutschland","1086","","",""
"Ja","2002","(noch) kein Abschluss","Westdeutschland","66","0.108449038451259","0.0859540383059703","0.130944038596548"
"Ja","2002","(noch) kein Abschluss","Ostdeutschland","9","0.05337769771255","0.0197844376092559","0.0869709578158442"
"Ja","2002","Hauptschule","Westdeutschland","1004","","",""
"Ja","2002","Hauptschule","Ostdeutschland","247","","",""
"Ja","2002","Realschule","Westdeutschland","440","0.117472106678201","0.10743609039056","0.127508122965841"
"Ja","2002","Realschule","Ostdeutschland","201","","",""
"Ja","2002","(Fach-)Abitur","Westdeutschland","213","","",""
"Ja","2002","(Fach-)Abitur","Ostdeutschland","34","0.105522288727227","0.0736083832225207","0.137436194231934"
"Ja","2002","AkademikerIn","Westdeutschland","321","0.102983636901619","0.0924970803433365","0.113470193459901"
"Ja","2002","AkademikerIn","Ostdeutschland","152","","",""
"Nein","2002","(noch) kein Abschluss","Westdeutschland","668","0.891550961548741","0.869055961403452","0.91404596169403"
"Nein","2002","(noch) kein Abschluss","Ostdeutschland","163","","",""
"Nein","2002","Hauptschule","Westdeutschland","6397","0.86001656032832","0.852111692253888","0.867921428402752"
"Nein","2002","Hauptschule","Ostdeutschland","1254","","",""
"Nein","2002","Realschule","Westdeutschland","3514","0.882527893321799","0.872491877034159","0.89256390960944"
"Nein","2002","Realschule","Ostdeutschland","1824","","",""
"Nein","2002","(Fach-)Abitur","Westdeutschland","1882","","",""
"Nein","2002","(Fach-)Abitur","Ostdeutschland","322","0.894477711272773","0.862563805768066","0.926391616777479"
"Nein","2002","AkademikerIn","Westdeutschland","2906","","",""
"Nein","2002","AkademikerIn","Ostdeutschland","1169","","",""
"Ja","2003","(noch) kein Abschluss","Westdeutschland","57","0.102701536867011","0.0803248740692899","0.125078199664732"
"Ja","2003","(noch) kein Abschluss","Ostdeutschland","14","","",""
"Ja","2003","Hauptschule","Westdeutschland","959","0.14344787495021","0.135225786836117","0.151669963064304"
"Ja","2003","Hauptschule","Ostdeutschland","225","","",""
"Ja","2003","Realschule","Westdeutschland","418","0.106995271344931","0.0971334685301897","0.116857074159673"
"Ja","2003","Realschule","Ostdeutschland","216","","",""
"Ja","2003","(Fach-)Abitur","Westdeutschland","196","","",""
"Ja","2003","(Fach-)Abitur","Ostdeutschland","25","","",""
"Ja","2003","AkademikerIn","Westdeutschland","308","0.0951826077295107","0.0847710647592035","0.105594150699818"
"Ja","2003","AkademikerIn","Ostdeutschland","168","","",""
"Nein","2003","(noch) kein Abschluss","Westdeutschland","650","0.897298463132989","0.874921800335268","0.91967512593071"
"Nein","2003","(noch) kein Abschluss","Ostdeutschland","169","","",""
"Nein","2003","Hauptschule","Westdeutschland","6023","0.85655212504979","0.848330036935696","0.864774213163883"
"Nein","2003","Hauptschule","Ostdeutschland","1211","","",""
"Nein","2003","Realschule","Westdeutschland","3356","0.893004728655069","0.883142925840327","0.90286653146981"
"Nein","2003","Realschule","Ostdeutschland","1780","","",""
"Nein","2003","(Fach-)Abitur","Westdeutschland","1839","","",""
"Nein","2003","(Fach-)Abitur","Ostdeutschland","342","0.917282293444405","0.889100683065121","0.94546390382369"
"Nein","2003","AkademikerIn","Westdeutschland","2744","","",""
"Nein","2003","AkademikerIn","Ostdeutschland","1122","","",""
"Ja","2004","(noch) kein Abschluss","Westdeutschland","53","0.0914613483752247","0.0704055192896441","0.112517177460805"
"Ja","2004","(noch) kein Abschluss","Ostdeutschland","17","","",""
"Ja","2004","Hauptschule","Westdeutschland","953","0.148282709531448","0.13975857311395","0.156806845948946"
"Ja","2004","Hauptschule","Ostdeutschland","213","","",""
"Ja","2004","Realschule","Westdeutschland","430","0.118961601942985","0.108511696940736","0.129411506945235"
"Ja","2004","Realschule","Ostdeutschland","197","","",""
"Ja","2004","(Fach-)Abitur","Westdeutschland","187","","",""
"Ja","2004","(Fach-)Abitur","Ostdeutschland","32","0.0883738032632737","0.0602399068858691","0.116507699640678"
"Ja","2004","AkademikerIn","Westdeutschland","312","0.109937646236995","0.0987607702920614","0.12111452218193"
"Ja","2004","AkademikerIn","Ostdeutschland","158","","",""
"Nein","2004","(noch) kein Abschluss","Westdeutschland","667","0.908538651624775","0.887482822539195","0.929594480710356"
"Nein","2004","(noch) kein Abschluss","Ostdeutschland","168","","",""
"Nein","2004","Hauptschule","Westdeutschland","5724","0.851717290468552","0.843193154051054","0.86024142688605"
"Nein","2004","Hauptschule","Ostdeutschland","1158","","",""
"Nein","2004","Realschule","Westdeutschland","3257","0.881038398057015","0.870588493054765","0.891488303059264"
"Nein","2004","Realschule","Ostdeutschland","1729","","",""
"Nein","2004","(Fach-)Abitur","Westdeutschland","1809","","",""
"Nein","2004","(Fach-)Abitur","Ostdeutschland","359","0.911626196736726","0.883492300359322","0.939760093114131"
"Nein","2004","AkademikerIn","Westdeutschland","2697","","",""
"Nein","2004","AkademikerIn","Ostdeutschland","1118","","",""
"Ja","2005","(noch) kein Abschluss","Westdeutschland","50","0.079662594092437","0.0600874404001944","0.0992377477846796"
"Ja","2005","(noch) kein Abschluss","Ostdeutschland","10","","",""
"Ja","2005","Hauptschule","Westdeutschland","784","0.131473235024826","0.123105694367929","0.139840775681724"
"Ja","2005","Hauptschule","Ostdeutschland","201","","",""
"Ja","2005","Realschule","Westdeutschland","367","0.110905373552787","0.100540661905863","0.12127008519971"
"Ja","2005","Realschule","Ostdeutschland","202","","",""
"Ja","2005","(Fach-)Abitur","Westdeutschland","160","","",""
"Ja","2005","(Fach-)Abitur","Ostdeutschland","37","0.0993012042626418","0.0697709607111312","0.128831447814152"
"Ja","2005","AkademikerIn","Westdeutschland","289","","",""
"Ja","2005","AkademikerIn","Ostdeutschland","156","","",""
"Nein","2005","(noch) kein Abschluss","Westdeutschland","685","0.920337405907563","0.90076225221532","0.939912559599806"
"Nein","2005","(noch) kein Abschluss","Ostdeutschland","156","","",""
"Nein","2005","Hauptschule","Westdeutschland","5481","0.868526764975174","0.860159224318276","0.876894305632071"
"Nein","2005","Hauptschule","Ostdeutschland","1084","","",""
"Nein","2005","Realschule","Westdeutschland","3159","0.889094626447213","0.87872991480029","0.899459338094137"
"Nein","2005","Realschule","Ostdeutschland","1631","","",""
"Nein","2005","(Fach-)Abitur","Westdeutschland","1735","","",""
"Nein","2005","(Fach-)Abitur","Ostdeutschland","357","0.900698795737358","0.871168552185848","0.930229039288869"
"Nein","2005","AkademikerIn","Westdeutschland","2617","","",""
"Nein","2005","AkademikerIn","Ostdeutschland","1092","","",""
"Ja","2006","(noch) kein Abschluss","Westdeutschland","48","0.123520597315056","0.0960471700411409","0.15099402458897"
"Ja","2006","(noch) kein Abschluss","Ostdeutschland","9","0.106825961586579","0.045669619101606","0.167982304071553"
"Ja","2006","Hauptschule","Westdeutschland","898","0.140395734715572","0.132083590515972","0.148707878915173"
"Ja","2006","Hauptschule","Ostdeutschland","243","","",""
"Ja","2006","Realschule","Westdeutschland","401","0.111012273081573","0.101012167643","0.121012378520147"
"Ja","2006","Realschule","Ostdeutschland","187","","",""
"Ja","2006","(Fach-)Abitur","Westdeutschland","217","","",""
"Ja","2006","(Fach-)Abitur","Ostdeutschland","37","0.104080561811464","0.0745585143810958","0.133602609241833"
"Ja","2006","AkademikerIn","Westdeutschland","305","0.0956399319573491","0.0855132795313816","0.105766584383317"
"Ja","2006","AkademikerIn","Ostdeutschland","172","","",""
"Nein","2006","(noch) kein Abschluss","Westdeutschland","503","0.876479402684944","0.84900597541103","0.903952829958859"
"Nein","2006","(noch) kein Abschluss","Ostdeutschland","89","0.893174038413421","0.832017695928447","0.954330380898394"
"Nein","2006","Hauptschule","Westdeutschland","5812","0.859604265284428","0.851292121084827","0.867916409484028"
"Nein","2006","Hauptschule","Ostdeutschland","1141","","",""
"Nein","2006","Realschule","Westdeutschland","3390","0.888987726918427","0.878987621479853","0.898987832357"
"Nein","2006","Realschule","Ostdeutschland","1762","","",""
"Nein","2006","(Fach-)Abitur","Westdeutschland","1821","","",""
"Nein","2006","(Fach-)Abitur","Ostdeutschland","374","0.895919438188536","0.866397390758167","0.925441485618904"
"Nein","2006","AkademikerIn","Westdeutschland","2935","","",""
"Nein","2006","AkademikerIn","Ostdeutschland","1159","","",""
"Ja","2007","(noch) kein Abschluss","Westdeutschland","47","0.117069554100119","0.0873976751506573","0.146741433049581"
"Ja","2007","(noch) kein Abschluss","Ostdeutschland","5","0.0305815457476312","-0.00299784112805413","0.0641609326233165"
"Ja","2007","Hauptschule","Westdeutschland","839","0.144196881114591","0.135347930962453","0.153045831266729"
"Ja","2007","Hauptschule","Ostdeutschland","208","","",""
"Ja","2007","Realschule","Westdeutschland","378","0.109406680075242","0.0991543225984259","0.119659037552057"
"Ja","2007","Realschule","Ostdeutschland","190","","",""
"Ja","2007","(Fach-)Abitur","Westdeutschland","187","","",""
"Ja","2007","(Fach-)Abitur","Ostdeutschland","40","0.103783821532387","0.0735929064657183","0.133974736599055"
"Ja","2007","AkademikerIn","Westdeutschland","327","0.106783251268245","0.0958904534164912","0.117676049119999"
"Ja","2007","AkademikerIn","Ostdeutschland","180","","",""
"Nein","2007","(noch) kein Abschluss","Westdeutschland","404","0.882930445899881","0.853258566950419","0.912602324849343"
"Nein","2007","(noch) kein Abschluss","Ostdeutschland","96","0.969418454252369","0.935839067376684","1.00299784112805"
"Nein","2007","Hauptschule","Westdeutschland","5215","0.855803118885409","0.846954168733271","0.864652069037547"
"Nein","2007","Hauptschule","Ostdeutschland","1056","","",""
"Nein","2007","Realschule","Westdeutschland","3183","0.890593319924758","0.880340962447943","0.900845677401574"
"Nein","2007","Realschule","Ostdeutschland","1637","","",""
"Nein","2007","(Fach-)Abitur","Westdeutschland","1772","","",""
"Nein","2007","(Fach-)Abitur","Ostdeutschland","352","0.896216178467613","0.866025263400945","0.926407093534282"
"Nein","2007","AkademikerIn","Westdeutschland","2761","","",""
"Nein","2007","AkademikerIn","Ostdeutschland","1117","","",""
"Ja","2008","(noch) kein Abschluss","Westdeutschland","27","","",""
"Ja","2008","(noch) kein Abschluss","Ostdeutschland","11","","",""
"Ja","2008","Hauptschule","Westdeutschland","773","0.135519836676057","0.126555993381758","0.144483679970356"
"Ja","2008","Hauptschule","Ostdeutschland","218","","",""
"Ja","2008","Realschule","Westdeutschland","336","0.0991182091713173","0.0890112997650722","0.109225118577562"
"Ja","2008","Realschule","Ostdeutschland","183","","",""
"Ja","2008","(Fach-)Abitur","Westdeutschland","165","","",""
"Ja","2008","(Fach-)Abitur","Ostdeutschland","32","0.0950711496582353","0.0648976024785795","0.125244696837891"
"Ja","2008","AkademikerIn","Westdeutschland","311","0.109017292988815","0.0977573732627271","0.120277212714903"
"Ja","2008","AkademikerIn","Ostdeutschland","157","","",""
"Nein","2008","(noch) kein Abschluss","Westdeutschland","416","0.935968942603208","0.91317222686467","0.958765658341745"
"Nein","2008","(noch) kein Abschluss","Ostdeutschland","88","0.890071556216755","0.828454918666763","0.951688193766747"
"Nein","2008","Hauptschule","Westdeutschland","4828","0.864480163323943","0.855516320029644","0.873444006618242"
"Nein","2008","Hauptschule","Ostdeutschland","973","0.824075265956059","0.80245111315617","0.845699418755949"
"Nein","2008","Realschule","Westdeutschland","3022","0.900881790828683","0.890774881422437","0.910988700234928"
"Nein","2008","Realschule","Ostdeutschland","1558","","",""
"Nein","2008","(Fach-)Abitur","Westdeutschland","1639","","",""
"Nein","2008","(Fach-)Abitur","Ostdeutschland","331","0.904928850341765","0.874755303162109","0.93510239752142"
"Nein","2008","AkademikerIn","Westdeutschland","2632","","",""
"Nein","2008","AkademikerIn","Ostdeutschland","1080","","",""
"Ja","2009","(noch) kein Abschluss","Westdeutschland","32","0.0810893903922343","0.0546668352237977","0.107511945560671"
"Ja","2009","(noch) kein Abschluss","Ostdeutschland","5","0.0645573438421438","0.00779461648626514","0.121320071198022"
"Ja","2009","Hauptschule","Westdeutschland","782","0.148352631199477","0.138580072406923","0.158125189992032"
"Ja","2009","Hauptschule","Ostdeutschland","199","","",""
"Ja","2009","Realschule","Westdeutschland","372","0.119341178828081","0.107992943715245","0.130689413940917"
"Ja","2009","Realschule","Ostdeutschland","200","","",""
"Ja","2009","(Fach-)Abitur","Westdeutschland","157","","",""
"Ja","2009","(Fach-)Abitur","Ostdeutschland","34","0.10176449458594","0.0699535472587305","0.133575441913149"
"Ja","2009","AkademikerIn","Westdeutschland","304","0.110561753977492","0.0989959426106321","0.122127565344352"
"Ja","2009","AkademikerIn","Ostdeutschland","162","","",""
"Nein","2009","(noch) kein Abschluss","Westdeutschland","378","0.918910609607766","0.892488054439329","0.945333164776202"
"Nein","2009","(noch) kein Abschluss","Ostdeutschland","67","0.935442656157856","0.878679928801978","0.992205383513735"
"Nein","2009","Hauptschule","Westdeutschland","4300","0.851647368800522","0.841874810007968","0.861419927593077"
"Nein","2009","Hauptschule","Ostdeutschland","919","0.824911690906423","0.802634547897504","0.847188833915342"
"Nein","2009","Realschule","Westdeutschland","2763","","",""
"Nein","2009","Realschule","Ostdeutschland","1461","","",""
"Nein","2009","(Fach-)Abitur","Westdeutschland","1499","","",""
"Nein","2009","(Fach-)Abitur","Ostdeutschland","313","0.89823550541406","0.866424558086851","0.93004645274127"
"Nein","2009","AkademikerIn","Westdeutschland","2520","","",""
"Nein","2009","AkademikerIn","Ostdeutschland","1042","","",""
"Ja","2010","(noch) kein Abschluss","Westdeutschland","83","0.100562105344938","0.0780729838041307","0.123051226885745"
"Ja","2010","(noch) kein Abschluss","Ostdeutschland","9","0.0891875749805901","0.0282373800348959","0.150137769926284"
"Ja","2010","Hauptschule","Westdeutschland","979","0.156818420208285","0.14784066036017","0.165796180056399"
"Ja","2010","Hauptschule","Ostdeutschland","220","","",""
"Ja","2010","Realschule","Westdeutschland","624","0.118906832565868","0.109532730582378","0.128280934549358"
"Ja","2010","Realschule","Ostdeutschland","263","","",""
"Ja","2010","(Fach-)Abitur","Westdeutschland","293","","",""
"Ja","2010","(Fach-)Abitur","Ostdeutschland","65","0.112571039442016","0.08481141690406","0.140330661979973"
"Ja","2010","AkademikerIn","Westdeutschland","474","0.101302851476291","0.0919182536809668","0.110687449271615"
"Ja","2010","AkademikerIn","Ostdeutschland","205","","",""
"Nein","2010","(noch) kein Abschluss","Westdeutschland","604","0.899437894655062","0.876948773114255","0.921927016195869"
"Nein","2010","(noch) kein Abschluss","Ostdeutschland","75","0.91081242501941","0.849862230073716","0.971762619965104"
"Nein","2010","Hauptschule","Westdeutschland","5323","0.843181579791715","0.834203819943601","0.85215933963983"
"Nein","2010","Hauptschule","Ostdeutschland","960","0.821297908423197","0.799439312409861","0.843156504436534"
"Nein","2010","Realschule","Westdeutschland","3956","0.881093167434132","0.871719065450642","0.890467269417622"
"Nein","2010","Realschule","Ostdeutschland","1938","","",""
"Nein","2010","(Fach-)Abitur","Westdeutschland","2266","","",""
"Nein","2010","(Fach-)Abitur","Ostdeutschland","433","0.887428960557984","0.859669338020027","0.91518858309594"
"Nein","2010","AkademikerIn","Westdeutschland","3497","0.898697148523709","0.889312550728385","0.908081746319033"
"Nein","2010","AkademikerIn","Ostdeutschland","1191","","",""
"Ja","2011","(noch) kein Abschluss","Westdeutschland","107","","",""
"Ja","2011","(noch) kein Abschluss","Ostdeutschland","11","","",""
"Ja","2011","Hauptschule","Westdeutschland","1150","","",""
"Ja","2011","Hauptschule","Ostdeutschland","265","","",""
"Ja","2011","Realschule","Westdeutschland","738","0.130556594785596","0.121560492941238","0.139552696629955"
"Ja","2011","Realschule","Ostdeutschland","346","0.113627731810809","0.101266365136291","0.125989098485327"
"Ja","2011","(Fach-)Abitur","Westdeutschland","370","0.111042522327195","0.0999123579310306","0.122172686723359"
"Ja","2011","(Fach-)Abitur","Ostdeutschland","70","0.125065227224477","0.097885312823897","0.152245141625056"
"Ja","2011","AkademikerIn","Westdeutschland","541","0.108476612642631","0.0995344427632994","0.117418782521962"
"Ja","2011","AkademikerIn","Ostdeutschland","224","","",""
"Nein","2011","(noch) kein Abschluss","Westdeutschland","690","0.864507629338551","0.840746845343247","0.888268413333855"
"Nein","2011","(noch) kein Abschluss","Ostdeutschland","90","0.934135120730772","0.885760318282856","0.982509923178689"
"Nein","2011","Hauptschule","Westdeutschland","6374","0.842890663468068","0.834668041645249","0.851113285290886"
"Nein","2011","Hauptschule","Ostdeutschland","1131","","",""
"Nein","2011","Realschule","Westdeutschland","4650","0.869443405214404","0.860447303370045","0.878439507058762"
"Nein","2011","Realschule","Ostdeutschland","2186","","",""
"Nein","2011","(Fach-)Abitur","Westdeutschland","2691","","",""
"Nein","2011","(Fach-)Abitur","Ostdeutschland","499","0.874934772775523","0.847754858374943","0.902114687176103"
"Nein","2011","AkademikerIn","Westdeutschland","4105","0.891523387357369","0.882581217478038","0.900465557236701"
"Nein","2011","AkademikerIn","Ostdeutschland","1338","","",""
"Ja","2012","(noch) kein Abschluss","Westdeutschland","102","","",""
"Ja","2012","(noch) kein Abschluss","Ostdeutschland","17","","",""
"Ja","2012","Hauptschule","Westdeutschland","1162","","",""
"Ja","2012","Hauptschule","Ostdeutschland","278","","",""
"Ja","2012","Realschule","Westdeutschland","700","0.143098091151213","0.133651943374901","0.152544238927525"
"Ja","2012","Realschule","Ostdeutschland","322","0.14425965640991","0.130349888435064","0.158169424384756"
"Ja","2012","(Fach-)Abitur","Westdeutschland","303","0.094506225844929","0.0840137945646725","0.104998657125186"
"Ja","2012","(Fach-)Abitur","Ostdeutschland","60","0.105925463234066","0.0805276931035583","0.131323233364573"
"Ja","2012","AkademikerIn","Westdeutschland","509","0.106094353611849","0.0972017085014798","0.114986998722218"
"Ja","2012","AkademikerIn","Ostdeutschland","195","","",""
"Nein","2012","(noch) kein Abschluss","Westdeutschland","685","0.865335643519391","0.841486139525669","0.889185147513112"
"Nein","2012","(noch) kein Abschluss","Ostdeutschland","88","0.793355831800939","0.715909825457762","0.870801838144116"
"Nein","2012","Hauptschule","Westdeutschland","6098","0.833813154112741","0.825250419689224","0.842375888536257"
"Nein","2012","Hauptschule","Ostdeutschland","1111","","",""
"Nein","2012","Realschule","Westdeutschland","4579","0.856901908848787","0.847455761072475","0.866348056625099"
"Nein","2012","Realschule","Ostdeutschland","2129","","",""
"Nein","2012","(Fach-)Abitur","Westdeutschland","2683","","",""
"Nein","2012","(Fach-)Abitur","Ostdeutschland","504","0.894074536765934","0.868676766635427","0.919472306896442"
"Nein","2012","AkademikerIn","Westdeutschland","4098","0.893905646388151","0.885013001277781","0.90279829149852"
"Nein","2012","AkademikerIn","Ostdeutschland","1339","","",""
"Ja","2013","(noch) kein Abschluss","Westdeutschland","96","0.152916939761782","0.12653626694591","0.179297612577654"
"Ja","2013","(noch) kein Abschluss","Ostdeutschland","11","","",""
"Ja","2013","Hauptschule","Westdeutschland","1084","","",""
"Ja","2013","Hauptschule","Ostdeutschland","251","","",""
"Ja","2013","Realschule","Westdeutschland","615","0.13133645516092","0.121913677176216","0.140759233145624"
"Ja","2013","Realschule","Ostdeutschland","290","","",""
"Ja","2013","(Fach-)Abitur","Westdeutschland","310","0.115085956488958","0.103278238634752","0.126893674343164"
"Ja","2013","(Fach-)Abitur","Ostdeutschland","49","0.0977906076311366","0.0715443260413776","0.124036889220896"
"Ja","2013","AkademikerIn","Westdeutschland","480","0.111051296359369","0.101767578795094","0.120335013923644"
"Ja","2013","AkademikerIn","Ostdeutschland","183","","",""
"Nein","2013","(noch) kein Abschluss","Westdeutschland","619","0.847083060238218","0.820702387422346","0.87346373305409"
"Nein","2013","(noch) kein Abschluss","Ostdeutschland","98","0.871506765616303","0.808684968763276","0.93432856246933"
"Nein","2013","Hauptschule","Westdeutschland","5439","0.817004217435441","0.807620885249344","0.826387549621537"
"Nein","2013","Hauptschule","Ostdeutschland","1008","","",""
"Nein","2013","Realschule","Westdeutschland","4321","0.86866354483908","0.859240766854376","0.878086322823784"
"Nein","2013","Realschule","Ostdeutschland","2009","","",""
"Nein","2013","(Fach-)Abitur","Westdeutschland","2496","","",""
"Nein","2013","(Fach-)Abitur","Ostdeutschland","443","0.902209392368863","0.875963110779104","0.928455673958622"
"Nein","2013","AkademikerIn","Westdeutschland","3920","0.888948703640631","0.879664986076356","0.898232421204905"
"Nein","2013","AkademikerIn","Ostdeutschland","1272","","",""
"Ja","2014","(noch) kein Abschluss","Westdeutschland","127","","",""
"Ja","2014","(noch) kein Abschluss","Ostdeutschland","12","","",""
"Ja","2014","Hauptschule","Westdeutschland","1084","","",""
"Ja","2014","Hauptschule","Ostdeutschland","247","","",""
"Ja","2014","Realschule","Westdeutschland","579","0.132841155049545","0.123202344353041","0.142479965746048"
"Ja","2014","Realschule","Ostdeutschland","277","","",""
"Ja","2014","(Fach-)Abitur","Westdeutschland","394","0.109378511292956","0.0989120047617445","0.119845017824168"
"Ja","2014","(Fach-)Abitur","Ostdeutschland","50","0.0961823988076582","0.0708650964191932","0.121499701196123"
"Ja","2014","AkademikerIn","Westdeutschland","500","0.113997455210638","0.104989870230623","0.123005040190652"
"Ja","2014","AkademikerIn","Ostdeutschland","185","","",""
"Nein","2014","(noch) kein Abschluss","Westdeutschland","757","0.865414488675862","0.842917043930077","0.887911933421647"
"Nein","2014","(noch) kein Abschluss","Ostdeutschland","101","","",""
"Nein","2014","Hauptschule","Westdeutschland","5853","0.831902953418871","0.82310303555918","0.840702871278562"
"Nein","2014","Hauptschule","Ostdeutschland","1004","","",""
"Nein","2014","Realschule","Westdeutschland","4184","0.867158844950455","0.857520034253952","0.876797655646959"
"Nein","2014","Realschule","Ostdeutschland","1832","","",""
"Nein","2014","(Fach-)Abitur","Westdeutschland","3022","0.890621488707044","0.880154982175832","0.901087995238256"
"Nein","2014","(Fach-)Abitur","Ostdeutschland","471","0.903817601192342","0.878500298803877","0.929134903580807"
"Nein","2014","AkademikerIn","Westdeutschland","4282","0.886002544789362","0.876994959809348","0.895010129769377"
"Nein","2014","AkademikerIn","Ostdeutschland","1253","","",""
"Ja","2015","(noch) kein Abschluss","Westdeutschland","86","0.103418905691584","0.0809254325311294","0.125912378852039"
"Ja","2015","(noch) kein Abschluss","Ostdeutschland","21","","",""
"Ja","2015","Hauptschule","Westdeutschland","1000","","",""
"Ja","2015","Hauptschule","Ostdeutschland","212","","",""
"Ja","2015","Realschule","Westdeutschland","539","0.126078473705824","0.116364987087828","0.135791960323819"
"Ja","2015","Realschule","Ostdeutschland","263","","",""
"Ja","2015","(Fach-)Abitur","Westdeutschland","361","0.119599185126839","0.108288953829045","0.130909416424632"
"Ja","2015","(Fach-)Abitur","Ostdeutschland","43","0.0993140185671901","0.072613693354147","0.126014343780233"
"Ja","2015","AkademikerIn","Westdeutschland","508","0.118286853209596","0.108850113160746","0.127723593258446"
"Ja","2015","AkademikerIn","Ostdeutschland","191","","",""
"Nein","2015","(noch) kein Abschluss","Westdeutschland","618","0.896581094308416","0.874087621147961","0.919074567468871"
"Nein","2015","(noch) kein Abschluss","Ostdeutschland","89","0.770365595889083","0.691766298179082","0.848964893599085"
"Nein","2015","Hauptschule","Westdeutschland","5198","0.826892475975513","0.817473475962115","0.83631147598891"
"Nein","2015","Hauptschule","Ostdeutschland","947","0.793985159410743","0.7707009327217","0.817269386099786"
"Nein","2015","Realschule","Westdeutschland","3947","0.873921526294176","0.864208039676181","0.883635012912172"
"Nein","2015","Realschule","Ostdeutschland","1736","","",""
"Nein","2015","(Fach-)Abitur","Westdeutschland","2801","","",""
"Nein","2015","(Fach-)Abitur","Ostdeutschland","439","0.90068598143281","0.873985656219767","0.927386306645853"
"Nein","2015","AkademikerIn","Westdeutschland","3991","0.881713146790404","0.872276406741554","0.891149886839254"
"Nein","2015","AkademikerIn","Ostdeutschland","1175","","",""
"Ja","2016","(noch) kein Abschluss","Westdeutschland","96","0.119023650330693","0.0953049800745305","0.142742320586855"
"Ja","2016","(noch) kein Abschluss","Ostdeutschland","12","","",""
"Ja","2016","Hauptschule","Westdeutschland","978","0.170127386757334","0.160529911035232","0.179724862479437"
"Ja","2016","Hauptschule","Ostdeutschland","188","","",""
"Ja","2016","Realschule","Westdeutschland","493","0.12064923711218","0.110702158333891","0.130596315890468"
"Ja","2016","Realschule","Ostdeutschland","234","","",""
"Ja","2016","(Fach-)Abitur","Westdeutschland","340","0.10816993805906","0.097359474571648","0.118980401546472"
"Ja","2016","(Fach-)Abitur","Ostdeutschland","53","0.0918131526554631","0.0663234549168674","0.117302850394059"
"Ja","2016","AkademikerIn","Westdeutschland","504","0.113837989256309","0.10459807009253","0.123077908420088"
"Ja","2016","AkademikerIn","Ostdeutschland","172","","",""
"Nein","2016","(noch) kein Abschluss","Westdeutschland","620","0.880976349669307","0.857257679413145","0.90469501992547"
"Nein","2016","(noch) kein Abschluss","Ostdeutschland","83","0.813589329731267","0.73527805480037","0.891900604662164"
"Nein","2016","Hauptschule","Westdeutschland","4910","0.829872613242665","0.820275137520563","0.839470088964768"
"Nein","2016","Hauptschule","Ostdeutschland","876","0.807476805719746","0.783785781616941","0.831167829822552"
"Nein","2016","Realschule","Westdeutschland","3626","0.879350762887821","0.869403684109532","0.889297841666109"
"Nein","2016","Realschule","Ostdeutschland","1658","","",""
"Nein","2016","(Fach-)Abitur","Westdeutschland","2831","","",""
"Nein","2016","(Fach-)Abitur","Ostdeutschland","440","0.908186847344537","0.882697149605941","0.933676545083132"
"Nein","2016","AkademikerIn","Westdeutschland","4035","0.886162010743691","0.876922091579912","0.89540192990747"
"Nein","2016","AkademikerIn","Ostdeutschland","1162","","",""
"Ja","2017","(noch) kein Abschluss","Westdeutschland","101","","",""
"Ja","2017","(noch) kein Abschluss","Ostdeutschland","14","","",""
"Ja","2017","Hauptschule","Westdeutschland","1018","","",""
"Ja","2017","Hauptschule","Ostdeutschland","199","","",""
"Ja","2017","Realschule","Westdeutschland","611","0.128043723048266","0.11850016659874","0.137587279497792"
"Ja","2017","Realschule","Ostdeutschland","293","","",""
"Ja","2017","(Fach-)Abitur","Westdeutschland","373","0.117475701970984","0.106835802281118","0.128115601660849"
"Ja","2017","(Fach-)Abitur","Ostdeutschland","73","0.106379507032398","0.0815428703583173","0.13121614370648"
"Ja","2017","AkademikerIn","Westdeutschland","595","0.11917090519545","0.110245705017682","0.128096105373218"
"Ja","2017","AkademikerIn","Ostdeutschland","190","","",""
"Nein","2017","(noch) kein Abschluss","Westdeutschland","684","0.867921325706851","0.844236521823514","0.891606129590187"
"Nein","2017","(noch) kein Abschluss","Ostdeutschland","110","","",""
"Nein","2017","Hauptschule","Westdeutschland","5019","0.821700932536582","0.812045562358502","0.831356302714663"
"Nein","2017","Hauptschule","Ostdeutschland","899","0.806921314238695","0.783574389594048","0.830268238883342"
"Nein","2017","Realschule","Westdeutschland","4098","0.871956276951734","0.862412720502208","0.88149983340126"
"Nein","2017","Realschule","Ostdeutschland","1899","","",""
"Nein","2017","(Fach-)Abitur","Westdeutschland","3145","0.882524298029016","0.871884398339151","0.893164197718882"
"Nein","2017","(Fach-)Abitur","Ostdeutschland","519","0.893620492967602","0.86878385629352","0.918457129641683"
"Nein","2017","AkademikerIn","Westdeutschland","4467","0.88082909480455","0.871903894626783","0.889754294982318"
"Nein","2017","AkademikerIn","Ostdeutschland","1241","","",""
"Ja","2018","(noch) kein Abschluss","Westdeutschland","105","","",""
