"m11104","year","age_gr","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mehrmals im Jahr","1998","35-65","maennlich","927","0.246610096374491","0.23270444321649","0.260515749532492"
"Mehrmals im Jahr","1998","35-65","weiblich","823","0.211369801864593","0.198328415173232","0.224411188555954"
"Mehrmals im Jahr","1998","66 +","maennlich","100","","",""
"Mehrmals im Jahr","1998","66 +","weiblich","65","0.0617098121099593","0.0473388468744161","0.0760807773455026"
"Mindestens einmal im Monat","1998","17-34","maennlich","267","","",""
"Mindestens einmal im Monat","1998","17-34","weiblich","257","","",""
"Mindestens einmal im Monat","1998","35-65","maennlich","294","","",""
"Mindestens einmal im Monat","1998","35-65","weiblich","237","","",""
"Mindestens einmal im Monat","1998","66 +","maennlich","25","","",""
"Mindestens einmal im Monat","1998","66 +","weiblich","22","","",""
"Mindestens einmal die Woche","1998","17-34","maennlich","1020","","",""
"Mindestens einmal die Woche","1998","17-34","weiblich","827","0.37552495041713","0.356278827726285","0.394771073107974"
"Mindestens einmal die Woche","1998","35-65","maennlich","940","0.289658593814219","0.275024937777064","0.304292249851375"
"Mindestens einmal die Woche","1998","35-65","weiblich","915","0.289806064488753","0.275314748880099","0.304297380097407"
"Mindestens einmal die Woche","1998","66 +","maennlich","92","0.135164006343079","0.110645997561499","0.159682015124659"
"Mindestens einmal die Woche","1998","66 +","weiblich","140","","",""
"Fast nie oder nie","1999","17-34","maennlich","538","0.231654026871606","0.214213954840786","0.249094098902425"
"Fast nie oder nie","1999","17-34","weiblich","802","0.313616596258776","0.294749442374644","0.332483750142907"
"Fast nie oder nie","1999","35-65","maennlich","1769","","",""
"Fast nie oder nie","1999","35-65","weiblich","2011","","",""
"Fast nie oder nie","1999","66 +","maennlich","583","0.780720674911401","0.750664820075798","0.810776529747004"
"Fast nie oder nie","1999","66 +","weiblich","869","0.837743555355176","0.815150924847181","0.86033618586317"
"Mehrmals im Jahr","1999","17-34","maennlich","593","0.24958945817298","0.231699368398832","0.267479547947129"
"Mehrmals im Jahr","1999","17-34","weiblich","653","0.271792553405463","0.253701251513377","0.28988385529755"
"Mehrmals im Jahr","1999","35-65","maennlich","774","0.220874549457282","0.207266668016856","0.234482430897709"
"Mehrmals im Jahr","1999","35-65","weiblich","663","0.181811106998037","0.16928846680937","0.194333747186704"
"Mehrmals im Jahr","1999","66 +","maennlich","52","0.0808521713530708","0.0610496300393632","0.100654712666778"
"Mehrmals im Jahr","1999","66 +","weiblich","40","0.0449392041032545","0.0322440355450049","0.0576343726615041"
"Mindestens einmal im Monat","1999","17-34","maennlich","250","","",""
"Mindestens einmal im Monat","1999","17-34","weiblich","216","","",""
"Mindestens einmal im Monat","1999","35-65","maennlich","231","","",""
"Mindestens einmal im Monat","1999","35-65","weiblich","186","","",""
"Mindestens einmal im Monat","1999","66 +","maennlich","22","","",""
"Mindestens einmal im Monat","1999","66 +","weiblich","14","","",""
"Mindestens einmal die Woche","1999","17-34","maennlich","867","0.410070649945216","0.389738688257298","0.430402611633134"
"Mindestens einmal die Woche","1999","17-34","weiblich","652","0.321993198833044","0.302992749977735","0.340993647688353"
"Mindestens einmal die Woche","1999","35-65","maennlich","796","0.253506492941851","0.239236572761526","0.267776413122176"
"Mindestens einmal die Woche","1999","35-65","weiblich","784","0.256534010886588","0.242354477631229","0.270713544141947"
"Mindestens einmal die Woche","1999","66 +","maennlich","71","0.109966628128724","0.0872409944903381","0.132692261767111"
"Mindestens einmal die Woche","1999","66 +","weiblich","100","","",""
"Fast nie oder nie","2000","17-34","maennlich","","","",""
"Fast nie oder nie","2000","17-34","weiblich","","","",""
"Fast nie oder nie","2000","35-65","maennlich","","","",""
"Fast nie oder nie","2000","35-65","weiblich","","","",""
"Fast nie oder nie","2000","66 +","maennlich","","","",""
"Fast nie oder nie","2000","66 +","weiblich","","","",""
"Mehrmals im Jahr","2000","17-34","maennlich","","","",""
"Mehrmals im Jahr","2000","17-34","weiblich","","","",""
"Mehrmals im Jahr","2000","35-65","maennlich","","","",""
"Mehrmals im Jahr","2000","35-65","weiblich","","","",""
"Mehrmals im Jahr","2000","66 +","maennlich","","","",""
"Mehrmals im Jahr","2000","66 +","weiblich","","","",""
"Mindestens einmal im Monat","2000","17-34","maennlich","","","",""
"Mindestens einmal im Monat","2000","17-34","weiblich","","","",""
"Mindestens einmal im Monat","2000","35-65","maennlich","","","",""
"Mindestens einmal im Monat","2000","35-65","weiblich","","","",""
"Mindestens einmal im Monat","2000","66 +","maennlich","","","",""
"Mindestens einmal im Monat","2000","66 +","weiblich","","","",""
"Mindestens einmal die Woche","2000","17-34","maennlich","","","",""
"Mindestens einmal die Woche","2000","17-34","weiblich","","","",""
"Mindestens einmal die Woche","2000","35-65","maennlich","","","",""
"Mindestens einmal die Woche","2000","35-65","weiblich","","","",""
"Mindestens einmal die Woche","2000","66 +","maennlich","","","",""
"Mindestens einmal die Woche","2000","66 +","weiblich","","","",""
"Fast nie oder nie","2001","17-34","maennlich","819","0.268250949901254","0.252378409158418","0.284123490644091"
"Fast nie oder nie","2001","17-34","weiblich","1138","","",""
"Fast nie oder nie","2001","35-65","maennlich","2970","","",""
"Fast nie oder nie","2001","35-65","weiblich","3236","0.506102856301347","0.493628792262943","0.51857692033975"
"Fast nie oder nie","2001","66 +","maennlich","1121","","",""
"Fast nie oder nie","2001","66 +","weiblich","1548","","",""
"Mehrmals im Jahr","2001","17-34","maennlich","655","0.215345333325203","0.200618758580755","0.230071908069652"
"Mehrmals im Jahr","2001","17-34","weiblich","759","0.226419909016568","0.211960018024721","0.240879800008416"
"Mehrmals im Jahr","2001","35-65","maennlich","1140","","",""
"Mehrmals im Jahr","2001","35-65","weiblich","941","0.151093701830641","0.142158108887289","0.160029294773992"
"Mehrmals im Jahr","2001","66 +","maennlich","98","0.0718795236635678","0.0585988514987853","0.0851601958283503"
"Mehrmals im Jahr","2001","66 +","weiblich","82","0.041026906320686","0.0321057077814503","0.0499481048599217"
"Mindestens einmal im Monat","2001","17-34","maennlich","298","","",""
"Mindestens einmal im Monat","2001","17-34","weiblich","273","","",""
"Mindestens einmal im Monat","2001","35-65","maennlich","399","0.068150917195817","0.0617680495543097","0.0745337848373242"
"Mindestens einmal im Monat","2001","35-65","weiblich","311","0.0548030972110219","0.0491245921855678","0.060481602236476"
"Mindestens einmal im Monat","2001","66 +","maennlich","43","0.0296247035491663","0.0209067980634198","0.0383426090349128"
"Mindestens einmal im Monat","2001","66 +","weiblich","38","0.0186850832562254","0.0125948023051719","0.024775364207279"
"Mindestens einmal die Woche","2001","17-34","maennlich","1221","","",""
"Mindestens einmal die Woche","2001","17-34","weiblich","1048","","",""
"Mindestens einmal die Woche","2001","35-65","maennlich","1479","","",""
"Mindestens einmal die Woche","2001","35-65","weiblich","1683","","",""
"Mindestens einmal die Woche","2001","66 +","maennlich","191","","",""
"Mindestens einmal die Woche","2001","66 +","weiblich","231","","",""
"Fast nie oder nie","2002","17-34","maennlich","","","",""
"Fast nie oder nie","2002","17-34","weiblich","","","",""
"Fast nie oder nie","2002","35-65","maennlich","","","",""
"Fast nie oder nie","2002","35-65","weiblich","","","",""
"Fast nie oder nie","2002","66 +","maennlich","","","",""
"Fast nie oder nie","2002","66 +","weiblich","","","",""
"Mehrmals im Jahr","2002","17-34","maennlich","","","",""
"Mehrmals im Jahr","2002","17-34","weiblich","","","",""
"Mehrmals im Jahr","2002","35-65","maennlich","","","",""
"Mehrmals im Jahr","2002","35-65","weiblich","","","",""
"Mehrmals im Jahr","2002","66 +","maennlich","","","",""
"Mehrmals im Jahr","2002","66 +","weiblich","","","",""
"Mindestens einmal im Monat","2002","17-34","maennlich","","","",""
"Mindestens einmal im Monat","2002","17-34","weiblich","","","",""
"Mindestens einmal im Monat","2002","35-65","maennlich","","","",""
"Mindestens einmal im Monat","2002","35-65","weiblich","","","",""
"Mindestens einmal im Monat","2002","66 +","maennlich","","","",""
"Mindestens einmal im Monat","2002","66 +","weiblich","","","",""
"Mindestens einmal die Woche","2002","17-34","maennlich","","","",""
"Mindestens einmal die Woche","2002","17-34","weiblich","","","",""
"Mindestens einmal die Woche","2002","35-65","maennlich","","","",""
"Mindestens einmal die Woche","2002","35-65","weiblich","","","",""
"Mindestens einmal die Woche","2002","66 +","maennlich","","","",""
"Mindestens einmal die Woche","2002","66 +","weiblich","","","",""
"Fast nie oder nie","2003","17-34","maennlich","541","0.202471110708317","0.187538894393509","0.217403327023125"
"Fast nie oder nie","2003","17-34","weiblich","771","0.261685966260629","0.246027376048177","0.277344556473082"
"Fast nie oder nie","2003","35-65","maennlich","2118","","",""
"Fast nie oder nie","2003","35-65","weiblich","2287","","",""
"Fast nie oder nie","2003","66 +","maennlich","1058","","",""
"Fast nie oder nie","2003","66 +","weiblich","1434","","",""
"Mehrmals im Jahr","2003","17-34","maennlich","588","0.212669439693632","0.197463942475367","0.227874936911897"
"Mehrmals im Jahr","2003","17-34","weiblich","743","0.244302402479014","0.228995765926675","0.259609039031353"
"Mehrmals im Jahr","2003","35-65","maennlich","1439","","",""
"Mehrmals im Jahr","2003","35-65","weiblich","1190","","",""
"Mehrmals im Jahr","2003","66 +","maennlich","171","","",""
"Mehrmals im Jahr","2003","66 +","weiblich","136","","",""
"Mindestens einmal im Monat","2003","17-34","maennlich","325","0.115885615819873","0.103991325823596","0.12777990581615"
"Mindestens einmal im Monat","2003","17-34","weiblich","293","","",""
"Mindestens einmal im Monat","2003","35-65","maennlich","539","0.0914529823627796","0.0842657508678068","0.0986402138577524"
"Mindestens einmal im Monat","2003","35-65","weiblich","450","0.0659729111760411","0.059896491479762","0.0720493308723202"
"Mindestens einmal im Monat","2003","66 +","maennlich","66","0.0382995184576834","0.0290476758108558","0.0475513611045109"
"Mindestens einmal im Monat","2003","66 +","weiblich","52","0.028046246269759","0.0207683656309727","0.0353241269085453"
"Mindestens einmal die Woche","2003","17-34","maennlich","1328","","",""
"Mindestens einmal die Woche","2003","17-34","weiblich","1220","","",""
"Mindestens einmal die Woche","2003","35-65","maennlich","2083","","",""
"Mindestens einmal die Woche","2003","35-65","weiblich","2484","","",""
"Mindestens einmal die Woche","2003","66 +","maennlich","358","0.206647509187269","0.18712840660577","0.226166611768769"
"Mindestens einmal die Woche","2003","66 +","weiblich","355","0.175819312762811","0.159039416860667","0.192599208664954"
"Fast nie oder nie","2004","17-34","maennlich","","","",""
"Fast nie oder nie","2004","17-34","weiblich","","","",""
"Fast nie oder nie","2004","35-65","maennlich","","","",""
"Fast nie oder nie","2004","35-65","weiblich","","","",""
"Fast nie oder nie","2004","66 +","maennlich","","","",""
"Fast nie oder nie","2004","66 +","weiblich","","","",""
"Mehrmals im Jahr","2004","17-34","maennlich","","","",""
"Mehrmals im Jahr","2004","17-34","weiblich","","","",""
"Mehrmals im Jahr","2004","35-65","maennlich","","","",""
"Mehrmals im Jahr","2004","35-65","weiblich","","","",""
"Mehrmals im Jahr","2004","66 +","maennlich","","","",""
"Mehrmals im Jahr","2004","66 +","weiblich","","","",""
"Mindestens einmal im Monat","2004","17-34","maennlich","","","",""
"Mindestens einmal im Monat","2004","17-34","weiblich","","","",""
"Mindestens einmal im Monat","2004","35-65","maennlich","","","",""
"Mindestens einmal im Monat","2004","35-65","weiblich","","","",""
"Mindestens einmal im Monat","2004","66 +","maennlich","","","",""
"Mindestens einmal im Monat","2004","66 +","weiblich","","","",""
"Mindestens einmal die Woche","2004","17-34","maennlich","","","",""
"Mindestens einmal die Woche","2004","17-34","weiblich","","","",""
"Mindestens einmal die Woche","2004","35-65","maennlich","","","",""
"Mindestens einmal die Woche","2004","35-65","weiblich","","","",""
"Mindestens einmal die Woche","2004","66 +","maennlich","","","",""
"Mindestens einmal die Woche","2004","66 +","weiblich","","","",""
"Fast nie oder nie","2005","17-34","maennlich","509","0.204835307675467","0.189090608438842","0.220580006912093"
"Fast nie oder nie","2005","17-34","weiblich","744","0.276635704877466","0.25992262353295","0.293348786221982"
"Fast nie oder nie","2005","35-65","maennlich","2187","","",""
"Fast nie oder nie","2005","35-65","weiblich","2310","","",""
"Fast nie oder nie","2005","66 +","maennlich","1136","","",""
"Fast nie oder nie","2005","66 +","weiblich","1438","","",""
"Mehrmals im Jahr","2005","17-34","maennlich","573","0.226328969780626","0.210004027417886","0.242653912143365"
"Mehrmals im Jahr","2005","17-34","weiblich","691","0.255151839814262","0.238864239517981","0.271439440110543"
"Mehrmals im Jahr","2005","35-65","maennlich","1226","","",""
"Mehrmals im Jahr","2005","35-65","weiblich","1109","","",""
"Mehrmals im Jahr","2005","66 +","maennlich","152","","",""
"Mehrmals im Jahr","2005","66 +","weiblich","115","","",""
"Mindestens einmal im Monat","2005","17-34","maennlich","296","","",""
"Mindestens einmal im Monat","2005","17-34","weiblich","306","0.113294238766438","0.101452443338006","0.125136034194869"
"Mindestens einmal im Monat","2005","35-65","maennlich","466","0.082780849072592","0.0755587073761489","0.0900029907690351"
"Mindestens einmal im Monat","2005","35-65","weiblich","406","0.0730138372491983","0.0664106304491943","0.0796170440492023"
"Mindestens einmal im Monat","2005","66 +","maennlich","73","0.0410317486685715","0.0316545680725905","0.0504089292645525"
"Mindestens einmal im Monat","2005","66 +","weiblich","71","0.0305744745728967","0.0230462104217058","0.0381027387240876"
"Mindestens einmal die Woche","2005","17-34","maennlich","1146","","",""
"Mindestens einmal die Woche","2005","17-34","weiblich","1011","","",""
"Mindestens einmal die Woche","2005","35-65","maennlich","1713","","",""
"Mindestens einmal die Woche","2005","35-65","weiblich","2138","","",""
"Mindestens einmal die Woche","2005","66 +","maennlich","358","0.19459748319028","0.175882680470272","0.213312285910288"
"Mindestens einmal die Woche","2005","66 +","weiblich","385","0.178426293941415","0.161684159854182","0.195168428028649"
"Fast nie oder nie","2006","17-34","maennlich","","","",""
"Fast nie oder nie","2006","17-34","weiblich","","","",""
"Fast nie oder nie","2006","35-65","maennlich","","","",""
"Fast nie oder nie","2006","35-65","weiblich","","","",""
"Fast nie oder nie","2006","66 +","maennlich","","","",""
"Fast nie oder nie","2006","66 +","weiblich","","","",""
"Mehrmals im Jahr","2006","17-34","maennlich","","","",""
"Mehrmals im Jahr","2006","17-34","weiblich","","","",""
"Mehrmals im Jahr","2006","35-65","maennlich","","","",""
"Mehrmals im Jahr","2006","35-65","weiblich","","","",""
"Mehrmals im Jahr","2006","66 +","maennlich","","","",""
"Mehrmals im Jahr","2006","66 +","weiblich","","","",""
"Mindestens einmal im Monat","2006","17-34","maennlich","","","",""
"Mindestens einmal im Monat","2006","17-34","weiblich","","","",""
"Mindestens einmal im Monat","2006","35-65","maennlich","","","",""
"Mindestens einmal im Monat","2006","35-65","weiblich","","","",""
"Mindestens einmal im Monat","2006","66 +","maennlich","","","",""
"Mindestens einmal im Monat","2006","66 +","weiblich","","","",""
"Mindestens einmal die Woche","2006","17-34","maennlich","","","",""
"Mindestens einmal die Woche","2006","17-34","weiblich","","","",""
"Mindestens einmal die Woche","2006","35-65","maennlich","","","",""
"Mindestens einmal die Woche","2006","35-65","weiblich","","","",""
"Mindestens einmal die Woche","2006","66 +","maennlich","","","",""
"Mindestens einmal die Woche","2006","66 +","weiblich","","","",""
"Fast nie oder nie","2007","17-34","maennlich","470","0.21901202305777","0.201827430647869","0.236196615467671"
"Fast nie oder nie","2007","17-34","weiblich","687","0.287733050275229","0.269843607685256","0.305622492865202"
"Fast nie oder nie","2007","35-65","maennlich","2070","","",""
"Fast nie oder nie","2007","35-65","weiblich","2160","","",""
"Fast nie oder nie","2007","66 +","maennlich","1267","","",""
"Fast nie oder nie","2007","66 +","weiblich","1493","","",""
"Mehrmals im Jahr","2007","17-34","maennlich","483","0.218591090818453","0.201418394447533","0.235763787189372"
"Mehrmals im Jahr","2007","17-34","weiblich","555","0.227490312515035","0.210924453601597","0.244056171428472"
"Mehrmals im Jahr","2007","35-65","maennlich","1179","","",""
"Mehrmals im Jahr","2007","35-65","weiblich","1060","","",""
"Mehrmals im Jahr","2007","66 +","maennlich","194","","",""
"Mehrmals im Jahr","2007","66 +","weiblich","158","","",""
"Mindestens einmal im Monat","2007","17-34","maennlich","269","","",""
"Mindestens einmal im Monat","2007","17-34","weiblich","270","","",""
"Mindestens einmal im Monat","2007","35-65","maennlich","441","0.078771116620406","0.0716375889367836","0.0859046443040284"
"Mindestens einmal im Monat","2007","35-65","weiblich","380","0.0582774493714162","0.0523179071923238","0.0642369915505085"
"Mindestens einmal im Monat","2007","66 +","maennlich","72","0.0346570006165116","0.0266766159990721","0.0426373852339511"
"Mindestens einmal im Monat","2007","66 +","weiblich","66","0.0258008886870504","0.0192832606694076","0.0323185167046933"
"Mindestens einmal die Woche","2007","17-34","maennlich","1003","","",""
"Mindestens einmal die Woche","2007","17-34","weiblich","948","0.372302735818842","0.353199639336049","0.391405832301635"
"Mindestens einmal die Woche","2007","35-65","maennlich","1788","","",""
"Mindestens einmal die Woche","2007","35-65","weiblich","2336","","",""
"Mindestens einmal die Woche","2007","66 +","maennlich","485","0.23322947062475","0.214778809620015","0.251680131629485"
"Mindestens einmal die Woche","2007","66 +","weiblich","556","0.226668760939123","0.209456933414143","0.243880588464103"
"Fast nie oder nie","2008","17-34","maennlich","369","0.186519702097968","0.16967010609479","0.203369298101147"
"Fast nie oder nie","2008","17-34","weiblich","503","0.218592358252834","0.201571937078692","0.235612779426977"
"Fast nie oder nie","2008","35-65","maennlich","1519","","",""
"Fast nie oder nie","2008","35-65","weiblich","1569","","",""
"Fast nie oder nie","2008","66 +","maennlich","1038","","",""
"Fast nie oder nie","2008","66 +","weiblich","1321","","",""
"Mehrmals im Jahr","2008","17-34","maennlich","392","0.191269344796165","0.174256448521869","0.20828224107046"
"Mehrmals im Jahr","2008","17-34","weiblich","517","0.233351114705891","0.215932356845642","0.25076987256614"
"Mehrmals im Jahr","2008","35-65","maennlich","1202","","",""
"Mehrmals im Jahr","2008","35-65","weiblich","1075","","",""
"Mehrmals im Jahr","2008","66 +","maennlich","274","","",""
"Mehrmals im Jahr","2008","66 +","weiblich","185","","",""
"Mindestens einmal im Monat","2008","17-34","maennlich","230","","",""
"Mindestens einmal im Monat","2008","17-34","weiblich","259","","",""
"Mindestens einmal im Monat","2008","35-65","maennlich","451","0.0901122514296091","0.0822404548052357","0.0979840480539825"
"Mindestens einmal im Monat","2008","35-65","weiblich","397","0.0708757732286573","0.0641202117769858","0.0776313346803289"
"Mindestens einmal im Monat","2008","66 +","maennlich","77","0.0384000268555638","0.0300222667643919","0.0467777869467357"
"Mindestens einmal im Monat","2008","66 +","weiblich","65","0.0279084342815479","0.0210950757635495","0.0347217927995462"
"Mindestens einmal die Woche","2008","17-34","maennlich","1062","","",""
"Mindestens einmal die Woche","2008","17-34","weiblich","986","0.434320644326149","0.413907759316658","0.45473352933564"
"Mindestens einmal die Woche","2008","35-65","maennlich","1911","","",""
"Mindestens einmal die Woche","2008","35-65","weiblich","2502","","",""
"Mindestens einmal die Woche","2008","66 +","maennlich","632","0.303490579773315","0.283445811535417","0.323535348011213"
"Mindestens einmal die Woche","2008","66 +","weiblich","674","0.276662645276231","0.258157792778323","0.295167497774138"
"Fast nie oder nie","2009","17-34","maennlich","349","0.178165722628411","0.160932666360982","0.19539877889584"
"Fast nie oder nie","2009","17-34","weiblich","492","0.228070613869636","0.209933842068939","0.246207385670333"
"Fast nie oder nie","2009","35-65","maennlich","1658","","",""
"Fast nie oder nie","2009","35-65","weiblich","1804","","",""
"Fast nie oder nie","2009","66 +","maennlich","1190","","",""
"Fast nie oder nie","2009","66 +","weiblich","1372","","",""
"Mehrmals im Jahr","2009","17-34","maennlich","420","0.2351540457973","0.216054575702826","0.254253515891773"
"Mehrmals im Jahr","2009","17-34","weiblich","470","0.210481658904211","0.192860893201464","0.228102424606959"
"Mehrmals im Jahr","2009","35-65","maennlich","1054","","",""
"Mehrmals im Jahr","2009","35-65","weiblich","933","0.182759339414764","0.172198160889539","0.193320517939988"
"Mehrmals im Jahr","2009","66 +","maennlich","201","","",""
"Mehrmals im Jahr","2009","66 +","weiblich","131","","",""
"Mindestens einmal im Monat","2009","17-34","maennlich","238","","",""
"Mindestens einmal im Monat","2009","17-34","weiblich","244","","",""
"Mindestens einmal im Monat","2009","35-65","maennlich","386","0.0897764583865734","0.0816013583221606","0.0979515584509861"
"Mindestens einmal im Monat","2009","35-65","weiblich","329","0.0598853633847409","0.0534012834102297","0.0663694433592522"
"Mindestens einmal im Monat","2009","66 +","maennlich","74","0.0418203772082366","0.0329762906961142","0.050664463720359"
"Mindestens einmal im Monat","2009","66 +","weiblich","59","0.0264387421803433","0.0196728783660222","0.0332046059946644"
"Mindestens einmal die Woche","2009","17-34","maennlich","887","0.472543518316432","0.450059583077333","0.495027453555531"
"Mindestens einmal die Woche","2009","17-34","weiblich","850","0.428234151599039","0.406845357921404","0.449622945276674"
"Mindestens einmal die Woche","2009","35-65","maennlich","1599","","",""
"Mindestens einmal die Woche","2009","35-65","weiblich","2078","","",""
"Mindestens einmal die Woche","2009","66 +","maennlich","503","0.231614210662846","0.212975845888535","0.250252575437157"
"Mindestens einmal die Woche","2009","66 +","weiblich","598","0.26198243080308","0.243438976024539","0.280525885581622"
"Fast nie oder nie","2010","17-34","maennlich","","","",""
"Fast nie oder nie","2010","17-34","weiblich","","","",""
"Fast nie oder nie","2010","35-65","maennlich","","","",""
"Fast nie oder nie","2010","35-65","weiblich","","","",""
"Fast nie oder nie","2010","66 +","maennlich","","","",""
"Fast nie oder nie","2010","66 +","weiblich","","","",""
"Mehrmals im Jahr","2010","17-34","maennlich","","","",""
"Mehrmals im Jahr","2010","17-34","weiblich","","","",""
"Mehrmals im Jahr","2010","35-65","maennlich","","","",""
"Mehrmals im Jahr","2010","35-65","weiblich","","","",""
"Mehrmals im Jahr","2010","66 +","maennlich","","","",""
"Mehrmals im Jahr","2010","66 +","weiblich","","","",""
"Mindestens einmal im Monat","2010","17-34","maennlich","","","",""
"Mindestens einmal im Monat","2010","17-34","weiblich","","","",""
"Mindestens einmal im Monat","2010","35-65","maennlich","","","",""
"Mindestens einmal im Monat","2010","35-65","weiblich","","","",""
"Mindestens einmal im Monat","2010","66 +","maennlich","","","",""
"Mindestens einmal im Monat","2010","66 +","weiblich","","","",""
"Mindestens einmal die Woche","2010","17-34","maennlich","","","",""
"Mindestens einmal die Woche","2010","17-34","weiblich","","","",""
"Mindestens einmal die Woche","2010","35-65","maennlich","","","",""
"Mindestens einmal die Woche","2010","35-65","weiblich","","","",""
"Mindestens einmal die Woche","2010","66 +","maennlich","","","",""
"Mindestens einmal die Woche","2010","66 +","weiblich","","","",""
"Fast nie oder nie","2011","17-34","maennlich","777","0.225593527272663","0.210346944931176","0.240840109614149"
"Fast nie oder nie","2011","17-34","weiblich","1468","","",""
"Fast nie oder nie","2011","35-65","maennlich","2880","","",""
"Fast nie oder nie","2011","35-65","weiblich","3371","0.372086990211338","0.36205895241846","0.382115028004216"
"Fast nie oder nie","2011","66 +","maennlich","1437","","",""
"Fast nie oder nie","2011","66 +","weiblich","1589","","",""
"Mehrmals im Jahr","2011","17-34","maennlich","538","0.198846594008758","0.184287256325454","0.213405931692063"
"Mehrmals im Jahr","2011","17-34","weiblich","759","0.2024240879412","0.18979899494553","0.215049180936871"
"Mehrmals im Jahr","2011","35-65","maennlich","1436","","",""
"Mehrmals im Jahr","2011","35-65","weiblich","1467","","",""
"Mehrmals im Jahr","2011","66 +","maennlich","220","","",""
"Mehrmals im Jahr","2011","66 +","weiblich","163","","",""
"Mindestens einmal im Monat","2011","17-34","maennlich","264","","",""
"Mindestens einmal im Monat","2011","17-34","weiblich","298","","",""
"Mindestens einmal im Monat","2011","35-65","maennlich","552","0.0754525215224775","0.0694610338073994","0.0814440092375556"
"Mindestens einmal im Monat","2011","35-65","weiblich","553","0.0638058366418392","0.058735262386558","0.0688764108971204"
"Mindestens einmal im Monat","2011","66 +","maennlich","75","0.0295809781844734","0.02286797238562","0.0362939839833267"
"Mindestens einmal im Monat","2011","66 +","weiblich","64","0.0229977467755343","0.0172830928376304","0.0287124007134381"
"Mindestens einmal die Woche","2011","17-34","maennlich","1308","","",""
"Mindestens einmal die Woche","2011","17-34","weiblich","1366","","",""
"Mindestens einmal die Woche","2011","35-65","maennlich","2597","","",""
"Mindestens einmal die Woche","2011","35-65","weiblich","3534","0.392746792390968","0.382615024994396","0.402878559787539"
"Mindestens einmal die Woche","2011","66 +","maennlich","715","0.269171294786391","0.251597996664589","0.286744592908194"
"Mindestens einmal die Woche","2011","66 +","weiblich","827","0.283576135686685","0.266392329273525","0.300759942099845"
"Fast nie oder nie","2012","17-34","maennlich","","","",""
"Fast nie oder nie","2012","17-34","weiblich","","","",""
"Fast nie oder nie","2012","35-65","maennlich","","","",""
"Fast nie oder nie","2012","35-65","weiblich","","","",""
"Fast nie oder nie","2012","66 +","maennlich","","","",""
"Fast nie oder nie","2012","66 +","weiblich","","","",""
"Mehrmals im Jahr","2012","17-34","maennlich","","","",""
"Mehrmals im Jahr","2012","17-34","weiblich","","","",""
"Mehrmals im Jahr","2012","35-65","maennlich","","","",""
"Mehrmals im Jahr","2012","35-65","weiblich","","","",""
"Mehrmals im Jahr","2012","66 +","maennlich","","","",""
"Mehrmals im Jahr","2012","66 +","weiblich","","","",""
"Mindestens einmal im Monat","2012","17-34","maennlich","","","",""
"Mindestens einmal im Monat","2012","17-34","weiblich","","","",""
"Mindestens einmal im Monat","2012","35-65","maennlich","","","",""
"Mindestens einmal im Monat","2012","35-65","weiblich","","","",""
"Mindestens einmal im Monat","2012","66 +","maennlich","","","",""
"Mindestens einmal im Monat","2012","66 +","weiblich","","","",""
"Mindestens einmal die Woche","2012","17-34","maennlich","","","",""
"Mindestens einmal die Woche","2012","17-34","weiblich","","","",""
"Mindestens einmal die Woche","2012","35-65","maennlich","","","",""
"Mindestens einmal die Woche","2012","35-65","weiblich","","","",""
"Mindestens einmal die Woche","2012","66 +","maennlich","","","",""
"Mindestens einmal die Woche","2012","66 +","weiblich","","","",""
"Fast nie oder nie","2013","17-34","maennlich","507","0.169454596218569","0.154584388833998","0.18432480360314"
"Fast nie oder nie","2013","17-34","weiblich","950","0.191249311269541","0.177528276481667","0.204970346057415"
"Fast nie oder nie","2013","35-65","maennlich","2197","","",""
"Fast nie oder nie","2013","35-65","weiblich","2537","","",""
"Fast nie oder nie","2013","66 +","maennlich","1044","","",""
"Fast nie oder nie","2013","66 +","weiblich","1193","","",""
"Mehrmals im Jahr","2013","17-34","maennlich","335","0.132010693252228","0.118593230367715","0.14542815613674"
"Mehrmals im Jahr","2013","17-34","weiblich","484","0.149779085298526","0.137329035952283","0.162229134644769"
"Mehrmals im Jahr","2013","35-65","maennlich","1195","","",""
"Mehrmals im Jahr","2013","35-65","weiblich","1151","","",""
"Mehrmals im Jahr","2013","66 +","maennlich","290","","",""
"Mehrmals im Jahr","2013","66 +","weiblich","199","","",""
"Mindestens einmal im Monat","2013","17-34","maennlich","155","","",""
"Mindestens einmal im Monat","2013","17-34","weiblich","234","","",""
"Mindestens einmal im Monat","2013","35-65","maennlich","370","0.0596533725907096","0.0539690434234787","0.0653377017579406"
"Mindestens einmal im Monat","2013","35-65","weiblich","349","0.0428887637319715","0.0385085876223106","0.0472689398416325"
"Mindestens einmal im Monat","2013","66 +","maennlich","88","0.0380307051165623","0.0303317797810792","0.0457296304520454"
"Mindestens einmal im Monat","2013","66 +","weiblich","52","0.0247340871195634","0.0186749206927951","0.0307932535463318"
"Mindestens einmal die Woche","2013","17-34","maennlich","1448","","",""
"Mindestens einmal die Woche","2013","17-34","weiblich","1488","","",""
"Mindestens einmal die Woche","2013","35-65","maennlich","2907","","",""
"Mindestens einmal die Woche","2013","35-65","weiblich","4182","0.510636363816398","0.499829235264376","0.521443492368419"
