"m11104","year","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mehrmals im Jahr","1990","Niedersachsen","183","","",""
"Mehrmals im Jahr","1990","Bremen","16","","",""
"Mehrmals im Jahr","1990","Nordrhein-Westfalen","466","0.189197366243859","0.17398070696567","0.204414025522049"
"Mehrmals im Jahr","1990","Hessen","158","","",""
"Mehrmals im Jahr","1990","Rheinland-Pfalz,Saarland","93","0.139149317864973","0.112922869176838","0.165375766553109"
"Mehrmals im Jahr","1990","Baden-Wuerttemberg","355","0.212234369045664","0.193212408164105","0.231256329927222"
"Mehrmals im Jahr","1990","Bayern","364","0.240843961073692","0.219819757717476","0.261868164429908"
"Mehrmals im Jahr","1990","Saarland","","","",""
"Mehrmals im Jahr","1990","Berlin","123","","",""
"Mehrmals im Jahr","1990","Brandenburg","105","","",""
"Mehrmals im Jahr","1990","Mecklenburg-Vorpommern","73","0.135765774862177","0.105374489957203","0.166157059767152"
"Mehrmals im Jahr","1990","Sachsen","177","","",""
"Mehrmals im Jahr","1990","Sachsen-Anhalt","108","","",""
"Mehrmals im Jahr","1990","Thueringen","99","0.124502502394928","0.100585373432457","0.148419631357398"
"Mindestens einmal im Monat","1990","Schleswig-Holstein","21","","",""
"Mindestens einmal im Monat","1990","Hamburg","9","0.0601879962958299","0.0238984485773972","0.0964775440142626"
"Mindestens einmal im Monat","1990","Niedersachsen","81","0.0837757020702416","0.0663586400206078","0.101192764119875"
"Mindestens einmal im Monat","1990","Bremen","5","0.0443672416916596","0.00440731027403471","0.0843271731092845"
"Mindestens einmal im Monat","1990","Nordrhein-Westfalen","214","","",""
"Mindestens einmal im Monat","1990","Hessen","65","0.0610664560494789","0.0460516545551218","0.0760812575438359"
"Mindestens einmal im Monat","1990","Rheinland-Pfalz,Saarland","46","0.0732234473479654","0.0534834251487317","0.0929634695471992"
"Mindestens einmal im Monat","1990","Baden-Wuerttemberg","164","","",""
"Mindestens einmal im Monat","1990","Bayern","174","","",""
"Mindestens einmal im Monat","1990","Saarland","","","",""
"Mindestens einmal im Monat","1990","Berlin","35","0.0577993758843303","0.0393708327622904","0.0762279190063702"
"Mindestens einmal im Monat","1990","Brandenburg","20","","",""
"Mindestens einmal im Monat","1990","Mecklenburg-Vorpommern","21","","",""
"Mindestens einmal im Monat","1990","Sachsen","50","0.0355940965568879","0.0254600126367551","0.0457281804770207"
"Mindestens einmal im Monat","1990","Sachsen-Anhalt","25","","",""
"Mindestens einmal im Monat","1990","Thueringen","19","","",""
"Mindestens einmal die Woche","1990","Schleswig-Holstein","97","0.356714461312381","0.300804938042955","0.412623984581808"
"Mindestens einmal die Woche","1990","Hamburg","51","0.329019226704986","0.257327045227835","0.400711408182137"
"Mindestens einmal die Woche","1990","Niedersachsen","303","0.302504164733649","0.27362720634514","0.331381123122158"
"Mindestens einmal die Woche","1990","Bremen","22","","",""
"Mindestens einmal die Woche","1990","Nordrhein-Westfalen","720","0.294726939767641","0.277013913665482","0.312439965869801"
"Mindestens einmal die Woche","1990","Hessen","260","","",""
"Mindestens einmal die Woche","1990","Rheinland-Pfalz,Saarland","170","","",""
"Mindestens einmal die Woche","1990","Baden-Wuerttemberg","443","0.279617655438515","0.258738509135095","0.300496801741936"
"Mindestens einmal die Woche","1990","Bayern","440","0.279159238016835","0.257102981040744","0.301215494992925"
"Mindestens einmal die Woche","1990","Saarland","","","",""
"Mindestens einmal die Woche","1990","Berlin","141","","",""
"Mindestens einmal die Woche","1990","Brandenburg","77","0.111510959646947","0.0883254697695694","0.134696449524324"
"Mindestens einmal die Woche","1990","Mecklenburg-Vorpommern","53","0.100447756535211","0.0737778498457859","0.127117663224636"
"Mindestens einmal die Woche","1990","Sachsen","197","","",""
"Mindestens einmal die Woche","1990","Sachsen-Anhalt","97","0.128319725868749","0.104894028381198","0.1517454233563"
"Mindestens einmal die Woche","1990","Thueringen","95","0.11666088236288","0.0934057449281788","0.139916019797581"
"Fast nie oder nie","1991","Schleswig-Holstein","","","",""
"Fast nie oder nie","1991","Hamburg","","","",""
"Fast nie oder nie","1991","Niedersachsen","","","",""
"Fast nie oder nie","1991","Bremen","","","",""
"Fast nie oder nie","1991","Nordrhein-Westfalen","","","",""
"Fast nie oder nie","1991","Hessen","","","",""
"Fast nie oder nie","1991","Rheinland-Pfalz,Saarland","","","",""
"Fast nie oder nie","1991","Baden-Wuerttemberg","","","",""
"Fast nie oder nie","1991","Bayern","","","",""
"Fast nie oder nie","1991","Saarland","","","",""
"Fast nie oder nie","1991","Berlin","","","",""
"Fast nie oder nie","1991","Brandenburg","","","",""
"Fast nie oder nie","1991","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","1991","Sachsen","","","",""
"Fast nie oder nie","1991","Sachsen-Anhalt","","","",""
"Fast nie oder nie","1991","Thueringen","","","",""
"Mehrmals im Jahr","1991","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","1991","Hamburg","","","",""
"Mehrmals im Jahr","1991","Niedersachsen","","","",""
"Mehrmals im Jahr","1991","Bremen","","","",""
"Mehrmals im Jahr","1991","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","1991","Hessen","","","",""
"Mehrmals im Jahr","1991","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","1991","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","1991","Bayern","","","",""
"Mehrmals im Jahr","1991","Saarland","","","",""
"Mehrmals im Jahr","1991","Berlin","","","",""
"Mehrmals im Jahr","1991","Brandenburg","","","",""
"Mehrmals im Jahr","1991","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","1991","Sachsen","","","",""
"Mehrmals im Jahr","1991","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","1991","Thueringen","","","",""
"Mindestens einmal im Monat","1991","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","1991","Hamburg","","","",""
"Mindestens einmal im Monat","1991","Niedersachsen","","","",""
"Mindestens einmal im Monat","1991","Bremen","","","",""
"Mindestens einmal im Monat","1991","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","1991","Hessen","","","",""
"Mindestens einmal im Monat","1991","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","1991","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","1991","Bayern","","","",""
"Mindestens einmal im Monat","1991","Saarland","","","",""
"Mindestens einmal im Monat","1991","Berlin","","","",""
"Mindestens einmal im Monat","1991","Brandenburg","","","",""
"Mindestens einmal im Monat","1991","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","1991","Sachsen","","","",""
"Mindestens einmal im Monat","1991","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","1991","Thueringen","","","",""
"Mindestens einmal die Woche","1991","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","1991","Hamburg","","","",""
"Mindestens einmal die Woche","1991","Niedersachsen","","","",""
"Mindestens einmal die Woche","1991","Bremen","","","",""
"Mindestens einmal die Woche","1991","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","1991","Hessen","","","",""
"Mindestens einmal die Woche","1991","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","1991","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","1991","Bayern","","","",""
"Mindestens einmal die Woche","1991","Saarland","","","",""
"Mindestens einmal die Woche","1991","Berlin","","","",""
"Mindestens einmal die Woche","1991","Brandenburg","","","",""
"Mindestens einmal die Woche","1991","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","1991","Sachsen","","","",""
"Mindestens einmal die Woche","1991","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","1991","Thueringen","","","",""
"Fast nie oder nie","1992","Schleswig-Holstein","142","","",""
"Fast nie oder nie","1992","Hamburg","85","0.552754859084897","0.472650466193126","0.632859251976668"
"Fast nie oder nie","1992","Niedersachsen","466","0.511212600848362","0.479425782201852","0.542999419494871"
"Fast nie oder nie","1992","Bremen","54","0.62884292739407","0.529582222363222","0.728103632424918"
"Fast nie oder nie","1992","Nordrhein-Westfalen","1257","","",""
"Fast nie oder nie","1992","Hessen","543","0.561276517712253","0.529469264798671","0.593083770625836"
"Fast nie oder nie","1992","Rheinland-Pfalz,Saarland","380","0.608884191647302","0.571310780710195","0.646457602584409"
"Fast nie oder nie","1992","Baden-Wuerttemberg","912","0.505248440051395","0.481647704585196","0.528849175517594"
"Fast nie oder nie","1992","Bayern","746","0.47151830930374","0.447119461255461","0.49591715735202"
"Fast nie oder nie","1992","Saarland","","","",""
"Fast nie oder nie","1992","Berlin","325","0.552163606233538","0.511936145317655","0.592391067149421"
"Fast nie oder nie","1992","Brandenburg","443","0.693342964364627","0.657894948143971","0.728790980585282"
"Fast nie oder nie","1992","Mecklenburg-Vorpommern","277","","",""
"Fast nie oder nie","1992","Sachsen","758","0.698189135553887","0.671635063774828","0.724743207332946"
"Fast nie oder nie","1992","Sachsen-Anhalt","502","0.696657030246245","0.663931253194766","0.729382807297725"
"Fast nie oder nie","1992","Thueringen","450","0.703343559825202","0.668935165650438","0.737751953999966"
"Mehrmals im Jahr","1992","Schleswig-Holstein","36","0.135005273340822","0.093938614639887","0.176071932041757"
"Mehrmals im Jahr","1992","Hamburg","19","","",""
"Mehrmals im Jahr","1992","Niedersachsen","146","","",""
"Mehrmals im Jahr","1992","Bremen","15","","",""
"Mehrmals im Jahr","1992","Nordrhein-Westfalen","404","0.166689012361266","0.151976167011009","0.181401857711522"
"Mehrmals im Jahr","1992","Hessen","140","","",""
"Mehrmals im Jahr","1992","Rheinland-Pfalz,Saarland","76","0.105701041983351","0.0820286804606016","0.1293734035061"
"Mehrmals im Jahr","1992","Baden-Wuerttemberg","270","","",""
"Mehrmals im Jahr","1992","Bayern","327","0.194657231668859","0.175305014820594","0.214009448517125"
"Mehrmals im Jahr","1992","Saarland","","","",""
"Mehrmals im Jahr","1992","Berlin","105","","",""
"Mehrmals im Jahr","1992","Brandenburg","112","","",""
"Mehrmals im Jahr","1992","Mecklenburg-Vorpommern","72","0.14420955695723","0.110410484661981","0.178008629252479"
"Mehrmals im Jahr","1992","Sachsen","200","","",""
"Mehrmals im Jahr","1992","Sachsen-Anhalt","136","","",""
"Mehrmals im Jahr","1992","Thueringen","124","","",""
"Mindestens einmal im Monat","1992","Schleswig-Holstein","12","","",""
"Mindestens einmal im Monat","1992","Hamburg","8","0.0582369032224421","0.0205068685660712","0.095966937878813"
"Mindestens einmal im Monat","1992","Niedersachsen","63","0.0607045960636768","0.045520177251669","0.0758890148756845"
"Mindestens einmal im Monat","1992","Bremen","2","","",""
"Mindestens einmal im Monat","1992","Nordrhein-Westfalen","186","","",""
"Mindestens einmal im Monat","1992","Hessen","41","0.0466974766851079","0.0331735015428967","0.060221451827319"
"Mindestens einmal im Monat","1992","Rheinland-Pfalz,Saarland","43","0.0735323863630104","0.053436135681655","0.0936286370443659"
"Mindestens einmal im Monat","1992","Baden-Wuerttemberg","116","","",""
"Mindestens einmal im Monat","1992","Bayern","127","","",""
"Mindestens einmal im Monat","1992","Saarland","","","",""
"Mindestens einmal im Monat","1992","Berlin","33","0.051940185910076","0.0339887720511033","0.0698915997690486"
"Mindestens einmal im Monat","1992","Brandenburg","19","","",""
"Mindestens einmal im Monat","1992","Mecklenburg-Vorpommern","13","","",""
"Mindestens einmal im Monat","1992","Sachsen","43","0.0362507376928613","0.02543844980521","0.0470630255805126"
"Mindestens einmal im Monat","1992","Sachsen-Anhalt","33","0.0601847265103176","0.0432539107710623","0.0771155422495728"
"Mindestens einmal im Monat","1992","Thueringen","23","","",""
"Mindestens einmal die Woche","1992","Schleswig-Holstein","76","0.297885442446246","0.242926812019907","0.352844072872585"
"Mindestens einmal die Woche","1992","Hamburg","36","0.290241613443418","0.217118893145061","0.363364333741775"
"Mindestens einmal die Woche","1992","Niedersachsen","275","","",""
"Mindestens einmal die Woche","1992","Bremen","20","","",""
"Mindestens einmal die Woche","1992","Nordrhein-Westfalen","618","0.255007730192603","0.237801244200456","0.27221421618475"
"Mindestens einmal die Woche","1992","Hessen","211","","",""
"Mindestens einmal die Woche","1992","Rheinland-Pfalz,Saarland","149","","",""
"Mindestens einmal die Woche","1992","Baden-Wuerttemberg","426","0.25688462633821","0.236260448714228","0.277508803962191"
"Mindestens einmal die Woche","1992","Bayern","408","0.259287143645386","0.237867092578845","0.280707194711928"
"Mindestens einmal die Woche","1992","Saarland","","","",""
"Mindestens einmal die Woche","1992","Berlin","124","","",""
"Mindestens einmal die Woche","1992","Brandenburg","76","0.121750265962845","0.0966119960225619","0.146888535903128"
"Mindestens einmal die Woche","1992","Mecklenburg-Vorpommern","53","0.127299313144735","0.0952314713953387","0.159367154894132"
"Mindestens einmal die Woche","1992","Sachsen","147","","",""
"Mindestens einmal die Woche","1992","Sachsen-Anhalt","87","0.101868900943643","0.0803359195136429","0.123401882373642"
"Mindestens einmal die Woche","1992","Thueringen","80","0.103478091175405","0.0805346574758145","0.126421524874995"
"Fast nie oder nie","1993","Schleswig-Holstein","","","",""
"Fast nie oder nie","1993","Hamburg","","","",""
"Fast nie oder nie","1993","Niedersachsen","","","",""
"Fast nie oder nie","1993","Bremen","","","",""
"Fast nie oder nie","1993","Nordrhein-Westfalen","","","",""
"Fast nie oder nie","1993","Hessen","","","",""
"Fast nie oder nie","1993","Rheinland-Pfalz,Saarland","","","",""
"Fast nie oder nie","1993","Baden-Wuerttemberg","","","",""
"Fast nie oder nie","1993","Bayern","","","",""
"Fast nie oder nie","1993","Saarland","","","",""
"Fast nie oder nie","1993","Berlin","","","",""
"Fast nie oder nie","1993","Brandenburg","","","",""
"Fast nie oder nie","1993","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","1993","Sachsen","","","",""
"Fast nie oder nie","1993","Sachsen-Anhalt","","","",""
"Fast nie oder nie","1993","Thueringen","","","",""
"Mehrmals im Jahr","1993","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","1993","Hamburg","","","",""
"Mehrmals im Jahr","1993","Niedersachsen","","","",""
"Mehrmals im Jahr","1993","Bremen","","","",""
"Mehrmals im Jahr","1993","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","1993","Hessen","","","",""
"Mehrmals im Jahr","1993","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","1993","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","1993","Bayern","","","",""
"Mehrmals im Jahr","1993","Saarland","","","",""
"Mehrmals im Jahr","1993","Berlin","","","",""
"Mehrmals im Jahr","1993","Brandenburg","","","",""
"Mehrmals im Jahr","1993","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","1993","Sachsen","","","",""
"Mehrmals im Jahr","1993","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","1993","Thueringen","","","",""
"Mindestens einmal im Monat","1993","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","1993","Hamburg","","","",""
"Mindestens einmal im Monat","1993","Niedersachsen","","","",""
"Mindestens einmal im Monat","1993","Bremen","","","",""
"Mindestens einmal im Monat","1993","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","1993","Hessen","","","",""
"Mindestens einmal im Monat","1993","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","1993","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","1993","Bayern","","","",""
"Mindestens einmal im Monat","1993","Saarland","","","",""
"Mindestens einmal im Monat","1993","Berlin","","","",""
"Mindestens einmal im Monat","1993","Brandenburg","","","",""
"Mindestens einmal im Monat","1993","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","1993","Sachsen","","","",""
"Mindestens einmal im Monat","1993","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","1993","Thueringen","","","",""
"Mindestens einmal die Woche","1993","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","1993","Hamburg","","","",""
"Mindestens einmal die Woche","1993","Niedersachsen","","","",""
"Mindestens einmal die Woche","1993","Bremen","","","",""
"Mindestens einmal die Woche","1993","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","1993","Hessen","","","",""
"Mindestens einmal die Woche","1993","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","1993","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","1993","Bayern","","","",""
"Mindestens einmal die Woche","1993","Saarland","","","",""
"Mindestens einmal die Woche","1993","Berlin","","","",""
"Mindestens einmal die Woche","1993","Brandenburg","","","",""
"Mindestens einmal die Woche","1993","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","1993","Sachsen","","","",""
"Mindestens einmal die Woche","1993","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","1993","Thueringen","","","",""
"Fast nie oder nie","1994","Schleswig-Holstein","122","","",""
"Fast nie oder nie","1994","Hamburg","77","0.548353418740884","0.466787315707729","0.629919521774039"
"Fast nie oder nie","1994","Niedersachsen","488","0.527477822102793","0.495697585731078","0.559258058474507"
"Fast nie oder nie","1994","Bremen","47","0.583507982707773","0.478706996375945","0.688308969039601"
"Fast nie oder nie","1994","Nordrhein-Westfalen","1226","","",""
"Fast nie oder nie","1994","Hessen","492","0.529922486494041","0.497333068223903","0.562511904764179"
"Fast nie oder nie","1994","Rheinland-Pfalz,Saarland","347","0.554373201429334","0.515406392099936","0.593340010758732"
"Fast nie oder nie","1994","Baden-Wuerttemberg","865","0.503224852598689","0.479589008115847","0.526860697081532"
"Fast nie oder nie","1994","Bayern","697","0.461441072260436","0.436607605491066","0.486274539029807"
"Fast nie oder nie","1994","Saarland","","","",""
"Fast nie oder nie","1994","Berlin","294","","",""
"Fast nie oder nie","1994","Brandenburg","400","0.696809847271581","0.659908718861092","0.733710975682071"
"Fast nie oder nie","1994","Mecklenburg-Vorpommern","276","","",""
"Fast nie oder nie","1994","Sachsen","718","0.6863240405532","0.658991531292857","0.713656549813543"
"Fast nie oder nie","1994","Sachsen-Anhalt","481","0.740028975718482","0.707325350106994","0.772732601329969"
"Fast nie oder nie","1994","Thueringen","433","0.704983753164092","0.670058467895714","0.73990903843247"
"Mehrmals im Jahr","1994","Schleswig-Holstein","64","0.254803516815683","0.203854824881702","0.305752208749665"
"Mehrmals im Jahr","1994","Hamburg","21","","",""
"Mehrmals im Jahr","1994","Niedersachsen","129","","",""
"Mehrmals im Jahr","1994","Bremen","15","","",""
"Mehrmals im Jahr","1994","Nordrhein-Westfalen","437","0.175409744407718","0.160247771270836","0.190571717544601"
"Mehrmals im Jahr","1994","Hessen","141","","",""
"Mehrmals im Jahr","1994","Rheinland-Pfalz,Saarland","110","","",""
"Mehrmals im Jahr","1994","Baden-Wuerttemberg","321","0.178132669727836","0.160044992488177","0.196220346967496"
"Mehrmals im Jahr","1994","Bayern","334","0.205414072008012","0.185288504132837","0.225539639883188"
"Mehrmals im Jahr","1994","Saarland","","","",""
"Mehrmals im Jahr","1994","Berlin","97","0.180012753025363","0.147608173014952","0.212417333035774"
"Mehrmals im Jahr","1994","Brandenburg","108","","",""
"Mehrmals im Jahr","1994","Mecklenburg-Vorpommern","67","0.144296803280393","0.110116571263057","0.178477035297729"
"Mehrmals im Jahr","1994","Sachsen","203","","",""
"Mehrmals im Jahr","1994","Sachsen-Anhalt","111","","",""
"Mehrmals im Jahr","1994","Thueringen","116","","",""
"Mindestens einmal im Monat","1994","Schleswig-Holstein","15","","",""
"Mindestens einmal im Monat","1994","Hamburg","9","0.0530464106587308","0.0163120554560639","0.0897807658613978"
"Mindestens einmal im Monat","1994","Niedersachsen","66","0.0653624760726109","0.0496288154967211","0.0810961366485008"
"Mindestens einmal im Monat","1994","Bremen","3","","",""
"Mindestens einmal im Monat","1994","Nordrhein-Westfalen","160","","",""
"Mindestens einmal im Monat","1994","Hessen","46","0.0523542501725516","0.0378102230068457","0.0668982773382575"
"Mindestens einmal im Monat","1994","Rheinland-Pfalz,Saarland","32","0.053102416196088","0.0355225029471388","0.0706823294450371"
"Mindestens einmal im Monat","1994","Baden-Wuerttemberg","138","","",""
"Mindestens einmal im Monat","1994","Bayern","143","","",""
"Mindestens einmal im Monat","1994","Saarland","","","",""
"Mindestens einmal im Monat","1994","Berlin","31","0.0526304784945203","0.0337970418841369","0.0714639151049038"
"Mindestens einmal im Monat","1994","Brandenburg","21","","",""
"Mindestens einmal im Monat","1994","Mecklenburg-Vorpommern","15","","",""
"Mindestens einmal im Monat","1994","Sachsen","46","0.0392593966655907","0.0278187871205523","0.050700006210629"
"Mindestens einmal im Monat","1994","Sachsen-Anhalt","19","","",""
"Mindestens einmal im Monat","1994","Thueringen","30","0.0358812088601818","0.0216373963674474","0.0501250213529163"
"Mindestens einmal die Woche","1994","Schleswig-Holstein","80","0.299373725737888","0.245825512755103","0.352921938720672"
"Mindestens einmal die Woche","1994","Hamburg","36","0.243232279144413","0.172913394010814","0.313551164278011"
"Mindestens einmal die Woche","1994","Niedersachsen","265","","",""
"Mindestens einmal die Woche","1994","Bremen","20","","",""
"Mindestens einmal die Woche","1994","Nordrhein-Westfalen","594","0.25570511468404","0.238313016014364","0.273097213353717"
"Mindestens einmal die Woche","1994","Hessen","222","","",""
"Mindestens einmal die Woche","1994","Rheinland-Pfalz,Saarland","136","","",""
"Mindestens einmal die Woche","1994","Baden-Wuerttemberg","395","0.245549942166296","0.225203179521599","0.265896704810992"
"Mindestens einmal die Woche","1994","Bayern","374","0.247281708733653","0.225789807098777","0.268773610368529"
"Mindestens einmal die Woche","1994","Saarland","","","",""
"Mindestens einmal die Woche","1994","Berlin","118","","",""
"Mindestens einmal die Woche","1994","Brandenburg","67","0.10607660864121","0.0813545333218827","0.130798683960537"
"Mindestens einmal die Woche","1994","Mecklenburg-Vorpommern","48","0.106224080475246","0.0762524141351421","0.13619574681535"
"Mindestens einmal die Woche","1994","Sachsen","140","","",""
"Mindestens einmal die Woche","1994","Sachsen-Anhalt","80","0.106052541537357","0.0830949880550722","0.129010095019642"
"Mindestens einmal die Woche","1994","Thueringen","76","0.10805975768183","0.0842843859975593","0.1318351293661"
"Fast nie oder nie","1995","Schleswig-Holstein","110","","",""
"Fast nie oder nie","1995","Hamburg","59","0.428969515001004","0.343561997653398","0.514377032348609"
"Fast nie oder nie","1995","Niedersachsen","420","0.415385124052934","0.385392178885674","0.445378069220195"
"Fast nie oder nie","1995","Bremen","40","0.48838288467211","0.386790918179128","0.589974851165091"
"Fast nie oder nie","1995","Nordrhein-Westfalen","1098","","",""
"Fast nie oder nie","1995","Hessen","443","0.43071242810106","0.398972799637072","0.462452056565048"
"Fast nie oder nie","1995","Rheinland-Pfalz,Saarland","373","0.521415967971399","0.484645747061468","0.55818618888133"
"Fast nie oder nie","1995","Baden-Wuerttemberg","800","0.423743537953505","0.400793913682117","0.446693162224892"
"Fast nie oder nie","1995","Bayern","646","0.38898551410187","0.365631430437977","0.412339597765762"
"Fast nie oder nie","1995","Saarland","","","",""
"Fast nie oder nie","1995","Berlin","224","","",""
"Fast nie oder nie","1995","Brandenburg","277","","",""
"Fast nie oder nie","1995","Mecklenburg-Vorpommern","175","","",""
"Fast nie oder nie","1995","Sachsen","508","0.519339756021149","0.489651920898107","0.54902759114419"
"Fast nie oder nie","1995","Sachsen-Anhalt","344","0.57230522144931","0.535255612067607","0.609354830831013"
"Fast nie oder nie","1995","Thueringen","314","0.547571716695742","0.509189751322857","0.585953682068628"
"Mehrmals im Jahr","1995","Schleswig-Holstein","60","0.237948655550534","0.188248553403627","0.287648757697442"
"Mehrmals im Jahr","1995","Hamburg","18","","",""
"Mehrmals im Jahr","1995","Niedersachsen","198","","",""
"Mehrmals im Jahr","1995","Bremen","19","","",""
"Mehrmals im Jahr","1995","Nordrhein-Westfalen","515","0.19615935014003","0.180786185539428","0.211532514740632"
"Mehrmals im Jahr","1995","Hessen","181","","",""
"Mehrmals im Jahr","1995","Rheinland-Pfalz,Saarland","131","","",""
"Mehrmals im Jahr","1995","Baden-Wuerttemberg","350","0.198637382076765","0.180107990362021","0.21716677379151"
"Mehrmals im Jahr","1995","Bayern","366","0.214423136262959","0.194762366004368","0.234083906521551"
"Mehrmals im Jahr","1995","Saarland","","","",""
"Mehrmals im Jahr","1995","Berlin","147","","",""
"Mehrmals im Jahr","1995","Brandenburg","171","","",""
"Mehrmals im Jahr","1995","Mecklenburg-Vorpommern","128","","",""
"Mehrmals im Jahr","1995","Sachsen","284","","",""
"Mehrmals im Jahr","1995","Sachsen-Anhalt","185","","",""
"Mehrmals im Jahr","1995","Thueringen","175","","",""
"Mindestens einmal im Monat","1995","Schleswig-Holstein","18","","",""
"Mindestens einmal im Monat","1995","Hamburg","11","","",""
"Mindestens einmal im Monat","1995","Niedersachsen","87","0.0833814634653191","0.0665551960285618","0.100207730902076"
"Mindestens einmal im Monat","1995","Bremen","6","0.0669169003910616","0.0161319904671056","0.117701810315018"
"Mindestens einmal im Monat","1995","Nordrhein-Westfalen","187","","",""
"Mindestens einmal im Monat","1995","Hessen","54","0.0531317545410833","0.0387548913366027","0.0675086177455639"
"Mindestens einmal im Monat","1995","Rheinland-Pfalz,Saarland","48","0.0737440241680738","0.0545062907893019","0.0929817575468457"
"Mindestens einmal im Monat","1995","Baden-Wuerttemberg","135","","",""
"Mindestens einmal im Monat","1995","Bayern","155","","",""
"Mindestens einmal im Monat","1995","Saarland","","","",""
"Mindestens einmal im Monat","1995","Berlin","49","0.0871236306361246","0.0638490157227748","0.110398245549474"
"Mindestens einmal im Monat","1995","Brandenburg","35","0.0541476434952837","0.0357931196280606","0.0725021673625068"
"Mindestens einmal im Monat","1995","Mecklenburg-Vorpommern","24","","",""
"Mindestens einmal im Monat","1995","Sachsen","76","0.06525011703455","0.0505753234713059","0.0799249105977941"
"Mindestens einmal im Monat","1995","Sachsen-Anhalt","35","0.0349958076407097","0.0212340021361717","0.0487576131452477"
"Mindestens einmal im Monat","1995","Thueringen","35","0.0554283954536134","0.037783648749434","0.0730731421577928"
"Mindestens einmal die Woche","1995","Schleswig-Holstein","94","0.337751683239589","0.282552490115902","0.392950876363275"
"Mindestens einmal die Woche","1995","Hamburg","41","0.25443729052973","0.179277474926349","0.329597106133111"
"Mindestens einmal die Woche","1995","Niedersachsen","332","0.310032531502839","0.281882644666227","0.338182418339452"
"Mindestens einmal die Woche","1995","Bremen","28","","",""
"Mindestens einmal die Woche","1995","Nordrhein-Westfalen","763","0.323287839114111","0.305179840080452","0.34139583814777"
"Mindestens einmal die Woche","1995","Hessen","257","","",""
"Mindestens einmal die Woche","1995","Rheinland-Pfalz,Saarland","157","","",""
"Mindestens einmal die Woche","1995","Baden-Wuerttemberg","496","0.296265670298441","0.275059552707605","0.317471787889278"
"Mindestens einmal die Woche","1995","Bayern","507","0.317817666089425","0.295512286648997","0.340123045529852"
"Mindestens einmal die Woche","1995","Saarland","","","",""
"Mindestens einmal die Woche","1995","Berlin","144","","",""
"Mindestens einmal die Woche","1995","Brandenburg","101","","",""
"Mindestens einmal die Woche","1995","Mecklenburg-Vorpommern","86","0.183665460611262","0.146321455194225","0.221009466028298"
"Mindestens einmal die Woche","1995","Sachsen","220","","",""
"Mindestens einmal die Woche","1995","Sachsen-Anhalt","121","","",""
"Mindestens einmal die Woche","1995","Thueringen","122","","",""
"Fast nie oder nie","1996","Schleswig-Holstein","115","","",""
"Fast nie oder nie","1996","Hamburg","60","0.470736219417615","0.383234219463983","0.558238219371246"
"Fast nie oder nie","1996","Niedersachsen","476","0.451762529744805","0.421443354945466","0.482081704544144"
"Fast nie oder nie","1996","Bremen","48","0.573309996606725","0.473324926474483","0.673295066738968"
"Fast nie oder nie","1996","Nordrhein-Westfalen","1181","","",""
