"m11104","year","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mindestens einmal die Woche","2007","Niedersachsen","709","0.360930719941671","0.338872065729451","0.38298937415389"
"Mindestens einmal die Woche","2007","Bremen","52","0.304862603371912","0.229673613817185","0.380051592926638"
"Mindestens einmal die Woche","2007","Nordrhein-Westfalen","1515","","",""
"Mindestens einmal die Woche","2007","Hessen","592","0.385346395578987","0.359724730918921","0.410968060239052"
"Mindestens einmal die Woche","2007","Rheinland-Pfalz,Saarland","382","0.305215509016227","0.278749613701602","0.331681404330851"
"Mindestens einmal die Woche","2007","Baden-Wuerttemberg","908","0.349507159673242","0.330699409608535","0.368314909737948"
"Mindestens einmal die Woche","2007","Bayern","1118","","",""
"Mindestens einmal die Woche","2007","Saarland","","","",""
"Mindestens einmal die Woche","2007","Berlin","268","","",""
"Mindestens einmal die Woche","2007","Brandenburg","209","","",""
"Mindestens einmal die Woche","2007","Mecklenburg-Vorpommern","145","","",""
"Mindestens einmal die Woche","2007","Sachsen","454","0.284485402242426","0.261721709572294","0.307249094912558"
"Mindestens einmal die Woche","2007","Sachsen-Anhalt","210","","",""
"Mindestens einmal die Woche","2007","Thueringen","197","","",""
"Fast nie oder nie","2008","Schleswig-Holstein","181","","",""
"Fast nie oder nie","2008","Hamburg","80","0.312832743628928","0.258232379774721","0.367433107483135"
"Fast nie oder nie","2008","Niedersachsen","552","0.331390858785186","0.309222651973606","0.353559065596767"
"Fast nie oder nie","2008","Bremen","35","0.296099613762725","0.2196522823901","0.37254694513535"
"Fast nie oder nie","2008","Nordrhein-Westfalen","1322","","",""
"Fast nie oder nie","2008","Hessen","398","0.324077330168245","0.298693956971269","0.349460703365221"
"Fast nie oder nie","2008","Rheinland-Pfalz,Saarland","446","0.42348066187032","0.394201195228688","0.452760128511951"
"Fast nie oder nie","2008","Baden-Wuerttemberg","723","0.316355065084736","0.297528461258843","0.335181668910629"
"Fast nie oder nie","2008","Bayern","733","0.312349896786709","0.294958664825588","0.32974112874783"
"Fast nie oder nie","2008","Saarland","","","",""
"Fast nie oder nie","2008","Berlin","181","","",""
"Fast nie oder nie","2008","Brandenburg","294","","",""
"Fast nie oder nie","2008","Mecklenburg-Vorpommern","202","","",""
"Fast nie oder nie","2008","Sachsen","518","0.373121825228017","0.348028800997011","0.398214849459023"
"Fast nie oder nie","2008","Sachsen-Anhalt","315","0.412532591725648","0.378672268628506","0.44639291482279"
"Fast nie oder nie","2008","Thueringen","339","0.414110931871753","0.381380290939445","0.44684157280406"
"Mehrmals im Jahr","2008","Schleswig-Holstein","89","0.193064579878303","0.160017849018089","0.226111310738517"
"Mehrmals im Jahr","2008","Hamburg","36","0.138851609356723","0.098130212927125","0.179573005786322"
"Mehrmals im Jahr","2008","Niedersachsen","284","","",""
"Mehrmals im Jahr","2008","Bremen","26","","",""
"Mehrmals im Jahr","2008","Nordrhein-Westfalen","742","0.192291518756931","0.179940250068598","0.204642787445263"
"Mehrmals im Jahr","2008","Hessen","182","","",""
"Mehrmals im Jahr","2008","Rheinland-Pfalz,Saarland","175","","",""
"Mehrmals im Jahr","2008","Baden-Wuerttemberg","401","0.173644449930766","0.158309469895245","0.188979429966287"
"Mehrmals im Jahr","2008","Bayern","564","0.195000259148065","0.180132641883616","0.209867876412515"
"Mehrmals im Jahr","2008","Saarland","","","",""
"Mehrmals im Jahr","2008","Berlin","165","","",""
"Mehrmals im Jahr","2008","Brandenburg","199","","",""
"Mehrmals im Jahr","2008","Mecklenburg-Vorpommern","77","0.158965253348942","0.126457419676802","0.191473087021082"
"Mehrmals im Jahr","2008","Sachsen","290","","",""
"Mehrmals im Jahr","2008","Sachsen-Anhalt","207","","",""
"Mehrmals im Jahr","2008","Thueringen","208","","",""
"Mindestens einmal im Monat","2008","Schleswig-Holstein","46","0.0848547522319713","0.0615233462347933","0.108186158229149"
"Mindestens einmal im Monat","2008","Hamburg","12","","",""
"Mindestens einmal im Monat","2008","Niedersachsen","119","","",""
"Mindestens einmal im Monat","2008","Bremen","12","","",""
"Mindestens einmal im Monat","2008","Nordrhein-Westfalen","287","","",""
"Mindestens einmal im Monat","2008","Hessen","100","","",""
"Mindestens einmal im Monat","2008","Rheinland-Pfalz,Saarland","83","0.0753428199710462","0.0597023161470056","0.0909833237950869"
"Mindestens einmal im Monat","2008","Baden-Wuerttemberg","194","","",""
"Mindestens einmal im Monat","2008","Bayern","250","","",""
"Mindestens einmal im Monat","2008","Saarland","","","",""
"Mindestens einmal im Monat","2008","Berlin","79","0.103233415064611","0.0809779986423828","0.125488831486839"
"Mindestens einmal im Monat","2008","Brandenburg","59","0.0727378751176828","0.054962338094723","0.0905134121406425"
"Mindestens einmal im Monat","2008","Mecklenburg-Vorpommern","37","0.0829850468181897","0.0584595345790382","0.107510559057341"
"Mindestens einmal im Monat","2008","Sachsen","101","","",""
"Mindestens einmal im Monat","2008","Sachsen-Anhalt","42","0.0486262800086001","0.0338324312319635","0.0634201287852367"
"Mindestens einmal im Monat","2008","Thueringen","58","0.066351663484794","0.0498127857632421","0.082890541206346"
"Mindestens einmal die Woche","2008","Schleswig-Holstein","232","","",""
"Mindestens einmal die Woche","2008","Hamburg","149","","",""
"Mindestens einmal die Woche","2008","Niedersachsen","777","0.418163297761225","0.39493338067194","0.44139321485051"
"Mindestens einmal die Woche","2008","Bremen","64","0.354576743651182","0.274470708632686","0.434682778669677"
"Mindestens einmal die Woche","2008","Nordrhein-Westfalen","1560","","",""
"Mindestens einmal die Woche","2008","Hessen","626","0.436491142840077","0.409593477015115","0.463388808665039"
"Mindestens einmal die Woche","2008","Rheinland-Pfalz,Saarland","390","0.334707234402729","0.306744580966078","0.362669887839381"
"Mindestens einmal die Woche","2008","Baden-Wuerttemberg","1026","","",""
"Mindestens einmal die Woche","2008","Bayern","1181","","",""
"Mindestens einmal die Woche","2008","Saarland","","","",""
"Mindestens einmal die Woche","2008","Berlin","293","","",""
"Mindestens einmal die Woche","2008","Brandenburg","268","","",""
"Mindestens einmal die Woche","2008","Mecklenburg-Vorpommern","170","","",""
"Mindestens einmal die Woche","2008","Sachsen","518","0.360167712273521","0.335260703764553","0.38507472078249"
"Mindestens einmal die Woche","2008","Sachsen-Anhalt","248","","",""
"Mindestens einmal die Woche","2008","Thueringen","265","","",""
"Fast nie oder nie","2009","Schleswig-Holstein","204","","",""
"Fast nie oder nie","2009","Hamburg","83","0.333049591787968","0.276304751467868","0.389794432108067"
"Fast nie oder nie","2009","Niedersachsen","582","0.357457163331473","0.334155632491213","0.380758694171733"
"Fast nie oder nie","2009","Bremen","38","0.377466974622953","0.289252515750753","0.465681433495153"
"Fast nie oder nie","2009","Nordrhein-Westfalen","1423","","",""
"Fast nie oder nie","2009","Hessen","398","0.3418195947127","0.315083012338552","0.368556177086848"
"Fast nie oder nie","2009","Rheinland-Pfalz,Saarland","445","0.43827314579051","0.407853253857499","0.468693037723521"
"Fast nie oder nie","2009","Baden-Wuerttemberg","668","0.319403179656858","0.299433351493686","0.339373007820031"
"Fast nie oder nie","2009","Bayern","895","0.381357924426021","0.362655388430546","0.400060460421496"
"Fast nie oder nie","2009","Saarland","","","",""
"Fast nie oder nie","2009","Berlin","239","","",""
"Fast nie oder nie","2009","Brandenburg","350","0.460155326626154","0.425245005229259","0.49506564802305"
"Fast nie oder nie","2009","Mecklenburg-Vorpommern","220","","",""
"Fast nie oder nie","2009","Sachsen","558","0.449881296190907","0.423422177136052","0.476340415245762"
"Fast nie oder nie","2009","Sachsen-Anhalt","363","0.502603037268936","0.467149013575141","0.538057060962731"
"Fast nie oder nie","2009","Thueringen","399","0.491206333028155","0.457030822619296","0.525381843437015"
"Mehrmals im Jahr","2009","Schleswig-Holstein","82","0.197166829692133","0.162603244818844","0.231730414565422"
"Mehrmals im Jahr","2009","Hamburg","38","0.172038997500679","0.126598450934156","0.217479544067202"
"Mehrmals im Jahr","2009","Niedersachsen","270","","",""
"Mehrmals im Jahr","2009","Bremen","16","","",""
"Mehrmals im Jahr","2009","Nordrhein-Westfalen","618","0.172359601792852","0.16005089523432","0.184668308351383"
"Mehrmals im Jahr","2009","Hessen","200","","",""
"Mehrmals im Jahr","2009","Rheinland-Pfalz,Saarland","155","","",""
"Mehrmals im Jahr","2009","Baden-Wuerttemberg","388","0.190479811202725","0.17366089253575","0.207298729869701"
"Mehrmals im Jahr","2009","Bayern","461","0.164212224204405","0.149947442377149","0.178477006031662"
"Mehrmals im Jahr","2009","Saarland","","","",""
"Mehrmals im Jahr","2009","Berlin","145","","",""
"Mehrmals im Jahr","2009","Brandenburg","166","","",""
"Mehrmals im Jahr","2009","Mecklenburg-Vorpommern","83","0.180660381805179","0.145766194320368","0.215554569289989"
"Mehrmals im Jahr","2009","Sachsen","272","","",""
"Mehrmals im Jahr","2009","Sachsen-Anhalt","140","","",""
"Mehrmals im Jahr","2009","Thueringen","175","","",""
"Mindestens einmal im Monat","2009","Schleswig-Holstein","38","0.0640138622496414","0.042749080793764","0.0852786437055188"
"Mindestens einmal im Monat","2009","Hamburg","15","","",""
"Mindestens einmal im Monat","2009","Niedersachsen","118","","",""
"Mindestens einmal im Monat","2009","Bremen","10","","",""
"Mindestens einmal im Monat","2009","Nordrhein-Westfalen","229","","",""
"Mindestens einmal im Monat","2009","Hessen","95","0.0830493124742871","0.0674940998603085","0.0986045250882658"
"Mindestens einmal im Monat","2009","Rheinland-Pfalz,Saarland","63","0.0717605050342873","0.0559372653064842","0.0875837447620905"
"Mindestens einmal im Monat","2009","Baden-Wuerttemberg","197","","",""
"Mindestens einmal im Monat","2009","Bayern","205","","",""
"Mindestens einmal im Monat","2009","Saarland","","","",""
"Mindestens einmal im Monat","2009","Berlin","42","0.0571247603571601","0.0396426817847507","0.0746068389295695"
"Mindestens einmal im Monat","2009","Brandenburg","59","0.0603153142628969","0.0436400746936684","0.0769905538321254"
"Mindestens einmal im Monat","2009","Mecklenburg-Vorpommern","35","0.088141975697959","0.0624294550570619","0.113854496338856"
"Mindestens einmal im Monat","2009","Sachsen","97","0.0563196737311657","0.0440582550652214","0.0685810923971101"
"Mindestens einmal im Monat","2009","Sachsen-Anhalt","67","0.106981732295064","0.0850644654034663","0.128898999186662"
"Mindestens einmal im Monat","2009","Thueringen","60","0.0832969843118948","0.0644065844247024","0.102187384199087"
"Mindestens einmal die Woche","2009","Schleswig-Holstein","185","","",""
"Mindestens einmal die Woche","2009","Hamburg","129","","",""
"Mindestens einmal die Woche","2009","Niedersachsen","655","0.398108722115224","0.374308485230729","0.421908958999719"
"Mindestens einmal die Woche","2009","Bremen","52","0.37485087264135","0.286758121314328","0.462943623968371"
"Mindestens einmal die Woche","2009","Nordrhein-Westfalen","1347","","",""
"Mindestens einmal die Woche","2009","Hessen","516","0.383968704094595","0.356553957077018","0.411383451112172"
"Mindestens einmal die Woche","2009","Rheinland-Pfalz,Saarland","359","0.330016487890637","0.301187956432947","0.358845019348326"
"Mindestens einmal die Woche","2009","Baden-Wuerttemberg","841","0.39938614442601","0.378408635101838","0.420363653750182"
"Mindestens einmal die Woche","2009","Bayern","1030","","",""
"Mindestens einmal die Woche","2009","Saarland","","","",""
"Mindestens einmal die Woche","2009","Berlin","251","","",""
"Mindestens einmal die Woche","2009","Brandenburg","208","","",""
"Mindestens einmal die Woche","2009","Mecklenburg-Vorpommern","129","","",""
"Mindestens einmal die Woche","2009","Sachsen","431","0.310724810155784","0.286110793225039","0.335338827086529"
"Mindestens einmal die Woche","2009","Sachsen-Anhalt","194","","",""
"Mindestens einmal die Woche","2009","Thueringen","188","","",""
"Fast nie oder nie","2010","Schleswig-Holstein","","","",""
"Fast nie oder nie","2010","Hamburg","","","",""
"Fast nie oder nie","2010","Niedersachsen","","","",""
"Fast nie oder nie","2010","Bremen","","","",""
"Fast nie oder nie","2010","Nordrhein-Westfalen","","","",""
"Fast nie oder nie","2010","Hessen","","","",""
"Fast nie oder nie","2010","Rheinland-Pfalz,Saarland","","","",""
"Fast nie oder nie","2010","Baden-Wuerttemberg","","","",""
"Fast nie oder nie","2010","Bayern","","","",""
"Fast nie oder nie","2010","Saarland","","","",""
"Fast nie oder nie","2010","Berlin","","","",""
"Fast nie oder nie","2010","Brandenburg","","","",""
"Fast nie oder nie","2010","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","2010","Sachsen","","","",""
"Fast nie oder nie","2010","Sachsen-Anhalt","","","",""
"Fast nie oder nie","2010","Thueringen","","","",""
"Mehrmals im Jahr","2010","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","2010","Hamburg","","","",""
"Mehrmals im Jahr","2010","Niedersachsen","","","",""
"Mehrmals im Jahr","2010","Bremen","","","",""
"Mehrmals im Jahr","2010","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","2010","Hessen","","","",""
"Mehrmals im Jahr","2010","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","2010","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","2010","Bayern","","","",""
"Mehrmals im Jahr","2010","Saarland","","","",""
"Mehrmals im Jahr","2010","Berlin","","","",""
"Mehrmals im Jahr","2010","Brandenburg","","","",""
"Mehrmals im Jahr","2010","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","2010","Sachsen","","","",""
"Mehrmals im Jahr","2010","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","2010","Thueringen","","","",""
"Mindestens einmal im Monat","2010","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2010","Hamburg","","","",""
"Mindestens einmal im Monat","2010","Niedersachsen","","","",""
"Mindestens einmal im Monat","2010","Bremen","","","",""
"Mindestens einmal im Monat","2010","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2010","Hessen","","","",""
"Mindestens einmal im Monat","2010","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2010","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2010","Bayern","","","",""
"Mindestens einmal im Monat","2010","Saarland","","","",""
"Mindestens einmal im Monat","2010","Berlin","","","",""
"Mindestens einmal im Monat","2010","Brandenburg","","","",""
"Mindestens einmal im Monat","2010","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2010","Sachsen","","","",""
"Mindestens einmal im Monat","2010","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2010","Thueringen","","","",""
"Mindestens einmal die Woche","2010","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2010","Hamburg","","","",""
"Mindestens einmal die Woche","2010","Niedersachsen","","","",""
"Mindestens einmal die Woche","2010","Bremen","","","",""
"Mindestens einmal die Woche","2010","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2010","Hessen","","","",""
"Mindestens einmal die Woche","2010","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2010","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2010","Bayern","","","",""
"Mindestens einmal die Woche","2010","Saarland","","","",""
"Mindestens einmal die Woche","2010","Berlin","","","",""
"Mindestens einmal die Woche","2010","Brandenburg","","","",""
"Mindestens einmal die Woche","2010","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2010","Sachsen","","","",""
"Mindestens einmal die Woche","2010","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2010","Thueringen","","","",""
"Fast nie oder nie","2011","Schleswig-Holstein","386","0.370513433739777","0.340261582389133","0.400765285090421"
"Fast nie oder nie","2011","Hamburg","171","","",""
"Fast nie oder nie","2011","Niedersachsen","1046","","",""
"Fast nie oder nie","2011","Bremen","78","0.416521892267053","0.346052526036033","0.486991258498074"
"Fast nie oder nie","2011","Nordrhein-Westfalen","2390","","",""
"Fast nie oder nie","2011","Hessen","684","0.356104099089902","0.334883385571514","0.37732481260829"
"Fast nie oder nie","2011","Rheinland-Pfalz,Saarland","708","0.450782910806223","0.426409956859015","0.47515586475343"
"Fast nie oder nie","2011","Baden-Wuerttemberg","1280","","",""
"Fast nie oder nie","2011","Bayern","1578","","",""
"Fast nie oder nie","2011","Saarland","","","",""
"Fast nie oder nie","2011","Berlin","363","0.380046539652791","0.3501702233271","0.409922855978483"
"Fast nie oder nie","2011","Brandenburg","567","0.471469713285156","0.442479723110408","0.500459703459904"
"Fast nie oder nie","2011","Mecklenburg-Vorpommern","331","0.512158224501609","0.47390766951953","0.550408779483687"
"Fast nie oder nie","2011","Sachsen","802","0.415017995546875","0.392461502657448","0.437574488436302"
"Fast nie oder nie","2011","Sachsen-Anhalt","583","0.519849685724401","0.490258079918875","0.549441291529927"
"Fast nie oder nie","2011","Thueringen","555","0.535014655524053","0.50556638693248","0.564462924115626"
"Mehrmals im Jahr","2011","Schleswig-Holstein","171","","",""
"Mehrmals im Jahr","2011","Hamburg","52","0.110621386134205","0.0808357979559456","0.140406974312464"
"Mehrmals im Jahr","2011","Niedersachsen","403","0.145431186759398","0.131957932345042","0.158904441173755"
"Mehrmals im Jahr","2011","Bremen","32","0.1379950472013","0.0886940394553344","0.187296054947267"
"Mehrmals im Jahr","2011","Nordrhein-Westfalen","877","0.160791682637441","0.151260454011728","0.170322911263154"
"Mehrmals im Jahr","2011","Hessen","329","0.165233577509089","0.148774886019832","0.181692268998347"
"Mehrmals im Jahr","2011","Rheinland-Pfalz,Saarland","249","","",""
"Mehrmals im Jahr","2011","Baden-Wuerttemberg","536","0.150614707945084","0.138805624228778","0.162423791661391"
"Mehrmals im Jahr","2011","Bayern","761","0.177323665776704","0.166049721235251","0.188597610318157"
"Mehrmals im Jahr","2011","Saarland","","","",""
"Mehrmals im Jahr","2011","Berlin","171","","",""
"Mehrmals im Jahr","2011","Brandenburg","220","","",""
"Mehrmals im Jahr","2011","Mecklenburg-Vorpommern","96","0.139487890052195","0.112975864045208","0.165999916059182"
"Mehrmals im Jahr","2011","Sachsen","340","0.199584255879476","0.181286922147277","0.217881589611675"
"Mehrmals im Jahr","2011","Sachsen-Anhalt","168","","",""
"Mehrmals im Jahr","2011","Thueringen","178","","",""
"Mindestens einmal im Monat","2011","Schleswig-Holstein","43","0.0409298471984586","0.0285189838282201","0.0533407105686971"
"Mindestens einmal im Monat","2011","Hamburg","27","","",""
"Mindestens einmal im Monat","2011","Niedersachsen","167","","",""
"Mindestens einmal im Monat","2011","Bremen","21","","",""
"Mindestens einmal im Monat","2011","Nordrhein-Westfalen","296","","",""
"Mindestens einmal im Monat","2011","Hessen","132","","",""
"Mindestens einmal im Monat","2011","Rheinland-Pfalz,Saarland","80","0.0540071283275087","0.0429352348250143","0.0650790218300031"
"Mindestens einmal im Monat","2011","Baden-Wuerttemberg","274","","",""
"Mindestens einmal im Monat","2011","Bayern","324","0.0755169576062975","0.0677177629684678","0.0833161522441271"
"Mindestens einmal im Monat","2011","Saarland","","","",""
"Mindestens einmal im Monat","2011","Berlin","75","0.0688777114964112","0.0532903779309848","0.0844650450618375"
"Mindestens einmal im Monat","2011","Brandenburg","59","0.0522980124373177","0.039369018949351","0.0652270059252844"
"Mindestens einmal im Monat","2011","Mecklenburg-Vorpommern","42","0.0734551514327447","0.0534914749476871","0.0934188279178023"
"Mindestens einmal im Monat","2011","Sachsen","121","","",""
"Mindestens einmal im Monat","2011","Sachsen-Anhalt","66","0.070808244089517","0.0556155211542897","0.0860009670247442"
"Mindestens einmal im Monat","2011","Thueringen","79","0.0688283462440548","0.0538812842903652","0.0837754081977444"
"Mindestens einmal die Woche","2011","Schleswig-Holstein","379","0.418685893007501","0.38778248751851","0.449589298496492"
"Mindestens einmal die Woche","2011","Hamburg","176","","",""
"Mindestens einmal die Woche","2011","Niedersachsen","1014","","",""
"Mindestens einmal die Woche","2011","Bremen","57","0.294768341005614","0.229594174605492","0.359942507405735"
"Mindestens einmal die Woche","2011","Nordrhein-Westfalen","2143","","",""
"Mindestens einmal die Woche","2011","Hessen","811","0.418757027358809","0.396893331492245","0.440620723225374"
"Mindestens einmal die Woche","2011","Rheinland-Pfalz,Saarland","564","0.338102898068089","0.314930439649249","0.36127535648693"
"Mindestens einmal die Woche","2011","Baden-Wuerttemberg","1434","","",""
"Mindestens einmal die Woche","2011","Bayern","1746","","",""
"Mindestens einmal die Woche","2011","Saarland","","","",""
"Mindestens einmal die Woche","2011","Berlin","405","0.389309321362951","0.359297858826517","0.419320783899385"
"Mindestens einmal die Woche","2011","Brandenburg","293","","",""
"Mindestens einmal die Woche","2011","Mecklenburg-Vorpommern","187","","",""
"Mindestens einmal die Woche","2011","Sachsen","570","0.32697313740846","0.305497844545786","0.348448430271133"
"Mindestens einmal die Woche","2011","Sachsen-Anhalt","278","","",""
"Mindestens einmal die Woche","2011","Thueringen","290","","",""
"Fast nie oder nie","2012","Schleswig-Holstein","","","",""
"Fast nie oder nie","2012","Hamburg","","","",""
"Fast nie oder nie","2012","Niedersachsen","","","",""
"Fast nie oder nie","2012","Bremen","","","",""
"Fast nie oder nie","2012","Nordrhein-Westfalen","","","",""
"Fast nie oder nie","2012","Hessen","","","",""
"Fast nie oder nie","2012","Rheinland-Pfalz,Saarland","","","",""
"Fast nie oder nie","2012","Baden-Wuerttemberg","","","",""
"Fast nie oder nie","2012","Bayern","","","",""
"Fast nie oder nie","2012","Saarland","","","",""
"Fast nie oder nie","2012","Berlin","","","",""
"Fast nie oder nie","2012","Brandenburg","","","",""
"Fast nie oder nie","2012","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","2012","Sachsen","","","",""
"Fast nie oder nie","2012","Sachsen-Anhalt","","","",""
"Fast nie oder nie","2012","Thueringen","","","",""
"Mehrmals im Jahr","2012","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","2012","Hamburg","","","",""
"Mehrmals im Jahr","2012","Niedersachsen","","","",""
"Mehrmals im Jahr","2012","Bremen","","","",""
"Mehrmals im Jahr","2012","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","2012","Hessen","","","",""
"Mehrmals im Jahr","2012","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","2012","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","2012","Bayern","","","",""
"Mehrmals im Jahr","2012","Saarland","","","",""
"Mehrmals im Jahr","2012","Berlin","","","",""
"Mehrmals im Jahr","2012","Brandenburg","","","",""
"Mehrmals im Jahr","2012","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","2012","Sachsen","","","",""
"Mehrmals im Jahr","2012","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","2012","Thueringen","","","",""
"Mindestens einmal im Monat","2012","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2012","Hamburg","","","",""
"Mindestens einmal im Monat","2012","Niedersachsen","","","",""
"Mindestens einmal im Monat","2012","Bremen","","","",""
"Mindestens einmal im Monat","2012","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2012","Hessen","","","",""
"Mindestens einmal im Monat","2012","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2012","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2012","Bayern","","","",""
"Mindestens einmal im Monat","2012","Saarland","","","",""
"Mindestens einmal im Monat","2012","Berlin","","","",""
"Mindestens einmal im Monat","2012","Brandenburg","","","",""
"Mindestens einmal im Monat","2012","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2012","Sachsen","","","",""
"Mindestens einmal im Monat","2012","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2012","Thueringen","","","",""
"Mindestens einmal die Woche","2012","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2012","Hamburg","","","",""
"Mindestens einmal die Woche","2012","Niedersachsen","","","",""
"Mindestens einmal die Woche","2012","Bremen","","","",""
"Mindestens einmal die Woche","2012","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2012","Hessen","","","",""
"Mindestens einmal die Woche","2012","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2012","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2012","Bayern","","","",""
"Mindestens einmal die Woche","2012","Saarland","","","",""
"Mindestens einmal die Woche","2012","Berlin","","","",""
"Mindestens einmal die Woche","2012","Brandenburg","","","",""
"Mindestens einmal die Woche","2012","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2012","Sachsen","","","",""
"Mindestens einmal die Woche","2012","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2012","Thueringen","","","",""
"Fast nie oder nie","2013","Schleswig-Holstein","323","0.338327709884081","0.307450711115622","0.369204708652539"
"Fast nie oder nie","2013","Hamburg","133","","",""
"Fast nie oder nie","2013","Niedersachsen","755","0.298695278222925","0.280546227363697","0.316844329082153"
"Fast nie oder nie","2013","Bremen","50","0.220832997802801","0.160568761552876","0.281097234052725"
"Fast nie oder nie","2013","Nordrhein-Westfalen","1738","","",""
"Fast nie oder nie","2013","Hessen","510","0.300379326735779","0.278901249316938","0.321857404154619"
"Fast nie oder nie","2013","Rheinland-Pfalz,Saarland","523","0.356367587374464","0.331369511240328","0.381365663508599"
"Fast nie oder nie","2013","Baden-Wuerttemberg","867","0.287980925506261","0.271760962151597","0.304200888860924"
"Fast nie oder nie","2013","Bayern","1140","","",""
"Fast nie oder nie","2013","Saarland","","","",""
"Fast nie oder nie","2013","Berlin","303","0.305208009408541","0.27639166061594","0.334024358201142"
"Fast nie oder nie","2013","Brandenburg","393","0.381598515724167","0.351698754950928","0.411498276497406"
"Fast nie oder nie","2013","Mecklenburg-Vorpommern","256","","",""
"Fast nie oder nie","2013","Sachsen","605","0.316443863157417","0.294335374120954","0.33855235219388"
"Fast nie oder nie","2013","Sachsen-Anhalt","410","0.415975086863878","0.384747281097869","0.447202892629887"
"Fast nie oder nie","2013","Thueringen","422","0.455291822995166","0.424223601884505","0.486360044105827"
"Mehrmals im Jahr","2013","Schleswig-Holstein","110","","",""
"Mehrmals im Jahr","2013","Hamburg","46","0.120388990152352","0.088498821983432","0.152279158321272"
"Mehrmals im Jahr","2013","Niedersachsen","359","0.138313177647486","0.124623511319883","0.15200284397509"
"Mehrmals im Jahr","2013","Bremen","30","0.196556211632286","0.13882196112186","0.254290462142711"
"Mehrmals im Jahr","2013","Nordrhein-Westfalen","687","0.14239558229317","0.132788759078609","0.152002405507732"
"Mehrmals im Jahr","2013","Hessen","224","","",""
"Mehrmals im Jahr","2013","Rheinland-Pfalz,Saarland","203","","",""
"Mehrmals im Jahr","2013","Baden-Wuerttemberg","397","0.129635187230636","0.117603284698236","0.141667089763037"
"Mehrmals im Jahr","2013","Bayern","588","0.142905344096194","0.132052880747306","0.153757807445083"
"Mehrmals im Jahr","2013","Saarland","","","",""
"Mehrmals im Jahr","2013","Berlin","139","","",""
"Mehrmals im Jahr","2013","Brandenburg","184","","",""
"Mehrmals im Jahr","2013","Mecklenburg-Vorpommern","61","0.147087259857438","0.118409903537871","0.175764616177004"
"Mehrmals im Jahr","2013","Sachsen","281","","",""
"Mehrmals im Jahr","2013","Sachsen-Anhalt","170","","",""
"Mehrmals im Jahr","2013","Thueringen","175","","",""
"Mindestens einmal im Monat","2013","Schleswig-Holstein","34","0.0434368896716015","0.030134459241353","0.05673932010185"
"Mindestens einmal im Monat","2013","Hamburg","21","","",""
"Mindestens einmal im Monat","2013","Niedersachsen","104","","",""
"Mindestens einmal im Monat","2013","Bremen","6","0.0404111558808558","0.0118019614937081","0.0690203502680035"
"Mindestens einmal im Monat","2013","Nordrhein-Westfalen","218","","",""
"Mindestens einmal im Monat","2013","Hessen","92","0.0550065388550923","0.0443245867134867","0.0656884909966979"
"Mindestens einmal im Monat","2013","Rheinland-Pfalz,Saarland","65","0.0575439654869218","0.0453885732383265","0.069699357735517"
"Mindestens einmal im Monat","2013","Baden-Wuerttemberg","137","","",""
