"m11104","year","sampreg","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mindestens einmal die Woche","2001","Ostdeutschland","weiblich","562","0.193762083278581","0.179096072615645","0.208428093941518"
"Fast nie oder nie","2002","Westdeutschland","maennlich","","","",""
"Fast nie oder nie","2002","Westdeutschland","weiblich","","","",""
"Fast nie oder nie","2002","Ostdeutschland","maennlich","","","",""
"Fast nie oder nie","2002","Ostdeutschland","weiblich","","","",""
"Mehrmals im Jahr","2002","Westdeutschland","maennlich","","","",""
"Mehrmals im Jahr","2002","Westdeutschland","weiblich","","","",""
"Mehrmals im Jahr","2002","Ostdeutschland","maennlich","","","",""
"Mehrmals im Jahr","2002","Ostdeutschland","weiblich","","","",""
"Mindestens einmal im Monat","2002","Westdeutschland","maennlich","","","",""
"Mindestens einmal im Monat","2002","Westdeutschland","weiblich","","","",""
"Mindestens einmal im Monat","2002","Ostdeutschland","maennlich","","","",""
"Mindestens einmal im Monat","2002","Ostdeutschland","weiblich","","","",""
"Mindestens einmal die Woche","2002","Westdeutschland","maennlich","","","",""
"Mindestens einmal die Woche","2002","Westdeutschland","weiblich","","","",""
"Mindestens einmal die Woche","2002","Ostdeutschland","maennlich","","","",""
"Mindestens einmal die Woche","2002","Ostdeutschland","weiblich","","","",""
"Fast nie oder nie","2003","Westdeutschland","maennlich","2717","0.363785624089709","0.353272384408888","0.37429886377053"
"Fast nie oder nie","2003","Westdeutschland","weiblich","3345","0.426544932989843","0.416129649575662","0.436960216404024"
"Fast nie oder nie","2003","Ostdeutschland","maennlich","1000","0.406654249040221","0.38766323718268","0.425645260897762"
"Fast nie oder nie","2003","Ostdeutschland","weiblich","1147","0.461720323360071","0.443097802375966","0.480342844344176"
"Mehrmals im Jahr","2003","Westdeutschland","maennlich","1596","0.200732212861336","0.19197901488709","0.209485410835581"
"Mehrmals im Jahr","2003","Westdeutschland","weiblich","1455","0.166392877906752","0.158549790117159","0.174235965696345"
"Mehrmals im Jahr","2003","Ostdeutschland","maennlich","602","0.226933063799748","0.210739629367556","0.243126498231939"
"Mehrmals im Jahr","2003","Ostdeutschland","weiblich","614","0.20296474707833","0.187940453659102","0.217989040497558"
"Mindestens einmal im Monat","2003","Westdeutschland","maennlich","736","0.0921873874166446","0.0858655121927744","0.0985092626405149"
"Mindestens einmal im Monat","2003","Westdeutschland","weiblich","591","0.0614733246868255","0.0564150121125753","0.0665316372610757"
"Mindestens einmal im Monat","2003","Ostdeutschland","maennlich","194","0.0705064076104527","0.0606090554527611","0.0804037597681444"
"Mindestens einmal im Monat","2003","Ostdeutschland","weiblich","204","0.0697827616876818","0.0602655165987011","0.0793000067766625"
"Mindestens einmal die Woche","2003","Westdeutschland","maennlich","2995","0.343294775632311","0.332918753418963","0.353670797845658"
"Mindestens einmal die Woche","2003","Westdeutschland","weiblich","3271","0.34558886441658","0.335574019884809","0.355603708948351"
"Mindestens einmal die Woche","2003","Ostdeutschland","maennlich","774","0.295906279549578","0.27825915886796","0.313553400231197"
"Mindestens einmal die Woche","2003","Ostdeutschland","weiblich","788","0.265532167873917","0.249035738741586","0.282028597006247"
"Fast nie oder nie","2004","Westdeutschland","maennlich","","","",""
"Fast nie oder nie","2004","Westdeutschland","weiblich","","","",""
"Fast nie oder nie","2004","Ostdeutschland","maennlich","","","",""
"Fast nie oder nie","2004","Ostdeutschland","weiblich","","","",""
"Mehrmals im Jahr","2004","Westdeutschland","maennlich","","","",""
"Mehrmals im Jahr","2004","Westdeutschland","weiblich","","","",""
"Mehrmals im Jahr","2004","Ostdeutschland","maennlich","","","",""
"Mehrmals im Jahr","2004","Ostdeutschland","weiblich","","","",""
"Mindestens einmal im Monat","2004","Westdeutschland","maennlich","","","",""
"Mindestens einmal im Monat","2004","Westdeutschland","weiblich","","","",""
"Mindestens einmal im Monat","2004","Ostdeutschland","maennlich","","","",""
"Mindestens einmal im Monat","2004","Ostdeutschland","weiblich","","","",""
"Mindestens einmal die Woche","2004","Westdeutschland","maennlich","","","",""
"Mindestens einmal die Woche","2004","Westdeutschland","weiblich","","","",""
"Mindestens einmal die Woche","2004","Ostdeutschland","maennlich","","","",""
"Mindestens einmal die Woche","2004","Ostdeutschland","weiblich","","","",""
"Fast nie oder nie","2005","Westdeutschland","maennlich","2774","0.395339393634087","0.384216225560864","0.406462561707309"
"Fast nie oder nie","2005","Westdeutschland","weiblich","3259","0.439706014568613","0.428916082446951","0.450495946690276"
"Fast nie oder nie","2005","Ostdeutschland","maennlich","1058","0.463127512428563","0.443231992403491","0.483023032453634"
"Fast nie oder nie","2005","Ostdeutschland","weiblich","1233","0.512435682175853","0.493204098505207","0.531667265846499"
"Mehrmals im Jahr","2005","Westdeutschland","maennlich","1397","0.191006847585641","0.182063821298859","0.199949873872423"
"Mehrmals im Jahr","2005","Westdeutschland","weiblich","1370","0.163674917683627","0.155632101265281","0.171717734101973"
"Mehrmals im Jahr","2005","Ostdeutschland","maennlich","554","0.21910739838658","0.202603231545488","0.235611565227672"
"Mehrmals im Jahr","2005","Ostdeutschland","weiblich","545","0.207724644025148","0.192116132289916","0.22333315576038"
"Mindestens einmal im Monat","2005","Westdeutschland","maennlich","632","0.0871278463801068","0.0807117469523648","0.0935439458078489"
"Mindestens einmal im Monat","2005","Westdeutschland","weiblich","619","0.0766266403649751","0.070844240884855","0.0824090398450952"
"Mindestens einmal im Monat","2005","Ostdeutschland","maennlich","203","0.0851118826058943","0.0739779516967105","0.0962458135150781"
"Mindestens einmal im Monat","2005","Ostdeutschland","weiblich","164","0.0541994530426963","0.0454882799714967","0.062910626113896"
"Mindestens einmal die Woche","2005","Westdeutschland","maennlich","2619","0.326525912400166","0.315857325793273","0.337194499007058"
"Mindestens einmal die Woche","2005","Westdeutschland","weiblich","2881","0.319992427382785","0.309852000119813","0.330132854645757"
"Mindestens einmal die Woche","2005","Ostdeutschland","maennlich","598","0.232653206578963","0.215794673100917","0.249511740057009"
"Mindestens einmal die Woche","2005","Ostdeutschland","weiblich","653","0.225640220756302","0.209557517027106","0.241722924485499"
"Fast nie oder nie","2006","Westdeutschland","maennlich","","","",""
"Fast nie oder nie","2006","Westdeutschland","weiblich","","","",""
"Fast nie oder nie","2006","Ostdeutschland","maennlich","","","",""
"Fast nie oder nie","2006","Ostdeutschland","weiblich","","","",""
"Mehrmals im Jahr","2006","Westdeutschland","maennlich","","","",""
"Mehrmals im Jahr","2006","Westdeutschland","weiblich","","","",""
"Mehrmals im Jahr","2006","Ostdeutschland","maennlich","","","",""
"Mehrmals im Jahr","2006","Ostdeutschland","weiblich","","","",""
"Mindestens einmal im Monat","2006","Westdeutschland","maennlich","","","",""
"Mindestens einmal im Monat","2006","Westdeutschland","weiblich","","","",""
"Mindestens einmal im Monat","2006","Ostdeutschland","maennlich","","","",""
"Mindestens einmal im Monat","2006","Ostdeutschland","weiblich","","","",""
"Mindestens einmal die Woche","2006","Westdeutschland","maennlich","","","",""
"Mindestens einmal die Woche","2006","Westdeutschland","weiblich","","","",""
"Mindestens einmal die Woche","2006","Ostdeutschland","maennlich","","","",""
"Mindestens einmal die Woche","2006","Ostdeutschland","weiblich","","","",""
"Fast nie oder nie","2007","Westdeutschland","maennlich","2726","0.381186393164805","0.3700610988276","0.39231168750201"
"Fast nie oder nie","2007","Westdeutschland","weiblich","3143","0.424231018721386","0.413458765231804","0.435003272210968"
"Fast nie oder nie","2007","Ostdeutschland","maennlich","1081","0.473084265231896","0.453109471383428","0.493059059080364"
"Fast nie oder nie","2007","Ostdeutschland","weiblich","1197","0.486207721144545","0.466932889192262","0.505482553096828"
"Mehrmals im Jahr","2007","Westdeutschland","maennlich","1335","0.187763427317835","0.178817823507277","0.196709031128393"
"Mehrmals im Jahr","2007","Westdeutschland","weiblich","1257","0.158201288926298","0.150247201512014","0.166155376340582"
"Mehrmals im Jahr","2007","Ostdeutschland","maennlich","521","0.2084191011587","0.192168894722856","0.224669307594543"
"Mehrmals im Jahr","2007","Ostdeutschland","weiblich","516","0.194468415886487","0.17920500087363","0.209731830899344"
"Mindestens einmal im Monat","2007","Westdeutschland","maennlich","601","0.0819781411426971","0.0756941085058097","0.0882621737795846"
"Mindestens einmal im Monat","2007","Westdeutschland","weiblich","554","0.062235766456642","0.056970163897007","0.0675013690162769"
"Mindestens einmal im Monat","2007","Ostdeutschland","maennlich","181","0.0727831829061382","0.0623899982833762","0.0831763675289001"
"Mindestens einmal im Monat","2007","Ostdeutschland","weiblich","162","0.0622491262935096","0.0529316937598532","0.0715665588271659"
"Mindestens einmal die Woche","2007","Westdeutschland","maennlich","2659","0.349072038374663","0.338152937391952","0.359991139357374"
"Mindestens einmal die Woche","2007","Westdeutschland","weiblich","3132","0.355331925895673","0.344899953744855","0.365763898046492"
"Mindestens einmal die Woche","2007","Ostdeutschland","maennlich","617","0.245713450703266","0.228489803651016","0.262937097755517"
"Mindestens einmal die Woche","2007","Ostdeutschland","weiblich","708","0.257074736675459","0.24022131251097","0.273928160839948"
"Fast nie oder nie","2008","Westdeutschland","maennlich","2064","0.307694584408587","0.296775952019751","0.318613216797424"
"Fast nie oder nie","2008","Westdeutschland","weiblich","2500","0.360364785916934","0.349570169253738","0.371159402580129"
"Fast nie oder nie","2008","Ostdeutschland","maennlich","862","0.390609270813061","0.370639859676304","0.410578681949817"
"Fast nie oder nie","2008","Ostdeutschland","weiblich","893","0.381310629617814","0.36209358514856","0.400527674087069"
"Mehrmals im Jahr","2008","Westdeutschland","maennlich","1326","0.199271461223467","0.189821616768593","0.208721305678342"
"Mehrmals im Jahr","2008","Westdeutschland","weiblich","1263","0.168652667770549","0.160233721649521","0.177071613891577"
"Mehrmals im Jahr","2008","Ostdeutschland","maennlich","542","0.225899566344238","0.208783560833573","0.243015571854903"
"Mehrmals im Jahr","2008","Ostdeutschland","weiblich","514","0.208452102832845","0.192380745703838","0.224523459961853"
"Mindestens einmal im Monat","2008","Westdeutschland","maennlich","598","0.0884549524283657","0.0817374226829776","0.0951724821737538"
"Mindestens einmal im Monat","2008","Westdeutschland","weiblich","549","0.0691527157915108","0.0634482667215371","0.0748571648614845"
"Mindestens einmal im Monat","2008","Ostdeutschland","maennlich","160","0.0717191605635808","0.0611582015860685","0.0822801195410931"
"Mindestens einmal im Monat","2008","Ostdeutschland","weiblich","172","0.0707994757800094","0.0606514735046913","0.0809474780553275"
"Mindestens einmal die Woche","2008","Westdeutschland","maennlich","2876","0.40457900193958","0.392967906465444","0.416190097413716"
"Mindestens einmal die Woche","2008","Westdeutschland","weiblich","3287","0.401829830521007","0.390806741076167","0.412852919965846"
"Mindestens einmal die Woche","2008","Ostdeutschland","maennlich","729","0.31177200227912","0.292812331677966","0.330731672880274"
"Mindestens einmal die Woche","2008","Ostdeutschland","weiblich","875","0.339437791769331","0.320703047459599","0.358172536079063"
"Fast nie oder nie","2009","Westdeutschland","maennlich","2253","0.348958125580925","0.337266934481076","0.360649316680773"
"Fast nie oder nie","2009","Westdeutschland","weiblich","2597","0.392252215137168","0.380832321127279","0.403672109147056"
"Fast nie oder nie","2009","Ostdeutschland","maennlich","944","0.441558662268567","0.42068487250641","0.462432452030725"
"Fast nie oder nie","2009","Ostdeutschland","weiblich","1071","0.489874227214492","0.469611086229097","0.510137368199886"
"Mehrmals im Jahr","2009","Westdeutschland","maennlich","1193","0.198129186596467","0.188352446465643","0.207905926727291"
"Mehrmals im Jahr","2009","Westdeutschland","weiblich","1117","0.15608426985345","0.147595460344396","0.164573079362503"
"Mehrmals im Jahr","2009","Ostdeutschland","maennlich","482","0.213430425250471","0.196207177146136","0.230653673354805"
"Mehrmals im Jahr","2009","Ostdeutschland","weiblich","417","0.161604638639651","0.146684351463846","0.176524925815457"
"Mindestens einmal im Monat","2009","Westdeutschland","maennlich","523","0.0878271879430652","0.0808846111717294","0.094769764714401"
"Mindestens einmal im Monat","2009","Westdeutschland","weiblich","466","0.0673776485242909","0.0615145321643871","0.0732407648841946"
"Mindestens einmal im Monat","2009","Ostdeutschland","maennlich","175","0.0768866443702903","0.0656878494441441","0.0880854392964365"
"Mindestens einmal im Monat","2009","Ostdeutschland","weiblich","166","0.0719183069986699","0.0614460891452041","0.0823905248521357"
"Mindestens einmal die Woche","2009","Westdeutschland","maennlich","2416","0.365085499879543","0.353276243392853","0.376894756366233"
"Mindestens einmal die Woche","2009","Westdeutschland","weiblich","2842","0.384285866485092","0.372908691287707","0.395663041682477"
"Mindestens einmal die Woche","2009","Ostdeutschland","maennlich","573","0.268124268110672","0.24950317993826","0.286745356283084"
"Mindestens einmal die Woche","2009","Ostdeutschland","weiblich","684","0.276602827147187","0.258470959155768","0.294734695138607"
"Fast nie oder nie","2010","Westdeutschland","maennlich","","","",""
"Fast nie oder nie","2010","Westdeutschland","weiblich","","","",""
"Fast nie oder nie","2010","Ostdeutschland","maennlich","","","",""
"Fast nie oder nie","2010","Ostdeutschland","weiblich","","","",""
"Mehrmals im Jahr","2010","Westdeutschland","maennlich","","","",""
"Mehrmals im Jahr","2010","Westdeutschland","weiblich","","","",""
"Mehrmals im Jahr","2010","Ostdeutschland","maennlich","","","",""
"Mehrmals im Jahr","2010","Ostdeutschland","weiblich","","","",""
"Mindestens einmal im Monat","2010","Westdeutschland","maennlich","","","",""
"Mindestens einmal im Monat","2010","Westdeutschland","weiblich","","","",""
"Mindestens einmal im Monat","2010","Ostdeutschland","maennlich","","","",""
"Mindestens einmal im Monat","2010","Ostdeutschland","weiblich","","","",""
"Mindestens einmal die Woche","2010","Westdeutschland","maennlich","","","",""
"Mindestens einmal die Woche","2010","Westdeutschland","weiblich","","","",""
"Mindestens einmal die Woche","2010","Ostdeutschland","maennlich","","","",""
"Mindestens einmal die Woche","2010","Ostdeutschland","weiblich","","","",""
"Fast nie oder nie","2011","Westdeutschland","maennlich","3736","0.379905811405137","0.37036083910483","0.389450783705444"
"Fast nie oder nie","2011","Westdeutschland","weiblich","4778","0.408037753216939","0.399257922559352","0.416817583874526"
"Fast nie oder nie","2011","Ostdeutschland","maennlich","1358","0.464377155655474","0.446118240639215","0.482636070671734"
"Fast nie oder nie","2011","Ostdeutschland","weiblich","1650","0.46792353723103","0.451205605095278","0.484641469366782"
"Mehrmals im Jahr","2011","Westdeutschland","maennlich","1686","0.175409475065171","0.16793030225719","0.182888647873151"
"Mehrmals im Jahr","2011","Westdeutschland","weiblich","1811","0.144249377887879","0.137972848784378","0.15052590699138"
"Mehrmals im Jahr","2011","Ostdeutschland","maennlich","508","0.173874339223683","0.159998770256497","0.187749908190869"
"Mehrmals im Jahr","2011","Ostdeutschland","weiblich","578","0.172524179132769","0.159864848888196","0.185183509377341"
"Mindestens einmal im Monat","2011","Westdeutschland","maennlich","700","0.0720016460467138","0.0669182647258928","0.0770850273675349"
"Mindestens einmal im Monat","2011","Westdeutschland","weiblich","702","0.0583970632681093","0.054207986042662","0.0625861404935565"
"Mindestens einmal im Monat","2011","Ostdeutschland","maennlich","191","0.0673528134382103","0.05817695803755","0.0765286688388705"
"Mindestens einmal im Monat","2011","Ostdeutschland","weiblich","213","0.061077441882108","0.0530539504229529","0.069100933341263"
"Mindestens einmal die Woche","2011","Westdeutschland","maennlich","3811","0.372683067482978","0.363174366093196","0.38219176887276"
"Mindestens einmal die Woche","2011","Westdeutschland","weiblich","4746","0.389315805627073","0.3806052006608","0.398026410593346"
"Mindestens einmal die Woche","2011","Ostdeutschland","maennlich","809","0.294395691682632","0.277709534321119","0.311081849044146"
"Mindestens einmal die Woche","2011","Ostdeutschland","weiblich","981","0.298474841754094","0.283143379471333","0.313806304036854"
"Fast nie oder nie","2012","Westdeutschland","maennlich","","","",""
"Fast nie oder nie","2012","Westdeutschland","weiblich","","","",""
"Fast nie oder nie","2012","Ostdeutschland","maennlich","","","",""
"Fast nie oder nie","2012","Ostdeutschland","weiblich","","","",""
"Mehrmals im Jahr","2012","Westdeutschland","maennlich","","","",""
"Mehrmals im Jahr","2012","Westdeutschland","weiblich","","","",""
"Mehrmals im Jahr","2012","Ostdeutschland","maennlich","","","",""
"Mehrmals im Jahr","2012","Ostdeutschland","weiblich","","","",""
"Mindestens einmal im Monat","2012","Westdeutschland","maennlich","","","",""
"Mindestens einmal im Monat","2012","Westdeutschland","weiblich","","","",""
"Mindestens einmal im Monat","2012","Ostdeutschland","maennlich","","","",""
"Mindestens einmal im Monat","2012","Ostdeutschland","weiblich","","","",""
"Mindestens einmal die Woche","2012","Westdeutschland","maennlich","","","",""
"Mindestens einmal die Woche","2012","Westdeutschland","weiblich","","","",""
"Mindestens einmal die Woche","2012","Ostdeutschland","maennlich","","","",""
"Mindestens einmal die Woche","2012","Ostdeutschland","weiblich","","","",""
"Fast nie oder nie","2013","Westdeutschland","maennlich","2751","0.30463702309342","0.2950728411948","0.31420120499204"
"Fast nie oder nie","2013","Westdeutschland","weiblich","3442","0.319532274465863","0.310739275256284","0.328325273675442"
"Fast nie oder nie","2013","Ostdeutschland","maennlich","997","0.37442955697784","0.355787010336409","0.393072103619271"
"Fast nie oder nie","2013","Ostdeutschland","weiblich","1238","0.374589926258037","0.357540565589225","0.391639286926849"
"Mehrmals im Jahr","2013","Westdeutschland","maennlich","1360","0.153649306360583","0.146155694697847","0.161142918023319"
"Mehrmals im Jahr","2013","Westdeutschland","weiblich","1360","0.119926680123697","0.113800450989677","0.126052909257717"
"Mehrmals im Jahr","2013","Ostdeutschland","maennlich","460","0.179849843236234","0.16505590559578","0.194643780876688"
"Mehrmals im Jahr","2013","Ostdeutschland","weiblich","474","0.171219109067456","0.15794994402226","0.184488274112652"
"Mindestens einmal im Monat","2013","Westdeutschland","maennlich","480","0.0578478266823467","0.0529965644064946","0.0626990889581987"
"Mindestens einmal im Monat","2013","Westdeutschland","weiblich","488","0.0466858103562751","0.0427076124689424","0.0506640082436077"
"Mindestens einmal im Monat","2013","Ostdeutschland","maennlich","133","0.0538812643259146","0.0451841780941241","0.0625783505577051"
"Mindestens einmal im Monat","2013","Ostdeutschland","weiblich","147","0.0466709673246047","0.0392409055286079","0.0541010291206014"
"Mindestens einmal die Woche","2013","Westdeutschland","maennlich","4305","0.483865843863651","0.473481131135115","0.494250556592186"
"Mindestens einmal die Woche","2013","Westdeutschland","weiblich","5513","0.513855235054165","0.504430284024357","0.523280186083972"
"Mindestens einmal die Woche","2013","Ostdeutschland","maennlich","999","0.391839335460011","0.37303555184764","0.410643119072382"
"Mindestens einmal die Woche","2013","Ostdeutschland","weiblich","1237","0.407519997349903","0.390211517542911","0.424828477156894"
"Fast nie oder nie","2014","Westdeutschland","maennlich","","","",""
"Fast nie oder nie","2014","Westdeutschland","weiblich","","","",""
"Fast nie oder nie","2014","Ostdeutschland","maennlich","","","",""
"Fast nie oder nie","2014","Ostdeutschland","weiblich","","","",""
"Mehrmals im Jahr","2014","Westdeutschland","maennlich","","","",""
"Mehrmals im Jahr","2014","Westdeutschland","weiblich","","","",""
"Mehrmals im Jahr","2014","Ostdeutschland","maennlich","","","",""
"Mehrmals im Jahr","2014","Ostdeutschland","weiblich","","","",""
"Mindestens einmal im Monat","2014","Westdeutschland","maennlich","","","",""
"Mindestens einmal im Monat","2014","Westdeutschland","weiblich","","","",""
"Mindestens einmal im Monat","2014","Ostdeutschland","maennlich","","","",""
"Mindestens einmal im Monat","2014","Ostdeutschland","weiblich","","","",""
"Mindestens einmal die Woche","2014","Westdeutschland","maennlich","","","",""
"Mindestens einmal die Woche","2014","Westdeutschland","weiblich","","","",""
"Mindestens einmal die Woche","2014","Ostdeutschland","maennlich","","","",""
"Mindestens einmal die Woche","2014","Ostdeutschland","weiblich","","","",""
"Fast nie oder nie","2015","Westdeutschland","maennlich","3492","0.346527549605372","0.337112345984354","0.355942753226389"
"Fast nie oder nie","2015","Westdeutschland","weiblich","4360","0.372814450556534","0.363974741041037","0.381654160072032"
"Fast nie oder nie","2015","Ostdeutschland","maennlich","1169","0.469461116129369","0.449743667984419","0.489178564274319"
"Fast nie oder nie","2015","Ostdeutschland","weiblich","1325","0.444048273383199","0.42602988486553","0.462066661900869"
"Mehrmals im Jahr","2015","Westdeutschland","maennlich","1465","0.147996832539974","0.140971061274493","0.155022603805455"
"Mehrmals im Jahr","2015","Westdeutschland","weiblich","1469","0.120049381873594","0.11410779135753","0.125990972389658"
"Mehrmals im Jahr","2015","Ostdeutschland","maennlich","347","0.147502033307345","0.133492038845133","0.161512027769557"
"Mehrmals im Jahr","2015","Ostdeutschland","weiblich","392","0.133958267913503","0.121606290631483","0.146310245195522"
"Mindestens einmal im Monat","2015","Westdeutschland","maennlich","584","0.0605306319461369","0.0558124345376655","0.0652488293546083"
"Mindestens einmal im Monat","2015","Westdeutschland","weiblich","542","0.051508129758827","0.0474675070512863","0.0555487524663676"
"Mindestens einmal im Monat","2015","Ostdeutschland","maennlich","157","0.0622622127868856","0.0527156887975928","0.0718087367761784"
"Mindestens einmal im Monat","2015","Ostdeutschland","weiblich","156","0.0523547944103783","0.0442771742597126","0.060432414561044"
"Mindestens einmal die Woche","2015","Westdeutschland","maennlich","4272","0.444944985908517","0.435112386061437","0.454777585755597"
"Mindestens einmal die Woche","2015","Westdeutschland","weiblich","5124","0.455628037811045","0.446523734911241","0.464732340710848"
"Mindestens einmal die Woche","2015","Ostdeutschland","maennlich","788","0.3207746377764","0.302333010391051","0.339216265161749"
"Mindestens einmal die Woche","2015","Ostdeutschland","weiblich","1048","0.36963866429292","0.352133516080381","0.387143812505458"
"Fast nie oder nie","2016","Westdeutschland","maennlich","","","",""
"Fast nie oder nie","2016","Westdeutschland","weiblich","","","",""
"Fast nie oder nie","2016","Ostdeutschland","maennlich","","","",""
"Fast nie oder nie","2016","Ostdeutschland","weiblich","","","",""
"Mehrmals im Jahr","2016","Westdeutschland","maennlich","","","",""
"Mehrmals im Jahr","2016","Westdeutschland","weiblich","","","",""
"Mehrmals im Jahr","2016","Ostdeutschland","maennlich","","","",""
"Mehrmals im Jahr","2016","Ostdeutschland","weiblich","","","",""
"Mindestens einmal im Monat","2016","Westdeutschland","maennlich","","","",""
"Mindestens einmal im Monat","2016","Westdeutschland","weiblich","","","",""
"Mindestens einmal im Monat","2016","Ostdeutschland","maennlich","","","",""
"Mindestens einmal im Monat","2016","Ostdeutschland","weiblich","","","",""
"Mindestens einmal die Woche","2016","Westdeutschland","maennlich","","","",""
"Mindestens einmal die Woche","2016","Westdeutschland","weiblich","","","",""
"Mindestens einmal die Woche","2016","Ostdeutschland","maennlich","","","",""
"Mindestens einmal die Woche","2016","Ostdeutschland","weiblich","","","",""
"Fast nie oder nie","2017","Westdeutschland","maennlich","4010","0.33443468170733","0.325842794663448","0.343026568751213"
"Fast nie oder nie","2017","Westdeutschland","weiblich","4952","0.363442055337241","0.355073765179619","0.371810345494863"
"Fast nie oder nie","2017","Ostdeutschland","maennlich","1260","0.426237157392863","0.408238464977647","0.444235849808079"
"Fast nie oder nie","2017","Ostdeutschland","weiblich","1460","0.42183587412783","0.404872852387975","0.438798895867684"
"Mehrmals im Jahr","2017","Westdeutschland","maennlich","1675","0.147200936000118","0.140748611420738","0.153653260579499"
"Mehrmals im Jahr","2017","Westdeutschland","weiblich","1542","0.110416698221928","0.104964007585746","0.115869388858109"
"Mehrmals im Jahr","2017","Ostdeutschland","maennlich","427","0.148302058502542","0.135367086873172","0.161237030131912"
"Mehrmals im Jahr","2017","Ostdeutschland","weiblich","439","0.133655666125775","0.121967541061707","0.145343791189843"
"Mindestens einmal im Monat","2017","Westdeutschland","maennlich","676","0.0594910927953554","0.0551833973343591","0.0637987882563516"
"Mindestens einmal im Monat","2017","Westdeutschland","weiblich","574","0.0431719942173438","0.0396359461232422","0.0467080423114455"
"Mindestens einmal im Monat","2017","Ostdeutschland","maennlich","157","0.0513090503192184","0.0432791813415407","0.0593389192968962"
"Mindestens einmal im Monat","2017","Ostdeutschland","weiblich","156","0.0580299018581626","0.0499992579438391","0.0660605457724861"
"Mindestens einmal die Woche","2017","Westdeutschland","maennlich","5222","0.458873289497196","0.449798565230427","0.467948013763964"
"Mindestens einmal die Woche","2017","Westdeutschland","weiblich","5623","0.482969252223488","0.474275283049908","0.491663221397068"
"Mindestens einmal die Woche","2017","Ostdeutschland","maennlich","1056","0.374151733785377","0.356539781515203","0.391763686055551"
"Mindestens einmal die Woche","2017","Ostdeutschland","weiblich","1201","0.386478557888233","0.369752890050894","0.403204225725572"
"Fast nie oder nie","2018","Westdeutschland","maennlich","643","0.352385029282322","0.328970198486399","0.375799860078245"
"Fast nie oder nie","2018","Westdeutschland","weiblich","651","0.603555736059642","0.574569675839401","0.632541796279882"
"Fast nie oder nie","2018","Ostdeutschland","maennlich","112","0.337430015872792","0.282046973373835","0.39281305837175"
"Fast nie oder nie","2018","Ostdeutschland","weiblich","122","0.577123309231647","0.507606727750282","0.646639890713013"
"Mehrmals im Jahr","2018","Westdeutschland","maennlich","273","0.160491442769188","0.142500150305866","0.178482735232509"
"Mehrmals im Jahr","2018","Westdeutschland","weiblich","187","0.177290890154396","0.154659783391133","0.199921996917659"
"Mehrmals im Jahr","2018","Ostdeutschland","maennlich","32","0.0966910559128666","0.0620747769522085","0.131307334873525"
"Mehrmals im Jahr","2018","Ostdeutschland","weiblich","22","","",""
"Mindestens einmal im Monat","2018","Westdeutschland","maennlich","121","0.0956735151992772","0.0812562678439173","0.110090762554637"
"Mindestens einmal im Monat","2018","Westdeutschland","weiblich","47","0.0384801116359273","0.0270818997089706","0.0498783235628839"
"Mindestens einmal im Monat","2018","Ostdeutschland","maennlich","7","","",""
"Mindestens einmal im Monat","2018","Ostdeutschland","weiblich","4","","",""
"Mindestens einmal die Woche","2018","Westdeutschland","maennlich","562","0.391450012749213","0.367527315521803","0.415372709976624"
"Mindestens einmal die Woche","2018","Westdeutschland","weiblich","209","0.180673262150035","0.157874307382337","0.203472216917734"
"Mindestens einmal die Woche","2018","Ostdeutschland","maennlich","129","0.530131750211738","0.471673066426471","0.588590433997005"
"Mindestens einmal die Woche","2018","Ostdeutschland","weiblich","46","0.267300023324212","0.20502558585006","0.329574460798364"
"Fast nie oder nie","2019","Westdeutschland","maennlich","3019","0.266299759479555","0.258117549274425","0.274481969684684"
"Fast nie oder nie","2019","Westdeutschland","weiblich","3413","0.281752832174552","0.273559417836379","0.289946246512725"
"Fast nie oder nie","2019","Ostdeutschland","maennlich","915","0.314592369248324","0.297648064960161","0.331536673536486"
"Fast nie oder nie","2019","Ostdeutschland","weiblich","1046","0.307911641348317","0.291650858823613","0.32417242387302"
"Mehrmals im Jahr","2019","Westdeutschland","maennlich","1476","0.13508276330877","0.128755540051693","0.141409986565848"
"Mehrmals im Jahr","2019","Westdeutschland","weiblich","1389","0.120776612737999","0.114841419683035","0.126711805792963"
"Mehrmals im Jahr","2019","Ostdeutschland","maennlich","468","0.161099383901905","0.147684794668959","0.174513973134851"
"Mehrmals im Jahr","2019","Ostdeutschland","weiblich","438","0.147177830180097","0.134698305225829","0.159657355134364"
"Mindestens einmal im Monat","2019","Westdeutschland","maennlich","580","0.0480863734239272","0.0441260039991736","0.0520467428486808"
"Mindestens einmal im Monat","2019","Westdeutschland","weiblich","442","0.0415569224509432","0.0379219705979585","0.0451918743039278"
"Mindestens einmal im Monat","2019","Ostdeutschland","maennlich","171","0.0667528614232879","0.0576451668268747","0.0758605560197011"
"Mindestens einmal im Monat","2019","Ostdeutschland","weiblich","145","0.0502566617495801","0.0425609718061161","0.0579523516930441"
"Mindestens einmal die Woche","2019","Westdeutschland","maennlich","6136","0.550531103787748","0.541323075034191","0.559739132541305"
"Mindestens einmal die Woche","2019","Westdeutschland","weiblich","6336","0.555913632636506","0.54686399490559","0.564963270367422"
"Mindestens einmal die Woche","2019","Ostdeutschland","maennlich","1331","0.457555385426484","0.439376187465691","0.475734583387276"
