"m11104","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mindestens einmal im Monat","1994","Sachsen-Anhalt","weiblich","10","","",""
"Mindestens einmal im Monat","1994","Thueringen","maennlich","15","","",""
"Mindestens einmal im Monat","1994","Thueringen","weiblich","15","","",""
"Mindestens einmal die Woche","1994","Schleswig-Holstein","maennlich","44","0.321606378922174","0.242520508883442","0.400692248960907"
"Mindestens einmal die Woche","1994","Schleswig-Holstein","weiblich","36","0.277597834488168","0.205206433734721","0.349989235241615"
"Mindestens einmal die Woche","1994","Hamburg","maennlich","18","","",""
"Mindestens einmal die Woche","1994","Hamburg","weiblich","18","","",""
"Mindestens einmal die Woche","1994","Niedersachsen","maennlich","143","","",""
"Mindestens einmal die Woche","1994","Niedersachsen","weiblich","122","","",""
"Mindestens einmal die Woche","1994","Bremen","maennlich","9","0.189577080726447","0.0695981642152746","0.30955599723762"
"Mindestens einmal die Woche","1994","Bremen","weiblich","11","","",""
"Mindestens einmal die Woche","1994","Nordrhein-Westfalen","maennlich","316","0.272998181085053","0.24744915821414","0.298547203955965"
"Mindestens einmal die Woche","1994","Nordrhein-Westfalen","weiblich","278","","",""
"Mindestens einmal die Woche","1994","Hessen","maennlich","127","","",""
"Mindestens einmal die Woche","1994","Hessen","weiblich","95","0.23880838621204","0.199803992406528","0.277812780017553"
"Mindestens einmal die Woche","1994","Rheinland-Pfalz,Saarland","maennlich","72","0.221696610402493","0.174375358781256","0.269017862023729"
"Mindestens einmal die Woche","1994","Rheinland-Pfalz,Saarland","weiblich","64","0.21513648901306","0.170734313433631","0.259538664592489"
"Mindestens einmal die Woche","1994","Baden-Wuerttemberg","maennlich","215","","",""
"Mindestens einmal die Woche","1994","Baden-Wuerttemberg","weiblich","180","","",""
"Mindestens einmal die Woche","1994","Bayern","maennlich","221","","",""
"Mindestens einmal die Woche","1994","Bayern","weiblich","153","","",""
"Mindestens einmal die Woche","1994","Saarland","maennlich","","","",""
"Mindestens einmal die Woche","1994","Saarland","weiblich","","","",""
"Mindestens einmal die Woche","1994","Berlin","maennlich","64","0.290032697243123","0.234227597667304","0.345837796818942"
"Mindestens einmal die Woche","1994","Berlin","weiblich","54","0.197448596058305","0.151313808097796","0.243583384018814"
"Mindestens einmal die Woche","1994","Brandenburg","maennlich","39","0.119913809827466","0.0825888971494255","0.157238722505506"
"Mindestens einmal die Woche","1994","Brandenburg","weiblich","28","","",""
"Mindestens einmal die Woche","1994","Mecklenburg-Vorpommern","maennlich","27","","",""
"Mindestens einmal die Woche","1994","Mecklenburg-Vorpommern","weiblich","21","","",""
"Mindestens einmal die Woche","1994","Sachsen","maennlich","74","0.135174923386697","0.105616672260151","0.164733174513242"
"Mindestens einmal die Woche","1994","Sachsen","weiblich","66","0.0937421725907147","0.070282921861807","0.117201423319622"
"Mindestens einmal die Woche","1994","Sachsen-Anhalt","maennlich","46","0.124185870177718","0.0882201388217605","0.160151601533676"
"Mindestens einmal die Woche","1994","Sachsen-Anhalt","weiblich","34","0.0897663686760759","0.0605613526376586","0.118971384714493"
"Mindestens einmal die Woche","1994","Thueringen","maennlich","48","0.151536550390303","0.111685188835016","0.191387911945589"
"Mindestens einmal die Woche","1994","Thueringen","weiblich","28","","",""
"Fast nie oder nie","1995","Schleswig-Holstein","maennlich","43","0.282399416505067","0.205893405316896","0.358905427693238"
"Fast nie oder nie","1995","Schleswig-Holstein","weiblich","67","0.441629080419046","0.361894780708416","0.521363380129676"
"Fast nie oder nie","1995","Hamburg","maennlich","26","","",""
"Fast nie oder nie","1995","Hamburg","weiblich","33","0.440810911606109","0.321928884457739","0.559692938754478"
"Fast nie oder nie","1995","Niedersachsen","maennlich","189","","",""
"Fast nie oder nie","1995","Niedersachsen","weiblich","231","","",""
"Fast nie oder nie","1995","Bremen","maennlich","20","","",""
"Fast nie oder nie","1995","Bremen","weiblich","20","","",""
"Fast nie oder nie","1995","Nordrhein-Westfalen","maennlich","469","0.348501542650389","0.321915753293436","0.375087332007341"
"Fast nie oder nie","1995","Nordrhein-Westfalen","weiblich","629","0.457813661134695","0.431027883458338","0.484599438811053"
"Fast nie oder nie","1995","Hessen","maennlich","197","","",""
"Fast nie oder nie","1995","Hessen","weiblich","246","","",""
"Fast nie oder nie","1995","Rheinland-Pfalz,Saarland","maennlich","164","","",""
"Fast nie oder nie","1995","Rheinland-Pfalz,Saarland","weiblich","209","","",""
"Fast nie oder nie","1995","Baden-Wuerttemberg","maennlich","352","0.388348087679374","0.356073641967189","0.420622533391558"
"Fast nie oder nie","1995","Baden-Wuerttemberg","weiblich","448","0.455910604657743","0.42346179430835","0.488359415007136"
"Fast nie oder nie","1995","Bayern","maennlich","259","","",""
"Fast nie oder nie","1995","Bayern","weiblich","387","0.456811725472479","0.423441816391679","0.490181634553279"
"Fast nie oder nie","1995","Saarland","maennlich","","","",""
"Fast nie oder nie","1995","Saarland","weiblich","","","",""
"Fast nie oder nie","1995","Berlin","maennlich","92","0.318664517890971","0.262668824035876","0.374660211746067"
"Fast nie oder nie","1995","Berlin","weiblich","132","","",""
"Fast nie oder nie","1995","Brandenburg","maennlich","133","","",""
"Fast nie oder nie","1995","Brandenburg","weiblich","144","","",""
"Fast nie oder nie","1995","Mecklenburg-Vorpommern","maennlich","80","0.405475346521331","0.33810013085726","0.472850562185403"
"Fast nie oder nie","1995","Mecklenburg-Vorpommern","weiblich","95","0.501060051154601","0.433273431661762","0.56884667064744"
"Fast nie oder nie","1995","Sachsen","maennlich","211","","",""
"Fast nie oder nie","1995","Sachsen","weiblich","297","","",""
"Fast nie oder nie","1995","Sachsen-Anhalt","maennlich","147","","",""
"Fast nie oder nie","1995","Sachsen-Anhalt","weiblich","197","","",""
"Fast nie oder nie","1995","Thueringen","maennlich","131","","",""
"Fast nie oder nie","1995","Thueringen","weiblich","183","","",""
"Mehrmals im Jahr","1995","Schleswig-Holstein","maennlich","34","0.318425462875258","0.239251416056007","0.397599509694508"
"Mehrmals im Jahr","1995","Schleswig-Holstein","weiblich","26","","",""
"Mehrmals im Jahr","1995","Hamburg","maennlich","10","","",""
"Mehrmals im Jahr","1995","Hamburg","weiblich","8","0.200092323902024","0.10429666344752","0.295887984356528"
"Mehrmals im Jahr","1995","Niedersachsen","maennlich","107","","",""
"Mehrmals im Jahr","1995","Niedersachsen","weiblich","91","0.189101058176039","0.155379040046763","0.222823076305315"
"Mehrmals im Jahr","1995","Bremen","maennlich","9","0.180431991051941","0.0654941241572084","0.295369857946673"
"Mehrmals im Jahr","1995","Bremen","weiblich","10","","",""
"Mehrmals im Jahr","1995","Nordrhein-Westfalen","maennlich","258","","",""
"Mehrmals im Jahr","1995","Nordrhein-Westfalen","weiblich","257","","",""
"Mehrmals im Jahr","1995","Hessen","maennlich","92","0.213278846063011","0.175432309755552","0.25112538237047"
"Mehrmals im Jahr","1995","Hessen","weiblich","89","0.204823246272009","0.16890635980013","0.240740132743888"
"Mehrmals im Jahr","1995","Rheinland-Pfalz,Saarland","maennlich","66","0.201580847287836","0.159062620475247","0.244099074100426"
"Mehrmals im Jahr","1995","Rheinland-Pfalz,Saarland","weiblich","65","0.158234108835203","0.120895272968834","0.195572944701573"
"Mehrmals im Jahr","1995","Baden-Wuerttemberg","maennlich","181","","",""
"Mehrmals im Jahr","1995","Baden-Wuerttemberg","weiblich","169","","",""
"Mehrmals im Jahr","1995","Bayern","maennlich","193","","",""
"Mehrmals im Jahr","1995","Bayern","weiblich","173","","",""
"Mehrmals im Jahr","1995","Saarland","maennlich","","","",""
"Mehrmals im Jahr","1995","Saarland","weiblich","","","",""
"Mehrmals im Jahr","1995","Berlin","maennlich","79","0.279719670856665","0.225778601218924","0.333660740494407"
"Mehrmals im Jahr","1995","Berlin","weiblich","68","0.220673255536476","0.17358912010728","0.267757390965672"
"Mehrmals im Jahr","1995","Brandenburg","maennlich","75","0.231779853572235","0.182266005744929","0.281293701399541"
"Mehrmals im Jahr","1995","Brandenburg","weiblich","96","0.285323388180465","0.234645134336344","0.336001642024586"
"Mehrmals im Jahr","1995","Mecklenburg-Vorpommern","maennlich","62","0.286124042781236","0.224105499453886","0.348142586108585"
"Mehrmals im Jahr","1995","Mecklenburg-Vorpommern","weiblich","66","0.294130076070945","0.232355893908963","0.355904258232927"
"Mehrmals im Jahr","1995","Sachsen","maennlich","147","","",""
"Mehrmals im Jahr","1995","Sachsen","weiblich","137","","",""
"Mehrmals im Jahr","1995","Sachsen-Anhalt","maennlich","93","0.248018832869496","0.200553083381056","0.295484582357936"
"Mehrmals im Jahr","1995","Sachsen-Anhalt","weiblich","92","0.210275503317897","0.168584033686944","0.25196697294885"
"Mehrmals im Jahr","1995","Thueringen","maennlich","88","0.242557163484627","0.194995966295859","0.290118360673394"
"Mehrmals im Jahr","1995","Thueringen","weiblich","87","0.195589656279726","0.153050720317397","0.238128592242054"
"Mindestens einmal im Monat","1995","Schleswig-Holstein","maennlich","8","0.0554850873842518","0.0165792455117373","0.0943909292567663"
"Mindestens einmal im Monat","1995","Schleswig-Holstein","weiblich","10","","",""
"Mindestens einmal im Monat","1995","Hamburg","maennlich","6","0.134795316141784","0.0497894145364521","0.219801217747116"
"Mindestens einmal im Monat","1995","Hamburg","weiblich","5","0.0768697747035852","0.0130845662379172","0.140654983169253"
"Mindestens einmal im Monat","1995","Niedersachsen","maennlich","49","0.107675910130226","0.0810082447779948","0.134343575482458"
"Mindestens einmal im Monat","1995","Niedersachsen","weiblich","38","0.0597803094115415","0.0393640130392766","0.0801966057838063"
"Mindestens einmal im Monat","1995","Bremen","maennlich","2","","",""
"Mindestens einmal im Monat","1995","Bremen","weiblich","4","0.0904122205217156","0.0109246972564129","0.169899743787018"
"Mindestens einmal im Monat","1995","Nordrhein-Westfalen","maennlich","106","","",""
"Mindestens einmal im Monat","1995","Nordrhein-Westfalen","weiblich","81","0.0578351363121948","0.0452851013901235","0.0703851712342661"
"Mindestens einmal im Monat","1995","Hessen","maennlich","28","","",""
"Mindestens einmal im Monat","1995","Hessen","weiblich","26","","",""
"Mindestens einmal im Monat","1995","Rheinland-Pfalz,Saarland","maennlich","25","","",""
"Mindestens einmal im Monat","1995","Rheinland-Pfalz,Saarland","weiblich","23","","",""
"Mindestens einmal im Monat","1995","Baden-Wuerttemberg","maennlich","83","0.110721390709769","0.0899420996231323","0.131500681796406"
"Mindestens einmal im Monat","1995","Baden-Wuerttemberg","weiblich","52","0.0546640527704093","0.0398536182216876","0.0694744873191309"
"Mindestens einmal im Monat","1995","Bayern","maennlich","85","0.0921134032235565","0.0722959128677207","0.111930893579392"
"Mindestens einmal im Monat","1995","Bayern","weiblich","70","0.0659652550068951","0.0493368594335585","0.0825936505802318"
"Mindestens einmal im Monat","1995","Saarland","maennlich","","","",""
"Mindestens einmal im Monat","1995","Saarland","weiblich","","","",""
"Mindestens einmal im Monat","1995","Berlin","maennlich","23","","",""
"Mindestens einmal im Monat","1995","Berlin","weiblich","26","","",""
"Mindestens einmal im Monat","1995","Brandenburg","maennlich","20","","",""
"Mindestens einmal im Monat","1995","Brandenburg","weiblich","15","","",""
"Mindestens einmal im Monat","1995","Mecklenburg-Vorpommern","maennlich","15","","",""
"Mindestens einmal im Monat","1995","Mecklenburg-Vorpommern","weiblich","9","0.0487594014492204","0.0195616558923668","0.0779571470060741"
"Mindestens einmal im Monat","1995","Sachsen","maennlich","43","0.0758906544649837","0.0529966184477049","0.0987846904822625"
"Mindestens einmal im Monat","1995","Sachsen","weiblich","33","0.0556410920577971","0.036888620817696","0.0743935632978982"
"Mindestens einmal im Monat","1995","Sachsen-Anhalt","maennlich","22","","",""
"Mindestens einmal im Monat","1995","Sachsen-Anhalt","weiblich","13","","",""
"Mindestens einmal im Monat","1995","Thueringen","maennlich","21","","",""
"Mindestens einmal im Monat","1995","Thueringen","weiblich","14","","",""
"Mindestens einmal die Woche","1995","Schleswig-Holstein","maennlich","48","0.343690033235423","0.262973920293478","0.424406146177369"
"Mindestens einmal die Woche","1995","Schleswig-Holstein","weiblich","46","0.332002661591452","0.256386765088518","0.407618558094385"
"Mindestens einmal die Woche","1995","Hamburg","maennlich","20","","",""
"Mindestens einmal die Woche","1995","Hamburg","weiblich","21","","",""
"Mindestens einmal die Woche","1995","Niedersachsen","maennlich","174","","",""
"Mindestens einmal die Woche","1995","Niedersachsen","weiblich","158","","",""
"Mindestens einmal die Woche","1995","Bremen","maennlich","12","","",""
"Mindestens einmal die Woche","1995","Bremen","weiblich","16","","",""
"Mindestens einmal die Woche","1995","Nordrhein-Westfalen","maennlich","401","0.344887733251253","0.318366894750524","0.371408571751982"
"Mindestens einmal die Woche","1995","Nordrhein-Westfalen","weiblich","362","0.304182671075115","0.279448323728076","0.328917018422154"
"Mindestens einmal die Woche","1995","Hessen","maennlich","133","","",""
"Mindestens einmal die Woche","1995","Hessen","weiblich","124","","",""
"Mindestens einmal die Woche","1995","Rheinland-Pfalz,Saarland","maennlich","87","0.23264186272838","0.187862488245835","0.277421237210924"
"Mindestens einmal die Woche","1995","Rheinland-Pfalz,Saarland","weiblich","70","0.217041305580445","0.174866248304527","0.259216362856364"
"Mindestens einmal die Woche","1995","Baden-Wuerttemberg","maennlich","260","","",""
"Mindestens einmal die Woche","1995","Baden-Wuerttemberg","weiblich","236","","",""
"Mindestens einmal die Woche","1995","Bayern","maennlich","281","","",""
"Mindestens einmal die Woche","1995","Bayern","weiblich","226","","",""
"Mindestens einmal die Woche","1995","Saarland","maennlich","","","",""
"Mindestens einmal die Woche","1995","Saarland","weiblich","","","",""
"Mindestens einmal die Woche","1995","Berlin","maennlich","72","0.301484679541876","0.246336921121139","0.356632437962613"
"Mindestens einmal die Woche","1995","Berlin","weiblich","72","0.238586769267435","0.190194794314739","0.286978744220131"
"Mindestens einmal die Woche","1995","Brandenburg","maennlich","51","0.182568013436831","0.13723817738701","0.227897849486651"
"Mindestens einmal die Woche","1995","Brandenburg","weiblich","50","0.153144019979242","0.11272805317635","0.193559986782133"
"Mindestens einmal die Woche","1995","Mecklenburg-Vorpommern","maennlich","47","0.212293226984309","0.15617765855894","0.268408795409678"
"Mindestens einmal die Woche","1995","Mecklenburg-Vorpommern","weiblich","39","0.156050471325233","0.106850400515662","0.205250542134804"
"Mindestens einmal die Woche","1995","Sachsen","maennlich","113","","",""
"Mindestens einmal die Woche","1995","Sachsen","weiblich","107","","",""
"Mindestens einmal die Woche","1995","Sachsen-Anhalt","maennlich","56","0.174849108366533","0.133101372346245","0.216596844386821"
"Mindestens einmal die Woche","1995","Sachsen-Anhalt","weiblich","65","0.156018477444591","0.118893213848357","0.193143741040825"
"Mindestens einmal die Woche","1995","Thueringen","maennlich","72","0.22061346437943","0.174602297155406","0.266624631603455"
"Mindestens einmal die Woche","1995","Thueringen","weiblich","50","0.139132749066973","0.10201705091536","0.176248447218587"
"Fast nie oder nie","1996","Schleswig-Holstein","maennlich","53","0.348448686435094","0.267773603596282","0.429123769273905"
"Fast nie oder nie","1996","Schleswig-Holstein","weiblich","62","0.387175300485429","0.307616395420806","0.466734205550052"
"Fast nie oder nie","1996","Hamburg","maennlich","24","","",""
"Fast nie oder nie","1996","Hamburg","weiblich","36","0.536429068201485","0.415200308381458","0.657657828021512"
"Fast nie oder nie","1996","Niedersachsen","maennlich","214","","",""
"Fast nie oder nie","1996","Niedersachsen","weiblich","262","","",""
"Fast nie oder nie","1996","Bremen","maennlich","22","","",""
"Fast nie oder nie","1996","Bremen","weiblich","26","","",""
"Fast nie oder nie","1996","Nordrhein-Westfalen","maennlich","496","0.390002244917822","0.362531294107193","0.417473195728451"
"Fast nie oder nie","1996","Nordrhein-Westfalen","weiblich","685","0.493346250412319","0.46648720276078","0.520205298063859"
"Fast nie oder nie","1996","Hessen","maennlich","211","","",""
"Fast nie oder nie","1996","Hessen","weiblich","271","","",""
"Fast nie oder nie","1996","Rheinland-Pfalz,Saarland","maennlich","155","","",""
"Fast nie oder nie","1996","Rheinland-Pfalz,Saarland","weiblich","221","","",""
"Fast nie oder nie","1996","Baden-Wuerttemberg","maennlich","360","0.438152799534868","0.404357614494127","0.471947984575608"
"Fast nie oder nie","1996","Baden-Wuerttemberg","weiblich","459","0.509360805286392","0.476046257810626","0.542675352762157"
"Fast nie oder nie","1996","Bayern","maennlich","285","","",""
"Fast nie oder nie","1996","Bayern","weiblich","399","0.500248409828205","0.466171101245364","0.534325718411047"
"Fast nie oder nie","1996","Saarland","maennlich","","","",""
"Fast nie oder nie","1996","Saarland","weiblich","","","",""
"Fast nie oder nie","1996","Berlin","maennlich","106","","",""
"Fast nie oder nie","1996","Berlin","weiblich","151","","",""
"Fast nie oder nie","1996","Brandenburg","maennlich","154","","",""
"Fast nie oder nie","1996","Brandenburg","weiblich","201","","",""
"Fast nie oder nie","1996","Mecklenburg-Vorpommern","maennlich","95","0.527313000819059","0.457239816480935","0.597386185157182"
"Fast nie oder nie","1996","Mecklenburg-Vorpommern","weiblich","113","","",""
"Fast nie oder nie","1996","Sachsen","maennlich","265","","",""
"Fast nie oder nie","1996","Sachsen","weiblich","361","0.657668401014846","0.619052953125332","0.69628384890436"
"Fast nie oder nie","1996","Sachsen-Anhalt","maennlich","179","","",""
"Fast nie oder nie","1996","Sachsen-Anhalt","weiblich","220","","",""
"Fast nie oder nie","1996","Thueringen","maennlich","157","","",""
"Fast nie oder nie","1996","Thueringen","weiblich","214","","",""
"Mehrmals im Jahr","1996","Schleswig-Holstein","maennlich","23","","",""
"Mehrmals im Jahr","1996","Schleswig-Holstein","weiblich","30","0.20101077571315","0.135555150446407","0.266466400979893"
"Mehrmals im Jahr","1996","Hamburg","maennlich","11","","",""
"Mehrmals im Jahr","1996","Hamburg","weiblich","9","0.0849907583404248","0.0171969540802897","0.15278456260056"
"Mehrmals im Jahr","1996","Niedersachsen","maennlich","105","","",""
"Mehrmals im Jahr","1996","Niedersachsen","weiblich","100","","",""
"Mehrmals im Jahr","1996","Bremen","maennlich","7","0.148803854335574","0.0459569818380117","0.251650726833136"
"Mehrmals im Jahr","1996","Bremen","weiblich","7","0.125400656275381","0.0317130914767759","0.219088221073986"
"Mehrmals im Jahr","1996","Nordrhein-Westfalen","maennlich","262","","",""
"Mehrmals im Jahr","1996","Nordrhein-Westfalen","weiblich","274","","",""
"Mehrmals im Jahr","1996","Hessen","maennlich","81","0.181590011968487","0.145569225415408","0.217610798521565"
"Mehrmals im Jahr","1996","Hessen","weiblich","65","0.137030484453184","0.105673562355004","0.168387406551365"
"Mehrmals im Jahr","1996","Rheinland-Pfalz,Saarland","maennlich","69","0.211370093356547","0.167584297443868","0.255155889269225"
"Mehrmals im Jahr","1996","Rheinland-Pfalz,Saarland","weiblich","57","0.156987799408012","0.119091540320216","0.194884058495809"
"Mehrmals im Jahr","1996","Baden-Wuerttemberg","maennlich","194","","",""
"Mehrmals im Jahr","1996","Baden-Wuerttemberg","weiblich","169","","",""
"Mehrmals im Jahr","1996","Bayern","maennlich","194","","",""
"Mehrmals im Jahr","1996","Bayern","weiblich","178","","",""
"Mehrmals im Jahr","1996","Saarland","maennlich","","","",""
"Mehrmals im Jahr","1996","Saarland","weiblich","","","",""
"Mehrmals im Jahr","1996","Berlin","maennlich","70","0.265327376917306","0.211031207318253","0.319623546516359"
"Mehrmals im Jahr","1996","Berlin","weiblich","48","0.163960512336224","0.120594238890266","0.207326785782183"
"Mehrmals im Jahr","1996","Brandenburg","maennlich","77","0.252310904583538","0.201796242201837","0.302825566965238"
"Mehrmals im Jahr","1996","Brandenburg","weiblich","64","0.194230471602143","0.150403645110639","0.238057298093648"
"Mehrmals im Jahr","1996","Mecklenburg-Vorpommern","maennlich","49","0.271080708046767","0.20869001450525","0.333471401588283"
"Mehrmals im Jahr","1996","Mecklenburg-Vorpommern","weiblich","50","0.235109361732019","0.176629405315555","0.293589318148483"
"Mehrmals im Jahr","1996","Sachsen","maennlich","120","","",""
"Mehrmals im Jahr","1996","Sachsen","weiblich","96","0.149727562407334","0.120689741526882","0.178765383287786"
"Mehrmals im Jahr","1996","Sachsen-Anhalt","maennlich","64","0.185933343859386","0.142763605432715","0.229103082286057"
"Mehrmals im Jahr","1996","Sachsen-Anhalt","weiblich","72","0.153859221512022","0.116272924766159","0.191445518257884"
"Mehrmals im Jahr","1996","Thueringen","maennlich","81","0.232469622268933","0.185896490646205","0.27904275389166"
"Mehrmals im Jahr","1996","Thueringen","weiblich","67","0.159937362672021","0.120860423328344","0.199014302015698"
"Mindestens einmal im Monat","1996","Schleswig-Holstein","maennlich","15","","",""
"Mindestens einmal im Monat","1996","Schleswig-Holstein","weiblich","13","","",""
"Mindestens einmal im Monat","1996","Hamburg","maennlich","6","0.0615614770442173","0.000743790609714648","0.12237916347872"
"Mindestens einmal im Monat","1996","Hamburg","weiblich","3","","",""
"Mindestens einmal im Monat","1996","Niedersachsen","maennlich","42","0.0769535714521363","0.0537086241835716","0.100198518720701"
"Mindestens einmal im Monat","1996","Niedersachsen","weiblich","31","0.0502961465579225","0.031689349848687","0.068902943267158"
"Mindestens einmal im Monat","1996","Bremen","maennlich","4","0.0736776474574297","-0.0018173408639143","0.149172635778774"
"Mindestens einmal im Monat","1996","Bremen","weiblich","3","","",""
"Mindestens einmal im Monat","1996","Nordrhein-Westfalen","maennlich","113","","",""
"Mindestens einmal im Monat","1996","Nordrhein-Westfalen","weiblich","98","0.0780850465819662","0.063670916742502","0.0924991764214304"
"Mindestens einmal im Monat","1996","Hessen","maennlich","28","","",""
"Mindestens einmal im Monat","1996","Hessen","weiblich","20","","",""
"Mindestens einmal im Monat","1996","Rheinland-Pfalz,Saarland","maennlich","27","","",""
"Mindestens einmal im Monat","1996","Rheinland-Pfalz,Saarland","weiblich","16","","",""
"Mindestens einmal im Monat","1996","Baden-Wuerttemberg","maennlich","75","0.0767721938917512","0.0586383723901221","0.0949060153933804"
"Mindestens einmal im Monat","1996","Baden-Wuerttemberg","weiblich","54","0.0562039610269588","0.0408555799184145","0.071552342135503"
"Mindestens einmal im Monat","1996","Bayern","maennlich","78","0.0892376786590679","0.0696048787021258","0.10887047861601"
"Mindestens einmal im Monat","1996","Bayern","weiblich","66","0.0727562354974913","0.0550540288177231","0.0904584421772594"
"Mindestens einmal im Monat","1996","Saarland","maennlich","","","",""
"Mindestens einmal im Monat","1996","Saarland","weiblich","","","",""
"Mindestens einmal im Monat","1996","Berlin","maennlich","15","","",""
"Mindestens einmal im Monat","1996","Berlin","weiblich","20","","",""
"Mindestens einmal im Monat","1996","Brandenburg","maennlich","13","","",""
"Mindestens einmal im Monat","1996","Brandenburg","weiblich","12","","",""
"Mindestens einmal im Monat","1996","Mecklenburg-Vorpommern","maennlich","17","","",""
"Mindestens einmal im Monat","1996","Mecklenburg-Vorpommern","weiblich","13","","",""
"Mindestens einmal im Monat","1996","Sachsen","maennlich","42","0.0652552926144979","0.0440684023282635","0.0864421829007323"
"Mindestens einmal im Monat","1996","Sachsen","weiblich","34","0.045339718883317","0.0284081215019816","0.0622713162646524"
"Mindestens einmal im Monat","1996","Sachsen-Anhalt","maennlich","21","","",""
"Mindestens einmal im Monat","1996","Sachsen-Anhalt","weiblich","8","0.0225141888293891","0.0070605825540833","0.0379677951046949"
"Mindestens einmal im Monat","1996","Thueringen","maennlich","14","","",""
"Mindestens einmal im Monat","1996","Thueringen","weiblich","16","","",""
"Mindestens einmal die Woche","1996","Schleswig-Holstein","maennlich","43","0.331785043595873","0.252062308435046","0.411507778756701"
"Mindestens einmal die Woche","1996","Schleswig-Holstein","weiblich","39","0.310250529578041","0.234694557303303","0.385806501852779"
"Mindestens einmal die Woche","1996","Hamburg","maennlich","19","","",""
"Mindestens einmal die Woche","1996","Hamburg","weiblich","17","","",""
"Mindestens einmal die Woche","1996","Niedersachsen","maennlich","144","","",""
"Mindestens einmal die Woche","1996","Niedersachsen","weiblich","137","","",""
"Mindestens einmal die Woche","1996","Bremen","maennlich","13","","",""
"Mindestens einmal die Woche","1996","Bremen","weiblich","12","","",""
"Mindestens einmal die Woche","1996","Nordrhein-Westfalen","maennlich","340","0.296611706013453","0.270885974605178","0.322337437421728"
"Mindestens einmal die Woche","1996","Nordrhein-Westfalen","weiblich","274","","",""
"Mindestens einmal die Woche","1996","Hessen","maennlich","120","","",""
"Mindestens einmal die Woche","1996","Hessen","weiblich","106","","",""
"Mindestens einmal die Woche","1996","Rheinland-Pfalz,Saarland","maennlich","83","0.236824877390662","0.191231620057278","0.282418134724047"
"Mindestens einmal die Woche","1996","Rheinland-Pfalz,Saarland","weiblich","60","0.184841672395631","0.144405746735212","0.225277598056051"
"Mindestens einmal die Woche","1996","Baden-Wuerttemberg","maennlich","199","","",""
"Mindestens einmal die Woche","1996","Baden-Wuerttemberg","weiblich","183","","",""
"Mindestens einmal die Woche","1996","Bayern","maennlich","253","","",""
"Mindestens einmal die Woche","1996","Bayern","weiblich","184","","",""
"Mindestens einmal die Woche","1996","Saarland","maennlich","","","",""
"Mindestens einmal die Woche","1996","Saarland","weiblich","","","",""
"Mindestens einmal die Woche","1996","Berlin","maennlich","63","0.282028142309039","0.226689160163142","0.337367124454936"
"Mindestens einmal die Woche","1996","Berlin","weiblich","61","0.18918590562493","0.143311113512977","0.235060697736883"
"Mindestens einmal die Woche","1996","Brandenburg","maennlich","40","0.152548885916123","0.110732088522314","0.194365683309932"
"Mindestens einmal die Woche","1996","Brandenburg","weiblich","36","0.0979498708377929","0.0650197599922203","0.130879981683366"
"Mindestens einmal die Woche","1996","Mecklenburg-Vorpommern","maennlich","34","0.142094597027098","0.0930897238962798","0.191099470157916"
"Mindestens einmal die Woche","1996","Mecklenburg-Vorpommern","weiblich","26","","",""
"Mindestens einmal die Woche","1996","Sachsen","maennlich","95","0.17537555449025","0.142752436216693","0.207998672763808"
"Mindestens einmal die Woche","1996","Sachsen","weiblich","89","0.147264317694503","0.118424661607157","0.17610397378185"
"Mindestens einmal die Woche","1996","Sachsen-Anhalt","maennlich","48","0.111855523578565","0.0768818444593813","0.146829202697749"
"Mindestens einmal die Woche","1996","Sachsen-Anhalt","weiblich","54","0.143478361087193","0.106960205612969","0.179996516561416"
"Mindestens einmal die Woche","1996","Thueringen","maennlich","64","0.180846339461132","0.138409591131645","0.223283087790619"
"Mindestens einmal die Woche","1996","Thueringen","weiblich","41","0.105638270603701","0.0728697386052234","0.138406802602179"
"Fast nie oder nie","1997","Schleswig-Holstein","maennlich","50","0.351153233057489","0.268461419963082","0.433845046151896"
"Fast nie oder nie","1997","Schleswig-Holstein","weiblich","60","0.428956692460763","0.346381461924185","0.511531922997342"
"Fast nie oder nie","1997","Hamburg","maennlich","21","","",""
"Fast nie oder nie","1997","Hamburg","weiblich","35","0.572807843256572","0.44867140318588","0.696944283327263"
"Fast nie oder nie","1997","Niedersachsen","maennlich","222","","",""
"Fast nie oder nie","1997","Niedersachsen","weiblich","247","","",""
"Fast nie oder nie","1997","Bremen","maennlich","25","","",""
"Fast nie oder nie","1997","Bremen","weiblich","27","","",""
"Fast nie oder nie","1997","Nordrhein-Westfalen","maennlich","520","0.424629980650051","0.396522701178451","0.452737260121652"
"Fast nie oder nie","1997","Nordrhein-Westfalen","weiblich","706","0.529488403385948","0.502293072628128","0.556683734143768"
"Fast nie oder nie","1997","Hessen","maennlich","186","","",""
"Fast nie oder nie","1997","Hessen","weiblich","248","","",""
"Fast nie oder nie","1997","Rheinland-Pfalz,Saarland","maennlich","161","","",""
"Fast nie oder nie","1997","Rheinland-Pfalz,Saarland","weiblich","232","","",""
"Fast nie oder nie","1997","Baden-Wuerttemberg","maennlich","400","0.499921920573558","0.466089185373727","0.533754655773388"
"Fast nie oder nie","1997","Baden-Wuerttemberg","weiblich","469","0.523936258745531","0.490479567488337","0.557392950002724"
