"m11104","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mindestens einmal die Woche","1999","Berlin","weiblich","59","0.201070044668069","0.152538346819268","0.249601742516869"
"Mindestens einmal die Woche","1999","Brandenburg","maennlich","42","0.15587662941637","0.11353992951683","0.198213329315911"
"Mindestens einmal die Woche","1999","Brandenburg","weiblich","35","0.113368641295389","0.0780188490349774","0.148718433555801"
"Mindestens einmal die Woche","1999","Mecklenburg-Vorpommern","maennlich","42","0.195369099277766","0.139287063864851","0.25145113469068"
"Mindestens einmal die Woche","1999","Mecklenburg-Vorpommern","weiblich","44","0.187125444188303","0.133208130128745","0.24104275824786"
"Mindestens einmal die Woche","1999","Sachsen","maennlich","109","","",""
"Mindestens einmal die Woche","1999","Sachsen","weiblich","102","","",""
"Mindestens einmal die Woche","1999","Sachsen-Anhalt","maennlich","68","0.184754140608042","0.142753824389492","0.226754456826592"
"Mindestens einmal die Woche","1999","Sachsen-Anhalt","weiblich","53","0.14464878359089","0.108110114554382","0.181187452627397"
"Mindestens einmal die Woche","1999","Thueringen","maennlich","63","0.165656733872417","0.1264837213456","0.204829746399233"
"Mindestens einmal die Woche","1999","Thueringen","weiblich","37","0.0926558923137839","0.0628693609774396","0.122442423650128"
"Fast nie oder nie","2000","Schleswig-Holstein","maennlich","","","",""
"Fast nie oder nie","2000","Schleswig-Holstein","weiblich","","","",""
"Fast nie oder nie","2000","Hamburg","maennlich","","","",""
"Fast nie oder nie","2000","Hamburg","weiblich","","","",""
"Fast nie oder nie","2000","Niedersachsen","maennlich","","","",""
"Fast nie oder nie","2000","Niedersachsen","weiblich","","","",""
"Fast nie oder nie","2000","Bremen","maennlich","","","",""
"Fast nie oder nie","2000","Bremen","weiblich","","","",""
"Fast nie oder nie","2000","Nordrhein-Westfalen","maennlich","","","",""
"Fast nie oder nie","2000","Nordrhein-Westfalen","weiblich","","","",""
"Fast nie oder nie","2000","Hessen","maennlich","","","",""
"Fast nie oder nie","2000","Hessen","weiblich","","","",""
"Fast nie oder nie","2000","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Fast nie oder nie","2000","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Fast nie oder nie","2000","Baden-Wuerttemberg","maennlich","","","",""
"Fast nie oder nie","2000","Baden-Wuerttemberg","weiblich","","","",""
"Fast nie oder nie","2000","Bayern","maennlich","","","",""
"Fast nie oder nie","2000","Bayern","weiblich","","","",""
"Fast nie oder nie","2000","Saarland","maennlich","","","",""
"Fast nie oder nie","2000","Saarland","weiblich","","","",""
"Fast nie oder nie","2000","Berlin","maennlich","","","",""
"Fast nie oder nie","2000","Berlin","weiblich","","","",""
"Fast nie oder nie","2000","Brandenburg","maennlich","","","",""
"Fast nie oder nie","2000","Brandenburg","weiblich","","","",""
"Fast nie oder nie","2000","Mecklenburg-Vorpommern","maennlich","","","",""
"Fast nie oder nie","2000","Mecklenburg-Vorpommern","weiblich","","","",""
"Fast nie oder nie","2000","Sachsen","maennlich","","","",""
"Fast nie oder nie","2000","Sachsen","weiblich","","","",""
"Fast nie oder nie","2000","Sachsen-Anhalt","maennlich","","","",""
"Fast nie oder nie","2000","Sachsen-Anhalt","weiblich","","","",""
"Fast nie oder nie","2000","Thueringen","maennlich","","","",""
"Fast nie oder nie","2000","Thueringen","weiblich","","","",""
"Mehrmals im Jahr","2000","Schleswig-Holstein","maennlich","","","",""
"Mehrmals im Jahr","2000","Schleswig-Holstein","weiblich","","","",""
"Mehrmals im Jahr","2000","Hamburg","maennlich","","","",""
"Mehrmals im Jahr","2000","Hamburg","weiblich","","","",""
"Mehrmals im Jahr","2000","Niedersachsen","maennlich","","","",""
"Mehrmals im Jahr","2000","Niedersachsen","weiblich","","","",""
"Mehrmals im Jahr","2000","Bremen","maennlich","","","",""
"Mehrmals im Jahr","2000","Bremen","weiblich","","","",""
"Mehrmals im Jahr","2000","Nordrhein-Westfalen","maennlich","","","",""
"Mehrmals im Jahr","2000","Nordrhein-Westfalen","weiblich","","","",""
"Mehrmals im Jahr","2000","Hessen","maennlich","","","",""
"Mehrmals im Jahr","2000","Hessen","weiblich","","","",""
"Mehrmals im Jahr","2000","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Mehrmals im Jahr","2000","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Mehrmals im Jahr","2000","Baden-Wuerttemberg","maennlich","","","",""
"Mehrmals im Jahr","2000","Baden-Wuerttemberg","weiblich","","","",""
"Mehrmals im Jahr","2000","Bayern","maennlich","","","",""
"Mehrmals im Jahr","2000","Bayern","weiblich","","","",""
"Mehrmals im Jahr","2000","Saarland","maennlich","","","",""
"Mehrmals im Jahr","2000","Saarland","weiblich","","","",""
"Mehrmals im Jahr","2000","Berlin","maennlich","","","",""
"Mehrmals im Jahr","2000","Berlin","weiblich","","","",""
"Mehrmals im Jahr","2000","Brandenburg","maennlich","","","",""
"Mehrmals im Jahr","2000","Brandenburg","weiblich","","","",""
"Mehrmals im Jahr","2000","Mecklenburg-Vorpommern","maennlich","","","",""
"Mehrmals im Jahr","2000","Mecklenburg-Vorpommern","weiblich","","","",""
"Mehrmals im Jahr","2000","Sachsen","maennlich","","","",""
"Mehrmals im Jahr","2000","Sachsen","weiblich","","","",""
"Mehrmals im Jahr","2000","Sachsen-Anhalt","maennlich","","","",""
"Mehrmals im Jahr","2000","Sachsen-Anhalt","weiblich","","","",""
"Mehrmals im Jahr","2000","Thueringen","maennlich","","","",""
"Mehrmals im Jahr","2000","Thueringen","weiblich","","","",""
"Mindestens einmal im Monat","2000","Schleswig-Holstein","maennlich","","","",""
"Mindestens einmal im Monat","2000","Schleswig-Holstein","weiblich","","","",""
"Mindestens einmal im Monat","2000","Hamburg","maennlich","","","",""
"Mindestens einmal im Monat","2000","Hamburg","weiblich","","","",""
"Mindestens einmal im Monat","2000","Niedersachsen","maennlich","","","",""
"Mindestens einmal im Monat","2000","Niedersachsen","weiblich","","","",""
"Mindestens einmal im Monat","2000","Bremen","maennlich","","","",""
"Mindestens einmal im Monat","2000","Bremen","weiblich","","","",""
"Mindestens einmal im Monat","2000","Nordrhein-Westfalen","maennlich","","","",""
"Mindestens einmal im Monat","2000","Nordrhein-Westfalen","weiblich","","","",""
"Mindestens einmal im Monat","2000","Hessen","maennlich","","","",""
"Mindestens einmal im Monat","2000","Hessen","weiblich","","","",""
"Mindestens einmal im Monat","2000","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Mindestens einmal im Monat","2000","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Mindestens einmal im Monat","2000","Baden-Wuerttemberg","maennlich","","","",""
"Mindestens einmal im Monat","2000","Baden-Wuerttemberg","weiblich","","","",""
"Mindestens einmal im Monat","2000","Bayern","maennlich","","","",""
"Mindestens einmal im Monat","2000","Bayern","weiblich","","","",""
"Mindestens einmal im Monat","2000","Saarland","maennlich","","","",""
"Mindestens einmal im Monat","2000","Saarland","weiblich","","","",""
"Mindestens einmal im Monat","2000","Berlin","maennlich","","","",""
"Mindestens einmal im Monat","2000","Berlin","weiblich","","","",""
"Mindestens einmal im Monat","2000","Brandenburg","maennlich","","","",""
"Mindestens einmal im Monat","2000","Brandenburg","weiblich","","","",""
"Mindestens einmal im Monat","2000","Mecklenburg-Vorpommern","maennlich","","","",""
"Mindestens einmal im Monat","2000","Mecklenburg-Vorpommern","weiblich","","","",""
"Mindestens einmal im Monat","2000","Sachsen","maennlich","","","",""
"Mindestens einmal im Monat","2000","Sachsen","weiblich","","","",""
"Mindestens einmal im Monat","2000","Sachsen-Anhalt","maennlich","","","",""
"Mindestens einmal im Monat","2000","Sachsen-Anhalt","weiblich","","","",""
"Mindestens einmal im Monat","2000","Thueringen","maennlich","","","",""
"Mindestens einmal im Monat","2000","Thueringen","weiblich","","","",""
"Mindestens einmal die Woche","2000","Schleswig-Holstein","maennlich","","","",""
"Mindestens einmal die Woche","2000","Schleswig-Holstein","weiblich","","","",""
"Mindestens einmal die Woche","2000","Hamburg","maennlich","","","",""
"Mindestens einmal die Woche","2000","Hamburg","weiblich","","","",""
"Mindestens einmal die Woche","2000","Niedersachsen","maennlich","","","",""
"Mindestens einmal die Woche","2000","Niedersachsen","weiblich","","","",""
"Mindestens einmal die Woche","2000","Bremen","maennlich","","","",""
"Mindestens einmal die Woche","2000","Bremen","weiblich","","","",""
"Mindestens einmal die Woche","2000","Nordrhein-Westfalen","maennlich","","","",""
"Mindestens einmal die Woche","2000","Nordrhein-Westfalen","weiblich","","","",""
"Mindestens einmal die Woche","2000","Hessen","maennlich","","","",""
"Mindestens einmal die Woche","2000","Hessen","weiblich","","","",""
"Mindestens einmal die Woche","2000","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Mindestens einmal die Woche","2000","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Mindestens einmal die Woche","2000","Baden-Wuerttemberg","maennlich","","","",""
"Mindestens einmal die Woche","2000","Baden-Wuerttemberg","weiblich","","","",""
"Mindestens einmal die Woche","2000","Bayern","maennlich","","","",""
"Mindestens einmal die Woche","2000","Bayern","weiblich","","","",""
"Mindestens einmal die Woche","2000","Saarland","maennlich","","","",""
"Mindestens einmal die Woche","2000","Saarland","weiblich","","","",""
"Mindestens einmal die Woche","2000","Berlin","maennlich","","","",""
"Mindestens einmal die Woche","2000","Berlin","weiblich","","","",""
"Mindestens einmal die Woche","2000","Brandenburg","maennlich","","","",""
"Mindestens einmal die Woche","2000","Brandenburg","weiblich","","","",""
"Mindestens einmal die Woche","2000","Mecklenburg-Vorpommern","maennlich","","","",""
"Mindestens einmal die Woche","2000","Mecklenburg-Vorpommern","weiblich","","","",""
"Mindestens einmal die Woche","2000","Sachsen","maennlich","","","",""
"Mindestens einmal die Woche","2000","Sachsen","weiblich","","","",""
"Mindestens einmal die Woche","2000","Sachsen-Anhalt","maennlich","","","",""
"Mindestens einmal die Woche","2000","Sachsen-Anhalt","weiblich","","","",""
"Mindestens einmal die Woche","2000","Thueringen","maennlich","","","",""
"Mindestens einmal die Woche","2000","Thueringen","weiblich","","","",""
"Fast nie oder nie","2001","Schleswig-Holstein","maennlich","131","","",""
"Fast nie oder nie","2001","Schleswig-Holstein","weiblich","156","","",""
"Fast nie oder nie","2001","Hamburg","maennlich","54","0.470731366555312","0.381050611178006","0.560412121932618"
"Fast nie oder nie","2001","Hamburg","weiblich","76","0.520407413586858","0.440191058431932","0.600623768741784"
"Fast nie oder nie","2001","Niedersachsen","maennlich","412","0.461221048806307","0.42872550976095","0.493716587851663"
"Fast nie oder nie","2001","Niedersachsen","weiblich","441","0.483128020198163","0.451011445217692","0.515244595178634"
"Fast nie oder nie","2001","Bremen","maennlich","29","","",""
"Fast nie oder nie","2001","Bremen","weiblich","38","0.506593157856217","0.399035511894878","0.614150803817555"
"Fast nie oder nie","2001","Nordrhein-Westfalen","maennlich","998","0.457598158445123","0.436813177239847","0.478383139650399"
"Fast nie oder nie","2001","Nordrhein-Westfalen","weiblich","1201","","",""
"Fast nie oder nie","2001","Hessen","maennlich","345","0.481337718913539","0.444585277218843","0.518090160608235"
"Fast nie oder nie","2001","Hessen","weiblich","412","0.572403457173411","0.537299664677601","0.607507249669221"
"Fast nie oder nie","2001","Rheinland-Pfalz,Saarland","maennlich","320","0.507962854770434","0.469017007293852","0.546908702247016"
"Fast nie oder nie","2001","Rheinland-Pfalz,Saarland","weiblich","412","0.593255709330083","0.557199088564538","0.629312330095628"
"Fast nie oder nie","2001","Baden-Wuerttemberg","maennlich","565","0.430308529165997","0.402915752039444","0.45770130629255"
"Fast nie oder nie","2001","Baden-Wuerttemberg","weiblich","688","0.520841730841579","0.493953098714343","0.547730362968816"
"Fast nie oder nie","2001","Bayern","maennlich","612","0.442526324494356","0.416701772889601","0.46835087609911"
"Fast nie oder nie","2001","Bayern","weiblich","791","0.524089643741776","0.499510776361507","0.548668511122045"
"Fast nie oder nie","2001","Saarland","maennlich","","","",""
"Fast nie oder nie","2001","Saarland","weiblich","","","",""
"Fast nie oder nie","2001","Berlin","maennlich","141","","",""
"Fast nie oder nie","2001","Berlin","weiblich","164","","",""
"Fast nie oder nie","2001","Brandenburg","maennlich","236","","",""
"Fast nie oder nie","2001","Brandenburg","weiblich","271","","",""
"Fast nie oder nie","2001","Mecklenburg-Vorpommern","maennlich","124","","",""
"Fast nie oder nie","2001","Mecklenburg-Vorpommern","weiblich","149","","",""
"Fast nie oder nie","2001","Sachsen","maennlich","411","0.541343630210886","0.506419552602354","0.576267707819418"
"Fast nie oder nie","2001","Sachsen","weiblich","490","0.595365562850468","0.562388908893434","0.628342216807502"
"Fast nie oder nie","2001","Sachsen-Anhalt","maennlich","278","","",""
"Fast nie oder nie","2001","Sachsen-Anhalt","weiblich","324","0.669996769476094","0.629464747496148","0.71052879145604"
"Fast nie oder nie","2001","Thueringen","maennlich","254","","",""
"Fast nie oder nie","2001","Thueringen","weiblich","309","0.689991034137388","0.6489567339759","0.731025334298877"
"Mehrmals im Jahr","2001","Schleswig-Holstein","maennlich","74","0.235782351003048","0.187986416730581","0.283578285275515"
"Mehrmals im Jahr","2001","Schleswig-Holstein","weiblich","63","0.18138552893724","0.140060241372488","0.222710816501992"
"Mehrmals im Jahr","2001","Hamburg","maennlich","22","","",""
"Mehrmals im Jahr","2001","Hamburg","weiblich","14","","",""
"Mehrmals im Jahr","2001","Niedersachsen","maennlich","156","","",""
"Mehrmals im Jahr","2001","Niedersachsen","weiblich","157","","",""
"Mehrmals im Jahr","2001","Bremen","maennlich","16","","",""
"Mehrmals im Jahr","2001","Bremen","weiblich","13","","",""
"Mehrmals im Jahr","2001","Nordrhein-Westfalen","maennlich","381","0.173926767458834","0.15811285202466","0.189740682893009"
"Mehrmals im Jahr","2001","Nordrhein-Westfalen","weiblich","353","0.135224949734323","0.121509472622048","0.148940426846598"
"Mehrmals im Jahr","2001","Hessen","maennlich","98","0.138379639329502","0.112980851489167","0.163778427169838"
"Mehrmals im Jahr","2001","Hessen","weiblich","99","0.109781417160095","0.0875995261907142","0.131963308129475"
"Mehrmals im Jahr","2001","Rheinland-Pfalz,Saarland","maennlich","113","","",""
"Mehrmals im Jahr","2001","Rheinland-Pfalz,Saarland","weiblich","89","0.127452146870737","0.102974394838999","0.151929898902476"
"Mehrmals im Jahr","2001","Baden-Wuerttemberg","maennlich","203","","",""
"Mehrmals im Jahr","2001","Baden-Wuerttemberg","weiblich","186","","",""
"Mehrmals im Jahr","2001","Bayern","maennlich","262","","",""
"Mehrmals im Jahr","2001","Bayern","weiblich","267","","",""
"Mehrmals im Jahr","2001","Saarland","maennlich","","","",""
"Mehrmals im Jahr","2001","Saarland","weiblich","","","",""
"Mehrmals im Jahr","2001","Berlin","maennlich","94","0.238768735205545","0.196127525505743","0.281409944905346"
"Mehrmals im Jahr","2001","Berlin","weiblich","88","0.212704865564582","0.172701865729551","0.252707865399613"
"Mehrmals im Jahr","2001","Brandenburg","maennlich","93","0.198952547246282","0.162550066815638","0.235355027676925"
"Mehrmals im Jahr","2001","Brandenburg","weiblich","101","","",""
"Mehrmals im Jahr","2001","Mecklenburg-Vorpommern","maennlich","46","0.173734461074963","0.125293029906075","0.22217589224385"
"Mehrmals im Jahr","2001","Mecklenburg-Vorpommern","weiblich","46","0.149810228930156","0.107552954565209","0.192067503295103"
"Mehrmals im Jahr","2001","Sachsen","maennlich","154","","",""
"Mehrmals im Jahr","2001","Sachsen","weiblich","146","","",""
"Mehrmals im Jahr","2001","Sachsen-Anhalt","maennlich","83","0.157336806367874","0.124591921786291","0.190081690949457"
"Mehrmals im Jahr","2001","Sachsen-Anhalt","weiblich","74","0.123696938094715","0.095317129711395","0.152076746478036"
"Mehrmals im Jahr","2001","Thueringen","maennlich","98","0.179960430365559","0.145267294770543","0.214653565960574"
"Mehrmals im Jahr","2001","Thueringen","weiblich","86","0.152112035187789","0.120248848806992","0.183975221568586"
"Mindestens einmal im Monat","2001","Schleswig-Holstein","maennlich","30","0.0979164162105062","0.0644524108303291","0.131380421590683"
"Mindestens einmal im Monat","2001","Schleswig-Holstein","weiblich","31","0.0790345721065114","0.0501007987948011","0.107968345418222"
"Mindestens einmal im Monat","2001","Hamburg","maennlich","4","0.0392096388139628","0.00433695678035734","0.0740823208475682"
"Mindestens einmal im Monat","2001","Hamburg","weiblich","5","0.0228569240511644","-0.0011393011404425","0.0468531492427713"
"Mindestens einmal im Monat","2001","Niedersachsen","maennlich","70","0.0753146365453751","0.0581117803167983","0.092517492773952"
"Mindestens einmal im Monat","2001","Niedersachsen","weiblich","56","0.0612816862044132","0.0458668251145637","0.0766965472942628"
"Mindestens einmal im Monat","2001","Bremen","maennlich","7","0.107839040781169","0.036685539346422","0.178992542215915"
"Mindestens einmal im Monat","2001","Bremen","weiblich","4","0.0446208517181321","0.000202150903520576","0.0890395525327436"
"Mindestens einmal im Monat","2001","Nordrhein-Westfalen","maennlich","159","","",""
"Mindestens einmal im Monat","2001","Nordrhein-Westfalen","weiblich","135","","",""
"Mindestens einmal im Monat","2001","Hessen","maennlich","44","0.0597188152105613","0.0422885746464263","0.0771490557746963"
"Mindestens einmal im Monat","2001","Hessen","weiblich","31","0.0436546693193703","0.0291566543328213","0.0581526843059193"
"Mindestens einmal im Monat","2001","Rheinland-Pfalz,Saarland","maennlich","26","","",""
"Mindestens einmal im Monat","2001","Rheinland-Pfalz,Saarland","weiblich","24","","",""
"Mindestens einmal im Monat","2001","Baden-Wuerttemberg","maennlich","103","","",""
"Mindestens einmal im Monat","2001","Baden-Wuerttemberg","weiblich","81","0.0632072209366668","0.0501099309242492","0.0763045109490845"
"Mindestens einmal im Monat","2001","Bayern","maennlich","121","","",""
"Mindestens einmal im Monat","2001","Bayern","weiblich","112","","",""
"Mindestens einmal im Monat","2001","Saarland","maennlich","","","",""
"Mindestens einmal im Monat","2001","Saarland","weiblich","","","",""
"Mindestens einmal im Monat","2001","Berlin","maennlich","30","0.0695907836854038","0.0441403407972558","0.0950412265735519"
"Mindestens einmal im Monat","2001","Berlin","weiblich","27","","",""
"Mindestens einmal im Monat","2001","Brandenburg","maennlich","33","0.0763534890800454","0.05213793313956","0.100569045020531"
"Mindestens einmal im Monat","2001","Brandenburg","weiblich","23","","",""
"Mindestens einmal im Monat","2001","Mecklenburg-Vorpommern","maennlich","16","","",""
"Mindestens einmal im Monat","2001","Mecklenburg-Vorpommern","weiblich","15","","",""
"Mindestens einmal im Monat","2001","Sachsen","maennlich","47","0.0526366920936613","0.0369855047885746","0.0682878793987481"
"Mindestens einmal im Monat","2001","Sachsen","weiblich","41","0.0458606717570289","0.0318063654183549","0.0599149780957029"
"Mindestens einmal im Monat","2001","Sachsen-Anhalt","maennlich","25","","",""
"Mindestens einmal im Monat","2001","Sachsen-Anhalt","weiblich","17","","",""
"Mindestens einmal im Monat","2001","Thueringen","maennlich","25","","",""
"Mindestens einmal im Monat","2001","Thueringen","weiblich","20","","",""
"Mindestens einmal die Woche","2001","Schleswig-Holstein","maennlich","68","0.228156557311466","0.180905898984608","0.275407215638324"
"Mindestens einmal die Woche","2001","Schleswig-Holstein","weiblich","84","0.25335642452146","0.206712242159981","0.300000606882939"
"Mindestens einmal die Woche","2001","Hamburg","maennlich","39","0.305700871321378","0.222926429900221","0.388475312742535"
"Mindestens einmal die Woche","2001","Hamburg","weiblich","54","0.374596603434809","0.296879430854798","0.45231377601482"
"Mindestens einmal die Woche","2001","Niedersachsen","maennlich","266","","",""
"Mindestens einmal die Woche","2001","Niedersachsen","weiblich","276","","",""
"Mindestens einmal die Woche","2001","Bremen","maennlich","21","","",""
"Mindestens einmal die Woche","2001","Bremen","weiblich","28","","",""
"Mindestens einmal die Woche","2001","Nordrhein-Westfalen","maennlich","669","0.299069124553332","0.279967499786046","0.318170749320618"
"Mindestens einmal die Woche","2001","Nordrhein-Westfalen","weiblich","699","0.290620481260559","0.272409499421591","0.308831463099527"
"Mindestens einmal die Woche","2001","Hessen","maennlich","223","","",""
"Mindestens einmal die Woche","2001","Hessen","weiblich","221","","",""
"Mindestens einmal die Woche","2001","Rheinland-Pfalz,Saarland","maennlich","174","","",""
"Mindestens einmal die Woche","2001","Rheinland-Pfalz,Saarland","weiblich","188","","",""
"Mindestens einmal die Woche","2001","Baden-Wuerttemberg","maennlich","384","0.31644747266379","0.290716097874095","0.342178847453484"
"Mindestens einmal die Woche","2001","Baden-Wuerttemberg","weiblich","371","0.28585935836739","0.261540431261091","0.310178285473688"
"Mindestens einmal die Woche","2001","Bayern","maennlich","426","0.289513357720079","0.265932298236533","0.313094417203625"
"Mindestens einmal die Woche","2001","Bayern","weiblich","416","0.260455848504956","0.238856253411319","0.282055443598592"
"Mindestens einmal die Woche","2001","Saarland","maennlich","","","",""
"Mindestens einmal die Woche","2001","Saarland","weiblich","","","",""
"Mindestens einmal die Woche","2001","Berlin","maennlich","119","","",""
"Mindestens einmal die Woche","2001","Berlin","weiblich","123","","",""
"Mindestens einmal die Woche","2001","Brandenburg","maennlich","100","","",""
"Mindestens einmal die Woche","2001","Brandenburg","weiblich","89","0.177773095941052","0.143712340998388","0.211833850883716"
"Mindestens einmal die Woche","2001","Mecklenburg-Vorpommern","maennlich","49","0.201626783755866","0.150329868380066","0.252923699131666"
"Mindestens einmal die Woche","2001","Mecklenburg-Vorpommern","weiblich","64","0.206341988979649","0.158425684271927","0.254258293687372"
"Mindestens einmal die Woche","2001","Sachsen","maennlich","170","","",""
"Mindestens einmal die Woche","2001","Sachsen","weiblich","174","","",""
"Mindestens einmal die Woche","2001","Sachsen-Anhalt","maennlich","89","0.156267920258614","0.123613762750576","0.188922077766653"
"Mindestens einmal die Woche","2001","Sachsen-Anhalt","weiblich","102","","",""
"Mindestens einmal die Woche","2001","Thueringen","maennlich","94","0.187866601368337","0.152590863043226","0.223142339693449"
"Mindestens einmal die Woche","2001","Thueringen","weiblich","73","0.125365963577929","0.0959866808576816","0.154745246298176"
"Fast nie oder nie","2002","Schleswig-Holstein","maennlich","","","",""
"Fast nie oder nie","2002","Schleswig-Holstein","weiblich","","","",""
"Fast nie oder nie","2002","Hamburg","maennlich","","","",""
"Fast nie oder nie","2002","Hamburg","weiblich","","","",""
"Fast nie oder nie","2002","Niedersachsen","maennlich","","","",""
"Fast nie oder nie","2002","Niedersachsen","weiblich","","","",""
"Fast nie oder nie","2002","Bremen","maennlich","","","",""
"Fast nie oder nie","2002","Bremen","weiblich","","","",""
"Fast nie oder nie","2002","Nordrhein-Westfalen","maennlich","","","",""
"Fast nie oder nie","2002","Nordrhein-Westfalen","weiblich","","","",""
"Fast nie oder nie","2002","Hessen","maennlich","","","",""
"Fast nie oder nie","2002","Hessen","weiblich","","","",""
"Fast nie oder nie","2002","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Fast nie oder nie","2002","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Fast nie oder nie","2002","Baden-Wuerttemberg","maennlich","","","",""
"Fast nie oder nie","2002","Baden-Wuerttemberg","weiblich","","","",""
"Fast nie oder nie","2002","Bayern","maennlich","","","",""
"Fast nie oder nie","2002","Bayern","weiblich","","","",""
"Fast nie oder nie","2002","Saarland","maennlich","","","",""
"Fast nie oder nie","2002","Saarland","weiblich","","","",""
"Fast nie oder nie","2002","Berlin","maennlich","","","",""
"Fast nie oder nie","2002","Berlin","weiblich","","","",""
"Fast nie oder nie","2002","Brandenburg","maennlich","","","",""
"Fast nie oder nie","2002","Brandenburg","weiblich","","","",""
"Fast nie oder nie","2002","Mecklenburg-Vorpommern","maennlich","","","",""
"Fast nie oder nie","2002","Mecklenburg-Vorpommern","weiblich","","","",""
"Fast nie oder nie","2002","Sachsen","maennlich","","","",""
"Fast nie oder nie","2002","Sachsen","weiblich","","","",""
"Fast nie oder nie","2002","Sachsen-Anhalt","maennlich","","","",""
"Fast nie oder nie","2002","Sachsen-Anhalt","weiblich","","","",""
"Fast nie oder nie","2002","Thueringen","maennlich","","","",""
"Fast nie oder nie","2002","Thueringen","weiblich","","","",""
"Mehrmals im Jahr","2002","Schleswig-Holstein","maennlich","","","",""
"Mehrmals im Jahr","2002","Schleswig-Holstein","weiblich","","","",""
"Mehrmals im Jahr","2002","Hamburg","maennlich","","","",""
"Mehrmals im Jahr","2002","Hamburg","weiblich","","","",""
"Mehrmals im Jahr","2002","Niedersachsen","maennlich","","","",""
"Mehrmals im Jahr","2002","Niedersachsen","weiblich","","","",""
"Mehrmals im Jahr","2002","Bremen","maennlich","","","",""
"Mehrmals im Jahr","2002","Bremen","weiblich","","","",""
"Mehrmals im Jahr","2002","Nordrhein-Westfalen","maennlich","","","",""
"Mehrmals im Jahr","2002","Nordrhein-Westfalen","weiblich","","","",""
"Mehrmals im Jahr","2002","Hessen","maennlich","","","",""
"Mehrmals im Jahr","2002","Hessen","weiblich","","","",""
"Mehrmals im Jahr","2002","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Mehrmals im Jahr","2002","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Mehrmals im Jahr","2002","Baden-Wuerttemberg","maennlich","","","",""
"Mehrmals im Jahr","2002","Baden-Wuerttemberg","weiblich","","","",""
"Mehrmals im Jahr","2002","Bayern","maennlich","","","",""
"Mehrmals im Jahr","2002","Bayern","weiblich","","","",""
"Mehrmals im Jahr","2002","Saarland","maennlich","","","",""
"Mehrmals im Jahr","2002","Saarland","weiblich","","","",""
"Mehrmals im Jahr","2002","Berlin","maennlich","","","",""
"Mehrmals im Jahr","2002","Berlin","weiblich","","","",""
"Mehrmals im Jahr","2002","Brandenburg","maennlich","","","",""
"Mehrmals im Jahr","2002","Brandenburg","weiblich","","","",""
"Mehrmals im Jahr","2002","Mecklenburg-Vorpommern","maennlich","","","",""
"Mehrmals im Jahr","2002","Mecklenburg-Vorpommern","weiblich","","","",""
"Mehrmals im Jahr","2002","Sachsen","maennlich","","","",""
"Mehrmals im Jahr","2002","Sachsen","weiblich","","","",""
"Mehrmals im Jahr","2002","Sachsen-Anhalt","maennlich","","","",""
"Mehrmals im Jahr","2002","Sachsen-Anhalt","weiblich","","","",""
"Mehrmals im Jahr","2002","Thueringen","maennlich","","","",""
"Mehrmals im Jahr","2002","Thueringen","weiblich","","","",""
"Mindestens einmal im Monat","2002","Schleswig-Holstein","maennlich","","","",""
"Mindestens einmal im Monat","2002","Schleswig-Holstein","weiblich","","","",""
"Mindestens einmal im Monat","2002","Hamburg","maennlich","","","",""
"Mindestens einmal im Monat","2002","Hamburg","weiblich","","","",""
"Mindestens einmal im Monat","2002","Niedersachsen","maennlich","","","",""
"Mindestens einmal im Monat","2002","Niedersachsen","weiblich","","","",""
"Mindestens einmal im Monat","2002","Bremen","maennlich","","","",""
"Mindestens einmal im Monat","2002","Bremen","weiblich","","","",""
"Mindestens einmal im Monat","2002","Nordrhein-Westfalen","maennlich","","","",""
"Mindestens einmal im Monat","2002","Nordrhein-Westfalen","weiblich","","","",""
"Mindestens einmal im Monat","2002","Hessen","maennlich","","","",""
"Mindestens einmal im Monat","2002","Hessen","weiblich","","","",""
"Mindestens einmal im Monat","2002","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Mindestens einmal im Monat","2002","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Mindestens einmal im Monat","2002","Baden-Wuerttemberg","maennlich","","","",""
"Mindestens einmal im Monat","2002","Baden-Wuerttemberg","weiblich","","","",""
"Mindestens einmal im Monat","2002","Bayern","maennlich","","","",""
"Mindestens einmal im Monat","2002","Bayern","weiblich","","","",""
"Mindestens einmal im Monat","2002","Saarland","maennlich","","","",""
"Mindestens einmal im Monat","2002","Saarland","weiblich","","","",""
"Mindestens einmal im Monat","2002","Berlin","maennlich","","","",""
"Mindestens einmal im Monat","2002","Berlin","weiblich","","","",""
