year,bula_h,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,"Rhineland-Palatinate, Saarland",No,0.56057,1071,1377,0.53435,0.58679
2014,Baden-Wuerttemberg,Yes,0.20881,775,2775,0.19369,0.22394
2014,Baden-Wuerttemberg,No,0.51833,2000,2775,0.49974,0.53693
2014,Bavaria,Yes,0.20963,1059,3762,0.19662,0.22264
2014,Bavaria,No,0.50426,2703,3762,0.48829,0.52024
2014,Berlin,Yes,0.17564,193,851,0.15006,0.20122
2014,Berlin,No,0.57600,658,851,0.54278,0.60922
2014,Brandenburg,Yes,0.13569,170,953,0.11394,0.15745
2014,Brandenburg,No,0.65859,783,953,0.62846,0.68871
2014,Mecklenburg-Western Pomerania,Yes,0.12035,81,514,0.09219,0.14851
2014,Mecklenburg-Western Pomerania,No,0.68601,433,514,0.64585,0.72617
2014,Saxony,Yes,0.14819,271,1497,0.13019,0.16619
2014,Saxony,No,0.66224,1226,1497,0.63827,0.68620
2014,Saxony-Anhalt,Yes,0.11846,126,903,0.09737,0.13955
2014,Saxony-Anhalt,No,0.70135,777,903,0.67148,0.73122
2014,Thuringa,Yes,0.09884,116,925,0.07960,0.11809
2014,Thuringa,No,0.68584,809,925,0.65591,0.71577
2016,Schleswig-Holstein,Yes,0.17382,153,729,0.14629,0.20135
2016,Schleswig-Holstein,No,0.55563,576,729,0.51954,0.59173
2016,Hamburg,Yes,0.14831,66,357,0.11139,0.18523
2016,Hamburg,No,0.52423,291,357,0.47235,0.57611
2016,Lower Saxony,Yes,0.20002,447,2077,0.18282,0.21723
2016,Lower Saxony,No,0.53326,1630,2077,0.51180,0.55472
2016,Bremen,No,0.68446,141,141,0.60748,0.76144
2016,North Rhine-Westphalia,Yes,0.14327,850,4365,0.13288,0.15367
2016,North Rhine-Westphalia,No,0.56975,3515,4365,0.55506,0.58444
2016,Hesse,Yes,0.13060,292,1351,0.11262,0.14857
2016,Hesse,No,0.56215,1059,1351,0.53569,0.58862
2016,"Rhineland-Palatinate, Saarland",Yes,0.13224,236,1285,0.11371,0.15077
2016,"Rhineland-Palatinate, Saarland",No,0.58435,1049,1285,0.55739,0.61131
2016,Baden-Wuerttemberg,Yes,0.18097,623,2443,0.16570,0.19624
2016,Baden-Wuerttemberg,No,0.53413,1820,2443,0.51434,0.55392
2016,Bavaria,Yes,0.20101,875,3345,0.18743,0.21460
2016,Bavaria,No,0.51974,2470,3345,0.50281,0.53668
2016,Berlin,Yes,0.15525,155,795,0.13006,0.18044
2016,Berlin,No,0.61075,640,795,0.57684,0.64467
2016,Brandenburg,Yes,0.09554,121,866,0.07595,0.11513
2016,Brandenburg,No,0.67848,745,866,0.64735,0.70960
2016,Mecklenburg-Western Pomerania,Yes,0.09637,60,473,0.06975,0.12299
2016,Mecklenburg-Western Pomerania,No,0.67548,413,473,0.63324,0.71772
2016,Saxony,Yes,0.13175,238,1345,0.11367,0.14983
2016,Saxony,No,0.67322,1107,1345,0.64815,0.69830
2016,Saxony-Anhalt,Yes,0.08890,88,776,0.06886,0.10894
2016,Saxony-Anhalt,No,0.70554,688,776,0.67345,0.73763
2016,Thuringa,Yes,0.08926,118,833,0.06989,0.10864
2016,Thuringa,No,0.68169,715,833,0.65004,0.71335
2018,Schleswig-Holstein,Yes,0.15435,161,817,0.12956,0.17914
2018,Schleswig-Holstein,No,0.56035,656,817,0.52630,0.59441
2018,Hamburg,Yes,0.12195,69,415,0.09043,0.15347
2018,Hamburg,No,0.55496,346,415,0.50709,0.60284
2018,Lower Saxony,Yes,0.18903,484,2203,0.17268,0.20539
2018,Lower Saxony,No,0.53727,1719,2203,0.51645,0.55810
2018,Bremen,No,0.61149,176,176,0.53927,0.68371
2018,North Rhine-Westphalia,Yes,0.14765,927,4693,0.13750,0.15780
2018,North Rhine-Westphalia,No,0.58094,3766,4693,0.56683,0.59506
2018,Hesse,Yes,0.13838,324,1446,0.12057,0.15618
2018,Hesse,No,0.57998,1122,1446,0.55454,0.60543
2018,"Rhineland-Palatinate, Saarland",Yes,0.13394,227,1284,0.11530,0.15258
2018,"Rhineland-Palatinate, Saarland",No,0.56880,1057,1284,0.54170,0.59590
2018,Baden-Wuerttemberg,Yes,0.20141,623,2369,0.18526,0.21756
2018,Baden-Wuerttemberg,No,0.50998,1746,2369,0.48985,0.53012
2018,Bavaria,Yes,0.20780,960,3449,0.19426,0.22134
2018,Bavaria,No,0.52151,2489,3449,0.50483,0.53818
2018,Berlin,Yes,0.15433,185,870,0.13031,0.17835
2018,Berlin,No,0.60871,685,870,0.57626,0.64116
2018,Brandenburg,Yes,0.13861,177,950,0.11663,0.16060
2018,Brandenburg,No,0.60807,773,950,0.57701,0.63913
2018,Mecklenburg-Western Pomerania,Yes,0.09857,76,550,0.07364,0.12351
2018,Mecklenburg-Western Pomerania,No,0.67825,474,550,0.63917,0.71732
2018,Saxony,Yes,0.14454,288,1521,0.12686,0.16222
2018,Saxony,No,0.65368,1233,1521,0.62977,0.67760
2018,Saxony-Anhalt,Yes,0.10548,121,859,0.08492,0.12603
2018,Saxony-Anhalt,No,0.68859,738,859,0.65760,0.71957
2018,Thuringa,Yes,0.11512,136,868,0.09388,0.13637
2018,Thuringa,No,0.64723,732,868,0.61542,0.67904
2020,Schleswig-Holstein,Yes,0.16021,183,766,0.13422,0.18620
2020,Schleswig-Holstein,No,0.51292,583,766,0.47750,0.54834
2020,Hamburg,Yes,0.15491,98,437,0.12094,0.18887
2020,Hamburg,No,0.52158,339,437,0.47469,0.56847
2020,Lower Saxony,Yes,0.17273,462,2110,0.15660,0.18887
2020,Lower Saxony,No,0.54746,1648,2110,0.52622,0.56870
2020,Bremen,No,0.58238,159,159,0.50548,0.65928
2020,North Rhine-Westphalia,Yes,0.15601,1008,4663,0.14559,0.16643
2020,North Rhine-Westphalia,No,0.57054,3655,4663,0.55633,0.58475
2020,Hesse,Yes,0.13118,321,1449,0.11379,0.14857
2020,Hesse,No,0.57499,1128,1449,0.54953,0.60045
2020,"Rhineland-Palatinate, Saarland",Yes,0.14356,212,1169,0.12345,0.16367
2020,"Rhineland-Palatinate, Saarland",No,0.56743,957,1169,0.53901,0.59584
2020,Baden-Wuerttemberg,Yes,0.19342,612,2356,0.17747,0.20937
2020,Baden-Wuerttemberg,No,0.50113,1744,2356,0.48093,0.52132
2020,Bavaria,Yes,0.19648,918,3427,0.18318,0.20979
2020,Bavaria,No,0.51303,2509,3427,0.49629,0.52977
2020,Berlin,Yes,0.16495,205,1020,0.14217,0.18774
2020,Berlin,No,0.58299,815,1020,0.55271,0.61326
2020,Brandenburg,Yes,0.14212,168,951,0.11992,0.16433
2020,Brandenburg,No,0.61616,783,951,0.58523,0.64708
2020,Mecklenburg-Western Pomerania,Yes,0.11633,74,454,0.08681,0.14586
2020,Mecklenburg-Western Pomerania,No,0.66276,380,454,0.61922,0.70630
2020,Saxony,Yes,0.16800,304,1405,0.14844,0.18756
2020,Saxony,No,0.64135,1101,1405,0.61627,0.66644
2020,Saxony-Anhalt,Yes,0.12216,111,795,0.09938,0.14494
2020,Saxony-Anhalt,No,0.65521,684,795,0.62215,0.68827
2020,Thuringa,Yes,0.11133,135,810,0.08965,0.13300
2020,Thuringa,No,0.66305,675,810,0.63048,0.69563
