year,age_gr,bula_h,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,46-65 y.,Saxony-Anhalt,No,0.94633,325,325,0.92180,0.97087
2003,46-65 y.,Thuringa,No,0.92540,291,291,0.89516,0.95564
2003,66 and older,Schleswig-Holstein,No,0.83320,98,98,0.75901,0.90739
2003,66 and older,Hamburg,No,0.86197,34,34,0.74429,0.97966
2003,66 and older,Lower Saxony,No,0.82785,271,271,0.78282,0.87288
2003,66 and older,Bremen,No,0.90112,31,31,0.79430,1.00794
2003,66 and older,North Rhine-Westphalia,Yes,0.10890,85,667,0.08524,0.13256
2003,66 and older,North Rhine-Westphalia,No,0.78153,582,667,0.75015,0.81292
2003,66 and older,Hesse,No,0.84657,184,184,0.79436,0.89879
2003,66 and older,"Rhineland-Palatinate, Saarland",No,0.77994,197,197,0.72194,0.83794
2003,66 and older,Baden-Wuerttemberg,Yes,0.11314,46,323,0.07854,0.14773
2003,66 and older,Baden-Wuerttemberg,No,0.77412,277,323,0.72844,0.81979
2003,66 and older,Bavaria,Yes,0.11548,66,438,0.08552,0.14545
2003,66 and older,Bavaria,No,0.76375,372,438,0.72392,0.80357
2003,66 and older,Berlin,No,0.87392,98,98,0.80786,0.93998
2003,66 and older,Brandenburg,No,0.98186,175,175,0.96203,1.00169
2003,66 and older,Mecklenburg-Western Pomerania,No,0.98074,79,79,0.95025,1.01124
2003,66 and older,Saxony,No,0.96914,271,271,0.94852,0.98977
2003,66 and older,Saxony-Anhalt,No,0.98150,157,157,0.96036,1.00265
2003,66 and older,Thuringa,No,0.99149,149,149,0.97670,1.00629
2004,17-29 y.,Schleswig-Holstein,No,0.89439,97,97,0.83292,0.95587
2004,17-29 y.,Hamburg,No,0.74745,41,41,0.61281,0.88210
2004,17-29 y.,Lower Saxony,Yes,0.11040,34,292,0.07439,0.14641
2004,17-29 y.,Lower Saxony,No,0.80499,258,292,0.75947,0.85052
2004,17-29 y.,North Rhine-Westphalia,Yes,0.09813,86,648,0.07521,0.12106
2004,17-29 y.,North Rhine-Westphalia,No,0.78616,562,648,0.75456,0.81775
2004,17-29 y.,Hesse,No,0.80975,189,189,0.75364,0.86586
2004,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.86681,172,172,0.81588,0.91773
2004,17-29 y.,Baden-Wuerttemberg,Yes,0.09746,49,459,0.07030,0.12462
2004,17-29 y.,Baden-Wuerttemberg,No,0.83019,410,459,0.79580,0.86458
2004,17-29 y.,Bavaria,Yes,0.08937,47,469,0.06352,0.11522
2004,17-29 y.,Bavaria,No,0.79717,422,469,0.76074,0.83360
2004,17-29 y.,Berlin,No,0.81651,143,143,0.75285,0.88018
2004,17-29 y.,Brandenburg,No,0.87690,147,147,0.82360,0.93019
2004,17-29 y.,Mecklenburg-Western Pomerania,No,0.91963,83,83,0.86079,0.97848
2004,17-29 y.,Saxony,Yes,0.08070,32,296,0.04962,0.11178
2004,17-29 y.,Saxony,No,0.87726,264,296,0.83981,0.91470
2004,17-29 y.,Saxony-Anhalt,No,0.91886,161,161,0.87655,0.96117
2004,17-29 y.,Thuringa,No,0.89744,181,181,0.85312,0.94176
2004,30-45 y.,Schleswig-Holstein,No,0.77564,127,127,0.70280,0.84848
2004,30-45 y.,Hamburg,No,0.76922,50,50,0.65125,0.88719
2004,30-45 y.,Lower Saxony,Yes,0.09312,60,525,0.06824,0.11801
2004,30-45 y.,Lower Saxony,No,0.79791,465,525,0.76352,0.83229
2004,30-45 y.,Bremen,No,0.72085,35,35,0.57006,0.87163
2004,30-45 y.,North Rhine-Westphalia,Yes,0.14834,206,1179,0.12804,0.16863
2004,30-45 y.,North Rhine-Westphalia,No,0.71971,973,1179,0.69406,0.74536
2004,30-45 y.,Hesse,Yes,0.08917,46,387,0.06074,0.11760
2004,30-45 y.,Hesse,No,0.76987,341,387,0.72788,0.81186
2004,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.10701,37,374,0.07564,0.13839
2004,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.80242,337,374,0.76201,0.84283
2004,30-45 y.,Baden-Wuerttemberg,Yes,0.11322,107,742,0.09041,0.13604
2004,30-45 y.,Baden-Wuerttemberg,No,0.75332,635,742,0.72228,0.78436
2004,30-45 y.,Bavaria,Yes,0.14014,126,781,0.11578,0.16450
2004,30-45 y.,Bavaria,No,0.69078,655,781,0.65835,0.72322
2004,30-45 y.,Berlin,No,0.80243,170,170,0.74240,0.86246
2004,30-45 y.,Brandenburg,No,0.83100,169,169,0.77433,0.88767
2004,30-45 y.,Mecklenburg-Western Pomerania,No,0.86087,120,120,0.79869,0.92305
2004,30-45 y.,Saxony,Yes,0.08621,44,389,0.05828,0.11414
2004,30-45 y.,Saxony,No,0.79988,345,389,0.76007,0.83969
2004,30-45 y.,Saxony-Anhalt,No,0.83212,172,172,0.77610,0.88814
2004,30-45 y.,Thuringa,No,0.79601,214,214,0.74189,0.85012
2004,46-65 y.,Schleswig-Holstein,No,0.71996,172,172,0.65266,0.78726
2004,46-65 y.,Hamburg,No,0.81080,85,85,0.72704,0.89456
2004,46-65 y.,Lower Saxony,Yes,0.10515,77,466,0.07727,0.13303
2004,46-65 y.,Lower Saxony,No,0.74723,389,466,0.70772,0.78673
2004,46-65 y.,Bremen,No,0.81593,42,42,0.69730,0.93456
2004,46-65 y.,North Rhine-Westphalia,Yes,0.13024,237,1223,0.11137,0.14911
2004,46-65 y.,North Rhine-Westphalia,No,0.72880,986,1223,0.70388,0.75373
2004,46-65 y.,Hesse,Yes,0.08693,51,368,0.05810,0.11575
2004,46-65 y.,Hesse,No,0.68575,317,368,0.63825,0.73324
2004,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.07985,36,313,0.04977,0.10993
2004,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.75946,277,313,0.71203,0.80689
2004,46-65 y.,Baden-Wuerttemberg,Yes,0.15745,116,669,0.12983,0.18508
2004,46-65 y.,Baden-Wuerttemberg,No,0.68987,553,669,0.65480,0.72495
2004,46-65 y.,Bavaria,Yes,0.14548,144,753,0.12028,0.17068
2004,46-65 y.,Bavaria,No,0.64429,609,753,0.61008,0.67851
2004,46-65 y.,Berlin,No,0.75258,195,195,0.69186,0.81331
2004,46-65 y.,Brandenburg,No,0.86069,285,285,0.82042,0.90096
2004,46-65 y.,Mecklenburg-Western Pomerania,No,0.86255,150,150,0.80727,0.91784
2004,46-65 y.,Saxony,No,0.86054,453,453,0.82861,0.89248
2004,46-65 y.,Saxony-Anhalt,No,0.92906,308,308,0.90034,0.95778
2004,46-65 y.,Thuringa,No,0.90951,267,267,0.87503,0.94399
2004,66 and older,Schleswig-Holstein,No,0.83671,99,99,0.76352,0.90989
2004,66 and older,Hamburg,No,0.85776,33,33,0.73674,0.97879
2004,66 and older,Lower Saxony,Yes,0.07978,34,313,0.04972,0.10985
2004,66 and older,Lower Saxony,No,0.81074,279,313,0.76727,0.85420
2004,66 and older,North Rhine-Westphalia,Yes,0.11936,96,694,0.09522,0.14350
2004,66 and older,North Rhine-Westphalia,No,0.77210,598,694,0.74087,0.80334
2004,66 and older,Hesse,No,0.88518,188,188,0.83949,0.93087
2004,66 and older,"Rhineland-Palatinate, Saarland",No,0.81070,198,198,0.75599,0.86540
2004,66 and older,Baden-Wuerttemberg,Yes,0.13645,59,334,0.09958,0.17332
2004,66 and older,Baden-Wuerttemberg,No,0.76228,275,334,0.71656,0.80800
2004,66 and older,Bavaria,Yes,0.11971,73,446,0.08955,0.14987
2004,66 and older,Bavaria,No,0.75983,373,446,0.72013,0.79952
2004,66 and older,Berlin,No,0.87868,101,101,0.81469,0.94268
2004,66 and older,Brandenburg,No,0.96079,179,179,0.93227,0.98930
2004,66 and older,Mecklenburg-Western Pomerania,No,0.97445,85,85,0.94071,1.00820
2004,66 and older,Saxony,No,0.96899,274,274,0.94843,0.98956
2004,66 and older,Saxony-Anhalt,No,0.99314,173,173,0.98081,1.00548
2004,66 and older,Thuringa,No,0.97879,158,158,0.95625,1.00133
2005,17-29 y.,Schleswig-Holstein,No,0.88115,100,100,0.81741,0.94490
2005,17-29 y.,Hamburg,No,0.63027,46,46,0.48923,0.77132
2005,17-29 y.,Lower Saxony,Yes,0.11343,32,287,0.07668,0.15018
2005,17-29 y.,Lower Saxony,No,0.79963,255,287,0.75324,0.84602
2005,17-29 y.,North Rhine-Westphalia,Yes,0.10274,81,617,0.07876,0.12671
2005,17-29 y.,North Rhine-Westphalia,No,0.76809,536,617,0.73476,0.80142
2005,17-29 y.,Hesse,No,0.81923,185,185,0.76363,0.87484
2005,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.87314,170,170,0.82296,0.92332
2005,17-29 y.,Baden-Wuerttemberg,Yes,0.10455,47,447,0.07615,0.13294
2005,17-29 y.,Baden-Wuerttemberg,No,0.79765,400,447,0.76036,0.83493
2005,17-29 y.,Bavaria,Yes,0.09941,52,440,0.07142,0.12740
2005,17-29 y.,Bavaria,No,0.76669,388,440,0.72712,0.80625
2005,17-29 y.,Berlin,No,0.88887,135,135,0.83565,0.94208
2005,17-29 y.,Brandenburg,No,0.83431,145,145,0.77358,0.89503
2005,17-29 y.,Mecklenburg-Western Pomerania,No,0.92286,85,85,0.86580,0.97992
2005,17-29 y.,Saxony,Yes,0.08424,36,280,0.05165,0.11683
2005,17-29 y.,Saxony,No,0.82433,244,280,0.77968,0.86899
2005,17-29 y.,Saxony-Anhalt,No,0.91513,158,158,0.87153,0.95872
2005,17-29 y.,Thuringa,No,0.88658,154,154,0.83633,0.93683
2005,30-45 y.,Schleswig-Holstein,No,0.77062,112,112,0.69240,0.84883
2005,30-45 y.,Hamburg,No,0.70974,46,46,0.57713,0.84236
2005,30-45 y.,Lower Saxony,Yes,0.12591,73,471,0.09592,0.15591
2005,30-45 y.,Lower Saxony,No,0.75633,398,471,0.71752,0.79514
2005,30-45 y.,North Rhine-Westphalia,Yes,0.14769,188,1116,0.12686,0.16851
2005,30-45 y.,North Rhine-Westphalia,No,0.72739,928,1116,0.70125,0.75353
2005,30-45 y.,Hesse,Yes,0.14503,63,369,0.10905,0.18101
2005,30-45 y.,Hesse,No,0.73666,306,369,0.69166,0.78166
2005,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.10770,41,325,0.07394,0.14145
2005,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.75598,284,325,0.70921,0.80274
2005,30-45 y.,Baden-Wuerttemberg,Yes,0.13033,111,687,0.10514,0.15552
2005,30-45 y.,Baden-Wuerttemberg,No,0.73760,576,687,0.70468,0.77053
2005,30-45 y.,Bavaria,Yes,0.14862,140,733,0.12285,0.17439
2005,30-45 y.,Bavaria,No,0.66537,593,733,0.63119,0.69955
2005,30-45 y.,Berlin,No,0.81514,169,169,0.75643,0.87384
2005,30-45 y.,Brandenburg,No,0.81412,173,173,0.75599,0.87226
2005,30-45 y.,Mecklenburg-Western Pomerania,No,0.87242,107,107,0.80890,0.93593
2005,30-45 y.,Saxony,Yes,0.12261,52,357,0.08854,0.15668
2005,30-45 y.,Saxony,No,0.76058,305,357,0.71625,0.80491
2005,30-45 y.,Saxony-Anhalt,No,0.77119,153,153,0.70441,0.83797
2005,30-45 y.,Thuringa,No,0.81949,196,196,0.76551,0.87348
2005,46-65 y.,Schleswig-Holstein,No,0.72486,169,169,0.65732,0.79239
2005,46-65 y.,Hamburg,No,0.85436,84,84,0.77847,0.93025
2005,46-65 y.,Lower Saxony,Yes,0.10094,68,440,0.07276,0.12912
2005,46-65 y.,Lower Saxony,No,0.75640,372,440,0.71625,0.79656
2005,46-65 y.,Bremen,No,0.79618,41,41,0.67134,0.92102
2005,46-65 y.,North Rhine-Westphalia,Yes,0.14113,228,1136,0.12088,0.16139
2005,46-65 y.,North Rhine-Westphalia,No,0.69900,908,1136,0.67231,0.72568
2005,46-65 y.,Hesse,Yes,0.09591,59,339,0.06452,0.12731
2005,46-65 y.,Hesse,No,0.64930,280,339,0.59842,0.70017
2005,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.11136,42,295,0.07540,0.14732
2005,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.72341,253,295,0.67227,0.77454
2005,46-65 y.,Baden-Wuerttemberg,Yes,0.17160,117,638,0.14232,0.20088
2005,46-65 y.,Baden-Wuerttemberg,No,0.67557,521,638,0.63921,0.71192
2005,46-65 y.,Bavaria,Yes,0.13702,138,725,0.11197,0.16207
2005,46-65 y.,Bavaria,No,0.66186,587,725,0.62739,0.69632
2005,46-65 y.,Berlin,No,0.75645,177,177,0.69304,0.81986
2005,46-65 y.,Brandenburg,No,0.84708,265,265,0.80366,0.89049
2005,46-65 y.,Mecklenburg-Western Pomerania,No,0.89461,146,146,0.84463,0.94459
2005,46-65 y.,Saxony,Yes,0.05116,36,471,0.03124,0.07108
2005,46-65 y.,Saxony,No,0.82957,435,471,0.79557,0.86356
2005,46-65 y.,Saxony-Anhalt,No,0.89396,292,292,0.85858,0.92934
2005,46-65 y.,Thuringa,No,0.90467,252,252,0.86833,0.94100
2005,66 and older,Schleswig-Holstein,No,0.85603,99,99,0.78652,0.92553
2005,66 and older,Hamburg,No,0.90753,34,34,0.80868,1.00637
2005,66 and older,Lower Saxony,Yes,0.09217,39,319,0.06037,0.12396
2005,66 and older,Lower Saxony,No,0.80389,280,319,0.76025,0.84753
2005,66 and older,North Rhine-Westphalia,Yes,0.14602,117,699,0.11982,0.17222
2005,66 and older,North Rhine-Westphalia,No,0.74665,582,699,0.71438,0.77891
2005,66 and older,Hesse,No,0.86074,184,184,0.81058,0.91091
2005,66 and older,"Rhineland-Palatinate, Saarland",No,0.77678,201,201,0.71906,0.83449
2005,66 and older,Baden-Wuerttemberg,Yes,0.11952,59,345,0.08524,0.15380
2005,66 and older,Baden-Wuerttemberg,No,0.77701,286,345,0.73303,0.82100
2005,66 and older,Bavaria,Yes,0.12897,67,421,0.09692,0.16103
2005,66 and older,Bavaria,No,0.74734,354,421,0.70579,0.78890
2005,66 and older,Berlin,No,0.88899,97,97,0.82615,0.95183
2005,66 and older,Brandenburg,No,0.89710,165,165,0.85059,0.94360
2005,66 and older,Mecklenburg-Western Pomerania,No,0.97864,94,94,0.94926,1.00803
2005,66 and older,Saxony,No,0.95895,271,271,0.93528,0.98261
2005,66 and older,Saxony-Anhalt,No,0.97896,172,172,0.95745,1.00047
2005,66 and older,Thuringa,No,0.97150,159,159,0.94555,0.99745
2006,17-29 y.,Schleswig-Holstein,No,0.80560,88,88,0.72244,0.88876
2006,17-29 y.,Hamburg,No,0.48973,43,43,0.33854,0.64092
2006,17-29 y.,Lower Saxony,Yes,0.10686,32,287,0.07106,0.14267
2006,17-29 y.,Lower Saxony,No,0.73734,255,287,0.68633,0.78834
2006,17-29 y.,North Rhine-Westphalia,Yes,0.10502,80,589,0.08024,0.12980
2006,17-29 y.,North Rhine-Westphalia,No,0.72200,509,589,0.68578,0.75821
2006,17-29 y.,Hesse,No,0.73391,168,168,0.66688,0.80093
2006,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.79124,172,172,0.73032,0.85216
2006,17-29 y.,Baden-Wuerttemberg,Yes,0.10391,55,446,0.07556,0.13226
2006,17-29 y.,Baden-Wuerttemberg,No,0.75270,391,446,0.71262,0.79279
2006,17-29 y.,Bavaria,Yes,0.11075,67,439,0.08136,0.14014
2006,17-29 y.,Bavaria,No,0.72652,372,439,0.68478,0.76827
2006,17-29 y.,Berlin,No,0.77168,110,110,0.69287,0.85048
2006,17-29 y.,Brandenburg,No,0.80630,138,138,0.74013,0.87248
2006,17-29 y.,Mecklenburg-Western Pomerania,No,0.77138,76,76,0.67634,0.86642
2006,17-29 y.,Saxony,Yes,0.08896,34,271,0.05500,0.12292
2006,17-29 y.,Saxony,No,0.75502,237,271,0.70373,0.80632
2006,17-29 y.,Saxony-Anhalt,No,0.82816,155,155,0.76858,0.88774
2006,17-29 y.,Thuringa,No,0.82405,134,134,0.75933,0.88876
2006,30-45 y.,Schleswig-Holstein,No,0.80654,125,125,0.73701,0.87607
2006,30-45 y.,Hamburg,No,0.77126,43,43,0.64423,0.89828
2006,30-45 y.,Lower Saxony,Yes,0.14723,90,514,0.11657,0.17789
2006,30-45 y.,Lower Saxony,No,0.74309,424,514,0.70528,0.78090
2006,30-45 y.,North Rhine-Westphalia,Yes,0.17296,232,1128,0.15088,0.19504
2006,30-45 y.,North Rhine-Westphalia,No,0.69484,896,1128,0.66796,0.72172
2006,30-45 y.,Hesse,Yes,0.14557,75,371,0.10963,0.18150
2006,30-45 y.,Hesse,No,0.68853,296,371,0.64135,0.73572
2006,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.11366,45,318,0.07872,0.14861
2006,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.76251,273,318,0.71567,0.80936
2006,30-45 y.,Baden-Wuerttemberg,Yes,0.14405,134,729,0.11854,0.16956
2006,30-45 y.,Baden-Wuerttemberg,No,0.72841,595,729,0.69610,0.76072
2006,30-45 y.,Bavaria,Yes,0.16821,164,799,0.14226,0.19417
2006,30-45 y.,Bavaria,No,0.69564,635,799,0.66371,0.72756
2006,30-45 y.,Berlin,No,0.76347,141,141,0.69308,0.83387
2006,30-45 y.,Brandenburg,No,0.70873,168,168,0.63981,0.77764
2006,30-45 y.,Mecklenburg-Western Pomerania,No,0.77674,114,114,0.69995,0.85352
2006,30-45 y.,Saxony,Yes,0.13070,54,354,0.09554,0.16586
2006,30-45 y.,Saxony,No,0.77524,300,354,0.73169,0.81878
2006,30-45 y.,Saxony-Anhalt,No,0.76372,160,160,0.69769,0.82975
2006,30-45 y.,Thuringa,No,0.78015,197,197,0.72217,0.83813
2006,46-65 y.,Schleswig-Holstein,Yes,0.09833,34,200,0.05696,0.13970
2006,46-65 y.,Schleswig-Holstein,No,0.70286,166,200,0.63937,0.76636
2006,46-65 y.,Hamburg,No,0.78830,77,77,0.69645,0.88014
2006,46-65 y.,Lower Saxony,Yes,0.12584,93,492,0.09651,0.15518
2006,46-65 y.,Lower Saxony,No,0.71623,399,492,0.67635,0.75610
2006,46-65 y.,Bremen,No,0.83204,39,39,0.71317,0.95090
2006,46-65 y.,North Rhine-Westphalia,Yes,0.14557,267,1199,0.12560,0.16554
2006,46-65 y.,North Rhine-Westphalia,No,0.67937,932,1199,0.65294,0.70580
2006,46-65 y.,Hesse,Yes,0.12808,85,387,0.09475,0.16142
2006,46-65 y.,Hesse,No,0.66484,302,387,0.61775,0.71193
2006,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.12591,51,329,0.09001,0.16181
2006,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.69866,278,329,0.64900,0.74831
2006,46-65 y.,Baden-Wuerttemberg,Yes,0.18515,154,672,0.15576,0.21454
2006,46-65 y.,Baden-Wuerttemberg,No,0.65069,518,672,0.61462,0.68677
2006,46-65 y.,Bavaria,Yes,0.19259,199,805,0.16534,0.21985
2006,46-65 y.,Bavaria,No,0.59966,606,805,0.56579,0.63352
2006,46-65 y.,Berlin,Yes,0.11085,37,245,0.07146,0.15024
2006,46-65 y.,Berlin,No,0.76268,208,245,0.70929,0.81606
2006,46-65 y.,Brandenburg,Yes,0.11778,33,309,0.08178,0.15378
2006,46-65 y.,Brandenburg,No,0.82465,276,309,0.78218,0.86711
2006,46-65 y.,Mecklenburg-Western Pomerania,No,0.84672,157,157,0.79018,0.90325
2006,46-65 y.,Saxony,Yes,0.08261,46,517,0.05886,0.10637
2006,46-65 y.,Saxony,No,0.83225,471,517,0.80001,0.86449
2006,46-65 y.,Saxony-Anhalt,No,0.89259,279,279,0.85620,0.92899
2006,46-65 y.,Thuringa,No,0.90028,269,269,0.86440,0.93615
2006,66 and older,Schleswig-Holstein,No,0.78003,108,108,0.70155,0.85852
2006,66 and older,Hamburg,No,0.84707,50,50,0.74629,0.94785
2006,66 and older,Lower Saxony,Yes,0.09523,47,366,0.06511,0.12534
2006,66 and older,Lower Saxony,No,0.76937,319,366,0.72615,0.81258
2006,66 and older,North Rhine-Westphalia,Yes,0.13956,135,814,0.11574,0.16339
2006,66 and older,North Rhine-Westphalia,No,0.75943,679,814,0.73004,0.78881
2006,66 and older,Hesse,No,0.84798,219,219,0.80032,0.89564
2006,66 and older,"Rhineland-Palatinate, Saarland",No,0.83827,217,217,0.78916,0.88737
2006,66 and older,Baden-Wuerttemberg,Yes,0.12071,74,426,0.08974,0.15168
2006,66 and older,Baden-Wuerttemberg,No,0.76612,352,426,0.72588,0.80637
2006,66 and older,Bavaria,Yes,0.14835,93,489,0.11681,0.17989
2006,66 and older,Bavaria,No,0.70395,396,489,0.66345,0.74446
2006,66 and older,Berlin,No,0.83096,111,111,0.76092,0.90100
2006,66 and older,Brandenburg,No,0.93894,197,197,0.90542,0.97246
2006,66 and older,Mecklenburg-Western Pomerania,No,0.96136,108,108,0.92484,0.99788
2006,66 and older,Saxony,No,0.95896,310,310,0.93684,0.98108
2006,66 and older,Saxony-Anhalt,No,0.99217,193,193,0.97970,1.00464
2006,66 and older,Thuringa,No,0.91931,194,194,0.88088,0.95773
2007,17-29 y.,Schleswig-Holstein,No,0.67450,76,76,0.56846,0.78055
2007,17-29 y.,Hamburg,No,0.53963,40,40,0.38320,0.69606
2007,17-29 y.,Lower Saxony,Yes,0.13313,37,254,0.09127,0.17499
2007,17-29 y.,Lower Saxony,No,0.69559,217,254,0.63889,0.75229
2007,17-29 y.,North Rhine-Westphalia,Yes,0.11794,83,552,0.09101,0.14487
2007,17-29 y.,North Rhine-Westphalia,No,0.69418,469,552,0.65571,0.73265
2007,17-29 y.,Hesse,No,0.70939,159,159,0.63859,0.78019
2007,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.75161,148,148,0.68176,0.82146
2007,17-29 y.,Baden-Wuerttemberg,Yes,0.13003,56,404,0.09719,0.16286
2007,17-29 y.,Baden-Wuerttemberg,No,0.72488,348,404,0.68127,0.76848
2007,17-29 y.,Bavaria,Yes,0.11304,57,393,0.08169,0.14438
2007,17-29 y.,Bavaria,No,0.64653,336,393,0.59921,0.69386
2007,17-29 y.,Berlin,No,0.77717,116,116,0.70111,0.85323
2007,17-29 y.,Brandenburg,No,0.82768,119,119,0.75954,0.89582
2007,17-29 y.,Mecklenburg-Western Pomerania,No,0.74094,68,68,0.63604,0.84585
2007,17-29 y.,Saxony,No,0.83484,229,229,0.78664,0.88304
2007,17-29 y.,Saxony-Anhalt,No,0.80380,138,138,0.73730,0.87030
2007,17-29 y.,Thuringa,No,0.75420,132,132,0.68047,0.82793
2007,30-45 y.,Schleswig-Holstein,No,0.79432,109,109,0.71809,0.87055
2007,30-45 y.,Hamburg,No,0.68971,41,41,0.54634,0.83307
2007,30-45 y.,Lower Saxony,Yes,0.17302,91,473,0.13889,0.20714
2007,30-45 y.,Lower Saxony,No,0.70908,382,473,0.66810,0.75005
2007,30-45 y.,North Rhine-Westphalia,Yes,0.18435,230,1026,0.16062,0.20809
2007,30-45 y.,North Rhine-Westphalia,No,0.67256,796,1026,0.64383,0.70129
2007,30-45 y.,Hesse,Yes,0.15658,72,341,0.11795,0.19520
2007,30-45 y.,Hesse,No,0.69556,269,341,0.64665,0.74447
2007,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.11584,40,275,0.07794,0.15373
2007,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.74000,235,275,0.68806,0.79193
2007,30-45 y.,Baden-Wuerttemberg,Yes,0.17204,133,624,0.14240,0.20168
2007,30-45 y.,Baden-Wuerttemberg,No,0.66983,491,624,0.63290,0.70676
2007,30-45 y.,Bavaria,Yes,0.18819,172,740,0.16001,0.21637
2007,30-45 y.,Bavaria,No,0.67448,568,740,0.64070,0.70826
2007,30-45 y.,Berlin,No,0.74920,116,116,0.66997,0.82842
2007,30-45 y.,Brandenburg,No,0.71962,148,148,0.64700,0.79223
2007,30-45 y.,Mecklenburg-Western Pomerania,No,0.87579,105,105,0.81240,0.93918
2007,30-45 y.,Saxony,Yes,0.14933,55,335,0.11111,0.18756
2007,30-45 y.,Saxony,No,0.73558,280,335,0.68828,0.78288
2007,30-45 y.,Saxony-Anhalt,No,0.78683,155,155,0.72215,0.85151
2007,30-45 y.,Thuringa,No,0.76286,177,177,0.70003,0.82570
2007,46-65 y.,Schleswig-Holstein,No,0.71534,154,154,0.64384,0.78685
2007,46-65 y.,Hamburg,No,0.76253,64,64,0.65745,0.86761
2007,46-65 y.,Lower Saxony,Yes,0.15947,96,455,0.12579,0.19315
2007,46-65 y.,Lower Saxony,No,0.68032,359,455,0.63742,0.72322
2007,46-65 y.,Bremen,No,0.80021,38,38,0.67138,0.92905
2007,46-65 y.,North Rhine-Westphalia,Yes,0.15592,250,1076,0.13423,0.17760
2007,46-65 y.,North Rhine-Westphalia,No,0.67508,826,1076,0.64709,0.70308
2007,46-65 y.,Hesse,Yes,0.14026,92,369,0.10478,0.17574
2007,46-65 y.,Hesse,No,0.64526,277,369,0.59638,0.69414
2007,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.14657,52,313,0.10732,0.18581
2007,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.67048,261,313,0.61832,0.72263
2007,46-65 y.,Baden-Wuerttemberg,Yes,0.19370,154,639,0.16304,0.22437
2007,46-65 y.,Baden-Wuerttemberg,No,0.66846,485,639,0.63193,0.70499
2007,46-65 y.,Bavaria,Yes,0.18275,179,769,0.15541,0.21008
2007,46-65 y.,Bavaria,No,0.62356,590,769,0.58929,0.65782
2007,46-65 y.,Berlin,Yes,0.12489,43,242,0.08315,0.16663
2007,46-65 y.,Berlin,No,0.74903,199,242,0.69429,0.80377
2007,46-65 y.,Brandenburg,No,0.79558,236,236,0.74402,0.84714
2007,46-65 y.,Mecklenburg-Western Pomerania,No,0.81626,147,147,0.75344,0.87908
2007,46-65 y.,Saxony,Yes,0.10637,61,488,0.07899,0.13376
2007,46-65 y.,Saxony,No,0.80457,427,488,0.76935,0.83979
2007,46-65 y.,Saxony-Anhalt,No,0.86049,264,264,0.81861,0.90236
2007,46-65 y.,Thuringa,No,0.88976,256,256,0.85132,0.92820
2007,66 and older,Schleswig-Holstein,No,0.74642,104,104,0.66240,0.83044
2007,66 and older,Hamburg,No,0.85090,52,52,0.75314,0.94866
2007,66 and older,Lower Saxony,Yes,0.08896,43,349,0.05905,0.11887
2007,66 and older,Lower Saxony,No,0.76908,306,349,0.72481,0.81336
2007,66 and older,North Rhine-Westphalia,Yes,0.14959,143,787,0.12465,0.17452
2007,66 and older,North Rhine-Westphalia,No,0.73369,644,787,0.70278,0.76459
2007,66 and older,Hesse,Yes,0.09046,33,225,0.05289,0.12802
2007,66 and older,Hesse,No,0.80451,192,225,0.75258,0.85645
2007,66 and older,"Rhineland-Palatinate, Saarland",No,0.80531,191,191,0.74901,0.86162
2007,66 and older,Baden-Wuerttemberg,Yes,0.13354,73,409,0.10054,0.16655
2007,66 and older,Baden-Wuerttemberg,No,0.74764,336,409,0.70549,0.78979
2007,66 and older,Bavaria,Yes,0.16084,98,494,0.12841,0.19327
2007,66 and older,Bavaria,No,0.69943,396,494,0.65896,0.73990
2007,66 and older,Berlin,No,0.83952,102,102,0.76793,0.91110
2007,66 and older,Brandenburg,No,0.88153,192,192,0.83570,0.92736
2007,66 and older,Mecklenburg-Western Pomerania,No,0.94314,97,97,0.89681,0.98946
2007,66 and older,Saxony,No,0.91087,291,291,0.87807,0.94366
2007,66 and older,Saxony-Anhalt,No,0.94856,182,182,0.91638,0.98074
2007,66 and older,Thuringa,No,0.94748,197,197,0.91624,0.97871
2008,17-29 y.,Schleswig-Holstein,No,0.68115,70,70,0.57119,0.79111
2008,17-29 y.,Hamburg,No,0.55338,36,36,0.38868,0.71809
