"pli0093_h","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","1998","(Fach-)Abitur","weiblich","83","0.153070482449262","0.123893557507016","0.182247407391509"
"Min 1x pro Woche","1998","AkademikerIn","maennlich","119","","",""
"Min 1x pro Woche","1998","AkademikerIn","weiblich","128","","",""
"Min 1x pro Monat","1998","(noch) kein Abschluss","maennlich","13","","",""
"Min 1x pro Monat","1998","(noch) kein Abschluss","weiblich","32","0.0875977314517721","0.0615638694862266","0.113631593417318"
"Min 1x pro Monat","1998","Hauptschule","maennlich","146","","",""
"Min 1x pro Monat","1998","Hauptschule","weiblich","194","","",""
"Min 1x pro Monat","1998","Realschule","maennlich","117","","",""
"Min 1x pro Monat","1998","Realschule","weiblich","209","","",""
"Min 1x pro Monat","1998","(Fach-)Abitur","maennlich","54","0.0939224316040643","0.0696960894435846","0.118148773764544"
"Min 1x pro Monat","1998","(Fach-)Abitur","weiblich","69","0.115217045684591","0.0893440390932117","0.141090052275971"
"Min 1x pro Monat","1998","AkademikerIn","maennlich","129","","",""
"Min 1x pro Monat","1998","AkademikerIn","weiblich","130","","",""
"Seltener","1998","(noch) kein Abschluss","maennlich","65","0.205242611478421","0.16386564940237","0.246619573554471"
"Seltener","1998","(noch) kein Abschluss","weiblich","64","0.150195393218463","0.11729607964983","0.183094706787096"
"Seltener","1998","Hauptschule","maennlich","627","0.225688023254791","0.210716640195677","0.240659406313905"
"Seltener","1998","Hauptschule","weiblich","682","0.217874376710976","0.203415055915945","0.232333697506006"
"Seltener","1998","Realschule","maennlich","479","0.316502013225165","0.293081380003564","0.339922646446766"
"Seltener","1998","Realschule","weiblich","647","0.346703819899374","0.325092761531308","0.36831487826744"
"Seltener","1998","(Fach-)Abitur","maennlich","187","","",""
"Seltener","1998","(Fach-)Abitur","weiblich","197","","",""
"Seltener","1998","AkademikerIn","maennlich","365","0.323060156967882","0.295013622704353","0.351106691231411"
"Seltener","1998","AkademikerIn","weiblich","318","0.333650196607995","0.302620101221087","0.364680291994903"
"Nie","1998","(noch) kein Abschluss","maennlich","256","","",""
"Nie","1998","(noch) kein Abschluss","weiblich","289","","",""
"Nie","1998","Hauptschule","maennlich","2031","","",""
"Nie","1998","Hauptschule","weiblich","2068","","",""
"Nie","1998","Realschule","maennlich","791","0.502507765833586","0.477330630380701","0.527684901286472"
"Nie","1998","Realschule","weiblich","767","0.400347704060046","0.378098725111451","0.422596683008642"
"Nie","1998","(Fach-)Abitur","maennlich","236","","",""
"Nie","1998","(Fach-)Abitur","weiblich","208","","",""
"Nie","1998","AkademikerIn","maennlich","417","0.378405387766311","0.349318668381459","0.407492107151164"
"Nie","1998","AkademikerIn","weiblich","283","","",""
"Taeglich","1999","(noch) kein Abschluss","maennlich","","","",""
"Taeglich","1999","(noch) kein Abschluss","weiblich","","","",""
"Taeglich","1999","Hauptschule","maennlich","","","",""
"Taeglich","1999","Hauptschule","weiblich","","","",""
"Taeglich","1999","Realschule","maennlich","","","",""
"Taeglich","1999","Realschule","weiblich","","","",""
"Taeglich","1999","(Fach-)Abitur","maennlich","","","",""
"Taeglich","1999","(Fach-)Abitur","weiblich","","","",""
"Taeglich","1999","AkademikerIn","maennlich","","","",""
"Taeglich","1999","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Woche","1999","Hauptschule","maennlich","","","",""
"Min 1x pro Woche","1999","Hauptschule","weiblich","","","",""
"Min 1x pro Woche","1999","Realschule","maennlich","","","",""
"Min 1x pro Woche","1999","Realschule","weiblich","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Woche","1999","AkademikerIn","maennlich","","","",""
"Min 1x pro Woche","1999","AkademikerIn","weiblich","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Monat","1999","Hauptschule","maennlich","","","",""
"Min 1x pro Monat","1999","Hauptschule","weiblich","","","",""
"Min 1x pro Monat","1999","Realschule","maennlich","","","",""
"Min 1x pro Monat","1999","Realschule","weiblich","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Monat","1999","AkademikerIn","maennlich","","","",""
"Min 1x pro Monat","1999","AkademikerIn","weiblich","","","",""
"Seltener","1999","(noch) kein Abschluss","maennlich","","","",""
"Seltener","1999","(noch) kein Abschluss","weiblich","","","",""
"Seltener","1999","Hauptschule","maennlich","","","",""
"Seltener","1999","Hauptschule","weiblich","","","",""
"Seltener","1999","Realschule","maennlich","","","",""
"Seltener","1999","Realschule","weiblich","","","",""
"Seltener","1999","(Fach-)Abitur","maennlich","","","",""
"Seltener","1999","(Fach-)Abitur","weiblich","","","",""
"Seltener","1999","AkademikerIn","maennlich","","","",""
"Seltener","1999","AkademikerIn","weiblich","","","",""
"Nie","1999","(noch) kein Abschluss","maennlich","","","",""
"Nie","1999","(noch) kein Abschluss","weiblich","","","",""
"Nie","1999","Hauptschule","maennlich","","","",""
"Nie","1999","Hauptschule","weiblich","","","",""
"Nie","1999","Realschule","maennlich","","","",""
"Nie","1999","Realschule","weiblich","","","",""
"Nie","1999","(Fach-)Abitur","maennlich","","","",""
"Nie","1999","(Fach-)Abitur","weiblich","","","",""
"Nie","1999","AkademikerIn","maennlich","","","",""
"Nie","1999","AkademikerIn","weiblich","","","",""
"Taeglich","2000","(noch) kein Abschluss","maennlich","","","",""
"Taeglich","2000","(noch) kein Abschluss","weiblich","","","",""
"Taeglich","2000","Hauptschule","maennlich","","","",""
"Taeglich","2000","Hauptschule","weiblich","","","",""
"Taeglich","2000","Realschule","maennlich","","","",""
"Taeglich","2000","Realschule","weiblich","","","",""
"Taeglich","2000","(Fach-)Abitur","maennlich","","","",""
"Taeglich","2000","(Fach-)Abitur","weiblich","","","",""
"Taeglich","2000","AkademikerIn","maennlich","","","",""
"Taeglich","2000","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Woche","2000","Hauptschule","maennlich","","","",""
"Min 1x pro Woche","2000","Hauptschule","weiblich","","","",""
"Min 1x pro Woche","2000","Realschule","maennlich","","","",""
"Min 1x pro Woche","2000","Realschule","weiblich","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Woche","2000","AkademikerIn","maennlich","","","",""
"Min 1x pro Woche","2000","AkademikerIn","weiblich","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Monat","2000","Hauptschule","maennlich","","","",""
"Min 1x pro Monat","2000","Hauptschule","weiblich","","","",""
"Min 1x pro Monat","2000","Realschule","maennlich","","","",""
"Min 1x pro Monat","2000","Realschule","weiblich","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Monat","2000","AkademikerIn","maennlich","","","",""
"Min 1x pro Monat","2000","AkademikerIn","weiblich","","","",""
"Seltener","2000","(noch) kein Abschluss","maennlich","","","",""
"Seltener","2000","(noch) kein Abschluss","weiblich","","","",""
"Seltener","2000","Hauptschule","maennlich","","","",""
"Seltener","2000","Hauptschule","weiblich","","","",""
"Seltener","2000","Realschule","maennlich","","","",""
"Seltener","2000","Realschule","weiblich","","","",""
"Seltener","2000","(Fach-)Abitur","maennlich","","","",""
"Seltener","2000","(Fach-)Abitur","weiblich","","","",""
"Seltener","2000","AkademikerIn","maennlich","","","",""
"Seltener","2000","AkademikerIn","weiblich","","","",""
"Nie","2000","(noch) kein Abschluss","maennlich","","","",""
"Nie","2000","(noch) kein Abschluss","weiblich","","","",""
"Nie","2000","Hauptschule","maennlich","","","",""
"Nie","2000","Hauptschule","weiblich","","","",""
"Nie","2000","Realschule","maennlich","","","",""
"Nie","2000","Realschule","weiblich","","","",""
"Nie","2000","(Fach-)Abitur","maennlich","","","",""
"Nie","2000","(Fach-)Abitur","weiblich","","","",""
"Nie","2000","AkademikerIn","maennlich","","","",""
"Nie","2000","AkademikerIn","weiblich","","","",""
"Taeglich","2001","(noch) kein Abschluss","maennlich","","","",""
"Taeglich","2001","(noch) kein Abschluss","weiblich","","","",""
"Taeglich","2001","Hauptschule","maennlich","","","",""
"Taeglich","2001","Hauptschule","weiblich","","","",""
"Taeglich","2001","Realschule","maennlich","","","",""
"Taeglich","2001","Realschule","weiblich","","","",""
"Taeglich","2001","(Fach-)Abitur","maennlich","","","",""
"Taeglich","2001","(Fach-)Abitur","weiblich","","","",""
"Taeglich","2001","AkademikerIn","maennlich","","","",""
"Taeglich","2001","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","2001","(noch) kein Abschluss","maennlich","49","0.124034863830304","0.09177287009687","0.156296857563738"
"Min 1x pro Woche","2001","(noch) kein Abschluss","weiblich","91","0.162475766807204","0.128802083981872","0.196149449632536"
"Min 1x pro Woche","2001","Hauptschule","maennlich","209","","",""
"Min 1x pro Woche","2001","Hauptschule","weiblich","255","","",""
"Min 1x pro Woche","2001","Realschule","maennlich","165","","",""
"Min 1x pro Woche","2001","Realschule","weiblich","334","0.103658828739366","0.0931775793029263","0.114140078175805"
"Min 1x pro Woche","2001","(Fach-)Abitur","maennlich","101","","",""
"Min 1x pro Woche","2001","(Fach-)Abitur","weiblich","174","","",""
"Min 1x pro Woche","2001","AkademikerIn","maennlich","222","","",""
"Min 1x pro Woche","2001","AkademikerIn","weiblich","260","","",""
"Min 1x pro Monat","2001","(noch) kein Abschluss","maennlich","18","","",""
"Min 1x pro Monat","2001","(noch) kein Abschluss","weiblich","33","0.0700576243446325","0.0467577622519154","0.0933574864373497"
"Min 1x pro Monat","2001","Hauptschule","maennlich","137","","",""
"Min 1x pro Monat","2001","Hauptschule","weiblich","194","","",""
"Min 1x pro Monat","2001","Realschule","maennlich","117","","",""
"Min 1x pro Monat","2001","Realschule","weiblich","230","","",""
"Min 1x pro Monat","2001","(Fach-)Abitur","maennlich","95","0.0928671936857415","0.0751417923836205","0.110592594987862"
"Min 1x pro Monat","2001","(Fach-)Abitur","weiblich","119","","",""
"Min 1x pro Monat","2001","AkademikerIn","maennlich","172","","",""
"Min 1x pro Monat","2001","AkademikerIn","weiblich","168","","",""
"Seltener","2001","(noch) kein Abschluss","maennlich","62","0.165218096848715","0.128869200827041","0.201566992870389"
"Seltener","2001","(noch) kein Abschluss","weiblich","80","0.162862906349893","0.129156922243582","0.196568890456205"
"Seltener","2001","Hauptschule","maennlich","801","0.177695923494911","0.166513698088041","0.188878148901782"
"Seltener","2001","Hauptschule","weiblich","849","0.168812341116728","0.158196619036607","0.17942806319685"
"Seltener","2001","Realschule","maennlich","580","0.232652993338312","0.216017041133938","0.249288945542687"
"Seltener","2001","Realschule","weiblich","882","0.266114910400766","0.250919169782691","0.281310651018841"
"Seltener","2001","(Fach-)Abitur","maennlich","283","","",""
"Seltener","2001","(Fach-)Abitur","weiblich","335","0.279789471660926","0.254067717853062","0.305511225468789"
"Seltener","2001","AkademikerIn","maennlich","589","0.300189360476773","0.279959981338505","0.320418739615041"
"Seltener","2001","AkademikerIn","weiblich","481","0.294481428703254","0.271716257988885","0.317246599417624"
"Nie","2001","(noch) kein Abschluss","maennlich","272","","",""
"Nie","2001","(noch) kein Abschluss","weiblich","257","","",""
"Nie","2001","Hauptschule","maennlich","3342","0.739757696716019","0.726922368413703","0.752593025018335"
"Nie","2001","Hauptschule","weiblich","3485","0.736609322052104","0.724126387141104","0.749092256963104"
"Nie","2001","Realschule","maennlich","1616","","",""
"Nie","2001","Realschule","weiblich","1803","","",""
"Nie","2001","(Fach-)Abitur","maennlich","551","0.518128420094475","0.487613387198445","0.548643452990506"
"Nie","2001","(Fach-)Abitur","weiblich","542","0.466653957423781","0.438067708231516","0.495240206616047"
"Nie","2001","AkademikerIn","maennlich","989","0.488978620516968","0.466915897831637","0.511041343202298"
"Nie","2001","AkademikerIn","weiblich","631","0.407831251133851","0.383286947012023","0.432375555255679"
"Taeglich","2002","(noch) kein Abschluss","maennlich","","","",""
"Taeglich","2002","(noch) kein Abschluss","weiblich","","","",""
"Taeglich","2002","Hauptschule","maennlich","","","",""
"Taeglich","2002","Hauptschule","weiblich","","","",""
"Taeglich","2002","Realschule","maennlich","","","",""
"Taeglich","2002","Realschule","weiblich","","","",""
"Taeglich","2002","(Fach-)Abitur","maennlich","","","",""
"Taeglich","2002","(Fach-)Abitur","weiblich","","","",""
"Taeglich","2002","AkademikerIn","maennlich","","","",""
"Taeglich","2002","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Woche","2002","Hauptschule","maennlich","","","",""
"Min 1x pro Woche","2002","Hauptschule","weiblich","","","",""
"Min 1x pro Woche","2002","Realschule","maennlich","","","",""
"Min 1x pro Woche","2002","Realschule","weiblich","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Woche","2002","AkademikerIn","maennlich","","","",""
"Min 1x pro Woche","2002","AkademikerIn","weiblich","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Monat","2002","Hauptschule","maennlich","","","",""
"Min 1x pro Monat","2002","Hauptschule","weiblich","","","",""
"Min 1x pro Monat","2002","Realschule","maennlich","","","",""
"Min 1x pro Monat","2002","Realschule","weiblich","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Monat","2002","AkademikerIn","maennlich","","","",""
"Min 1x pro Monat","2002","AkademikerIn","weiblich","","","",""
"Seltener","2002","(noch) kein Abschluss","maennlich","","","",""
"Seltener","2002","(noch) kein Abschluss","weiblich","","","",""
"Seltener","2002","Hauptschule","maennlich","","","",""
"Seltener","2002","Hauptschule","weiblich","","","",""
"Seltener","2002","Realschule","maennlich","","","",""
"Seltener","2002","Realschule","weiblich","","","",""
"Seltener","2002","(Fach-)Abitur","maennlich","","","",""
"Seltener","2002","(Fach-)Abitur","weiblich","","","",""
"Seltener","2002","AkademikerIn","maennlich","","","",""
"Seltener","2002","AkademikerIn","weiblich","","","",""
"Nie","2002","(noch) kein Abschluss","maennlich","","","",""
"Nie","2002","(noch) kein Abschluss","weiblich","","","",""
"Nie","2002","Hauptschule","maennlich","","","",""
"Nie","2002","Hauptschule","weiblich","","","",""
"Nie","2002","Realschule","maennlich","","","",""
"Nie","2002","Realschule","weiblich","","","",""
"Nie","2002","(Fach-)Abitur","maennlich","","","",""
"Nie","2002","(Fach-)Abitur","weiblich","","","",""
"Nie","2002","AkademikerIn","maennlich","","","",""
"Nie","2002","AkademikerIn","weiblich","","","",""
"Taeglich","2003","(noch) kein Abschluss","maennlich","45","0.0962079434033909","0.0678717732819985","0.124544113524783"
"Taeglich","2003","(noch) kein Abschluss","weiblich","46","0.0565048764103089","0.0356968775564426","0.0773128752641751"
"Taeglich","2003","Hauptschule","maennlich","59","0.016231774909306","0.0123385374785504","0.0201250123400616"
"Taeglich","2003","Hauptschule","weiblich","41","0.00931030666409921","0.00645268926561903","0.0121679240625794"
"Taeglich","2003","Realschule","maennlich","40","0.0137844502436392","0.00917605760088867","0.0183928428863898"
"Taeglich","2003","Realschule","weiblich","65","0.0181990091339042","0.0136293496034324","0.022768668664376"
"Taeglich","2003","(Fach-)Abitur","maennlich","48","0.0507756755782656","0.0378488914771067","0.0637024596794246"
"Taeglich","2003","(Fach-)Abitur","weiblich","47","0.0381604360608023","0.0277299733875763","0.0485908987340283"
"Taeglich","2003","AkademikerIn","maennlich","84","0.0372937757848621","0.0297785794889167","0.0448089720808075"
"Taeglich","2003","AkademikerIn","weiblich","104","","",""
"Min 1x pro Woche","2003","(noch) kein Abschluss","maennlich","46","0.0795509940750814","0.0535479556517872","0.105554032498376"
"Min 1x pro Woche","2003","(noch) kein Abschluss","weiblich","106","","",""
"Min 1x pro Woche","2003","Hauptschule","maennlich","189","","",""
"Min 1x pro Woche","2003","Hauptschule","weiblich","223","","",""
"Min 1x pro Woche","2003","Realschule","maennlich","190","","",""
"Min 1x pro Woche","2003","Realschule","weiblich","385","0.110632162217306","0.0999088327604092","0.121355491674202"
"Min 1x pro Woche","2003","(Fach-)Abitur","maennlich","113","","",""
"Min 1x pro Woche","2003","(Fach-)Abitur","weiblich","221","","",""
"Min 1x pro Woche","2003","AkademikerIn","maennlich","336","0.132770782181873","0.119312381040884","0.146229183322863"
"Min 1x pro Woche","2003","AkademikerIn","weiblich","322","0.165731604561073","0.148950026009572","0.182513183112574"
"Min 1x pro Monat","2003","(noch) kein Abschluss","maennlich","27","","",""
"Min 1x pro Monat","2003","(noch) kein Abschluss","weiblich","53","0.0975185223967672","0.0707835201214717","0.124253524672063"
"Min 1x pro Monat","2003","Hauptschule","maennlich","202","","",""
"Min 1x pro Monat","2003","Hauptschule","weiblich","242","","",""
"Min 1x pro Monat","2003","Realschule","maennlich","165","","",""
"Min 1x pro Monat","2003","Realschule","weiblich","346","0.115966980472801","0.105021126325059","0.126912834620543"
"Min 1x pro Monat","2003","(Fach-)Abitur","maennlich","127","","",""
"Min 1x pro Monat","2003","(Fach-)Abitur","weiblich","190","","",""
"Min 1x pro Monat","2003","AkademikerIn","maennlich","314","0.129378555841009","0.116067236855264","0.142689874826753"
"Min 1x pro Monat","2003","AkademikerIn","weiblich","275","","",""
"Seltener","2003","(noch) kein Abschluss","maennlich","67","0.161367393950184","0.126016924118473","0.196717863781896"
"Seltener","2003","(noch) kein Abschluss","weiblich","73","0.153674967800799","0.121174644644908","0.186175290956689"
"Seltener","2003","Hauptschule","maennlich","762","0.179568805504802","0.167743346194571","0.191394264815034"
"Seltener","2003","Hauptschule","weiblich","870","0.197190550191637","0.185351890048726","0.209029210334548"
"Seltener","2003","Realschule","maennlich","663","0.280345953323695","0.262592703751017","0.298099202896374"
"Seltener","2003","Realschule","weiblich","1041","","",""
"Seltener","2003","(Fach-)Abitur","maennlich","307","0.301945286807108","0.27491273337059","0.328977840243627"
"Seltener","2003","(Fach-)Abitur","weiblich","393","0.305728541176792","0.280645612787979","0.330811469565604"
"Seltener","2003","AkademikerIn","maennlich","784","0.306928471606592","0.288635558193025","0.325221385020159"
"Seltener","2003","AkademikerIn","weiblich","619","0.315767425246082","0.294789487955984","0.336745362536181"
"Nie","2003","(noch) kein Abschluss","maennlich","231","","",""
"Nie","2003","(noch) kein Abschluss","weiblich","195","","",""
"Nie","2003","Hauptschule","maennlich","2835","","",""
"Nie","2003","Hauptschule","weiblich","2963","","",""
"Nie","2003","Realschule","maennlich","1401","","",""
"Nie","2003","Realschule","weiblich","1450","","",""
"Nie","2003","(Fach-)Abitur","maennlich","513","0.447542922709794","0.418264692014804","0.476821153404783"
"Nie","2003","(Fach-)Abitur","weiblich","445","0.370011127062024","0.343725434630094","0.396296819493955"
"Nie","2003","AkademikerIn","maennlich","924","0.393628414585664","0.374251353750744","0.413005475420584"
"Nie","2003","AkademikerIn","weiblich","566","0.322465047574176","0.301369809897595","0.343560285250758"
"Taeglich","2004","(noch) kein Abschluss","maennlich","","","",""
"Taeglich","2004","(noch) kein Abschluss","weiblich","","","",""
"Taeglich","2004","Hauptschule","maennlich","","","",""
"Taeglich","2004","Hauptschule","weiblich","","","",""
"Taeglich","2004","Realschule","maennlich","","","",""
"Taeglich","2004","Realschule","weiblich","","","",""
"Taeglich","2004","(Fach-)Abitur","maennlich","","","",""
"Taeglich","2004","(Fach-)Abitur","weiblich","","","",""
"Taeglich","2004","AkademikerIn","maennlich","","","",""
"Taeglich","2004","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","2004","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Woche","2004","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Woche","2004","Hauptschule","maennlich","","","",""
"Min 1x pro Woche","2004","Hauptschule","weiblich","","","",""
"Min 1x pro Woche","2004","Realschule","maennlich","","","",""
"Min 1x pro Woche","2004","Realschule","weiblich","","","",""
"Min 1x pro Woche","2004","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Woche","2004","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Woche","2004","AkademikerIn","maennlich","","","",""
"Min 1x pro Woche","2004","AkademikerIn","weiblich","","","",""
"Min 1x pro Monat","2004","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Monat","2004","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Monat","2004","Hauptschule","maennlich","","","",""
"Min 1x pro Monat","2004","Hauptschule","weiblich","","","",""
"Min 1x pro Monat","2004","Realschule","maennlich","","","",""
"Min 1x pro Monat","2004","Realschule","weiblich","","","",""
"Min 1x pro Monat","2004","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Monat","2004","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Monat","2004","AkademikerIn","maennlich","","","",""
"Min 1x pro Monat","2004","AkademikerIn","weiblich","","","",""
"Seltener","2004","(noch) kein Abschluss","maennlich","","","",""
"Seltener","2004","(noch) kein Abschluss","weiblich","","","",""
"Seltener","2004","Hauptschule","maennlich","","","",""
"Seltener","2004","Hauptschule","weiblich","","","",""
"Seltener","2004","Realschule","maennlich","","","",""
"Seltener","2004","Realschule","weiblich","","","",""
"Seltener","2004","(Fach-)Abitur","maennlich","","","",""
"Seltener","2004","(Fach-)Abitur","weiblich","","","",""
"Seltener","2004","AkademikerIn","maennlich","","","",""
"Seltener","2004","AkademikerIn","weiblich","","","",""
"Nie","2004","(noch) kein Abschluss","maennlich","","","",""
"Nie","2004","(noch) kein Abschluss","weiblich","","","",""
"Nie","2004","Hauptschule","maennlich","","","",""
"Nie","2004","Hauptschule","weiblich","","","",""
"Nie","2004","Realschule","maennlich","","","",""
"Nie","2004","Realschule","weiblich","","","",""
"Nie","2004","(Fach-)Abitur","maennlich","","","",""
"Nie","2004","(Fach-)Abitur","weiblich","","","",""
"Nie","2004","AkademikerIn","maennlich","","","",""
"Nie","2004","AkademikerIn","weiblich","","","",""
"Taeglich","2005","(noch) kein Abschluss","maennlich","","","",""
"Taeglich","2005","(noch) kein Abschluss","weiblich","","","",""
"Taeglich","2005","Hauptschule","maennlich","","","",""
"Taeglich","2005","Hauptschule","weiblich","","","",""
"Taeglich","2005","Realschule","maennlich","","","",""
"Taeglich","2005","Realschule","weiblich","","","",""
"Taeglich","2005","(Fach-)Abitur","maennlich","","","",""
"Taeglich","2005","(Fach-)Abitur","weiblich","","","",""
"Taeglich","2005","AkademikerIn","maennlich","","","",""
"Taeglich","2005","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","2005","(noch) kein Abschluss","maennlich","87","0.151356668230265","0.116916536268701","0.185796800191828"
"Min 1x pro Woche","2005","(noch) kein Abschluss","weiblich","128","","",""
"Min 1x pro Woche","2005","Hauptschule","maennlich","177","","",""
"Min 1x pro Woche","2005","Hauptschule","weiblich","206","","",""
"Min 1x pro Woche","2005","Realschule","maennlich","151","","",""
"Min 1x pro Woche","2005","Realschule","weiblich","309","0.0964063859848846","0.0859608511719191","0.10685192079785"
"Min 1x pro Woche","2005","(Fach-)Abitur","maennlich","110","","",""
"Min 1x pro Woche","2005","(Fach-)Abitur","weiblich","184","","",""
"Min 1x pro Woche","2005","AkademikerIn","maennlich","291","","",""
"Min 1x pro Woche","2005","AkademikerIn","weiblich","317","0.174223873982295","0.156906963257514","0.191540784707075"
"Min 1x pro Monat","2005","(noch) kein Abschluss","maennlich","28","","",""
"Min 1x pro Monat","2005","(noch) kein Abschluss","weiblich","47","0.0920886573721769","0.0663017466240558","0.117875568120298"
"Min 1x pro Monat","2005","Hauptschule","maennlich","128","","",""
"Min 1x pro Monat","2005","Hauptschule","weiblich","171","","",""
"Min 1x pro Monat","2005","Realschule","maennlich","146","","",""
"Min 1x pro Monat","2005","Realschule","weiblich","270","","",""
"Min 1x pro Monat","2005","(Fach-)Abitur","maennlich","92","0.096685788985137","0.0785405896673392","0.114830988302935"
"Min 1x pro Monat","2005","(Fach-)Abitur","weiblich","166","","",""
"Min 1x pro Monat","2005","AkademikerIn","maennlich","227","","",""
"Min 1x pro Monat","2005","AkademikerIn","weiblich","249","","",""
"Seltener","2005","(noch) kein Abschluss","maennlich","91","0.221191279042435","0.181307084247205","0.261075473837666"
"Seltener","2005","(noch) kein Abschluss","weiblich","90","0.202586406564209","0.16674199183597","0.238430821292449"
"Seltener","2005","Hauptschule","maennlich","809","0.227155116813296","0.213523039613325","0.240787194013267"
"Seltener","2005","Hauptschule","weiblich","836","0.217400521437718","0.204383148734911","0.230417894140526"
"Seltener","2005","Realschule","maennlich","645","0.270325403910612","0.252075296114718","0.288575511706506"
"Seltener","2005","Realschule","weiblich","1001","","",""
"Seltener","2005","(Fach-)Abitur","maennlich","338","0.315748121426386","0.287209079735311","0.344287163117462"
"Seltener","2005","(Fach-)Abitur","weiblich","407","0.313691900580876","0.288072200972595","0.339311600189156"
"Seltener","2005","AkademikerIn","maennlich","822","0.350438576053521","0.330923141993936","0.369954010113107"
"Seltener","2005","AkademikerIn","weiblich","654","0.337727782569428","0.316136070210205","0.35931949492865"
"Nie","2005","(noch) kein Abschluss","maennlich","210","","",""
"Nie","2005","(noch) kein Abschluss","weiblich","218","","",""
"Nie","2005","Hauptschule","maennlich","2515","","",""
"Nie","2005","Hauptschule","weiblich","2644","","",""
"Nie","2005","Realschule","maennlich","1333","","",""
"Nie","2005","Realschule","weiblich","1487","","",""
"Nie","2005","(Fach-)Abitur","maennlich","479","0.474953502250293","0.444292564796902","0.505614439703684"
"Nie","2005","(Fach-)Abitur","weiblich","503","0.421702513029938","0.394435248869386","0.44896977719049"
"Nie","2005","AkademikerIn","maennlich","956","0.433826884704565","0.413554959190975","0.454098810218155"
"Nie","2005","AkademikerIn","weiblich","623","0.346876181932965","0.32514564664222","0.368606717223709"
"Taeglich","2006","(noch) kein Abschluss","maennlich","","","",""
"Taeglich","2006","(noch) kein Abschluss","weiblich","","","",""
"Taeglich","2006","Hauptschule","maennlich","","","",""
"Taeglich","2006","Hauptschule","weiblich","","","",""
"Taeglich","2006","Realschule","maennlich","","","",""
"Taeglich","2006","Realschule","weiblich","","","",""
"Taeglich","2006","(Fach-)Abitur","maennlich","","","",""
"Taeglich","2006","(Fach-)Abitur","weiblich","","","",""
"Taeglich","2006","AkademikerIn","maennlich","","","",""
"Taeglich","2006","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","2006","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Woche","2006","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Woche","2006","Hauptschule","maennlich","","","",""
"Min 1x pro Woche","2006","Hauptschule","weiblich","","","",""
"Min 1x pro Woche","2006","Realschule","maennlich","","","",""
"Min 1x pro Woche","2006","Realschule","weiblich","","","",""
"Min 1x pro Woche","2006","(Fach-)Abitur","maennlich","","","",""
