,Unnamed: 0,year,age_gr,bula_h,pli0093_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1640,1640,2017,17-29 y.,Hamburg,Never,1.0,48,29216,0.62322,1.36644
1641,1641,2017,17-29 y.,Lower Saxony,At least once per week,0.14755,113,29216,0.10914,0.18863
1642,1642,2017,17-29 y.,Lower Saxony,At least once per month,0.10931,76,29216,0.08081,0.14193
1643,1643,2017,17-29 y.,Lower Saxony,Seldom,0.23114,170,29216,0.18254,0.28261
1644,1644,2017,17-29 y.,Lower Saxony,Never,0.512,372,29216,0.42374,0.59805
1645,1645,2017,17-29 y.,Bremen,Never,1.0,39,29216,0.56592,1.62342
1646,1646,2017,17-29 y.,North Rhine-Westphalia,At least once per week,0.18384,222,29216,0.15334,0.20505
1647,1647,2017,17-29 y.,North Rhine-Westphalia,At least once per month,0.08223,104,29216,0.05586,0.10974
1648,1648,2017,17-29 y.,North Rhine-Westphalia,Seldom,0.21148,276,29216,0.17284,0.24733
1649,1649,2017,17-29 y.,North Rhine-Westphalia,Never,0.52245,742,29216,0.46911,0.58448
1650,1650,2017,17-29 y.,Hesse,At least once per week,0.12545,71,29216,0.09212,0.16588
1651,1651,2017,17-29 y.,Hesse,At least once per month,0.10871,44,29216,0.07429,0.13634
1652,1652,2017,17-29 y.,Hesse,Seldom,0.24903,80,29216,0.17599,0.33695
1653,1653,2017,17-29 y.,Hesse,Never,0.5168,232,29216,0.42395,0.63422
1654,1654,2017,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.16346,55,29216,0.11708,0.20748
1655,1655,2017,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.08989,38,29216,0.061,0.11913
1656,1656,2017,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.2269,77,29216,0.17364,0.28874
1657,1657,2017,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.51975,190,29216,0.44033,0.62537
1658,1658,2017,17-29 y.,Baden-Wuerttemberg,At least once per week,0.21099,122,29216,0.16579,0.25958
1659,1659,2017,17-29 y.,Baden-Wuerttemberg,At least once per month,0.10519,72,29216,0.08415,0.13273
1660,1660,2017,17-29 y.,Baden-Wuerttemberg,Seldom,0.29786,176,29216,0.24174,0.36183
1661,1661,2017,17-29 y.,Baden-Wuerttemberg,Never,0.38596,267,29216,0.32034,0.45216
1662,1662,2017,17-29 y.,Bavaria,At least once per week,0.17524,140,29216,0.14265,0.21439
1663,1663,2017,17-29 y.,Bavaria,At least once per month,0.12724,107,29216,0.10148,0.15445
1664,1664,2017,17-29 y.,Bavaria,Seldom,0.2711,187,29216,0.2203,0.34006
1665,1665,2017,17-29 y.,Bavaria,Never,0.42642,369,29216,0.36304,0.49099
1666,1666,2017,17-29 y.,Berlin,At least once per week,0.25683,45,29216,0.18296,0.37327
1667,1667,2017,17-29 y.,Berlin,Seldom,0.29078,46,29216,0.19452,0.39732
1668,1668,2017,17-29 y.,Berlin,Never,0.45239,81,29216,0.32987,0.58965
1669,1669,2017,17-29 y.,Brandenburg,Never,1.0,93,29216,0.78367,1.27983
1670,1670,2017,17-29 y.,Mecklenburg-Western Pomerania,Never,1.0,48,29216,0.73075,1.34176
1671,1671,2017,17-29 y.,Saxony,At least once per week,0.26515,71,29216,0.19757,0.33421
1672,1672,2017,17-29 y.,Saxony,Seldom,0.23178,56,29216,0.17559,0.31156
1673,1673,2017,17-29 y.,Saxony,Never,0.50307,132,29216,0.40172,0.65079
1674,1674,2017,17-29 y.,Saxony-Anhalt,Seldom,0.34674,31,29216,0.20481,0.57873
1675,1675,2017,17-29 y.,Saxony-Anhalt,Never,0.65326,98,29216,0.50203,0.81918
1676,1676,2017,17-29 y.,Thuringa,At least once per week,0.22586,32,29216,0.12609,0.39712
1677,1677,2017,17-29 y.,Thuringa,Seldom,0.17522,41,29216,0.11938,0.24373
1678,1678,2017,17-29 y.,Thuringa,Never,0.59892,86,29216,0.42172,0.86009
1679,1679,2017,30-45 y.,Schleswig-Holstein,At least once per week,0.08847,37,29216,0.06572,0.11893
1680,1680,2017,30-45 y.,Schleswig-Holstein,Seldom,0.34649,112,29216,0.2522,0.45918
1681,1681,2017,30-45 y.,Schleswig-Holstein,Never,0.56504,233,29216,0.4657,0.69884
1682,1682,2017,30-45 y.,Hamburg,Seldom,0.30359,32,29216,0.19345,0.41638
1683,1683,2017,30-45 y.,Hamburg,Never,0.69641,103,29216,0.52316,0.87504
1684,1684,2017,30-45 y.,Lower Saxony,At least once per week,0.07722,79,29216,0.05588,0.10104
1685,1685,2017,30-45 y.,Lower Saxony,At least once per month,0.10984,55,29216,0.07055,0.16447
1686,1686,2017,30-45 y.,Lower Saxony,Seldom,0.2739,204,29216,0.22205,0.34693
1687,1687,2017,30-45 y.,Lower Saxony,Never,0.53904,535,29216,0.46694,0.6193
1688,1688,2017,30-45 y.,Bremen,Never,1.0,43,29216,0.66166,1.48415
1689,1689,2017,30-45 y.,North Rhine-Westphalia,At least once per week,0.11264,201,29216,0.09266,0.13486
1690,1690,2017,30-45 y.,North Rhine-Westphalia,At least once per month,0.08301,150,29216,0.06439,0.09921
1691,1691,2017,30-45 y.,North Rhine-Westphalia,Seldom,0.25241,386,29216,0.21702,0.29255
1692,1692,2017,30-45 y.,North Rhine-Westphalia,Never,0.55195,1243,29216,0.50569,0.59851
1693,1693,2017,30-45 y.,Hesse,At least once per week,0.15226,76,29216,0.11119,0.20125
1694,1694,2017,30-45 y.,Hesse,At least once per month,0.07118,36,29216,0.04568,0.10394
1695,1695,2017,30-45 y.,Hesse,Seldom,0.25144,147,29216,0.18875,0.32139
1696,1696,2017,30-45 y.,Hesse,Never,0.52512,425,29216,0.45009,0.6106
1697,1697,2017,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.15471,55,29216,0.09488,0.22778
1698,1698,2017,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.25139,122,29216,0.20492,0.31958
1699,1699,2017,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.5939,287,29216,0.47153,0.7128
1700,1700,2017,30-45 y.,Baden-Wuerttemberg,At least once per week,0.11829,123,29216,0.0961,0.14769
1701,1701,2017,30-45 y.,Baden-Wuerttemberg,At least once per month,0.08559,91,29216,0.05919,0.11229
1702,1702,2017,30-45 y.,Baden-Wuerttemberg,Seldom,0.33112,327,29216,0.28356,0.38226
1703,1703,2017,30-45 y.,Baden-Wuerttemberg,Never,0.465,595,29216,0.417,0.52365
1704,1704,2017,30-45 y.,Bavaria,At least once per week,0.12734,182,29216,0.1032,0.15877
1705,1705,2017,30-45 y.,Bavaria,At least once per month,0.11649,133,29216,0.08963,0.14504
1706,1706,2017,30-45 y.,Bavaria,Seldom,0.2688,350,29216,0.22973,0.3095
1707,1707,2017,30-45 y.,Bavaria,Never,0.48738,704,29216,0.44279,0.54045
1708,1708,2017,30-45 y.,Berlin,At least once per week,0.29311,63,29216,0.2228,0.36593
1709,1709,2017,30-45 y.,Berlin,Seldom,0.2367,73,29216,0.16033,0.32328
1710,1710,2017,30-45 y.,Berlin,Never,0.47019,174,29216,0.38287,0.55512
1711,1711,2017,30-45 y.,Brandenburg,Seldom,0.29126,67,29216,0.1939,0.38754
1712,1712,2017,30-45 y.,Brandenburg,Never,0.70874,197,29216,0.54054,0.91497
1713,1713,2017,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.30752,36,29216,0.14661,0.5185
1714,1714,2017,30-45 y.,Mecklenburg-Western Pomerania,Never,0.69248,102,29216,0.51775,0.91191
1715,1715,2017,30-45 y.,Saxony,At least once per week,0.14867,66,29216,0.10302,0.20598
1716,1716,2017,30-45 y.,Saxony,At least once per month,0.10739,50,29216,0.07214,0.15443
1717,1717,2017,30-45 y.,Saxony,Seldom,0.28657,142,29216,0.22918,0.36521
1718,1718,2017,30-45 y.,Saxony,Never,0.45737,265,29216,0.38506,0.53851
1719,1719,2017,30-45 y.,Saxony-Anhalt,Seldom,0.21847,45,29216,0.12451,0.33625
1720,1720,2017,30-45 y.,Saxony-Anhalt,Never,0.78153,197,29216,0.60653,1.01613
1721,1721,2017,30-45 y.,Thuringa,At least once per week,0.19082,36,29216,0.13162,0.27028
1722,1722,2017,30-45 y.,Thuringa,Seldom,0.26914,69,29216,0.17768,0.42154
1723,1723,2017,30-45 y.,Thuringa,Never,0.54004,173,29216,0.4115,0.68185
1724,1724,2017,46-65 y.,Schleswig-Holstein,At least once per week,0.15207,45,29216,0.1184,0.20423
1725,1725,2017,46-65 y.,Schleswig-Holstein,Seldom,0.28512,81,29216,0.22265,0.38335
1726,1726,2017,46-65 y.,Schleswig-Holstein,Never,0.5628,197,29216,0.46084,0.65106
1727,1727,2017,46-65 y.,Hamburg,Seldom,0.22892,34,29216,0.1619,0.3354
1728,1728,2017,46-65 y.,Hamburg,Never,0.77108,91,29216,0.59254,1.01905
1729,1729,2017,46-65 y.,Lower Saxony,At least once per week,0.13348,138,29216,0.10553,0.16488
1730,1730,2017,46-65 y.,Lower Saxony,At least once per month,0.06743,77,29216,0.05426,0.07976
1731,1731,2017,46-65 y.,Lower Saxony,Seldom,0.29239,289,29216,0.25615,0.33226
1732,1732,2017,46-65 y.,Lower Saxony,Never,0.5067,599,29216,0.45867,0.55831
1733,1733,2017,46-65 y.,Bremen,Seldom,0.29377,31,29216,0.18457,0.41968
1734,1734,2017,46-65 y.,Bremen,Never,0.70623,35,29216,0.49347,0.96313
1735,1735,2017,46-65 y.,North Rhine-Westphalia,At least once per week,0.11578,286,29216,0.10269,0.13081
1736,1736,2017,46-65 y.,North Rhine-Westphalia,At least once per month,0.05672,130,29216,0.04662,0.06753
1737,1737,2017,46-65 y.,North Rhine-Westphalia,Seldom,0.27736,543,29216,0.25283,0.30276
1738,1738,2017,46-65 y.,North Rhine-Westphalia,Never,0.55013,1261,29216,0.51641,0.58511
1739,1739,2017,46-65 y.,Hesse,At least once per week,0.12899,93,29216,0.10625,0.15737
1740,1740,2017,46-65 y.,Hesse,At least once per month,0.0731,62,29216,0.05542,0.09628
1741,1741,2017,46-65 y.,Hesse,Seldom,0.24845,180,29216,0.21512,0.28656
1742,1742,2017,46-65 y.,Hesse,Never,0.54946,419,29216,0.49419,0.61908
1743,1743,2017,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.12744,76,29216,0.10072,0.15313
1744,1744,2017,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.06045,41,29216,0.04675,0.07599
1745,1745,2017,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.23998,161,29216,0.19631,0.2789
1746,1746,2017,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.57212,349,29216,0.50394,0.64036
1747,1747,2017,46-65 y.,Baden-Wuerttemberg,At least once per week,0.15618,182,29216,0.13064,0.18021
1748,1748,2017,46-65 y.,Baden-Wuerttemberg,At least once per month,0.07662,92,29216,0.05701,0.09376
1749,1749,2017,46-65 y.,Baden-Wuerttemberg,Seldom,0.2737,334,29216,0.24441,0.30963
1750,1750,2017,46-65 y.,Baden-Wuerttemberg,Never,0.4935,543,29216,0.45195,0.53787
1751,1751,2017,46-65 y.,Bavaria,At least once per week,0.12764,239,29216,0.107,0.15365
1752,1752,2017,46-65 y.,Bavaria,At least once per month,0.10693,154,29216,0.0824,0.13264
1753,1753,2017,46-65 y.,Bavaria,Seldom,0.2731,413,29216,0.24051,0.30308
1754,1754,2017,46-65 y.,Bavaria,Never,0.49234,843,29216,0.45162,0.52569
1755,1755,2017,46-65 y.,Berlin,At least once per week,0.13746,56,29216,0.10084,0.18588
1756,1756,2017,46-65 y.,Berlin,Seldom,0.25444,90,29216,0.2048,0.31347
1757,1757,2017,46-65 y.,Berlin,Never,0.60811,166,29216,0.53126,0.70848
1758,1758,2017,46-65 y.,Brandenburg,At least once per week,0.05636,33,29216,0.03862,0.08405
1759,1759,2017,46-65 y.,Brandenburg,Seldom,0.24656,104,29216,0.20888,0.30564
1760,1760,2017,46-65 y.,Brandenburg,Never,0.69708,290,29216,0.6212,0.77754
1761,1761,2017,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.37636,73,29216,0.28711,0.47159
1762,1762,2017,46-65 y.,Mecklenburg-Western Pomerania,Never,0.62364,114,29216,0.52178,0.73244
1763,1763,2017,46-65 y.,Saxony,At least once per week,0.09371,73,29216,0.07378,0.11938
1764,1764,2017,46-65 y.,Saxony,At least once per month,0.07217,48,29216,0.05553,0.09083
1765,1765,2017,46-65 y.,Saxony,Seldom,0.33746,175,29216,0.2829,0.39776
1766,1766,2017,46-65 y.,Saxony,Never,0.49666,334,29216,0.44925,0.56089
1767,1767,2017,46-65 y.,Saxony-Anhalt,At least once per week,0.07923,34,29216,0.05326,0.11557
1768,1768,2017,46-65 y.,Saxony-Anhalt,Seldom,0.2114,81,29216,0.17109,0.25455
1769,1769,2017,46-65 y.,Saxony-Anhalt,Never,0.70938,249,29216,0.63858,0.79028
1770,1770,2017,46-65 y.,Thuringa,At least once per week,0.11105,35,29216,0.07924,0.15964
1771,1771,2017,46-65 y.,Thuringa,Seldom,0.23737,96,29216,0.1899,0.28428
1772,1772,2017,46-65 y.,Thuringa,Never,0.65157,241,29216,0.57387,0.7406
1773,1773,2017,66 and older,Schleswig-Holstein,Seldom,0.22124,32,29216,0.17482,0.28679
1774,1774,2017,66 and older,Schleswig-Holstein,Never,0.77876,109,29216,0.63643,0.90981
1775,1775,2017,66 and older,Hamburg,Never,1.0,52,29216,0.82069,1.2085
1776,1776,2017,66 and older,Lower Saxony,At least once per week,0.15829,73,29216,0.11766,0.20936
1777,1777,2017,66 and older,Lower Saxony,Seldom,0.22375,114,29216,0.18863,0.26449
1778,1778,2017,66 and older,Lower Saxony,Never,0.61796,283,29216,0.55855,0.68753
1779,1779,2017,66 and older,North Rhine-Westphalia,At least once per week,0.10075,96,29216,0.08381,0.11927
1780,1780,2017,66 and older,North Rhine-Westphalia,At least once per month,0.04345,42,29216,0.03458,0.05163
1781,1781,2017,66 and older,North Rhine-Westphalia,Seldom,0.18056,183,29216,0.15963,0.20291
1782,1782,2017,66 and older,North Rhine-Westphalia,Never,0.67524,598,29216,0.62975,0.72343
1783,1783,2017,66 and older,Hesse,At least once per week,0.14032,45,29216,0.10817,0.17316
1784,1784,2017,66 and older,Hesse,Seldom,0.23374,54,29216,0.17825,0.28875
1785,1785,2017,66 and older,Hesse,Never,0.62594,159,29216,0.54865,0.70266
1786,1786,2017,66 and older,"Rhineland-Palatinate, Saarland",At least once per week,0.16493,42,29216,0.13289,0.20575
1787,1787,2017,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.19103,50,29216,0.1464,0.22953
1788,1788,2017,66 and older,"Rhineland-Palatinate, Saarland",Never,0.64404,185,29216,0.57848,0.7032
1789,1789,2017,66 and older,Baden-Wuerttemberg,At least once per week,0.1785,97,29216,0.1524,0.20815
1790,1790,2017,66 and older,Baden-Wuerttemberg,At least once per month,0.07751,46,29216,0.0577,0.09975
1791,1791,2017,66 and older,Baden-Wuerttemberg,Seldom,0.18507,113,29216,0.15272,0.21782
1792,1792,2017,66 and older,Baden-Wuerttemberg,Never,0.55892,287,29216,0.51508,0.61347
1793,1793,2017,66 and older,Bavaria,At least once per week,0.1365,101,29216,0.11283,0.16239
1794,1794,2017,66 and older,Bavaria,At least once per month,0.07913,60,29216,0.06216,0.10059
1795,1795,2017,66 and older,Bavaria,Seldom,0.19261,168,29216,0.17115,0.21767
1796,1796,2017,66 and older,Bavaria,Never,0.59176,447,29216,0.54485,0.64134
1797,1797,2017,66 and older,Berlin,Seldom,0.23312,50,29216,0.17269,0.30902
1798,1798,2017,66 and older,Berlin,Never,0.76688,123,29216,0.67445,0.85432
1799,1799,2017,66 and older,Brandenburg,Seldom,0.25027,48,29216,0.18264,0.32069
1800,1800,2017,66 and older,Brandenburg,Never,0.74973,160,29216,0.64375,0.87923
1801,1801,2017,66 and older,Mecklenburg-Western Pomerania,Seldom,0.20333,31,29216,0.15463,0.25592
1802,1802,2017,66 and older,Mecklenburg-Western Pomerania,Never,0.79667,74,29216,0.67206,0.93801
1803,1803,2017,66 and older,Saxony,At least once per week,0.13465,37,29216,0.10143,0.17553
1804,1804,2017,66 and older,Saxony,Seldom,0.2837,98,29216,0.23602,0.33727
1805,1805,2017,66 and older,Saxony,Never,0.58165,193,29216,0.52728,0.65247
1806,1806,2017,66 and older,Saxony-Anhalt,Seldom,0.18021,41,29216,0.14504,0.21759
1807,1807,2017,66 and older,Saxony-Anhalt,Never,0.81979,130,29216,0.70019,0.93717
1808,1808,2017,66 and older,Thuringa,Seldom,0.17469,32,29216,0.13554,0.21808
1809,1809,2017,66 and older,Thuringa,Never,0.82531,146,29216,0.71019,0.9763
1810,1810,2018,17-29 y.,Lower Saxony,Seldom,0.39904,44,2076,0.2745,0.50934
1811,1811,2018,17-29 y.,Lower Saxony,Never,0.60096,76,2076,0.46967,0.76157
1812,1812,2018,17-29 y.,North Rhine-Westphalia,Seldom,0.2022,46,2076,0.14855,0.25961
1813,1813,2018,17-29 y.,North Rhine-Westphalia,Never,0.7978,179,2076,0.70641,0.90201
1814,1814,2018,17-29 y.,Hesse,Never,1.0,85,2076,0.73371,1.35335
1815,1815,2018,17-29 y.,"Rhineland-Palatinate, Saarland",Never,1.0,41,2076,0.72865,1.26815
1816,1816,2018,17-29 y.,Baden-Wuerttemberg,Never,1.0,49,2076,0.72026,1.31192
1817,1817,2018,17-29 y.,Bavaria,Never,1.0,74,2076,0.7742,1.31697
1818,1818,2018,30-45 y.,Schleswig-Holstein,Never,1.0,48,2076,0.65396,1.38515
1819,1819,2018,30-45 y.,Lower Saxony,Seldom,0.26299,50,2076,0.15645,0.40482
1820,1820,2018,30-45 y.,Lower Saxony,Never,0.73701,122,2076,0.55193,0.92347
1821,1821,2018,30-45 y.,North Rhine-Westphalia,Seldom,0.26757,72,2076,0.19945,0.33365
1822,1822,2018,30-45 y.,North Rhine-Westphalia,Never,0.73243,223,2076,0.64096,0.83457
1823,1823,2018,30-45 y.,Hesse,Never,1.0,148,2076,0.78908,1.18937
1824,1824,2018,30-45 y.,"Rhineland-Palatinate, Saarland",Never,1.0,67,2076,0.70979,1.38104
1825,1825,2018,30-45 y.,Baden-Wuerttemberg,Seldom,0.29665,39,2076,0.20909,0.40542
1826,1826,2018,30-45 y.,Baden-Wuerttemberg,Never,0.70335,121,2076,0.53359,0.86555
1827,1827,2018,30-45 y.,Bavaria,Never,1.0,132,2076,0.81183,1.214
1828,1828,2018,30-45 y.,Berlin,Never,1.0,48,2076,0.63375,1.46129
1829,1829,2018,30-45 y.,Brandenburg,Never,1.0,45,2076,0.68166,1.3579
1830,1830,2018,30-45 y.,Saxony,Never,1.0,53,2076,0.80593,1.27232
1831,1831,2018,30-45 y.,Saxony-Anhalt,Never,1.0,40,2076,0.6542,1.4159
1832,1832,2018,46-65 y.,Lower Saxony,Never,1.0,57,2076,0.77684,1.33004
1833,1833,2018,46-65 y.,North Rhine-Westphalia,Never,1.0,88,2076,0.80789,1.19858
1834,1834,2018,46-65 y.,Hesse,Never,1.0,45,2076,0.673,1.40406
1835,1835,2018,46-65 y.,Baden-Wuerttemberg,Never,1.0,37,2076,0.51966,1.58931
1836,1836,2018,46-65 y.,Bavaria,Never,1.0,47,2076,0.67053,1.47677
1837,1837,2019,17-29 y.,Schleswig-Holstein,At least once per week,0.27288,40,27587,0.16184,0.41445
1838,1838,2019,17-29 y.,Schleswig-Holstein,Seldom,0.26537,39,27587,0.15164,0.42628
1839,1839,2019,17-29 y.,Schleswig-Holstein,Never,0.46175,101,27587,0.32085,0.61688
1840,1840,2019,17-29 y.,Hamburg,Never,1.0,32,27587,0.55653,1.49483
1841,1841,2019,17-29 y.,Lower Saxony,At least once per week,0.21007,111,27587,0.16502,0.26509
1842,1842,2019,17-29 y.,Lower Saxony,At least once per month,0.13268,67,27587,0.10357,0.1647
1843,1843,2019,17-29 y.,Lower Saxony,Seldom,0.20921,109,27587,0.16311,0.26846
1844,1844,2019,17-29 y.,Lower Saxony,Never,0.44803,263,27587,0.3631,0.52459
1845,1845,2019,17-29 y.,North Rhine-Westphalia,At least once per week,0.25978,257,27587,0.21842,0.30408
1846,1846,2019,17-29 y.,North Rhine-Westphalia,At least once per month,0.1172,125,27587,0.09012,0.1467
1847,1847,2019,17-29 y.,North Rhine-Westphalia,Seldom,0.20924,231,27587,0.17434,0.24896
1848,1848,2019,17-29 y.,North Rhine-Westphalia,Never,0.41378,560,27587,0.34908,0.47333
1849,1849,2019,17-29 y.,Hesse,At least once per week,0.17634,84,27587,0.13477,0.22538
1850,1850,2019,17-29 y.,Hesse,At least once per month,0.07199,36,27587,0.04008,0.11062
1851,1851,2019,17-29 y.,Hesse,Seldom,0.31528,76,27587,0.22371,0.40843
1852,1852,2019,17-29 y.,Hesse,Never,0.43639,158,27587,0.34229,0.52969
1853,1853,2019,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.25011,60,27587,0.18986,0.31819
1854,1854,2019,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.28588,64,27587,0.22006,0.37411
1855,1855,2019,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.46401,127,27587,0.34803,0.59014
1856,1856,2019,17-29 y.,Baden-Wuerttemberg,At least once per week,0.28069,134,27587,0.23149,0.33431
1857,1857,2019,17-29 y.,Baden-Wuerttemberg,At least once per month,0.08208,59,27587,0.05852,0.11908
1858,1858,2019,17-29 y.,Baden-Wuerttemberg,Seldom,0.30996,120,27587,0.24493,0.39721
1859,1859,2019,17-29 y.,Baden-Wuerttemberg,Never,0.32727,202,27587,0.27199,0.40596
1860,1860,2019,17-29 y.,Bavaria,At least once per week,0.27053,161,27587,0.21836,0.33062
1861,1861,2019,17-29 y.,Bavaria,At least once per month,0.09555,69,27587,0.06982,0.13237
1862,1862,2019,17-29 y.,Bavaria,Seldom,0.25193,145,27587,0.18912,0.31997
1863,1863,2019,17-29 y.,Bavaria,Never,0.38199,286,27587,0.33513,0.43583
1864,1864,2019,17-29 y.,Berlin,At least once per week,0.45488,42,27587,0.28412,0.63091
1865,1865,2019,17-29 y.,Berlin,Never,0.54512,59,27587,0.33482,0.77879
1866,1866,2019,17-29 y.,Brandenburg,Seldom,0.37792,36,27587,0.25339,0.52496
1867,1867,2019,17-29 y.,Brandenburg,Never,0.62208,67,27587,0.4737,0.79832
1868,1868,2019,17-29 y.,Mecklenburg-Western Pomerania,Never,1.0,40,27587,0.74862,1.35686
1869,1869,2019,17-29 y.,Saxony,At least once per week,0.40121,71,27587,0.29047,0.54803
1870,1870,2019,17-29 y.,Saxony,Seldom,0.19219,36,27587,0.13129,0.25535
1871,1871,2019,17-29 y.,Saxony,Never,0.4066,75,27587,0.29067,0.55991
1872,1872,2019,17-29 y.,Saxony-Anhalt,Seldom,0.45826,33,27587,0.3084,0.62543
1873,1873,2019,17-29 y.,Saxony-Anhalt,Never,0.54174,64,27587,0.40734,0.69518
1874,1874,2019,17-29 y.,Thuringa,Never,1.0,67,27587,0.76858,1.26227
1875,1875,2019,30-45 y.,Schleswig-Holstein,At least once per week,0.16546,43,27587,0.11081,0.2249
1876,1876,2019,30-45 y.,Schleswig-Holstein,Seldom,0.34658,81,27587,0.24446,0.46067
1877,1877,2019,30-45 y.,Schleswig-Holstein,Never,0.48796,182,27587,0.38017,0.60311
1878,1878,2019,30-45 y.,Hamburg,Seldom,0.5124,45,27587,0.35612,0.72803
1879,1879,2019,30-45 y.,Hamburg,Never,0.4876,85,27587,0.33934,0.6701
1880,1880,2019,30-45 y.,Lower Saxony,At least once per week,0.13195,87,27587,0.099,0.16419
1881,1881,2019,30-45 y.,Lower Saxony,At least once per month,0.11303,88,27587,0.06791,0.16561
1882,1882,2019,30-45 y.,Lower Saxony,Seldom,0.19951,161,27587,0.15199,0.25291
1883,1883,2019,30-45 y.,Lower Saxony,Never,0.55551,409,27587,0.46997,0.63818
1884,1884,2019,30-45 y.,North Rhine-Westphalia,At least once per week,0.14784,215,27587,0.12047,0.17487
1885,1885,2019,30-45 y.,North Rhine-Westphalia,At least once per month,0.10285,156,27587,0.07389,0.13446
1886,1886,2019,30-45 y.,North Rhine-Westphalia,Seldom,0.24126,362,27587,0.2056,0.28196
1887,1887,2019,30-45 y.,North Rhine-Westphalia,Never,0.50805,951,27587,0.45435,0.56678
1888,1888,2019,30-45 y.,Hesse,At least once per week,0.16708,74,27587,0.11581,0.22357
1889,1889,2019,30-45 y.,Hesse,At least once per month,0.08864,43,27587,0.0494,0.12596
1890,1890,2019,30-45 y.,Hesse,Seldom,0.23947,127,27587,0.18772,0.3155
1891,1891,2019,30-45 y.,Hesse,Never,0.50481,297,27587,0.419,0.63575
1892,1892,2019,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.15441,49,27587,0.09509,0.22181
1893,1893,2019,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.1349,48,27587,0.08346,0.18322
1894,1894,2019,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.12348,71,27587,0.07676,0.18114
1895,1895,2019,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.58722,238,27587,0.467,0.70818
1896,1896,2019,30-45 y.,Baden-Wuerttemberg,At least once per week,0.16678,145,27587,0.13231,0.19806
1897,1897,2019,30-45 y.,Baden-Wuerttemberg,At least once per month,0.09122,80,27587,0.06972,0.118
1898,1898,2019,30-45 y.,Baden-Wuerttemberg,Seldom,0.29083,212,27587,0.22947,0.35435
1899,1899,2019,30-45 y.,Baden-Wuerttemberg,Never,0.45116,483,27587,0.3773,0.52151
1900,1900,2019,30-45 y.,Bavaria,At least once per week,0.1982,199,27587,0.16001,0.24333
1901,1901,2019,30-45 y.,Bavaria,At least once per month,0.12482,116,27587,0.09493,0.16336
1902,1902,2019,30-45 y.,Bavaria,Seldom,0.24849,278,27587,0.20091,0.29921
1903,1903,2019,30-45 y.,Bavaria,Never,0.4285,566,27587,0.3803,0.48086
1904,1904,2019,30-45 y.,Berlin,At least once per week,0.27253,90,27587,0.21503,0.32586
1905,1905,2019,30-45 y.,Berlin,At least once per month,0.17056,54,27587,0.12673,0.22262
1906,1906,2019,30-45 y.,Berlin,Seldom,0.20555,88,27587,0.1524,0.26939
1907,1907,2019,30-45 y.,Berlin,Never,0.35136,143,27587,0.27195,0.42856
1908,1908,2019,30-45 y.,Brandenburg,At least once per week,0.09554,38,27587,0.06573,0.12856
1909,1909,2019,30-45 y.,Brandenburg,Seldom,0.30298,65,27587,0.19895,0.4295
1910,1910,2019,30-45 y.,Brandenburg,Never,0.60147,153,27587,0.47286,0.75297
1911,1911,2019,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.33984,32,27587,0.19183,0.51682
1912,1912,2019,30-45 y.,Mecklenburg-Western Pomerania,Never,0.66016,87,27587,0.44768,0.92947
1913,1913,2019,30-45 y.,Saxony,At least once per week,0.19023,83,27587,0.14033,0.26002
1914,1914,2019,30-45 y.,Saxony,At least once per month,0.11056,57,27587,0.07435,0.14854
1915,1915,2019,30-45 y.,Saxony,Seldom,0.27573,121,27587,0.20594,0.34932
1916,1916,2019,30-45 y.,Saxony,Never,0.42348,223,27587,0.3234,0.52024
1917,1917,2019,30-45 y.,Saxony-Anhalt,Seldom,0.45102,73,27587,0.27787,0.61377
1918,1918,2019,30-45 y.,Saxony-Anhalt,Never,0.54898,147,27587,0.39138,0.77236
1919,1919,2019,30-45 y.,Thuringa,Seldom,0.22989,58,27587,0.16604,0.29938
1920,1920,2019,30-45 y.,Thuringa,Never,0.77011,147,27587,0.56521,0.98412
1921,1921,2019,46-65 y.,Schleswig-Holstein,At least once per week,0.1443,53,27587,0.10232,0.19748
