,Unnamed: 0,year,age_gr,bula_h,pli0093_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
854,854,2007,66 and older,"Rhineland-Palatinate, Saarland",Never,0.83517,173,18916,0.76314,0.90437
855,855,2007,66 and older,Baden-Wuerttemberg,At least once per week,0.08186,45,18916,0.06685,0.09591
856,856,2007,66 and older,Baden-Wuerttemberg,At least once per month,0.08659,42,18916,0.07024,0.10935
857,857,2007,66 and older,Baden-Wuerttemberg,Seldom,0.18866,89,18916,0.15739,0.21736
858,858,2007,66 and older,Baden-Wuerttemberg,Never,0.64289,287,18916,0.59256,0.69522
859,859,2007,66 and older,Bavaria,At least once per week,0.09317,55,18916,0.07789,0.11511
860,860,2007,66 and older,Bavaria,At least once per month,0.06186,49,18916,0.04812,0.07383
861,861,2007,66 and older,Bavaria,Seldom,0.19926,126,18916,0.17599,0.22704
862,862,2007,66 and older,Bavaria,Never,0.64571,352,18916,0.60293,0.68252
863,863,2007,66 and older,Berlin,Never,1.0,84,18916,0.88639,1.13076
864,864,2007,66 and older,Brandenburg,Seldom,0.19791,42,18916,0.15849,0.23481
865,865,2007,66 and older,Brandenburg,Never,0.80209,140,18916,0.73778,0.88569
866,866,2007,66 and older,Mecklenburg-Western Pomerania,Never,1.0,72,18916,0.89778,1.09199
867,867,2007,66 and older,Saxony,Seldom,0.2529,73,18916,0.22359,0.28812
868,868,2007,66 and older,Saxony,Never,0.7471,199,18916,0.69488,0.79036
869,869,2007,66 and older,Saxony-Anhalt,Seldom,0.21516,44,18916,0.18321,0.25378
870,870,2007,66 and older,Saxony-Anhalt,Never,0.78484,127,18916,0.71915,0.87142
871,871,2007,66 and older,Thuringa,Seldom,0.17316,37,18916,0.13632,0.233
872,872,2007,66 and older,Thuringa,Never,0.82684,157,18916,0.75951,0.89953
873,873,2008,17-29 y.,Schleswig-Holstein,Never,1.0,45,17571,0.75441,1.23609
874,874,2008,17-29 y.,Lower Saxony,At least once per week,0.22086,61,17571,0.16576,0.27107
875,875,2008,17-29 y.,Lower Saxony,Seldom,0.28686,64,17571,0.23592,0.35588
876,876,2008,17-29 y.,Lower Saxony,Never,0.49228,116,17571,0.42058,0.57616
877,877,2008,17-29 y.,North Rhine-Westphalia,At least once per week,0.19209,126,17571,0.16127,0.2251
878,878,2008,17-29 y.,North Rhine-Westphalia,At least once per month,0.1028,65,17571,0.08199,0.12696
879,879,2008,17-29 y.,North Rhine-Westphalia,Seldom,0.22026,138,17571,0.18245,0.26067
880,880,2008,17-29 y.,North Rhine-Westphalia,Never,0.48485,271,17571,0.4324,0.53529
881,881,2008,17-29 y.,Hesse,At least once per week,0.2716,50,17571,0.20185,0.33863
882,882,2008,17-29 y.,Hesse,Seldom,0.24502,41,17571,0.16302,0.31425
883,883,2008,17-29 y.,Hesse,Never,0.48338,86,17571,0.4101,0.57072
884,884,2008,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.19677,32,17571,0.14194,0.27361
885,885,2008,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.26399,42,17571,0.19379,0.32668
886,886,2008,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.53924,76,17571,0.46096,0.63022
887,887,2008,17-29 y.,Baden-Wuerttemberg,At least once per week,0.17956,92,17571,0.13845,0.23424
888,888,2008,17-29 y.,Baden-Wuerttemberg,At least once per month,0.1107,51,17571,0.08509,0.14029
889,889,2008,17-29 y.,Baden-Wuerttemberg,Seldom,0.26829,119,17571,0.22253,0.3203
890,890,2008,17-29 y.,Baden-Wuerttemberg,Never,0.44146,183,17571,0.3821,0.51993
891,891,2008,17-29 y.,Bavaria,At least once per week,0.21422,89,17571,0.17725,0.25349
892,892,2008,17-29 y.,Bavaria,At least once per month,0.08601,47,17571,0.06652,0.11077
893,893,2008,17-29 y.,Bavaria,Seldom,0.28712,129,17571,0.23397,0.34413
894,894,2008,17-29 y.,Bavaria,Never,0.41265,162,17571,0.35324,0.47702
895,895,2008,17-29 y.,Berlin,At least once per week,0.24786,34,17571,0.18245,0.32942
896,896,2008,17-29 y.,Berlin,Seldom,0.36329,43,17571,0.27455,0.47169
897,897,2008,17-29 y.,Berlin,Never,0.38885,41,17571,0.30275,0.47776
898,898,2008,17-29 y.,Brandenburg,Never,1.0,50,17571,0.80523,1.20593
899,899,2008,17-29 y.,Mecklenburg-Western Pomerania,Never,1.0,41,17571,0.79191,1.27178
900,900,2008,17-29 y.,Saxony,At least once per week,0.23884,58,17571,0.18465,0.3161
901,901,2008,17-29 y.,Saxony,At least once per month,0.09884,33,17571,0.07242,0.12813
902,902,2008,17-29 y.,Saxony,Seldom,0.37134,71,17571,0.30127,0.45059
903,903,2008,17-29 y.,Saxony,Never,0.29097,80,17571,0.22716,0.35411
904,904,2008,17-29 y.,Saxony-Anhalt,At least once per week,0.32034,36,17571,0.19023,0.46712
905,905,2008,17-29 y.,Saxony-Anhalt,Never,0.67966,75,17571,0.53478,0.85258
906,906,2008,17-29 y.,Thuringa,Seldom,0.32635,43,17571,0.22184,0.43889
907,907,2008,17-29 y.,Thuringa,Never,0.67365,68,17571,0.53085,0.8322
908,908,2008,30-45 y.,Schleswig-Holstein,Seldom,0.48749,41,17571,0.4047,0.56901
909,909,2008,30-45 y.,Schleswig-Holstein,Never,0.51251,62,17571,0.41758,0.60975
910,910,2008,30-45 y.,Lower Saxony,At least once per week,0.1365,57,17571,0.1082,0.16626
911,911,2008,30-45 y.,Lower Saxony,Seldom,0.29367,147,17571,0.25674,0.33523
912,912,2008,30-45 y.,Lower Saxony,Never,0.56983,254,17571,0.5093,0.62897
913,913,2008,30-45 y.,North Rhine-Westphalia,At least once per week,0.12248,135,17571,0.10448,0.14272
914,914,2008,30-45 y.,North Rhine-Westphalia,At least once per month,0.08776,92,17571,0.06975,0.10424
915,915,2008,30-45 y.,North Rhine-Westphalia,Seldom,0.24766,298,17571,0.22279,0.27135
916,916,2008,30-45 y.,North Rhine-Westphalia,Never,0.54211,577,17571,0.50283,0.58696
917,917,2008,30-45 y.,Hesse,At least once per week,0.14693,63,17571,0.12197,0.17528
918,918,2008,30-45 y.,Hesse,Seldom,0.29748,102,17571,0.25421,0.3472
919,919,2008,30-45 y.,Hesse,Never,0.55559,189,17571,0.48703,0.6033
920,920,2008,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.35188,73,17571,0.29807,0.42396
921,921,2008,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.64812,149,17571,0.56937,0.73843
922,922,2008,30-45 y.,Baden-Wuerttemberg,At least once per week,0.09605,81,17571,0.07226,0.11715
923,923,2008,30-45 y.,Baden-Wuerttemberg,At least once per month,0.11166,76,17571,0.08884,0.14005
924,924,2008,30-45 y.,Baden-Wuerttemberg,Seldom,0.35836,210,17571,0.3171,0.39979
925,925,2008,30-45 y.,Baden-Wuerttemberg,Never,0.43394,295,17571,0.38421,0.48036
926,926,2008,30-45 y.,Bavaria,At least once per week,0.1163,108,17571,0.09836,0.13948
927,927,2008,30-45 y.,Bavaria,At least once per month,0.10719,86,17571,0.0848,0.13228
928,928,2008,30-45 y.,Bavaria,Seldom,0.35325,272,17571,0.31495,0.39622
929,929,2008,30-45 y.,Bavaria,Never,0.42325,327,17571,0.38023,0.46248
930,930,2008,30-45 y.,Berlin,Seldom,0.40241,43,17571,0.31974,0.49526
931,931,2008,30-45 y.,Berlin,Never,0.59759,76,17571,0.49697,0.71386
932,932,2008,30-45 y.,Brandenburg,Seldom,0.33357,57,17571,0.24811,0.44706
933,933,2008,30-45 y.,Brandenburg,Never,0.66643,103,17571,0.54604,0.79896
934,934,2008,30-45 y.,Mecklenburg-Western Pomerania,Never,1.0,67,17571,0.77923,1.24864
935,935,2008,30-45 y.,Saxony,At least once per week,0.1466,48,17571,0.10758,0.19804
936,936,2008,30-45 y.,Saxony,At least once per month,0.15852,55,17571,0.12511,0.20728
937,937,2008,30-45 y.,Saxony,Seldom,0.22281,90,17571,0.18378,0.26438
938,938,2008,30-45 y.,Saxony,Never,0.47207,170,17571,0.405,0.5698
939,939,2008,30-45 y.,Saxony-Anhalt,Seldom,0.30648,58,17571,0.24721,0.37576
940,940,2008,30-45 y.,Saxony-Anhalt,Never,0.69352,88,17571,0.5884,0.83293
941,941,2008,30-45 y.,Thuringa,Seldom,0.25823,61,17571,0.20434,0.3311
942,942,2008,30-45 y.,Thuringa,Never,0.74177,108,17571,0.60886,0.9118
943,943,2008,46-65 y.,Schleswig-Holstein,Seldom,0.34492,49,17571,0.26476,0.42953
944,944,2008,46-65 y.,Schleswig-Holstein,Never,0.65508,98,17571,0.5596,0.75441
945,945,2008,46-65 y.,Hamburg,Never,1.0,37,17571,0.77764,1.24857
946,946,2008,46-65 y.,Lower Saxony,At least once per week,0.14595,90,17571,0.12248,0.17511
947,947,2008,46-65 y.,Lower Saxony,At least once per month,0.05212,38,17571,0.03886,0.06686
948,948,2008,46-65 y.,Lower Saxony,Seldom,0.30324,158,17571,0.26652,0.35564
949,949,2008,46-65 y.,Lower Saxony,Never,0.49869,271,17571,0.45474,0.54709
950,950,2008,46-65 y.,North Rhine-Westphalia,At least once per week,0.11305,167,17571,0.09762,0.13017
951,951,2008,46-65 y.,North Rhine-Westphalia,At least once per month,0.07626,123,17571,0.06309,0.08901
952,952,2008,46-65 y.,North Rhine-Westphalia,Seldom,0.20564,304,17571,0.18699,0.22647
953,953,2008,46-65 y.,North Rhine-Westphalia,Never,0.60505,727,17571,0.56554,0.63887
954,954,2008,46-65 y.,Hesse,At least once per week,0.13689,69,17571,0.1128,0.16232
955,955,2008,46-65 y.,Hesse,At least once per month,0.06884,48,17571,0.0514,0.08889
956,956,2008,46-65 y.,Hesse,Seldom,0.3185,142,17571,0.27207,0.36771
957,957,2008,46-65 y.,Hesse,Never,0.47578,220,17571,0.43016,0.52737
958,958,2008,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.12091,55,17571,0.08938,0.14782
959,959,2008,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.19368,81,17571,0.16074,0.22895
960,960,2008,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.68541,251,17571,0.62636,0.74884
961,961,2008,46-65 y.,Baden-Wuerttemberg,At least once per week,0.12439,104,17571,0.10368,0.14625
962,962,2008,46-65 y.,Baden-Wuerttemberg,At least once per month,0.08838,84,17571,0.07224,0.10263
963,963,2008,46-65 y.,Baden-Wuerttemberg,Seldom,0.29171,224,17571,0.25605,0.32637
964,964,2008,46-65 y.,Baden-Wuerttemberg,Never,0.49551,345,17571,0.44747,0.53987
965,965,2008,46-65 y.,Bavaria,At least once per week,0.11327,128,17571,0.0966,0.13163
966,966,2008,46-65 y.,Bavaria,At least once per month,0.10174,111,17571,0.08423,0.11948
967,967,2008,46-65 y.,Bavaria,Seldom,0.2795,277,17571,0.25118,0.31093
968,968,2008,46-65 y.,Bavaria,Never,0.5055,439,17571,0.46995,0.55009
969,969,2008,46-65 y.,Berlin,At least once per week,0.13027,42,17571,0.10319,0.16936
970,970,2008,46-65 y.,Berlin,Seldom,0.28101,86,17571,0.23851,0.33393
971,971,2008,46-65 y.,Berlin,Never,0.58872,134,17571,0.50801,0.65903
972,972,2008,46-65 y.,Brandenburg,Seldom,0.33341,80,17571,0.26329,0.41736
973,973,2008,46-65 y.,Brandenburg,Never,0.66659,148,17571,0.57791,0.78267
974,974,2008,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.38992,65,17571,0.30433,0.46874
975,975,2008,46-65 y.,Mecklenburg-Western Pomerania,Never,0.61008,88,17571,0.51254,0.70459
976,976,2008,46-65 y.,Saxony,At least once per week,0.09648,56,17571,0.07721,0.12254
977,977,2008,46-65 y.,Saxony,At least once per month,0.06018,40,17571,0.04457,0.07531
978,978,2008,46-65 y.,Saxony,Seldom,0.29203,149,17571,0.24678,0.33923
979,979,2008,46-65 y.,Saxony,Never,0.55131,263,17571,0.49058,0.62205
980,980,2008,46-65 y.,Saxony-Anhalt,Seldom,0.29434,79,17571,0.22921,0.36605
981,981,2008,46-65 y.,Saxony-Anhalt,Never,0.70566,162,17571,0.63778,0.79528
982,982,2008,46-65 y.,Thuringa,Seldom,0.24099,71,17571,0.19667,0.30072
983,983,2008,46-65 y.,Thuringa,Never,0.75901,179,17571,0.67829,0.84806
984,984,2008,66 and older,Schleswig-Holstein,Never,1.0,76,17571,0.86061,1.13626
985,985,2008,66 and older,Hamburg,Never,1.0,40,17571,0.83506,1.16171
986,986,2008,66 and older,Lower Saxony,At least once per week,0.11409,51,17571,0.093,0.13174
987,987,2008,66 and older,Lower Saxony,Seldom,0.25646,101,17571,0.22252,0.29396
988,988,2008,66 and older,Lower Saxony,Never,0.62945,246,17571,0.5834,0.66524
989,989,2008,66 and older,North Rhine-Westphalia,At least once per week,0.09525,98,17571,0.08122,0.11036
990,990,2008,66 and older,North Rhine-Westphalia,At least once per month,0.04623,45,17571,0.03797,0.05486
991,991,2008,66 and older,North Rhine-Westphalia,Seldom,0.16571,146,17571,0.14591,0.18312
992,992,2008,66 and older,North Rhine-Westphalia,Never,0.6928,602,17571,0.6553,0.73476
993,993,2008,66 and older,Hesse,Seldom,0.13349,41,17571,0.10385,0.16422
994,994,2008,66 and older,Hesse,Never,0.86651,174,17571,0.79673,0.93582
995,995,2008,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.14109,32,17571,0.11142,0.17392
996,996,2008,66 and older,"Rhineland-Palatinate, Saarland",Never,0.85891,177,17571,0.77572,0.93353
997,997,2008,66 and older,Baden-Wuerttemberg,At least once per week,0.10285,53,17571,0.08408,0.12047
998,998,2008,66 and older,Baden-Wuerttemberg,At least once per month,0.08409,40,17571,0.06508,0.1047
999,999,2008,66 and older,Baden-Wuerttemberg,Seldom,0.23062,108,17571,0.19971,0.26578
1000,1000,2008,66 and older,Baden-Wuerttemberg,Never,0.58243,277,17571,0.53508,0.62446
1001,1001,2008,66 and older,Bavaria,At least once per week,0.10594,68,17571,0.087,0.12642
1002,1002,2008,66 and older,Bavaria,At least once per month,0.07712,38,17571,0.0598,0.09252
1003,1003,2008,66 and older,Bavaria,Seldom,0.18239,117,17571,0.15691,0.20878
1004,1004,2008,66 and older,Bavaria,Never,0.63455,343,17571,0.59644,0.67002
1005,1005,2008,66 and older,Berlin,Never,1.0,89,17571,0.86614,1.12877
1006,1006,2008,66 and older,Brandenburg,Seldom,0.21645,44,17571,0.16367,0.27531
1007,1007,2008,66 and older,Brandenburg,Never,0.78355,144,17571,0.69514,0.87872
1008,1008,2008,66 and older,Mecklenburg-Western Pomerania,Never,1.0,72,17571,0.90866,1.11462
1009,1009,2008,66 and older,Saxony,Seldom,0.2085,65,17571,0.17744,0.24731
1010,1010,2008,66 and older,Saxony,Never,0.7915,208,17571,0.73358,0.85458
1011,1011,2008,66 and older,Saxony-Anhalt,Seldom,0.26217,50,17571,0.21422,0.31198
1012,1012,2008,66 and older,Saxony-Anhalt,Never,0.73783,108,17571,0.64644,0.83798
1013,1013,2008,66 and older,Thuringa,Never,1.0,160,17571,0.9015,1.1021
1014,1014,2009,17-29 y.,Schleswig-Holstein,Never,1.0,44,16373,0.75511,1.3165
1015,1015,2009,17-29 y.,Lower Saxony,At least once per week,0.14625,40,16373,0.10538,0.18766
1016,1016,2009,17-29 y.,Lower Saxony,Seldom,0.32722,64,16373,0.24816,0.42432
1017,1017,2009,17-29 y.,Lower Saxony,Never,0.52653,98,16373,0.44061,0.63881
1018,1018,2009,17-29 y.,North Rhine-Westphalia,At least once per week,0.13689,74,16373,0.10637,0.17529
1019,1019,2009,17-29 y.,North Rhine-Westphalia,At least once per month,0.07145,51,16373,0.05086,0.09655
1020,1020,2009,17-29 y.,North Rhine-Westphalia,Seldom,0.27776,141,16373,0.23192,0.31847
1021,1021,2009,17-29 y.,North Rhine-Westphalia,Never,0.5139,269,16373,0.46234,0.57045
1022,1022,2009,17-29 y.,Hesse,At least once per week,0.15273,33,16373,0.11048,0.21909
1023,1023,2009,17-29 y.,Hesse,Seldom,0.43791,62,16373,0.32513,0.5602
1024,1024,2009,17-29 y.,Hesse,Never,0.40936,75,16373,0.33709,0.49326
1025,1025,2009,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.34398,43,16373,0.26745,0.44077
1026,1026,2009,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.65602,68,16373,0.53364,0.77806
1027,1027,2009,17-29 y.,Baden-Wuerttemberg,At least once per week,0.1415,69,16373,0.10014,0.18378
1028,1028,2009,17-29 y.,Baden-Wuerttemberg,At least once per month,0.11599,52,16373,0.08009,0.14724
1029,1029,2009,17-29 y.,Baden-Wuerttemberg,Seldom,0.366,126,16373,0.30781,0.43411
1030,1030,2009,17-29 y.,Baden-Wuerttemberg,Never,0.37651,150,16373,0.3156,0.44582
1031,1031,2009,17-29 y.,Bavaria,At least once per week,0.14268,58,16373,0.10886,0.18466
1032,1032,2009,17-29 y.,Bavaria,At least once per month,0.14286,52,16373,0.08897,0.19243
1033,1033,2009,17-29 y.,Bavaria,Seldom,0.29194,131,16373,0.23982,0.34401
1034,1034,2009,17-29 y.,Bavaria,Never,0.42252,166,16373,0.36047,0.49747
1035,1035,2009,17-29 y.,Berlin,Seldom,0.35179,36,16373,0.25058,0.45565
1036,1036,2009,17-29 y.,Berlin,Never,0.64821,41,16373,0.49691,0.83045
1037,1037,2009,17-29 y.,Brandenburg,Never,1.0,49,16373,0.82458,1.18732
1038,1038,2009,17-29 y.,Mecklenburg-Western Pomerania,Never,1.0,34,16373,0.72829,1.35068
1039,1039,2009,17-29 y.,Saxony,At least once per week,0.1467,44,16373,0.10995,0.1983
1040,1040,2009,17-29 y.,Saxony,At least once per month,0.21589,32,16373,0.13722,0.30517
1041,1041,2009,17-29 y.,Saxony,Seldom,0.28133,68,16373,0.20979,0.35989
1042,1042,2009,17-29 y.,Saxony,Never,0.35607,80,16373,0.29623,0.44947
1043,1043,2009,17-29 y.,Saxony-Anhalt,Seldom,0.32068,39,16373,0.21603,0.45445
1044,1044,2009,17-29 y.,Saxony-Anhalt,Never,0.67932,62,16373,0.50886,0.88719
1045,1045,2009,17-29 y.,Thuringa,Seldom,0.53147,46,16373,0.36126,0.72893
1046,1046,2009,17-29 y.,Thuringa,Never,0.46853,59,16373,0.37606,0.59212
1047,1047,2009,30-45 y.,Schleswig-Holstein,Never,1.0,64,16373,0.76708,1.26405
1048,1048,2009,30-45 y.,Lower Saxony,Seldom,0.32519,135,16373,0.26719,0.36971
1049,1049,2009,30-45 y.,Lower Saxony,Never,0.67481,262,16373,0.58398,0.7665
1050,1050,2009,30-45 y.,North Rhine-Westphalia,At least once per week,0.10136,98,16373,0.08131,0.11969
1051,1051,2009,30-45 y.,North Rhine-Westphalia,At least once per month,0.06935,66,16373,0.05341,0.08921
1052,1052,2009,30-45 y.,North Rhine-Westphalia,Seldom,0.25513,251,16373,0.22465,0.28574
1053,1053,2009,30-45 y.,North Rhine-Westphalia,Never,0.57416,583,16373,0.52933,0.62469
1054,1054,2009,30-45 y.,Hesse,At least once per week,0.1004,39,16373,0.07743,0.13352
1055,1055,2009,30-45 y.,Hesse,At least once per month,0.07639,34,16373,0.05762,0.10293
1056,1056,2009,30-45 y.,Hesse,Seldom,0.34358,94,16373,0.28917,0.40052
1057,1057,2009,30-45 y.,Hesse,Never,0.47963,150,16373,0.42039,0.54781
1058,1058,2009,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.33782,73,16373,0.25306,0.42365
1059,1059,2009,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.66218,139,16373,0.57443,0.74442
1060,1060,2009,30-45 y.,Baden-Wuerttemberg,At least once per week,0.13045,62,16373,0.09257,0.16349
1061,1061,2009,30-45 y.,Baden-Wuerttemberg,At least once per month,0.10609,66,16373,0.07554,0.13976
1062,1062,2009,30-45 y.,Baden-Wuerttemberg,Seldom,0.30726,196,16373,0.26635,0.34733
1063,1063,2009,30-45 y.,Baden-Wuerttemberg,Never,0.4562,254,16373,0.41283,0.51169
1064,1064,2009,30-45 y.,Bavaria,At least once per week,0.10747,89,16373,0.08334,0.13629
1065,1065,2009,30-45 y.,Bavaria,At least once per month,0.09873,63,16373,0.07317,0.12329
1066,1066,2009,30-45 y.,Bavaria,Seldom,0.31402,232,16373,0.27296,0.3563
1067,1067,2009,30-45 y.,Bavaria,Never,0.47979,334,16373,0.42768,0.52576
1068,1068,2009,30-45 y.,Berlin,Seldom,0.42283,50,16373,0.32552,0.53142
1069,1069,2009,30-45 y.,Berlin,Never,0.57717,65,16373,0.45883,0.7156
1070,1070,2009,30-45 y.,Brandenburg,Seldom,0.3555,55,16373,0.28132,0.43776
1071,1071,2009,30-45 y.,Brandenburg,Never,0.6445,92,16373,0.53136,0.75636
1072,1072,2009,30-45 y.,Mecklenburg-Western Pomerania,Never,1.0,66,16373,0.75679,1.21129
1073,1073,2009,30-45 y.,Saxony,At least once per week,0.12978,37,16373,0.08007,0.18952
1074,1074,2009,30-45 y.,Saxony,Seldom,0.38808,121,16373,0.31642,0.46967
1075,1075,2009,30-45 y.,Saxony,Never,0.48214,148,16373,0.42187,0.5645
1076,1076,2009,30-45 y.,Saxony-Anhalt,Seldom,0.28624,54,16373,0.23072,0.34054
1077,1077,2009,30-45 y.,Saxony-Anhalt,Never,0.71376,98,16373,0.57809,0.83841
1078,1078,2009,30-45 y.,Thuringa,Seldom,0.34856,75,16373,0.26068,0.47952
1079,1079,2009,30-45 y.,Thuringa,Never,0.65144,98,16373,0.50654,0.82287
1080,1080,2009,46-65 y.,Schleswig-Holstein,Seldom,0.49649,66,16373,0.40754,0.58929
1081,1081,2009,46-65 y.,Schleswig-Holstein,Never,0.50351,87,16373,0.41242,0.61018
1082,1082,2009,46-65 y.,Hamburg,Seldom,1.0,32,16373,0.66789,1.37655
1083,1083,2009,46-65 y.,Lower Saxony,At least once per week,0.14898,79,16373,0.12079,0.18201
1084,1084,2009,46-65 y.,Lower Saxony,Seldom,0.29776,147,16373,0.24754,0.34094
1085,1085,2009,46-65 y.,Lower Saxony,Never,0.55326,271,16373,0.49686,0.60822
1086,1086,2009,46-65 y.,North Rhine-Westphalia,At least once per week,0.08324,109,16373,0.06841,0.10099
1087,1087,2009,46-65 y.,North Rhine-Westphalia,At least once per month,0.05824,74,16373,0.04503,0.07194
1088,1088,2009,46-65 y.,North Rhine-Westphalia,Seldom,0.30174,357,16373,0.27004,0.33365
1089,1089,2009,46-65 y.,North Rhine-Westphalia,Never,0.55679,691,16373,0.51868,0.59198
1090,1090,2009,46-65 y.,Hesse,At least once per week,0.11622,61,16373,0.0879,0.14107
1091,1091,2009,46-65 y.,Hesse,At least once per month,0.0863,39,16373,0.05539,0.12099
1092,1092,2009,46-65 y.,Hesse,Seldom,0.25179,120,16373,0.20524,0.30324
1093,1093,2009,46-65 y.,Hesse,Never,0.54569,241,16373,0.48501,0.61317
1094,1094,2009,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.08165,39,16373,0.06315,0.10246
1095,1095,2009,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.24489,87,16373,0.20674,0.29384
1096,1096,2009,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.67346,239,16373,0.59938,0.73496
1097,1097,2009,46-65 y.,Baden-Wuerttemberg,At least once per week,0.11777,84,16373,0.09412,0.14571
1098,1098,2009,46-65 y.,Baden-Wuerttemberg,At least once per month,0.0936,81,16373,0.07369,0.11787
1099,1099,2009,46-65 y.,Baden-Wuerttemberg,Seldom,0.27459,202,16373,0.23551,0.32217
1100,1100,2009,46-65 y.,Baden-Wuerttemberg,Never,0.51404,300,16373,0.4616,0.55924
1101,1101,2009,46-65 y.,Bavaria,At least once per week,0.0924,113,16373,0.07447,0.10761
1102,1102,2009,46-65 y.,Bavaria,At least once per month,0.07385,70,16373,0.05725,0.09148
1103,1103,2009,46-65 y.,Bavaria,Seldom,0.27877,282,16373,0.24448,0.31353
1104,1104,2009,46-65 y.,Bavaria,Never,0.55497,446,16373,0.50882,0.61055
1105,1105,2009,46-65 y.,Berlin,Seldom,0.38516,87,16373,0.32193,0.46192
